-0.172605+7.42462e-16j -0.0220442+0.0193883j -0.0189351-0.0121027j 0.0631986+0.120521j -0.0254958+0.0127737j 0.0180379-0.0114459j 0.0165269+0.118108j 0.00489095+0.0145693j -0.00890178+0.0232593j 0.00449934-0.0402305j -0.0132271+0.0247432j -0.0306652+0.0177704j -0.0221216-0.0475482j 0.0118259+0.0217812j -0.0373577+0.00508331j 0.00434538+0.0260059j 0.00298824+0.0163527j -0.0135555-0.00711149j -0.00844015-0.0348272j -0.026858-0.00649465j -0.00404833+0.00975337j -0.00474556-0.00867704j -4.93316e-05+0.00659336j -0.0277002-0.00644051j 0.00791314+0.00794829j 0.0303608-0.019908j -0.017195-0.0176652j -0.00287173-0.00656355j -0.0107565-0.0174594j -0.00159311-0.0398447j 0.00491508+0.0265589j -0.00388621+0.00540737j -0.00210313-0.00777574j 0.00190852+0.0196401j 0.00154685+0.0061577j 0.0136743+0.00704448j -0.00490373+0.0104439j -0.00263422-0.0106934j 0.00039762-0.00336195j -0.0129011+6.54186e-05j -0.00152295-0.0127804j 0.0101129+0.0257858j -0.0391266-0.00792332j -0.0130123+0.00563899j -0.00123729-0.00101266j -0.0105315-0.0318432j -0.016573+0.034684j -0.0173181+0.00298092j -0.0266419-0.0295744j -0.00209988+0.00281439j 0.0147162+0.00958337j 0.0314733-0.037579j -0.0268202-0.0051413j -0.00580706+0.0182579j -0.0320386+0.0345327j -9.17178e-06+0.00180338j 0.000217308+0.0142406j 0.00838942-0.0197094j 0.0101365-0.0150186j 0.0138572+0.00940711j -0.0128207+0.00212304j 0.0155164-0.0264199j -0.0066057-0.00689196j 0.0149452-0.0159608j -0.00908545-0.0187653j 0.00738838-0.00320747j 0.0221943-0.0003556j 0.0417283-0.0109366j -0.0087474+0.0046891j -0.00436928-0.0252131j -0.0427561-0.0264312j 0.0281617-0.0160811j -0.0336877+0.0217327j -0.0326801-0.0213504j -0.0338549-0.0323081j -0.00309885-0.00786505j -0.00142309+0.00501027j 0.00519254+0.0345043j -0.0363282+0.0492397j -0.00808533+0.0535728j -0.00149438+0.0192633j -0.0148717+0.0101713j 0.00767877-0.0472801j 0.0187448-0.0564389j 0.0967967-0.206668j 0.101485+0.19672j -0.389823-0.0504603j -0.0487069-0.168839j -0.0406702+0.185941j 0.0716768+0.0332671j -0.00997002-0.0147246j -0.181912-0.025116j 
0.00154685-0.0061577j 0.0112747+0.00110502j 0.00475901+0.0154234j -0.00460586-0.0109284j 0.0345904-0.00614616j -0.0151903-0.0151427j -0.0244094+0.0711971j 0.0638029+0.0124471j 0.00175158+0.0694504j 0.00285678+0.0648304j 0.00702003-0.00852631j -0.099466-0.153699j 0.0442622-0.0539295j -0.131581+0.0372116j 0.0736803+0.023558j -0.148375-0.012905j 0.133559+0.0749148j 0.0661455-0.0754845j -0.0530879-0.0625138j -0.0665571+0.0522235j -0.0413894-0.131067j -0.120698+0.124061j -0.0698482-0.170679j -0.235038+0.0014301j -0.0406236-0.126926j -0.00297059-0.0983782j -0.140668+0.0393075j -0.109748-0.127972j -0.0112727+0.0798944j 0.11421-0.0820114j -0.0394656-0.0185544j -0.131004+0.0217643j 0.127065+0.0379429j 0.0163958+0.0492515j 0.065812+1.28786e-14j 0.0764709-0.0917541j -0.0704364-0.00868767j -0.0686754-0.0848811j 0.0187934-0.0432565j 0.0325781-0.126176j -0.0122815-0.0913805j 0.026917-0.0645001j -0.0272954-0.0321348j 0.0966675-0.00217388j -0.0899297-0.0817654j -0.0793361-0.0624003j 0.095268-0.0424446j -0.0503757-0.0542679j 0.0677653-0.0804421j 0.0518066-0.0786299j -0.117028-0.0139622j -0.0741104+0.0101207j 0.00426274+0.0843191j 0.0173691-0.0341415j 0.017423-0.00483119j -0.019037-0.0324045j 0.0406599+0.00940179j -0.0391808-0.0388j 0.00176182-0.0874253j -0.019941-0.0132272j 0.0276911-0.0305049j -0.0572704+0.00925854j 0.0126734-0.00978161j -0.00485648-0.00807019j 0.0187366+0.00626306j 0.00962564-0.00964361j -0.0483618-0.0221606j -0.0283079+0.0167939j -0.0236586-0.0332557j 0.0255692+0.016545j 0.00776802+0.00618854j -0.0334648-0.036152j 0.0249831-0.0134459j -0.0295547+0.0242062j -0.0178559-0.0447871j 0.019912-0.00411714j -0.022893-0.0263856j -0.00131113-0.0184389j -0.0262468+0.00688127j -0.0168787-0.00169654j -0.00943419-0.00510162j 0.0138646-0.00364831j -0.00946732+0.0237559j -0.0228936+0.00631203j -0.00542767-0.0264459j -0.0121146+0.0436422j 0.0189426-0.0138585j -0.0371248+0.000123992j 0.0214773+0.0276068j 0.00179556-0.0154131j 0.0078335+0.0186605j 0.0175521-0.00417739j 
0.0136743-0.00704448j -0.0158968+0.0272722j -0.0103629+0.0174472j -0.0377666-0.0155003j 0.0156133-0.0197336j -0.0551861+0.0735791j 0.00741498+0.030277j 0.00616734+0.027649j -0.0564782-0.0109645j 0.0466586+0.0701194j 0.0340817-0.0399265j 0.0269698-0.0312444j -0.125537-0.0639259j -0.0508206-0.0326714j -0.0974704+0.065627j -0.0408058+0.00681952j -0.114949+0.0221652j 0.0967264-0.0284605j 0.0240727+0.04855j 0.0278437+0.0246527j -0.0365281-0.0481583j 0.0928727-0.0893832j -0.0011617+0.0304209j -0.0657559+0.033661j -0.02685+0.00557701j 0.0152785-0.0844722j 0.0693635-0.0839765j -0.0963964-0.00390619j 0.0521595-0.0234931j -0.169176+0.00694571j 0.0972432-0.097476j 0.0402035+0.058188j -0.0288198+0.0320066j 0.0653928-0.027824j 0.0764709+0.0917541j 0.168766-6.61346e-14j 0.0947644-0.0057478j 0.0779002+0.098917j 0.0276823+0.0503671j -0.00866385+0.0975735j -0.0516458+0.128219j -0.096757+0.00883095j 0.0683232+0.075545j 0.0938189+0.0794535j 0.0249302-0.0362886j 0.0524992-0.0193086j 0.0518222-0.0446616j -0.0486419-0.173862j -0.0386818-0.00592639j 0.000737643+0.0483807j -0.0209729+0.0568659j 0.0198008+0.0155057j 0.074798-0.0136429j 0.0397446-0.0825702j 0.0427891-0.00939189j -0.00698508-0.0997306j -0.0386543-0.0851762j -0.0349822+0.0679331j -0.00384854-0.0721841j 0.0644061+0.00700571j -0.00772532-0.0160529j 0.00564071-0.0180951j 0.0363744+0.0108175j 0.0254865-0.00747752j 0.014148+0.00606391j 0.0420555-0.0579243j -0.0134986-0.0300349j 0.0270173-0.0456498j -0.00714265-0.00449763j 0.048889+0.00171647j -0.0509606-0.0219168j 0.00991033-0.0240736j -0.0455635-0.0649379j 0.0216902+0.0284039j 0.0321581+0.0428536j 0.074387-0.0427554j 0.0567347+0.0439808j -0.130967+0.0947079j 0.0270425-0.0155334j -0.0569287+0.0342163j -0.0187683+0.04706j 0.0956071-0.0345733j -0.0039088-0.00889052j -0.0510752-0.0646131j -0.0604487+0.0161059j 0.0324118+0.0277916j -0.0462615-0.04174j -0.042557-0.0406741j 0.0623544-0.0598688j -0.0358363-0.0971152j 0.00890419-0.000427587j -0.0253499-0.0169099j 
-0.00490373-0.0104439j -0.0234025-0.00138898j 0.00478843+0.000139314j -0.00246548-0.0403476j 0.0568644-0.0398713j -0.0512188-0.0667118j -0.00554828+0.0493064j -0.01035-0.0424228j 0.0777042-0.0102335j -0.0635261+0.00625075j 0.0184957+0.0191712j 0.109863+0.0414461j 0.0370579-0.0494594j -0.112056-0.057178j -0.00694965-0.126411j -0.118271-0.0808062j -0.0598179+0.0474599j 0.0380033+0.00504577j -0.014091+0.0961953j -0.00118506-0.0726028j -0.0139757+0.0294039j -0.00957524+0.0578854j 0.236917-0.043391j 0.0248537+0.0610163j -0.0403287-0.0410151j 0.0429645+0.00253968j 0.132177-0.0985183j -0.0360017-0.0115203j 0.0159301-0.0492044j -0.0345433-0.0311672j -0.1217+0.0208338j -0.0387766+0.0457599j 0.0290367+0.00102934j 0.0973929-0.0342002j -0.0704364+0.00868767j 0.0947644+0.0057478j -0.0272041+7.87564e-16j 0.0428902+0.0908627j -0.0356524-0.0363885j -0.0102066+0.0633178j -0.0143131+0.0494421j -0.0696894-0.0121066j -0.0918409+0.080183j 0.00691231+0.0437088j -0.151709-0.0963102j -0.0533018+0.00797687j 0.0540695+0.0339779j -0.00760763+0.0952568j -0.00999268+0.000270328j 0.119516+0.093492j 0.0628353+0.0298944j -0.0328249+0.0767571j -0.0935877-0.0237687j 0.0641279+0.023792j -0.010868+0.0659194j -0.0108094-0.00500066j -0.0387635-0.0158493j 0.0491739-0.0483613j 0.0758163-0.0269046j -0.0482451+0.0661267j 0.0308729-0.0160639j 0.00988177+0.011236j 0.0497819-0.0463967j 0.0138401+0.0481287j 0.0688389+0.0735451j 0.000479279-0.0382635j 0.0532073-0.0036415j -4.24587e-06-0.0716831j 0.0277725+0.0477245j -0.0490426+0.0321312j -0.0252743+0.00695716j 0.00959447-0.0221833j 0.00386499+0.0615014j -0.0186335-0.00384161j -0.0242399+0.0247118j 0.00120771-0.0127125j 0.0523926+0.000877274j 0.0151354-0.0198391j -0.0542153+0.00580447j -0.035932-0.0088794j 0.00204735-0.0198057j 0.08108+0.00306834j -0.000997601+0.0109387j -0.0669561+0.0129979j 0.0144271+0.0552818j 0.00199359+0.022774j 0.0586136+0.00373262j 0.0163068-0.0601377j 0.0209758+0.00498279j 0.0421005-0.024094j -0.0357987+0.00884101j -0.00291017+0.0218041j 
-0.00263422+0.0106934j 0.00462368+0.0123754j -0.0294165-0.00185489j 0.0343981-0.0232864j -0.024447-0.00636813j -0.00956455+0.0449254j 0.0186402+0.0512792j 0.00146934-0.00466176j 0.0272013+0.0247302j 0.00760919-0.0534719j -0.0239465-0.0302603j -0.00686458-0.0787195j 0.0107074+0.0711005j -0.0670447+0.0118126j 0.0676658-0.0642588j -0.0171176+0.0254093j 0.0355487-0.0919808j 0.0224955-0.00489862j 0.0631852+0.162115j 0.0843893+0.0712254j -0.119261+0.13329j 0.0172408+0.0248955j 0.043792-0.0386199j 0.060564+0.12192j 0.0828307+0.185362j 0.0368182+0.0392317j 0.0238644-0.099252j 0.111399+0.033617j -0.153906+0.111952j -0.0250963-0.0381282j 0.0236177-0.018355j -0.112972+0.0877198j 0.00320828+0.0540607j -0.0820357-0.00436721j -0.0686754+0.0848811j 0.0779002-0.098917j 0.0428902-0.0908627j 0.0676909+2.64962e-14j -0.0304349+0.00635688j -0.0692872-0.0845994j 0.0266769+0.000845559j -0.0762787+0.0393289j -0.0778681-0.0867676j -0.0257534-0.0829327j -0.0102456+0.154823j 0.0118381+0.00558045j 0.0764553-0.0254133j -0.0573713+0.0182393j 0.028588+0.0210687j 0.0360155+0.031124j -0.0111452+0.041465j -0.000943429-0.0392462j 0.0601346-0.0268324j -0.01938+0.000969551j 0.0177829-0.00108042j -0.022432+0.00839308j -0.0161142+0.0197062j 0.00133697+0.0297108j -0.0644237+0.0344567j 0.0150124-0.0971475j -0.0333447+0.0325679j 0.0388551-0.0230291j 0.0326379+0.014989j 0.00120088-0.0352728j -0.0218856+0.00556947j 0.0596781+0.0225161j -0.0209251-0.0321073j 0.00171895+0.0202331j -0.0149817+0.0140379j 0.0578479+0.0492669j 0.0575692-0.0245911j -0.00565762-0.0267916j 0.00769194-0.0223917j 0.00296405+0.0174493j 0.0376906-0.0199708j -0.00716432-0.0380957j -0.0284401+0.00952828j -0.0570655+0.0343453j 0.0473207-0.0208918j -0.0343303-0.0283088j 0.0348661+0.0158292j 0.00183086-0.0474306j 0.0752033+0.000258562j 0.00560639+0.0135338j -0.0193878-0.0301712j 0.0446755-0.036341j -0.061075+0.00503514j -0.0211238-0.0442313j -0.0544658-0.0502955j -0.0305649+0.0636685j 0.0256643+0.0113315j -0.0078634+0.000250735j 
0.00039762+0.00336195j 0.0182292-0.00813432j 0.00780472+0.0048284j -0.0282797+0.000262998j 0.00202363-0.00686869j 0.0449398+0.0294601j 0.0270036+0.0101179j 0.0153065+0.0234398j -0.0513339-0.0209165j 0.00723252+0.00800403j 0.0452495-0.0101085j 0.0352493-0.0652432j -0.0522278-0.116022j 0.0315551-0.0336161j -0.116046-0.0639889j -0.065681+0.0754961j -0.0503651+0.0240118j 0.126673+0.124406j -0.0233514+0.19525j 0.0231892+0.199077j 0.0492419+0.19814j -0.119243+0.144404j -0.147002-0.0357953j 0.0263759-0.0342577j -0.0613594+0.00413816j 0.122665+0.0735453j -0.0119756-0.107558j 0.16759+0.0852364j 0.0603779-0.0284805j -0.0280174+0.0257034j 0.0320508-0.0225511j 0.0673432+0.0442411j -0.0531352-0.041527j -0.0570525+0.0182454j 0.0187934+0.0432565j 0.0276823-0.0503671j -0.0356524+0.0363885j -0.0304349-0.00635688j 0.00997785+1.38778e-16j 0.0624064+0.028269j -0.0278623-0.122894j 0.0132845-0.0497165j 0.080387-0.0364747j -0.00154417+0.0970582j 0.0587276+0.0237026j -0.0514931-0.0195169j 0.0230697+0.00825031j 0.0995343+0.0764874j -0.0253025-0.121029j -0.00394984+0.0464631j -0.0462434+0.138946j -0.0417777-0.053932j -0.0218414+0.0198238j -0.0150727+0.00153448j -0.0561768+0.0244569j -0.0464218-0.00489392j 0.0368617+0.000438858j -0.0294045-0.0411652j 0.0212198-0.0112616j -0.000998202-0.0381593j -0.023468+0.00290465j -0.013395+0.0203915j -0.0139612-0.00490933j 0.0258356-0.00294545j 0.00445854-0.0138308j -0.0285491+0.053579j 0.0115615-0.0381937j -0.0399669-0.0023789j 0.0359367-0.0392768j 0.0141747+0.0111367j -0.0310707+0.0228059j -0.00912901-0.0441669j 0.0563689+0.0190742j -0.00724707-0.0139075j -0.0527718-0.0635819j 0.0121424+0.00382631j -0.0768056-0.016602j 0.0646283-0.0674919j -0.0175467+0.00913846j 0.0316425-0.0138002j -0.0203076-0.0327108j -0.0274959+0.0562044j -0.0289509+0.021862j 0.0544203+0.0150743j 0.0520915-0.0456695j -0.0161437+0.0294791j 0.0250159-0.0018635j 0.0184548+0.00972484j 0.0235184+0.0230147j 0.0145597+0.0115452j 0.00792705-0.00469934j 0.0202312+0.0223375j 
-0.0129011-6.54186e-05j 0.00677748-0.0256024j -0.00629191+0.0170936j -0.00684577-0.0311838j -0.0124712+0.0391563j 0.0291266+0.0358343j 0.0749057-0.00746356j -0.000362613-0.0381388j 0.0207128+0.00330387j -0.017791+0.0255849j 0.0372426-0.110472j 0.0394588-0.00889596j 0.0286273+0.0355571j 0.0642713-0.121467j -0.0932179+0.0912987j -0.0593494-0.266054j -0.0670573+0.0664851j 0.0286256-0.0960617j -0.0504112-0.10189j 0.107169-0.240367j -0.199317-0.0984463j 0.171908-0.038757j 0.0744217+0.0490522j 0.0104614+0.0445311j 0.0363463-0.0616443j -0.10373-0.013247j -0.0637618-0.0997251j 0.0286152+0.0380206j 0.111119+0.0647101j 0.163134+0.0552535j -0.0274316-0.0265456j -0.0377694+0.0655013j 0.0548525-0.0693241j -0.00196957-0.0349608j 0.0325781+0.126176j -0.00866385-0.0975735j -0.0102066-0.0633178j -0.0692872+0.0845994j 0.0624064-0.028269j -0.0379478+8.88178e-16j 0.0564636-0.159689j -0.0290419+0.128192j 0.00759097-0.00311814j -0.044617-0.0857368j -0.010716-0.10406j -0.0883779-0.0119586j 0.00501614+0.188273j 0.0566037-0.0456807j 0.00106324+0.0385174j -0.0143439+0.0659972j -0.0225609-0.00563234j 0.0446576-0.0343387j 0.0701588-0.0268542j -0.0211572-0.0138469j 0.00296257-0.0351519j -0.00582037-0.050791j -0.00909453-0.0206142j 0.00208354+0.0364329j -0.0216201-0.00635902j 0.0725333-0.0484981j -0.0282196+0.0214348j -0.00757837-0.0271676j 0.0219736-0.000622708j 0.0413236-0.0251221j 0.0178528+0.0255559j -0.0072645+0.057447j 0.0374353-0.0573456j -0.0249389-0.0302935j 0.0721315-0.0136146j 0.0312168+0.0311366j -0.0311254+0.00425124j 0.0271818-0.0454601j 0.0205618+0.0464034j 0.00978377-0.0246056j 0.00574178-0.0436663j 0.0487418-0.057608j -0.0779812+0.0441641j -0.0208499-0.00434178j 0.0275176-0.00820337j -0.00662902-0.0123864j -0.00814319-0.0222758j 0.00669266+0.0618265j -0.00655051+0.0225202j 0.0392023+0.0201237j 0.0175824-0.0328772j -0.0189244+0.000261261j -0.0313146-0.00351338j 0.0573004-0.00925016j 0.0319348-0.0988728j -0.0365898+0.00619401j 0.00994279-0.0147515j -0.00228174+0.0210204j 
-0.00152295+0.0127804j 0.0176399-0.000697831j 0.0104118-0.00269564j -0.0114934+0.0310607j -0.0155262-0.00616727j 0.0136677+0.0340773j 0.00244639-0.00433035j -0.0400565-0.0172159j 0.0258061-0.0466132j -0.0187165+0.0598385j -0.0823734-0.0761141j -0.077197-0.0209871j -0.0362885-0.0246091j -0.00045191+0.138941j 0.0347891+0.0434131j 0.0972766+0.0735487j -0.0394564-0.000112609j -0.0737712+0.0070853j 0.101025-0.134093j -0.108625+0.026055j 0.130625+0.031399j 0.0179396+0.055661j -0.107578-0.151913j 0.0704927+0.0565355j 0.0351196+0.0426759j -0.0574443-0.0641345j -0.0468361-0.0897762j 0.0499175-0.0119014j 0.0183954+0.112988j -0.0270486-0.0511712j 0.0412818+0.0574062j 0.00644541-0.0803451j 0.00496625-0.0429969j 0.0519742-0.0209431j -0.0122815+0.0913805j -0.0516458-0.128219j -0.0143131-0.0494421j 0.0266769-0.000845559j -0.0278623+0.122894j 0.0564636+0.159689j -0.0526588+9.24261e-15j 0.0613731+0.0768736j -0.0594011+0.128958j -0.0013335+0.0460509j -0.0767308+0.0179949j 0.0225746+0.0598788j -0.0471419-0.0553006j 0.00291476-0.0439382j 0.000520909+0.00201124j 0.0370368-0.00788822j 0.0581312-0.00330241j -0.0454798+0.0814189j -0.102901+0.0227199j 0.0294521-0.0180008j -0.014796-0.0325186j 0.0708796-0.0276904j -0.0430699+0.0371561j -0.0146241+0.0238604j 0.0171724+0.0228446j -0.0362227+0.0447191j 0.022034-0.0398962j 0.0460909-0.0400585j 0.03589-0.0542324j 0.00845089-0.0295539j 0.0541208+0.0343726j -0.0110308-0.0566963j 0.00886618+0.00627459j -0.0584001+0.0539457j 0.0133916+0.0488059j -0.0256619+0.00428899j -0.0636329-0.0207241j -0.00686438+0.0567838j -0.0414151+0.0753067j -0.0160494-0.00508826j -0.0597386+0.0501266j 0.019394+0.00300351j 0.0324632+0.038494j 0.032245+0.0345079j -0.0665971+0.00503494j 0.0614213+0.0108449j 0.0274151-0.0399823j -0.0180077+0.0628545j 0.0236773-0.0879487j 0.0400252-0.00728832j 0.0800483-0.0113643j 0.0534248-0.0514398j -0.00290608-0.0168932j -0.0172484-0.0419342j 0.0167455+0.0188879j -0.0267254-0.0409985j 0.0138225-0.0432443j -0.000707277-0.00326407j 
0.0101129-0.0257858j 0.00542585+0.0124258j -0.0124899-0.0211702j -0.000127149-0.0146017j 0.0167231-0.00272391j -0.0584299-0.0105472j 0.0453547-0.0157693j -0.0473166-0.061233j 0.0165347+0.0819331j 0.0569593-0.00662108j -0.00644217-0.0570273j -0.0225288+0.0107321j 0.0180355-0.0314257j 0.111477+0.064827j 0.0511172-0.0941095j -0.0136092-0.128997j -0.0389507-0.0129819j 0.0169837+0.130711j 0.0355945-0.0776093j 0.00078405+0.0424015j -0.0137785+0.0743038j 0.0711913+0.136888j 0.062175+0.062575j 0.144171+0.0972337j -0.119087-0.0980011j -0.00970663+0.145031j 0.0872949+0.0398335j -0.144655-0.024201j 0.0279978-0.0655287j 0.000524234-0.0157945j 0.0319225+0.064648j -0.0650901+0.0887224j -0.0749302-0.0297182j 0.0419225-0.0197757j 0.026917+0.0645001j -0.096757-0.00883095j -0.0696894+0.0121066j -0.0762787-0.0393289j 0.0132845+0.0497165j -0.0290419-0.128192j 0.0613731-0.0768736j 0.0584865-2.38004e-15j 0.0662854+0.106981j 0.0886421+0.0102913j 0.00309596-0.0132425j 0.00765173+0.00765181j -0.0428197-0.0657585j 0.0351534-0.0316053j -0.0147654-0.00650217j 0.0250864+0.0119698j 0.045081+0.0359883j 0.0244815+0.0696807j 0.0235597-0.0100536j 0.0261368+0.0691068j 0.0294576+0.0221603j -0.0494021-0.0409643j -0.0258409-0.0185348j 0.0584382+0.0047631j -0.0170033-0.011691j 0.0227597+0.0275714j -0.00637524+0.0715522j -0.0604967-0.0472023j 0.0247073+0.00611434j 0.00750809+0.0408932j 0.00831297+0.00058543j -0.0260443+0.0285833j -0.00486892-0.0292045j 0.0309196+0.043897j 0.00835401+0.0610482j -0.00835411-0.010866j -0.0475992+0.0133356j -0.0517876+0.0305343j -0.0104796+0.0843976j -0.000209878+0.061897j 0.00272185+0.016152j 0.0950318-0.0566762j 0.0752727+0.134384j -0.0541259+0.0749795j -0.0758005+0.0293132j -0.0198513-0.0386381j 0.0473187+0.0681266j -0.0266438+0.0104822j -0.0109533-0.00266116j 0.0263786+0.0627738j 0.0488575-0.0404529j -0.00866745-0.00947177j -0.0309055+0.0552901j 0.0480608+0.00215492j -0.0287903+0.0222418j 0.0265772+0.0200424j -0.00886237-0.0362966j -0.00838472+0.00748109j 
-0.0391266+0.00792332j -0.0197614-0.053804j -0.000152217+0.0493151j -0.0111104-0.0595778j -0.00951122-0.00603834j -0.0415781+0.0239301j 0.0318273-0.00323453j -0.0605692-0.0727465j 0.0337981-0.0449351j -0.0875158+0.100155j -0.0460059-0.0294641j 0.0290204+0.0415512j 0.0601946-0.0539073j 0.0384844-0.0107189j 0.0169103-0.0977407j 0.06876+0.0495007j -0.0808823-0.0347094j -0.0172604+0.0542729j 0.0263261-0.236696j -0.0888059+0.0509454j 0.0217894+0.161838j 0.0465122+0.0753798j -0.0963043-0.104769j 0.0676438+0.0842263j -0.0294556-0.000880274j 0.0579011+0.0124362j 0.0167925+0.018283j -0.0369544-0.0288213j -0.0521993-0.020191j 0.112446-0.0327226j -0.0446898-0.0309499j -0.025437+0.0432136j 0.092743-0.0642552j -0.0989077+0.0531472j -0.0272954+0.0321348j 0.0683232-0.075545j -0.0918409-0.080183j -0.0778681+0.0867676j 0.080387+0.0364747j 0.00759097+0.00311814j -0.0594011-0.128958j 0.0662854-0.106981j 0.01627-1.60982e-15j -0.0359379-0.0272008j 0.00140182+0.0393465j 0.0247512-0.0357766j -0.0514761-0.0232919j -0.0471978-0.0288772j 0.0396935+0.0217138j 0.01191+0.0628781j 0.0202653+0.0557794j 0.033615-0.0333896j 0.0108888-0.0231947j -0.0490867+0.030469j -0.00469952-0.0800337j -0.00733097-0.0538996j 0.0391898-0.0145026j -0.0457214+0.0800629j -0.000271865+0.0112442j 0.0220687-0.00343906j -0.00105222-0.0348733j 0.047289-0.0211316j -0.00839021+0.0352976j -0.0219621-0.0696628j -0.00655373+0.0605537j 0.026722-0.0263717j 0.0236936-0.00334511j 0.0122473-0.0405927j 0.0828536+0.0314543j 0.0121402-0.0461504j 0.00248628+0.0149832j 0.0674063-0.0143616j 0.0137898-0.0192229j -0.00287707-0.00225118j 0.0529128-0.0295984j -0.0388837+0.0488972j -0.0454423-0.0256973j -0.0345674+0.0485164j 0.109363-0.0369419j -0.0331005+0.0428087j 0.00762905-0.0217111j 0.0639036+0.0100133j -0.0101221+0.0706107j 0.0102518-0.043739j -0.125004+0.0150201j -0.0595189+0.0330432j 0.0392695-0.0136649j 0.0388692+0.0522852j 0.0486046-0.135817j -0.0670751-0.0248032j -0.00164453+0.0313301j -0.00237622-0.0129515j 
-0.0130123-0.00563899j 0.0133142+0.0147589j -0.00355377+0.0265662j -0.0205809+0.0347744j 0.00394751+0.0220762j 0.00821959+0.0328691j -0.0169338-0.0291876j 0.0300235-0.0232188j -0.0706318+0.0475324j -0.0393248+0.00393955j 0.0209783-0.121337j -0.0657169+0.0290116j 0.0293642-0.115675j 0.0485497+0.00646555j -0.154135-0.0697858j -0.0989407-0.0495015j 0.0322286+0.0717376j 0.0712681+0.0122598j -0.10765-0.0524879j -0.0383965+0.0792829j 0.0636467+0.0276601j -0.0318151-0.0119079j -0.136948-0.0450134j -0.00561922-0.0399582j -0.039765-0.0730265j 0.0155497-0.00126581j -0.04839-0.0447992j -0.023289-0.0171299j 0.01038+0.0635428j -0.0496062-0.0448236j -0.0116942-0.0352257j 0.014236-0.0158562j 0.0454151+0.0345468j -0.0504138+0.0360759j 0.0966675+0.00217388j 0.0938189-0.0794535j 0.00691231-0.0437088j -0.0257534+0.0829327j -0.00154417-0.0970582j -0.044617+0.0857368j -0.0013335-0.0460509j 0.0886421-0.0102913j -0.0359379+0.0272008j -0.0478474-1.05471e-15j 0.0634325-0.0431181j 0.0730355-0.0925623j -0.0542935-0.0703098j 0.00591501-0.0389198j 0.015259+0.00390952j 0.0623077-0.00317299j -0.0127005+0.00208063j -0.0248426+0.027838j -0.0210263+0.00781811j -0.0456403-0.00397516j -0.0412322-0.0175489j -0.02591+0.0178507j -0.0055635+0.0397621j 0.00149863-0.063686j -0.0355317+0.0108834j 0.0263493-0.068576j -0.0193914+0.00168306j -0.0600368-0.0422343j -0.00911834-0.0618196j -0.0806413-0.0727117j 0.040419-0.00438645j 0.0476716-0.0301159j -0.0720904-0.00668784j 0.0352065-0.0208313j -0.0191134+0.0300209j -0.0312055+0.0646083j 0.000709512-0.0890057j 0.00298374+0.0487321j -0.0438299+0.0170675j 0.132785+0.0507136j 0.0422162+0.0842645j -0.0364003+0.024615j -0.0325288-0.0113347j 0.0299196+0.00752184j -0.0062528-0.0420991j -0.0156642-0.0179653j 0.120279-0.147919j 0.0987724-0.0435109j 0.0647448-0.0311153j -0.0430131+0.0479931j 0.0486326-0.0194314j 0.0549285-0.0407626j 0.0378901+0.0193715j -0.0238132-0.153427j -0.0924007-0.0247579j -0.0363274+0.088554j 0.00708361+0.00472306j -0.0508258+0.0303815j 
