0.0693611-0.159221j 0.188689-0.16883j 0.437684+0.0794393j -0.0478034-0.344632j -0.119174+0.0983837j -0.717476-0.189368j 0.130477+0.189548j -0.0744165+0.607245j -0.490061-0.496174j -0.0337661-0.28551j -0.320343-0.519868j 0.754874-0.37206j 0.706569-0.277262j 0.146295-0.515346j -0.19992-0.210688j -0.761288-1.16777j -0.719358-0.111397j 0.854117+0.189177j -0.424299+0.482615j 0.381533-0.211802j -0.111132+1.18298j -0.0497298-0.260691j 0.404323+1.10229j -0.0388346-0.492187j 0.466491-1.60061j -1.34536-1.02659j 1.52882+0.339386j -2.12505+1.34037j -0.406689+0.142325j -1.5068-1.5214j 0.0699933-0.33464j -0.12719-0.587098j -0.220227+0.219222j 0.0923137+0.67211j -0.164174-0.590617j 0.0877764+0.864744j -0.0573374+0.0571985j 0.940525-0.0272841j -0.536129+0.88951j -0.0508043-0.165325j 1.12692-0.0440455j 0.694258+1.28724j 0.486484+1.21987j 0.399752+0.136096j 0.840181-1.46066j 0.417119-0.725309j 0.566483-0.453433j 0.893762-1.19297j -0.0606408+0.734774j -1.24015-1.55819j -0.209568-0.346237j 1.67341-0.860828j -0.641864-0.476149j 0.925622-0.66559j 0.331065-1.45374j 0.692459-0.745937j -0.236942+1.00189j 0.514397-0.0715348j 0.0184827-1.04541j -0.221599+0.564955j 1.85083+0.348583j -0.610079+0.948778j 0.977253+2.17183j -0.804076-0.514549j 0.924262+0.450198j 0.780988-0.628639j -1.37478+1.04274j -0.0698961-2.80152j 2.71173-0.674295j 
-0.317184+0.117964j -0.332342-0.215344j 0.0109271-0.105739j 0.287107-0.579418j -0.110039+0.132538j 0.426619-0.162788j -0.347388-0.0909373j -0.240183-0.0801408j 0.285522+0.036923j 0.0725215-0.0497636j 0.425708+0.0976224j -0.36245+0.353932j -0.169312-0.437338j -0.480932-0.860783j 0.129111-0.199648j -0.15086-0.63941j -1.35374+0.300925j -0.842185-0.23728j 1.99981+0.674045j 0.117472+0.295897j -0.661669+1.07324j 0.944221-1.09372j -0.332284+0.555875j 0.143521+0.473147j 0.265462+1.1806j 0.249039-0.398826j -0.116564-1.41443j 0.544281+0.496911j -0.19601-0.457131j -0.455947-1.35117j -0.0778999+0.66828j -0.0288756-0.227529j -0.716338-0.304218j 0.461278-0.590409j 0.178488+0.14251j -0.108772-0.271322j 0.0319137+0.066384j 0.218369-0.348975j 0.0607129-0.133478j -0.234138-0.847842j -0.396132+0.00874665j 0.497644+0.705236j 0.564421-0.202754j 0.256302+0.299888j 1.22715+0.206034j 0.319005+0.378764j 0.161058-0.0591002j 0.421288+0.958151j -0.0790459+0.554153j -0.971954+1.1899j 0.560719-0.915326j -0.378192-0.03402j 0.631642-0.871827j -1.06154-0.274848j -0.228703-1.13296j 0.893956+0.315541j -0.9133+1.2083j -0.0435046+0.293926j 1.04485+0.408199j -0.204219+0.985426j -1.05457+1.28945j -0.325823-0.715077j 0.334747+0.0805863j -0.0677532-0.552151j -1.9213+0.449997j 0.373143+0.462332j 0.556497+2.34468j -0.207386+0.722209j 0.855491-0.139j 
-0.324811-0.22648j -0.110326-0.151152j -0.242878+0.456078j 0.303094-0.489243j 0.331521-0.469474j 0.0920427+0.109792j -0.0103243+0.239998j 0.778628+0.707832j -0.19183+0.174306j 0.125619-0.810129j 0.930179+0.237852j 0.817184-0.549385j -0.258721-1.17272j -1.16058-0.801833j -0.111228-0.779608j 1.11225-0.134926j 1.39576+0.108685j -0.425168-0.354222j -0.324992+0.258342j -1.28825+0.974936j 1.88027-2.37822j -0.495184-0.265966j 0.0726898+1.83177j -0.904971+0.427166j 0.536051+0.0404796j 1.29557+0.182799j 1.31383-1.38634j 0.789294-0.00932993j 0.0580353-0.184028j -0.404566-0.0173937j -0.225013+0.462626j 0.053843+0.112621j -0.798012-0.214886j 0.0451773+0.193701j 0.879496-0.30923j -0.31431+0.0223783j 0.420878-0.0330921j -0.371934+0.20515j 0.797431-0.152317j -1.522+0.165531j 0.310636-0.101645j 2.66055-0.897401j 0.872876-0.164771j 1.10102-0.559267j 0.936559-0.321275j 0.757529-0.0236601j 1.00833-0.254794j 0.677342+0.386846j -2.44448+0.495215j 0.999589+0.236451j -0.928849+0.316195j -0.477718+1.10327j 0.336208+0.0281436j 0.77865+0.114942j 0.15707+0.565149j -0.223387+0.143338j 2.49146-0.0400059j -0.435338-0.378088j -0.15604-0.209023j -0.507439+0.919362j 1.5111-0.490608j -1.21823-1.43025j 0.443863+0.157393j -0.328763-0.566998j -0.553033-0.428574j 0.380322-0.646829j -0.286194+0.700048j -0.0752086+0.601292j 0.322786-0.162931j 
0.18457+0.334415j 0.100778-0.105632j 0.283659-0.633331j -0.145522+0.682447j 0.0874034+0.161772j 0.596236-0.464421j -0.349186-0.245761j -0.847101-0.506495j -0.704343-0.344818j -0.00787976+0.436446j -0.0803213-0.603105j -0.151561+0.6506j 1.38266-0.227032j 0.32206+0.647462j 1.17336+0.687917j -1.08659+0.332546j -1.00614+0.413635j 0.796337+0.550404j 0.444111+0.222679j 0.40457-0.687121j 0.246718-1.25677j 0.238029-2.39474j -0.54201-0.282159j 0.568537+2.14499j 0.283118+0.802383j -2.29691-1.30535j -1.36209+1.20433j -0.379853+0.0919867j -0.0732159+0.19766j 0.164904-0.366962j 0.161964+0.272901j -0.0358023+0.176378j 0.14522+0.272202j -0.479125+0.369451j -0.494296-0.750934j -0.0721154+0.14243j -0.17403-0.186644j 0.669761+0.742462j 0.121846-0.226135j 0.730488+0.795105j 0.586838-0.698152j -0.184593-1.71881j -0.61708-0.0517289j -0.566268-1.06642j -0.998614-0.586185j 0.299832-0.113902j -0.786569-0.551586j -0.963327-0.354548j 0.219511+1.32646j -0.561451-0.400183j 0.189137+0.634436j 0.168878+2.01466j 0.656279-0.0267102j -0.224109+0.110812j 1.98104+1.19548j -0.08188+0.156515j 0.993714-1.18312j -0.178157-0.536414j -1.71136-0.697216j -0.508005+0.524452j 0.712872-1.17664j -2.20642-2.73587j 0.448882-0.163318j -0.087188+0.561358j 0.00505081-0.348723j -0.186013-1.04407j -0.218796+0.0703331j -0.0192894+0.0364723j -0.106301-0.14253j 
-0.384542+0.287007j -0.229394-0.113174j -0.0937871+0.207042j 0.263319-0.10387j -0.109179-0.0455273j 0.0269604-0.563247j 0.254857-0.393151j 0.90134-0.371485j -0.440378-0.0330861j 0.190921-0.0707202j 1.13897-0.782198j 0.2783-0.941084j -0.0848696-1.01761j 0.176179-1.00167j -0.091366+0.0423533j -1.40548+0.322539j 0.280654-1.07492j -0.30221-0.637459j 0.390727+0.149039j -0.190067-0.308822j 0.46003+1.39277j -0.0655726+0.969359j 0.673278-0.149509j -0.425243-1.35756j -0.567865-0.254259j -0.608994+0.72433j -0.339194-0.728198j -0.929067-0.217268j -0.545738+0.430308j -0.123381+0.0132435j 0.58407-0.541382j -0.245729-0.0635721j 0.435489-0.760763j 0.325404+0.838086j -0.230488+0.543957j -0.194328-0.226644j -0.328283+0.778094j -0.467086-1.26334j 0.560653+1.42185j 0.881529-2.62049j 0.782967-0.757704j -1.58813+2.64193j -1.28508+1.9159j -1.40627+1.45347j -1.32399+1.75801j -0.118687-0.138352j -2.09883+1.46746j -2.13574+2.30871j 2.7363-4.10839j -1.41096+2.44492j 0.612167-1.61842j -0.610506-1.81065j 0.934887-1.38632j -1.40228+1.8071j -0.39074-3.15392j 0.552224-0.639221j -2.34766+3.30219j 1.18878+0.0606252j -1.63018+3.27238j 0.231554+2.59011j -2.10159+1.39637j -0.277948+0.0335197j -1.30603-0.907555j -0.050385+0.910906j -0.492464-0.00963877j -1.2799-0.392708j 0.329448-0.381627j -0.746518-1.07018j -0.332755+0.490762j 
0.281437-0.0763526j 0.198725+0.312264j -0.0390296+0.287281j -0.269581-0.139834j 0.581428-0.200533j -0.42208+0.326297j -0.286115+0.222552j 0.00483486+0.691651j -0.454018-0.217171j 0.190756+0.232137j -0.78427-0.747211j 0.929066-0.212645j 0.675891+0.0574625j 0.107625-0.331566j -0.374971-0.115199j 0.15387-0.441205j -0.854715-0.440193j 0.179652+0.391718j 0.0153965-1.31689j -0.0746317+1.60951j -0.189565+0.14731j -0.414722-0.039872j 0.244265+0.0530282j 0.972027-0.407546j 0.191155+2.11902j 0.584749-0.894262j 1.38497+0.638423j -0.351371+1.97743j -0.0756504+0.538179j -0.655519+0.591258j 0.638139-0.512821j 0.370963+0.108668j -0.194219-0.259308j -0.48491-0.0139262j -0.424503-0.727819j 0.360827-0.0536185j -0.211923+0.116174j -0.0764424+0.725239j -0.0061939+0.272295j 0.43811-0.344191j 0.306893+0.174999j -0.138083+0.0878666j 0.400437+0.89577j 0.473184+0.116962j 0.0128843-0.151355j 0.0467802-0.228348j 0.224149-0.443028j 0.484999+0.182739j 0.527611+1.45613j 1.55671-0.612621j 0.217506+1.09878j -0.0842054-0.114891j 0.165659-0.660395j -0.410926+1.16572j 0.65327+0.782336j -1.20957+1.65336j -0.21513+0.419309j -0.2212+0.245708j 0.572701-0.956874j 0.407384-0.607565j -0.748944+0.45284j -0.335114+0.12599j 0.667803-1.96721j -0.213725+0.919749j -0.877446+0.0986073j 0.0225514+1.18868j -2.4552+0.383063j -0.0991376-1.50577j 0.571594-0.203745j 
-0.0597912-0.144049j -0.174629-0.200572j -0.280707-0.0275364j 0.320834-0.0576405j -0.177394-0.481094j -0.11372-0.543917j -0.0286018+0.292195j 0.097841+0.319779j -0.0244409+0.678433j -0.193959-0.129499j -0.0227697-0.101344j 0.382601-0.726391j -0.795688-1.05338j 0.204503+0.230245j -0.103429-1.37965j 0.315918-0.821858j 0.847623-0.730043j 0.331139-0.754646j 0.180396+0.665129j 2.80275e-05+0.545119j -4.36914-1.51355j -2.5394+0.969356j 1.1331+0.642641j 2.83442+0.108715j 0.512532-0.937526j -1.07329+0.97866j 0.612696+0.00339752j 0.0380798-0.561478j 0.0113666-0.0422224j -0.158432+0.025832j -0.198406+0.262353j -0.0902112+0.0547609j -0.508571+0.0552312j -0.0855093+0.0509118j 0.555629-0.260781j -0.313299+0.0992264j 0.289105-0.115625j -0.525703+0.428815j 0.602794-0.217551j -0.855443+0.618723j 0.24065-0.07281j 1.59445-0.825411j 0.428411-0.144412j 0.766549-0.401152j 0.479585-0.37462j 0.134924-0.0759486j 0.576784-0.322197j 0.659939-0.272174j -1.58514+0.583779j 0.586779-0.430245j -0.599396+0.41494j -0.623533+0.464602j -0.185335+0.127057j 0.263166-0.0727347j -0.16655+0.987353j -0.212114-0.0288829j 1.2873-0.363437j 0.0751516-0.447597j 0.393651-0.391123j 0.121495-0.064968j 0.682612+0.00639714j 0.3101-1.30626j -0.242416+0.0877444j -0.456008-0.133224j 0.163653-0.0304742j 0.0713599-0.166543j 0.02713-0.0651903j -0.0660499+0.267768j 0.0177827-0.0516274j 
-0.345023-0.251695j 0.146022-0.470883j 0.0609957-0.203241j -0.00463532+0.494107j 0.482541-0.212686j 0.912275-0.188142j 0.137925+0.0994209j 0.0616587+0.613593j -0.221066-1.20416j -0.294738-0.436919j 1.07988+1.29169j 0.350575-0.200413j 1.85483+0.288283j 0.127831+0.150848j -0.320989-0.81922j -0.335049-2.43308j 0.825702-0.516669j 0.708777+0.0870751j 0.119392+0.656303j 0.15308-0.497993j -0.583058+1.62792j 0.645638+0.229188j -0.149508-0.338198j 0.84927-0.247029j 0.312096-0.0762782j -0.491159-1.94592j -0.262407-0.484332j 0.594784-1.1371j 0.208426-0.0415775j -0.1567-0.307088j -0.622595+0.734193j 0.0165293+0.213786j -1.01719+0.328501j -0.155135-0.125293j 0.872995-1.13419j -0.262714+0.472864j 0.57358-0.600273j -0.979801+1.64466j 1.03556-0.98379j -1.85541+2.95352j -0.221001-0.170753j 3.09547-3.54603j 0.77425-1.33104j 1.78277-1.50028j 1.15001-1.49254j -0.260555-0.632725j 1.32894-1.84894j 2.03203-1.72584j -2.46861+3.63353j 1.20485-2.74346j -1.27262+1.99555j -1.47552+0.0742767j -1.22742+0.380777j -0.121512-1.39659j -1.596+1.94574j -0.567837+0.714687j 1.90852-3.70453j 0.0485884-0.774941j 1.89977-1.58457j 1.37298-0.583634j 1.06945-1.08965j 0.981372-0.708061j -0.682221+0.158248j -1.71264+0.542932j 0.607465-0.379436j 0.112211-0.983788j 0.174995-0.208182j -0.0564489+0.97416j 0.119613-0.418519j 
-0.109245+0.320371j 0.0746809+0.00585761j 0.571507+0.157466j -0.297056-0.106859j -0.284288+0.0342016j 0.306261+0.180324j 0.167857-0.211173j 0.498778-1.05415j 0.019437-0.0308937j -0.439028-0.0290281j 0.0721346-0.704787j -0.664189-0.398193j -0.198158+0.729848j -0.561405+0.889557j -0.42209+0.699863j 0.303139-0.737434j -0.272184-1.24836j -0.21965+0.747705j -0.0665925+0.333992j 0.863114+0.810635j -0.263316-1.08625j 1.15797+0.179385j 1.07864-0.683873j -1.14151+0.974021j -0.420232+0.158914j 0.869265-1.64015j -1.53569-1.05641j 0.0366006-0.21825j -0.260576-0.025755j 0.456701+0.073826j 0.235442-0.22256j 0.171532-0.612685j 0.00165387+0.856785j 0.197686-0.168906j -0.882813-0.47208j 0.0547555-0.241293j -0.266109-0.440283j 0.386506+0.0514796j -0.44386-0.570344j 1.12459+1.79277j 0.741231-0.330809j -2.38695-2.06503j -1.10053-1.3766j -1.56548-0.868907j -1.63788-1.24243j -0.40295-0.696621j -1.2911-1.04152j 0.356289-0.693743j 0.798618+2.22603j -0.675915-1.51674j 1.97132+1.17676j -0.0897588+0.98076j 0.50104-0.789812j -0.572178-1.74398j 1.38787+2.46337j 0.76497-0.248056j -1.3752-2.32166j 0.709795+0.700626j -1.34637-0.909394j 1.4581-0.861672j -2.77119-0.955019j 0.621856-2.1605j 1.08927-0.719913j 0.855204+1.25748j -0.647328+1.78514j -1.09643+0.659171j 1.31389+0.543844j 0.639465-0.3395j -0.691071+0.119356j 
-0.659924-0.533173j -0.185095-0.067545j -0.336721+0.268849j -0.357676-0.398531j -0.720594-0.327367j 0.173172+0.267406j 0.684918+0.0427645j 0.410673+0.603694j 0.613644-0.471191j 0.148257+0.600243j 1.00043+0.883827j 1.08484+0.409202j -0.0372143-0.191171j 1.20829-0.802278j 0.11995+1.44396j -0.764896-1.32695j 0.235593-0.16762j -0.381808-0.647761j -0.31445+0.470662j 1.03211-0.318334j -0.458114-0.716274j -0.254831-0.251033j 0.432283+1.77774j 1.14328+0.0263052j -0.464354-0.404508j 0.795606-0.768393j 1.33328-0.778168j -0.475981-1.19955j -0.43214-0.501309j -0.0806789+0.13173j 0.50829-0.844484j -0.0269064-0.404182j 0.67961-0.574686j 0.643321+0.330022j -0.0223921+2.16695j -0.0992299-0.677289j -0.155982+1.0124j -0.0095163-3.00058j -0.641899+1.52474j 0.552599-4.3181j 0.177698+0.576828j -2.23512+5.24776j 0.134965+1.69096j -1.36501+2.66365j -0.483857+2.37256j 0.208455+0.54293j -0.609791+3.02506j -1.12009+2.47145j 1.50748-5.68004j -0.366074+4.34059j 1.229-2.98075j 1.67676-0.545355j 1.1548-0.587714j 0.984507+2.11564j 1.06467-2.68231j 0.703098-1.81621j -1.73449+5.75843j -0.018007+0.961984j -1.52516+2.50605j -1.17437+0.75002j -1.23653+2.17747j -0.989931+1.54437j 0.775905+0.0677957j 2.40065-0.968897j -0.993471+0.986826j -0.483009+1.38871j 0.594441+0.322028j 0.0671169-1.10702j -0.333012+0.354037j 
-0.046218+0.151702j 0.200043-0.470156j -0.00472171+0.0463167j 0.929376+0.162999j -0.44752+0.198466j 0.408266-0.563484j -0.383313+0.560641j -0.121071-0.551447j -0.254095+0.20228j 0.886915-0.0928121j 0.961006+0.386321j 0.800637+0.576409j 0.0503386+0.413777j 0.677875+1.22384j -0.493465+0.0968732j 1.10112-0.184238j -0.730645+0.0535866j 0.507708+0.55708j -1.62136-0.519058j 0.374524+0.658768j 0.173958+0.855346j -0.281175-0.142546j 0.662329-0.0695742j -0.494903+0.042512j 0.721624+0.804187j 0.853312+0.304653j -0.692239+1.28176j -0.112657-0.832547j -0.45309+0.169668j 0.19264-0.386161j 0.486208+0.840788j -0.113307+0.0265265j -0.299136-0.11294j 0.176997-0.121797j 0.17568-0.997544j -0.407763+1.63664j 0.675568-0.390607j 0.165849+1.33776j 0.270408-0.721277j -0.629156+1.42229j 1.7059+0.673334j 0.194769+0.283414j -0.294703+1.11545j -0.581783-0.589623j 1.93757-1.3115j -0.54146-0.560964j 0.842545-0.138145j 0.446508-0.862743j -1.85464+1.4879j 0.187713-1.10251j 0.620504+0.196636j -0.17224+0.638676j -0.428264-0.124513j 1.2207-1.08936j -0.592827-0.327573j 1.07426-0.850774j 0.687474-0.501623j -0.431712-1.09568j -0.148707-0.251315j 0.92407-0.208367j 1.23532-1.47664j 0.818591-0.672205j -1.60126-0.321494j 0.154538+0.188499j -0.400769+1.65252j 0.23588+0.216042j -1.55656-0.777383j 0.589475+0.172055j 0.238819+0.323165j 
0.0345884-0.0386347j 0.0665133-0.0606529j 0.0323348-0.126058j -0.0572873+0.218698j 0.215995-0.114482j 0.303222-0.13744j -0.106334-0.0856457j -0.418365+0.0375147j -0.365593-0.210882j -0.173958-0.102787j 0.139482-0.212282j 0.580805+0.224361j 0.421581-0.453787j -0.160776+0.027089j 1.25906-0.154826j 0.555083+0.242059j 0.287662+0.398132j 0.37231+0.0796494j -0.48475+0.299515j -0.0502121+0.0272333j 0.934702-3.28539j -0.958834-1.72786j -0.329616+0.850114j 0.14494+2.14843j 0.713429+0.361794j -0.800866-0.825556j 0.0717695+0.43714j 0.169544-0.0730376j 0.063544-0.0316126j -0.0949197-0.0786472j -0.256925-0.109879j -0.183461+0.0114456j 0.0445442-0.433489j -0.292813-0.22436j 0.36079+0.672855j 0.00835356-0.284962j 0.0200535+0.271146j -0.301072-0.201209j 0.156358+0.800234j 0.0289874-1.12826j 0.106647+0.527876j 0.778076+2.17218j -0.0451821+0.717532j 0.612614+1.03821j 0.598982+0.425127j -0.0361608+0.477594j 0.0612171+0.986372j 0.0747452+0.444568j -0.110603-2.49227j -0.302657+1.04808j -0.456713-0.836704j -2.28509-0.372014j -0.598957+0.185977j -0.408964+1.11482j -2.19097+0.980367j 0.496932-0.498837j -0.490733+3.17731j 0.512491-0.339074j 1.21188-0.616823j 0.100922-0.883707j 0.348226+2.17238j 3.16774-1.12464j -0.728302+0.821853j 0.153986-0.109347j 0.277409+0.0221451j 0.529408+0.441466j -0.0680687-0.426672j -0.291616+0.0541594j 0.167327+0.0429282j 
0.294981+0.141774j -0.068773-0.124011j -0.202146-0.144753j 0.236069-0.178772j 0.330488+0.21797j -0.147639+0.102263j -0.421886+0.659209j 0.652139+0.604204j 0.128117+1.07323j 1.77538+0.0343552j -0.0181068+0.154616j -0.635843+0.283924j 0.754076-0.387645j 0.527283+0.895948j -1.48631+1.47694j -0.815824-0.255686j 0.661658+1.26384j 0.31759+0.99144j 0.381992+0.109418j -1.37554+0.659273j -1.11129-0.194391j 0.884373-0.815454j 0.0467237+1.09501j 0.028561+0.425958j -0.458154-0.410116j 0.537918+0.239165j -0.070192+0.614214j 0.170011+0.183122j 0.256956+0.497333j -0.0586403-0.211798j -0.305852+0.185472j 0.240208+0.115963j -0.873081+0.315148j 0.19092-0.851976j -0.367869-0.981067j -0.251589+0.498831j 0.935541-0.278581j -1.3753+1.34348j 0.227954-2.16185j -3.72531+3.18956j 0.0726228+0.135183j 2.11811-2.56505j 1.09794-1.01807j 1.21419-3.23556j 1.01567-1.69362j -0.442002+1.72297j 1.13886-1.94844j 0.917736-2.03655j -3.41969+2.30076j 1.76465-2.30539j -0.71424+0.400388j -0.585086-0.128901j 0.501668+0.93965j 0.24295-0.525961j -1.11216+2.99388j -2.33036+1.21618j 2.77984-2.19901j 0.683646-1.3273j 1.72324-1.5497j 0.718245+0.745393j 1.67308-0.0431534j 1.03236-0.762586j 1.13698-0.630746j -0.566012+1.17021j 0.504718+0.35757j 0.326671+0.332184j -0.189154+0.298288j -0.265676+0.74808j 0.431391-0.171076j 
-0.0491442+0.458085j 0.317421+0.351051j 0.621346+0.331065j -0.505821+0.194129j 0.235306+1.59096j 0.258338+0.499199j 0.158497+0.0254734j 0.087172+0.289497j 0.725654-1.22408j 1.3898-0.755293j -0.267229-0.589009j 0.756726-0.74603j 0.874356+2.72527j 0.183485-0.694964j 2.24331+0.104919j 1.55887+0.678986j 0.931679+1.60092j -0.332216+1.26858j -0.20249+1.17422j 0.267445-0.68923j -1.17855-0.00298937j -0.863167+0.208311j 1.8824-0.374502j 0.329703+0.550582j -0.0850474+0.589587j 1.39693-1.69731j -0.0361584-0.390295j -0.488026+1.2306j 0.174241+0.268923j 0.294275-0.273632j 0.0133679-0.0598449j 0.103353+0.157996j 0.386906+0.0232767j -0.00308674-0.135215j -0.992608-0.217866j 0.354371+0.224529j -0.0476442+0.0179174j 0.629649+0.398636j -0.472818-0.422582j 0.303285+0.663333j -0.194639-0.476876j -1.13807-0.35414j -0.175502-0.100842j -0.643018-0.691308j -0.160227-0.209693j -0.0668637+0.119746j -0.413713-0.0181078j -0.283944-0.189643j 0.0824929+0.633957j -0.333931-0.532139j 0.127877+0.225644j 0.545986+0.671374j 0.0625228-0.286549j -0.0611506-0.080179j 0.221934+0.404876j -0.0696166+0.443749j -0.0199926-1.05004j -0.017092-0.485036j 0.0429017-0.107301j 0.625462+0.0481217j -0.0628833-0.150612j -0.729549+0.0691375j -0.0187467-0.0231691j 0.116075+0.651373j 0.154933-0.151264j -0.0761113+0.0728786j -0.157154-0.0459328j -0.153273+0.410322j 0.169575+0.0223907j 
-0.219711+0.79372j -0.110942+0.0715836j 0.287625+0.233595j 0.0121759+0.305567j -0.166782+0.69888j 0.133016-0.246079j 0.256641-0.291118j 1.04121-0.35072j -0.803172-0.0500008j 0.370582-0.162831j 0.937876-1.41488j 0.276601-1.06798j 0.29835-0.23608j -0.168636-0.564803j 0.567903+0.127459j -1.38685+0.926731j 0.158528-0.000834592j -0.303802+0.400805j 0.429371+0.197381j -0.533674-0.395642j 0.167515+0.328095j -0.64436-0.0765543j 1.40918-0.404548j -0.641133-1.01209j -0.0396906-0.058095j -1.35841-0.517446j -0.614765-0.830244j -1.30312+0.442058j -0.698084-0.112815j 0.215396+0.247719j 0.337186+0.390415j 0.0509898-0.252132j 0.671112+0.721416j -0.710396-0.112565j -0.365754-0.884736j 0.398147-0.0538118j -0.530658-0.645041j 0.768975+0.356977j -0.989847-0.0347953j 1.54902+1.88814j 0.777225+0.843687j -1.19089-2.24518j -1.17465-2.03038j -0.455092-1.95054j -0.931641-2.29009j -0.087813-0.116198j -0.307044-2.5342j -1.21476-2.65382j 2.32963+3.72452j -1.02249-2.10314j 1.02674+1.12838j 1.04261+0.14379j 0.776307+1.45172j -0.87892-2.03474j 1.70365+1.34989j 0.00286225+0.219792j -1.50309-2.44696j -0.142414+1.34356j -1.78581-2.79837j -2.20335-0.797005j -0.35357-1.81183j 1.11871-0.712923j 1.22693-0.419852j -1.14483-0.345663j 0.334226+0.0928366j 1.27988-0.795239j -0.0146325+0.185452j 0.964131-0.537635j -0.544928-0.274589j 
0.342047-0.0394298j -1.04463-0.257857j 0.00284404-0.13759j 0.300811-1.74522j 0.244189+0.437837j -1.68802-0.919673j 0.65924+0.551228j -1.55603+0.176444j 0.201056+0.673455j -0.749203-1.18329j 0.462773-1.23167j 0.272202-0.971681j 0.286348-0.743334j 1.53036-0.918704j -0.658363+0.698608j -1.00773-1.87451j -0.575619+0.306852j 0.81647-1.24641j -0.706003+1.91753j 0.947438-0.188718j 1.36644-0.319573j 0.160199+0.706726j -0.714097-1.09595j 0.245876+0.486648j 1.26555-1.11056j 0.743757-0.695554j 1.60776+1.78408j -1.02488-0.365414j -0.186118+0.0406044j -0.677169-0.0829469j 0.318437+0.0135971j -0.239805+0.12477j -0.224066-0.0990017j 0.0200873-0.0241285j 0.175563+0.0408779j 0.0609974+0.060338j 0.111833+0.237577j -0.220588-0.414588j 0.389274+0.211598j -0.343131-0.432965j 0.100121-0.0822874j 0.610847+0.735962j 0.390858+0.388732j 0.244175+0.504455j 0.378848+0.335544j 0.0814037-0.17794j 0.317728+0.308466j 0.24104+0.293642j -0.378094-1.014j 0.0580553+0.57396j -0.0400291-0.410793j -0.39842-0.358355j -0.0585252-0.194742j 0.298565+0.440186j -0.12861-0.610867j 0.239813-0.195949j 0.0996725+0.734243j 0.252309+0.00281027j -0.00898176+0.583929j -0.143113+0.265981j -0.176896+0.516476j 0.0929373+0.0984629j -0.138855+0.0921359j 0.092054-0.434394j -0.175112+0.0490337j -0.189923+0.0792233j 0.179446+0.202485j -0.217596+0.0444017j -0.155549-0.0218291j 
0.0301077-0.189869j -0.407967+0.0531268j 0.264016+0.285259j 0.569556-0.356437j -0.13831+0.00511073j 0.443396+0.352538j 1.20567+0.00599632j -0.00986345-0.403127j -0.0920147+0.741594j -0.286496+0.955814j -0.17824-0.201653j 0.467607+0.804194j 1.80322+0.28581j -1.13022-0.494013j -0.621094-0.175605j -1.04698-0.294858j 1.83178-0.550984j 0.823259-0.816309j 0.121028-0.0302592j -0.251671+1.05404j -0.568453-0.496486j -0.0517762-0.0567467j -0.848523-0.596829j -1.18769+0.444115j -0.135104-0.137003j -0.166506+0.0863059j 0.250855-0.097849j -0.336356-0.199271j 0.145756-0.200017j -0.0993806+0.098228j 0.705398-0.299807j -0.269-0.361928j 0.143191-0.119495j 0.610079-0.326959j 1.05461+1.57457j 0.392102-0.398439j 0.139962-0.0451827j 0.751802-0.22179j -0.46288+0.522207j 1.38027-2.34218j -0.176362+1.05589j -0.268506+1.58258j -0.575528+1.41776j 0.11032-0.241378j -2.00981+0.597939j -1.51415+0.210317j -0.964116+3.29345j -0.755074+1.02631j 0.622451-1.20555j -0.977525+1.10563j 0.736536-0.842015j 2.6871-1.62705j 0.349183-1.9138j -0.391662+2.53698j -0.315946-0.121507j 0.669159-0.668238j -1.52359+1.2536j -0.858193+0.319348j -1.87188+2.55843j 0.0216326+0.478116j -0.161231+1.24071j 0.254207+0.230246j -0.316925+0.592082j 1.55595+0.18168j -0.104882-0.628391j -0.239128+0.400502j 0.280693+0.015242j 0.232249-0.51137j -0.161691+0.0889286j 
-0.286576-0.387403j 0.124223+0.224123j -0.0166869-0.18755j -0.369494-0.418054j -0.600615-1.30716j -0.658056-0.691908j -0.315823-0.278518j 0.093584-0.265637j -0.729788-0.933974j 1.29297-0.517463j -0.874756-0.129539j -0.352914-0.110279j 0.28595+0.119651j -0.534776-0.018784j -0.0115024-0.296206j -0.351893-0.55063j 0.377641-0.810181j -0.0258889-0.0110063j 0.638489-0.71491j -0.754746-1.34991j 1.03611-0.525825j 0.468617+0.00668117j -0.407978+0.23828j 0.781175-0.838113j -0.563233+1.16722j 0.202508-0.0199574j 0.0934488+0.130004j 0.273455-0.220354j -0.236156-1.0205j -0.143925+0.406771j 0.541286-0.242543j 0.0299741+0.0651704j 0.846151+0.351356j -0.381098+1.64102j -1.72499+1.45328j -0.224141-0.856284j 0.150345+1.57217j 1.52677-3.32688j -0.927912+2.91477j 1.34252-3.06748j -0.361293-0.0617463j -1.44126+5.40649j -0.731153+2.83751j -2.2023+1.72673j -1.86254+2.8732j -0.898087-0.117282j -1.76415+3.29616j -1.74594+1.47318j 2.30213-3.95865j -2.50889+3.3733j 1.07671-2.43556j 2.03303-2.77799j 0.178818-1.7266j -2.29019+2.86492j 0.358352-2.67193j 1.35256-1.1745j -4.35393+4.05816j 0.380208-0.134273j -2.25488+2.82376j -2.08979+1.38219j -2.47582+3.00031j -1.40629+0.684503j -0.397334-0.0376847j 0.585531-2.14775j -1.47315+1.01921j 0.626627+1.29812j -0.0840636+0.0796286j 0.474444-0.531232j -0.688935-0.137587j 
