0.109308+0.0363802j 0.0358179-0.0910239j -0.0949402-0.0307678j 0.0565234+0.0655821j -0.0368835+0.0228375j -0.0721297+0.0241805j 0.00785436-0.0477738j -0.135076-0.102745j 0.0489088-0.079238j -0.0442623+0.056253j 0.061557-0.0406793j 0.0603295-0.0904957j -0.0917887+0.0565289j -0.0116077-0.0158999j 0.0124383+0.0103464j 0.00552552-0.0603591j -0.026922-0.0368859j 0.0385942+0.0010199j 0.060038-0.0167289j 0.0374723-0.0506892j -0.0235886-0.0325j -0.0462055-0.0218558j 0.0446809-0.0991061j -0.0228512-0.0148104j 0.0423777-0.0229618j 0.014121+0.0616654j -0.00982107+0.0233517j -0.00733452+0.0527859j -0.0145993-0.00658586j 0.00510281-0.00254784j 0.0195927-0.00144316j -0.00152654+0.0289486j -0.0682332+0.00793358j -0.0238481-0.0267742j -0.0582616-0.00288228j 0.0511089+0.0122384j 0.0301241+0.0419586j 0.0279121-0.00428076j -0.0179803-0.0302539j -0.0170548+0.0117244j -0.00257202-0.038411j -0.0121347-0.01276j 0.00445188-0.00805826j 0.0206722-0.0256779j -0.000527189-0.0316848j -0.0270056+0.0114382j 0.0110129+0.0531507j -0.00406527-0.00385528j -0.00957825-0.00115089j -0.0101503-0.0364937j -0.000674486-0.0151707j 0.0252787+0.0184419j 0.0041327+0.053649j 0.00849787-0.0212129j -0.0220737+0.00583238j -0.0130784-0.0103018j -0.0211227-0.00565988j -0.0588973+0.00193369j 0.008162-0.0387091j 0.00353808-0.0157825j -0.00360524+0.0132824j -0.0222364-0.00777098j 0.00561315-0.051569j -0.000420938-0.00483101j -0.0134224+0.00615566j 0.0145108+0.0348895j -0.0236458+0.0552169j 0.0449388+0.00621644j 0.0367168+0.013384j -0.030768-0.0325376j 
0.00527462-0.00315349j 0.000401682+0.00251093j -0.00365769+0.00163156j -0.0177099+0.0109001j 0.0293697-0.0024713j -0.000167269+0.00104286j 0.00609973-0.0218865j 0.00572134+0.00712997j -0.00420369+0.0151834j 0.00472228-0.00232628j -0.0120111+0.000712695j 0.00692787+0.002838j 0.0128802-0.000231765j 0.00669745+0.014592j 0.0183283-0.00965874j -0.00741919-0.00674047j -0.0179418-0.0101824j 0.0246087+0.0157462j -0.0164643-0.013329j 0.00362569-0.00505873j 0.000331106+0.0245005j -0.00909585+0.00831102j -0.00430455+0.0136616j 0.00644219-0.00599075j 0.00620904+0.0211699j 0.0115173+0.00126795j 0.00783096-0.000403894j 0.00925454-0.00693778j 0.000797655-0.0226767j -0.00728917+0.0046068j 0.00488303-0.00203788j -0.007802-0.00612316j 0.0113156+0.0225859j -0.000872261+0.00804197j -0.00544697+0.000189831j 0.0183083-0.00296138j 0.00612598-0.0187944j -0.0119798-0.00415006j -0.0194568+0.0239622j -0.00863016-0.0190341j 0.00197415-0.0235598j -0.018282+0.0222336j -0.00398742+0.00126231j 0.0406659-0.0336227j -0.0228512-0.00590559j 0.0224095+0.00460132j -0.0174384-0.0378723j -0.00212676-0.00291604j -0.00566581+0.00951066j 0.0126165-0.0183019j -0.000117137+0.0152917j -0.00271444+0.017063j -0.00571171-0.00847668j 0.00800384+8.64316e-05j -0.000526221+0.000756333j -0.014644+0.0015005j 0.0010054-0.000191315j -0.01341+0.0063282j 0.00186707-0.00273014j -0.00662015+0.0100474j -0.0309417-0.0131629j -0.0365573-0.0214511j -0.018716-0.00219776j 0.00395936-0.011796j -0.00215697-0.015349j 0.0128921+0.0569906j 0.017547+0.0317753j 0.00149526+0.0206884j -0.0310214+0.0273586j -0.0102549+0.0998446j 
0.00024963+0.00168943j -0.00426319-0.000645521j -0.010143-0.00221405j -0.000991991+0.0120128j 0.00669998+0.00354219j 0.0144253-0.0232388j -0.000979027+0.0177039j -0.00584263-0.0150936j -0.0230479+0.00590768j 0.0132034+0.00503071j -0.00588233+0.000746405j 0.00787761+0.00575225j 0.0179487-0.00316056j -0.00188365-0.00922984j 0.00958134+0.00887834j -0.00475451+0.00392771j 0.00485309-0.00440381j 0.00386203+0.00410924j -0.0138638-0.00189359j 0.0110459+0.0175335j -0.00675561+0.00949127j -0.0107485+0.00681661j -0.0121841+0.0243377j 0.00722034+0.00115878j 0.0236635-0.00446681j -0.0062886+0.00383668j -0.0105794-0.00357364j 0.013909+0.00323955j 0.00497172-0.00814824j 0.0493434+0.00581894j -0.00207761-0.00564535j -0.00778476-0.000172203j 0.00396791+0.0132814j 0.00296322+0.00717806j 0.00199975+0.00635613j 0.0121447-0.0107672j 0.00961361+0.00237639j -0.024961+0.00109985j -0.000296306+0.00344076j -0.0128641-0.0133505j -0.0126705-0.00958504j -0.00234013+0.0131303j -0.00852878+0.000614223j 0.0211804-0.0112711j -0.0470047+0.0209597j 0.00915573+0.0142347j -0.0254712-0.0314j 0.0161446-0.00108085j -0.0148779-0.00289508j 0.0311542-0.00812653j 0.00150778-0.018751j 0.0152324+0.00697829j -0.0183986-0.00128267j 0.0189617+0.00648696j -0.0128551-0.005155j -0.0282445+0.00366728j -0.0026415+0.00812102j 0.00476395+0.024473j -0.00714503-0.0278114j -0.0114077-0.00939993j -0.0166542-0.0114199j -0.021273-0.0202624j -0.00250686-0.00223765j -0.00207986-0.0610595j 0.0145932-0.0602514j 0.00153613+0.0537128j 0.00875512+0.0225604j 0.000188232+0.0131461j -0.0183948+0.0202184j -0.013075+0.0691817j 
0.00259474+0.0118702j 0.00198577+0.004207j 0.00453213+0.00924762j -0.0124405+0.00131986j -0.0029281+0.0141813j 0.00292019-0.0269442j 0.0108868+0.00599157j -0.00391833+0.0115163j 0.00476881+0.00435248j 0.00506286+0.0131123j 0.00344963-0.0237367j 0.0241454+0.00289413j 0.0200792+0.0169379j 0.00798942-0.00621241j 0.0066461+0.00882524j -0.00942356-0.00169432j 0.00159735+0.00334733j -0.0247077-0.00859718j -0.00454444+0.0275439j 0.0206715+1.96298e-05j -0.0150228+0.0105498j 0.000142271-0.0104911j 0.00266297+0.00194049j -0.0195918+0.00840578j 0.0305254-0.0267248j -0.0148117-0.00402954j -0.000669014-0.0086127j -0.00571445+0.00523176j 0.027442-0.00424191j 0.045357+0.0155531j 0.015061-0.000317845j -0.000882143+0.0158582j -0.00478697-0.0111016j -0.00540974-0.0185961j -0.00587227-0.0112071j -0.00157038+0.00388641j 0.00338133+0.0011847j 0.000608884+0.0127608j -0.00132944-0.0161883j -0.00364717-0.00758992j 0.000793505+0.0167024j 0.00429218+0.00580846j 0.00564567-0.00349181j -0.0216569+0.0195564j -0.049185+0.0316887j -0.0242488+0.00690654j -0.0106444+0.0145041j 0.0252833+0.00341041j -0.0225936-0.0148136j 0.0237147+0.00352744j 0.00146898+0.00729249j 0.0223166+0.0142001j -0.0109332-0.00899571j 0.0154157+0.0147297j -0.015432-0.00964813j -0.0283415-0.000946961j 0.00414408+0.00729994j 0.0194329+0.00721457j -0.0199762-0.0500465j -0.00581806-0.0290955j 0.00483953+0.0181802j 0.00864731+0.00853744j 0.0120106+0.0038892j -0.00387661-0.0790401j 0.0249202-0.0718172j -0.0106437-0.0136907j 0.00340443-0.00239208j 0.00733733-0.00885074j 0.00642126-0.00590309j 0.00336502-0.0228446j 
-0.000154757+0.00374332j -0.00273108-0.00162397j 0.00302562-0.00516229j -0.000278768+0.00231247j 0.00021941+0.00241384j -0.00517568-0.0101461j -0.00190355+0.00148371j -0.0101773-0.000514465j 0.0105743+0.0085646j 0.00479313-0.00158814j -0.0055051+0.00774126j 0.00255275+0.00378924j -0.0032257-0.00640426j -0.000529519+0.00654566j 0.00265397-0.00297901j -0.00480035-0.00299597j -0.00817574-0.00323196j -0.0259005-0.0150073j 0.0149924-0.0114401j -0.00209607-0.011293j -0.0108703-0.0146571j 0.0122933+0.010478j -0.00313928-0.00176771j 0.00718828+0.0040903j 0.00838648-0.00286317j -0.0247184+0.00646653j -0.0092748+0.00194918j 0.00401714+0.0029538j -0.00890628-0.00364679j 0.00723355+0.00844181j 0.00754405-0.00339651j -0.00467303-0.00459779j -0.0027007-0.000775462j 0.0104698-0.00371089j -0.00164663+0.0120292j 0.0020742-0.0019433j 0.00460631-0.00221014j 0.0207135+0.00208367j -0.00142345-0.0100239j 0.00216577-0.00237451j -0.00115398+0.00940389j -0.00566342-0.00501942j -0.00418695-0.00679567j -0.00341274+0.011047j -0.0220259+0.000765046j -0.0070366-0.000306926j 0.0144478+0.00254938j 0.00394403-0.0125796j 0.000609148+0.000860613j 0.00977921-0.0129927j 0.000737702-0.000273654j -0.00346172+0.0121209j -0.00105631-0.00101837j 0.000308669+0.00122984j 0.000874164-0.00763347j -0.003724-0.013399j -0.00161362-0.0083573j -0.00747028-0.00872452j -0.014434-0.0133119j 0.00923271+0.0101019j 0.0117097+0.000131019j -0.000249746+0.00426612j 0.000423133+0.0143419j 0.00764078-0.00490598j 0.000666702-0.0172951j -0.000865503-0.0387151j 0.0197874+0.00655655j 0.0131822-0.0104133j -0.0105831-0.0279817j 0.000870015-0.00894783j 
-0.00110343+0.00373113j -0.00080965-0.00297639j -0.00828421-0.00878195j 0.00742365-0.00368792j -0.00150112+0.00311947j 0.00484854-0.0113514j 0.0032077-0.00272771j -0.00206845-0.00312804j -0.00365237-0.00148478j -0.00255418+0.00454337j 0.00199404-0.00051684j 0.00291495-0.00172026j -0.000398263-0.00326239j 0.0016867+0.00584561j -0.00423893+0.0039034j -0.00140539-0.000509074j 0.00176714+0.0158073j 0.00422081+0.00439203j 0.00361739+0.00776858j -0.00619434+0.0137488j -0.00276944+0.0034355j 0.00495998-0.00965454j -0.012444+0.0042135j 8.05299e-06-0.00455548j 0.00335556-0.0139682j -0.00310679+0.00472892j 0.00581341-0.00745454j 0.00964158+0.00467408j 0.00016442+0.00148296j 0.000511375-0.00538745j -0.00404907-0.00749663j -0.00186348+0.00438696j 0.000414152+0.00222673j -0.00097457-0.00163465j 0.00988899+0.00287429j 0.00767647-0.0036583j -0.00107942-0.00190361j -0.00378761-0.0114397j -0.00262503+0.00148184j 0.0124272+0.00450543j 0.0112839+0.000518721j -0.00216254+0.00366126j 0.0118757-0.000435358j -0.00346489-0.0147134j 0.00450917-0.000388326j 0.00278494-0.0214605j -0.000370017+0.0157172j 0.00866852+0.00161965j 0.00137438-0.00286234j 0.00698749+0.00275682j 0.00167281-0.00884391j 0.00289161+0.00477933j -0.00102232-0.00892154j -0.00255101+0.0032993j 0.00402314+0.0035815j 0.0101724+0.00243103j 0.00573198+0.00440236j 0.00961812+5.16388e-05j 0.00893984-0.00419681j 0.00529215-0.00275118j -0.00451867-0.00799083j -0.0104483+0.0198704j -0.0053426-0.0183844j 0.00152689-0.00242708j 0.00482131-0.0104787j 0.0138955-0.00431718j -0.00218855-0.00462519j -0.00258749-0.0027456j 0.00175704+0.00992118j 0.0120856-0.012731j 
0.00360624+0.0051836j -0.00012771+0.000369986j 0.0208823-0.0038966j 0.00978569+0.00639588j -0.0241063+0.00526172j -0.0103613+0.00255866j -0.00646129-0.0013482j -0.0128904+0.00199106j 0.0161253+0.00275359j 0.00254322+0.000324663j 0.0115812+0.00157549j 0.00225538+0.00566062j -0.00491131-0.00200469j -0.00506253-0.00351948j -0.00575567-0.00688559j -0.00054631+0.000775769j -0.0180621-0.00480492j -0.0179762-0.0169259j 0.0184538+0.00848974j 0.00228664-0.0105738j 0.00172216-0.022816j 0.0105365-0.00648173j 0.0187961-0.0234971j 0.00296291+0.00972026j 0.00636889-0.00596324j -0.0327415+0.0014167j -0.00337939+0.0135988j -0.0210293+0.00463651j -0.00128418+0.0140936j 0.0100507+0.00163977j 0.00175601+0.00460588j 0.00674774+0.00759445j -0.00296477-0.0168226j 0.00534869-0.00984411j 0.00378459-0.000797547j -0.00854537+0.00514929j -0.00672707+0.000893473j 0.0267565-0.00140239j 0.00766569-0.0125136j 0.0157067+0.0129133j 0.00858218+0.018506j -0.0139804-0.00804467j 0.00512179-0.00126528j -0.0258662+0.0111876j -0.00311695-0.0198811j -0.0191943-0.0100115j 0.0387752+0.0323767j 0.00416753+0.000690704j -0.000866822-0.00328999j -0.00762028-0.00284314j -0.000802037+0.000927522j -0.015783+0.0126142j 0.0110008-0.00541964j -0.00170602+0.0111573j 0.0138925-0.0100709j -0.00444929-0.029783j 0.00195366-0.00278951j 0.0200448-0.0159309j -0.00951581-0.017655j 0.0342723+0.00118522j 0.0325602+0.00363294j 0.0207571+0.023149j -0.012389-0.00416585j 0.00132167-0.0129635j 0.00132096-0.0152229j -0.000826353-0.0921765j 0.00139635-0.0260771j 0.00952608-0.0259778j 0.00968351-0.0591456j 0.0182813-0.0853596j 
-0.00130531-0.000482502j 0.0024421-0.00385454j -0.00523366-0.00342265j -0.00109559-0.00556343j 0.0107942-0.000684851j 0.00339617-0.00116169j 0.00157087-0.0117348j 0.00495596+0.00060216j -0.00178217+0.0013263j -0.00174989+0.00122476j -0.0117886+0.000674017j 0.000798253-0.00274492j 0.000654776-0.00276101j 0.00327391+0.00720245j 0.00211939-0.00013607j -0.00184755-0.00369908j -0.00363918+0.00689673j 0.000337529-0.00208916j -0.00593726-0.00598607j -0.00845954-0.00138327j -0.00062709+0.00213154j 0.0057506-0.00251336j -0.0119176+0.00785822j 0.00152258-0.00162035j -0.00616273-0.00101414j 0.000241306-0.00463251j 0.00305826-0.00930572j 0.00801637-0.00193572j 0.00108467-0.00447339j -0.011106-0.00419874j -0.00140809+0.00127553j -0.00600682-0.0074653j -0.00297149+0.00676391j -0.00118804+0.00717875j 0.00088678+0.00843578j 0.00389736-0.00201947j -0.00210189-0.00486135j 0.00190116-0.00552312j -0.00634188+0.0029153j 0.00586919-0.00523547j 0.00625686-0.000764917j -0.000729172+0.00342158j 0.00510099-0.00390313j 0.00764937-0.011733j 0.00525518+0.0125714j 0.0140041-0.0138724j -0.000396287+0.00406693j -0.00727723-0.00349476j 0.00166681+0.00205564j 0.011813-0.00114455j 0.000279295+0.00788434j 0.00150268+0.00221885j -0.00437445-0.000342055j -0.00414081-0.00401987j -0.00859364+0.00513318j 0.0155801+6.25821e-05j 0.00488661-0.00178265j -0.00681644-0.000867955j 0.00182959+0.0117273j -0.0124361+0.00929863j -0.0127147-0.0104389j -0.0218687+0.0187547j 0.00783398-0.000504643j -0.0019187+0.0124551j -0.00171922+0.00818158j 0.0106265+0.0148597j 0.0103561+0.00249579j 0.00751993+0.0056647j -0.0201376+0.0162323j 0.00541738+0.0226016j 
0.00336281+0.00670829j 0.00500323-0.00274629j -0.0103151-0.00689087j 0.00730072-0.0133359j -0.0100715-0.00115914j 0.00634357-0.00194835j 2.43102e-05+0.000271818j 1.87437e-05+0.00198718j 0.00570172-0.00989736j -0.0110189+0.00617554j -0.00194814-0.00498619j 0.00348746-0.0066212j -0.0102803-0.00168483j 0.00749995-0.003651j -0.0158142+0.00334682j 0.00441293+0.00277944j 0.0240001+0.0157097j -0.0182347-0.00280551j 0.0117926+0.0172217j 0.000121183-0.00267125j 0.00223678-0.0266971j -0.000210236+0.000838213j -0.0170178-0.00918158j -0.00403748+0.00158184j -0.00401528-0.0218788j 0.00585923+0.0110231j -0.00775122+0.00311327j 0.0160517+0.00840706j -0.00161877+0.0180129j -0.0119707-0.00144026j -0.00536405-0.00467711j 0.000672594-0.00433713j 0.00303525-0.0160359j -0.00361611-0.00356279j -1.95733e-05+0.00748272j -0.000591426-0.00724514j 0.00109818+0.00496876j -0.000110276+0.00567374j 0.002156-0.00314249j -0.00354063+0.0182176j -0.00824195+0.00955869j 0.00317896-0.0135935j -0.0235108+0.0169584j -0.0226138+0.0218845j 0.0246278-0.0045225j -0.00901607+0.00413171j -0.00643079-0.00654963j 0.00230023+0.0050751j 0.0130134-0.00919648j -0.0110743+0.0250134j 0.000336314-0.0057515j -0.018301-0.000680016j 0.00108951-0.00819056j -3.99476e-05+0.000803186j -0.00107353+0.00383599j 0.00777895+0.00614111j 0.00310581+0.00894319j 0.012008-0.00453697j 0.0156128+0.0010451j 0.00794483+0.00643191j 0.00967513+0.0248861j 0.0325608-0.0285628j 0.000412373+0.00495076j -0.00334501+0.0104477j -0.000153479+0.00754028j -0.0181481-0.0144263j -0.0198211-0.029493j -0.00860426-0.00406244j 0.0220452-0.00495504j 0.00588121-0.032029j 
0.000688597+0.00422703j 0.00206411-0.000772004j 0.000319895-0.000512145j 0.00613911-0.00757009j -0.0166337+0.00479481j -0.00645491+0.00182093j -0.000647646+0.00165588j -0.00615889+0.00464487j 0.0108269-0.00702501j -0.00398934+0.00316076j 0.00509509-0.00698412j 0.00324047+0.000153268j -0.00482835+0.00202601j -0.000424838-0.00220438j -0.00976194+0.00233157j 0.00338672+0.00441323j 0.018075-0.00584799j -0.0139643-0.0131145j 0.00149097+0.0130212j 0.00247954-0.0154523j 0.00331098-0.0208563j -0.000537497+0.00137168j -0.00462366-0.0175003j -0.00651329-0.00219702j -0.00606385-0.0160422j 0.00262818+0.000834926j 0.0027614+0.00385012j -0.000416701+0.00708689j 0.00623043+0.0123272j -0.00780586+0.00233185j -0.00325751+0.00283725j 0.00417101+0.00373837j -0.00057476-0.0115861j -0.00268058-0.00631313j -0.00683951-0.00181549j -0.0019422+0.00129258j 6.78543e-05+0.00174314j 0.00101485+0.00894207j 0.00561708-0.00796307j 0.00595902+0.0135568j -0.0058436+0.0104552j 0.00195072-0.009573j -0.010121-0.00460957j -0.0307881+0.0290777j 0.0147717+0.00843327j -0.0131612-0.000304107j 0.0143885+0.00225101j -0.000580369+0.00532344j 0.00235928-0.0033628j -0.00453786+0.00656132j 0.000297119+0.00572193j 0.0026914-0.00429669j -0.00277176-0.000870167j -0.00178875+0.000991736j 0.00384029+0.00346446j 0.00672167+0.000779261j 0.00200168+0.00150805j 0.0119526-0.0267069j 0.00503987-0.00492843j 0.0112189+0.010057j 0.006779+0.0165166j 0.0485377-0.0225398j 0.0156+0.00659226j -0.0064671-0.000543784j 0.00305342+0.00333274j -0.00156511-0.0512183j -0.0114297-0.0360065j -0.0132644-0.0134594j 0.00964507-0.0207317j 0.0242949-0.0380113j 
-0.00512596-0.00245089j -0.00444358+0.00255429j -0.000242433+0.0056959j 0.00294427+0.000867204j -0.00393377-0.00343983j -0.00988023-0.000336144j -0.0012241+0.0027234j -0.00350563-0.00321028j 0.0102278+0.00247602j 0.00168073-0.00203588j -0.0010803+0.00257624j 0.00441252+0.00208835j -0.0030815+0.000220669j -0.00201912+0.000916936j -0.00594448-0.00441306j -0.000969371-0.00171464j 0.00994328-0.0102069j -0.00668881-0.0133069j -0.00179076-0.0118985j -0.00278634-0.00614381j -0.0101563-0.0179335j 0.0146569-0.00258265j 0.00743487-0.00907798j 0.00117363-0.0060656j -0.00193377-0.00411857j -0.0100586+0.00074546j -0.00250332-0.00433682j -0.00441711+0.0040474j -0.00741399+0.00185359j 0.00330496+0.00299641j 0.00487813+0.00322806j 0.00130488+1.92007e-06j -0.0106608-0.000942028j 0.00197238-0.00169044j 0.00234391+0.00392313j -0.00372322+0.00431882j -0.00434796-0.000535275j 0.0116035+0.00281336j 0.00258723-0.00651653j 0.013439-0.00786456j 0.000414539+0.00428051j -0.00440784-0.00312332j 0.00143456-0.0283432j -0.0036945+0.0109918j -0.0100157+0.0199477j 0.0129911-0.00420323j 0.0334292+0.00846936j 0.00115797-0.00282297j -0.00230935-0.00127824j 0.00685659-0.00712082j -0.000124951-0.00710587j 0.00817745+0.000800301j -0.000747973+0.0126028j -0.0079989-0.0010147j 0.00145926-0.00500693j 0.00776001-0.0152446j -0.000246865-0.00832012j 0.0032093-0.0103756j -0.0158369-0.00101951j 0.00838154+0.0100618j 0.00738189-0.00659628j 0.0156416+0.00975733j 0.022022+0.0134165j -0.00133908+0.00111785j 0.000662275+0.00145826j 0.0174544-0.0474941j 0.0100007-0.0100077j 0.00556476-0.00970848j -0.0199469-0.0222084j 0.0234709-0.0197626j 
0.00119791+0.00209408j -0.000792717-0.000253297j 0.00971197-0.00195069j 0.00119246+0.00122173j -0.00482309+0.00515381j -0.00212222+0.00300331j 0.000249412+0.00101684j -0.00323374+0.0044113j 0.0038578+0.000908863j -0.000286653-0.000675554j 0.00650435+0.00164064j -0.000384939+0.00284429j -0.000350086+0.00111066j 0.0013393-0.000708414j -0.000181433-0.00270906j -0.00146993+0.00274534j -0.0120078+0.0019674j -0.0167718-0.00408458j 0.0148374+0.00754654j -0.00276318-0.00400132j -0.00591666-0.0046179j 0.00601073-0.00180239j 0.00851457-0.00749676j -0.00300246+0.00510302j 0.00641247-0.000329917j -0.0123858+0.00347435j -0.00387953+0.00465671j -0.00869652+0.0024286j -0.00560231-0.00131587j 0.00274923+0.00140722j 0.00666623+0.00352488j 0.00541152+0.00394283j -0.00174225-0.00730925j 0.00288858-0.00616943j -0.0014217+0.00241104j -0.00532372+0.00466737j -0.00530958+0.0024636j 0.0120538+0.00275281j 0.00677212-0.0084121j 0.0100146+0.00154211j 0.00171471+0.00613827j 0.00381296-0.00757315j 0.00343654-0.00352255j -0.00949673+0.00516315j -0.00501942-0.0127643j -0.00950742-0.000345637j 0.0210027+0.0209827j 0.000825209-0.00360934j 0.00381567-0.000256921j -0.0100875+0.000103811j -0.001397+0.00150442j -0.0074319+0.00718619j 0.00581589-0.00314297j -0.00461883+0.00118325j 0.00603199-0.0144963j 0.00189503-0.000290414j 0.00152549-0.000471295j 0.0122661-0.00244964j -0.00169981-0.00796627j 0.0102872+0.000549473j 0.0100919+0.00882659j -0.00621839+0.0118196j 0.000135426+0.010028j 0.000110861-0.00391578j -0.000756317-0.00182223j 0.00441632-0.0190061j -0.00505663-0.00753762j 0.00759709-0.0227251j 0.00206619-0.00850654j 0.0195336-0.0193391j 
0.00198263-0.00192937j -0.00376823+0.00200805j 0.00253661+0.00111406j -0.00259782+0.00498749j 0.0207852+0.00154013j 0.0102115+0.000607667j -0.00178657-0.00290225j 0.00845934+0.00205886j -0.0109972+0.00260084j -0.00107429+0.000652168j -0.00609852-0.00778366j -0.00398317+0.0041015j 0.00609916+0.000314418j 0.00324183-0.000117245j 0.0119784-0.00373436j 0.000798744+0.00777634j 0.00457425-0.0115749j 0.0245343+0.00836424j -0.0108749-0.00594098j 0.00582266+0.0174102j -0.00325842+0.0263131j -0.0124754-0.00681446j 0.000161539+0.0198652j 0.0043352+0.00389849j 0.00825532+0.00411183j 0.000681649-0.0103718j 0.00195476-0.0103816j 0.00785766-0.00461683j -0.00323826-3.5993e-05j 0.0092625-0.00431037j 0.0048988-0.00762544j 0.00488535-0.00521504j 0.00543332+0.0109886j 0.00176794+0.00547995j 0.0166545+0.0055529j 0.0125056-0.00850629j 0.00847271+0.00294368j 0.00228348+0.00378838j -0.0148204+0.00771626j -0.00338186-0.0288975j 0.000718915-0.0129641j -0.00735744+0.00433729j 0.00925437-0.0138874j 0.0242377-0.0302661j -0.00963625+0.00560957j 0.0238458-0.00885919j -0.0287907-0.0217826j 0.000296659-0.00444319j -0.00437311+0.00782269j 0.010525-0.00641035j -0.00212434+0.00289536j -0.00387791+0.0117826j -0.00650262-0.00108796j 0.00859741-0.000701289j 0.00194038-0.0118533j 0.00199255-0.00527875j 0.00268922-0.0060631j -0.00939317-0.0259913j 0.00178867-0.0137392j 0.00383047+0.00818072j -0.0105942-0.0230683j -0.0214822-0.0205717j -0.0124865+0.0074355j 0.0049318-0.00232037j -0.0042671+0.00117936j 0.0232045+0.0187431j 0.0225588+0.0125861j 0.0179572+0.00337725j -0.0284197-0.00531669j -0.0126546+0.0822862j 
-0.00201204+0.00694303j -0.000420326+0.00261778j 0.0149698-0.00474744j 0.00288771-0.00308227j -0.0181677+0.00384666j -0.0132108-0.00458172j -0.00494175-0.00268297j -0.0116072+0.000198309j 0.0206202-0.00341973j -0.000946026+0.00258023j 0.00945433-0.00153826j 0.0021628+0.00195438j -0.00763371-0.000318995j -6.25839e-05+0.00397939j -0.00698399-0.000424802j 0.000534753-0.000795581j 0.000256793-0.00777862j -0.0225842-0.0184486j 0.00746828+0.00454379j -0.00429929-0.00732765j -0.0134356-0.0265568j 0.0127239-0.010702j 0.00124864-0.0258932j -0.0130286+0.00966289j -0.00674625-0.0135621j -0.0173119+0.00674007j -0.00241212+0.00973374j -0.00776084+0.00747711j -0.000599154+0.0197939j 0.00249811-0.00198854j 0.00707271+0.00408396j 0.00942822+0.00308955j -0.00753784-0.0273002j -0.000225948-0.0130639j 0.00807295+0.00301363j -0.00852347+0.00198554j -0.00931731-4.92982e-05j 0.0118888+0.00311846j 0.00904598-0.0139294j 0.0107312+0.014859j -0.00626012+0.022558j 0.0133632-0.0109413j -0.00801108+0.0145008j -0.0341038+0.0363592j 0.00961807-0.0046149j -0.0210311+0.00840629j 0.0107124+0.0241495j 0.000347779-0.00180902j -0.0040198-0.00507382j 0.00548962+0.0108994j -0.000758844+0.000716753j -0.00380415+0.00575069j -0.00540639-0.00391844j 0.00297228+0.00132001j 0.00154033-0.0165308j 0.0142287+0.0113851j 0.00353347+0.00115341j 0.0106095-0.00668688j -0.00103908+0.0125811j 0.00870546-0.0149929j 0.0349574-0.00744197j 0.0188257+0.00821002j 0.00780149+0.0151127j -0.000602216-0.00285153j -0.000656948+0.00181334j -0.0244778-0.04223j -0.00654684-0.0233563j -0.00705422-0.0218518j 0.0128968-0.0283324j -0.00294042-0.0635049j 
-0.00193753-0.00405137j -0.000729597+0.00251056j -0.00202534+0.00322596j -0.00261236+0.000513161j 0.00823073-0.00577987j 0.00191-0.00185777j 0.000635295-0.000755077j 0.0042059-0.00287177j -0.00433258+0.002208j 0.00155339+0.00108392j -0.00529762+0.00200102j 0.000819279-0.0014515j 0.00352389-0.00145944j 0.00129196+0.00133998j 0.00206493-0.00165527j 0.00198758-0.00176032j -0.00233873+0.000611858j 0.0115721+0.00275887j -0.00854375-0.00898027j -0.00167639+0.00578569j 0.00172544+0.00839816j 0.000279607+0.0012901j -0.0012351+0.00672651j 0.00577782-0.00100129j -0.000675325+0.00590468j 0.00201149-0.00253155j 0.00235639-0.0014254j 0.00128906-0.00204583j 0.00281022-0.00585355j -0.00103404-0.00207795j 0.00049179-0.00143831j 0.00221374-0.00110562j -0.00483043+0.00993879j -0.00359551+0.00639615j 0.00023087+0.00624693j 0.000296798+0.00222072j -0.00235066+0.00121008j -0.0069239-0.00274998j -0.00233272+0.00404182j 0.00388866-0.00931351j 0.00109405-0.00625981j 0.00294912+0.00557795j 0.00126584+0.00108359j 0.0169882-0.00890381j -0.00198031+0.00460666j 0.00542372+0.00312937j -0.00569187-0.0149469j 0.000401787+0.00123138j -0.000777152+0.00527067j 0.000725557-0.00201261j -0.000446153-0.00120226j 0.000668658-0.00145057j -0.0029619+0.00444144j -0.0012515-0.00241041j 0.00244495+0.00210108j 0.00219639+0.00258843j -0.00231665+0.000168575j -0.00688511+0.00524481j 0.00616453+0.0118338j -0.0117196-0.00858453j 0.00465209-0.0231277j -0.011025+0.0108641j 0.00222338-0.00466705j 0.00148249+0.00290855j -0.00288231+0.000317241j -0.0037324+0.0293456j 0.00924958+0.0127578j 0.00369605+0.0138291j -0.0051953+0.00892915j -0.0212811+0.0131808j 
