0.109308+0.0363802j 0.0358179-0.0910239j -0.0949402-0.0307678j 0.0565234+0.0655821j -0.0368835+0.0228375j -0.0721297+0.0241805j 0.00785436-0.0477738j -0.135076-0.102745j 0.0489088-0.079238j -0.0442623+0.056253j 0.061557-0.0406793j 0.0603295-0.0904957j -0.0917887+0.0565289j -0.0116077-0.0158999j 0.0124383+0.0103464j 0.00552552-0.0603591j -0.026922-0.0368859j 0.0385942+0.0010199j 0.060038-0.0167289j 0.0374723-0.0506892j -0.0235886-0.0325j -0.0462055-0.0218558j 0.0446809-0.0991061j -0.0228512-0.0148104j 0.0423777-0.0229618j 0.014121+0.0616654j -0.00982107+0.0233517j -0.00733452+0.0527859j -0.0145993-0.00658586j 0.00510281-0.00254784j 0.0195927-0.00144316j -0.00152654+0.0289486j -0.0682332+0.00793358j -0.0238481-0.0267742j -0.0582616-0.00288228j 0.0511089+0.0122384j 0.0301241+0.0419586j 0.0279121-0.00428076j -0.0179803-0.0302539j -0.0170548+0.0117244j -0.00257202-0.038411j -0.0121347-0.01276j 0.00445188-0.00805826j 0.0206722-0.0256779j -0.000527189-0.0316848j -0.0270056+0.0114382j 0.0110129+0.0531507j -0.00406527-0.00385528j -0.00957825-0.00115089j -0.0101503-0.0364937j -0.000674486-0.0151707j 0.0252787+0.0184419j 0.0041327+0.053649j 0.00849787-0.0212129j -0.0220737+0.00583238j -0.0130784-0.0103018j -0.0211227-0.00565988j -0.0588973+0.00193369j 0.008162-0.0387091j 0.00353808-0.0157825j -0.00360524+0.0132824j -0.0222364-0.00777098j 0.00561315-0.051569j -0.000420938-0.00483101j -0.0134224+0.00615566j 0.0145108+0.0348895j -0.0236458+0.0552169j 0.0449388+0.00621644j 0.0367168+0.013384j -0.030768-0.0325376j 
-0.00268942+0.00210921j 0.00156618+0.000812697j 0.00398914-0.00227848j -7.87161e-05-0.000812458j -0.00767347+0.00103871j -0.00454386+0.00132278j -0.00161314-0.0007301j 5.65173e-05-0.000979922j 0.00192357+0.00195622j 0.000617962+0.00332245j 0.000599378+0.00110381j 0.000627633-0.00508265j -0.00301345-0.00501123j 0.00425387-4.44668e-05j -0.00842829-5.04433e-05j 0.00228876-0.00670398j 0.000519365-0.00381394j -0.00272243-0.00221211j 0.0044157+0.00102492j -0.00240237-0.00322713j 0.00270271-0.0095044j 0.00695543+0.00348817j -0.00163864-0.00192624j -0.00120493-0.00527365j -0.00111602-0.000283165j -0.001069+0.00655247j 0.00638335+0.00192293j -0.00569041+0.00132017j -0.00275718-0.00421618j -0.00564673-3.00715e-05j 0.00285924+0.00198281j 0.00625862-0.00450231j 0.001484-0.000873803j -0.000537104+0.00141636j 0.0109787+0.00187072j 0.00148958+0.00168583j 0.000574962+0.0050939j -0.00211889-0.000603956j 0.000980398-0.00397139j 0.0125463-0.00358679j -0.00103576+0.0071404j 0.00174022-0.00294832j -0.00280468-0.00168647j -0.00410383+0.00783267j 0.00377168+0.000402494j -0.0108358-0.00315156j 0.0142036+0.00394465j 0.000666362-0.00133476j 0.00372447+0.00494757j -0.00260005-0.000690882j 0.000285515+0.00196449j 0.00333647+0.000498328j 0.00121398+0.00615383j -0.00421165-0.00266237j 0.00169827+0.000702593j 0.00198592+0.0146853j 0.00328729+0.000762326j 0.00210299-0.0105425j 0.0114918+0.00174726j -0.00145274+0.00533893j 0.00868206-0.0100527j 0.0136294+0.000389151j 0.0118157-0.00217542j 0.00337245+0.00560705j -0.00590259+0.00372276j -0.000815703-0.0152868j 0.000861135-0.00337488j -0.00406518-0.0162453j 0.00116399-0.0104721j 0.00931529-0.0190251j 
0.00175475-0.00196615j -0.00249069-0.00541645j -0.00605641+0.00777027j 0.00486818+0.000317303j 0.0054587+0.00155958j 0.00794413+0.00644794j 0.00215795-0.000640837j 0.000328487+0.00234365j -0.00217154-0.00200581j -0.00567015-0.00603951j -0.00631414-0.00285209j -0.00357437+0.00458939j 0.000156347+0.00120423j -0.00659841-0.00120788j 0.00800906-0.00229552j -0.0037944+0.0031929j 0.0042266+0.00129485j 0.00848841+0.00202887j -0.00434188-0.00607805j 0.00256607-0.00154166j -0.00453774+0.000406558j -0.0122977-0.00216945j 0.000351425+0.00456072j 0.00256626+0.00210765j 0.000820297+0.00447861j 0.0115856-0.00784746j -0.00742372-0.00681417j -0.000308196-0.00725274j 0.00304237+0.00205744j -0.00434044+0.00217362j -0.00286622+0.00368273j -0.011028+0.00357749j -0.00235247-0.00240069j 0.000309212-0.00765232j -0.0122876-0.00676109j -0.00291141-0.00601629j 0.00450434-0.0104769j 0.00199145-0.00732624j -0.00250155+0.00565326j -0.00544408+0.0135607j -0.000808098-0.00579226j -0.00847533+0.00897372j -0.0024506-0.00639028j 0.00849661-0.0101484j 0.00464009-0.000727018j 0.0172653+0.00208191j -0.00925193+0.00307513j -0.00488438+0.00243652j -0.0030432-0.00811744j -0.00166844-0.00358974j 0.00143647-0.000873746j -0.00115567-0.00677562j -0.0059825-0.00763677j 0.00247501-0.00457785j -0.00172317+0.00534541j 0.00410234-0.0136564j -0.00218376-0.00193861j -0.0158477+0.00476952j -0.00812258+0.00663379j 0.00601114+0.00583998j -0.0225741+0.0190681j -0.01587+0.00273336j -0.00286768+0.00357018j -0.00278753+0.00176612j 0.000834142+0.0035152j -0.00116805+0.012405j 0.00353113-0.00384628j 0.00133006+0.0168826j -0.00980702+0.0151835j 0.00299126+0.0320707j 
0.00190633-0.000994556j 0.00141755-0.00237508j -0.0015825-0.00174521j 0.00142208-4.7171e-06j 0.00191836-7.85204e-05j 0.00220896+0.000684221j 0.00197303-0.00244816j 0.00179416+0.000385998j 7.61966e-06-0.00119462j -0.000896008+0.00154769j 0.00532323-0.000913595j -0.000222785+0.00228724j 0.00329819+0.000242311j -0.0004668+0.000494908j -0.000799547-0.000852417j -0.0039608+0.00206972j -0.00334189+0.00242025j 0.000344822+0.00130092j 0.00257702-0.00036198j 0.000373817-0.00255873j 0.0005661+0.00564057j -0.00460337-0.00141357j 0.000802738-0.0016591j -0.00426373+0.00405417j -0.00423627+0.00381j -4.07289e-05-0.0042563j 0.0022981-0.00551244j -0.00444661+0.00691097j -0.00316113+0.0048713j 0.00111451-0.00435773j 0.00287326-0.000961172j -0.000797831-0.00166959j 0.00179663+0.000575966j -0.00183957-0.000542803j 0.00042065+0.00159092j -0.00149356-0.000765867j 0.00213417-0.000797871j -0.00378703+0.00220264j -0.00136257+0.00440114j -0.00196283+0.00113217j 0.00282273+0.00288929j 0.00384058-0.00324021j 0.00131415+0.00218482j -0.00323065-0.00380953j 0.00138594-0.00720621j 0.00308828+0.00104939j -0.00682219-0.00542459j -0.006654-0.000916083j 0.00236399-0.00754994j -0.00380596+0.00279286j -0.00261854+0.00459969j -0.00676514+0.0013351j -0.00547199-0.00265755j 0.00063938+0.0016021j -0.00449865-0.000423547j -1.86542e-05-0.00538883j -0.00121338-0.00972948j 0.00762358+0.00272097j -0.00771053-0.00343257j 0.00445146-0.000679147j -0.00379029+0.00868083j -0.000659123-0.00731682j -0.00979798+0.000569484j -0.00386493+0.000498543j 0.00206876+0.00805319j 0.00174384+0.00122482j -0.00339273-0.00193101j -0.000479481+0.00627211j 0.00381653+0.00579127j -0.00201834+0.00447785j 
-0.00111853-0.00124704j -0.000474706+0.0034757j 0.000426702-0.000183259j -0.00111808+0.000728973j 0.000937606-0.00191896j -0.00243965+0.0040182j 0.00153003+0.00546661j -0.00216577+0.00229727j -0.000464377-0.00418976j 0.00036812-0.00312448j 0.00134537+0.00375794j 0.0021158+0.003846j -0.000514541+0.00670371j -0.00331648+0.00370028j 0.00198825-0.00370769j 0.00541618+0.00142447j 0.000280791-0.000555202j -0.000910962+0.00249074j -0.00109897+0.0012623j -0.000823409+1.52072e-05j 0.00198167+0.00274794j 0.00209958-0.00304504j 0.00218049-0.00381156j 0.00124568-0.00137861j -0.00141516-0.00729417j -0.00163102+0.00240201j -0.000517978+0.00474249j 0.00709112-0.00623721j -0.00159327-0.00312694j -0.000397141+0.00155389j -0.00739893+0.00163897j -0.000783794+0.00407743j 0.000532438+0.000903354j 0.00525238+0.0030113j 0.00146167+0.00599854j 0.00425234+0.00449528j -0.00591109+0.00253419j 0.00573286-0.00533081j 0.00372865-0.00445259j -0.00465294+0.0108442j -0.00299759-0.00603626j -0.00214-0.000351765j 0.00214057+0.000667749j -0.00121708-9.10096e-05j 0.00141447+0.000475486j 0.000227546+0.000995553j -0.000780231+0.00321618j 0.0011807+0.00407894j 0.00448858+0.0011063j -0.00150983-0.00394395j 0.00140523-0.00092898j 0.00106685+0.00145653j 0.000722478-0.0113255j -0.00139804+0.00599875j 0.00479145-0.00461798j 0.00163898-0.0112061j 0.00363929+0.011748j 0.000499375+0.000334726j 0.00330011+0.00238284j 0.00163129-0.000362257j 0.00150052-0.00881484j 0.000747083-0.00161373j -0.00202901-0.00335279j -0.000770785-0.00415528j 0.00295798-0.00269301j 0.00413863-0.00579635j -0.00170722-0.00288971j -0.00123869+0.00565896j 0.00502642-0.00706121j -0.00437275-0.00890011j 
-0.000799441-0.00462323j -0.000483155+0.0049169j -0.00020136-0.00115204j -0.00114163-0.0039905j 0.000481384-0.00323858j -0.00468364+0.00324407j 0.00229595+0.00424106j -0.00164701+0.00117606j 0.000803718-0.00612343j -0.00197352-0.00688272j 0.00344259+0.000937194j 0.00313447+0.00678101j 0.00312844+0.00565972j 0.000926192+0.00274658j -0.00111911-0.00442553j 0.0114472+0.000506891j 0.0011906-7.71086e-05j -0.00339391+0.00225196j 0.0011684-3.21015e-05j -0.00397072+0.00313241j 0.00530564+0.00248555j 0.000553611-0.00363995j 0.00173682-0.0144825j 0.00919597-0.000116683j -0.00533833-0.00547977j -0.000260195+0.00106396j -4.3194e-05+0.00955058j 0.00751475-0.00859721j -0.000731225+0.00560874j -0.000932879-0.00300221j -0.0145634+0.00483866j 0.00617136+0.00415344j -0.00385085+0.000603303j 0.0109233+3.89608e-05j -0.00661069+0.0185484j -5.90729e-05+0.0086858j -0.0100625+0.00231531j 0.00730073+0.000515541j 0.0093859-0.000384076j -0.0146861+0.00705378j -0.00889638-0.00604531j -0.00347704-0.00111366j 0.00177637+0.00358418j 0.000435026+0.00348594j 0.00929241-0.00365965j 0.00580007-0.0051272j -0.000838622+0.00545833j -0.00336035+0.00465285j 0.0139597+0.00986034j -0.00368398+0.0014631j -0.00269461-0.000938701j 0.00392311-0.0040972j 0.00534515-0.0143227j 0.00428124+0.00612793j 0.00323889-0.0102688j 0.00113494-0.0146532j 0.00381008+0.00462366j 0.00741302+0.000740928j 0.00187059+0.00600501j 0.00113743-0.00241687j 0.00147824-0.0120248j 0.00334492+0.00160906j -0.00302557-0.00860509j -0.00493789+0.00195371j 0.00149293+0.00367494j 0.00916328-0.00851884j -0.0080007-0.00842534j -0.00275398+0.0103004j 0.0110025-0.00978534j -0.00493409-0.0169016j 
0.00337239-0.00348965j -0.00119945-0.0024222j -0.00275224+0.00165571j 0.00195606-0.00306664j -0.00299712-0.000101973j 0.00204058+0.000973256j 0.00510625+0.00273351j -0.000469227-0.0064896j 0.0042053-0.00257319j -6.31136e-05+0.00261035j 0.0077059-0.00032022j 0.00438501+0.000483932j 0.00731582-0.000900035j 0.00285374+0.0041182j -0.00364827+0.00623973j -0.00691537-2.88477e-05j 0.00293356+0.00207016j -0.00120973+0.00179268j 0.00318105-0.00120982j -0.00497189-0.00353045j 0.000560706+0.000603402j 0.000337101+0.00318823j -0.00262827-0.0113633j -0.00443629+0.0025757j -0.00755408+0.00976293j -0.00647681-0.00650575j 0.00334216-0.0151877j 0.000923379+0.0197912j -0.00799016+0.00933161j -0.00251872-0.00710134j 0.00201822-0.0073724j 0.00180652-0.00995822j 0.00202625+0.00866962j -0.00177084+0.000801801j -0.00417924+0.000988473j -0.000933319+0.00111487j -0.00209001-0.00634008j -0.00447748+0.00448269j 0.00755153+0.00247662j 0.00705667-0.0113333j 0.00254402+0.00874624j 0.00769915-0.00918031j 0.00170152-0.000497948j -0.00236297+0.00175701j 0.00293162+0.00270809j -0.00171283-0.00304033j -0.000114745+0.00748771j -0.0102318+0.00998517j 0.00173589-0.01124j -0.00838882-0.000585905j 0.0083425+0.0106522j -0.00225085+0.00237383j -0.0100917+0.00159406j -0.00188267+0.00446731j -0.0127579-0.00238182j 0.00293906-0.00721238j -0.0124617-0.0172784j 0.0121374-0.0016321j -0.0133905+0.0029795j 0.00110025-0.00601457j -0.00181353-0.00320639j 0.000383527+0.00364376j -0.00415401-0.00470013j -0.0111207+0.00204718j 0.0116311+0.00346207j 0.00568992-0.0085642j -0.00310557-0.0115637j 0.00149339+0.0118993j 0.00534704-0.00473214j -0.000557904-0.00934535j 
-0.00193707-0.00184648j -0.00318499+0.000294717j 0.00406015+0.000186952j 0.0021406+0.00133261j 0.00231792-0.00151148j 0.00472039-2.099e-05j 0.000194153-0.00152403j 0.00398015-0.000474734j -0.000114837+0.0052042j -0.000780903-7.25778e-05j 0.00156385+0.000482716j -0.00328957-0.00566746j -0.00826397-0.0011024j -0.00693877+0.0015571j -0.00388665-0.000914503j -0.00113052+0.00504803j -0.000998983-0.00245923j 0.00693672+0.00260916j -0.00550293-0.00619372j -0.00304666-0.000117263j -0.000960473-0.00169517j -0.00162129-0.00308271j 0.00207419+0.00654261j -0.00229222+0.0113504j 0.000328666-0.000590878j -0.00392845+0.000439838j 0.00154003-0.00589946j 0.00149821+0.0085047j -0.00330887+0.00501521j -0.00529157-0.00673859j 0.00588394-0.00620735j -0.003884-0.00526822j 0.00736837-0.00938373j -0.00359686+0.00394484j -0.00321773-0.013467j 0.00169522-0.00584388j 0.00395991+0.0016533j -0.00311077-0.00544567j -0.00711082-0.00321478j 0.011633+0.00973041j 0.00284167-0.0027639j 0.00241044-0.00345874j 0.00361532-0.00206072j 0.00271951+0.00310861j 0.0073074-0.000593379j 0.00765389-0.00359062j -0.00402162+0.00137814j 0.00479166-0.00605165j -0.0146925-0.0115806j 0.000785871-0.00883004j 0.00925582+0.00587484j -0.00254127-0.00555538j 0.00674978+0.00624312j -0.0114719-0.00374011j 0.000341951+0.00759317j 0.0041662+0.00190078j 0.00624194+0.00264091j -0.0138251+0.00566283j 0.00697989+0.0084237j 0.00063458-0.00573825j 0.00337051-0.00982807j -0.00255137+0.00364849j 0.00625509-0.00393004j -7.18978e-06+0.00205888j -9.42098e-05-0.00529759j 0.000316623+0.00315452j 0.00337537+0.00554471j -0.00245847-0.00356798j -0.0017561-0.00436306j -0.00620331-0.00469635j 
-0.00110759+0.000420627j -0.00215992+0.000518905j -6.68695e-05+0.00196793j -0.00439215+0.000190656j -0.000220906+0.00116538j 0.000127616-0.00337211j -0.00642356+0.000699954j 0.000160676-0.00213564j -0.00251064+0.00226405j -0.000696725-0.00157284j -0.00820266-0.00233351j -2.33019e-05-0.000675339j -0.00103808-0.00641047j 0.00581901-0.00623237j 0.00116508+0.00246331j 0.00163377-0.0105924j 0.00358319-0.0014421j -0.00167995+0.00382309j -0.00509692+0.000143005j 0.00625286+0.00902993j 0.00194973+0.00377881j -0.00310224+0.00166159j -0.00384738-0.00272731j 0.00675431-0.00535053j 0.00644198+0.00253444j 0.00517774-0.00257301j 0.00180543-0.00213453j -0.0035491-0.00591709j 0.00689166-0.00591553j 0.00673316-0.00445137j 0.000959898+0.00431703j 0.00342658+0.000315866j -0.00597927+0.00786124j 0.00245268-0.00639824j -0.00940836+0.00646146j -0.0033055+0.0020577j 0.00120293+0.000552753j 0.00370797-0.000660378j 0.00484645-0.00217427j -0.00779915-0.00383601j -0.00681481+0.00414148j -0.00266172+0.0069447j -0.00399726+0.00129274j 0.00955756+0.00195083j -0.00698796+0.00399452j -0.00406446-0.00521592j -0.00398401+0.00083674j 0.00478992+0.00127264j 0.0134908+0.0128516j 0.00868225+0.00820388j 0.00794268+0.00632942j 0.0113422-0.00733609j 0.0072476-0.00248021j 0.0110615-0.00713449j -0.00686576-0.000774581j -0.00520397+0.0127841j -0.00288033-0.000218948j -0.0037708-0.0022728j 0.00240053-0.00252341j -0.00933816-0.00394181j 0.000933861-0.00718703j -0.00868361+0.00519761j 0.00798885-0.00248056j 0.0059319-0.00280431j -0.00487535-0.00208321j -0.00434697+0.0121129j -0.000104419+0.0100472j 0.00161923-0.00122614j -0.00334727-0.000349495j -0.00560826+0.00663681j 
0.000164343+0.00496251j -0.00154356+0.00119119j -0.00147016-9.55566e-05j 0.00146957+0.0072748j -0.00423013+0.000449977j 0.00218022+0.00588039j 0.00208415+0.00791733j -0.00189566+0.00203975j -0.00209131+0.000929806j 0.00315734+0.00249061j -0.00309906+0.00826339j -0.00289784-0.00136183j 0.000398186+0.010387j -0.00365902+0.00544368j 0.00490451+0.00180642j 0.00305946-0.00090508j 0.00228005+0.000661913j 0.00112128+0.00474862j 0.00147782+0.00983433j 0.00559911-0.00267386j -0.000131087+0.00408139j -0.000544124+2.70217e-05j -0.000515038+0.00359658j -0.00880866-0.00604562j -0.00220958-0.00778613j -0.00112312+0.00095598j -0.00112376-0.00337169j 0.00881429-0.00372218j -0.00683398-0.0150738j -0.0011349+0.00965973j -0.00124571-0.00727994j -0.00621248-0.00347767j 0.004133+0.00425216j 0.000777008+0.00513698j 0.00052095-0.0238412j 0.00661482-0.0041424j -0.00182217-0.00256276j -0.00237939-0.0105043j -0.0036331-0.00480665j 0.0168473+0.00476405j -0.00526079-0.00283801j -0.0010032-0.00277619j -0.00230388+0.00664094j -0.00365767-0.00392011j -0.00858656+0.00801596j -0.0084663+0.00748929j -0.00277488+0.00393465j 0.00202438+0.00516967j -0.00887611-0.00313136j -0.00609348-0.00202525j 0.0209043+0.00348804j -0.00231695+0.0158069j -0.00209622-0.00471998j -0.000988732+0.0126287j -0.00178344-0.00168049j -0.00872895-0.00694882j 0.00386464+0.0189553j -0.000859301+0.00310751j 0.000943587-0.00855828j -0.001233-0.00115123j -0.00222217+0.00141529j -0.00567164-0.000219827j -0.00345062+0.00266932j 0.00267069-0.00523158j -0.00292547-0.00574468j -0.00507522+0.00264668j -0.00167581+0.00435271j 0.0034945+0.00158542j 0.0015148-0.00108631j -0.00088357+0.00414897j 
0.0034673+0.000579143j 0.00405481-0.00238183j 0.00262412+0.000181463j 0.0028307+0.00392867j 0.00420721-0.00340097j -0.0078221-0.00192257j 0.000786885-0.00913943j -0.00483088+0.00272745j 0.00640806-0.00410168j 0.00503125+0.00177581j 0.0013513-0.00297052j 0.000410267+0.00298793j 0.00738324+0.00176864j -8.92893e-06+0.00314255j 0.0107972-0.00441036j -0.00337533+0.000752655j -0.014343-0.000896866j -0.00429469-0.0189232j -0.00229258-0.0149437j 0.00336511-0.00715041j -0.00991819-0.000898105j 0.00903769-0.00260107j 0.00952122-0.00230714j -0.00165794+0.00480516j 0.000243883+0.00392062j -0.00895173-0.00652945j 0.00592189+0.00756728j -0.0048278-0.00316112j 0.00399906+0.0039347j 0.00648216+0.00709559j 0.00427431+0.00528364j -0.00171795+0.00253835j -0.016965-0.00792935j -0.00266363-0.000366318j 0.00809696-0.0021752j 0.00234258+0.000946284j -0.00157173+0.00349411j 0.00250687+0.00821224j -0.0108884-0.00208454j 0.00126236+0.00903132j 0.0109495+0.00248489j -0.000338004-0.00796684j 0.0120503-0.0162306j -0.00586205-0.00264986j -0.0128763-0.00418912j 0.00356352+0.0122118j 0.0232145-0.0117549j 0.00182306+0.0018073j -0.00418493+0.00531988j 0.00172085-0.00447961j -0.00950533-0.00131423j -0.0130335+0.00879744j 0.000748799+0.00315151j 0.00180786+0.00527669j 0.00530389+0.00476476j 0.00356503-0.0158915j 0.00124765+0.000689964j 0.0123132-0.00951052j -0.00927585-0.00899442j 0.0121338+0.0200508j -0.00365683+0.0265184j 0.0137861+0.00295758j -0.00932809+0.0137145j 0.00239652-0.00169082j -2.57656e-05+0.00106741j 0.00860183-0.0217149j 0.00805802-0.0152224j 0.00335115-0.0129556j -0.0174097+0.0241405j 0.027988+0.00339998j 
-0.00182668+0.000325796j 0.00451252+0.000286795j -0.00234654+0.000948734j -0.00597622-0.0078585j -0.00109233+0.00277389j 0.00153189-0.00202608j 0.00166891+0.00424603j 0.00039291-0.00240711j 0.00216182+0.00469787j -0.00280883-8.86519e-05j 0.00257436-0.00862842j 0.0062596+0.00176323j -0.00249702+0.00108789j 0.000842759+0.000510913j -0.007076+0.00165049j -0.00210931+0.00742977j 0.00698523+0.00510277j -0.00298554+0.00537056j 0.00723847+0.0116311j -0.00971491-0.00200826j -0.00201948-0.00392859j 0.000637484-0.00371446j 0.00179264+0.00492623j 0.000371498-0.00579746j 0.00229476-0.00904905j 0.0110583+0.00674822j -0.0105304+0.00827262j -0.00124433+0.00402042j 0.00536577-0.000900309j -0.00234354+0.00125149j 0.00153109-0.000593279j 0.0041943+0.00782175j 0.00793393-0.00408052j -0.00364119+0.00328965j 0.0193732+0.00939937j -0.00317197+0.00182021j 0.00114083-0.000809266j 0.0031185+0.00645599j 0.00715929+0.00556796j -0.00790331-0.0158812j 0.00180419-0.00638369j 0.00430351+0.0131436j -0.00407046+0.010233j -0.003918+0.000750883j 0.00266265+0.00811143j -0.00352305-0.00618009j -0.0104133+0.0107218j -0.00459223-0.00613291j -0.0141034-0.0142973j 0.000157794-0.00258565j -0.0308104-0.00318962j 0.00256742+0.00324802j -0.012001+0.0110058j -0.0077822+0.000405788j 0.00412353-0.0111911j -0.000480913+0.00420279j -0.00268288-0.00321906j 0.00264329+0.00414931j 0.00258994+0.00261335j -0.00631761-0.0165677j 0.00595751-0.0128086j -0.00655148+0.00137814j 0.00124521-0.00570007j -0.00588975+0.000617373j 0.00631486-0.00326881j -0.00668118+0.00372719j -0.00151373+0.00354793j 0.00229512+0.00497949j 0.00736716-0.0168547j -0.013123-0.00722796j 
0.000167548+0.00383872j -0.000371745+0.000253105j 0.00276639+0.00240191j 0.00191593-0.00108829j -0.00633059+0.000337868j -0.00306442-0.00504026j 0.00176726-0.00405806j -0.00511965+0.000550476j -0.00113919-0.00611004j -0.00444655-0.000730321j 0.00157627-0.00205657j -0.00256397+0.00134936j 0.00460352-0.00308936j -0.00141387+0.00191887j -0.00192181-0.00438941j 0.0085736-0.00608361j -0.0016064+0.00575144j -0.00665755-0.00389403j 0.00429045+0.00218212j -0.00779121+0.00172087j 0.00168016+0.00195647j 0.0134694+0.0059293j 0.00641211-0.000563324j -0.00502809+0.00722154j 0.0050097-0.00525291j -0.0143298+0.00586519j 0.00235854+0.00364203j -0.00830582-0.00446758j 0.000339059+0.00426718j -0.000588542+0.00671693j 0.00205653+0.000450351j 0.00110829-0.0118121j -0.00203493+0.00359984j 0.00181179-0.00803735j 0.00162982-0.00390681j -0.00310517+0.00892481j -0.00898105+0.00504883j -0.00963189-0.00035027j 0.00133756-0.00263844j -0.000733207-0.00371692j -0.000781893+0.00348964j -0.0122095+0.00403773j 0.00769834+0.00324666j -0.00962969-0.00807965j 0.0029977-0.0069368j -0.00395274+0.00718733j -0.0020254+0.00617892j -0.00149805-0.003475j 0.00258199-0.000742557j -0.00242687+0.00185454j 0.00639231+0.00147943j -0.00209648-0.000173692j -0.000873518-0.003862j 0.00867689-0.00387352j -0.00181582-0.00220361j 0.00943952-0.00322425j -0.000468502-0.00567699j -0.015853-0.00349957j -0.00106075+0.00585817j 0.00627496-0.00712513j 0.009312-0.000626242j -0.00217534-0.000697962j -0.00779348+0.00160201j 0.00366681+0.000132807j -0.00406607-0.00022414j -0.00940472-0.011356j 0.00460689+0.00191457j 0.0086254-0.00645999j 0.00203197-0.0241917j -0.00838568-0.0155236j 
8.34654e-05+0.0010611j -0.000908138-0.0007359j -0.00300963+0.000554996j -0.00136983+0.00428583j -8.87725e-05+0.00366136j 0.00325962+0.00948475j 0.0021979+0.00575814j -0.00260856-0.00302301j 0.00120845+0.000546266j 0.00234725+0.000591812j -0.00139379+0.00864202j -0.000249543+0.00210582j 0.0045356-0.0010343j 0.00656584+0.00413503j 0.00391414-0.00042768j -0.00119496-0.00717675j 0.00054723+0.00302591j 0.00298554+0.00667933j 0.00933275+0.00795639j -0.000704434-0.00358949j 0.0057407+0.00290961j -0.0026307+0.000638232j -0.00177694+3.8482e-05j -0.00586993-0.0114021j -0.00761864+0.0043573j 0.00669248-0.000169988j -0.00255297-0.00501519j 0.00334218-0.00112623j -0.00807869-0.00854591j -0.0100921+0.00136703j -0.00799878+0.00119435j -0.000736487+0.00125799j -0.000527196+0.0116597j 0.000937959+0.0071427j 0.003157-0.00470509j 0.00292535-0.000399219j -0.00241265-0.00767455j 0.00254776-0.00221701j 0.0069403+0.00711154j 0.0065715-0.00974025j -0.00164733+0.000423131j 0.00043539+0.00257687j -0.00658486+0.011375j 0.00364281-0.00447611j -0.00021992+0.00737393j -0.00584196+0.00331035j -0.00655223+0.0048716j -0.00649346+0.0190635j 0.00629596+0.00468086j -0.00904425+0.00112092j -0.00412234-0.0012542j 0.00120352+0.0122116j -0.00416163-0.00425625j 0.00371352+0.00924948j 0.000208642-0.00314514j -0.00361399+0.0078286j -0.00274162+0.0156469j 0.00267361-0.00142703j -0.000287819-0.00244504j -0.00993576-0.00315742j 0.00232258-0.00864182j -0.0178213-0.00198427j -0.00203924-0.00295336j 0.00557175+0.00857801j -0.00580052+0.0102838j -0.00892795+0.0128832j -0.00336575+0.0041867j 0.00639963+0.00912792j -0.00149206-0.0026076j -0.0136715+0.00819847j 
-0.00126486-0.00464252j -0.00116846+0.00184048j -0.00160457-0.0021062j -0.00339669+0.00596727j 0.000678513-0.00501816j 5.10999e-05-0.00125126j 0.00132793+0.00415607j -0.00840225+0.00272415j -0.00345268-0.00627971j 0.00632353+0.00102213j 0.0035964-0.00444747j -0.00560999+0.00500908j 0.011362-0.000359018j -0.00325629-0.00105431j -0.00310193-0.0131858j 0.00901997+0.00149295j -0.00426582-0.00586245j -0.00393155-0.000388632j 3.34759e-05+0.00397363j -0.0109449-0.000588436j 0.00606848+0.00278963j 0.0147136+0.00581144j 0.00313307+0.00942141j -0.00434329+0.0135912j -0.00278767-0.0191763j -0.0117858+0.00608965j 0.00470343-0.010523j 0.00100335-0.0028193j 0.00742341+0.00479702j -0.00254639+0.00235846j -0.0036595+0.0103604j 0.000439937-0.0146099j -0.00847227+0.00310129j -0.00786949-0.00108583j 0.00395423+0.00307405j 0.0088679+0.0200906j -0.00702088-0.0115465j -0.0229946+0.00465629j -0.00306182+0.0133749j -0.011708+0.00583099j -0.0026171-0.00128073j 0.00085646+0.000452517j 0.00253362-0.00522762j 0.00295247+0.00218047j -0.00655298+0.00445912j 0.00243988-0.00229965j 0.00223677-0.00449469j 0.00172758+0.00348317j -0.00218192-0.000852683j 0.00275327-0.00490154j -0.000639316-0.000577256j 0.000769556+0.000599729j 0.00201557-0.00181369j -0.00237678+0.00181627j 0.000769922+0.00114399j -0.00302611+0.000911109j 0.000688654+0.00682105j 0.00645616+0.000638955j -0.00126478-0.00382135j -0.00154993+0.00220748j -0.00356628+0.000863611j 0.00176461+0.00104725j 0.00222603-0.00202487j -0.000912698-0.00105827j 0.000907169-0.000110475j 0.0052282+0.0037466j -0.00247775-0.00115501j -0.00300774+0.00177903j -0.00112762+0.00886154j 0.00391182+0.00415455j 
