-0.0116582-0.153794j 0.0478003-0.0625544j -0.0257232+0.011931j 0.119151+0.314593j 0.106175+0.101679j 0.0885817-0.158916j 0.0657517-0.366162j 0.143949-0.0659685j -0.233391+0.210504j -0.11642-0.383171j -0.0390649-0.100054j 0.032376+0.0633204j -0.0128176-0.12189j -0.0860753-0.261273j 0.400089-0.441418j -0.237568+0.0884231j 0.228804+0.0189438j 0.0888551-0.0227325j 0.135571+0.362871j 0.0924763+0.122496j 0.0774793-0.0307065j 0.202264+0.564678j 0.0728019+0.409994j 0.313831+0.120764j 0.36379-0.0913344j -0.536873+0.0637451j 0.220165-0.401343j -0.0637749+0.0352318j -0.414884+0.450579j 0.00206157-0.145527j -0.259181-0.671153j 0.19063-0.0192783j -0.101766-0.28048j 0.833382-0.299304j 0.394201-0.201499j 0.201598+0.281734j -0.607767+0.674923j 0.996721+0.602428j 0.113525+0.262109j 0.186674+0.797048j -0.0642233-0.294702j 0.929668-0.373301j -0.534738-0.233449j 0.468763+0.974996j -0.380746+0.136466j 0.330958-0.257564j -0.758917+0.285175j -0.482466-0.293392j -0.824572+0.328085j 0.246298+1.5431j -1.27126-2.30243j 2.12048-1.07919j 
-0.734108+0.625146j 2.50398-1.77956j -3.14224+3.38423j 5.27685-5.59222j -4.55273+5.70049j 11.4866-15.3625j -3.08327+2.97562j 15.4359-18.2823j -16.7221+18.4042j 3.83387-4.49163j -24.2716+29.1907j 11.7666-14.3773j 14.0193-15.9456j 22.5329-27.3367j 7.73164-11.544j 45.8338-56.1633j -31.429+35.3461j -2.75384+2.73416j 11.243-14.6403j 10.4239-11.7236j 8.64906-10.8918j 49.3999-61.5333j -2.09401+1.60573j 37.9027-47.9847j 3.00709-1.65161j -56.2693+10.5147j -20.7151-13.6225j 2.11184-2.94888j -37.2193+46.4914j 0.790842-1.76394j 48.4029-61.5551j 7.54703-9.98442j -9.22655+12.2965j -12.1993+14.416j 3.54237-3.28497j -27.4075+37.0302j 44.9857-55.7798j -7.73016+9.64677j 20.8212-27.0705j 12.9805-17.0136j 10.3149-14.5556j 21.4985-28.7267j 2.57943-4.30029j 12.9328-19.5209j 13.7272-18.2225j 0.699904-2.49308j -10.3995+15.2721j -4.35696+6.04177j 4.35243-6.11014j 3.63534-3.78939j -1.70799+1.87497j -0.0330124-0.621203j 
-0.968221+0.773089j -0.717648-3.35457j 2.40591+6.42027j -1.78131-10.2846j 1.35529+9.38569j -4.9119-24.2876j -0.286811+3.73485j -5.64445-29.3769j 4.86684+30.597j -0.332716-6.88583j 11.9988+44.4183j -3.81138-22.6711j -7.24685-25.7137j -9.11056-42.6153j -3.41294-15.5074j -20.0296-89.2958j 13.4293+58.6685j -0.371754+4.49508j -5.11821-22.1602j -4.88084-19.9501j -4.56467-17.5009j -24.9601-98.1207j -0.565488+1.82088j -19.3603-75.1358j 0.031598-5.34409j -32.701+68.1345j -29.5568+12.4819j -0.126344-3.10704j 19.5288+74.5084j -2.4862-3.49189j -27.0984-99.3022j -3.23512-17.4681j 7.47299+18.5424j 5.90924+22.888j -1.73882-4.6472j 16.4858+58.4843j -25.4497-89.9216j 4.08882+15.5976j -14.014-42.5449j -7.52983-26.3312j -7.77271-21.5748j -12.935-46.4455j -2.48393-6.19756j -10.5333-30.6977j -9.12479-29.8084j -2.7344-4.13115j 7.36362+22.8061j 2.99143+9.01615j -3.75435-8.43851j -1.45224-6.5572j 1.7942+3.58106j -0.593147-0.965194j 
0.573143-0.360627j -0.426016+0.992983j 1.38982-1.4544j -1.15206+0.326129j 2.20512-1.49404j -5.17642+3.7987j 0.702064-0.708983j -5.97918+5.33469j 7.83347-6.08108j -1.93284+0.587573j 8.04382-9.39562j -5.44932+5.56597j -5.33375+5.29315j -8.61734+8.5841j -1.41088+4.22246j -17.1179+17.0316j 11.9717-11.3728j 1.07245-1.67016j -4.18413+3.99825j -3.62079+4.03122j -3.90068+2.94759j -19.0607+18.7582j -0.335919+0.114429j -13.4684+14.8031j -1.30239+0.523744j 19.9033-1.67709j 5.91302+3.58622j -0.0934121+0.670887j 13.1161-15.6487j -0.676357-0.554869j -18.6063+18.7631j -3.94598+3.12239j 4.92149-3.13119j 4.37606-5.09413j -1.06668+0.482513j 10.9746-11.1086j -17.0306+17.4848j 2.69047-3.30794j -8.07193+9.36782j -5.37472+4.81233j -4.13527+4.3314j -9.02255+9.53582j -1.05763+2.33015j -4.87057+6.80325j -4.84828+7.03786j -0.619061+0.675919j 4.03764-4.74652j 1.35266-1.96377j -1.38771+1.9491j -1.34115+1.36479j 0.987589-0.466322j -0.122943+0.368368j 
0.327542-0.144492j -0.477591+0.218404j 0.629869-1.27099j 0.228004+0.579144j 1.3154-0.333302j -2.13679+0.827168j 0.747883-1.05205j -2.04497+1.84977j 2.75059-2.14466j -0.348078+1.23909j 3.22728-3.58899j -2.1982+0.972534j -2.44539+3.07454j -4.16926+3.69873j -3.69067+0.49703j -7.80114+5.48633j 5.7233-4.90922j 0.882382-0.685378j -1.10098+2.01955j -1.63641+1.25565j -1.79577+1.48616j -7.95315+7.45734j 0.910658+0.636237j -5.91876+4.84102j 0.309401-0.249614j 6.734-0.281274j 3.39743+3.13549j 0.921992+1.25592j 6.73789-6.51762j -0.81712+0.839209j -8.93886+6.59203j -1.23805+1.44942j 1.45896-0.876574j 1.62413-1.64074j -0.864129+0.590121j 4.75873-4.65459j -7.42822+6.87244j 0.917234-1.09618j -3.59726+3.57024j -1.3939+1.5301j -2.10348+1.25839j -3.96165+3.671j 0.151755+1.41479j -2.44451+2.55949j -2.64931+2.42916j -0.313007+0.562403j 1.72315-1.4965j 0.14257-0.579235j -0.926685+0.843342j -0.988119+0.678372j 0.372357-0.256911j 0.024129+0.430978j 
0.615266-0.514595j 1.55249+3.53606j -3.35418-6.66979j 2.53804+10.8349j -2.31615-10.9885j 6.03484+27.1568j 0.940737-4.34474j 9.06249+32.8409j -8.4011-33.6419j 1.16342+7.32092j -15.9127-50.4107j 7.51825+25.9913j 9.33329+28.2714j 12.9864+47.3616j 3.25497+18.7898j 30.3546+99.1172j -20.1604-62.0474j -2.30064-6.06642j 8.79736+26.0366j 6.47602+21.4188j 5.54314+19.1343j 35.377+109.308j 0.190765-1.69476j 26.4371+81.7704j 1.18818+3.1944j 29.017-77.2613j 29.2282-18.1302j 0.917052+3.56605j -28.4947-82.1614j 1.10579+3.00141j 38.5273+107.766j 7.58879+19.1932j -8.44558-20.6755j -8.84708-24.78j 2.3963+4.68633j -23.2427-64.5464j 36.2605+95.9239j -6.63932-16.4742j 17.6728+45.9391j 9.91887+28.4675j 10.8311+25.3965j 19.2579+51.3559j 3.2645+7.67704j 14.6206+33.3072j 12.9579+31.5519j 3.14027+4.45363j -9.74278-25.3791j -4.29-9.52137j 4.79297+9.70751j 2.04802+6.94116j -2.4553-4.00006j 0.443014+1.09425j 
0.00378107+0.0962899j -0.104143+0.0412796j 0.0693915-0.62935j -0.109701+0.394327j 0.883719+0.298792j -0.15032+1.4047j -0.319339-0.637703j -1.38827+1.00002j -1.2078+0.460684j 0.452283+0.343511j -0.845927-2.3686j -0.201057+0.424191j 1.41322+0.960422j 0.782602+1.34459j 0.92257+1.16313j 2.41379+3.84053j 0.0283558-2.05302j 0.0334556-0.134099j 1.18184+1.75603j -0.0173867+0.192207j -0.211406+0.350648j 2.93168+3.68223j -0.108108-0.289811j 2.668+2.89316j 0.595046+0.0477114j 0.915728-4.53226j 0.95653-1.84608j -0.0785979-0.510753j -1.92118-4.33792j -0.574887+1.63438j 2.70025+3.9564j 0.803024+0.256399j 0.654871-1.03983j -1.12469-1.63418j -0.853198+0.138472j -2.03747-3.02143j 2.47118+3.21978j -0.826978-0.732327j 1.48402+1.21041j 0.856832+0.730209j 0.702044+0.717508j 0.886558+1.68713j 0.0911836-0.222022j 0.43329+1.43866j 0.340159+1.46668j 0.182634+0.479572j -0.733546-0.879653j -0.0970076-0.79454j 0.544698+0.118378j 0.125976+0.408707j -0.153741-0.262796j 0.154105-0.141642j 
0.63823-0.360635j -1.66128+1.16589j 1.92488-2.03214j -3.18833+4.04484j 2.82855-4.22314j -8.08153+9.28158j 2.38997-1.20173j -12.0488+12.9402j 10.0651-13.3559j -3.01155+2.90042j 15.1786-18.9742j -7.54844+10.6097j -8.70801+11.3791j -14.9792+18.4499j -6.00517+6.82875j -30.5019+36.0539j 19.6406-25.0828j 3.75358-3.01991j -6.72783+11.2481j -8.00654+8.92396j -5.19061+5.2772j -33.5791+40.5609j 0.862084-1.154j -23.2201+31.396j -2.03227+1.3026j 38.3844-7.9051j 14.146+8.14164j -0.0135877+0.80445j 24.4727-30.9897j -1.1898+0.776011j -32.1884+41.0758j -5.3295+7.58733j 5.84601-8.03907j 7.76207-9.38416j -1.04806+3.03174j 19.4288-25.2883j -28.8311+38.5563j 4.77612-6.58657j -12.944+17.2323j -8.52446+11.7359j -7.27492+9.70441j -13.9969+19.8475j -2.07312+2.61141j -8.54258+13.6745j -8.6072+12.6133j -0.560181+1.66915j 6.90405-10.3188j 2.62722-4.22982j -2.80906+3.78476j -2.44073+2.50195j 1.02075-1.29026j -0.080744+0.586605j 
-0.558263-0.0456292j -0.0668156-2.00537j 0.788015+2.12786j -2.3851-4.33688j 1.04138+3.59052j -2.5726-8.5769j 0.36954+1.69963j -2.68398-11.4361j 1.22264+10.8442j -0.96739-1.81114j 4.84556+19.3247j -0.634531-9.10177j -2.69233-10.3447j -3.6481-17.1718j -0.874355-8.97213j -9.3-36.2097j 5.86498+22.8335j -0.133731+2.38645j -3.2658-9.22621j -1.46104-8.60591j -2.11447-6.23552j -10.8626-39.0697j 0.937023+1.76593j -8.08567-30.7107j 0.00196499-1.05493j -12.2413+26.22j -12.6719+7.31849j -0.79161-1.57554j 7.95419+31.0031j -1.70027-0.0800444j -12.1726-39.2304j -2.1137-6.03224j 2.93771+5.93929j 2.1511+9.31871j -1.62856-1.97256j 7.5768+22.6984j -11.1396-35.2848j 1.76166+6.28406j -4.54268-16.7614j -3.35394-9.82147j -3.36049-9.13276j -5.3037-18.0665j -0.14307-2.92467j -3.8707-12.6774j -2.79668-12.4585j -1.24447-1.144j 2.98686+9.21565j 1.29285+3.67874j -1.70758-3.81664j -0.494281-2.65437j 0.870874+1.04454j 0.0654113-0.328509j 
0.456258+0.0933594j 0.44974+0.845303j 0.458564-2.27253j 1.28685+4.41639j -0.695715-2.30872j 2.48736+7.20883j 1.0537-1.2841j 2.42278+10.09j -1.50355-10.1963j -0.513736+2.34862j -3.78902-16.3755j 2.00234+7.54862j 0.871883+8.83678j 2.13932+13.9759j 0.826943+2.83491j 7.9053+29.0137j -3.50052-18.6194j 0.495921-1.59036j 1.94417+8.90544j 1.48937+6.51732j 1.02734+5.31115j 7.94832+33.2992j -0.915245+0.33976j 6.91411+25.3294j 0.718307+1.57732j 10.2593-23.4115j 8.86018-3.7016j -0.151612+2.64723j -5.45245-24.8212j -0.606794+0.150126j 9.39895+31.4656j 1.42593+5.8245j -2.72288-5.73586j -2.39621-7.97949j 0.238913+1.3684j -4.91968-19.1079j 8.13698+29.3196j -1.60923-5.62886j 3.86608+14.2299j 2.92734+9.25291j 2.87733+7.19902j 3.92097+15.2634j -0.139151+3.39556j 3.07995+10.1498j 2.57586+9.58323j 0.357256+1.16868j -2.76875-7.7318j -1.32015-3.73343j 1.13431+2.58805j -0.0145436+1.69662j -0.572755-1.23114j -0.389934+0.494004j 
0.121551+0.174863j -1.12341-0.927711j 1.99398+1.78513j -1.75668-3.03886j 2.05375+2.79046j -5.00041-6.34885j 0.0776803+1.12775j -4.90523-6.11894j 7.61957+10.3716j -1.3555-1.95784j 10.9732+13.9095j -5.16512-6.8569j -6.59688-9.04285j -9.7078-13.2722j -3.22464-5.55828j -21.8281-27.2403j 13.2157+16.824j 0.528011+0.475718j -4.68081-8.48129j -3.82365-4.76582j -5.7351-4.72955j -24.641-29.7514j -0.247478+1.00925j -18.8771-24.4759j -0.679086-1.10278j -1.03214+27.0923j -7.66736+10.1409j -2.66175-1.39195j 18.0305+22.7229j 0.447256-0.101401j -25.3298-29.2403j -4.27214-5.44172j 4.67807+4.99118j 5.9085+7.31844j -0.998229-1.39502j 13.5744+17.7434j -22.7207-26.7306j 4.2028+4.96722j -12.1252-12.5835j -6.53464-7.88671j -6.1457-6.71337j -11.942-14.0302j -2.59609-1.43809j -7.76012-8.68955j -7.41395-8.54427j -1.19609-1.18259j 5.86766+6.98805j 2.0613+2.63969j -3.21933-2.57985j -1.61482-1.96486j 1.19416+1.18757j -0.284886-0.240262j 
0.280914-0.12315j 0.911429+1.9045j -2.59425-3.20294j 1.80889+6.01241j -1.21964-6.77431j 5.5993+12.7368j -0.53901-1.1853j 5.20323+15.7572j -3.74397-16.9615j 0.990336+2.82289j -11.0222-24.7835j 4.09068+13.7158j 5.4559+13.4617j 8.14843+23.0113j 2.76182+7.67339j 20.835+46.5946j -12.406-31.7999j -0.108379-1.95578j 5.30395+12.9252j 2.58578+10.1158j 5.12991+9.5777j 22.4618+50.9814j -0.186997-1.26034j 17.3281+39.7862j 0.445941+1.29073j 9.81647-38.845j 13.5217-10.4931j 1.56647+2.86261j -19.0078-38.6497j 2.17623+0.757603j 24.6649+50.9079j 3.80182+8.81024j -6.05157-10.7269j -6.42036-11.3585j 1.27725+4.17115j -14.2559-29.3134j 21.5407+46.1502j -4.11755-7.82177j 11.2883+21.7413j 5.79114+13.5292j 5.96527+11.8188j 11.6424+25.0958j 1.61996+3.42964j 8.46044+16.0981j 8.00419+15.5038j 2.05541+1.83596j -5.78585-11.8545j -2.84803-4.72258j 2.85566+4.33248j 1.58848+3.23985j -1.59805-1.93895j -0.152786+0.328064j 
1.09876+0.111951j -2.11947+1.29705j 2.61705-3.28882j -4.72496+5.50213j 5.30284-5.11354j -11.3271+15.1576j 1.44654-1.84772j -13.0187+17.9267j 14.2098-18.7048j -3.86443+3.63459j 20.3199-28.5263j -11.4699+15.1414j -12.4105+15.7364j -19.7111+24.7506j -8.52495+9.1309j -39.4342+53.6228j 25.4512-35.0173j 3.06093-2.61388j -10.6137+15.5131j -9.26301+11.4842j -7.58393+10.2723j -43.6372+59.1097j 0.796908-1.00937j -32.2663+44.85j -1.09998+1.58839j 52.4243-13.3564j 22.0175+9.9391j -2.00702+2.31233j 32.1058-46.0819j -1.25301+1.47107j -42.7997+60.8157j -6.38068+10.5608j 7.85954-11.7453j 10.5067-14.3535j -2.4139+3.7041j 23.9835-34.8422j -37.692+54.7959j 6.54494-9.44725j -16.4091+26.4163j -11.505+16.1765j -8.61598+13.996j -19.233+29.1267j -2.79431+4.41513j -11.1174+19.8198j -11.4705+18.5509j -0.633868+2.64161j 9.11553-14.5442j 3.58113-5.98971j -3.43818+6.09595j -3.63616+3.75492j 1.20762-2.24593j -0.109398+0.8406j 
0.397353+0.0448146j -0.532104+0.495175j 0.358139-1.17963j -2.28088+1.29374j 2.7191-0.336851j -2.76236+3.46314j 1.16218-0.208066j -5.03597+4.25778j 5.623-6.42736j -0.374911+0.571647j 6.75762-6.70445j -2.79915+3.81854j -3.7015+5.35462j -6.97095+8.74908j -3.37043+2.58039j -13.9114+15.4986j 8.39535-10.8657j 0.0117066-1.33644j -4.46511+4.33196j -2.26323+3.17155j -3.515+3.05336j -14.8764+17.2277j 0.380705-0.710831j -11.223+14.2476j -0.793172+0.403621j 15.5416-3.73353j 5.94739+2.69352j -0.894651+1.33587j 10.7613-13.0474j -0.495461+0.87593j -15.2298+17.0737j -2.45068+2.97053j 2.8959-3.61903j 4.27859-4.26897j -1.00657+1.49748j 8.08258-10.8554j -12.7305+16.8242j 1.87655-2.49428j -5.34111+7.59998j -3.68021+4.84959j -2.87458+4.279j -6.66486+8.27326j -0.91586+0.886168j -3.77972+6.1315j -4.07681+5.56313j -0.110468+0.536112j 3.02902-4.39795j 1.58421-1.88171j -0.819952+1.83053j -1.09438+1.0067j 0.548811-0.622129j -0.0774737+0.27481j 
-0.0709452+0.411343j 1.08823+2.74768j -2.23408-5.46082j 0.885597+10.2393j -1.26238-8.9371j 1.7585+22.8467j -1.07562-5.14309j 2.91166+30.5492j -2.57221-32.1865j 0.68664+5.29883j -6.98016-46.9756j 1.84948+23.0494j 4.92788+25.9662j 7.23526+43.5895j 2.36538+14.3453j 15.3195+90.659j -9.95072-59.4565j -1.53128-5.00566j 3.78496+23.8273j 2.02338+19.7603j 2.37727+17.1658j 18.0235+99.0684j -0.418892-2.46298j 15.1897+75.7243j 0.903354+4.87862j 35.7431-63.7414j 29.8305-10.9997j 1.32298+3.00673j -14.5356-75.5213j 0.00917724+1.49874j 19.5096+98.137j 3.8896+18.1529j -5.13234-19.1824j -4.74099-23.0109j 1.13099+5.3852j -13.7993-58.3871j 19.8681+89.3821j -3.64015-15.3841j 10.1258+43.2216j 5.38754+25.8924j 6.20642+23.8194j 9.62502+46.9501j 1.38597+6.35271j 7.81886+30.9621j 6.99714+29.6205j 2.15351+3.86568j -5.79732-23.0489j -2.50413-8.96212j 2.67557+9.11667j 0.663659+5.79299j -1.47798-4.05701j -0.070362+0.861156j 
-0.187258-0.0400073j 2.05241+2.25759j -2.62045-3.38277j 2.9036+4.13175j -2.84446-3.00261j 5.47205+11.2504j 0.64846-1.52898j 9.36455+14.6544j -10.2861-14.4302j 1.88109+3.75645j -16.3531-22.9012j 7.09765+11.319j 8.88871+11.0615j 16.2039+18.7677j 4.6686+7.17394j 32.2828+42.133j -21.4062-27.7485j -1.32664-1.55067j 6.79672+10.8183j 7.08631+8.23261j 7.46845+8.0142j 35.7729+45.0265j -0.774114-1.4649j 28.3826+33.5847j 1.76402+1.44121j -0.081062-41.4534j 11.3001-13.3704j 1.54439+0.682548j -26.6821-33.8769j 1.38953+1.17359j 36.0539+43.9209j 6.36791+8.1233j -7.25275-8.28554j -8.18571-10.1357j 1.84533+2.3582j -21.8534-26.5486j 33.3296+40.3926j -6.38404-6.98906j 16.3504+20.0438j 9.66031+11.5726j 9.47046+10.7755j 16.9847+21.0518j 2.30391+2.74327j 11.9179+13.5127j 10.9736+12.9633j 1.71299+1.75412j -8.72186-10.56j -3.57126-4.0659j 4.19669+4.17589j 2.43318+2.64529j -1.36784-1.67162j 0.021836+0.322766j 
-0.093054-0.266117j 1.16253-0.764779j 0.114334+1.22379j 1.35671+0.234449j 0.60613-0.230041j 1.96498-1.50597j 1.98604-1.42209j 3.11416-1.6703j -2.27445+0.350649j 0.168853-1.4692j -3.519+2.15056j 0.76547-1.49343j 2.212-0.569392j 4.29723-2.79592j 0.648228+0.4533j 6.30121-4.91563j -4.6571+2.36717j -0.247846-0.617729j 1.92417-1.42719j 1.22885-0.930617j 1.28183-0.341553j 6.71844-4.00727j -0.954023-0.673652j 4.64607-3.00017j 0.136819+0.0671812j -5.79758-0.553492j -1.91054-1.22009j 0.367987+0.0690772j -5.47189+2.70688j 0.0165524+0.207482j 6.59307-4.24956j 1.46036-0.610466j -1.77333+0.898008j -2.48227+1.11075j 0.184004+0.238625j -3.91463+2.50665j 6.20875-4.48346j -1.32433+0.976208j 2.86227-1.87115j 1.76493-1.50102j 1.44046-1.27762j 2.88095-2.15959j 0.309356+0.292946j 1.95981-1.7287j 1.80091-1.42857j -0.0522376-0.225627j -1.51495+1.09226j -0.554327+0.0473967j 0.549607-0.748789j 0.557241-0.386936j -0.443378-0.0175163j -0.206664-0.361904j 
-0.150425+0.136952j 1.16773+1.60938j -1.67205-3.62967j 0.630779+4.26447j -1.13806-2.82447j 3.60817+13.1588j 0.118778-2.62381j 4.56572+14.4962j -0.415337-15.4009j 2.13526+3.73388j -7.85523-23.6067j 3.06681+12.6465j 2.4206+14.1021j 3.14686+21.6737j 1.76926+7.27576j 11.2785+45.6056j -6.86627-30.4102j -0.0722522-4.20225j 2.54533+11.1825j 1.80546+10.437j 1.90468+7.49339j 12.4854+50.5006j 0.399601-1.3737j 8.42172+38.0611j 0.119714+1.91725j 16.601-34.7323j 15.7005-7.30567j -0.299744+1.84776j -10.2265-38.719j -0.0907619+0.617295j 13.6544+49.1468j 2.47987+8.95891j -2.92991-9.75088j -2.98993-11.2601j 0.124642+2.73207j -8.23735-30.1408j 12.4122+45.984j -2.87834-8.10768j 7.06117+22.3876j 3.62928+13.3697j 3.74845+12.0991j 6.58922+23.7514j 1.34625+3.34047j 4.72758+15.6338j 4.26455+14.9609j 1.47302+2.14195j -3.74072-11.8833j -1.36936-4.21368j 1.81626+4.95993j 0.776084+2.96648j -0.761379-2.08188j -0.0558585+0.340191j 
0.33978+0.0726675j -0.985456-0.680707j 1.9163+2.71154j 0.931052-4.44298j -0.702328+4.44011j -1.61041-10.3283j -0.231484+4.86976j -1.02951-12.0367j 0.752113+11.6896j -1.75045-2.69192j 3.10402+17.6665j -1.71552-8.67468j -1.62991-10.6751j -1.41657-16.6342j -1.91829-6.91081j -5.87685-35.6285j 4.2534+22.28j 0.140859+2.58396j -1.86586-10.7375j 0.317722-6.52182j -1.1609-5.83894j -6.85497-38.9938j 0.173109+0.495427j -5.30866-29.1343j 0.880994-1.71061j -13.8278+23.9351j -11.5586+3.8273j -0.212269-1.70539j 5.19669+29.9752j -0.874178+0.08945j -7.21858-39.2259j -1.18152-6.98793j 1.82017+8.25892j 1.78967+10.1007j -0.601379-2.1979j 5.55267+23.4515j -8.20542-35.7742j 1.18475+5.60014j -4.59945-16.5772j -2.19655-10.2974j -2.20469-8.90709j -3.64322-18.5055j -0.629281-2.54196j -3.01232-11.7083j -2.55967-11.7313j -0.935833-1.68986j 2.74421+9.25451j 1.35796+3.67499j -1.31619-3.03487j -0.327648-2.07338j 0.331589+2.01148j -0.0222566-0.376201j 
-0.270194-0.21515j 0.740415+0.886421j -1.86754-0.517451j 1.49981+0.808171j -0.29115-2.5338j 5.92231+1.93267j -1.35554+0.49022j 7.4942+1.44172j -7.15883-2.33338j 1.24308-0.0081744j -12.4373-2.38407j 5.87588+1.22306j 6.06465+2.02234j 9.9859+2.00008j 4.66618+0.114468j 23.6317+5.3095j -13.638-2.47605j -2.00258-0.355447j 5.62038+2.287j 5.22482+1.74669j 4.53321+0.184448j 24.5219+4.98187j -0.756706-1.53979j 17.7448+4.09909j 1.38219+0.531881j -10.6815-13.8559j 0.331293-7.4957j 1.25632-0.067747j -17.8938-4.47922j 0.888833+0.189277j 24.6728+5.70264j 3.98483+1.26572j -4.39371-0.864905j -5.62606-1.20056j 1.71079+0.58431j -14.212-3.47728j 21.9951+4.92502j -4.37109-0.63888j 10.1681+2.21487j 6.41757+1.32663j 5.72597+1.67788j 11.609+2.56466j 1.81982+0.389384j 7.2634+1.50783j 7.30092+1.54969j 0.946614+0.514074j -5.41145-0.9779j -2.08329-0.625016j 2.56599+0.864926j 1.41428+0.453182j -0.605859-0.287679j 0.310449+0.138512j 
0.317226+0.216785j 0.78533+0.351605j -0.816229+2.58236j -0.471534-0.374556j 0.646305+2.53184j 0.149574-3.3853j 1.96285+2.89375j 0.0744144-3.4094j 1.71474+4.69786j 0.945935-2.12759j 1.55438+6.82199j -0.468962-5.02883j -1.13723-3.64559j 0.622348-5.50807j -1.68546-2.70256j -1.41743-14.0699j 1.86331+8.47822j 1.10747+0.827888j 0.257588-3.57209j -0.766715-3.30047j -1.03105-2.55359j -3.46425-15.4343j 0.70059-0.710419j -2.77047-12.14j -0.392835-0.436584j -5.18348+10.2613j -5.04149+1.87785j -0.528705-0.544798j 3.0204+11.0527j -0.577313-0.569495j -3.3531-15.1399j -0.735607-2.23728j 0.45532+2.33086j 0.318861+2.65875j -0.754582-1.04956j 2.11932+9.13821j -2.53632-13.9138j 0.550585+2.0788j -1.90053-6.74919j -0.619542-4.16339j -0.677322-3.68281j -1.60429-7.47308j -1.12574-1.2534j -1.0619-4.78315j -1.06706-4.68481j -0.290034-0.917147j 0.928481+3.645j 0.870439+1.4897j -0.154846-1.6179j -0.00894289-0.860195j 0.312167+0.291114j 0.360258-0.539737j 
-0.599755-0.144065j -0.130104-0.910411j -0.642876+2.79501j 0.925427-2.95778j 1.30997+4.16415j -0.795925-4.82395j -1.00355+0.819592j -0.942786-7.51118j -0.142874+7.65757j -0.177314-2.57782j 0.600571+9.72883j 1.14099-5.53763j -0.697155-5.74863j -0.57959-10.4394j 0.265827-2.95573j -1.49269-20.3154j 0.806777+13.7083j -0.334897+1.21271j -1.71054-4.57438j -0.49952-3.51804j 0.223929-3.81566j -2.36151-22.1867j 0.00673653+0.256682j -1.68518-16.9939j -0.404833-0.16757j -9.39884+13.1474j -7.19835+2.42399j 0.140202-0.639733j 1.70486+17.0298j 0.117673-0.276906j -2.18213-22.0493j -0.666204-3.90062j 0.402229+4.46199j 0.612629+5.70416j -0.435181-0.518277j 1.801+13.3801j -2.6691-20.5588j 0.334585+3.33578j -1.37914-10.0542j -0.696628-6.05527j -1.33193-5.05745j -1.18535-9.92701j -0.295184-1.64298j -1.15322-6.80787j -0.864419-6.30062j -0.808613-0.625766j 0.581511+5.48255j 0.561292+2.27j -0.868805-1.83845j -0.390347-1.2904j 0.315575+1.11216j 0.207202+0.0412852j 
-0.979583-0.353812j 1.85118+2.20104j -2.37084-2.20856j 2.07672+4.31673j -4.45547-4.60581j 3.17531+9.97933j 1.52497-1.97535j 3.45825+10.9549j -4.67182-11.755j 0.472482+3.55503j -7.08597-18.7719j 3.86967+9.80807j 4.25895+11.1484j 5.77502+17.2742j 1.54311+6.32248j 13.8051+35.2976j -8.15181-24.9444j -0.594806-1.44365j 3.88976+9.47064j 3.05089+7.15944j 2.49025+6.55832j 14.6507+40.487j -1.68917-0.466907j 12.1137+31.3998j 0.210084+1.01757j 9.88662-30.8076j 11.7955-7.33985j 0.597257+1.04572j -12.7098-31.2853j 1.10837+0.538254j 17.7284+39.8006j 3.11928+7.32484j -3.43257-8.52622j -3.99753-9.48582j 1.07187+1.7583j -10.442-24.1496j 15.759+36.6753j -2.80182-5.89402j 7.83684+18.1211j 4.57325+10.6246j 4.57738+9.65362j 8.00975+19.0484j 1.62031+2.25004j 6.24141+12.3905j 5.49777+11.8131j 1.39463+1.75324j -4.37796-9.86154j -2.31814-3.69778j 2.54311+3.68612j 1.07903+2.86649j -0.66617-1.90134j 0.384511+0.0803669j 
-0.240736-1.65443j -0.946315+0.0531005j -2.26716-1.47231j -0.125374+0.469987j -0.849858+1.13358j -2.08798-3.44986j 0.337663+1.18254j -0.790538-4.18673j 0.52525+3.95852j 0.892358-1.53202j 2.71191+5.24039j -0.610558-1.68858j -1.90803-3.49202j -1.67638-5.09883j -1.21605-1.75854j -4.5142-11.1732j 3.78063+7.37j -0.312601+0.871138j -2.14423-3.17903j -1.36557-1.94476j -0.964096-1.73667j -6.04997-12.9927j -0.245536-0.184231j -4.83054-9.13234j -0.690188-0.823666j -1.51131+9.12467j -3.73133+2.2025j -0.0472183-0.381038j 4.88409+8.70627j 0.124369+0.0794172j -5.97015-10.8207j -1.29434-2.2106j 1.66017+2.25466j 1.27347+2.80536j -0.773849-0.728915j 3.4361+6.97598j -5.18554-10.7625j 0.856548+1.79338j -2.5832-5.28716j -1.31503-3.10745j -2.0127-3.07268j -3.43769-5.46026j 0.0348999-0.761484j -2.19322-3.40572j -2.16822-3.25885j -0.889568-0.750964j 1.4094+2.65787j 0.498523+1.0582j -1.21771-1.07832j -0.722871-0.935073j 0.0586903+0.873026j -0.167512+0.368924j 
