0.000408631+0.000963718j -0.00208547+0.00062503j 0.00164003+0.0016685j -0.00465659+0.00169752j -0.0037562-0.000720885j 0.00219774-0.00201006j -0.000676038+0.00157558j 0.00692713-0.0024145j -0.00644313-0.000513328j -0.000264491+0.00179457j 0.00093948-0.00196982j 0.00286083-0.00151618j 0.00741118-0.00303767j -0.00505264+0.00215495j -0.0127234+0.00275519j -0.00313287+6.79458e-05j 0.00371333-0.000588589j -0.00605723+0.00110115j 0.00291475-0.000952296j 0.00952326-0.000810775j -0.00114189+0.000344563j -0.0063376+8.21795e-05j 0.00451803+0.000144281j -0.00472093+0.000465497j 0.00482423-0.000409848j -0.00238826+5.32572e-05j -0.0107317+0.000430125j -0.00379999+0.000557325j 0.00861968-0.000560833j 0.00308348-6.8555e-05j 0.00481059+0.000105211j -0.00851502-2.14673e-05j -0.000453425+3.55562e-05j -0.00163549+5.45571e-05j 0.00216695+0.000469019j 1.47464e-05+8.18088e-05j -0.00126264-0.000276105j -0.000431858+0.00075637j -0.00015925+0.000452403j 0.000261437-0.000192916j 0.00174214-7.02523e-05j 0.000514224-0.000148608j 0.00370868-0.000168806j 0.00252919+0.000153732j 0.00975107+0.000723925j 0.00133109+3.25581e-05j -0.00395597-0.000225705j 0.00343751+0.000350519j 0.0110147+0.00151747j 0.00133721+0.000308246j -0.00619302-0.000470769j 0.00252757+0.000179769j -0.00371413-0.000620713j 0.00240917+0.000510266j -0.0050514-0.000316664j -0.00662467-0.000736831j -4.12059e-05+0.000228896j 0.00751857+0.00114977j -0.00304796-0.00122357j 0.00539931+0.00125625j -0.00223718-0.000342056j 0.00248554+0.000295057j 0.00920352+0.00289778j 0.00404401+0.00246318j -0.00432783-0.00239668j 0.00157994+0.00114194j -0.000123097-0.0016795j 0.000416747-0.00148913j -0.00582474+0.000497313j 0.00586519+0.00225938j -0.00052536-0.00143512j 0.00173596+0.00183946j -0.00344378+0.000716033j 0.00429646+0.0016618j 0.00169411-0.00170355j 0.00212573+0.000675372j 0.000531348-0.00113816j 
-0.000970199+0.000214532j -0.000186064-0.000417153j -0.00195153+0.00102967j -0.000497673-0.00063928j 0.00218847-0.00117122j 0.00190383-0.00034965j -0.00198333+0.00145043j 0.000835338+0.000421166j 0.00148315-0.000864456j -0.00152935+0.00121714j 0.00249133-0.00135582j 0.000239009-0.000631925j 0.0029503-0.00315885j -0.00267305+0.00121244j 0.00297655-3.58761e-05j 0.00110311+0.00171304j -0.00189379-0.000858342j 0.00143643+0.00141508j -0.00138337+0.000426009j -0.00250006-0.00112448j 0.00052339+0.000605725j 0.00139371+0.00099871j 0.00474175-0.00155865j 0.000136262+0.00263554j -0.00368581+0.00145084j -0.000703026+0.00178308j -0.00129028+0.00106973j -0.00204487-0.000914481j -0.000220935-3.09483e-06j 0.000813046+0.000324883j -0.00561687+0.00140575j -0.00425+0.000431759j -0.000268493-0.00119182j 0.00610708-8.8411e-05j 0.00349987-0.00124403j -0.00167319-0.00134588j -0.00124879+0.000557722j -0.00102116-0.00192789j -9.79533e-05+0.000403123j 0.000382966+0.00210104j 0.000604217+5.46195e-05j -0.00239597+0.00164496j 0.00483179+0.00133075j -0.00549102-0.000402631j 0.00370176+0.000751601j -0.000223403+0.000876839j 0.00560258+0.00124346j 0.000746149-0.000200764j 0.00108835+0.000497198j 0.00152217-0.000129601j -0.000391072-0.00162704j 0.000594042+0.00206983j 0.00359553+0.000859397j -0.00137158+0.00191736j -0.00375734-0.00219561j 0.00244518-0.00114419j -5.7777e-05+0.000751334j -0.00238516+0.00138712j 0.00146076+0.000681809j -0.00122511+0.00118533j 0.00128723-0.000623281j -0.000894302+0.00128694j -0.00152469+0.000219201j 0.00364911+0.0017383j -0.00262432-0.00263504j 0.000126293+0.000553828j -0.00245534-0.00147044j -0.00180517-0.00156984j 0.0017016+0.00126257j 0.000598335-0.000727673j -0.00166257-0.00125374j 0.00163708+0.000583334j 0.00242634+0.00129388j 0.000300223-0.000831062j -0.0018456-0.00128072j -0.000277357-0.000513118j -0.000845708-0.000564802j 
0.000591374+0.000261348j -2.78546e-05-0.000787534j 0.00125768+0.000618112j 4.62777e-05-0.00093497j -0.00135141-0.000838398j -0.000497328-0.000258175j 0.000735831+0.00149698j 0.000164574+0.000121246j -0.00158572+0.00115501j 0.00185463-0.000860111j -0.00143467-0.00108997j -0.00128518-0.000371072j -0.00179949-0.00478118j 0.000898893+0.00183145j -0.000520879+0.00121453j 0.000755075+0.00171204j -0.000309301-0.00278411j 0.000732671+0.00410193j 0.00127269-0.00141491j 0.00269878-0.00496933j -0.000915031+0.000610134j -0.00141624+0.00138591j 0.000368551-0.0033986j -0.00124586+0.00541017j 0.0010027+0.00361366j -0.000773611+0.000994048j -0.00159729+0.00480771j 3.84344e-05-0.002649j 0.00132755-0.00236182j -0.00143829+0.00375463j 0.00051233+0.00417451j 3.03618e-05+0.00334661j 0.0013079-0.00324949j -0.00077518-0.000777006j -0.000145141-0.00238337j 0.000774839-5.4713e-05j 0.000816722+0.00066287j 0.00304657-0.00782762j -0.00256672+0.00615582j -0.00189139+0.00474733j -0.000656845-0.000276623j -0.000134775+0.00160786j -0.0015846+0.00191597j 0.000799256+0.00040366j -0.00226652+0.00314829j -0.00192209+0.00334843j -0.00303333+0.00211603j 0.00125073-0.00279176j -0.000654369+0.00387534j 0.00168868-0.00103849j 0.00282269-0.00470429j -0.000510713+0.00317869j -0.00258145+0.00124932j -0.00216862+0.00401103j 0.00213736-0.00283222j -0.000617126-0.0027395j -0.00067317+0.00148431j -0.00167179+0.0052991j 0.000912181-0.00227307j -0.00343467+0.00215957j 0.00167785-0.00125634j -0.000751868+0.000274605j -0.000943995+0.000609035j -0.00253865+0.00136985j 0.00423324-0.0018214j -0.000995369-0.00052899j 0.00177574-7.15902e-05j 0.00101618+0.00146375j -0.000585642-0.00192432j 0.000760346-0.00022679j 0.00147144-0.000530594j -0.0004556+1.61817e-05j -0.00150714+0.000133438j 0.000832699-0.000684364j 0.00128849+0.000402871j 0.00101872-0.000550312j 0.000496869+0.000275579j 
0.00148286-1.33322e-05j -0.00173484-0.000204469j -0.00130692-0.000626798j 0.00101922+0.000345037j -0.000253918-0.000866452j -0.000335-0.000204967j -0.00042003-0.000835502j -0.000314116-0.000653481j 0.00046907-0.000550971j 0.00162801-0.000312455j -0.000436573-0.000162475j 0.00134767-0.000484096j -0.000597541-0.000150693j -0.00154885+0.000659181j 8.31562e-05-0.000170421j -0.000841112-0.000562442j -0.000606998-0.000273492j -0.0006112+0.000401278j 0.000329465+0.000631873j 0.000957692-0.00027197j 0.00211951+1.1279e-05j 0.000221162+5.30702e-05j -0.000837922+0.000125189j -0.000696807+0.000428706j -0.000236654-0.000148171j 0.00105437+0.000767585j -0.000905985+0.000115912j 0.000208237-0.000693067j -0.000601571-0.000315013j 0.0017596+0.00159462j -0.000743664-0.000685631j -0.000288246+0.000224757j -0.000416165+0.00173063j -8.37883e-05+0.000455361j -0.000855382-0.000978j 8.44441e-05-0.000271652j -0.00178133+2.60284e-05j 0.000587408-0.000879974j -0.00115494+0.000412268j 0.000568717-0.00155919j 4.90128e-06+0.000215952j -0.00106673-0.000610761j 2.87584e-05+0.000477135j 0.000404807+0.000870296j -0.00053794-0.000908382j -0.000192604-0.000444407j -0.000150725-0.000333107j -0.000463678-0.00147136j 0.000265484+0.0019181j -0.000354227-0.000214815j -0.000283326+0.000860316j -7.79268e-05+0.00123495j -0.000368027+0.000611874j -0.00062052-0.0011112j 1.85547e-05-0.000940818j 0.000517328+0.000774401j 0.00173135+0.000298364j -0.00124947-0.000126965j 0.000996146+0.0010239j -2.50607e-05+0.000611457j -0.000560332-0.00126458j 0.000102896+0.000290435j 0.000131949+0.00022137j -0.00134379-0.00077329j -0.00138543-0.00066284j -0.000722084-0.000687737j 0.00154289+0.000351294j -0.000832961-0.00010755j 0.000601093-4.7588e-05j -0.000271439+0.000605652j -0.0011781+0.00146341j 4.11017e-05+0.000440371j -0.000596844+0.00100925j 0.00153549+0.0020609j 0.000881777+0.000326513j -0.00176972-0.00191531j 0.000458453+0.000542672j 
0.000116668-0.0016484j -0.00120107-0.000694947j -0.000667725-0.000671793j -0.000853398-0.000900964j -0.000128276+0.000841252j 4.44732e-06+0.000368086j 0.000594993+0.000806805j 0.000784802-0.000513357j -0.000895904-0.0020765j -0.000684701-0.00134011j 0.000831105+0.00232131j 0.00153119+0.0017256j -0.00084573-0.00023804j -0.00152425+5.89237e-05j 0.00030988-0.000227141j -9.56964e-05+0.0024907j -0.00043093-0.000914727j -0.000914155-0.000879915j -0.000276097-0.000305046j 0.00241712+0.00264943j 0.000364227-0.00218369j -0.000427239-0.000475767j -0.000929977+0.000136682j -0.00135418-0.00181278j -0.000905821-0.00132988j -0.000991865-0.00220172j 0.000857382+0.000663951j 0.00116274+0.00198165j -8.2491e-05-0.000363736j 5.61539e-05-0.00239424j -0.000466429+0.00233102j 0.000414622-0.00237133j 0.000270736-0.000860354j 0.000245285+0.00146333j 0.000184308+0.00106318j 0.0012852+0.002782j -0.000460467+0.00294627j 0.00150118+0.0034265j -0.000661324-0.00103732j -0.00044505+0.000796639j 6.89497e-05-0.00233637j -0.00169814+3.09966e-05j -0.000399475+0.000687867j 0.000619824-0.00147003j -0.00118613+0.00143583j -0.000897841+0.000351799j -7.20224e-05-0.0033305j -0.00105118-0.000582674j 0.00136217-0.00140267j 0.000405844+0.00047979j 0.000365265+0.00154707j -0.000636796-0.000151282j -0.000328415+0.000776176j -0.000884512-0.00111693j -0.000573699-0.000539132j 0.000110627+0.000914789j 0.000346635+0.00316532j -0.0015739-3.37828e-05j 7.63567e-05-0.000388389j -0.0004285-0.00212781j -0.000689111+0.0017808j 8.10429e-05-0.00400082j 0.000915749+0.000374077j -0.000867738-0.00169649j -0.00105329+0.000787855j -0.000987929+3.71674e-05j 0.000754738-0.00102989j 0.00120757-0.00188255j 0.000796307-0.00205468j -0.000347158-0.00252522j -0.000730469+0.000463603j -0.000266753-0.000739175j 0.000353381+0.000328416j 0.000717864-0.000876997j 0.000720762-0.00121218j -0.00093366-0.00112074j 0.00116553-0.00135372j 
-0.000574933+0.000150665j 0.00138131+0.00317044j 0.000969162+0.00221095j 0.000271348+0.000640411j 0.000807226+0.00128976j 0.000822364+0.00131733j 0.00184682+0.00142769j 0.000230468+0.00129474j 0.000242085+0.00217007j 0.000474498+0.00069858j 0.000426293+7.42798e-05j -0.000135176-0.00193942j -0.000495217+0.000340594j -0.000404596-0.000551089j -0.000428525+0.000451816j -0.000167716+0.000437859j 0.000756861+9.62621e-05j 0.000889209+0.00174554j -0.00041866+2.92033e-05j -0.000129175-0.00125916j 0.000396004+0.000842786j 0.000532684+0.00082095j 0.000336791+0.00181454j 0.0014289+0.00143843j 0.000999595+0.000438085j -0.000420454+0.000535077j 0.0008697+0.00104771j -0.000644471-0.00342094j 0.000698836+0.00241923j -5.67392e-05-0.00110088j 0.000815028-0.000380297j 0.00035103+0.0013738j -0.0013694-0.000815515j -0.00086988-9.4632e-05j 0.000530557-0.000400286j 0.000651382-0.00207916j -6.31967e-05-0.000892948j 0.000497779-0.00213172j -0.000105686-0.000428445j 0.00142033+0.00362657j -0.000259606-0.00140265j 0.000921148-0.000205126j 0.000266026-0.00130954j 0.000926979-0.00223204j 0.000606254-5.65919e-05j 0.00134953+0.00187894j -0.000268702+0.00350143j -0.000356409+0.00142299j -0.000143732+0.000262603j -0.000388566+0.000947169j -2.22626e-05-0.00155177j 0.000622251-0.000539604j 0.000482746-0.000959864j -0.00118981+0.00266151j -0.000229753-0.000162936j 0.00101206-0.00168196j 0.00062852-0.000964172j 0.000209558+6.14373e-05j 0.000263448-0.00148853j -7.39458e-05-0.00054061j -0.00140713+0.000627535j -0.000581639+0.00277584j -0.000204518-0.000467728j -0.00107241+0.00105064j 0.000267791-0.000494909j -0.000226223-0.00051691j -8.24031e-06-0.000884988j -0.000893405-0.000267192j -0.00140396+0.000643159j -0.000501281+0.000240066j 0.000708272-0.00303835j -2.52821e-05+0.00224407j -0.000438574-0.0020099j -0.000153982-0.00178052j -0.000773596+0.000377397j -0.00104829+0.0041186j -0.000484412+0.000870447j 
0.000445922-0.000775005j -0.000228813-0.00157245j -0.00028247-0.00188557j -2.09574e-05+0.000276104j -0.000153674+0.000497399j 2.37663e-05+3.45182e-05j 0.000218631+0.00121334j -0.000292175-0.00220394j -0.000916282-0.00240837j -0.00109891-0.000247646j 0.00116096+0.00259344j 0.000254968+0.00306287j -0.00213913-0.003458j 0.000158767+9.37383e-05j 0.00015262-0.00067862j 0.00374496+0.00492971j -0.00200193-0.00202432j 0.00149037-0.00014329j 0.00115222+0.000954688j 0.0021739+0.00395505j -0.00200005-0.00254315j -0.000318767-0.000210784j -0.000377926-0.00112856j 0.000240811-0.0014751j 0.000738121-0.00106914j 0.000268513-0.000361879j 0.00198877+0.00249166j -0.000560811+0.00100121j -0.000343539-0.000833629j -0.000357351-0.00181958j 0.00236403+0.00458555j -8.05479e-06-0.00166034j 0.000655715-0.00103549j 0.00117759+0.000998089j -0.000230251-0.00164202j 0.000115642+0.00353632j 0.00163031+0.00361399j -0.000808415+0.000253485j 0.00187355-0.000797393j 0.000114724+0.00153934j -0.00088031-0.00560207j -0.00015384+0.00107301j 0.000216899+0.00125843j 0.000419699-0.000926372j 0.00028424+0.000591413j -0.00114847-0.000419696j 0.000101786-0.00528925j -0.00135963-0.0032878j 0.00144846-0.00067095j 0.000202113-0.0012653j -0.000114481+0.00274578j 0.000846339+0.00320726j 0.000146971+0.000474917j 0.00193896+0.00138621j -0.00060164-0.000541664j -0.00103983-0.00171406j -0.000714436+0.0059434j -0.000142571+0.00339566j -0.000262163-0.000567839j -0.000808876-0.00199667j 0.00101737+0.00145339j 6.67054e-06-0.00585053j 4.41544e-05+0.00137873j 0.00138932-0.00219065j -0.00014452+0.00104108j 0.000273705+0.000590401j -0.00122792-0.00169058j 0.00178745-0.00412671j 0.00101781-0.00312568j 0.00014869-0.0018806j -0.000785487+0.000897318j -0.000151119-0.000174506j 0.000736114+0.0001893j -0.000443318+0.00197384j 0.00102476-0.000448773j 0.00089185-0.00224682j 0.000915556-0.001098j 
-0.000786759+0.000448383j 0.000797765-0.000397012j 0.000113079+0.00146996j 0.00121901-0.00073698j -0.000264464-0.00175918j -0.00222875-0.00157211j 0.00224969+0.00220089j -0.00181998-0.000799059j -0.00108596-0.000871372j 0.00377322-0.000638293j -0.00349996-0.0021243j -0.0019634-0.000312403j -0.00372175-0.00493734j 0.00257477+0.00322332j -0.000644249-0.00175527j 0.00226783+0.000955896j 0.000338265-0.000307369j 0.000877205+0.000719996j 0.00100435+0.000360187j -0.000169245-0.000677457j 0.00142524-0.00134664j 0.000872645-0.000211043j 2.95925e-05-0.00550467j 0.00442685+0.00275728j 0.00202478+0.0043128j 0.00391809+0.000494107j -0.00142091+0.00421857j -0.00110494+0.000718576j -0.000196429-0.00200217j 0.00124915+0.00105008j 0.00309527+0.00676587j -0.00021205+0.00543795j 0.00088596-0.00169103j -0.00220353-0.004022j -0.00165399-0.0034035j -0.00271043+0.00163909j -0.0028122+0.00171845j -0.00399765-0.00454146j -0.00164926+0.00376613j 0.00143695+0.00216641j -0.00110128-0.00104158j 0.0038299+0.00313823j 0.000182752-0.00218779j 0.00219651+0.00370245j -0.00153303-0.000674118j -0.00224701+0.00141712j -7.53817e-05-0.00239107j 0.0013517-0.0023753j -0.00150958-0.000139468j -0.000909799-0.00176773j -0.00164466-0.00276465j 0.00287827+0.0023201j -0.00180722-0.00138156j 0.000724344+0.00389786j 0.00148452+0.00222912j -0.00176304-0.00426841j -0.000365693+0.000529425j -6.60809e-05+0.00563405j 0.00355296-0.00127899j 0.00125453+0.0036738j -0.00110524-0.00197905j 0.00407102+0.00125659j 5.34234e-05+0.00178083j -0.00078831-0.00253081j -0.00018201+0.000922085j 0.000979988+0.00116672j 0.00166771+0.00154823j -0.00148266+0.00194776j 6.22362e-05-0.00358834j 0.00125895+0.000695487j 2.0851e-05+0.0010862j -0.000230591-0.0011348j -0.0017078-0.00239852j 0.00234268+0.000916238j -0.000565641+0.000200104j 0.00146913+0.0005715j -0.00120032-0.000647364j 
-0.000934021-0.0010375j 0.00113294+0.000462146j -0.0017092-0.00211943j 0.00204853+0.00106966j 0.00238625+0.00238727j -0.0019062+0.00135283j 0.000721953-0.00137233j -0.00213018-0.000788699j 0.00170968-6.30997e-05j 0.00178358-0.000456389j -0.0015889+0.00254941j 0.000253978+0.000567085j 0.00104706+0.00311773j -0.00023949-0.00249088j 0.000127259+0.000288598j -0.00142271+0.00164335j 0.0017725-0.000202271j -0.00150526-0.00163125j -0.00103651+0.00115618j -0.00199526+0.00306204j 0.00296663-0.00091048j 0.00144463+0.000429561j 0.000268537+0.00518439j 0.00320225-0.00341363j 0.000548897-0.00418113j 0.00300146-2.50772e-05j -0.00115769-0.00212993j 0.000657002+0.00125001j -0.0013985+0.00102825j 0.00278874-0.0020216j 0.00194429-0.0036794j 0.000536795-0.00329184j -0.000470043+0.00227819j -0.00341453+0.00381056j -0.000257172+0.00220003j -0.00179552-0.000136596j -0.00532771-0.00118697j -0.00468742+0.00205869j 0.000713109-0.00469439j 0.00193654-0.0014491j 0.000945997-0.00202375j 0.00252512-0.0015987j -0.000299538+0.00139467j 0.0036051-0.00283707j -0.000196406-7.2149e-05j -0.000372495-0.00306144j 0.00137777+0.001288j 0.000507909+0.000987969j -0.00151675-0.00252008j -0.00307141+0.00111044j -0.00424996+0.00211794j 3.12396e-05+0.000269177j -0.000662728+0.000595278j 0.000627819-0.00189391j 0.00188862+0.00116941j 0.000405102+0.00111762j -0.00109209-2.14089e-05j -0.000533366-0.0032732j 0.00168953+0.00395331j 0.00405657-0.000767281j -0.0028911+0.000788877j 0.00404126+0.00046549j 0.000934116-0.000490135j -0.000311148-0.00112156j -0.00215355-0.000322902j 0.00115622+0.00133801j 0.00251549-0.000611648j 0.000498577-0.00285213j -0.000564279+0.000123678j 0.000843113+0.00165429j -0.000684302-0.000974767j -0.00157809+0.00131601j -0.0021339-0.000929288j 0.00166921+0.00324896j 1.47227e-06-0.00183694j 0.0008631+0.000807021j -0.000520747-0.00183229j 
0.00143964+0.000489932j -0.0007191-0.000525618j -1.29313e-05+0.000815535j 0.0012821-6.65843e-05j -0.000478877-0.000596167j -0.00100132+0.000256329j 0.000495601+0.00152771j 0.000448789+0.0012142j 0.00149667+0.000382168j 0.00353223+0.00048319j -0.00238249-0.00091135j -0.000105462+2.3451e-05j -0.00123983-0.00143759j -0.00118811-0.000957924j 0.000125589-5.60663e-05j -0.00234113-0.00205393j 0.000271221-0.000147712j 0.000228538-6.79682e-05j 2.34864e-05-0.000438471j -0.00129323+0.000146478j 0.00375946+0.00212108j 0.000408203+0.000183466j -0.000913745-0.00179926j 0.00158782+0.000576727j 0.00115516+0.0013679j 0.00255383+0.000143452j -0.00134543+0.00115449j -0.000952184+8.39316e-05j -0.000117945+0.000110537j 0.00287833+0.00151245j -0.00168503-0.00047357j 0.00119069+0.00260975j -0.000550462-0.000511494j -0.00179882-0.00149859j -0.00130162-0.00135736j -0.0016903+0.000582489j -0.00396941-0.00160999j -0.00205322-2.66076e-05j -0.00118566-5.66843e-05j 0.000410887+0.00160029j 0.00117146+0.000750905j 0.000373011-0.0013283j 0.00031669-0.00111022j 0.0018484+0.0015054j -0.00139906-0.00156432j -0.000594863+0.00085773j 0.00140169+0.00120185j 0.000121835-0.000747659j 0.000257357+0.00208162j -0.000961504+0.000464524j -0.00134588-0.00167672j 0.000943028-0.000804848j -0.000873927-0.000992942j -0.000414729-0.000572405j 0.000509745-0.000650439j -0.000539904-7.09361e-05j -0.000459626-0.000118935j -0.000550245-0.000952613j 0.00163596+0.000263035j 0.00137346+0.000928267j -0.00216045-0.00229773j 0.00251486+0.00285673j -0.000225368+0.00102809j -0.000462493-0.00200849j -0.00109421-0.00217234j -0.000484853-0.00209164j 0.00185979+0.00202558j -0.000255909+0.00134925j 0.00113462+0.000291874j 0.00157256-0.000218484j -0.000792925-0.00146344j -0.000184746+0.000486627j -0.000756203-0.00121209j 0.002278+0.000511234j 0.00050791+0.000990365j -0.0004656-0.000547644j 0.000683585+0.000933835j 
0.000508919+0.0020393j 0.0011773+0.00156227j 0.000820024+0.00150582j 0.00244142+0.00225391j -0.000448787-0.00046135j -0.000272862+0.000480999j -0.000912292+0.00015459j -0.00282372-0.00038648j -0.00112201+0.00128388j -0.000923848+0.0020473j 0.00115733+0.000188364j -0.00173131-0.00182971j -0.00171473-0.00254355j 0.00232254+0.000702404j -0.0011723-0.000402254j 0.00533801+0.00229553j -0.00211916-0.000991439j 0.00270616+0.00325866j 0.0032487+0.00253283j 0.000740965-0.000537506j -0.00393627-0.000177039j -3.65735e-06-0.00011517j 0.000436458-0.000181854j 0.00177625+0.00105264j 0.00201724+0.00180045j 0.00173773+0.00256081j 0.00117002+0.00260289j -0.0023902-0.00498105j -0.000755335+0.00132371j -0.000206348+0.000143139j 0.00445643+0.00123343j -0.000898446+0.00300207j 0.00118009+0.00124877j 0.00144245-0.000891683j -0.000767484-0.00389789j -0.000333301-0.00160962j 0.00408619+0.00113935j -0.0021603-0.00579522j 0.00232425+0.00155658j -0.00100814+0.000636438j -0.00246596-0.00392955j 0.00277166+0.00114161j 0.000767631-0.000634354j 0.000336765+0.000235815j 0.00150282-0.00230452j -7.44284e-05-0.000203593j -0.00224678-0.000200784j -0.00176398-0.0027311j -0.000782039+0.00241402j -0.000723584-0.00145466j 0.00112154+0.00186205j 0.0033411+0.00416666j 0.00102153-0.00133479j 0.00206529+0.00452578j 0.000361742+0.000228497j -0.000817623-0.00438463j 0.000470306+0.000300369j 0.0023997+0.0045659j 0.000639247-0.00214982j -7.19803e-06-0.000553057j 0.00153459+0.0003773j -0.00226271-0.000109019j -0.000977788+0.000235047j 0.000597517+0.00167718j 0.00149281+0.00194903j 0.00227145-7.66917e-05j -0.00281008-0.00230179j -0.00086613-0.00121748j -0.00176955-0.000503049j 0.000753521+0.00305778j 0.00212399+0.000558821j 0.00020635+0.00216074j 0.000640436-0.000543399j 0.000293361+0.0019438j -0.000275993+0.00250431j 2.01284e-05+0.00181024j -0.000883267+0.00218336j 
0.000364201+0.00167785j 7.58925e-05-0.000652338j 0.000554229+0.000588288j -0.000687708+0.000710841j 0.00180905+0.00207602j -1.96014e-05+0.00144595j 0.00208781+0.00430559j 0.00132521+0.00193498j 0.000734562+0.0012714j 0.000827188+0.00333939j 0.000371+0.000789796j 0.0013376+0.0026346j -0.000588466-0.00282199j -0.00252358-0.00494325j 0.000316738+0.000694267j 0.000143773-0.000262505j 0.00144973-0.00107464j -0.000448252-0.000591015j -0.000635045-0.000733848j 0.000653514+0.00317158j 0.000762773+0.00485208j -0.000152943+0.00120504j -7.77052e-05-0.00136966j -0.000221587-9.40909e-05j -0.000277569-0.000201303j -0.00161799-0.000423695j -0.0001262+0.000998414j 0.00140579-0.00117297j 0.000821857+0.00143983j -0.00160461+0.00037845j -0.00036809+0.000240043j -2.54843e-05+0.00105772j -0.00251237-0.00413196j -0.00115984-0.000975807j 0.00209745-0.000692099j 0.000706605+0.00127245j -0.00131842-0.0036296j 0.00154341+0.00237352j -0.00113134-0.00406886j 0.000443294+0.00725049j 0.00109642-0.00281001j 0.000609123-0.00207562j 0.000457518-0.00141492j 0.000425725-0.00155204j 0.000759993-0.000607382j -0.000459677+0.00294375j 0.000366496+0.00156846j 0.00129585+0.000291953j -0.00195443+0.000296754j -0.000188898+0.000844571j 0.000290869-0.00184899j -0.00041918-0.00119099j 6.69021e-05-0.00148969j -0.000488322-0.0004748j 0.00125626-0.00084688j -0.000487451-0.000180112j -0.00150556+0.00506297j -0.000135509-0.00306813j -0.000174568-0.000123553j -0.000388428-0.00172038j -0.000479832-0.00111413j -0.00103069+0.000821241j -0.000471396+0.00102409j 0.00111642-0.00394408j 0.00140117-0.00367262j 0.00106844-0.00266472j -0.00036235+0.00228263j 0.000562006-0.00277181j 0.000199988-8.95959e-05j 0.000678412-0.00272368j -4.83185e-05-0.006046j -0.00175421+0.00100221j 2.12244e-05-0.00385082j -0.000739361-8.14194e-05j -0.000940627+0.000730552j 0.000563242-0.00102402j -0.000666552+0.00118756j 
0.00166563+0.0017775j 0.000203318-0.000122707j -0.000276676-0.000542184j 0.00182899+0.00282599j -0.000332827-0.000915564j -0.000186519+8.61932e-05j -0.00353997-0.00276109j -0.000627243-0.00124448j 0.00245415+0.000143703j -8.10881e-05+0.000714671j -0.00069445+0.000743875j -0.00113857-0.00159726j 0.00358061-0.000391392j -0.000558727-0.000343174j 8.7569e-05+0.000183004j -0.0026547+0.00195533j 3.71085e-05-0.00162166j 2.14509e-06+0.00197466j 0.000798116+0.00356056j -0.00244701+0.00094438j 0.000862381-0.000930838j 0.000183896-0.000576857j 0.00134737+0.00178864j -5.18062e-05-0.000244586j 0.000177149+4.95552e-05j 0.00162538+0.00294456j -0.00243884-0.000514304j -0.00104948-0.00329189j -0.00021145+0.000385043j 0.00237436+0.00162315j -0.00312242-0.00233072j -0.000544122-0.000599363j 0.000967999+0.0042976j 0.000809011+0.00220522j 0.000928058-0.001508j -0.00261924-0.00210638j -0.00160515+0.000320895j 8.36125e-05-0.00271405j 0.000833105+0.000718444j -0.00213252-0.00427584j 0.00338795-0.00090571j -0.00126358-0.000872993j -3.80651e-05+0.000952077j 0.000179897+0.000712403j 0.000768535-0.00247738j 0.000696525-0.00308636j 0.00249732+0.000789436j 0.00116838-0.00219515j -7.13839e-05+0.00317942j 0.000166341-0.00047343j -0.00116314+0.0032531j -0.00185545+0.00318425j 0.000846632+0.000210677j -0.000633844+0.000643766j 0.000339963-0.00073316j 0.00213803-0.000473498j -0.00254243-0.00192625j -0.00201044-0.000515216j 0.00105094+0.00145893j 0.00152534-0.000807291j -6.775e-05+7.56382e-05j 0.00180778+0.000425995j -0.0015545-0.00074117j 0.00120839+0.0021944j -0.0013457+0.000255766j 0.000481734-0.000234407j 0.000455553-0.00181795j 0.00157709+0.000282204j 0.00203503+0.00224594j 0.000948278+0.003749j -0.000370863+0.00173315j 0.000205974+0.00134385j 0.000670336+0.00220671j -0.000206068+0.00341721j 0.000161216+0.00213325j -1.54428e-05-0.000531497j 0.00042008+0.00228488j 
