0.0044565+0.00592306j 0.00945803-0.00271275j 0.00525543+0.0014411j 0.00204054-0.00305146j 0.0013209-0.000681059j -0.00503993+1.85515e-05j -0.000939176+0.0031084j 0.00470574+0.00197629j -0.00236065+0.0010662j -0.00150904-0.000514078j 0.00312294-0.000831316j -0.00324129-0.00331512j 0.00279331+0.000545352j 0.00160443-0.000663187j -0.00142113-0.000766221j 0.00114705+0.00025693j 0.00271933+0.000559341j 0.00230218+0.00258939j 0.00193388+6.31721e-06j -0.00171391-0.000884442j 0.00106844-0.00195367j -0.00140903-1.53901e-05j 0.00298355+0.000377202j -0.00148351-0.000631833j 0.00017972-0.000248936j 4.58489e-05-0.000836232j -0.000472965-0.0015388j 0.000278178+3.92274e-06j -0.00239069+0.000923344j -0.00265944-0.000311476j 0.00119956+0.00107025j 0.000237556+0.00251381j 0.000449985+0.000746818j 0.00209635+0.000342621j -0.000420757+0.0010261j 0.0033039+0.000457068j 0.00149095-1.01311e-05j 0.00221719-0.00143069j 0.00132671+0.00186969j -0.00220814+0.000172863j 0.00352883-0.00198916j 0.00280439+0.00197697j -0.00352681+0.00150766j 0.00442313+0.00307651j 0.00521858-0.00204621j 0.00124843+0.0043232j -0.00850857-0.00180684j -0.00452713-0.00333946j -0.00732421-0.0085172j 0.0198468-0.000213607j 0.0190102-0.0325337j 0.318068+0.0103801j 
0.0020995+0.00129291j 0.00264921-0.000725892j 0.00780954-0.0025552j 0.00190671-0.00299913j -0.0073277-0.000127813j -0.00445453-0.00229436j -0.00243497+0.00665393j -0.0122401+0.00214726j -0.0156627-0.00230637j -0.0178315+0.00248634j 0.0330809+0.00949182j -0.016957+0.0016671j -0.0200116-0.00309027j 0.0154415-5.658e-05j -0.0214341+0.0024613j 0.0114931+0.00291647j -0.0121362+0.00615761j -0.0367346+0.000623829j 0.0763717-0.000358126j 0.013609-0.00995011j 0.140079-0.00550807j -0.00288829+0.00691057j 0.0382212+0.00143828j -0.01337+0.00237412j -0.00650661-0.0006298j -0.0123105-0.0127293j -0.00715575-0.00171362j 0.0193396-0.00192603j -0.00933114-0.000226178j 0.0214604-0.00575376j -0.00704826+0.001238j -0.015409+0.00528271j -0.00152501+0.000816309j -0.000289588-0.000760074j -0.00784884-0.000837799j 0.0159755+0.000142751j 0.00714068+0.002391j 0.0078815+0.000223596j 0.00300267+0.00452096j -0.0119032+0.000453995j 0.00170862+0.00214336j -0.000530073+0.00299135j 0.000244396+0.000674882j -0.00113029-0.000159774j 0.00872417-0.00211472j -0.00348718-0.00106182j 0.00621792-0.00366091j -0.00257104+0.00187871j 0.000208053+0.00103142j -0.0030504-0.000720617j 0.00533399-0.000340274j -0.000604028+0.00273436j 
0.000751235-0.00147602j -0.00247537-0.000763717j 0.002171-0.00105419j 0.00376942+0.000150331j -0.0017036-0.0033817j 0.00227789+0.00349781j 0.00714657+0.00580565j 0.0113517-0.00205121j -0.0267577+0.00182065j -0.0245373-0.00865561j 0.00756046+0.00679013j -0.0332718+0.00415497j 0.0867596+0.00333872j -0.035199+0.00281296j 0.0359878+0.000292393j 0.0337441-0.00716148j 0.0281202-0.0053152j 0.0051769+0.00304147j 0.0272728+0.00831839j 0.0726881-0.00301301j 0.0053684-0.00700651j -0.0545837-0.00420044j 0.0140288-0.00309491j -0.010428-0.00227305j -0.0115019+0.00196544j 0.00353861+0.000322375j -0.0136262+0.00130261j 0.0130713-0.000964203j -0.00314002-0.00249358j -0.00414109-0.00413976j 0.000726003-0.00376022j -0.0061597+0.00220516j -0.00219991-0.00710877j -0.000221605-0.00114101j 0.00142177+0.000757919j -0.00157849+0.000690141j 0.00176624-0.0022508j 0.00332026+0.00432642j 0.000650195+0.00102461j -0.00431546+0.00158043j 0.00506393+0.000725596j -0.000823037+0.00326701j -0.00453881+0.000805072j 0.00174005+0.00100072j 0.0044091-0.00363298j 0.00581887+0.0017771j -0.00484856+0.00106244j -0.001841+0.000764595j 0.00151758-0.00131999j 0.00159354+0.00147685j 0.00140243-0.000891094j 0.0014401+0.000599074j 
0.00238038+8.17378e-05j -0.0016507-0.000538101j 0.00719512-0.00185746j -0.00866349-0.00100726j -0.00661426-7.39631e-05j 0.00988956+0.00462842j -0.0275026-0.00588843j 0.0306775-0.000197227j 0.0097692-0.0119254j -0.0243876-0.00146982j -0.0110171+0.00485563j -0.00242244-0.000703292j 0.045251-0.000893995j 0.00500522+0.00611117j -0.0743659+0.00385067j -0.0270798+0.000623504j 0.0410134+0.00441325j 0.0146449+0.00230164j 0.155463-0.0105813j -0.0538208+0.00462959j -0.0308495-0.0014125j 0.00235591+0.00041703j -0.00084227-0.00410702j -0.0198557+0.00262957j 0.0138209-0.000572216j -0.00143424+0.00510873j 0.00306519+0.00390545j 0.0132617-0.0049823j -0.00941937+0.00175769j -0.0109338-0.00448228j -0.00880406+0.00222087j 0.0107298+0.000321501j -0.00326303+0.00264443j 0.000442994+0.00440069j -0.00972264+0.00522423j 0.00819029-0.00607735j -0.00187611-0.00359559j 0.00478519-0.00393166j 0.0103697-0.00428138j -0.000811023+0.00576907j 0.0107647-0.00107738j 0.000786008+0.000942953j -0.00155405-0.00242202j 0.000487105+0.00190297j -0.00352943-0.00285693j 0.00266468+8.63938e-05j 0.00198165-0.00206122j 0.0050412+0.00242254j 0.000897283-0.00350665j 0.00399807+0.00181484j 0.00141045-0.00177165j 0.0028738+0.000462394j 
-0.00130473-0.000211807j 0.000887523+0.000939299j -0.000265495-0.00373162j -0.00258367-0.00414242j 0.0080114+0.0136319j 0.0171785+0.00739806j 0.00619432-0.0022408j -0.0328061+0.000406892j -0.00223975+0.00307985j 0.0128302+0.00622059j 0.0138647+0.00354128j -0.0475547-0.000292166j -0.0621708-0.000480212j -0.00119316+0.00740477j -0.00547242-0.00585639j -0.141753+0.00297137j 0.0147436-0.00222754j 0.106365-0.00765939j 0.0186316+0.000937483j 0.0482847+0.00119589j -0.00934432+0.00328182j 0.0463741-0.00132908j 0.00390937+0.00459575j -0.0110288+0.00046963j 0.00898008+0.00129239j -0.0251742-0.0201319j -0.00706074+0.00459032j 0.00108362-0.00335963j -0.0092667+0.00106713j -0.00170569+0.00105701j 0.00992839-0.00033536j -0.00465433-0.00259744j 0.00265029+0.00277613j 0.00745037-0.000430892j 0.00573196-0.00555825j -0.00103645+0.000687634j -0.00342607-0.000300829j 0.00610648-0.00477364j 0.00694089+0.000265571j -0.0071501+0.00104834j -0.00451992+0.000106246j 0.000610355-0.00090201j -0.00700926+0.00325601j 0.00214524+0.00262469j 0.00359146+0.00162319j 0.00447385-0.00314959j 0.00918691+0.00332768j -0.00828866+0.00220202j 8.81488e-05-0.000253826j 0.00184927-0.00211711j -0.00102725-0.000365648j 0.00137605-0.000842036j 
0.00516978+0.00031622j -0.000133779-0.00296004j 0.00496147+0.00183615j 0.00619294-0.00124629j 0.00858958+0.00191629j 0.00461797-0.00147371j -0.0230252-0.00249497j 0.00248218-0.0024479j -0.0810388-0.00463739j 0.00199339+0.00824866j 0.00859035-0.00531183j -0.000662058+0.00443221j 0.00298668+0.0102658j 0.0487797-0.0104999j 0.0582108-0.00709827j -0.0727453-0.00339497j 0.0957243-0.0002504j -0.0189552-0.0016092j 0.0209796+0.00325548j -0.0186473+0.00188424j 0.00350552-0.00242202j -0.00752423-0.00380591j -0.00608939-0.00260207j -0.0117678-0.00430951j 0.00483994-0.000222805j -0.000274542+0.00567022j 0.00899896+0.00131035j 0.00904816+0.00266079j -0.00253627-0.000333481j -0.00502032+0.000397197j -0.00415664-0.00117637j 0.00618299+0.00197282j 0.00583068-0.00146361j 0.00178128-0.000342187j -0.0108555-0.000725593j 0.0042614-0.00183163j -0.00030996-0.00104617j -0.000414735-4.2743e-05j 0.00442592-0.00116264j 0.000991316-0.00190898j 0.012967+0.00310949j -0.00426203+0.00164905j 0.000965082-0.000526511j -0.00160749+0.00249732j 0.00152428+0.000681264j -0.00183702+0.000191334j 0.00545516-0.00084416j 0.000420517+0.00200784j 0.00548177-0.00204479j 0.000905541+0.0028864j 0.00180606-0.000830649j 0.0015343+0.000672836j 
0.00154544-0.00244658j -0.00481236-0.00212674j -0.00363178+0.00385733j -0.00201496-0.00210597j 0.0028738-0.0038349j -0.00594803+0.0109024j 0.0423395+0.00442058j -0.003957+0.00857409j 0.0296462+0.00813405j -0.0290983+0.00144014j 0.0839316-0.00047613j -0.0145084+0.00432839j -0.057192-0.00427352j 0.00124368-0.00555979j -0.0100187-0.00305845j 0.120093-0.010298j 0.106741-0.00238576j 0.0403677+0.00137888j 0.00205767-0.00523115j 0.00156038+0.00281703j -0.0121894-0.00302012j 0.03151+0.00789271j -0.00381445-0.00160233j -0.00016507-0.000102697j 0.00345633+9.33191e-05j 0.00579207-0.0046721j 0.00369694-0.00367216j -0.00654051+0.00122886j -0.00184642+9.72759e-05j -0.0129294+0.00144608j 0.00187346+0.0058599j 0.0106327-0.000650187j 0.00537286+0.00161443j 0.00632147-0.00199235j 0.00914036-0.000469229j -0.0013574-0.00242967j 0.000333937+0.00164844j 0.00632526-0.000687899j 0.00226468+0.00416553j -0.000296922-0.00313522j -0.00109777-0.00394404j 0.00767412-0.00162995j -0.00394639-0.000307137j -0.00555357+0.000688518j -0.000167326+0.00486164j -0.00245711+0.00219488j -0.00766932+0.00325037j -0.0046053-0.00460117j 0.000878571-0.000244677j 0.00283398-0.000370901j 0.000166576-0.00236796j 0.00368548-0.000597963j 
-0.00258993-0.0024063j -0.00454701+0.00088819j 0.000975266-0.00613871j -0.00743319-0.00497904j 0.00368079+0.0077078j -0.0215755-0.00480827j 0.00771201+0.00777092j 0.00667605+0.00480531j -0.00285516-0.00606121j -0.0430602-0.00161605j -0.032395+0.00920414j -0.0435641+0.000551731j 0.0165015+0.000851929j -0.0510477-0.00539477j -0.17744+0.0115563j -0.0625702+0.00582932j 0.0585775-0.00431725j -0.0013655-0.00361943j -0.0265689-0.0049792j 0.0207942+0.00229597j 0.000207918+0.00305078j -0.00115563-0.00292749j 0.00417406-0.000892005j -0.0117186+0.00437367j 0.000768726-0.0048872j 0.00619278+0.00309247j 0.00143305-0.0019743j 0.00557614-0.00178112j -0.00488624+0.00247302j 0.00298793+0.00259639j 0.00210683+0.00258595j 0.00150189-0.00198762j 0.00213032-0.00334365j 0.00779762-0.00439507j -0.000771352+0.00341439j -0.00408766-0.000748272j 0.00114297+0.00254778j -0.0077896+0.000176892j -0.00262154-0.0020219j -0.00521724-0.000950235j 0.000193797-0.00200878j -0.00241774+0.000529432j -0.000815999+0.000301274j 0.00676674+0.000910536j 0.0107319-0.00216562j 0.000127186+0.00193757j -0.00057397-0.00232676j -0.000774961-0.00035713j -0.00373637-0.000707328j 0.00366359-0.00224391j -0.000565349-0.000666793j 0.00142882-0.000500694j 
0.00507587+0.000952656j -0.00124805-0.00333918j 0.000952281+0.00341768j -0.012035-0.00277226j 0.0481318+0.00506015j -0.014141-0.00873748j 0.0295253-0.00121542j 0.0214484+0.00851484j 0.0264926+0.0121439j 0.0520638-0.00790488j -0.00740182+0.00525567j -0.0904106+0.000173747j 0.0882372-0.00242311j 0.166524+0.000249743j -0.0263422-0.0110156j 0.0105178+0.00443778j 0.00392752+0.00415617j 0.0191675+0.00251712j -0.00345623-0.00361152j -0.0021237-0.000495711j 0.00670769+3.41836e-05j -0.0125006+0.0035135j 0.0052008+0.00228805j -0.002511+0.00107323j 0.00926029+0.00233497j 0.0112178+0.00985445j 0.00799649-0.000613688j -0.00774822-0.000497591j -0.00686105-0.0011233j -0.00653187-8.6051e-05j -0.0107877+0.00181695j -0.00579826+0.00204746j -0.00132259+0.000636254j 0.0146702+0.000205893j 0.00664417+0.000399252j 0.0017009+0.000517039j -0.00945954+0.00393818j 0.000685141-0.0018709j -0.00737597+0.000205832j 0.00878214-0.00149116j -0.00359585-0.00133449j 0.000124965+0.000177162j -0.00407711-0.000625186j 0.0027912-0.000179754j -0.00192042+0.00243079j -0.0019737+0.000349622j -0.0017806-0.00283203j 0.00350232-0.00255364j -0.00575202-0.00189511j 0.00683619-0.00191391j 0.00446648-0.00213624j 0.00319997+0.00217013j 
5.06378e-05+7.79443e-05j 0.000853679+0.000194993j -0.000816021+0.00441113j 0.00985046+0.00683291j 0.0183472+0.00426417j -0.00717741+0.00782619j -0.0314094+0.0134524j -0.107837-0.00729599j -0.0164373+0.00685011j 0.0216237-0.00826777j -0.0931038+0.0108634j 0.0329982+0.0107979j -0.133682+0.000251929j 0.0415003+0.00169794j 0.00915482-0.00267617j -0.00580427+0.00348755j -0.00277458+0.0011412j -0.00872218-0.00502818j 0.00414421-0.0036515j -0.0204398+0.0029475j -0.0122498-0.000187697j 0.00598942+0.00165756j -0.00243401-0.000982463j 0.00750546+0.000387156j -0.00323287+0.000398898j -0.00524138-0.000452084j -0.00115819+0.00343567j -0.00073471-0.000859128j 0.00732623+0.00162875j -0.000634413-0.00207047j -0.000349309-0.00111296j 0.00468907-0.000770383j 0.00546851+0.0032482j -0.00751844-0.000477429j -0.0111862-0.0025179j 0.00148814-0.00152476j 0.00167316+0.000833804j -0.00231316-0.000995332j 0.00797866+0.000750392j 0.000924646+0.00163771j 0.000931185-0.000424372j 0.00347515-0.00173717j 0.00717747-0.000325982j -0.00626121-0.00148013j -0.00127273+0.00331481j -0.00748852-0.000473746j 0.00119584-3.4629e-05j 4.81879e-06+0.000183585j 0.0054669+0.00127125j -0.00484112+0.00108392j -0.00449429+0.0018054j -0.00261237-0.00219203j 
0.00178549-0.00367311j -0.00393305-0.000373962j -0.0104304-0.0105769j -0.00142495+0.00508139j -0.0182838+0.00153999j 0.0403456-0.00275572j 0.0471493+0.0163538j -0.0044401+0.00339578j -0.00449327+0.00328483j -0.0126964-0.0076717j -0.0409808-0.00852088j -0.211615+0.0129733j -0.0106373-0.000508495j -0.040072-0.00153556j -0.00193166+0.00203053j -0.00453426+0.00207273j -0.00563165-0.00196995j 0.0103821-0.00299525j 0.0115721+0.00200131j -0.00629263-0.00518422j 0.00133574-0.00535381j 0.00464051-0.00195137j 0.014616-0.00471015j -0.00394323+0.000881739j 0.000271287+0.00234493j -0.0119796-0.00982677j -0.0131548+0.00177531j 0.00118029-0.00101001j -0.0044967+0.00291406j 0.00806335-0.000700553j 0.00296218-0.000578575j -0.000324731+0.00420303j -0.00777296+0.000739439j 0.0020669-0.00381955j 0.00712903-0.00364553j 0.00641278-0.000562627j 0.00152126-0.000676998j -0.000866168+0.000501696j 0.000911992+0.00223775j -0.00694454+0.00197665j -0.00314646+0.000283829j 0.0023909+0.000882544j 0.00287379+0.00246111j 0.00631305-0.00384806j 0.00141124-0.0040378j 0.00413296-0.000781238j -0.00154887+0.000895366j -0.00291901+0.00121542j 0.00133675-0.000669289j 0.00157346-0.000154791j -0.00352617-0.00319268j 0.00588717-0.00263305j 
0.00599084-0.00129554j -0.00148958-0.00438767j 0.00155945+0.000304305j 0.00381146-0.011709j -0.0423303+0.00817515j -0.0759835-0.00113249j -0.0381518+0.000124732j -0.0152612-0.0141735j -0.0706023+0.0080012j -0.103017-0.00163072j 0.163885-0.0119733j -0.0172148-0.00621485j -0.0458741-0.00440896j 0.0284852-0.000535383j -0.0181395-0.00470569j -0.0134669-0.0019771j 0.000520221-0.00197746j -0.0163757+0.00145492j -0.000630369+0.000554512j 0.00557172-0.00404214j 0.00601397-0.00093407j 0.00291731-0.000146016j 0.0122852+0.00437226j -0.00234514+0.000268843j -0.00613145+0.00123687j -0.000790928-0.00334129j -0.00110128-0.0031995j 0.0013213+0.000421335j -0.00251659-0.00087837j 0.000135675+0.0039709j -8.89126e-05+7.58149e-05j -0.00576864-0.000111065j 0.000991172-0.00211899j 0.00182335+0.000376323j -0.00842168-0.000211971j 0.00397731+0.00128187j 0.00267728+0.00242557j -0.00269395-0.00281168j 0.00364345-0.00033345j -0.0053696-0.00289747j 0.00139641-0.00197677j 0.000305354-0.0014008j 0.0058774+0.00174976j 0.00414387+0.00083415j 0.01231+0.0017313j -0.00563768+0.00259228j -9.28771e-05-0.00288041j -0.00240397-0.000922039j 0.00691312+0.000138835j -0.00180996+0.00265072j 0.00336007-0.0025704j 0.00343161+0.000931352j 
-0.00438904-0.00341801j -0.00866629+0.00430666j 0.0236753+0.000112486j -0.000429782+0.00130946j -0.030162-0.0035574j -0.024465+0.000826044j -0.00878799-0.00923001j 0.0592069-0.00666885j 0.0521437+0.0119842j -0.214544+0.0150217j -0.0874344-0.00108151j 0.0101198+0.00711948j -0.00650769+0.00090385j 0.000651942+0.00387683j -0.00830763+0.000728414j 0.000922162+0.00315216j -0.0075218-0.00183374j -0.0139254+0.00621582j 0.0120788-0.00508335j -0.0121532-0.00246785j -0.0118435+0.00204617j -0.00514598-0.000552671j 0.00194113-0.00176005j -0.00216962+0.00344805j 0.00606899+0.000414301j 0.00210914+0.00330882j 0.000356909-0.000165111j -0.00343081+0.0011516j 0.000376103+0.000925781j 0.00131604+0.000963231j -0.0043667-0.000426264j 0.00481362-0.00166543j -0.00554693+0.00223669j -0.00323327+0.000725626j -0.00658625+0.00413267j 0.00197974-0.00223102j -0.000405056+0.000892439j -0.000588971-0.000348331j 0.0020085-0.00193988j -0.00188123+0.00347842j -0.00447742-0.00349452j 0.00346948-0.00330782j 0.0072831-0.00502114j -0.00669355-0.00119717j 0.00210773-0.00265411j -0.00183683+0.00359774j -0.00507876-0.000828403j 0.00054315+0.000319294j -0.00107136-0.00384337j 0.00576402-0.000936628j -0.00297791+0.000482344j -0.000342391-0.00173387j 
0.00860795-0.00229026j -0.00138739-0.0037421j 0.0255214+0.00177196j 0.0336155+0.00722376j 0.0842301-0.00928497j 0.00203091+0.0123397j -0.0017623-0.00880958j 0.0428621+0.0143197j -0.203724+0.00413859j -0.0288212-0.00829864j -0.019302-0.0067789j -0.00746507-0.000226591j 0.0072091+0.00453853j -0.010798+0.000334945j 0.0124714-0.000829955j -0.00145861+0.00017347j 0.00380682-0.00145152j -0.011328+0.000387507j 0.00955388+0.00322746j 0.00554529-0.00332585j -0.0028111-0.00320517j -0.00195591-0.00326709j -0.00545235-0.000169421j -0.00454018-0.00214096j 0.00101822+0.00266869j 0.00264993+0.00473281j 0.00570232-0.000204379j -0.00341911-0.000194737j -0.000973563-0.00134221j -0.00517157-0.00037619j -0.000923147-0.00216088j 0.003303+0.00194098j -0.00336696-0.00285986j -0.000517253+0.000225187j -0.00426655-0.000436631j 0.000227588+0.000991651j -0.00626223-0.00254365j 0.00400266+0.00188486j -0.00071676+0.000279034j -0.00226016+0.000363953j 0.00945212-0.00222098j 0.00609456+0.00240785j 0.00610321-7.43057e-05j -0.000566568-0.00221452j -0.00223145+0.00152143j -0.00543559+0.000359643j 0.00149116-0.00111528j 0.00126564+0.000927831j 0.00533309-0.00498891j 0.00585127+0.0031462j 0.00251451-0.0010689j 0.00159605+0.00111494j 
0.00310826+0.00184812j -0.00369528-0.00127932j 0.0674172+0.0155655j -0.0777889+0.0136862j -0.0356332+0.0164462j -0.018284+0.0106699j -0.056165+0.0154864j 0.232649-0.00201188j -0.00829294-0.000463427j 0.00335933+0.00604745j 0.00137433-0.000629783j 0.0124966-0.00491618j 0.0205088+0.00487297j 0.00258627+0.00431211j 0.00525498+0.00143617j 0.00995011+0.000816417j 0.000894848+0.000930727j -3.71704e-05+0.0086946j 0.00344722-0.00150187j -0.000814615-0.00327776j -0.0047208+0.00110664j -0.00570862-0.00142773j -0.00679535+0.000620101j -0.00307788+0.000924082j 0.0028927+1.74559e-05j 0.00506242+0.00416753j 0.00544666-0.00216225j -0.000910478+0.00052013j -0.00220865-0.00104471j -0.00641755-0.000143456j -0.00442356+9.54589e-05j 0.00294704+0.000208382j -0.00510808-0.000273741j 0.000561824+0.000454587j 0.00491418+0.0017661j -0.000514811+0.00131356j -0.0051318-0.000773255j 0.00774181+0.000583062j -0.0035299+0.00132206j 0.00497085+0.00107522j 0.000527645-0.00189527j 0.00289881+0.000672158j -0.00605465-0.0016365j -0.00273012+0.00260953j -0.00570268+0.00056703j 0.00176166+0.000379054j 0.000317215+3.60929e-05j 0.00268701+0.000181998j -0.00664196-0.00367688j 0.00640718-0.00204066j 0.00451287-0.00244019j 0.00384237+0.00214932j 
0.00328765+0.00591452j 0.00976448-0.000914947j 0.0547504-0.0135152j 0.05248+0.0176887j -0.0125958+0.0161833j -0.0183811-0.0126395j -0.240466+0.0124089j -0.0799995+0.00795989j -0.0121514-0.000815559j -0.0101274-0.00154417j -0.0118665+0.00271995j 0.0144384+0.00134205j -0.00402663+0.0045507j -0.00470447+0.00177976j -0.00383694-0.000400815j -0.0026871+0.00790891j -0.00263165+0.00133381j -0.0184978-0.000698913j 0.00446334-0.00226069j 0.0058843+0.000898083j 0.000560136-0.000845715j 0.000232189-0.00138956j 3.62969e-05-0.000742016j -0.00106406-0.000497547j 0.00164187+0.000889863j 0.00281826+0.00541061j 0.00405707+0.00247236j -0.00204134-0.0012061j 0.000501815+0.000102988j 0.00148523-0.00331778j 0.000336625-0.00249798j -0.00153195+0.000748659j 0.00129571-0.0017582j -0.000827916-0.00104423j -0.00918989+0.00289236j -0.00204157-4.4011e-06j 0.000852807+0.00107069j -0.00323877+0.00347435j -0.00287045-0.00080135j -0.00359366+0.00173302j 0.00398893-0.000962821j 0.000175196+0.00134144j 0.00543795-0.00328154j -0.00520772-0.00220056j 0.000623184-0.000440079j -0.00479982+0.00189879j -0.00319827-0.00168346j 0.00116967-0.000721225j 0.00401173-0.000982723j -0.000174787+0.00222447j 0.00474718+0.00201788j -0.00416504+0.00297872j 
-0.00735079+0.00286076j 0.0107148+0.0125253j -0.0337885+0.0100473j -0.045559-0.00336018j 0.0387235+0.0161631j 0.270734-0.00712769j -0.0124618-0.0112183j 0.00311732+0.00376371j -0.0075908+0.000506726j 0.00837668-0.00109017j -0.0159595-0.00153852j -0.00354721+0.0054001j 0.00560806+0.00186885j 0.00397317+0.00270662j 0.0034028-0.00376484j -0.0114212+0.00121142j -0.00210486-0.00112068j 0.00894643-0.00659746j 0.00412745-0.000251292j -0.00450887+0.00178364j -0.00390728+0.000824113j -0.00352325+0.000739147j -0.00512739+0.000931852j -0.00150134+0.000591979j 0.000813551+0.000349769j 0.00028236+0.00666509j -0.00250911+0.000427201j 0.00290465-0.000129846j -0.0019806-0.000594818j 0.00230681+0.000461304j 1.46914e-05-0.000671908j 0.00381406-0.00159358j -0.00227423+0.000268755j 0.00317678-0.00146045j -0.00179897-0.00334142j -0.000424402+0.000348046j -0.00874265+0.00200477j -0.00136254-0.00132083j -0.0011995-0.00171974j 0.000857397+0.00128832j 0.000331243+0.000868377j 0.000225198+0.000356271j 0.00299744-0.000626315j 0.00229539-0.0017946j -0.00231868-0.00127347j -0.00280694-0.0025329j 0.00366502-0.00404945j 0.0070583+0.00162959j -0.00983913+0.00128275j -0.000806918-0.00412934j -0.00255958+0.00346889j -0.00552862-0.000245968j 
-0.0179557-0.00595923j -0.00288838+0.00565402j 0.0408786-0.0182678j 0.0214979+0.012366j -0.274848+0.018008j 0.0220819+0.013987j 0.0253395-0.00435609j -0.0391908-0.00542834j -0.0114443-0.00410324j -0.000433898+0.00445393j 0.000652507-0.00439132j -0.0107322+0.00124269j -0.0101478+0.00119185j -0.00760331+0.00230876j 0.00581365+0.00165018j -0.00594651-0.00187791j 0.000700473-0.000175299j 0.00598878+0.000637656j -0.000215807-0.000101563j -0.000782648-0.00011696j 0.00168149-0.000682439j 0.00141438-0.00150912j 0.000706161-0.00267718j 0.000430126-0.000166406j -0.00127276+0.00100833j -0.00967416-0.00337827j -0.00173365+0.00140046j -1.40002e-05-0.000146135j 0.00175412-0.000137087j 0.00221381+1.15053e-05j 0.0030447-0.00114832j -0.000379723+0.00101342j 0.00222595-0.000550481j 0.00216851+0.000172892j 0.00300594-0.00246642j -0.00123566-0.000689791j -0.00100556-0.003014j -0.00115842-0.000322432j 0.00252183-0.00111418j -0.00354243+0.000631363j -0.000582307+0.00115489j -0.00174566+0.000128249j 0.00345207+0.00133982j 0.00215689-0.00138977j 0.00258507-0.000763515j 0.000862807-0.00146979j 0.00597019+0.00109402j -0.00349931+0.00288011j 0.00288463-0.00259409j 0.00360965-1.65686e-05j -0.00426283+0.00185542j -0.00182483-0.00255831j 
-0.0633891+0.00559516j -0.0162275-0.0228307j -0.219657-0.0050278j -0.211605+0.0204233j 0.0191587-0.0020573j 0.00270793-0.00367364j 0.0180798+0.000803244j -0.000375049-0.0105764j 0.00309861-0.00240098j 0.0125682-0.00322118j 0.00116575+1.92759e-05j -0.00857318+0.00194023j 0.00300072-0.00540865j 0.00439826-0.00222173j 0.00240141+0.0013127j 0.00682188+0.000127228j 0.00184527-0.000222341j 0.00801695-0.00311688j -0.00516398-0.000300946j -0.00317355+0.000706171j -0.000258739-0.000847729j -0.000397278-0.000215854j 0.000651359-0.000480744j 0.00399595-0.000728416j -0.00184239+0.000123435j 0.00373551+0.000542455j -0.0018969+0.0022715j -0.0029651-0.000562392j 0.00246908+0.00202398j -0.0020707+7.4917e-05j -0.00114096-0.000499402j 0.00129253+0.000961369j 0.00137196+0.000364778j -0.000733389-0.00148907j 0.0038427-0.00258749j 0.00031523-0.000762492j 0.00120489+0.000894903j -0.00286089+0.000288606j -0.000235528+0.00186583j 0.00621141-0.00360369j -0.000746655+0.00011001j 0.00456662-0.00082548j 0.00174435+0.00329936j 0.00108073-0.00249856j -0.00508481+0.00395418j -0.000740689-9.53131e-05j -0.00509798+0.00359437j -0.0026164-0.00270781j 0.00504875+0.00260117j -0.00422378+0.00188624j -0.00697912+0.0016062j -0.00206128-0.00389966j 
-0.016634-0.0230252j 0.0773707-0.00543787j -0.194909+0.0253245j 0.191865+0.010104j -0.00312287-0.00748499j -0.0020228-0.00028072j 0.00735933-0.00710056j -0.0248175+0.00209557j -0.00411497-0.00116341j -0.00323238-0.00534378j 0.000716784-0.00112455j 0.00319078+0.00369518j -0.00661333+6.92391e-05j -0.00437285-0.00149481j 0.00341708-0.00211164j 0.000745326-0.00319269j -0.000869211-0.000651115j -0.0038275-0.00334442j -0.000682518+0.0023705j 0.00085989+0.00199794j -0.000939364+0.000216407j -0.00133798+0.000879308j -0.00146868-0.000427451j -0.000700498-0.00188559j 0.000386767+0.00127388j -0.00180687-0.0026081j 0.00359818+0.000139422j -0.00125813+0.00155176j 0.00311211-0.00197619j 0.000204919+0.00117797j -0.00102411+0.000841546j 0.00135324-0.000920618j -0.000105921-0.000779893j -0.0020128+0.000763029j -0.00264084-0.00130053j -0.0018163-0.00016095j 0.00119109-0.00122148j 0.000405415+0.00131825j 0.0021104-0.000367136j -0.0052399-0.00217284j -0.000481106-5.40176e-05j -0.00122097-0.00202277j 0.00538493-0.00179615j -0.0042671-0.000109934j 0.00469571+0.00168236j -0.000486143+0.000351287j 0.00680359+0.00158199j -0.0044789+0.00250838j 0.00295319-0.00326748j 0.00342078+0.000802159j 0.00335309+0.00363128j -0.00580516+0.0019397j 
