0.0113208-0.00270756j 0.000472524-0.00524173j -0.00417541+0.00461206j 0.0120505-0.00112491j -0.00307709+0.00184932j -0.00121886+0.00302697j -0.00658871+0.00241974j -0.00781304-0.0012479j -0.00968851+0.00426282j -0.000958788-0.00104829j -0.00172329-0.000378172j 0.00283431-0.00299868j -0.0138861+0.00184057j 0.0096558-0.00245884j -0.00443737-0.000784777j 0.00130434-0.00273987j 0.00120694+0.000706913j 0.00521931-0.000698412j -0.00133423-0.000229334j 0.00739372-0.00243144j -0.00938994+0.00135881j 6.1558e-06-0.00120839j -0.000338764-0.00157876j 0.00648606-0.00114763j 0.00715608-0.00084671j 0.00576548+0.00149704j 0.000217579+0.00702774j -0.00277587+0.000397133j 0.00921517-0.000786012j -0.00176916+0.000862743j -0.0141129-0.000980411j 0.00508799-0.00142543j -0.00496576-0.000212362j -0.00164605-0.00103932j 0.0109348+4.59889e-05j 0.0034258+0.000113235j -0.0113355-0.00248012j -0.00151774-0.000325381j -0.0069402-0.00220687j 0.00176987+0.00190932j -0.00356613+0.00105718j 0.00441381+0.000207696j 0.00334358-0.00124818j 0.0108735+0.00344605j 0.00584323+0.00453171j 0.00497426-0.00045297j 0.00968984+7.08633e-05j -0.00247665-0.0029328j 0.00801725+0.00196114j 0.00395223+0.00496959j 0.008804-0.00219975j -0.00879632-0.00658378j 
-0.00219626+0.00207894j 3.10105e-05-0.00418179j 0.00314933-0.00102903j -0.00183814-0.00412186j 0.000428735+0.00206816j -0.00343819-0.0061044j -0.00038502+0.00164146j -0.000104239-0.00105476j 0.00101682+0.000476363j 0.00110464+0.000973585j -0.000650322-0.00316842j -0.000819129+0.000143669j -0.00248641-0.000937175j -0.00236327-0.00282803j 0.000569285+0.00129735j 0.00220541-0.00154529j -0.00413749-7.53374e-05j -0.000279181-0.0015065j -0.00196143+0.00352662j 0.00566935+0.00228805j -0.000976374+0.00680792j 0.000827128+0.000609417j -7.47828e-05+0.00248016j 0.0022691-0.00372294j -0.00369327-0.00323898j -0.00167416+0.00391682j -0.00245248+0.00151293j -0.00246518-0.00378494j 0.00986151+0.00787641j 0.00203333+0.00167103j 0.00544141-0.00527165j -0.00256906-0.00613172j 0.00245113+0.00316852j -0.0038013-0.00993154j 0.000260634+0.000692242j 0.00489874-0.000229919j 0.00375073+0.00318152j 0.00167691-0.00257201j -0.00124422+0.0117778j -0.00351673-0.00395455j 0.000232359+0.00593406j 0.00123907-0.00357899j -0.00220369+0.00733937j -0.00126329+0.00523084j 0.00337503+0.000447571j 0.00431628-0.00856028j 0.000924781-0.00582438j 0.00115962-0.00329936j 0.000976404+0.00518296j -0.00729452+0.00497019j -0.00304923+0.00380593j -0.00191344-0.00242548j 
-0.00169103-0.00367441j 0.00271012+0.0023261j -4.01831e-05+0.00412227j 0.00125306+0.00182611j -0.000456459-0.00206744j -0.00432269+0.00607313j -0.00180574-0.000262727j 0.00405601-0.00359981j 0.000127055-0.000269285j 0.00105195-0.00317251j -0.00306577+0.00360508j 0.000611068-0.00357909j -0.00252046-0.00177457j -0.00382299+0.00158212j 0.00269391+0.0011677j 0.00287691-0.000389479j -0.00522468-0.00128731j 0.000593687+0.000927666j -0.00901698-0.00277348j -0.000595403+0.00216299j -0.00105071-0.00727842j 0.00643178+0.00365951j 0.00368578+0.00130398j -0.00032288+0.00539056j -0.00351598-0.000717898j 0.00391904-0.00327178j 0.00208543+0.00357316j -0.00265577+0.00204027j 0.00790998+0.00164741j 0.00268396+0.000644253j 0.00408441+0.00855749j -0.00562572+0.00320196j -0.00588599-0.000236788j 0.00270332+0.0081665j -0.00108264-0.00513933j 0.00302399+0.00283175j -0.00362385-0.00443306j -0.00422804-0.00211489j -0.000387221-0.00934106j -0.00287904-0.0068885j 0.00248942-0.00281323j 0.0017416+0.00686036j -0.00287571-0.000811949j -0.000672619-0.00706075j 0.00636369+0.00550816j -0.00370492+0.000813016j -0.00635731-0.00142048j 0.00134761+0.00237728j -0.00210705-0.000718489j 0.00666452-0.00625536j 0.000593598-0.00269931j 0.00309687-0.00322029j 
-0.000443012+0.000343846j -0.00154353+0.000912307j 0.00131646+0.00431227j 0.000752222+0.00363685j 0.00179483-0.000454518j -0.00730135+0.00874814j -0.00112475+0.00184663j -0.00333295-0.00283396j 0.000533267+0.00109565j 0.00248987-0.000488682j -0.001249-0.00201479j 0.00328625-0.00438914j -0.000727588+0.000821134j 0.00144507+0.00164205j 0.00427389-0.00068126j -0.0019678-0.000417023j 0.00104432+0.00371366j 0.00497655+0.00100573j 0.00373429+0.00376765j -0.00386006-0.00190132j 0.00622487-0.00603289j 0.00318517-0.000876566j 0.00146807-0.006044j -0.000787612+0.00643969j 0.00195941+0.00305131j 0.0108504-0.00315052j 0.00631201+0.00290274j -0.00184521+0.00353265j -0.00164573+0.00046864j -0.00486453+0.00658536j -0.00672615-0.00345714j 0.000954139-0.0124487j 0.00275801+0.00502094j -0.0032415-0.00448512j -0.00621725+0.0040097j -0.00132009-0.0112013j -0.00553238-0.00290554j 0.000430691+0.0022935j 0.00587478+0.00439705j 0.00260596+0.00204719j -0.000727634+0.00702624j 0.00617979-0.00586706j -0.00492262+0.00479955j 0.000574122+0.00448309j -0.00379486-0.00406539j -0.00276766-0.00418463j -0.0140484+0.0007318j -0.00112632+0.00283879j -0.00292759+0.00400588j 0.00380594-0.00398878j 0.00173646+0.00395283j 7.54186e-05-0.000911221j 
0.000917624-0.00330973j -0.00424587+0.00320732j 0.000217045+0.00450277j 0.000510677+0.00272782j 0.00364151+0.00183574j 0.00204251-0.00198241j -0.00220386-0.00244046j -0.00295054+0.00120545j -0.00250391+0.00215046j -0.00205482+0.00120442j 0.000224731-0.00174776j 0.00116728-0.00128712j -0.0032023-0.00416316j 0.00487412-0.00191662j -0.00352411-0.000452806j -0.00192719+0.000791575j -8.44428e-05-0.00571778j -0.00295277+0.00145903j -0.000496641-0.0103733j 0.00417675+0.0020785j 0.00299801-0.00441452j -0.0060544+0.00199044j 0.00631073+0.00389708j -0.0027786+0.00476737j -0.00138775-0.00377394j -0.000683488+0.000706567j 0.00233266+0.000777725j 0.00178504-0.00209314j -0.0153225+0.0089349j -0.0060412+0.00594743j -0.00936718+0.00644438j 0.00547129-0.00907783j 0.000426712-0.00113088j -0.00530859+0.000410208j -0.00216922-0.00130475j -0.00370018+0.000727932j 0.00418165+0.00415907j -0.00156158-0.00780224j 0.00552698-0.000301941j 0.00533371-0.00501831j -0.00344616+0.000351899j -0.00370707-0.000315372j -0.00193632+0.00399431j 0.000261921-0.00306186j -0.0101634+0.000282542j 0.00308635+0.00303324j 0.00277772-0.00202125j -0.00585812+0.000156967j -0.00284114+0.00348663j 0.00357724-0.00393206j 0.00360882+0.00392867j 0.00299373-0.00103693j 
0.000761584+0.00239221j -0.00132386+0.000206054j -0.00054739-0.0014745j -0.00123306+0.00259534j 0.000918982-0.00114085j -0.000239496+0.00371623j -0.000121459+0.00167521j 0.000245678-0.00161271j -0.000408466-0.000462885j -0.00386797+0.00166775j -0.00103948+0.00307805j -0.00388287-0.000197244j -0.00597532+0.00780542j 0.000655594+0.00337956j -0.0025883+0.000880514j -0.00315564-0.00399162j -0.00366924+0.00850233j -0.00519763+0.00316683j -0.00556422+0.0119866j 0.00768953-0.00792177j -0.00158525+0.000144691j -0.00220545-0.00522216j 0.0112834-0.00846788j -0.00253441+0.00168286j -0.00852988+0.00701094j 0.000575328+0.000734693j 0.00666306+0.000803906j -0.00341952+0.00239366j 0.00425768-0.0102273j 0.000661172-0.00161072j 0.00256673-0.00647963j 0.00336358-0.000209081j -0.00345526+0.00324414j -0.00115405-0.0049057j -0.00732929+0.00598452j 0.00766944-0.00737941j 0.00491114+0.00152245j -0.0109797+0.000498562j 0.00118464+0.00213614j -0.0128873+0.00600049j -0.00399461+0.000852945j 0.0061376-0.00276585j 0.00581225+0.00515988j -0.00861816+0.00166716j 0.00306664-0.00390327j 0.000139216+0.000433076j -0.00472876+0.00348794j -0.0015736-0.000692307j 0.00120852-0.000824384j 0.00143031+0.00119363j 0.00103041+0.000677146j -0.00190686+0.00192287j 
0.00201048+0.00341197j 0.00213969+0.000238532j -0.00279841-0.00275324j -0.000673396+0.000946394j -0.00224706-0.00119051j 0.00134867+0.00834541j 0.00347672+0.000998831j 0.00349317+0.00427157j 0.00151977-0.00208197j 0.000615121-0.00441733j -0.00466617-0.00139784j -0.000900257-0.00612031j 0.00107061-0.000194068j -0.00381112+0.000767875j -0.000406318-0.00513852j 0.00192002+0.000593197j -0.000116321-0.0022573j -0.000959032-0.00809836j -0.000984222-0.00261415j -0.00406954+0.00497692j -0.00164931-0.00911582j 0.00396702-0.00626371j -0.00285044+0.00283478j -0.000910006+0.00122175j -0.000312554-0.00702693j 0.00253014-0.0104544j 0.00225534+0.000464467j -0.00217791-0.00135155j 0.00904255+0.00093524j 0.00434538+0.00639648j -0.000489797+0.0022907j -0.00332488-0.00472959j -0.00225031-0.00337947j 0.00219306-0.00315349j 0.000262634+0.00686214j 0.000782104+0.000869395j -0.00719481+0.00512505j 0.00657767-0.00549784j 0.00223032-0.0021j 0.000456606-0.00661975j 0.00280402+0.00272108j 0.00299806-0.00355939j -0.00341673+0.00372839j 0.00262013-0.0030024j -0.000133973+0.00700368j -0.00329023+0.00158444j -0.0045151+0.00939536j 0.00491126+0.000162947j 0.000307813-0.00282876j 0.00127551+0.00381471j -0.00103815-0.00405108j -0.00184504+0.00514789j 
0.000945826-0.00374355j 0.00214607+0.00426271j -0.0032603+0.00276789j 0.00101526+0.000882645j 0.000334155-0.0015719j -0.000881455-0.00417559j -0.000422315+0.000852047j 0.00444003+0.00294724j 0.00190306+0.00256139j -6.96379e-05+0.00534088j -0.000657173-6.33209e-05j -0.00194063+0.00338713j 0.0015711+0.00443367j -0.00315258-0.00781766j -0.000379096+0.00808503j 0.00150041+0.00499467j -0.00383752-0.00166361j -0.00178843+0.00497214j -0.00621849-0.00241184j -0.00289722-0.00716043j -0.00364225-0.0017703j -0.0020744+0.0113124j 2.62027e-05-0.0074383j 0.00368972+0.00575181j -0.0039984+0.00401267j 0.0014436+0.00302924j -0.000235078-0.0031755j -0.00322454-0.000450869j 0.00128867+0.0166292j 0.00372294+0.00318944j 0.00353988+0.00993357j -0.00643995-0.00756344j -0.00587152-0.00149186j -0.00360773+0.00546621j 0.0067468+0.00347784j 0.00239913+0.00191998j 0.00717985-0.00824781j -0.00552478+0.00330823j -0.0008991-0.00750779j -0.000650656-0.00275824j -0.00249699+0.00549161j -0.00360135+0.0036722j 0.00607623-0.00431474j -0.00212518+0.00356116j -0.00137987+0.0120125j 0.00527187-0.00242362j 0.00335511-0.00386244j -0.000950519+0.00369644j -0.00161619-0.00182112j 0.00397656+7.4818e-05j 0.00111572-0.00510493j 0.00342932-1.14918e-05j 
-0.000782518+0.000276761j -0.00103897+0.00222749j 0.0024899-0.00398704j -0.00260962+0.000838042j 0.001556+0.00114457j 0.00439134-0.0084742j 0.00112514-0.00385997j 0.00135342-0.00218954j -0.0027488+0.00075982j 0.00574898-0.00373264j -0.00465808+0.00521863j 0.00271126-0.00432753j 0.000514283+0.00173876j -0.0062283+0.00539361j -0.000794173+0.00234199j -0.00102839+0.00546449j 0.00158593-0.00224372j -0.00401372+0.00427375j -0.00309654+0.000333517j -0.000184261-0.00394469j 0.00422674-0.00284201j 0.00620121-0.00194557j 0.00595646-0.00072951j -0.00813995+0.00609606j 0.00190606-0.00162333j -0.00591402+0.00292078j 8.17697e-05-0.00579251j -0.00426858-0.00207634j 0.0107315+0.000577798j -0.00215719+0.00365816j -0.00295932+0.00543264j 0.0123754-0.00462922j -0.00164869-0.00134085j 0.000927681+0.00185213j -0.000301772-0.000410411j 0.00347683-0.00226611j -0.000700309-0.0015662j -0.00367563+0.00135403j 0.00401646-0.00154189j -0.00214685-0.00055896j 0.00734111+0.00166694j 0.00591161-0.00166474j -0.00740693-9.08206e-06j -0.0033721-0.000698465j 0.00353805+0.000629781j 0.00134653-0.00061407j 0.00790497-0.00344949j -0.00280239+0.000249285j 0.0031033+0.000365161j 0.00117477+0.000969069j 0.0018027-8.14651e-05j -0.000475233-0.000326159j 
-0.00044139+0.000255768j -0.00105143-0.000842585j 0.000669515+0.000398236j -0.00139299-0.000527638j 0.00117689+0.000502507j -0.00242941+0.000641791j -0.0013237-0.00021408j 0.00134044+0.00115104j -0.00126225-0.000439351j -0.00223664-0.00179526j -0.00276057-0.00192919j -0.000975959-0.00234247j -0.00654249-0.00400144j 0.000591352-0.000277816j -0.00542489-0.00251071j -7.35085e-06-0.00416022j -0.00788494-0.00245147j -0.00418114-0.00380928j -0.0085519-0.00451367j 0.0101344+0.00621912j 0.000234663+0.000279015j -0.000371519-0.00152678j 0.010234+0.0092436j -0.00219782-0.00283925j -0.00869486-0.00607187j -0.00201786+0.000865929j 0.000686374+0.00703476j -0.00281049-0.0037511j 0.0026147+0.00232478j 0.00211907+0.00114293j 0.00202435+0.00044113j 8.69539e-05+0.0028336j -0.000815107-0.00178505j 0.00150274-0.00225317j -0.00442394-0.00405166j 0.00608966+0.00730772j 0.00339853+0.00632088j -0.00382628-0.0115343j 0.000743969+0.00290927j -0.0045803-0.0082398j -0.00254652-0.00337092j 7.39087e-05+0.00398165j -0.000992372+0.00595035j -0.00252707-0.00732966j 0.000995808+0.00191222j 5.67257e-06+0.000485595j -0.00226794-0.00246257j -0.00051063-0.00218065j 0.000318744+0.00107728j 1.40246e-05+0.00149438j 0.000225783+0.00171948j -0.000510286-0.000713361j 
-8.87769e-05-0.000742937j -0.00123548+0.00240456j -8.42169e-05+0.000387669j -0.000314688+0.00183366j 0.00190415-0.00204954j 0.00165358-0.000729356j -7.09942e-05+0.00132801j -0.000306949-8.83354e-06j 0.00307348-0.00650361j -0.00149689+0.00576747j 0.00108924+0.00200813j -0.00260271+0.0030701j -0.00400842+0.00571326j -0.00334238+0.00309271j 0.00523454-0.010592j 0.00615564-0.00743506j 0.00392159-0.00656373j -0.00514097+0.00272412j -0.00232174+0.00287829j -0.000278136+0.000183794j -0.00036459-0.00263023j 0.000250086-0.000749702j -0.00188972+0.00204989j 0.00300918-0.000178189j 0.00167561-0.00279408j 0.000477626-0.00458952j -0.00471018-0.00319211j 0.00879498-0.00433904j 0.00232809-0.00259346j -0.0105786+0.0070006j 0.00390432-0.00160398j -0.000246564+0.000403841j -0.0128061+0.00495639j -0.00533634+0.00316757j -0.00473441+0.00235379j -0.00643048+0.00158618j -0.00162948+0.00496188j 0.00678682-0.00301869j -0.00421221+0.000125888j -0.00728622+0.00248775j -0.00183976+0.00188811j 0.00189383-0.000959781j 0.00349628-0.00113319j 0.00211676-0.000610231j 0.000556657+2.04458e-05j 0.00231579+2.44285e-05j 0.00104268+0.00156861j -0.00133127+0.000296677j 0.000215363+9.39723e-06j 0.00131461-0.000945174j 0.0018065-0.000387807j 0.000222613-0.00017689j 
-0.00240916-0.00140759j 0.00159358+0.000446032j 0.00163651+0.00184605j 0.00366367+0.000463029j -0.00173429+0.000136173j 0.00783021+0.00186723j -0.000816719-0.000532869j -0.00302543-0.00241216j -0.00286883+0.00186132j -0.00638688-0.00264019j 0.00522534+0.00491608j -0.00735695-0.000921792j 0.000702218-0.000206333j 0.00467058+0.000734265j -0.00266985+0.000112423j 0.000311127+0.0012265j -0.00310589-0.00144359j 8.48494e-06+0.00116121j -0.00156215-0.00118951j 0.00299634+0.000765196j -0.0115166-0.00443349j -0.00352637-0.00284928j -1.15922e-05-0.00353788j 0.00871816+0.00615186j -0.00441555+0.000770733j -0.00689123-0.00346591j 0.0024987-0.00395051j 0.000463895+0.00316412j -0.00732158-0.00326904j 0.00606147+0.00137276j 0.00451379+0.00792324j -0.00362659-0.00301059j 0.000881487+0.00344239j -0.000162542+0.00184994j 0.00318283+0.00248589j -0.00151044+0.000195875j 0.00327716+0.00567717j -0.00225794+0.000276251j -0.00256321-0.00703808j -0.000549671-0.000692817j -0.000367442-0.00512979j -0.0033314-0.00428768j 0.00443812+0.00664281j -0.00384448-6.35247e-05j 0.000108565-0.00163091j 0.00109049+0.00434172j 0.00519847+0.00695387j -0.00017678-0.00162567j -0.00150823+0.00124953j -0.00294156-0.00788866j -6.05696e-05-0.0015539j -0.000495319-0.00352495j 
0.000664708+0.000263775j -0.00149649+0.00552252j -0.00295326+0.00122323j -0.000697397+0.00348463j 0.00297769-0.00101147j -0.000216021-0.00348753j 0.00129712-0.000184231j -0.00337548+0.0106324j -0.00092928+0.00161792j -0.000981463-0.00113389j 0.00226059-0.00181995j -0.000383933+0.00064986j 0.004052-0.00783877j -0.00186927+0.00896369j 0.00137245+0.00148434j 0.00176556-0.00195413j -0.0069865+0.0042679j -0.00402365+0.00245926j -0.0033723+0.00509505j -0.00940507+0.00509451j 0.00198091-0.0031598j 0.00609981-0.0113471j 0.00582622-0.00292316j 0.0116545-0.00985298j -0.00407682+0.00011358j 0.000403045+0.00299856j -0.00339225-0.0030746j -0.00422966+0.00307068j 0.00295631-0.00700229j 5.25527e-05-0.000240025j 0.00613008-0.00425746j 0.0042837-0.00673884j -0.00355166+0.00134653j 0.0110137-0.00619515j 0.00255381-0.00151962j 0.00411513-0.00453981j -0.0047785+0.00389494j 1.50862e-05-0.00221535j -0.00890785+0.00397848j -0.00125899+0.00234765j 0.00286935-0.00239104j -0.00358317-0.00211134j -6.63068e-05+0.0016499j 0.00148772-0.000194415j -0.00526535+0.00223979j 0.0029532-0.00068768j 0.00178974-0.00222203j -0.00167494+0.00148645j -0.00103951-0.00125145j 0.00350623+0.000596257j 0.00342331-0.00162606j -0.000187869+0.0016076j 
0.00268493+0.000273997j 0.00240877+0.000494416j -0.00370686-0.00274185j 0.000723643+0.000150669j -0.00393301-0.00205918j -0.000772929-0.00157743j 0.0016546-0.000580315j 0.00260565-0.000551965j -0.00672932-0.00458159j 0.00677469-0.000539523j -9.38589e-05+0.00146353j 0.00313295+0.00259143j 0.00615024+0.00581838j 0.00630799+0.00336875j -0.0127466-0.0040912j -0.010241-0.00430018j -0.0036511-0.00658692j 0.00212532+0.00565544j 0.00887752+0.00137579j -0.000626076-0.00261453j -0.001597-0.00421059j -0.00607385-0.00084603j 0.000492274-0.00111885j -0.00698215-0.00023348j -0.00191702-0.00311723j -0.00485101-0.000296962j -0.00414483+0.00508374j -0.00557636-0.00949677j -0.00471975-0.00669007j 0.00827307+0.0123041j -0.00742137-0.00359497j 0.000299441-0.00306921j 0.00594972+0.0116472j -7.94427e-05+0.00479302j 0.00414858+0.00899209j -0.000297406+0.00558691j 0.00631409+0.00139038j -0.00374183-0.00697407j 0.00473436+0.00248975j 0.00428496+0.00895697j 0.00313337+0.00215929j -0.0012769-0.00460332j -0.00154425-0.00386491j -0.00103066-0.00241201j -0.000640588-0.00151927j -0.00103554-0.000719237j 0.00229009-0.000782332j 0.000918633+0.00145802j 0.000428749-0.00352532j 0.00158988+0.00198682j -0.000998378-0.00255699j 0.00190138+0.00332448j 
-0.00024975+0.00184109j 0.00119503-0.000576418j -0.00331599-0.00625432j -0.00117828+0.000711169j 0.0015021-0.000240872j -0.00980863-0.0107302j -0.00490072-0.00221003j -0.00175812-0.0025215j 0.00206413+0.00181115j -0.00277717-0.00827479j 0.00448077+0.0060341j -0.00333392-0.00270934j -0.000493881-0.00122468j 0.00576232+0.00459854j 0.00414609+0.000464408j 0.00658549+0.00356149j -0.000434462-0.00639322j 0.00371671+0.00355681j 0.00117981-0.00146131j -0.00138352-0.000320875j -0.000132327-0.0033514j -0.00257591-0.00485321j -0.000790418-0.00252169j 0.0016824+0.00952085j 0.000220916-0.00605905j 0.00127113+0.0104745j -0.0100555-1.98322e-05j -0.000925505+0.00224539j 0.00263626-0.00916462j 0.00032443+0.00224645j 0.00400918+0.00529835j -0.00164957-0.0122378j -0.000495451-0.00206519j 0.000141673+9.76836e-06j -0.00171302-0.0025356j -0.00362002+0.000208078j -0.0008429+0.000563099j 0.00368942+0.00324839j 3.19554e-05-0.00350548j -0.000365104-0.000594347j 0.00214451-0.00975192j -0.000788087-0.00478421j -0.00240977+0.00841002j -0.000160664+0.00260788j 0.00118215-0.00495074j 6.41784e-05-0.00174632j -0.000865938-0.0136961j -0.000731296+0.0022612j 0.00255169-0.00440683j -0.000833798+0.00218274j -0.000381294-0.000184693j -0.00134861+0.000493134j 
-0.00478778-0.00117575j -0.00108337+0.00204941j 0.00353705+0.0038827j 0.000597944+0.001488j 0.00193427-0.000395672j -0.00216217-0.000930195j 0.000128599+0.0029369j -0.00792134-0.00218195j -0.00324342-0.0033548j 0.00387733+0.00339006j 0.00493739+0.000137188j 0.00205642+0.0019029j 0.0068351+0.00583286j -0.00646945+0.000434429j -7.8991e-05-0.0067465j 0.00168312-0.00576738j -0.008295-0.00474145j 0.00254518+0.00377214j -0.00578942+0.000367273j -0.00489864-0.00117572j -0.000937038+0.00536405j 0.0120717+0.006851j 0.00170618+0.00669835j 0.0123263+0.00419436j -0.000900932-0.00150702j 0.000294096-0.000899407j -0.00140635+0.00164302j -0.000796806-0.00675884j 0.00493375+0.00450664j -0.000983723+0.00721309j 0.00802933+0.00121981j 0.00212706+0.00578503j -0.00186+0.00949796j 0.0059995+0.0124366j -0.000427208-0.000218842j 0.00222588+0.00770712j -0.00296395-0.00302224j 0.0026453-0.00192836j -0.00758075-0.000236397j -0.00241368+0.00471345j 0.00158479+0.00244571j 0.00172679+4.2399e-05j -0.00176139-0.00277848j 0.00121352+0.000852531j 0.000165788-0.00183586j 0.00141904-0.00377121j -0.0021458-0.0014804j -0.000869158+0.00106928j -0.00105108+0.00273304j -0.00113103-0.00469765j 0.00196519+0.000722864j -0.00225316-0.00566914j 
0.00107277+0.0041687j -0.0026879+0.000257997j -0.00134371-0.000119798j -0.00107864+0.00377164j 0.00148901+0.00502055j 0.00456953-0.000306443j 0.00152631-0.000643987j -0.00749238-0.00155973j -0.00433991+0.00443862j 0.00125622-0.00206797j 0.000912893-0.00226923j 0.00167481-0.00856616j 0.00567203+0.00327513j -0.00439766+0.000473709j -0.00228211+0.000305144j -0.00199621+0.00430444j -0.00520902+0.00682576j -0.00143755-0.00603261j -0.0031106-0.00226607j -0.00769278-0.000797774j -0.00410342+0.0125342j 0.0067783+3.45592e-05j 0.000855069+0.00843282j 0.0022214+0.0112669j -0.000825774-0.00114013j -0.0022215-0.000221508j 0.00738961-0.00174212j -0.00665429+0.000849055j 0.000696725+0.00138225j 0.00412361-0.00547924j 0.00100222+0.00150363j 0.00477107+0.00534057j 0.00581915-0.00614848j 0.00656187+0.00321914j 0.00375587+0.000709265j 0.00381884-0.000256849j -0.00259407-0.00197376j -0.000863847-0.000304417j -0.00142999-0.00357166j 0.00108171+0.000269818j 0.00455273-0.000155125j 0.0013798-0.00573202j -0.00352392+0.00278838j -0.00192417+0.00219671j -0.00404068-0.00253814j 0.000793243+0.00210921j 0.00259094+0.00335706j -0.00208367-0.000503156j -0.000612141+0.000373655j 0.000498433+0.00170493j 0.000689148+0.00223453j -0.00200168+0.00274701j 
0.00289112+0.00212765j -0.000601597+0.00224575j -0.00154593-0.00136979j -0.000357924+0.00364469j 0.00142712+0.00124092j 0.00615789-0.00372569j -0.000114091-0.00222079j 0.00249733-0.00137735j 0.00268547-0.000534504j 9.99845e-05+0.00373217j -0.00436722+0.000263451j -0.00198587-0.00507933j -0.00634388+0.00627362j -0.000331693+0.00397244j 0.00333302-0.00549916j 0.00150749-0.00130507j 0.00667584+0.0015248j -0.00757081-0.000278587j 0.000824866+0.00349216j -0.000596796+0.000800103j -0.0034456+0.0061022j -0.00508768-0.00244477j -0.00224804+0.00415371j -0.00883316+0.00552707j 0.0029087-0.00150157j -0.00232777-0.00232796j -0.000530938-0.00536785j 0.00439141-0.000983024j -0.000233625-0.000738302j -0.00759905+0.000357442j -0.0025692-0.00121297j 0.000922491+0.000487615j -0.00610622-0.00192456j -0.00823593-0.00167205j -0.00165609+0.00261474j -0.00751492-0.00240763j 0.00170758+0.00324011j 0.00233009-0.00158735j 0.0017816-0.000485037j -0.0055103+0.0010107j 0.00154471+0.00159316j 0.00292513-0.00372369j 0.00102872+0.000969687j -0.00138071+0.000316618j 0.000352093+0.000874737j 0.0028168+0.00118169j 0.00581363+0.00121184j -0.00288194+0.000614209j 0.000873714+2.5558e-05j 0.002327+0.00126641j 0.00106404-0.000199844j 0.000881065+0.00386397j 
-0.000704656+0.00505647j 0.00187032+0.00315947j -0.00245265+0.00615723j -0.00117007+0.00429087j 0.00129419+0.00374353j -0.0045704-0.00255433j 0.00134452+0.00556021j 0.00410682+0.00333515j -0.00242725-0.00251041j -0.00145278-0.00315772j 0.00185859+0.0016778j 0.00491682-0.000281715j -0.00804185+0.0037603j 0.00550564-0.00594238j 0.00589675-0.00726047j -0.00098028+0.00297707j -0.00664614+0.00790221j 0.000788798+0.00672715j 0.004627-0.0087306j -0.00557301+0.00357219j -0.0144737+0.000493625j -0.00623831+3.06811e-05j -0.00676375-3.84375e-05j -0.00756326-0.00283696j -0.00410665+0.00302744j 0.00609879+0.0014225j -0.000813975+0.00510983j -0.00302122+0.00334189j -0.0048245-0.00213239j 0.00075075+0.000961711j 0.000836003-0.00306656j -0.00730062+0.00115227j 0.0039778-0.00154902j -0.00535241-0.00135663j -0.00018875-0.00190216j -0.00260512-0.000622606j 0.00108261+0.00204596j 0.000982872-0.000990817j -0.000223642+0.0059699j -0.00248624+0.00400734j 0.00184864-0.00422032j 0.000652301+0.00168841j -0.000397039+0.000165429j -0.00196268-0.000466407j -0.00289691+0.00371342j 0.00261793-0.00387075j -0.00505406-0.00175054j -0.00122297+0.00206686j -0.00387584+0.000724776j 0.0024569-0.000485097j 6.51736e-05-0.00219162j -0.00223569+0.00202654j 
-0.00106192+0.00210665j -0.00108367-0.00311653j 0.00502593+0.00380056j -0.000217365-0.00398446j 0.000568544+0.00444724j 0.0067219-0.00239203j 0.00287123+0.00676693j -3.17519e-05+0.000532715j -0.000217154-0.00629763j 0.0041137-0.00818984j -0.0045737+0.00950714j -0.00159275+0.00673027j -0.00146677+4.32798e-05j 0.000670289-0.00965668j 0.00219359-0.000654356j -0.00421599+0.0067657j 0.00388864-0.00335126j -0.00571222+0.00705275j 0.00887859-0.0128766j 0.00233979-0.00417477j 0.00380796-0.00970856j 0.00122893+0.00263736j 0.00204155-0.00284087j 0.000663348-0.00392703j -0.000669596+0.00209745j -0.00453505-0.00175j 0.00210783-0.00546166j -0.00206243+0.00240319j 0.00622619+0.00132157j -0.00382033+0.00112367j -0.00352425+0.00199934j 0.00549756+0.0034591j 0.00448121-0.00331993j -0.00466533+0.00393455j 0.00117052-0.00171389j 0.000625007-0.00153561j -0.00146698+0.000595534j 0.000723176-0.000198545j 0.000282498+0.00161967j -0.00204858+0.000215458j 0.0064743-0.000816003j 0.00149139+0.00188728j -0.00247712-0.00108506j -0.000791493-0.000594965j 0.00157858-0.000206178j 0.00165688-0.000246494j 0.00410035+0.00427123j -0.000587001-0.0027032j 0.000933338+0.00358964j -0.00317115+0.000327085j -0.000633156+0.00235367j -0.00139642-0.00137831j 
