0.10298+0.0433661j 0.0363956-0.101177j 0.0758282+0.110199j -0.127693+0.0801116j -0.00188204+0.0397308j -0.00615076-0.041468j -0.0680393-0.0530098j 0.0380561-0.129599j -0.0953984+0.00415435j -0.0391358-0.00539714j 0.0983566-0.0438642j 0.0417303-0.0316009j 0.0599922+0.046194j 0.0443763+0.0514034j 0.00289754+0.0222434j 0.00255005-0.0368336j 0.016364+0.035501j 0.063638+0.0807927j -0.0131805+0.0632735j 0.0257919+0.0333871j 0.00897302+0.0856861j -0.00735734+0.0485482j -0.00443471-0.0776928j -0.00993481-0.0191785j 0.00651727+0.0401429j -0.0132563+0.0199006j -0.0431614+0.00650078j 0.0164768+0.00789641j 0.038144-0.0214362j -0.0757695-0.00945895j -0.0211637+0.00419563j -0.0236263+0.00119016j 0.0193606+0.0311882j 0.0419482-0.00251912j -0.0398747-0.00886586j 0.0223033+0.0322849j 0.0200451+0.0017865j -0.0302131-0.0134921j 0.0654461-0.0203522j 0.0340841-0.0219346j 0.0623607-0.0040079j 0.0269084-0.0259748j -0.0270903+0.0094813j 0.0545399-0.0259485j 0.00578803-0.0214371j 0.0230092+0.0163089j -0.0114247-0.0417815j -0.0250281-0.00656379j -0.0133873+0.056187j -0.00728384-0.018772j -0.0659865+0.0211111j -0.0100043-0.0288153j -0.0387445+0.00581728j 0.0300535+0.00402677j 0.0162466+0.0270915j 0.0199195+0.0141376j -0.0709768-0.0542364j -0.0381002+0.0350569j -0.0287935+0.00259207j -0.0184382+0.0433215j -0.0427162+0.0361081j -0.00678626+0.00177417j 0.000488461-0.0347j -0.005267+0.050911j 0.00604329+0.0117043j 0.0448808-0.010521j -0.0273589+0.00484308j 0.0261323+0.0118164j 0.037032-0.0424492j 0.0279361+0.104122j 0.019432+0.000687105j 0.0241589+0.0692486j 0.0887459-0.0232672j 0.077192+0.0902731j 0.0944084-0.0783893j 0.130301+0.037065j -0.0364029+0.131867j 
0.000431414-2.89022e-05j -0.000100092-0.000539831j -0.00226184-0.00159396j 0.000850504+0.000842634j -0.00363567+0.0025458j 0.000134035+0.000987083j 0.00324089+0.00240423j 0.000131696+0.000266646j 0.000498187+0.00127575j -0.000124273+0.00259498j -0.00134823-0.00273524j -0.00296727+1.96592e-05j -0.0012838-0.00244166j 0.000475385-0.00181989j 0.00247228-0.00604361j -0.00208722+0.00159402j 0.00171164+0.00421018j -0.0090729+0.00259826j 0.00287179-0.00607909j -0.00731048+0.00383926j -0.0029775+0.00161082j 0.00165309+0.00557897j 0.00372311-0.000329434j 0.000261893-0.00168312j 0.00517701-0.00140322j 0.00155185-0.000195456j -0.00407702+0.0051702j -0.00395043+0.00198508j -0.00320988-0.00599125j -0.00255+0.00188063j 0.000356662+0.000225757j 0.00321185-0.00427954j 0.00167333-0.00938921j 0.00731704-0.000696282j -0.00496775+0.00285752j -0.0023231-0.00371081j -0.00217454-0.00324021j 0.00131212-0.0027726j -0.00530953+0.00158984j 0.00282367+0.00650296j -0.00156539-0.00218758j 0.00406294-0.000404664j -0.000415147+0.00221361j 0.00257503+0.0027833j -0.00185352+0.00322954j -0.00629443-0.00105721j -0.00158775-0.00338132j -0.00518895-0.00125563j 0.00778868-0.00254223j -0.000410142+0.00206177j 0.00119108-0.000906421j 0.00433746-0.00738427j -0.0056952-0.00493786j 0.0024947-0.000681139j 0.00141992+0.00118392j 0.0108927-0.000218401j 0.00326414+0.00213193j -0.000347937-0.00396196j 0.00444099-0.0022j 0.000528812+0.00191958j 0.00285126+0.00139751j -0.000664621+0.0012593j 0.00136644-0.00195703j -0.00125859-0.000159091j 0.000104828+0.00553093j 0.00287276-7.26219e-06j -0.00578884-0.000780514j -0.000874831-0.00520983j -0.00219745-0.000952617j -0.00330132+0.000569923j 1.49303e-05+0.00310387j 0.00199938-0.000238756j 0.00102962-0.00138969j -0.000425247+0.00112722j -0.0013651+0.00180427j -0.000146549-0.000344337j 0.000676298-0.000326312j 
5.31619e-06+0.000776157j 0.000190878-0.000184447j 2.21716e-05+0.00137983j -0.000198958+0.000694656j 0.000124606+0.00102798j 0.00183242-0.000791435j -9.93653e-05-0.000160845j 0.00190175-0.00226035j -0.000992203-0.000654618j -0.000848477-0.000849763j -0.000206337-0.000961813j 0.000342017+0.000237392j 0.00207737-0.00150043j -0.00108412+0.00114216j 0.00435249-4.44704e-05j 0.000819856-5.55605e-05j -0.000294493-0.000259645j -0.00245497-0.00125467j 0.000273655-0.00197371j -0.00122406+0.00236947j 1.06464e-05-0.00185661j 0.00122567-0.00355355j -0.00406512+0.00313625j 0.000919581+0.000491596j 0.000430425+0.00250951j 0.0036408-0.00423406j -0.00453923-0.00158188j -0.000520459+0.00211061j -0.00220847-0.00417441j 0.000128693+0.00154298j -0.00156987+0.00166091j -0.00231936-0.000985684j 0.000635258+0.00306973j -0.00281948+0.00173576j 0.00503713-0.00300466j -0.00112211-0.00147327j 0.00415682+0.00209624j -0.00235003-0.00440683j -0.000417957+0.00333405j 0.00416516-0.00110972j 0.00484521-0.000918988j -0.0037482-0.00218646j 0.00438122-0.00396519j -0.00184742-0.00250011j 0.00149126+0.00401171j 0.00500579-0.000605367j 0.000275893-0.000485615j 0.000172658+0.00540797j -0.000827822-0.00121649j -0.00195751+0.00175371j -0.00250178+0.00208336j -0.00245807-0.00165285j 0.00750009+0.00256065j -0.000188876+0.000446168j -0.00120805-0.00245309j -0.000347887+0.00132372j 6.47877e-06-0.00022034j -0.00218799-0.000236656j 0.00114203+0.00432147j 0.0010624+0.00274657j -0.00227351-0.00344455j -0.00297202+0.000626625j -0.00295427+0.00238014j -0.0028297-0.00124893j -0.000963781+0.00128946j 0.00039306-5.20227e-05j 0.00144039-0.00199611j 0.00168773+0.00385465j 0.00245272-0.00109532j -4.73174e-05+0.000506088j -0.000402227-0.00271658j 0.00135275+0.00223484j -0.00188277-0.000739784j 0.000748397+0.00174192j -0.000543269-0.000140336j 0.000358027+0.000115799j 8.51301e-05+5.99707e-05j 
0.000183849+0.0004744j -0.000820995-0.000436507j 0.00139937+0.00182135j 0.00134116+0.00171382j 0.00201211+0.00282393j 0.00512057+0.000285551j -0.000894995+0.000704974j 0.000228685-0.00245947j 0.003405+0.00109306j 0.000659797-0.000952695j 0.000794664-0.000965888j 0.000915543-2.20226e-05j -0.00190864+0.00186197j -0.00142702+0.000649737j 0.00287066-0.00544655j 0.000501296+0.00114116j 0.00119586-0.00114747j 0.000159025+0.00426238j -0.00305001-0.00274866j -0.000598053+0.00574466j 0.00978715-0.00303498j -0.00137041-0.00462282j -0.00617987-0.00203417j -0.00587051-0.0025936j -0.000763726-0.00320568j -0.00178028-0.00170417j -0.00184604+0.00482251j -0.0019842-0.00487964j 0.00658058+0.000490646j 0.00411179-0.00490894j -0.003391-0.000539355j 0.00426948-0.000713793j -0.00206452+0.00223397j -0.00191284-0.00102115j -0.00244776-0.000554812j 0.000477847+0.00207768j -0.000155813-0.00681007j 0.000794923+0.00151596j -0.00433863+0.00222767j 0.000627289+0.00166402j -0.000289039+0.00088835j 0.000194347+0.00514538j -0.00530987-0.00145846j 0.00365723-0.0018835j -5.4779e-05-0.000740439j -0.00172533-0.00439355j 0.00364195+0.000946611j -0.00102245+0.000325499j 0.00623919-0.00423566j -0.00104744-0.000915227j -0.00327303-0.000237963j 0.00253217+0.000690324j -0.00446053+0.00110705j 0.00365784-0.00146214j -0.00106662-0.00462081j -0.00171375+0.00113171j 0.00291779-0.00178117j 0.000614769+0.00195044j 0.000885486-0.000640969j -0.00251902+0.00301091j 0.00108243-0.00268151j 0.00299184+0.000586376j -0.000742238-0.0031487j 0.000495882+0.000603571j -0.000630494+0.00214507j -0.000343557+0.000540473j 0.00193101-0.000530583j 0.000837207+0.00140473j -0.000802683+0.000274297j -0.00135932+0.00132918j 0.00161161-0.0028077j -0.000828266+0.00112655j -0.000935475+0.000359048j 0.000228779+0.00170255j -0.00171211-1.84334e-05j 8.34845e-05-0.000289695j 0.000613911-0.000189883j 
0.000556541-0.000212302j -0.000182539-4.96164e-05j 0.000555123-0.000394623j 0.000190687-0.00112604j 0.00147886-0.000583484j 0.000193224-0.00132949j -0.000757758-0.000651797j -0.000310671+0.000434297j -5.90346e-05-0.000793288j 0.000975956+0.00188443j 0.00123179+0.000326806j -0.00140989+0.000197482j 0.000153027+0.00010143j -0.000227265+5.05123e-05j -0.000281466+0.0026883j -0.00157936-0.000685827j -0.00176585+0.000646421j 0.00327635-0.00116643j 0.00155606+0.00263453j 0.0021493-0.00286957j -0.0027273+0.00161874j -0.000351502+0.00105539j 0.00140215-0.000176916j 0.0016868-0.00151071j -0.0014589-0.000240486j -0.00149401+0.00166278j 0.00199807-0.00128395j 0.00426231-0.000664666j -0.000188322+0.00381211j 7.98583e-05+0.00205071j 0.00195005+0.00157821j 1.00376e-05+0.00187863j 0.000817665-0.00046451j -0.0017696-0.000378507j -0.000269855-0.000199617j 7.99104e-05+0.00183374j -0.000765594+0.00105998j 0.00127177+0.00159943j 0.00456962-0.00134273j -0.00361351-0.000607681j -0.00284801+0.000806335j 0.00217398-0.00144556j 0.00050085+0.00133455j 1.5144e-05+0.00317322j 0.00109986-0.00195299j -0.00053128+0.00183768j -0.00142487+0.0016623j 5.92597e-05-0.00201517j -0.00329284+0.00102453j 0.00218095+0.000835689j 0.00283797-0.000487153j -0.00134368+0.00223432j -0.00166512-0.00204573j -0.000311074+0.000546926j 0.000419431+0.00146216j -0.000538033+0.00132899j -0.000949621+0.00187254j 0.00189535+2.61309e-05j -0.00183089-0.00163782j 0.000281909-0.00317361j -0.000223796+0.00238044j -0.000951101+0.000447393j 0.000923066-0.000657465j -9.18673e-05+0.00028047j -0.00035592-0.00116245j -0.000622149+0.00030671j -0.00134099+0.000743093j -5.71086e-05-0.0010869j -0.00101602+0.00120306j -0.000499883-9.72192e-05j -0.000230401+0.000332711j -0.000373592-0.000140848j 0.00110444+0.000381346j -0.000748399-0.00150158j -1.25206e-05+0.000832705j 0.000378353-0.000284966j 1.49127e-05+0.00048322j 
0.000465821+0.00115552j 0.000524342+0.000431134j -0.00036908-0.000308658j 0.00292023-0.00206344j 0.00293693+0.000714888j 0.00319443-0.00427242j 0.00379657-0.00327774j -0.000239819-0.00312438j -0.000212588-0.00265731j -0.00206474-0.00419702j -0.00821426-0.000749937j -0.0018996+0.00452717j -0.000162048+0.00111546j -0.000163504+0.00374768j 0.0019485-0.00309132j -0.000229632+0.00434344j 0.00311756-0.00519705j 0.00185777-0.00475535j -0.000975383-0.00036102j 0.00138138+0.00364541j -0.00102835+0.00144737j 0.000407608-0.00623463j -0.00692164+0.000683558j -0.00724379+0.00222362j -0.00552583-0.00172003j 0.00401519+0.00290885j 0.000796563-0.00121134j -0.00328252-0.00372214j -0.0041386+0.00470424j 0.00555845-0.000296476j -0.00400021+0.000982443j 0.00464907+0.00256615j -0.0021568+0.00266906j -0.00175338-0.00488362j 0.00410322-0.00431216j 0.00385361+0.00360968j -0.000483586+0.000878406j 0.00551715+0.00226643j 0.00463578-0.000589599j 0.00417471-0.00409918j 0.00476905+0.000446644j -0.00394772-0.0012375j 0.00317564-0.000140233j 0.000540306+0.00190563j 0.00200516-0.000335808j 0.00157779+0.000363061j -0.00112737+0.000332271j -0.000650534-0.00274543j 0.00110214+0.00334863j 0.00224989+0.00542819j -0.00478344-0.00409723j -0.00186382+0.00752158j 0.00150898+0.00538373j -0.00171586-0.00119947j -0.000705577+0.00390371j -0.000140473+0.00324016j 0.00512778+0.00285739j -0.00239028-0.00294316j -0.00311487+0.0011465j 0.00217924-0.00307746j 2.11233e-05-0.00221286j -0.00167156-0.00271121j -0.00108472+0.00781642j -0.000294384-0.000577369j 0.00244545+0.00181077j 0.000490951-0.00413174j -0.00164375+0.00354253j -0.000445776-0.00312635j 4.60724e-05+0.00181475j 0.0010032+0.00212867j -0.00104379+0.00023278j -0.000739019-0.00066666j 0.000231399+0.00124405j 0.00129494-0.000171489j -0.00288959+0.00441519j 0.000217207-0.000419472j 0.000867908-0.000743167j 
0.00135892+0.000492042j -0.000151477-0.000564457j 0.00257199+0.000551061j -0.000287775-0.000942501j 0.00397276-0.000973843j 0.0025316-0.0025945j -0.0025543-0.000621019j -0.00066434-0.00026235j 0.00204991-0.00129073j 0.000859888-0.000730007j 0.00248416-0.000494857j -0.00120052+6.04986e-05j -0.00312281+0.00127926j -0.00224214+0.0017107j -0.000569264-0.00244495j -0.00325374+0.0016825j -5.69361e-06-0.00107065j 0.00380922+0.00505163j -0.00144753+0.00171095j 0.00169132+0.00176176j 0.00658137+0.000731814j -8.40638e-05-0.00139532j 0.00107598-0.00576486j -0.00362497-0.0044119j -0.00388723-0.00420273j -0.00550006+0.00237908j 0.00168786+0.00269625j 0.00400293-0.00662388j 0.00524218+0.00316092j 0.000888412-0.00581033j -0.000620898+0.00169933j 0.00297107-0.000959578j -0.000717776+0.000394071j -0.00124226-0.00347365j -0.0041659+0.000762046j 0.00127803+0.00446955j -0.0019984-0.00658277j 0.002738+0.00463115j 0.00147719+0.000789265j -0.00600087+0.000646192j -0.00621141+0.000884409j 0.00454501+0.00580537j -0.00671359+0.00441358j 0.0040981+0.000705639j -0.000725095-0.00423607j -0.00421359-0.00469998j 0.00175272+0.00266275j -0.00130837-0.0021471j 0.00391334-0.00127417j -0.000329937-0.00165144j 0.00136137+0.00215142j 0.00115371+0.00308947j -0.0084154-0.00247701j 0.00240634-0.00234558j -0.0006882-0.00173161j -0.00341977+0.000839916j 0.000114313+0.00138288j 0.00314286+0.00509645j -0.000894324-0.00662507j -0.00184484-0.000737562j 0.00142555+0.00110284j 0.00326394-0.00161402j 0.00217051-0.00559292j 0.00236969-0.000334256j -0.00149204-0.00136057j -0.00109763+0.000806591j -0.00293424-0.00023228j 0.000913246+0.000168824j -0.000256715+0.000464724j -0.00134699-0.000198048j 0.00185939-0.000761245j -0.000165056+0.00095448j 0.00108771-0.000301332j -0.000452354-0.000172639j 0.000342163-0.000597057j 0.00111432+5.26459e-05j -0.000328666+0.00132112j 
-0.00296101-0.00315245j -0.00253373-0.000907766j -0.00962398+0.00226046j 0.00445446+0.00880904j -0.0139109+0.00514301j 0.00761205+0.011037j 0.00146242+0.00458926j 0.00395947-0.00504337j 0.00563039+0.00416069j 0.00530646+0.00300387j 0.00657325-0.00661641j -0.00061768-0.00426075j 0.00248096+0.00531915j 0.000558223+0.000628479j -0.00115012+0.00275131j 0.00200965+0.00270802j -0.000976844+0.00273273j -7.20288e-05+0.000215909j 0.00145689-0.00657022j 0.00475961+0.00861811j 0.00357334-0.00837236j -0.00149441-0.00178782j -0.00260935-0.00190762j 0.000735204+0.000875002j 0.0116771+0.000350789j -0.000120051-0.00335064j -0.0058172-0.000723428j -0.00345046+0.00208135j 0.00579726+0.00917426j 0.00375736-0.00250032j -0.000661677-0.00108208j 0.0042976+0.00189963j 0.00308559-8.59582e-05j -0.00973848+0.0048568j 0.000714624-0.00354507j 0.00124674-0.00459905j -0.00239766+0.00235063j -0.0060917-0.000145365j 0.00143052-0.00995644j -0.00275632-0.000701701j 0.00763008+0.00415479j 0.00292302+0.000645045j 0.00124635-0.00615924j 0.00205861-0.00513134j 0.00387434-0.00143315j -0.00262519+0.00448462j 0.00240987-0.000414645j 0.00243009-0.00231663j -0.00505222-0.00389142j 0.00456542-0.00398998j -0.000136711-0.00123865j -0.000136658+0.00464862j -0.00294478-0.000243481j 0.00293868-0.00436664j -0.00132485+0.000820415j -0.00208087-0.00130582j -0.000895713+0.00104032j 0.00132294-0.00146262j 0.00172585+0.000132421j 6.6104e-05+0.000862608j 0.000871214-0.00586842j 0.000459709+0.000447706j 0.000176719+0.00233705j 0.00306472+0.00142316j 0.00126342-0.00328998j 0.00222151+0.00269672j 0.0011097-5.97817e-05j 0.00156114-0.00260784j -0.00247264-0.000730606j 0.00570944+0.0025502j -0.00271116+0.000928679j -0.00350403-0.00310891j -0.00166418+0.00012057j 0.000263385+0.000908766j 0.000300648+5.99602e-05j -0.00160228+0.000329844j 0.000282705-0.001224j 
-0.00371916-0.00403876j -0.000471998+0.000173526j -0.00961072-0.00248401j -0.00311012+0.0100359j -0.0162584-0.000968738j -0.00599044+0.013447j -0.00390221+0.00793133j 0.00340735+0.000247673j 0.000629124+0.00692989j 0.00915214+0.00744215j 0.0123593-0.000162198j 0.00150249-0.00835855j 0.00439232+0.0026681j -0.00046375+0.000373763j -0.00802192+0.00331607j 0.00351218-0.00532441j -0.000727627-0.000387962j 0.00110248+0.00918191j -0.00218667-0.00552376j -0.00194723-0.00243191j 0.00367431-0.00772905j 0.00250769+0.00343653j 0.000668599-0.00125343j 0.00845103-0.00219661j 0.0105987+0.00182568j -0.000893672-0.00166739j -0.000130934+0.00509267j -0.00260562+0.00850627j 0.00695326+0.00155945j -0.0032635-0.00438071j -0.00268118+0.00274537j -0.00519161-0.00113298j 0.00119607-0.00239442j -0.00546538+0.00786554j -0.00487513+0.000830755j -0.00314855-0.000196393j 0.000208139+0.00266786j -0.0034966+0.00430672j -0.00401848-0.00676145j -0.00181335+0.00153286j 0.00794956-0.00091218j -0.00133146+0.00482849j 0.00250319-0.00208983j 0.00093058-0.00605915j 0.00237401-0.00403058j -0.00183559+0.00621487j -0.0013784+0.000216498j -0.00148543-0.0023275j -0.00670165-0.000535066j 0.00323726-0.00665582j 0.00149501+0.00474259j 0.000265863+0.0015707j -0.00254237+0.000143231j -0.00148668-0.00110603j 3.50432e-05+0.00492394j 0.00190345-0.00112001j -0.00470079-0.00431363j -0.000161135+0.00464087j 0.00561272-0.00355902j 0.00201288+0.00340364j -0.00117744+0.000369542j -0.00114699+0.00279185j -0.00117289-0.00559898j 0.00305908+0.00352277j -0.000719399-0.00538269j 0.00610822+0.00260976j 0.000161961-0.00444487j -0.000306748+0.00152015j -8.21591e-05-0.00208049j 0.000931618+0.00213845j -0.00424943-0.000782997j -0.0029783+0.00130453j -1.65008e-07-0.000914184j 0.000323955+0.000878684j 0.0041446-0.00373854j -0.00143889+0.000691383j -0.000842114-0.000261385j 
6.4725e-05-0.000704524j -0.00322992-0.00121059j 0.000636195+0.00414385j 0.00554983-0.00040344j 0.000634192+0.00557473j 0.00921809-0.00152794j -1.49231e-05+0.00261287j 0.000956032-0.000875426j 0.00383296-0.000489808j -0.000184274-0.000158903j 0.00127629-0.00364886j 0.00180961-0.0021591j 0.000480241+0.00222369j -0.00138742-0.00130956j 0.00078375-0.00010432j -0.00211771+0.000938778j -0.00495601+0.00157651j -0.000180546+0.0011256j -0.00374867+0.00382356j 0.0015261+0.000251533j 0.00533384-2.2095e-05j 0.000736405-0.00242341j -0.000984769+0.00927283j -0.00276472+0.000744673j -0.00266816-0.000275424j 0.00276937-0.00247542j -0.00122608-0.00381726j 0.00313396+0.000471028j 0.000514504+0.00391316j 0.00103927+0.00567896j 0.00366822+0.00189767j -0.0015598+0.00328139j 0.00219796+0.00196397j -0.00826905+0.00375883j 0.00105537+0.00124718j 0.00205711-0.00229103j 0.00346201+0.0015122j 0.0012456+0.000864232j 0.00561517+0.00176294j -0.00229448+0.0010069j 0.000235891+0.00812106j 0.000620108-0.00521051j -0.00177701+0.000259052j 0.00173397+0.00187143j 0.00242833-0.00142014j 0.00260403+0.00159266j 0.00303829+0.00421454j -0.00107825+0.0015225j -0.00287552-0.00464322j 0.00294889-0.0014758j 0.00408914-0.000885315j -0.00152575+0.00505636j 0.00347747+0.00096659j 0.000666796+0.000813422j -0.00284312-0.00112206j 0.000133156+0.00355879j -0.000942387+0.000154993j -0.00175123-0.000878519j 0.0027424+0.00191393j 0.00086781+0.000241195j -0.00375253-0.000406716j -0.0019327+0.0067109j -0.00179961-0.000447893j -0.0025451-0.0031417j -0.000676411+0.00229517j 8.06433e-05+0.000199421j 0.00348285+0.00165526j 0.00142425+0.00382437j -0.000360319-0.000493299j -0.000675452+0.00172416j 0.00231649-0.00436864j 0.00288424+0.000482027j -0.00239069+3.83321e-05j -0.00140507+0.000922581j -0.000105164+9.21378e-06j -0.000369955-0.00148913j 0.00145377-0.000547227j 
0.00281009+0.00218466j -0.00202276-0.00458754j 0.0029542+0.0120314j 0.0100446+0.00202094j 0.00318406+0.0108959j 0.0162855-0.00383288j 0.00589374+0.000256578j -0.000408797-0.0110385j 0.00295131-0.00358334j 0.00322705-0.00813735j -0.00882728-0.0170845j -4.318e-05+0.000324125j 0.00753331+0.00203586j -0.000715017+0.000502481j 0.00776734-0.00497781j -0.00193293+0.00427485j -0.00313685+0.00594094j -0.00588407+0.00158711j 0.000981486+0.000834315j 0.0011493+0.00940069j -3.46523e-05+0.00255369j -0.00307185-0.00171156j 0.00621379+0.00723626j -0.00512675+0.00606481j 0.00144166+0.00138318j 0.00532432-0.00103737j -0.00536897-0.00577364j -0.0029376-0.00819007j -0.00757898+0.0032785j 0.00898908-0.00211589j 0.00296924-0.000508142j 0.00643593-0.00183753j 0.00540486+0.00613665j 0.00048582+0.000914368j 0.0072474-0.000329761j 0.00718429-0.0129372j -0.00126075-0.00208971j 0.0031283-0.00560007j 0.0165535-0.000636629j 0.00394002-0.00445141j 0.00196723+0.00281635j 0.00209618+0.00268186j -0.00290378+0.00218383j 0.00051706+0.00600728j 0.00811495+0.00065242j -0.00209411-0.00135614j 0.00331179+0.000252793j -0.00225601-0.00172405j 0.000457258-0.00546418j 0.00187474-0.00225115j 0.00113632-0.00128884j -0.00194617-0.00250874j -0.00177312-0.0030257j 0.000463616-0.00648973j -0.000315127-0.00734195j 0.00254131-0.00487345j -0.00243661+0.00351541j -0.00232821+0.00279857j -0.00127598-0.00124262j -0.00388952+0.00250797j 0.00108931-0.00336979j 0.00364497+0.00475239j -0.000947925+0.00598995j -0.00263778-0.00245896j 0.00062137+0.00413381j -0.00183633+0.00239727j 0.00237981+0.00158827j -8.61951e-05-0.00172704j -0.00117522-0.0020669j 0.0097301+0.00112837j 0.00375022+0.00180452j -0.0024794-0.00389875j -0.00296679-0.000307765j -0.000103147+0.00344385j 0.00158178-0.00155646j -0.000256685+0.00123418j -0.000224765-0.000195473j 
-0.00212306-0.00159776j 0.00155309+0.00334959j -0.00545885-0.00863009j -0.00387637+0.000686016j -0.00290804-0.00730867j -0.00781322+0.00326796j 0.00131679+0.00180516j 0.00125514+0.00254346j 0.000543049+0.00295038j 0.00346412+0.00488717j 0.00335937+0.00135359j -0.00456386+0.00084623j -0.00213025-0.00239873j -0.00354112-0.000850206j -0.00318459+0.00162881j 6.24117e-05+0.00270491j 0.0024242+0.000364886j 0.0035045+0.000255422j 0.000896636-0.00149229j -0.000360881-0.00152716j -0.00283305-0.00272669j 0.00464247-0.000660915j 0.000339879-0.00658059j 0.00478824-0.00182717j 0.00134482-0.00208138j -0.00297116-0.000548451j 0.00107219+0.00119853j -0.000299752+0.00472246j 0.00134799-0.00469349j -0.00157834-0.0017943j -0.00261239-0.000160234j -0.00116879+0.00180528j -0.000745633-0.00250944j 0.00164222-0.00319809j 0.000540314-0.00267613j -0.00144091+0.00287911j -0.00176025+0.00294401j -0.00173714-0.00113366j -0.00515308-0.00223263j -0.00220251+0.000112071j 0.00356144-0.00408186j -0.00132257+0.00309322j 0.00239489-0.00335713j -0.000343627-0.000301098j -0.0017272+0.000541194j -0.00235843+2.14343e-05j -0.00160171-0.00219699j 0.00170039+5.3182e-05j -0.00120362+0.00273372j -0.00159134-0.000286521j -0.00133295-0.00204415j 0.00102248+7.77362e-05j 0.000173279+0.00385494j -0.00206363+6.05344e-05j -0.000350855+0.00499227j -1.72639e-05-0.00299693j 0.00288815+0.00260099j -0.000936408-0.00214668j -0.00190931-0.00189024j 0.00215386-0.00144376j 0.0015667-0.000883018j -0.00125728-0.00451203j 0.000341261+0.00154078j 0.00331669+0.00230636j -0.000285718-0.00481927j 0.000503776-0.000294108j -0.00338149-0.00192789j -0.00026395-0.00298295j -0.00092581+0.00106535j -0.00147827-0.000596435j -0.00531945+0.00270175j -0.00102208-0.00149027j 0.00287073+0.000652457j 0.00100502-0.00206674j -0.000666699+0.0032502j -0.00116078+0.000404822j -0.000830085-0.00106276j 
-0.00108086+0.00112578j 0.00295011+0.00407795j 0.00111438-0.00721014j -0.00580914-0.00497405j 0.00600246-0.00819864j -0.00837089-0.00201693j -0.00113164-0.00168037j -0.00179442+0.00550875j -0.00102168+0.000353134j -0.00088164+0.00194047j 0.00226889+0.00582922j -0.000161904+0.00101123j -0.00324974-0.00121263j -1.22062e-05-0.00351759j -0.00189587+0.00104855j 0.000854696+0.00109526j 0.00219868-0.00311986j 0.000176809-0.00601981j 0.00244642+0.000709862j 0.000328099-0.00472737j -0.00498261+0.00050995j 0.00250008-0.00164444j -0.000580149-0.00157489j 0.00369075+0.00147978j -0.00401023-0.00127541j -0.00216592+0.000470192j 0.00168416+0.00307976j 0.00207362+0.0019232j -0.0026658-0.00448613j -0.00184029+0.00201921j -0.00231863-0.00108584j 0.000249885+0.000977815j -0.0032766-0.00395251j 0.00345075-0.00217116j 0.00125186-0.00252921j -0.00314173+0.00236417j -0.00100679+0.00471633j -0.00227897+0.00181672j -0.0060197+0.00277058j 0.00117912+0.00221084j 0.000987794-0.00406871j -0.00380005-0.0017819j 0.00302143-0.00111789j -0.0040815-0.000172966j -0.0021925+0.00164586j 0.000659054-0.000564421j -0.0028029-0.00182158j 0.00324947+0.000898363j -0.000385415+0.00387724j -0.00284937+0.00353035j -0.00450698-0.00369405j -0.00041486-0.00150826j 0.00511759+0.00249052j -0.00176423+0.00222664j -0.000344676+0.00250641j 0.000208428-0.00090691j 0.00322939+0.00113956j -0.00127114-0.00437041j -0.000826258+0.00184949j 0.00188369-0.00318963j -0.000187873+0.00131946j -0.00146784-0.00365338j -0.00083866+0.00355434j -0.000376277+0.00157926j 0.00010647-0.00189695j -0.0017208-0.00267061j -0.00115175+0.000139879j -7.42423e-05-0.00242941j -0.000860655+0.00103235j -0.00195873-0.0020826j -0.00347331+0.00117681j 0.00101249-0.00153756j 0.000801038+0.00167006j 0.0021245-0.0015552j -0.00274316+0.00247457j -0.00053262+0.000401064j -0.000673046-0.00108948j 
