0.10298+0.0433661j 0.0363956-0.101177j 0.0758282+0.110199j -0.127693+0.0801116j -0.00188204+0.0397308j -0.00615076-0.041468j -0.0680393-0.0530098j 0.0380561-0.129599j -0.0953984+0.00415435j -0.0391358-0.00539714j 0.0983566-0.0438642j 0.0417303-0.0316009j 0.0599922+0.046194j 0.0443763+0.0514034j 0.00289754+0.0222434j 0.00255005-0.0368336j 0.016364+0.035501j 0.063638+0.0807927j -0.0131805+0.0632735j 0.0257919+0.0333871j 0.00897302+0.0856861j -0.00735734+0.0485482j -0.00443471-0.0776928j -0.00993481-0.0191785j 0.00651727+0.0401429j -0.0132563+0.0199006j -0.0431614+0.00650078j 0.0164768+0.00789641j 0.038144-0.0214362j -0.0757695-0.00945895j -0.0211637+0.00419563j -0.0236263+0.00119016j 0.0193606+0.0311882j 0.0419482-0.00251912j -0.0398747-0.00886586j 0.0223033+0.0322849j 0.0200451+0.0017865j -0.0302131-0.0134921j 0.0654461-0.0203522j 0.0340841-0.0219346j 0.0623607-0.0040079j 0.0269084-0.0259748j -0.0270903+0.0094813j 0.0545399-0.0259485j 0.00578803-0.0214371j 0.0230092+0.0163089j -0.0114247-0.0417815j -0.0250281-0.00656379j -0.0133873+0.056187j -0.00728384-0.018772j -0.0659865+0.0211111j -0.0100043-0.0288153j -0.0387445+0.00581728j 0.0300535+0.00402677j 0.0162466+0.0270915j 0.0199195+0.0141376j -0.0709768-0.0542364j -0.0381002+0.0350569j -0.0287935+0.00259207j -0.0184382+0.0433215j -0.0427162+0.0361081j -0.00678626+0.00177417j 0.000488461-0.0347j -0.005267+0.050911j 0.00604329+0.0117043j 0.0448808-0.010521j -0.0273589+0.00484308j 0.0261323+0.0118164j 0.037032-0.0424492j 0.0279361+0.104122j 0.019432+0.000687105j 0.0241589+0.0692486j 0.0887459-0.0232672j 0.077192+0.0902731j 0.0944084-0.0783893j 0.130301+0.037065j -0.0364029+0.131867j 
-0.00065865+0.000427436j -7.59021e-05+0.000485122j 0.00105521-0.000747212j 0.000569372+0.00175035j 0.00135201+0.00233556j 0.00297776+0.00340603j -0.000881448-0.000649204j 0.00264188-0.00132473j -0.00150343+0.000991586j 0.000265683-0.000481282j 0.000264181-0.00390494j -0.00546897+0.000812316j -0.0029516-0.000144444j -0.00053646-0.00114697j -0.00118415+0.00465604j -0.000712281-0.00283152j 0.00171901-0.00263315j -0.0052754-0.00142941j -0.00165201-0.00459374j 3.91951e-05-0.000226636j -0.00438241+0.00278487j 0.00365232-0.00373442j 0.000432317-0.00511495j 0.00698824+0.00100493j 0.00280749+0.000606648j 0.00434315+0.00632845j 0.00805729-0.00124302j 0.00055848-0.00454185j 0.0092246-0.000934954j -0.00588074+0.000584939j -0.00123204+0.000403951j 0.0039666-0.00424771j -0.00428105-0.00429044j 0.00452373+0.000480381j 0.00594726+0.00553587j 0.00284799-0.00460263j -0.00577937+0.00991564j -0.00696736-0.00326412j 0.00814055-0.00876071j 0.00630694-0.00541178j -0.00748071-0.00547937j -0.00666553+0.013932j -0.00611678+0.00116979j -0.0153532+0.00913705j -0.00967708-0.00217609j -0.0134855-0.00412565j 0.00356897+0.00243055j -0.00271323-0.007179j -0.00208094-0.000187157j -0.00709111+0.00312319j 0.00335269-0.00365827j 8.45998e-05-0.00384231j -0.00513959+0.00747398j 0.00659369+0.00778262j 0.00140509+0.00140138j -0.00875694+0.00206424j 0.00444201+0.00164132j -0.00928037-0.000266298j -0.000534224-0.00297873j 0.00584028+0.00389682j -0.00252753-0.00672681j 0.00222755-3.05556e-05j 0.00451613+0.000280228j 0.00351794+0.00602567j 0.00251338+0.00298932j 0.00285801-0.00625782j 0.00556441+0.00724271j -0.00231785-0.00310982j 0.00323267+0.00197795j 0.000691959+0.00305997j -0.00229258-0.00227119j 0.00227618+0.000374103j -0.00411079+8.5265e-05j 0.00185872+0.00321425j -0.00286627+0.000364579j -0.000709364+0.000379754j 0.000439565-0.00144897j 
-0.00145848-0.000584627j -0.000315794+0.00110867j 9.56445e-05+0.00138417j -0.0022256+0.000890245j -0.00200151-0.00108435j -0.000976533+0.00127074j -0.00081824-0.000420268j 0.00172437-0.00119746j 0.000103836+0.000864239j -0.00147148-0.00270682j -0.000594564+0.00147362j -0.00230991-0.00171078j 0.000913012+0.00127826j 0.00229791-0.000558476j -0.0019138+0.00366328j 0.000937491+0.00187258j 0.000812341-0.00185478j -0.00100989-0.000210507j 0.00108611+0.00440862j -0.00339356+0.000801749j -0.00182206-0.000953323j 0.00213772+0.0027994j -0.0021752-0.00108127j -0.00108637+4.48583e-05j -0.000466614-0.0026114j -0.00477057-0.000647917j 0.00137394+0.000194611j -0.000593676-0.000103498j -0.00288269-0.00161106j -0.00137503-0.00211127j 0.00165876-0.00171137j -0.00240722-0.000473564j 0.00467436+0.000820433j 0.000815476+0.00155767j -0.00335194-0.0022245j -0.00668422-0.00344642j -0.00911566+0.00197504j 0.00483044+0.00204673j -0.00571685-0.00575519j 0.00585478+0.000477469j 0.00226783-0.0053954j 0.00795525+0.00839975j 0.0114953+0.000345526j 0.00951699+0.000820339j 0.000491084-0.00168027j 0.00383212-0.00676437j 0.00262872+0.0010135j 0.00370233-0.00260773j -0.00481722-0.000721288j -0.00571951-0.00229861j -0.00181797+0.00145258j -0.00224994-8.83774e-05j 0.00562584-0.00299956j -0.000975055-0.00229321j 0.000994903-0.00166877j -0.00426259-0.000401246j -0.00329551-0.00418302j -0.00620005+0.00664551j 0.000952438-0.00621264j 0.000232826-0.00512657j 0.00220138-0.00188512j 0.00519569-0.000122958j -0.00746661-0.000182271j -0.00141148+0.00489582j 0.00604687-0.00364418j -0.00354209-0.0040939j 0.00396643+0.000818241j -0.000779924+0.00118618j -0.00118273-0.00269732j 0.00535719-0.000139509j -0.00364265+0.000783656j -0.00270422-0.00336547j -0.000498393+0.00475274j 0.00216175-0.000135863j -1.63753e-05-0.00133367j -0.000273172+0.000453026j -0.000444382-0.000284146j 
0.00190367-0.000358177j -0.00107532-0.00221505j 2.04279e-05-0.00064962j 0.00154068-0.000803494j -0.00100554+0.00152695j 0.00434276+7.72591e-05j -0.000519574-0.0010855j 0.000967589+4.91612e-05j -0.00160918+0.00110737j 0.00310553+0.00223936j -0.00104215-0.00178542j -0.00126636-0.00243604j 0.00063838-0.000660791j -0.00159679+0.000197427j 0.00102261+0.000483215j 0.000768132-0.00405495j -0.00516622-0.00145858j -0.00346203-0.00231676j 0.00131455-0.00197071j -0.000247953-0.00214678j 0.00141888+0.00478477j 0.00326458+0.000692111j 0.00171848-0.00201708j 0.00237307+0.00143664j 0.00137282-7.43083e-05j -0.00538852+0.00212176j 0.00133561-0.00571477j 0.00226816+0.00421875j 0.000206442+0.000946294j -0.00390607+9.04819e-05j -0.00104656+0.00236839j -0.00310108+0.00539756j -0.000496809+0.00501318j -0.00312032-0.00319483j -0.00082072+0.000455362j 0.00457997+0.00353664j -0.00512811-0.00183616j 0.00605012+0.0016447j 0.00317063-0.00121216j -0.00325174-0.00503488j -0.000186576-0.00183534j 0.00302024+0.00436512j 0.00436213+0.00741252j 0.00184446+0.00136915j 0.000465088+0.00439144j 0.00309593-0.00656679j -0.00102983+0.00204002j 0.00270082-0.000122991j 0.00637047+0.000736496j -0.0021044-0.000527936j -3.22026e-05-0.00297043j -0.00131565-0.00423855j -0.00219095-0.00776688j -5.65896e-05-0.00697561j 0.0005434+0.00352907j 0.00342995+0.00103159j 0.00719605+0.00250039j 0.00383459-0.00488627j 0.00108051-0.000581169j -0.00249105-0.00292179j 0.00375856+0.00244543j 0.00344105-0.00130196j 0.00311242+0.00100798j -0.0041916+0.000296914j -0.0015174+0.00839837j 0.00554931-0.000437701j -0.00335243+0.00233199j -0.00081537+0.000188249j -0.00183128-0.000814287j -0.00432731+0.0022038j 0.00241488-0.00274918j 0.00104972+0.00357303j -0.000383911-0.00275527j -0.00353278+0.00286907j -0.00321003+0.00183205j 0.000427269-0.000375917j 0.00147189+0.000117344j 
2.28915e-05+0.00148206j 0.00162985+0.000843027j 0.00229994-0.00107571j -0.000954376+0.00149906j 0.00359155-0.00237299j -0.00159858+0.000669143j -0.00128014+0.00146195j 0.00142891-0.00020526j -0.000252686-0.00146623j -0.00264667+6.37188e-05j 0.00417483+0.00231069j -0.00405157-0.00357586j -0.000664385+0.000350133j 0.00140272+0.00453409j 0.00413989+0.000555557j -0.00777274+0.0115728j 0.00633551+0.000105433j 0.00439081-0.00485655j 0.00379448+0.00989041j 0.0013513+0.00654115j -9.79907e-05-0.00532048j -0.000784382+0.00130011j -0.0021504-0.00392935j -0.00317687-0.00150211j 0.00131633+0.000234297j -0.00198709-0.00402842j -0.00172795-0.00706252j 0.00974928-0.000474621j 0.00490144-0.00264858j 0.00257389+0.00600862j -7.22655e-05+0.00357773j 0.0172583+0.00248174j 0.0046258-0.00298757j -0.00567061+0.00225941j -0.00554225-0.00702961j -0.00283753+0.000480464j -0.00435586+0.000553362j 0.00290143-0.00400538j -0.00250421+0.0056119j 0.0037491+0.000358179j 0.00340392-0.000239922j -0.00801155-0.000424407j -0.00475074-0.00379003j 4.02432e-05+0.00394361j -0.00518664-0.0123168j 0.00561774-0.00591981j 0.0048948+0.0029817j -0.00234559-0.00181199j -0.00746119+0.000696446j -0.00491573-0.00140458j -0.000698223-0.00566146j 0.00139592+0.000102581j 0.00128245+0.000239419j 0.011792-0.00612865j 0.00252304+0.00522376j -0.00978146+0.0106251j -0.00135452+0.000946453j 0.00070341-0.00513047j 0.00753246+0.00022804j -0.0013303-0.00449676j -0.00845854-0.00937995j -0.00722484-0.00186065j 0.0018569-0.00892824j 0.000168574+0.000418044j -0.00105483-0.00195302j -0.00013527-0.000890913j 0.00143923-3.01767e-05j 0.00109633-0.00251448j 0.000770147+0.00242125j -0.000684198+0.00245954j -0.00124094+0.000114236j 0.00130273-0.000770329j 0.00105865+0.000707119j 0.00260549-0.00168661j -0.000476809-0.00120559j 0.000831922-0.000656393j 0.000124447+0.000897701j 
0.00191508+0.000484431j -0.000415651-0.00244925j 0.00229994-1.34839e-05j -0.00153832+0.00183194j -0.0030727+0.00265772j 0.000229221+0.00266424j 0.000377896+0.00281709j 0.00263088-0.000666453j 0.000535373+0.00555691j -0.00105689-0.0016353j 0.00095859+0.000716632j 0.000725688-0.000453947j -0.00198293+0.00224925j -0.00191219-0.00269549j -0.000129719+0.000269985j -0.00149579+0.00147491j -0.0021453-7.54992e-05j 0.00178764+0.00390475j 0.00289458-0.0038233j -0.00472596+0.00298176j 0.00280969+0.00371363j 0.00758508+0.0148729j 0.00349228+0.000177031j 0.000510379-0.0019005j 0.00750225+0.0043643j -0.00298166+0.00239471j 0.00192503-0.00435329j -0.00299072-0.00336003j -0.000287242+0.000706736j 0.00883588-0.000184228j -0.00110332-0.00104517j -0.00273816-0.00509008j -0.000583673+0.00146534j 0.00569626-0.00548083j -0.00854317+0.00567453j -0.00873155-0.0024509j -0.00403609-0.00248082j 0.00401607-0.00147726j 0.00813982-0.00281073j 0.0019584+0.0151371j -0.00283592+0.00195551j 0.00463975-0.00640454j 0.00246675+0.000207907j 0.00748247+0.00116125j -0.00577331-0.00319124j 0.00104695+0.00146815j 0.00340535-0.000285314j 0.00548225-0.000934903j 0.00261904+0.00280983j -0.000193647+0.000258995j 0.00358282-0.00247171j 0.000753323+0.0066637j 0.00508051-0.00304186j 0.0016946-0.00125679j 6.58708e-05-0.00288937j -0.00756106-0.00386959j 0.00109089-0.00493156j 0.00487256+0.00138182j -0.00232901-0.00345922j -0.000710666-0.00220367j -0.0018705+0.0049031j 0.00818943-7.76982e-05j -0.00335756+0.00310548j 0.00469796-0.000600638j 0.00102611+0.00427211j -0.00265563-0.00643417j 0.00526881-0.00173442j 0.00392751+0.00150621j 0.00336089-0.00602576j 0.00167503+0.00655506j -0.0030969-0.00171987j 0.00162818-1.49e-05j -0.00142719+0.00326541j -0.00130771+0.00443789j -0.00571315+0.000247706j -7.05072e-05+0.000455328j 0.00113335-0.000437023j 
0.00153746+0.00145867j 0.00153255-0.00109078j -0.00047672-0.00106019j -0.000574556-6.16593e-06j 0.000263941-0.000248838j 0.00169198-0.0013578j 0.000365799-0.000554098j 0.00121668-0.00061039j 3.6484e-05-0.000804841j 0.00170188+0.00153763j 0.00131943-0.00545287j 0.00206954+0.00163938j -0.00364681+0.0024459j -0.00245298-0.000337041j 0.000834735+0.000618642j 0.00414506+0.00115182j -0.00296767+0.00343789j 0.000110006+5.00342e-05j 0.00446227-0.00552947j 0.00467358+0.00514432j -0.00355829+0.00408063j -0.000254322+0.00102495j -0.000997068-0.00155444j 0.000938699-0.00176452j -0.000880866+0.00364609j 0.000616153-0.00181228j -0.00459245+0.00586924j -0.00161106-0.00385563j 0.00304408+0.00152121j 0.00423211-0.00125425j -0.00353407-0.000318877j 0.0013601-0.000463714j -0.00235651-0.00753444j -0.00249804-0.00238287j 0.00299306+0.00778215j 0.00453431-0.000111525j 0.00559268+0.000907965j -0.00775739-0.000523727j 0.00271977-0.00172758j -0.00646577+0.00678485j -0.00209883+0.00330391j 0.00128508-0.0114938j -0.011258+0.000205122j -0.000291658-0.00550961j -0.00460034-0.00079155j -0.0104472+0.0112137j -0.00488411-2.25319e-05j -0.00400966+0.00220564j -0.000660974+0.000794553j 0.00550534+0.00332169j -0.00755153-8.02785e-05j 0.00185503-0.000622007j -0.00222793-0.000483634j 0.00283405+0.0114913j 0.000898185-0.000654164j 0.00346062-0.00585355j 0.00500459+0.0019819j 0.00488989+0.00104286j -0.00407621+0.00153453j 0.00453257+0.00292806j 8.56048e-05+0.00360102j 0.00463689-0.00275942j 0.00702177+0.00697213j 0.00398212-0.00132126j -0.00126133+0.0043333j -0.00115949-0.00185539j -0.00103704+0.00065624j 0.00267057-0.00341916j 0.000156369-0.00197148j -0.000639011+0.00424796j -0.00168604+0.000383421j 0.00132851+0.000305072j 0.00045756+0.000105021j 0.000964826+0.00100475j -0.00355066+0.00186972j 0.00159803+0.00106885j -0.00039755+0.00104451j 
-0.00107533+0.000987146j 0.000964253+0.00142965j -0.00052994+0.000403982j -0.000369379-0.00135083j 0.0023609-0.00128251j 0.000495925-0.00177389j -0.000838767-0.000823949j -0.00024211+0.000721971j 0.000452957-0.000719904j -0.000266846+0.00193309j 0.000912709-0.000685937j 0.000860759-0.00104595j 0.000426941-0.000621449j 0.000672684+0.000659405j 0.00124235-0.00083402j 0.00300056+0.00219764j -0.00213321+7.0238e-05j -0.000521984-0.00249509j -0.0020283+0.0034654j -0.000256179-0.00177774j -0.000277309+0.000912185j -0.000245913-0.00617466j -0.00193966+0.000262562j -0.00121956-0.00188354j -0.00649995-0.00165469j -0.00130392-0.0043181j -0.00416905+0.00379709j 0.00324608+0.00156219j -0.000263783-0.00396847j -0.0038383-0.00103754j 0.0032095+0.00399764j -0.00165683+0.0016636j 0.00319768-0.00151066j -0.00635897+0.000443851j -0.000902553-0.00123928j -7.61462e-05-0.000891837j 0.00441661-5.42459e-05j 0.00154577+0.000144861j -0.00736926+0.0017285j 0.00270025-0.00329857j 0.00123875+0.00051842j 0.000570343-0.00156462j -0.000789617+1.95894e-05j 0.000539673-0.00135382j 0.00221517-0.0015235j 0.000733848+0.00068361j 0.000744874+0.00143426j -0.00357286+0.00205513j -0.000787972-0.00632833j 0.000609772-0.00238952j -0.00120308+0.00253088j 0.000493783-0.00417824j 0.000190702-0.00237805j 0.000425037+0.000394989j -0.000815171-0.000584745j 0.00413261-0.000777443j -0.00375935-3.07465e-05j 5.94242e-05-0.000971147j 0.00308976+0.00180022j 0.000603779+0.00170154j 0.00242877+0.00219517j -0.00235537+0.00124356j 0.00240143-0.00461014j -0.00409936-0.003294j -0.000586532-0.000895253j -0.00127434+0.00280613j -0.00490148-0.0022058j -0.000456053+0.00115149j -0.00239787-0.000387299j -0.000209449-0.00398838j 0.000490579-0.00120339j 0.000636059+0.00102562j 0.000666333-0.000841618j 0.00200869-0.00187937j 0.00338414-0.00111011j 0.000847396+0.000835341j -0.00203104+0.000898955j 
0.000492906+0.00237615j 0.00210415+0.00028195j 0.00150402+0.00324816j -0.00348094+0.000455014j 0.00473424+0.000805832j -0.00158115-0.00176234j -0.00068937-0.000640993j 0.000535519-0.000798944j -0.000641484+0.000748818j 0.00103215+0.00134818j -0.000387185-0.000166933j 0.00235105+0.00140923j -0.000445298+6.27497e-05j 0.00303672+0.00224036j 0.00508942-0.00379917j 0.00282962+0.00214952j -0.00729862-0.0034909j -0.00239904-0.00563737j -0.00677525+0.00260992j -0.00652982+4.29555e-05j 0.00238018+0.00206443j 0.00269264-0.00530512j -0.00580651+0.00583177j -0.000509837-0.00309092j -0.00432729-0.000779505j -0.00431623-0.00711308j -0.00528293+0.00435552j 0.00613205+0.00196341j -0.00347681-0.00786157j -0.00382356+0.00327643j 0.00332142+0.00733431j -0.00544503+0.00183376j 0.00343501+0.00216862j -0.00698041-0.00376415j -0.00841019-0.00271364j -0.00660779-0.0046786j 0.0056125+0.000131928j 0.00618021-0.00167973j -0.00628287+0.00584452j 0.0151021+0.000282259j 0.000592931-0.00209121j 0.000363166-0.00846439j 0.00521419-0.00473023j 0.00297265-0.00224842j 0.000470713+0.000662387j 0.0053164+0.00251136j 0.00463893-0.00210847j 0.00317624+0.000491729j 0.00758703-0.012707j 0.00299851-0.000233311j -0.00500175+0.00443618j 0.000668722-0.00500824j 0.00873098-0.00619586j 0.000137888+0.000577938j -0.00357432-0.00314099j -9.5114e-05-0.00483331j -0.00185155-0.00840323j -0.00261818-0.0061914j 0.00337317+0.00443642j 0.00399856+0.00567175j 0.000693842+0.00956027j 0.00325688+0.00416962j 0.00130693-0.000937955j -0.00170007-0.00268328j -0.00207946+0.00397926j -0.00129223-0.00292904j -0.00183053-0.00189293j 0.000902852+0.000200223j -0.00164086-0.00557791j -0.00196114+0.00017717j -0.00273686-0.00136548j 0.00292556-0.000869059j -0.00163374+0.00204834j 0.00273557-0.000102852j -0.000334192-0.000268596j 0.00107472+0.00187369j -0.00220622+0.000769673j 
-0.0016904+0.00133114j 0.00108718+0.00205027j 0.00178198+0.000413154j -0.000234576+0.000543107j 0.00435841-0.00118049j -0.00067356+0.00102335j -0.00285623-0.00020737j 0.000395225-0.000111848j 0.0012633+0.000178444j -0.00200567-0.0011626j 0.00315074+0.00154375j -0.00236477+0.00264146j -0.00429661-0.00279453j 0.0040033+0.00113897j -0.000955516-0.00130013j -0.00473498+0.000515399j 0.00158648+0.00291278j 0.00234973+0.0022577j -0.00304741-0.000370614j -0.00351489-0.00137443j -0.000215573-0.000711826j 0.00562226-0.00362838j 0.00518884-0.00149279j -0.00239411-0.00844673j -1.59494e-06-0.00332885j 0.00957876-0.000990344j -0.00552006+0.00561221j 0.00544517-0.00695868j 0.0038159+0.000891604j -0.00220967-0.00218559j 0.0132452+0.00327692j -0.00622052-0.0115316j -0.00339244-0.00600931j 0.00479627+0.00879597j 0.00188523+0.00892756j 0.00441053+0.00597083j 0.0035929-0.000342571j 0.00102514+0.00158687j 0.00241983-0.00541128j 0.00079805+0.00772316j -0.00971756+0.00174043j -0.00171873-0.00349517j -0.00108045+0.000812407j 0.00179574-0.000670289j -0.00440495+0.00322515j -0.00296912+0.000575718j 0.00198178+0.00682022j -0.00380303+0.0018166j -0.00104291+0.000175574j 0.0021907-0.00429463j 0.00986364+0.00703187j 0.00469116+0.00326773j -0.0113976-0.00417251j -0.000865323+0.0100749j 0.0018691-0.00247002j 0.00437057+0.00119998j -0.00232807-0.00245837j 0.00363031+0.00122374j -0.00339181-0.0027395j -0.00262716-0.000291542j 0.00381367+0.00300704j -0.00487832+0.00362656j -0.00293925-0.0103808j -0.00155409-0.000393425j 0.00366837-0.00126878j -0.000515605-0.000869669j -0.00487434+0.000333747j 0.002162-0.00105911j -0.00179398+6.77588e-05j 0.000998875+0.000274717j -0.00246073-0.00362959j -0.000916053+0.00172688j 0.00128458+0.00180846j 0.00123718-0.000918331j 0.0025404-0.00125686j -0.00100631+0.00089987j -0.00183375-0.000817023j 
-0.000482693-0.000884394j -0.000299789+0.000760223j -0.00126929-0.00162004j 0.00114336-0.00117899j 1.02791e-05-0.00210373j -2.60064e-05-0.00227241j 0.000177896-0.000264069j -0.000537459+0.00124325j -0.000673993-0.00245086j 0.00118597+0.00131892j 0.000689808-0.00373329j -0.000519367+0.000718332j -0.001424+0.000803437j -0.00108779+0.000432083j 0.000884952+0.00194456j 0.00340258+0.00333316j -0.00200754+0.00210422j 0.00176377-0.00183005j 0.00253733-0.000639076j 0.00479852+0.000800362j -0.00294571+0.00456873j -0.000654377-0.00204459j 0.000852089-0.00356105j -0.000225334-0.00228431j -0.00352008-0.00052854j -0.0017282-0.00235637j -0.00168999+0.00419274j 0.0026804-0.00223394j 0.00219117+0.000668276j -0.00029727-0.00158252j -0.00094956+9.41857e-05j 0.00275858+0.00101414j 0.00227897-0.00618951j -0.00482741-0.00520538j -0.000213472+0.00374913j 0.00266352-0.00444426j 0.00359836+0.00166546j -0.00421339-0.00104529j -0.00259525-0.00258336j -0.00242361+0.00310962j -0.00348125+0.00308217j 0.0017655-0.00603907j -0.00801371+0.00262357j -0.00169047-0.00127633j -0.00144599-0.00538666j -0.0102866+0.00832536j -0.00139934-0.00048593j -0.00441052-0.00239973j -0.00268973-0.00514945j 0.00330747-0.000580476j -0.00198883-0.000898946j 0.00418139-0.0048028j -0.00629321+0.000721568j 0.00367646+0.00397149j 0.000108964-0.000771032j 0.00107798-0.00349822j 1.77944e-06+0.000785756j 0.00324667-0.000222153j -0.00126876-0.000149658j 0.00209767+0.0034835j 0.000110514+0.00215474j 0.00236091-0.000231428j 0.00864243-0.0030033j 0.00250523-0.00358478j -0.00237185-0.00183448j -0.00293597+0.0036772j -0.00273017+0.000901857j -0.000900341-0.00166493j -0.00111561+0.000753232j 0.000362167-0.00255384j 0.000513485+0.00196123j -0.000449012+0.000626147j 0.0018008-0.000358685j 0.000271104-0.00286227j 0.00196578+0.000911228j 0.000332979-0.000177986j -0.000638197+0.000424687j 
0.000589442+0.0025521j 0.0019237+0.000291836j 0.00100527+0.00209739j -0.00182936-0.000328767j 0.00386794+0.00219609j 0.00131227-0.00267462j -0.00187564-0.000413195j 0.000107311-0.00195605j 0.000881832+0.000139297j 0.000298421+0.00242856j 0.00269486+1.83047e-05j 0.0023009+0.00231217j -0.00209339+0.00228137j -0.00113381-0.00232316j 3.73683e-05-0.0029699j -0.00164072-1.23985e-05j 0.00230491+0.00071679j -0.0018067+0.00902443j 0.00302197-0.00290413j 0.00226125+0.00560895j 0.000839991-0.00264365j -0.000721662+0.00152823j -0.00344483+0.00956557j -0.00333902-0.00146433j -0.00194963+0.000908947j 0.00570019-0.00437543j -0.00478174+0.00841469j -0.00603903+0.00151225j 0.000442346+0.00104614j 0.00854469+0.00196845j -0.00326971-0.00030336j -0.00277399-0.00433982j -0.00577734-0.00247045j 0.00114792+0.0106929j 0.0047575+0.00316346j 0.00104459+0.00994386j 0.00162009-0.000122658j -0.000790647+0.0029738j -0.00185331+0.00352457j -0.0122404+0.00138921j 0.00540799+0.00270753j 0.000652467-0.00687521j -0.000546808-0.00239173j 0.00976436-0.00876164j 0.0017794+0.00556646j 0.00392409+0.00138786j -0.00752313+0.00217993j -0.00835345+0.00738517j -0.00648198+0.00657511j 0.00239337+0.00234472j -0.00156688+0.00184212j -0.00112932+0.00909998j -0.000749179+0.00316895j 0.000999865+0.00827929j 0.00274941+0.003153j 0.00919131+0.00606744j 0.00467625+0.00675108j 0.000363568+0.0110326j -0.00119315-0.00116272j 0.00220383-0.00631691j -0.00225171-0.00511575j -0.00405957+0.000118145j -0.00828157+0.00615783j -0.00295523+0.00327869j 0.00185855-0.00072948j 8.22432e-05-0.00318981j 0.00176902+0.00159045j -0.00016412-0.000162758j 0.000963463+0.000616701j -5.23299e-05+0.00324684j -0.00136656-0.003231j 0.00131127+0.000758229j -0.00034254+0.000945415j 0.00247894-0.000333441j -0.00180821+0.000978236j 0.00164654+0.00069439j -0.000873037+0.00108402j 
-0.000150027-0.00155378j -0.00138384+0.000968298j -0.000173038-0.000448908j 0.000728324-0.00121638j 0.00294004+0.000140047j 0.00176635-0.00424838j -0.00104624+0.0013929j -0.00127124+2.98723e-05j -8.45192e-05+0.000467221j 0.00599533+0.00511923j -0.00104597-0.00391523j -0.000990962-0.00103265j 0.00195662+0.00423059j -0.00396749-0.00277964j 0.00282698-0.00434102j 0.00175889+0.0106996j 0.000354726-0.00351764j -0.00371504+0.00544781j 0.00202532+6.38929e-05j -0.00118606+0.00517428j 0.00529591+0.00900525j 0.00623835+0.00816695j -0.00240199+0.00504931j -0.00575762-0.000848305j -0.00591915-0.00202054j -0.00934246-0.00537773j 0.00728452+0.0045712j -0.00343338+0.00593291j 0.00113598+0.000236824j 0.00594442+0.0014079j -0.00534904+0.00495361j 0.00184656+0.00135169j 5.26007e-05-0.00567738j -0.00339058-0.0113j -0.0157973-0.00338505j -0.0140727-0.00550493j -0.00485536+0.00171211j 0.0148557+2.84901e-05j -0.00827505+0.00155999j 0.00384396+0.0034549j 0.00481858+0.00325638j 0.00599483-0.00789952j 0.00507858+0.000596167j 0.0140721-0.00116883j 0.00415265-0.0111529j -0.000298627+0.00473161j 0.000980994-0.00143778j -0.0110455-0.00282249j -0.00243166-0.00735116j 0.00549773-0.0033045j 0.00400946-0.00702915j 0.00826532-0.00163091j -0.00189324+0.00176592j 0.013191-0.0113902j 0.000141086+0.00491827j 0.00590907+0.000887804j 0.00520006+0.00721857j 0.00217981+0.00636461j 0.00289413-0.00433806j 0.00294991-0.00752874j -0.00719857-0.0019179j 0.00224361+0.0012175j -0.000290484-0.00426971j -0.000778126-0.00246194j -0.00216404-0.00111674j -0.00171265+0.000694367j -0.00162476+0.0040796j -0.00532987+0.00105466j -0.000363229+0.00272119j -0.00108164-0.00168482j 0.00218872-0.00129201j -3.43677e-05+0.00192175j 0.00125144-0.000472991j -0.000470406-0.00317966j 0.00167157+0.00281391j 0.00108717-0.00135339j 0.000298905+0.000970475j 
