0.000442275-0.0125284j 0.00687528-0.0222963j -0.0590384-0.020629j -0.0147952-0.0099149j 0.00770378+0.013694j 0.00250303-0.0202111j 0.0437353+0.00787499j -0.00727121+0.000711566j -0.0250183-0.0251306j -0.0313611-0.00522487j -0.000914935+0.0245737j 0.0186039-0.0047702j -0.0471617-0.0159409j -0.0158919+0.00863951j -0.0339832+0.0449491j 0.0239739+0.0196309j 0.035922-0.0295956j 0.00595441+0.0220599j 0.0224508+0.0181002j 0.0196043+0.0189184j -0.00441642-0.00813856j -0.00950636+0.00259024j 0.0101001+0.00424403j 0.0103048+6.47816e-05j -0.0227789-0.002316j -0.0228873+0.00401134j -0.00671186+0.00858312j 0.0232405+0.0481213j -0.00244016-0.0201284j 0.00463319-0.0106946j 0.0164918-0.00363986j 0.00668157-0.0178442j -0.00993651-0.00710621j -0.00280838-0.00765851j -0.00853047+0.00106403j -0.00918353-0.00888268j -0.00491745+0.0144479j -0.00233863+0.00283644j 0.010475-0.00709019j -0.00166692+0.00226804j -0.0013055-0.000905583j 0.000256502-0.00045103j -0.000761283-0.0013652j -0.00522186+0.00102944j 0.00243471+0.00177629j 0.00437052-0.00162853j 0.00142315+0.00297197j 0.00382494+0.00231763j 0.0052307+0.0059444j -0.00422601+0.000583314j -0.000543891+0.00196819j 0.00202598+0.00123652j 0.00417767+0.0022036j -0.000367886+0.000837106j 0.000310577+0.00344689j 0.0014402-0.000602981j -0.0104733-0.00608171j 0.0147668+0.0021566j 0.00116773-0.0060323j -0.0137512-0.00439238j 0.00165337-0.00272306j 0.00173338-0.00225124j -0.00324874-0.00353573j 0.00181089-0.00249236j -0.000106292+0.000168609j 0.000992272-0.000119044j -0.00535428-0.00426051j 0.000943744-0.000591924j 0.00225798-0.00105464j -0.00175915+0.000178112j 0.00169372+0.00247027j 0.0010471+0.00261246j -0.000372963+0.00093723j 0.00204602+0.00114738j -0.00518099+0.000897611j -0.00573905+0.00402542j 0.00350868-0.00419434j -0.00447616+0.00283249j 0.00353605-0.000568154j 0.00137783+0.00594366j -0.00188787+0.000976435j -0.0028106-0.00399811j 0.00189429+0.00814129j 0.00182228+0.00297246j -0.000255405+0.000162769j 0.0112092+0.00836896j 0.00387791+0.000919364j 0.000426626+0.0023323j 0.0231089+0.00582507j -0.00469396-0.00219884j -0.00148358-0.00410193j 0.00179038+0.00686482j 0.00462707+0.000686535j -0.00341043+0.00618998j -0.00867178-0.00260119j 
0.0153613-0.0541368j -0.0300826+0.0279907j -0.0159165-0.0121879j -0.0359502-0.00905714j -0.0289601+0.060673j -0.0354919-0.111612j -0.0225507-0.0268702j -8.22723e-05+0.0172673j -0.140483+0.00466357j -0.0688507+0.145817j -0.102962-0.203515j 0.0434164+0.0563157j 0.00964568-0.166265j 0.0417747-0.0388661j 0.0559837-0.00914802j -0.0112945-0.00937877j -0.0780566+0.0133396j 0.0337554-0.0148019j 0.0208029+0.0320425j -0.0599864+0.0803952j -0.00527919+0.00709004j 0.0170557+0.0233342j 0.00474706+0.00519607j -0.00689678+0.00864257j -0.0417389+0.00400621j -0.0160724-0.00548278j 0.00714617-0.000828266j 0.045963+0.0700075j -0.0178972-0.00805084j 0.029927-0.00948686j 0.0122496-0.0370613j -0.00917576-0.0207918j -0.00965409-0.0113562j -0.00965129+0.0145456j 0.00204024+0.000875216j -0.00198927-0.00705967j 0.0233355-0.0207046j 0.00493601+0.0192393j 0.00606852-0.00429745j 0.00381127+0.00586482j -0.00474092+0.00668086j 0.00248378-0.00227922j 0.00158079-0.0156728j 0.0035344+0.00345101j -0.00574802+0.00850778j 0.00454356+0.00187398j -0.00416132+0.0094873j -0.00186225+0.0154256j 0.00717292-0.00386968j 0.00117623-0.00581246j 0.0157453-0.00395667j -0.00837386+0.00396447j -0.00220112+0.00183766j -0.00951118-0.00497853j 0.000159565+0.000772045j -0.00883556+0.00423902j 0.00739293+0.000865441j -0.00805448+0.00298063j -0.00338133+0.0012989j 0.004494-0.00382439j -0.00510884+0.000177098j 0.0151911-0.0112068j 0.0119596-0.00676127j -0.00101286+0.00233722j 0.00288707-0.00263174j -0.00536808-0.00497793j 0.00856853-0.00460596j -0.0014492-0.00401098j -0.0132935-0.000724759j 0.00284955-0.00562874j 0.0089711+0.0104512j -0.0018692+0.0161637j 0.012062+0.00202959j -0.000358357+0.00777281j 0.00254789-0.0120683j 0.00443816-0.00385266j 0.00332938+0.00242445j 0.000899877+0.0133865j -0.00167306+0.00518082j 0.00988293+0.00513552j -0.000628314-0.00111278j -0.00156486-0.0057315j -0.00330418+0.00232127j 0.00111759+0.000199977j -0.00335896+0.0032602j 0.00128688-0.00569239j -0.0012861-0.000635697j 0.00461922-0.00655376j 0.00882558-0.0215226j -0.00568861+0.0102617j 0.0010014+0.000834415j 0.00297415-0.0018617j 8.65373e-05-0.00757305j 0.00932266-0.0109866j -0.00163425+0.00738599j 
-0.0968555-0.0516884j -0.100724+0.0327556j 0.136323+0.0898124j -0.0269516-0.0374203j 0.0429224-0.070884j -0.0324484-0.0292472j 0.0839358-0.158312j 0.059966-0.116695j -0.11268+0.04814j 0.0323251-0.0362867j -0.102691+0.00947206j 0.015741-0.0666302j -0.0214614+0.113093j -0.146795+0.023659j -0.0796432+0.0525456j 0.13251-0.0169558j 0.083428-0.03789j -0.099951+0.00245371j 0.00835559-0.104299j 0.0152952+0.0109929j -0.0217688-0.0104037j 0.000750259+0.000716767j 0.00126249-0.0287029j -0.00113014-0.00784101j -0.0116715+0.0438336j -0.00144693+0.0476482j -0.0124169+0.0556083j -0.0119569-0.00167001j 0.00910178-0.00869209j -0.00752472-0.02331j 0.0212489-0.0232908j 0.00174815-0.0191091j -0.00885681+0.0141319j 0.0121821+0.0196376j 0.00485493+0.0181313j -0.011247+0.0239306j -0.000979511-0.0221873j 0.00862327+0.000391926j 0.0152649-0.0269007j 0.0055684-0.00267645j -0.00787933+0.00438652j 0.00426295-0.00179231j -0.00792039-0.0150328j -0.00961039+0.0125487j 0.00913347-0.00240357j 0.00311171-0.00826378j -0.00390345-0.000903855j -0.00253727-0.0121474j -0.00445661+0.00692229j 0.00522769+0.00447761j 0.0039306+0.0153114j -0.000144203-0.0250272j 0.00653705-0.00939265j -0.0136044+0.00902087j 0.0104402-0.000468161j 0.00196727+0.00806241j 0.0054127+0.0116973j 0.0017043-0.00400426j 0.00398272+0.00290184j 0.00222973+0.0155568j -0.00188225+4.65585e-05j -0.00125512-0.00946305j -0.00293773+0.00328268j 0.00282181-0.0073889j 0.00182537+0.00337788j 0.0011132+0.0068481j -0.0224656+0.01072j 0.00446558-0.00799389j -0.012553+0.00947642j 0.000799348-0.00561183j 0.00218731-0.0103272j -0.000581609+0.00431383j 0.00204069+0.0138294j -0.00260515+0.00597262j -0.00682429-0.0116124j -0.00246267-0.00549381j -0.00426445-0.00463661j -0.00464496-0.00485158j 0.00245015+0.00205422j -0.000870215+0.000576188j 0.00192346-0.00317187j 0.00501012+0.00354028j 0.00222559-0.00438771j 0.000600141-0.00345573j -0.00552892-0.00070146j 0.0103743+0.00213631j 0.00379279-0.00188991j -0.0039852-0.00236952j 0.000906361+0.000159684j -0.00241728+0.00589025j 0.000867741+0.000837231j 0.00282882-0.00465768j 0.000170893+0.00103117j -0.00952874+0.00489729j -0.000151102+0.010568j 
0.0390159-0.0116171j -0.0221093+0.0328162j -0.0365535-0.0089038j -0.0114914-0.0660219j 0.0324025-0.060867j 0.152272-0.0195469j -0.111856-0.0280609j -0.0190285-0.024882j -0.0309164-0.0456435j 0.0779032-0.0526074j 0.000267792+0.0104038j 0.039891-0.00295722j -0.0532973-0.0220479j 0.055429-0.00610616j -0.037615+0.0651983j 0.112522-0.077728j 0.0114777-0.0110499j 0.134803-0.0655057j -0.056347-0.000779729j -0.0247798-0.0324502j 0.0359066-0.0393376j -0.0352225+0.00567152j 0.0208632+0.0169173j -0.0107045-0.00161161j -0.0165387+0.0179723j -0.0159202+0.0338642j -0.00553996+0.0158618j 0.0230072+0.130952j -0.0139058-0.0314435j 0.0112698-0.00526741j 0.0163278-0.0189542j -0.000753657-0.0363823j -0.0190745-0.00915607j -0.0116813-0.00804006j -0.0114311+0.00506173j -0.0153001-0.00436784j -0.0058147+0.00592457j -0.0140386-0.0019492j 0.0141148-0.02186j 0.000489282+0.00709894j -0.00287334+0.00165125j 0.00120855+0.00170534j -0.00683284-0.00302932j 0.0112221+0.0220247j -0.00635265-0.00370036j -0.00489275+0.00057099j 0.0061404-0.00816464j 0.00473012-0.00165602j 0.00148389+0.000762339j 0.00102333-0.00878067j -0.00631588+0.0185985j 0.00505689-0.00250765j 0.00288835+0.00315014j -0.00121701-0.00205068j -0.001487+0.0016605j 0.000378549+0.00098672j 0.000213315+0.00264003j -0.000972884-0.00379841j -0.000164858-0.00240532j 0.00426552+6.11442e-05j -0.000687424-0.00226969j -0.00159968-0.00459017j -0.00346923-0.00451905j -0.000237106-0.00386231j 0.00134718-0.00697827j 0.00514831-0.00112825j -0.00858611-0.0056527j 0.00233241+0.00823393j 0.0161251-0.00257744j -0.00349182-0.00663487j -0.00880706+0.00327577j -0.00132775+2.29934e-06j -0.00565705-0.00603347j 0.00188161-0.00388682j 0.0119809-0.00269127j -0.0155227-0.00201268j 0.00155683-0.0117854j 0.00678867-0.00830167j 0.00154093+0.00191815j -0.0064263-0.00108132j -0.0121337+0.00224526j 0.00127674-0.00517674j -0.00967896+0.00756174j -0.00344656+0.00481454j 0.00446275-0.0036286j 0.00178305-0.00289438j -0.002973+0.00191984j -0.00603544+0.00208371j 0.0110578-0.0020252j -0.00725482-0.00986319j 0.00350605+0.0046464j -0.00454838+0.00212405j 0.00298332+0.0060813j -0.00114071+0.00512947j -0.00327391+0.000966896j 
-0.0578068-0.0227999j -0.0178456+0.011492j 0.0142134+0.0549537j -0.0330661+0.00795882j 0.0593535-0.019592j -0.0193594+0.107727j -0.0547137-0.0662915j 0.0177431-0.108669j 0.0384967+0.0182939j -0.00665701-0.0106106j -0.00751018-0.0553493j 0.069089+0.0573234j 0.0352826+0.0865723j 0.0191332+0.0233178j 0.0512318-0.0227171j -0.0845293-0.106177j -0.0373793+0.090804j 0.081333+0.0317482j 0.0358345-0.03887j -0.0678377-0.115389j 0.0262148+0.0174364j 0.00242542-0.00915978j 0.0488066+0.0423499j 0.00729032+0.0115256j -0.0772777-0.0440784j -0.0508181-0.0301665j -0.0276875-0.0476364j 0.0598672-0.0487442j 0.00343671+0.0282217j 0.00434878+0.0146365j 0.0585212+0.0366455j 0.0202882+0.0295242j 0.00267+0.0184776j -0.0479818-0.0413106j -0.0377792-0.027191j 0.00426372-0.0126639j 0.00385042-0.00886216j -0.00156292-0.00409685j 0.00858383+0.0226528j 0.00464109-0.00786185j -0.0182888-0.00204554j -0.0075311+0.000382998j -0.00244642+0.013093j -0.00265532+0.0136224j -0.0069696+0.00543809j -2.80955e-05+0.00678275j 0.00509988-0.00439738j 0.0117086+0.00758053j 0.0047109+0.00982208j -0.00803714-0.00136283j -0.00572264-0.009118j 0.0107931-0.013859j 0.0082066-0.00722874j -0.00451812+0.0215758j 0.00257028-0.00976387j -0.00103068+0.000551714j 0.00403777-0.0283085j -0.00569283+0.0200937j 0.000241696+0.0014858j -0.0089421-0.0150105j -0.00228746+0.0114439j 0.0050451-0.00213091j -0.00812171-0.00414268j -0.000120349-0.00281537j 0.00661838-0.00422785j -0.000195538+0.00411958j -0.0156921+0.00940642j -0.00397353-0.00572696j -0.00315914+0.00979336j 0.0049279+0.00186943j -0.00501778-0.00671676j -0.000313035-0.00539398j 0.00445508-0.00501852j 0.00534367-0.00433255j 0.0115405-0.00274795j 0.00570947-0.0032314j 0.0114848+0.000641007j -0.00346886-0.00645187j -0.010211-0.00306992j 0.00209015-0.00186137j 0.00449761+0.00205809j -0.00285319+0.00388543j 0.000398065+0.00460776j 0.00281873+0.00149179j -0.00107685-0.00338562j 0.00029045+0.00232955j -0.00417099-0.00633394j 0.00216045-0.0109966j 0.00189137-0.00475615j -0.00276058+0.00352749j -0.00687416-0.00840654j 0.0109417+0.00599524j -0.00996586-0.000646834j 0.0104619-0.00503317j -0.00331496-0.0172j 
0.0834961-0.0743648j -0.0414394+0.0295569j 0.000797576-0.0219436j 0.0787859-0.120822j -0.0347094-0.0325359j -0.0214005+0.0407981j 0.0559917-0.0291689j 0.0948608-0.0272146j 0.00882967-0.0670849j -0.108293-0.109598j 0.136821+0.16102j -0.0235702-0.0443364j 0.0403638-0.12717j -0.0424871-0.0709221j 0.0076909+0.0678608j -0.0160571-0.0348719j -0.0792683+0.0146819j -0.0311574+0.0074542j 0.0280486+0.00687527j 0.00185324-0.0164454j -0.0376637+0.0453516j 0.000603249+0.00319236j 0.0304727-0.0111767j 0.0232843+0.000775234j -0.0147789-0.00869066j -0.01771-0.0157111j -0.0300121-0.00368357j -0.0158261-0.0615912j 0.00567896+0.0190029j -0.0082724-0.00583185j 0.0189377+0.00843836j 0.0166877+0.0117342j 0.00307017-0.00302317j -0.0245803-0.0214789j -0.0101466+0.00316778j -0.00923244+0.00764424j 0.0173289+0.0168018j -0.0243081+0.0242451j -0.00246656+0.0105322j 0.00549496+0.00317748j -0.00542037+0.000417492j -0.00342328+0.00146422j 0.00990571+0.000598848j 0.00539244+0.0079741j 0.00324857-0.0139238j -0.00362237-0.00216518j 0.00343876-0.00594698j 0.00687129-0.0127889j -0.0084261+0.00332171j -0.00509967-0.0164834j -0.018086+0.00662882j -0.00783285+0.000643963j -0.005209+0.00253844j 0.000493586-0.00720389j -0.00476043-0.00063676j 0.00448002+0.00288151j -0.00261132+0.0132834j 0.00924874-0.00936988j -0.00611057+0.00204699j -0.00665519-0.00777729j -0.00150439-0.00416266j -0.00496047+0.00448794j 0.000727306-0.00716662j 0.000265341+0.000799677j -0.00825313-0.0128284j -0.00274342+0.00988272j 0.0132812+0.00611949j 0.0100867+0.0117556j -0.0124831+0.00667119j -0.000401795-0.00240463j 0.0124915+0.00634404j -0.00354398-0.0034548j 0.00392636-0.00895194j 0.00147209-0.00572252j -0.00142601+0.000464589j 6.38119e-05+0.00844877j 0.00518392+0.00226272j -0.00155068+0.00224801j 0.00310886-0.00344882j 0.0047077+0.0064944j -0.00837122+0.00135218j -0.000252175-0.00204194j -0.00594157+0.00686864j -0.000726599+0.00325933j -0.00213757-0.00327199j 0.0029662+0.00165629j -0.000483946-0.00541879j -0.00414446+0.00276005j 0.00349143-0.00448425j 0.00665399-0.00338876j -0.0072295+0.00314232j 0.00118672-0.000119441j -0.00126572-0.00566145j 0.00172678-0.00404176j -0.00740629+0.000539577j 
-0.0241874-0.132342j -0.0459081+0.0189954j 0.029355+0.0653568j 0.0428599-0.134738j 0.0971023+0.0110557j -0.0496924+0.0497038j 0.00601676+0.0991526j 0.0139896+0.0582287j 0.0203813-0.146393j 0.0919207-0.0478497j -0.00955782+0.0643858j 0.0479228-0.00692233j -0.0206227+0.1154j -0.014605-0.0732636j 0.00920544+0.0561505j 0.0272988+0.0924613j 0.00601394+0.157764j 0.0258158-0.151619j 0.0320742-0.0433338j 0.0304869-0.0223375j -0.000914308-0.00133151j -0.0178601-0.00656059j 0.0199232+0.0153155j -0.00600739-0.00251764j -0.0333775-0.0386119j -0.0337138-0.0279003j -0.00409907-0.0235311j 0.114639-0.144062j -0.0159315+0.00920724j -0.00417186+0.00675555j 0.0309384+0.014835j -0.0147396+0.030888j -0.0117521-0.00578411j -0.0178623-0.0220602j -0.0272122-0.0144704j -0.0209496-0.0262715j 0.0019351-0.00183123j -0.00771671-0.00472822j -0.00834328+0.0104977j 0.00615734-0.00290539j 0.000111527+0.00174933j -0.00803002+0.0118142j -0.0109577+0.00502138j -0.00854563+0.00106188j -0.000447394+0.00497053j 0.000220626+0.000915827j 0.00248352-0.00171577j -0.00641787-0.02203j 0.00182184+0.0227207j -1.86913e-05-0.0109101j -0.00321201+0.000323556j -0.0105797-0.00504415j -0.0102166+0.00569957j -0.00215363-0.00236269j 0.00357031+0.000653566j -0.00479196-0.00221909j -0.00262778-0.0129857j -0.00990132+0.00736015j -0.00553299+0.000443136j -0.00159372+0.00100366j 5.29775e-05-0.00202702j 0.0175612+0.0037959j 0.00543407-2.52829e-05j 0.000812041+0.00178073j -0.00173849-0.00377217j 0.00499707-0.00108117j -0.00856481-0.00343541j 0.00456361+0.00612559j 0.00464968+0.00273132j 0.00151523-0.0103758j -0.00799464-0.00100572j -0.00200107+0.00451587j 0.00947937+0.000520789j 0.00441618+0.0046305j 0.00448478-0.0108266j 0.00168786-0.00728728j 0.00535598-0.0083941j 0.000386776+0.00222345j -0.00223613+0.00265582j 0.0162918-0.00452706j -0.00296412-0.00500523j -0.00800676+0.00010369j -0.00151643+0.000602719j -0.000317619-0.00178567j 3.41477e-05-0.0100406j -0.00157754-0.00016349j -0.0028049+0.0020617j -0.00345795-0.00398315j -0.00444794+0.0041305j 0.00294748+0.00138661j -0.00194262-0.0102329j 0.00123566+0.00882757j -0.000805231-0.00444963j 0.00199122-0.00844177j -0.00499898-0.0147245j 
-0.0287989+0.0948473j 0.0251516-0.0827228j -0.0259493+0.0387278j -0.0350016+0.0382942j -0.0628263+0.0286853j -0.0542058+0.191693j 0.0440488-0.0810746j -0.139928-0.0047669j -0.0537725-0.033405j -0.0330694-0.0618234j -0.056405+0.0877341j -0.0486622+0.0553138j 0.0679722+0.25072j 0.00166325+0.0464737j 0.0488076-0.0247626j 0.0621844+0.0699012j -0.0837383+0.025842j 0.0480947+0.0883915j -0.0490113-0.0149849j -0.0200407-0.0592067j -0.00222401+0.0151745j 0.00769561-0.00343044j 0.0261927-0.00768723j 0.00496958+0.00195637j 0.00822749+0.0328026j 0.00586109+0.0214899j -0.00656477+0.00594453j -0.0419161-0.113576j 0.0146071+0.0167986j 0.000789511+0.0112818j 0.0028343-0.000723315j -0.0108633+0.0173822j 0.0243916+0.0276856j 0.00423056-0.000805326j 0.00887841-0.0150647j 0.0194041+0.010324j -0.00929926+0.0131537j 0.00575316-0.0172107j 0.00920999+0.00309155j 0.00436636-0.00976136j -0.00940219+0.0150361j -0.00403626+0.0140467j -0.012072+0.0217591j 0.0121976+0.00670807j 0.00279362-0.00448408j -0.00176624+0.00679508j -0.00296889-0.00389398j -0.00161957+0.00634696j -0.00725696+0.015403j 0.00909951-0.00491944j 0.00329345+0.00475298j 0.00764064+0.0121915j -0.00417868+0.0129467j 0.00231077+0.00624906j 0.000913799-0.00650837j 0.00414447-0.00959565j 0.00655116-0.00940763j -0.00263284+0.0169799j -0.00106175-0.00105193j 0.010324+0.00567898j -0.00131809+0.00236268j 0.00209561-0.0148229j 0.00609749-0.00233359j -0.00289754+0.00707857j 0.000819953+0.00567577j -0.00118689+0.001435j 0.00687527-0.000174193j 0.000180491+0.0147572j 0.00526214-0.0116891j -0.0129258+0.00282443j -0.006203+0.00456549j 0.00614092+0.00234299j 0.00200666+0.0169834j 0.00269592+0.00148875j -0.000775659-0.00494313j 0.000297299+0.00435734j -0.0112331-0.00363509j -0.00689017-0.0112775j -0.00162939-0.00304094j -0.011057-0.00742456j 0.00449776+0.00338424j 0.0057536-0.000170364j -0.00630944-0.00056837j -0.00226225+0.00132356j -0.00335385+0.00077024j -0.00352255-0.000634418j -0.00210122+0.00355428j 0.00420575-0.0104413j -0.00708155-0.00573958j -0.006709-0.00858194j 0.00246863-0.000872752j 0.00127991+0.00627059j -0.00939199+0.00643525j 0.00210346+0.00465149j 0.0131433-0.00644318j 
0.0432696-0.059895j 0.0124568+0.0422905j 0.0119467-0.00938279j 0.0743293-0.109326j -0.00363467+0.0185596j -0.088201+0.0761899j -0.0339615-0.0802718j 0.0631323-0.123197j 0.0647768-0.0612837j 0.142752-0.0275906j 0.0501432-0.206018j -0.0566143+0.0378639j 0.013954+6.52363e-05j 0.0164973-0.145222j 0.0775147-0.130348j 0.0837329-0.00448163j -0.0219666+0.00382506j -0.0472112+0.03227j -0.0602482+0.0249147j 0.0194202+0.00911237j -0.00410544-0.00822128j -0.00584492-0.00518944j -0.00823786-0.010384j 0.013544-0.00181726j 0.00563385+0.0445807j 0.00844622+0.04325j -0.0229197+0.0420281j -0.0839287+0.033244j 0.0236988-0.00461566j -0.00874374-0.00735258j 0.00321742-0.0422135j 0.0114385-0.0162392j 0.0064401+0.0173262j 0.000948243+0.0262246j 0.00292344+0.0215938j 0.00989423+0.00351866j 0.00621158-0.00336725j -0.000702718+0.0236367j 0.00414681-0.0173983j 0.00420086-0.00380109j -0.00696692+0.00663084j 0.0070412+0.000606819j 0.00319833+0.00268725j 0.0115588-3.44707e-05j 0.00575691+0.000580959j -0.00190952-0.00199185j 0.0126496-0.00671349j 0.00708424+0.0100054j 0.00742911-0.0117715j -0.00979836-0.00422592j 0.006158-0.0101831j -0.00629891-0.00367338j -0.000787545+0.00249345j -0.00743191+0.0104023j 0.00382752-0.00641325j 0.00370671+0.00459794j 0.00718034-0.000735037j 0.00105923+0.00514752j -0.00294565+0.0071358j -3.58748e-05+0.0129556j -0.00491562+0.00150696j 0.00416735-0.0226432j 0.00365641-0.00781195j -0.00237444+0.00216828j 0.00469173+0.00173614j -0.00587603+0.004458j -0.00345211-0.00965586j -0.00738159+0.00295345j -0.00629991+0.00445911j -0.000395868-0.00282086j -0.0112358-0.00427507j -0.00317166-0.00231198j -0.00219352+0.00134455j 0.00285604-0.000368489j 0.00738828+0.00842449j -0.00459632+0.00480453j -0.000528072+0.00461601j -0.00819594-0.00844297j -0.000640421-0.00782018j -0.00518826-0.0071521j -0.00144836+0.0036244j 0.00168508+0.00438396j -0.00501238-0.0019979j -0.00366834-0.00352925j -0.0020709+0.00263366j 0.00241718-0.00364791j -0.00110421+0.00320962j -0.00192367+0.00195155j 0.00276687-0.00859596j -0.00300544-0.0108693j -0.00299449+0.00497802j 0.00168876+0.00291987j -0.00450178-0.00204411j -0.00294374+0.00122175j 0.00174852+0.00914746j 
-0.025469+0.0940128j 0.0364166+0.102517j 0.0543657-0.165242j -0.0226206+0.000444729j 0.0100716-0.0210859j 0.0916886-0.104295j -0.084393-0.0118274j 0.0754522-0.0305362j 0.068827-0.0166508j -0.14036-0.0653772j 0.0118926+0.0651776j 0.043687-0.0545191j -0.00320849+0.0055588j 0.0791477-0.041451j -0.0941615+0.0941671j -0.048392-0.00899012j 0.0336541-0.16789j -0.0164558+0.0181374j -0.0193503+0.0444485j 0.031094+0.0528256j -0.00853157-0.0293372j -0.019768+0.00195302j -0.0167812-0.0246626j -0.0175162-0.0286883j 0.0387526+0.040441j 0.0403763+0.0320792j 0.0349468+0.0369856j -0.0345535-0.020357j -0.00360322-0.0100014j -0.00168824-0.0122844j -0.0522509-0.0174298j -0.0190574-0.0224868j 0.00842582+0.0201762j 0.0303539+0.0259794j 0.0272532+0.0289007j 0.015396+0.0113016j -0.00159617+0.0254145j -0.000263255-0.00742856j -0.0170958-0.0266934j -0.00672081+0.0101483j 0.000380083+0.00588289j 0.00151956-0.00671949j -0.0103684-0.00934454j -0.0196089+0.00849311j -0.0165457-0.00560307j -0.0128215-0.00246999j 0.00487446+0.00659175j 0.0106134+0.00272476j -0.0221008-0.0076625j 0.0034488-0.0113913j 0.00346763+0.00823811j -0.00506096-0.00129672j 0.00639141-0.00149858j 0.00577196-0.0060488j -0.00507215-3.48587e-05j 0.00606255+0.0044448j -0.0114315+0.00249888j 0.00698146-0.0176235j -0.00307052+0.00481424j 0.0123939-0.0154922j 0.00421286+0.000804111j -0.0148598-0.00348845j 0.00359868-0.00511826j 0.00208291-0.00284287j -0.00187972-0.000199243j -0.003761+0.0023673j 0.012584+0.00159504j 0.00429105-0.00272518j -0.00468912+0.0071184j -0.000483978-0.00109299j 0.0036818-0.00853698j -0.00168113-0.0114808j 0.00380242-0.00318841j 0.000560773-0.00112199j 0.0033673+0.000723402j 0.00257723-0.00450946j 0.00636596+0.00414003j 0.00361737+0.00741182j -0.0053264-0.00208202j -0.00596212-0.00336971j -0.00273719+0.00759014j 0.0073382-0.000289186j -0.0039033+0.00681313j -0.00201331+0.00397877j 0.00552498-0.000104861j 0.00546875-0.00107296j 0.0018149-0.00590261j -0.0115034+0.00113224j -0.0149675-0.0094212j 0.00635475+0.00850406j 0.00365985+0.00270536j -0.00382666-0.00740159j -0.0030991-0.00429021j -0.0107416+0.00234561j 0.0145381+0.0141845j 
0.0353513-0.0352798j -0.0926008+0.0218269j 0.032291+0.0474628j 0.0383475-0.0228856j -0.0520223+0.00222479j -0.0473117-0.0165685j 0.0403765-0.00676517j -0.0593188+0.128964j -0.144475+0.0222469j -0.0800364-0.0270423j -0.101397-0.00756217j 0.00693495+0.0419125j -0.0762803+0.0270366j -0.00164675+0.0111863j 0.0027118+0.00217631j 0.0145614+0.00433767j -0.00447668+0.0216312j -0.0179291-0.0671796j -0.00979234-0.0109937j -0.0226241-0.0130286j -0.00344757+0.00731453j -0.00940287-0.00616061j 0.0142686+0.0122908j -0.00525117+0.0285076j -0.039841-0.0521862j -0.0150672-0.00687922j -0.0150155-0.0065738j -0.0585314-0.0116332j -0.0109474+0.0147568j -0.00393747+0.0069031j 0.0227121+0.0118928j 0.0205198+0.00850981j -0.00306952-0.00494246j -0.0310816-0.0205101j -0.0132062-0.0228575j -0.0105387-0.0066371j 0.0131311-0.0192548j 0.00217118-0.00767904j 0.000338843+0.0189685j 0.0121167+0.000420166j -0.0135238+0.00374599j -0.0112005+0.0102203j -0.00542672-0.00029762j -0.010469-0.00720612j -0.00691897+0.000973381j 0.0142467-0.000355674j 0.00230836+0.00393891j 0.022518+0.00452208j -0.0100613+0.00273852j -0.00335664+0.00322232j 0.00510404-0.00369796j -0.00122522-0.00539492j -0.000731814+0.0063441j -0.0129282-0.00401552j -0.000943441-0.00462829j -0.00779799-0.00300959j -0.00735863-0.0074705j 0.00703524+0.000334982j -0.00867658-0.00287707j -0.00608528-0.00695129j -0.00435898+0.000585074j 0.0112401+0.00510957j 8.5073e-05+0.00532169j -0.00988923+0.00567329j 0.00399275+9.31573e-05j -0.0108065-0.00961583j 0.016684+0.00547592j -0.021341-0.00542926j 0.0037889-0.00103964j -0.00642869-0.00190734j -0.00772224-0.00253459j 0.00223756+0.00112836j -0.0120525-0.00369701j 0.00176874+0.000642761j 0.0057804+0.00173923j -0.00325238-0.00539332j -0.00122859-0.00702426j 0.00300475+0.00300967j 0.00252813+0.000728966j -0.00700038-0.00194706j 0.00240075-0.00181446j 0.0107268+2.21035e-05j 0.00333392-0.00410224j 0.00177067-0.000414854j -0.0109786-0.00213625j -0.00523845-0.00165912j -0.0041782+0.00443172j 0.0118568+0.00583645j 0.00529076+0.0110187j -0.00455207-0.000681079j -0.000286515-0.00217946j 0.00294776+0.0023881j 0.0026647+0.00301192j 0.00783666+0.000281225j -0.00824642-0.00815262j 
