-1.78715e-16-0.00889254j 7.91202e-16+0.0207406j -5.75646e-18-0.00606105j -9.36194e-19-0.00787991j 1.31259e-17-0.00814609j 7.07165e-18-0.004158j -1.79012e-17+0.00728726j -2.18553e-17+0.00495662j -1.45706e-17+0.00334534j 5.1945e-17-0.00935719j 3.36387e-17-0.00153877j -2.828e-17+0.000862615j 1.0178e-18+0.0133097j 1.98749e-17-0.00759461j 3.9049e-16+0.00320286j -4.90301e-15-0.0142237j 1.21745e-16-0.00809799j -5.5548e-17-0.000442243j -1.55372e-17-0.00139647j -6.89445e-17-0.0101301j -2.42268e-17-0.00959449j 4.61052e-18+0.00472299j 1.24294e-15-0.0115098j 1.10934e-16+0.000242356j 4.6719e-17+0.0119075j -1.66972e-17+0.00688649j 4.12682e-17+0.000698783j -6.65061e-16-0.00307254j -3.49206e-14+0.0104113j -1.58024e-16+0.000441843j -1.49413e-16+0.0151243j -8.6997e-17+0.00494478j -1.1761e-16+0.00445313j -4.23769e-17-9.69345e-05j 2.65328e-16-0.015572j 7.84089e-17+0.000552176j 3.40464e-17+0.0031823j 3.42831e-16+0.00393424j -1.13126e-16-0.00500442j -1.30293e-16-0.00974953j 2.59897e-16+0.00857088j 5.97688e-17-0.00382526j 5.81659e-17-0.0061001j 5.33523e-17-0.0120108j -4.41214e-17-0.00857787j -1.32407e-17-0.00171737j 1.37669e-17-0.00166513j 3.76532e-18-0.00181556j -1.91566e-17+0.00468523j -3.27555e-17+0.00821691j -1.24789e-17+0.00550766j 8.81462e-18+0.000548805j 2.41455e-17+0.00218924j 3.5828e-18+0.0143055j -4.17737e-15-0.0196089j -9.0345e-16+0.006681j 
-1.99309e-15+0.0259087j 3.95522e-16-0.00439209j -2.22326e-15+0.0283801j -2.13385e-15+0.0277047j -6.31653e-16+0.0017275j -9.18231e-16+0.0123215j 6.38314e-16-0.000351786j 2.10683e-15-0.0250325j 1.26209e-15-0.0193877j -1.98162e-15+0.0255159j -1.07044e-15+0.0177732j 1.06659e-15-0.00894188j -1.02959e-15+0.00785308j -2.47083e-16+0.0100651j 4.50969e-16-0.00916517j 2.42463e-15+0.0102453j -1.45702e-15+0.0134898j -1.21477e-15+0.0122674j -3.28533e-15+0.0424243j -1.0696e-15+0.0105561j -2.14208e-15+0.0267763j -9.37079e-16+0.0167259j -4.30317e-15+0.0189716j 5.03015e-16-0.0049972j 1.19793e-15-0.0170091j 1.30383e-15-0.0231871j 2.92251e-16-0.0045011j 9.6524e-16-0.0271752j -7.37638e-14+0.0220088j -1.4986e-15+0.02132j 4.1753e-15-0.0402181j -3.46714e-16+0.00807066j 1.48121e-15-0.0188971j -5.62089e-16+0.00932893j -2.17826e-15+0.0197689j -4.17746e-16+0.00473293j -1.67361e-17-0.00105416j -1.26505e-16-0.00029506j 3.75669e-17-0.00588656j -2.21908e-15+0.0323774j 1.96302e-16+0.00856829j -1.38598e-15+0.0227184j 9.75246e-16-0.0128473j 1.18288e-15-0.00592956j -1.0744e-15+0.0150699j -6.53292e-16+0.0118144j -2.81989e-16+0.0101432j -3.37087e-16+0.00321936j 1.88066e-15-0.0202978j 7.40764e-16-0.000493688j 1.72358e-15-0.0226372j 1.2464e-15-0.0180745j 6.04759e-16-0.0084959j 2.71232e-15-0.0324136j -1.19646e-15+0.00185518j 1.6356e-15-0.0220712j 
-1.7083e-16+0.00357107j 4.62826e-16+0.0165149j 3.89363e-17+0.0117804j -4.9296e-16-0.0142557j 1.36266e-16+0.0133033j 1.1155e-16+0.00694958j 1.72341e-16-0.00584787j 6.47198e-16+0.0143248j 1.05504e-16+0.00962697j -1.44966e-16-0.0218871j -5.86981e-17-0.00756224j 1.26761e-16-0.013517j -6.19341e-16+0.025175j 2.8049e-16-0.0170523j -4.81568e-17-0.0113022j -2.61798e-16-0.00138867j 2.28962e-16+0.016718j -2.17259e-16-0.00157558j -5.50402e-16-0.0131248j -2.02884e-16-0.000287537j -3.48613e-16-0.0062878j 6.58477e-17+0.00924908j -6.89453e-16+0.00276652j 7.74238e-16-0.0135999j -3.49512e-18+0.0112117j -5.19789e-16-0.00351072j -1.42502e-17-0.00942102j 1.61914e-15+0.0121804j 4.69524e-14-0.0142733j 5.36023e-16-0.0186801j 6.07274e-16-0.0161361j -1.39601e-16+0.0154051j -1.93836e-16+0.0134711j -3.7076e-16-0.0155711j -9.98987e-17-0.00257504j 2.62959e-16+0.0112474j 1.1353e-16+0.0107973j -1.43772e-15-0.00780036j 5.79614e-16+0.0098076j -2.85499e-16+0.000609381j 1.76156e-16+0.00446882j -1.47258e-17-0.0106578j 4.18873e-16-0.0115515j 8.20214e-16-0.0281122j -2.11848e-17-0.00476144j 2.43854e-17+0.00192879j -1.30483e-16-0.0310269j 8.41042e-17+0.0112353j 6.70398e-16+0.0131124j 1.81653e-16-0.00753298j 1.40707e-16+0.00134452j 1.45996e-16+0.00379741j 4.97896e-16+0.0179368j 7.5493e-17-0.0049166j -4.43457e-15-0.017738j -9.96671e-16-0.00860188j 
-2.39447e-16+0.00119838j 4.42542e-16+0.0187687j -2.28134e-16+0.0029915j 1.34655e-16+0.00527283j 1.93159e-17-0.0176019j -8.57166e-17+0.00503614j -2.67759e-16+0.011602j -2.59396e-16-0.00631869j 5.66453e-17-0.0133908j -8.66601e-17-0.000898576j -7.97035e-17+0.025599j 1.24265e-16+0.00440082j 1.88833e-16+0.00864606j -1.07496e-16+0.019373j 2.26801e-16-0.00696091j -3.75486e-15-0.0122065j -6.89561e-17-0.0121361j -3.32235e-16-0.0045684j -2.28157e-16+0.0374958j 1.19539e-16-0.018766j 8.32728e-17+0.00350177j -2.18256e-16+0.0150741j 3.49997e-15-0.0316922j 4.30639e-16-0.00609329j -2.9433e-17-0.000789017j 3.90919e-16-0.00469996j -8.58673e-17-0.0187849j -1.49733e-15-0.0114522j -7.79464e-14+0.0231767j -1.08028e-15+0.0375132j -3.46532e-16+0.0132435j -8.33363e-17+0.00811256j 3.43083e-16-0.0159088j 3.072e-16+0.0241149j 1.09552e-16-0.00565999j -3.4643e-16+0.00671936j -5.06977e-17-0.00675956j -7.08351e-16-0.02058j 4.33955e-16-0.0158725j -1.22794e-17-0.00435022j 4.55729e-16+0.0164894j -1.00524e-16+0.0193826j 1.5974e-17-0.0218123j -1.87678e-16+0.00409021j 2.56383e-17-0.00496886j -1.67408e-17+0.0196074j 4.84984e-17+0.0169463j -3.26753e-17+0.00280581j -2.73978e-16+0.00242488j -2.97714e-16+0.0173583j 2.64567e-17-0.00816513j 1.32536e-16-0.00329568j -1.97392e-16-0.000474247j 7.15405e-17+0.00427789j -3.7232e-15-0.0168759j -7.18459e-16-0.00121921j 
-7.32759e-17-0.0253137j 7.88222e-16+0.0399076j 1.05021e-16-0.0251124j 4.42476e-16-0.0113825j 9.20839e-17-0.0200639j 8.41169e-17-0.0131018j -8.80069e-17+0.000185814j -3.18198e-16-0.00461499j -3.11958e-16+0.00828384j 7.55063e-16-0.0288744j 2.88174e-16+0.000975992j 1.37632e-18+0.0057496j -8.13197e-16+0.0518772j 5.1663e-16-0.0191994j 6.45208e-16+0.00215836j -7.41708e-15-0.0232056j 4.23224e-16-0.030718j -1.57186e-16-0.00502729j 6.41793e-17+0.0128716j 1.72781e-16-0.0222827j 4.13999e-16-0.0153648j -2.28614e-16+0.00163503j 3.01454e-15-0.0258378j 7.91139e-16-0.00454553j -5.52343e-16+0.0281508j -2.38118e-16+0.0447068j 2.23059e-16-0.0135405j -1.34049e-15-0.0202609j -7.06727e-14+0.021259j -1.64768e-16+0.00387223j -5.36378e-16+0.0257529j -3.76046e-16+0.00923048j -8.25602e-16+0.011807j -9.90134e-17+0.0269626j 1.10648e-15-0.0316043j 3.43114e-17-0.00848392j -2.17936e-17-0.00709173j 1.05401e-15+0.0107746j -2.45532e-16-0.0184468j 3.40859e-17-0.0291983j -5.0975e-17+0.0070712j 4.38232e-16-0.00985626j 5.83276e-16-0.027943j 1.00201e-15-0.0438042j 2.5407e-16-0.0260869j 2.70465e-18+0.00361555j 4.68675e-16+0.000422828j -6.83932e-17-0.00235923j -2.70521e-16-0.00265322j -1.18886e-16+0.00490472j -2.4831e-16+0.0122219j -1.26402e-16+0.0110767j -2.24447e-16-0.00443084j -4.38116e-16+0.0376511j -6.39384e-15-0.0358524j -1.70444e-15+0.0215745j 
2.75385e-16+0.00937939j -6.39647e-17-0.00935789j 3.6193e-16+0.0105719j -8.40727e-17-0.000215871j -2.65255e-17+0.00468887j 1.75124e-16+0.00957012j 3.11503e-16+0.00153878j 2.19126e-16+0.00684848j -9.36581e-17-0.0053716j 2.73598e-17+0.00167036j 7.21122e-17+0.0101096j -4.96297e-17-0.0012682j -1.20755e-16-0.0174731j 8.04809e-17+0.0170652j -2.8051e-16-0.00834146j 2.05864e-15+0.00609647j 1.54017e-16+0.00998458j 2.6344e-17-0.00525112j 7.57787e-17+0.00389734j -9.36235e-17-0.00109847j -6.74312e-17+0.00405498j 3.76145e-16+0.00435818j 8.31536e-16-0.00938122j 1.76237e-16-0.00527674j -2.02715e-17-0.0102397j -6.55859e-16-0.0190321j -1.54898e-17-0.00953872j 7.75964e-16+0.0145799j 3.48304e-14-0.0105921j 1.76965e-16+0.0112269j 4.2529e-17-0.00304362j 1.81064e-16+0.00113663j 1.24226e-16-0.00812434j -1.86203e-16-0.00197393j -3.41282e-16+0.0113675j 1.52555e-16+0.00969609j 2.67436e-16-6.98137e-05j -1.84444e-15-0.0232488j 7.03184e-16+0.00455261j 2.70131e-16+0.00466087j 5.33803e-16+0.00181337j 9.29984e-17+0.00902373j -7.93437e-17+0.000338163j 3.26338e-17+0.0206518j 1.64669e-16+0.00603883j 6.76495e-17+0.00997378j -8.50367e-17-0.000573683j 4.49771e-17+0.00655738j 2.381e-16+0.0103557j 2.94852e-16+0.00254234j -1.07223e-16-0.00631488j -2.21401e-16-5.82238e-05j 2.42061e-16+0.00844226j -1.62197e-16-0.0122878j 1.1879e-15+0.00875211j 1.14277e-16-0.0093343j 
1.03118e-16+0.00436775j -5.73472e-16-0.0102454j 1.40351e-17-0.000144333j -2.15208e-16+0.0146078j 2.60253e-16-0.00529682j 1.14581e-16+0.000589501j -2.01785e-16-0.00322079j 3.05452e-16-0.0166003j 1.75204e-16-0.00936919j -4.30065e-16+0.0116308j -8.42709e-17+0.0113613j -7.79021e-17+0.00430229j -6.33282e-17-0.00140244j -2.1097e-18+0.0112995j -4.21759e-16-0.00139217j 2.50383e-15+0.00661489j 1.86432e-16-0.00673316j -3.00798e-16+0.00110992j -5.20218e-16+0.0233771j 1.06615e-16+0.00187262j -2.99084e-17+0.0118966j -1.25944e-16-0.00145389j -2.38093e-16+0.000856378j -3.05985e-16+0.000934922j -7.5021e-17-0.00929395j 5.79775e-17+0.0036586j -2.91036e-16-0.00540986j 2.01101e-17-0.0145439j -3.14452e-14+0.00936936j -6.88666e-16+0.0164701j -7.71394e-17-0.00668296j 1.91046e-16-0.00396863j 3.1716e-16-0.010802j -1.63695e-16+0.0189935j 5.39585e-17+0.00840787j 4.3196e-17-0.00499259j 3.88939e-17-0.00990585j -1.49951e-16-0.000670894j 1.81597e-16-0.00781873j 1.14725e-17+0.00539379j -2.18719e-16-0.00315411j -1.96595e-16+0.0111636j -2.5136e-17-0.00503417j 2.92475e-17+0.00590197j 1.78107e-17+0.00354097j 1.12595e-16+0.00722794j -4.21605e-16+0.0162489j 2.13535e-16-0.00170355j 3.08665e-16-0.013153j -2.06192e-16-0.00124936j 6.3832e-17-0.00732012j 2.29844e-16-0.00228465j 2.26149e-16-0.0110556j -9.20701e-17-0.00555818j 2.57624e-15+0.0106458j 4.55517e-16-0.00109451j 
7.80062e-16+0.00124086j -9.34909e-15-0.0165138j -3.56691e-16-0.000454161j -3.33485e-15-0.00724623j 5.13012e-15+0.010189j 1.9246e-15+0.00404485j -4.03839e-15-0.00750592j 4.98878e-15+0.0107834j 2.11639e-15+0.00435228j -3.36367e-15-0.0072997j -8.15733e-16-0.00161047j 2.1428e-16+0.000214503j -7.63804e-15-0.0151838j 3.61243e-15+0.00720243j -3.13165e-15-0.00576791j 9.35459e-15+0.0105633j 3.58402e-15+0.00758273j -3.90707e-15-0.00811304j -6.93407e-15-0.0146151j 1.64548e-15+0.00283438j -6.97608e-16-0.00187518j -3.96708e-15-0.00734639j -9.48776e-16-0.00333268j -1.69814e-15-0.00403822j -2.84914e-15-0.00526455j -1.22377e-15-0.00312261j -3.60303e-15-0.00718404j 1.20061e-14+0.0216419j 7.09039e-14-0.0251871j -2.64294e-15-0.00619775j -6.29106e-16-0.000758538j -2.15573e-15-0.00375363j 1.27858e-15+0.00270888j -1.81971e-15-0.00450145j 4.87769e-15+0.00966588j 1.54266e-15+0.00372244j -1.03717e-15-0.0016437j -9.18456e-15-0.0162472j 5.25927e-15+0.0095384j -1.92007e-15-0.00396181j -5.40842e-15-0.00955517j -1.86866e-15-0.00366965j 3.13614e-15+0.00619576j 7.51872e-15+0.015133j 1.06372e-15+0.00190789j 1.43662e-15+0.00296745j -3.94206e-15-0.00841722j 2.78585e-15+0.00579006j 5.07237e-15+0.0109837j -4.09584e-15-0.00763895j 8.87779e-16+0.00188909j 4.36108e-15+0.00867424j 3.92646e-15+0.00844737j -2.32255e-15-0.00446463j 1.23223e-14+0.0163096j -9.03609e-17-0.00188519j 
8.35672e-16+0.00444571j -9.15823e-15-0.0683769j -1.34515e-15-0.0121426j 9.41237e-16+0.0115268j 2.10028e-15+0.0217485j -1.14815e-17+0.000608216j -3.59821e-15-0.0368424j -1.01447e-15-0.0128824j 4.40261e-16+0.00330432j 2.5557e-16+0.00504557j -3.13223e-16-0.00296253j 7.46473e-16+0.00783038j -2.88928e-15-0.0282662j 1.50056e-15+0.0158257j -1.98243e-15-0.00770233j 1.99907e-14+0.0450945j 1.58141e-17+0.00337613j -9.99897e-16-0.0110043j -9.7952e-16-0.00989532j 2.38626e-15+0.0243514j 1.63511e-15+0.0170319j -3.65868e-15-0.035016j -5.14856e-16+0.0219152j -1.92542e-16-0.00131557j -2.53474e-15-0.0244789j 2.48235e-15+0.0216159j -1.43846e-15-0.0126423j 4.82878e-15+0.0159742j 1.59449e-13-0.0490993j -4.51741e-16-0.0123703j -1.91136e-15-0.0253176j -2.13396e-15-0.0235091j 2.31722e-17+0.000205275j 1.9399e-15+0.0195926j 3.0783e-15+0.0378325j -1.53177e-15-0.0143611j -2.22783e-15-0.022816j -2.06213e-15-0.0103367j 1.69662e-15+0.0125525j -8.5995e-17+0.000795049j -5.83567e-15-0.0439489j -7.20252e-16-0.0044643j 1.42995e-15+0.0154162j 2.69326e-15+0.0278876j 9.3033e-16+0.0100912j 4.0287e-16+0.00404837j 2.29561e-16+0.00355673j 4.59704e-16+0.00448773j -1.02029e-15-0.012843j -3.54336e-15-0.0370778j -3.72596e-18-0.00151896j 2.05385e-15+0.0198466j -9.48437e-16-0.0101925j -1.43595e-15-0.01646j 2.24699e-14+0.0681025j 3.62892e-15+0.00111129j 
-1.20841e-16-0.00243264j 1.89193e-16+0.012986j -8.17771e-17+0.000591493j -2.71982e-17-0.00442015j 1.17231e-16-0.00610063j 1.40651e-17-0.000252241j -1.66039e-16+0.0102176j 1.21834e-17+0.0060159j 5.11635e-17-0.000956858j -4.23787e-17-0.00110283j -3.14891e-17+0.00189169j 4.67788e-17+0.000558018j -1.63924e-16-0.00141009j 8.69041e-17+0.00108505j 2.48846e-16+0.00248419j -3.53163e-15-0.010687j 7.2285e-17-0.0021693j -1.29034e-16+0.000203435j -1.44972e-16-0.000177765j 3.61964e-17-0.00744183j -2.36156e-17-0.00566217j -1.48763e-16+0.00643619j 1.13098e-15-0.0101807j -5.7839e-17+0.00143098j -2.54244e-17+0.00420381j 3.71979e-17-0.00663618j -5.86042e-17+0.0026575j -3.70901e-16+0.00129205j -2.96989e-14+0.00869054j -2.8553e-16+0.00543999j -1.54039e-16+0.012386j -1.7744e-16+0.00309958j 9.55771e-17-0.00139392j 6.14757e-17-0.00452103j 2.65302e-16-0.00864904j -6.77335e-18+0.00382965j -6.97116e-17+0.00438262j -1.87923e-16-0.0019011j 1.14647e-16-0.00250375j -9.97913e-17-0.00303856j 1.3956e-16+0.00962302j -3.39873e-17+0.00182751j 8.31121e-17-0.000618747j 1.50395e-16+0.0023642j 1.65554e-17-0.00223037j 9.96487e-18-0.000352101j -2.99991e-17+0.00168622j 3.70002e-17-0.0013785j 4.27326e-18+0.00640014j -1.82859e-16+0.0107286j 2.27796e-17+0.00144386j 1.33881e-16-0.00321606j 2.70139e-17+0.00325883j -2.50373e-17+0.00563896j -2.5543e-15-0.0126078j -5.88118e-16+0.0012554j 
-2.36363e-16+0.000905127j 1.20462e-15+0.0221731j 7.48772e-17+0.0043282j -3.22593e-16+0.00703958j -5.39366e-17-0.0128829j 7.80406e-17-0.000742927j 3.40536e-16+0.0111394j 4.65612e-16-0.00949563j 6.94291e-17-0.00768841j -2.48059e-16+0.00588645j -3.32014e-17+0.00849434j -1.82493e-17-0.000717605j -1.71618e-16+0.016388j 5.10779e-17-0.00162373j 3.58124e-16+0.00227135j -5.04105e-15-0.0136349j 1.98685e-16-0.00724087j -2.45616e-16+0.00650107j -5.58021e-16+0.0227673j -2.33552e-16-0.0078072j -3.01283e-16+0.00241854j 2.56623e-16+0.0131949j 1.86879e-16-0.0055736j -6.63363e-17+0.00092935j 1.87617e-16+0.00474278j -4.30729e-16-0.0024722j 8.65066e-17+0.00131019j -1.29711e-15-0.0211511j -9.62387e-14+0.0289125j -6.51657e-16+0.0153928j 3.58033e-16+0.00269122j 1.91909e-16+0.00751836j 1.5198e-16-0.00672205j -4.66545e-16+0.00747174j -8.8515e-17-0.010182j 2.59282e-16+0.000746019j 2.53468e-16+0.00173414j 5.40023e-16+0.00747244j -2.35274e-16-0.0118186j -7.49304e-17+0.00402376j 8.57131e-16+0.0152075j 2.12732e-17+0.00891986j 1.13771e-16-0.0120139j 2.54107e-16-0.0132617j -5.95874e-17-0.00244417j -3.81029e-18+0.00299581j -1.99584e-16+0.00972002j 6.25517e-17-0.00339872j 4.67208e-16-0.00728612j 3.16204e-16+0.0125578j 9.46594e-17-0.0046894j -2.10267e-17-0.00987834j 3.04102e-16-0.00545988j 1.35509e-16+0.00323872j -5.48481e-15-0.0217643j -1.10762e-15-0.000772003j 
-6.01067e-17+0.00297151j 2.02793e-16+0.00411292j 3.18184e-18+0.00547146j -1.20814e-16+0.00146746j 1.663e-18+0.00320495j 9.53765e-18-0.000751042j 8.23829e-17+0.00170158j 1.58908e-16-0.000812582j 3.93359e-17+0.00150466j -7.89129e-17+0.00482452j -3.77631e-17-0.00752947j 1.26944e-17-0.00471817j -6.43378e-17+0.00406738j 2.94218e-17-0.0102641j 8.52653e-17+0.00347279j -7.12901e-16-0.00149535j 1.32224e-17+0.00606039j 2.44952e-17+0.00688053j -1.32733e-16-0.00576981j -4.85711e-17+0.00574216j -1.06481e-16+0.000511534j 6.26219e-17+0.00276548j -1.5735e-15+0.0140175j -2.0909e-16+0.00254935j 8.03084e-17+0.00207857j -1.15351e-16-0.00487116j 4.19466e-17+0.0104026j -1.43289e-16-0.0049481j -1.53197e-14+0.00467657j 1.03205e-16-0.0100565j 2.24231e-16-0.00846136j 2.77218e-17+0.00205875j -7.27153e-18+0.00340251j -1.39705e-16-0.0115108j -3.24973e-17-0.00148505j 1.15913e-16-0.000339774j -2.30483e-17+0.006632j 6.61632e-16+0.0127297j -3.36366e-16+0.0027088j -2.09341e-17+0.00775059j 8.49857e-17+0.00247778j 5.33429e-18-0.00347171j 3.96855e-17+0.00409528j 1.21484e-16-0.00925026j -4.64457e-17+0.00284923j -1.31419e-18-0.00761875j -5.34851e-17-0.00519426j 1.9442e-17-0.00214912j 1.59825e-16-0.0038736j 8.66182e-17-0.000786788j 5.03015e-17-0.000246486j 2.55857e-17-0.00589421j 9.21504e-17-0.000698731j 4.92694e-17-0.00412927j -1.46082e-15-0.0052987j -2.91202e-16-0.00311986j 
-6.24649e-17+0.00147141j 8.21285e-16+0.0161946j 1.34418e-16+0.00633359j 6.79384e-17-0.000229356j -1.35347e-16-0.0077736j 3.27332e-17-1.49724e-05j 2.62206e-16+0.0168732j -2.32047e-17+0.00413304j -1.06881e-16-0.00423949j 1.55792e-16+0.00865613j 5.23171e-17+0.00101155j 7.28187e-18-0.00103576j -6.55834e-17-0.00590414j 6.72499e-17+0.000166307j 4.90087e-16+0.00651636j -5.21463e-15-0.0140676j 4.02805e-17+0.000853266j 8.25095e-17+0.00604329j 1.01161e-16+0.00140939j -9.38645e-17-0.00519236j -5.57601e-17-0.00370856j 2.49797e-16+0.0110666j 3.91934e-16-0.00378931j -2.64675e-16+0.00554828j 1.00968e-16+0.00247405j -3.85321e-16-0.0168165j 1.90361e-16+0.0119504j -1.26819e-15-0.00420098j -6.16504e-14+0.0184888j -1.58944e-16+0.00659014j 5.69514e-18+0.0105011j 6.25395e-18+0.00356543j 4.83951e-17-0.00451097j -1.09677e-16-0.0118168j 2.73314e-17-0.00953344j 1.23595e-16+0.00459612j 8.22094e-17+0.00902602j 4.92898e-16+0.00534291j -3.08231e-16-0.00302945j 1.55402e-16+0.00470068j 7.75341e-16+0.015259j 1.71075e-16+0.00489864j -2.09447e-17+0.00381247j 4.29014e-17+0.00437194j 5.62417e-17+0.00205826j -2.80885e-17-0.00450157j 1.24442e-16+0.00509118j -6.29575e-17-0.00461934j -2.52493e-17+0.00337359j 2.34044e-16+0.0161123j -6.68283e-17-0.000997475j -1.89806e-16-0.0111017j -1.68331e-17+0.00107396j -2.30234e-17+0.00144043j -4.20135e-15-0.0166233j -9.09157e-16-0.00193952j 
-4.34203e-16+0.00114286j -4.27038e-15+0.0125725j -1.75167e-15+0.00503226j 9.29778e-16-0.00241603j 9.01601e-16-0.00234789j -5.35516e-16+0.00152855j -2.39911e-15+0.00674873j -1.2964e-15+0.00357349j 2.70984e-16-0.000843137j 6.00958e-16-0.00113534j -3.82367e-16+0.00088974j 1.07684e-15-0.0028811j -2.02844e-15+0.00488608j 9.95212e-16-0.0025656j 2.74185e-16-2.67448e-05j 2.02219e-16-0.00757145j -6.95494e-16+0.00225953j -7.33785e-16+0.00208214j -7.05141e-16+0.00157531j 1.50959e-15-0.00392366j 9.43475e-16-0.00256407j -2.85207e-15+0.00790721j 1.78621e-15-0.00344252j 5.01556e-16-0.000976397j -1.44423e-15+0.00380595j 2.36564e-15-0.00721943j -3.74485e-16+0.00153893j 3.61726e-17-0.00128161j -2.83323e-14+0.00761008j -8.55476e-16+0.00194517j -8.20841e-16+0.00205635j -2.13462e-15+0.00557172j 6.47467e-17-0.000219674j 1.8962e-15-0.0056245j 2.15182e-15-0.00554209j -1.60386e-15+0.00445257j -1.90463e-15+0.00535383j 1.26455e-16-0.000196902j 4.16813e-16-0.0010219j -4.48869e-16+0.0016003j -2.91225e-15+0.00883289j -4.13822e-16+0.00130435j 1.36716e-15-0.00319052j 2.0705e-15-0.00504807j 4.44718e-16-0.000904344j -9.27479e-17+2.74237e-05j 1.07324e-15-0.00277223j -2.07868e-16+0.000438486j -1.3701e-15+0.00370419j -2.38073e-15+0.00658802j 2.37263e-16-0.000736899j 1.44974e-15-0.00420685j -1.3539e-15+0.00369981j -2.68896e-16+0.00042939j 1.69838e-15-0.0128069j 1.49328e-16-0.00239166j 
-4.0394e-16+0.00626624j 1.3078e-16+0.00130813j -4.06738e-16+0.00745382j -5.6387e-16+0.00805503j -1.14859e-17-0.000422427j -1.20606e-16+0.00135786j 7.97468e-17+0.00223989j 5.99041e-16-0.00738843j 3.29468e-16-0.0046338j -5.79994e-16+0.00990655j -2.50853e-16+0.00129448j 1.65188e-16-0.00278921j -2.2686e-16+0.00231708j -3.87536e-17-0.00140595j 6.56957e-17+0.0011266j -1.5461e-16+0.00032219j -1.75989e-16+0.00341314j -3.12028e-16+0.00637639j -8.52281e-16+0.00861731j -2.15866e-16+0.00421927j -4.95613e-16+0.00628848j -1.78278e-16+0.00480922j -1.55294e-15+0.00970871j -1.69821e-16+0.00161957j 2.78237e-16-0.00305471j 1.9541e-16-0.00684401j -3.18623e-17+0.00512464j 9.01871e-17-0.0105133j -3.42724e-14+0.010235j -4.48568e-16+0.00240391j 8.39504e-16-0.0101708j -9.05167e-18+0.00170547j 3.8305e-16-0.00392577j -2.40734e-16-0.00165685j -3.60333e-16+0.00260796j 3.62391e-17-0.000212368j 1.33343e-18+0.00210766j 2.84376e-16+0.00734302j -1.18264e-16-0.00172204j -4.67995e-16+0.0103553j 5.59933e-17+0.00369285j -3.28598e-16+0.00455009j 1.79182e-16-0.000386232j 2.70951e-16-0.00389614j -2.41551e-16+0.00460695j -8.34253e-17-0.00127495j -2.53987e-16+0.00324291j 3.32639e-17-0.00173902j 5.56588e-16-0.00763185j 9.68656e-17+0.00129114j 3.75727e-16-0.00507601j 3.41252e-16-0.00754959j 2.70389e-16-0.00412213j 5.09508e-16-0.00764086j -8.60661e-16-0.00222846j 1.47084e-16-0.00509471j 
5.75617e-17+0.00361815j 7.9644e-16+0.0255807j 2.98423e-16+0.0140222j 1.7599e-16-0.0109828j 1.00081e-16+0.00238238j 1.38066e-16+0.00418049j -4.42535e-17+0.0135435j -1.89186e-16+0.0158679j -1.41512e-16+0.00333855j 2.40911e-16-0.00517052j 7.33721e-17-0.00656939j -2.43431e-17-0.0101219j 8.35757e-17+0.00700447j 9.1118e-17-0.0120411j 3.20279e-16+0.000382271j -4.97683e-15-0.014771j 2.2775e-16+0.0134172j 1.3228e-16+0.00533142j 3.1584e-16-0.0124347j 8.53146e-17-0.00412212j 1.3806e-16-0.00911522j 2.3242e-16+0.0160812j 3.20176e-16-3.82224e-05j 5.25084e-17-0.00215836j -3.14922e-17+0.00977805j -4.04202e-16-0.0208707j 2.3011e-17+0.00869636j -6.49604e-16+0.00662696j -2.31482e-14+0.0068292j 2.41262e-16-0.00901321j -4.3241e-16+0.000754306j -7.30378e-17+0.0126558j -1.24309e-16+0.00556991j 6.43876e-17-0.0262823j 2.99653e-16-0.0112351j 1.23989e-16+0.0120723j -5.82901e-17+0.0176659j -1.39121e-16+0.00146879j -3.67764e-17+0.0053953j 2.93539e-16+0.00532577j 6.09675e-16+0.0175301j 2.34674e-16-0.00380861j -4.16092e-17-0.00018767j 7.18228e-18-0.0118879j 1.29718e-16-0.000248608j 8.52435e-17-0.00563564j 6.35629e-17-0.016703j 3.69623e-17+0.00221055j -1.54975e-16+0.0133399j -7.38812e-17+0.0110322j -1.95653e-16+0.00100624j -1.29915e-16-0.00875344j 2.24806e-17+0.0136972j -3.17445e-16-0.00193568j -6.56453e-15-0.0270202j -1.65447e-15-0.00748483j 
