-0.0115488+0.0139511j 0.00942212-0.003357j -0.00238481+0.00645454j 0.0146841-0.0104239j 0.00620301-0.00574353j 0.00761539-0.00152721j 0.00906024-0.000683844j -0.00192727+0.00109089j -0.00359205+0.00250267j -0.00956385+0.00763892j 0.00707253-0.00115425j -0.00952694-0.000539064j 0.0165947-0.01109j -0.00970521+0.000965086j -0.00651887+0.00634736j 0.00887518-0.00524755j 0.00324014-0.000621341j -0.0101169+0.000567861j -0.000391408-0.00597243j 0.00721032-0.00466512j 0.00603984-0.00362139j 0.00320687-0.00494015j -0.00364602-0.00362876j -0.000325648-0.00878429j 0.000629809+0.00664829j -0.00750333-0.00575654j 0.00604415+0.0194317j -0.0161875-0.00523935j -0.00719888-0.0204004j -0.0130854+0.00533051j -0.0059442-0.0387175j -0.0393559-0.00382954j -0.0056288+0.00716876j -0.0143331-0.00849207j -0.00107515-0.00182243j -0.0021465-0.00511071j -0.00269931+0.00382473j 0.00618989+0.00367565j -0.00114941-0.00182024j 0.0031705-0.000425456j -0.00162207-0.00113634j 0.00125472+0.00593263j -0.00479981-0.00984166j -0.00784979-0.0127461j 0.00260438+0.00555706j -0.00285291-0.0050851j -0.00769605-0.00655609j -0.00196587-0.0094441j 0.00242444+0.00720246j -0.00717101-0.00800076j 0.00329202+0.00740265j -0.0013058-0.00530309j -9.56895e-05+0.00371587j 0.0019461-0.00908396j -0.00532285-0.00475454j -0.000710922-0.00595311j -0.00269914+0.00267238j 0.00436592-0.0134878j -0.000519906-0.0020365j 0.00150739-0.00365138j -0.0057677-0.00204818j -0.00898707-0.000848576j -0.0095135+0.0145989j -0.00468153-0.00367984j 0.00435765-0.00163963j -0.00312993-0.00470393j 0.000708784+0.00348225j 0.00173142+0.00701746j 0.0018199+0.000710442j -0.00443666+0.00832413j 0.0204188+0.0181717j 0.00935241-0.0348935j 
0.00514441+0.00170017j 0.00335579-0.00662599j -0.0077397+0.00899638j -0.0136263+0.010636j -0.0134054+0.00568517j 0.00292523-0.00101691j -0.010407+0.0129917j 0.0140774+0.00136665j 0.00798773-0.00904513j 0.00535001-0.0197633j -0.00370991-0.00404216j -0.0110156+0.0115696j -0.000949222-0.0030237j -0.00537347+0.0143475j -0.00518738-0.0194631j -0.00613875+0.00674374j 0.0179238-0.00900017j 0.0117853-0.0319783j -0.0058363-0.0124067j 0.00726773-0.0277149j -0.00484053+0.0160908j 0.00166879-0.0239529j 0.0195843-0.0148139j 0.0170619+0.000968772j 0.018301-0.0135183j -0.00213642+0.0215936j -0.0122745+0.00720889j 0.00743004+0.000751151j -0.00914995+0.00441862j -0.00851753-0.00413663j 0.00754558-0.0174421j 0.00188391+0.0052656j 0.00237771+0.000750431j 0.0075119-0.0128286j 0.00222908-0.00691964j -0.00576491-0.00391531j 0.00290138-0.00876892j 0.00561245-0.00123314j -0.00568286+0.000484703j 0.00298432+0.00963853j 0.0027157+0.00280319j -0.0066659-0.00624913j 0.00344023+0.00744501j 0.00894469+0.00701702j 0.000472963-0.00802355j -0.0037634-0.00571143j 0.00122798-0.0050761j -0.00120854-0.00201269j 0.00382383+0.0108009j 0.00224306-0.00422013j -0.015882-0.0129189j -0.0147363-0.00584468j -0.00617515-0.0103279j -0.000547908+0.00501547j -0.00430422-0.0155475j -0.0149464-0.00453167j -0.00889991-0.0107057j 0.0039308-0.0128113j 0.0166156+0.0109693j -0.0031833-0.0100592j 0.00241502+0.00573793j -0.00588391+0.014495j -0.0105343+0.0126475j 0.00721387+0.0254497j -0.00312705+0.00515032j 0.00302894-0.0126726j -0.00346512+0.00478319j 8.92746e-05+0.00508455j 0.00510923+0.0019415j 0.00522513-0.00403211j -0.00368102+0.00247442j -0.00239095+0.000253823j 
-0.00183188-0.00603788j 0.00536164-0.0019318j -0.00733916-0.00531595j 0.00213372-0.00269598j 0.0139269-0.0104636j 0.00553117+0.00277943j -0.00486243+0.00741984j -0.0200296+0.00877241j 0.00119774+0.00180177j -3.65783e-05-0.0095193j 0.000239571+0.00674489j -0.00307787+0.00108066j -0.00837246+0.00431225j -0.0181935+0.0162249j 0.0281937-0.0184972j 0.0149461+0.0131411j -0.0106781-0.00972106j 0.00485617-0.0151374j -0.00385781+0.0107937j -0.0136455+0.00369894j -0.0292672-0.00687811j 0.0113971-0.0037769j 0.0211685-0.0494746j -0.0186535-0.0225006j 0.0274839-0.00176186j 0.022498-0.0618639j -0.0103381+0.0303557j -0.0122867-0.00021537j -0.0145604-0.00520032j 0.00238381+0.00470284j 0.00439679-0.00012457j -0.00332693+0.0088757j -0.00130965+0.00635378j -7.13168e-05+0.000293043j -0.0031198+0.00431026j 0.00331242+0.00677063j 0.00100511-0.00282957j -0.00203937+0.00942162j 0.00202179+0.00225278j -0.00386009+0.00395259j 0.00694336+0.0088141j -0.00813962-0.00632936j 0.00421307+0.00494596j -0.000149294-0.00651719j 0.00426892-0.00487528j -0.00310683-0.00847979j 0.0124545-0.00372294j -0.00328387+0.00342468j 0.0104146-0.00134566j -0.00780188-0.00312546j -0.00605959+0.00398604j -0.00574752-0.0104621j 0.00609165+0.00251062j 0.0128889-0.0054076j 0.00179794+0.00224705j 0.0137613-0.00312207j -0.00956842-0.00236264j -0.00850303-0.0149389j -0.0146248+0.00990845j 0.0203649+0.00507291j -0.0156494+0.00228489j 0.0103376+0.00771643j 0.00709959-0.0039609j 0.00450421-0.00298588j 0.00348269-0.0192077j 0.00351542-0.00159481j -0.00370952-0.0157625j -0.00162682+0.0125419j 0.00060997-0.00185971j 0.00802167-0.00588012j -0.00339984+0.00121558j 0.00279747+0.000142997j 
0.00681957-0.000329685j -0.00451311-0.000700278j 0.00907205-0.000320758j -0.0133688-0.00126235j -0.0145701-0.00654752j 0.00316506-0.0053021j -0.00192141-0.00421492j 0.0222333+0.0100106j -0.000784195+0.00466146j 0.00910232+0.00643132j 0.00340648-0.000612385j -0.0162113+0.00333706j 0.0265806-0.00383383j -0.0190204-0.00311616j -0.0169013-0.0139125j -0.0102755+0.00243326j 0.0332226+0.0134944j 0.0116744-0.00467043j 0.0155898+0.00891777j 0.0450763+0.00371024j -4.70135e-05-0.00978835j 0.0263803+0.00960134j -0.00375079-0.00544549j 0.00753013-0.0213823j -0.00512953-0.0102039j -0.00710578+0.0100782j -0.0212477+0.0131691j 0.0269152-0.00970848j -0.00279315-0.00718895j 0.00145693-0.00761741j 0.0133418-0.00288144j 0.00534457-0.00148292j 0.0108093-0.00230655j 0.00737777+0.000553156j 0.00321409+0.000227966j -0.00995243+0.00132397j -0.000399195+0.00303363j 0.0037422-0.00292753j -0.0115159-0.00309254j 0.00702353+0.000257422j -0.00122747+0.0035636j 0.009821+0.00369751j -0.009922+0.000546918j 0.000742658+0.010263j 0.0124254+0.00291464j -0.00192238-0.000428331j -0.011296+0.000650061j 0.0014442-0.00159657j -0.0213597-0.00766806j -0.00466421-0.00349647j -0.0120311-0.0108007j 0.00496282-0.00242572j 0.019729+0.0012988j 0.0121288+0.00668264j 0.0289311+0.0124876j 0.00993124-0.00268651j 0.00994249+0.00250806j 0.00670847+0.00396132j -0.0124647+0.00236346j 0.0255573+0.0169381j -0.00548173+0.00170528j -0.0166584-0.0122512j -0.00570065-0.00799088j -0.00657291+0.000197338j 0.000839322-0.00545459j -0.000904999-0.00504979j 0.000468501+0.00166397j 0.000387248+0.000881874j -0.000113403-0.00185181j -0.000923494+0.00018246j -0.00166087+0.00027467j -0.00204233-0.0021423j 
-0.000750609+0.00732888j 0.00227951-0.000980529j -0.00928412+0.00698923j -0.000503039-0.00413476j -0.00295721+0.00198412j 0.00205292+0.00217465j -0.00700833+0.00300391j 0.00174702-0.000775012j 0.00264844-0.000902656j 0.00945695-0.00327179j -0.00270061-0.00366882j 0.00113988-0.00384135j -0.0097646+0.00235264j -0.00144876-0.00216905j -0.00902839+0.00641237j -0.0121343+0.00177564j 0.00710573+0.00288161j -0.0057092+0.00679507j -0.00972407-0.0190267j 0.00577732+0.0181419j 0.00483578-0.00419906j 0.0138398+0.00956137j -0.00173832+0.00244108j -0.0231084+0.00168879j -0.011174+0.0382702j 0.0359237-0.0430378j 0.00511378+0.00414407j 0.00311758+0.00651198j -0.00192862-0.00331059j 0.00029142-0.0131309j -0.0026263+0.0014959j 0.00394121+0.00456896j -0.00729028+0.00771882j 0.00523746+0.00317558j 0.00173954+0.00321963j -0.0023714-0.00235378j 0.00340285-0.00235047j -0.000219591-0.000181367j -0.00116588-0.00517952j -0.00033547+0.00127811j 0.00125928-0.00368627j 0.00298804+0.00227311j 0.00342611-0.00134443j 0.00510236+0.0044887j 0.000187217-0.000485702j -0.00647175+0.00414385j -0.00383099-0.00646797j 0.00323167-0.00410006j -0.00337126-0.00168685j -0.00720557+0.00131551j -0.000540214-0.00199528j -0.00329811+0.00643178j 0.0116623-0.00148073j 0.00795193+0.00133212j 0.00947331-0.00563726j 0.00555968+0.00541508j 0.00757811+0.000770817j -0.00368206+0.00558241j 0.000425123+0.00353809j 0.0188656-0.00287509j -0.0117704+0.00762372j -0.00666048-0.00658986j 0.00692171+0.00546046j 0.00406589-0.000998752j 0.00799304+0.00679139j 0.00359157-0.00177524j 0.000531965+0.00420321j -0.00174608+0.00292884j -0.00231921-0.00121363j -0.00244524+0.00689801j 0.000394778-0.00176103j 0.00225268-0.00226887j 
0.00314332+0.00430409j 0.00144798-0.000164725j -0.0085226+0.00275669j -0.00779907-0.00517258j -0.0147462-0.000644844j 0.0021367-0.000856402j -0.00319311+0.00089191j 0.01847-0.00319022j 0.00488994-0.00056348j 0.00320916+0.00441837j -0.00802023-0.00595461j 0.000270817-0.0038835j -0.0128346-0.00480586j 0.0147075+0.00396415j -0.0303698+0.00603202j -0.0196954-0.0120533j 0.0165159+0.00491801j 0.00080159+0.0159244j -0.0147729-0.0194062j -0.00971118+0.00260738j 0.00453156-0.00877149j -0.0204361-0.00209993j -0.00735384+0.0100069j -0.0138622+0.0101363j -0.00858186+0.037693j 0.0252265-0.0133j 0.00462564-0.012906j 0.0123059+0.00954585j -0.00713618-0.00199522j -0.00540179-0.00313152j 0.000337801-0.00397337j 0.00903689+0.00174393j -0.00315467+0.00508479j 0.00906111+0.00254908j 0.00553665+0.00134613j -0.00305346+0.000492462j 0.000575396+0.000202649j 0.00412593-0.00301745j -0.00613664-0.00267026j 0.00791039+0.0015374j 0.00447613-0.00204741j 0.00173017+0.00458148j 0.00502611-0.000218126j 0.0135694+0.00764598j -0.00190149+0.0050143j -0.00473521+0.00279521j -0.00994578-0.00612092j 0.00543334+0.00167462j -0.00313229-0.000202327j -0.00163309+0.000888698j -0.00292486+0.00592413j -0.00652159+0.0059007j -0.000241453+0.00765615j -0.00374122-0.0075505j 0.00115889-0.00517224j -0.00946124+0.00337837j -0.013294-0.00320253j -0.0102584-0.00111018j 0.0192456+0.0211251j 0.0173339+0.0132267j 0.00223776+0.0134982j -0.00774655-0.0148006j 0.00298589+0.00681433j 0.0115377-0.00759268j -0.00338304-0.0114497j 0.00549375+0.0110458j -0.00636642-0.00487061j 0.0102005-0.00691336j 0.000972227+0.00307055j -0.00295759-0.00184514j -0.0018245-0.00175229j 0.00116578-0.0017813j 
0.00380804-0.00531317j -0.000672911+0.00703211j 0.00454422-0.0100428j -0.00482114-0.00633559j -0.00541518-0.00587882j -0.000191774-0.00551652j 0.00437717-0.0103007j 0.00954018+0.000570144j -0.00111145+0.00979821j -0.00569648+0.0156324j -0.00845565-0.00434263j -0.00323991-0.00369473j -0.00366157-0.0101455j 0.00172514+0.000418425j -0.014013+0.00376503j -0.00291203-0.00785274j 0.00782144-0.003067j 0.0109516+0.0209587j -0.0069591+0.0179735j -0.0126589-0.00649682j 0.000838644-0.0197074j -0.0367457-0.0116313j -0.0017006-0.00762724j 0.0049255-0.0297668j -0.000829368-0.00929866j -0.00125994-0.0149362j -0.00142031+0.0277244j 0.0150561-0.00889307j -0.011169-0.0242496j -0.00264403+0.00286775j 0.00394943+0.0026978j 0.0077076+0.00114512j 0.00530161-0.00121251j 0.00463337+0.0126067j 0.003287+0.00572994j 0.00148124+0.00409874j -0.00330115+0.00726929j 0.000804531-0.000343799j -0.00481172-0.00299316j 0.0091102-0.00533991j 0.00984526+0.00314219j 0.00376003+0.00468275j -0.000620369-0.00168062j 0.00992115+0.00350257j 0.00162589+0.00223483j -0.00141445+0.00198548j -0.00589221+0.000875401j 0.00775486+0.00781917j 0.000987736+0.000375847j -0.00714983-0.00332748j -0.0136998+0.00663395j 0.00353349-0.00252361j -0.00357121+0.00637428j -0.0128417-0.00594486j -0.0107227+0.000759473j -0.00453636-0.0154734j -0.0142484+0.0152949j 0.00271452+0.0112661j 0.00259665+0.00623153j -0.0138287-0.00256351j 0.00707988+0.00439357j 0.00125369+0.012295j 0.00605155-0.0242008j 0.0159271-0.00663027j 0.00714848-0.00545757j 0.00154251-0.00881821j 0.00452163+0.00119537j 0.00620686+0.00529101j -0.00157373-0.00498462j -0.00207332+0.000303126j -0.00339661-0.00149713j 0.00365534-4.69949e-05j 
0.00104331+7.65156e-05j 0.00177759+0.00448159j 0.0118089-0.0142496j 0.00430076-0.00652542j 0.0122152-0.0093035j 0.00622808+0.0048746j 0.00623371-0.00688387j -0.00263648+0.00385345j -0.00416981+0.00911613j -0.0108764+0.00236639j 0.00910914-0.0028163j -0.00076762-0.00769524j 0.020487-0.00935619j -0.017469+0.00185061j 0.0146854-0.00775119j 0.031357-0.00115013j -0.00378133+0.00639347j 0.0156534+0.0136919j 0.030417-0.011624j -0.00351427-0.00551138j -0.0226578-0.0223512j -0.00991089-0.0111968j 0.0117764+0.00701946j -0.000329732+0.00050273j -0.0110932+0.026473j 0.00841816-0.0119503j -0.018529-0.00654699j -0.0076602-0.00938507j -0.00498911+0.000344787j 0.00464808-0.0114635j 0.0108818+0.00335211j -0.00120612-0.00174628j 0.00704507-0.0020407j -0.00314492+0.00982345j -0.00482697+0.00787172j -0.00123625+0.000200163j -0.00580618+0.000833864j -0.000776299+0.00318522j -0.00110578-0.00348775j 0.00180549+0.000404414j -0.00352882+0.00428626j -0.00214726+0.00344853j -0.00588715+0.000723882j -0.00692202+0.00232322j 0.00349909-0.00100934j 0.00587382-0.00693332j 0.000728454-0.00565455j -0.01096+0.00612642j -0.00203113-0.00873299j 0.0101411-0.00474356j -0.00545569+0.000347832j 0.00814145+0.00311804j -0.00953959+0.015218j -0.00206994-0.00295264j -0.00248539+0.0036989j 0.0140576+0.0081559j -0.0113147+0.0129401j 0.00274211+0.0120065j -0.0088189+0.00595117j -0.0143216+0.00552425j 0.00423+0.0123128j 0.00420721-0.0076964j -0.0106689+0.00431761j -0.00161279-0.00236827j 0.0050394-0.0126136j -0.000241793+0.010757j -0.00622943+0.00992549j -0.00786603-6.17633e-05j 0.00108414-0.00604439j 0.00306609+0.00166704j -0.000429647-0.00105202j -0.00334519+0.00229061j 
0.0133155-0.00239673j -0.00320739-0.0032358j 0.017485+0.00467306j -0.00889048+0.0052378j -0.00501669+0.0022225j 0.0181438-0.0163687j 0.0216919-0.00307466j 0.0203612-0.00618847j -0.00339494-0.00245185j -0.0154245+0.00457831j 0.00403266-0.0105294j -0.00241574-0.00411292j 0.0124007+0.00749641j 0.0106776-0.014523j -0.0160212+0.00418093j 0.00491179-0.00430401j 0.00977436-0.00139548j 0.00805637+0.00930761j 0.0107516+0.0103581j -0.0131947+0.0160535j -0.0282616+0.0398455j -0.0155803-0.0128706j 0.00022606+0.01094j -0.0275214+0.0343082j 0.00949735-0.040285j 0.0177228-0.00234209j -0.0154419+0.011762j 0.00250147+0.00275702j -0.00867461+0.00467513j -0.00996318+0.00621353j 0.00681485-0.00389094j 0.0113085-0.00164231j 0.0155586-0.00304654j 0.00426987-0.00596471j -0.00616772-0.000512896j -0.0128481+0.00661866j -0.00287205+0.00659656j 0.00715017-0.00553261j -0.00418439+0.000947977j 0.00684374-0.00799517j -0.00750472+0.000554733j -0.000558068+0.00434655j 0.000410853-0.00103368j 0.0073887+0.0021126j 0.00237704+0.00556811j 0.00565727+0.000501904j 0.00482723+0.00679747j -0.00602002-0.00261004j -0.00289426-0.000468178j -0.00536593+0.000263124j -0.00838295-0.00370924j 0.00866586+0.00693991j -0.00954373-0.00157653j 0.00896193+0.0132138j 8.89675e-05+0.0132498j -0.0080338+0.00981346j -0.0108866-0.0121724j -0.00197651-0.00602888j -0.00612284-0.016525j -0.00941597+0.0250335j 0.00480893-0.0132898j -0.00332637-0.0038651j 0.00571968+0.011283j 0.00332033+0.00537642j 0.00819672+0.00597121j -0.00758662-0.00486554j 0.00102064-0.0018924j 0.00212182+0.000423512j -5.23618e-05+0.00181802j 0.0017587-0.000349991j -0.00122687+0.00101533j -0.000298133-0.000997115j 
0.00815542-0.00460199j 0.00156068-0.00140166j 0.0104139-0.00258657j -0.00394858+0.0055683j 0.00292445+0.00345325j -0.0120057-0.000918857j -0.00604868+0.00221105j 0.00909387-0.0107288j -0.00460042-0.00828561j -0.00291931+0.00270218j -0.0399687+0.00437774j 0.000900314+0.00546194j -0.00684812-5.14922e-05j -0.0211733+0.00187917j -0.0175633+0.00916247j -0.00117579+0.000288122j 0.0214633-0.00297176j 0.00446586+0.0028873j -0.0240781-0.00600107j -0.000227594+0.000457649j 0.00278008-0.00323975j -0.00383023+0.00794928j -0.0363602-0.0101052j 0.0157011+0.0211883j 0.000205468+0.00592383j -0.00612428-0.0025654j -0.022927-0.0284299j -0.0260924-0.0183608j 0.0131786+0.0290683j -0.00993625+0.00929363j 0.0024102+0.000301326j -0.0130231-0.0133845j 0.00565801-0.00699361j -0.00648363-0.00504491j -0.00445305+0.000919272j 0.0144539+0.000253158j -0.000941632-0.00389971j -0.00925944-0.00554574j -0.00275816+8.37942e-05j 0.00621165+0.00126012j 0.0175027-0.00199054j 0.00726099+0.00106482j -0.001686+0.00016628j 0.00981494+0.00167073j 0.0148854+0.00159825j -0.00914008+0.00459741j -0.00142429-0.0036778j 0.00427986+0.000862403j -0.0019385-0.00367342j -0.0150518+0.00515246j -0.0158687-0.00389753j 0.00508896+0.0114853j 0.0156823+0.00205233j -0.00239981-0.00616612j 0.00134365-0.00138936j 0.0157779+0.0195497j 0.001665-0.00522229j -0.00809235+0.00140486j 0.00851241-0.00317767j 0.0122505-0.000461349j 0.0159001+0.00806004j 0.0151361-0.00556484j -0.0150186+0.00411904j -0.00292331+0.0022947j -0.0184922-0.00020074j -0.0156267+0.00705608j -0.00199461+0.00109524j -0.0161689-0.00374508j 0.00456456+0.00154268j 0.0026707-0.00178491j 0.00139553+0.00373641j -0.00814482+0.0023587j 
0.000377684+0.00578489j 0.00472871+0.00248437j 0.00181513+0.00301345j 0.00374707-0.000649776j 0.00782653+0.00516841j -0.016952+0.00171164j -0.00620769-0.00707874j -0.0102318+0.00296398j -0.000864542-0.00497034j -0.00471898+0.00282252j -0.0209055-0.0115449j 0.0017693-0.00300454j -0.00940187+0.00725287j -0.0172956-0.0226482j 0.0092782+0.00276113j 0.00602839+0.00826071j -0.000670589+0.0117565j -0.00229009-0.00092422j -0.0177292-0.00158158j -0.00495383+0.00289238j 0.00769249-0.000446097j -0.0139687-0.00942351j -0.0109057+0.00689863j -0.00202048-0.0249907j -0.000488034-0.019718j -0.0234276+0.0163606j 0.0210809+0.0257844j 0.0127197+0.0134491j -0.016265-0.028495j 0.00814488-0.00417364j -0.00166903-0.000216244j 0.00514195+0.0135132j 0.00186617+0.00349511j -0.00119556+0.00291143j -0.00198006+0.000451928j 0.0154613+0.00403274j 0.00377895+0.00390226j -0.0084519+0.00105458j 0.00133962-0.000556281j -0.00262473-0.000286537j 0.0159342+0.00360862j 0.00633527-4.61526e-05j 0.00181401+0.000656911j 0.00225834-0.00182878j 0.00954627+0.00266167j -0.0153552-0.00160763j 0.00232946-0.00524394j -0.000159622-0.00314741j 0.000183085-0.00438893j -0.0150895-0.00267625j -0.0104396-0.00764498j 0.0117072+0.00784445j 0.0137283+0.00872374j -0.000401997+0.00434366j -0.00665393+0.00158665j 0.0287436+0.0263081j -0.00981326-0.00249571j -0.00139413-0.00357816j -0.00174597-0.00367547j 0.00313128+0.0114977j 0.00657367+0.00983299j -0.00936462+0.00335561j 0.0209971+0.00412995j 0.00514797-0.00347431j 0.0187045+0.00601428j 0.0105257-0.00133601j 0.00668466+0.00429586j 0.00953388-0.00445537j -0.00253056+0.00261693j -0.00152705+0.00468456j -0.00220545-0.00690377j 0.00927771-0.00112359j 
-0.00123674+0.0081071j 0.00787043-0.00278446j -0.00434788+0.00391625j -0.000406558+0.00447928j 0.00326087+0.00613493j -0.00813721+0.00762214j -0.0122132+0.00559235j -0.00155974-0.00337377j 0.00247692-0.0097807j 0.00424212-0.015022j -0.0091395-0.000144477j 0.000882588+0.00113446j 0.00259189+0.00859624j -0.0207208+0.00192907j 0.00505151+0.00176994j 0.0123046+0.00996792j 0.0116923+0.00109671j 0.00845948-0.018567j 0.000295626-0.0397313j 0.0112032-0.000862255j -0.010067+0.0147652j 0.00149723-0.0100609j -0.0123848+0.0286018j -0.0216985+0.021723j -0.0130108+0.0342311j 0.0060662+0.0122963j -0.000104081-0.0132634j 0.0170462+0.0309436j -0.0169587-0.00391612j 0.015621-0.0118044j 0.0097152-0.00662913j 0.00625855+0.013373j -0.00299201+0.00414075j 0.00499674-0.00446661j -0.00149196-0.00584294j 0.00693913-0.00535145j 0.00624593-0.00349453j -0.00280146-0.00124329j 0.00457966+0.00286107j -0.00317007+0.00772617j 0.00324648+0.000952519j 0.0020466-0.00145657j -0.00399457-0.00458228j -0.00796494-0.00780096j 0.00421501+5.66164e-05j -0.00301655-0.000678146j 0.00111758+0.0020612j -0.0098338-0.000200444j -0.00320294-0.00555429j 0.00372896+0.000843172j -0.00162828-0.00568906j 0.00189948-0.00203187j -0.00078287-1.59007e-06j 0.00644106-0.000882678j 0.00215627+0.00370928j 0.0130513+0.00729488j -0.00763662+0.0043155j 0.00623062-0.000352772j -0.00582795-0.00674265j 0.00636573-0.00624268j 0.0040369+0.00489846j -0.0127527+0.00523585j 0.00676225-0.0068275j 0.00119276-0.00509883j 0.000938564+0.00787762j 0.019303-0.00527103j 0.00143858-0.00647267j 0.0134243-0.00512058j 0.00108471+0.00704513j -0.000161448-0.00191817j 0.00151312-0.00150615j 0.00431884-0.00263919j 
-0.00571357-0.00406743j -0.00277794+0.00490737j -0.00573254-0.00720823j 0.00475392-0.00408193j -6.69984e-05-0.000756876j -0.00339374-0.0038987j 0.00114631-0.0135536j -0.00894219-0.000850112j 0.00138536+0.00632851j 0.00327627+0.0143582j 0.0052731-0.00570642j 0.00344703-0.00483685j -0.012872-0.00923158j 0.0123192-0.0100413j 0.00228388+0.00502452j -0.00907209-0.0106071j -0.00617318+0.0028375j -0.0155079+0.0206342j -0.00957382+0.0189095j -0.00102427-0.00304646j 0.00548942+0.0195721j 0.018477-0.0154058j -0.00392974+0.0103341j -0.0058787+0.0164027j 0.0138161-0.0428145j -0.00768068+0.0288501j 0.0112451-0.000936154j -0.00188473-0.00701631j 0.0075118-0.00120061j -0.00147836+0.0089645j -0.00774056+0.00311022j -0.00170405-0.00418029j -0.0048663-0.00294085j -0.00377203+0.00092642j 0.00429801-0.00112816j 0.000945349+0.00276094j -0.00168415+0.00296512j -0.000862169+0.00255229j 0.000260144+0.000721436j -0.00187612+0.00198386j -0.000464627+0.00307655j -0.00289463+0.00050211j 0.00812334+0.00302883j 0.00271272+7.92552e-05j -0.000531987+0.00217554j -0.00688572-0.00880429j 0.00223238-0.00786636j -0.0021915+0.000437674j -0.00485712-0.000674222j -0.0150492-0.00878531j 0.00217215-0.000288935j -0.00822789-0.00743589j 0.021093+0.0164782j 0.00508079+0.0047541j -0.000404891+0.00245212j 0.000727062+0.000233945j 0.00817117+0.00983371j 0.00522037-0.00467366j 0.007052+0.012587j -0.00224443+0.0137053j -0.00186977+0.00302998j 0.00753+0.00292806j -0.00854396-0.0010479j -0.00158962+0.00453467j -0.00233703-0.0117204j -0.00108765-0.000296839j 0.00451878+0.0104668j -0.000849107-0.000404781j -0.00175624-0.00149286j 0.00152496-0.00444324j 0.000109264+0.000639838j 0.0013454+0.00309776j 
0.00891114-0.00060097j -0.00171064-0.00426638j 0.0142408+0.0130305j -0.0109121+0.016347j -0.0100845+0.017241j 0.0033862-0.0063481j 0.0101259+0.011725j 0.0237748-0.0124095j 0.00469668-0.0151064j 0.00127578-0.0177346j -0.00873578-0.00270394j -0.00540797+0.0135478j 0.00500828+0.0161266j 0.0154902-0.015014j -0.0105671+0.0125282j -0.0356146+0.0299978j 0.00494867-0.0214472j 0.0225797-0.0388561j 0.0178225+0.00518157j -0.00820435-0.00512677j -0.000772033+0.0106747j -0.00177317+0.0154993j 0.0119193-0.0123305j 0.00380396-0.0213453j -0.0045517-0.0186448j 0.00570809+0.00598503j -0.00329983+0.0180886j -0.00035595-0.00422591j -0.00201245-0.00296688j -0.00588765+0.0018426j 0.00311468-0.00553679j 0.00406829+0.00341308j 0.0154015-0.000276677j 0.00259898-0.0139277j -0.00216318-0.00699127j -0.00216776+0.00452303j -0.00136266-0.00076554j 0.0025926-0.00790522j -0.00430747+0.00281932j 0.00137387-0.00200077j -0.00140297+0.001003j 0.00306596-0.00121194j -0.00689308-0.00476874j 0.00777162-0.00671218j 0.00378334+0.00201603j 0.0127335+0.00510278j -0.00107344+0.00881767j 0.0111853-0.00561816j 0.0121207+0.000870345j 0.00958198+0.00983377j 0.00641492+0.00133709j 0.0110752+0.00679247j -0.0101374-0.0147014j -0.0159826-0.0113226j -0.0136094-0.00951709j -0.00831203+0.00223932j 0.00232199-0.0111305j 0.0121396+0.00804713j -0.00336204-0.00777865j -0.00554639-0.0235075j 0.00369026+0.0112043j -0.000800348-0.000568008j 0.00040823-0.00719151j -0.00527807-0.0112219j 0.00643407+0.000302788j -0.00283603-0.00224365j 0.00458903+0.00323922j -0.000939632-0.00523991j -0.00176955+0.0046994j 0.00487968-0.00148418j -0.0015175+0.00133115j -0.000783008+0.00130036j 
