-0.0115488+0.0139511j 0.00942212-0.003357j -0.00238481+0.00645454j 0.0146841-0.0104239j 0.00620301-0.00574353j 0.00761539-0.00152721j 0.00906024-0.000683844j -0.00192727+0.00109089j -0.00359205+0.00250267j -0.00956385+0.00763892j 0.00707253-0.00115425j -0.00952694-0.000539064j 0.0165947-0.01109j -0.00970521+0.000965086j -0.00651887+0.00634736j 0.00887518-0.00524755j 0.00324014-0.000621341j -0.0101169+0.000567861j -0.000391408-0.00597243j 0.00721032-0.00466512j 0.00603984-0.00362139j 0.00320687-0.00494015j -0.00364602-0.00362876j -0.000325648-0.00878429j 0.000629809+0.00664829j -0.00750333-0.00575654j 0.00604415+0.0194317j -0.0161875-0.00523935j -0.00719888-0.0204004j -0.0130854+0.00533051j -0.0059442-0.0387175j -0.0393559-0.00382954j -0.0056288+0.00716876j -0.0143331-0.00849207j -0.00107515-0.00182243j -0.0021465-0.00511071j -0.00269931+0.00382473j 0.00618989+0.00367565j -0.00114941-0.00182024j 0.0031705-0.000425456j -0.00162207-0.00113634j 0.00125472+0.00593263j -0.00479981-0.00984166j -0.00784979-0.0127461j 0.00260438+0.00555706j -0.00285291-0.0050851j -0.00769605-0.00655609j -0.00196587-0.0094441j 0.00242444+0.00720246j -0.00717101-0.00800076j 0.00329202+0.00740265j -0.0013058-0.00530309j -9.56895e-05+0.00371587j 0.0019461-0.00908396j -0.00532285-0.00475454j -0.000710922-0.00595311j -0.00269914+0.00267238j 0.00436592-0.0134878j -0.000519906-0.0020365j 0.00150739-0.00365138j -0.0057677-0.00204818j -0.00898707-0.000848576j -0.0095135+0.0145989j -0.00468153-0.00367984j 0.00435765-0.00163963j -0.00312993-0.00470393j 0.000708784+0.00348225j 0.00173142+0.00701746j 0.0018199+0.000710442j -0.00443666+0.00832413j 0.0204188+0.0181717j 0.00935241-0.0348935j 
0.0148535+0.0105091j 0.0208025-0.0317324j -0.017988+0.0162134j -0.017321-0.0138469j 0.0276835+0.0299046j 0.00313138-0.00307414j -0.00976793+0.00524768j -0.0025492-0.0137607j -0.00912498-0.0101183j -0.0125519-0.00174522j -0.00758192+0.034344j 0.00135217+0.010091j 0.00885211-0.00909799j -0.00664552+0.0106233j -0.000398486+0.0141944j 0.0100629-0.000552907j -0.00168369-0.0141792j -0.02482-0.00159908j -0.0205534+0.010777j -0.000691728-0.00267871j 0.0169943-0.00858744j -0.0001286-0.00430083j -0.00838521-0.00330664j 0.0156331-0.0140869j 0.00245644-0.0047616j 0.0183642-0.00551681j -0.00909915+0.00331185j -0.0080186+0.0202438j -0.0107133+0.0198155j 0.00909563+0.00346337j 0.0101537-0.0100397j -0.00181341+0.00213811j 0.0149154+0.00604974j 0.00789721-0.00459119j -0.0046474-0.013531j 0.00561731+0.00698405j 0.00907401-0.0103921j -0.0133648+0.00233655j 0.000164751-0.000411459j 0.00111737-0.0125261j -0.00876285+0.0267061j 0.0108579-0.0110821j -0.00236173-0.0224787j -0.00111423+0.0122981j 0.00168258+0.0101074j 0.0148261-0.00772924j -0.00396944-0.00711595j -0.0154451+0.0165203j -0.00372736+0.0141955j -0.00666686+0.00745499j -0.00233935+0.000654604j 0.00425576+7.53505e-05j -0.000718729-0.000851359j 0.00857315-0.0113633j -4.16405e-05-0.0016441j -0.00698959+0.0035442j 0.000353357-0.00365493j 0.00137501+0.0065417j -0.000965354-0.00508394j -0.00352387+0.00556082j -0.00539007+0.00608744j -0.00503409+0.00385472j 0.000913257-0.00425578j -0.00109337+0.000115554j 0.00565135-0.00311586j 0.00301393-0.00151088j 0.00448329-0.00481809j 0.00214975+0.00216843j -0.000244513+0.00354072j 0.00796846-0.00119535j 0.000274599-0.00111731j 0.00409456-0.00182909j 
-0.00308133+0.0180344j 0.0142301-0.00149996j -0.0226235-0.0436273j -0.00402132-0.0322495j 0.00558613-0.0613877j 0.0221517+0.00183284j 0.00871797-0.0100806j 0.00289035+0.0179829j 0.00438812-0.0115278j -0.0100582+0.0315255j 0.0332551+0.0196899j 0.00335689-0.00141398j -0.0130988+0.00764101j 0.0280583-0.00358626j -0.0103313+0.00606017j -0.00601128+0.00290313j -0.0102378-0.00153108j 0.00661307+0.000418688j 0.0128821+0.0145282j -0.00383041+0.0105569j -0.0104943-0.00166353j -0.00608632+0.00216478j -0.00848604+0.00264563j -0.0100697-0.00179826j 0.00256571-0.00459763j -0.009168-0.00571186j 0.0124067-0.00629317j -0.0034488-0.000618377j -0.00446925+0.000717364j 0.0109059-0.016763j 0.00800056-0.00226398j -0.00802126-0.00215379j 0.007137-0.00197449j 0.0179292+0.0214526j 0.00835354+0.0271703j 0.00166236-0.00334604j -0.0104734+0.00340288j -0.00970335-0.00452688j -0.00439569-0.0250418j 0.0082169+0.00823918j 0.0146235+0.000770259j 0.00446486-0.00771622j 0.00447362-0.0066717j -0.0207132+0.00376446j -0.000637614-0.00140005j 0.00622477-0.00917249j 0.00885351+0.0043669j -0.000323752+0.0131786j -0.0103521-0.00397429j -0.00635356+0.0129844j -0.00445292+0.00964545j -0.000819361-0.00345378j 0.00207233-0.00203758j -0.0097742-0.00991179j 0.000133971+0.00583106j 0.0063592-0.000306291j -0.00043792-0.000332964j -0.00359969+0.00521328j -0.00386033+0.00642014j 0.000919821+0.00615508j 0.00227845+0.00750746j -0.00344967+0.00119866j -0.00863741+0.00130118j -0.00486683+0.00350012j -0.00224857+3.30671e-05j 0.00272039-0.00240573j -0.00615205-0.00108374j 0.00022936-5.44772e-05j -0.00454097-0.000874811j -0.00546082+0.00186947j 0.00210869-0.00365841j 0.00311386-0.0016683j 
-0.0283944+0.00306157j -0.0150255+0.0260619j 0.0202942+0.00366782j 0.0307177+0.0519386j -0.0154121+0.00742491j 0.00045565-0.00705768j -0.00773607+0.0272728j 0.0173394-0.0342257j -0.00978539-0.0306329j 0.00305161-0.00856267j -0.00270333+0.023174j 0.00854006+0.0106651j 0.00964776+0.00751365j 0.00290086+0.00789938j -0.00122058-0.000827797j 0.0130946+0.00594166j -0.00407169-0.010481j 0.00114378-0.0135637j 0.000660041+0.00357949j -0.00146094-7.58598e-05j -0.002445+0.00308691j 0.000214824-0.000273821j 0.00330546-0.00799377j -0.0102564-0.000359682j -0.00691614-0.00277286j -0.00492798+0.000404552j 0.012971-0.00204936j 0.0145724-0.000843219j 0.022301-0.0120041j 0.0049267+0.00468846j -0.0151035+0.00723559j -0.00245107+0.00997213j -0.0185117-0.0055192j -0.00247489-0.0161751j -0.00334236-0.00151124j -0.00787361-0.000899945j -0.0182257-0.00659702j 0.0113756-0.0057531j 0.0135756-0.00491099j -0.0092082-0.00963462j 0.00595499+0.000843116j 0.00243108-0.0251186j -0.000880838-0.0286609j 0.000809308+0.0191939j -0.00189148+0.00155367j 0.00703752-0.0105781j -0.00215834-0.0143885j -0.0010987+0.0252736j -0.00378848+0.0206658j -0.00586203+0.011639j -0.00689896+0.00127761j 0.00356129+0.00106473j -0.0010537+0.000342692j 0.000375652-0.00655207j -0.00266002-0.00107709j 0.00217855+0.00374736j 0.0014565-0.000260485j -0.00380502+0.00281869j -0.00514964+0.00351438j -0.00428552+0.00168503j -0.00237224-0.00113452j -0.00222132+0.0044157j -0.00272227-0.000964587j -0.00121529-0.00203752j -0.000551305+0.00186625j -0.00181662+0.00218054j -0.000307276+0.000217859j 0.00496336-0.00329333j -0.00064119+0.00192019j -0.00323509-0.00106292j 0.00542849+0.0038181j -0.00171874+0.0040228j 
0.0111162-0.0212206j -0.0318528+0.0126651j 0.020867+0.0443466j -0.0160745-0.0342883j -0.00452351-0.0069944j -0.00985136+0.00522349j 0.00833065-0.000812256j -0.00201562+0.0366669j 0.0108993-0.00633718j 0.0203468+0.0196332j 0.0197187-0.00427304j 0.00347269-0.000664046j -0.0184498+0.00599152j 0.00974076-0.00169171j 0.00911318-0.00055273j -0.0108458-0.00271366j -0.00306623+0.00583342j 0.025949+0.00165487j 0.024112-0.00122207j 0.00167942+0.00832251j -0.021409+0.00157053j -0.00204436+0.00414683j 0.000712334+0.00774869j -0.0164381+0.0069558j -0.00272139+0.00628747j -0.0194126+0.000400691j -0.00121824+0.00441764j 0.00795336-0.0155303j 0.00220031-0.0103475j -0.0215573+0.011088j -0.00386235+0.0137147j 0.0109004-0.0134733j 0.000702917+0.010032j -0.00979167+0.00969187j 0.00440679-0.00298328j -0.00771308-0.00657728j 0.0173038+0.00353854j 0.00573381+0.00491555j -0.00827351-0.00219432j 0.00456395-0.00569203j 0.00637578-0.00828943j 0.0103111-0.0086196j 0.00820892-0.00874432j -0.0119667+0.00632487j -0.00527801-0.00533014j -0.0132981-0.0114261j 0.00235256+0.00239755j 0.000886275+0.0125986j -0.00526837+0.00467653j -0.00535902+0.00856778j -0.00241148+0.0063953j -0.00132753-0.00511474j -0.00053688-0.00361196j -0.00692179-0.00102169j -0.00174079+0.00190354j 0.00446822-0.0012566j -3.29141e-05+0.0059042j -0.00505803-0.00147884j -0.00226222+0.00724903j 0.00189038-0.000555572j 0.00483043-0.000365482j -0.00148339-0.00337346j -0.00240366+0.00309458j -0.00123292+0.00261342j -0.00429742+0.00222869j -0.00244096-0.00179272j -0.00455563+0.00317118j -0.00150383+3.32967e-05j -0.00168904-0.00176785j -0.0059901+0.00149832j -0.00243282-0.000642953j -0.00311906-0.00331608j 
-0.0232296+0.0363461j 0.0172861+0.0139989j -0.00847048-0.024395j 0.0165546-0.0174868j -0.0130547-0.0465818j 0.0184783-0.0121448j 0.00320585+0.00574098j 0.0340746+0.00647615j -0.00947738+0.0102124j -0.0206685+0.00325314j -0.017769+0.000983819j 0.00165962+0.0014565j 0.0213741-0.00182171j 0.00670109+0.00493304j -0.0240157-0.0124373j 0.0019966+0.00150664j 0.00982401+0.000523989j 0.000587096+0.000301858j -0.00765915+0.0101051j -0.00207163+0.000878702j 0.00331916+0.00269628j -0.00406665-0.00232992j -0.00383487-0.0116442j -0.000686302+0.00259213j -0.000220274-0.00689664j 0.000680438-0.00371941j 0.00950401-0.0143445j 0.00422802+0.00056528j 0.0107891-0.0109241j 0.0125705-0.0229129j -0.00324401-0.00178539j -0.00910332+0.0103768j -0.00285917-0.0142074j 0.0207144+0.0149265j 0.017462+0.0213993j 0.00539944-0.00556891j -0.0184451+0.00276637j -0.000177967+0.00221878j 0.00441676+0.00284468j -0.0180576+0.00822389j 0.00488533+0.0034778j -0.000644233-0.0026581j -0.0107637+0.00579569j -0.00694197-0.0149649j -0.00215854-0.0122889j -0.00071479+0.00666476j 0.00426669+0.00755081j 0.0063807-0.00111193j 0.00911149-0.010856j 0.00162096-0.00158676j 0.00249925-0.0068054j 0.00808792-0.0119255j 0.00205173+0.00123165j 0.00322006+2.37971e-05j -0.00391032+0.00517221j 0.000680575+0.00348502j -0.00218234+0.00614208j 0.000323004-0.0015784j -0.00110474+0.00468907j -0.00210815-0.000578426j -0.00426269-0.000995483j 0.00647253-0.00302413j 0.000842377-0.0055443j -0.00522073+0.00474864j -9.62405e-05+0.00306467j 0.000663741+0.00477024j -0.00254175-0.00377229j -4.99573e-05+0.00314j -0.000836072-0.00558148j -0.00119851+0.00487252j 0.00351426-0.00555115j 0.00208482+0.00104001j 
0.0289623-0.0302238j -0.0095622-0.014828j 0.00246267-0.00646946j -0.0174699-0.0181147j -0.0214634-0.00175604j 0.0184808-0.00448967j 0.0190815+0.035786j 0.0336653+0.0133641j -0.0186686-0.00788463j -0.0173362-0.0296585j 0.0137981+0.000754809j 0.01067+0.0107059j 0.0215376+0.014822j 0.0191803-0.00239862j -0.0197587-0.0156513j 0.00589308+0.00621791j -0.0054363+0.00281708j -0.0158458-0.0126367j 0.00422215-0.00150767j 0.000682801-0.000695158j 0.00971629+0.0072447j -0.00234893-0.0045316j -0.026749-0.00297596j 0.00520602-0.00373639j -0.00803502-0.00290399j 0.00132121-9.22089e-05j -0.0208018+0.0151591j 0.00805196+0.0101244j -0.00380631+0.0209343j -0.012856+0.0225433j 0.00153432-0.00554741j 0.0126722-0.0134284j -0.00314977-0.00873486j -0.0169213-0.00794611j 0.00151927+0.00787307j 0.00571595+0.00041681j -0.00141323+0.00188251j -0.00181205-0.0018227j 0.013482+0.00924022j -0.0220138+0.00571177j 0.017823-0.00726561j 0.00155957-0.00756417j -0.0131495-0.0145711j 0.000865789-0.0056111j -0.000753686-0.0119856j 0.0023659+0.000234692j -0.00626368-0.014854j 0.000547574+0.00496111j 0.00379737+0.00426072j 0.00278592+0.00360923j 0.0016094-0.00257237j 0.00725467-0.0102782j 0.000527562+0.00476447j -0.00138373+0.0020922j -0.000965355-0.00226579j 0.0026084+0.00536204j -0.000828485+0.00498376j 0.00109697-0.000838729j -0.00270084+0.00267702j 0.00010523-0.00329758j 0.00424846-0.00626522j 0.0050674-0.00251829j 0.00126384-0.00419811j -0.00344093+0.00139906j 0.00139579+0.00277662j -0.0037333+0.00177597j -0.00638613+0.000217568j 0.000674627+0.00142127j 0.00704612-0.000371042j 0.000418925-0.00171974j 0.00064451+0.00342283j -0.00304155+0.000911769j 
-0.00961504+0.0380681j 0.0238429+0.00624317j 0.0160967+0.0127528j -0.00431648-0.00176338j 0.0160617+0.0302618j -0.0177017+0.0127761j 0.00605399-0.0252633j -0.0281711+0.0106686j -0.0049383-0.00038199j 0.0127704-0.00389187j 0.00511668-0.0112054j 0.00191413+0.000926718j -0.0128153+0.00170627j -0.0163238+0.00427846j 0.0213543+0.00228418j 0.000809806-0.00595683j -0.00171295-0.000799313j -0.00282235+0.00310596j -0.00605835-0.00724551j 3.61672e-06-0.00284371j -0.00147285+0.00108427j 0.00354293+0.00103103j 0.0175128-0.0105207j 0.00210416+0.00554335j 0.00863424-0.00294329j 0.00384514+0.00459695j 0.006706-0.0210539j -0.00893013+0.00334471j -0.00630516-0.00810642j 0.0129588-0.0227125j 0.00736454+0.000704309j -0.00753312+0.0179879j 0.00775277+0.00564161j 0.00769703-0.0144177j -0.00127258-0.00190528j 0.00728235-0.00244425j 0.0029482+0.01442j -0.00756355+0.00720506j -0.0181485+0.00866487j 0.0127441-0.0100745j -0.0132523-0.00762123j 0.00353296-0.0162679j 0.0177626-0.00390781j 0.0134461+0.0136655j 0.010062-0.00491458j -0.0122537+0.00133017j 0.00469728+0.0035099j -0.00038279+0.00255947j -0.00665261+0.0118893j 0.000746217+0.00221396j 0.00123243-0.0022838j 0.00325468-0.00042091j 0.00047204-0.00929802j -0.00103501+0.00532772j 0.00221535+0.00244661j -0.00218412-0.00560727j -0.00294944+0.000166498j 0.000883435+0.000611157j 0.00727829-0.00238988j 0.00610164-0.00184645j 0.00290181+0.000205943j -0.00171141+0.00268491j 0.00107359+0.00298396j 0.00353794-0.00130845j -0.00222431+0.00146982j 0.00394069+2.77751e-05j 0.00541099-0.00254783j -0.00156563-0.0012576j -0.000873373+0.0013909j 0.00212802+0.00254318j -0.000429284-0.00360314j 0.00195519+0.000565916j 
-0.0247074-0.0142241j -0.0289991+0.0504709j -0.00380469+0.00741837j -0.0168341-0.0225486j 0.0285781+0.00839888j -0.0314678+0.00356653j -0.0134592+0.00786099j -0.00360471-0.0103727j 0.0137535+0.00531476j -0.0200782+0.0038207j -0.0204455+0.0213171j 0.0107281+0.00101018j -0.00495939-0.0135584j -0.0073254+0.0104797j 0.007254+0.000849976j 0.00485075-0.00490213j -0.00407756-0.00535179j -0.00762464-0.00191152j -0.00744159+0.00547441j -0.0114438+0.0030994j 0.00615439+0.000819706j -0.00368649+0.000924002j -0.00798543-0.0028655j -0.0035036+0.00644819j -0.0102717+0.00554287j 0.00484513+0.00315512j -0.00228562+0.000848129j 0.0173998-0.0211875j 0.018302-0.0335593j -0.00166004+0.017472j -0.0103692+0.0254289j -0.00350559-0.000396439j -0.0168916+0.00178182j 0.0181856+0.0118695j -0.0076362+0.00366476j -0.0196702+0.00152166j -0.00235774-0.00355298j -0.00892789-0.00224975j 0.0124919-0.00757565j -0.00351837+0.00263625j -0.0109086+0.0126802j 0.00345674+0.0099431j -0.00537602+0.0128321j 0.000395563-0.00691363j 0.00106707+0.00880499j 0.0081441+0.0019733j 0.004911+0.00197292j -0.00391903-0.00427446j 0.0042061-0.0120817j -0.00344192+0.00175245j 0.000351198+0.000982247j -0.00998996+0.00305587j 0.000817958+0.00609045j 0.00675167-0.00594754j -0.00470574-0.00208626j -0.00411366+0.00757022j 0.00123211-0.0063688j 0.00133022+0.00370868j -0.00232315-0.00261068j -0.00317947+0.00282753j -0.00983869+0.000442657j -0.00802582+0.00473302j -0.00391076-0.0068685j 0.000165018+0.000831791j 0.00328492-0.00502907j 0.000349224+0.00591827j 0.0030963-0.000697593j 0.00489981+0.00175253j -3.26449e-06-0.005386j 0.000913205-3.13147e-05j 0.00469909-0.000286294j -0.000471717+0.00451161j 
0.00304033+0.00752971j 0.0072928-0.00811874j 0.0256025+0.0205049j 0.0197703+0.018944j 0.0276385+0.0163603j 0.0470732-0.0109248j -0.0241987+0.0117459j -0.00990684-0.0308516j 0.0114196-0.00402897j 0.021123+0.00744649j 0.00373523-0.000665549j -0.0344933+0.00269293j -0.00871086-0.00998799j -0.0129487-0.00677166j 0.0158661+0.0195868j -0.00562921+0.00276599j 0.00274144-0.00364789j 0.0218394-0.00304304j 0.00458464-0.00856594j 0.0072591-0.00622096j -0.0156285-0.00496284j 0.00600225+0.00286214j 0.0237718+0.0100672j -0.00235403-0.00340624j 0.00969615+0.00721539j -0.0029752+0.00342486j 0.00632502-0.00139566j -0.0138533+0.00179701j -0.00860678+0.00829457j -0.0084863-0.00473445j -0.00131955-0.00975296j 0.00475725+0.00417085j 2.21108e-05+0.00362815j -0.010862-0.0198524j 0.000138158+0.00237369j -0.0083894+0.0162487j -0.00582862+0.007845j -0.00482686-0.0112125j -0.00286608-0.0237014j -0.012289+0.0144036j 0.018618-0.00734274j 0.00833253+0.0269267j -0.00855593+0.0226874j -0.0137618-0.00207525j -0.00895826+0.0159871j 0.00751351-0.0253489j -0.00297-0.00658568j 0.00254757-0.0088499j -0.00508947-0.0134075j 6.2518e-05+0.00220074j 0.000446933+0.00827482j 0.00242786+0.0121681j -0.00266449+0.00209055j -0.00227113-0.00598922j 0.00143878+0.00336923j 0.000583963-0.00158905j 0.00399488-0.00229818j -0.000815523-0.00251917j -0.00158114+0.00253098j -0.00452004+0.00188936j 0.00131245+0.00359228j -0.00221626-0.000226318j 0.00481435+0.00381695j 0.00435926-0.00279814j -8.5584e-05-0.0012053j -0.000826123-0.00102175j 0.00656694+0.00427606j -0.00300858-0.00456367j -0.00459037+0.00382885j 0.000392322-0.000380057j -0.00496114+0.000959335j -0.000210552+0.000150661j 
-0.00794332-0.0156512j -0.00992049+0.0251689j -0.0328378-0.043225j 0.00817631-0.00234772j 0.0176273+0.0149239j 0.0522934-0.00865396j 0.0153341-0.0120589j -0.013715-0.00653494j -0.0170092-0.0109692j -0.0356431-0.0214685j 0.0313701-0.0110268j -0.00739878+0.00313988j 0.0126592+0.01925j -0.000758226-0.000343371j 0.0114607-0.00788044j 0.0122874-0.00214173j -0.018619+0.00782084j -0.0184998-0.00931888j -0.00480729-0.0122198j -0.00618605+0.00219475j 0.00303012+0.00925258j 0.000552114-0.00228121j -0.00483652-0.00646954j -5.18272e-05+0.0105048j 0.00346055+0.00726262j 0.00613085+0.00738701j -0.00982719+0.000414586j 0.00933259-0.00961639j 0.0102544-0.0119882j 0.000557025+0.0191324j -0.0102138+0.00208166j -0.00459551-0.00845436j -0.0219597-0.0249486j 0.0207511+0.0136418j -0.00598861-0.01252j -0.012538+0.00390251j -0.0154761+0.00579954j -0.00925613+0.00299263j -0.0166115+0.0121888j 0.000852803+0.00594717j 0.00857481-0.0135946j 0.0229932-0.00540656j -0.000575218+0.0126969j 0.00202018+0.0067586j 0.0109096+0.00508465j -0.00511655-0.00889931j -0.0101016+0.00257477j 0.00116052-0.00249841j -0.0129863+0.000877627j 0.00912092+0.00794352j 0.00790356+0.00142966j 0.0110026-0.00655675j 0.00573157-0.00519056j -0.00749375+0.00234469j -2.88808e-05+0.000707851j 0.00370871+0.00145105j -0.00295242-0.000273103j 0.00846068-0.000709534j 0.00438095+0.00163873j 0.0062593-0.0016374j 0.00682208-0.00439751j -0.00382605+0.00146352j -0.000366847-0.00417982j 6.70038e-05+0.00258835j -0.00315592+0.0014723j 0.00181258+0.00516253j 0.00886014-0.00095295j -0.00284055-5.19773e-06j 0.00790881-0.00111182j 0.00112851+0.00157301j 0.00540653-0.00113882j -0.000473872+0.00414483j 
0.0187158-0.0307983j -0.0112053-0.0175221j -0.018968-0.0671082j 0.0627778+0.0293331j -0.0311195-0.00470709j -0.0317339-6.96483e-06j 0.0113773-0.0133002j -0.0526285-0.0351914j 0.00228034-0.000528404j 0.0111291+0.0103126j 0.0137344+0.00793639j 0.00809062-0.0129419j -0.0186839-0.0051844j 0.0103184-0.00666169j -2.43811e-06+0.011719j -0.00120208-0.00113934j -0.00891714-0.00038619j -0.00584797+0.00638298j 0.00599178-0.000574525j -0.00445354+0.000643461j 0.00193146-0.0078467j 0.000236756-0.00091785j -0.00873111+0.0154979j -0.00188023-0.00746359j -0.00598425+0.00835844j -0.00223409-0.00228486j -0.00259645+0.0221558j 0.003839-0.00188231j -0.00395673+0.0112586j -0.00258967+0.0229102j -0.0073877-0.0122889j 0.00754982-0.0137896j -0.0393677-0.0455317j -0.0114987-0.00357767j -0.00904096+0.0101133j 0.00362379-0.00617716j 0.0111115+0.00847186j 0.00552328+0.00641272j 0.00853642-0.00774041j 0.00295721+0.0113116j 0.00229193+0.00853019j -0.00541168-0.00846033j 0.00670621+0.0137746j 0.00665366+0.00305987j 0.00345727-0.00336809j 0.00394889+0.00362783j 0.00232251+0.00133302j -0.0037716+0.00177495j 0.00289762-0.0131033j -0.0055849+0.00103326j -0.00519583+0.00474686j -0.00770441-0.00824767j -0.00154806+0.00326768j -0.000498242-0.0066104j -0.000484289+0.00408871j -0.00172121-0.00145149j 0.00012945-0.00659226j -0.00135162+0.00467561j -0.00190014+9.85947e-05j 0.0015795+0.0029999j 0.000283755+0.000573157j -0.0033761-0.000250309j -0.0035128-0.00216597j 0.000411004+0.00494637j 0.000243236-0.00502881j -0.000831714+0.0021069j -0.00235599+0.0010464j 0.00359681+0.00184329j 0.00148241-0.00168129j -0.000889531-0.00107986j 0.00306927+0.000324282j -0.00114625+0.00219049j 
0.00607303-0.0143592j -0.0084137+0.00263101j -0.0142368-0.0449064j 0.0111449-0.019483j 0.0264253-0.0363328j -0.0142258-0.00671981j -0.0586146-0.00961016j -0.0219992+0.0240215j 0.0147357-0.00458347j 0.0318607-0.00658479j -0.0157397-0.00670233j -0.0124803+0.00454324j -0.0188791+0.0135213j -0.0123325-0.00158196j 0.0284816-0.0114074j -0.00839805+0.00608919j 0.00146538+0.00451777j 0.0201272-0.00485714j -0.00522548-0.00261164j -0.00177927+0.0016827j -0.0109867+0.00564199j 0.00366713-0.00177236j 0.0196507-0.000283166j -0.000846237+0.00288426j 0.00483636-0.00127025j 0.00309847+0.00283274j 0.00167834+0.00589575j -0.00712302-0.00294315j -0.00338517+0.00131478j -0.0112744+0.003518j -0.00842347-0.00811817j 0.0019178-0.00422662j -0.0106814-0.0193149j 0.0127395+0.0168139j -0.0013729+0.0143351j -0.0126529+0.00286681j 0.00297074-0.0138587j 0.00308826-0.0118219j -0.00826889+0.0199853j -0.00622707-0.0345001j 0.00965903+0.0200277j -0.00244941+0.00647553j 0.000721184-0.0289156j 0.00681534-0.005578j -0.00500649-0.00959502j 0.0059833+0.0157986j 0.0107916-0.00455817j 0.00453183+0.00564575j -0.00937669+0.00479029j -0.000669108+0.000166233j 0.00398092+0.00341928j -0.000405073+0.0111344j -0.00600978+0.000619019j 0.0015079+0.000924348j 0.0079017-0.00116347j -0.0130618+0.00164345j -0.00205931+0.00296474j 0.00565868+6.80284e-05j -0.00135239-0.00431122j 0.00184897-0.00352532j 0.00193207+0.000474767j -0.00460568+0.00179335j 0.00803289+0.00256763j 0.00684188-0.00187874j -0.00524208+0.000855012j -0.00459473-0.00294189j 0.0100948-0.000651664j 0.00117322+0.00145908j -0.0029904-0.00105595j -0.000636033-0.00100881j -0.00151211-0.000222825j 0.00282898+0.00104814j 
0.0130273-0.0148281j -0.012578-0.0255871j -0.0280654-0.00114326j 0.00827508+0.0389588j -0.0148943-0.0345573j 0.0349201-0.0155973j -0.00404064-0.0148143j 0.0264898-0.0156928j -0.00587176+0.011615j -0.0107693+0.0377936j 0.00546038-0.0105431j 0.00189094-0.0123068j 0.0138232-0.0107134j 0.0124996-0.00290247j -0.0137545+0.0054258j 0.00452567-0.00247466j -0.00254032+0.00446178j -0.00302515+0.0183331j 0.00263713+0.00610188j 0.00047899+0.000667976j 0.00177242-0.0118927j -0.00116853+0.000418199j -0.0137136+0.013668j -0.00317493-0.00939258j -0.00776229+0.00149859j -0.00114308-0.00729321j -0.0069183+0.00931637j 0.0143104+0.00723708j 0.0166649+0.0175706j -0.0127632-0.000522909j -0.0123834-0.0138589j 0.00287995+0.0023746j -0.00836671-0.0170257j 0.00321283-0.024052j 0.0252302+0.00740918j 0.0018368+0.00656243j 0.00303521+0.0131462j -0.0303197+0.0382006j -0.0131714+0.0113374j 0.00883073-0.00952009j -0.00982635+0.000334883j 0.00490244-0.0103221j -0.00992512+0.00260039j -0.00196444+0.00635015j 0.00934611-0.00608845j -0.00197208+0.00396315j 0.00141874-0.0210514j 0.000517292-0.00438265j -0.00384479+0.00953893j 0.00751818-0.000281615j 0.0021365-0.00417376j -0.00324648-0.00190549j 0.00105191+0.00277073j -0.00187885+0.00393154j 6.03182e-05-0.00692992j 0.00417455+0.00610935j -0.00166306-0.00243768j 0.00766518-0.00117166j -0.0021239-0.00340668j 0.00419-0.00241067j 0.0031411-0.00357995j -0.00184369+0.00850025j -0.0064421-0.00168477j -0.00291158+0.0014299j 0.000977609-0.00505938j -0.000833316+0.00322466j 0.000541096-0.00199146j 0.000531345+0.00206338j 0.000436401-0.00370204j 0.00221956-0.000150518j 0.000186299-0.000284749j -0.00407799-0.000580364j 
