0.061153+0.114662j 0.0594232-0.070627j 0.0657317+0.0264654j -0.0138885+0.0150739j -0.0115271-0.0604058j -0.008399+0.000259571j -0.0324645-0.00915311j 0.00936761+0.0471322j -0.0298782+0.0213677j 0.0471055-0.0617866j 0.0211956+0.0146315j 0.0202877-0.00417018j 0.0243315+0.0373045j -0.00367767+0.0162534j -0.0442265+0.0809527j 0.0971027-0.0720274j 0.0802624-0.181494j 0.0733623-0.00322934j -0.131326+0.150294j -0.0612205-0.000681411j -0.0565121+0.0345075j 0.0240179-0.00879567j 0.0183387+0.0322138j -0.0163415+0.0281246j -0.00884327+0.0178505j 0.0643785-0.0600759j 0.00393631-0.0246221j -0.0465173+0.0221904j 0.122728-0.104593j -0.0387949+0.072221j -0.0746903+0.0718759j -0.115967+0.0789684j 0.0699756-0.110481j -0.191656+0.0696047j 0.107309+0.0644236j -0.0312325+0.154539j 0.0210866-0.0406722j -0.0246614-0.0269785j 0.0823065-0.0652674j -0.0306542+0.00389402j -0.03339+0.0958399j -0.0283248-0.0029184j -0.0347932-0.00746255j -0.0129358-0.00768091j -0.00223827-0.0135894j 0.0168948-0.0530895j -0.0339794+0.029989j 0.00161908+0.00138421j 0.0219864-0.0278792j -0.0336747+0.0154425j -0.046593-0.00383237j 0.0139056-0.0247099j 0.00129509-0.0303749j 0.00473767+0.0126042j -0.00935796-0.0092802j 0.061259-0.00854539j 0.0257497-0.0357377j 0.0229415-0.0292127j 0.0570759-0.0263993j 0.0166485-0.0059028j 0.0453292-0.0521716j -0.0284775+0.0376781j 0.00739837+0.023799j -0.0248615+0.0299161j 0.0318895-0.01321j 0.0218307-0.0125492j -0.00206619-0.00808648j 0.00296242+0.0130371j 0.0118341-0.00882023j 0.00549797-0.00367533j -0.00286252-0.00432435j 0.00546642+0.00145941j -0.00132983-0.000444059j -0.00745654+0.020364j -0.0253993+0.000935813j 0.0108743-0.0193313j 0.0127065-0.00620155j 0.013164+0.00191626j 0.000607849-0.00722142j -0.00760941+0.00627142j -0.00891268+0.0166153j 0.00429326+0.00732993j 0.0188588+0.00476181j -0.0213656-0.00730524j 0.00732657+0.00492024j 0.0146632-0.0267056j 0.0285134+0.00452487j -0.0744492+0.110513j -0.0299306+0.0702226j -0.000759968+0.0137014j -0.0256133-0.00941685j 0.0508152-0.0105544j 0.0541867+0.0145278j -0.098279+0.0784715j -0.00302155-0.0566448j 
0.0230393+0.0153636j 0.00846743+0.0225171j -0.0311306-0.00859375j 0.071028-0.0944998j -0.0468808+0.0672269j 0.0263357-0.0317052j -0.0863078+0.135172j 0.170127-0.0448816j 0.0288932+0.0248643j -0.0340311-0.156466j -0.0687674+0.014774j 0.0881861+0.0268182j -0.195322+0.0568771j 0.0508452-0.00900098j -0.0114914-0.0747802j 0.0364608+0.0105728j 0.141841+0.00292265j -0.110658+0.0595399j -0.025717+0.0674417j 0.0502559+0.0276664j 0.00255667-0.0243454j 0.0169529+0.0365634j 0.0745651+0.000755186j -0.0308417-0.125446j 0.0704918+0.0045628j 0.00694411-0.0119321j 0.166279-0.0736797j 0.111857+0.140144j -0.00415298+0.0641181j -0.015281+0.050576j 0.0473959+0.00566261j -0.00846496+0.00277565j -0.0343264-0.0056309j -0.0392519-0.0668787j -0.00550659+0.0154708j 0.033758-0.061613j -0.004703+0.000720114j -0.00194079+0.000696283j 0.057388+0.0466724j -0.00985816+0.0305191j 0.026875-0.0247937j -0.018372+0.00533721j -0.0141712-9.70627e-05j -0.00281686-0.00116215j 0.00162746-0.0335335j 0.00787056+0.0514752j 0.00119216+0.0152455j 0.00519795-0.0106095j -0.00711497-0.00350397j -0.00151221-0.00335456j 0.0172137-0.00849877j -0.00674201+0.00355055j -0.0175524+0.0126414j 0.00849964-0.0249162j -0.00360749+0.0107428j 0.0204956-0.0372696j 0.00099005+0.00425086j 0.0105803+0.00836524j 0.0233315+0.00727216j -0.00411119+0.00743285j 0.00838292-0.00614408j -0.00384831+0.00449132j -0.00517691-0.00954269j 0.00849042+0.0319199j 0.00433615-0.00141454j 0.00817261+0.000581624j 0.00259242-0.0149966j -0.0041317+0.00543771j -0.0153036-0.00316365j -0.00128367-0.00652156j -0.00453737-0.0107311j -0.00228439+0.00970626j -0.00203096+0.00320374j 0.000618639-0.00196668j -0.00604027+0.0118758j -0.0268073-0.00213304j 0.00815876-0.0119032j -0.00130113+0.0233363j 0.00687875-0.00491156j -0.0184069+0.00471898j 0.0102429+0.00174389j 3.66249e-05-0.0172349j -0.000547351-0.0147638j 0.0105882-0.00907522j -0.00502205-0.0152156j -0.0234816+0.00539179j -0.00972727+0.00824676j -0.00189237-0.012455j 0.00724077+0.000667088j 0.00703548+0.00807397j -0.00851152+0.00470323j -0.00350591+0.00392002j 0.00607313-0.0152691j -0.0132263-0.00708957j -0.00282596+0.0176212j 
-0.0854197+0.0815162j -0.0675766-0.0196556j 0.0145616-0.0393463j 0.0483562-0.0626766j -0.105076-0.0906972j -0.139714-0.139832j -0.0180442-0.100623j -0.0628374+0.0535369j 0.181238-0.0317424j -0.112727+0.12913j 0.0102967+0.0182001j 0.0732926-0.0879226j -0.0358541-0.00792355j -0.0587904-0.0733815j -0.0955911-0.125591j 0.102782+0.022716j -0.00679433-0.0106759j 0.0860073+0.157561j 0.031448+0.0295072j -0.0106012-0.0425281j 0.0018496+0.0241881j 0.00530579-0.0525119j -0.061183-0.147146j -0.0376315+0.155876j -0.0240219+0.0201636j 0.0376326-0.0797231j -0.0255878+0.00568515j 0.0753574+0.0425073j 0.0212974-0.100332j 0.0629801-0.046705j -0.021058+0.00650481j -0.00010117-0.00644472j -0.0509406-0.0619564j -0.0282669+0.134425j 0.00323691-0.0717298j 0.000961144+0.00785223j -0.0254862-0.00469072j 0.00149688-0.00286425j 0.00242046-0.0156287j 0.00178449-0.0417236j -0.0340755-0.0338001j 0.0123862+0.00288337j -0.00735542+0.00730881j 0.008481-0.00340692j 0.00567782+0.0302381j 0.0152237+0.00254966j -0.0149129-0.0282794j 0.0219473+0.0289066j -0.0287092+0.0159949j -0.0112265+0.0323356j -0.0163146+0.07849j -0.0026534+0.0144497j 0.00359485+0.0336777j -0.0038522-0.00538941j -0.0103112-0.0190698j -0.0178534+0.0108659j -0.00105107-0.00902665j 0.00261525-0.0166146j -0.0067713-0.0182784j -0.00342718+0.00116663j 0.0086072-0.0190229j -0.00898067-0.00155362j -0.00413148+0.0207952j -0.0103382-0.00821136j -0.00230475-0.0320475j 0.0106977+0.0143548j -0.00870986-0.000814379j 0.00880646+0.00664397j 0.0243026+0.00663478j -0.0136238-0.00562867j 0.01283-0.00384647j -0.0145339+0.0105227j 0.0263881+0.011577j -0.013315-0.00352314j 0.00376431+0.0146039j -0.00929415-0.013032j 0.00340484+0.00245931j -0.00355828+0.00381171j 0.0191975+0.00179052j 0.00182313+0.00213165j -0.0191427-0.012122j 0.00810259-0.00586936j 0.00280335+0.00437115j -0.00991167+0.0201496j -0.0045874-0.0106472j 0.0049468+0.000593618j 0.00310099-0.00962209j 0.00497294-0.00125217j 0.00489445+0.00861446j -0.0012552+0.00284034j -0.000720181+0.0165594j 0.0033947+0.00734955j -0.00375202-0.0127948j 0.0102722+0.00611584j -0.000719404+0.0018504j 
-0.00659895-0.000738897j -0.0272229-0.0155971j -0.0369406+0.0237552j -0.00410837-0.180538j -0.0319933-0.015465j -0.00911635+0.0567306j -0.124171+0.147289j 0.00410985+0.0261122j 0.13582+0.181888j -0.036345+0.0463746j 0.0285797-0.123003j 0.044922+0.144913j -0.0137521+0.230818j -0.0933808+0.0970346j -0.140684-0.0522458j 0.0736328+0.0246126j 0.0447289+0.111355j -0.0420701-0.0121387j 0.0211114-0.0154153j -0.0721459+0.0459226j 0.0929922-0.0350603j 0.0188084+0.0559062j 0.00370288+0.00628294j -0.0387056+0.0216628j 0.0106772-0.0972577j 0.0700134+0.0103542j -0.0116044+0.0378957j -0.0429972-0.0583733j 0.0274316-0.0346638j 0.0519877+0.0479494j -0.00589575-0.0885049j -0.016378+0.0814902j 0.00934796-0.0485939j 0.063127+0.00442111j -0.0876987-0.0164926j -0.0270423+0.0765123j -0.00910108-0.0320772j -0.00191212+0.00574872j -0.00490513-0.0671796j 0.006592-0.0107951j -0.0195912+0.036436j 0.0134935+0.0252887j 0.0253762-0.00886323j 0.00191413+0.0122107j 0.0015212-0.0052107j 0.0112808-0.0242142j -0.00120283-0.0414328j 0.0322999+0.055618j -0.0361806-0.0659255j 0.0162167+0.0528748j 0.031812+0.0398431j 0.00827557-0.0134487j 0.0227868+0.000302058j -0.0126741+0.00687085j -0.0113804-0.0382786j -0.0204055+0.0189899j -0.00147346-0.0113166j -0.00221713-0.0205439j -0.000263619+0.00786603j -0.0158887+0.00192046j -0.0165168-0.00780701j 0.00975546-0.00391183j -0.00294892+0.0152469j 0.000361251-0.00915257j 0.00761453-0.0245559j -0.0103619-0.00791933j 0.0103858-0.000393197j -0.0160793+0.00483078j 0.0138263+0.00794568j -0.00935331+0.0031367j -0.000460165-0.00221188j 0.0171644-0.0168714j -0.00387584-0.00104475j -0.0038552-0.0131753j -0.0106623+0.00812922j -0.0016249-0.0112335j 0.00545109-0.000561185j -0.00319459+0.000660803j -0.0193358+0.0160541j 0.00864886-0.000514128j 0.00516486+0.00138312j -0.00645769+0.00439756j -0.00448213+0.00497671j 0.00784813-0.0198904j -0.0245952-0.0120742j -0.010433-0.00575054j -0.00388567+0.0183019j 0.00573056+0.0142654j 0.00398052+0.00618901j -0.000567018+0.00634692j 0.00732207-0.00514884j -0.0126527-0.00490798j -0.00703908+0.00146248j 0.0184261+0.0209321j 0.0180825-0.0137412j 
0.0383125+0.0657311j -0.0545681+0.00540129j 0.0514495-0.0596038j -0.0554403-0.0307441j -0.0423621+0.0878186j -0.0550016+0.0442228j -0.0923593+0.0811326j 0.0107881-0.0672913j 0.0315873-0.0247869j -0.100281-0.0823407j 0.0664986+0.0157822j 0.0328078-0.0719879j 0.0255128-0.0104565j -0.0492395+0.00895037j -0.0751995-0.0124962j 0.0618073-0.0301211j 0.0347204-0.0597168j 0.11782-0.0257452j -0.0748769-0.0341127j -0.0156818+0.0204781j -0.10806+0.0961785j -0.141233-0.0460069j -0.0306827-0.0759928j 0.0014671-0.110376j 0.0604556+0.120083j -0.0122807+7.05476e-05j 0.102663-0.0668959j 0.265015-0.125039j -0.024995-0.180421j 0.0589898+0.0643906j 0.0592321+0.0764271j 0.0227869-0.00937573j -0.00777965+0.0717299j 0.0293548-0.0392078j 0.0135506+0.0404515j -0.0259164+0.0137097j -0.0127838-0.00929926j -0.01818+0.00116059j 0.011192+0.0569658j -0.0139411-0.0199425j 0.00262796-0.0309933j -0.00777475-0.0486835j -0.00564317+4.1022e-05j 0.000194273-0.00414482j -0.00545415-0.0274731j -3.31692e-06+0.0274459j 0.0407891+0.0374159j -0.0544809-0.0386786j 0.0281795+0.012308j -0.0207746-0.0491716j -0.030034-0.0591277j -0.0122076-0.0118169j -0.0290099-0.0150004j 0.00998178-0.00426035j 0.0270905+0.0286042j -0.0124388-0.0246239j 0.000355027+0.00814358j 0.0067831+0.0121271j -0.00398998-0.00510979j -0.0165377+0.0115994j 0.0179572-0.0118892j 0.0234378+0.0154623j -0.0123843-0.013711j -0.00834434+0.0133399j 0.00682346-0.000302467j -0.00895657+0.0098325j 0.0137142-0.00893456j -0.00203871+0.00189003j -0.00179618-0.00991541j -0.0113768-0.0140759j 0.00110077-0.00476038j 0.00078841+0.00714376j 0.00263904-0.00164225j -0.0129999+0.00428655j -0.00716663-0.00921288j 0.000713986-0.013043j -0.00629807+0.00477112j 0.0065226+0.00483434j -0.00879848-0.0169731j 0.0137491-0.00213077j 0.0154994-0.00196871j 0.000341266+0.00747569j -0.0167778+0.00840633j 0.00260856+0.00741878j 0.000509729+0.0103572j 0.00914482+0.00322554j -0.00729212-0.0133182j -0.00702548+0.00121472j -0.00189874+0.0137294j -0.00183955+0.00441662j 0.0064787-0.00662983j -0.000800955-0.0072813j 0.00445095-0.00260024j -0.0128384-0.0152491j -0.0138892+0.00340855j 
0.0491403-0.0559228j -0.00230042-0.0481345j -0.123005+0.0924454j -0.104177+0.0685052j 0.00988534-0.0921671j -0.00163618-0.0260882j 0.0997535+0.159438j 0.0259874-0.0301664j -0.0317584-0.108774j -0.0092177-0.269607j 0.0194913+0.176158j -0.0283502-0.0114823j 0.0400065+0.148008j -0.0367256+0.200473j -0.0899764-0.182732j -0.0568397+0.0244679j -0.00169438-0.0859436j -0.0401967+0.104161j 0.022656+0.0318371j 0.0492279-0.051714j 0.00732783-0.00542137j 0.0973783-0.0402813j 0.0446951-0.00951751j -0.0404819-0.0429689j -0.0492869+0.0275729j -0.00282202-0.0219861j -0.0882135+0.0261827j -0.0905549-0.24297j -0.0101524+0.00945257j 0.0197317-0.0201489j 0.0366871-0.0362446j -0.00324691+0.0509063j -0.0179304+0.00169043j -0.059858+0.0543195j -0.0167018-0.0399546j 0.017569+0.000454705j -0.00867269-0.012034j 0.0366512-0.0169853j -0.00517519-0.0423774j 0.0203682-0.0147627j 0.0212113+0.00885809j 0.00382542+0.0100459j 0.0133608-0.00244454j 0.00384806+0.0102424j -0.00701688+0.0112173j 0.0167576-0.0189398j -0.00194675-0.0204264j 0.00955523+0.0190061j 0.00882059+0.0166912j 0.0195335+0.0378196j -0.0136568+0.0373237j -0.00609179-0.00391006j 0.0219197+0.00241777j -0.0117767+0.00367762j -0.00927763+0.0101741j -0.00806356+0.0196051j 0.00618538-0.0105122j 0.00852968-0.0186566j -0.00551219+0.00674202j 0.0119393-0.00282159j -0.0117921+0.0019054j 0.00119841-0.00424161j -0.00793956+0.0201184j 0.0159605+0.0034569j -0.0116461+0.00542893j 0.00786947-0.010245j 0.0111959+0.00763521j 0.0127469-0.00918951j -0.00247725+0.00869256j 0.0186479-0.0043786j -0.00289326-0.000765453j -7.4972e-05-0.00200669j -0.00623949+0.00732348j 0.00241047-0.00390836j -0.00476728+0.00396829j 0.00411381+0.00392774j -0.00619851+0.00515871j -0.00442187+0.00502494j 0.00759364+0.0211268j 0.00876281-0.00706996j -0.00587669-0.000730031j -0.00822607+0.0118057j 0.00833625-0.0125673j 0.00148773-0.00118586j -0.0117732-0.0060449j -0.00694266+0.00387456j 0.0022032+0.00990723j 0.00526088+0.00371532j 0.00415905-0.00392646j 0.00336731-0.00211868j -0.0044838-0.000168725j 0.00387839-0.00357592j -0.00734209-0.00317202j 0.00830138+0.00681638j 0.00221729-0.00111665j 
-0.106733+0.0969078j -0.0342439-0.00743858j 0.0220443+0.107354j 0.00875435-0.0840297j 0.128553+0.0269902j 0.111572+0.0245663j 0.139371+0.0674801j -0.0969777+0.0792572j -0.0644264-0.0263497j 0.164117+0.0493247j -0.0461444+0.0458601j -0.0430687+0.0776693j 0.0399902+0.0510947j 0.0501982-0.0180189j 0.0162431-0.0731142j 0.0231466+0.00340141j 0.0274591-0.0537519j -0.0190531+0.0489445j -0.00396295+0.0683362j 0.0291565-0.0131268j 0.0363866-0.036691j 0.00508606-0.0770564j -0.0346905-0.0641348j 0.105858-0.0997417j -0.150173+0.0368699j -0.0428665+0.022852j 0.0133537-0.00633203j 0.220311+0.0594793j -0.00513228-0.0133582j 0.0251777-0.104368j 0.0387748+0.0175925j 0.0697584-0.0501295j -0.0149851-0.0277878j -0.00188182+0.0837301j 0.0404941+0.012018j 0.0945921-0.0701339j -0.0457209-0.00174287j 0.0149419-0.0232513j -0.00222173-0.00393804j 0.0219568-0.0294681j 0.0463906-0.0200204j 0.00441524+0.0250933j 0.0110207-0.000184386j 0.00358471-0.0152937j -0.000900976+0.030919j -0.0255494-0.0401165j 0.0177455+0.0155494j -0.0118155-0.0344704j 0.0158548+0.0695616j -0.00231011+0.051323j -0.0132816+0.065855j 0.017895+0.0186459j 0.0202156-0.0286855j -0.00239499+0.016913j -0.0281735+0.0206806j 0.00143234+0.0220276j -0.00599779-0.0024313j -0.0117929+0.00236515j -0.0202414+0.0204225j 0.00624028+0.015201j -0.0268907+0.00806142j 0.0360495+0.0142509j -0.0153341-0.00164189j 0.00233693-0.00708075j -0.0410491+0.0218286j -0.00725203-0.00785877j -0.0145725+0.0010563j -0.00402132+0.016443j 0.00557951+0.00237552j 0.0167247-0.00200253j 0.0253526-0.00517557j 0.000403415-0.00719177j 0.019512+0.00827325j -0.010115+0.00196225j 0.00188825+0.0185288j 0.00601004-0.0113287j -0.00955721+0.00489316j 0.0254428+0.00232769j 0.00296848+0.00504336j 0.015091-0.00114519j -0.0132729-0.0154925j -0.000104842-0.0134657j -0.0229904-0.011214j 0.00903271-0.0212193j 0.000882045+0.0433714j -0.00621366+0.00417469j -0.0117327-0.00606705j 0.00690147+0.0268825j 0.00456049+0.0273345j 0.00357794+0.00384417j -0.00856872+0.00411379j 0.00119362-0.0194085j -0.0127054-0.0328869j -0.00986887-0.0197744j -0.0255023+0.016045j 
-0.0962816+0.116648j -0.105118-0.0824987j 0.0423147+0.0233414j 0.00489259-0.0786041j 0.0134228-0.00305034j -0.0551651+0.00148898j 0.0390353-0.0254512j -0.0691121+0.0329189j -0.0397912+0.126866j -0.110414+0.060921j -0.0381088-0.0791269j 0.0146998+0.0101197j 0.044208+0.0219894j -0.0239596-0.000196462j -0.20784+0.0487776j 0.0760003+0.0118544j 0.0578302-0.116285j -0.0395099-0.041482j 0.12577+0.0805118j 0.130083+0.0210487j -0.0856311-0.0402732j 0.0516016+0.00140606j 0.10758+0.115315j -0.082903-0.0795551j 0.0987451+0.0295761j 0.00246289-0.0919281j 0.10002+0.0185661j -0.0907393-0.0553444j -0.104453+0.0992565j -0.112591-0.0338144j 0.0186565-0.0137066j -0.0291865-0.0542819j -0.0201032+0.0649721j -0.0184037-0.0234216j -0.0292903+0.0210441j 0.0264728-0.0739505j -0.00223315+0.00454356j 0.0198336-0.0114394j 0.117341-0.0604939j 0.0145585+0.0706796j 0.0835034+0.0084763j -0.0217931+0.0292817j -0.0115912+0.0153836j 0.0138023+0.00579381j -0.00291773+0.0318463j 0.018032+0.0262151j 0.0187399+0.0202705j -0.042823-0.0657455j 0.036559+0.091318j 0.00144131-0.0113748j 0.00601277-0.0316424j 0.0196406+0.0227492j -0.012738-0.0280775j -0.00116151-0.0206915j 0.00653727+0.0312352j -0.0165264-0.000977846j 0.00141011-0.00661195j 0.0176339+0.00158724j 0.0194533-0.0120622j -0.00375644+0.00032876j -0.00516051+0.0364891j -0.000954663-0.0166233j -0.00790587+0.00951231j -0.000387345+0.0093437j -0.0232075+0.0412915j -0.0248054+0.0107098j 0.0171517+0.00299254j -0.000721623-0.00321642j 0.0120652-0.00808957j 0.00124587-0.00900947j 0.00973648-0.00377848j -0.00542768-0.00107733j -0.00125595+0.00497598j 0.0219895+0.00332252j 0.00969517+0.015174j 0.00189907-0.0107378j -0.0131104-0.00449492j 0.00729776+0.000287472j 0.00512661-0.00711587j 0.00545885+0.0043782j -0.00955688-0.00287327j -0.00539821+0.0124663j -0.0159457+0.00955405j 0.00437408+0.0034306j 0.00514939-0.0254597j -0.0226612+0.00795656j -0.00389854+0.014355j 0.0104631-0.00719867j 0.0116128-0.00378445j 0.000478241+0.00768253j -0.00649655+0.00923716j 0.0173977-0.0188843j 0.0111909-0.00138956j -0.00110547-0.00252465j 0.00560156+0.0110362j 
0.0993652+0.140844j 0.00113047+0.0548832j -0.0444178-0.0918521j -0.025631-0.00117223j -0.0340057+0.0693919j -0.029202-0.0400911j -0.265527-0.0258915j 0.115711+0.0619758j -0.0291235-0.097553j -0.148445-0.0409642j -0.0110811+0.0621965j -0.00833487-0.0896073j -0.0556017-0.0879554j 0.0139929-0.052752j -0.0613361+0.0589318j 0.014802-0.0466972j 0.0552659-0.042268j -0.018198-0.0200883j 0.0255258-0.0435787j 0.0130068-0.00258139j 0.214535+0.0266408j -0.0129466+0.0381738j 0.0058385+0.101184j 0.0232723+0.0399945j -0.00663905-0.157713j 0.0807868-0.0565779j 0.0637789-0.0331287j 0.133484-0.117266j -0.0386835+0.0936739j -0.0394621-0.0839088j 0.004731-0.0176273j -0.0403982-0.0549823j -0.0238783-0.0489436j 0.0425358+0.0680878j -0.0616935+0.0238554j 0.0677301+0.00676594j -0.00208203+0.0390042j -0.0160033-0.0201051j 0.0355863-0.062391j 0.015418+0.0545095j 0.0128486+0.000361889j 0.00981142+0.0665895j 0.0044269+0.011657j 0.00263472+0.0283579j 0.0164969+0.042393j -0.0320863-0.0342265j -0.0120256-0.0118084j 0.0146712+0.00203249j -0.0190561+0.0464082j 0.020324+0.0480873j 0.0535938+0.0715635j -0.0145986+0.0255129j 0.0248272+0.0113226j -0.0068058+0.00291182j -0.0225933-0.0125974j -0.00779093+0.00938397j -0.00934732-0.00310179j -0.00322684-0.0152222j -0.0112619-0.00884736j -0.0330373-0.00110869j -0.0194372+0.00146339j -0.0136394-0.023474j 0.0178775+0.00665106j -0.000892517-0.0253358j 0.000586718+0.0059922j -0.0032168-0.00613914j -0.00157151-0.00666789j 0.00216241+0.0120245j 0.00609708+0.00780943j 0.00415831-0.00750773j 0.0211583+0.0177327j -0.0274752+0.00350331j 0.0130323+0.0136834j -0.00677112+0.00144763j 0.00779081+0.00992477j 0.00136776-0.00897413j 0.00170761+0.00458664j -0.000102057+0.00172024j 0.0119502-0.000640939j 0.00202931+0.00269277j -0.0180657-0.000921444j -0.00370619+0.00929697j 0.00884059+0.000652785j -0.0042756-0.0254986j -0.00202664-0.0173869j 0.00343618-0.00396766j 0.000177034+0.0102125j 0.00897928+0.00614559j -0.00887041+0.00138028j 0.0027346-0.00421591j 0.000255303+0.00193944j -0.00130288-0.00428211j 0.0138125-0.00418935j 0.0149422+0.0193728j 0.0167874-0.00460917j 
-0.0483392-0.0440342j 0.0152057-0.0248411j 0.0728701+0.0137891j 0.0115373+0.102822j -0.0716511+0.00295524j 0.00183693-0.0380187j 0.193156+0.0808618j -0.0504448-0.0122456j 0.0957761+0.0325993j -0.0280859+0.0233106j 0.00379779-0.0137811j -0.0125581+0.0593794j -0.0881079+0.0316296j -0.051238+0.0699751j -0.0230074-0.0323195j 0.101353-0.00139875j -0.170394+0.0558382j 0.0463376-0.0429709j 0.0196339+0.0719839j -0.0586082+0.0191576j 0.063036-0.00892845j -0.0790292+0.0794046j -0.15492+0.0560595j 0.0269435-0.0591007j -0.11644-0.0392464j -0.0786558+0.11519j 0.0587201-0.0571167j 0.0449288-0.0674332j -0.0866969+0.0564551j -0.0358321+0.0269911j 0.05623-0.058244j 0.011305+0.00630754j 0.0496643-0.0289705j 0.0488551-0.0290999j 0.0353132+0.0697356j -0.0649689+0.0455621j -0.00709069-0.0135505j 0.00782775-0.00911474j -0.0725879+0.0532015j -0.0099986+0.0311284j -0.0674396+0.0512833j -0.00730661+0.01261j -0.0121054-0.00492361j -0.00581747-0.000198074j 0.0020053+0.00764286j -0.0272444-0.0190496j 0.00309876+0.0253187j 0.0307005-0.0462802j -0.0581803+0.0275265j 0.00960879-0.00257374j 0.0186445-0.00266359j -0.0194761+0.0111045j -0.00543193+0.013825j 0.0213707+0.0135309j -0.021187-0.0336825j 0.000265221-0.0160698j -0.0073363-0.0121888j 0.00712893-0.00676134j -0.013042+0.00640818j 0.00843041-4.81934e-06j -0.0141531+0.00759391j -0.00104488+0.0138154j 0.00981184-0.0144848j -0.0104547-0.0128858j -0.00498905-0.00644086j 0.0089312+0.0206825j -0.00786553-0.0125715j 0.0022988+0.00415991j 0.00657872+0.00810567j 0.00857682+0.0296545j -0.00369765+0.000167054j 0.00129583-0.0074317j 0.00766736-0.00458403j -0.00193967-0.0087078j 0.000751562-0.01452j 0.00115426-0.00238683j -0.00106638+0.00640007j 0.0142652+0.00336779j 0.00460444+0.000149693j 0.00557507+0.00553075j 0.0170066+0.00320725j -0.0118715-0.000246061j -0.0108719-0.0151452j -0.00902408-0.00221533j 0.0255237+0.0235204j 0.0179469-0.0190235j -0.00307579-0.00376016j -0.0170381+0.00927298j 0.000972799+0.00572796j -0.00301554+0.0152695j 0.0115123-0.0172591j -0.0186482+0.0242724j -0.0291355+0.0319816j 0.0315781-0.00576265j -0.0253819-0.0368856j 
-0.00236664+0.0631242j -0.0983166-0.0543455j -0.040779-0.0241277j -0.00892131+0.0750426j -0.0909283-0.130908j 0.068771-0.0232273j -0.0638058-0.0436946j 0.0374321+0.0641599j 0.0233298+0.0839835j -0.02854+0.0900715j -0.0211712+0.0224429j 0.0154458-0.0595327j -0.0167172+0.0491107j -0.0390455+0.0516726j -0.0157468-0.0249587j 0.0306162+0.0103871j -0.0738305+0.111943j 0.0203031+0.00170044j 0.147715+0.0283072j -0.0744056-0.0737926j -0.0407229+0.0200961j -0.0486701+0.0494412j -0.0601036-0.0493631j 0.0682042-0.0993765j -0.0328-0.0154655j -0.132706-0.0365306j 0.0715096-0.0850595j 0.0078785-0.0334127j -0.0105813+0.0474916j -0.0147046+0.0327168j 0.0521408-0.0745172j -0.0322079-0.0733211j 0.00817458-0.0756253j -0.0573815+0.00670969j 0.0150248+0.0338949j -0.0282074-0.0123693j -0.00954685+0.000521093j -0.0303708-0.00905714j -0.0882821+0.0477538j 0.00768257+0.0204287j -0.0536835+0.0164941j 0.00995191+9.55644e-05j 0.000674915-0.013684j -0.000957983-0.00264406j -0.0180282+0.00290019j 0.0432946+0.0386804j 0.0050577+0.0462935j 0.0156482-0.0524836j 0.00994945+0.0599102j -0.00867159-0.0254149j -0.0107996-0.00426498j 0.0108298+0.00601856j 0.0207664-0.0166093j -0.00450781-0.0174799j -0.0150897+0.0152561j -0.00144851-0.0164664j 0.00521834+0.00465606j 0.0129301-0.0041606j -0.00415651+0.0118978j 0.0251617-0.0178519j 0.00579808+0.0104492j -0.00648172+0.0305561j 0.0204824-0.0146733j 0.0126952-0.00439177j 0.00846612-0.0300536j 0.00157899+0.0172646j 0.00338459+0.0035219j -0.00296592+0.000884238j 0.0140011+0.00451326j -0.0179586-0.0381029j -0.00386338-0.00191531j 0.0058193+0.023551j 0.00251497+0.00318162j -0.00478036-0.00490687j -0.000820729-0.0015541j -0.0108234+0.0175886j 0.00159995-0.0156749j 0.00607138-0.00421134j 0.0137744+0.010626j -0.000772557+0.00133222j 0.01252-0.00218274j -0.00102439-0.00179228j -0.00497685-0.0108224j 0.00046188+0.0194297j -0.00223155+0.00840183j 0.024176-0.0192652j 0.0166764+0.00551249j -0.00385349-0.0114477j 0.0024752-0.00554095j -0.000251685-0.00520644j 0.00143681-0.0169287j -0.00132854+0.0267757j -0.00721925+0.0156594j 0.0118468+0.0124267j 0.0196233-0.00932413j 
