-0.0100768-0.0126464j 0.0106464-0.0324446j -0.00886987-0.0495604j 0.00919501-0.0423143j 0.0311598+0.0104647j -0.0425066+0.0303256j 0.00731074-0.00929641j -0.0189504-0.00329432j -0.000341528-0.0084875j -0.00778353-0.0193167j 0.00238014+0.0390214j -0.00561154-0.0182773j -0.000473902-0.00498511j -0.016963-0.00216911j -0.00580113-0.0173492j -0.0143896+0.0196613j -0.0148539-0.00382188j 0.0342578+0.00682318j 0.0156355-0.00120183j 0.0111081-0.0160293j -0.0150329+0.0154352j -0.00716867+0.00583504j 0.0038136+0.00576903j -0.00113051-0.00241492j 9.89863e-05+0.000559337j 0.00292355-0.0012104j 0.00266424+0.00864767j 0.0216387-0.0235984j -0.00120001+0.00727281j 0.0164237-0.0190323j 0.00507207+0.0109374j 0.0120631-0.0124297j -0.0123289+0.00862796j -0.0167049-0.00991038j 0.0100032-0.00405874j -0.0165165+0.00799257j -0.0141307-0.00496098j 0.00813093+0.0223351j 0.0285924+0.00762032j -0.0387612-0.0147124j -0.00893527+0.0220932j -0.0109041-0.0271747j 0.0129641-0.00335421j 0.026436+0.0101898j -0.0399377+0.00810558j 0.028834-0.000274746j -0.00471994+0.0112729j -0.045976-0.0173749j -0.02803+0.0172398j -0.0270567-0.0376569j -0.0308349+0.0281932j 0.03386+0.0214296j 0.0415148-0.0335842j -0.0312323+0.0110805j 0.0158794+0.0422189j 0.00662394-0.027717j 0.0252359-0.0167382j 0.0296539+0.031109j -0.0198098-0.0470107j 0.0043436+0.0161917j 0.0346928+0.0255024j 0.0152592+0.0192978j 0.0413313+0.0267193j 0.0628162-0.0593857j 0.00827246+0.0701795j -0.0432568-0.0225544j -0.0116751-0.0577608j -0.0530899-0.0103387j 0.0157969-0.114654j -0.137932+0.00594566j 0.0262794-0.053482j 0.00739455-0.021396j 
0.00461797-0.000812821j -0.0112746-0.0148597j -0.0235166+0.00203912j -0.0104132-0.0228255j 0.00276537+0.018681j -0.0106019+0.031826j -0.00746662+0.0155407j 0.000380336-0.0159615j -0.0150443+0.00767385j -0.000533904+0.00421941j 0.0265689+0.0178666j 0.00396128+0.00745013j -0.0147558-0.00747086j -0.00323289+0.0073588j 0.00535022+0.00261959j -0.00435084+0.0246857j 0.00242291-0.00415798j -0.0126986-0.0129912j 0.00697723+0.0109137j -0.00350242-0.0190529j -0.0104214-0.00675066j 0.0026157-0.0150445j -0.0017701+0.00523982j -0.00548412+0.0197705j -0.0136724+0.0121851j -0.00565829-0.00139882j -0.0223051-0.00131252j -0.00207082-0.00574964j -0.00321612-0.00159339j 0.00172311-0.00434569j 0.00212356+0.00967231j 0.00454329-0.00759587j -0.00102627+0.0192949j -0.00844086+0.0146299j -0.0063531+0.00192111j -0.00610927+0.0282022j 0.0119113+0.00222343j 0.00552389-0.00621235j 0.00893797-0.00304547j 0.00145569+0.016652j 0.00719682+0.0274648j 0.0108231+0.00149378j -0.0258823-0.000754764j -0.0150902+0.0118774j -0.0337933+0.0156248j 0.00257185-0.0168722j -0.000620562-0.00468873j 0.0252225-0.0127753j 0.00818297+0.00725724j 0.0219264+0.00364828j 0.00774991-0.00298774j -0.0125961+0.00170935j 0.0251501-0.0213039j 0.014294+0.0101369j -0.00108573+0.00685893j 0.00723305+0.000181234j 0.0208699+0.006048j 0.0164559-0.0060129j 0.00789533+0.00246038j 0.0117616+0.002423j 0.0149875-0.00716861j 0.0137664-0.00149347j -0.00702094+0.0053881j 0.00276586+0.00450453j -0.0139633-0.00443662j -0.00108074-0.000161566j -0.0183198-0.0104042j -0.00713159-0.00635408j 0.0115338-0.00442391j -7.55444e-05-0.00144937j 0.00346559-0.00944195j -0.00431405+0.00663365j 
-0.0211136-0.0058857j 0.00568597+0.011213j 0.044067+0.0233885j -0.026015+0.0334969j 0.00925295-0.0200795j 0.00269605-0.00146951j 0.0261321-0.0175699j -0.0348025+0.0186136j 0.0254226+0.0283578j 0.0100786-0.0257819j -0.0166193-0.0151944j 0.0170336+0.0125433j -0.0163295+0.00927846j -0.00822626-0.0105119j -0.0143709-0.0169232j 0.00331795-0.0204664j -0.000630056-0.00844885j 0.0192444-0.0146284j -0.0182038+0.00037274j -0.0122925-0.00423554j -0.0131692-0.00690662j 0.0279994-0.00103891j -0.00246978-0.00586741j 0.00335013-0.00356775j 0.00676153+0.00419639j 0.00990625-0.015845j 0.0278636-0.00135826j 0.014393+0.006133j 0.00483975+0.000131123j 0.00331471-0.00154104j -0.0161298-0.00208026j 0.00730249+0.00100974j 0.00196852-0.0240898j 0.0179797-0.000328567j 0.0231286-0.0152019j -0.00130627-0.0183556j 0.0163908+0.00165598j 0.00954422+0.0222597j 0.0114092+0.0106638j -0.00648653+0.00396839j -0.00770396-0.00584017j 0.00688053+0.0344251j -0.00412332-0.0296388j 0.0257214-0.00490022j -0.00179562-0.0275473j 0.00548184+0.0069453j -0.0196799+0.00432838j -0.00510127-0.00765603j -0.0183115-0.00127353j -0.012181+0.0127704j -0.0121461-0.0285567j -0.00687592-0.0134983j 0.00339996-0.00271007j -0.017875+0.000100627j 0.00704848+0.0125175j 0.00377829+0.00486666j -0.00674567-0.0075802j -0.00433821-0.00636834j -0.0218642-0.00730004j -0.00296414+0.00191594j -0.00356605+0.0282019j -0.00770348-0.00591343j 0.00407513+0.00936602j -0.00119187-0.0109304j 0.0148636+0.0129454j -0.0182649-0.0133328j 0.0115234+0.00433596j -0.00480147+0.00591511j -0.00193556-0.0016005j -0.0123288-0.00723676j 0.00422619+0.00329701j 0.00319734-0.00733893j 
0.00529136-0.00172512j 0.00503903+0.00506754j -0.016138-0.0245449j 0.0216471-0.0113623j 0.000163306+0.00414454j 0.0182404-0.0119348j -0.0146439-0.0154359j 0.0227454+0.00396327j 0.0110551-0.0159397j -0.00111574-0.0047551j -0.00400209-0.00306767j -0.0188581-0.0126604j 0.0199928+0.00802087j 0.0153395-0.020553j -0.00187386+0.00439412j -0.00553257+0.00177829j 0.00827531+0.00186025j 0.0188634+0.0245757j 0.00463123-0.00316749j -0.00890875+0.020395j 0.00547676+0.00977929j -0.00699264+0.00167826j 0.00428676+0.0130959j -0.00886514-0.000249875j 0.0204706+0.0100489j -0.0134953+0.0203109j -0.0041819+0.0152927j 0.0157466-0.00277533j 0.0055598+0.000859085j -0.00365592-0.00324495j 0.0117522-0.0115742j -0.00601845+0.00527633j -0.0231188-0.000907204j -0.0099233+0.0132388j -0.00383732-0.0055893j -0.00193634+0.00356493j -0.00796872+0.000903305j 0.0132506+0.001144j 0.00408189+0.00113207j 0.00944979-0.000502121j 0.0130319-0.0150475j -0.000183623+0.0108473j -0.0129993+0.0136249j 0.00218828-0.000938328j 0.0102814+0.0069396j 0.015669+0.000460922j 0.000944269+0.00229182j -0.0107418+0.0210904j 0.0148131-0.00692556j 0.00899238-0.0169494j 0.00456618+0.00988826j 0.00790343-0.00319575j 0.0068626-0.00220196j 0.00616831-0.00455555j -0.0147116-0.00381123j -0.00145401+0.00221492j 0.0101924+7.05374e-05j 0.000352547+0.00860455j 0.016065-0.0137323j -0.00752573+0.0109926j -0.00415923+0.000759343j 0.00952183-0.0112326j -0.0088344-0.00836618j 0.00085634-0.00287321j -0.00422354+0.00664734j 0.00304273-0.00778237j 3.70056e-05+0.00745011j -0.000183065+0.00303115j -0.0100805-0.00524754j 0.00378691+0.00498259j -0.00358216-0.00239817j 0.000293496+0.00299043j 
-0.00507202-0.00788948j -0.0118463+0.0061065j 0.000429036+0.0172558j -0.0238684+0.0114497j -0.00300389+0.000735417j -0.0114632-0.00480859j -0.00550656+0.004878j -0.014849-0.0148422j -0.0119676+0.00449655j 0.0030716+0.020205j -0.00199785+0.0132029j 6.75093e-06-0.0067796j -0.0118028-0.0177829j 0.0072625+0.0206856j 0.00155476+0.00368801j 0.0158065+0.00694106j 0.0174977+0.00126425j 0.0114736+0.0151706j -6.17111e-05+0.0182933j 0.00243802+0.0284387j 0.00154242-0.0175466j 0.00289669-0.0116814j 0.00140848+0.00621358j -0.0138375+0.0103718j -0.0135634-0.00894933j 0.00141181-0.0178444j -0.00916065-0.00223762j 0.0137261+0.000450811j -0.0173448+0.0106926j -5.62812e-05+0.00203158j 0.0109823+0.00261186j -0.0106836+0.00893382j 0.00386703+0.00441671j 0.00587641+0.00641707j -0.00226785-0.00610283j 0.00357985-0.028312j 0.00842045+0.0115807j -0.0124172+0.00655962j -0.0147864-0.0227637j 0.00940182-0.00592557j -0.00742783+0.00110423j -0.0132487-0.0141491j 0.0184698+0.000590435j 0.00673571-0.00865958j -0.00370099-0.00738166j -0.026657+6.33517e-06j 0.0113393+0.00341964j 0.00739637-0.011009j 0.00606274+0.00186332j -0.0110871+0.0016599j 0.00793592+0.0194042j -0.000396199-4.94035e-05j -0.00479481-0.000265341j -0.00477772-0.00551006j 0.0170053+0.00339555j -0.00412735-0.00566675j -0.0174267+0.0115505j -0.010715-0.0055246j -0.000387524+0.0128951j -0.00156398+0.00234757j -0.000380563-0.00181155j -0.0144288+0.0105945j -0.00661264-0.0017025j -0.002816+0.0156526j -0.0094067-0.00546048j 0.00795362+0.000298633j 0.00376184-0.0109272j 0.00716515-0.00456278j 0.0116485+0.0131105j 0.00499507-0.00185933j 0.0027577-0.00056147j 0.00186553+0.000176595j 
-0.009622+0.000155481j -0.00309924-0.00253451j -0.0254864+0.0117402j -0.0110119-0.00688912j 0.0115685-0.017289j 0.0276341+0.0154063j -0.0162096-0.0191118j -0.00537199-0.0244882j -0.000455923+0.0211882j -0.00203654-0.0109189j 0.0136595-0.00991222j -0.0127083-0.00600289j -0.0103024-0.00378036j -0.00347879+0.00397337j 0.00583953+0.000259394j -0.0183306-0.000853325j -0.00104373-0.00580646j -0.0238468+0.00462563j -0.00348341-0.00137851j -0.00166571+0.0236024j 0.00822133-0.00659145j -0.0225055-0.0047669j -0.0125361+0.00465895j 0.0162523+0.0143444j 0.00579356+0.000832284j 0.00475355-0.00453955j -0.0153369+0.0140969j 0.00919025+0.0127046j -0.00492814+0.0104104j -0.0173507+0.0243954j 0.0167777+0.0206778j -0.00464927-0.00169512j -0.015477+0.00818663j -0.00181896-0.00866239j -0.017619-0.0127486j -0.025564-0.013515j 0.0051046-0.0220194j 0.00724772-0.00418974j 0.00602971-0.00288471j 0.00709887-0.0104955j -0.000222609-0.0133284j 0.00452629-0.0316295j -0.0200549+0.0111188j -0.022086+0.0112177j -0.0104914+0.00108616j -0.0131705+0.00441769j 0.0205542-0.018306j 0.0132356+0.0127909j 0.0157871+0.013215j -0.0107929+0.0241346j -0.00992443+0.0248436j -0.00330172+0.028609j 0.0223814+0.0155085j -0.00411351+0.0122286j -0.00811564+0.00643555j -0.013504-0.0172223j 0.00463696+0.0216553j 0.000695184+0.00764036j -0.00226027+0.00282329j -0.00249834+0.00469297j -0.00690281-0.00323157j -0.00473107+0.00753622j -0.0270955-0.0212342j -0.0017429+0.00466622j -0.0167929+0.00146198j 0.0134988-0.0125627j -0.0193109-0.0254421j 0.00416906+0.0142119j 0.0178743+0.00141781j 0.0067483+0.00471997j 0.00280308-0.0104125j -0.00263579+0.00335074j 
-0.0116+0.00382541j 0.0118543+0.0223164j 0.0427265-0.0114099j 0.0165897+0.0380954j -0.00502309+0.00577786j -0.00504623-0.0239642j 0.00723527-0.00579187j -0.00671999+0.00927437j 0.0139314+0.00866139j 0.0125726+0.000587998j -0.0459732-0.00112479j 0.00527702-0.00168799j -0.00253035+0.01854j -0.0237833-0.00585709j 0.000128694-0.00910612j 0.00468918-0.00460155j 0.000589599-0.00339238j -0.00745655+0.00329346j -0.0064502-0.0105917j 0.00207493+0.0100004j -0.00923147-0.00824561j 0.011343-0.00170997j 0.00538442-0.00150387j 0.0069793+0.00307096j 0.0182164+0.00420209j 0.00685661-0.000230959j 0.00757384+0.0082414j 0.0175319+0.0057054j -0.000215845+0.0026127j 0.00367549+0.0103608j 0.00697826-0.0119412j -0.00966975-0.0207777j 0.00726436-0.0212615j 0.00477423-0.00911269j 0.00134694-0.00282065j 0.00288198-0.00246302j 0.000421682-0.00519284j -0.0173503-0.00997848j -0.0121439-0.0090761j 0.00283039+0.0105768j -0.00723538-0.0142126j 0.00882232-0.000877263j 0.00627388+0.00124344j 0.01542+0.0016141j 0.0344725+0.00999742j 0.0118934+0.0107934j -0.0106525-0.00507071j 0.00377644-0.00016045j -0.0322776+0.00941805j -0.00109809+0.0276205j 0.0269398+0.00487349j -0.011755-0.00079604j -0.0126581-0.00288475j 0.00833753+0.0028809j 0.00677365-0.00823941j -0.00444807-0.00799838j -0.012065+0.00860432j -0.00818913+0.00345517j -0.00563569+0.0134763j 0.0133109+0.0140047j -0.0202271+0.00595152j -0.00696716-0.00970513j -0.00485113+0.0150121j 0.00115933+0.024321j -0.00301666+0.00223392j 0.00748971-0.00582124j 0.0200776-0.00594199j 0.00422434-0.00293615j 0.00927147+0.00775802j 0.00437211-0.0156382j 0.000410461+0.0135238j 0.00147266+0.00217883j 
0.0128664+0.0043335j 0.00619271-0.00612311j 0.0280577-0.0178253j 0.0289344+0.0186648j -0.00334049+0.0217029j -0.01904-0.00789782j -0.0017959+0.00981653j 0.0123945-0.00686007j -0.00703359-0.00308943j -0.00812825-0.0187915j 0.000351096-0.0233798j 0.00589152-0.00677169j 0.00040478-0.00937667j 0.0199293-0.0110685j 0.0102539-0.00351647j 0.0184895-0.0361322j 0.0154877+0.0119592j 8.57057e-05-0.0140164j 0.0204065+0.00636635j 0.000193112-0.00154288j -0.024569+0.0052873j 0.0127507+0.00329165j 0.0108963+0.00179802j 0.00592542-0.00842807j -0.00263731+0.00385157j -0.0159808+0.0320164j 0.017156+0.000472818j -0.0216952+0.0111085j -0.00709824+0.0110597j 0.00201826-0.0230188j 0.00527977-0.00677875j 0.00955279-0.015795j -0.00821478+0.014864j 0.0145171+0.021577j -0.00558024-0.00957514j 0.00333575+0.0216433j -0.00358396-0.0205582j -0.0145783-0.0190936j -0.0102519-0.0150024j -0.0190137+0.00721326j -0.0045456+0.00109551j -0.00929796+0.0184257j 0.0285313+0.0231152j -0.00822581-0.0199252j 0.0106236+0.0229226j -0.0038415+0.00957339j -0.0172301-0.00594343j 0.00214453+0.00840947j 0.000219315+0.0146898j 0.00524228+0.0157514j 0.0017425+0.0117577j -0.00283283+0.00895715j -0.0317951+0.000614469j -0.0135658-0.00695877j -0.0128034-0.00772108j 0.00142304-0.00651591j 0.0178667+0.00151504j 0.0191467+0.0111187j -0.0101865+0.0170222j -0.0153016+0.00556178j -0.0167514-0.00232667j 0.00424679-0.000755376j 0.0150602-0.0027334j 0.000681585+0.0189682j 0.00232959-0.007353j 0.00430764+0.0178162j 0.0194748+0.00593764j 0.00983852-0.0104678j -0.00862292-0.00151473j 0.00719066-0.00115272j -0.00554471+0.007924j 0.00536913+0.000944882j 
0.0076628+0.00982734j -0.00693632-0.0104399j -0.0284474-0.0037601j 0.0130175+0.00616601j 0.01518-0.00794982j -0.00248489-0.00147666j -0.0248573+0.0158675j -0.00192786-0.0144532j 0.0119151-0.00503607j -0.00963461-0.0166379j 0.00465336+0.00600893j -0.0021253-0.00322168j -0.011865+0.00433312j -0.0029148+0.0136521j -0.00105734+0.00676558j -0.0167116-0.0300911j 0.0137098-0.015697j -0.0184653-0.00643727j 0.00416188+0.0125481j -0.0130519-0.00420052j -0.0071783+0.00892849j -0.00771633-0.00537617j 0.00946118-0.00412763j 0.00587206+0.00135973j -0.0046042-0.0201774j 0.00718037+5.05783e-05j -0.0117065-0.0102099j 0.0103677-0.0137693j 0.0081927-0.00865803j -0.0164399+0.0036242j 0.0176447+0.00993032j -0.000806906-0.00193584j 0.0145827+0.00440668j -0.00957315-0.0133163j -0.0126126+0.00423268j 0.00810861+0.00173752j 0.0109811-0.0105283j 0.00982898-0.000618472j -0.017094+0.0298126j 0.0150498+0.000677404j 0.0289041-0.00443408j -0.0194334-0.00795503j -0.0181366+0.00945835j 0.00899481+0.0117455j -0.00259494-0.017881j -0.0159943+0.00414504j 0.00473159+0.00104933j 0.000810238-0.000640172j 0.0191361-0.00450356j -0.0106553+0.00448316j 0.00729809+0.00941411j 3.78926e-05-0.0182623j 0.0170125-0.0165336j 0.0262607+0.00636328j 0.020573-0.0212764j -0.0104685-0.00601304j -0.0246571-0.0144969j -0.00132342-0.00113254j 0.00627083-0.0118342j 0.0122693-3.85821e-05j 0.0108924-0.00103943j -0.00774126+0.0269047j -0.0170639-0.00656302j -0.00456454+0.0043748j -0.0235778-0.00751614j 0.0203822-0.00176956j 0.00338797-0.0115456j -0.00859749-0.0217352j 0.0255091+0.00311413j 0.00413187-0.01405j -0.00238247-0.000894542j 0.00229933+0.0137958j 
-0.00515335-0.0103561j -0.00217668-0.00487197j -0.00325803+0.00179143j 0.00195436+0.00796612j 0.0206944-0.0259526j 0.025562-0.00605441j -0.00231956-0.0250537j -0.00310304-0.00506378j 0.00346637-0.00934781j -0.0270359-0.0148655j -0.00343153-0.0179549j 0.000186459-0.00809335j -0.00722554+0.00214948j -0.0112071-0.0104677j -0.0164671-0.00728659j -0.00529401+0.00149617j -0.00433567-0.00276107j -0.0155951-0.0106855j -0.0085146+0.00849203j -0.00643408+0.0160212j 0.00271678-0.015574j 0.0183067+0.00454605j 0.0181196+0.00519871j -0.00767573+0.0233122j 0.02043-0.00179205j 0.00972414+0.00470439j -0.00359238-0.015475j 0.0218927-0.000619837j 0.0161257-0.015138j -0.00268658+0.00540358j -0.00252585-0.00687705j -0.0317915+0.00100465j -0.0028947-0.0134667j 0.00780189-0.0118978j 0.00463775-0.022226j 0.00487033-0.0113002j -0.0235099-0.00789878j 0.0116079+0.00511073j -0.00169645+0.0102301j 0.00160208-0.00459999j 0.00165716-0.0165978j -0.00218077-0.0106264j 0.00614909+0.00888971j -0.00144392-0.00240347j 0.0116347-0.0155736j 0.00108221+0.000552328j 0.00904317+0.0100421j -0.0135421+0.00925112j -0.0134413-0.00080658j -0.00955533-0.0202396j -0.000112084+0.0195719j 0.0113732+0.00251196j 0.0189512+0.00122568j -0.0126372-0.000245433j -0.000263123+0.0121934j -0.018308-0.00960487j -0.0148649+0.00214583j -0.00249476+0.016741j -0.00276533-0.0165261j -0.00324709+0.0020618j 0.00462278-0.00356613j -0.0238614+0.0105057j -0.00646376-0.0121629j 0.00945507-0.000854416j 0.0117322+0.0115631j -0.000437987-0.0156488j -0.00696007-0.00633619j 0.00476081+0.0238471j -0.0013642-0.0103297j -0.0096456+0.0110228j 0.0028032-0.00881582j 0.0029002-0.00520138j 
-0.000736092+0.00214185j 0.0100126-0.0055398j 0.010782+0.0257113j -0.0138543+0.00783829j -0.00863101-0.0161909j 0.0161656-0.0152752j -0.00424372-0.0281664j 0.00629436+0.0158737j 0.0338694+0.00867885j -0.0122335-0.0187333j 0.00414669+0.000538829j -0.0143073+0.0221754j 0.0174658+0.021767j -0.0110266+0.0036845j 0.00694817-0.000130173j 0.00266463-0.013479j 0.00733881-0.00183178j 0.0110486+0.00214249j 0.00402606-0.00075825j -0.000620097-0.00363991j 0.0180881+0.00167737j -0.0227504-0.00132832j -0.00776259-0.00978026j -0.00173654-0.000570915j 0.00205038+0.019171j 0.0141337-0.00403335j 0.00807565+0.0114462j 0.00569164+0.00793983j 0.00117081+0.00514673j 0.00472078-0.00174151j -0.00253654+0.0155379j -0.0141346-0.0064418j -0.00027112-0.00763382j 0.00237608-0.00345598j 0.00136054+0.00177018j 0.000170602-0.00769771j -0.0179409-0.0129882j 0.00759797+0.00842896j 0.00368554+0.00354898j 0.00130228+0.00112584j -0.0201156-0.0110222j 0.015709-0.00838373j -0.000464494+0.00541266j -0.019169-0.00265136j -0.000657849+0.00261683j 0.0135937+0.00150849j -0.00756417+0.00241385j 0.00957263-0.0108705j -0.0270728-0.00597241j -0.00363388-0.000507744j -0.0196832+0.00708452j 0.00661058+0.00141267j -0.00311206+0.0194142j -0.0083538+0.0078894j -0.00453059+0.000469138j -0.00318568-0.000766951j 0.00916604+0.00650462j 0.00994178+0.0130546j -0.0123257-0.00713779j -0.0191833-0.00346184j -0.0121744+0.00326186j -0.0135655-0.00698221j 0.00374972+0.00250954j 0.000789615+0.00778599j 0.0123162+0.00369416j -0.00298264-0.0105914j -0.00235262-0.000450497j 0.00575415+0.0129995j -0.00330827-0.00333575j -0.00747936+0.00141088j 0.00457624-0.00369643j 0.0026807-0.000974001j 
-0.00430675-0.00524023j -0.0109962-0.00960741j -0.0155962+0.0174676j -0.0233433-0.0195844j -0.00678918+0.00167158j -0.0184493+0.0295713j 0.0025721+0.0206714j -0.0315272-0.00689202j -0.0205304+0.00320409j -0.00399918+0.00614896j 0.0139845-0.0105785j 0.0106083-0.0235494j -0.0085336-0.016084j 0.0178487+0.00311128j 0.00200464+0.0125918j -0.00111737+0.0186084j -0.00784167+0.00329076j 0.0072802-0.00282829j -0.0137178+0.0102468j -0.00747485-0.00187979j -0.00809794-0.00462558j 0.0122377-0.0116926j -0.0175591+0.00415905j 0.00109634+0.000133217j -0.0128427+0.000454091j 0.00243029-0.0088385j 0.00691158-0.000387393j -0.00341968-0.00125213j -0.00452159+0.00442407j 0.00570958-0.000871921j -0.00859494-0.0101567j 0.00577951-0.00332872j -0.0118618+0.0242594j 0.00968108+0.0011013j -0.000983554-0.00476441j -0.00338021+0.0194557j 0.0105027-0.0177213j 0.00868125-0.0178095j 0.0119312-0.0134275j -0.00414444+0.00126655j 0.00412106+0.0203233j 0.00347838-0.0148176j -0.00321157+0.00926069j -0.00235355+0.00341379j -0.00940553-0.00884836j 0.00077759-0.0176138j -0.0217477+0.0056653j 0.0050047-0.00317564j 0.0197838+0.00257132j -0.0115132+0.0165597j -0.0209249-0.000417437j 0.0012845+0.0212613j 0.00512171+0.00630401j -0.0164888+0.00956687j -0.00682048+0.00166261j 0.0012535-0.00123051j 0.0091534+0.0117446j 0.00734097-0.00604645j -0.0157891+0.00868961j -0.00140824-0.00365628j 0.0108531-0.00483969j 0.00615763-0.00234349j -0.00958508-0.013051j 0.0041263-0.00744743j -0.00168715-0.00491215j -0.00474636+0.0101819j -0.00800398-0.00513566j -0.00868261-0.000670572j 0.011938-0.00194202j 4.69587e-05+0.00819342j -0.00115238-0.00628642j -0.00653303-0.00100372j 
-0.00824995+0.00480237j 0.0179341-0.00251033j 0.0338744+0.0013767j 0.0140837+0.0196773j -0.0301996+0.00824604j -0.0142275-0.0162818j 0.0153976+0.00706653j -0.00228448+0.0269119j 0.00770104+0.00592524j -0.00560983-0.0147519j -0.0121286-0.00911319j 0.00939275-0.0217595j 0.0118269+0.00846418j 0.00136672-0.0128242j 0.0112735+0.000135663j -0.00572444-0.00946617j -0.0115433+0.00512431j -0.00117107-0.00624229j 0.000824043+0.019023j -0.0108622-0.0175365j -0.0142732-0.000917896j 0.00591597-0.0135864j 0.00682005-0.00799372j -0.0287496+0.0176655j 0.0114666+0.00770232j 0.0057001+0.0143437j 0.00680614-0.0054599j 0.0214615-0.00113187j 0.0178906+0.000110812j 0.0145329-0.0169375j -0.0193379-0.00107845j -0.0445848+0.00162169j 0.0109178-0.00141914j 0.00156396+0.00121707j -0.00149784-0.022538j 0.0259112+0.0114643j -0.0243533+0.000687142j 0.00501048-0.00326566j -0.00976278-0.000623131j 0.0167737+0.00675743j 0.000339434-0.00766749j -0.0233952+0.0216829j -0.0100828+0.0062447j 0.00477014+0.00174628j -0.0078915-0.000845683j 0.00818531+0.00255054j 0.0111059+0.00867978j -0.0123469+0.0232665j -0.0155658+0.00618055j -0.00413093-0.0231147j -0.0152124+0.00460692j 0.0100314+0.00990509j 0.0292376-0.00116261j -0.0137649+0.000128207j -0.00722798+0.0173484j 0.00120889+0.0231724j -0.00564462-0.0243553j -0.00939873+0.0252401j -0.0107415+0.0074974j -0.0208739+0.00270427j -0.00977588-0.0115802j 0.00145205+0.0120836j -0.00607488-0.00969486j 0.00988813+0.0213131j 0.0260105-0.000851893j 0.0152103-0.00469689j -0.00167024+0.00586661j 0.0105769+0.0128264j -0.00059099-0.0015125j 0.00157628+0.00705902j -0.0057708+0.00344812j -0.000922585-0.000993699j 
0.0239828+0.00832575j -0.00184134-0.00499256j -0.0358341-0.0286873j 0.0326936-0.017272j 0.0209475+0.0206566j 0.0147311+0.00759487j -0.0248901-0.00940658j 0.0518654-0.0199366j -0.00529483-0.033818j -0.00714169+0.00397437j 0.0306914+0.0156826j -0.024766+0.00176322j 0.0063083+0.00367941j 0.0168601+0.0155904j -0.0058619+0.0091611j 0.00145113+0.008989j 0.0226351+0.00576193j -0.00716552+0.0170924j 0.00614979-0.0031206j -0.0172773+0.00622178j 0.00600788+0.00343421j -0.00523358+0.00923917j -0.0135498+0.0115128j 0.00515879-0.0050394j -0.00635839-0.0141976j -0.012586-0.0033929j -0.00860155+0.00347541j -0.0166869-0.00908273j 0.000505701+0.00499379j -0.0306116-0.00320093j 0.00541646-0.0106038j -0.0077017-0.00355053j -0.000344415+0.0261952j -0.00599666+0.0138514j -0.0114573+0.00466023j 0.0172773+0.0166875j -0.00602255-0.0297755j -0.00761794-0.00799404j -0.00288783-0.0137756j 0.0113668-0.00255578j 0.0235737+0.0231783j -0.00578835-0.016438j -0.00237369+0.0233283j 0.00336303-0.00796958j 0.000248499+0.0149163j -0.0210714-0.00982417j 0.0137712-0.00518529j 0.00817991-0.00606792j 0.0139591+0.00134622j 0.000836711-0.00882879j 0.00043497-0.000807746j -0.0088539-0.0155365j -0.0122327+0.0235623j 0.0303798-0.0137215j -0.00936114-0.0179151j 0.0100537+0.00763151j 0.00496094-0.00827735j 0.00602853-0.0249016j 0.0272882-0.00935906j 0.00939072-0.0132822j 0.0143268-0.00235062j 0.02616-0.00847413j -0.00156981+0.00117201j -0.0149762-0.000915457j -0.0291398-0.00880391j -0.00199448+0.0162179j -0.00234446+0.0140061j -0.00199354-0.0274481j 0.00367331+0.00386871j 0.0118196-0.00742261j 0.0014787+0.00166196j -0.00143017+0.00662843j 
0.0135792+0.0128645j 0.0159139+0.0114304j 0.0119699-0.0109926j 0.027751+0.0010468j -0.00953933+0.00367845j 0.0194431-0.0143153j -0.0147941-0.020364j 0.0471905+0.000263863j -0.0091266-0.0142901j 0.00552143+0.00568465j 0.0217136+0.0091862j -0.0052761+0.0288415j 0.0252767+0.0042532j 0.00302788-0.00198512j -0.00299078+0.0029175j 0.018132-0.0123289j -0.00543785+0.00828127j -0.00561699-0.00703277j -0.00222789-0.00227445j 0.00189739+0.00564708j 0.0152712+0.0047475j -0.00891262-0.0011675j 0.0086186+0.00168682j -0.0278821-0.00374781j -0.00213559-0.00588367j -0.00845322+0.0107387j -0.00243617-0.00300113j -0.0118186+0.010308j 0.0170076+0.00075715j -0.0168545+0.00198912j -0.0144704+0.0128247j -0.0189408+0.00175506j 0.0245673+0.00188274j -0.000991504+0.00722831j 0.0178583-0.00799427j 0.0233115+0.0170976j -0.022559+0.00643074j -0.0112388+0.000101406j 0.000240579+0.00110084j 0.0205458-0.00305458j 0.0128888+0.000812926j -0.00580147+0.0187527j 0.00110197-0.0127656j -0.00787146-0.00152362j 0.00660222-0.00479676j -0.0153896+0.0137243j -0.00171384-0.0118976j 0.00802824+0.0329007j -0.00207434+0.00205824j 0.0151106-0.00108546j 0.00104344-0.0119815j -0.0144481-0.0149164j -0.000103963+0.00942599j 0.0157991-0.0123427j -0.0103838-0.027772j 0.00744396+0.0096172j -0.00733363-0.0115952j -0.0113259+0.00363806j 0.0224518+0.00210299j -0.00363665-0.0123291j -0.0065634-0.0205502j 0.00788195+0.00809444j -0.00235737-0.00192364j -0.000834437-0.0042352j 0.0102907-0.0165627j 0.0150087+0.0155923j 0.00213008+0.0235091j 0.00931293+0.00375608j -0.0163854+0.00900582j 0.0216847+0.0136958j 0.000753534+0.00868215j 0.00314139-0.00894956j 
