-0.00896659-0.0262564j 0.0187989+0.0611083j 0.0210854+0.00972883j 0.0642178+0.0191161j 0.0142915-0.00390049j 0.0196531+0.0108131j 0.0563059-0.016631j -0.00751338-0.00218835j 0.0377704-0.0151759j 0.00263565+0.00800827j -0.0120159-0.00180065j -0.0270057+0.0260699j 0.0186929-0.00287366j -0.00499096-0.0189733j -0.00955958-0.0127388j 0.00240272-0.00154667j 0.00360151-0.00900777j 0.00994033+0.00261375j -0.0276806+0.0184436j 0.00900555-0.0144467j -0.0154789+0.0163024j 0.00397895-0.0356463j 0.00551825+0.00954999j 0.0160422+0.00729686j 0.00645803+0.00641316j 0.0120339-0.0101161j 0.00169187-0.050973j -0.012394-0.026875j -0.00187005-0.00535009j -0.00731562-0.0295765j 0.00296396+0.0321188j 0.0037969+0.000241297j 0.00466554-0.00606733j 0.0126388-0.0004146j -0.0158946-0.0450225j -0.00584543-0.000554181j 0.00109209-0.0298038j -0.0731515-0.00718254j 0.00216174-0.0195038j 0.00338893-0.017502j -0.00410921+0.0159072j -0.0280932+0.0442356j -0.038891-0.00932048j 0.0369075+0.0566298j 0.00424891+0.0971431j -0.0875157+0.0897187j -0.0786047-0.0404504j -0.0543405+0.0403683j -0.0725478+0.0150899j 0.0167059-0.0925581j 0.0603257-0.0360418j 0.0119568+0.053116j 0.0284808-0.0481841j -0.0919859+0.091491j -0.167428-0.211324j -0.124118-0.0208026j 
-0.0545092-0.00896874j 0.105201-0.0983959j -0.0157384+0.04749j 0.0547759+0.0320906j 0.0583182-0.0455659j -0.0426868+0.0641075j -0.0331444-0.0551185j -0.0104005-0.0175963j 0.0651068+0.0408529j -0.0499792-0.0868931j 0.0285116-0.0777701j -0.0617093+0.110459j 0.0271784+0.113096j 0.107412+0.0564084j -0.000223001-0.0224084j 0.0289464-0.0110995j 0.00993947+0.0132477j 0.0842048-0.0207852j 0.100595+0.0408402j 0.0334312-0.000167618j -0.000807242-0.00241749j -0.0877115+0.00463607j -0.0638812-0.0980171j -0.0122093-0.0476242j -0.0549281+0.0316401j 0.0553696+0.0229258j -0.0488408-0.000260075j 0.0220779+0.0198255j -0.0143966+0.00992596j 0.013888+0.0417822j -0.03273+0.0567805j 0.0431788+0.021267j 0.0248926-0.0360544j -0.0101787-0.00466487j -0.0107511-0.00415064j 0.0265249+0.0147707j 0.0659107+0.00586338j -0.0513234+0.0178588j -0.000419221-0.0402376j -0.012503-0.0472246j -0.0677832+0.0055157j -0.0110245+0.0151431j -0.083185+0.0116818j -0.0220008+0.0169537j -0.0209378-0.0130856j -0.000946621+0.0602799j -0.010488+0.0287348j 0.0375356-0.02443j -0.042201-0.000470686j -0.00963064+0.0138422j -0.021474+0.00946183j -0.0194609+0.0234715j -0.000447947-0.00159129j -0.00688344-0.0234895j 0.00228128+0.0145449j -0.0363251-0.0372538j 
0.166085-0.0921623j -0.00156746+0.134423j 0.0102254+0.0211544j -0.00398284+0.0344518j 0.00281659+0.0400389j -0.0741363+0.0427007j 0.0206565-0.0535415j 0.00869231+0.000242646j -0.0304992+0.0576435j -0.121504+0.0858076j -0.137299+0.0508238j 0.0397974+0.0251713j 0.0280711-0.069744j -0.0462186-0.0988043j 0.00611-0.0340606j 0.0518043+0.00448494j -0.06511-0.0012395j 0.104394+0.0690134j -0.00293689+0.0175569j 0.0337932-0.0730159j 0.00534695-0.0425029j 0.018357-0.0563901j 0.00251146+0.0528014j 0.0491636+0.00987894j -0.0321309-0.0598361j 0.0103861+0.00289865j 0.0177326+0.0666607j 0.0289066-0.00515198j 0.0590984+0.012274j -0.100299-0.0075788j 0.0480952+0.0133226j -0.0458646-0.00803172j -0.00819273+0.000242794j 0.0564614+0.0351412j 0.0280101-0.0352785j -0.0079443+0.0234075j -0.00769408-0.0129948j 0.0323633+0.0149044j -0.0531156-0.0355065j 0.0134112-0.0361744j 0.00552978-0.0068462j 0.0463191-0.0231774j 0.0547602-0.00447744j 0.0291428+0.0249318j 0.0448426+0.0564995j 0.0211758+0.00293119j -0.0250134+0.0188j 0.0136433+0.0144284j -0.0112904+0.0105684j -0.0115952-0.0246532j 0.0340656-0.0336542j -0.00848263-0.00529755j 0.0238982-0.0110594j -0.0455017+0.018285j -0.00392271-0.0586676j -0.00590863+0.00754193j 
-0.102481+0.0506647j -0.00270162-0.0669629j 0.0349054+0.0182847j 0.0401191-0.0492513j 0.0302116-0.0568598j -0.0286481+0.0039346j -0.0130056+0.0179273j 0.0184813-0.00448001j -0.00235849-0.043662j 0.0787542-0.0792437j 0.0598835-0.0726932j 0.0467888+0.0107859j -0.0777811+0.0403417j 0.0550692+0.0126166j 0.0245803-0.0200438j -0.0302319-0.0728767j -0.0089917-0.00709436j -0.0264138-0.0539948j -0.0186232+0.0603043j -0.00603287-0.0334136j 0.0141566-0.0385608j 0.0388587+0.0986692j -0.0479754-0.00225019j 0.0176308-0.0257606j -0.0343786+0.0456077j 0.0321419-0.0619221j 0.0358441-0.0145293j 0.00896397-0.00348397j 0.0409756+0.0632519j 0.0285242-0.023694j -0.0629787-0.0281347j 0.0181325-0.00181484j -0.0520251-0.00501981j 0.00857186+0.00923995j 0.0334016+0.0226358j 0.00419794+0.0125584j -0.0078455-0.0240916j -0.0406105+0.0149779j 0.0365945+0.00623694j -0.000702093-0.00246196j 0.00603842+0.00914776j -0.000850932+0.0156914j -0.0108917-0.018995j -0.0275046-0.0230106j -0.0214381+0.023213j -0.0154118+0.0181383j -0.0148052-0.0212755j 0.0263348-0.0240834j 0.0296642-0.0105485j 0.0110273-0.0087428j -0.0248343+0.025531j -0.00676027+0.0382739j 0.00505028-0.0190836j 0.0324048-0.00691275j -0.00958859+0.0211318j -0.00645572-0.0150007j 
-0.0130045-0.0944981j 0.146564-0.11915j 0.0179441-0.0102215j 0.0383698-0.0211668j 0.0114381-0.056151j -0.0521823+0.0623597j -0.0335893-0.0134592j -0.0223872+0.0262307j 0.0231193+0.00247314j -0.0877907-0.0430479j -0.0090202-0.13784j -0.00419443+0.0481917j 0.0735804+0.0467557j 0.0713396+0.0178171j 0.064713-0.0287508j -0.0259092-0.0247069j -0.0104842+0.0333704j -0.0243302+0.0393406j 0.0199404-0.0113059j 0.0169594-0.0679477j -0.0401059+0.0135253j 0.0329327+0.050397j -0.0189808-0.00688285j -0.0206755-0.0517366j -0.00765525-0.0238572j 0.0292885-0.0033133j 0.054038+0.0505674j 0.0734139+0.0291979j -0.00155552-0.0115805j 0.033846-0.000382056j -0.0126086-0.00961632j -0.00471203+0.00289475j -0.0179473-0.002953j -0.0423613+0.0104883j 0.033755+0.00405686j 0.0259155+0.023609j 0.0497633-0.0163752j 0.0132886+1.99718e-05j 0.0297331-0.0128432j -0.0133712+0.0076387j -0.0364924-0.0229977j -0.00204365+0.00830382j -0.00569731-0.0235213j -0.0447571-0.0147734j -0.037593+0.00169676j -0.0294003+0.0315545j -0.00243433-0.021223j 0.0324569-0.0143642j -0.00636355-0.0251908j 0.02956-0.016757j -0.0267419-0.00472123j -0.0297485+0.0370441j -0.0436168+0.00548247j -0.00516648+0.000153064j 0.0211927+0.0422673j -0.00533151+0.0332456j 
-0.0269737+0.0956997j -0.108258+0.0330477j 0.0117588+0.0310164j 0.00135295-0.0190293j 0.00742235+0.0271037j 0.0141602-0.0419772j -0.00645927-0.00508099j -0.0166977-0.00261432j -0.0608897-0.0125287j 0.00345161+0.0385622j -0.0201766+0.0938286j 0.0723101-9.41227e-05j -0.0640767-0.0303648j 0.0146261+0.0249704j 0.0233981+0.033461j 0.0140867-0.00491796j -0.0580429+0.00336451j 0.00602672+0.0395294j 0.00558681-0.00471953j -0.0568808+0.00346165j 0.0547609+0.00900796j 0.0355762-0.022343j -0.00663096-0.0628632j -0.0330182-0.0529098j 0.0213497+0.000851744j 0.0448741+0.00423083j -0.0233804-0.00707226j 0.0539821+0.0014515j -0.00758946+0.0305212j -0.0691568+0.0163088j 0.00611247+0.0144153j -0.0133928+0.0395772j -0.0200281-0.0175823j -0.028313-0.037206j -0.00680752+0.00343994j -0.0154287-0.00461892j -0.0211871-0.000659286j 0.0290014-0.0062892j 0.0379454-0.00696184j 0.00130367-0.00401549j -0.0229759+0.0532916j 0.00985308+0.0113606j 0.00851968+0.00626462j -0.0223903-0.0324924j -0.0203811-0.0306638j 0.0251881+0.0072941j 0.000664282+0.011527j 0.00883842+0.0210011j 0.0143387+0.0108872j -0.0218744+0.0271096j -0.00267223+0.0245641j -0.000696633+0.00383635j 0.0331271-0.00432564j 0.0250597-0.0398919j 0.0110038+0.028974j 0.0177067-0.0364863j 
-0.0106155+0.0380171j -0.0537579+0.00919966j 0.0255081+0.0115274j -0.0095907-0.0320578j -0.0141586+0.00261471j -0.00721603+0.0144947j -0.00923613-0.0477969j -0.0092796+0.0437073j -0.0610265+0.0271623j -0.00264178-0.0139236j -0.0408252+0.0362723j 0.0749421-0.0330051j -0.0312122-0.0322024j 0.0285999-0.00944279j 0.0498667+0.00812597j -0.0134897-0.0071672j -0.0589185+0.0209924j -0.0285834+0.0241328j -0.014124-0.0213921j -0.00289285-0.019336j 0.021733+0.00701943j 0.0645111-0.029679j 0.00737909-0.0526567j -0.0501409-0.0562597j -0.0315284-0.0182018j 0.0490863+0.00584275j 0.0142551+0.0224626j -0.0101924-0.0177318j 0.00991912-0.0330474j 0.0319694+0.0212512j 0.00403813-0.0173663j -0.0302929-0.0186224j 0.0139769-0.0102212j -0.0218222-0.00807952j 0.0348083-0.00910739j -0.0153702+0.00873839j -0.000656583-0.033199j -0.000916904-0.0120821j 0.00600968-0.00900073j 0.0196654-0.0116948j 0.0168295+0.0269847j 0.0209035+0.0121527j 0.0228096+0.0146301j -0.0395658-0.0228227j -0.0290733+0.00343873j 0.000621123+0.00989535j 0.00939303-0.0136916j -0.000607505+0.00524814j 0.0339311-0.0020142j -0.000849455-0.00911623j -0.0128348-0.0188995j 0.000731852+0.00145462j -0.00113159+0.00154418j 0.018774-0.0281997j 0.0175751+0.0300738j 0.0155553-0.0076578j 
-0.202324+0.12308j 0.0307228-0.136423j -0.0145434-0.0224502j -0.036794-0.0687623j 0.00692138+0.0262747j 0.00403008-0.0547313j 0.0522088+0.0162006j 0.0505508+0.0853588j 0.0597671+0.0362204j 0.0934898-0.109775j 0.0926391+0.0277377j -0.0494058-0.11782j -0.0887423+0.116777j 0.0357737+0.0218136j -0.012635+0.0166697j -0.0774576-0.0483553j 0.0165557-0.00981194j -0.00379598+0.0132932j -0.0460609+0.0288979j 0.0214782-0.0533118j 0.0491281+0.000769357j 0.0560781-0.0332615j -0.0156909+0.0241169j -0.02976-0.00484866j -0.0161894+0.0524156j -0.00899165+0.0554212j 0.0468048-0.0604766j 0.00829505-0.0394068j 0.00717433-0.0205349j 0.00615799-0.0185613j -0.0142081-0.0363652j -0.0325874-0.0166557j -0.0180388-0.000277461j -0.0232005+0.0228868j -0.037376-0.0275171j -0.0398191-0.0306336j -0.00175455-0.0168494j 0.00692989+0.00201297j 0.0321249+0.0169039j 0.0110791-0.00416568j 0.000725178+6.67452e-05j 0.0118507-0.0220826j 0.00699939-0.00488216j 0.0226711-0.0109815j -0.0473851+0.00907142j 0.0263094-0.00616535j -0.0162398+0.00625373j -0.0592855-0.00150992j 0.00940679+0.0620759j 0.0600637+0.00731306j -0.0301966-0.0130416j 0.0338854-0.0177104j -0.0345793+0.0334565j 0.0346368-0.0119625j -0.0110008+0.0487479j -0.0144582-0.0362515j 
-0.0953825+0.14236j -0.159559+0.0426383j -0.0050498+0.0441645j -0.0026956-0.0306925j 0.02806-0.0130143j 0.0505551-0.0825579j -0.011765-0.00719269j -0.00670005-0.00263424j -0.062515-0.0157866j 0.107258+0.0257414j 0.0306402+0.155355j 0.0158203-0.0981991j -0.130972-0.068445j 0.0354731+0.0327632j -0.013424+0.0099229j 0.0107965-0.0260411j -0.0442167+0.0204058j -0.0502233-0.0184353j -0.0185181-0.0413927j 0.0520193+0.0101849j 0.0173905+0.00420498j 0.0117112-0.0663682j -0.0152963-0.00414096j 0.0188322-0.0120462j 0.017156+0.0190124j 0.0628483+0.0254171j -0.0683777-0.0321164j -0.000950181+0.00258484j -0.0202588+0.0189821j 0.0221978-0.00988441j 0.0158971+0.00367217j 0.000188915+0.0304989j -0.0022409+0.00577126j -0.00956075-0.00478315j 0.00695177-0.00963736j -0.0243557-0.0143994j -0.00411492-0.00344375j -0.0273388+0.0136778j 0.0289388-0.00226238j -0.012562-0.00106946j 0.0041921+0.0426686j 0.00353673+0.012042j -0.0203658+0.00525625j -0.023295-0.0183586j -0.0201435+0.00657697j 0.00573858-0.0116823j -0.00552374+0.0156007j -0.0378372+0.0125743j 0.0195068+0.0266613j -0.0167362+0.00148354j -0.0154052+0.0335694j 0.0219154-0.0055121j 0.0360553+0.00140971j 0.0308609-0.0029242j -0.0248353-0.00826413j 0.0110746-0.0311934j 
0.0461841-0.146069j 0.221202-0.098553j -0.0272434-0.0504086j 0.0138271+0.0206401j -0.0125044+0.047193j -0.0640469+0.0142615j 0.0510258+0.066878j 0.0346856+0.0130964j 0.137464+0.00164309j -0.0913761+0.0128322j 0.0648323-0.133258j -0.101537+0.0593303j 0.0691911+0.119457j -0.00442085-0.0312026j 0.0506561+0.00165049j -0.0196243+0.0279997j 0.0612211-0.015579j -0.0197589+0.0460383j -0.0185049+0.000471956j 0.00621239-0.0250478j -0.00213851+0.0337098j -0.0384587+0.0118543j -0.0199822+0.0547516j 0.00842835+0.0222367j -0.0105846+0.00866327j -0.0401163-0.0094939j 0.0797882+0.0180406j -0.0254746-0.0164406j -0.0295388+0.0206591j 0.00197687-0.0187494j -0.00363047-0.0241772j 0.0199081+0.0118582j 0.0278361+0.0532475j 0.0498992+0.0403795j -0.0229364-0.0459133j 0.000176878+0.0050864j -0.0117154+0.0112661j -0.0291109+0.0010579j -0.0182124-0.000480119j -0.0168685+0.00395756j -0.00391093-0.0403987j -0.00906766-0.0296012j 0.0256968-0.0554565j 0.0488282+0.0248524j 0.00910129+0.00972822j -0.0110519-0.0174502j -0.018641+0.0283262j -0.00556827+0.00213783j -0.0613885+0.0144015j 0.0511014+0.00199138j 0.0184631+0.00335309j -0.00859306-0.00291527j -0.0454642+0.0265215j -0.0522831+0.0410069j -0.00426837+0.00624945j -0.0122593+0.0399614j 
0.129917-0.0741988j 0.00348351+0.0587599j -0.0148072+0.0181371j 0.0272143+0.0605069j -0.0199541+0.0457834j 0.0144967+0.00703205j -0.0085267-0.0306657j -0.0458861-0.0459118j -0.00390066-0.0251548j -0.0869472+0.036198j -0.0209628-0.0203311j -0.00880022+0.117636j 0.0643245-0.0366325j -0.0275001+0.0250861j -0.00673141+0.0512225j 0.00765887+0.030466j 0.0240076-0.0189325j 0.0302666-0.0163185j 0.0390301+0.0107639j -0.0391769+0.018623j 0.000625045+0.0127915j -0.0453091-0.00104374j 0.0220783-0.0441825j -0.0445296-0.00084802j 0.00991256+0.00393054j 0.0120583-0.0113319j -0.00175595+0.000494613j -0.0420619+0.0303649j -0.050559-0.0109904j 0.0111564+0.00489518j -0.0109071-0.0167201j 0.0189338+0.0254618j 0.0397057-0.0126556j -0.0140376-0.0201557j 0.0167816+0.0266534j 0.0349832+0.0192858j -0.00134608+0.0241138j 0.0185444+0.0131808j -0.0300416-0.00419006j 0.0175966-0.0109327j -0.0111318-0.0292381j -0.0210721-0.0186115j -0.013671-0.00390446j -0.0241986+0.00389169j 0.0152889+0.0115301j 0.0109672+0.0121597j 0.0255341-0.023563j 0.0287073+0.0277037j -0.0373085-0.00676225j -0.0436652+0.0242994j 0.0110587+0.00451645j -0.0270767-0.00820852j 0.0233827-0.00884533j -0.0288071+0.00194512j 0.011174-0.0160642j 0.0041764+0.0129193j 
-0.153231+0.0323355j 0.0942803-0.131293j -0.0431929-0.0623123j -0.0293209-0.0132374j 0.0681795-0.079252j 0.038772-0.00589416j -0.040419+0.0719244j 0.0248208-0.0172814j 0.04899+0.00599297j 0.110929-0.0866342j 0.12326-0.0657772j -0.102391-0.0765364j -0.0103918+0.075762j 0.0407792+0.0474831j -0.0431098-0.0668358j -0.00152048-0.00827603j 0.0243298+0.0585531j -0.0335638-0.017343j -0.0345557-0.0136919j 0.0305874-0.00726876j -0.0317075-0.0623639j -0.00565454-0.0197828j 0.0122212+0.0406961j 0.00749643+0.045764j 0.0137079+0.00303017j 0.0172852+0.0645085j 0.0195164-0.0191104j -0.00246359-0.0585405j 0.0032337+0.00603654j 0.00969887-0.0407437j -0.0178894-0.0177609j -0.0198734+0.0187986j 0.0088203+0.0182018j 0.0300138+0.0037841j 0.0200024+0.00478605j 0.0140706-0.0150164j 0.00797494-0.0264058j -0.019069-0.00548779j 0.01354-0.0074319j -0.0144917-0.014085j -0.0449932-0.00313219j -0.00817023-0.0101624j -0.0245077-0.0242149j 0.0442766+0.0172635j -0.0325085-0.0223961j 0.00391966+0.0103032j -0.00511806-0.0356612j -0.0298376-0.0150634j -0.0297201+0.00578883j 0.0340465+0.0301434j -0.014945+0.0154228j 0.00837254+0.0153826j -0.0405729+0.0105082j 0.0159436-0.000162282j -0.0112617+0.0249482j -0.0062067+0.0138023j 
0.0806126+0.0246147j -0.0825601+0.0935534j 0.0247763+0.060394j 0.0308988+0.0148596j -0.0361492+0.0790763j -0.00852435-0.0305353j 0.0706235-0.0451298j -0.0263518-0.0388732j 0.00296566-0.0678639j -0.0204455+0.0505358j 0.00705706+0.00280742j 0.0872687+0.145012j -0.0736094-0.0745165j -0.0255086-0.00545961j 0.0442986+0.0605437j -0.0419493+0.0189106j 0.00934444-0.0567863j 0.0413001-0.0736634j 0.0830426+0.0694641j 0.0141907+0.0397708j 0.0360991+0.0420724j 0.0442129+0.0370376j -0.0267493-0.0220502j -0.00548717-0.0470141j -0.0220756+0.00182039j 0.0096634-0.0232118j -0.0418623-0.0309618j -0.0029043+0.00771582j -0.00954038+0.0348158j 0.00772025+0.0285439j -0.00156065+0.0308366j 0.0252416+0.0078923j -0.0123251+0.0154914j -0.0420269+5.27761e-05j -0.0377982+0.0282306j 0.00796517+0.00863954j -0.0184586-0.0146271j -0.0012675-0.00475533j 0.0207043-0.0023637j 0.00228885+0.0341664j 0.0319082-0.0197925j 0.00678263+0.00770179j 0.0315602-0.00551551j -0.0033615-0.0166618j 0.0227244+0.0136783j 0.0170282+0.0211877j 0.0219482+0.00959744j 0.00434401+0.0186596j 0.00793632+0.00873648j -0.0250427+0.00500157j 0.00095129-0.00622727j -0.0018215-0.0303497j 0.0514492-0.0180759j -0.0173953+0.00177722j 0.00911783-0.0226308j -0.0103265-0.0578246j 
0.0673548-0.0760403j 0.0692701+0.010391j -0.0178402-0.0325512j 0.00692036+0.0512726j 0.0186827-0.0173382j -0.0145174+0.062079j 0.00885312+0.032167j -0.00214175-0.0652383j 0.037982-0.0204972j 0.00822358-0.00804462j 0.0414278-0.123786j 0.0023048+0.104381j 0.0545636+0.0296676j -0.0418217-0.0470937j -0.00422568-0.0829686j -0.00832016+0.0193748j 0.00936264+0.0518162j 0.0337999+0.0315736j 0.0387541+0.0773798j -0.0197989+0.0334102j -0.0116239-0.00256946j 0.0112753+0.0332651j 0.0276601+0.00396892j 0.0324112+0.00750042j -0.0315984-0.00805473j -0.00508706+0.00444434j -0.00652285+0.0033189j 0.000179956+0.0375728j 0.00287722-0.0188657j -0.0147306-0.0396675j 0.0210234+0.0092591j -0.00413011+0.000299874j 0.0122836+0.0128581j 0.0127582-0.00854461j -0.00543036-0.000558015j 0.019507+0.0228657j 0.00970925-0.0160471j -0.012668+0.0102868j -0.00769226-0.0105664j -0.00267393-0.000362872j -0.0170899-0.024834j 0.0124635-0.00900276j 0.0100332-0.0185324j 0.0541907+0.0200078j 0.0113658+0.00436243j 0.00229513+0.0157821j 0.0211523-0.0357366j 0.0173738+0.00238689j -0.0396797-0.0223479j -0.0163381+0.0173382j 0.0233662-0.000868306j -0.0156756+0.0071633j 0.00175308-0.0174373j -0.0243354+0.00576151j -0.00156872-0.0234848j -0.00528145+0.0205799j 
-0.0920534+0.0489143j 0.0462055-0.0928785j 0.00463964+0.00398427j -0.0157635-0.0517816j 0.0061383-0.0432389j 0.0162952-0.0465724j -0.0258827-0.022576j 0.0153981+0.0208652j 0.0169464+0.0264198j -0.0277829-0.0656391j 0.0392568-0.0206733j -0.110066-0.0479888j -0.032946-0.00762038j 0.0940441+0.00400963j 0.0131926-0.0403547j 0.024424-0.0427347j 0.000947375-0.0237621j 0.00821119+0.00797951j -0.00500626-0.0255019j 0.0304562-0.0281278j -0.0265746-0.0279523j 0.0200235-0.0182881j 0.00500296+0.0108781j -0.00241281+0.00928218j -0.00881233+0.0520663j -0.0104924+0.0180438j 0.0200291-0.0120391j 0.00446127+0.0270077j -0.0247567-0.00940373j 0.0113521+0.00634124j -0.0138748+0.00553488j 0.0386059-0.0137458j 0.00927726-0.0234515j 0.00760966+0.0032487j -0.0160289-0.00569982j 0.0145656-0.0109455j -0.00879621+0.00831699j 0.00995599+0.00448239j -0.006495+0.00438463j -0.0162055-0.00559323j -0.0187963-0.0210574j -0.0275432+0.0101121j -0.00742475+0.000178483j -0.0307756-0.000341702j 0.0172486-0.0165286j 0.0109245+0.00553106j -0.0199849+0.0221632j 0.00528164-0.0247223j 0.0329105+0.00335243j 0.0306386+0.00014614j -0.0351997+0.00277131j 0.0136904-0.0031348j -0.0268921+0.0180803j 0.0231116-0.00518921j 0.0164197+0.0531404j -0.0112007-0.0320813j 
-0.063514+0.0807732j -0.0846438+0.0343641j 0.0432177+0.00835549j -0.00699302-0.0107236j -0.00375293+0.00233784j 0.0238024+0.0113079j -0.0234055-0.0147511j -0.0336815+0.016339j -0.00438194-0.0169287j 0.0417739+0.0320306j 0.085597+0.0626287j 0.0321868-0.0744402j -0.0373172-0.0214262j 0.0346631+0.0123507j -0.0220633-0.0310824j -0.0155899+0.0150211j 0.0260464+0.0236767j -0.0569215-0.00201713j -0.000583697-0.0289958j -0.0147683+0.00856801j 0.0114229+0.0134194j 0.0237551-0.000408262j 0.00786595+0.0105695j 0.0170905-0.0271149j -0.0193248-0.000973755j -0.00598915-0.0484821j -0.00748462+0.000528574j -0.0441474+0.0148559j 0.00693915-0.0250446j -0.011579-0.0306322j -0.0111331+0.0138365j 0.0197518+0.0182599j 0.0181724-0.0119509j -0.0125376-0.00204246j 0.0111231-0.00247189j -0.00712343+0.00885726j -0.032177-0.0241069j -0.00260853+0.0324394j 0.00249839+0.00428288j -0.00774095+0.017177j 0.0118902+0.0053174j 0.0025321+0.00063809j -0.00815366+0.0269587j -0.0113384-0.0455638j -0.0120142+0.00433971j -0.00349163+0.0243007j -0.0133648-0.0318889j -0.0101206+0.0181485j 0.0323908+0.0208164j -0.00367843+0.0015008j -0.00455562-0.0112619j 0.00773937+0.0169224j 0.0179547-0.028697j 0.0339776-0.0196638j -0.00246678-0.0182441j -0.0108148-0.0363622j 
-0.0109147+0.0186977j -0.0641004+0.0344447j 0.00972957-0.00572566j 0.00856193-0.0204406j -0.0145368+0.0687043j 0.0359332-0.034141j -0.00294334+0.031192j 0.00707739+0.0714241j 0.00423854-0.0141008j 0.0471541-0.0130936j -0.010899-0.0278546j 0.102628-0.0363567j -0.0587548+0.0176074j -0.0576698-0.063701j 0.0118504+0.0287315j -0.0333636-0.00802486j -0.0210508-0.0119187j 0.00637598-0.025025j -0.0225641-0.000204153j -0.0460737-0.00176605j 0.000778476+0.0162773j 0.0247762+0.000209874j -0.010554-0.0332941j 0.0100511+0.0353984j -0.000500469+0.0104345j -0.0115899-0.0318168j -0.0117257-0.00178426j -0.0271698+0.0137895j -0.0302634-0.00142182j -0.00178938-0.0183683j -0.0274135+0.0127302j -0.0118844+0.0293575j -0.0224352+0.000655772j -0.0141518+0.00690681j -0.00788715-0.00964871j -0.0238366-0.0266488j -0.0251174-0.0285107j -0.00683504-0.0219256j 0.0293975+0.0190522j -0.016593-0.0148421j 0.0334951+0.0300954j -0.0277624+0.0178112j 0.0131733+0.0230184j -0.000453428-0.0145799j -0.00761206-0.00369778j -0.0127597+0.0120391j -0.00625942-0.0144356j -0.0277782+0.0178075j 0.0127245+0.0234333j 0.0100132+0.0163617j -0.00499977-0.00346788j 0.00297331-0.00838378j 0.00925415-0.000291077j -0.00907757-0.000715535j -0.00516572-0.0130002j 0.01329+0.00565762j 
0.0539031-0.013038j -0.0275947+0.0150677j 0.000298429+0.0298467j 0.0483443-0.0493107j -0.0252602-0.0334136j 0.0110102-0.0247494j 0.0640371-0.0499573j -0.0155557+0.0187635j -0.0445687+0.0305144j -0.013675-0.0836668j -0.089425+0.0116265j 0.0193266-0.0133819j 0.00612902-0.0404142j -0.00416192+0.00754318j 0.0848284+0.00741925j 0.0174496-0.0163506j -0.0409193-0.00815529j 0.0213303-0.0163281j 0.0153512-0.00716066j 0.00877425-0.0976563j -0.0108948-0.0181755j -0.0192449+0.0307629j 0.0145751+0.00860236j 0.00585174-0.00155257j -0.0460789-0.0210337j 0.051218-0.0252718j -0.0129525+0.0272792j -0.02385-0.00355117j 0.00837637-0.0227924j 0.0186204+0.00409605j -0.0148923-0.0230853j -0.0125185+0.0125959j 0.00688524+0.00575341j 0.013047-0.00490712j -0.0265553+0.017867j -0.00532996+0.0141548j 0.0322097-0.0325437j 0.00181711+0.00245159j -0.0100104+0.00153363j 0.0113494-0.025466j -0.00713385+0.00659786j -0.00831061-0.00890062j -0.00179155-0.00323597j -0.00301149-0.00639885j 0.0340494+0.0363499j 0.0157574-0.0128516j 0.0339608-0.0201641j 0.0431392-0.0255676j 0.00908034-0.0105874j -0.0435705-0.00629856j -0.016228+0.0177532j -0.00790088+0.00224242j 0.0192342+0.00809153j 0.00390048+0.0138739j 0.00236737+0.00921875j -0.00860448-0.00203726j 
0.00909596+0.012406j -0.0106036+0.0296354j -0.0591166+0.0826171j -0.0224035+0.0484506j 0.00199313+0.0111402j -0.0445521+0.0445039j -0.0725451-0.0880409j 0.0427567-0.0107335j 0.037893+0.0271504j -0.00306564-0.0384198j -0.0349691+0.0285695j 0.0295668+0.031876j -0.0124712+0.000858391j 0.0429022+0.0407614j -0.0561158+0.0319363j 0.0713851-0.00619677j -0.0131626-0.00914829j 0.0190352+0.0411386j 0.000721375-0.0106464j 0.035178+0.0276145j -0.00284605+0.00576953j -0.0448104-0.00230622j -0.00798331-0.00376037j -0.00901191+0.0364013j -0.0349276-0.00029341j -0.00438607+0.0131167j -0.0323591-0.000872942j 0.00505854-0.021166j -0.0255291-0.0246901j 0.0137208+0.00401582j 0.0104609+0.0101563j 0.0131228+0.0309074j 0.00279781-0.000314977j 0.00586182+0.00834748j -0.00823506-0.0308421j 0.0287865+0.023029j 0.0297633-0.000947816j 3.96281e-05+0.0036864j -0.00430002-0.0221775j 0.00748793-0.0320987j -0.00678001-0.0025178j -0.0150987+0.00577926j 0.00113314+0.00262852j -0.0246581+0.0295302j 0.0161232+0.0190862j 0.00590811+0.014827j -0.0254957+0.0334454j -0.0138341+0.017609j -0.00335363+0.0117935j 0.00695813-0.0131276j -0.00763125-0.0261645j 0.0138715-0.024409j -0.00603255-0.0023624j -0.0332407-0.000172549j -0.00497468-0.0352317j 0.00808382-0.0137898j 
