-3.20047e-16+0.0144506j 1.39623e-15+0.0410662j -8.00483e-18-0.0280313j 3.01568e-17+0.00172809j 1.28716e-17+0.004719j 7.42496e-18-0.0139738j -1.50208e-17+0.00352988j 7.88356e-18-0.000119992j -1.9172e-17+0.00650691j 1.51437e-16-0.0257139j 1.89364e-16-0.0151003j -3.27915e-16+0.0211546j 1.61297e-17-0.00813478j 2.10327e-17-0.00157929j 6.42307e-16-0.00229497j -7.64023e-15-0.0224048j 1.07035e-16+0.00502555j -9.75116e-17-0.0157198j 1.10061e-16-0.00138915j -1.73603e-16-0.0366749j -1.30359e-16+0.0181577j -6.27071e-17+0.00478105j -1.83588e-15+0.0164183j -2.57069e-16+0.00354619j 6.42302e-17-0.000746648j 2.73271e-17-0.00310861j -7.31789e-17+0.0222723j 1.72001e-15-0.0163244j 8.54474e-14-0.0250997j -1.58404e-16+0.014457j 1.83037e-16-0.02911j 2.02961e-16-0.0113339j 2.67962e-17-0.00453918j 1.07926e-16+0.00950299j 1.02767e-16-0.000485272j 9.68331e-17-0.0209459j 9.25558e-17-0.00703874j -1.18766e-15-0.0101446j 4.35134e-16+0.0212457j -3.59454e-18+0.00145745j -4.93942e-16-0.0142905j -6.65405e-17+0.00618164j -6.13222e-17+0.00384134j -5.07921e-17+0.018812j 3.52948e-17+0.0072912j 3.44668e-17-0.00673243j 1.68927e-17-0.00646817j 1.00504e-17+0.00571245j 1.07857e-18+0.00915902j -1.24345e-17+0.00507336j 1.03839e-18-0.00796048j -5.83315e-19+0.0166828j -1.38335e-16-0.0357157j -5.82941e-17-0.00413466j -4.54721e-15-0.0122763j -9.56122e-16-0.0339159j 
4.88726e-17+0.000503878j 8.80987e-17+0.0023666j 1.84434e-17-0.0024219j -6.03981e-17-0.000350242j 4.02845e-17-0.000938132j -4.76451e-17+0.000867055j -6.02562e-17+0.00218364j 5.81125e-17-0.000518725j 4.29687e-17+6.77777e-05j 3.18674e-16-0.0114126j -4.23855e-17+4.72385e-05j 2.19368e-16-0.00481567j 1.82075e-16-0.00713905j -5.99532e-17+0.00242349j -1.10148e-16+0.0019666j 1.24212e-16+0.000753169j 7.77799e-18-0.00114852j -2.43874e-17+0.000326014j -2.18918e-16+0.00735693j 1.89108e-17-0.00438085j 6.55812e-17+0.00208886j 2.09315e-16-0.00867667j -3.72383e-16+0.00276833j 1.64468e-16-0.000462103j -1.25335e-16+0.00841566j -4.60775e-17-0.000825896j -8.94637e-17+0.0016437j 1.88934e-16-0.00190444j 8.09204e-15-0.0023429j -1.14937e-16+0.00158095j 2.0876e-17-0.00416533j -3.90988e-16+0.0119353j -2.81798e-16+0.00278681j -1.41247e-16+0.00382857j -1.87443e-16+0.00409082j -8.03592e-17+4.48601e-05j -2.15092e-16+0.00247209j 3.6718e-16+0.00649608j -1.6087e-16-0.00134051j -6.99946e-18+0.00369533j -1.04132e-16-0.00376492j -1.02304e-16+0.00284724j -1.92398e-16+0.00526946j -1.6794e-16+0.00727137j 1.03758e-16-0.00722836j 5.82658e-17-0.00376605j 2.44947e-16-0.00697369j -1.69103e-17+0.00250748j 6.84408e-17+0.000333544j -1.0766e-16+0.00385467j 1.33327e-16-0.0039404j 1.01097e-16-0.00101481j 2.12674e-17-0.00265726j -2.87498e-17+0.00198538j -1.50353e-16-0.000803674j -1.3598e-16-0.000473715j 
3.92902e-17-0.00563304j -2.32509e-16-0.00514157j -7.82859e-20+0.0149878j -3.40434e-17+0.0157724j -4.34241e-17+0.00522974j 1.2669e-16+0.00629172j 6.98416e-19+0.00499882j -5.33812e-17-0.0152429j -7.81404e-17+0.00586688j -8.54798e-18-0.0102531j -6.01627e-17-0.00174337j 7.85217e-17-0.0117096j 3.22116e-18-0.00576108j -5.13288e-18+0.0128822j -1.08033e-16+0.00365933j 1.33305e-15+0.00425815j -1.36086e-17+0.000349246j -6.27965e-17+0.000201998j 6.48681e-18+0.00657304j -3.62649e-18+0.00302915j -1.72179e-16-0.0204849j -3.61766e-17-0.00639754j -7.24557e-16+0.00744241j 3.69577e-16-0.00736998j -1.59589e-16+0.00258982j 6.34127e-18+0.0231902j -6.8721e-17+0.00368778j 4.62861e-16-0.00156756j 2.14919e-14-0.00636155j -1.63374e-16+0.00750393j -2.29314e-16+0.0222862j -9.90335e-17+0.0195678j -2.24265e-16+0.0113568j 6.48157e-17+0.0041152j -9.75407e-17+0.00885848j 1.09846e-16-0.01245j -1.67214e-17+0.0117786j -1.32106e-17+0.000736667j -1.48267e-16+0.000712285j 1.34098e-16+0.00409603j 9.18248e-18+0.000247701j -6.31005e-18+0.00719231j 4.68629e-17-0.00220488j -2.86595e-17+0.00623846j -1.39949e-16-0.00360012j -1.40074e-16-0.0100242j 4.42034e-17-0.0124986j -3.21409e-17-0.0119393j -4.3535e-17+0.00447889j 2.08963e-17+0.00290887j -5.64312e-17-0.00978979j -8.68533e-17-0.0150955j 5.7166e-17+0.0110363j 1.03722e-16-0.0134703j -9.21583e-16-0.00598345j -1.47678e-16+0.00784519j 
-1.25873e-16-0.00326354j 7.20922e-16+0.0185855j -7.2079e-17-0.00710859j -4.68226e-17+0.00987075j -7.06588e-17+0.0139031j -2.54487e-17-0.0117845j 1.14204e-17-0.0011868j 3.32948e-17+0.011712j -3.35518e-17+0.0125999j -1.04719e-16+0.00734208j 1.29143e-16-0.00247611j -3.5975e-16+0.0226511j -1.07938e-16+0.00264068j -2.60769e-17+0.00117243j 2.54518e-16-0.0126226j -2.02338e-15-0.00703609j 7.76388e-18+0.00143553j 9.97106e-17-0.000722824j 3.5856e-16-0.0174334j -4.67931e-17-0.0128588j 1.03764e-17+0.025655j -1.62219e-16+0.00883917j -3.34142e-16+0.00186337j -9.54464e-16+0.0148102j 1.73659e-16-0.0156223j 5.54182e-17+0.00980193j -4.62576e-18+0.00348315j 2.86551e-16-0.00886978j 1.31928e-14-0.00373931j -3.48679e-18-0.00189728j -4.5671e-17-0.00721712j 2.86082e-16-0.0232553j 7.73736e-16-0.0277391j 1.63629e-16-0.00565248j 5.39828e-16-0.0175192j 2.57575e-16-0.0170899j 1.54027e-16-0.0080817j -8.76024e-17+0.005436j -6.17261e-17+0.0199074j -1.80671e-16-0.00509213j -1.22769e-17+0.00344766j 1.06856e-16-0.00467609j 1.35264e-16-0.0164283j 5.65476e-17+0.00453192j 9.11389e-17+0.0183644j 8.14201e-17+0.0172977j -1.04751e-16+0.00677545j 4.90403e-17+0.0093762j -7.99055e-17+0.0163605j 3.9257e-17-0.00570589j -4.38375e-18+0.003248j -3.78248e-18+0.0185529j -1.17374e-16-0.00527321j 8.46772e-17-0.016322j -4.16325e-15-0.0151611j -8.96574e-16-0.0134396j 
1.62663e-17+0.00859624j 6.71231e-17+0.00119974j -4.26156e-18+0.00842935j 3.00005e-17-0.000735139j 8.65385e-17-0.00892899j -6.66447e-17-0.0315559j -1.76814e-17+0.00732206j 3.60398e-17+0.0114304j 1.21252e-16+0.00732077j -1.05048e-16+0.0178062j -1.56522e-16+0.0186512j 2.3961e-16-0.00678642j -4.56023e-17+0.00114006j 1.4361e-17+0.00882933j -2.64198e-16+0.00182593j 2.6894e-15+0.00807745j 3.53301e-17-0.0138377j 1.61321e-16+0.00729925j 3.13125e-18-0.00603161j -1.63161e-17-0.00535587j 6.47453e-17+0.00452512j 1.37525e-16+0.021086j -4.21502e-16+0.00447465j 8.41114e-16-0.0105318j 1.34434e-16+0.026606j 1.21923e-17+0.0034423j 4.49801e-17+0.000371612j -2.00051e-16-7.97713e-05j -7.62264e-15+0.00226734j 4.75629e-17-0.00493063j 1.0271e-16+0.00303113j 9.2288e-17-0.0253846j 2.72506e-16-0.0167942j -6.47931e-17-0.00744978j -2.39487e-16+0.0206571j -2.65419e-16+0.0014041j -9.96865e-17-0.00676056j 6.7016e-16+0.0102654j -1.50723e-16+0.00490446j -2.68902e-16-0.0132278j 2.16753e-16+0.00721704j 3.25768e-17-0.00460043j -5.27971e-17-0.00972768j 7.16457e-17+0.00240108j 1.86351e-16+0.00612631j 8.41291e-17+0.0199582j 2.75937e-17-0.016622j 1.38104e-17-0.00374932j 1.08634e-16-0.00705762j -1.52423e-17-0.00803397j 1.57785e-17+0.0320905j 6.28811e-17+0.0115797j -2.57387e-17+0.00116746j -9.71267e-17-0.00840161j -1.74041e-16+0.00143695j -1.07636e-16-0.0089879j 
9.32199e-17+0.0213622j 6.02915e-16+0.0182865j -4.18459e-17-0.0200226j -1.99625e-16-0.0235002j -1.60206e-17+0.00700813j -1.32753e-17+0.0149848j -6.67151e-18-0.00464978j 6.51195e-19+0.00170938j 4.03402e-17+0.00935601j 1.47208e-16-0.0240186j 5.91613e-17-0.0283748j -2.05583e-16+0.00765494j 7.62991e-17-0.00483549j 2.02733e-17-0.00852592j 5.30607e-16-0.0110243j -7.57626e-15-0.0226258j 5.5435e-17+0.00691251j -2.52386e-16+0.0021851j -1.93242e-16+0.0292305j -2.04605e-16-0.0208765j 7.69945e-18+0.00677686j 5.11012e-17-0.0117699j 2.67766e-16-0.00316614j -1.30724e-15+0.0252122j 2.36016e-16+0.000543993j -1.21022e-16-0.0162087j -1.15096e-17-0.0070083j -6.36475e-16-0.00189012j -3.24356e-14+0.00972202j 8.28112e-17-0.0123791j 2.61546e-17-0.0239411j -1.09793e-16+0.0184019j 1.52765e-16-0.0088222j 6.84946e-17-0.00390097j 2.00815e-16-0.00310939j 3.50654e-17-0.0167239j -1.33415e-16-0.0206209j 5.72317e-16+0.00347878j -1.95793e-16-0.00690822j 3.54595e-16+0.0159021j -1.2043e-15-0.0292386j -9.23101e-17+0.00205856j -6.66959e-17+0.00995352j -1.76391e-17+0.0144747j -2.35983e-16-0.0143777j -1.68991e-16-0.022335j 9.17828e-17+0.0175012j 2.34556e-17+0.0135959j 7.2978e-17+0.0231913j -3.22347e-17+0.00601667j 3.92307e-17-0.0153621j 6.24001e-17+0.00835816j -1.32111e-16-0.0168745j 6.64537e-17+0.0175679j 2.0779e-15+0.0136964j 2.15289e-16-0.0249815j 
1.56791e-15-0.00944072j 5.44485e-16-0.00344155j 9.86602e-17-0.000747615j -2.81084e-16+0.00167627j -5.80876e-16+0.0039425j 1.38183e-16-0.000224337j 4.13408e-16-0.00261937j -1.65631e-15+0.00995763j 6.52496e-18+0.000324928j -1.96777e-15+0.0109621j -5.42689e-16+0.00274418j -6.49304e-16+0.00384489j -1.57592e-16+0.000594328j 8.70598e-16-0.00526752j 4.88389e-17-0.0016266j 1.03122e-15+0.005707j 1.53263e-16-0.000859733j 4.38507e-16-0.0020366j 8.08608e-16-0.00386012j -1.60825e-15+0.00986682j -1.4818e-15+0.00957946j -9.47819e-16+0.00461146j 1.5206e-15-0.00593j -1.6546e-15+0.00788057j 1.11485e-15-0.00686319j 2.69795e-17+0.000235127j 8.01624e-16-0.00510942j -2.92188e-16+7.39071e-05j -1.4942e-14+0.00424778j 4.2434e-16-0.002733j 1.17367e-16-0.000696743j 1.51386e-15-0.00780578j 1.5393e-15-0.00822688j 3.12426e-16-0.00188535j 9.81196e-16-0.00583512j -1.55272e-16+0.000583876j -8.30883e-16+0.00486851j 3.38463e-17+0.000551496j 2.29549e-16-0.00156075j 5.00897e-16-0.00305397j -1.18176e-15+0.00833698j 1.21462e-15-0.00689665j 3.83989e-16-0.00210985j 9.92607e-16-0.0055013j -1.20135e-15+0.00741047j -1.57545e-15+0.0094208j -4.90888e-16+0.00328468j -9.31174e-16+0.00600042j 1.67149e-16-0.000239955j 4.50516e-16-0.00252756j -4.1248e-16+0.00179316j -8.16915e-16+0.004903j -6.30987e-16+0.00398806j 2.97792e-16-0.0017174j -1.50411e-17-0.00526114j -1.34004e-15+0.006872j 
-3.39693e-17-0.032469j -1.80356e-16-0.01126j 4.6408e-17-0.00673689j 1.36577e-16+0.00757192j -1.43904e-17+0.00938274j -2.21589e-17+0.0203657j 2.8139e-17-0.00489109j -6.56647e-17+0.0161582j -3.3114e-17-0.00847605j 3.74287e-17-0.0115995j 6.88605e-17+0.00824915j 4.21272e-17-0.000247416j -3.91594e-17-0.0155626j 1.90318e-17-0.00570539j -3.82936e-16-0.00195769j 6.04793e-15+0.0172328j -1.49002e-16+0.00163678j 1.03892e-17+0.00221928j -1.64706e-17-0.000291044j 1.86269e-16+0.016646j 3.36593e-16+0.0342224j -2.78735e-16-0.0372294j 1.04654e-15-0.0113224j -1.12468e-15+0.0183386j 6.96426e-17-0.010878j 1.65023e-16-0.00511418j -2.50602e-18-0.00957155j -4.22621e-16-0.00211181j -2.01236e-14+0.00599833j 1.25983e-16-0.00259861j 9.44515e-18-0.0118383j -1.34937e-16+0.0309926j 1.92313e-16-0.0051055j 4.30416e-18+0.00840317j 2.68921e-16-0.0273441j 3.93739e-17+0.0161497j -1.68186e-17+0.0191889j 1.82342e-15+0.0277094j -7.88806e-16-0.00581958j 4.7522e-17+0.00908108j 3.69508e-16+0.0111102j 1.4141e-16-0.00420114j -7.46918e-17+0.00882253j -8.13026e-17+0.00286481j 2.66574e-18-0.00913061j 5.25465e-18+0.0115113j -2.21939e-17+0.000730336j -5.33608e-17+0.0254519j -4.8261e-17+0.00153929j 1.66286e-17+0.00780758j -2.26057e-17-0.021751j -3.86369e-17+0.000941362j 8.36645e-17+0.0113192j -4.50028e-17+0.00476422j -2.25347e-15-0.0157694j -4.0198e-16+0.0298249j 
-1.62266e-16+0.0140553j 2.65496e-17+0.00542731j 3.32286e-16-0.0191913j 3.41988e-16-0.0256829j 1.38679e-16-0.0111757j 2.57131e-17-0.00532749j 6.83897e-17-0.00471522j -2.5464e-16+0.0124027j 1.36732e-16-0.00845262j -1.36361e-16+0.0083459j 1.06584e-16-0.00522512j -1.84454e-16+0.00485933j -1.06163e-17+0.0046198j 3.19784e-16-0.0194821j 1.53645e-16+0.00332468j -2.42082e-15-0.00704394j 7.00071e-17-0.000592412j 8.42755e-17-0.00825673j -2.26725e-16+0.00868311j -4.28478e-18-0.000214898j -1.83065e-16+0.00595609j -1.50205e-16+0.0164186j 8.68835e-16-0.00716065j -3.30048e-16+0.00431911j 1.27314e-16+0.00567616j 3.1353e-16-0.0302829j 1.29677e-16-0.00342787j -3.91897e-16+0.00346426j -1.84653e-14+0.00539205j 2.26899e-16-0.00489739j 7.18299e-16-0.0249009j 4.71389e-16-0.0190664j 5.35521e-17+0.000529508j -3.40837e-17-0.00141863j -2.50717e-16+0.00790359j -2.85755e-16+0.0104437j 9.17731e-17-0.00883243j -5.56535e-16-0.0161361j 6.01474e-16-0.0114818j 3.92952e-17-0.0032799j -7.59075e-17-0.00526992j 9.15961e-17-0.00799261j -1.90442e-16+0.013202j 1.27546e-16-0.00834468j -1.30149e-17+0.000813457j 7.80628e-18-0.00266487j -1.66035e-16+0.00953466j -1.73484e-16+0.00689609j 1.58268e-16-0.0114503j 6.12642e-18-0.000900659j -1.09359e-16+0.0102701j -1.96986e-16+0.0114374j 2.21583e-16-0.0189257j -3.83915e-16+0.0230816j 2.4433e-15+0.0138387j 6.83438e-16-0.0120809j 
-6.65352e-17+0.00611838j 1.96593e-16+0.00746488j 4.79636e-17-0.00317578j 7.09409e-18-0.0107978j 2.08578e-17+0.0078861j 7.59409e-17-0.0125677j -4.40427e-17-0.000101586j -9.29619e-17+0.0249004j -1.57989e-17+0.0179716j 5.28024e-18+0.00724828j -2.47749e-17+0.00153719j -5.39088e-18+0.00412296j 1.58116e-17-0.00459329j -4.77797e-18+0.0015434j -2.13333e-17-0.0144014j 5.26011e-16+0.000317783j 5.68208e-17-0.00842757j 5.71308e-18+0.0147854j -1.7169e-16+0.00954022j 1.44613e-16-0.00941677j 1.03713e-16+0.0292172j -6.49444e-17+0.00140667j 5.9647e-16-0.0070422j -1.25224e-15+0.0248769j 1.75564e-16+0.013744j 6.04986e-17-0.00241764j 6.09672e-17-0.0153123j -1.27619e-15-0.00180605j -6.49992e-14+0.0193862j 2.87559e-16-0.0221076j 1.92066e-16-0.012379j 7.95014e-17-0.0069021j 1.10393e-15-0.0401135j 1.09843e-16-0.0142463j 1.35432e-16-0.00117064j 5.55173e-17-0.0109708j -9.1949e-18-0.0173519j 2.04659e-15+0.0296842j -8.13914e-16+0.000519553j -6.50576e-17+7.68935e-05j -3.10012e-16-0.00529346j 1.10309e-16-0.00942877j -4.27572e-17-0.00952909j -9.45208e-17+0.0113935j 7.44819e-17-0.000639449j -3.01415e-17+0.0174434j 1.06312e-16+0.00370641j -5.25011e-17+0.0194276j -1.36378e-17+0.0197928j -6.98693e-18-0.00530603j -8.42239e-17+0.015121j -7.85666e-17+0.0224551j 3.391e-17+0.00262102j -7.78651e-18-0.00160327j -2.51415e-16+0.00172421j -1.89071e-17-0.0131901j 
-1.14554e-16+0.00544894j 5.21337e-16+0.0159375j -7.26287e-18-0.00582045j 1.04884e-17+0.00993543j -7.99545e-18-0.00380999j 2.05615e-17-0.00928242j 4.10293e-18+0.00783322j 1.61807e-18-0.0133275j -2.40686e-17-0.000327827j 5.94095e-17-0.0190584j 2.80193e-17-0.00462373j 3.91189e-18-0.00447751j 6.79201e-18-0.00947569j 3.1991e-17+0.00482121j 1.50728e-16+0.0123679j -2.11557e-15-0.00504055j 3.68709e-17+0.000330297j -8.56907e-17-0.0170842j 3.62859e-17+0.00627057j -1.45794e-16-0.012452j -2.03654e-16-0.0155253j 3.42873e-17+0.00806287j -1.73984e-15+0.0171539j 9.09926e-16-0.0166354j -4.55696e-17+0.0110964j -4.28685e-17+0.0094227j -8.93969e-17+0.0202581j 1.7192e-15-0.00884034j 8.54729e-14-0.0252708j -2.88641e-16+0.0215121j -1.83733e-17-0.00041557j 4.22757e-17+0.00236283j -6.26427e-16+0.0206085j 2.1075e-17+0.0141074j -3.18884e-16+0.0213868j -4.68517e-17-0.0126077j -3.61896e-17+0.0133848j -1.42543e-15-0.0185571j 5.20497e-16+0.00648193j 4.86887e-17-0.000800283j -2.08403e-17-0.00333553j -9.80825e-17+0.00835284j -2.36298e-17+0.00943415j 1.72432e-18+0.00988438j -5.32313e-17+0.00186929j -4.59205e-17-0.0141754j 1.13861e-17-0.0227748j -1.51986e-17-0.0126022j 5.22417e-18-0.00836145j -1.16888e-18+0.00599094j 2.03789e-17-0.00573663j -1.34702e-17-0.00598508j -5.85981e-17-0.0175699j -1.46107e-17-0.0066858j -2.54215e-15-0.00883458j -5.35365e-16-0.0102888j 
-7.23551e-17+0.00253959j 2.32268e-16+0.00677904j -9.90524e-18+0.0080555j 2.82126e-17+0.00964585j -1.80389e-17+0.0146956j -4.07911e-17+0.006612j 2.29737e-17+0.000878345j 4.33878e-17-0.00814659j -1.86583e-17+0.0160456j 1.06692e-16-0.00868383j 1.1228e-16-0.0112138j -1.04782e-16+0.00499576j -1.0393e-17-0.000126282j 1.74659e-17+0.0116643j 2.1812e-16-0.0115677j -2.5392e-15-0.00841504j -1.6197e-17+0.0037972j -9.17595e-17+0.00834395j -6.73012e-17+0.00235947j -5.67896e-17-0.0110399j -1.76443e-17-0.00313548j 3.76109e-17-0.00775215j -3.98502e-16+0.00377862j -6.66781e-16+0.0106221j -6.923e-17-0.00876222j 1.44456e-16+0.0202885j 1.14132e-17-0.00150825j -1.59752e-16-0.00347967j -7.32755e-15+0.00225657j 5.56189e-18-0.00460436j -1.85022e-16+0.0122702j -2.10294e-16+0.0108942j 2.87125e-16-0.0119976j 1.47985e-16-0.00599695j 3.18501e-16-0.00835387j 2.1413e-16-0.0227947j 1.13097e-16-0.00841871j 5.17372e-16+0.0102011j -2.40689e-16+0.00951823j 4.16587e-17+0.00664137j -3.37102e-16-0.00903621j -5.73398e-18+0.00504627j -2.38006e-17-0.0130661j -2.17264e-17+0.0106502j 1.19936e-17+2.16665e-05j 5.16889e-17-0.00504477j -5.1753e-17+0.00555045j 1.20286e-17-0.00166525j -5.73444e-17+0.0242428j -2.57398e-17-0.000748562j 3.15934e-17-0.00952896j 1.92185e-17-0.00149841j -1.06461e-18+0.0078066j -5.82576e-18-0.0148163j -1.34548e-15-0.00396272j -2.66875e-16-0.00798261j 
9.04856e-18+0.0126412j -1.34028e-16-0.000183038j 1.76664e-17-0.00257172j -2.26737e-17-0.0111003j -2.63652e-17-0.00849266j -1.19852e-17-0.00563566j 3.44622e-18-0.00384537j 9.02712e-19-0.0022427j -1.43005e-17-0.00654784j -9.38747e-17+0.0172697j 4.48206e-17-0.000719699j -1.67729e-16+0.00894602j 3.03982e-18+0.0166255j -1.53743e-18-0.00750819j 2.49345e-16-0.000875125j -2.84736e-15-0.00847929j 5.73741e-17+0.00233551j 9.08357e-17-0.000632315j 8.5329e-17-0.0127696j -8.27793e-18-0.00109132j -1.29287e-16-0.0070577j 4.59822e-17+0.0179635j 3.68944e-16-0.00298361j 3.16225e-16-0.00733655j 4.45376e-18-0.00796517j -8.87498e-17-0.0135539j 6.46872e-17+0.00104802j -1.52873e-16+0.00552157j -8.45222e-15+0.00241469j 7.80889e-17-0.00243788j 1.37087e-16-0.00300356j 2.31587e-16-0.0265302j 6.01885e-17+0.00208546j -4.17929e-17-0.00624481j 3.53217e-17-0.00236909j 4.28354e-17+0.00926726j 1.13928e-16-0.0140886j -1.15421e-15-0.0176794j 5.35153e-16+0.00128616j -9.5054e-17-0.00724328j 1.46056e-17-0.000538771j -8.91021e-18-0.00223957j 9.18018e-17-0.00395739j 5.61518e-17-0.013846j 1.45689e-17+0.00767893j 5.74147e-17+0.0013377j -8.77708e-17+0.0147898j 1.32705e-17-0.00698416j -3.78185e-17-0.00792941j 1.79876e-17-0.00608365j 5.1145e-18+0.012593j -1.91307e-17+0.00307914j -8.30837e-18-0.00608007j 9.40816e-18+0.00769859j 2.34605e-15+0.0120286j 5.35504e-16-0.00912964j 
3.46415e-17+0.00674116j -6.29591e-18+0.00115797j -1.16439e-17-0.00800291j -3.92862e-17-0.00908365j -2.25996e-17+0.00555785j 3.62591e-17+0.0295417j 7.71889e-18-0.00945575j -2.64641e-17-0.0160124j -4.61889e-17-0.00613063j 1.07809e-16-0.0110307j 1.1291e-16-0.0235266j -2.48615e-16+0.0127553j 9.98024e-17+0.010608j -1.06557e-17-0.00942831j 4.87192e-16-0.00724347j -6.32167e-15-0.018897j 4.66162e-17+0.0159518j -1.6324e-16-0.0012793j -6.70039e-17+0.00166306j -9.81428e-17-0.00285934j -1.23941e-16-0.0110735j 1.01518e-17-0.0133539j 5.94725e-16-0.00550852j -7.02971e-16+0.00890224j -2.26167e-16-0.0298918j -4.05548e-18-0.0102568j 2.95339e-17-0.00173795j -2.07564e-16+0.00410614j -1.11196e-14+0.00324043j 4.18371e-17-0.00169135j -5.08313e-17-0.00356091j -1.24893e-16+0.0131328j -2.17639e-16+0.0133475j 2.60605e-17-0.00062362j 2.74263e-16-0.0229316j 1.89689e-16-0.000821617j 1.12578e-16-0.0114195j -1.03374e-15-0.015684j 4.15438e-16-0.00258047j 2.55708e-16+0.0118919j -5.41312e-16-0.0152245j -6.39203e-17+0.00581247j 1.12878e-17+0.00360135j -3.23006e-17-0.00642928j -1.29214e-16-0.00553224j -5.85554e-17-0.0228211j -3.14069e-18+0.0299049j 3.59497e-18-0.00109799j -2.1244e-17+0.0107326j -1.1634e-17+0.0038582j -1.97455e-17-0.0244321j -5.1517e-18-0.0093529j -2.09011e-17-0.00381063j 3.59122e-17+0.0127158j 2.38582e-15+0.0109057j 4.83209e-16-0.0037337j 
-1.21625e-16+0.0125548j 4.65878e-16+0.0153095j 2.2844e-17-0.0219426j 3.18246e-17-0.0106382j 4.39773e-17-0.0106225j 3.12854e-17+0.00454942j -1.49606e-17+9.05685e-05j -2.36554e-17-0.0103292j -8.07321e-18-0.0139465j 1.46484e-16-0.0255403j 6.00066e-17-0.0101206j -5.82112e-17+0.00344503j 8.60571e-17-0.00432617j 1.40866e-17-0.00848937j 3.91982e-16+0.00886436j -5.08931e-15-0.0139922j 7.52078e-17+0.0066569j -1.43403e-16-0.0135138j -1.00645e-16+0.00624747j -1.07484e-16-0.0162775j -9.05923e-17-0.00308565j 1.91867e-17-0.00771934j -8.34341e-16+0.00813339j 5.78398e-16-0.0104971j -7.35163e-17+0.00291258j -9.0986e-17-0.0211941j -3.82139e-17+0.0155003j 1.14026e-15-0.0036238j 5.76704e-14-0.0170966j -8.76786e-17+0.0140206j 1.89762e-16-0.0238539j 2.09809e-17+0.0083096j -6.82793e-16+0.0248494j -7.895e-17+0.0139087j -2.57109e-16+0.00364473j -1.11408e-16+0.00857724j -1.70811e-17-0.000403273j -1.21676e-15-0.0173203j 5.21447e-16-8.35405e-05j 1.72949e-16+0.00571858j -3.76803e-16-0.013369j -1.28798e-16+0.00879894j -9.88384e-17+0.0196617j -6.31424e-17+0.00491146j -9.91085e-17-0.00976336j -6.13552e-17-0.0200421j 6.0145e-17-0.00198635j -1.06208e-17-0.000922163j 4.81231e-17-0.0114239j -1.28423e-17+0.00957939j -1.41088e-17-0.0127786j 3.85684e-18-0.00265177j -5.01111e-17-0.0268953j -7.35667e-17+0.0177414j 5.59665e-16+0.00518394j 1.27797e-16-0.0126523j 
3.80208e-17+0.027165j -1.35678e-16+0.00241878j 4.70342e-17+0.0065275j -4.45967e-17-0.0178034j -4.23728e-19-0.00450718j 5.39752e-19-0.0110454j -7.37751e-18+0.000134229j -2.43607e-17+0.00107791j 5.99719e-18+0.0110645j -3.20146e-17+0.00983079j -7.53511e-18-0.00102251j -4.97151e-17+0.00191291j 1.72645e-17+0.01274j 1.71682e-17+0.00729298j 3.17755e-16-0.0129288j -3.73342e-15-0.0120038j 7.70691e-17-0.00413197j 2.50212e-17+0.0217971j -1.80292e-16+0.000686753j 4.6495e-19-0.0178294j -5.67562e-17-0.00149085j 1.22931e-16+0.00680366j 2.88831e-16-0.00210954j -5.19745e-17+0.00265353j 1.29785e-16+0.0123267j -6.00153e-17-0.00727281j 1.21872e-16-0.00934269j -1.24129e-15+0.00643441j -6.13426e-14+0.0181495j 2.89833e-16-0.0209053j 1.1444e-16-0.000264436j 4.74558e-17-0.0129972j 6.44796e-16-0.0214616j 2.34e-17-0.0187063j 1.18614e-16+0.00274377j 4.93347e-17-0.00161264j 6.07525e-17-0.0350757j 1.10772e-15+0.0142799j -3.50096e-16+0.00270188j -2.32487e-17-0.00115883j -6.19755e-16-0.0152748j 1.13588e-17+0.000785909j 1.61428e-18-0.0141667j -1.91216e-18+0.0033572j -5.25969e-17-0.00613635j -1.26322e-17+0.00341843j -2.18382e-17+0.0139206j -6.85403e-18-0.00168057j -2.62229e-17+0.0134605j -3.91451e-18-0.00794256j -1.48886e-17+0.02158j -2.59051e-17+0.00935257j 1.89215e-17+0.00262455j -1.05167e-18+0.00382214j 3.8765e-15+0.0214843j 8.32335e-16-0.0226668j 
