3.00183e-17-0.0382433j 1.33289e-17+0.0738574j 1.16027e-17-0.0311427j -1.26802e-17-0.0113399j -2.00496e-16+0.0158113j -1.74169e-17-0.0397914j 2.26869e-17+0.00197384j -1.0398e-17-0.00696056j 4.13144e-17+0.00683552j 1.74801e-16-0.0180212j 1.69449e-17-0.0070919j 7.74642e-17-0.0461815j -1.06155e-16-0.00596157j 5.38833e-17-0.026882j 2.38164e-17+0.00726753j 2.18532e-17+0.0106297j 2.83119e-17-0.011211j -3.66069e-17+0.00674409j -9.07918e-17+0.00600716j 5.16522e-17-0.00193856j 4.37486e-17+0.0437001j -1.61627e-16-0.020141j 8.78183e-16-0.0190876j -9.22374e-17-0.00412593j -1.34206e-17+0.00163865j 1.88563e-16+0.0315528j 4.11146e-16-0.00479285j -5.01366e-16+0.00760242j 1.05306e-15+0.013575j -8.29958e-16-0.0111976j -6.33793e-15-0.0169946j -3.30578e-16-0.00480525j 8.21699e-20+0.0203296j -1.0547e-16-0.0192025j -8.74649e-16-0.0140155j -2.21839e-16+0.0210742j -1.28297e-16+0.0259571j 7.38138e-16-0.0321355j -4.93196e-16-0.0147445j -3.48351e-15-0.0171489j -2.84009e-15+0.00434019j 3.0343e-14-0.0198894j 3.64071e-17+0.000349419j -2.15698e-17-0.0190636j 1.72194e-16-0.00427024j 9.89694e-18+0.0187815j 4.16329e-16+0.0309852j 9.92196e-17+0.00689683j 7.19715e-17+0.00679251j 7.51889e-17+0.00823249j 1.19428e-16+0.0224637j 1.73741e-16+0.0223056j 1.18921e-15+0.011856j -3.52714e-17-0.0127813j 4.96341e-17+0.00206184j -1.26769e-16-0.00896559j -1.63057e-16-0.010469j 4.85142e-17-0.0505464j -1.04022e-16-0.042955j -1.98218e-16+0.00163071j -2.07201e-16-0.0295961j -5.9802e-17+0.00851608j -1.80661e-17-0.0106323j 2.14931e-18+0.0101428j -6.50688e-18+0.0059933j 2.67639e-18+0.0125178j 2.05436e-18-0.00628366j -8.07419e-17-0.0229317j -2.27095e-17+0.0528381j -4.07095e-17+0.0206169j 4.31783e-17-0.0291103j -7.69358e-17-0.068982j 
1.80313e-16+0.00496912j -2.34693e-16-0.00827102j -2.60109e-18-0.00229355j 1.24566e-16-0.0014244j -1.40331e-16-0.00771574j 8.3154e-16+0.0351973j 3.33997e-16+0.0168346j 4.40974e-16+0.0119509j 3.31858e-16+0.0134919j -3.23955e-16-0.0177161j 1.66264e-17-0.0012729j -6.21548e-16-0.0250897j -9.10212e-17-0.00238823j -2.95055e-16-0.017543j 6.81005e-17+0.00207426j 5.80493e-16+0.0248836j 2.52017e-16+0.00991055j -8.46689e-17-0.00935818j 3.40393e-17+0.000478549j -6.59376e-16-0.0177891j -8.94267e-17-0.00569199j 1.43244e-16+0.00514965j -1.83494e-16+0.0034901j 6.8271e-17-0.00123211j -1.5008e-16-0.00112883j 2.76865e-17-0.00708752j 5.36705e-16+0.0144827j -9.76927e-16-0.0256335j -7.97894e-16-0.0129702j 1.00734e-15+0.0163827j 6.73961e-16-8.40092e-05j 2.36727e-16+0.0151517j 9.72086e-17+0.00522067j 1.02201e-16-0.00389316j 1.62507e-15+0.017981j 5.30101e-16+0.00732851j -5.21524e-16-0.0224868j 5.28847e-17-0.0110954j 6.75993e-16+0.0165059j 8.57991e-16+0.000226964j 8.66632e-16+0.00366648j 2.37523e-15-0.00163646j -1.76341e-16-0.00173068j 3.05721e-16+0.0116018j 3.04789e-17+0.000611364j -9.6227e-16-0.0242151j -1.96862e-16-0.00636796j -3.28477e-16-0.00925453j -6.89626e-16-0.0153397j 9.31263e-17+0.00455313j -9.13666e-16-0.029652j -1.6597e-16-0.00617677j 1.41025e-16+0.00040035j -6.64242e-17-0.00751389j 2.52918e-16+0.0114769j 3.7762e-16+0.0124687j -9.2389e-17-0.00274156j -4.16311e-16-0.0163462j 4.60617e-16+0.0158116j 1.96171e-16+0.00133507j -1.10975e-15-0.0297967j -7.6101e-16-0.0256829j -8.14125e-16-0.0346118j 4.88916e-17+0.00582024j -3.25729e-16-0.0100476j -3.02365e-16-0.0151839j 7.74511e-16+0.031221j 4.7497e-16+0.0137931j -1.65061e-16-0.00320699j -9.0572e-17-0.00864012j 9.27149e-17+0.000838457j 2.76818e-16+0.00950684j 
-4.26699e-16-0.00998711j 5.31067e-17-0.00642807j 6.43031e-17+0.0154399j -3.56838e-16-0.00418224j 1.67965e-16-0.000461445j 6.4289e-17+0.000668122j 2.69108e-18-0.00952788j -7.91931e-17+0.00559912j 9.26832e-17+0.00109662j -1.15071e-16-0.000792342j -6.08658e-17+0.0119631j 9.09679e-17+0.00700277j 1.1378e-18-0.00527972j -1.04951e-16+0.00600527j 1.0689e-16+0.00639665j -1.23915e-17-0.0137299j -6.02684e-17-0.00540757j -2.32161e-16-0.00476634j 1.0106e-16+0.014141j -7.5549e-18-0.0173164j 7.29126e-17+0.0121134j -1.56315e-16+0.00255143j 1.25745e-16-0.00230983j -9.12839e-17+0.00116111j 4.59848e-18+0.00166214j -4.57413e-17+0.00201343j 5.2525e-17+0.000662455j 6.82963e-16-0.00115176j -1.16156e-15-0.0189667j 5.30243e-16-0.00747694j 2.89437e-15+0.00815245j 5.78222e-17+0.0110887j -1.24557e-16-0.0148582j -9.43612e-17+0.0136036j 1.20658e-15+0.0157008j 2.32652e-16+0.00546361j -1.84908e-16+0.0049928j -4.37937e-16+0.0222652j 5.09212e-16+0.0112065j 2.64304e-15+0.00485821j 2.5403e-15+0.00683641j 6.14186e-15-0.00412835j -3.24571e-16-0.00686696j -7.94668e-17-0.0110045j 1.67259e-16+0.00905655j 1.24848e-16-0.00867977j -1.83969e-16-0.00778013j 1.53188e-16+0.00131948j 2.84206e-16-0.0010851j 1.58485e-16+0.0160306j 1.60624e-16+0.00665527j -5.72502e-18+0.00153478j -1.17053e-15-0.0100229j -2.18429e-16+0.0027105j 1.02243e-16+0.00348359j -2.67391e-16-0.0148185j -2.8075e-16-0.00235646j -1.93525e-17+0.00715026j 1.12417e-16+0.0070791j -2.44794e-17+0.0062912j -1.10572e-16-0.00084766j -2.16503e-16-0.00648589j -2.42154e-16-0.0106613j 6.51945e-17-0.00300735j 1.10182e-16-0.00710895j -7.80501e-17+0.00397789j -1.72447e-16-0.0122784j -6.24225e-17+0.00270129j 1.00568e-16-0.0135413j -2.53579e-16-0.00607495j -3.94966e-16-0.0121239j -1.2049e-16+0.00245609j 
-2.74905e-16-0.00926636j -1.44857e-16-0.00810961j 1.41081e-16+0.00814537j -3.24764e-16-0.0194265j 1.13231e-16+0.00224222j -1.48971e-16+0.00921322j -1.39157e-16+0.00106127j -3.29156e-16-0.0135604j -1.30217e-17+0.00246752j 1.62604e-16+0.00536482j 7.71643e-17+0.00554299j 4.64334e-16+0.012765j 7.08629e-18-0.00891093j 1.04077e-16-0.00422755j -3.37429e-17+0.00129532j -3.39414e-16-0.000467656j -4.58937e-17+0.00280312j -1.76016e-16-0.0113706j 1.27201e-16+0.00395744j 3.30107e-16+0.0162501j 1.07003e-17-0.00317318j -8.1213e-17+0.00422855j -2.31199e-16+0.0106689j 1.37471e-16+0.010875j -8.3126e-17+0.00024059j -1.49985e-18-0.00574864j -2.09302e-17+0.00322313j 4.48772e-16-0.000117993j -3.45001e-16-0.00467645j -2.22777e-17+0.00276227j -1.46658e-15-0.00431669j -7.78767e-17-0.00279433j -2.9726e-17+0.00258083j 2.84965e-17-0.00998397j 9.49116e-17+0.00529639j -5.10363e-17-0.0152668j 1.32965e-16-0.0153831j -6.95403e-17+0.00735431j -2.79101e-16-0.00903248j 1.33005e-15-0.00113405j 1.26491e-15+0.00722511j -1.09915e-14+0.00727843j -2.35352e-16-0.00553303j 2.29619e-17+0.00238664j -3.72026e-17-0.00371524j 5.18516e-16+0.0115448j -3.83141e-16-0.0110238j 1.39287e-16-0.00163825j 5.38213e-16+0.0190716j 6.2711e-17+0.00984955j 3.67413e-16+0.00834548j -1.32584e-16-0.010652j -2.08697e-15-0.0171422j -6.3967e-17-0.00713032j -6.21438e-17+0.00382745j -2.17581e-16-0.00595786j -1.05602e-16-0.000646921j 3.86641e-16+0.00907536j 1.03917e-16+0.0130276j 4.39158e-17-0.00087492j 4.35569e-16+0.00752428j 1.93114e-16-0.000492246j 1.03071e-16-0.0138437j 1.00163e-16+0.00802042j 2.38235e-16+0.0039391j -1.1827e-18-0.00631007j -4.25624e-16-0.0087929j -2.25683e-16-0.005809j -3.13207e-17-0.0046768j -2.66761e-16-0.0188069j -2.71796e-16-0.014521j 5.44605e-17+0.00484955j 
8.59837e-17-0.0164715j -1.3619e-16+0.0127118j 2.61339e-17-0.00510226j 1.43274e-16-0.0158975j -3.77553e-16+0.0169457j 1.54072e-16-0.01255j 4.51739e-17-0.00208499j 4.61778e-17-0.00976606j 3.09582e-17+0.013329j 5.95109e-18-0.00762894j 1.78601e-16-0.00219634j -2.09939e-16+0.0133522j -3.05292e-17+0.00744754j -8.43798e-17+0.0047631j 1.4457e-17-0.00103162j 7.3229e-17-0.0115029j 4.56119e-17-0.00335532j 4.86987e-17-0.00583178j -3.82174e-17+0.00187577j -5.98077e-17-0.00673501j 1.12088e-16+0.0128068j 2.77067e-17-0.0127677j -1.07154e-16+0.00391291j 1.68517e-16-0.011827j 1.91545e-17-0.00670833j -6.41755e-17+0.010045j 2.49955e-16-0.000514804j -3.92243e-17+0.0125416j 3.0138e-16+0.006896j -5.45879e-16-0.010199j -1.93797e-15-0.00560838j -1.50322e-16+0.00464214j -4.51812e-17-0.00997467j 1.50977e-16-0.0069151j -1.47128e-16-0.006752j -1.53021e-16+0.0185054j -9.26605e-17+0.00303935j 1.52657e-16-0.00333454j 5.2795e-17+0.00517211j 1.947e-15-0.00274031j 1.56437e-15+0.0112102j 2.39492e-14-0.0157479j -1.15908e-16-0.00410752j 1.84677e-17-0.000533107j 3.47837e-17+0.012986j -1.86326e-16+0.0200365j -3.2466e-17-0.000508336j -1.45558e-17+0.0137445j 2.7422e-18+0.0180861j 5.17219e-17-0.00366531j -5.23993e-17-0.0022638j -1.32161e-16+0.0110316j -1.52596e-15-0.0173473j 1.01051e-16-0.0056833j 5.3167e-17-0.000812628j 1.79019e-17-0.00423791j -2.03287e-16-0.0215506j -7.65912e-17+0.0116781j -1.72218e-17-0.0107534j 6.59417e-17-0.00607551j -1.53045e-16-0.00124442j -1.60381e-17-0.00210201j -1.79468e-16+0.00617783j 3.85027e-17+0.00479013j -1.69813e-16+0.0228574j -2.02951e-17-0.00243619j 2.0677e-16-0.0148061j 6.29317e-17-0.00727888j -1.44701e-16+0.0154757j 7.16185e-17-0.0110464j 1.48713e-16-0.0177585j 1.18299e-16-0.0119716j 
-9.91612e-17+0.000813573j 2.22606e-16+0.00503043j -1.79575e-16-0.00535157j -1.71812e-16-0.000791466j 2.60217e-16-0.00359959j -2.29945e-16+0.00176372j 2.25713e-18+0.00400996j -2.50319e-16-0.0101549j 1.93726e-16+0.00689514j -2.95373e-17-0.000924585j -8.50097e-17+0.00916917j 1.59477e-16-0.0124264j 1.27669e-16-0.00336886j 5.80784e-17-0.00805917j -7.78539e-17-0.000861344j -1.72076e-16+0.00426368j 1.9745e-17+0.00416565j -3.21283e-17+0.00219113j -7.9945e-17-0.00269532j 9.13121e-17+0.00744108j 1.04828e-16+0.00656798j -2.15286e-16+0.00724461j 1.91193e-17+0.000736669j -1.1768e-16+0.00978909j -1.31107e-16+0.000427605j 2.95862e-16+0.00157063j 3.65586e-16+0.00743438j -9.50075e-17-0.00383106j 7.6377e-16+0.00309478j -4.88609e-16-0.00589325j 4.43662e-16+0.00202538j 8.55769e-17-0.0070741j -4.20762e-17+0.00383449j -8.68823e-17-0.0030575j -3.18917e-16+0.000620959j 9.33355e-17-0.00989686j 1.44052e-16-0.000938356j -2.31647e-16-0.00146398j -3.31751e-16-0.0131118j 2.02244e-15+0.00807901j 1.61071e-15-0.000980177j 1.74849e-16-0.000268085j 1.16674e-16+0.00398408j -3.56e-17-6.00094e-05j 2.1192e-17-0.00922026j 3.15599e-16-0.00451219j 8.20037e-17+0.00265811j 1.01157e-16-0.00915538j 2.41845e-16+0.00311126j -1.42135e-16+0.00450859j -8.93359e-17-0.00155619j 9.48267e-17-0.00550792j -3.8566e-16-0.0015323j -2.2189e-17+0.00319978j -7.82666e-17+0.00102557j 8.14309e-17+0.00441033j -1.76494e-16+0.00460303j 1.87182e-16-0.00411414j -1.98991e-16-0.00351663j -1.96356e-17+0.00868704j 1.92997e-18-0.00759642j 1.12404e-16+0.0072284j 1.97151e-16-0.009944j 1.30778e-16+0.0101117j 3.80774e-16-0.000160678j -4.26204e-17-0.00199483j -1.44636e-16+0.00681028j -1.66461e-16-0.00351742j 2.89605e-16+0.00298412j -1.01874e-16+0.000253587j -1.23408e-16+0.000745505j -1.73978e-16-0.00331306j 
-3.81645e-16+0.0120758j 6.90352e-16-0.0211826j -2.99978e-16+0.00944374j -9.75117e-17+0.00587301j 5.04386e-16-0.0101857j -6.01443e-16+0.0185519j -1.02491e-16+0.00162046j 1.44602e-17+0.0044173j -8.61632e-18+0.00151028j -1.72716e-16+0.00183203j -3.69794e-16+0.00843149j -2.71998e-17-3.88459e-05j 2.31833e-16-0.00111031j 1.11705e-17+0.00152573j 5.70617e-17+0.000203527j -2.92419e-19+0.00112282j -1.47291e-16+0.00616795j 1.28915e-16-0.00135731j -3.04935e-17+0.00125759j -2.08154e-18-0.00456122j 2.02489e-16-0.0078929j -3.68688e-16+0.0117489j -3.44014e-16+0.00235103j -3.29496e-16+0.00609413j -3.52264e-17+0.000634058j 2.62702e-16-0.00892767j -2.0663e-16+0.00676033j 4.87362e-16-0.0105642j -2.05985e-17-0.0107017j 3.14145e-16+0.00191239j 2.93491e-15+0.00875893j 7.70331e-17+0.00401526j 7.00176e-17-0.00588802j -2.07398e-16+0.00957954j 2.02686e-16+0.0114765j 5.24762e-16-0.00862982j 3.51821e-16-0.00781481j -7.28138e-16+0.0103577j 1.38031e-16+0.00424183j 1.88353e-15+0.0103336j 1.83864e-15-0.00216249j -8.06316e-15+0.00510654j -2.04535e-17-8.47317e-05j -9.24703e-17+0.00323618j 1.55974e-16-0.00199193j 3.41051e-16-0.0178779j 2.26228e-16-0.00858131j 2.95892e-16-0.00841029j 1.37648e-16-0.00832924j -3.1068e-16+0.00411454j 1.15765e-16-0.0115039j 3.17743e-16-0.00978576j 8.16308e-17-0.000957078j -1.40681e-16+0.00621836j -9.99963e-17+0.0025293j -3.15037e-17+0.00414655j -2.12638e-16+0.0069282j -2.22988e-16+0.00757529j -5.05963e-16+0.0137184j -1.97025e-16+0.00572893j -9.46672e-17-0.00205818j 1.36762e-17-0.00519413j 4.33259e-16-0.00993427j -1.21723e-16+0.00036739j 3.65414e-16-0.00922298j 1.39866e-16-0.00496761j -3.02222e-16+0.0103966j -1.75966e-16+0.00941849j 6.13157e-16-0.0183759j 2.03932e-16-0.00467921j -2.74666e-16+0.00922974j -6.1727e-16+0.0201415j 
-2.55072e-17+0.0126328j 1.09943e-16-0.0153851j -1.71346e-17+0.00120335j 4.44062e-17+0.00134553j 9.03155e-17-0.00614476j -5.89133e-17+0.0137241j -2.2312e-17+0.00696015j 3.41986e-17+0.00444892j 4.34151e-17-0.0118752j -1.01674e-16+0.00757323j 8.71161e-17-0.0119937j -1.35282e-16+0.0075481j 8.60198e-17-0.00652199j -3.4907e-17+0.000449046j 3.6436e-17-0.00700155j 6.60321e-17+0.00312635j 2.73488e-17-0.000451832j 9.17605e-17-0.00699145j 6.68634e-17-0.00338638j -7.91771e-17+0.00550218j 1.32618e-16-0.0220019j 1.23356e-16-0.00233416j -3.06614e-16+0.00706974j 5.78299e-17-5.6388e-05j -6.53004e-18-0.00164747j -1.16812e-17-0.00434092j -2.39548e-16-0.000379534j 2.07258e-18-0.00971897j -6.502e-16-0.00731188j 6.21606e-16+0.0182293j 1.8559e-16-0.000320668j 3.23544e-17-5.64667e-05j 4.30921e-17+0.0100659j -1.60152e-17-0.00207983j 3.65953e-16+0.00802807j 2.23125e-16-0.00471932j 1.011e-16-0.0128565j 3.8596e-18+0.00077559j 1.05792e-16+0.00738464j -2.15151e-15-0.00534819j -1.78377e-15-0.00301047j -1.49875e-14+0.00986421j -1.31817e-17-0.00204872j 1.11552e-16+0.00551738j -2.82832e-17-0.00804421j -7.17674e-18+0.00768162j -6.85042e-17-0.00668256j -9.57238e-17-0.0018773j -8.43151e-17-0.00995756j -2.0879e-17-0.000702268j -2.96697e-17-0.000147134j 2.19692e-18-0.0045268j -1.8179e-16-0.00245012j 4.01982e-17-0.00650992j 1.1238e-17-0.000925944j 5.67916e-17+0.00397521j 8.5497e-17+0.00607067j -6.42451e-17-0.00200767j -5.3543e-17+0.0197127j 9.38426e-17-0.00366387j -2.52384e-17+0.0138455j 2.01496e-17-0.00210085j -1.51602e-17+0.0013053j -9.55871e-18-0.00292814j 1.43546e-17-0.00860118j 2.13383e-17-0.00295196j 2.87403e-18+0.00790625j 1.80202e-17+0.00380262j 3.84246e-17-0.00668155j 5.94854e-17-0.00197116j -3.66813e-17+0.0105269j -7.60111e-17+0.0141418j 
-7.14865e-17+0.0131492j 1.60033e-16-0.00440858j 9.04032e-18-0.00189339j -5.18644e-17+0.018345j 7.32788e-17-0.00379753j -9.52893e-18-0.00440352j 5.02231e-18-8.27344e-05j 5.87798e-18+0.0143277j 7.15632e-17-0.00934123j -7.68842e-17-0.00195647j 1.0936e-16-0.00777687j -1.30176e-16+0.00259851j 5.01669e-18-0.00187241j -7.95664e-17+0.0108164j 7.19378e-17-0.00666027j 9.73364e-17-0.00259126j -8.47488e-18-0.0127634j 3.95838e-17+0.0041166j 5.64862e-19-0.00696664j -1.24133e-16-0.0208823j 1.97846e-16-0.00543804j 5.30809e-17-0.00772842j -4.18465e-17+0.001243j 7.88222e-17-0.0118678j 4.97554e-17+0.00142738j 7.90831e-18+0.0033701j -1.29461e-16-0.00289773j -4.41883e-17-0.00265539j -3.42327e-16-0.00165854j 3.52805e-16+0.00803819j 2.90738e-15+0.008006j 1.32494e-16+0.00196335j -3.52552e-17-0.000364003j -5.75547e-17+0.00900599j 6.14089e-16+0.00620525j 9.38489e-17+0.0184798j -1.59051e-16+0.00596953j -4.47195e-17+0.0105898j 3.91959e-16+0.0178099j -1.47173e-15-0.00319198j -1.15212e-15-0.00233557j 3.70443e-15-0.00245663j 2.16789e-16+0.00758737j -9.42071e-17+0.000519197j 6.62223e-17+0.00323466j -8.03386e-17-0.00679533j 1.02574e-16+0.00234709j -1.23616e-16-0.00169134j -8.73129e-17-0.0241287j 1.37004e-16-0.00317884j 2.78473e-17+0.00222905j 4.09781e-17+0.0124116j 4.95514e-16+0.00445248j -8.28418e-18+0.00174562j 7.0289e-17-0.00403935j -5.05562e-17-0.000492935j -4.02392e-18+0.00297756j -1.20398e-16-0.00454254j 9.24449e-18+0.0065588j 1.03001e-16+0.00487869j -1.19785e-16+0.00596484j -3.94102e-17+0.000345768j -1.48386e-16+0.0144436j 2.53202e-17-0.0114555j -2.50452e-17-0.0101694j 7.88197e-18+0.00912147j -1.06551e-17+0.0038238j 2.27479e-17+0.0078221j 3.32734e-17-0.00518671j -1.98261e-17+0.0157903j -1.21299e-16+0.0158839j -1.28467e-16+0.00482314j 
-1.0841e-14+0.0136888j 4.09119e-15-0.00532799j 5.67752e-15-0.00710682j -6.7083e-15+0.00809401j 8.39417e-16-0.000936549j 2.92045e-16-6.8129e-05j -2.49819e-15+0.00323963j 1.24929e-15-0.00178725j -1.42282e-15+0.00202355j -1.55642e-15+0.00196885j 3.18399e-15-0.00399243j -2.25063e-15+0.00306057j -7.06558e-15+0.00904493j -4.68418e-15+0.00584892j 5.81317e-15-0.00732543j 3.74317e-15-0.00476139j -2.96391e-15+0.00406426j -3.31478e-15+0.00402157j 5.93128e-15-0.00739484j 5.07744e-17+0.00018596j 5.89142e-15-0.00754222j 8.1283e-16-0.000915172j -2.48793e-16+0.000388787j 4.11651e-15-0.00510945j 4.2674e-15-0.00551979j -1.62583e-15+0.00199376j -1.35762e-15+0.00192985j -7.51004e-16+0.00060133j -4.78111e-15+0.00666499j 1.9807e-15-0.00287385j -1.71992e-15+0.00336822j 2.11185e-15-0.00244344j 2.31798e-15-0.00306017j -3.04459e-15+0.00364874j 4.18154e-15-0.00575637j -2.28188e-15+0.00256077j -2.45083e-15+0.00275562j 4.56181e-15-0.00578569j -1.09614e-15+0.0012719j -4.69947e-15+0.00703724j 4.55901e-15-0.00497018j 8.83261e-15-0.00385041j -2.6097e-15+0.00315146j -3.36668e-15+0.00436386j 1.64282e-15-0.0020495j -2.00109e-15+0.00281233j -1.56706e-15+0.00182865j -8.57209e-16+0.00120085j 3.96347e-15-0.00463403j 9.12733e-15-0.0116366j 1.02e-14-0.0133419j -1.07925e-15+0.00109352j -1.03746e-15+0.00122251j -4.41027e-15+0.00553034j 4.09232e-15-0.00510695j -8.65965e-15+0.0111764j 1.27901e-15-0.00185084j -6.19315e-15+0.00815472j 2.94994e-15-0.00368735j 4.84465e-16-0.000872795j -3.22482e-15+0.00413j -4.34874e-15+0.00535874j -1.11558e-14+0.0139259j -7.93189e-16+0.00118899j -5.19866e-15+0.00689532j 1.79455e-15-0.00258906j -6.072e-15+0.00768641j -1.85509e-15+0.00232437j -1.45762e-15+0.00186242j -2.93673e-15+0.00322834j -1.16361e-14+0.0145023j -6.44138e-15+0.00834129j 
9.4384e-17-0.00114276j 6.97318e-17-0.0051278j -2.44909e-16-0.00495542j 3.18582e-17-0.0147236j -1.99287e-17+0.011389j -1.73087e-16+0.00434404j 6.74596e-17+0.00428763j -2.07946e-16-0.00942156j 1.9458e-16+0.0105648j -7.03037e-17-0.000161581j 2.61517e-17-0.00946179j 1.10728e-16+0.0178985j 1.58292e-16+0.0141822j 1.13863e-16+0.00427507j -1.93012e-16-0.00513453j -1.76569e-16-0.00854002j 1.49951e-17+0.00970452j 7.59666e-17-0.00812317j -1.4231e-16-0.000981796j -2.29046e-17+0.00644208j 1.37378e-16-0.00882496j -1.19872e-16-0.0076495j -9.43342e-17+0.00544098j -7.99681e-17-0.00986049j -1.77115e-16-0.0117409j 1.32164e-16+0.00184852j 9.93846e-17+0.00118261j 9.58906e-17+0.00593094j 6.16555e-16+0.0059324j -5.3919e-16-0.00257925j -2.41126e-15-0.0070765j -2.61628e-16+0.00512318j -1.0705e-16-0.00735578j -6.82807e-17-0.00676098j -7.1326e-16-0.00924542j 1.66142e-16+0.00568741j 7.7174e-17-0.0075427j 2.05033e-16-0.0147487j -7.75284e-17+0.00445149j 1.37566e-15+0.00101561j 1.11333e-15+0.00409825j 1.20346e-14-0.00810483j -2.13496e-16-0.00816121j 2.19879e-16+0.00770916j 5.30964e-17+0.00662527j 3.70358e-16+0.0227777j -5.40913e-17-0.00584788j 2.05278e-16+0.0144758j 2.23542e-16+0.0171625j -3.0474e-16-0.0138806j -2.75335e-16-0.0192589j 4.79124e-17-0.000421459j -1.48749e-15-0.0138177j 8.63191e-17-0.0046268j -1.07647e-16-0.00212888j 2.45414e-16+0.00913341j -4.63145e-16-0.0184956j 2.24238e-16+0.0196071j -2.93311e-16-0.00277644j -8.73612e-17-0.0144626j 7.67801e-17+0.00549771j 1.81975e-16-0.00470253j 2.95026e-16+0.00931034j 1.25583e-16+0.0061426j 3.59634e-16+0.0244888j -5.22732e-17-0.0127922j 2.90572e-17-0.0019185j -7.47238e-17-0.00245273j 2.24963e-16+0.00981103j 1.74112e-17-0.0179149j 1.22977e-16-0.00466547j 1.07542e-17+0.00682072j 
2.61197e-16-0.00433215j -1.32316e-16-0.00552319j -3.81108e-17+0.0137858j 4.0158e-16+0.00151002j -1.18327e-16-0.00777027j 6.93053e-17+0.00622603j 2.99633e-17-0.00520817j 7.11905e-17+0.0125251j 6.05741e-17-0.013545j -9.08101e-17+0.00447685j 2.05319e-16+0.00184765j -2.97619e-16-0.00420906j 2.39571e-17-0.0111011j 3.17494e-17-0.00378366j -3.29859e-17+0.00853958j 1.30594e-16+0.00568468j -2.42223e-17-0.00323572j 1.97017e-16-0.00171735j -1.53461e-16+0.00995264j -1.85489e-16-0.000310161j -2.21691e-17-0.00246691j 3.01724e-16+0.00547672j 1.14691e-16-0.00479651j 3.19371e-18+0.00776895j 1.0215e-16+0.00821171j -1.74463e-16-0.00730181j -1.87025e-16-0.00523416j 2.94985e-16-0.00634104j -1.05399e-15-0.0149829j 6.72051e-16+0.0094411j 6.01753e-16+0.000282575j -2.03069e-16+0.00436115j -4.15692e-17+0.00478665j 1.74917e-16+0.00494638j 6.9596e-16+0.0105503j 1.12588e-16-0.00935604j 1.4722e-16-0.00187175j 7.48964e-18+0.00952333j 7.95376e-17+0.00256768j -2.12249e-15-0.00714143j -2.00879e-15-0.00172734j -1.8747e-14+0.0123806j 1.99104e-16-0.00457391j 8.31609e-17-0.00643784j -1.29569e-16-0.00132749j -6.28296e-16-0.0118007j 4.4599e-17-0.00324378j -3.44014e-16-0.0038746j -3.8058e-16-0.0076581j 3.51118e-17+0.012638j -6.47094e-17+0.0148064j 3.86258e-17-0.00544354j 1.04042e-15+0.00911662j 2.15426e-16-0.00229655j -2.1553e-17+0.00463436j 6.47535e-17-0.0113538j 4.06109e-16+0.0121749j -6.05375e-17-0.0113274j 3.00503e-17+0.0112113j 3.54823e-16+0.000458602j -2.14436e-16+0.0013863j 1.02096e-16-0.00695527j -2.17927e-17-0.0124187j 4.28087e-19-0.0086148j -2.16112e-16-0.0204576j 8.24424e-17+0.00508248j 2.75124e-16-0.00318333j 1.68507e-16+0.00349184j -2.00048e-16-0.013453j 2.76517e-16+0.00260041j 3.50024e-16-0.00443338j 1.54208e-16+0.00111262j 
