3.00183e-17-0.0382433j 1.33289e-17+0.0738574j 1.16027e-17-0.0311427j -1.26802e-17-0.0113399j -2.00496e-16+0.0158113j -1.74169e-17-0.0397914j 2.26869e-17+0.00197384j -1.0398e-17-0.00696056j 4.13144e-17+0.00683552j 1.74801e-16-0.0180212j 1.69449e-17-0.0070919j 7.74642e-17-0.0461815j -1.06155e-16-0.00596157j 5.38833e-17-0.026882j 2.38164e-17+0.00726753j 2.18532e-17+0.0106297j 2.83119e-17-0.011211j -3.66069e-17+0.00674409j -9.07918e-17+0.00600716j 5.16522e-17-0.00193856j 4.37486e-17+0.0437001j -1.61627e-16-0.020141j 8.78183e-16-0.0190876j -9.22374e-17-0.00412593j -1.34206e-17+0.00163865j 1.88563e-16+0.0315528j 4.11146e-16-0.00479285j -5.01366e-16+0.00760242j 1.05306e-15+0.013575j -8.29958e-16-0.0111976j -6.33793e-15-0.0169946j -3.30578e-16-0.00480525j 8.21699e-20+0.0203296j -1.0547e-16-0.0192025j -8.74649e-16-0.0140155j -2.21839e-16+0.0210742j -1.28297e-16+0.0259571j 7.38138e-16-0.0321355j -4.93196e-16-0.0147445j -3.48351e-15-0.0171489j -2.84009e-15+0.00434019j 3.0343e-14-0.0198894j 3.64071e-17+0.000349419j -2.15698e-17-0.0190636j 1.72194e-16-0.00427024j 9.89694e-18+0.0187815j 4.16329e-16+0.0309852j 9.92196e-17+0.00689683j 7.19715e-17+0.00679251j 7.51889e-17+0.00823249j 1.19428e-16+0.0224637j 1.73741e-16+0.0223056j 1.18921e-15+0.011856j -3.52714e-17-0.0127813j 4.96341e-17+0.00206184j -1.26769e-16-0.00896559j -1.63057e-16-0.010469j 4.85142e-17-0.0505464j -1.04022e-16-0.042955j -1.98218e-16+0.00163071j -2.07201e-16-0.0295961j -5.9802e-17+0.00851608j -1.80661e-17-0.0106323j 2.14931e-18+0.0101428j -6.50688e-18+0.0059933j 2.67639e-18+0.0125178j 2.05436e-18-0.00628366j -8.07419e-17-0.0229317j -2.27095e-17+0.0528381j -4.07095e-17+0.0206169j 4.31783e-17-0.0291103j -7.69358e-17-0.068982j 
-1.65626e-16+0.000461339j -3.94259e-15+0.00959941j 5.1783e-15-0.0126448j 2.20023e-15-0.00553771j -2.16166e-16+0.000624723j 1.87973e-16-0.000364481j -3.42214e-15+0.00842156j 3.06564e-15-0.00757319j -3.97994e-16+0.00112539j -2.39778e-16+0.000573698j 2.64793e-15-0.00648111j 3.20758e-15-0.00766968j 1.89734e-15-0.00444926j 2.9848e-15-0.00726834j 3.1136e-15-0.00759565j 1.24221e-15-0.00299352j 9.89186e-17-2.98373e-05j 2.0337e-15-0.00501355j 3.20816e-16-0.00079163j -1.24288e-15+0.00314378j 3.17907e-17-4.00479e-05j 2.71059e-15-0.00670823j -4.84284e-16+0.00129813j 3.23207e-17-5.98176e-05j 2.61877e-15-0.00654989j -4.93448e-15+0.0123001j -1.72961e-15+0.00493429j 2.58164e-15-0.00688319j 1.27253e-15-0.00295327j -8.33565e-16+0.0022442j 3.69478e-17-0.00114548j 8.02033e-16-0.00193051j -3.49848e-15+0.00853247j 1.86935e-15-0.0047506j -1.693e-15+0.00447425j -1.09369e-15+0.00281562j 2.61156e-16-0.000819785j 3.44224e-15-0.00809054j 1.69664e-16-0.000534581j -5.30756e-17+0.00106484j 1.58285e-16+0.000232351j 1.04786e-14-0.00545214j 9.46857e-16-0.0025692j 1.30547e-15-0.00288987j 4.38051e-15-0.0106128j -6.51882e-15+0.0163297j -1.16912e-15+0.00278165j 4.2903e-17-7.9758e-05j 1.02759e-15-0.00238521j -1.32165e-15+0.00305505j 6.19575e-16-0.00175326j -9.16097e-16+0.00211002j 2.58996e-15-0.00841856j 2.27801e-15-0.00559896j 6.59731e-16-0.00156409j -1.89667e-15+0.00483056j 1.05899e-15-0.00289515j 3.91563e-15-0.00935496j -1.67551e-16+0.000448422j -9.65877e-16+0.00224441j -3.97975e-16+0.000999214j -2.44254e-15+0.00586791j 1.47116e-15-0.00356175j -3.87666e-15+0.00951384j -7.99623e-16+0.0022282j 8.57379e-16-0.00226555j -2.7654e-15+0.00675271j 2.51506e-15-0.00619124j -5.46014e-15+0.0133917j -7.59947e-18-0.000215977j -1.32883e-16+0.000262762j 3.0766e-15-0.00744429j 
9.82235e-18-0.000299131j -1.01934e-17+0.00224131j 3.15019e-17+0.00287859j 5.72198e-17+0.00615893j 5.85665e-17-0.00285995j -5.03185e-17-0.00874483j -3.47564e-17-0.00486747j 2.80456e-17+0.00760638j -1.11339e-17-0.0107107j -3.75913e-17+0.00338737j 1.60315e-17-0.00107849j 3.93653e-17+0.00177436j 1.32781e-16-0.00905811j 6.07757e-17+0.00601818j 3.93543e-17-0.00227166j 4.09061e-18-0.0122711j -3.23562e-17-0.0126031j 4.87519e-17-0.000599639j -6.77029e-17+0.00552649j -5.2805e-17-0.0142374j 2.14484e-17+0.00470848j 1.02154e-17-0.00607531j 1.3828e-16-0.00297583j -8.38148e-17-0.00294055j 6.28672e-17+0.000931075j -6.3827e-17+0.0097087j -5.77428e-17-0.00306855j 3.8717e-16-0.00260633j -8.05795e-16-0.0130199j 5.23975e-16+0.000961655j 2.73319e-15+0.00751652j 1.77165e-17+0.00306703j -1.29808e-16-0.00136009j 1.35966e-17+0.0108907j 8.20106e-16+0.0123893j 1.46154e-16+0.00987611j -3.60178e-17+0.0104412j -1.60668e-16+0.0159012j 3.90947e-16+0.0111193j -2.26481e-16-0.00106936j -2.39865e-16+0.000424278j 3.95419e-15-0.00261573j 5.62995e-17-0.00127811j -2.19119e-17-0.0116504j 1.02128e-16-0.000991869j -2.97436e-17+0.0020636j 4.32392e-17+0.00079893j -4.16428e-17-1.57791e-05j -6.10839e-17-0.0145989j -2.98756e-18+0.0108037j 9.45447e-17+0.0144765j 5.69849e-17+0.00862853j -1.98858e-16-0.00301949j 2.94517e-17+0.0001681j 7.1584e-18-0.00230398j -8.58352e-17-0.0105755j 9.81147e-18+0.00360165j 4.38379e-17-0.00647549j 9.72098e-18+0.00565332j 6.23224e-17+0.00728859j 6.79641e-17+0.00849312j 1.14987e-17+0.00410828j 1.03381e-16+0.00357592j -6.06662e-17-0.00584067j 1.68523e-17-0.0123229j 3.29661e-17+0.0107961j -4.52401e-17-0.00685481j 3.37539e-17-0.000184243j -4.31582e-17-0.00389695j 3.35344e-17+0.00949956j 3.50778e-17+0.00133217j 1.42504e-17-0.00404463j 
-9.80282e-17+0.0150976j 1.30765e-16-0.0291841j -4.75818e-17+0.0059815j -4.75806e-18-0.00671374j 1.10362e-16-0.00487687j -5.07851e-17+0.0200958j -2.37553e-17+0.00607532j 2.09903e-17-0.0151015j 6.85036e-17+0.00527407j -1.82621e-16+0.00972766j -5.90835e-18+0.00645487j -1.56671e-16+0.0201037j 1.30878e-16-0.000881058j -9.23641e-17+0.00513803j 4.34396e-17-0.00876956j 4.60365e-17-0.00591904j 2.8179e-17+0.0093765j 3.93643e-17-0.00822068j 6.90689e-17-0.00605684j -5.19529e-17+0.014762j 1.29159e-16-0.0180488j -2.88788e-17+0.0100415j -6.84705e-16+0.0158787j 5.65337e-17+0.00909238j -1.69817e-17-0.00539742j 5.80242e-17-0.00949532j 1.74677e-16+0.00996652j -1.07861e-17-0.00499424j 8.92021e-17-0.00211283j -5.07911e-18+0.00152635j 1.9291e-15+0.00556566j 2.92655e-16-0.00538725j 4.37218e-17-0.00394754j 7.3887e-17-0.00126941j 1.13037e-16+0.00612495j 1.72575e-16-0.0180056j 2.0139e-16-0.0187683j -4.85199e-16+0.0105042j -4.08014e-17-0.00568209j 3.75677e-15+0.013186j 3.03962e-15+0.0011098j -1.057e-14+0.00686526j -1.6286e-17-0.000200048j 4.27022e-17+0.0108365j -3.82082e-17-0.00798911j 3.32497e-17+0.00567832j -2.01745e-16-0.0154199j -2.44169e-17-0.00663264j 4.00404e-17+0.00943286j -1.02463e-16-0.000755449j -1.06797e-16-0.0115973j -1.02173e-16-0.0151908j -1.86139e-15-0.0194191j 2.10008e-17+0.00259665j -3.70494e-18-0.00114366j 1.08515e-16+0.00889309j -2.96097e-17+0.00195958j -7.8069e-17+0.0254294j -7.50122e-17+0.0198398j 1.03321e-16+0.0029962j -2.44403e-17+0.0143438j -1.33255e-17+0.00451504j -2.82779e-17-0.00223363j 4.18495e-18+0.0098934j 6.89878e-17+0.00681925j -1.25827e-17-0.0117482j 8.25456e-18+0.00493442j -5.83297e-18+0.00213374j 1.08153e-16-0.0149442j 4.08744e-17-0.018471j -9.47444e-17+0.00863814j -8.79751e-17+0.0285151j 
1.7073e-16+0.0071968j -8.12875e-17-0.0067827j 5.44688e-17+0.00553686j 2.3394e-16+0.0117004j -3.2186e-17-0.0069628j 4.53321e-17+0.00380118j -1.63109e-17-0.00170142j 2.02511e-16+0.0112728j -1.40349e-16-0.00857415j 7.89278e-18+0.000899619j -3.01733e-17-0.000531107j -8.60414e-17-0.00379281j -4.65052e-17-0.00254578j 4.29407e-17+0.00128989j 1.2589e-17+0.00275732j 1.39886e-16+0.00880026j -6.10757e-17-0.00237123j 1.02314e-16+0.0048408j -5.45853e-17-0.0023223j -1.17447e-16-0.00286381j -1.43353e-16-0.00624017j 1.25927e-16+0.00446294j -5.23763e-18-0.00184731j -2.16157e-17+0.00134119j 1.05573e-16+0.00653368j -1.51353e-16-0.00841439j -3.03616e-16-0.00342563j -4.61793e-17-0.00291293j -2.46568e-16-0.000792841j 4.0293e-16+0.00764774j 8.81847e-16+0.00208805j 3.95312e-17-0.000555538j 7.39992e-17+0.0034273j 6.80442e-17+0.00373282j 1.40643e-16+0.00139403j 1.73867e-17-0.00315232j 1.30557e-17-0.000707491j 1.27341e-17+0.00416889j 1.25066e-16+0.00229707j -2.11348e-15-0.00365747j -1.77499e-15-0.00461032j -1.28736e-14+0.00857631j 2.45516e-16+0.00451792j -1.96779e-18+0.00221343j -4.23485e-17+0.000118399j -3.42473e-16-0.0153699j 7.14835e-17+0.000717837j -1.60625e-16-0.00539039j -3.27175e-16-0.0116032j 1.05525e-17-0.000679114j 3.0603e-17+0.00370353j 5.74005e-17-0.0015074j 1.45353e-15+0.012945j 4.8314e-17+0.00244199j -8.64197e-18+0.000841779j 4.38042e-18-0.000869952j 3.25876e-16+0.0101531j -1.22691e-16-0.00601347j 1.07881e-16+0.00515999j 7.14246e-17+0.00113556j -1.79739e-17-0.000197162j -2.87562e-17-0.00307084j 4.62234e-17+0.000928624j -1.48125e-16-0.00901116j -2.26364e-16-0.0128434j 8.81786e-17+0.0041311j 9.66441e-17+0.0043287j 1.42192e-16+0.00668212j -1.50239e-16-0.0102147j 1.82748e-16+0.00876482j 1.81829e-16+0.00870717j 8.16693e-17+0.00566842j 
-7.48364e-17+0.0229176j 2.21222e-16-0.0171138j -1.01573e-17-0.0041212j -3.83122e-17+0.0112477j 2.04519e-16-0.0108813j -1.05373e-16+0.0158747j -4.56816e-17+0.0112587j -8.8887e-18+0.0109829j 8.95999e-17-0.0147737j -9.35591e-17+0.00600023j 1.28e-16-0.0164384j -1.35132e-16+0.00196426j 1.35989e-16-0.00858459j -4.65953e-17+0.0024203j 8.58578e-17-0.0133994j 4.86522e-17+0.000558654j 7.97605e-17-0.00475534j 1.20819e-16-0.00652372j 9.54988e-17-0.0061621j -6.72884e-17-0.00763299j 2.42752e-16-0.0250421j 1.39864e-16-0.00624772j -3.15973e-16+0.00674036j 1.06442e-16-0.0053752j -2.76667e-17-0.00420708j 9.00875e-17+0.00206111j -1.4359e-16+0.00264036j -8.20392e-17-0.017956j -8.95412e-16-0.0131378j 8.86533e-16+0.0225057j 2.5741e-15+0.00628124j 9.9114e-17+0.00249874j -1.81222e-17+0.0112666j -6.16035e-17+0.00466605j 9.29505e-16+0.0165561j 2.75862e-16+0.00556105j 3.06996e-17-0.0100969j 1.23875e-18+0.00372611j 2.94853e-16+0.0185467j -1.9542e-15-0.00263486j -1.67322e-15-0.00531046j -8.66306e-15+0.00565186j -5.38991e-18+0.000381611j 5.13822e-17+0.00417813j -2.60701e-18-0.0113835j 5.30702e-17+0.00483451j -1.0729e-17-0.00513802j -1.3246e-16-0.00481798j -8.92576e-17-0.0276872j 1.01665e-17-1.19871e-07j -6.33332e-17-0.00519344j -1.85574e-17+0.00106505j -1.74292e-16-0.00254274j 5.34465e-17-0.00550064j 3.18085e-17-0.00294919j 6.54789e-17+0.00786607j 3.59398e-17+0.00764232j -5.76008e-17-0.00831071j -8.20931e-17+0.0247127j 1.18641e-16+0.00182997j -6.95913e-17+0.0139553j 1.24257e-17-0.00126807j -3.41217e-17+0.00384244j 1.68994e-17-0.0042637j 8.67997e-17-0.0157153j 4.74562e-18-0.000540078j -6.17449e-17+0.0174948j -4.532e-18+0.00809844j 9.26378e-17-0.00708158j 7.92711e-19+0.0062792j -1.3401e-16+0.0218514j -1.55505e-16+0.0172765j 
-2.06657e-16-0.00249205j -7.50101e-17-0.00967076j 8.90084e-17+0.00787977j -2.03827e-16-0.00574255j 9.40392e-17+0.00660541j -1.36843e-16-0.00330588j -1.00848e-16-0.00561493j -1.5028e-16-0.00210646j 2.39288e-17-0.0015273j 3.71225e-18+0.00397518j 2.40725e-17-0.00196925j 3.8186e-16+0.0239868j 1.02206e-16+0.00334318j 1.23392e-16+0.01161j -8.59118e-18-0.000637258j -1.84795e-16-0.00900581j -7.86579e-17-0.00308332j -8.78194e-17-0.00360473j 2.76743e-17-0.000165666j 9.27255e-17+0.0015118j 4.58778e-17-0.00522037j -9.35546e-17-0.00379006j -1.04918e-16+0.00640566j -3.9678e-17-0.00511132j -1.19182e-17-0.000892689j -1.55562e-16-0.0042043j -3.16444e-16-0.00504391j 5.50934e-16+0.010125j -6.39949e-17+0.0026624j -1.40621e-16-0.00043858j -5.98526e-16-0.0015248j -2.14807e-17+0.000989705j -1.35943e-16-0.00772338j -5.32591e-17-0.000762614j -2.82823e-16-0.00383756j 4.81249e-17+0.00264818j -1.28172e-17-0.00272072j -6.48087e-17+0.00826575j 1.17477e-16+0.00408366j -2.57754e-18-0.00334608j 2.66806e-16+0.00441502j -1.44576e-15+0.000946829j -1.03438e-16-0.00204359j 5.72728e-17+0.00299859j 1.83023e-16+0.0089689j 3.68709e-16+0.0100016j -2.09861e-16-0.00690507j 2.34475e-16+0.00776025j 4.27897e-16+0.0103383j -6.76024e-17-0.00422196j 1.87051e-16+0.00435918j 1.63398e-17+0.00167693j -1.06545e-15-0.00890955j -5.98944e-17-0.00146166j -2.88445e-17-0.00198636j -1.57005e-16-0.00544482j -2.64338e-16-0.00635867j 3.01082e-16+0.0178601j -4.1803e-17+0.0044158j -1.265e-16-0.00639547j 3.20289e-16+0.0134943j 5.82297e-17-0.00112134j 1.74001e-16+0.0117506j -8.94189e-18-0.00487581j 2.48862e-16+0.00900825j -8.30168e-18+1.48155e-05j -3.16848e-16-0.014257j -9.47179e-17-0.000346762j 1.34146e-17-0.0053824j -1.80588e-16-0.00831472j -1.99351e-16-0.00442413j 2.98979e-17+0.00747002j 
4.54063e-18-0.00161984j 9.05262e-18+0.0139528j 2.74354e-17-0.021502j -4.98723e-17-0.00721314j -1.45302e-16+0.0149931j -4.04858e-17-0.0100324j -1.65628e-17+0.0111701j -5.47715e-17-0.0240019j 6.20916e-17+0.0269104j 6.79698e-17-0.0165047j 6.1046e-17+0.00299031j 1.149e-16+0.00610976j 1.43121e-17+0.00431259j 8.2196e-18+0.00295796j -2.32137e-17-0.0140364j -1.18826e-17-1.94645e-05j -2.02126e-17-0.00713268j -1.77711e-18-0.00205897j -1.19321e-16-0.021299j -5.17867e-17-0.00866321j 2.0823e-16+0.0133167j -3.15533e-16-0.011261j -5.36912e-16+0.0200078j 2.37694e-16-0.0113006j -7.20468e-17-0.00695943j 2.3715e-16+0.0109544j 6.47421e-16+0.0130773j -6.73763e-16+0.00904097j 1.8671e-15+0.0261153j -1.18848e-15-0.00943032j -3.46168e-16+8.53453e-06j 2.66673e-16-0.0103042j 5.25294e-17-0.00266885j 1.23098e-16-0.0180027j -4.63645e-16-0.00798477j -6.29484e-17+0.0232763j -1.48084e-16-0.00633261j -3.07254e-17-0.000617225j -8.17243e-17-0.00252739j 4.40596e-15+0.00520362j 3.76094e-15+0.0134441j 3.12354e-14-0.0205752j 3.70968e-16+0.0156868j -6.65025e-17+0.014584j 1.47697e-16+0.00453732j 1.80697e-16+0.0142302j -3.42433e-17+0.0024548j 1.10476e-17-0.00250409j 1.48696e-16+0.0130381j -1.29794e-17-0.00911703j 2.73048e-17-0.010797j -8.35132e-17+0.0142137j -2.61146e-15-0.0267226j 1.01808e-17-0.00371571j 1.07898e-17-0.0029473j 2.17227e-17+0.00970426j -3.86458e-16-0.0203213j 6.53366e-17+0.0116177j 5.39784e-17-0.00844815j 7.76507e-17+0.00939861j 3.62194e-19-0.00818371j 2.6478e-18+0.00905587j 3.05336e-18+0.00715211j 5.08935e-18+0.0159883j 7.03186e-17+0.0293627j -4.69977e-18-0.00452686j -6.90656e-17+0.00110463j -4.43746e-17-0.00673779j -6.38105e-18+0.0213869j -5.71398e-17-0.00533794j -4.8111e-17-0.00291856j -5.31074e-18-0.00847614j 
-1.95429e-16-0.0209132j 2.09642e-17+0.00283276j -3.6572e-17+0.00869491j -2.98814e-17-0.027995j 3.98713e-17+0.00173171j -5.08026e-17+0.00343937j -1.53836e-17-0.00270288j -2.41266e-17-0.0202137j 6.0859e-17+0.00472826j -1.41501e-16+0.00833426j -6.38627e-17+0.0147249j -4.9333e-17+0.0036488j 1.28673e-16-0.0140348j -4.09742e-17-0.0105569j 4.2619e-17+0.00484329j -1.15717e-17-0.0122434j -3.14783e-17+0.00440522j -6.97249e-17-0.0134805j 2.08746e-17+0.0170308j 2.27691e-17+0.0178264j 3.40486e-17+0.0122848j -1.4305e-16+0.00662527j -9.09022e-17+0.00254335j -1.34594e-16+0.0193704j -3.06397e-18-0.00215235j 4.12664e-17+0.00552795j 3.49876e-16+0.00607238j 5.14988e-16-0.00263384j -6.60232e-16-0.0171822j 1.6428e-16-0.00949165j -6.04126e-16-0.00160061j -2.43856e-17-0.000677086j -2.83407e-17-0.000591236j 6.18055e-17-0.00389238j 4.84069e-16+0.0127046j 2.37664e-16-0.020872j 2.35776e-16-0.00550201j -4.35383e-16+0.010556j -1.15343e-16-0.0152874j 3.66261e-15+0.00646664j 3.02935e-15+0.00844689j -3.04674e-15+0.00193381j -3.10571e-16-0.0137931j 8.20995e-17-0.0126848j 4.04324e-17-0.0095054j 6.39374e-17+0.016677j -1.7911e-16-0.0092581j 8.60544e-17-0.00134351j 1.67673e-16+0.0240992j -6.15419e-17+0.0242856j 1.13098e-16+0.0150379j -1.11238e-17-0.0128253j -2.30034e-15-0.0231306j -5.18306e-17-0.00518925j 4.50651e-18+0.00499753j -9.76718e-17-0.0129983j -1.05517e-16-0.000591448j 1.13285e-18+0.00426042j -5.31329e-17+0.00687587j 6.42308e-17+0.00532153j -4.13554e-17+0.00413265j -3.83736e-17+0.00510801j 1.83365e-18-0.0260321j 8.67289e-18+0.016444j 7.97808e-17+0.00156508j -2.30376e-18-0.00443637j -3.02299e-17-0.0145555j -6.70491e-17-0.0135127j 7.68891e-17-0.000465805j 1.50256e-17-0.021491j -7.75369e-17-0.0262447j -6.52807e-17-0.00668366j 
-9.71401e-18+0.0057628j 4.66031e-17-0.0144119j -2.20944e-17+0.00126627j 9.07307e-17-0.00992033j 5.97021e-18-4.55626e-05j -5.8758e-17+0.0140088j -1.24507e-17+0.00366066j 7.99257e-17-0.00827761j -4.23567e-17+0.0066365j -1.20064e-16+0.00661345j -2.97292e-17-0.000436407j -4.31764e-17+0.00878637j -5.73906e-17+0.00959065j 2.1325e-17-5.04269e-05j -1.24091e-18-0.00270103j 5.15675e-17-0.00862674j -8.89603e-17+0.0161694j 4.78492e-17-0.0062492j 6.30436e-18+0.00432608j -7.86463e-17+0.0121934j 2.85714e-17-0.0111636j 7.49387e-18+0.00490884j -5.90182e-17+0.000592701j -6.74285e-17+0.00283764j 4.63212e-17-0.00981847j -7.95507e-18-0.00193008j 1.0036e-16+0.00499013j 5.85514e-17-0.0033608j 2.15018e-17-0.0050559j 2.43176e-17-0.00438941j -1.93622e-16-0.000688737j -9.57906e-17+0.0042215j 1.30398e-17-0.00692364j -5.33118e-17+0.00220923j -1.60975e-16-0.00103039j 1.13511e-16-0.0115005j 1.01404e-16-0.0072555j 1.78517e-16-0.00939386j -5.60195e-17-0.00212473j 2.38079e-15+0.0105845j 1.96084e-15-0.00198553j 1.00295e-15-0.000734775j -2.61425e-16-0.0102881j 1.28394e-16+0.00280021j -8.46137e-18-0.00311109j -2.18487e-17+0.0102634j -9.41484e-17-0.00797419j 3.80597e-17+0.00563431j -4.41934e-17+0.0110711j -9.70817e-17-0.00563197j -2.77511e-17-0.0201828j -6.38035e-18-0.0117323j -7.91336e-16-0.00848035j 2.86483e-18+0.00214495j -1.14166e-17-0.000701442j 5.35375e-17+0.0103695j -5.32903e-17-0.00594344j -8.09634e-17+0.0172713j -5.60312e-17+0.00281507j -2.5762e-17-0.0077261j -5.7577e-19+0.00460918j -1.583e-17-0.00190395j 4.89356e-17-0.00148069j -7.58209e-17+0.00869001j -3.5912e-17+0.0115762j 6.04186e-17-0.013544j -1.55565e-18+0.00545127j 2.73484e-17+0.00012026j 2.08793e-17-0.0020766j 1.20995e-16-0.0169501j 1.7748e-17+0.00166463j -3.08738e-17+0.0152667j 
4.51214e-17-0.00149103j -2.63347e-17+0.0041067j 8.48798e-18-0.0117549j 3.03576e-17-0.0113594j -4.52528e-17+0.00433957j -4.38531e-17+0.0171763j -3.74432e-17+0.013725j 2.98862e-17-0.00662804j -2.2694e-17+0.0195269j 1.29171e-16-0.0120458j -2.87307e-17-0.0036786j 1.08473e-16-0.0139964j -6.5486e-17+0.0103684j 8.84696e-17-0.0144566j -2.3472e-17-0.00019267j -3.07055e-17+0.0152006j 4.62801e-17+0.0163693j 6.11327e-17-0.00535001j 1.45957e-17-0.00331762j 4.56573e-17+0.00447914j -2.04125e-17-0.00215718j -5.50638e-17+0.00104077j -1.13802e-16+0.00216635j 7.31778e-17-0.00220788j -1.07519e-16-0.00718381j 1.36802e-16-0.00192243j 2.28377e-16+0.0100474j -4.6537e-16-0.00739641j 8.2255e-16+0.00694504j -3.88919e-16+0.00161235j -2.96227e-15-0.00875073j -1.94001e-16+0.00509783j 5.74636e-17+0.00288576j 4.463e-18-0.0130164j -4.81075e-16-0.00559023j -2.63985e-17+0.00108966j 1.73062e-17-0.0145288j 4.42141e-16-0.0269089j -2.96068e-16-0.00185187j 1.159e-15+0.00216664j 1.02445e-15+0.0024809j 1.01805e-14-0.00671066j -2.09998e-16-0.00303761j 1.09305e-16+0.0121703j 6.42542e-18+0.000367619j 7.93507e-18+0.00056159j -1.62193e-17-0.000322185j 1.04222e-16+0.00176329j 3.23854e-17+0.00981971j -1.42888e-16-0.00950056j -1.53494e-16-0.0295722j -6.0432e-17-0.0059133j -2.12019e-16-0.00244816j 4.07539e-17-0.00547881j -4.13294e-17+0.00516436j 1.26489e-16+0.0171128j -1.64551e-16-0.0122329j 6.37814e-17-0.0022007j -6.93259e-17-0.00548448j -1.2686e-16-0.00797126j -1.27815e-16-0.0211763j -4.6819e-17-0.0120618j 9.85703e-17-0.0152837j -4.80395e-17+0.0128652j 4.69888e-17+0.0150658j 4.34554e-18-0.0177076j -3.16154e-17+0.01898j 5.24015e-18+0.00123237j 6.2307e-18+0.0139867j 2.09177e-17-0.0136538j 3.60053e-17-0.00433706j 2.9285e-17-0.000170295j 
-2.16355e-15+0.0248177j 1.88194e-15-0.0201689j -2.41983e-16+0.00193457j -1.60144e-15+0.0168848j 3.41376e-16-0.00329571j 9.95375e-16-0.00947482j 7.5807e-16-0.00727772j 6.19562e-17-0.00120097j 1.36313e-15-0.0139656j -2.01838e-15+0.0199402j 6.45486e-16-0.00675225j -2.47954e-15+0.025719j -1.31059e-15+0.0148834j -2.09602e-15+0.0216449j 7.88504e-16-0.00884179j 1.64397e-15-0.0174594j -3.03022e-16+0.0044597j -1.05091e-15+0.0111926j 9.08028e-16-0.00931567j -1.46465e-15+0.0163688j 2.00487e-15-0.0221454j -1.11061e-17+0.00239607j 2.04499e-16-0.00183236j 2.40955e-16-0.00321876j 4.46267e-16-0.00417085j 3.14659e-16-0.00530841j 6.22745e-16-0.00943708j -1.25446e-15+0.0129705j -6.3002e-16+0.0121439j 1.34283e-16-0.00555209j 9.50598e-16+0.00520155j 1.21086e-15-0.0103493j 6.17145e-16-0.0072708j -1.2266e-15+0.0116896j 5.04607e-16-0.0175158j 8.05808e-16-0.0118156j -1.00832e-15+0.0107415j -1.79132e-16+0.000762707j 4.1622e-16-0.00602257j -1.57753e-15+0.00824115j 3.31399e-16-0.0140594j -1.18063e-14+0.00727714j -2.03785e-16+0.00319803j -2.43797e-16+0.00301267j 2.08617e-16-0.00324915j -7.92038e-16+0.00997067j -4.13462e-17+0.000531725j -5.59825e-16+0.0061027j 1.75907e-16-0.0013269j 1.92238e-15-0.021683j 2.38874e-17-0.00312567j 2.44793e-16-0.00334425j 5.44661e-18+0.00960152j -1.27198e-15+0.0140833j 1.22497e-15-0.0131392j -6.52208e-16+0.0093266j -5.39103e-16+0.00703272j -2.37153e-15+0.0260079j 2.85877e-16-0.00426172j 5.28204e-16-0.00722217j -2.56763e-15+0.0302289j -1.52002e-15+0.0172341j -3.84596e-15+0.041099j 9.37293e-16-0.0091844j -6.04789e-16+0.00738063j -4.19592e-16+0.00326881j 5.95062e-16-0.00498841j -1.63742e-16+0.00192847j 9.85242e-16-0.0101319j -8.00354e-16+0.00772716j -2.49131e-15+0.0272348j -1.92604e-15+0.0215258j 
