-0.184388+0.0713621j 0.128743-0.115915j 0.224163-0.227854j -0.0599242+0.120247j 0.199494-0.195417j 0.255252-0.251308j -0.0603457+0.0644085j 0.444744-0.373871j -0.180955+0.0294345j 0.0247925+0.0926925j -0.488134+0.262936j -0.239042+0.230925j 0.04858-0.14947j -0.132983-0.0769077j 0.0324378+0.0707188j 0.142321+0.200076j -0.14476+0.177291j -0.475895+0.106113j -0.408388+0.0902295j -0.0340202+0.0989415j 0.0623329-0.384842j 0.259826-0.905877j 0.295166+0.079613j -0.21276-0.57349j -0.00596253-0.222904j 0.338211+0.932023j 0.116534-0.937084j -0.700942-1.57224j -0.129976+0.423664j -3.13408-0.187004j 0.0443441-0.753125j -0.256745-0.50092j -0.0632171+3.4172j -0.0518741+1.5151j -0.378584+6.71846j -0.585047-1.3712j 0.316515-2.93303j 0.900171-8.27381j 0.564129-4.9186j 1.23061-11.6661j 0.112415-0.712281j -1.54772+13.5636j -0.727357+6.38641j -1.32549+10.458j -1.02315+8.7671j -0.14995+0.453765j 1.09554-8.83869j 0.77463-6.63108j 2.50623-17.7636j 1.45947-11.2331j 1.05195-7.60716j -1.18497+7.3869j 0.501402-3.2189j -1.37191+8.30051j 1.39463-9.98504j 1.02738-5.39881j -2.2113+15.6903j -0.231966-0.627906j 1.04674-11.1725j 0.380568-3.32166j -0.281413+9.21281j 0.219862-3.46441j -0.09451+0.146215j 0.105848-5.36j 0.245784+2.03935j 0.350015-3.10527j 1.4092+0.823817j 1.76245-1.70163j 1.56854-3.13631j 
-0.960761+0.973358j -3.92014+0.153196j -4.58795+5.52562j -18.0217+11.4185j 5.5554+1.4461j 19.9056-9.34473j -15.4825+4.11829j 42.2246-11.8805j -24.53+5.87456j -13.1758+2.44532j -8.67654+4.51121j -14.9617+3.80212j 42.5296-4.50886j 35.3304-0.389085j -5.59136+0.680687j -36.8837-0.655481j 36.418+4.59534j 10.8787+2.39583j 4.80951+3.11871j 9.33171+4.03525j -22.2028-5.00627j -31.2745-12.431j -1.10341+3.1712j -13.9036-8.55967j -2.91448+1.30374j 8.42206+11.1973j -0.975724-4.9194j 1.27979-0.587492j -7.32645+1.51869j 0.629289+0.517236j 24.2717-2.987j 13.6241+0.885465j -97.0454+22.4458j -41.7346+9.87751j -204.591+42.8209j 17.9056-8.801j 93.466-17.8827j 272.485-55.5424j 154.317-30.3006j 383.193-68.729j 30.4147-4.39571j -443.158+83.8316j -214.395+41.0096j -344.811+60.1767j -282.269+49.0896j -10.4741-1.02995j 289.411-50.5382j 226.377-42.9144j 575.805-99.3774j 366.38-64.1765j 241.308-40.6766j -234.046+40.0729j 93.3025-15.2566j -264.308+44.3216j 317.919-52.3507j 141.339-24.305j -476.887+76.2774j 17.6666-2.30984j 347.286-53.8814j 91.9065-13.2444j -289.006+42.3249j 107.839-16.1962j -14.9615+3.64819j 178.323-23.5928j -51.0866+5.47601j 104.623-12.0926j 16.8421-4.72018j 29.4819-5.03815j 6.05439-0.278943j 
1.02257-0.521962j 2.39641-0.174537j 2.93487-3.14075j 12.1303-7.6318j -3.67168-0.181618j -12.0939+6.43557j 10.1701-2.48631j -28.7166+7.79023j 16.607-4.40985j 8.82137+0.984075j 5.25224-2.97897j 10.0787-2.91555j -27.3065+2.27118j -22.5752+0.836964j 4.42732+0.0936835j 23.183+1.33015j -23.948-2.09747j -6.5838-1.24106j -3.14796-1.92437j -5.28792-1.73212j 14.8595+2.44031j 20.1261+7.26414j 1.22778-1.49825j 9.04946+4.99811j 1.8195-0.792498j -5.63772-6.65249j 0.608303+3.07386j -1.22728+0.279349j 4.36204-1.43336j -0.465243-0.245354j -16.1508+0.674831j -9.39529-1.31221j 61.4697-9.68438j 26.5643-4.72322j 133.164-17.5498j -11.753+4.84419j -62.016+6.51213j -175.965+21.3921j -100.353+11.9702j -246.305+28.3416j -20.305+3.23958j 286.474-31.7763j 138.344-15.8151j 222.523-24.2577j 183.552-17.6422j 6.57047+0.13578j -187.372+18.9573j -146.38+15.406j -373.379+37.2634j -237.195+25.3989j -156.823+12.8933j 150.796-16.1459j -59.6067+4.39099j 172.052-16.7451j -204.996+19.3097j -91.5113+9.78218j 308.034-25.5645j -11.5285+0.422855j -224.355+18.6578j -59.326+3.9811j 186.722-13.3517j -69.4401+5.57683j 9.89714-2.41006j -115.256+6.54257j 32.4814-0.75099j -67.2591+2.68021j -10.9945+2.47822j -18.6821+1.86583j -3.7603-0.169657j 
-1.60037+1.56366j -4.68928-0.597634j -5.16983+7.34981j -22.8466+13.3553j 6.09262+1.76371j 22.3865-10.9182j -19.0161+4.43231j 50.4327-14.239j -29.969+6.53205j -15.6953+0.936032j -10.8159+5.30634j -17.5212+3.31843j 49.9306-5.14134j 41.8885-1.18039j -8.52402-0.777071j -42.7417-0.988921j 43.8254+4.25499j 13.0235+4.05199j 5.33896+4.31347j 11.0101+4.7407j -25.9081-5.70432j -36.2225-14.625j -1.25555+3.66941j -16.6757-10.7303j -4.27616+1.59215j 10.6148+13.3217j -1.25978-6.11345j 1.4915-1.04249j -8.17535+1.76697j 0.700037+0.761563j 28.8004-4.25107j 16.1348+0.65455j -114.131+28.2575j -47.0839+12.9985j -239.96+55.3205j 21.1601-10.2764j 110.429-23.1991j 318.066-69.6434j 180.786-38.4702j 447.651-89.6476j 35.9639-6.72596j -519.65+107.085j -250.954+53.4851j -402.13+77.7827j -329.849+63.9599j -10.965-1.51458j 339.138-66.5422j 263.316-53.1507j 675.1-129.261j 428.349-81.376j 284.233-51.3799j -274.592+51.3018j 106.89-21.9967j -309.987+56.4616j 371.803-67.8962j 166.376-32.8623j -558.604+97.6549j 20.2786-3.51991j 407.653-69.7044j 107.515-18.1584j -338.414+55.164j 126.66-21.0891j -17.2792+4.06713j 208.669-31.5205j -59.8206+7.68455j 122.069-16.2165j 19.9936-5.48818j 34.608-6.27647j 7.09714-0.478833j 
1.82456-1.50342j 6.49084+0.582399j 6.35653-9.46111j 27.5449-17.7825j -9.02009-2.62848j -29.1672+14.4723j 24.4581-4.92088j -64.1182+18.9605j 36.2071-8.42673j 18.5945-0.959271j 13.1176-6.82794j 23.0866-4.49746j -65.2017+6.71054j -52.4779+1.71299j 9.90859+0.405872j 54.4835+0.896528j -54.2746-6.09064j -15.47-4.33585j -6.4866-5.2655j -15.4219-6.08477j 32.7104+7.46922j 46.4527+18.4348j 1.23735-4.40012j 21.024+12.935j 5.22479-1.83879j -12.7715-16.6754j 1.32581+7.91895j -1.88669+1.37326j 10.9335-2.47828j -0.83317-0.945365j -35.8462+4.99961j -19.6551-0.159015j 144.597-32.1381j 61.3309-13.9984j 302.707-63.9556j -27.9562+10.2843j -142.011+27.2106j -404.361+80.5261j -229.11+44.9201j -565.604+104.39j -44.7978+7.65226j 657.113-123.27j 318.233-62.6091j 512.567-93.5152j 420.204-74.6616j 14.6413+2.00621j -430.744+75.0448j -333.993+62.8101j -855.474+149.316j -542.983+94.4114j -360.129+59.5641j 348.416-60.2893j -138.282+23.5304j 393.166-64.6831j -472.737+77.8169j -210.908+37.3779j 708.622-114.495j -26.4182+3.64941j -517.073+80.6369j -135.518+19.8248j 428.673-63.2217j -160.709+24.1514j 21.9904-5.50296j -264.694+35.3037j 76.2901-8.33723j -155.075+18.1516j -25.0865+6.42831j -44.0107+7.25485j -9.05704+0.514764j 
-0.959905+0.291705j -1.28048-0.373484j -2.15185+2.96831j -7.26428+4.07781j 2.74513-0.119274j 6.99632-3.21856j -6.03174+1.49776j 15.9399-3.72376j -8.43858+2.33705j -5.664+0.940705j -2.26128+1.2188j -6.89249+1.47525j 15.8585-1.16357j 13.9853-1.39694j -2.23936-0.23853j -13.0194+0.00569861j 13.5444+1.8418j 3.8001+0.147018j 0.984915+0.821031j 3.7822+1.1846j -7.96366-1.5519j -11.1248-4.94008j -0.0194089+0.651467j -4.85915-3.34734j -1.61721+0.617724j 3.42121+4.71611j -0.0510406-2.04506j 0.594427-0.722198j -2.28643+0.525222j -0.170144+0.201256j 9.42296+0.133074j 6.02566+0.320634j -34.944+3.83992j -15.8867+2.67013j -73.5678+7.57982j 6.83798-1.60058j 34.1111-2.81016j 98.0869-11.0794j 56.561-6.65555j 137.689-12.3658j 10.1907-0.32517j -163.019+15.203j -76.2455+8.39552j -125.529+9.85065j -102.574+8.88375j -2.08119+0.618118j 104.137-8.30329j 81.7771-6.62492j 209.622-17.1597j 134.611-10.5426j 87.5783-5.24369j -84.9865+7.33304j 33.1137-1.93803j -96.5635+6.86043j 115.594-8.73955j 52.2815-3.26142j -173.563+11.4614j 6.22308-0.301613j 127.062-7.96038j 33.3189-1.45495j -104.08+6.66513j 39.7596-2.23281j -5.33623+1.28037j 64.9505-2.87328j -18.4128+0.887897j 37.5541-0.957904j 6.02811-0.720074j 11.115-0.540963j 2.39983-0.0320393j 
0.24895-0.0207743j 0.026326+0.048616j 0.546466-0.247592j 0.394937-0.197275j -0.881617+0.0908468j -0.626976+0.758545j 0.297182+0.415241j -1.39684+0.298431j 2.04316+1.09727j 0.375918+0.444336j 0.293227+0.928094j 2.07427-0.282363j -2.62629+0.719821j -1.2292+0.47975j -0.137787-0.818823j 1.29455-0.911711j -1.95934+0.935162j -0.212093+0.597723j 0.475839-0.080517j 0.00905482-0.510301j 1.45578-0.146456j 1.74176-0.864205j 0.356553-0.720468j 1.20989-0.255822j 0.270256-0.601932j -0.423025+0.24432j -0.192278+0.364076j 0.137592+0.467941j 0.287119+0.760603j 0.351569-0.187792j -2.08338-2.62198j -0.970786-1.37961j 3.27899+9.45281j 1.48841+3.6722j 10.8838+18.923j -1.85004-3.4156j -4.88118-8.76677j -12.268-25.6881j -7.38697-15.0932j -17.6885-35.3409j -1.07092-2.80862j 18.7037+39.4018j 9.22695+20.7149j 14.4377+30.4384j 12.9937+25.9289j 2.60766+0.272438j -12.863-25.8824j -9.94187-20.8853j -23.6738-52.2826j -16.0824-33.5898j -10.3476-21.6674j 10.2489+20.4571j -4.63018-9.68117j 11.5686+23.7868j -13.075-28.1376j -6.35606-13.9253j 20.7721+43.3893j -0.657992-1.3671j -14.0564-31.072j -3.6884-7.83905j 11.5055+25.9215j -4.65407-9.60894j 0.22929+0.842187j -6.78557-16.6333j 2.29251+5.11327j -4.34254-10.1374j -0.742298-1.49557j -1.7945-2.6948j -0.27492-0.300566j 
-1.56634+0.664097j -3.30029-1.09032j -4.33624+5.22455j -16.6052+9.90007j 4.72991+0.89019j 17.1513-8.87308j -14.5235+3.68196j 39.3519-12.3718j -22.0433+4.37197j -12.1692+0.386753j -6.50627+3.41642j -13.1784+2.9911j 38.9522-4.98843j 32.6662-0.609329j -5.54339-0.174934j -32.5475-0.140103j 33.7402+3.44036j 9.11386+2.44483j 3.33463+3.33025j 9.22182+3.88892j -20.4973-4.41489j -27.9769-11.2063j -0.978062+2.22676j -13.0793-8.01286j -2.97006+0.67515j 7.78675+10.0588j -0.934299-5.01721j 1.32929-0.631484j -6.26375+2.2819j 0.684811+0.553826j 21.7144-3.85141j 12.9647-0.24921j -87.5832+21.7355j -37.4256+9.60898j -185.484+41.8701j 16.0289-7.10353j 85.8819-14.7771j 244.74-50.9685j 138.947-30.3016j 342.662-67.5673j 27.6963-4.68248j -400.174+80.0319j -194.331+39.8116j -309.558+58.0404j -254.34+47.5962j -8.76707-1.71816j 261.524-51.4671j 204.497-40.8977j 520.156-95.4968j 329.707-61.9123j 217.994-38.6943j -211.525+38.8209j 83.5013-15.8708j -239.103+41.4039j 286.023-50.856j 129.044-24.3418j -430.132+73.9588j 15.7727-1.96682j 313.939-52.6463j 82.0341-13.0112j -260.531+40.9807j 97.3549-16.0638j -13.3886+3.77212j 160.505-23.3156j -46.175+5.52467j 94.2372-12.3586j 15.4607-4.07637j 26.3299-4.80864j 5.4215-0.276997j 
0.935243-1.41572j 5.07528-0.427612j 4.96105-6.76663j 22.2774-14.0154j -7.69947-1.97877j -22.0928+11.175j 18.433-4.14112j -50.9542+14.7182j 29.0868-6.6899j 16.2142-0.255097j 11.4053-5.28691j 17.2001-3.99882j -51.1688+5.34589j -42.4991+1.76027j 7.35768+0.0182756j 43.0072+1.20211j -43.7988-5.08875j -12.8667-3.79051j -4.4315-4.47234j -11.6182-4.72477j 25.5738+5.82818j 37.8625+14.6682j 0.377512-3.9373j 16.6427+10.2195j 4.79849-1.63758j -10.3676-13.5255j 1.0941+5.94899j -1.38824+1.39838j 9.22835-2.03768j -0.74656-0.975169j -29.4345+5.00957j -15.5221-1.81727j 115.196-33.8127j 47.8291-15.3459j 243.6-67.4182j -22.9803+11.704j -113.711+27.0002j -322.566+82.9223j -182.86+47.338j -453.462+112.458j -35.6605+7.91123j 527.305-132.479j 253.555-66.0043j 406.712-98.0768j 334.583-77.4985j 11.2537+1.1474j -344.305+82.1059j -267.466+66.8738j -684.853+160.265j -434.206+101.139j -287.405+64.1025j 278.563-62.934j -110.146+25.1932j 313.589-70.3778j -378.029+84.3512j -169.184+41.9996j 566.359-124.842j -20.2812+3.73734j -413.018+88.2305j -108.824+23.1118j 342.173-70.2311j -128.441+26.1955j 17.4142-4.42794j -212.143+40.5307j 61.5038-10.5643j -123.659+21.7819j -19.6733+6.26773j -35.4604+7.51724j -7.14659+0.914446j 
-1.05757+0.653941j -4.18571-0.276165j -4.82332+6.28826j -19.0703+11.8565j 6.61696+1.88178j 20.2246-9.10367j -16.3039+2.56536j 44.6513-13.5454j -25.4603+5.31801j -12.7896+1.21733j -8.80064+3.85436j -14.8055+2.75021j 42.3982-4.64223j 36.7548-2.10006j -6.12614+0.890606j -37.3127-1.38841j 37.8028+5.32127j 10.0562+2.76831j 4.32495+3.61815j 9.43695+3.52067j -22.5226-5.05279j -31.6488-13.299j -0.503493+3.17096j -14.115-9.04458j -3.17612+0.795555j 8.64337+11.9135j -0.718314-5.45969j 1.58554-1.16253j -7.93915+2.47355j 0.4181+0.670266j 24.1011-3.70502j 13.6535+0.991164j -97.9838+26.8505j -43.918+11.7278j -207.881+52.4893j 18.7526-7.93339j 96.9047-23.2742j 273.009-65.8926j 156.585-36.8365j 385.889-83.8976j 29.5994-5.90614j -447.941+101.36j -216.33+50.9631j -347.428+75.1997j -285.367+61.1384j -10.8291-1.0704j 293.673-62.5175j 228.489-51.7311j 585.031-122.65j 370.558-78.3123j 244.629-49.9697j -236.82+49.9437j 93.7706-18.2842j -267.905+53.1388j 321.778-66.1991j 144.22-31.1908j -482.615+95.5416j 18.0861-3.17813j 352.537-67.7175j 93.0971-17.0327j -292.062+53.6742j 109.435-20.4023j -15.4847+4.04628j 180.811-30.5843j -52.063+7.54998j 105.891-16.7819j 16.8814-4.7747j 29.9391-5.63073j 6.30697-0.606386j 
1.14915-1.39775j 3.94964+0.0484639j 4.9141-7.31276j 21.3636-13.1554j -7.0906-0.0379514j -21.0388+12.1979j 17.7559-4.53958j -47.2272+12.5196j 27.3536-5.85429j 14.7446-1.17211j 8.63097-5.03325j 16.4499-3.33906j -46.8771+4.99777j -39.5832+0.986402j 7.56978-0.639306j 41.1083+1.07589j -39.9851-5.8939j -11.3771-4.26518j -4.34476-4.26574j -10.1377-4.23507j 24.4386+5.6933j 34.3183+14.9279j 0.561338-3.72942j 15.7771+10.0664j 3.75522-1.81277j -9.38331-13.2133j 1.20118+5.91451j -1.0185+1.07635j 8.6487-2.32177j -0.890748-1.07856j -26.8152+6.55709j -16.0658+0.349918j 105.88-39.3691j 44.966-17.2048j 222.883-75.1685j -20.0096+11.7485j -104.047+31.9963j -298.703+95.0923j -170.063+55.792j -418.565+128.19j -33.8576+8.94494j 485.072-151.746j 236.392-75.8363j 377.406-112.338j 309.734-92.9523j 11.9173+1.93378j -316.973+95.2562j -247.338+77.2895j -633.696+184.811j -401.67+117.014j -266.249+75.6455j 256.324-75.2879j -100.89+29.7019j 289.463-81.1071j -349.651+99.2552j -155.829+48.0557j 523.607-146.404j -18.6402+4.86312j -382.232+103.925j -101.164+27.5294j 317.067-84.0176j -118.921+31.4901j 16.2977-4.16454j -195.652+49.0746j 56.2797-13.6548j -115.078+27.3425j -18.3759+6.70564j -32.6833+9.11442j -6.41177+1.27193j 
-0.0997336+0.8146j -1.96209+0.848997j -1.35087+2.28881j -5.41977+4.11827j 1.25079-0.046451j 5.85808-2.43387j -4.90899+2.16274j 13.8325-4.7559j -6.57436+1.6771j -3.47731-0.192493j -2.96508+0.360986j -4.73938+1.59944j 12.1366-1.0864j 10.6824-0.474151j -2.28572-0.121063j -11.7687-1.41539j 10.733+2.03272j 3.2288+1.1621j 1.3786+1.46819j 2.59656+1.34808j -6.85668-2.25283j -9.12642-5.07985j -0.137989+1.73949j -4.26427-3.69471j -0.986005+0.36821j 2.52846+4.51876j -0.129846-2.11174j 0.443605-0.499045j -2.52703+1.13086j 0.255898+0.165021j 7.10279-3.44944j 3.70901+0.73044j -29.7807+20.233j -12.7057+8.65578j -59.8594+42.2752j 5.50564-7.58419j 28.9515-15.5126j 82.1023-53.0381j 45.9452-32.0595j 114.498-72.8564j 7.54166-4.64469j -131.747+84.625j -63.2992+43.9102j -103.918+65.0956j -84.4762+51.321j -3.8058-0.198518j 88.4722-55.6437j 69.1902-43.9586j 174.548-106.817j 111.124-68.3055j 73.4399-44.4052j -70.7162+44.3119j 28.0345-18.274j -79.5038+47.373j 96.3166-57.8233j 42.9616-28.1208j -144.655+86.871j 4.98594-2.88839j 105.197-61.6124j 28.2664-16.3997j -87.7358+51.3306j 32.8205-19.0147j -4.1388+1.16309j 54.2141-31.6281j -15.9474+8.8964j 31.9523-18.1982j 5.05622-2.64202j 9.14943-5.09026j 1.88068-0.755776j 
-0.366184-0.238915j 0.130402+0.273748j -0.0915647-0.813837j 0.788177-1.10519j 0.364037+0.361299j -0.776755-0.0512415j -0.41468-0.399746j -0.373178+1.40973j -0.149368+0.0367115j 0.800258+0.149555j -0.845497-0.288533j 1.57636+0.251254j -1.22295-0.864596j -0.59394+0.630695j -0.15705+0.0569851j 1.24405+0.454708j -0.742849-0.182798j -0.64092-0.493408j 0.255106-0.292489j -0.160269-0.074948j 0.243894+0.481466j 0.939014+0.748304j -0.272462+0.167251j 0.00936194+0.48552j -0.222249-0.519225j -0.412289-0.343773j -0.109709+0.273536j 0.035768-0.42402j 1.33307-0.577122j -0.239122-0.00135703j -0.752882+1.10427j -0.380649-0.260355j 2.24716-4.36116j 1.38286+0.507091j 5.37382-9.32038j -0.508297+1.87539j -3.25283+3.85395j -6.70478+12.0602j -4.61633+7.28536j -11.9263+16.5837j -3.41819+3.76893j 15.1422-19.8835j 6.19555-9.89528j 10.4192-16.2787j 7.4233-12.4772j 0.342011-0.42706j -8.64786+12.9793j -6.9437+11.8549j -16.4575+26.0601j -11.0555+16.1028j -6.86234+10.7164j 7.89788-10.3202j -3.08733+4.34212j 7.53096-11.395j -9.99865+13.9064j -3.53512+6.96571j 14.1741-20.914j -0.104668+0.597293j -10.7854+14.9375j -2.59514+3.93999j 8.58383-12.3427j -3.56687+4.1175j 0.832817-0.501231j -5.5398+8.02274j 1.18136-2.44389j -3.38578+4.20178j -0.434633+0.6684j -0.53156+1.59679j -0.167987+0.000122353j 
0.0131861-0.0347077j -0.0387545+0.483747j -0.968835+0.86274j -6.0451+2.9454j 1.54466-0.189997j 6.00705-1.92677j -6.21782-0.0708437j 13.8819-3.88858j -8.51867+0.674247j -3.40036-0.00531367j -2.24761+1.15375j -4.30448+0.417108j 14.4039-0.810185j 12.4224-0.164904j -2.30773+0.138059j -11.8535+0.534836j 11.7438+0.168155j 4.1235+0.521092j 1.46516+0.237745j 2.88846+0.60561j -6.79375-0.557089j -10.1844-2.54107j -0.333179+0.93465j -4.53996-1.8542j -0.951265+0.449595j 3.19143+2.6318j -0.579893-0.989537j 0.319674-0.0101675j -2.73262-1.39067j -0.0450739+0.179507j 8.09218+4.37115j 3.52776+1.79106j -32.3847-11.8806j -13.0957-4.66267j -65.0184-23.7216j 5.85246+2.79366j 30.2884+12.9352j 87.3813+31.117j 49.6449+18.429j 119.735+44.7642j 10.6958+3.15201j -140.357-51.9688j -68.3067-27.2744j -109.394-39.0659j -89.0832-33.56j -3.77149-0.208178j 93.3468+33.8925j 70.4048+27.5256j 181.342+67.8772j 115.321+43.2689j 75.4635+30.0692j -73.2217-27.9989j 28.2485+12.6352j -83.2928-31.3127j 99.9328+37.8704j 44.1864+18.8569j -149.758-59.5136j 5.09948+1.51484j 109.828+42.2105j 28.7214+12.2122j -90.5056-36.5852j 34.0521+13.1797j -5.40161+0.216545j 55.6413+23.9662j -15.6549-7.88297j 32.2221+14.7834j 5.63858+0.415466j 9.23755+3.2057j 1.81966+0.774895j 
1.14999-2.04412j 4.40193-0.542892j 4.35743-5.40433j 17.2451-10.9513j -5.23304-1.00959j -18.2589+8.94798j 13.7681-2.73892j -38.2291+12.7228j 21.3801-5.65804j 12.5325-0.958161j 7.2794-3.68591j 13.5792-3.46183j -39.69+3.86556j -33.9165+0.264984j 5.58227+0.399345j 33.4723+1.47354j -33.9555-3.55211j -9.41605-3.42218j -3.37285-3.98343j -8.73319-3.30253j 19.964+4.93838j 28.2275+12.7532j 0.947925-3.46388j 12.8946+9.14988j 2.88724-1.40203j -8.08037-11.671j 1.3078+4.88228j -1.19739+0.888653j 6.32836-1.5755j -0.772362-0.855377j -21.3704+6.2945j -11.4795-0.353637j 87.0181-39.0823j 36.8178-17.6325j 186.595-74.4716j -14.9793+12.4965j -86.8399+33.8544j -245.978+97.4877j -139.312+54.7017j -345.419+129.468j -26.4159+10.2243j 401.139-152.739j 194.738-77.8883j 312.474-114.133j 256.838-94.2041j 8.01259+0.4818j -263.318+96.3608j -205.086+77.2089j -523.055+189.246j -331.76+120.666j -218.718+77.8362j 212.883-76.6599j -83.7016+31.2435j 238.819-83.7536j -288.398+101.06j -129.812+49.9711j 433.483-150.45j -15.4823+4.70305j -316.236+107.086j -83.6151+28.5337j 262.851-87.2831j -98.5025+32.6145j 13.2066-3.3411j -162.329+52.439j 46.3524-14.3422j -95.2661+29.6909j -15.3154+6.59594j -26.9202+9.11358j -5.21412+1.38956j 
-0.198738-0.0303806j 0.0838734-0.136249j 0.00896599+0.219009j -1.17564+2.55566j 0.0847174-0.302471j 1.78255-1.06996j -3.4351+1.20163j 4.73579-2.59185j -2.9724+0.816377j -1.65072-0.929729j -1.29024+0.368003j -1.27484+0.833332j 4.83575-0.476427j 4.02831-0.297132j -0.802578-0.118497j -3.86412-0.377656j 3.6664+1.03018j 0.567406+0.396019j 0.206102+0.651663j 1.01072+0.79944j -2.42965-1.16009j -3.09103-2.68074j -0.0119155+0.417722j -1.48551-1.68391j -0.519177+0.0823745j 0.641793+2.1058j 0.160921-1.14819j 0.309148-0.573695j -0.527839+1.78071j 0.0333604+0.176438j 3.35631-4.06116j 3.22253-0.0813604j -12.6065+17.1404j -4.62367+6.16807j -23.829+31.3655j 2.54305-6.69968j 7.68746-17.3526j 32.2159-40.6496j 17.4167-24.2763j 43.4268-56.7078j 4.53055-4.46644j -50.684+67.4681j -25.3401+34.0533j -40.3504+51.8885j -33.2548+41.0359j -0.913775+0.457947j 32.8898-43.2406j 26.3845-34.4808j 67.7916-84.9195j 41.8418-54.4332j 28.6077-35.516j -27.6668+34.4793j 10.8303-14.3388j -31.007+38.1677j 37.4514-46.04j 17.0075-22.33j -56.6836+70.0847j 2.14572-2.20837j 40.9309-50.0012j 10.9366-13.8244j -34.0234+41.696j 12.6171-15.387j -1.23967+1.04292j 21.3837-25.8095j -6.45401+7.78975j 12.7588-15.1847j 1.60933-1.76619j 3.63276-3.82105j 0.918929-0.807244j 
1.14917-1.47991j 2.87426+0.29903j 2.5282-5.15017j 12.0207-9.2001j -4.14185-1.11353j -11.9532+6.48871j 10.3532-2.53744j -27.8796+9.33752j 16.4208-4.67498j 8.71608-1.3754j 6.29511-3.78336j 10.4449-2.39085j -28.5482+3.23642j -23.3195+0.168529j 3.95613+0.391305j 23.6815+1.24667j -23.6733-3.36558j -5.79967-2.83328j -2.30455-2.02056j -5.73365-2.79417j 14.5104+4.52936j 19.3568+11.2297j 0.767407-2.49702j 9.00299+7.59877j 2.58564-0.823623j -5.11926-9.61882j 0.186784+4.49412j -1.13753+1.64181j 3.33712-2.62589j -0.177125-0.632692j -15.1194+9.08123j -10.7106+2.62179j 62.7541-45.0331j 26.2731-18.5065j 135.254-89.8019j -12.1536+13.3042j -63.8157+37.7934j -178.774+114.337j -100.746+66.7342j -252.131+155.97j -21.4805+11.4269j 291.903-183.198j 140.973-92.1696j 226.99-137.667j 187.767-113.547j 6.58872+0.0349234j -192.745+116.395j -148.667+92.9755j -382.029+228.452j -241.778+145.756j -160.159+94.63j 155.561-92.7674j -61.3181+38.3435j 176.167-102.714j -211.057+123.376j -94.7969+59.6669j 318.198-185.091j -11.0074+6.79208j -231.436+132.452j -61.4812+35.872j 192.258-109.399j -71.6266+40.6386j 8.61209-3.27413j -119.442+66.9752j 34.8661-19.5559j -70.3125+38.5939j -10.5442+5.86353j -20.1106+10.4719j -4.41451+1.95613j 
0.123155+1.02647j -2.28064+0.507534j -1.44022+3.97557j -9.91344+5.34641j 2.68185+1.45177j 9.26412-6.39469j -8.14217+2.40336j 18.9807-7.65945j -11.3638+3.87401j -6.32156+0.342541j -3.91023+1.94691j -7.90086+1.95338j 19.63-2.03398j 16.5339+0.16528j -3.19822+0.30763j -16.7876-0.192322j 16.6529+2.93828j 4.59548+2.18913j 1.76105+3.02089j 4.41467+2.03133j -9.48913-3.0137j -13.6404-8.23426j -0.174303+1.98261j -5.70532-5.93986j -0.850832+0.423804j 3.55464+7.39774j -0.487542-3.57551j 0.919962-0.740093j -3.63653+3.92809j 0.325881+0.361742j 12.1586-8.35895j 7.36794-1.91599j -46.6285+39.0316j -18.3985+16.9525j -94.8667+79.8883j 7.14703-10.9051j 44.4738-33.4222j 126.334-97.9177j 70.3588-57.2279j 180.441-135.029j 13.6537-10.9736j -209.271+159.094j -101.293+80.4846j -162.609+120.48j -134.409+97.8153j -5.7812+0.385634j 137.347-101.832j 105.936-80.8541j 272.91-199.701j 173.352-127.677j 115.013-84.1462j -111.002+80.1776j 43.4355-34.3524j -125.042+88.9157j 151.409-107.358j 68.0378-53.0453j -227.054+163.006j 8.01847-5.01482j 165.824-115.921j 44.2829-31.5133j -137.931+95.914j 51.8233-35.3788j -6.79764+2.38901j 85.7903-59.4718j -24.6723+16.9957j 50.8252-35.0227j 7.90786-5.14776j 13.94-9.24615j 3.08684-1.70929j 
