-0.130971+0.0310587j 0.0809742+0.0187379j -0.0277067-0.382929j -0.111161-0.187067j 0.231513-0.0476285j 0.449675-0.22878j -0.0772197+0.309138j -0.0515236+0.181179j 0.0292268+0.314881j 0.187098+0.649971j 0.427048+0.229346j 0.00726377+0.115399j -1.0644-0.178756j -1.39508+0.0879555j -0.764679+2.16455j -0.174603-0.226886j -0.0236384+0.0822404j 0.395292-0.280932j 0.0886426-0.170722j -0.354969-0.126267j 0.646173+0.0191335j -0.016366-0.0757785j -0.0224361+0.446633j 0.438806-0.118026j 0.141478+0.430828j 0.427809+0.63222j -0.270583-0.0948789j -0.450906-0.141137j -0.276756-0.0932549j -0.653827+0.2315j 0.7107-0.077953j 0.230379-0.177161j -0.490792+0.693187j 0.0473571+0.723124j 0.512574-1.04751j 0.202186-2.76951j 3.80581+0.584731j 0.18131-0.161028j 0.028283-0.225207j 0.408531+0.179975j -0.380891+0.276011j -0.0516902+0.0873734j 0.069096-0.0250408j 0.011672-0.266941j -0.25554-0.309803j -0.327483-0.122938j 0.400478-0.0656744j 0.177086-0.000978073j -0.00178821-0.265049j 0.0309989-0.0404315j -0.210841-0.206405j 0.18337-0.319998j 0.00242479-0.290319j -0.128235-0.387927j 0.204803-0.281738j 0.183054-0.266923j -0.109359-0.144906j -0.108744-0.243686j 0.420308-0.373729j 0.132114+0.439104j 0.168197+0.364903j 0.116933+0.774138j -0.159895+0.120133j -0.327598-0.513267j -0.0105172-0.0649172j -0.353298-0.251321j -0.534328-0.350694j -0.194775-0.0899129j 0.383019+0.23544j -0.742772+0.232065j -0.370854-0.091081j -0.0419559-0.140523j 0.49799-0.420304j 0.169746+0.161824j -0.427458-0.0484034j -0.443906+0.535897j -0.418406+0.125605j 0.0830291+0.134881j 0.330403-0.585773j -0.273997+0.294402j 0.0996135-0.247223j 0.343136+0.485221j -0.205333-0.385499j 0.051299+0.137649j 0.384645+0.192758j -0.0160465-0.0664238j 0.396381+0.216522j 0.172676-0.301122j -0.957005+0.761238j 0.477563-0.335123j -0.505996-2.05241j -0.750262+0.608096j 3.07121+1.0027j 0.267394+1.03766j 1.66828-2.85535j 
0.0799758+0.195277j 0.675654+0.37709j 0.128956+0.355181j -0.696076+0.87716j 0.0973916-1.04313j -0.357871+0.384681j -1.28661+0.900656j -0.815195+0.956045j 0.249047-0.30075j -0.417242-0.658504j 1.42722+0.294603j 0.573534+0.204375j -0.638008-0.0856954j -0.679514-0.949017j -0.52369-0.0179091j -0.00393206+0.0846822j -0.0953385-0.534568j 0.0669515-0.566692j -0.487811+0.60095j -0.857196+1.02294j -1.26157+0.452495j 0.616973+0.0569208j -0.0547803-0.357723j 0.219157-0.552769j 0.0110187+1.21338j -0.0914916+0.690498j -1.14215-1.21632j 1.86312-0.579914j -0.502713+1.35797j -0.203502+0.184439j 0.0501735+0.109274j 0.566442+0.527096j -1.09499-0.175883j 0.0164285+0.172845j 0.778694-0.127548j 0.925119+0.0311819j -0.17045+0.337448j 0.201531-0.172981j -0.0461114-0.136856j -0.337316+0.294092j -0.115327-0.247149j 0.747156-0.946741j 0.346892+0.499309j -0.596363-1.28761j 0.356236+0.415092j -1.09317+0.612019j 0.0716937+0.32052j -0.569152+0.123097j 0.865427+0.695106j 0.170522-0.621752j 0.597157-0.186613j -2.72015+1.20339j -0.286664+1.48526j 0.410141+1.12581j -0.398719-1.48129j -0.164051-0.29629j -0.250128-0.758469j -1.36913+0.159103j -0.221813+0.104952j 0.799213+1.36106j 0.195574+0.112628j -0.010088+0.168054j -0.774952-1.16443j -1.81128+0.207186j -2.47915-0.891327j 0.482868+0.216368j 1.02711-0.910529j -1.51643+2.17274j 1.23024+0.343632j -1.53417-1.54065j 0.833922+0.316864j 0.580019-0.288396j 1.94729-0.880792j -0.729449+0.586862j 0.671103+0.191257j 0.395948-0.770237j -0.370345-0.847151j 0.400681-0.000980296j 0.720338+1.62158j -0.545737+0.300705j 0.35803+0.07021j -0.363421+0.27569j 0.159037-0.141894j -0.0220905-0.248241j -0.437225+0.398204j -0.279359-0.184384j 0.2255+0.485667j -0.19016+0.010089j -0.641769+0.213709j -0.709325+0.339387j 0.264318-0.113104j -0.292917-0.491844j -0.329239+0.558832j -0.226335-0.0576882j 0.0597903+0.305874j 
-0.547631-0.223978j 0.951156+0.509056j -0.0841967-0.0979164j 0.210325+0.0600417j -0.460405-0.492699j 0.275579+0.590931j -0.446453-0.803677j 0.163644+0.233406j 0.224751-0.775453j 0.270921-0.293746j 0.179221+0.359704j 0.509198-0.636234j 0.89206-0.605795j 0.116111-0.119935j 0.80359+0.387545j -0.885866-0.236635j -0.904159-0.634992j 0.393609+0.720688j 0.476959-1.14611j -2.3316+0.529342j 1.83836-0.0914281j -0.136589-0.36617j -0.699938-2.43491j -1.63958+0.222778j -0.96964-0.228653j -3.28156+0.444181j 2.0469+1.15038j 1.75538-0.419828j 3.37232+0.281737j 0.236011-0.714826j -2.34206-0.777772j -0.690713+0.659317j 2.31743-0.497061j -0.206777-0.183865j -1.29117+0.932663j 0.410794-0.242591j 0.739189-0.30361j -0.732924-0.926759j -0.699958+0.0076319j 0.90865+0.705627j -0.608523-0.16327j -1.44136+1.54285j -0.529887-0.756187j -4.74913-0.0990777j 2.19016+0.0898788j -1.71192-0.0891148j 0.928931+0.477007j -5.22268+1.29314j -0.616494+0.286412j 0.980958+0.593939j 0.022623-0.169782j 8.93713-0.370475j 3.03409+1.61492j 6.00512-0.183178j 3.94408-1.11246j 2.03234+0.519449j 1.31686+1.76117j 0.190353-0.293776j 1.00856-1.11136j -6.6832+0.147509j -2.14309+1.01773j -0.746024-0.852718j 0.233063+2.9135j 9.62522+1.42295j -0.122123-0.697692j 6.42987+1.07362j 7.39678-0.282231j 1.36891+0.493936j -4.96061+0.922409j 8.30128+0.117535j 1.71312-0.434894j 0.3874-0.744832j -8.51895-0.663807j -0.777248+0.155082j 3.74836-1.30537j 3.18536+0.203311j 1.70677+0.400344j 1.59093+0.969933j -3.40303+0.63259j 5.11031-0.960013j -1.58862+1.02215j 7.52132+0.678583j -2.51629-0.0260056j 0.40548+0.413758j 3.21607-0.0903986j 4.18542-0.0317338j -0.462297+0.080671j 1.43299-0.328428j 2.17221-0.160541j 2.80033-0.323685j -0.57408+0.325347j -1.02437+0.00488949j -0.508031+0.361664j 0.515499-0.0866034j -0.0844509-0.430875j 
-0.371844-0.19149j -0.349295+0.373524j -0.71571-0.0279415j -0.668481-0.605348j 0.504259+0.238079j -0.384488+0.784738j -0.0210733+0.671211j -6.15172e-05-1.22832j 0.0917977-0.790105j 0.90982+0.29955j -0.0972816+0.79009j 0.755058+0.39139j 0.376043-0.473054j -0.0364889-0.227074j 0.105831+0.131039j -0.274174-0.0806224j -0.393599-0.3252j -1.47087+0.71388j -0.942395-0.393073j -3.54378-0.00102225j 2.17555+1.18577j 0.169851+2.49048j -4.08813-0.22988j 0.0980488+0.607451j -3.18909-0.987694j -2.40833-0.909099j -0.626649+0.268464j 3.52583-1.12648j 1.95908-0.0124753j 2.91742+1.26992j -1.9506-1.382j -1.33449+0.194696j 1.98992-0.335334j 0.430027-0.236354j -0.831304+0.128011j -0.0996502+0.237771j 0.0715815+0.0639945j -0.569449-0.127448j -0.223306+0.000562954j 0.515336+0.562232j -0.335386-0.318135j -2.04707+0.509256j 0.31007-0.434684j -7.36512-0.084868j 1.7199-0.467662j -2.89296-0.0210895j 1.63446+0.620218j -5.94309-1.04515j -1.25354+0.0351606j 2.89174+2.86375j -0.33026-0.290441j 13.666-0.801263j 3.41081+2.12535j 11.0434-1.53097j 5.54525-0.398694j 1.66775+0.581202j 2.65275+0.448392j 0.592763+0.492211j 2.92489-0.0111548j -12.3624-0.448539j -2.58439-0.451053j -2.89196-0.60566j 1.59954+2.3556j 14.6876-0.170545j 1.18208+0.526324j 8.65273+1.34457j 9.12121-0.271439j 3.67108-0.0944453j -5.14148+2.4065j 11.5174+0.920762j 1.80848-0.56927j 1.07187+0.633477j -10.47-3.2317j -0.368649+0.74528j 4.63557-1.20596j 4.27391+0.922913j 4.42108+0.442785j 3.41648+1.69083j -4.53925-0.410474j 6.34163-1.47204j -2.08977+0.797041j 10.1382+1.31305j -4.37023-1.42761j 0.930202-0.596488j 4.87691+0.570774j 4.43902+0.575373j 0.199002+0.948466j 1.16716-0.563572j 2.46933+0.28326j 3.68023+0.608323j -1.14529-0.0600056j -1.15613-0.224268j -0.739633+0.115321j 0.456261-0.000658654j -0.181627-0.242478j 
0.389603+0.394642j 0.38115+0.423208j -0.0610278-0.10813j -0.560211-0.191731j -0.12921-0.030362j -1.29102-0.461046j -0.460364-0.108909j -0.788495-0.0048621j -1.7295-0.830042j 0.0569554+0.0895579j -0.404462+0.559864j 0.0104204-1.47472j -0.602974+1.05829j 0.44579-0.262308j -0.0651576-0.489875j -0.508398+0.404333j 1.19398-0.654495j -0.538388-0.568931j 0.509361-1.86342j 1.15958+0.258j -1.2821+0.0448032j -0.636645+1.00732j 2.69613+0.957419j -1.2381+0.694768j 3.10217-1.71583j 2.10704-0.735139j -1.37134+0.0293397j -1.0671-0.788486j 0.207095-0.622115j -2.03699+0.197013j 2.64696+0.601788j 0.724797+0.20376j -2.42589-0.361592j -1.21854-0.313968j 0.57038-0.852611j 0.317698-0.0274651j -0.214909-0.37223j -0.0719217-0.0280127j -0.0155997+0.198284j -1.35942-0.905191j 0.851391-0.230604j -0.0347984-0.854652j 0.476257-0.5762j 4.34053-0.66328j 0.492533-0.550116j 1.39633+0.786393j -1.83369+1.23326j 5.01163-0.294248j -0.828715-1.15211j -1.74053-1.08386j -0.793605+1.8008j -10.3355+1.75857j -2.70441-1.60759j -7.11343-0.192852j -5.71202+0.275688j -2.08422-0.783133j -2.86431-1.72487j -0.827881+0.996959j -2.31954+0.541582j 10.0632-1.25847j 2.60833-0.191886j 2.32622+0.408668j -0.0114916-2.46455j -11.9754+0.693121j -0.188655+0.663438j -6.66263+0.0149675j -7.91199+1.16229j -1.52178-0.101311j 5.18506-0.904747j -8.57171-0.390767j -1.73083+1.15908j -1.81649-0.45604j 9.75012+1.46102j -0.51959+0.396608j -3.80938+2.1375j -2.53934-0.436798j -3.19231+1.12016j -1.53267-0.00591196j 3.79766+0.830764j -4.27016+1.05022j 1.65937-0.138093j -8.29037-1.85166j 3.39957+1.33242j -0.530572-0.217597j -4.65221-0.526204j -3.66677-0.29782j -0.0308914-0.594747j -1.7956+0.245401j -2.63377+0.126927j -3.11353-0.392552j 0.776353-0.526623j 0.769488-0.00651864j 0.714163-0.0646894j -0.660614-0.184008j -0.239047+0.297214j 
-0.0568939+0.656046j 0.413208+0.658672j -0.474938-0.494306j -0.522772+0.111055j -0.63817+1.3387j -0.844545+0.664514j 0.213915-0.157805j 0.742406-0.254694j 1.548+0.775855j -0.60877-0.264389j 1.35684-0.402394j 0.641648-0.940978j -0.783907-0.0730153j -0.0997772+0.0191039j -0.0847386-0.557431j -0.0492969+0.4725j 0.512208-0.348441j 1.01475-0.987664j -0.656292+1.29274j 3.42755-0.93477j -3.19408+0.242203j -2.55062+1.58869j 5.36044+1.79908j 1.13572-0.0532004j 2.60111-0.912785j 4.98915-1.28975j -1.71651+0.287461j -3.05752-0.791889j -4.22141-0.807713j -5.87043-0.515533j 2.63283+1.10881j 2.81993+0.359526j -3.84109-0.0692392j 0.0309688-0.663925j 1.75003-0.34583j 0.262358-0.0943325j -0.327038-0.246577j 0.481241+0.515216j 0.306595+0.170454j -0.949125-0.399663j 0.529759+0.194468j 3.60686-0.171298j -1.22855+0.951043j 7.61746-0.0802747j -2.70322-0.048087j 2.83269+1.65957j -3.09033+0.137704j 11.9452-1.14036j 1.65224+0.3749j -3.4839-0.433345j 1.00462+0.363197j -19.1295+2.56667j -4.47451-2.42927j -15.76-0.0903172j -6.5566+0.0728568j -2.06027+0.25584j -5.49784-1.78107j 0.0353567-1.73654j -4.96146+0.287021j 19.6781-1.79601j 3.22065+0.785089j 4.00262-0.352317j -1.82694-1.15503j -20.2582+1.05714j -0.00854513-0.602566j -13.6302-2.60506j -13.3125+1.9932j -4.76144-1.3907j 9.82408-3.32763j -15.9572-1.76084j -3.6705+1.8847j -2.05687+0.47678j 15.8924+1.9196j -0.455392-0.751579j -6.38621+0.613063j -4.89891-0.106233j -4.97925+0.517302j -5.31353-2.14369j 7.68788+1.71299j -10.5441+1.6171j 3.19025-0.396742j -15.347-0.626981j 6.87051+1.20581j -0.81208+0.251143j -8.04569-0.350109j -6.27593-1.02255j -0.0615549-0.858529j -2.56895+0.127694j -3.8492+0.00581778j -5.97918-0.29159j 1.87102-0.130348j 1.55537+0.26239j 1.10226-0.0757673j -0.788032-0.269998j -0.0439491+0.367887j 
-0.735216-0.543392j 0.184943+0.325174j -1.31138-0.223595j -0.176879+0.610202j -0.663912-0.707229j -1.23058-1.21923j 0.221883-0.387829j -0.581467-0.164069j 0.43139-1.02j -0.580853+0.366712j 0.410321+0.311854j -1.228-0.138227j 0.554407-0.86048j 0.370745-0.416662j -0.126369-0.401927j -0.183001+0.142358j -2.11256-0.117812j -0.800051-0.155763j 0.142005+0.701499j -0.638562+0.200793j 0.41853-1.006j -0.72302-0.908806j 1.66402+0.558648j 0.923972+0.837921j 1.84427+0.150671j -0.236846-0.0451041j -0.726439+0.661613j 0.180242-0.0381221j -0.452975-1.20671j 0.582783+1.6731j -1.54403+0.0898824j 0.602587+0.284833j 0.273581-0.923458j -0.321898+0.143065j -0.165011+0.371608j -0.443586+0.155774j -0.35788-0.234138j -0.260812+0.434732j 0.115286-0.0378838j 2.11428-0.0177866j -0.451056+1.22149j 2.10716-0.0200887j -0.263579+1.64025j 0.183333-0.447037j 0.787205-0.699051j -0.214926+0.255395j 0.494499+0.931976j -0.288667+0.529571j -1.02512+0.412245j 0.153517-0.820133j 0.212332+0.991343j -0.811735-0.333007j -0.333662-0.472713j -1.47702-0.806397j -0.428849-0.526586j -1.80516+0.258632j -0.780089-0.21683j -0.816161-0.864702j 1.32881+1.25747j 1.73881+0.663896j 1.07174-1.82582j -1.4357+1.00755j -0.966108-0.277072j -1.82508+0.322464j 0.263831-0.0403755j -0.614781-0.0577757j -1.25154-0.639201j -0.208628-0.362721j 0.818124-0.225029j -2.21643+0.139921j -0.538268+1.12068j -0.961185+0.654846j 1.24434-0.501291j -0.16596-0.22069j -0.418477-0.0217423j 0.381263+0.451327j 0.327169+1.34086j -0.850789-0.492271j 0.450962+0.233994j -0.433112+1.10407j -0.0514987+0.0633034j 0.412962-0.202537j -0.196494+0.0544986j 0.21859-0.212267j -0.402928-0.303351j -0.383418-0.388119j -0.261495-0.331532j -0.586758-0.0835482j -0.159999+0.0106116j -0.443476-0.70712j -0.176145+0.0192452j 0.0865977+0.112097j 0.133159-0.254493j -0.0213118+0.0340824j -0.134489-9.83793e-05j 
-0.561633+0.728009j 1.12901+0.315367j 0.00494544+0.793524j 0.716098-0.954904j -0.163049+1.72122j 0.240836-1.10156j 0.619671+0.474261j -0.650227+0.30224j 0.109496-0.295857j 0.151889-0.843142j -0.451708+0.536867j 0.404912-0.945853j -0.34727-0.623392j -0.549956-0.132525j -0.110933-0.097623j -0.6424+0.271958j -0.538367-0.425211j 1.00359+0.264423j 0.550669-0.950557j 2.65772+0.565255j -2.96136+0.32413j -0.355065-2.30742j 2.866-0.483495j 0.197439+0.460112j 2.02905-0.339456j 3.30645+0.145034j -3.69335-0.225605j -5.12292-1.20908j -3.58498+0.965479j -2.57096+0.149322j 2.62175+0.260227j 1.18216+0.135837j -2.58691-0.767442j -0.0635365-0.931098j 1.60414+0.302807j 0.572528-0.240368j -0.0431015+0.046476j -0.109633-0.0141812j -0.107211+0.217845j -0.159616+0.499775j -0.398502+0.298284j 2.42755-0.16054j -0.663986+0.137151j 6.83067+1.06056j -0.999969-1.48133j 3.62579+2.0062j -1.40399+1.64482j 8.31666-1.50771j 2.89454-1.32324j -0.922324-2.25051j 0.294444-0.877547j -16.5685+1.87467j -4.70908-2.13061j -13.426+0.528679j -7.1465+1.08166j -2.8654+0.573219j -4.3925-1.49426j 0.363832+0.0550409j -4.55139+0.108888j 16.7145-1.79726j 2.13977-0.612725j 4.00392-0.607567j -1.93944-2.55636j -16.9997+1.44469j 0.357443+0.523517j -10.4336-3.20049j -12.0192+2.40366j -3.03403-1.4856j 9.26887-0.811149j -13.0828-0.807195j -2.88037+1.67013j -0.86479+0.0875874j 16.1794+1.51706j 0.314147+0.386007j -6.75276+1.0708j -4.50669-0.504993j -4.35407-0.4983j -3.75805-1.23236j 7.83902-0.164248j -9.04529+2.34598j 2.36494-0.812146j -13.0446-0.487366j 5.21402+1.04356j -0.858393-0.245781j -6.42685-0.510751j -5.40729-0.183749j -0.18197-0.955327j -2.47643+0.226353j -2.88978-0.360586j -5.07192-0.317678j 2.03556+0.432602j 1.35398+0.403374j 0.824037+0.294643j -0.589676-0.189708j 0.189317+0.225641j 
-0.573721+0.00742324j 0.510855+0.30198j -0.174365-0.552321j -0.330722+1.75576j 1.48829+0.111545j -1.02235+0.932504j 0.275264-0.495171j -0.0812542-0.0297379j -0.207535+0.336609j 0.175443-1.15347j 0.132036-0.115656j 0.035649-0.225268j 0.142251+0.548246j 0.571274+0.428623j 0.561043-0.34282j -0.232123-0.448266j 0.255471+0.494232j 1.03803-0.993368j 0.356926+0.182593j 0.349753-1.18519j -2.40539-1.87433j 0.630094-0.909562j 1.50132-1.10524j 1.0071-0.851744j -0.57632-1.31093j 3.1356-1.02519j -1.19077-0.612295j -1.49401+1.06292j -1.55271-0.587338j -0.976447-0.734734j 0.538956-0.836536j 0.610839+0.218561j -0.842515-0.337233j -0.0726152-0.202591j -0.0371119-0.351139j -0.570038+0.131029j -0.0154702-0.594021j 0.0223862-0.347434j -0.197694+0.0404119j -0.495838-1.04494j 0.46247+0.106544j 1.0589+0.830023j -0.95489-0.08788j 4.71281-2.21547j -0.213059-1.20275j -0.187301-0.874142j -0.125817+1.20037j 4.14323-0.67745j 0.338141+1.40915j -0.565924-0.573289j 1.24637+0.88365j -8.75109+0.38049j -2.77524-0.371137j -6.30794+0.658548j -3.99859-0.863512j -1.31349-0.471457j -2.49145-0.790626j -1.59172+0.83j -1.0503-0.737787j 7.47823-2.05014j 1.54068-0.615154j 2.76193+1.03962j 1.26034-0.0592349j -8.14666+0.0716442j -0.754381+0.795263j -6.5605-0.0831508j -4.73545+1.93361j -1.32301+0.843358j 4.16435-0.801221j -4.84206-1.05593j -2.38409+0.680716j -0.856245+0.634113j 7.0812+0.776794j 0.730974-0.275526j -2.28157+0.970775j -2.17221+1.27758j -1.62035+0.637732j -1.61021-1.64795j 2.41322-0.252767j -3.8304+0.787122j 0.954562-0.286519j -5.98532-0.0652998j 2.31366+0.954109j -0.164564-0.0445287j -2.94111-0.174352j -1.88431+0.0540689j -0.207005-0.499751j -1.22153-0.0837291j -1.36364+0.0402377j -2.1591-0.718202j 0.289276-0.116704j 0.68828+0.421689j 0.705891-0.429451j -0.0881183-0.317433j -0.319931-0.150056j 
-0.31724-0.896841j -0.0956047+0.0599022j 0.0905028-0.961102j -0.877951+0.215501j -1.12174+0.452834j -0.150607-0.506231j 0.0443498+0.181845j -0.575068+0.638353j -0.39776-0.372528j -0.527826-1.54604j -1.05725-0.735665j -0.0099005+0.55769j 1.06662-0.029605j -0.522337-0.275193j 0.294218+0.168155j -0.350143-1.28475j 0.0684525-0.860697j 0.483845-1.48809j -0.44429+1.14931j 3.10106+1.4936j -0.909421+1.63146j -2.34479+1.37928j 1.50841+0.361885j 2.08703+0.0498458j 0.800279-0.985324j 3.64492-0.155421j -0.774852-0.811714j -1.25734-0.440178j -1.85075+1.37633j -1.49856-0.0887195j 0.493469+0.0656252j 0.337826-0.480229j -0.26247-0.0177295j 0.674383+0.444921j 0.308802+0.618951j 0.739568-0.210398j 0.332347-0.228313j 0.537115-1.16941j -0.400797-0.455287j -0.125036+0.395133j -0.215206+0.261397j 2.10716-0.0836485j -0.961343+0.487601j 5.83804-0.0891162j -0.19253-0.693944j 2.33971+0.949589j -1.78814+0.705198j 6.84057+1.46795j -0.200764-1.61368j -3.77177-1.88071j -0.704988+1.09654j -13.822+2.24088j -3.03759-0.926898j -10.782+1.64661j -6.81611+0.352255j -1.53194+0.801557j -3.46674-0.225959j -1.20925+0.576487j -2.99877+0.486059j 11.4678-2.61288j 1.20187-0.23247j 2.74065+0.744674j -0.208936-2.93655j -12.5154+0.673949j -0.433614+0.344085j -7.81234-1.78209j -9.45452+1.68729j -2.46106-0.330489j 6.07783-2.20127j -10.5293-0.320155j -3.27147+1.0323j -0.885044+0.39207j 11.141+1.70437j -0.308609+0.2424j -4.49232+1.53964j -3.86203+1.27467j -3.43524-0.174656j -2.57145-1.14069j 5.29881+0.890271j -6.84382+2.47438j 2.21739-1.13332j -9.38372+0.144807j 4.00788+1.50724j -0.782576+0.927243j -4.36087-0.0137529j -3.33731-0.43035j -0.208058-1.09121j -0.82424+0.28496j -1.798-0.124862j -3.9395-0.936011j 1.16159+0.931061j 0.582005+0.436168j 0.504197+0.374238j -0.100143-0.336044j 0.117469-0.0559025j 
-0.303694-0.272708j -0.560171+0.772409j -0.784413-1.19424j -0.494337+0.235137j -1.67969-0.0167962j -0.676275+0.342242j -1.00571+0.515399j -0.194492-0.684315j -0.168422+0.0977234j 0.341933+0.0787601j -0.0357193+0.0367795j 0.256033-0.326806j -0.0524526-0.0513482j -0.0707279-0.0445071j -0.00133599-0.0294106j -0.317689-0.219033j 0.396717-1.03724j -1.48034-0.353543j -0.152007+0.778638j 1.72604-1.63329j 0.589575+0.711725j -0.686486-4.56227j 1.73363-0.407251j 1.03666-0.44836j 0.369135+0.28843j 1.10226-0.683124j 0.419268-0.0209242j -0.666129-0.710328j -1.00602-0.165816j -0.156861+0.17924j 0.895526+0.0473971j 0.30519-0.000290076j -0.602647-0.0928249j 0.0713248-0.308342j 0.330141+0.0729975j 0.0625259+0.00144347j -0.0183906-0.00477304j -0.103794-0.169379j -0.0550422-0.0222101j -0.72613+0.712235j -0.0544335-0.352452j -0.723169-0.290507j 0.209331-0.485503j 1.04524-1.53364j -1.07536+0.941229j -0.215157+0.291936j -1.40285-0.803319j 3.00544-0.301561j -0.786801-1.04843j -0.924519+0.249261j -0.978318+0.650976j -5.15963+1.89452j -1.02345+1.89166j -2.22718-2.00241j -1.81163+0.509757j -0.0605129+0.06806j -3.63918-1.87487j 1.08177+0.30296j -0.684216+1.09717j 4.3541-0.666648j 0.403513+0.604752j -0.0977691-0.0102036j 0.00358289-0.470588j -4.45222+0.515378j -0.21059-0.251275j -2.5583-0.0559892j -2.98123+0.561302j -1.14763-0.100485j 1.93542-0.507939j -3.22448-0.118536j -1.35781+0.467981j -0.000814194+0.344379j 3.56559+0.590701j 0.0201199+0.247534j -1.52393+0.22114j -1.19923+0.593794j -0.769627-0.205141j -0.872486-0.305741j 1.93637+0.129492j -2.12707+0.564733j 0.499183-0.256682j -3.18334-0.22529j 1.16745+0.187957j -0.158279-0.152955j -1.53975-0.11716j -1.50511+0.0218164j -0.0757265-0.298318j -0.686679+0.0190054j -0.672096-0.0304579j -1.22735-0.0973384j 0.442216+0.138226j 0.310417+0.114144j 0.213053+0.034057j -0.115439-0.0543969j 0.0388898+0.0234075j 
-1.43269+0.550373j -0.571+0.024521j 0.247757-1.24704j -0.861344-0.0326231j 1.33726-0.709204j -0.0178436+0.0407493j 0.47706+0.118551j -1.53634-0.951944j 0.0817294-0.657466j 0.0701796-0.703201j -0.099762-0.580974j 0.205835+0.377635j -0.0799528-0.0354823j 0.0421695+0.201868j 0.626599+0.471391j -0.254194-1.21271j 0.916273+1.26288j 0.343582-0.535191j 1.50717-2.13176j 0.050272-1.74532j 0.705522+1.06443j -0.406995+0.323718j 0.343748+1.33876j -1.12756+2.13829j 2.05895-0.727733j 0.820597-0.228301j -0.819379+0.186164j -0.837569+0.141641j -1.97742+0.924402j 0.341071-0.374454j 0.229254-0.228808j 0.367753+0.0527341j 0.0428191+0.142182j 0.395557-0.360577j 0.337774-0.0631482j -0.199607+0.41766j 0.62747-0.240423j 0.90954+0.220304j 0.238653-0.702422j 0.703199-0.0518945j -0.151628+0.875368j 0.348545+1.1276j -1.05964-0.41879j 3.30846-1.42111j -0.257337+0.991577j 0.414604-0.873643j -1.75672-0.450891j 2.78045+0.447037j 1.49341-0.404862j -2.11559-0.433384j -0.0614005-0.864588j -5.35688+2.84534j 0.620761+0.299589j -3.45049+0.752374j -1.62023-1.17533j -1.61064+0.470112j -1.79103-0.282323j -1.59642-1.0249j -0.819537+0.0199281j 4.45323+0.114073j 0.562316-1.36104j 0.8264+0.426485j -1.08157-0.573703j -5.36542-0.812996j -0.185703+0.0526156j -4.30118-1.37144j -3.81757+0.109826j -1.24501-0.167398j 2.72027-0.591249j -4.6906-0.13811j -0.780969+0.372525j -0.265921+0.429189j 4.92342+0.193212j -0.244804+0.0198255j -1.7494+0.764517j -1.62415-0.0627589j -0.861769-0.170215j -1.04125-0.202838j 2.01887+0.303941j -2.80899+0.912269j 0.74845-0.0152217j -4.14986+0.341306j 1.43751+0.437384j -0.253367+0.219755j -2.2685+0.0979533j -1.25783+0.442729j -0.468542-0.410044j -0.508871+0.131759j -0.618808-0.223319j -1.5102-0.433311j 0.577711+0.168296j 0.590641+0.489617j 0.512446-0.171095j 0.677385-0.605078j -0.24701-0.349308j 
-0.186145-0.256451j 0.00799218+0.276762j -0.838902+0.00979398j -0.0409497+0.799531j -0.852316+1.9519j 0.719685-1.22555j -1.25536-1.7913j -0.0736427-0.227433j -0.0682435+0.0594695j -0.308326-0.102648j 0.313607-0.611081j 0.253051+0.596329j 0.0804536+0.601443j -0.14481+0.0521405j 0.585419+0.588123j 0.922321-1.27253j 1.87868+0.746316j 0.483144-0.393605j 0.128215+0.0434086j 0.51911+0.44461j 1.59821+0.697809j -0.277631+0.00938441j 3.14153-1.87709j -0.381774-0.152205j 0.678249+0.588947j 2.23658+1.40327j -0.570112+1.31046j -0.162955+0.52539j -1.95675+0.199554j -1.22317-0.193822j 0.762986+0.689447j 0.762641+0.0506852j -1.00923+0.144999j 0.902771+0.131072j 0.367711-0.091895j 0.208694+0.111553j 0.688997-0.262798j 1.76812+0.103408j 0.44912-0.786118j -1.44086-1.80385j 1.36051-0.0797832j 2.1483-0.714689j -0.349466+0.59724j 5.01353+0.126154j -0.992482-1.38036j 1.97756+1.22516j -1.02476+1.31625j 6.59653-3.19951j 0.744467-0.769517j 0.43924-0.264709j -0.533177-0.312853j -11.5982+2.02478j -3.84141-1.44552j -8.79812+0.753554j -4.3668+0.928151j -1.5921+0.0442497j -2.77394-2.16855j -0.129512-0.516375j -0.901031+0.631685j 12.4325-2.02526j 1.62984-0.459526j 1.44312+2.13689j -0.749205-1.25867j -12.3274+2.14327j 0.209834+0.108578j -7.00153-0.754108j -7.5548+1.53756j -2.05355-0.807672j 6.17974-2.53785j -9.6205-1.32856j -2.32397+0.325003j -0.752054+0.180863j 9.87096+1.07169j -0.539515-0.368955j -4.10504+1.59284j -4.24869+0.00882157j -3.43546-0.489099j -2.81502-0.926822j 4.21551+1.02863j -6.15698+2.37951j 2.03381-0.699745j -8.72414-0.205506j 3.96897+1.03371j -0.503876+0.623577j -4.60265-0.163965j -3.71573-0.607087j -0.280882-0.964745j -1.15042+0.154286j -1.77594+0.23085j -3.90112-0.716299j 0.872202+0.523526j 0.799057+0.49984j 0.650949+0.0495105j 0.506647-0.535248j -0.0131338-0.191401j 
