-0.00217082-0.0145508j -0.0144726+0.016309j -0.00208-0.00860866j -0.00161047-0.0502135j 0.00942515-0.0160824j 0.00301745+0.00572112j 0.00936824-0.0122652j -0.0163478-0.00467211j 0.00960952+0.00968299j 0.00423517-0.00488098j -0.00807455-0.0112128j -0.00989242-0.0154403j -0.015071+0.00657707j -0.0110533+0.0151885j -0.00864691-0.00794119j 0.00725778+0.0154091j 0.00330861-0.0187482j -0.00324102-0.00768025j -0.000271027-0.0123766j -0.0404944-0.00758793j -0.0343381+0.00599295j 0.00138418+0.00532515j -0.00937814-0.00834462j 0.00385808+0.00694691j -0.00125021+0.00123423j 0.00274698+0.00561299j 0.00665601+0.000918392j -0.00856944-0.00204154j -0.00420008-0.00739331j 0.0100292+0.0103673j -0.000994592-0.00766715j 0.00488558+0.00564294j 0.0079175-0.00337777j 0.00243339-0.00255076j -0.00451878+0.00462429j 0.00285884+0.0151899j 0.00292287+0.00171564j -0.00345214-0.00243313j 0.00173259-0.00418121j 0.00179944+0.000349252j -0.0111201+0.00378248j 0.00534607+0.00204187j -0.00870189+0.000748183j 0.00112041+0.000431504j -0.00138255+0.00140098j 0.00278575-0.000300592j 0.00230693-0.00902386j 0.0104947-0.00176849j -0.000707104-0.00230136j 0.00964819+0.00405791j 0.00657567-0.0130404j -0.00540433-0.0191198j 0.00143627+0.0202906j 0.00285325-0.00521594j 0.00410034+0.0140326j 0.00779423-0.0136296j -0.00470105+0.0207041j -0.0105646-0.0142358j 0.00728301+0.00274296j -0.000897134-0.00303928j -0.00858012+0.00154269j 0.00522273-0.00411634j 0.00232335-0.00553227j 0.00109597-0.00609521j 0.000800165+0.00957836j 0.00116293-0.000709496j -0.000478125-0.000727918j -0.00165385-0.00265674j 0.0020541-0.00348439j -0.000554473-0.000758054j 0.0049634+0.00032041j -0.000457755+0.000501546j 0.00121712+0.000423474j 0.00206855-0.000346724j 0.00604221+0.00218021j -0.000866566-0.00110624j -0.00183442+0.00379902j -0.00546985+0.0126581j -0.00305813-0.0133078j -0.00714752+0.00467668j -0.00638492+0.00112164j 0.00884885+0.00445822j 0.00299802-0.00629207j 0.00199498+0.00607313j -0.00272201+3.91032e-05j 0.000512609-0.000723805j 0.00057723+0.00175171j -0.00123747+0.0103686j -0.00201427-0.00509954j 0.00733257-0.00338528j -0.000251462-0.00441951j 0.00489023+0.00106139j 
-0.0069691-0.00422544j 0.00166823+0.0119821j 0.000240768-0.00390856j -0.000334097-0.0050927j 0.00826844+0.011715j 0.00308383-0.0161138j 0.00396553+0.0107327j 0.00071305-0.00768098j -0.00210941-0.0126388j -0.0120572+0.0136197j -0.00420204+0.0058565j -0.00522767+0.00551917j 0.00735987+0.0104512j -0.00757385-0.0146879j -0.000917696-0.00902753j -0.000903388-0.00929516j 0.00548223+0.0208823j 0.007051-0.0235498j -0.00904099+0.00899876j 0.00776868-0.0149221j 0.00110729-0.00598625j -0.00112089-0.00880927j -0.00468104+0.00857307j -0.00164341-0.0115178j -0.000374202-0.021474j 0.00633442-0.00343109j -0.00284641-0.00603336j -0.00964558+0.0209473j 0.00975124-0.00120774j 0.0147352-0.0376894j 0.00693522-0.0246907j -0.000427107+0.0174742j -5.40313e-05+0.0152014j -0.00214549-0.0116479j 0.0081061-0.00874888j -0.00107445-0.0232349j 0.00212597-0.00467216j 0.0110981+0.00625804j 0.00806412-0.011594j 0.000471574-0.00847378j -0.00465634+0.00356329j 0.011561-0.00874603j -0.00439495+0.032608j 0.00140042-0.00511348j -0.0104872+0.0119492j -0.00475544-0.00906591j -0.00745684-0.00279983j -0.0134535+0.0120214j -0.0116957+0.00684522j 0.0087081-0.0177295j 0.00253613-0.0357753j -0.0165057+0.0166743j 0.00906142+0.00540636j -0.00927462+0.0197392j 0.000461654-0.0111139j 0.00854104-0.00776787j -0.00693022+0.0292278j -0.0107832+0.0559542j 0.00321801-0.01242j -0.00916363+0.0168094j -0.00341576+0.0159797j -0.0235418+0.00336751j -0.0162073+0.0245078j -0.017115+0.00261398j -0.0181739+0.01045j 0.00567708+0.00804889j 0.0125348+0.0475738j -0.00773137+0.0194872j -0.00379738-0.00307901j -0.000476815+0.000962582j -0.0198364+0.00699359j 0.00390049-0.0474743j -0.000614294-0.0175304j 0.024188+0.0141035j 0.00620342+0.0179373j 0.0238505+0.00221324j -0.00176297+0.00426784j 0.00977119-0.00814753j -0.00594966+0.011158j -0.0217431+0.0295671j 0.00895062+0.0056591j -0.000133984-0.00605067j 0.00544474+0.00782322j 0.00172472-0.0111115j 0.00579081-0.00819142j -0.022008-0.00377051j 0.00349885-0.00567704j 0.0137008-0.0106141j 0.0202681-0.00211582j 0.0116668-0.0040141j -0.0101381+0.0103786j -0.00169099-0.0027082j 
0.00347485+0.00403677j -0.00279634+8.95269e-05j 0.00100002-0.000504499j 0.00174059+0.00128835j 0.000132104+0.00217904j 0.00735858-0.0104143j -0.00304627-0.00192081j 0.001467+0.00152572j 0.00233521+0.00945378j -0.00396535+0.0191066j 0.00113357+0.0169679j 0.00539716+0.022093j -0.0081718-0.0357779j -0.000247408+0.0201722j 0.00698653+0.0105378j 0.000787901+0.011262j -0.00944547-0.029992j 0.00323649-0.00295076j -0.00577795+0.00660188j 0.00458626+0.00307921j 0.000861181-0.000359795j -0.00401686-0.0133422j 0.00131724+0.0104423j 0.00488496-0.0201241j 0.0174984+0.000699891j 0.00551387+0.0155247j 1.58519e-05-0.00210092j -0.0052384+0.00673346j -0.00738521-0.026768j 0.0148793-0.00782998j -0.000318402-0.0116233j -0.023298-0.0109329j -0.03147-0.00545908j 0.0129704+0.0146119j -0.00288984-0.00779986j 0.0179076+0.0304201j -0.00555085-0.00511457j 0.0102956-0.0134355j 0.0145166+0.00736262j 0.0176498+0.00753383j 0.000802502+0.0129236j -0.00106163-0.0116184j -0.0284938-0.0211251j 0.00200473-0.0100099j 0.0161342+0.038727j -0.0051113-0.0100252j 0.0179032+0.0114247j -0.00137175+0.0225159j -0.00234938-0.012348j -0.00321505-0.0467226j 0.0111324-0.0147486j 0.00457325-0.00703914j 0.00501842+0.0223814j -0.0125718+0.0168516j 5.72428e-05-0.00942002j -0.00881504+0.0020531j -0.0206925-0.000253955j -0.0216937-0.00507557j 0.00782501-0.0117055j -0.00307429+0.0156922j -0.00255157-0.00449689j -0.00311897+0.0173206j 0.0130528+0.0110408j -0.00468737-0.00648142j 0.0069307+0.0131728j -0.00865526-0.00415256j -0.00881892-0.00682938j 0.00690578-0.00156421j 0.0112307-0.0019565j 0.00109459-0.00143662j -0.00456007+0.00911545j -0.000551788-0.00193709j -0.0107829+0.00452622j -0.00491478-0.00269321j -0.00282099-0.00174992j 0.00229732+0.00119237j -0.00856134-0.00704775j 0.0020765+0.00277783j -0.0164923+0.00460282j -0.0178698+0.0190715j -0.0167148-0.007776j -0.00604278-0.000356539j 0.00449268+0.00381912j 0.00636357-0.0063357j -0.00845246-0.00920187j 0.000343948+0.00384702j 0.0021074-0.000855596j -0.00289399-0.0117548j 0.0094645-0.00272861j 0.00679812-0.00202351j -0.00853035+0.00442786j 0.00296151-0.000228084j 
-0.00187199+0.000498176j 0.00230877-0.000964315j -0.000901654-0.00089582j -0.00132188-0.00215313j -0.00204932+0.00225412j 0.00848733-0.00599777j -0.000288309-0.000419755j -0.00514856+0.0153452j -0.00933438+0.00728371j -0.00425103-0.0011644j -0.0031187-0.00280037j -0.00147138-0.0164046j 0.0183383+0.00172792j -0.0217625+0.0253495j -0.00396299+0.00494039j -0.00958399+0.00169293j 0.0156836+0.00431184j -0.00751337+0.0227778j -0.00726266+0.0169835j -0.0011175-0.0044576j 0.000226221-0.00255581j 0.00614718-0.00984781j -0.0023595+0.00783185j -0.00201842+0.0197395j 0.00323712-0.00317506j 0.00760896-0.0125716j -0.0247737+0.0189116j 0.0108488-0.029169j 0.00567481-0.0166965j 0.00720331-0.0046727j 0.0128638-0.0143278j -0.0189644+0.0200173j -0.00620562+0.0279426j 0.00348432-0.00322904j -0.0051798+0.00819455j 0.00137663-0.0106978j 0.00112427-0.00221605j -0.00102706-0.0216419j 0.0187824-0.0218136j 0.00414181-0.00884593j 8.13031e-05+0.00518777j 0.00291082-0.0121289j -0.00887402+0.011272j -0.00237893+0.00215405j -0.00181416-0.000915743j 0.00351442-0.0040431j 0.031497-0.0607757j -0.00556439+0.000718596j 0.0034988+0.00597474j 0.00854453+0.00669137j -0.00220625-0.0056926j -0.0140022+0.0247166j -0.0162321+0.00544016j 0.00467034-0.00131249j -0.0128913+0.0349978j -0.0104773+0.00294456j -0.00881146+0.00162579j 0.0132956-0.0143419j 0.00969193-0.0167168j -0.00829049-0.00315726j -3.45697e-05+0.00451156j 0.000503938+0.00851743j -0.0182114+0.00758778j 0.00490208-0.0184916j 0.0104308-0.0196007j 0.017444-0.0150383j -0.010292+0.00270207j 0.0240578-0.0144618j -0.00160207+0.00764939j 0.00203805+0.00183034j 0.0157755-0.0143774j 0.00414306+0.010966j -0.0218784+0.015827j -0.0124772+0.00895417j 0.0193357-0.00367363j 0.00299499+0.00248372j 0.0178809-0.0099932j -0.0104323+0.00363899j -0.00896956+0.00798143j -0.0159258+0.000737437j -0.0020592+0.00241824j 0.000924099+0.00789141j 0.000530595-0.000242594j 0.00277247-0.00294183j -0.00240542+0.00311038j 0.00105868-0.00488471j 0.00459222-0.000637753j 0.00142176+0.00240043j 0.00611572-0.00564011j 0.00257079-0.00197121j -0.00927854+0.00182776j 0.000748582-0.000196884j 
-0.00386886+0.000287944j -0.00160229-0.000717075j -0.00823916-0.00277218j -0.010597-0.00198833j -0.00282177-0.00396088j 0.000769071+0.00441019j 0.0108325-0.000864309j 0.0163998+0.00208768j -0.0113485-0.00831933j 0.0165848+0.00766504j 0.0153722+0.00691593j 0.00724845+0.013576j 0.00553986-0.00469383j -0.0118278-0.0107916j 0.00629686+0.00686659j -0.0166537-0.00786989j 0.0284415+0.00120718j 0.0136837+0.00670558j 0.0193865+0.00644602j -0.00667469+0.000667879j -0.0025742-0.00485649j -0.00294624-0.00172266j 0.0187068-0.00276897j 0.0180414+0.00847194j -0.00690278+0.00198637j -0.00800142+0.00934173j -0.00508088-0.0169976j -0.0331771-0.0194348j -0.0301823-0.00643009j 0.0053026+0.0155155j -0.011946-0.00883055j -0.00430826-0.00799139j 0.00250668+0.0139694j 0.0205297+0.000564905j -0.00157083+0.00299311j 0.00544576+0.0173028j -0.00586729+0.0113628j -0.0351764-0.00557443j 0.00638862+0.00504191j 0.00584986+0.00103176j 0.016521+0.000476712j -0.0272928-0.00463516j -0.0219267-0.0106771j 0.0024234-0.00785169j 0.0222555-0.00172646j 3.01668e-05+0.00654902j -0.0228061+0.00364314j 0.00691344+0.000899358j 0.0144763+0.0125099j 0.00458788+0.0181034j 0.0133553+0.00311025j 0.0383976+0.00518951j -0.0119733-0.0180319j 0.00672465-0.00235699j 0.0150292+0.00951843j -0.00933866-0.0188384j -0.0059391-0.0225253j -0.00651348-0.00776308j -0.0102679-0.00025895j -0.0102934-0.0125555j 0.00353744-0.00334213j 0.00939603+0.00343705j -0.0133397-0.00970786j -0.00274892-0.0198495j -0.0127171-0.038105j -0.00573499-0.0102153j 0.0106408+0.0427303j -0.00509345+0.0183817j -0.00149247-0.0061991j -0.00497622-0.00157777j 0.00907967+0.0122725j 0.00439093-0.0288994j -0.00204786-0.00831773j 0.00825773+0.00963611j 0.00252605+0.0159466j 0.00666599+0.0234913j -0.0199297-0.0137848j -0.00511229+0.00638717j 0.00802028+0.000955261j -0.00299322+0.00046172j 0.00225575-0.0035311j 0.00215918+0.0075396j -0.0044602-5.99545e-05j 0.0102534-0.004078j -0.00419737+0.00207092j -0.00384849-0.0025075j 0.00238099+0.0145342j 0.00561037+0.0112047j 0.00292356-0.00939825j 0.00150349-0.00082045j -0.00209525-0.00186538j 0.00180815+0.0012795j 
0.00258977+0.00428674j -0.0117486+0.000499107j 0.00103979-0.000397074j 0.00179248+0.000478279j -0.0112861-0.00500517j 0.0224662-0.00448867j -0.00247304-0.0038216j 0.0145028-0.00786269j 0.00614034+0.0134894j -0.0114163-0.0150831j -0.000704011-0.0143496j -0.0041332-0.01729j -0.00238369+0.0223773j 0.000540265-0.0113277j 0.00790736+0.000465898j -0.00637875-0.00659407j 0.00147788+0.0150827j 0.0201525+0.00353186j -0.00956724-0.0061736j 0.00517794-0.00324421j 0.000971629-0.00905375j 0.0065024-0.0142397j -0.00498478+0.00116083j 0.0286899+0.00922422j 0.011185-0.0032904j -0.00445587+0.0103944j -0.0115329-0.0210701j -0.00352612+0.00162878j 0.0144149+0.00294002j 0.0417665+0.024937j 0.0119876+0.0309782j -0.000457172-0.0258262j -0.00739555-0.0265104j 0.0147336+0.0167518j 0.00381028+0.00133733j 0.0174053+0.0135646j -0.000152856-0.00593888j -0.0319888-0.0182163j 0.0131785+0.0120503j -0.00113935+0.0075706j 0.0101154+0.0126005j -0.00019854-0.0117282j -0.01411-0.0228006j 0.00133497+0.00599035j -0.00846007+0.00976071j 0.00639503-0.0092221j -0.00564587+0.00562369j -0.00804081-0.0175249j 0.0103599+0.00862215j 0.0186476-0.0237696j 0.0202206+0.0021021j -0.0105441-0.0100696j -0.0155636+0.00932973j 0.00190888+0.0167382j -0.000237838-0.0261549j -0.000491556-0.00543619j -0.0138856-0.0300413j -0.0313913+0.00528257j 0.0176592-0.00290496j -0.0220157-0.0140057j 0.00602657-0.00458225j -0.0075476+0.0347816j 0.00443577-0.00470746j -0.0112095+0.00163378j 0.0104493+0.000503756j -0.0205386-0.00791161j -0.00548743-0.0365298j -0.00307106-0.0121102j 0.00477356-0.0103029j 0.00460691-0.00167492j -0.010507+0.0182046j -0.00267007+0.0329446j -0.00123754+0.022572j -0.00284823-0.0110644j -0.0102435-0.00516805j -0.00525321+0.00356195j -0.0215166-0.0145367j 0.0137007-0.0186122j -0.0164717-0.000148641j -0.0479841+0.00753618j 0.00136347+0.00129878j 0.00104384+0.0232739j 0.00673508+0.000242923j 0.0220115+0.0025651j -0.0174486-0.0107478j -0.00586009+0.00712456j -0.00107334+0.00353686j 0.00686103-0.00952686j 0.0160254-0.0186683j 0.00102475-0.0103407j -0.0312159+0.00655429j 0.0021905-0.00129355j 
0.000476413-0.00299903j 0.000913249+0.00327173j 0.0014444-0.00323997j 0.0026182-0.00523525j 0.00757315+0.00573443j -0.00355596-0.000671191j -0.00306485+0.0101818j 0.0142325+0.00748918j 0.0136178-0.00727912j -0.00602425+0.0143116j -0.00460088+0.011783j -0.0164503+0.00488385j -0.00180101-0.000612655j 0.0309847-0.00627322j -0.00330948-0.000527297j 0.0121044-0.00928449j -0.0102216+0.0171346j 0.00374789+0.00179637j 0.000879284+0.00938075j -0.00241162-0.0115616j -0.000630419-0.00374173j -0.00303016-0.00126628j 0.00327997+0.0129377j 0.00846399+0.00871424j -0.00851606-0.00864635j 0.00050292-0.00175432j 0.000675164-0.00287773j -0.0225966-0.0190367j -0.0206057-0.0284314j -0.0172906-0.0109162j -0.0222785-0.0161164j 0.00584025-0.00374513j 0.0305365+0.0109731j -0.0106761+0.00662058j 0.00562271+0.00209367j -0.0148712-0.0171932j 0.00638944-0.00570691j 0.00455881-0.0247621j -0.0136668+0.0066515j -0.0115179-0.0125017j -0.00555449+0.00757241j -0.00694847-0.020904j 0.012414-0.000905096j -0.00315712-0.00467368j 0.00614471+0.0207386j -0.00517945-0.00231237j -0.020682-0.015825j 0.00166672+0.00810423j -0.00376288+0.00975595j 0.0197735+0.00886946j -0.0126865+0.00177618j 0.0157862+0.0316561j 0.00359667+0.000183323j 0.00120289+0.00666605j 0.0230837+0.0115845j -0.0105018-0.0122541j 0.00174751+0.00574626j 0.009616+0.0151032j -0.00545253-0.010507j -0.000520083+0.000193637j -0.00427558-0.00300712j -0.000425041+0.00774099j -0.0113496-0.012911j -0.00807167+0.00527009j -0.0185119+0.00691879j -0.00135059+0.0256682j 0.000297333-0.0780472j -0.000846919-0.00046623j -0.00358454+0.00469037j -0.0026339+0.00599905j 0.00767783-0.00349014j -0.00663939+0.0548509j 0.0037328+0.00736524j 0.0116341-0.0256104j 0.00673031-0.003828j 0.0249783+0.00154645j -0.00793864+0.0248861j 0.00595043-0.0165575j -0.00114039-0.00700228j 0.0197874+0.00502964j -0.00352419-0.00849631j 0.000113648-0.00239923j 0.000155704-0.000798034j -0.00776858-0.00354891j 0.00992898-0.00236556j -0.000552463-0.000500107j 0.00913163+0.00479576j 0.00664645+0.00133138j -0.0077662+0.00611501j 0.0036897+0.00379898j 0.00867715-0.00290301j 0.00264897+0.000971289j 
-0.00892743-0.00216372j 0.00496408+0.00269095j -0.00125395-0.000891897j -0.00220186-0.00296705j 0.00326605+0.00536516j 0.0112004-0.00935853j -0.00458501+0.00876515j -0.0123778-0.00172727j -0.0250369-0.00232181j 0.0252244+0.00301355j 0.0204627+0.000209087j 0.0309605-0.00254868j -0.0133255+0.00944365j -0.0194211-0.0130012j 0.000671094-0.00255602j 0.00187012-0.0137202j -0.00986712+0.0244931j -0.0218841-0.00267939j 0.00558422+0.00844845j -0.00572253-0.00702507j 0.000230978+0.000277258j 0.00105367-0.00813753j 0.00915441+0.00953338j -0.0119567-0.0139635j -0.000351096-0.00522361j -0.00215418+0.0133306j -0.0167748-0.00249655j 0.00976587+0.00655663j 0.0183791-0.0145203j -0.0141511-0.00700322j -0.0103143-0.0119706j 0.000799725-0.00758485j 0.00421964-0.0250045j -0.0072393+0.0158978j -0.0114952-0.0125152j -0.0227612+0.025697j -0.00474292-0.0137452j 0.0065955-0.00307915j 0.00795498+0.0213002j -0.00435842+0.0238368j -0.00505928+0.0201549j -0.000232477-0.00348798j 0.0128741-0.0198835j -0.000740574-0.00466538j -0.00567865+0.021477j 0.00156385+0.00116943j 0.0161657+0.0242989j 0.00396589+0.0177916j 0.00809133+0.0109708j 0.000710052-0.0418318j -0.00963651-0.00401057j -0.00243035+0.00936865j -0.0148696+0.0028372j 0.00866848-0.00912433j -0.00801394-0.0152373j -0.00502231+0.0122669j -6.69281e-05-0.00597829j 0.0061392+0.0150742j -0.000230431-0.0235028j 0.00940048+0.00447108j 0.00177715-0.00633227j 0.0195396-0.0149999j 0.00111617-0.00991855j -0.00824577-0.0166933j -0.0181525-0.0340946j -0.0224807-0.00636047j 0.00484623-0.00660022j -0.00518931-0.0275736j 0.00446922-0.00727816j -0.00108733-0.00787414j 0.00282899-0.0165075j -0.00264626+0.0176307j 0.00394044+0.0238913j 0.0133368+0.0163084j 0.00217071-0.0103054j 0.024589+0.0120879j -0.00877182+0.00522284j 0.00487003+0.00507682j 0.0182464+0.00787751j -0.00112774+0.00492027j -0.00041473-0.000582729j 0.000987278-0.00886935j 0.00489226+0.00374874j -0.00969577-0.0081479j 0.0136214+0.00306846j 0.00187683-0.0112995j 0.00490356+0.00551978j -0.00739775+0.0108584j 0.0015067+0.00124396j 0.0121349-0.0018979j 0.00642536-0.00139826j 0.00400559-9.67656e-05j 
0.000618062+0.0050228j 0.00355424+0.00266036j -0.00186389-0.000180587j -0.00268462+0.00163569j 0.00660696+0.00666623j -0.00162466-0.0116905j 0.00171829+0.00694204j 0.0108995+0.00675633j -0.000123605+0.0233031j 0.00629448-0.0197842j 0.00674635-0.0177169j 0.00795939-0.0338743j -0.0104545+0.00533454j 0.0145426+0.024155j 0.00474913-0.00348239j 0.00382328+0.0012266j -0.0113742+0.00638541j 0.00693919+0.0103504j 0.00771207-0.00482422j 0.00448868-0.00770338j 0.00116951-0.00543569j -0.00442769-0.00375513j -0.00494453+0.00385735j 0.00367419-0.000180249j 0.0117753+0.0091065j -0.00383978+0.00487816j 0.0105548-0.000651908j -0.00736862-0.00639144j -0.00647189-0.015136j -0.000830369+0.000263238j -0.0157948-0.0123558j 0.0045848-0.0143634j 0.0289302-0.00840084j -0.0126106+0.0104172j 0.0106777-0.00205921j -0.00381581+0.0309989j 0.0106545-0.000183868j -0.00103291+0.0058492j -0.0240009-0.00394443j -0.0227354+0.00601679j -0.00731366+0.00794159j 0.00468652-0.00230943j 0.0185781-0.00426637j -0.00881624-0.00860259j 0.00265991+0.0184774j -0.00587776-0.00277282j -0.026637-0.00179046j 0.00261024+0.00843574j -0.00995933-0.0109442j 0.0101353-0.024748j -0.0106334-0.0101008j 0.00020586+0.0188804j 0.0151145+0.0228273j -0.00277661-0.0097899j 0.0174009-0.00130185j -0.00852429-0.00569502j 0.0041021-0.00530917j -0.0109272+0.00913495j 0.00601185-0.00794455j 0.00725736+0.00608627j -0.00270048-0.00725233j 0.00772303-0.0147005j 0.00454376+0.00346331j 0.00632958+0.00882962j 0.0228195+0.0238859j 0.00191268+0.0193066j -0.0102401+0.0523854j 0.0201363+0.0325j 0.00271623-0.00675583j 0.0046645-0.00260037j 0.0135843+0.0157272j 0.00325858-0.0533328j -0.00818954-0.0340081j -0.027868+0.00585683j -0.00640337+0.0229899j -0.00696357-0.00748782j 0.00071988+0.0133247j -0.0103263+0.00678418j 0.00178544-0.00316739j 0.00510252+0.0128251j -0.00716671-0.00670394j -0.0010118-0.00895188j 0.00267914-0.000968232j -0.00183167-0.00449883j 0.00125212-0.00432643j 0.00685899+0.00100135j -0.00277313-0.00217381j -0.00908531-0.00203687j 0.00182561+0.00419347j 0.0073213-7.43656e-05j 0.00464394-0.000435717j 0.00254683-0.000168248j 
-0.00227891-0.0136074j -0.00182275+0.00191957j 0.000342623-0.0025205j 0.000298992-0.00266446j -0.000473765+0.000531819j -0.00640183+0.0136576j -0.000941479+0.00821998j -0.00826391+0.0203287j -0.00763741+0.0171184j 0.00701316-0.00559214j 0.000505691+0.00382984j 0.00436617-0.0081426j 0.0121561-0.0258231j -0.00948567+0.0215933j 0.0039407-0.0152235j -0.00235014+0.00111956j -0.000887152+0.00523997j -0.000329163-0.00807183j 0.00541291-0.0162244j -0.000231764-0.00970089j 0.000714049-0.00552536j -0.00768508+0.0207042j -0.0028386+0.0256082j -0.00343179+0.00276836j -0.0226068-0.024309j 0.00934437-0.0194584j 0.0116052-0.0362709j -0.00963351-0.00592455j 0.00534866-0.00891168j 0.0108411-0.021159j -0.0186679+0.0259878j 0.00999969-0.0091244j -0.00684783-0.00840364j -0.00204325+0.00317094j 0.00464933-0.0108554j 0.00217306-0.0546106j 8.47479e-05-0.0136065j -0.0090708-0.000303142j -0.0138847+0.03908j -0.00637571+0.0054831j -0.0012319-5.26625e-05j -0.00356127-0.012968j -0.00504665-0.00650416j -0.00500247+0.0133328j 0.00803441+0.00325148j -0.00391193-0.00896439j 0.00626738-0.00163973j 0.00476132-0.0168298j 0.00395548-0.00265433j -0.00294237+0.0229281j 0.00851044+0.000997495j -0.00397568-0.00167697j -0.00597483-0.0209181j -0.00297582+0.0293302j 0.000490154-0.0208011j -0.00601303+0.000227362j -0.00810954+0.015837j 0.0127863+0.0237182j -0.0062599+0.00987324j -0.00962291-0.00715044j 0.000267031-0.000497912j -0.0214605+0.0181186j 0.0232346+0.00143882j -0.00467283+0.00117226j 0.00426079-0.0167781j -0.00602039-0.00803937j -0.016286+0.00940504j 0.0116483-0.00644123j 0.0260844-0.00716536j 0.01507-0.00156743j -0.0100821-0.00421409j -0.0107145+0.00259775j 0.00903499+0.00367141j -0.0195497+0.00630068j -0.0208274+0.00670585j 0.028893+0.00371292j -0.00565688-0.00353285j 0.00254187-0.00203599j -0.00953535+0.00363244j 0.0090597-0.00301245j -7.70961e-06+0.00591793j 0.00302893+0.00222689j -0.000715805+0.00217573j -0.0002318+0.000381952j 0.00240149+0.00388274j -0.00692989-0.00379217j -0.0015274+0.00356306j 0.0100427+0.00287566j -0.00558947+0.000602781j -0.00350641+0.00195118j 0.00120211-0.000360634j -0.00066371+0.000340478j 
-0.00158134+0.00294275j -0.00484589-0.000897344j -0.0004828+0.00175829j -0.00145951+0.00287631j -0.0079097-0.00192851j 0.0172758-0.00595178j -0.0103415-0.0251492j 0.0188529-0.0118142j -0.00991367-0.00554845j 0.013576+0.0138905j 0.018299+0.00199247j 0.0258749+0.0115911j -0.0203586+0.0047601j 0.0020316-0.00112016j 0.00832574-0.00102068j -0.000411874+0.0129533j -0.0141873-0.0230123j 0.00243809-0.0033373j 0.00277862+0.00685661j 0.012107-0.00339168j 0.0072244+0.00427618j 0.00666999-0.0174374j -0.0182472-9.49114e-05j 0.0211003+0.0343338j -0.00619084-0.0166559j -0.00657418-0.0160462j 0.0242062+0.00802486j -0.00754764-0.0328865j -0.00662946-0.00685074j -0.0163304+0.00898925j 0.00265334+0.0257007j 0.0252107-0.00141071j 0.0266706-0.013356j -0.0139861-0.00485156j 0.00301212+0.00566816j -0.00962649-0.0370895j 0.0148411-0.00400384j 0.0181537+0.0186828j -0.0156116-0.00627286j 0.00154848+0.00223648j -0.0138815-0.0116005j 0.00997032-0.00467865j 0.010258-0.00524448j 0.00677113+0.0173159j -0.0193207-0.00257631j 0.0127973-0.00861547j 0.0087019-0.0264484j 0.00638301-0.00710209j 0.00208909+0.00675069j 0.0349495+0.0113225j 0.0076511+3.65782e-05j 0.000921701+0.0262159j -0.00577325+0.00593914j 0.00609136+0.0222597j 0.0179642+0.0366239j 0.000973221-0.00855677j 0.0143983+0.00169383j -0.0103998+0.00750818j 0.0112756-0.0095411j -0.0150487-0.0120707j 0.00297215-0.00716233j -0.0179177+0.00806612j 0.00401706-0.0065274j 0.0120085+0.00792058j 0.0124968-0.0135702j 0.00739871+0.0100165j -0.00194713+0.0138607j -0.00906365+0.0014008j -0.00971626-0.00463165j -0.0042906-0.00488754j -0.00466901+0.00724405j -0.00488666-0.00105144j 0.00697134-0.000400305j 0.00450722+0.00839879j 0.000307924+0.0208798j -0.00298641-0.00299546j 0.0111727+0.00217365j -0.00734673-0.0128369j -0.0123526-0.0043636j -0.0277058+0.000249192j -9.1921e-05+0.000626097j 0.00689903+0.0202597j 0.00548849-0.00290862j 0.0083793+0.00113237j -0.00143365-0.000173584j 0.00231876-0.00341879j -0.00345092+0.00253719j 0.00751971+0.00519034j 0.00471076-0.01136j 0.00467524-0.00658867j -0.0209076+0.00117467j 0.0039592-0.000776819j 
