-0.00217082-0.0145508j -0.0144726+0.016309j -0.00208-0.00860866j -0.00161047-0.0502135j 0.00942515-0.0160824j 0.00301745+0.00572112j 0.00936824-0.0122652j -0.0163478-0.00467211j 0.00960952+0.00968299j 0.00423517-0.00488098j -0.00807455-0.0112128j -0.00989242-0.0154403j -0.015071+0.00657707j -0.0110533+0.0151885j -0.00864691-0.00794119j 0.00725778+0.0154091j 0.00330861-0.0187482j -0.00324102-0.00768025j -0.000271027-0.0123766j -0.0404944-0.00758793j -0.0343381+0.00599295j 0.00138418+0.00532515j -0.00937814-0.00834462j 0.00385808+0.00694691j -0.00125021+0.00123423j 0.00274698+0.00561299j 0.00665601+0.000918392j -0.00856944-0.00204154j -0.00420008-0.00739331j 0.0100292+0.0103673j -0.000994592-0.00766715j 0.00488558+0.00564294j 0.0079175-0.00337777j 0.00243339-0.00255076j -0.00451878+0.00462429j 0.00285884+0.0151899j 0.00292287+0.00171564j -0.00345214-0.00243313j 0.00173259-0.00418121j 0.00179944+0.000349252j -0.0111201+0.00378248j 0.00534607+0.00204187j -0.00870189+0.000748183j 0.00112041+0.000431504j -0.00138255+0.00140098j 0.00278575-0.000300592j 0.00230693-0.00902386j 0.0104947-0.00176849j -0.000707104-0.00230136j 0.00964819+0.00405791j 0.00657567-0.0130404j -0.00540433-0.0191198j 0.00143627+0.0202906j 0.00285325-0.00521594j 0.00410034+0.0140326j 0.00779423-0.0136296j -0.00470105+0.0207041j -0.0105646-0.0142358j 0.00728301+0.00274296j -0.000897134-0.00303928j -0.00858012+0.00154269j 0.00522273-0.00411634j 0.00232335-0.00553227j 0.00109597-0.00609521j 0.000800165+0.00957836j 0.00116293-0.000709496j -0.000478125-0.000727918j -0.00165385-0.00265674j 0.0020541-0.00348439j -0.000554473-0.000758054j 0.0049634+0.00032041j -0.000457755+0.000501546j 0.00121712+0.000423474j 0.00206855-0.000346724j 0.00604221+0.00218021j -0.000866566-0.00110624j -0.00183442+0.00379902j -0.00546985+0.0126581j -0.00305813-0.0133078j -0.00714752+0.00467668j -0.00638492+0.00112164j 0.00884885+0.00445822j 0.00299802-0.00629207j 0.00199498+0.00607313j -0.00272201+3.91032e-05j 0.000512609-0.000723805j 0.00057723+0.00175171j -0.00123747+0.0103686j -0.00201427-0.00509954j 0.00733257-0.00338528j -0.000251462-0.00441951j 0.00489023+0.00106139j 
-0.00771619-0.00600115j 0.00716177-0.00833053j -0.00531813-0.000256057j -0.00749216+0.00158963j -0.00340967-0.00628765j 0.00533818+0.00796049j 0.027936+0.00167092j 0.0245857-0.00436566j 0.0139496+0.00261588j -0.0179716+0.00111421j 0.0121603-0.00309657j -0.00119114-0.00375239j -0.0284585+0.00154922j 0.00953778+0.00221972j 0.00973547-0.00203841j -0.0182951-0.000588798j 0.0269147+0.00261391j 0.0035258+0.000108523j 0.000339036-0.00517748j -0.00449151-0.00250078j -0.00476469+0.00939587j 0.0239518+0.0084196j -0.00347956+0.0144826j -0.0343172-0.0453962j 0.00865026-0.00861455j 0.0159171-0.0164203j 0.00906201+0.00440328j 0.0178241-0.00732935j 0.0256927+0.00365794j -0.0172205-0.00870488j -0.0217581-0.00458852j 0.00617805-0.00154848j 0.00586988+0.00278178j -0.00589762-0.00178381j -0.00167136+0.00809173j 0.020873-0.00436904j 0.00626433-0.00549025j 0.0069662-0.0032536j -0.0109875-0.00686381j -0.00142542-0.0117829j -0.00170557-0.00802836j 0.0155872-0.00161327j 0.0121904-0.00915301j -0.0088788-0.00489692j -0.0126973+0.0144275j 0.0174814-0.00636898j 0.0363389+0.00443148j 0.0107867+0.0116298j -0.00430755-0.00933375j 0.00899545-0.00331069j 0.0128637+0.0209333j -0.00704247-0.0104286j -0.0125355-0.0245496j -0.0217027-0.014651j -0.0173122-0.0147594j 0.0124872+0.0152904j 0.000374874+0.00193681j 0.0091661+0.00547868j 0.00821798+0.0101252j 0.00852591+0.0100373j 0.00613729+0.0113723j -0.00721459+0.014144j 0.0098099-0.0249198j 0.00255843-0.0187746j -0.00182347-0.0149892j -0.0102079-0.0165979j -0.00291766+0.0062731j 0.00767663+0.0184701j -0.00555089-0.00969549j 0.00495138+0.00407631j -0.0208031+0.0171534j -0.00483772+0.00892037j 0.00668054-0.00592215j -0.00958557-0.0152118j -0.0105956+0.00166339j 0.0110169+0.0129933j 0.0124789-0.00677369j 0.00423192+0.0115974j -0.00275602-0.000454846j -0.00669819-0.0100863j 0.00884971+0.020667j -0.0014284-0.000573278j 0.00493284-0.00410693j -0.00407932+0.00848539j 0.0048166+0.00869653j -0.000591632-0.0101765j -0.00183827+0.0144412j -0.00356016+0.00372717j 0.00207652+0.00078944j -0.00463172-0.00396712j -0.00509099+0.00251978j -0.00647536-0.00109099j 
0.00562445+0.00500776j 0.0251634-0.0125667j -0.00323011-0.00160007j -0.00442958-0.00119524j 0.0213325-0.0127418j -0.0356216-0.0111178j 0.0135057+0.0135292j 0.0130077+0.00599061j 0.00537944-0.0137361j 0.000453289+0.00484059j 0.0108083-0.000530525j 0.0114764+0.00309755j -0.0101248+0.00227829j 0.0093624-0.0016796j 0.00774992-0.000955782j -0.00279207-0.000380558j 0.00138125-0.0048725j 2.13517e-06+0.0031993j 0.0108813-0.000363007j -0.00888496+0.00622897j 0.00258051-0.00804773j -0.011954+0.0532989j -0.0252091-0.0137572j 0.0577848+0.0298852j 0.0116801-0.0312531j -0.0118152-0.0392648j -0.00907409-0.0110997j -0.008655+0.0261384j 0.0248705-0.0135923j 0.0552711-0.000880957j 0.00688347-0.021261j -0.00689652+0.00926063j -0.0334433-0.026974j 0.0037115+0.0125522j 0.00728701-0.00583582j -0.00309828+0.00806391j -0.00550725-0.013176j 0.0180059-0.00966295j 0.00417061-0.00141064j -0.00158417+0.000442639j -0.0013278-6.26657e-05j 0.0138158+0.00844397j 0.0102687+0.00790159j 0.00320871-0.00242563j -0.0152423-0.00386519j -0.00302867+0.0126321j -0.00564676-0.0130101j -0.0113853+0.0100443j 0.0109285-0.0315705j -0.00843668+0.0159042j -0.011381+0.0181638j 0.0081971+0.00630897j 0.0184883-0.00480788j 0.0082261-0.0277533j 0.0178662-0.00372077j -0.013241+0.00650447j -0.00661114+0.0301854j 0.00693311-0.01314j -0.00948636+0.0144179j 0.00101771-0.0126528j 0.000876669-0.0131452j 0.0127509+0.0157451j 0.00514219-0.0212306j -0.00510483-0.00802146j -0.0162624-0.00540477j 0.00666136+0.00250109j 0.00595871+0.00190065j 0.00471427+0.00664634j -0.00189115-0.0161204j -0.00498698-0.00296092j 0.017757+0.00125022j 0.000714803+0.0243657j 0.00863445-0.0199794j -0.00805148-6.66189e-05j -0.00223724+0.0142835j -0.0150128-0.00775581j -0.0146774+0.00747598j -0.00534904+0.00386296j 0.00293051+0.00870822j 0.0152818+0.0056623j -0.0117586+0.0104843j 0.00172985-0.018641j -0.00581012+0.00115934j 0.00677287-0.000951422j -0.00923494+0.0006041j -0.0012319+0.00312651j 0.00289473+0.0100135j -0.0128768+0.00277441j -0.00507834+0.00584323j -0.00154999+0.00178584j 0.0149575-0.00304507j 0.00364502-0.000187423j 
0.00791464+0.0225691j -0.00583562-0.0190799j -0.0026415-0.00207596j -0.00116385+0.000233934j -0.00434419-0.0284627j 0.00695363-0.0253578j -0.00433558+0.00260154j -0.0023131-0.00638492j -0.008276-0.00129715j -0.00452936+0.00325563j -0.00292405+0.000332289j -0.00560496+0.000507945j 0.00457906+0.000998044j -0.00598563-0.00171393j 0.00402025+0.00330135j -0.00349997+0.0025126j -0.00321759-0.000107373j 0.00669445+0.0100254j -0.0129855+0.0082229j -0.00282499+0.00590378j 0.0268418-7.75799e-05j 0.00469793+0.0695902j -0.0120915+0.0147627j -0.0261782+0.0262374j 0.0119969-0.0115344j 0.00145993-0.0124706j 0.0185518-0.0123078j -0.0125942+0.0163201j -0.0190261-0.00765822j -0.0241504-0.00439422j -0.0155572-0.0236513j 0.0131002-0.0215804j 0.0256083-0.0112849j -0.00444084+0.0182382j 0.00204456-0.0186505j 0.00472457+0.00982123j 0.00428666-0.0188769j -0.01348-0.0175772j 0.00586894+0.0302978j 0.00380261-0.00625486j 0.00220722-0.00620544j -0.0048337+0.0133291j -0.0176407+0.00731228j -0.00105131-0.0144694j 0.0146375+0.000102659j 0.000878622+0.0219851j 0.0037378-0.0114478j 0.010999+0.0166891j -0.00406142-0.052602j 0.0126076+0.025214j 0.0125726+0.0188434j -0.0124706+0.00477536j -0.00972148-0.0180593j 0.00144607-0.0444409j -0.0127325-0.0051634j 0.0186012+0.0243772j 0.00214916+0.029076j 0.00334758-0.0066045j 0.017856+0.0122071j 0.00114729-0.0185212j 0.0216672-0.0100925j 0.00876166-0.00529636j -0.00395163+0.0160934j 0.0159302-0.00749707j 0.0019744+0.0124338j -0.0158016-0.00974429j 0.00348758-0.00176373j -0.00295669-0.00387512j -0.0256095-0.00528116j -0.000313746+0.00321532j -0.00296287-0.017366j -0.00256664-0.0144918j 0.00585194+0.00696574j -0.0114107-0.000991189j -0.00133256-0.00867931j -0.00646547+0.0077118j -0.00152177+0.0115659j 0.0160246-0.00820976j -0.0186941-0.0188538j -0.039252-0.00281138j 0.0103334+0.0230397j 0.00332033-0.0157563j 0.00386562-0.00329797j 0.0187757+0.0117399j -0.00600804-0.00462729j -0.000489977-0.00657512j -0.000116739-0.00889605j -0.014138-0.00268451j 0.0114093-0.0065299j 0.000678832-0.0202949j -0.0243124+0.00812508j -0.00179403-0.00505174j 
-0.0108615-0.0101181j 0.0166393-0.0011446j 0.00223403+0.00289806j 0.000948466+0.00137273j 0.022188+0.00296122j 0.00215231+0.0154609j -0.00548119-0.00218056j -0.00766711+0.00119333j 0.01244+0.000158047j -0.00239271+0.000377982j -0.000980946-0.00147899j -0.00191998+0.000958398j -0.00347209+0.00198093j 0.00425938+0.000232396j -0.00349851-0.000682769j 0.00186746+0.000429744j 0.00217901-0.000413866j -0.00703736+0.000828661j -0.000783111-0.0016265j -0.0104272+0.00767627j 0.00483497-0.00488977j -0.0673778-0.00949358j 0.0235009+0.00991686j -0.0229644-0.00925852j 0.0128737+0.00299526j 0.0219974+0.00167817j 0.00577388+0.000331668j 0.00721919+0.00276932j 0.00662617+0.00641106j -0.0122344-0.000910259j 0.0028572+0.00805522j 0.00380526+0.000304399j 0.00785621+0.0026247j -0.0130032-0.00477707j 0.00202896+0.00252804j 0.00155772-0.00409795j 0.0050268+0.00437753j 0.0182876+0.00488424j -0.0177374-0.00918142j 0.000269706-0.00292921j 0.00784217-0.00343035j -0.00645999-0.000860756j 0.0136926+0.00316025j -0.00407257+0.00230992j 0.0143244-0.00507913j -0.0180518-0.00152372j 0.00255448-0.00533785j 0.00605936-0.00470504j 0.0272495+0.00930394j -0.0435585+0.00587344j -0.038516+0.00207712j 0.00919968+0.00297251j 0.0281002-0.00396545j 0.0206892+0.000947749j 0.00665082+0.0164454j -0.00753017-0.00504244j -0.00560406-0.0129703j 0.018869-0.0250305j -0.00667618+0.010066j -0.0104744-0.00871249j 0.0218652-0.0155279j 0.00160521-0.00467312j -0.00503294+0.00804635j 0.0602839-0.0196654j -0.0320431+0.000461966j 0.00424298+0.00880469j 0.0030057-0.00413742j -0.00515476+0.00345856j 0.0364955+0.0242953j -0.000669202+0.00177599j 0.0477548-0.00714377j -0.00978012+0.0102629j 0.0515811-0.0297321j -0.0216077+0.0199109j 0.0187905+0.00630175j -0.00342768+0.006849j -0.00122984-0.00295579j 0.0360632-0.0405728j -0.00271688+0.0121861j -0.0928781+0.00496076j -0.0126414+0.00119413j 0.0226127+0.00494999j 0.00118751-0.00494678j 0.016086-0.0221981j 0.00324122+0.0170544j -0.00355148-0.0230012j -0.000434112-0.00348297j -0.0105215+0.0115044j -0.00539281-0.0153221j 0.0163182-0.0166168j -0.0465385+0.00836815j 0.0291932-0.00660614j 
-0.0163888-0.00104702j 0.00897259-0.0112201j 0.00377873+0.00242761j 0.00280205+0.00185848j 0.00770818-0.0120555j 0.0424364+0.0024006j -0.0199455-0.00363823j 0.0027859-0.00162865j 0.00770335+0.00567892j -0.00952404-0.00131735j 0.00121246-0.001045j -3.88641e-05+0.00070712j -0.00290728+0.00165482j -0.0027441+0.00142193j 0.00309668+0.00464659j -0.00252707+4.52068e-06j 0.00312695+0.000724826j 0.00239664-0.00127294j -0.00557683+0.00587068j 0.00299892+0.00217081j -0.000847612-0.00798599j -0.0515003-0.00179469j -0.000676721+0.0283397j -0.0366459-0.00316313j 0.0319195-0.0126429j 0.0269868+0.00514674j 0.0219813-0.000589462j -0.0241281+0.0128521j 0.0195882+0.000866017j 0.00382605-0.006659j 0.0339582+0.0110296j 0.00750521-0.0058632j 0.0198664+0.00259022j -0.018553+0.00195535j 0.0178939-0.00514097j -0.00504317+0.006575j 0.0211783-0.000147208j 0.0139865-0.00152008j -0.0196371-0.00761645j 0.00600625-0.00283581j 0.0012326-0.00217978j -0.00562228-0.000821271j -0.014367+0.00719086j 0.0131794-0.00255817j -0.0134592+0.00138296j -0.00963002+0.00339642j 0.0148729-7.55758e-05j -0.0259291+0.00764631j 0.0373155+0.000116477j -0.00600906-0.00713492j -0.000701938-0.00247275j -0.0178645+0.00671654j 9.43163e-05-0.00493184j 0.0113993-0.00564878j -0.0103453+0.00343883j -0.0266381+0.00402698j -0.0208827+0.00266656j -0.0211848+0.00125989j -0.00280818-0.00271247j -0.0213643-0.0102021j -0.00488155+0.0107885j 0.0335544-0.0192072j 0.0282149-0.00910434j -0.03491+0.0151762j 0.00599587-0.00232011j 0.0310687-0.000688439j -0.00231272+0.000432783j -0.00178566+0.00190537j -0.000989452+0.00668448j -0.000210717+0.00345623j -0.00330898+0.00436302j 0.00266415-0.0104633j -0.0160938+0.0176068j 0.0233072-0.012736j 0.00715529-0.00731735j 0.0170838+0.00730521j -0.0302386+0.0121969j -0.0622793+0.0176169j 0.0208407+0.009097j 0.0567307-0.0369346j -0.00312655-0.00934647j 0.0149257-0.0128528j 0.000539292+0.00937137j -0.00348144+0.00236089j 0.00824859-0.00393732j 0.00188652+0.0111944j -0.00161491-0.00383772j -0.00257034+0.0377745j -0.0119591+0.00137382j 0.00426181+0.00403532j 0.0508933-0.0215324j 0.00327306+0.00405506j 
0.00310167+0.00569571j 0.00391294+0.00367074j -0.00184331-0.00214543j -0.00201285-0.00164007j 0.00930793+0.00605658j -0.0125996-0.0187753j 0.00742333+0.00779596j -0.00242873-0.00341684j -0.00365151-0.00034344j 0.00176385+0.00160666j -0.000683572-0.000233687j -0.00113557-0.000868346j 0.00101577-0.00181595j 0.00135039+0.000549816j -9.00001e-05-0.00214805j -0.000334418+0.000566472j -0.00147953-0.00212529j -0.003382+0.00124728j -0.00071521-0.00540528j -0.00725883-0.00853718j 0.00614367+0.0161553j -0.00224886-0.0105731j 0.00352642+0.00422012j 0.00117513+0.00114613j 7.13847e-05-0.00126545j -0.00518094-0.00287796j -0.010902-0.00274636j 0.00932316+0.00638584j -0.00767825-0.00638618j -0.00941556-0.0116039j -0.0215026-0.0203853j -0.00226332+0.00234203j -0.00834405+0.000107347j 0.00309268-0.00114337j -0.00787814-0.0049636j -0.00398127+0.000285519j -0.0092915-0.00621017j -0.000927345+0.00323355j 0.00681539+0.00228802j -0.00105424-0.00175574j 0.00176169+0.00385286j -0.00164182-0.000274124j 0.00742276+0.0102376j -0.00457241-0.00859531j 0.00608904+0.0141576j 0.000470792-0.00515373j -0.002787-0.00258109j 0.00594135+0.014915j -0.0125331-0.0023907j -0.00578645-0.0163952j -0.00824883-0.0182477j 0.00509953+0.00837852j 0.000563238+0.0138905j -0.00333837+0.00281168j -0.0031453+0.00481912j -0.00102044+0.0144467j 0.00677533+0.00505929j 0.00136146+0.0242932j 0.00301147+0.0127098j 0.0133067-0.00746827j -0.00225961+0.0166066j -0.015149-0.0192148j -0.0089896-0.0226694j 0.0249155+0.055706j -0.0133244-0.0148018j 0.00170227-0.0313621j -0.000138873+0.00145894j 0.00238282-0.00806537j 0.0248332+0.0306895j 0.000784201-0.00216455j 0.00312881+0.0404054j 0.00488141-0.00670284j -0.000522757+0.0420465j -0.0040013-0.0183313j 0.0037022+0.0186886j -0.0101056-0.0102476j 0.0122115+0.0107557j 0.0362636+0.0527109j -0.00281582-0.0222693j -0.0440424-0.138755j 0.000963813-0.00401209j -0.00284705+0.0317838j -0.0101173+0.00424538j 0.00624044+0.0783993j 0.00673924+0.0267763j -0.0132083+0.031996j -0.00305817+0.00131439j -0.0105383+0.00498333j -0.0285639-0.00526555j -0.0485101-0.0111363j -0.00874008-0.0108581j -0.0111997-0.00194022j 
0.00528338-0.000286887j -0.00227245+0.00254842j -0.00141104-0.00095181j -0.00138988-0.000769215j -0.00207155+0.00221367j -0.018555+0.00466666j 0.00630936+0.0017485j -0.00281224+0.00230742j 0.00683546-0.00466789j 0.00417879-0.000907265j -0.00107999-0.000256077j 0.000225694-0.00104139j -0.00208963+0.000870438j -0.000611444+0.000811642j -0.00160124-8.26564e-05j 0.000745915-0.000133962j 6.39262e-05-0.00150499j 0.00923306-0.00287476j -0.00192349-0.00119914j 0.00128878-0.00251321j 0.00888734-0.00310172j -0.00382575+0.00550835j 0.000752795-0.00497524j 0.00231795-0.000758176j -0.00421778+0.00332569j 0.00311513-0.00417235j 0.000502934-0.00233881j 0.00724725-0.000725704j -0.0130194+0.0015845j 0.00798532-0.00808055j 0.0121887-0.0118706j -0.00693991+0.00262452j -0.00274556-0.000556273j 0.00172655-0.000729901j 0.00729027-0.00466469j 0.0168642-0.00720867j -0.000733258-0.00104131j -0.00117994+0.00478649j 0.00592889-1.54512e-05j 0.0011798+0.000327273j 0.00485011-0.00143041j 0.007303-0.00311795j -0.00520065+0.00470904j -0.00680591+0.00457252j 0.0117994+0.00138016j -0.00414215-0.000958117j -0.0064613-0.00121475j 0.0132193-0.00601437j 0.00139419-0.00475376j -0.0164174+0.00265973j -0.0125673-0.00395541j -0.0140333+0.00435782j 0.00867258-0.00263404j -0.0161303+0.00863803j 0.0110114-0.00848299j 0.00437648-0.00962518j 0.028493-0.0118254j 0.0139541-0.00771536j -0.0153781+0.00473111j -0.00895648+0.0108512j 0.0116662-0.000300306j 0.00387354-0.0223935j 0.00113131+0.0204228j -0.00640051+0.0178126j -0.0158581-0.0193951j -0.0605305+0.0256051j 0.0114006-0.0236496j -0.00045087+0.00884355j 0.00388231-0.023889j -0.00127666-0.00946093j 0.00657103+0.0217861j -0.00689226+0.0308647j 0.00383049-0.0116032j -0.0015346-0.00846548j 0.0046801+0.0116612j 0.0164126-0.0138087j 0.034904-0.022648j -0.104419+0.0577704j -0.0100008+0.0353522j -0.0177095-0.0221471j 0.0367776-0.0478658j 0.00516268-0.00211228j -0.0117002+0.0140576j 0.0121505-0.0164761j 0.00699841-0.00215105j 0.025951-0.00804438j 0.0211326-0.0425266j -0.0171054+0.0320902j 0.0549863-0.0377945j 0.029337-0.0151676j -0.0115962+0.00197165j -0.00703585-0.000634463j 
0.00123874-0.00239322j -0.00170936+0.00258786j 0.00177494-0.000356834j 0.00326335-0.000996973j 0.00123176+0.00247419j -0.00616319+0.0105389j -0.000664471+0.00103342j -0.00708849+0.00441983j 0.00416596-0.00924428j -0.00234557-0.000945078j -0.00371375+0.00161037j -0.0026294+0.000585756j 3.08793e-05+0.00206705j 0.00152434-0.000320759j -0.00204873-0.000406434j 0.00379709-0.000701286j -0.00501808+0.000490049j -0.00131039-0.00672131j -0.00384233+0.00158449j 0.00218248-0.00233693j 0.00381607-0.00586283j -0.00802638+0.00760126j 0.00832893-0.00282711j -0.00410655-0.000889453j -0.00764886+0.00382668j 0.00890778-0.00872904j -0.00516697-0.00260385j -0.00410693+0.00194752j 0.0204683+0.000304131j 0.00674884-0.0103599j -0.0109973-0.00616831j 0.00710208+0.000912532j 0.00116851+0.000318169j 0.00592096-0.0015741j -0.00523015-0.00492374j -0.00103504-0.0134662j 0.00347126-0.0017101j -0.00415852-0.00249517j -0.00368735-0.00534293j -0.000782074-0.00244517j 0.00260909-0.00223732j -0.00190467-0.00743102j 0.00522816+0.00424793j -0.000561264+0.00187882j -0.00362604-0.00829335j 0.00570486+0.00141398j 0.0136518+0.00352086j 0.00202927-0.00925415j 0.0101768-0.00501949j -0.00161731+0.00744304j 0.0115366+0.00736027j 0.0206503+0.00837186j 0.0153751+0.00256406j 0.00683207+0.0121135j -0.00248406-0.00821242j -0.00198071-0.00252157j 0.00752178-0.0185215j 0.00639611-0.0165133j 0.00276376+0.00955667j -0.00448129+0.00880744j 0.00203031-0.00834677j 0.0208556+0.00299339j -0.0146282-0.0369633j 0.00964795+0.0115168j 0.0182092+0.011046j 0.00160938+0.0654997j -0.00521774+0.0203305j -0.0148297-0.000375585j 0.0260961+0.0385991j 0.00489487+0.00801394j -0.00506961-0.0229461j -0.00528239-0.023504j 0.0130693+0.0166921j 0.0166263-0.0132956j 0.00413334-0.0343716j 0.0119805-0.0272337j -0.0020972-0.00879157j 0.01695+0.0733489j -0.0212294+0.0114278j 0.0147543+0.00849072j 0.0179398-0.0634236j 0.00509703-0.00800603j -0.0184736-0.00699483j 0.012379-0.00945833j 0.0119061-0.00205766j 0.0205904+0.0156009j 0.0101382+0.0757948j -0.0238484-0.00326475j 0.0289556-0.00936813j 0.0190287+0.000706289j -0.00691991+0.000418563j 0.00263645-0.000778384j 
-0.00423195+0.000812927j 0.00200771-0.00037758j -0.000632407+0.0013812j -0.0024101+0.00293217j 0.000257444+0.00250152j 0.0144799-0.004478j -0.00168538-0.00195493j 0.00663401-0.00559509j -0.00890476+0.00391921j 0.000113179-0.002151j 0.00269477-0.00178054j 0.00124731-0.000964941j 0.000454084+6.51227e-05j -0.000223031+0.000951562j -0.00104858+0.000763135j -0.00211206+0.00123498j 0.00370492-0.00262274j -0.00360559-0.00169917j 0.00349294-0.00117251j -0.00297568+0.00176947j -0.00791735+0.00266782j 0.00895229-0.00838193j -0.00450892+0.00684789j 0.000971476-0.00104088j 0.00427157-0.00433972j -0.010168+0.00816903j -0.000429573-0.00190669j 0.00443041-0.0098025j -0.0131893+0.0224244j -0.0142535+0.00981264j 0.00519462-0.0134827j -0.00382057+0.00730829j -0.000611739+0.000768823j 0.000139737+0.00827536j 0.0010452-0.00596688j -0.0123792-3.44615e-05j 0.00239006+0.00414182j -0.00186191-0.00365142j -0.00125054-0.00205744j -0.00239107-0.000670816j -0.00275632+0.000256345j -0.00407852-0.00105302j 0.000705154+0.00227178j 0.00750595+0.000501731j -0.00212487-0.00110613j 0.00145508+0.00504335j -0.00225208+0.0109862j -0.0101969+0.00111661j -0.00497355+0.00177554j 0.00520489+0.00740908j -0.00260136+0.0164558j -0.0112812+0.0226074j -0.00897677+0.00780686j 0.00076944+0.0117245j -0.00068282-0.0052465j 0.00368834-0.000526409j -0.0192366+0.00502983j -0.0137823+0.00859192j 0.000384476+0.0159585j 0.00459094+0.00191282j -0.00375584-0.00897496j 0.00759041+0.0103746j -0.0379856-0.00550193j -0.00418854+0.00326584j -0.00830191+0.0369954j 0.0515704-0.00524521j 0.0167401-0.0247003j -0.00131468-0.0132034j 0.0281543+0.00272664j 0.00954728+0.00274126j -0.0326974+0.00154412j -0.0127601+0.00602079j 0.0272548-0.00820828j -0.0245975+0.0285543j -0.049105+0.0236628j -0.0122533+0.00736457j 0.00643374-0.00634677j 0.0148678+0.0540758j -0.00285015-0.0463173j 0.00218889+0.0333657j -0.0382469+0.0212605j -0.000761146-0.00977512j 0.00488016-0.0175032j 0.00270025+0.0147419j -0.0138248+0.00981908j -0.000944162+0.0109781j 0.0777626-0.0188348j -0.0277418-0.0146584j -0.0200389+0.0243471j -0.0120986+0.00878637j 0.0104156-0.00288251j 0.00339123-2.06806e-05j 
0.000961146-0.000233241j -0.00154761+0.000995941j 2.0138e-05-0.000197299j 0.000481975-0.000541666j -0.000589993-0.000493204j -0.0019591+0.000274611j 5.25139e-05+0.00151851j -0.00527221+0.00638337j -0.00186931+0.00265375j 0.00346032-0.00361649j 0.00110303-0.00176558j 0.00141754-0.00232881j -0.000538327+0.000548526j 0.000290693-0.00120443j 0.000779239-0.000935845j 0.00121984-0.00117387j -0.00384623+0.00317001j 0.00240291-0.00305029j 0.00172745-0.00127157j -0.00370809+0.00514675j -0.000177863+0.00195869j -0.000738319+0.00270662j 0.00338215-0.00494594j 0.00213947-0.00350549j 0.00131391-0.00348113j -0.00365359+0.00420583j -0.00094513+0.000479645j -0.00415676+0.00598284j 0.00386207-0.00531679j -0.00468794+0.0118368j 0.00373852-0.00758345j 0.00226375-0.00493894j -0.00758186+0.013276j -0.00789583+0.0108392j 0.019217-0.035083j 0.00705698-0.013872j 0.000518759-0.00168584j -0.000748556-0.00334396j 0.000232864-0.00399569j -0.00494782+0.00727598j 0.0252521-0.0437266j 0.00442169+0.000695112j 0.0107686-0.0181386j -0.0113951+0.0162694j 0.00994611-0.0121994j -0.00464124+0.00700135j 0.00666077-0.0114963j -0.0147449+0.0230137j -0.00895685+0.0169885j 0.00393937-0.00876639j 0.00158789-0.00317337j 0.00397977-0.00350794j -0.0083542+0.0142771j 0.00420302-0.00678187j 0.00367086-0.00907807j 0.00246626-0.00757707j -0.000210744+0.00256189j 0.00277979-0.00290999j -0.000855681+0.00434298j -0.00125889+0.000381491j 0.000781944-0.00206316j -0.00115715+0.000840732j 0.00324817-0.00113248j 0.000432443-0.000605943j 0.00398091-0.00513032j -0.00318854+0.00281892j -0.000456763+0.00208194j -0.00845611+0.00634714j 0.00492507-0.000904051j -0.0449342+0.0313281j -0.0136398+0.00703513j -0.00180712+0.000578043j -0.00369252+0.00608922j -0.0162327+0.00724696j 0.0162559-0.0032011j 0.00372737-0.00424194j -0.00306422-0.0010387j 0.00163067-0.00416615j -0.00101234+0.0038583j 0.00112762-0.00108507j 0.00310994-0.00660041j -0.00158469+0.00558826j -0.00182015+0.00266357j 0.000325259-0.00166363j 0.000545136-7.90329e-05j 0.000108584+0.000958486j 0.00107909+0.000835591j 0.00367909-0.00100726j 0.00251219-0.00369322j -0.000193953+0.00167029j -0.00339984+0.000654699j -0.00121273+0.00039246j 
