-0.0149554+0.0237707j 0.00944394+0.000311402j 0.00988995+0.0134423j -0.00416854+0.000412609j 0.0259435-0.00301747j -0.0158129-0.00766283j -0.00915889+0.00876978j -0.0613088+0.0142865j -0.017337-0.00747214j -0.0691334-0.0285426j -0.00373819+0.00787871j -0.000661349-0.0085692j 0.00886088+0.0134447j -0.00632112+0.00195872j 0.00275138-0.00118818j 0.00345328+0.0127777j 0.00456108+0.00723519j -0.0011899+0.0155346j -0.00198969-0.00822684j 0.00794453+0.0159339j 0.00890197+0.0317605j -0.00173335-0.00780396j -0.00425583-0.00858813j -0.0043649-0.01407j -0.00499509-0.007044j -0.00284139-0.0177501j 0.00912879-0.0112702j -0.00262768+0.0104257j 0.00348054+0.0117366j -0.0168736-0.00313379j 0.00445678+0.0160101j 0.0128268-0.0323007j 0.00590039-0.0272559j 0.00848856+0.0140646j 0.00394231+0.00414282j 0.000386426+0.00577673j 0.00507474+0.00057856j 0.00436649-0.00557468j -0.00258251+0.00535152j -0.00126099+0.00281917j 0.000190822-0.00536113j 0.00236601+0.00209252j 0.000624113-0.00158555j 0.00178966-0.00119626j -0.000892028-0.00155989j 0.000682909+0.000113677j -0.00952217+0.000818294j 0.00145402-0.000930994j 0.00305601+0.00087048j 0.00297817-0.0027431j 0.00266013+0.00481824j -0.0034677+0.00140271j 0.000337064+0.00474027j 0.00370582-0.00551801j -0.00304103-0.000187731j -0.00443661+0.00784789j 0.00278476+0.00393671j 0.00759945+0.0109532j -0.00535571+0.00480434j -0.00230629+0.00508754j 0.00253714+0.000128605j -0.000262731+0.00107043j -0.00174238-0.000197506j -0.000369339+0.00367025j -0.00142983+0.00353603j -0.000133196-0.00106969j -0.00808164-3.70358e-05j 0.00131081-0.00395077j 0.00324373+0.000680547j 
0.0069466-0.00657855j -0.0102101-0.00366842j 0.0338785-0.00898331j -0.00822858-0.00331667j -0.00994171+0.00819668j -0.0294321+0.00114738j -0.0125009-0.00581034j -0.00227073-0.00675359j -0.0223677+0.00521148j -0.0100702+0.0102819j 0.00715281+0.00484503j -0.0163499+0.00215871j -0.00681417-0.00426612j -0.0115755+0.000604033j -0.153231+0.0060043j -0.131444+0.0136315j -0.10181-0.0043421j 0.00914755-0.00158646j -0.0688765+0.00626736j 0.160265-0.0094353j -0.289444+0.0224743j -0.11818-0.0133615j 0.10482-0.00310806j -0.0890454-0.00891485j -0.139574+0.0105349j 0.012669-0.000801123j -0.0387226-0.0060974j 0.0372455-0.0119884j 0.0201064+0.0013827j -0.0530134+0.0111741j -0.0063559+0.00661166j -0.0516886+0.00874101j 0.042623-0.00516833j 0.00862477-0.0050146j -0.058894-0.0135224j 0.00903587-0.00208532j 0.00169799+0.00676874j 0.0904689-0.0207258j -0.0107843+0.0447978j 0.010046-0.00275364j 0.0217473+0.00604912j -0.0105289-0.0285499j -0.0111364-0.0401012j -0.0279105-0.0323743j -0.00134899-0.069856j 0.00476689+0.0318914j 0.0127696-0.0214571j 0.0132377-0.00763286j -0.0158583+0.0549433j -0.0124217-0.0110453j -0.00866243-0.00394146j -0.0107678+0.00480396j -0.0145968-0.00900161j -0.0171907+0.0162265j -0.0265119+0.0242233j 0.0207069+0.0316413j 0.00890615+0.00930895j 0.0196408+0.00191243j -0.00838336-0.00368008j 0.0154399+0.00616584j 0.0245646-0.007713j -0.00750245+0.00256698j 0.00172968-0.00402216j -0.00879208+0.0116133j 0.00274762+0.00900027j -0.0183079-0.00272679j 0.0163215-0.00449038j -0.0180417-0.00364653j -0.00177101-0.000604705j 
0.00552259-0.00519372j -0.00300106-0.00655368j -0.00855864-0.00278792j 0.0281187-0.00252842j -0.0157489+0.00481787j -0.000858686-0.000507761j 0.0311338-0.00230406j -0.00943447-0.00305536j 0.000197719+0.000899175j 0.00980103+0.00235933j -0.0116203+0.00225977j -0.0297947-0.00890606j 0.057309-0.00196715j 0.180865-0.0086069j 0.0881083-0.00433042j -0.0321318-0.00133401j -0.0029918-0.00444321j 0.0920825+0.00183949j 0.0919778-0.00973127j 0.344791-0.0130187j 0.0271982+0.00131631j 0.0724691-0.00717675j 0.095237-0.00418803j 0.110258-0.00634676j 0.0184436+0.00365653j 0.0167604+0.00264017j -0.00417456+0.00230114j -0.0965011+0.00138191j -0.0665079+0.00278871j -0.0106344+0.00745638j -0.0674881+0.00337495j 0.057088-0.00353315j -0.0395471-0.00542058j 0.0730954-0.00939161j -0.0292988-0.00606422j 0.00918803-0.0103351j -0.0527143-0.00153735j -0.0657344+0.0221315j 0.011671-0.0100389j 0.012501+0.0101046j 0.003046+0.000668153j 0.00386336-0.00474955j 0.02204+0.0106854j 0.0187629-0.00954002j -0.00927141+0.00943224j 0.0301185+0.0331471j -0.0117257+0.000266292j -0.0161228-0.0019092j 0.0155878+0.00544948j -0.0100524-0.00213188j -0.00684026+0.0250874j -0.0154219+0.0163921j -0.0169178-0.00913423j 0.0120402+0.0144843j 0.00240654+0.00431129j 0.0158043+0.00661424j 0.00621866-0.00519747j -0.0269324+0.00867174j 0.0242902-0.00623378j 0.0107139-0.000347594j 0.0147825-0.00514275j -0.00557873+0.00636927j 0.00123179+0.00216292j 0.00316429-0.00041956j 0.00758923+0.00168959j -0.0102723-0.00710903j -0.00329591-0.00505287j 0.0149044+0.00282332j 0.00619961+0.00136166j 
-0.0137242+0.00116037j -0.0571184+0.0266934j 0.0626102-0.0146627j -0.0223504+0.010383j -0.0354808+0.00150183j 0.018971+0.00946131j 0.00633267+0.00528709j -0.019189-0.00178467j -0.0159526+0.00501302j 0.0524376-0.00414574j -0.0213316+0.00426592j -0.0208227+0.0319295j 0.0543286-0.00921145j -0.0544118-0.00288567j 0.056973+0.0290128j -0.0818827-0.0121359j -0.0468448+0.028033j -0.0764493-0.0174438j 0.120336+0.00207541j 0.0720392+0.00242987j -0.0765351-0.027407j 0.0631524+0.00967124j -0.0935093-0.016605j -0.138142+0.0127395j -0.0134385-0.000702636j 0.00996192+0.00796933j -0.0125604+0.00981308j -0.0308832+0.025817j -0.0437904-0.0108653j -0.0160451-0.0114893j -0.0062083+0.0305758j 0.0286371-0.000818971j -0.0162863+0.0190699j 0.0281405+0.0271024j -0.0129268-0.0357939j 0.0398346-0.0282094j -0.03618+0.0316811j -0.0271895-0.032872j -0.0049893+0.0251752j 0.020696+0.029551j -0.0406057-0.0766398j 0.0337788+0.081862j -0.0277939-0.0973524j -0.0224574-0.0467099j -0.026847+0.076255j -0.00568963-0.0154237j -0.0306386+0.00608625j -0.0134619-0.00140328j -0.0422552-0.00787126j -0.0065809-0.025911j 0.0279124-0.0533474j 0.00800934-0.0374598j 0.0233367+0.0578336j -0.00467037-0.0611032j -0.000180226-0.0709634j -0.00158302+0.0507771j 0.0410522+0.000428645j 0.0372675-0.0201179j 0.0153823+0.00766834j 0.0330593+0.0239436j 0.0225593-0.0135053j 0.0119922-0.0017818j -0.0177005-0.00249486j 0.00759755+0.0141154j -0.00320316+0.00428893j 0.0239916+0.008382j 0.00932442-0.00781754j -0.0997012-0.0156884j -0.00203901-0.00175093j 
-0.0184102-0.00311678j -0.0434118+0.00250365j 0.0690294-0.00549948j -0.013051+0.000673113j 0.00737293+0.00626536j 0.0173255-0.00407505j 0.00803708-0.00277263j -0.0149065+0.00106881j -0.021776+0.00131128j 0.0343957-6.967e-05j -0.0211267+0.00349873j -0.0465534-0.000968645j -0.0768007-0.00938982j 0.147795-0.0129746j -0.105308-0.00473035j 0.17219+0.000434271j 0.17998-0.0112158j -0.198134+0.00356753j -0.0163493-0.00627158j -0.0704578-0.0143131j 0.0308857-0.0105786j -0.0129498-0.0143806j 0.0667129-0.00320672j 0.0103253-0.00656672j -0.121838+0.00540255j 0.0717056+0.000696105j 0.00216052-0.0038125j -0.00659619+0.000925897j -0.0354125+0.0107084j -0.0522849+0.00442363j -0.0854405+0.00560386j 0.0366099-9.731e-05j -0.0505468+0.00120869j 0.10155-0.00902723j -0.00778746-0.0126214j 0.0136314-0.0115584j -0.115402+0.0244734j 0.0324767-0.0519924j 0.0244869+0.0522432j -0.0359206-0.0171167j -0.0100636+0.0387266j 0.0102378-0.0367091j -0.00809226-0.0372053j 0.00460916-0.0254169j 0.0261835-0.074247j 0.00702067+0.0334787j -0.0118271-0.0333489j -0.0148826-0.0158741j 7.10516e-05+0.0250108j -0.000448342-0.0279157j 0.00683768-0.0443145j -0.00510569-0.0196372j -0.0046797+0.00848896j 0.00472787+0.00200026j -0.00476666+0.0165408j 0.0175183-0.00915975j 0.0312798-0.00373251j -0.0190909-0.00104013j 0.0365018-0.0040463j 0.0121168+0.00235242j 0.0161163-0.00624988j -0.00526126-0.00955666j -0.00518691+0.000111039j -0.00484553-0.00473428j 0.00375308+0.00476404j -0.00559934-0.00637894j -0.00722765-0.00359828j 0.00946505+0.00299644j 0.00881698+0.00153516j 
-0.00895277-0.00325028j -0.00926986-0.0220662j -0.0190312+0.0480237j 0.03299-0.00926972j -0.00930944-0.00896176j 0.0138895-0.0151576j 0.0336749-0.00123433j 0.00380007+0.0180429j 0.0053284-0.013886j 0.0258366+0.00387361j 0.00128242-0.0176719j -0.0367102-0.0356025j 0.0317647-0.0169564j -0.0642744-0.0220544j 0.142616-0.0610408j -0.0129827+0.0142852j 0.0331883-0.00408313j -0.0134431-0.0278353j 0.0255416-0.00880299j -0.00277803-0.0199503j 0.064621-0.00305324j 0.123238-0.0338995j -0.130988+0.000424865j 0.0569376-0.0329173j 0.0628363-0.0143404j -0.00205905+0.00023948j 0.0087308-0.0174856j 0.0308482+0.00809366j -0.0233172+0.0247447j -0.0156745-0.0242469j 0.0245074-0.0233379j 0.0174067+0.0253116j -0.0155576-0.0187341j 0.00353589+0.0119139j -0.0167228+0.027705j 0.024038+0.00627479j 0.000347719-0.0247368j -0.00845086-0.121794j -0.002528+0.0566629j 0.00674245-0.0740765j 0.0197802+0.174102j -0.0359424-0.172707j -0.0156384+0.0568008j -0.016362+0.0228064j -0.0621725-0.241559j -0.0161098+0.028319j -0.00350182-0.0293961j 0.00711445+0.0109843j -0.0347878+0.00687785j -0.00632266-0.0287863j -0.00375835-0.0968728j -0.00138794+0.0261987j -0.0190067+0.00764847j -0.0060944+0.0103057j 0.0221468+0.0881151j -0.018922-0.118381j 0.00422964+0.0160196j 0.013147-0.0421888j 0.00459065-0.000646688j 0.0103991-0.00749365j 0.0122428-0.00657493j -0.0261314-0.0049872j -0.00504876+0.00997655j -0.00452776-0.0212881j 0.0170481+0.000439108j 0.0263405-0.00417283j 0.00516333-0.0116578j -0.039682-0.00385077j -0.0150921-0.00321826j 
-0.0098055-0.0166379j -0.0119617-0.0251577j -0.0148105-0.0210025j 0.0137153-0.00892785j -0.0212158-0.00399435j 0.0300388-0.00045117j 0.0157083-0.0104688j -0.0126942-0.00355259j 0.0195324+0.0085883j 0.0329149+0.0130713j 0.00490838-0.00440293j -0.0260612-0.0519363j 0.05654+0.0322896j 0.0707605-0.0315373j 0.0876285+0.0100622j 0.0399113-0.0262826j 0.0372829-0.0241025j -0.020493+0.0563455j 0.0804161-0.00473332j 0.0613207+0.0173322j 0.0749359+0.0699195j 0.00843863+0.00155495j 0.0110044-0.0111805j -0.00377538+0.00330273j 0.041441+0.0381838j -0.00974175+0.015398j -4.92197e-05+0.00300954j -0.0244604-0.0135375j -0.0259448+0.000589455j -0.00477396-0.000530002j -0.0148962-0.00741607j 0.0465357+0.0260095j -0.0360586-0.036807j 0.0437068-0.00479776j -0.0258486-0.00957972j 0.0208518-0.0283394j -0.0168085-0.0942194j 0.0350781+0.134467j 0.0164953-0.147388j -0.0116392+0.0601038j 0.0170514-0.00814266j -0.0234893+0.000842527j -0.0162313+0.118714j -0.0348312+0.0467312j -0.0405006+0.115876j -0.0108843-0.0410871j 0.0186034+0.0694998j 0.0258513+0.0493459j -0.0299839-0.0604214j -0.0195036+0.0670205j -0.0176761+0.154096j 0.0250363+0.101438j 0.0123231-0.0112046j -0.043405+0.0606591j -0.00812873+0.0428873j 0.00933928+0.0142886j 0.0212522+0.0108297j 0.00556211-0.0224073j -0.00079398-0.0114729j 0.0044044-0.00395881j 0.0088104-0.00216519j 0.00755139+0.0185792j 0.0196401+0.012086j -0.0149755+0.0130769j -0.0230311-0.0183973j -0.0160754-0.00985561j 0.0266978-0.0089221j -0.0307352-0.00895738j -0.0132279-0.0145055j 
0.0295482-0.0118018j 0.0182561-0.0352849j 0.0476859+0.0301109j 0.0377223-0.0202269j -0.0191782-0.00245445j -0.0451684-0.00720887j 0.0210681-0.0119292j 0.0215223-8.91571e-05j -0.0496994-0.0118132j -0.0256183+0.0146886j 0.00903644-0.00995567j -0.0896117-0.0362139j 0.0729871+0.00467129j 0.0621795-0.00249563j -0.0932756-0.0426966j -0.172754+0.0143681j 0.0044955-0.0114084j 0.0680966+0.000456492j 0.0694263-0.00327693j 0.133361-0.00300434j -0.153159+0.015907j 0.00734418-0.0171202j 0.0423+0.0135781j 0.0213-0.0231775j -0.0417398-0.00420661j 0.0594246+0.0017048j 0.00152336-0.0108118j 0.0177774-0.016564j -0.0152202+0.0112196j -0.0353313+0.00263683j -0.0131142-0.0200123j -0.00876951+0.00212232j -0.01667-0.0225292j 0.0179493-0.0172006j -0.0422763+0.012686j 0.0150964-0.00618832j 0.00359789-0.0288188j -0.000495362+0.0214984j 0.0109194-0.0265997j 0.0263451-0.0169578j 0.00202574+0.0859752j -0.00485298-0.0776523j 0.00614051+0.0663693j -0.0162211+0.0300827j -0.00113166-0.0591539j 0.0228045+0.012004j 0.00461805-0.0220296j 0.0166728-0.00354772j 0.0337036-0.00621695j 0.000796921+0.0199249j 0.035739+0.0385651j 0.0431565+0.0351741j 0.0301926-0.0220841j 0.0552452+0.0515599j 0.0414604+0.0645258j -0.00374857-0.0529367j 0.0356535-0.000761664j -0.0112411+0.0042686j 0.000848136-0.0114387j -0.0290574-0.014369j -0.0390629+0.00854584j -0.00555293-0.0180305j 0.0013834+0.00399801j 0.0149399-0.0249276j 0.0151912+0.00826568j 0.0344307+0.0189274j -0.0101073-0.00989476j -0.0225449-0.0041526j -0.00722713-0.00193773j 
-0.0321463-0.00231219j -0.0347865-0.007113j -0.0632527-0.0100564j 0.0390326+0.0251072j 0.00659731-0.00516492j 0.015582+0.0058362j -0.000160526+0.0103019j -0.0206802-0.0152112j 0.0260379+0.00219467j 0.0304236+0.0024647j 0.00165611-0.00259105j -0.192014-0.0375875j 0.0801695+0.0272367j 0.0206747+0.0579949j 0.0273553+0.00459635j -0.0388902+0.0294383j 0.0468466+0.0284101j 0.0830108-0.0204676j 0.0188986+0.0308637j -0.0251446+0.000884478j 0.0631395-0.0415848j -0.00566212+0.02639j -0.0150716+0.0108384j 0.035003+0.0205574j 0.0695036+0.00126975j 0.0491091-0.0212076j -0.0062787+0.00815916j -0.00322729+0.00464047j -0.00369816+0.00324615j -0.0221279+0.0372593j -0.0411934-0.0147429j 0.0732318-0.0438546j -0.112798+0.00509424j 0.0532821-0.0312103j -0.101585-0.00473649j 0.0632967-0.0235972j 0.0717687+0.0960287j 0.00838375-0.000101717j 0.0302098+0.0586791j -0.0253761-0.0139024j 0.00511874-0.0191874j -0.00665399+0.0347493j -0.00577253-0.0769233j -0.00700104-0.0156515j -0.0263917+0.0594805j -0.0085785+0.0502825j 0.0223834-0.104835j 0.0192957-0.0910165j 0.00546389+0.0210707j -0.0134429-0.0319281j -0.0437913-0.0320419j -0.000456853-0.0653623j 0.0099643-0.0136594j -0.0384332-0.0380492j -0.0149591-0.0478596j 0.0149998-0.0196504j -0.00679913-0.0428001j -0.0196155+0.0955121j -0.000417444-0.0390374j 0.0294192-0.00840779j -0.00419078+0.000552204j -8.4605e-05+0.00532676j -0.0123445+0.000916865j -0.0166383+0.0112123j -0.010767-0.00133925j -0.0119011-0.00110176j 0.00376179-0.00871509j -0.00114087+0.00441709j 0.00762533+0.0310403j 
-0.0365106-0.00377575j -0.0516689-0.0129776j -0.0203252-0.0052643j -0.0301558-0.0153108j 0.0201167-0.0121369j -0.00875916-0.00666166j -0.0473116-0.016026j 0.013202+0.000257192j 0.00859523+0.00359593j 0.00286295+0.00673861j 0.00926089-0.00510644j -0.164198-0.00974927j -0.0118334+0.0151166j -0.16588-0.0284548j -0.113422-0.00234557j -0.0577519-0.00306305j 0.0234375-0.0313691j -0.00944687+0.0272737j -0.0647901-0.0132814j -0.162677+0.00850992j -0.0462393+0.0442395j -0.0912408-0.0112372j -0.0612638-0.00316002j -0.0539357-0.00905169j 0.0387201+0.0173118j 0.0102156-0.00414813j -0.0125841-0.00483244j 0.0731145-0.0066821j 0.0287387+0.0117778j -0.0390829+0.00712509j -0.000929786-0.00754014j 0.0458982+0.00838356j -0.081299-0.0206438j 0.0449929-0.0190194j -0.095894+0.00896273j 0.0480269-0.0233262j 0.0129083-0.0715019j -0.00256281+0.0800085j -0.0200468-0.0984529j -0.00974835+0.0288942j -0.0438499+0.0366986j 0.0440081-0.0467845j 0.011182+0.0935268j 0.0308042+0.0456957j 0.0259048+0.0247442j -0.0107632-0.0303069j -0.0166991+0.0203679j -0.027525+0.0212992j -0.0120043-0.0436669j 0.0151204+0.0448481j 0.0229047+0.0950108j -0.0275657+0.0772077j -0.0129478-0.0105401j 0.00899469+0.0373712j -0.0121385+0.0456497j 0.0169165-0.0258632j -0.0117134+0.0130711j -0.0370726-0.0115359j 0.0346407-0.00136879j 0.0230419+0.000318874j 0.044047-0.0145136j 0.00946258-0.00193873j -0.00771225-0.00132855j 0.0304294-0.010702j 0.015532-0.000198328j 0.0105726-0.00892794j -0.0203086-0.0174348j 0.00570585+0.00717241j 0.0150009+0.00291166j 
0.0180315-0.0395669j 0.0208195-0.0834613j -0.00244374-0.0159339j -0.00717724+0.0165099j -0.0215293-0.012435j -0.00697588-0.000765744j 0.00309664-0.0144216j -0.000138504-0.0245198j -0.00269599+0.0044326j -0.00316768+0.0312497j 0.0365488+0.00273158j 0.0850265-0.192018j 0.00884899+0.0581843j -0.0608843+0.0432456j 0.0415971-0.047953j -0.017809-0.000534033j -0.089641+0.0190764j -0.0148291+0.0192308j -0.024362+0.0441129j 0.0233242-0.0114106j -0.0212368+0.00259634j 0.0095537+0.00815435j -0.0200052+0.012778j -0.025399+0.0121945j -0.0162996+0.0437246j -0.0566871-0.0110179j 0.00890332-0.00388019j 0.0228591-0.00242542j -0.00967462+0.0189351j 0.0206979+0.0465588j 0.018718-0.0406351j -0.0443181-0.0186034j 0.0477816-0.0588339j -0.0438056-0.05066j 0.0843507+0.0286346j 0.0124328+0.0449991j -0.0615283+0.0205747j 0.000367091+0.0799685j 0.00920221-0.0360313j -0.0163477-0.0211022j 0.00140662+0.0416213j -0.00100534-0.0312208j -0.00173768+0.0828408j 0.00799901+0.0636056j 0.0111937+0.0471181j 0.0177628+0.0252407j -0.0418287-0.0606842j -0.0379283-0.0545587j -0.00852346-0.0217116j -0.00676016+0.0183957j 0.0207532+0.0676153j -0.0292301+0.00949313j -0.0515806-0.0786053j 0.00399408+0.0132491j -0.00378544+0.012042j -0.0259466-0.0792593j -0.0042357-0.0132217j 0.0601349+0.121016j -0.0114641-0.0496389j -0.0246118-0.0139805j 0.018249-0.0334273j -0.00220405+5.08637e-05j 0.0201762+0.0147837j 0.00962891+0.00602803j 0.00194177+0.00217943j 0.00475339-0.0147295j -0.000917601-0.0500219j -0.0432951-0.00344116j -0.012289+0.0445416j 
-0.0343998-0.0201499j -0.0525062-0.0272644j 0.0575632-0.0133927j -0.0318666-0.000761539j 0.0219292+0.00440466j 0.0217771+0.00254317j -0.00422955-0.0110406j -0.00179514-0.0093872j -0.0148731+0.00506603j 0.0111505+0.0131038j 0.0143887-0.00204153j 0.0240851-0.0588828j -0.11794+0.021024j 0.0895141+0.00530746j -0.0859689-0.0187021j 0.112721+0.00235378j 0.154784+0.00645656j -0.0977063+0.0138841j 0.01598+0.00288067j -0.0402667-0.0168595j 0.017014+0.0222981j -0.0186769-0.0055233j 0.0361038+0.00391453j -0.00373162-0.000386407j -0.0233419+0.0154008j 0.0768979+0.0115872j 0.00354831-0.0007575j -0.0274686-0.00889306j 0.0217411+0.0125454j 0.0188519+0.01741j 0.0291253-0.00743713j 0.000329771-0.00185356j 0.0337215-0.0164963j 0.0160203-0.0164243j -0.00590166-0.0164942j 0.0541846-0.0228653j -0.00302812+0.000974345j -0.00916225+0.0354026j -0.0952825-0.0264042j 0.116502+0.0176022j 0.0159046+0.0171264j -0.00951296-0.0206823j -0.0263788+0.010063j -0.0208367+0.00476455j 0.0429562+0.0279653j -0.00643964+0.0213346j -0.0247358-0.038082j -0.0114499-0.0281478j -0.0267208-0.0102703j 0.0104486+0.00589813j 0.0136723+0.0384773j 0.0486978+0.0262978j 0.0587931+0.00136089j -0.0258347+0.00826196j -0.0262386+0.00828993j -0.020342-0.0224113j 0.0841607+0.00550922j 0.0357105+0.0305781j 0.0234743-0.0152917j -0.0366125+0.00218863j -0.00785122+0.0167573j 0.00763852-0.00307056j -0.0276281+0.000228348j -0.0160581+0.00975225j -0.00604642+0.0105428j -0.00701923+0.0182461j 0.047951-0.00383021j -0.140894-0.020093j -0.0189846+0.00490043j 
-0.0290966-0.0078546j -0.0740326-0.0323168j 0.030498+0.0538104j 0.0041821-0.0188944j -0.00135613-0.0295621j 0.0199584+0.012327j 0.00565618+0.00839598j -0.00404426-0.0090388j -0.00328686-0.00108028j 0.0193415+0.0239369j -0.0423055-0.0882002j -0.107074-0.0253753j 0.0170496+0.0385431j 0.0151879-0.0268756j 0.00668394+0.0173021j 0.0205918+0.0337782j 0.0202654-0.0298289j -0.0464783-0.00672997j -0.0249734-0.0516242j -0.0214479+0.0058254j -0.0123931+0.0206546j -0.00207879-0.00974169j -0.0091958-0.0117605j -0.00533508-0.0156722j -0.0394827-0.0120235j -0.00363272-0.0232388j 0.00482597-0.00243317j 0.0188008+0.0283961j -0.0456284-0.0227811j -0.042195-0.0310638j -0.016411-0.056054j 0.0186472+0.0285308j -0.00791887-0.0822633j 0.0111158+0.0196931j 0.0428188-0.0910093j -0.0628113-0.219552j 0.013064+0.0364625j -0.0177915+0.0252163j 0.0135525-0.0335735j 0.00671984+0.0642289j -0.0636515+0.0551094j 0.0449185-0.0489383j -0.0316873-0.0691624j -0.0172526-0.0328353j -0.00753168+0.0647375j -0.0261976+0.0353876j 0.0453809-0.0873816j 0.034098-0.0472318j 0.0287907+0.00199542j 0.016974+0.00379135j -0.0018286+0.0288443j -0.0105268+0.0481924j -0.0019647+0.104775j 0.00670672+0.035261j -0.00149962+0.0454693j 0.0199986+0.00520812j -0.052125-0.0810536j -0.00888846-0.0531241j -0.0780331-0.0561312j 0.045035-0.00679453j 0.000630838-0.00564769j -0.0101529+0.00221119j 0.0646873-0.0124862j 0.0566932-0.00133721j 0.0325117+0.00495434j -0.00510332+0.0064427j 0.00419891+0.0126094j 0.0759311+0.0130251j -0.0166421-0.0049803j 
0.0269034+0.0239393j 0.0594032+0.00419114j -0.0694543+0.0757113j 0.0255923-0.0238063j 0.00765402-0.0347821j -0.0288585+0.0104346j -0.0118536+0.0231217j 0.0170482+0.00323938j 0.0156343-0.00787853j -0.0388922-0.000678742j 0.0360853-0.0796592j 0.0101396+0.0746656j 0.0177847+0.00543571j -0.0327955-0.0260013j -0.00736557+0.0362861j -0.0389292+0.0427416j -0.0198082-0.034871j 0.0553688-0.0216926j 0.00965089-0.0514681j 0.00979859+0.0264673j -0.00389724+0.00545344j 0.000572224+0.000929221j -0.00591315-0.005077j 0.0136032-0.0132282j 0.0458145-0.0290596j -0.00260871-0.0297735j -0.00320161-0.00208399j 0.00524534+0.0222807j 0.0406124-0.0234796j 0.0434605-0.0312607j 0.0145372-0.0390901j -0.0219995+0.0175726j 0.0217388-0.0366689j -0.036881+0.0201845j 0.0220299-0.0753132j -0.0594022-0.208472j 0.0244761+0.0167604j -0.00267004-0.019643j -0.0185683-0.0350042j 0.0203973+0.0776124j 0.0832464+0.0520652j -0.0733469-0.047403j 0.0133716-0.0685461j 0.0232-0.0367802j 0.026719+0.0367975j 0.0464357+0.0242784j -0.102253-0.0832011j -0.067431-0.0403303j -0.0366304-0.0259375j -0.0259204-0.0120079j -0.00628841+0.00103386j 0.0459188+0.0678j 0.0492196+0.13098j -0.0405466-0.00998926j 0.0154916+0.0305808j -0.0441669-0.00918531j -0.0374485-0.0434535j -0.0338747-0.0716963j 0.0201568-0.0407956j -0.0317149+0.0211782j 0.0271189+0.0102152j 0.00910793-0.000664541j -0.0605752+0.0084524j -0.0589033-0.00681556j -0.034041-0.00811149j -0.0339052-0.00694378j -0.0145406+0.00244223j -0.0635368+0.0111511j 0.0602231+0.0037708j 
-0.003339+0.00727552j 0.0129544+0.00364306j -0.0452101+0.0116464j 0.0140364-0.00321117j 0.0125682-0.00460439j -0.0106661+0.000780966j -0.0102052+0.00405692j -0.00564093+0.00276248j 0.00600753-0.0015806j -0.000359962-0.00355539j 0.0460626-0.0125523j -0.00233531+0.0125287j -0.0131584+0.00183043j -0.00610299-0.000337603j -0.0262228+0.00841032j -0.0251302+0.00684987j 0.0305408-0.0109174j 0.0360706-0.0039127j 0.0277358-0.00830833j -0.00956338+0.0052186j 0.00509885-0.000249975j -0.0108623+0.00258329j 0.000342515+0.00108654j 0.0102752-0.00227595j 0.0428568-0.00867203j 0.046547-0.0110973j -0.00230213-0.000172121j -0.0200142+0.00494957j 0.0534722-0.0071251j 0.0470846-0.00845987j 0.0506605-0.0113632j -0.012806+0.00443743j 0.0415899-0.00516548j -0.0233531+0.00733126j -0.0463986+0.00518251j 0.0133617-0.0170705j -0.0318661+0.00950715j -0.0359277+0.00283233j -0.0525933+0.00674127j 0.0798188-0.0105158j 0.0674425+0.00109822j -0.0560965+0.00169866j -0.0518621+0.0024567j -0.0330671+0.00465268j 0.0396862+0.00161907j 0.038727-0.00304989j -0.120683+0.00977654j -0.0796402+0.00700681j -0.0666154+0.0103125j -0.0385088+0.00519316j 0.00435982-0.00432668j 0.0680679-0.0115264j 0.0904672-0.00294639j -0.0690745+0.0143342j -0.0380344+0.00919356j -0.0950863+0.00925233j 0.290138-0.0495218j 0.155372-0.0195066j 0.064503-0.0265846j 0.15238-0.0145347j -0.017246-0.0363147j -0.00757174-0.00265507j 0.0526845+0.0171889j 0.0307585-0.00686659j 0.0149438-0.00609507j 0.0172868-0.0342653j -0.0254547-0.0162874j 0.0557776+0.0175056j -0.0097611+0.00496231j 
