-0.0149554+0.0237707j 0.00944394+0.000311402j 0.00988995+0.0134423j -0.00416854+0.000412609j 0.0259435-0.00301747j -0.0158129-0.00766283j -0.00915889+0.00876978j -0.0613088+0.0142865j -0.017337-0.00747214j -0.0691334-0.0285426j -0.00373819+0.00787871j -0.000661349-0.0085692j 0.00886088+0.0134447j -0.00632112+0.00195872j 0.00275138-0.00118818j 0.00345328+0.0127777j 0.00456108+0.00723519j -0.0011899+0.0155346j -0.00198969-0.00822684j 0.00794453+0.0159339j 0.00890197+0.0317605j -0.00173335-0.00780396j -0.00425583-0.00858813j -0.0043649-0.01407j -0.00499509-0.007044j -0.00284139-0.0177501j 0.00912879-0.0112702j -0.00262768+0.0104257j 0.00348054+0.0117366j -0.0168736-0.00313379j 0.00445678+0.0160101j 0.0128268-0.0323007j 0.00590039-0.0272559j 0.00848856+0.0140646j 0.00394231+0.00414282j 0.000386426+0.00577673j 0.00507474+0.00057856j 0.00436649-0.00557468j -0.00258251+0.00535152j -0.00126099+0.00281917j 0.000190822-0.00536113j 0.00236601+0.00209252j 0.000624113-0.00158555j 0.00178966-0.00119626j -0.000892028-0.00155989j 0.000682909+0.000113677j -0.00952217+0.000818294j 0.00145402-0.000930994j 0.00305601+0.00087048j 0.00297817-0.0027431j 0.00266013+0.00481824j -0.0034677+0.00140271j 0.000337064+0.00474027j 0.00370582-0.00551801j -0.00304103-0.000187731j -0.00443661+0.00784789j 0.00278476+0.00393671j 0.00759945+0.0109532j -0.00535571+0.00480434j -0.00230629+0.00508754j 0.00253714+0.000128605j -0.000262731+0.00107043j -0.00174238-0.000197506j -0.000369339+0.00367025j -0.00142983+0.00353603j -0.000133196-0.00106969j -0.00808164-3.70358e-05j 0.00131081-0.00395077j 0.00324373+0.000680547j 
0.0133083-0.0110099j -0.0129312-0.0192741j 0.0588147+0.0244104j -0.0329339-0.0108469j -0.0216303-0.00691314j -0.000975988+0.00961884j 0.0113305+0.00360703j -0.0271239-0.00802952j -0.0222818-0.00332965j 0.0323497+0.0171814j -0.0224891-0.0203858j 0.122008-0.00795378j -0.0225304+0.0104745j 0.0745491-0.00506724j 0.0130903+0.00135192j 0.102265+0.0164211j -0.0520999-0.00452559j -0.0557644-0.00684426j 0.0113479-0.00890053j 0.0554198+0.00389376j 0.0558259+0.017409j 0.0362108-0.00419381j 0.0310103-0.00229605j -0.0177184-0.00791193j -0.0308419-0.0028065j -0.0184103-0.00869561j 0.0168646-0.000615329j -0.0453263+0.00117386j 0.0265975-0.0120261j 0.0421284-0.00993772j 0.0122291-0.0176945j -0.0696999+0.00945807j -0.00994301-0.0295597j -0.0572481+0.00481731j -0.0034936-0.0269295j 0.0478652-0.0577765j 0.0413369-0.0141989j 0.10494+0.00787124j -0.00994687-0.0167643j -0.0634639+0.0190259j 0.0688676+0.0224669j 0.00610526-0.020061j -0.0146419-0.016626j -0.0466077-0.0173678j 0.0596994+0.0105811j 0.0172345+0.00577515j -0.00343646-0.00721909j -0.0169291+0.00149948j -0.0276084-0.00100196j 0.0137875+0.00672337j 0.0481566+0.0181499j -0.12806+0.0124048j -0.0249509+0.0324116j 0.209201+0.0353787j 0.0410599+0.0211793j 0.0216401+0.0144393j -0.00903496-0.0183169j 0.0179735-0.0190355j -0.0187625-0.0324064j 0.0452928+0.00747603j -0.0203765-0.0629011j -0.0115869-0.00302385j 0.0328521+0.0275034j 0.0160866-0.0124276j -0.00350387-0.0185968j 0.0901039-0.0212104j -0.106421-0.0458562j 0.00513579+0.00226104j 0.029164+0.0131829j 
0.0144027-0.00789132j -0.00385887-0.0134306j 0.0575987+0.0149821j -0.0318994-0.00674177j -0.0172952-0.00428445j 0.0208136+0.00740584j 0.0126717+0.00162168j -0.0137649-0.00258408j 0.00242023-0.000568829j -0.00171614+0.00698987j -0.0327411-0.00441165j 0.0906549-0.0106579j -0.0163925+0.00497807j 0.0589949+0.000950202j 0.0268736-0.00216025j 0.0628742+0.00568539j -0.00371448+0.00215408j -0.0259543-0.00205663j 0.0341016-0.00263506j 0.00475989-0.00120419j -0.0164123+0.00709217j 0.00671655+0.00266778j 0.0239062-0.00212205j -0.00276252-0.00137608j -0.00676825-0.00262615j -0.0577457-0.00342348j -0.00487285-0.000601211j -0.0284977-0.00135616j -0.0615529-0.00774499j 0.0558683-0.00673452j -0.018665-0.0135188j -0.015153+0.00800318j 0.0312052-0.0109542j -0.0259596+0.00424243j 0.0243099-0.00458736j 0.0374698-0.0141738j 0.036659-0.0187744j 0.117881+0.00779104j 0.0284465-0.0120899j 0.0399905+0.00664346j -0.0723149+0.00454093j -0.016307-0.00818526j 0.0632635+0.00705034j 0.0641065-0.000335422j -0.0327464-0.00300601j 0.0600198-0.00175819j -0.0627299+0.0104023j -0.0402268+0.0114869j 0.124985+0.00383484j 0.0201025+0.00492036j 0.102962+0.00955359j 0.163107+0.0200147j -0.0979071+0.00318603j -0.132941+0.00560279j 0.00816478+0.015997j 0.023254+0.00923922j -0.0392986-0.00898163j 0.0471737-0.0116326j -0.0322716-0.0222437j 0.0341005+0.00419786j -0.0270016-0.0491312j 0.0221683-0.0186789j -0.0395807+0.0187178j 0.0495702-0.00943385j 0.0586763+0.0137454j -0.0609747-0.0354319j -0.0307634-0.0336908j 0.00983553+0.00303823j 0.0305332+0.0122448j 
-0.000755895+0.000722954j -0.00770882+0.00126617j 0.002912+0.00309063j -0.00182515+6.82368e-06j -0.00107391-0.00115554j -0.00801178+0.00211249j -0.000289805+0.00164049j -0.00344283+0.000828581j -0.00879083+0.000529724j 0.01088-0.00246072j 0.00144056-0.00404495j -0.00518683+0.00141408j -0.00332985+0.00249913j -0.00291319-0.000838392j -0.01841+0.00379733j 0.00577769+0.000179208j -0.0142432+0.00470606j 0.000549976-0.00206339j -5.30511e-05+0.000558403j 0.0152936-0.000499594j 0.0221834-0.00643706j 0.00313476-0.000456912j -0.0040556+0.000212268j -0.00299183+0.00105303j 0.0020131+0.00055156j 0.0111038-0.00506788j 0.00794039-0.00119747j -0.0105072+0.0039398j 0.0327716-0.00534134j 0.000764987-0.00145144j 0.00975742-0.00338897j -0.01431+0.00292279j -0.0255918+0.00317406j -0.0259165+0.00358289j -0.0103424+0.00594395j 0.0162749-0.00705512j -0.00508173+0.00147089j -0.0302073-0.00156985j -0.000208137-0.00341399j -0.0835356+0.00585601j 0.107943-0.00787754j -0.00624632+0.00174876j -0.0554253+0.014908j -0.0764982+0.014643j 0.0886314-0.000616533j -0.0400246+0.00130202j 0.0434224-0.0020407j 0.0239663-0.00125741j -0.175462+0.000776117j -0.0118146-0.00338887j -0.0139119-0.00678241j -0.181619+0.0235733j 0.0152543-0.000395997j 0.267648-0.0395225j 0.0741537-0.00699411j -0.0646114-0.00893725j 0.103719-0.0114404j 0.00767443-0.0030228j -0.0416673-0.000772474j 0.00376419-0.00223814j 0.0240021+0.0051179j 0.0313-0.00522306j -0.0600705-0.00479862j -0.00747233+0.00418501j 0.00527796+0.0155533j -0.0769556-0.0150274j 0.033279+0.00701926j 0.00672368+0.00371039j 0.0154631+0.00102243j 
-0.00923973+0.00411732j -0.00880916+0.00523324j -0.0278694+0.00402836j -0.00723465+0.0020142j 0.0151821-0.00359895j -0.00924204+0.00297046j -0.0199004+0.00287825j -0.00860122+0.0034431j 0.00945107+0.00122716j 0.0222026-0.0059567j 0.0175062-0.00744223j -0.0050076+0.00436606j -0.00561336+0.00195143j -0.00938881-0.00278861j -0.0066373+0.00489956j 0.000214919-0.00161253j -0.0193234+0.00455793j 0.0201474-0.00277402j 0.00563641-0.000812504j -0.0136053+0.000543663j 0.0370763-0.00932561j -0.0422382+0.00386995j 0.00340169-0.00129568j -0.020444+0.00342407j 0.0197111-0.00147234j 0.00620674-0.00503029j -0.0183092+6.25523e-05j -0.0324623+0.00774365j -0.0147595-0.00432186j 0.0306086-0.00469346j 0.0241479-0.0042941j 0.0105312+0.000916118j -0.00295283+0.00364424j -0.0339337+0.00559344j -0.0375767+0.00816418j 0.0023824-0.00841068j -0.0349551+0.00359463j 0.0747108-0.0119038j 0.0300575-0.00322991j 0.0345852+0.000449291j -0.035154+0.00428853j -0.0652849-0.00337196j -0.0985766+0.0190463j -0.0532883+0.016441j -0.219004+0.00209559j -0.0127177-0.0021458j -0.0893185+0.000568521j -0.0333597-5.04496e-05j 0.233854-0.0175488j 0.075463-0.00524112j 0.159538-0.0175213j 0.0523421+0.00744165j -0.0753755+0.00999969j 0.1305-0.0288319j 0.114725-0.0128492j 0.162935-0.0269862j 0.090477-0.0114928j 0.042795-0.00573381j -0.00995832-0.00499835j 0.0338452-0.00495965j 0.0380592+0.00284163j 0.0123546+0.0026459j -0.0398805+0.00221758j -0.0677037+0.00616569j -0.0239342+0.00125807j -0.0462935-0.0194456j 0.0281446+0.00526058j 0.00608346+0.00414066j 0.0129137+0.00168521j 
-0.00485286+0.00117702j -0.00160524+0.00143831j -0.00463033+2.03073e-05j -0.00343303+0.00056908j 0.0102419-0.000824923j 0.00145375-0.000322575j -0.00317511+0.000158988j -0.00612964+7.00664e-05j 0.000437629-1.45486e-05j -0.00164097-0.00165343j 0.00497265-0.000886026j -0.00303032+0.00100492j -0.00176495+0.000363937j -0.0124402-0.000487369j 0.00215683+0.000533508j 0.00256536-0.000518824j -0.000470015+0.000517356j 0.0035521-0.000100061j 0.00217827-0.000133229j -0.0216916+0.000950447j 0.00805127-0.00160902j 0.00546201+0.00040181j -0.0116721+0.000271805j -0.0184939+0.000888402j 0.0139469-0.000332854j 0.00241022-0.000688956j 0.0146532-0.000105106j -0.00497075+0.00116548j -0.00221542-0.000380588j 0.00085081-0.000646464j -0.00125937+7.37883e-05j -0.00272988+0.000210709j 0.00499104+0.000342821j 0.00211903+0.000199293j -0.00785731+0.00127029j -0.000953984-0.000496097j -0.00435877+0.00034509j 0.0117662-0.0018817j 0.031378-5.06339e-05j 0.0298747+3.94252e-06j 0.0155882+0.000854347j 0.0190094-0.000523792j 0.0818299+0.00134692j -0.117122+0.0033578j 0.0203722-0.00118084j 0.44086-0.0107385j 0.133089-0.00356068j 0.0793392-0.00208589j -0.0049141-0.00186506j -0.0902669+0.00468686j 0.018975-0.00230938j 0.0516661-0.00232895j -0.0188903+0.00190365j 0.0507322-0.00593615j -0.0197227+0.000843136j 0.0268288-0.00350385j 0.00826148-0.000998943j 0.00284224-0.000418385j 0.00448124-0.00131138j 0.00619911-0.000827111j 0.0059534-0.00081633j 0.000433274+0.000518311j -0.00438142+0.00115887j -0.00973671+0.000538972j -0.00427696-0.000420164j -0.00333385-0.00328577j 0.00365088-0.00022992j 0.000484703+0.000439835j 0.00162429+0.00046591j 
-0.000557794-0.00529764j -0.0213212-0.00966792j 0.0543982+0.00400321j -0.00230464-0.000490144j -0.0109542-0.00343467j 0.0128131+0.000114917j 0.0160606-0.000341039j -0.00245234-0.00224888j -0.0154781-0.00224599j -0.00993242+0.0026567j -0.0278421-0.0031573j -0.0341097-0.0189369j 0.00967145+0.00904026j 0.00309888+0.00411709j -0.000747018-0.00337894j 0.00796688+0.00445779j 0.0247589+0.00141958j -0.0213806-0.000897781j 0.0134969-0.000727213j -0.0182362-0.00293029j -0.0292267-0.00354774j 0.0400553+0.00108387j -0.00259422+0.00156247j -0.00446485-0.000168322j 0.00272291-0.00040774j -0.0207921+5.72933e-06j 0.01736+0.000429157j 0.0165869+0.0023068j 0.0106372+0.00349984j 0.00654693+0.00202582j -0.046964-0.00661265j -0.0329863-0.0053983j -0.0124061-0.0028026j 0.0145609-0.00390949j 0.05337+0.00765437j 0.0194862-0.0120216j 0.0235127+0.0126578j 0.00256247+0.00625558j 0.00195027+0.00248196j -0.0204825-0.00568818j 0.0640136+0.00466291j 0.00817863-0.00500848j 0.187847+0.0132634j -0.0203891+0.0154359j 0.020161+0.0115168j 0.207056+0.0105256j 0.0210835-0.00863438j -0.00755702-0.00887481j -0.0215642-0.00791064j -0.111301-0.00368656j -0.0185455-0.000888483j 0.0299004+0.00096994j -0.0455355-0.00476659j 0.00869589-0.00862373j -0.0615986-0.0108846j -0.129699-0.0193899j -0.0442178-0.00147238j 0.0754871+0.00370754j -0.0800109+0.0239355j 0.00271748-0.00286869j -0.0104548+0.0724907j 0.00226519+0.0113598j -0.0187997-0.0380967j -0.0328856+0.00729845j -0.0183639+0.00297672j -0.0543214+0.0412916j 0.0205717+0.0455716j 0.0184676+0.0112262j 0.00535751-0.0127383j 
-0.00871639+0.00431585j 0.0118528+0.00792213j -0.0368327-0.00389834j -0.0082867+0.00126651j 0.0383478+0.00101454j 0.00113021-0.000837614j -0.0103398-6.39026e-05j -0.00397657+0.00126317j 0.00758557+0.00140124j -0.00939467-0.00402627j 0.0227479+0.00240885j 0.0338694+0.0112265j -0.040518-0.0063411j -0.0530344-0.00621434j 0.0304637+0.00222336j -0.0176632-0.00645241j -0.0142746+0.00133737j 0.0102089+0.000507514j -0.0182499+0.000145109j -0.0313689+0.000536255j 0.031336+0.000951051j -0.0107831-0.000756907j -0.0304613-0.00372568j -0.027654+7.997e-05j 0.0134772+0.00170733j 0.0210684+0.000417644j 0.0208246+0.000756856j -0.0169222+0.00182012j -0.0121371-0.00368342j -0.00411022-0.00438675j 0.0299016+0.00278032j 0.0177457+0.00375911j 0.0260875-0.000381965j 0.0395391+0.00550413j -0.0380065-0.00641345j -0.0262584+0.0131237j -0.0416189-0.0111917j -0.00387919-0.00745467j 0.0242314-0.00308724j 0.0649259+0.00480888j -0.0339664-0.00619298j 0.0451404+0.00289551j 0.0249328-0.00942432j -0.157042-0.0114589j 0.0272928-0.009922j 0.142171+0.000454961j 0.137147+0.0141179j 0.0977637+0.0119528j 0.0319254+0.00245719j -0.101484-0.00473738j 0.0247582-0.00262725j 0.0849769+0.00160315j 0.0262403+0.00527932j 0.0644161+0.00709947j -0.0169092+0.00137499j 0.117611+0.0129893j 0.055146-0.00476701j -0.112452-0.00157474j 0.102528-0.0322324j 0.0079527+0.00179419j 0.0416567-0.0891567j -0.00341112-0.0110953j 0.0164517+0.0446551j 0.0243891-0.00478978j 0.0138437-0.00266129j 0.0233437-0.0590612j -0.00125222-0.0554657j -0.010775-0.0104766j 0.00325392+0.0168997j 
-0.012764+0.00346286j -0.0139959+0.00228906j -0.0358775+0.00469088j 0.0113689+0.00144002j 0.00539005-0.0016265j 0.00659492-0.00167178j -0.00414356+0.00205295j -0.0182464+0.00370828j 0.00897224-0.00140546j 0.00876864-0.00474652j 0.00820246-0.00576485j -0.0460066+0.000242851j 0.0229392+0.0014188j 0.0183848-0.00345247j 0.0142477-0.00139593j -0.00868757-0.00047438j 0.0139604-0.00120508j 0.0198715-0.00292927j 0.0163408-0.00406284j 0.00149286-1.4252e-06j 0.00194295-0.00590768j 0.0223235-0.0002704j -0.00326608-0.00142172j 0.0217853+9.10198e-05j 0.0236142-0.00281267j 0.00145841-0.00190822j 0.0153925-0.000519611j -0.00398466+0.00452696j -0.010105+0.0021711j 0.0299785-0.0020332j 0.00111392+0.00129601j -0.022036-0.000876188j -0.0103414+0.00372674j -0.0233775-0.00104855j -0.0305306+0.00847877j -0.0114408-0.0116259j 0.0281568+0.00652212j 0.112882-0.00861756j -0.0374318-0.00293054j 0.0673966-0.00958618j -0.137063+0.019477j 0.140127-0.0123138j -0.055434+0.0164186j -0.0269533+0.0137983j 0.283521-0.0105502j 0.00686797+0.00485594j -0.0048642-0.00903682j -0.0392274-0.00574872j -0.0185591-0.00517651j 0.00630231-0.00309346j 0.108092-0.0112214j -0.025722+0.00745497j -0.0385489+0.000222344j 0.00630112-0.0102815j -0.0730741+0.00511212j 0.11431-0.0263875j -0.0414943+0.00413733j 0.130427-0.00554858j -0.068653+0.0238409j 0.0289936-0.00510163j -0.0420037+0.0718558j -0.0130376+0.0140911j -0.0333497-0.0255661j -0.064978+0.00216121j -0.0421029-0.00378851j 0.00452058+0.0405323j 0.00433137+0.0473012j -0.000652749+0.00611357j -0.0206212-0.0138542j 
0.015744-0.00559575j 0.0110221-0.0147862j 0.0353502+0.0116415j -0.0172347+0.00183721j -0.0213832-0.0063753j 0.00104804+0.00388075j 0.00629898+0.00432699j 0.0162559-0.00664095j -0.00803021-0.00293214j -0.011464+0.00776013j -0.0186887-0.0103664j 0.047417-0.0230371j 0.00333326+0.0140724j -0.0251712+0.0163763j 0.00932207-0.00220379j -0.0203633+0.0137928j -0.0199452+0.00438432j 0.021843-0.00626841j -0.0124274+0.00304512j 0.0331669-0.000321803j 0.0264643-0.00711076j 0.0132318+0.00798502j 0.000592142+0.00547824j 0.00851639+0.00287941j -0.00444825-0.0034842j 0.00140829-0.00788838j -0.000387176-0.000449986j 0.00297871+0.0016919j -0.00126666+0.00091143j -0.0247313+0.00547331j 0.00115644-0.0172603j 0.0159228-0.0092387j 0.0106674-0.0108554j 0.00925793-0.00749221j 0.0660203+0.00537022j 0.0376739-0.0150625j -0.103516+0.0277948j 0.0964821+0.00300977j -0.169301+0.0122322j 0.0273608-0.0111162j -0.0285005+0.00657652j 0.0184483+0.000909344j 0.204325-0.00407322j 0.131439+0.005473j 0.089551+0.0070365j -0.130811+0.0143536j 0.138525-0.0312941j 0.09652-0.0260578j -0.123082-0.000721719j 0.0940683-0.00681483j 0.121389-0.00996489j 0.116781-0.0166153j -0.0135959-0.00582747j -0.00178039-0.00930002j 0.0270235-0.00872116j -0.0257374-0.0184411j 0.0632102-0.0189033j -0.0693371+0.0213312j 0.0597211-0.00632686j 0.0175085-0.00330891j 0.102131+0.015188j -0.0196428+0.0126852j 0.0284849-0.0196873j -0.0282358+0.00414143j -0.0236955-0.00129909j -0.0230005+0.00355166j 0.026296+0.00189311j 0.0297826+0.0154321j 0.0574413+0.00127853j 
0.0127581+0.00567389j 0.01879+0.0210752j 0.0228484-0.0019216j 0.019599-0.00625882j -0.0211728+0.00981422j 0.0159428-0.00617696j 0.0240811-0.000280809j 0.00403803+0.0140668j -0.00406804-0.00410903j -0.0156034-0.0108566j -0.0302341+0.025584j -8.95832e-05+0.0379017j 0.030213-0.0320925j 0.0258543-0.0233012j 0.0336586-0.00719797j -0.00714645-0.0245748j 0.0438405+0.00581828j -0.0115384+0.00723269j 0.0106684-0.00405799j 0.0193544-0.00081936j -0.0502831+0.009273j 0.038428-0.00959708j 0.00111526-0.00258976j 0.0369394-0.00437906j -0.00840639-0.00545606j -0.0119178+0.0216464j 0.00666889-0.00445727j 0.0384953-0.00291909j -0.0101204+0.00304818j -0.0213628-0.0291252j -0.0178704+0.0110515j -0.00947569+0.0259023j -0.00116905+0.00974466j 0.0287669+0.0344377j -0.00287157-0.00753743j -0.0577295+0.0524467j 0.0505464-0.0795575j -0.0039765-0.0394557j -0.0317877-0.0187705j 0.0267613+0.0160061j -0.0846764-0.00868231j 0.102589-0.0047448j -0.026496+0.0134577j 0.0145085-0.0182592j 0.11392-0.0546456j -0.0414528-0.0447589j 0.00839271+0.0924145j -0.00891501+0.0785737j -0.0537797-0.00549012j 0.0036711+0.00972057j -0.0311663-0.0157814j -0.0338882+0.02008j 0.0641739+0.0296605j -0.0639884+0.0110787j -0.0786846+0.00948266j 0.0037716+0.0325362j -0.0349728+0.0153047j -0.0231532-0.0545924j -0.0337101-0.0668705j 0.0121442+0.00940123j -0.0376225-0.225756j -0.00780378-0.0275697j -0.0136045+0.134282j -0.0389368-0.00291852j -0.026471-0.00906984j -0.122742-0.165542j -0.0399824-0.127676j -0.0115866-0.0364j -0.0296401+0.0404652j 
0.0235252-0.0078245j 0.0466714-0.0339343j -0.0121458+0.0299357j 0.00926505-0.0016073j 0.00180893-0.017387j 0.0043126+0.00425943j 0.0143544+0.00423787j 0.0095822-0.00631996j 0.000946609-0.0048706j -0.0262821+0.011139j 0.0201657-0.0300318j 0.0925331-0.0520383j -0.0178167+0.028635j 0.00587166+0.016233j 0.0474797-0.0107282j -0.0180462+0.0217883j 0.00773739-0.00204952j -0.0122532-0.00908778j -0.00084708+0.00200127j 0.0163478+0.00238648j -0.0280794-0.00692206j 0.0229873+0.0088886j -0.00160017+0.0051527j 0.0188564+0.00181838j -0.0207544-8.36166e-05j 0.00517205-0.0198831j 0.0117326-0.000904848j 0.0123374+0.00722854j -0.0139914-1.9729e-05j -0.0122514+0.0107758j 0.0456691-0.0298371j -0.0151419-0.0130154j 0.0722321-0.0246471j 0.0243208-0.021829j 0.0398761+0.0210023j 0.048946-0.0384111j 0.0118485+0.0373393j -0.033997+0.0295276j 0.033272-0.00648645j -0.004951-0.0124682j -0.11986+0.0319467j 0.121255-0.0238802j -0.0688414+0.0404995j -0.0334111+0.0419009j 0.0217098+0.0319978j -0.0481551+0.021873j 0.0764547-0.0524879j 0.0420241-0.0424904j 0.0101965-0.0163015j -0.0192944+0.00515363j -0.0895749+0.023768j -0.0747828+0.0109636j 0.0389091-0.024255j -0.0796718-0.00518337j -0.108144+0.00747585j 0.0836213-0.0529582j 0.0535947-0.0259794j -0.0636295+0.041302j 0.089203+0.00582876j 0.0922336-0.0111401j -0.0084152+0.0977292j 0.0252296+0.00786544j -0.128762-0.0492646j -0.00904292-0.0115444j 0.00277987-0.00440065j 0.0136291+0.0497367j 0.0230884+0.0395444j 0.0289282+0.0331244j 0.0852449-0.00875339j 
-0.00990272+0.00992009j 0.0141803+0.0160261j -0.096333-0.0118705j 0.0149626+0.0113028j 0.0111769+0.00288348j 0.00457996-0.00171135j -0.0114186+0.00800424j -0.0242548+0.000585752j 0.0259514+0.00315304j 0.0126228-0.00912732j 0.0420267+0.00338571j -0.020573+0.0175301j 0.0477609-0.00405097j -0.00308485+0.00413441j 0.0678744+0.0135221j -0.025415-0.00393967j -0.0180828+0.0024367j 0.0584517-0.00196449j -0.0026447+0.00519328j 0.0165347+0.00664655j 0.0570811-0.0113536j 0.0135737+0.00942569j -0.0098628-0.00445236j 0.0192292+0.011695j 0.0417955-0.000432875j 0.0128425-0.00137166j 0.0125739+0.00434629j -0.00740478+0.00366751j -0.0113455-0.0059424j 0.0266608+0.00466902j 0.0145522+0.0116785j -0.00641623-0.00787843j -0.029127+0.0153255j -0.00866172-0.0015632j -0.0697248-0.00330043j -0.0594597+0.00411824j -0.0305847+0.017228j 0.168248+0.000904074j -0.114917+0.0173263j 0.082198+0.00423232j -0.0713068-0.0240973j 0.0738659+0.0196283j -0.0309686-0.0231407j -0.0288965-0.00825599j 0.174561+0.0199812j -0.00569069+0.00238359j -0.0138754-0.0077117j -0.0225624-0.0099812j -0.00914365+0.00318447j 0.0502886-0.00608947j 0.136638-0.00344343j 0.0184004-0.0142618j 0.0167019-0.00105528j 0.0504401-0.0133322j -0.0258204-0.0197496j 0.0355996+0.0140722j -0.00396095+0.00177387j 0.0110797+0.00426172j -0.00106631+0.0215877j -0.0569761+0.00357003j 0.00686374+0.0363856j -0.00775828+0.00355041j 0.03478-0.0266705j 0.0893764+0.00827171j 0.0601787+0.00727127j 0.0316007+0.0328944j 0.0164093+0.025506j -0.0190278+0.000858194j -0.0065212-0.00826409j 
0.0157651-0.0038848j 0.0139427-0.00943179j 0.0415852+0.00094864j -0.0457285-0.00162382j -0.0146368-0.00308039j -0.00581455+0.00104828j -0.00167948-0.00150572j 0.0199577-0.00453424j -0.00396474+0.000549563j -0.00316111+0.00636249j -0.0334088-0.0017063j 0.0843035-0.0102136j -0.0149645+0.00482442j -0.0850408-0.000908122j 0.0079761+0.00128201j -0.00891698+0.000249289j -0.0624112-0.00940305j 0.0212548+0.00665179j -0.0603759-0.0047044j 0.0179934+0.00167956j 0.0613347+0.010833j -0.0230282+0.000780495j -0.0119638+0.000684734j -0.0313435-0.0019644j -0.0118189+0.00139357j -0.000580283-0.000306104j -0.00838127-0.000339454j 0.00118862-0.00304217j -0.00896186-0.000449101j -0.0453002+0.00135419j -0.015004-0.00501674j 0.044172+0.00160459j -0.02641-0.00580557j 0.0287806-0.00582717j -0.0313627+0.00993183j -0.100619+0.00119097j -0.108196-0.0138481j 0.0275692+0.00451095j -0.0946478-0.0106233j 0.0552407-0.000573553j 0.0799607+0.00857101j -0.0808914-0.00912962j 0.0422989+0.0201633j 0.0141268+0.0121012j 0.0135903+0.00251573j -0.0101905-0.00505199j -0.000461708+0.0102094j 0.0204282+0.00768557j -0.0288888-0.00169399j 0.0242496+0.00712129j 0.0404398+0.0087317j 0.0904861+0.00914351j 0.0844658-0.0118206j 0.0233029+0.00238068j 0.0557335+0.00390382j -0.00693701-0.00867213j -0.0524776+0.0088059j -0.112181+0.016436j -0.061687-0.00134636j 0.121332-0.012343j 0.0239769-0.00681154j 0.0267928-0.00375006j -0.117773+0.00187705j -0.0356399-0.0115574j -0.00925038-0.00565146j 0.0479483+0.000783551j 0.0278004+0.00590655j 0.0021638-0.00794598j -0.129421-0.00422639j 
0.0189968-0.011067j 0.0258055-0.0207811j 0.0425612-0.0106242j 0.00303559+0.0107136j -0.0159671+0.00241682j 0.0155936-0.00158778j 0.0252605-0.00309876j -0.00499999-0.00414573j -0.00719406-0.000251825j -0.00245138+0.00242105j -0.0320709+0.0166557j 0.0596173-0.0555893j -0.00507014+0.0119952j 0.0221313+0.0256401j 0.0370118-0.0210869j 0.0398772-0.0011633j 0.00525515+0.019233j -0.0408151-0.00803861j -0.0190519+0.0269332j 0.0101239-0.00794002j -0.0388528-0.0194648j 0.0126519+0.00704443j -0.00214846+0.00725551j 0.00464171+0.00801379j -0.0321001+0.00715489j -0.0281184-0.00449036j 0.00506783+0.00122541j 0.0298993-0.00131813j -0.0264503+0.00744724j -0.0194688+0.0207223j -0.0294724+0.00250615j 0.000843313-0.021425j -0.0247494+0.0116005j 0.0287725-0.0223323j -0.0597337+0.0395275j -0.123853+0.0583247j 0.0963135+0.0205744j -0.052834+0.0121733j 0.0293817+0.0242325j 0.0632171-0.039793j 0.0064557-0.0115847j -0.00168595+0.0167445j -0.134285+0.0248066j -0.0650118+0.0239041j 0.0434647-0.00501313j 0.0399499+0.00720641j -0.10563-0.00557195j -0.0628742-0.0154403j -0.000733956+0.0067629j -0.030316-0.00525561j -0.0274987-0.0117257j 0.0273935-0.0376764j 0.145544-0.0580952j -0.0112795-0.0167029j 0.0195331-0.0244582j 0.0143689-0.0210991j -0.0805242+0.00756245j -0.114772+0.0550937j -0.099572+0.0237705j 0.0986169-0.000843799j 0.0581404+0.0400383j -0.0161858+0.0118669j 0.0773779-0.0392827j 0.0301847+0.00820991j 0.00665696+0.00613678j -0.018666+0.0301552j 0.0197828+0.00863577j 0.000934363+0.0173086j 0.089909+0.00106744j 
