0.00483882+0.0634774j -0.0954564-0.0281838j 0.0128874-0.14213j 0.0886769-0.0728462j -0.0331905+0.0574561j 0.0539902+0.0133286j 0.1246-0.0473546j 0.00789359+0.00300934j -0.013373+0.0534129j 0.0264454-0.0448682j -0.0148872+0.0135478j 0.0360351-0.105703j 0.0304009+0.0718177j 0.00308963-0.0467322j -0.0335673-0.0522522j 0.0551892-0.0638014j 0.0055492-0.0194139j -0.0350555-0.0376265j -0.00938135+0.0673746j -0.0363344-0.134608j 0.00537139+0.11629j 0.021609+0.0120919j -0.0112987-0.0245691j -0.0193262-0.0755763j -0.0344139-0.029261j 0.032978-0.0372372j -0.0755813+0.0927675j -0.00997977+0.0462594j 0.0213826-0.048178j -0.00543749+0.0747749j -0.0190815+0.0209552j 0.0237894+0.0970426j -0.0932107-0.104525j -0.0567077+0.00492423j -0.100979-0.103682j 0.0290463+0.0575926j 0.0261996-0.0629674j 0.153706+0.131676j -0.155402-0.000365898j -0.0321906+0.122179j -0.111557+0.176386j -0.0298945+0.102505j 0.00927093+0.0224026j 0.238984-0.101937j -0.296323+0.24495j -0.0224379+0.0311486j 0.132804+0.188876j 0.0590711-0.0939544j 0.0800502+0.0700663j 0.0854459+0.152424j -0.0307533+0.0636942j 0.180182+0.289721j 0.0398554+0.277179j 0.233669-0.0244194j -0.0660792+0.15021j 0.233269+0.14304j 0.112585-0.218714j -0.0888138+0.165126j -0.490322-0.0760036j -0.185591-0.105702j 0.119023-0.336906j -0.182187+0.217324j -0.130741-0.184664j -0.28742+0.0147781j -0.0710272+0.133504j 0.156551-0.294832j 0.306214+0.303353j 0.300981+0.24043j -0.0359536-0.776155j 0.657856+0.743747j 
-0.209744+0.134952j 0.488232+0.555666j -0.0446288-1.61443j -0.934424-0.089717j 0.104468+0.0566139j 1.43196+2.97241j -0.93115-0.539439j 0.308091+2.22473j 2.08163+3.52786j 2.77846+4.82122j -1.01409-0.962657j -2.31019-6.16528j 0.907048-2.16278j -0.0256521-0.371671j -1.01173-2.28098j -2.11055-8.35415j 1.63713+7.52648j -1.52971-8.84267j 1.42144+6.29394j -0.506955+0.164833j -0.146973-2.44894j 1.87237+10.6054j -1.25547-8.50279j -0.390829-4.4517j -1.38941-7.15834j 1.50296+16.9992j -0.515707-2.7118j -0.469138-3.77186j 0.687195-0.42332j -0.447868-8.83046j -0.381976+5.1226j -1.37527-10.5245j 0.347249+10.0014j 0.36886+4.71996j -6.84041-1.94675j -0.0743914-5.37207j -0.274837+4.91584j 0.578386-9.86197j -0.298968+11.37j 0.981353+4.19601j -0.106414+9.11292j 0.298374-0.636635j 1.76599-3.81367j 0.900172-2.69528j -1.14247+15.8787j 0.758362-7.62469j -0.681157+4.68493j 1.07667-8.05782j -2.60728+11.6152j 0.3183+2.7655j -0.633384+0.00119824j -0.322925+6.31452j 1.69586-8.18381j -1.42639+6.58068j 1.8316-8.11573j 1.32969-2.66635j -0.537393+0.404972j -0.66017-2.86056j -1.88091+6.52371j 1.091-1.31075j 2.71609-4.89832j 2.21431-3.72599j 0.539949-2.38727j -1.20222+0.453745j 1.31977-2.86477j 0.0260456+0.123749j -0.783374-0.021423j 0.0183799+1.59872j 0.164194-0.672728j -0.334475+0.035843j 
-0.231141-0.143009j 0.362712+0.446109j -0.102402-1.39111j -0.29255-0.116559j 0.162206-0.26748j 1.03009+2.65995j -0.733097-0.647615j -0.00510782+1.71325j 2.1245+2.61603j 2.20389+4.48345j -0.671907-0.611222j -2.10503-5.03684j 0.61094-1.87533j -0.00961945-0.159421j -1.13756-2.04397j -1.59704-6.45415j 0.848076+6.16134j -1.58625-7.26622j 0.340766+5.64625j -0.596539+0.721001j -0.26714-2.74347j 1.01253+9.00516j -1.35449-7.3193j -0.118329-4.18788j -1.20923-5.95417j 1.62868+13.5724j -0.289531-1.92501j -0.453127-2.79294j 0.554561-0.172011j -0.393193-7.04087j -0.214462+3.24004j -0.774336-8.44739j 0.410757+8.4002j 0.0526162+4.49961j -6.17517-1.45637j -0.284809-5.23595j -0.0762681+3.58434j 1.03571-8.37326j -0.0331612+9.75145j 0.554242+3.6952j 0.146367+7.11618j -0.38053+0.525221j 0.539441-3.05053j 0.210264-1.05223j -1.65528+13.3181j 0.411459-5.12369j 0.491902+4.37877j 1.16623-6.40557j -1.59538+9.21718j -0.437191+2.26252j -0.54736-0.098295j -0.816139+5.67938j 1.0889-6.52j -1.49385+6.02725j 2.09429-6.50224j 0.929715-1.76839j -0.247456-0.117494j -0.74428-1.82099j -2.21508+5.87983j 0.112941-0.413381j 2.11539-4.21491j 1.83757-3.12785j 0.425127-1.87523j -1.10051+0.41822j 1.07438-2.48316j 0.139106-0.0426531j -0.756509-0.163062j 0.275979+1.26373j 0.256797-0.292255j -0.311874-0.109818j 
0.0755331+0.06679j 0.0657645+0.0746047j 0.0682304+0.0691056j 0.0765491+0.249946j -0.316041-0.0102118j -0.293102-0.0627585j 0.151748-0.302713j -0.0593308-0.0858211j -0.0236411-0.351942j -0.0370771-0.263785j 0.0481301+0.27325j 0.183449+0.008103j -0.0980857+0.114183j 0.036292+0.067127j 0.0117685+0.0665607j 0.114179+0.419964j -0.615863-0.629411j 0.339757-0.059598j 0.208353+0.0120864j -0.123166+0.234267j -0.216049+0.172413j -0.234456+0.169993j -0.666297+0.480726j -0.000430727+0.0802383j 0.298506-0.0209764j -0.193044-0.366183j -0.322527+0.101918j -0.76822-0.256499j -0.669304+0.0860819j 0.119081-0.33737j 0.000560956+0.282602j -0.260246-0.0379555j -0.520742+0.235389j -0.478148-0.316108j 0.173351+0.321549j 0.0845279+0.967685j 0.1878-0.0750053j -0.0361059-0.136233j -0.0359262-0.632709j 0.301138-0.306797j -0.913038+0.824203j 0.0588817-0.317113j 0.88758+0.92963j 0.104909+0.681087j 0.422766-0.499131j 0.104049+0.282588j -0.212967+0.097323j 0.121698-0.343009j -0.236798-0.346599j 0.513329+0.547743j 0.276757+1.01208j -0.421442+0.0186229j 0.35865-0.070898j -0.124408-0.492931j 1.01125+0.326312j 0.0194247+0.222615j 0.215325-0.292856j -0.0637576+0.541733j 0.0869096-0.11923j -0.237053-0.0423783j -0.242777+0.186647j 0.447694+0.177902j -0.0737745-0.0161594j 0.240149+0.0812016j 0.0512219-0.103031j -0.346531-0.124477j -0.122334-0.0758129j -0.241085-0.396271j 0.0320999-0.0190628j -0.0781913+0.0802692j 
-0.189259+0.0319411j 0.428458+0.532907j -0.0330109-1.2466j -0.669061-0.00100203j 0.0548827+0.22549j 1.20486+2.57932j -0.628028-0.570773j 0.164297+1.74316j 2.00289+2.4784j 2.38191+4.4372j -0.799854-0.867882j -1.74202-5.41693j 0.524412-1.75991j -0.194464-0.188889j -1.33188-1.92084j -1.84454-6.63071j 1.25863+6.13332j -1.1563-7.31438j 0.544488+5.78971j -0.494587+0.162778j -0.337028-2.05381j 1.45127+9.48841j -0.81384-7.22121j -1.10277-3.82762j -0.886137-6.09822j 2.21265+13.8859j -0.395852-2.47176j -0.655273-3.3454j 0.15891+0.19285j 0.0824656-7.64862j -0.789626+3.73966j -0.440364-8.56781j 0.583861+8.53877j 0.905719+3.11925j -5.86869-1.11731j 0.0202696-6.09498j -0.453976+4.76291j 0.328323-8.20581j 0.407518+8.54661j 1.19977+4.12386j -0.650426+7.5719j 0.71993-0.261876j 0.679553-2.63396j 0.298734-1.82464j -1.19684+14.4801j 1.25881-6.24851j 0.140028+3.98947j 1.74663-7.46369j -0.939956+8.72355j -0.356164+2.04736j -0.33926-0.228698j -1.63516+5.822j 1.46266-7.41124j -1.24355+6.42258j 1.89229-6.44514j 1.32431-2.34677j -0.325183+0.0428613j -0.624367-2.36193j -1.80273+5.9731j 0.991971-0.640106j 2.03838-4.3984j 2.0969-3.01881j 0.57776-1.83439j -0.786574+0.598316j 1.04999-2.46135j -0.120226+0.254485j -0.764309-0.219667j 0.013361+1.16177j 0.243623-0.541315j -0.381648-0.0743758j 
-0.0731892+0.133405j 0.391913+0.474654j -0.0205499-1.03266j -0.611061+0.0472733j -0.346124-0.318247j 0.724661+1.74564j -0.717592-0.426944j -0.117217+1.63974j 1.30499+2.38893j 1.70049+2.82779j -0.486223-0.43433j -1.57487-4.19846j 0.627152-1.36199j -0.508264+0.0476018j -0.815586-1.47694j -0.923966-5.23688j 1.03232+4.91388j -0.631589-5.92616j 0.782873+4.28785j -0.504945+0.303566j -0.065154-1.46285j 0.706267+7.79184j -0.566745-5.75779j 0.332445-2.85672j -0.80635-4.71366j 1.24321+10.8271j -0.499207-1.59596j -0.307516-2.22068j 0.218403-0.108984j -0.941611-5.89987j -0.47489+3.10405j 0.0524263-6.98421j 0.337159+7.13176j 0.641525+2.84657j -4.98305-0.932311j 0.305589-4.1225j -0.0981727+3.30892j 0.557318-6.20798j -0.62734+7.35305j 0.464195+3.31018j -0.886235+4.44588j 1.66882+0.568561j 0.628326-2.84966j 0.145439-1.30518j -2.25252+11.0842j 1.02899-5.37442j 0.246263+3.15574j 0.274298-4.7436j -1.17809+6.19679j 0.284813+1.41728j -0.660093-0.501512j -0.800704+4.50451j 1.31604-5.64414j -0.924692+4.8121j 1.79699-5.07442j 0.871359-1.92374j -0.636261+0.486231j -0.75234-0.985048j -1.33723+4.22759j 0.562675-0.663835j 1.63225-2.81198j 1.42746-2.08332j 0.0130062-1.53437j -0.796851+0.385581j 0.947589-2.14372j 0.0198404-0.307738j -0.541423-0.160974j -0.114727+0.658078j 0.26232-0.548544j -0.216348+0.0835743j 
0.507618+0.0232829j -0.82538-1.0649j 0.0184491+2.41302j 1.31412-0.0744469j -0.149287+0.353401j -2.27298-4.98465j 2.03626+1.04958j -0.354677-3.46292j -4.0427-5.78218j -4.04544-7.93832j 1.53729+1.64235j 3.88216+11.1528j -1.11697+3.84064j 0.440442+0.387304j 2.11428+3.91948j 3.22145+13.7653j -2.17548-12.9632j 2.80424+14.6517j -1.23922-11.1201j 0.986241-0.174186j 0.444656+4.49062j -3.067-18.039j 2.77189+14.3092j 0.822499+7.80022j 1.9202+11.5124j -3.36706-26.7898j 0.473039+5.63946j 1.83086+6.40047j -0.413643+1.03532j 0.802292+14.5319j 0.0616931-8.53999j -0.0341312+17.3518j -1.02153-17.1755j -1.03803-7.97854j 12.4304+3.01793j -0.20786+10.691j 0.982931-8.08903j -0.991552+17.1152j 0.0359884-17.329j -0.0532452-8.52706j 0.817159-14.4877j -0.604751-1.12556j -1.76581+6.37884j -0.403665+5.54337j 3.36663-26.8978j -2.03169+11.519j 0.717726-7.76142j -2.83849+14.1991j 3.14379-17.9768j 0.443476-4.49638j 0.961191+0.140015j 1.32716-11.1012j -2.89261+14.5903j 2.25863-12.9681j -3.36236+13.6964j -2.13282+3.99429j 0.441225-0.32577j 1.15397+3.78365j 3.88753-11.1293j -1.55061+1.65733j -4.02124+7.94802j -4.00919+5.76709j -0.413894+3.5133j 2.06261-1.05364j -2.27317+5.04877j -0.134353-0.346222j 1.35143+0.0917559j 0.0597765-2.40444j -0.872694+1.03196j 0.49813+0.0107327j 
-0.337286+0.190441j 0.338421+0.689664j 0.154375-1.54887j -0.884628-0.0308436j -0.232485+0.0363393j 1.63974+3.20833j -1.04423-0.232159j 0.509565+2.45841j 2.1351+3.71429j 3.04443+5.08995j -1.19272-0.593966j -2.34216-6.92663j 0.404315-2.0556j -0.185957+0.137519j -1.41613-2.87349j -1.97326-8.45686j 1.32161+8.05837j -1.78702-9.23489j 1.36646+6.99307j -0.807737-0.0381033j 0.104611-2.99343j 1.56783+11.3652j -1.47039-9.09031j -0.763998-5.18688j -1.44299-8.33277j 1.68858+16.9631j -0.373908-2.0736j -1.30991-4.25255j 0.447689-0.791959j -0.633825-9.41742j 0.181312+5.34738j -0.607725-10.9793j 1.28928+10.5188j 0.205286+6.05214j -6.56997-1.59857j 0.120931-6.74899j -0.208399+6.0654j 1.33656-10.4879j -0.555563+10.9693j -0.193309+5.30696j -0.593776+9.26814j 0.560684+0.747718j 1.21539-4.25581j 0.366164-2.11753j -1.79894+16.9847j 1.45514-8.35741j -0.838744+5.22426j 1.44819-9.06175j -1.64595+11.3173j 0.111154+2.99854j -0.82704+0.0693512j -1.4211+7.00571j 1.82286-9.19268j -1.45615+8.03657j 2.03497-8.44607j 1.40518-2.88864j -0.19501-0.0278102j -0.471899-2.13105j -2.39188+6.92609j 1.1749-0.631277j 2.95694-5.07289j 2.21275-3.68279j 0.514131-2.43912j -1.01647+0.290023j 1.65831-3.24784j -0.188574-0.0985548j -0.877651+0.0390234j 0.126467+1.56906j 0.368255-0.631477j -0.331839-0.188738j 
0.214582+0.0666888j -0.236281-0.564294j 0.0514096+0.794056j 0.569165-0.18876j -0.0753716-0.294498j -0.945999-2.21491j 0.914568+0.391971j -0.0146794-1.58822j -1.41383-2.2341j -1.81658-2.99172j 0.660282+0.699057j 1.43954+4.53048j -0.738505+1.19355j 0.632711+0.558466j 0.904855+2.05898j 1.58436+5.47984j -0.878242-5.24954j 1.22339+5.94548j -0.755947-4.75062j 0.768422-0.715524j -0.119828+1.40937j -1.1176-6.69936j 0.350517+4.93796j -0.321989+3.25618j 1.04155+5.67631j -2.39348-11.7044j 0.155947+1.62577j 0.559273+3.29347j -1.53375+0.75155j 0.65323+4.56252j 0.271934-3.65777j 0.569317+7.89681j -0.692477-6.55328j -0.178904-3.55525j 5.21002+1.50181j 0.0910917+4.59221j 0.779209-3.20027j -0.512755+7.45374j -0.110026-7.30557j -0.446132-3.12418j 1.03526-6.11674j -0.389195-0.215189j -0.199491+2.29343j -0.442046+1.73345j 1.34642-11.4505j -0.957875+4.99315j -0.271014-3.01969j -0.588861+6.20823j 0.895209-8.07751j -0.0207412-1.70216j 0.479076+0.261195j 0.798082-4.54114j -0.876565+6.24678j 1.21182-5.38863j -1.08053+5.62962j -0.855781+1.62547j 0.488929+0.045686j 0.669953+1.46822j 1.7075-4.43581j -0.548606+0.543712j -1.75345+3.06826j -1.46184+2.58296j 0.0608363+1.71595j 0.810726-0.370215j -0.878719+1.92238j 0.258584-0.277936j 0.657277-0.0284398j 0.0600033-1.09139j -0.410958+0.450274j 0.0900803+0.097284j 
0.296784-0.0563601j -0.169957-0.466502j -0.038523+0.967064j 0.634144-0.177033j 0.0327618+0.257365j -0.820118-1.9171j 0.637613+0.460424j -0.565753-1.45058j -1.64569-2.42531j -1.58446-3.59779j 0.991918+0.4926j 1.33852+4.8465j -0.438924+2.06553j 0.284212+0.112348j 1.11003+1.98368j 1.28482+5.19848j -0.889542-5.35845j 1.14484+6.06361j -1.40308-4.67612j 0.254499-0.408971j 0.374151+1.52537j -0.51489-6.8331j 1.47607+6.05086j -0.0995131+3.13211j 1.07447+5.14399j -1.03411-11.8174j 0.178773+1.67208j 0.304459+2.08857j -0.728394-0.2047j 0.493574+5.94686j 0.949903-3.41094j -0.49596+6.70922j -0.206905-6.48301j -0.479164-3.98658j 4.60726+1.37214j -0.0534901+5.27276j 0.890885-2.29862j -0.617324+6.77711j 0.172513-6.83051j -0.595863-2.98625j -0.136527-6.10707j -0.140842+0.124126j -0.472134+2.69393j -0.230802+2.08807j 1.96075-11.146j -0.735799+4.86134j 1.04643-2.97159j -0.519947+5.79969j 1.26243-7.65236j 0.248581-1.58425j 0.330755-0.013423j 0.410355-4.60402j -0.912591+5.78287j 1.16815-5.03419j -1.51441+5.38022j -1.11368+1.54212j 0.137951-0.175639j 0.395406+1.43497j 1.37393-4.38752j -0.686371+0.76135j -1.92694+3.60927j -1.56563+2.01818j -0.17831+1.4071j 0.521282-0.395457j -1.01712+2.06428j -0.0957581+0.220623j 0.618396-0.0312081j 0.0754261-0.976534j -0.345581+0.405022j 0.157996+0.0199023j 
0.187882+0.105414j -0.0953474-0.262712j 0.288107-0.0667164j 0.4434-0.154973j 0.368972-0.157072j -0.419639-0.971666j 0.105412+0.236503j -0.0171952-0.691745j -1.12838-0.847139j -0.498463-1.13839j 0.113562+0.343601j 0.492731+1.8424j -0.350373+0.0987433j -0.0329857-0.155156j 0.430229+0.668881j 1.66845+2.0365j -0.531492-1.8193j 0.858443+2.66959j -0.934414-1.99206j -0.0534057+0.818216j -0.52443+1.19175j -0.534831-2.48953j 0.426759+2.7128j 0.0504286+1.45392j 0.683586+2.08973j -0.412808-4.46938j 0.183147+0.0270689j 1.11058+0.215418j -0.684149-0.148932j 1.29737+3.04023j 0.470822-1.33033j 0.056759+2.46497j -0.220985-2.95501j 0.00739188-1.59542j 1.81323+0.855775j 0.073689+1.10492j -0.113147-0.856963j 0.302897+3.37347j 0.28041-3.11263j -0.17984-1.62846j 0.120081-2.91047j 0.527881+0.0124627j -0.884841+1.37757j -0.485545+0.717368j 0.626502-4.40484j -0.119059+2.17527j 0.144601-1.1815j -0.922577+2.08318j 0.24515-3.50593j 0.218155-0.533124j 0.289562+0.338896j 0.49227-1.94495j -0.0561756+2.65453j -0.088498-1.64022j -0.443102+1.96464j -0.381438+0.650546j 0.143759+0.0362786j 0.151845+0.517318j 0.473117-1.8553j -0.221971+0.00881463j -0.735079+1.08594j -0.614333+0.669188j 0.0357857+0.587071j 0.16777-0.441195j -0.129775+0.789826j 0.352444+0.00652573j 0.228952+0.215549j -0.0235675-0.365231j -0.248008+0.254797j -0.0493738+0.0834019j 
-0.306596+0.10041j 0.251955+0.254292j 0.294193-1.13386j -0.708259+0.17675j 0.142153+0.0182705j 1.04566+2.30363j -1.0142-0.417842j 0.4519+1.71752j 1.72671+2.9667j 1.92149+3.95217j 0.0257905-0.271478j -2.01998-5.696j 0.728477-1.69412j -0.201477+0.225684j -0.826869-1.63809j -2.08278-6.11146j 1.50549+5.73794j -1.01406-6.08231j 0.94461+5.35032j -0.451722+0.0421347j -0.538399-2.10117j 1.41035+8.41982j -1.19655-6.06622j 0.556046-4.05961j -0.395539-4.66558j 1.53072+12.5367j -0.127563-0.817431j -0.390275-2.71423j -0.319157-0.521334j 0.0691729-6.6226j -0.566347+3.51282j 0.0513226-9.07836j 0.942329+7.80588j 0.0499163+3.38239j -5.66045-1.48679j 0.416276-5.13474j -0.101796+4.03754j 0.366802-7.85341j -0.731117+7.78804j 0.152227+2.96641j -0.265508+6.56179j 0.4718+0.0788753j 0.481353-2.65872j 0.257432-1.84096j -1.64639+12.5654j 1.04358-5.57347j -0.21861+3.86444j 1.23014-6.86415j -0.958206+8.46664j -0.385979+2.54736j -0.499231-0.622032j -0.191184+5.32642j 1.48755-6.71203j -0.728203+5.70281j 1.45356-5.95051j 1.09807-1.91384j -0.0300205+0.144311j -0.532942-1.77896j -1.87431+4.72043j 0.656274-0.565719j 2.04216-4.19879j 1.96433-2.39409j -0.0382345-1.55968j -0.684493+0.660139j 0.97352-2.51521j 0.118092+0.27377j -0.239972+0.0837461j -0.105329+1.29088j 0.365-0.419232j -0.210898+0.112692j 
0.30484+0.017924j -0.149887-0.602786j -0.0494812+1.44728j 0.789216-0.0488213j -0.0789726+0.110568j -1.21988-2.62223j 1.12592+0.376606j -0.628647-2.27117j -2.04809-3.48472j -2.3917-4.58257j 0.903935+1.225j 1.68709+6.16855j -0.613965+2.73218j 0.531487+0.241453j 1.22367+2.60162j 1.67548+7.52368j -1.32923-6.02568j 1.42608+7.37976j -0.296446-5.82074j 0.582033-0.030201j -0.273786+2.48879j -2.42022-10.8055j 1.0537+7.25722j 0.570464+4.40027j 0.6131+6.97415j -1.00011-14.672j 0.751624+2.31385j 1.62194+3.37156j -0.324377-0.717747j 0.118525+8.42452j 1.06727-3.69186j 0.109846+10.6303j -0.604682-8.94285j -0.157104-4.45317j 6.43221+1.25741j -0.184779+4.87182j 0.258713-4.28012j -0.312769+9.14409j 1.35972-9.61204j -0.317574-4.61257j 0.456479-8.14499j -0.590648-0.317861j -0.431981+3.40958j -0.425764+2.52034j 1.49567-15.7017j -1.35853+6.55659j 0.430379-4.08668j -1.2174+7.83499j 1.64732-9.78987j 0.150299-2.23844j 0.446465+0.186011j 1.25349-5.80996j -1.35355+8.14197j 1.43908-6.9464j -1.92345+7.70102j -0.956444+2.11291j -0.0528701-0.353507j 0.782302+2.00819j 2.15448-5.66219j -0.918643+0.88355j -2.60686+4.55465j -1.89672+3.21145j -0.197881+2.02091j 0.810851-0.497699j -1.33097+2.7281j -0.136946+0.0542116j 0.852071-0.102307j 0.0969543-1.45155j -0.449114+0.503277j 0.200885+0.0753193j 
0.473955+0.205284j -0.0164256-0.111495j 0.206689+0.438662j -0.0641836-0.126862j -0.0696882+0.672966j -0.526928-1.66847j 0.000235496+0.848758j 0.0560283-0.791207j -0.954462-1.72789j -1.47566-1.95986j 0.355915+0.748292j 1.22936+3.02564j -0.546183+0.806627j 0.416135-0.135507j 0.822212+1.3152j 1.11349+3.76316j -0.642883-3.22634j 0.960181+3.4476j -0.44472-2.99329j 0.770413-0.103525j 0.668296+0.637782j -1.1705-5.00573j 0.576288+4.05135j 0.447852+1.77249j 0.224711+2.95342j 0.0339504-7.3617j -0.148688+0.887703j 0.253981+1.99015j -0.739682-0.393725j 0.0727286+3.14823j 0.37665-2.2528j 0.617703+4.44838j 0.0429376-4.12829j 0.118334-1.92594j 2.25286+0.994992j -0.0965358+2.37872j -0.00311013-2.03501j -0.0520347+4.00289j 0.351773-4.42115j -0.594538-1.5087j 0.232959-3.93763j -0.366131+0.54285j -0.107587+1.9193j -0.386722+1.24453j 0.94126-6.94955j -0.301203+2.65077j 0.671815-2.07552j -0.49621+3.32885j 0.810731-4.13359j 0.0773726-1.12359j 0.223366+0.262371j 0.390722-2.88876j -0.833267+3.83927j 0.449344-2.89194j -1.07143+3.08202j -0.435019+0.899624j 0.300616+0.0756508j 0.170582+0.63365j 0.654635-2.82033j -0.262424+0.246073j -0.794234+1.43683j -0.911676+1.31165j 0.0956478+0.869159j 0.610855-0.252861j -0.898006+1.27702j 0.0399312-0.00335056j 0.0938066-0.0184819j -0.3179-0.826941j -0.297781+0.12001j -0.0483095+0.225536j 
-0.481369-0.250269j -0.0149961+0.74257j 0.0743529-2.07259j -0.881394+0.26581j -0.346865-0.00246332j 1.79465+4.01012j -1.52959-0.869493j -0.0113367+2.60587j 3.12511+4.77855j 3.92462+6.69751j -1.61751-1.14605j -3.10212-8.74051j 1.05985-3.02831j -0.211647-1.15501j -1.69507-2.23309j -3.13192-10.2559j 1.88145+9.69899j -3.1134-12.42j 1.57878+9.1211j -0.629283+0.21159j 0.0479314-4.02279j 2.32465+14.5003j -1.75634-11.938j -0.238336-6.18308j -1.64694-9.90837j 2.42751+22.0371j -1.36201-3.62316j -1.4285-5.1366j -0.171489-0.702695j -0.165358-11.8699j -0.269748+7.2126j -0.931473-14.3275j 0.607475+14.4217j 1.03916+7.35925j -9.89824-2.60459j 0.540046-9.3066j -0.903239+6.73002j 0.68116-14.392j -0.822325+14.5093j 0.405876+6.74042j -0.240501+11.9838j 0.978329+0.812763j 0.812815-5.32479j 0.890839-3.27071j -2.09501+22.7985j 1.40143-10.1013j -0.295514+6.25594j 1.60721-11.8986j -2.50616+15.1408j -0.343523+3.97347j -0.709585-0.543377j -1.46557+8.98027j 2.50801-12.0545j -2.18784+10.1872j 2.78738-10.7499j 1.59791-3.17677j -0.455873+0.193465j -1.30761-2.96509j -2.96519+8.71422j 1.36872-1.28101j 3.29962-6.49325j 3.19379-4.59251j 0.672129-3.12691j -1.43587+1.0034j 1.73482-4.44424j -0.116177+0.0983307j -1.06874-0.0576084j -0.0628866+2.40944j 0.662047-0.608834j -0.142407-0.229743j 
-0.117658+0.142126j -0.0991503-0.13917j 0.367721-0.0492541j 0.0624312-0.181918j -0.0180632+0.452435j 0.378799+0.449816j 0.401757+0.476003j 0.230514+0.466013j 0.153818+0.238512j -0.229267+0.327624j -0.0941221-0.381193j -0.720117-0.511964j -0.0418942-0.619527j -0.713132-1.57107j 0.0220351-0.00230457j -0.0262341-0.656293j -0.0419512-0.32632j -0.0608907+0.150504j -0.462355+0.495863j 0.395566+0.705315j -0.129881-0.867516j -0.0901544+0.701075j 0.0723784-0.756871j -0.726068-0.837724j 0.266177-0.448733j 0.496436+0.736089j -0.433444-0.87709j 0.126086+0.0093988j 0.0766818+0.116691j 0.0410314-0.14057j -0.215655+0.445259j 0.476938-0.634452j 0.0890812-0.106252j -0.239683-0.226444j -0.240044-0.326423j 0.00745689-0.565116j 0.154628+0.367336j -0.1257-0.370803j 0.0193311+0.472588j 0.0442114+0.599709j -0.132737+0.793907j 0.219069+0.191732j 0.254191-0.236407j -0.140062-0.211641j -0.0546978+0.99173j 0.33995-0.267727j 0.302292+0.212621j 0.317474-0.29237j 0.0816156+0.807659j -0.00528412+0.0801833j 0.0478792-0.0903861j 0.564742+0.176915j 0.00115665-0.627113j 0.0992264+0.513679j 0.165123-0.405365j 0.135862-0.0767687j -0.111973-0.285504j 0.0713002+0.307198j 0.0292562+0.292194j 0.00251103-0.247394j 0.454048-0.263995j -0.168766+0.0591334j 0.0933378-0.255029j 0.0890529-0.0941243j 0.0668065-0.155914j -0.193263-0.00743065j -0.0432476+0.0892154j -0.0514693+0.113342j -0.118305-0.0913478j 0.00773217-0.0569286j 
-0.178585-0.338418j 0.0676902+0.54721j 0.0689781-1.43418j -0.899202-0.0359582j 0.23391-0.155585j 1.63953+3.46498j -1.45991-0.911313j 1.13032+2.55633j 1.9681+4.02277j 2.60239+5.0085j -0.979652-0.613038j -1.72625-6.17332j 0.982862-1.45645j -0.296907-0.561027j -1.54957-2.17945j -2.08593-8.25867j 0.0266352+7.3696j -2.03218-9.01037j 1.29535+6.31184j -1.23094+0.228j -0.365394-2.43759j 1.10444+9.77634j -0.374571-9.03458j -0.354399-4.71751j -0.4005-7.92243j 1.6156+16.8164j -0.578682-2.36733j -0.900522-3.10865j 1.51008+0.0742504j -0.968917-8.67659j -0.132222+4.56449j -0.88269-10.6582j 0.361426+10.669j 0.711449+4.77871j -7.02871-1.68831j -0.00842152-6.60137j 0.0200465+4.97187j 0.61339-10.3277j -0.238536+11.1135j -0.381953+4.58303j -0.374383+8.71458j 0.592965+0.558462j 0.715578-3.69576j 0.559501-2.26377j -1.86047+17.0222j 1.13352-7.36966j -0.268502+4.77924j 1.23464-8.45499j -1.63879+10.9381j -0.0325781+2.68105j -0.422469+0.127472j -1.1031+6.67413j 1.68667-8.40176j -1.57321+7.56838j 2.41519-8.0593j 1.23825-2.2677j 0.0621929+0.456364j -0.71192-2.33595j -2.09378+6.5485j 0.91462-0.844409j 2.46858-4.86389j 1.99986-3.30289j 0.353113-2.27787j -1.21771+0.599028j 1.27223-3.2764j 0.128417+0.304956j -0.733354-0.0614434j -0.0797997+1.73149j 0.446915-0.398788j -0.154046-0.0645637j 
