0.00075932-0.0360147j 0.0676793+0.0122881j 0.0307732+0.0689649j -0.0353609+0.04353j -0.0027176+0.0368634j 0.0353809-0.0217303j 0.0258061-0.0421054j 0.0253875-0.0325784j -0.0837067+0.074575j 0.0743406-0.127228j 0.0458644-0.0256797j -0.0367505+0.0251639j 0.0325719-0.023961j 0.00914626-0.0598955j 0.139538-0.0294364j -0.081669-0.027894j 0.0725161+0.0399332j -0.00579057+0.0210424j -0.0862128+0.0897842j -0.14585+0.0828479j -0.0236317+0.0279839j -0.116364+0.119035j -0.0658064+0.163896j -0.00749183+0.0982152j 0.0619207+0.0785199j -0.154128-0.221448j 0.152227+0.121591j 0.0402647+0.0342528j -0.127339-0.0409712j -0.153213+0.213396j 0.201296-0.0923415j 0.00838286+0.0257979j -0.0730253-0.0476016j -0.155795+0.25812j 0.0181759+0.12309j 0.136556-0.0372363j -0.278378-0.177731j -0.207825-0.144051j -0.0695608+0.111182j -0.115925-0.0221282j -0.0593396+0.26407j 0.125432+0.310002j 0.398823+0.144854j -0.0250551-0.11603j 0.340057-0.244349j 0.0177582+0.29653j 0.38386-0.0634631j -0.0211642+0.510006j 0.371374+0.119593j 0.257369-0.308402j -1.04337+0.115391j 0.350793-0.87643j 
-0.159233-0.558525j -0.156009+0.364791j 0.248898-0.041704j 0.286342-0.124892j -0.487807-0.0832126j 0.510028-0.449085j -0.00952257-0.167328j 0.167545-0.471999j -0.573009-0.0937833j 0.567287-0.0105441j -0.732875+0.0427487j 1.27559-0.566461j 0.877228-0.643235j 1.51163+0.696999j 0.845435+0.228441j 2.22242+0.686653j -0.40749-0.613287j -0.303165-1.24055j 0.540615-0.169791j 0.550646-0.018717j 0.695903+0.157966j 2.68204+0.342371j -0.277936+0.0152114j 2.06023+0.536233j 0.135935-0.0619952j -1.74584-1.27388j -0.630494-0.227145j 0.281784-0.286032j -1.56619+0.438726j 0.166092-0.257961j 2.90666-0.682184j -0.180448+0.299261j -0.160972+0.35984j -0.461675+0.137289j 0.403144-0.189114j -1.73761-0.235083j 2.81261+0.119991j -0.576405+0.0733257j 0.969752+0.297651j 0.704136+0.0515839j 0.859158+0.117553j 0.779646+0.0996755j 0.111865-0.382304j 0.432505+0.0501253j 0.610962+0.0762368j 0.199938+0.0438344j -0.639366-0.0115991j -0.331093+0.272927j 0.272716-0.419076j 0.431592-0.212591j -0.135114-0.0673203j -0.161836-0.0181872j 
0.15945-0.273476j 0.26499-0.0408329j 0.0147657-0.33676j -0.592792-0.760568j 0.106013+0.504019j -0.0904775-0.452285j 0.952087+0.303391j -0.327623-1.02235j -0.00473825+0.00734973j -0.102152+0.727323j -0.787327+1.04779j 0.768425+0.271367j -0.506546+0.00676771j 0.133689+0.17156j -0.692758+0.0831136j -0.0429673-0.230999j 0.173894+0.445461j 0.375774-0.233211j -0.59453+0.714359j 0.330597-0.0239463j -0.0556837+0.283247j -0.2011+0.0751549j 0.295919+0.295749j 0.0693801+0.186077j -0.335561-0.44448j -0.964489+0.316085j -0.354294+0.0501975j 0.13061+0.349101j 0.295869+0.298622j 0.253626+0.0107781j -0.899774+0.0395223j -0.0498288-0.253878j 0.307229-0.153885j 0.186487-0.567904j -0.102367+0.0749144j -0.0793314-0.180344j 0.0359187+0.235126j 0.0263012+0.310617j -0.0506318-0.236085j 0.111398-0.128989j 0.133812-0.114804j -0.356089-0.422326j -0.447573+0.140321j -0.189028+0.074318j -0.397473-0.0268855j 0.110252-0.126915j 0.145564-0.107364j 0.0786181-0.359656j 0.3249-0.0183215j -0.0192772-0.027585j 0.0867616-0.0563229j -0.0674357-0.0213498j 
0.278821-0.332288j -0.0926361+0.284828j 0.48839-0.0412644j -0.065618-0.16331j -0.100362-0.0722707j -0.54853+0.369352j 0.405399+0.13927j 0.75363+0.653484j -0.770725+0.422493j -0.138425+0.928673j -0.704933-1.00672j 0.399893+0.814456j -0.374102-0.158997j 1.05763-1.02534j -0.0422502+0.177144j 0.905578+0.692045j -0.62042-0.133712j 0.323687+0.233663j 0.740832+0.71411j 0.24989-0.212451j 1.36539-0.319478j 1.16857-0.497938j -0.0780534-0.153365j 0.420531-0.669895j 0.0896074-0.2663j -0.684807-0.521259j 0.160838+0.180393j -0.227259-0.0224657j -0.70564-0.222892j 0.0926066-0.0861035j 1.54101-0.16908j 0.0797668-0.248709j -0.138523+0.305294j -0.241416+0.162107j -0.278635-0.106333j -0.709686-0.0763282j 0.878948+0.0932132j -0.381544-0.0756147j 0.800446+0.583401j 0.263559+0.0536866j 0.510527-0.180799j 0.471865+0.000612167j 0.112954+0.071998j 0.00554558-0.262658j 0.0365725-0.193715j 0.0735401+0.32239j -0.125874-0.16463j -0.190413+0.0761102j 0.307388+0.0450856j 0.141652-0.0437199j 0.0124968-0.109161j -0.0642455-0.058978j 
-0.0101918+0.0806725j -0.280342-0.181946j -0.302172-0.882739j -0.115624-0.782644j -0.308685+0.228893j -0.0992035+0.11242j -0.663589+0.428423j -0.603624+0.264271j -0.50806+1.20852j 0.770703-0.146764j 0.28524+0.434017j 0.296541+0.0208699j -0.207431-0.0209737j -0.741325+0.55592j 0.141966-0.256475j 0.148056+0.458216j 0.525361+0.160827j 0.332018+0.489721j 0.171983+0.25345j 0.672698-0.303955j 0.042657-0.481766j -0.282085-0.0411485j 0.674374-0.0761872j -0.0179044-0.323963j 0.167966-0.191137j 0.0388748-0.246725j -0.303772+0.356295j -0.0511232+0.157593j 0.557994+0.520059j -0.277509-0.232031j -0.295033-0.0909349j -0.240683-0.0752052j -0.219422-0.299224j -0.0102313-0.693364j -0.221635-0.42439j 0.541653+0.27778j -0.410388+0.305497j 0.460086-0.370122j -0.165835-0.107604j -0.159373+0.251888j -0.0875044+0.0704173j 0.00831497-0.0749345j -0.4811-0.328461j -0.0409016+0.240168j -0.0480124+0.0300102j 0.219769-0.00378156j -0.0547433-0.164434j 0.151675+0.117785j 0.156295+0.0152365j -0.109239+0.0251729j 0.108108-0.236232j 0.235217-0.0291176j 
0.548033-0.127037j -0.564142+0.0624805j 0.265898-0.00581884j -0.342949+0.263864j 0.877048-1.10079j 0.351049+0.0895965j -0.354663+0.507496j 0.481497-0.474803j -0.808633-0.817113j -0.181709-0.888615j -0.295134-0.234124j 0.20155-0.762573j -0.269861+0.505759j -0.0702108+0.252477j -0.383488+0.170297j 1.46618-0.241897j 0.253759+0.258674j -0.924384+0.337209j 0.558786+0.41307j 0.106776-0.237614j 0.255707-0.126887j 0.326925-0.938011j -0.504699+0.0199311j 0.376248+0.119126j 0.386056-0.111744j -0.325353-0.226051j 0.141171+0.349944j 0.376949-0.255844j -0.317202-0.0804988j -0.0708659-0.300478j 1.11647-0.169346j 0.0779585+0.137999j -0.0950334+0.0634572j -0.0927295+0.0188213j 0.522195-0.133664j -0.400592-0.289196j 0.512336+0.0448709j -0.232811+0.212304j -0.200782+0.117723j 0.155341+0.00973481j 0.309709+0.301177j 0.458817-0.213026j -0.0945033+0.026581j -0.121956+0.0797454j 0.130004-0.144341j 0.216492+0.196068j 0.168459-0.107767j -0.0117326-0.115696j 0.359637+0.140814j -0.123654+0.0180303j 0.0405221-0.336806j 0.147155-0.135919j 
-0.106597-0.100826j 0.458273-0.197179j 0.655467-0.934696j -0.576215-0.541056j 0.543375-1.4182j -0.0116239-0.0606466j 0.00703411+0.0810217j 0.988586+0.430889j 0.188991-0.0319534j -0.441872-0.156319j 0.502064+0.248734j 0.269581+0.298842j -0.296277-0.472328j -0.338602+0.339993j 0.223369-0.632413j -0.0583742+0.453811j -0.557464-0.277071j -0.179357+0.0226153j -0.135055-0.458185j 0.32221+0.212918j -0.129147+0.182647j 0.418852-0.134303j 0.527929-0.630451j 0.150266-0.0722045j 0.0229978-0.508269j 0.519155+0.129606j 0.0799847-0.216803j 0.0601454-0.111821j 0.134947+0.0835011j -0.324751+0.112524j -0.189409+0.249157j 0.0234281-0.231707j 0.219216+0.625106j -0.0141621-0.136161j 0.113739-0.297898j -0.205103+0.112085j 0.248773+0.0475605j 0.183833-0.141067j 0.0943769-0.114651j 0.0223872+0.200916j 0.127347-0.187916j 0.0137054-0.372562j 0.129291+0.194716j -0.147458+0.0253383j -0.0833734-0.11238j 0.135419-0.172281j 0.0798402-0.00915831j -0.0525101-0.0247651j -0.135733-0.0573326j 0.0854174-0.114645j -0.140004+0.0940851j -0.280046+0.0808425j 
0.187583-0.067569j 0.0151886-0.0955196j -0.0399323-0.415709j -0.241743+0.239715j -0.0809531-0.185776j 0.0413205-0.158594j 0.203193-0.268742j 0.112492+0.105071j -0.28389-0.0573981j 0.305392-0.261492j -0.370799+0.106724j -0.044423+0.315955j 0.194911-0.0795789j 0.238784+0.0358682j 0.0591526-0.0655077j 0.429925-0.160283j -0.115495+0.0110378j -0.0434805+0.0901149j 0.204093+0.161994j 0.285766+0.0905159j 0.0566044+0.0209315j 0.378554-0.356535j -0.0578508+0.515299j 0.189518-0.100908j 0.0652333-0.238028j -0.441645+0.156971j -0.177714-0.0142279j 0.138348-0.0576728j -0.0857802+0.192369j 0.129057+0.0659541j -0.10763-0.20792j 0.00395176-0.0824238j 0.121439+0.442627j 0.280225+0.0915072j 0.1205+0.18487j 0.144703-0.569308j -0.215087+0.561325j -0.586767+0.0870158j 0.311549+0.573241j 0.171016+0.333403j 0.0917973+0.0145048j 0.782519+0.150389j 0.579991+0.798165j 0.556538-0.467495j 0.769332-0.612813j -0.276608+0.752773j 0.545201+0.394157j -1.05406-0.585656j -0.776387+0.916852j -0.591616+0.29012j 1.61158+0.490382j -0.568978+0.871438j 
0.174232-0.578769j -0.219961-0.223312j 0.73821-0.628997j -0.0701054-0.646361j 0.147658-0.428222j -0.782226-0.697988j 0.174307-0.37228j -0.378083+0.651438j 0.283482+0.582143j 0.3967-0.905316j -0.889599-0.404339j -0.545561-0.175286j 0.235127-0.163044j 0.114581+0.41965j -0.291676-0.03539j -0.299719-0.314913j 0.789349-0.200792j 0.214839+0.427316j 0.464014-0.00146315j 0.471104+0.254718j 0.0193678-0.020352j -0.731266-0.310157j 0.24018+0.0727014j -0.348939+0.00303828j -0.105955+0.0505452j 0.219004+0.233791j 0.20137-0.0973665j 0.131992-0.158249j 0.393783-0.204484j 0.532971-0.152259j -0.0972542+0.289597j -0.197267+0.112584j 0.386853-0.385671j 0.237952-0.0167142j 0.0426437-0.00157722j 0.0148599-0.15202j -0.0589954+0.0476919j -0.144896+0.104416j -0.0945909-0.152708j 0.029465-0.185098j -0.249833+0.205647j -0.343553+0.199391j 0.121179-0.389948j 0.10499-0.213554j -0.0745139+0.162419j -0.230938-0.16503j -0.277896+0.204177j 0.381545+0.0982674j 0.00159057-0.0366212j 0.324856+0.0203376j -0.357324+0.521798j 0.0428816-0.123386j 
0.0276338-0.11243j -0.0870393-0.0636713j -0.0684744+0.06023j 0.240193-0.0125126j -0.0603585+0.0307071j -0.155621-0.104637j -0.149506-0.110522j -0.0476841+0.0522736j 0.0210506+0.141225j -0.0331135-0.188461j 0.0108619-0.0822187j 0.113527-0.0467995j -0.0744046-0.0552596j -0.0613709-0.0290724j -0.0806318-0.0565305j -0.163499-0.0819548j 0.161016+0.0442156j 0.0266843+0.036696j 0.0734954-0.020901j 0.0446106-0.0191814j 0.0129868+9.06754e-05j -0.294851-0.0331099j 0.277308-0.0201104j -0.126289+0.0472415j -0.135852-0.0131685j 0.274036+0.11944j 0.0837023+0.0586353j 0.0288829-0.00613705j 0.180307-0.154538j 0.0825843-0.0855367j -0.124771+0.333962j -0.0732035+0.0480355j 0.313359-0.219775j 0.0961743-0.215821j 0.0600433-0.0919089j -0.292651-0.166555j 0.334412+0.198187j 0.0755305+0.195976j 0.271533-0.128206j 0.135524-0.0460943j -0.0387903-0.0719901j -0.136666-0.267801j 0.278834-0.420417j -0.231522-0.194972j -0.348293-0.194931j 0.492749+0.0916798j 0.0982367-0.249099j -0.232769+0.521244j 0.367115+0.408918j 0.236323+0.388989j 0.246722-0.906968j 0.461127+0.0570134j 
-0.194654+0.0195511j -0.193689-0.169461j -0.136026-0.187433j 0.10302+0.48297j 0.127163+0.0858342j -0.124172-0.0895338j 0.0790794+0.085514j -0.333547-0.149254j 0.328858+0.0516148j -0.338876+0.170558j 0.547903+0.048229j 0.0771935+0.203367j -0.315265+0.164078j -0.520009-0.0299267j -0.284692+0.165738j -0.513489+0.28874j 0.34659-0.26261j 0.0867859-0.0836069j 0.111301-0.01192j 0.267792-0.16792j -0.0203376-0.134684j -0.360966+0.211819j 0.340532-0.0400701j -0.256202-0.204721j -0.375186-0.1134j 0.190917+0.482426j -0.118273+0.106452j 0.150894-0.203592j 0.585427+0.307957j 0.386407-0.153494j -0.892712-0.841139j -0.229926-0.0205851j 0.816347-0.289777j 0.658891-0.0756988j -0.203324-0.476758j 0.296448+0.0122729j -1.0784-0.161128j 0.219085+0.234713j -0.353532+0.617657j -0.411278-0.0914442j -0.236499+0.181838j -1.03108+0.482363j 0.0323899-1.07556j -0.382585-0.254571j -0.181771+0.475556j -0.541966+1.28959j -0.658306+0.583581j 0.836783-0.542395j 0.0147638-1.15706j 1.33918-0.348231j 0.711905+1.14362j 0.899126-0.956137j 
1.82915+0.41912j -0.787233+0.0584279j -0.310766-0.0847837j -0.436931-1.0055j -0.768964+0.0511159j -0.767003+0.543611j 0.42538+0.113695j 0.574759+0.428069j -0.153388-0.705565j 0.29959-0.734026j -0.520714+0.462609j -0.0445731+0.113935j -0.110017-0.184434j -0.187856-0.419116j 0.483295+0.0949668j -0.6125-0.162756j 0.273412+0.225496j -0.0927956+0.20707j -0.294535+0.316454j 0.181847+0.439252j 0.0514984+0.0369009j -0.263638+0.305502j 0.0418532+0.133773j -0.0367127+0.0805978j 0.0673372-0.0099505j 0.0643238-0.148168j 0.0469445+0.0506621j 0.171267+0.0741726j 0.0426963+0.0965021j 0.00655034+0.225531j -0.0328613-0.192734j -0.0610725-0.0943825j 0.0496997+0.264289j 0.196963+0.0706294j -0.00608495-0.0649516j -0.0227969+0.21151j -0.24569-0.14776j 0.0776017-0.134765j -0.147934+0.110287j -0.155206+0.0981843j -0.0439986-0.120097j -0.0772764+0.0972106j -0.119512-0.0623166j -0.343286+0.0447255j 0.0755734+0.0904877j -0.13726+0.317375j 0.067619+0.221847j 0.0448858-0.224752j -0.373655-0.295995j -0.125843-0.441531j -0.0195955-0.129261j 0.0538314+0.00494035j 
0.387599+0.0628762j -0.0716715-0.179743j 0.0383464-0.168973j -0.281413+0.00810966j -0.139276-0.00377032j -0.120424+0.0584649j 0.0950964+0.108189j 0.0479103+0.0355543j 0.0402185-0.0663086j -0.0396027-0.234146j -0.0230152+0.0740733j -0.0632764+0.208468j -0.123005-0.0345307j -0.120528-0.122552j -0.0682072-0.0230772j -0.316599+0.169958j 0.235297-0.132993j 0.0296885+0.0326551j 0.0155427+0.246332j 0.181648+0.383964j 0.0642887+0.0875175j -0.222393+0.404445j 0.137917+0.227474j 0.0385418+0.249402j -0.0182493-0.199794j 0.00979684-0.102953j 0.0962-0.0473033j 0.130356+0.0743595j -0.074611+0.0159291j 0.112816+0.22439j 0.31421-0.198354j -0.0414525-0.0849859j 0.32123+0.319271j 0.215942+0.161468j 0.227169-0.156978j -0.0996298-0.0735504j -0.135215-0.221533j -0.153035+0.0469505j -0.349915+0.123632j -0.0374287-0.074745j -0.131769-0.0818496j -0.52206-0.185221j 0.497368-0.0567985j -0.0405156-0.0643004j -0.142158+0.191412j -0.797517-0.20202j -0.336002-0.36368j 0.308646+0.548426j 0.572099-0.114037j 0.449255+0.664245j -0.615566+0.435016j 0.846197+0.411898j 
0.0539987+0.295559j -0.54475+0.107327j 0.154969-0.00302427j 0.0854319-0.513105j -0.0279304+0.0509136j -0.187613+0.158104j 0.37548+0.179258j 0.0439661+0.03321j 0.00533569-0.0843025j -0.0774643+0.202215j 0.209925+0.112958j -0.244994-0.128428j -0.0257936+0.144433j -0.387624+0.0271379j 0.353501+0.0619396j -0.446021+0.376631j 0.410185-0.158142j 0.20022+0.0447729j -0.127586+0.0654507j -0.193947-0.575345j -0.10124-0.0863861j 0.166396+0.450027j -0.260711-0.028407j 0.0336919+0.239458j -0.00178814-0.107392j -0.29772-0.55792j 0.40393-0.338748j -0.0419678-0.213459j 0.0309787-0.282655j 0.335373+0.275645j -0.167289+0.344194j 0.300912+0.21179j -0.354801-0.276439j -0.518331+0.403763j -0.252245+0.0223011j 0.629039-0.483805j 0.571786+0.344119j 0.192954+0.912343j 0.710385-0.307425j 0.384965-0.399041j -0.71533-0.335659j 0.843112+0.0192022j 0.845702+0.444628j 0.726724-0.627662j -0.932418-0.134153j 0.522611-0.731344j -0.168192-0.769065j -0.285511+0.135612j 0.314551-0.318595j -0.44295+0.329574j 1.14799-0.0461139j -0.305214-0.694031j 
-0.206385-0.104109j -0.175758-0.232185j 0.0913109+0.122626j 0.208949-0.0399081j -0.00693139+0.0648381j -0.0862495-0.0380242j -0.0040991+0.227489j 0.0229276-0.027592j 0.0223878+0.0264358j -0.175632+0.00735517j 0.0483297+0.191598j -0.00993562-0.178928j -0.155614+0.0200281j -0.2186-0.241899j 0.0469169+0.145161j -0.409981-0.142815j 0.256033+0.215238j 0.00876697+0.114351j -0.100791+0.0185045j 0.271664-0.261165j 0.0148495-0.115859j -0.22312+0.185997j -0.0751832-0.154089j -0.150971+0.0405329j 0.0335362-0.0346826j 0.249768-0.156951j 0.25599+0.122492j 0.16625-0.108015j 0.244739-0.0253259j 0.0263964+0.249995j -0.356419-0.0158487j -0.0316573+0.18362j 0.205855-0.240193j -0.194789-0.125337j -0.0162693-0.118172j 0.490457+0.166812j -0.183708+0.367119j -0.41619+0.213184j 0.254505+0.389266j 0.192122+0.170497j 0.0958376-0.524179j 0.103542+0.341521j -0.109514+0.542185j 0.538188+0.278854j -0.0496679-0.405554j 0.509108+0.245082j 0.38685-0.246404j -0.130939-0.0796839j 0.222046+0.126652j -0.222349-0.27623j 0.174034+0.725456j 0.387071-0.212258j 
-0.00405268-0.169269j -0.0982543-0.161438j 0.285016-0.141979j -0.417593+0.0422472j 0.478332+0.0888048j -1.1079+0.230249j 0.133486+0.113439j -1.29988+0.0873096j 1.40811-0.235132j -0.377061-0.257928j 1.97759-0.0662735j -0.951051-0.182884j -1.02013+0.124257j -2.14945+0.10676j -0.273813+0.260956j -3.73558-0.107361j 2.57323+0.536754j -0.112222+0.424267j -0.901032+0.285188j -1.0516+0.119576j -0.835303-0.254061j -4.10762+0.0486579j 0.0432766-0.347747j -3.51652-0.394879j 0.149813+0.133885j 2.49785+1.86453j 1.13262+1.62857j -0.0869121-0.0557598j 3.57455+0.264716j 0.232629+0.642284j -4.72012+0.668043j -0.829549-0.297507j 1.43186-0.030385j 1.12418+0.400991j 0.144104-0.307491j 2.82811-0.297056j -3.42552+0.392139j 1.05325+0.106453j -1.95039-0.30294j -1.27458-0.0542463j -1.33627+0.615781j -2.04941-0.849498j -0.101261-0.451899j -1.37908-1.29955j -1.33468+0.901942j 0.615119+0.538509j 1.12987+1.33518j 0.169309-1.21936j -0.589446-0.453019j -0.454653-0.487029j 0.322039+0.473698j 0.158622+0.372245j 
0.0235296+0.0631593j -0.290935-0.170952j -0.0144564-0.21309j -0.16911+0.132518j 0.119453-0.132097j -0.403657+0.0228198j 0.0202106+0.210539j -0.380334-0.136483j 0.634294-0.0719679j -0.139059+0.295265j 0.722302+0.270867j -0.592238-0.075076j -0.894863+0.00211626j -1.0974+0.293161j -0.557473+0.15135j -1.90476+0.028817j 1.26873-0.212691j -0.52199-0.0493701j -0.530863-0.128039j -0.0286787-0.301455j -0.415497-0.112485j -1.3073-0.0243338j 0.0774862-0.417811j -1.35133+0.508596j 0.14186-0.13116j 1.39842+1.23825j 0.0449184+0.429339j 0.511405+0.235923j 1.35531+0.0766501j -0.166153-0.131149j -2.01567+0.529394j -0.314625+0.291584j 0.210056-0.335821j 0.320882-0.458396j 0.687025+0.0159725j 1.36445+0.0266355j -1.17276-0.165071j 0.574178+0.758998j -1.98495-0.533923j -0.476545-0.137931j -0.919916+0.621896j -1.42911-0.0389056j 0.20538+1.12683j 0.412998+0.000931436j 0.00458554+0.039346j -1.13608-0.832485j 0.343937+0.449669j 1.33019-0.328418j 0.547033+0.895801j 0.674803-0.129092j -0.253113-0.895212j 0.232001-0.258294j 
-0.144785+0.0077182j -0.0679069-0.00652152j -0.123378+0.117757j 0.150438+0.00155335j -0.0864934-0.016008j 0.420457-0.0745582j 0.00251628-0.0517889j 0.394563-0.160102j -0.573271+0.11957j -0.103744+0.0929945j -0.431335+0.267425j 0.153362-0.0797867j 0.269237-0.179389j 0.49388-0.0453449j 0.117922-0.363235j 0.752097-0.470575j -0.251704+0.101041j 0.240541+0.0911028j 0.346583-0.272634j 0.359942-0.0862428j 0.0149412+0.0316669j 0.816862-0.587667j -0.188206+0.0702739j 0.436532-0.0500022j 0.0310337-0.270282j -0.718647-0.156568j -0.174822-0.833684j -0.00602269-0.028182j -0.59639+0.0621218j 0.306357-0.260921j 1.21343-0.321452j 0.0280276+0.0329141j -0.281328-0.242926j 0.00635233+0.0340036j -0.163353-0.178285j -0.565203+0.266008j 0.62502-0.78973j -0.0296706-0.138479j -0.0180481-0.0742437j 0.0158504-0.0589285j 0.561819+0.00922933j -0.122892+0.0926479j -0.268447-0.0661867j -0.581902+0.165228j 0.535338-0.335776j 0.105005-0.672413j 0.461526-0.274228j -0.815485+0.461226j -0.1178+0.194257j -0.267526+0.113884j 0.235618-0.148127j 0.269536-0.259381j 
-0.0339383+0.0582686j 0.243825+0.0207107j -0.443149-0.0320521j 0.448738+0.00782066j -0.442691-0.109606j 1.86252+0.21404j -0.293625-0.268125j 2.28241-0.0520824j -2.20348+0.0865138j 0.281164+0.0323939j -3.752-0.241023j 1.39747+0.0374518j 2.05229-0.143008j 3.211+0.719586j 1.11558-0.195941j 6.8129+0.114465j -4.14933-0.240755j -0.467176+0.022362j 1.82007-0.275327j 1.61462-0.006734j 1.44527-0.100821j 7.339+0.241705j -0.122853-0.1689j 5.82104+0.0533158j 0.454984+0.151404j -4.31632-3.72637j -0.744529-2.37208j -0.0768281-0.0106062j -6.10162+0.319975j -0.144902+0.00494565j 7.8017-0.557719j 0.542001+0.210182j -1.52557+0.104369j -1.36387-0.590452j 0.230118+0.199623j -4.70141-0.0045327j 7.5432+0.741549j -1.90828-0.240864j 3.25734-0.424452j 2.78161+0.470772j 1.43235-0.0868988j 3.83965-0.291739j 0.346187-0.287628j 2.32188+0.690144j 2.20866+0.609936j 0.262272-0.662616j -1.57678+1.6163j -0.847023+0.23794j 0.893484+0.103091j 0.508243-0.414861j -0.343779-0.0957759j 0.486191-0.266068j 
-0.0386648+0.0604008j 0.205364+0.224755j -0.526791+0.144372j 0.56198-0.0257093j -0.565826+0.0467417j 1.69797+0.123807j -0.149028-0.289878j 1.98761-0.140641j -2.12919+0.0693337j 0.552242-0.157097j -3.14595-0.0943421j 1.32467+0.129876j 1.96879+0.0812499j 3.26591+0.606476j 1.22054+0.0139538j 6.36659+0.103669j -4.06278-0.0900611j -0.294452+0.493473j 1.59949-0.124265j 1.15191-0.176162j 1.30415-0.0120538j 6.47291-0.398475j -0.408122+0.0212054j 5.65813-0.268714j 0.208648-0.0283939j -3.82026-3.7318j -0.81207-2.02786j -0.0285129-0.438036j -5.52098+0.398796j -0.194455+0.0545398j 7.57357-0.764783j 0.765735-0.059968j -1.54799+0.302904j -1.56493-0.22744j 0.0761007-0.477027j -4.24717+0.00151319j 6.44125+0.318648j -1.11197-0.448885j 2.91896+0.48471j 2.34941+0.343711j 1.85244+0.0594105j 3.58284+0.0243451j 1.14229-0.587219j 1.80275-0.241111j 1.74429-0.0946819j -0.217381+0.658958j -1.36131+1.2969j -1.34069-0.633999j 1.39197-0.610213j 0.26344-0.994197j -1.00173+0.550085j 0.172319-0.226889j 
0.106418-0.263489j 0.0270734-0.124647j -0.184751-0.0554488j -0.0123447+0.187953j 0.376745+0.141192j -0.438631+0.0803657j -0.167433-0.0686611j -0.789969+0.385507j 0.665163-0.1991j -0.631574+0.0925172j 0.891996-0.545576j -0.348651+0.0536436j -0.461933-0.136884j -0.815406+0.205068j -0.503134+0.366787j -1.66694-0.351593j 1.27283+0.11917j 0.164352-0.186462j -0.35724-0.669379j -0.205113-0.369736j -0.140449+0.191371j -2.13244+0.10549j 0.205013-0.443002j -1.41564+0.563648j -0.314294-0.234254j 0.699229+0.358095j 0.295019+0.308092j 0.424263+0.459139j 1.40637+0.291j -0.726927-0.0156818j -2.11224-0.32623j -0.188199-0.230215j 0.0170944+0.477361j 0.633844+0.338458j -0.66378-0.26042j 2.01843-0.533122j -1.67386-0.252838j 0.838773+0.404429j -1.14493-0.0122289j -1.22672+0.689805j 0.150874+0.0535573j 0.0567343+0.800221j 0.129207-0.207065j -0.415584-0.270048j -1.09056+1.03015j -0.0586489-0.117617j 0.870768+0.580719j -0.462491+0.337205j -0.143457+0.281314j -0.48961+0.297091j 0.312237-0.151922j -0.211314+0.0267574j 
-0.0762003+0.0304133j 0.0433528-0.00822555j -0.0899949+0.0826113j 0.197982-0.189885j -0.18824+0.142471j 0.492116+0.0160646j -0.0146221-0.112077j 0.849867-0.22258j -0.88185+0.248063j 0.269425-0.200145j -1.01043+0.184319j 0.420833-0.309163j 0.69865-0.112208j 0.58788+0.0286248j 0.534105-0.176254j 2.08685-0.484263j -1.22003+0.481443j -0.328399+0.0309679j 0.738759-0.176301j 0.551371-0.21576j 0.490996-0.091069j 2.27086-0.805706j 0.160322-0.114712j 1.77905-0.375962j -0.0243089+0.0732731j -1.20263-0.666818j -0.608747-0.770372j 0.0150083-0.263615j -1.96848+0.413478j -0.159091-0.330611j 2.7329-0.468183j 0.142042-0.639046j -0.502443+0.210645j -0.151839+0.337799j 0.189479-0.239811j -1.07436+0.370428j 1.36636-0.0650029j -0.20916-0.182886j 0.90419-0.293803j 0.693254+0.824944j 0.388108-0.110054j 1.13583-0.200411j 0.518993-0.0735874j 0.0956259-0.176393j 0.393486+0.0469763j -0.0127236-0.274828j -1.74607+0.882432j 0.0123347-0.311533j 0.357293+0.26519j 0.773594-0.397873j -0.347867-0.207229j 0.33268+0.217686j 
-0.0828773+0.000882596j 0.129755+0.0643481j -0.40933+0.146021j 0.363541+0.0688529j -0.569009+0.0983175j 1.25752+0.095748j 0.0546501-0.222816j 1.63494-0.00840315j -1.76631-0.0541264j 0.0714088+0.108895j -2.46632-0.0582809j 1.3592-0.209273j 1.3148-0.00467858j 1.97941+0.207901j 0.292337+0.0383815j 4.85527-0.0609886j -3.33679-0.174315j -0.527237+0.125409j 1.02535-0.186167j 0.754446+0.116243j 1.00339+0.095j 4.97778-0.568264j -0.58861+0.0152533j 4.12055-0.163744j 0.494828+0.159758j -3.33849-2.78399j -0.041631-1.67392j 0.284867-0.0582376j -4.64456+0.236275j 0.236206+0.246458j 5.18692-0.797855j 0.354653-0.0135585j -0.964227-0.046095j -0.594647-0.0818898j 0.258889-0.181506j -3.33834-0.124076j 5.18563+0.77536j -0.340282-0.519519j 2.04272-0.616549j 1.17966-2.29563j 1.15913-0.83042j 3.04061+0.294685j 0.483487+0.396612j 1.87332+0.873757j 0.917715-1.40169j -0.114217-0.00210482j -2.09691+0.29687j -0.57691-0.0822403j 0.796457+0.212529j 0.724934-0.372341j -0.434562-0.056039j 0.198676+0.0929895j 
