0.000946919-0.00289082j 0.00585887-0.00570771j 0.00337965-0.003897j 0.00300697-0.00247406j 0.00112456-0.00119683j -0.00022691-0.00351633j 0.00351319-0.00215815j 0.000961168-0.0024863j 0.000794324-0.00147694j -0.00526304-0.000713596j 0.000119866-0.000388881j -0.000517807-0.00127597j 0.000396459+0.00258334j 0.000973318+0.000420624j 0.00515012-6.40824e-05j 0.00213726+0.000368125j -0.000452725-0.000168739j 0.00134173+0.000151192j -0.00475626+0.000712234j -0.00309479+0.00025428j 0.00813292+0.000681185j 0.00355867-0.000816257j -0.00154451+0.00193656j 0.000496561+0.000956114j -0.000901656-6.2795e-05j 0.00211647-0.00176621j -0.00229068+0.000873364j 0.00324108+0.00130882j -0.00121529+0.00108082j 0.00127864+0.000183104j 0.000568044+0.000299621j -0.00219383-6.0067e-05j 0.00261046+0.00113456j -0.00472217+0.000217409j 0.00475094+0.00028579j 0.00135575+0.00102416j 0.000265147+0.000515801j -9.22029e-06+0.00100394j -0.00545969-0.00022462j 0.00453015+0.00168841j -0.00833862-0.000480107j 0.00627877-0.00383914j 0.00475975+0.0010417j -0.000136161-0.00260618j 0.000546827-0.00597658j 0.00864496-0.00841929j -0.0153974-1.9473e-05j -0.0263788-0.0112225j -0.00241685+0.0126971j 0.0510221-0.00110443j -0.00922125+0.00986634j 0.283036-0.00312656j 
-0.0021254+0.00277163j 0.00633569-0.00325178j 0.0250371-0.0301673j 0.0203722+0.0305885j -0.0100487-0.00578422j 0.0174642+0.00881793j -0.0055813-0.0158901j -0.0145495+0.047745j 0.00174573+0.0131726j 0.0228008+0.0038613j -0.0297133-0.0120451j -0.0119718+0.00453278j -0.02305-0.0106032j 0.0217974+0.0084266j 0.054497-0.014269j 0.0264806+0.00374628j -0.0436384-0.0031178j 0.0217916+0.000712988j -0.0204977+0.00258532j -0.0749783+0.00828115j 0.0589965+0.00670738j 0.064077-0.0178144j -0.0743859-0.00643641j 0.0213293+0.00542215j 0.0208193+0.0111043j -0.0053369+0.00544505j -0.0525+0.00589999j 0.0383953+0.00446622j 0.0155638-0.00577979j 0.0176844+0.00637766j -0.013734+0.000497546j 0.010118+0.00488984j 0.0132367+0.00894208j 0.0213693+0.00706351j 0.0114292+0.016051j 0.0334732-3.41149e-05j -0.0220119+0.000123101j 0.0285167+0.00314211j 0.00258882-0.013073j 0.0124207-0.00338001j 0.0141955+0.000715692j -0.0058696+0.000442236j -0.0174853+0.00120379j 0.0120381-0.00813318j -0.0230198-0.00571969j -0.00728394-0.00425562j 0.00518418+0.00652311j 0.00987394-0.0103266j -0.0016923+0.00522347j 0.00656755-0.00226596j -0.00278082+0.00420816j -0.00671584-0.00130838j 
-0.00806349-0.00141983j -0.00481535+0.00701314j -0.0110156+0.056661j -0.0615309-0.00290068j 0.0103522-0.000571717j 0.0114395+0.00936701j -0.0196699+0.00202697j 0.00861138-0.010657j -0.0207243-0.0193543j 0.00255837-0.000218027j -0.022439-0.0135792j -0.0123954+0.018766j -0.018629-0.0101745j 0.0623413-0.00643141j 0.00883097+0.00697036j -0.0204511-0.00482232j 0.0611588+0.00680303j 0.00818986+0.00446525j 0.00758711+0.0114814j -0.019333+0.0146594j 0.00524399+0.00471218j 0.0186707+0.00893959j -0.025865+0.00243781j -0.0221088+0.0128403j -0.0175688-0.00910546j 0.0272746+0.0195288j -0.032952+0.0135277j -0.0142188+0.00479632j -0.0305366-0.00813728j -0.0062144+0.0152601j -0.00211758+0.00364291j -0.00642934+0.00326563j 0.0119418+0.00423j 0.0168921-0.000973477j -0.0142579-0.0108159j 0.0293635-0.00230305j -0.023642-0.00210453j 0.00521838+0.00528799j 0.0151418-0.00163086j -0.0334539+0.00666384j 0.00526205+0.00738753j -0.0130269-0.00440949j -0.016116-0.000965012j 0.0235544+0.0100193j 0.00453381-0.0171056j -0.0258311+0.01163j -0.032886-0.00736288j 0.0214294+0.00337707j -0.028523-0.0010151j 0.0249965+0.0163379j 0.0217143-0.00110183j 0.00738622+0.0125101j 
0.00448594+0.00196764j 0.00778489-0.00052605j -0.00994966-0.00707761j 0.0118165-0.0234894j -0.0165093+0.00488382j -0.00894675-0.0247682j -0.00616946-0.0166912j -0.02384-0.0075881j -0.00286941-0.012947j 0.0145455-0.00474338j -0.0207198-0.0229697j -0.0191622+0.00690397j 0.0419084+0.00487446j 0.0522916-0.0153662j -0.0337964-0.0118057j 0.0509673-0.00356952j 0.0572718-0.00589156j -0.0191556+0.00769043j 0.102175+0.00436802j -0.00804346+0.00167185j 0.0347676+0.0189935j 0.00283989-0.0149672j 0.0193652-0.00440212j 0.00405757+0.00982469j -0.015348-0.000400486j -0.00954436-0.00287076j 0.000361506+0.0116882j 0.0396804+0.00204428j 0.0783532+0.0093352j 0.0312098+0.0180097j 0.0288068-0.000142007j 0.0141468+0.00376637j 0.00563226+0.00846656j 0.0465061+0.00632595j 0.025341+0.0198598j -0.039138+0.00282709j 0.0208636+0.00420974j -0.00752133+0.00219696j 0.00952058-0.0127116j 0.0399878-0.000947307j 0.000736457-0.00918157j -0.0425405-0.00702491j 0.0218733+0.00300961j -0.0121607-0.00563725j -0.0125503-0.000582637j 0.0159123-0.0101334j 0.00832036+0.000550615j -0.0215535-0.00358466j 0.0182899+0.00527873j -0.0113885-0.00387742j -0.00277502+0.00580504j -0.00949543-0.00612911j 
-0.0115504+0.0197161j 0.0187472+0.00423413j -0.00170383+0.013991j -0.00395974+0.00649732j -0.0101267+0.00236005j -0.0159949+0.0125626j 0.00740883-0.0118659j -0.0262336-0.00629562j 0.00318854-0.00621022j 0.00347265+0.00299202j 0.0232166-0.000326526j 0.0307298-0.00310749j 0.0101031-0.000399184j 0.0296103-0.00411736j 0.109426-0.00114853j -0.0160831-0.00493012j -0.0144463-0.00465002j 0.00194277+0.00213095j 0.0645053-0.000336667j 0.0387378+0.00118345j 4.3582e-05+0.00423497j 0.0682291+0.00449851j 0.0538828-0.00296296j -0.0262262-0.00344419j -0.00228095-0.00655891j 0.0413111-0.00510448j 0.0126255+0.004092j 0.0326388-0.00180511j 0.0167383+0.000327574j -0.00648867+0.00958764j -0.0297564-0.00451414j 0.00980446-0.00100363j -0.00915861-0.00176656j -0.011439+0.00365908j -0.0426546+0.000407805j -0.00312292+0.000570514j -0.0139784-0.000611999j 0.000622144+0.0017164j -0.00783624+0.00797548j 0.0211305+0.00227556j -0.0184188-0.000763273j -0.0202967-0.000565916j -0.00370414+0.00596686j 0.00468659+0.0019058j -0.0108162-0.00200322j 0.0163851-0.000463227j 0.0109167+0.00882583j 0.00217241-0.00286112j 0.00253082-0.00318422j -0.0117777-0.00298572j -0.00721736+0.00112074j 0.000372222-0.00345105j 
0.0370168+0.0385835j 0.0485056-0.0378264j 0.0120936+0.00874602j 0.00784304+0.0460174j 0.000449155-0.0160493j -0.0226619+0.013592j 0.00257108-0.0201871j 0.0407804-0.00756413j -0.0186931-0.00826876j -0.0386598+0.000254979j 0.0102054+0.000921344j 0.0276044-0.00975072j -0.00120566+0.00379366j -0.0131887-0.00399808j 0.0337054+0.00794731j -0.0224967-0.00396679j 0.0252643+0.000832695j 0.0286252-0.00208869j -0.0200867-0.00131146j -0.0426387-0.00081945j -0.0453672+0.000794329j 0.0242554-0.00636382j 0.0705587+0.0045599j 0.00959703-0.000249898j -0.040999-0.00558806j 0.0214848-0.00559751j 0.012113+0.00710484j 0.0114458+0.00107262j -0.0213877-0.00355049j -0.00267467-0.000872957j -0.00516623-0.00359805j 0.00977511+0.000340363j -0.0170257+0.00649998j 0.0015826-0.00123671j 0.0203712+0.00430358j -0.0304413-0.00209074j 0.012368-0.00140232j -0.0060722+0.00361272j 0.0199801+0.000754244j -0.00620746-3.52217e-05j 0.0342931+0.00272297j 0.00452773-0.00658347j 0.0057889+0.00520803j -0.0134764-0.00463325j 0.0146865-0.00201996j -0.0006709-0.00645554j 0.0299181+0.00104607j 0.00322876-0.00411826j 0.00498278-0.00392069j -0.0212986-0.000778706j -0.0184329-0.000307531j 0.000570708-0.00757755j 
-0.0477239+0.0480873j 0.05152+0.0368695j -0.00461811+0.0353589j 0.0131098-0.0185158j -0.0287136-0.000259774j -0.012773+0.0277276j -0.0168736+0.0056239j 0.0105819-0.00969145j -0.0719113-0.00610355j -0.0105253+0.00543273j 0.00868946+0.00113743j -0.0391378-0.0181772j 0.0353396-0.00593009j -0.0238367+0.00146669j 0.0114101-0.00481179j 0.0156+0.00104293j -0.00283244-0.000984883j -0.024243+0.0055227j -0.0229819+0.0106471j -0.00937649-0.000520989j 0.00171084+0.00204493j -0.00014504-0.000219006j -0.0593792-0.000813102j 0.0055574+0.00179448j 0.0256646-0.00542146j -0.0152697-0.00952901j -0.00940404-0.00198894j -0.0148588+0.00449158j 0.00435259-0.00164499j -0.00244253+0.00640344j -0.0102263-0.00239705j -0.00575665+0.00329709j -0.00370274+0.000455513j -0.000626675+0.00844075j -0.0242155-0.00462583j 0.0011482-0.0016706j -0.0209698-0.00388443j 0.00903571-0.00408934j -0.00226041+0.00693152j -0.00394096-0.00587543j 0.00461711+0.00711424j 0.0179211-0.00560607j 0.00449437+0.00382932j -0.00494607-0.00211819j 0.00430928+0.0037157j 0.0159585-0.00510192j -0.000329505+0.0159821j -0.00382215+0.00165895j 0.0192992-0.00551805j -0.0152784-0.00982964j -0.0155796-0.00543954j 0.00869607-0.00776025j 
0.0149751+0.00161009j 0.000446505-0.0126502j -0.00442233+0.00858721j -0.00601731+0.00321032j -0.00100879+0.00204833j -0.0134835-0.00643779j -0.0158702+0.00472845j 0.00847375-0.014394j 0.0419269-0.00705146j 0.0563753-0.00108217j -0.0587173+0.0112789j 0.0324228-0.00354784j 0.0724365+0.00735585j -0.0438777-0.0107203j 0.00569715+0.00815056j -0.00405051-0.00022215j 0.0567926+0.00227031j -0.0076795+0.0144767j -0.028577-0.000319329j 0.00682809+0.00624525j -0.0670567-0.010842j -0.00195387-0.000351846j 0.00170729-0.00356233j -0.0304171-0.0017927j 0.00591982-0.00451735j -0.0172813+0.00735511j 0.00533826-0.00180829j -0.0116663+0.00482213j -0.00184485+0.000709113j -0.00808703+0.00139328j -0.0100466-0.00282955j -0.0182578-0.00380187j 0.0125309+0.00597303j 0.00764711+0.00457114j -0.0227151+0.00260931j -0.00059326-0.00730986j -0.0145836-0.00385054j 0.0110735+0.000446881j -0.00133893+0.00120316j -0.00321518+0.000847308j 0.00676072+0.00330643j 0.00602495+0.0061441j 0.0048359+0.00277803j -0.00600689-0.00122024j 0.00299736-0.00322889j -0.0136054-0.00248346j -0.0068577-0.00672662j -0.00662017-0.000156561j -0.0021742-0.00146952j -0.00506764+3.85212e-05j 0.000549914+0.00145405j 0.00215535+0.00106673j 
0.05311+0.010341j 0.0238175-0.0479881j -0.0166905+0.0108731j -0.0156939+0.0209671j 0.00524681-0.0312733j -0.0120927-0.0164252j 0.00661673-0.00108648j 0.0143433+0.00819671j -0.00702414-0.00731822j -0.0376441-0.00356373j -0.013028-0.00715341j 0.0357263-0.00584729j 0.0158872+0.00947851j 0.00052736+0.00465279j -0.013332-0.00707398j 0.051485+0.00105539j -0.0389368-0.003337j -0.0259569+0.000646443j 0.0166985+0.00627983j 0.0184307+0.000187615j 0.0318828+0.00261166j -0.0107797+0.00527137j -0.0766534+0.0181103j -0.00817581-0.00810831j 0.0400656-0.00612945j -0.0203275+0.00663172j -0.0162888+0.0016308j -0.0116001+0.0135989j 0.038794+0.00929166j 0.0127466-0.000656962j 0.00517406+0.00613054j 0.00492541-4.8668e-06j 0.0133359+0.00462949j 0.0361108+0.00306584j -0.0264755+0.00215489j 0.032277+0.0040403j -0.0376413+0.00124196j 0.0210243+0.00485696j 0.0190818-0.00306114j -0.0344619+0.0118641j 0.00714881-0.00288294j -0.0641564-0.00992158j -0.0207329-0.0064202j 0.00926774+0.00155808j 0.000578175-0.00968954j -0.0477383-0.00559403j 0.00045471-0.00754756j 0.0027904-0.00912515j -0.0197775+0.000547449j 0.00669696+0.0100595j -0.00153947+0.00858092j -0.00880693-0.00244676j 
-0.0286394-0.0160345j -0.0275551+0.0206516j -0.0175947+0.00947422j -0.0104917-0.0241102j -0.0195118+0.00862105j 0.0254685-0.00325788j -0.022619+0.0138503j -0.0527763-0.0015417j 0.00940516+0.00404715j -0.0524438+6.77918e-05j 0.0542879+0.0137203j 0.0865866-0.00487338j 0.0659594+0.0072784j -0.00540596+0.00263584j 0.0505623+0.00160238j 0.0602201+8.31699e-05j 0.0276722+0.00665898j -0.00749982+0.00448812j -0.0532003-0.00391947j -0.0302488-0.00619615j 0.0311183-0.00867942j 0.0646896+0.009314j -0.0141185-0.000981843j -0.0303948+0.00310837j 0.00604219-0.00157479j 0.0409868-0.00202595j -0.0154698-0.0087385j 0.0208446+0.00359598j 0.00360498+0.00729646j 0.0140049-0.00712811j 0.0109449-0.00153359j 0.00445042-0.0027773j 0.0221237+0.00145236j 0.00653024-0.00259293j 0.00820671-0.00344538j 0.0141739-0.00125696j -0.0220631-0.00361091j 0.0161902-0.00168999j 0.0237472+0.00792754j -0.00326647+0.00423852j 0.0063774+0.00179967j -0.0297284+0.00493065j -0.0116836+0.00345959j 0.0159501+0.00252094j -0.00954457-0.00379253j -0.00556532+0.00112322j -0.0296709+0.000211285j 0.0024084-0.00324144j -0.00389812+0.00463218j 0.0124233-0.000153398j 0.0129173+0.00692948j -0.00448051+0.00531047j 
0.0183836-0.0291156j -0.0352846-0.0085115j 0.000348822-0.023567j 0.0166975+0.000172786j 0.0224657+0.0059772j 0.0120559-0.0165748j -0.0025312-0.00258122j -0.0110464+0.00959398j -0.0123426+0.00529826j -0.0892826-0.000697956j 0.0125251-0.00534932j -0.1015+0.000148671j 0.0478604-0.000597352j 0.0256307+0.000684018j 0.0856371-0.00326133j 0.0140857+0.00564876j -0.0213925+0.00489848j 0.0181459-0.00350604j 0.0387859-0.0090371j -0.0158728-0.00999618j 0.00133983+0.00585414j 0.00368167+0.00151313j 0.0464671+0.00249033j -0.00866984-0.002929j -0.042503+0.00431768j -0.00114186-0.00305971j 0.00709905-0.00296572j 0.0397228+0.00334816j 0.00839898-0.00338443j 0.0110676-0.00370601j 0.00216435+0.00122826j -0.0149265-0.00102259j 0.0419153-0.00136621j 0.00405438-0.00491779j -0.00309255-0.000708143j -0.0124265+0.000623595j -0.0219841-0.000683604j 0.0193459+0.0026372j 0.009621-0.00304657j 0.025185+0.00285428j -0.0103463-2.16301e-05j -0.00835541+0.00224219j 0.00788775+0.000798318j -0.00855462-0.00130509j -0.0101742-0.00352623j -0.0116262+0.00353359j -0.00516266+0.000121869j 0.00528287-0.00473959j -0.0085986+0.00426391j 0.0112461+0.00809075j 0.00700083+0.0047152j -0.00994099-2.723e-05j 
0.0233397-0.0217994j -0.0280893-0.0131621j -0.0041571-0.00434208j -0.00850971+0.00968481j 0.0341379+0.0126496j -0.0138206-0.00868275j 0.0495616-0.00955636j -0.0151092+6.61088e-05j -0.138093+0.000108759j 0.0692486+0.00782595j -0.00429227-0.00372034j -0.02648+0.00730346j 0.00279139+0.00531753j -0.0108206+0.00189939j 0.0378918+0.00193635j -0.0366954+0.00366353j 0.0102566+0.0113073j -0.056346+0.00399758j -0.0166396-0.00794208j 0.0230178-0.00155722j 0.0037291-0.0100763j 0.00389324+0.000912794j 0.0409752-0.00906955j -0.0175809-0.00373743j -0.0302574-0.00381011j 0.00597331+0.0042526j 0.00188456+0.000941284j 0.0037061+0.00407579j -0.0103664-0.000670293j -0.00557228+0.00200367j 0.00099818+0.00112345j -0.00172322-0.00371736j 0.00665604+0.00435192j -0.00147969+0.000992411j -0.000934254+3.84418e-05j 0.00171643-0.00407612j -0.00814091+2.08269e-05j -0.00999799+0.000961122j 0.0124641-0.00429865j -0.014762+0.00526021j -0.00192639+0.00453062j -0.0104354+0.00579004j -0.00615615+0.000747055j 0.0266075-0.0018283j -0.0049552-0.00487572j -0.00863408+0.00204975j -0.0127766-0.00736606j -0.00389303-0.00101914j -0.0132369-0.00157237j 0.00484003+0.00223835j 0.00616195+0.00358995j -0.00365885+0.00141187j 
-0.00810758-0.00456725j -0.0121437+0.00961752j 0.0109916-0.0226412j 0.0106946+0.00336694j -0.00271923+0.0132479j 0.0136022-0.000403453j -0.0242813+0.00229493j -0.00390106+0.00521084j -0.0474162-0.0021542j -0.0771247-0.00366561j -0.121956+0.0051511j 0.0450852-0.00384628j 0.0436304-0.00823788j 0.0260387-0.00552629j -0.0405418+0.00105178j -0.0624562-0.00247736j 0.0141363-0.00318603j 0.0399738+0.00949767j 0.0208347-0.00769575j -0.0145133+0.004819j -0.0494994+0.0018926j -0.00323787-0.00548344j 0.0880626-0.01014j -0.00612315+0.00656982j -0.0257173-0.0019376j 0.0305603-0.00562244j 0.0229682+1.08423e-05j 0.00125364-0.00664456j -0.00706944-0.00498311j -0.00488916-0.00195838j -0.0149964-0.00369105j 0.00954925-0.00252155j -0.0196191-0.00427328j -0.029368+0.000184561j 0.00631947+0.00866548j -0.00969273+0.000271217j 0.0396116+0.000872908j -0.00741141+0.000287976j -0.0325351-0.00247796j 0.0417221-0.00424897j -0.0163432-0.00172578j 0.0247929+0.00326537j 0.0225417-0.00172462j -0.0398091-0.00553273j 0.00583009+0.00633129j 0.0392774+0.00195144j 0.0188137+0.00161706j -0.0111609+0.000567702j 0.0130114+0.00385199j -0.00981959+0.00128974j -2.89306e-05-0.00547112j 0.00571961+0.00144148j 
0.00697831+0.00342083j 0.00224578-0.00656249j -0.00670388+0.00136829j 0.00552345-0.0102863j 0.0403734-0.0137763j -0.108008-0.00702943j -0.0768348+0.00857545j -0.115754-0.00759585j -0.0122941+0.00861012j 0.0470189-0.0056482j 0.0595506+0.00310504j 0.0158055-0.0117513j 0.0393706+0.00964935j 0.0466832-0.00984662j -0.0402401+0.00566283j 0.00566868+0.00996319j 0.00402125+0.000558689j -0.0184233+0.00734636j 0.016011+0.00583017j 0.0148731-0.00895783j -0.00330594-0.00289221j -0.00295482-0.000651908j -0.0170257+0.00368434j -0.0101922+0.00475928j 0.0289009-0.00606385j -0.0251435-0.0036587j 0.00705947-0.00575866j -0.0111446+0.00160388j 0.0250439+0.00209288j -0.00286585-0.00363294j -0.00328757+0.00498172j 0.000934551-0.00482784j 0.00422386+0.00224754j 0.0234554-0.00123237j -0.0128341+0.00327276j -0.0173876+0.00267978j -0.0129381-2.75535e-05j -0.00028019+0.00302546j 0.00267396+0.00032795j 0.00347112+0.000128807j 0.00201981+0.000630671j -0.0150492+0.00488016j 0.000930312+8.3538e-05j 0.00473916-0.0003889j -0.00422918+0.00231882j -0.00285641-0.00667548j -0.00374921+0.00348565j -0.0117032-0.000125051j 0.000272043+0.00292833j -0.00599813+0.00406949j -0.00158053+0.000392692j 0.00167786-0.00314725j 
0.00153778-0.0175517j -0.0246797+0.00187981j 0.00270537+0.00329304j 0.0236802-0.0101572j 0.0156449+0.00769033j -0.0467269-0.000807372j -0.11744-0.00488228j 0.148115-0.0101492j -0.03689-0.00255274j 0.000171788+0.00181894j 0.0206658-0.00451049j 0.0502628+0.0207074j 0.00341571+0.00147392j -0.0482857+4.33499e-05j 0.0872934+0.00103184j 0.0350693+0.00488595j 0.00119538+0.00154274j -0.0264698-0.00117861j -0.0671387+0.00378868j 0.00917866+0.00691402j 0.00698946+0.00290243j 0.000583298+0.00214559j -0.00186099-0.00229593j -0.0140468+0.00275829j -0.0136769+0.00201879j 0.0181972+0.00595028j 0.00354923+0.00179181j -0.00179654-0.000245583j 0.00399138+0.00179385j -0.0132299+0.00323281j 0.0109637+0.00247396j -0.0195816+0.00064808j 0.0203726+9.7659e-05j 0.00836222+0.000806011j 0.0124439-0.00178856j 0.0191253+0.000548368j -0.020301+0.00101928j 0.0150332-0.00165861j -0.00662702-0.00216173j -0.0225108+0.0020936j -0.00370136-0.00190979j -0.0238747-0.00198432j -0.0222384+0.002162j 0.0224015+0.00238513j -0.00642751-0.00414022j -0.0286655+0.00137893j -0.0212442-0.000174584j -0.00269735-0.00371775j -0.00631309+0.00120111j 0.0101518-0.00213019j 0.00450949+0.00846747j -0.00554354-0.00049948j 
-0.0232716-0.00369711j -0.0169608+0.018546j -0.00709528-0.00157556j -0.0221603-0.0065634j 0.0899437+0.00845603j -0.139683-0.00164364j 0.117115+8.29668e-05j 0.0556855+0.0127725j 0.011224+0.00964423j -0.0373528+0.00350283j -0.0776198-0.00788451j 0.080236+1.93207e-05j -0.012987-0.0025546j -0.00299568-0.00193358j -0.00242575-0.012808j -0.0432599+0.00128807j 0.0266374+0.00149161j 0.0199629-0.00385692j -0.0527837-0.00435959j -0.0104153-0.00477623j -0.0314503+0.0025211j 0.0125969-0.00777617j 0.00791717-0.000969217j 0.00434879-0.00142954j 0.00277836+0.00367791j 0.0283612-0.00338691j 0.0131742+0.000216674j -0.0142378-0.00317008j -0.0213147+0.00315302j -0.0097039-0.000724219j -0.0193155+0.00343515j 0.00452872+0.00121026j -0.022026+0.000837836j -0.0237555+0.000822971j 0.00120098+0.00781903j -0.0230091+3.49673e-06j 0.0122186+0.00165503j -0.00412048+0.00454776j -0.0171774-0.00656227j 0.0171485-0.000520858j -0.00507971-0.00300503j 0.0255883+5.6767e-05j 0.0058325-0.00419766j -0.0116075-0.00325762j 0.00756773+0.00377762j 0.0168614-0.00154297j -0.00769072-0.00515163j -0.00384965-0.00286226j 0.00683276+0.00718155j -0.00572553-0.0036448j 0.00517808+0.000933447j 0.00489811+0.00681024j 
-0.0204898+0.00920461j 0.0124928+0.00920942j 0.0179826+0.0137618j 0.0276469-0.0109238j 0.210032+0.000940734j 0.125329+0.00117285j -0.00101671+0.0057442j 0.00514038-0.0108919j 0.0685759-0.00922013j -0.0155091+0.00599705j 0.047892+0.00158693j -0.0110604-2.83032e-05j -0.0587479+0.00549433j 0.0178952-0.00659021j 0.0141942+0.000435448j 0.0223254-0.00325076j -0.0194662+0.00541447j -0.0147836+0.00238205j -0.0225359-0.00107845j -0.00221145+0.00323912j 0.00942116-0.00467937j -0.00818501+0.000305091j -0.0345888-0.00307368j -0.00508731-0.0012299j 0.0110401-0.00193724j -0.00874575-7.54638e-05j -0.00988471-0.000489339j -0.0146701-0.00398963j -0.00715497-0.000493527j -0.000617217-0.000148058j -0.00250391-0.00131014j -0.000536896-0.000591081j -0.0030768-0.000203821j 0.00023089+0.00325615j 0.00539119-0.00119458j -0.00261454-0.00394572j -0.00203992-0.00228648j -0.00373486-0.00107922j -0.000749811+0.00276037j -0.0125208-0.00115803j -0.00520244+0.000647143j -0.0018537-0.00195303j -0.00969776+0.000669301j 0.000924969-7.54305e-05j 0.00859583+0.00189839j 0.00301571-0.000215858j -0.00678198-0.00597746j 0.0240794+0.00259249j -0.00289501-0.00185266j 0.00422498-0.00668441j -0.00157825-0.000839296j -0.000265172+0.00174493j 
-0.00344819+0.01179j -0.00731054-0.00117712j -0.159995+0.0102478j 0.166042+0.0104557j 0.0351925-0.00942751j -0.0302693+0.0150213j -0.0380075-0.00864955j -0.122461+0.00277712j 0.0266378-0.00133096j -0.00812739-0.00161521j -0.00628016-0.00475748j -0.00680704+0.00330582j 0.00989188-0.00524911j 0.00807105+0.00223219j -0.0352804-0.00104513j -0.000827909-0.00053912j 0.00387828-0.0023244j 0.00809199-0.00198344j 0.0201208-0.00140078j 0.00183006+0.00182259j -0.0058936+0.00135604j -0.0116721-0.00106211j -0.00399132+0.000722499j 0.00685212+0.000210264j 0.00856224-0.000897526j -0.0122869+0.00159876j 0.00778055+0.00245216j -0.00597914+0.00141557j 0.0118807-0.00328465j -0.000502074+0.00184103j -0.000378666-0.0013636j 0.0040667+0.000400296j -0.0051057+0.000326515j 0.00321246-0.00166865j 0.00541204+0.000585072j -0.00855242+0.00356954j 0.00814567+0.00140024j 0.00399395-7.05054e-06j -0.00514857-0.00156539j 0.00741672-0.00127618j 0.000138742+0.00112375j 0.000753077+0.000144276j 0.00289011-0.00102418j -0.0145642+0.000438576j 0.0026511-0.00152713j 0.00709357+0.00189895j 0.00872387+0.00431949j -0.00467774+0.00157063j 0.00597106-0.0028475j -0.00450243+0.00365183j -0.00169788-0.00511185j 0.00244363+0.00108739j 
0.00363344+0.000317338j -0.0088052+0.0111581j 0.175574+0.0122221j 0.171232-0.00875235j -0.095641+0.0022453j -0.058789+0.00764323j 0.12373+0.00982916j -0.033975-0.00717852j 0.00949546-0.00442528j -0.0489334+0.00156562j -0.0614638+0.00104541j -0.00129932-8.36422e-05j -0.00716796+0.00127732j 0.00919583-0.000513901j -0.0192997+0.00249167j -0.0271358-0.00148109j -8.62699e-05+0.00157401j 0.0226532+0.00145873j 0.00154651+0.00296341j -0.0136275+0.000825813j -0.00888702-0.000778489j 0.0108677+0.00484888j 0.00885425+0.00102818j 0.014859-0.000165109j 0.00378856-0.00222547j 0.00266489+0.00306668j 0.00325431-0.00151028j 0.00501232+0.00138806j -0.00276998+0.000149027j -0.000727672+0.000900565j -0.0125307-0.00136138j 0.00723601+0.000724667j -0.0135736+0.000246374j -0.0136481+0.000824628j 0.00125181-0.00409892j -0.00689655-0.00115435j 0.0168824-0.00159386j -0.00398156-0.0010308j -0.0102063+0.00270268j 0.0213368+0.00253861j 0.0017793+0.00167114j 0.0145679-0.00111815j 0.0108959+0.00107188j -0.0108473+0.00263799j -0.0047261-0.00441085j 0.0161064+0.00296747j 0.0119213-0.00279088j -0.00627845-0.000100935j 0.00326774-0.000122508j -0.00136505-0.000349595j 0.00144525+0.000570497j -0.00146263+0.00569009j 
0.00702459+0.0051424j -0.286218-0.00177371j 0.0714929+0.00358618j -0.0795837+0.00301463j -0.00709676-0.00904325j -0.00754303+0.00668841j -0.0071147-0.00294603j 0.0302078-0.00253084j -0.00980957-0.000942349j -0.0010047-0.000825177j 0.00357584-0.000102694j 0.000966717-0.00402793j 0.00122176-4.79377e-06j -0.00279871+0.000831816j 0.0112949-0.000222091j 0.00476419+0.000481111j -0.000312983-0.00221685j -0.00283139+0.000378946j -0.00652156+0.00400486j 0.000371644+3.98152e-05j 0.00623161+0.000984711j -0.000230028+3.93316e-05j -0.00175561+0.00118369j -0.000615145+0.00117958j -1.92503e-05-0.000892358j -0.00022701-0.00132671j -0.000692058-0.000531908j 0.00138468+0.00266294j 0.0026006+0.000701985j 0.000547015+0.00137747j 0.00254574+0.000522741j -0.00144764+0.000500723j 0.00514574+0.0010208j 0.000629237+0.000699917j 0.00298613-0.000361822j 0.00174841+0.00150876j -0.00180739+0.000681237j 0.00204331-9.00785e-05j -2.46857e-05+0.00151674j 0.003431+0.00107894j -0.00328919+0.00135747j -0.00201989-0.00102502j 0.000628183+0.00115035j 0.00231296-0.0002705j -0.00503823-0.00129292j -0.000983832-0.000918613j -0.00398065+0.00459299j -0.0047322+0.000204002j -0.00117863-0.00367481j 0.00446609+0.002027j 0.0047838-0.000782506j -0.00071807-0.00545741j 
