-0.000548454+0.00788854j 0.00361647+0.0245311j 0.00248779+0.0261137j -0.00208354+0.00699777j 0.00356508+0.0141484j -0.00205931-0.02454j -0.00522746+0.00818801j 0.00369843+0.0293814j -0.00215281-0.0235349j 0.00604569-0.00951077j 0.00859208-0.0399008j -0.00351087-0.00295759j 0.00233502-0.00901919j -0.00914281-0.0343956j -0.00889659-0.0147091j 0.00424744-0.0143385j -0.00105149-0.0136131j 0.00171776-0.0181101j 3.28098e-06+0.0169789j -0.000731711-0.00521932j -0.00336941+0.0225874j 0.00407419+0.0182112j 0.00698013+0.0158907j 0.0103665+0.0359295j -0.00604772-0.0162065j -0.000575526-0.0232379j 0.00647924+0.0308828j -0.00157842+0.0042232j -0.00452269-0.0135539j 0.00217493+0.0139264j -0.00535573+0.0028761j -0.000575552-0.0185247j -0.00185779-0.00452404j -0.00037905-0.0232797j 0.00259661-0.00641237j 0.00432037+0.00245852j 0.0121443+0.0361837j -0.000893542-0.0178675j 0.00256885-0.00973794j -0.0052652-0.0144207j -0.00852588-0.0168818j -0.00606035-0.0015463j 0.000619423-0.00485729j -0.00738756+0.00195786j -0.00361262-0.00745809j 0.00836143+0.0144813j -0.0120551-0.0141295j 0.00170149+0.020341j 0.00699588+0.0091024j -0.0044555+0.00827213j -0.00931896-0.0143249j 0.00127918+0.0103643j 0.00493704+0.0291103j -0.00436943-0.0011469j -0.00154474-0.0108139j 0.00107567-0.00606233j 0.00466941+0.0114604j 0.00316559-0.0304497j -0.00231368-0.00783323j -0.00597212-0.00484652j 0.00853094-0.0391585j -0.00125618+0.0256985j -0.00050472-0.0207158j -0.00218304-0.0079186j -0.00224516+0.0109646j -0.0141252-0.0395446j -0.0126416+0.0128765j 0.0131189-0.00351879j -0.00579797+0.0457457j -0.00312054-0.0229232j -0.00165104+0.0976901j 0.0252649+0.00544919j 0.0168609-0.0354799j 0.00462367+0.123967j -0.0328017+0.0326033j -0.0284458-0.0576497j -0.0119551-0.147561j -0.11565-0.00739176j 0.0121584+0.340189j -0.0502781-0.19775j -0.0167504+0.12384j 0.0491654+0.11461j 0.04746-0.0658701j 0.0190347+0.0963151j 0.00304879+0.0227573j 0.0301291+0.0050474j -0.0157449-0.053064j 0.0102607-0.049326j -0.0158498-0.00126758j -0.00474184-0.0161125j 0.00211193-0.00157888j -0.00262359-0.433266j 
-0.00540225+0.00148354j 0.00464362+0.00143974j -0.00325561+0.00837237j -0.000848836-0.000763616j -3.98379e-05+0.00658897j -0.00111939-0.0131714j 0.00101186+0.00318247j -0.00527381-0.0166415j 0.00663878+0.0139747j -0.0096209+0.012496j 0.00343037+0.00205693j 0.00794948+0.0177378j -0.0203084-0.0240999j 0.00604643-0.0057463j 0.0112494+0.0512232j -0.0296595-0.0156463j 0.0152112+0.0152197j 0.00964749+0.00834215j -0.0446444-0.0648688j 0.0165491+0.0166612j 0.00472649+0.0580624j -0.0459601-0.0361163j 0.00322047+0.00122767j -0.0614004-0.0242702j 0.0560054+0.0296866j 0.0067366-0.0188587j -0.0160404+0.0677781j -0.0423591+0.0239692j 0.00785784+0.0578471j 0.0408757-0.03422j -0.0316458-0.00454523j -0.0152927+0.0863922j -0.050712-0.0505815j -0.0144904+0.0034803j -0.0145755+0.0323806j -0.0704107-0.0615609j 0.0204176+0.0508567j 0.0331607-0.0589257j -0.172502-0.0688575j 0.0237138+0.0212098j -0.0140294+0.0171888j -0.0524835+0.0469117j 0.0601673+0.0626224j -0.113618-0.19195j 0.0649711-0.050777j -0.071205-0.0234962j 0.0218874-0.0206224j 0.0281635+0.0142842j 0.0199097+0.0414322j -0.0550026-0.0560063j 0.151283+0.0174743j -0.115281-0.0268077j 0.0507871-0.0297901j -0.105397-0.00772554j -0.169816-0.196463j -0.00923785+0.0239781j 0.051189+0.0180019j -0.0146362-0.007938j 0.059825-0.0165422j -0.0107835+0.0218481j -0.0291347-0.0444656j 0.0212234-0.0417727j 0.027471-0.0376941j -0.0916393-0.0371277j 0.00291184-0.0506288j -0.0322919+0.112692j -0.0474669-0.0663736j 0.0501625-0.0326895j -0.0469763+0.0284237j 0.0622221+0.0423951j 0.0463211+0.0434803j -0.0142727+0.00302823j -0.00296292+0.0137985j 0.0329973+0.060347j -0.0112928-0.0324613j 0.00226149+0.0132895j 0.0266775+0.0432588j -0.00475588-0.0169755j -0.00146944+0.0105625j -0.00241844+0.000873386j 0.00356022+0.0103791j 0.00845321-0.0246817j -0.00227932-0.00243403j 0.0088255+0.00678495j -0.00342517-0.00353148j 0.0124062-0.00288768j -0.00741163+0.01848j 0.000192758+0.00476768j -0.00622858+0.0122359j -0.00334219+0.00316278j 0.00275453+0.00427871j 0.00525501-0.00216818j 
0.00114649+0.00584454j -0.00145751+0.00859435j -0.00116619+0.00295484j -0.00274974+0.0127235j 0.00267249+0.0216553j 0.0160257+0.00842917j 0.00523578-0.0217046j -0.00184114+0.032303j -0.00691245+0.00313573j -0.000177612-0.0307044j -0.0185961+0.0128673j -0.00332464-0.0143416j 0.00387145-0.0267009j 0.0153079+0.00668921j -0.00914178-0.0255235j -0.0117771+0.00994243j 0.0185683+0.00702466j 0.0229066-0.0327864j 0.0815313+0.00498553j -0.0109328+0.0546715j 0.0252827+0.00827959j -0.0229207+0.0311451j -0.000976155+0.0190249j -0.0701479+0.019006j -0.0614202+0.0600538j -0.00640104+0.0522804j -0.0291022-0.0299472j -0.0490056+0.094653j -0.0773043+0.00953622j 0.0552703+0.0198813j 0.063416-0.0390762j -0.00555897+0.00342911j 0.0624909-0.00143769j 0.0397318-0.0145854j 0.0197901-0.0218981j -0.233015+0.0315852j 0.0528148+0.07973j -0.0819544+0.0381587j 0.143385-0.0920753j -0.0540325+0.0031415j 0.000958544+0.0144094j 0.102627+0.0589876j 0.0709315+0.0271627j 0.0755527-0.0997181j -0.124965-0.0864506j 0.00923316-0.0313709j 0.0428318+0.0225174j 0.0858142+0.0176763j -0.0953724+0.0482153j 0.00154903+0.0377319j -0.0236193-0.0138632j 0.0553771-0.0318281j 0.0361561-0.0268369j -0.016019+0.0402173j 0.0950369-0.0968169j -0.0281803+0.0593558j 0.045121-0.000176296j -0.104365+0.0367927j -0.147479+0.0348588j -0.0587306+0.00340371j -0.0824301+0.00623229j -0.00697368-0.0183701j 0.0203486-0.0257723j -0.016328+0.00748961j 0.0350154-0.0154679j 0.0401748+0.0429054j 0.0566062-0.058609j 0.0283008-0.0161537j -0.045962+0.00351803j 0.032441+0.0509452j -0.0805609+0.0333782j 0.0352453-0.0141265j -0.00911321+0.0519527j -0.00627351-0.00494991j -0.0342041+0.0107591j -0.0217124-0.0477821j 0.0231753+0.0490483j -0.0141599+0.0116376j -0.0255568-0.0136952j -0.00208442-0.041831j -0.0175127+0.0151076j 0.000882003-0.0323784j 0.0234919-0.0225113j 0.00595927+0.00237766j 0.0157018+0.0246365j 0.00134225-0.00125743j -0.00171917-0.0172398j 0.0068106-0.0274991j -0.0028687-0.00728306j -0.000529268+0.00276941j 0.00227147-0.0102084j -0.00131865-0.00626307j 
0.000781729+0.000640083j -0.00273442-0.00069013j 0.0111137+0.0121565j -0.00399315+0.0315722j 0.0169699+0.0207446j 0.0132464+0.0310116j 0.00953387+0.033668j 0.038602+0.00107508j -0.00693923+0.0156044j 0.0321292-0.0163034j -0.0132988+0.0140329j 0.00980591-0.0421215j 0.0127397+0.0220976j -0.0220869+0.0464242j -0.0362001+0.0375303j -0.0258268+0.0275905j -0.0206957+0.0148053j -0.0967055-0.0523257j 0.0373952+0.00912276j 0.0902031+0.0127562j 0.0488866-0.0285548j 0.0271104+0.068877j -0.100889+0.0138382j -0.0423027+0.0852758j 0.0316789-0.00192962j -0.0223111+0.0167578j -0.0725257-0.0643397j 0.0138646+0.036594j 0.0258323+0.0202867j -0.031052-0.0152908j -0.0901965+0.0136429j 0.0452705+0.034429j 0.0781174+0.034676j -0.000370893-0.0136406j 0.0487561-0.0110592j -0.00291036+0.0753868j 0.081028+0.0698161j -0.0012423+0.0319221j -0.0932705+0.0458452j -0.0651106-0.0591905j 0.0596791+0.0396655j 0.0200149+0.0262642j -0.0427408-0.0330322j -0.12418+0.059962j -0.159227-0.0895927j 0.0445894-0.0784164j -0.131194+0.0393158j 0.0538101-0.00148099j -0.0154388-0.0341671j 0.214707-0.0330807j -0.036674-0.101467j -0.0364146+0.00896871j -0.0574068-0.033363j 0.0531755+0.00655249j -0.000899086-0.0324327j 0.113957-0.0074727j 0.060462+0.00274936j 0.0126456-0.0213965j 0.0818955-0.0206284j -0.00328553-0.0137333j -0.00600938-0.0238029j 0.0467421+0.0127482j 0.047753-0.0501668j 0.0402781+0.00980431j -0.074381+0.0294534j 0.0371373+0.00748131j -0.0617499+0.0173454j -0.0562662+0.00209435j 0.0895764+0.021329j 0.0266928+0.0170142j -0.00550131+0.0241976j -0.00675706-0.000768092j 0.0222298+0.0149061j -0.035559-0.00287745j 0.00415838-0.00408961j 0.026336+0.00189112j 0.00627141-0.0115629j -0.0103477-0.0149994j 0.00776392+0.00304879j -0.0185192+0.0202489j -0.00589271-0.0053744j -0.0362133-0.00458932j -0.00603235+0.0020066j 0.00971465-0.0115448j -0.00155372+0.000376045j 0.00151917-0.00450019j -0.00723733+0.010445j 0.00247834-0.0105771j 0.00148606-0.0131943j 0.0191664+0.0109975j -0.00230778+0.00862728j -0.00209839-0.00100196j 
0.00597012-0.00386213j -0.0073932-0.00589825j -0.0015675+0.000974672j 0.00512197+0.00704765j 0.0137276+0.012731j 0.0153125-0.00491007j -0.00668796-0.0300478j -0.00261567-0.0139452j 0.0146753-0.00706482j 0.0330319-0.0119638j -8.42237e-05-0.00876234j 0.0148171+0.0115749j 0.00735142-0.0315017j -0.0241508-0.0109216j -0.0300573-0.0189591j -0.0621215-0.0493474j -0.0280349-0.0127225j -0.0334464+0.0747174j -0.017265+0.0226617j 0.0488943-0.0583593j 0.0475632-0.00993565j 0.0852715+0.0232498j -0.0470281+0.0366474j -0.0281751+0.0383541j -0.0224696-0.0315673j -0.128338-0.0366667j 0.0659205+0.0426834j -0.0757304-0.0668742j -0.0334643-0.0933922j -0.0814916+0.0401041j 0.000716768+0.0811506j 0.0568666-0.0964375j 0.00214153+0.0206973j 0.00574556-0.00431208j 0.0332891-0.0459015j -0.232777-0.0436918j 0.0951892-0.0423568j -0.0884676+0.0308437j -0.0542126+0.077968j -0.0137104+0.0283995j 0.138037+0.0281996j 0.000624788-0.0851827j 0.0979284+0.0200886j -0.148732+0.0800926j 0.040632+0.115398j -0.0311345+0.00984899j -0.0681895-0.00134555j 0.0162743-0.0236872j -0.039498+0.0309605j 0.0179141-0.0157036j -0.014034+0.0380488j -0.144262-0.0289008j 0.090708+0.077926j -0.0763803-0.0153054j -0.152396+0.0891721j -0.0261351-0.0759686j -0.0623351-0.066821j -0.0794446+0.0304344j -0.0526369-0.000345972j 0.0340662+0.00418304j -0.0102228+0.0328772j -0.00419819+0.000951388j 0.0106308+0.0369933j -0.00254029+0.0070066j -0.0143141+0.0452999j 0.10114-0.053934j -0.0287509+0.0349328j 0.0142251+0.0333618j 0.0227005-0.0575212j 0.0485187-0.0353222j -0.034391-0.0267203j 0.0292029+0.0170563j 0.0241621+0.000411768j -0.0151295-0.0136486j 0.00254466+0.031427j 0.0315577+0.0161694j -0.0172056-0.035135j -0.00777861+0.0079744j -0.0189431-0.0150789j -0.00203607+0.0176747j 0.0106617+0.000963158j -0.0342423+0.00696617j 0.00754046+0.016154j 0.00313715-0.00187025j -0.00509554+0.000258049j -0.00894456-0.0187748j 0.00572572-0.0123643j 0.00255854-0.00613081j 0.000361809-0.00411601j 0.014279-0.0173018j 0.00242867-0.00858956j -0.00468676+0.00662398j 
-0.0021003-0.00114554j -0.00305077-0.00373035j -0.00613881+0.00527478j -0.00426121-0.0131219j -0.00937323-0.0106445j -0.0113902+0.0136023j 0.0162536+0.0119929j 0.00293885-0.0283788j 0.0260874+0.01299j -0.0520841-0.00668253j -0.0040847-0.0339482j -0.0393251+0.00643688j -0.0272045-0.041792j 0.0469452-0.0304386j 0.047525+0.0562829j 0.0430932-0.0262703j -0.0100606+0.00673398j -0.0682254+0.071042j 0.0131766+0.00368814j 0.0583594-0.0614199j 0.0242552+0.0364169j -0.0125481-0.00432423j 0.0380382+0.0841213j 0.117302+0.0342764j 0.039136-0.0198208j 0.124119+0.0162254j -0.195491+0.0916168j 0.164133-0.0198429j -0.025786-0.0406589j 0.0021346+0.000567334j -0.0295704+0.0501278j 0.0141102+0.0368111j -0.00607186+0.0274185j 0.0773068+0.052456j -0.0157399-0.0225363j 0.0745702-0.0626428j 0.0766722-0.0128643j -0.102771-0.0382508j 0.0606799+0.0304611j -0.0581317+0.0945173j -0.0346085+0.0211346j 0.136276-0.051537j 0.00520878+0.0463101j -0.127734-0.0770584j -0.194312+0.0913793j -0.110276+0.0262958j 0.0696985-0.0210129j -0.0102403+0.0250104j 0.027021+0.06174j -0.0545243-0.0318653j -0.0612293+0.0824905j 0.0554316-0.0690212j -0.106186+0.0826447j -0.01028-0.0120146j 0.00872607+0.0014105j 0.106843-0.0617783j 0.0613082-0.0770049j -0.00233985+0.0103827j -0.0307819+0.0125979j -0.0878959-0.0060669j 0.0312226+0.0269727j 0.0184111+0.0114693j -0.0199346+0.0212397j -0.0665125-0.0336032j -0.0530422+0.0318065j 0.0733282-0.00741965j 0.0106732+0.0163859j 0.0155826-0.000415803j 0.000314295-0.0286212j 0.0350983+0.00731916j 0.0280613-0.0314599j -0.00180703+0.00741329j 0.00729532+0.00326582j 0.0043611+0.01564j -0.00978968+0.0295317j 0.0142667-0.00840872j 0.0234464-0.00878488j 0.0134457+0.00696354j 0.0146979-0.00996746j 0.00493929+0.0153394j -0.00231534+0.012711j 0.00215725+0.031884j 0.00859944+0.0100046j 0.0104132-0.00891308j 0.0101387-0.0168402j 0.00679052-0.0152325j 0.0159122-0.000471859j 0.00413603+0.0121413j 0.00629528+0.00188033j -0.00358394+0.0068661j 0.00706788+0.0020136j -0.00024236-0.000157927j 
0.000718067-0.00287131j -0.00236777-0.0108918j 0.00314979-0.0220572j 0.00566948-0.000911471j 0.0110443-0.0353828j -0.0341942+0.0071697j 0.00463382+0.00723995j 0.00125107+0.0272628j 0.0369179+0.0126467j -0.00841678+0.000193029j -0.027185-0.00246699j -0.0058899-0.00170688j -0.0698388+0.00733278j 0.00776442+0.0186103j 0.0735565-0.0622962j -0.0218531+0.0176502j -0.0353613-0.0208527j 0.0577691-0.0786638j -0.0626001+0.0344358j 0.0129535+0.0205719j 0.0450759-0.0283767j -0.0479606+0.0277155j 0.0466478-0.0543684j -0.00934929+0.0421576j 0.0122011-0.0095851j 0.090241+0.0155976j 0.0724685-0.0582652j 0.0773781+0.0468517j -0.154273-0.00737102j -0.0126953-0.00257043j 0.0942548-0.00435045j 0.0953445-0.0228616j -0.0253623+0.0154324j 0.0098742-0.0496742j 0.00214097+0.0156687j -0.078571+0.114628j -0.0337805-0.00210158j -0.11447+0.0119543j 0.018659+0.068358j 0.0927544-0.0559271j -0.0465849-0.00254515j 0.0672056+0.049254j 0.0643027-0.0826848j -0.197468+0.110496j 0.0300645-0.0844029j -0.0990138-0.0159249j 0.0524249+0.0201796j 0.0206429+0.0014953j 0.0542944-0.0661966j -0.085845+0.0504636j 0.0451495-0.10933j -0.0584471+0.04104j 0.0474155-0.0671528j -0.0675846+0.0361777j -0.0833084+0.0558945j 0.0131916+0.0358571j -0.0386336+0.0340304j 0.0485518-0.00214754j -0.0993419-0.018618j -0.0266621+0.00940265j 0.0271006+0.00608689j -0.0315681+0.0108592j -0.0458488-0.00562767j -0.048962+0.0543509j -0.0376478+0.012976j 0.0355449-0.00776584j 0.0180254+0.00668367j 0.0277447-0.0130861j -0.0175717+0.0324687j 0.0268819-0.0088556j 0.013747-0.0129961j 0.0392852-0.00747748j 0.0228718+0.00846771j 0.00494442-0.0219351j 0.0145953-0.0231025j 0.0159956-0.0321863j 0.00125951+0.00296239j -0.0061665+0.0147056j 0.0112922+0.0110153j -0.00603138-0.00196322j 0.0096478-0.0156632j 0.0148309+0.00598325j 0.00628188-0.0309427j 0.0106594-0.016708j 0.00664021-0.0177899j -0.00436883+0.0358044j 0.0176775+0.00586619j -0.00440324+0.0137432j -0.00596444-0.00487876j -0.00239761+0.0268078j 0.0020695+0.0172135j -0.00312446-0.00521755j 
0.00741999+0.00219454j -0.00178024-0.0216666j -0.00946287-0.00312503j -0.00138349-0.00297576j -0.015853-0.0216904j 0.0101019+0.0145847j -0.0105134+0.00115188j 0.0116871-0.0394148j 0.00875098-0.0194567j -0.016386+0.022115j 0.0498589-0.0233521j 0.0550871+0.00558251j -0.0154362+0.0322765j -0.0247815-0.0291082j -0.0737754-0.0213835j -0.0329818-0.00919622j -0.0605516-0.00103104j -0.0418453+0.00372333j -0.0368613-0.0343062j 0.031808-0.0505327j -0.000620124+0.00779253j -0.0920313+0.0398452j -0.0848461+0.00253328j -0.0408063+0.0933207j 0.0679171-0.0439503j -0.121252-0.0773581j -0.0515879+0.0530322j -0.074161-0.0458635j -0.0933494+0.0405586j 0.120184-0.0235764j -0.0469453+0.0545993j -0.0991093-0.0247463j -0.192379+0.00298405j -0.0320059-0.0701386j 0.0293108+0.0366537j -0.0981223+0.0719527j 0.0231969-0.000375891j -0.0068351+0.109488j -0.0143391+0.0883233j -0.0817541+0.00407494j -0.0700878+0.0548466j 0.14192-0.0701478j -0.082998-0.0268317j 0.0820097+0.0499415j 0.0562435+0.0374337j 0.18767-0.0354505j 0.0476897-0.0234496j -0.0155126-0.0554744j -0.0654797-0.00157831j -0.0674838-0.0132837j 0.0875639-0.0774812j 0.0602633+0.00999522j -0.0490553-0.0395998j -0.0102246-0.0105568j 0.110679-0.0320955j 0.0155662-0.0384346j 0.0921523-0.0526663j -0.0578612+0.0466121j -0.00539603-0.0472664j -0.0204276+0.0748328j 0.0354498-0.0190273j -0.0125071-0.0273639j 0.0491733+0.0155732j -0.0528251+0.0658963j 0.0178552+0.0250552j -0.00647567+0.051737j 0.00558073-0.0438987j 0.017422-0.0404433j -0.0401422-0.00389943j 0.00444115-0.0396574j -0.020763-0.0282661j -0.0291734+0.0567457j -0.00618568+0.013371j -0.00459318+0.0481352j -0.0120639-0.0309391j -0.00722214-0.00768099j -0.0071333-0.00563894j -0.00514098+0.0238995j 0.0326362+0.0183577j 0.00896653+0.0360126j -0.00390064+0.00884189j -0.0159729-0.00266628j 0.00693487-0.0178799j 0.00286552-0.0227968j -0.000966597-0.0371602j 0.00274778+0.00147679j -0.0100767+0.0159829j 0.00182121+0.013241j 0.00122724+0.0026246j 0.00125351+0.0119362j 0.00551985+0.019533j -0.00342939-0.00189416j 
-0.00233739-0.00739836j 0.000847364+0.00714675j -0.00346007+0.00385681j -0.000269848-0.010173j -0.0182275+0.0134779j 0.000536059-0.00412625j -0.0232296-0.0219577j 0.00816744+0.0247857j -0.0224406-0.00735958j -4.36687e-05+0.00454148j 0.0392691+0.0285835j 0.0139673+0.00170901j 0.0333417+0.0174443j 0.0243022+0.0316263j -0.0399072-0.0188499j 0.0716098+0.00774899j -0.0272779-0.00498806j -0.0137369-0.0637737j -0.0527831+0.014123j -0.0411628+0.0672381j -0.00855935-0.0159934j -0.117565-0.0020514j -0.068355-0.0286819j 0.0214327-0.0629187j 0.0154423+0.0345298j -0.109608-0.0119192j 0.0794017-0.0764406j 0.0615543-0.012198j 0.134668+0.00211757j -0.00358304+0.00681842j -0.0628283-0.0510686j 0.0176042-0.0517831j -0.151097+0.0231971j -0.122103+0.0237748j 0.0932839-0.0278354j -0.0209932+0.0275999j 0.0532803+0.00753413j 0.0466382+0.0252776j -0.000217516-0.107978j -0.0817829-0.0206276j -0.0908772-0.0164055j 0.124327-0.0186916j -0.0803222-0.0106321j -0.0658267+0.0410442j 0.0323335-0.00752479j -0.0797355+0.0204087j 0.0183256+0.00520555j -0.0329129+0.00217578j -0.0450511-0.00369011j -0.0983926+0.0589536j -0.0774954+0.0429636j 0.10751+0.0114038j -0.0856374-0.00132718j 0.0120615-0.00608457j -0.133054+0.038781j 0.0297037+0.01499j 0.0916731+0.0394879j 0.0461468-0.0355299j -0.0611099+0.047732j 0.0780467-0.0314589j -0.125448+0.0125232j 0.0011969+0.00288965j -0.0541118+0.0235138j -0.076545+0.018933j -0.0808601+0.0175245j 0.156987-0.06422j -0.0814079+0.00932435j -0.0273662+0.0245022j -0.0473383-0.0119916j -0.0306635-0.00751178j 0.0237165+0.00907769j -0.0019544-0.0312531j -0.0139061-0.0122149j 0.0477965-0.0500581j -0.0354847+0.0326051j 0.0249723-0.00982097j 0.0319434-0.00326974j 0.00349728-0.00759138j 0.00702984-0.00932657j 0.0107037-0.0279146j 0.0202079-0.0186716j -0.0120879-0.0106167j 0.00626174-0.000697676j -0.00439085+0.023921j 0.00340647+0.0195933j 0.00246666-0.000201646j 0.000991899-0.0214669j 0.00149624-0.0103914j 0.0047372-0.00158645j -0.00415867-0.00518124j -0.00177373-0.012417j 0.00269684+0.00369362j 
-0.0103696-0.00895397j -0.00301189+0.0280554j -0.0145186+0.0205355j -0.00529687-0.0280864j -0.00728187+0.0357707j -0.00650097-0.0183076j -0.0246436+0.0281j 0.000468663+0.0133018j 0.0181392+0.0539075j 0.00113127-0.0103307j -0.0186246-0.0501318j -0.0161612-0.00595162j -0.0275283-0.0176095j 0.0124271-0.00151543j -0.0546766+0.00341348j 0.0204116+0.00484841j -0.0618538-0.00390258j -0.0636451-0.0888466j -0.0100252+0.0595332j -0.0497901+0.0405571j 0.0203896-0.0459329j -0.00266819+0.0750102j 0.0624928+0.0434115j 0.0321178+0.0379666j -0.0161052+0.00571034j 0.040472+0.0307303j -0.078095-0.106708j 0.0538044+0.0915521j -0.0582112-0.108725j -0.059127+0.0293829j -0.0369867-0.00107338j -0.053597-0.0342535j -0.0506805+0.104506j 0.128216+0.0779863j -0.0985306-0.0463201j -0.0656888+0.0311349j 0.0241595+0.0791342j -0.00188301-0.00276379j -0.0293785+0.00105668j 0.0790927+0.0475833j -0.0417891-0.0319247j 0.0942227+0.0137901j 0.0417016-0.00982109j -0.0219878-0.00255427j 0.114217-0.0254289j 0.150895+0.0210537j 0.0670988+0.0214815j 0.0482301+0.0392932j 0.0373202+0.0358514j 0.0654754+0.0293611j 0.202345+0.02686j -8.85974e-05-0.023448j -0.0211221+0.00366621j -0.00844372+0.00887402j 0.0175601+0.0394502j 0.0163708+0.0197592j -0.0273393+0.0241016j -0.00897965+0.000978506j -0.0112139+0.066557j 0.00275839-0.0471821j 0.0358201+0.104139j -0.0185887+0.0274401j 0.0393073+0.0340964j -0.0121996+0.0198024j -0.0206969+0.0279796j -0.0566793-0.0439755j 0.0167041+0.041793j 0.0298748+0.0147292j 0.00341296+0.00671272j 0.00789626+0.0243931j -0.037618+0.00951645j 0.0206816-0.0270203j -0.00504507+0.0256471j -0.0127698-0.0430003j 0.00410994+0.0176799j -0.0051611-0.0162263j 0.0100605+0.00708876j 0.022648-0.00274704j -0.0128359-0.0298958j 0.00842243-0.0147541j -0.0180248-0.0166665j 0.0147582+0.0123576j -0.00197516-0.015381j -0.00480358+0.00899699j -0.00714438-0.0026333j 0.00502393-0.0141553j 0.00909405-0.0215637j 0.0058877+0.00531315j -0.00719906+0.00555566j 0.00397445-0.0192267j 0.0058577-0.0276794j 0.00550211-0.000972568j 
-0.00546248+0.00848846j 0.00116981-0.000743405j 0.0122379+0.00301362j 0.00950885+0.0236992j -0.00642363+0.0141277j -0.00924996-0.00760583j 0.014331+0.00575342j -0.0393222+0.0046581j -0.0212393-0.0038102j -0.00179395+0.0106519j -0.0144158-0.0162014j 0.0109523+0.00760585j 0.0151148+0.0249031j 0.0184379-0.0053728j 0.136715+0.0342806j 0.0529543+0.0162227j 0.0106914+0.0105581j -0.00443885-0.0660297j -0.0275294-0.00262534j 0.0461932+0.01303j -0.000567774-0.00329318j -0.0145971+0.112364j -0.0294076+0.0540013j -0.0576454-0.0401364j 0.0516922-0.0336273j 0.100953-0.0141477j 0.0463035-0.00943357j -0.0166042-0.0623541j 0.170613+0.0865333j -0.032052-0.0448018j -0.0783136+0.00673461j 0.0481362+0.0201388j 0.0479437+0.108317j 0.0704421+0.0660979j -0.0798652-0.0328213j 0.0382099+0.135745j -0.0194472+0.0530727j -0.0164001+0.0403777j -0.0371295-0.120472j -0.0418934+0.0372576j -0.0926931+0.0990724j -0.126583-0.231375j 0.0115119-0.0615258j -0.0540244+0.0191374j -0.0232646+0.00760993j -0.0638282-0.0707479j -0.0263756-0.0239812j 0.0343194-0.0534903j -0.0842515+0.0244014j -0.126772+0.0542488j 0.079687-0.0165014j -0.0332167+0.0105259j -0.0403802-0.000904551j -0.0927587-0.0412066j 0.071194+0.0167484j -0.0610957-0.0509433j 0.0317045-0.0310841j -0.0374174+0.00275259j 0.00243104+0.0437072j -0.0685127+0.00865954j -0.00511101+0.0314615j 0.0295012+0.0124469j 0.00219325+0.0318504j -0.0330839+0.0673177j 0.0723618+0.0918875j -0.071294-0.0643677j 0.0704259-0.0056336j 0.015263+0.00821702j -0.0234806-0.00889813j 0.0160161-0.0194492j 0.00842973+0.0281707j -0.00881961+0.0252761j -0.0112049+0.0161587j -0.0047394-0.0221626j -0.0064963+0.0240178j -0.00795317-0.0372711j -0.0175863-0.0270622j -0.0124983+0.00893574j 0.0235151-0.0189941j 0.00482704-0.0272935j -0.00304683-0.0118062j 0.0273387-0.0307567j 0.00745863-0.0226072j 0.00976359-0.0104949j -0.00210169+0.0037698j -0.00512068-0.0194843j -0.00641203-0.00179022j 0.0103917-0.0243509j 0.000904563-0.0116399j -0.00942969+0.00945645j 0.00265529+0.00757625j 0.00136216-0.0129053j 
