-0.000548454+0.00788854j 0.00361647+0.0245311j 0.00248779+0.0261137j -0.00208354+0.00699777j 0.00356508+0.0141484j -0.00205931-0.02454j -0.00522746+0.00818801j 0.00369843+0.0293814j -0.00215281-0.0235349j 0.00604569-0.00951077j 0.00859208-0.0399008j -0.00351087-0.00295759j 0.00233502-0.00901919j -0.00914281-0.0343956j -0.00889659-0.0147091j 0.00424744-0.0143385j -0.00105149-0.0136131j 0.00171776-0.0181101j 3.28098e-06+0.0169789j -0.000731711-0.00521932j -0.00336941+0.0225874j 0.00407419+0.0182112j 0.00698013+0.0158907j 0.0103665+0.0359295j -0.00604772-0.0162065j -0.000575526-0.0232379j 0.00647924+0.0308828j -0.00157842+0.0042232j -0.00452269-0.0135539j 0.00217493+0.0139264j -0.00535573+0.0028761j -0.000575552-0.0185247j -0.00185779-0.00452404j -0.00037905-0.0232797j 0.00259661-0.00641237j 0.00432037+0.00245852j 0.0121443+0.0361837j -0.000893542-0.0178675j 0.00256885-0.00973794j -0.0052652-0.0144207j -0.00852588-0.0168818j -0.00606035-0.0015463j 0.000619423-0.00485729j -0.00738756+0.00195786j -0.00361262-0.00745809j 0.00836143+0.0144813j -0.0120551-0.0141295j 0.00170149+0.020341j 0.00699588+0.0091024j -0.0044555+0.00827213j -0.00931896-0.0143249j 0.00127918+0.0103643j 0.00493704+0.0291103j -0.00436943-0.0011469j -0.00154474-0.0108139j 0.00107567-0.00606233j 0.00466941+0.0114604j 0.00316559-0.0304497j -0.00231368-0.00783323j -0.00597212-0.00484652j 0.00853094-0.0391585j -0.00125618+0.0256985j -0.00050472-0.0207158j -0.00218304-0.0079186j -0.00224516+0.0109646j -0.0141252-0.0395446j -0.0126416+0.0128765j 0.0131189-0.00351879j -0.00579797+0.0457457j -0.00312054-0.0229232j -0.00165104+0.0976901j 0.0252649+0.00544919j 0.0168609-0.0354799j 0.00462367+0.123967j -0.0328017+0.0326033j -0.0284458-0.0576497j -0.0119551-0.147561j -0.11565-0.00739176j 0.0121584+0.340189j -0.0502781-0.19775j -0.0167504+0.12384j 0.0491654+0.11461j 0.04746-0.0658701j 0.0190347+0.0963151j 0.00304879+0.0227573j 0.0301291+0.0050474j -0.0157449-0.053064j 0.0102607-0.049326j -0.0158498-0.00126758j -0.00474184-0.0161125j 0.00211193-0.00157888j -0.00262359-0.433266j 
-0.00244838+0.00606375j -0.00122805+0.00355417j -0.00418393+0.0027849j 0.00105861-0.0104151j 0.00161876-0.0131097j -0.000665994-0.00212433j 0.00711073+0.0144019j -0.00496977-0.0233151j -0.0177245+0.00290673j 0.00704798+0.0274862j -0.0233537-0.0114608j -0.0136915+0.0198685j 0.0201004+0.0374369j -0.0125938-0.0136402j -0.01214-0.0111159j 0.0392675-0.0290766j 0.0356648-0.0174948j -0.0788424-0.0261115j -0.00621104+0.00174739j -0.0261934+0.0165613j 0.0502279-0.00762637j 0.0884884-0.00697295j -4.91758e-05-0.0146954j -0.0760737-0.0319844j -0.0321408+0.00184079j -0.0659789+0.00571168j 0.028802-0.0223674j 0.157095-0.0766467j 0.202093+0.0265095j -0.0439191-0.0376399j -0.15788+0.0184611j -0.0354949+0.0696592j -0.0609752+0.052776j 0.0333125-0.0175232j 0.0907034+0.0408886j -0.0586798-0.0114748j -0.0591171+0.0169577j -0.0754366-0.0184922j -0.0795529-0.0218971j 0.118994-0.0339065j 0.124263+0.00723397j 0.00888336-0.00652171j -0.00974622-0.0360268j 0.0433578-0.0207962j -0.0713021-0.0515189j 0.126216-0.00589299j 0.0172724-0.0495265j -0.065577+0.034653j 0.0114447-0.0309125j -0.0760151+0.0297933j -0.146764-0.0144141j -0.0809138+0.013801j 0.00320296-0.0316956j -0.0629338-0.000910884j 0.0429259-0.0288843j 0.0457166-0.0132708j -0.0702161+0.0434803j -0.0180511-0.00649929j -0.157243+0.0366871j 0.000212765+0.00263126j -0.0808837+0.0318743j -0.115439+0.0438764j 0.0132694+0.000567354j 0.0415105-0.00801536j -0.0253594-0.0318124j -0.0375693+0.0323905j 0.0271198-0.0119654j -0.00366876-0.0256511j -0.00494869+0.0418861j -0.00859622+0.0252185j -0.0448953+0.0232591j 0.0636305+0.00509389j -0.0244745-0.0156462j 0.0231221-0.01525j 0.0085385-0.0161198j -0.043391+0.00898033j -0.00619302+0.0378957j 0.00447296-0.0164695j -0.0177665+0.0140835j 0.0257923-0.0145852j -0.0186099+0.0226433j -0.00200551+0.0131923j -0.0036422-0.023858j -0.0161474-0.0149656j 0.00290011-0.04005j 0.00199527+0.00596648j 0.00893738+0.0121474j 0.0029072+0.0248964j -0.0045207+0.00718595j -0.0032766-0.00315589j 0.00486732-0.00254698j 0.000743965-0.00658731j 
0.00205803-0.00861056j -0.00617973-0.00222256j -0.0137211-0.0198372j 0.00972348-0.0392169j -0.0139637-0.0134546j -0.0135782+0.00899747j -0.0193293-0.023055j 0.00220226+0.0529674j -0.0199637+0.0313962j -0.00160952-0.0349427j 0.0187672-0.00735707j 0.0186039-0.0141885j 0.0223733-0.0130884j -0.0124533+0.0127j -0.0803836-0.0428572j 0.0265422+0.00636355j -0.0724927-0.0125356j -0.0319593-0.0385469j 0.044773-0.00416533j -0.000107174-0.00439253j -0.0183768+0.011765j 0.0441775+0.00290252j -0.0264303-0.0135254j 0.0223928+0.0409712j 0.0798386-0.0312868j -0.0865473-0.0849806j -0.0277647+0.065593j 0.0271793+0.0569703j 0.0183967-0.0506309j -0.0418426-0.0526288j 0.00992228-0.0294532j 0.095709+0.000123937j 0.0878937+0.00606604j -0.0319863-0.0423906j 0.0349576+0.0360506j 0.0326974+0.0195326j -0.0444+0.0159519j 0.0407016+0.00683653j 0.02654-0.0394736j -0.0259236+0.0507602j 0.117062+0.065052j 0.0021294-0.0334265j 0.0547714+0.0468831j 0.0352822-0.0815978j 0.0161088+0.0574966j 0.0454336+0.0414673j -0.0742952-0.0348414j 0.0572489-0.0372541j -0.0166642+0.049776j 0.0251784+0.100789j -0.0169748+0.102361j 0.0346456-0.0563294j 0.023543+0.00868492j -0.0999332+0.0212416j -0.00962045-0.0633595j 0.0557799-0.0161587j -0.0116777-0.00133134j 0.0275241+0.0582781j 0.00576119+0.00175693j 0.0744263+0.0359922j 0.0416296+0.0331133j -0.0910168-0.070563j 0.00828197+0.0585474j 0.0137252+0.0564207j -0.000233431+0.0219087j -0.0423472+0.0589788j 0.0366509-0.0281034j -0.0180117-0.0214827j 0.000238939-0.0375977j -0.00572437+0.0051556j -0.016059+0.0141873j 0.0604779-0.0209225j -0.0255062+0.0238638j -0.0172224+0.0212066j 0.0326467-0.000664648j 0.0140658-0.0532338j -0.0021538+0.0352573j 0.00789194+0.0313348j 0.0319699+0.000651546j 0.00674077-0.0114421j -0.0084786-0.0310943j -0.0134041-0.0117214j -0.0220261-0.00938024j -0.0140191+0.044384j -0.00242459-0.0209793j 0.00242524-0.0153891j 0.0150418-0.000911672j -0.00369843+0.0216883j -0.00315981+0.0226406j 0.00107392+0.00614627j 0.0066631+0.00159857j -0.00502502+0.0100401j 
-0.00284475+0.00647222j -0.00102913+0.00722693j 0.00352129-0.0207954j 0.017712-0.00845485j -0.00448568-0.00818817j -0.00546336-0.0172686j -0.00833539-0.0154949j -0.0178106+0.0262622j -0.0185336+0.00781388j -0.00883239-0.0279187j -0.0145172+0.0103646j 0.0199728+0.0145602j 0.00033193+0.00405476j 0.014847+0.0148079j -0.0120342-0.00458072j 0.00381106+0.00660944j -0.0346621-0.0424025j 0.013618-0.0600802j -0.0134356-0.00781521j 0.0239113+0.0223388j -0.0310324+0.00484836j 0.0873217+0.00134686j 0.0406091-0.0328399j -0.00244634+0.0187986j -0.0177823-0.0186488j -0.0130234-0.0677114j 0.0100053+0.0179313j -0.060938-0.00902733j -0.00521915-0.0049155j 0.0132131-0.0388191j 0.0676007+0.034882j -0.0240744+0.0596739j -0.015685+0.0329679j 0.123139-0.021201j -0.0373819+0.0310565j -0.0799223+0.0614154j -0.000380696-0.00471418j -0.0490076-0.0533052j 0.0165067+0.0108682j 0.0590642-0.0445286j 0.0131782+0.0753307j -0.0803948-0.0618267j -0.108039+0.00933949j -0.0665142-0.0294975j 0.0576569-0.00897051j -0.0690892-0.0303911j -0.0352149-0.0472191j -0.0647081-0.0404539j -0.0187454-0.0487713j 0.0409161-0.0296622j -0.138215-0.0196996j 0.0315582-0.0119066j -0.114259-0.013927j 0.196019-0.0223625j 0.0941386-0.0610489j -0.064985-0.011263j -0.0794842-0.0192635j -0.0580032+0.0399284j -0.0668275-0.0238568j -0.0849228+0.0476715j 0.00526305+0.0478051j 0.15509-0.0338802j 0.011278+0.0144024j -0.0202111+0.01764j -0.0793872-0.00293686j 0.0712176+0.0273972j -0.0784824-0.00854036j 0.0659001-0.0171407j 0.00799073+0.0144414j -0.0160819+0.0424092j 0.0331485+0.0210998j -0.00520413-0.00124376j 0.0121485-0.00613411j 0.00385932+0.0258587j -0.0441143-0.0167082j -0.0221417+0.00307594j 0.00847973+0.00367012j 0.0213639-0.00959952j -0.00658339+0.0206998j 0.0173392+0.021033j 0.036633-0.0208401j -0.0106372+0.00389143j 0.0150103-0.0207115j -0.0126064-0.00170325j -0.0165378-0.00798513j 0.00185203+0.016418j 0.00528061+0.015456j -0.00646415+0.0147288j -0.00452822+0.0131928j -0.00174799-0.0173657j 0.00154119-0.00130676j -0.000373385+0.00530473j 
0.00482017-0.00462635j 0.0036088-0.008545j -0.00886438+0.016961j -0.00952321-0.00365753j 0.00591289-0.00235844j 0.00143241+0.00364949j 0.00475918+0.00772633j -0.00583953+0.00961426j -0.00189588-0.0325123j 0.0178358+0.0247391j 0.012843-0.0167585j 0.0120049+0.0286158j -0.00790053-0.0516474j -0.041043-0.0283475j -0.0136494+0.0303149j -0.0462117+0.0102882j -0.00566707+0.0267571j 0.0223022+0.0333363j 0.00598058+0.0152186j 0.0221259+0.00206107j 0.0623093+0.0520874j 0.0738247+0.0162248j -0.0190433+0.0163437j -0.0146508-0.0210953j 0.0323897+0.000855329j -0.0125583+0.0514314j 0.0106205+0.0199678j -0.0283469+0.0229044j 0.0459151+0.0230403j 0.03618+0.0640483j 0.0173267-0.0193015j -0.0385402-0.0677235j -0.0539517+0.0305599j -0.00377967+0.0422603j 0.01347-0.0420061j 0.0124225+0.0499332j -0.0349515+0.0649723j -0.0109398+0.0434729j -0.012989+0.0295817j 0.065102+0.0127579j -0.0549122-0.121155j -0.0548766-0.0176533j 0.0114259+0.0575794j 0.0040375+0.0273338j -0.00378373+0.0189197j 0.0231316+0.0801919j -0.00952382-0.0101792j -0.083454+0.0165715j 0.0500608+0.0745211j 0.0895231+0.143196j -0.00615712+0.0852684j -0.0176825+0.0561143j -0.0720674-0.0278086j 0.0823665-0.0219422j 0.0822515+0.0341013j 0.0540355+0.0253711j 0.000104434+0.064249j 0.0181104-0.0386901j 0.00867239+0.0734648j -0.0557763-0.0338011j 0.0292796+0.0398026j 0.00333461-0.00240612j 0.0700051-0.00613135j 0.0367407+0.0441495j -0.0880124-0.000179177j 0.00326981-0.0206735j -0.0418665+0.00433809j -0.0179426-0.039496j 0.0375381-0.0355156j -0.0288165-0.042064j 0.0226122-0.0435906j -0.0181826-0.0443511j 0.0100818+0.00103373j 0.00936982-0.0254571j -0.000746248+0.00394152j 0.00589965-0.0340637j -0.00837086+0.0205915j 0.0107724+0.0148449j 0.00766166+0.01316j -0.0136319-0.0336068j 0.00520574-0.0432934j -0.00729585-0.0525668j -0.00381738-0.0222383j 0.00503284-0.000227267j 0.00372745+0.00899177j 0.0134324-0.0117108j 0.00678174-0.0127438j -0.00406649+0.00641894j 0.00437222+0.0140845j 0.000541964+0.0196844j 0.000135772+0.00539853j -0.00123176-0.00674151j 
0.00282941+0.0155959j 0.00428454+0.000679824j -0.000161344+0.0139686j -0.00146612-3.71571e-05j -0.00135321-0.00478464j -0.017556+0.019763j -0.00217145+0.0487606j 0.00549822-0.0192286j -0.025593+0.00100692j -0.00308754+0.0227023j -0.0234209-0.0162166j 0.0232766-0.0078185j 0.0047906+0.0138083j -0.0174941-0.0376697j -0.0235524+0.0114375j -0.00586126-0.0019154j -0.00900757+0.0433177j 0.0238153+0.0213743j 0.0308421-0.0447509j -0.0528515-0.0284209j 0.0312991-0.0291352j 0.0280951-0.00607493j 0.0092575+0.0496396j -0.0904138-0.0143273j 0.00315631+0.00973181j -0.105726+0.0452971j 0.0711826+0.037212j -0.00669408-0.0362513j 0.0129453+0.059614j 0.0252753-0.0315239j 0.0566277-0.0709399j 0.00596605+0.0362027j -0.00979349-0.016279j 0.0792696+0.00129187j 0.0183401+0.0296302j -0.0607718-0.0125726j -0.0776591-0.00683042j -0.0835184+0.0192463j 0.0839502-0.0902444j 0.105073+0.0590581j -0.0312091-0.00566075j -0.12896+0.0129245j -0.0167527+0.00490547j -0.0997165-0.0633765j 0.193375+0.0403637j 0.00351812+0.054445j -0.0839003+0.0179311j -0.0583138+0.0340138j 0.0101861+0.0314538j 0.0611888+0.0135292j 0.0562286+0.0577959j 0.0605769-0.0471809j -0.106298+0.0469058j -0.0428687+0.0192086j -0.0530043-0.00610147j -0.00830299+0.00164169j 0.149785-0.0336177j -0.05288+0.00663635j -0.00065549+0.0290597j -0.0369439+0.0115443j 0.0466328-0.0168609j -0.0450822+0.00769651j 0.0111553+0.00479311j 0.0409479-0.0160299j -0.0464094+0.0264577j 0.0818322-0.0189098j -0.0724825-0.0062228j 0.00550979-0.0064155j -0.0149803-0.0163898j -0.0909906+0.00757943j 0.0262281-0.0282849j 0.00245308+0.0148002j -0.0259977+0.00745758j 0.0338832+0.00332181j 0.0034351+0.0394716j 0.00894805-0.0372416j 0.0182757-0.00383212j -0.00227116+0.00831963j -0.0147542-0.00771063j -0.0278848-0.0191083j -0.0045739+0.0271703j -0.0113892+0.0237959j 0.00954389-0.00846302j 0.00224035-0.0219993j 0.00121564-0.0101612j 0.00424343-0.0100255j 0.0178464-0.0163423j -0.00566299+0.00254612j 0.000664356-0.00739073j -0.00973458+0.0203603j -0.00571142+0.000784081j -0.00325912-0.0135769j 
-0.000625356-0.00149464j 0.00122915+0.00968313j 0.00557501-0.00831805j -0.00204995-0.0031437j 0.00476314+0.0259498j 0.010459-0.00201441j -0.00363926-0.0310863j 0.00292091+0.0107147j -0.0105728+0.0126043j -0.0233901-0.00574009j 0.0050206-0.00144415j -0.0184292+0.0110628j -0.0121634-0.00349233j 0.00274925-0.0248337j -0.0326983-0.0396151j -0.0243147-0.0174227j 0.0445998-0.00270428j 0.0226001-0.0131811j 0.0221188-0.00374513j -0.0109325+0.0164834j -0.0598061-0.0329264j 0.0234363+0.00407008j 0.0323244+0.00233678j 0.00845589+0.0114773j 0.0249093+0.0220023j -0.00487526+0.0164934j -0.0143652-0.0172697j -0.00770941+0.00350345j -0.0201623-0.0114264j 0.0481679+0.00499644j 0.0149229-0.00619737j -0.024766-0.0219744j -0.0212235+0.0465645j -0.0469055-0.0626531j 0.0316831-0.021325j 0.136147+0.0769158j 0.0293899+0.00212563j 0.0127414+0.116835j -0.0800127-0.113071j 0.0288549+0.0136525j 0.0540881+0.0835103j -0.0335145-0.0366708j -0.0265902-0.0379068j -0.0827042+0.00050619j 0.0377897-0.0490832j 0.0204969-0.0914422j -0.0316118+0.0266095j -0.00555788+0.00923439j 0.091357-0.0155187j 0.0939327-0.0429195j -0.00708561-0.0458291j 0.00331441-0.0715552j 0.0194366+0.0203544j -0.00115664+0.0115434j -0.0962857-0.058267j 0.0342359-0.0197027j 0.0204075-0.0454718j 0.0018533+0.0747226j 0.106158+0.0524853j 0.0418376+0.0128722j 0.00939429+0.0221031j -0.0105564+0.0279652j -0.0517077-0.00533473j 0.0498551-0.0125549j 0.00199409+0.0533628j -0.0200599-0.00275695j -0.0605044-0.051967j -0.00248101+0.0200162j 0.0272875-0.0354521j -0.0285218+0.0463614j 0.0211267+0.0252027j -0.0281843+0.0172988j -0.0161631+0.0528247j 0.00991624-0.0167293j 0.025426+0.0198283j -0.00476869-5.06068e-06j 0.0201691+0.0223321j 0.0139323+0.00931151j -0.0218766-0.0191833j -0.00235213-0.0221892j -0.0123501+0.0525368j -0.00846886+0.029428j -0.00583914-0.0289146j -0.0132136-0.0103222j -0.00487176-0.00616176j -0.00703625+0.0123486j -0.000805936-0.00385772j -0.00711779-0.0297887j -0.00285366-0.0182149j 0.00185+0.00944246j -0.00178072-0.0115412j 0.00172073-0.00377486j 
-0.00572582-0.00751376j -0.00133303-0.000779495j -0.00308643+0.0159483j -0.000410285-0.0010568j -0.013202+0.0297063j 0.00731258+0.0240643j -0.0004007+0.0106453j 0.00979781+0.0107715j -0.00352533+0.00692698j 0.0216532+0.00282466j 0.0136725-0.0280062j 0.0266338-0.0182788j -0.00603586+0.0198462j -0.015374-0.0100895j -0.0244093+0.0595944j -0.00566396+0.028017j -0.031273+0.0193909j -0.00844545+0.0210578j -0.027693-0.0186885j 0.0120052-0.0337202j 0.0267944+0.038081j -0.0330071+0.00894581j -0.0216022+0.0497417j 0.0232435+0.0261752j 0.0324646-0.0486663j -0.00444161+0.00338273j 0.0751846+0.0492076j -0.020408+0.0611077j 0.0435685+0.0271177j -0.0247626-0.03185j -0.000611831+0.0142395j 0.0511733+0.0594396j -0.0175524+0.00548859j -0.0395448+0.0511418j 0.0130011+0.0258751j 0.0146091-0.029415j -0.0471341+0.04994j -0.0208312+0.0125407j -0.00649845-0.0123652j 0.0510541+0.0279976j -0.00724382-0.0222167j 0.0633367+0.0200468j 0.0352433-0.0208302j -0.059153-0.0645318j 0.0422321-0.0425552j -0.0146962+0.0145923j -0.00433488-0.00227933j -0.0769546-0.00696504j -0.0353819+0.0582142j -0.095147-0.00778315j -0.0431767-0.038489j -0.169937+0.0150491j 0.0431661-0.0466499j 0.0932534+0.0295441j 0.0573465+0.00671475j 0.00938482+0.020232j -0.178962-0.0211321j 0.113298-0.00593595j -0.0464884-0.0564061j 0.0440972+0.00239004j -0.0131334-0.0409129j 0.0406795-0.0134102j 0.0438433-0.00656474j -0.06032+0.0275463j -0.0632945-0.0178071j -0.027877+0.0514313j 0.00405453+0.000132055j -0.0273497-0.0563263j 0.0342839+0.0335705j 0.0649476-0.0206999j 0.0187697-0.000211288j -0.00874354+0.0181423j 0.0382997+0.0138647j 0.00852465+0.021198j -0.0255871-0.00852043j 0.0115193-0.0602072j -0.0330802+0.0158667j 0.00124198+0.00460736j 0.0354237-0.00338885j 0.0334562+0.0172008j 0.0278213-0.0156813j -1.04023e-05-0.030881j -0.0101579+0.0144918j -0.00578986+0.00439506j -0.0085122+0.0135053j 0.0104045-0.0388267j -0.00935321+0.000787882j 0.00320894-0.0128568j 0.000593773+0.00257707j 0.0109177+0.00509475j 0.00491019+0.00101532j 0.00172973+0.00384953j 
0.00401553-0.00304542j -0.00167367-0.00245094j -0.0139078+0.0178837j -0.00370448-0.0132179j -0.00103831-0.0199572j 0.00913268+0.00889611j 0.0137197-0.00549521j -0.0356806-0.0193054j 0.00300529-0.0249587j 0.00178441+0.0160324j 0.0104107-0.0195442j -0.0168793-0.00732146j -0.0010606+0.0358408j -0.0236728-0.00587009j 0.0126653+0.00148448j -0.00971198+0.0335363j 0.0611113+0.0121395j -0.0622107-0.0903501j -0.00241278+0.00714726j 0.00312628+0.0351367j -0.0164003+0.0587672j 0.120324+0.0961943j 0.0232827-0.0190273j 0.0300924+0.0679336j 0.0427762-0.0409583j -0.00852713-0.00222646j -0.108257-0.0178053j 0.0386054+0.029008j 0.0517103+0.046129j 0.00558652-0.0140162j -0.0744458-0.0259969j -0.10429+0.0127723j 0.0208479+0.0543711j 0.0624011-0.00540123j -0.0927863+0.0154021j 0.0706534+0.00946143j 0.0980413+0.0826769j 0.0639417+0.0693695j 0.0617813+0.0956389j 0.0193409-0.0275055j 0.0790057+0.0282036j -0.0477915+0.0360369j 0.02144+0.0227222j 0.000906727+0.06419j 0.0720742-0.0954338j -0.122491-0.0125027j 0.0139411-0.00916766j -0.0128882-0.00670936j 0.0638143-0.0189882j -0.0528671+0.04289j 0.0214186-0.0768086j 0.0641279+0.0052043j -0.0406753-0.0702155j -0.0871959+0.0216618j -0.14893+0.0316975j -0.0403791-0.00356617j 0.0391792-0.0343965j -0.0493636+0.00877248j 0.072303-0.0526698j 0.0400467+0.0277908j -0.00132007-0.00376495j -0.0320766-0.00686708j 0.00883693+0.0394027j 0.00226846+0.0499775j 0.0164093-0.0343501j 0.024008+0.0349578j -0.0297169+0.0113329j 0.0438513-0.0588379j -0.0311962+0.0763063j -0.00537611+0.00370581j 0.0100602-0.0227662j 0.00379483+0.0516118j -0.019144+0.00709595j 0.0287207-0.00515943j 0.0008999-0.00398234j -0.000506323-0.0510908j 0.011848+0.00470587j 0.0303999-0.00138745j -0.00948021+0.00776036j 0.0083544+0.039273j -0.00273025-0.00180908j -0.00323548-0.0156679j -0.00736844+0.00500309j -0.0091562-0.00465508j -0.0104999-0.0161077j -0.00274466-0.0171681j 0.00253976-0.0123164j 0.00319472+0.0294232j 0.00269541+0.0182689j -0.00863301-0.0199752j 0.00522678-0.00707704j -0.000392261+0.0151005j 
0.00659749+0.00327239j -7.34665e-06-0.00604984j 0.00225989+0.0158894j -0.00659168+0.0170048j -0.00488597+0.010378j 0.0118893+0.00954276j 0.00059033+0.0285656j 0.00759767-0.020572j 0.0280574+0.0033102j -0.00719857+0.0104061j -0.0160974-0.0272959j -0.0172724-0.0179549j 0.0241184-0.00655525j -0.030082-0.0151427j -0.00383081-0.00509204j 0.0272152+0.0171501j -0.0079736+0.0595909j -0.0115934-0.0169541j 0.0382306-0.0282716j -0.0475682-0.0343715j 0.0121703-0.0367351j 0.00971009+0.0728673j 0.0337172+0.0492857j 0.1591+0.0846675j -0.114062-0.00806452j -0.0108351-0.00892503j 0.00170936+0.000767015j 0.070449+0.0483087j -0.0104445+0.0242047j -0.0276682+0.0215731j 0.0903256-0.0346276j -0.00618965-0.0432597j -0.0054524+0.0101853j 0.0167012-0.0330315j 0.00496077-0.0287209j 0.0542412+0.0522659j -0.0156965+0.0612145j 0.0481055+0.111987j 0.168571+0.012851j -0.00928268+0.0586406j 0.0748552+0.0596703j 0.00825217-0.00737347j 0.0172108+0.00116047j 0.0712399-0.0134609j 0.0879566+0.00714382j -0.0583835-0.0966649j 0.00452217+0.0484142j -0.112213-0.00346377j 0.0211067+0.0369595j -0.135005-0.0462074j -0.0927808-0.036857j -0.00419687-0.0137515j 0.00511201-0.014811j 0.0476139-0.0226237j -0.00531378-0.157958j -0.0576789-0.0229669j -0.133654+0.00974997j 0.0905169+0.0289264j -0.0585618+0.021885j 0.0882691+0.0344563j 0.025239-0.0481256j -0.0255256-0.0185437j -0.0315412-0.0231945j 0.0371942-0.00140716j -0.00175889+0.060788j 0.0961351+0.0342771j 0.0175087-0.0662516j -0.0526859+0.0210662j 0.0253474-0.036874j -0.033002-0.00517293j 0.00109435+0.0325324j 0.00227845+0.0526553j 0.0357425+0.0463722j 0.0140731+0.0340186j 0.00147184-0.00865057j 0.0164123+0.0320598j -0.0381177+0.00043949j -0.00180512+0.0147182j 0.00151873-0.0218145j 0.0164348-0.00592233j 0.0195182+0.0183881j 0.00592647-0.0222418j 0.0076803-0.00687455j -0.0050516-0.00662206j -0.00477934-0.00533975j -0.00964559-0.00772394j 0.00308043-0.00377429j 0.00342291-0.0124991j 0.00868579-0.016273j 0.00323429+0.00926332j -0.00332377+0.00342775j -0.00534203-0.0048955j 
-0.00136448-0.0156324j -0.00704026-0.00740765j -0.00636633-0.00568897j 0.00195032-0.0167345j 0.00934109-0.00822755j -0.00822518-0.0190371j 0.00770972-0.0302967j -0.020944-0.0145769j -0.00679483+0.00569288j 0.0409086-0.00419686j 0.000172857-0.0196228j -0.0191312-0.0125243j -0.00719298+0.0153647j -0.0245121-0.00532874j 0.0585452-0.0517396j 0.0121668-0.0116661j -0.0113837-0.000808508j 0.0795648-0.0343692j 0.00254247+0.0206326j -0.00178842+0.0194652j 0.0496051+0.0197547j -0.022643+0.0160538j 0.00291639-0.0223188j -0.0352577-0.00242377j 0.0165061-0.00702626j 0.07667-0.0401668j 0.0890518-0.0328862j 0.0450961+0.0288742j 0.116368-0.0585955j -0.0310243+0.00220468j 0.0117733-0.0105889j 0.101146-0.0268735j -0.0186446+0.0338413j -0.0198733-0.0433693j 0.0707359-0.0226171j -0.00853249-0.142813j -0.0694924+0.046323j -0.0641562+0.0624789j 0.024954+0.0173643j 0.0160882-0.0118949j -0.19797+0.109761j -0.0145973+0.0603662j 0.0677574+0.0601675j -0.082654-0.00821216j 0.0184349-0.0381028j 0.118654-0.0939404j -0.00837951+0.0412709j 0.00721701+0.0398369j 0.00154149-0.0104801j 0.0921769-0.0674695j 0.0653103-0.0233371j 0.0577732-0.0242457j -0.0616275+0.0402167j 0.02418-0.011684j 0.0895962-0.113203j 0.0766742-0.0565306j 0.0168356+0.0184742j 0.0602102-0.0224335j -0.0557216-0.0510991j -0.0209358+0.0378229j 0.0470105-0.114494j -0.0246879-0.0176697j -0.043786+0.0174541j 0.00836571-0.0291877j -0.0992364-0.0103165j 0.000554436+0.0559273j -0.0105162+0.0114487j -0.0243694+0.0375929j 0.0630322-0.00785482j -0.0392903+0.0295411j -0.0279503+0.0514673j 0.0343643+0.0881298j -0.00839386-0.0107174j -0.0242152+0.0250579j 0.0349262+0.0156733j 0.0298811+0.0568778j -0.00489675+0.00342354j 0.0232966-0.0256461j 0.0309096-0.03614j -0.00460718+0.0261975j 0.0113068+0.0209168j -0.0038088-0.0143506j -0.0103765+0.0621845j 0.00107851+0.0307322j 0.00132335-0.000693273j -0.0100467-0.0176717j 0.0234301-0.00612485j -0.0085678+0.0224424j -0.000703672+0.0106864j 0.00150535-0.0221634j 0.00302828-0.0107598j 0.000749146+0.0210369j 
