-0.0175996-0.0686181j 0.00811612+0.0183955j -0.000159523+0.0424277j -0.029679+0.046295j -0.012061-0.0590718j -0.0158942+0.0357751j -0.0655549+0.042207j 0.0179071-0.0375763j -0.0059704+0.0301911j 0.0518271-0.0196689j -0.0311502-0.028613j 0.0149703-0.00884535j 0.0102031-0.0377751j 0.0276392-0.044922j -0.0432161+0.034291j -0.0249528-0.0126614j 0.0172453-0.00545638j 0.0375589-0.038092j 0.00237773+0.00410912j 0.0335898-0.00220479j 0.0241802+0.00256684j -0.0233864+0.0180085j 0.00304954+0.0229627j 0.00207358-0.000796338j 0.0370306+0.00584814j -0.0241347-0.0235321j 0.0489027-0.028752j 0.0251996+0.0106391j -0.019567+0.00742962j -0.00665087-0.00523494j -0.00874238-0.0111303j 0.0537042-0.0887459j -0.0463559-0.0503402j 0.0388554-0.0977571j -0.00199163-0.0312614j 0.00551529+0.0185625j 0.0868219-0.0624311j -0.0808037+0.0569246j -0.0881882+0.0667686j 0.158144-0.101428j 0.114557-0.0580103j 0.0834468-0.0364155j -0.0633683+0.00710274j 0.0322214-0.130943j 0.0357397-0.0243796j -0.0330759-0.131035j 0.208632-0.194958j 0.0916125-0.017701j 0.174505-0.0899326j -0.00911899-0.000312632j -0.0505451+0.105379j 0.0109675-0.0227751j 0.0997921-0.0427435j -0.00708026+0.00232301j 0.0119653+0.00928449j 0.0160933-0.00910514j -0.00905927+0.0291415j -0.0618112+0.0555037j -0.0181325+0.0422504j -0.015454+0.00231368j -0.0344482+0.0173597j -0.0212885+0.00224593j 0.0275077-0.04593j 0.0334447-0.0493969j 0.0185835-0.0300502j -0.0230825+0.127024j -0.122964+0.0518105j 0.0876342-0.137616j 0.113978-0.0586005j 
0.0122106+0.0364277j -0.0647166-0.0110176j -0.0402587-0.000407869j -0.0419665-0.0279541j -0.0585766+0.0757052j 0.00650892-0.0236177j 0.0902738+0.158344j -0.0881135-0.133511j 0.00232091-0.0520178j -0.139959-0.0425398j -0.0137563-0.096712j -0.0401756+0.0635843j 0.0183747-0.0528395j 0.0439504+0.0915206j 0.0357619-0.029306j 0.0939249+0.0715083j -0.0710873-0.164516j -0.149846-0.0149249j 0.0362001-0.076846j -0.0816532-9.60566e-05j -0.112991+0.00853668j 0.0583093-0.00294354j -0.114503+0.110647j 0.0981047+0.00834372j 0.035315-0.0948669j 0.0234788+0.0464627j 0.0279575+0.0472026j 0.0118154-0.0945962j 0.038765+0.0765781j -0.0904457-0.0193575j -0.051639-0.0454624j -0.00209219-0.0706214j -0.0904073-0.0186126j 0.0336349+0.0381198j -0.00652289+0.0239539j -0.0608767-0.00217456j -0.053445-0.0458636j 0.0569316+0.0381079j -0.0746457-0.0384809j 0.0107564-0.0154751j -0.0200362-0.0280756j -0.0243359+0.0168428j -0.0173329+0.0125396j -0.00585473+0.00858451j 0.000548415-0.0189452j 0.00612934+0.0446183j -0.0534977-0.0271918j -0.0186952-0.00645141j -0.0371233-0.0258245j -0.0247626+0.00121922j -0.00195865-0.0118644j -0.000416978+0.00638717j -0.0191528-0.0206268j 0.00402439+0.00673685j -0.00231674+0.000589553j -0.00241239+0.00336459j -0.0147568-0.00628492j -0.0207379+0.0120114j -0.017579-0.0251327j -0.00942546+0.0117113j -0.00202368+0.0133119j 0.0300717-0.00765444j -0.00191471+0.000532351j -0.0204371-0.0263674j -0.03518-0.00694646j 0.0278806+0.00226388j -0.0270428-0.0247726j 0.00909897+0.00888151j -0.0155797-0.0310748j 
0.0377075-0.106448j 0.120435-0.0245663j 0.0900681-0.0247031j 0.00574488+0.0770658j 0.0274308-0.0148056j 0.00363428+0.0872726j -0.121392-0.051122j -0.0553076-0.133443j -0.163195+0.15425j 0.102105+0.0272312j 0.103433+0.153082j 0.0302112-0.21786j 0.108995+0.0249727j 0.0867602+0.0104157j -0.0755092-0.0155189j -0.122181+0.0251652j 0.0847049-0.00954273j -0.00833215-0.0913322j 0.091603+0.0385967j 0.0552749+0.0913667j 0.020536+0.0169101j -0.0727144+0.00973679j 0.00758806-0.0714016j -0.0314621-0.07336j -0.106998-0.00141716j -0.0541717-0.0317138j -0.112412+0.00537312j -0.0145831-0.00591741j 0.00807789+0.0252446j -0.0388555+0.00319232j 0.0784251-0.0205141j -0.0484568+0.0183567j 0.011133-0.0231096j -0.0476551+0.00942155j 0.030913+0.0411217j 0.00388527-0.0543499j -0.0400337-0.0455061j -0.0495749+0.0190644j 0.0906541+0.039337j -0.034733-0.0234463j 0.0180951+0.00481073j 0.0113009-0.00675784j 0.0237851-0.0126291j -0.045386+0.0310401j -0.000673677+0.0139996j -0.0507076-0.046167j -0.0221173-0.0113314j -0.001493+0.0174453j 0.00513078+0.00143699j 0.00174189+0.00153176j 0.0446624+0.0387734j -0.0234175+0.0056909j -0.0019542-0.0183767j -0.00254323+0.00799153j -0.0112625+0.0103463j -0.0071858+0.00444469j 0.0144171+0.00968732j -0.00365244+0.0107233j 0.0177586+0.017056j 0.000744395-0.0136621j 0.0207285+0.00834616j 0.0078564+0.0326963j 0.0189138-0.00410579j 0.00181494-0.0154799j 0.0140149-0.0147242j -0.0137721+0.00756724j 0.041878+0.0155037j -0.0425817-0.0222831j -0.0108248+0.0205737j 
0.0919776-0.0556511j -0.00315622+0.109882j -0.0189163-0.0182816j 0.0315277-0.0605112j -0.0317328+0.0514387j 0.0133572+0.00126299j -0.108504-0.0267689j 0.0991147-0.0734417j -0.155727-0.0585502j -0.151143+0.211238j 0.240564-0.204178j -0.178686-0.00985236j -0.0527597-0.198267j -0.0127711+0.0133496j -0.0239968+0.000982871j -0.16324+0.0409422j 0.0284914-0.0554577j 0.00716911-0.0480527j 0.0384641-0.0334487j 0.0780992-0.00302615j 0.0268518-0.00626121j -0.0614093+0.0405145j -0.057195+0.0173166j -0.0127426+0.0456517j -0.0398038-0.0682544j 0.00833828+0.0421183j 0.0295743+0.0251348j 0.0160377+0.047364j -0.0481889+0.0271212j -0.00609939-0.0048028j 0.045451-0.0121885j 0.045037+0.0305078j 0.0841303-0.0131672j 0.00536598+0.0210077j 0.0340026+0.00118671j -0.06569-0.0244761j -0.0428157+0.0139142j 0.0276185+0.0252986j 0.0627604-0.0673389j -0.0421133+0.0522481j -0.024473-0.0113787j -0.0302507+0.0130089j -0.000155496-0.029097j 0.0346253+0.00380099j 0.0149112-0.00297257j 0.0258193-0.0081245j 0.00797413+0.0142359j -0.00249282-0.0150993j -0.00302936-0.0216172j 0.0458189-0.0209563j -0.000415509-0.0301257j 0.000708239+0.00931207j -0.0115987-0.00196376j 0.00377384-0.0134181j -0.0113626-0.00109268j -0.00579636-0.00578667j -0.00731073+0.00255857j -0.00739543+0.00710463j -0.00567403-0.0153822j 0.00299643+0.0206063j -0.00338922+0.00412134j 0.0111313+0.0123781j 0.0159896+0.00114757j 0.0150958-0.00530955j 0.00436171-0.0158333j -0.0319978+0.0130975j 0.0198951-0.0110511j 0.0135604-0.00582043j -0.0167158-0.0122773j 
0.0913751+0.0894727j -0.0636085+0.0884491j 0.0181933-0.217897j 0.203957+0.0388646j -0.0187568-0.060848j -0.0889761-0.0513298j 0.0954745-0.00300733j 0.204485+0.0181944j -0.0398539-0.201662j -0.181376+0.00660467j 0.0339872-0.113004j 0.054334+0.327182j -0.0304878+0.0159183j -0.247933+0.0315912j 0.121315+0.218813j -0.0745491+0.0159229j -0.0443942-0.0992786j -0.0867824-0.0531947j -0.0163341-0.0451686j -0.105749+0.0373639j -0.0055218+0.11842j 0.0248293-0.0685384j 0.023211-0.0867901j -0.0408334+0.00165356j -0.00398642+0.0745686j 0.00229652+0.101504j -0.0211255+0.00729092j 0.0124345+0.0569748j 0.0380987-0.0851976j 0.066503-0.0434526j 0.0419541-0.0317849j -0.0084459+0.0113357j 0.122125-0.0783228j 0.0419155+0.0132889j 0.0258279-0.0250583j -0.0061514+0.0254193j 0.0240905+0.00637862j -0.00778735-0.00449092j 0.00602549+0.00298357j 0.0201196-0.0317566j -0.0131698+0.0048426j 0.00107995+0.00314857j -0.0193636+0.0100669j -0.0118294-0.0109572j -0.0170733-0.0129412j 0.00879559-0.0026246j -0.00313126+0.0078352j -0.00171719-0.020639j -0.0123205+0.00277597j 0.00106944+0.0145019j -0.00438927+0.000498261j -0.000822411-0.00953435j -0.00118349-0.00447112j -0.00487778+0.0145225j -0.0126576-0.0109294j -0.0286211+0.0104125j 0.00471576-0.00792785j -0.00817816-0.00464902j 0.012531-0.00633519j -0.0115009-0.015605j 0.0284911-0.0380018j -0.014182+0.0259359j 0.0146446-0.000589685j 0.0167813-0.00501809j 0.0299451-0.0114847j -0.023994-0.00640308j -0.0227149+0.00996283j 0.00329986-0.000210571j -0.00590843-0.0107468j 
0.0982197-0.055903j 0.0838452+0.108714j -0.0262113+0.00395772j -0.0508572-0.0555928j 0.23761+0.0432113j -0.0562897+0.0579322j -0.00980142-0.0466995j -0.0671913+0.202925j -0.22665-0.0434901j 0.00497611+0.190923j 0.0876669-0.0807909j -0.0970563-0.124861j -0.230176-0.15264j 0.0655188-0.142786j 0.00979118+0.0495035j 0.076561-0.0316016j -0.0191073-0.034293j -0.0115581-0.0226604j 0.0172425-0.0169014j -0.0263573-0.0433687j -0.175349-0.00697618j 0.0306373+0.0990115j -0.02208+0.0284901j 0.00554146+0.10869j -0.0272865+0.0242366j -0.0228828-0.0827188j -0.033786+0.0913049j -0.0120284+0.0612767j 0.00425282-0.04251j 0.0384546+0.0273684j 0.019624+0.0060198j -0.0243441-0.00976731j 0.0277756+0.0817129j 0.0097284-0.0703703j -0.012115-0.036537j -0.0713829+0.0519139j -0.055181+0.056607j -0.000750773+0.0411611j 0.00348484+0.0210871j -0.0123731+0.00164083j -0.0102892-0.0331202j 0.0176109-0.0310044j 0.00362842+0.00207117j -0.00840539-0.0379252j 0.00497488-0.00755745j -0.0300602-0.00117098j -0.0298604-0.0236596j -0.00183101-0.00769976j -0.0308852-0.035255j -0.0290998-0.0055812j 0.000891046-0.00389271j -0.018725-0.0037993j 0.00558896-0.0100518j -0.0148664-0.00578582j 0.00086267+0.00627946j -0.00217779-0.0267974j 0.00619215+0.00514363j -0.0174203+0.0228162j -0.00439236-0.0163667j -0.0201194+0.0184388j 0.0180248-0.00302883j 0.0130947-0.00382432j 0.0220657-0.0274211j -0.0187608-0.00955192j -0.00240352-0.00200906j -0.018554+0.00401492j -0.0101415+0.0247868j -0.0203825-0.0258048j -0.0182458-0.0113254j 
-0.0709943-0.00109535j 0.0410381-0.0700446j -0.0211749+0.0788585j -0.00690069-0.139966j 0.113056+0.141267j 0.0209483-0.0724265j -0.034826+0.0809714j 0.118491-0.0950985j 0.0889001+0.0607313j 0.112855-0.0835075j 0.152235+0.0315987j -0.0683259+0.0647693j -0.019262-0.0348094j 0.0338059+0.213585j 0.0442397-0.16132j -0.00212103+0.0626013j -0.00832114-0.0195892j -0.0453281+0.0276899j 0.00781685+0.0601685j 0.0177804-0.0481208j 0.0168352-0.0307837j 0.0179882-0.0607279j 0.0618013+0.0632077j 0.00455606-0.0127928j 0.0785167-0.0968725j -0.0360359+0.00766541j -0.0170047-0.0558977j 0.0534143-0.0866137j -0.027224+0.0015242j 0.0841885+0.0591643j 0.0114814-0.00704815j -0.00221454-0.0317353j 0.104244-0.0509866j 0.0374226-0.0182734j -0.0340395-0.0516279j 0.0312392-0.00256703j 0.0154415+0.0257162j -0.0763043-0.0225448j 0.0573903-0.00855533j -0.0268771-0.00565653j 0.00690919+0.0169367j 0.0359503+0.00523108j -0.0118999-0.0179889j -0.0228765-0.00862901j -0.0216132+0.00335214j -0.0612075-0.0118681j -0.00324135-0.0297725j -0.00567587+0.000217071j 0.026559-0.00840229j -0.00230368-0.0468572j 0.0155788+0.00759851j -0.0116871-0.00990076j 0.0227383+0.0172337j 0.00407053-0.00983178j 0.0338322-0.00996346j -0.0218016+0.000195813j 0.0183062+0.0105268j 0.0322137-0.0163021j 0.0171132+0.0151889j -0.0126889-0.0209266j -0.0108703+0.00527074j 0.00136856-0.013712j -0.0264487+0.000104917j 0.00365194+0.00911406j 0.0373598-0.000895305j -0.0205503-0.00391019j 0.00724236+0.000463056j -0.0339921-0.00701523j 0.0187736+0.0133684j 
-0.0369+0.0615196j -0.0585466+0.00974832j -0.0996404+0.0389437j -0.0140537+0.00945195j -0.190165-0.0201422j 0.0977417+0.000778728j -0.0850881-0.00510144j -0.0379818+0.134916j -0.0491806-0.0870407j -0.0899285+0.00838099j -0.0114797-0.047322j -0.0810502+0.0272885j 0.0360866+0.00330846j 0.0393653-0.09377j -0.0148626-0.0141251j -0.106947-0.0285516j 0.0116518+0.0496827j 0.0616377+0.0425522j -0.0308799-0.0207447j 0.0235035-0.0393511j 0.115062-0.000530821j -0.00519926+0.0289121j 0.013232+0.0120353j 0.00599117+0.0273996j 0.0447406+0.0034922j 0.00721502-0.048306j 0.0913338-0.00101502j 0.0443083+0.0594259j -0.0845521-0.0223072j -0.0724537+0.00476923j -0.059127+0.0329206j 0.0974348+0.0156458j -0.0655063+0.0540264j -0.0207192-0.0251161j -0.010224-0.0252646j -0.025012-0.00138201j -0.0315575+0.0136661j 0.0177902-0.00163693j -0.0403692+0.00282247j 0.0304858+0.000981569j 0.0290014-0.00490036j 0.0121477+0.0120345j -0.039361-0.0145554j 0.0209572-0.00635491j 0.0246036-0.00516326j 0.00328049-0.00669327j 0.0689427+0.00467015j 0.0412138+0.00135702j 0.0593518+0.00277822j 0.0241681+0.00678461j -0.0111025-0.0020741j 0.0101296-0.00474593j 0.0194036+0.0124347j 0.00943812-0.0100235j -0.00359731+0.00132147j 0.0165314-0.017314j -0.0139204+0.00354648j -0.017585-0.00206956j -0.00534376-0.000990949j 0.00831658+0.0123154j -0.0284857+0.00137912j 0.00379365-0.0125159j -0.0115266-0.00563934j 0.0152271+0.0182148j -0.0096178+0.0123919j 0.0219839-0.00573001j -0.0187849-0.00186458j 0.0272818+0.00805807j 0.0364359-0.000624976j 
0.0590363-0.0454222j 0.00367929+0.102869j 0.0180268-0.0883775j -0.0592048-0.102386j 0.076389-0.227484j -0.0511753-0.0715654j 0.174896-0.0710481j -0.132231-0.194612j -0.0739594-0.0704952j 0.10437+0.0457642j 0.0138993+0.0172107j -0.0427228-0.0519529j 0.00784502-0.0720213j 0.00875132-0.0546241j -0.0411283+0.00112081j 0.0990549+0.0142472j 0.0143668+0.0793703j -0.0124296+0.0243645j 0.0209971-0.00380522j -0.109497-0.0247227j -0.0733516+0.057099j 0.0507055+0.00408613j -0.00233418+0.0207618j 0.0473564+0.0187857j -0.0958269+0.0142288j 0.0342621+0.132076j 0.0134208-0.0446636j 0.00279075+0.0528724j 0.0714255-0.0344179j 0.0251101-0.0763815j -0.05665-0.0639049j -0.0072288+0.112786j 0.0223267-0.16016j 0.0345598-0.0916312j 0.0206701-0.00169094j -0.0251094-0.0736436j -0.0264824-0.0522797j -0.0366327+0.071347j 0.0133391-0.0302647j 0.00361335+0.00564287j -0.0102773-0.0338495j 0.00304541-0.0258799j 0.018188-0.0127148j 0.0299858-0.00478304j -0.00575976+0.0190355j 0.0341668-0.0267842j -0.00318586-0.0243005j -0.0150947+0.00235809j -0.018074+0.00353497j -0.0205072+0.00235358j -0.0227339+0.00733589j 0.0029966+0.0228719j -0.0121455-0.0180463j -0.00035842-0.013602j -0.00231038-0.0122816j -0.012256+0.00925227j -0.0100551-0.00106417j -0.0127933+0.00255705j -0.00169893-0.0115889j 0.00523156-0.00318565j 0.0172797-0.0033833j 0.0114825+0.0214506j 0.00567236-0.00587621j -0.00559648+0.0135661j 0.00765326-0.0449936j -0.0289903+0.036293j -0.0156077+0.00721648j 0.0113877-0.0127567j -0.016535-0.0147515j 
-0.0182966+0.0760432j -0.040562+0.0206965j -0.020742-0.115544j 0.0405245+0.053646j -0.12731-0.222751j 0.0748386+0.0545757j -0.00611454-0.0766588j 0.0359594+0.105335j -0.0596781-0.130199j -0.0447172-0.0435236j -0.0193494+0.141695j -0.0066841-0.000763841j 0.0623569+0.107219j 0.00627612-0.0244671j 0.0404239+0.0328642j -0.0267682-0.0846301j -0.0267142+0.0522899j -0.00859615-0.00168464j -0.0313082-0.0048681j -0.0352475-0.0257752j 0.0415176+0.131131j 0.0522492-0.00706201j 0.0385422-0.0320541j 0.020576+0.0257867j 0.0313927+0.0149538j 0.00615125+0.0322195j 0.0373627+0.0271625j 0.0429128+0.0706193j -0.0317641-0.0581686j -0.0412708-0.0569741j -0.0363861+0.0279667j 0.0126696+0.0619199j -0.0373809+0.0356491j -0.00679983-0.0151362j -0.0185042+0.00345465j -0.0331209-0.0420072j -0.0204987-0.00199449j 0.00891949-0.00392643j -0.0325684+0.0468678j 0.019591-0.0274189j -0.00303071-0.00522758j 0.0203964-0.0145492j -0.0266415-0.00366073j -0.0167619-0.000364898j 0.000122821+0.000477599j -0.0310953+0.00925268j -0.0062256-0.00142193j 0.0137544-0.0076485j 0.00244093+0.00667751j 0.00126259+0.0294276j 0.00565138+0.0121367j -0.00532437+0.00114951j 0.00976605-0.012532j -0.000329456+0.00342357j 0.00439432-0.0105986j -0.0024153-0.0155721j 0.00252705-0.00524405j 0.000234897-0.00307681j 0.00358991+0.00558599j -0.00110426+0.00346891j -0.00237263-0.00857328j -0.00828941+0.0146655j -0.0114187-0.00125715j -0.00679716+0.0192761j 0.00354988+0.0112861j 0.0155008-0.0224237j -0.0241941+0.0183855j -0.00698747+0.000129436j 0.00939819-0.00436286j 
0.0366082+0.0129803j 0.0750841-0.102304j -0.0721145-0.0802455j -0.00297381-0.0467392j 0.124014+0.048818j 0.0824414-0.0248676j 0.027596+0.192176j -0.0561965-0.0215637j -0.0384295+0.0519628j 0.0185631-0.0706575j -0.0281425+0.0737447j 0.056934+0.0126104j -0.0210961+0.0200702j 0.0050616+0.0646014j 0.0314303-0.0480224j 0.0567631+0.0564133j -0.0778214-0.004656j -0.0423739+0.00592523j -0.0267921-0.00331651j -0.041007-0.0232803j 0.0780299+0.0434223j 0.0185241-0.00782378j 0.0152448-0.0603647j -0.0115874-0.0245048j -0.000899128-0.0255671j -0.02811+0.0696285j -0.000793019+0.0189862j -0.02531+0.0399158j -0.0079532+0.00298469j -0.0280226-0.000680246j 0.0488541+0.0103353j -0.0236946+0.0194441j -0.00394537+0.0609271j 0.0411014+0.0287675j 0.0116472+0.0384264j -0.0447183+0.0453435j -0.0290099-0.00178206j 0.00587293-0.0176684j -0.0136448+0.0243243j -0.0187052+0.000251468j -0.0275081+0.019149j -0.00241648-0.00399257j 0.020452-0.0179209j 0.0101079+0.000160926j -0.01707+0.0124672j 0.0259329-0.00775243j -0.0412423+0.0170461j -0.0305801+0.00802015j -0.0599042+0.0330636j -0.00374768+0.0196647j -0.000411819+0.00326169j -0.00809597+0.00520882j -0.0289062+0.00559651j 0.00364871+0.00826975j -0.00846571+0.0062927j -0.0117014+0.00561082j 0.000735726-0.00677726j 0.0148556-0.0095567j -0.00254679+0.0136701j 0.00772337-0.00556415j 0.0200048-0.0109662j -0.0105589+0.0140562j 0.0111627+0.00176942j -0.0251506+0.0109173j 0.00111428+0.024516j -0.013292-0.0160957j 0.000412183+0.00532455j -0.0100873-0.00100701j -0.0481139+0.0187951j 
-0.0818299+0.11388j 0.0243738-0.0140665j -0.0526705+0.0623261j -0.117546-0.0894071j -0.0548534+0.0801278j 0.0426065-0.0864326j 0.048422-0.0344857j 0.0448979+0.175522j 0.0252706-0.0570718j 0.0471414-0.0114331j 0.00128549+0.00906633j 0.0177456+0.0986593j -0.10397+0.0145426j 0.0427121-0.0114016j -0.0402041-0.0403755j 0.0359929+0.00729604j -0.0060478+0.0297556j -0.0219607+0.0416518j -0.00426135+0.0270182j -0.0311621+0.0282635j 0.0436651-0.0228692j 0.0216628-0.0509208j -0.00971679-0.0291238j 0.0310961+0.0312777j 0.0226989-0.00337728j 0.0809718+0.019496j 0.0169774-0.000486415j 0.0948622+0.0179969j -0.00676412-0.0369254j -0.0323022+0.0423213j 0.00354146+0.0429868j 0.00302555+0.0587543j -0.00744571+0.0120983j -0.00120189-0.00349281j -0.0255794-0.0309876j -0.00308794+0.00255439j 0.00499776+0.0410484j 0.00284071-0.00961535j 0.016386-0.0258545j -0.0119399+0.0279638j -0.0180519-0.00292875j 0.00390325-0.00131368j -0.0230036-0.0101006j -0.028127+0.0154098j -0.00173247+0.0055753j -0.0587732+0.0294096j -0.0298038+0.011516j 0.00276817-0.0180226j 0.00736031-0.00831546j 0.00743907+0.00457049j 0.0313013-0.0306846j -0.00726099+0.006216j -0.00134984+0.0117676j 0.00842481-0.0172291j 0.0048847+0.00343483j -0.00819559-0.00101517j 0.0076466-0.00111095j 0.0191854-0.00512285j 0.0146752-0.0172919j 0.00334634+5.1319e-05j -0.0143877-0.013771j 0.0261363+0.000704509j -0.0240545+0.00500416j -0.00166711+0.0262057j -0.000600097-0.000418369j 0.0154356-0.0124893j 0.00943902-0.00302579j -0.0346944+0.0226729j 0.00933091+0.000819827j 
-0.134532-0.195817j -0.155165-0.0810403j 0.0335621+0.194269j 0.177072+0.0827803j -0.10165-0.105609j 0.0323133+0.0234164j 0.094458+0.0633064j 0.0510781-0.0338251j 0.280057+0.222418j -0.128673+0.0278502j -0.00403108-0.0456716j -0.0724603-0.0971084j 0.0921941+0.0279718j -0.0311349-0.0445822j 0.0443041+0.0298839j -0.0379434-0.0903996j -0.0270129+0.0391517j -0.0724379-0.0327964j -0.0258448+0.00682903j 0.0142903-0.0218682j 0.0426567-0.0746523j 0.0366062+0.0506908j -0.0155172+0.0280489j -0.0191132-0.00591535j -0.00114993+0.00590086j 0.0409832+0.00425367j -0.0106144-0.0147747j 0.00860457+0.0195188j 0.0206554+0.0461708j 0.00895127-0.0331418j -0.0135693-0.0472095j -0.0213313-0.0813383j 0.013052-0.0159238j 0.00964908-0.0497615j -0.00876467-0.0074598j -0.0060239+0.0297901j 0.012214+0.0101463j 0.0294328+0.0326039j 0.00635037+0.033798j -0.0409824-0.0423748j -0.0205917-0.0146116j -0.0120978-0.0157361j 0.00229326-0.00754368j 0.037173-0.0230144j -0.00191176-5.35093e-05j 0.0154641-0.0545207j -0.0178194-0.0591299j -0.00926411+0.00538499j -0.0127935-0.012213j -0.00241012-0.023874j 0.00971089+0.0389493j -0.00479029-0.00576105j -0.00983027-0.00870725j 0.013556+0.00481105j 0.00523713+0.0182158j -9.33197e-06+0.00874297j 0.00408697+0.014747j 0.0154006+0.0325131j 0.0143001+0.0255734j 0.00147778+0.00428978j 0.000858442+0.00983781j 0.00442761-0.00346133j -0.00911247-0.033269j -0.00609018-0.0315748j 0.00156648-0.00663941j -0.0145154+0.0273318j 0.0097103+0.0288001j 0.0068558-0.0538725j -0.00963561+0.00599402j 
0.17199+0.0761978j -0.119672-0.194824j -0.172669-0.0856587j 0.0447485+0.186192j 0.0408176+0.0376419j -0.114445-0.111942j 0.0903731+0.118534j 0.080614+0.0174636j -0.17365+0.0351673j -0.255338-0.220052j 0.0647193+0.0433001j 0.0475448-0.0602743j 0.0287422+0.0534836j 0.00360894-0.00479301j 0.0337488+0.0620581j 0.0943534+0.0577674j -0.0571205-0.046074j -0.00888726-0.0258117j -0.0363433-0.0685062j -0.0344953-0.0252252j -0.00315633-0.00468881j 0.0259674+0.0543693j 0.00231622-0.001552j -0.0168702-0.0607998j -0.0069897-0.0409446j -9.80933e-05+0.00064941j -0.0439126-0.0296344j 0.0449207+0.00886562j -0.0490278-0.0170357j 0.047378+0.0413753j -0.021181-0.0535761j 0.00118658+0.00975613j -0.00909037+0.00258093j -0.0424196-0.0252148j -0.0491246-0.00785383j 0.0112319+0.064951j -0.0331179-0.0255255j 0.0198048+0.0100972j -0.00486649-0.0424473j -0.0287112+0.0183297j -0.0131593+0.0299402j -0.00725472+0.0164734j -0.00862506-0.0309462j -0.0277795-0.0203623j -0.00175044+0.0116014j 0.00471266-0.0172613j -0.0346463+0.0117581j 0.00175583+0.035346j -0.0156139+0.0296522j 0.00458555+0.00460921j 0.0048914+0.00407183j -0.00403785-0.00302159j 0.00866373+0.033376j -0.00368483+9.79454e-05j -0.000951766+0.0114486j -0.00305472+0.00891476j 0.00195484+0.00154482j -0.00604431-0.0238281j 0.00565178+0.0221085j -0.00334395-0.0114719j -0.0086124-0.00110828j 0.000436579-0.0264853j -0.0145171-0.018367j 0.0107804+0.0237397j -0.00799936+0.0248811j 0.011009+0.0234243j 0.00514372-0.0273677j -0.00705338+0.0117775j -0.0140275+0.0507391j 
