0.00186963-0.00373413j 0.00412246-0.00450346j 0.000400508-0.00131484j 0.00284894-0.00417175j 0.00174543-0.00123119j 0.000827831+0.00354479j 0.00257112-0.00105876j 0.000231709-0.00153964j -0.0024308+0.00115292j -0.0017296-0.00018194j -0.00276525-0.00128541j 0.000115798+0.000796966j -0.000677168+0.000206135j -0.000121532-0.00275051j -0.00141149+1.96681e-05j -0.00176254-0.000164412j 0.000150269-0.00108276j -0.00216828+0.000415029j 0.00318866+0.000343791j -0.00150255+0.000214874j -0.000208071+0.000766871j 0.000666377+1.45782e-05j 0.00489668+0.000344149j -0.00312891-0.0008094j -0.00255107-0.000470087j 0.0012944-0.000298471j 0.000989909-0.000656683j -0.00152848+0.000417859j -0.00302364+0.000330993j -0.00122484-0.00091954j -0.00195283+0.000343992j 0.00176512-0.000496478j 0.000484968+2.12135e-05j 0.0019005-0.00161869j 0.00186217-0.00115464j -0.000281616-0.00015995j -0.00160725+0.00063553j -0.000600184+0.00058693j 0.000162911-0.00153047j -0.00100657-0.000427767j -0.00405706-0.000812599j -0.00234196+0.000144971j -0.000261842+0.00082909j -0.0013428-0.000417684j -0.00203007-0.000706211j -0.000517558+0.000794437j -0.00371662-0.000426047j 0.00243555-0.000465368j 0.000455136-0.000295596j 0.000149996-8.75914e-05j 0.00262333+0.0013883j -0.00262796+0.000489286j 0.00186036-0.000989981j 6.86248e-05+1.82406e-05j -0.000951273-0.00030544j -0.000238444-0.00146616j -0.00526456-0.000889949j -0.00531057-0.000529196j -0.00624025+0.00228411j 0.00564864+0.00148818j 0.000554712+0.000502243j 0.00230282-0.0027028j 0.00118244+0.00310683j 0.00554437-0.009107j -0.0186336-0.00130989j -0.019005-0.00973028j -0.0471798+0.005612j 0.0221406+0.00896443j 0.00631312-0.00856841j -0.302355+0.00254497j 
-0.00243603-0.0014956j -0.00336278+0.00262366j -0.00421289+0.00159093j 0.00145833-0.0048176j -0.0105195+0.00280761j -0.00429757+0.0156475j 0.00289714+0.000575805j 0.00610187-0.0126514j 0.000122517-0.0149363j -0.00285933+0.00105462j -0.00294746+0.0108305j 0.00317076-0.00575144j -0.0109542-0.0221489j 0.0209625-0.00918665j -0.0214475-0.00876399j 0.012236-0.00201802j -0.000510026+0.0299704j -0.0124192-0.00610696j -0.00146742+0.00395606j 0.00942156+0.0147991j 0.00404543+0.0262588j 0.00543344-0.0237343j 0.0228546+0.0206635j 0.0179441-0.0180775j 0.00765523+0.00439875j 0.0200967-0.00482943j -0.0168125+0.00513124j 0.000999457-0.0263911j -0.0073518-0.00405028j 0.0128854-0.0131956j -0.025146-0.00459968j -0.0193064-0.0268903j -0.0171683+0.0190458j 0.00804929-0.00451013j -0.00097862+0.00735312j 0.0313427+0.0131406j 0.0264851-0.0217912j 0.0344004-0.00963535j 0.0171112-0.00746688j -0.00749124-0.00489268j 0.00954877+0.0323851j 0.0110109-0.0115119j -0.000980803+0.0186175j -0.0247204+0.000824988j -0.0315519-0.00826153j -0.000527947+0.0221531j -0.024287-0.00289272j 0.0517257+0.000504288j -0.00825842-0.0203538j -0.00919104+0.0260872j -0.070865-0.0140823j -0.0254553-0.0167101j 0.00216281+0.000301112j -0.012683+0.00153636j 0.0124675-0.00833119j -0.0264987-0.00419954j 0.0156807-0.000640541j 0.00886223-0.00148814j 0.0126628+0.00375496j 0.0179032-0.00106304j 0.00886572-0.0058636j 0.00146565-0.00408423j -0.00824351+0.00429839j -0.0140937-0.00582154j 0.0115036+0.00233103j 0.0033301+0.0058153j -0.021987-0.00674391j 0.00410273+0.0154387j 0.00271574+0.00534696j -0.00625454+0.000859395j 
0.00705711-0.00608226j -0.00428137-0.000562508j -0.00525378+0.00165684j -0.00538262-0.00454651j 0.0089702+0.00560074j 0.00745045-0.0110436j 0.00893148+0.00322692j -0.00125329-0.00281466j 0.00571877-0.00714463j -0.0155506+0.00869955j -0.00356362-0.0305438j -0.00125016+0.0156804j 0.0100433+0.00501064j -0.0215804+0.00870049j 0.00167313-0.0134456j 0.0238237+0.0127969j 0.0223649-0.00410348j 0.00861659+0.000950154j -0.000749147+0.000547712j 0.00774894+0.00795616j 0.025119+0.0139291j -0.00262953-0.0299255j -0.0262532-0.00600523j 0.0137655-0.0215161j -0.0199851-0.0163429j 0.00973505+0.0116275j -0.0350258+0.0206233j -0.00448137-0.00340815j -0.0146024+0.004385j -0.000159084+0.00339479j -0.00217573-0.000772175j -0.0365216+0.00897236j -0.0170417+0.00245987j 0.00958993-0.0331147j 0.0111692-0.00109465j -0.00788445-0.0166834j 0.0104689-0.00988645j 0.0073972-0.0213845j -0.035917-0.0303198j -0.0128562-0.0259349j 0.010282+0.025424j 0.0229574+0.00299046j 0.0107473-0.0148692j 0.0179664-0.00475471j 0.0413844+0.0152212j 0.0516484-0.00775447j 0.0552978-0.00134303j -0.0446579-0.0211642j 0.0086703+0.00658335j 0.0194017-0.0164084j -0.00866425-0.0119186j 0.0217821+0.00202311j -0.0334616-0.0160652j -0.00268159+0.00334722j 0.0119408+0.00527014j 0.0181988-0.020302j 0.0433128+0.0171388j 0.00948811-0.0237555j 0.0254217-0.00231063j 0.00512733+0.0195636j 0.000308126+0.0078777j -0.0359334+0.0153576j -0.0168598-0.00808551j -0.00333353+0.0106755j 0.00260319-0.00278174j 0.000488778-0.00387436j 0.0138134-0.00379962j -0.0120891-0.016059j -0.00658695-0.00105212j 0.00213235-0.000581447j 
-0.00333395-0.00169377j -0.00110351+0.0036562j 0.00612483-0.00679163j 0.00293652+0.00307381j 0.0144178+0.00525298j 0.0091194-0.0122727j -0.0050736+0.0126239j 0.00811385+0.0112063j 0.00491315-0.00474724j -0.0109228+0.00975741j -0.0109852-0.0084865j -0.00462353+0.00820382j -0.00813515+0.0209096j -0.00460027+0.0072802j 0.00957666-0.0103274j -0.00106639+0.01413j 0.0040621+0.00141521j 0.00534548+0.00214251j -0.00695622-0.0101187j -0.00575776-0.000431883j -0.00762929-0.0160132j -0.000904226-0.0143088j 0.0175336-0.0020488j -0.000502367-0.00897597j -0.0107599-0.0269563j -0.0149431+0.0052351j -0.00969676-0.017212j 0.0179757+0.00398556j 0.0326462+0.00658657j 3.54368e-05+0.0217219j -0.0156912+0.0167861j -0.000615405+0.0203619j -0.0386081-0.0234345j 0.0350981+0.00498081j -0.0172281-0.0275726j -0.0275848+0.0209965j 0.0329958-0.00916449j -0.00294034+0.00545404j -0.0264969-0.0110811j -0.0103978+0.0133454j -0.0128552-0.000682773j 0.0271208-0.0293415j -0.0183189+0.0146256j -0.0214763+0.0465645j 0.0421758+0.0202388j 0.00827383+0.000166422j 0.00909657-0.0141149j 0.016466+0.0150493j 0.00122622-0.0060494j -0.0031544+0.03368j -0.0195013-0.0124209j 0.0130483-0.0146463j 0.0170186+0.00953803j 0.0165862-0.00216678j 0.00905418-0.0168373j -0.00172642+0.00371201j 0.0211081+0.00897324j 0.0141341+0.0030554j 0.0127166+0.0125444j -0.00295+0.00247127j 0.00727584-0.0049798j -0.00100215+0.0021803j -0.0025916+0.00893841j 0.00561557+0.012242j -0.0147713+0.00964036j 0.0117839+0.010262j -0.00624923-0.00709235j -0.00342001-0.00116355j 0.00080556+0.00799021j -0.0098408-0.000654315j 
-0.00935282+0.00217303j -0.00112834+0.00687395j 0.0038802-0.0049525j 0.0072291+0.00141175j 0.00541186+0.00353792j 0.00571351-0.0086582j 0.00877299+0.00716754j 0.00451694-0.0142629j 0.00528941-0.00447845j -0.0199961+0.00267996j -0.0206338-0.0234256j 0.000452696-0.0161967j -0.012626-0.010779j 0.0149091+0.0330512j -0.0198701+0.0183711j -0.00261428+0.00100505j -0.0252951+0.0260542j -0.0190428-0.00186983j 0.00743905+0.00915598j 0.0122505+0.0170731j -0.00818494+0.0008166j -0.0131106+0.0121851j 0.0188062-0.00947045j 0.00150947+0.00737758j 0.0235864-0.00243037j 0.0208762+0.0026204j -0.00977287-0.0309618j 0.00728426+0.000705235j 0.0031737+0.0173499j -5.61948e-06+0.0128633j 0.00222208-0.0159162j 0.000859932-0.00264745j -0.0320051+0.0157524j -0.0159859-0.0175384j -0.0344859+0.00716201j -0.043354-0.00766347j 0.0216003-0.00862711j 0.0023498-0.00965793j -0.0098904+0.0112223j -0.00171135-0.025214j -0.0372301+0.0143164j 0.00876236-0.0130013j -0.00870552-0.0222149j -0.0124953-0.0162125j -0.0130093-0.0151081j 0.0189131-0.012178j -0.0195094+0.0131811j 0.0153116-0.0121314j 0.0193441+0.0205537j -0.00211609-0.00265699j -0.00431434-0.00731256j -0.00460328+0.0157326j -0.0155296-0.00559142j -0.00830145-0.0152329j -0.00257504+0.00333605j 0.0130411-0.0118778j 0.0154443+0.0179614j -0.00521499-0.00706384j -0.0086069-0.0139437j 0.00718144-0.0138432j -0.00645479-0.0153743j 0.00920688+0.00335067j 0.0110371-0.000197961j -0.000221992+0.00956207j -0.0290199-0.000848604j 0.00313293+0.013616j -0.0180757+0.000710856j 0.014177+0.012907j 0.00155607+0.00878918j -0.0124952-0.00180729j 
-0.00255233-0.00347613j -0.00332682+0.0021203j 0.00337173-0.00693981j 0.00665278+0.00122264j -0.00543513+0.00100751j -0.00748677+0.0105458j -0.00880876+0.00261599j 0.0113537+0.0172211j -0.0092727-0.0156591j 0.00189065+0.0146879j -0.0034258+0.0231961j 0.00573602+0.00440625j -0.0139106+0.00562246j 0.0118242-0.0191254j -0.00525828-0.00932747j -0.0030381-0.00347186j 0.012679-0.003986j -0.00491474+0.00616932j 0.00293716+0.00255772j -0.00823986-0.000829077j -0.0149321+0.0230884j -8.85947e-05-0.0108293j -0.00759156+0.000936948j -0.0102036-0.00115645j 0.0249246-0.00586739j 0.00399491+0.0181823j 0.00248342-0.0127858j 0.0320061+0.00893209j 0.016102-0.0315876j 0.0465882-0.00634071j -0.0148797+0.0219571j -0.0105296+0.0543055j -0.0203521-0.0109822j -0.0222164-0.0257815j -0.0181004+0.0293858j -0.0032549-0.00144873j -6.62661e-05+0.00690694j -0.0205641-0.00501193j 0.0416565+0.0109606j -0.00586269-0.0237408j 0.0318444-0.00607145j 0.0239471+0.0146368j 0.0231359-0.000164209j -0.0139598-0.00686635j 0.015606-0.00758498j -0.00899947-7.73277e-05j 0.0263451+0.0115741j 0.0205069-0.0029204j -0.0385009+0.0160149j 0.0119585+0.000986551j -0.0440997-0.0120946j 0.0035086+0.0180254j 0.00059579+0.00076564j -0.00748662-0.0296062j 0.00168071-0.0147457j 0.000783266-0.0302036j 0.00269516+0.00753054j 0.0118344-0.0218202j 0.00339486-0.0104209j 0.00146755-0.0205888j 0.000959601-0.00964683j -0.000356917-0.00635657j -0.0086319-0.00891258j 0.00514896-0.0111547j 0.0192451+0.00472848j 0.00264341+0.00510613j -0.0131494-0.00265061j 0.0016901+0.00828088j 0.0013432+0.00625838j -0.00831168-0.000776868j 
0.00101501-0.000386395j 0.00234099+0.0012067j 0.0061927+0.00123078j -0.00165227+0.00588377j 0.0106507+0.00238573j 0.000734675-0.0111472j 0.00178584+0.00629774j 0.0109043-0.00308951j 0.0117877-0.0063552j -0.00547654-0.000727156j -0.0021793-0.00992933j -0.00655565+0.0202762j -0.0064246+0.00697981j -0.00477358+0.00178099j 0.0135846-0.00402228j 0.00687329+0.00386238j 0.0243278-0.0230926j -0.00625572+0.00174769j -0.00924831-0.0108027j -0.0130414+0.0184522j -0.00616223+0.00791575j 0.0107899+0.0355856j -0.0309173-0.00282037j -0.0213228+0.0113022j 0.0166081-0.000281478j 0.00338889-0.021414j -0.0232455+0.0215805j 0.0131304+0.0234508j 0.00944607-0.00117957j 0.0143327-0.0120515j -0.0444816-0.0268339j 0.0128814-0.0361529j 0.00918413+0.0244142j 0.0168328-0.00296058j -0.0133334-0.0173672j -0.0272155+0.000285236j -0.00395091-0.0154896j -0.0389639+0.0138908j 0.0153237+0.0275081j 0.0186786-0.0384263j -0.023054+0.0189732j 0.007445-0.0314627j 0.0145812-0.00248369j -0.0146395+0.00868363j 0.0268562+0.00694189j 0.021725+0.0457153j 0.0221694-0.0196909j 0.0258414+0.00799984j -0.00117131-0.00963655j -0.0263712+0.00549109j -0.0177696-0.00174249j 0.0105406-0.0152245j 0.0234845-0.0125172j 0.0112735+0.0281563j 0.010887+0.00531238j 0.00330008+0.0293399j 0.00750146-0.0158065j 0.00693743+0.0320424j 0.0220013-0.00749586j 0.00536995+0.00808897j 0.0104376+0.015883j -0.00678358-0.00398437j -0.00624166+0.0130644j -2.31886e-05-0.00776107j 0.00452811+0.00471917j 0.00825986+0.00450936j -0.000682088-0.00322722j -0.00497277-0.00115766j 0.00199727+0.00224275j -0.00285389+0.00146115j 
0.0049766+0.000604226j 0.000843425-0.00465345j 0.00555649-0.000408335j -0.003113+0.00658313j 0.0023609+0.00114159j 0.00380141-0.00874796j 7.35414e-05-0.00952565j -0.00721575-0.00133747j 0.0124913+0.012825j 0.00761534-0.0160332j 0.021531-0.0225225j 0.0131771-0.0052145j 0.00974741+0.00589282j -0.0222075+0.00776296j 0.000813366+0.00134428j 0.0056785+0.00185936j -0.00799985+0.000742345j 0.00797799+0.00639022j -0.00405559-0.00164836j 0.0241975-0.00838499j -0.0081437-0.0109412j 0.00447648+0.00077784j 0.0120044+0.00282439j -0.0061338+0.0232138j -0.0227013-0.00378373j 0.0260131-0.0332754j -0.0144508-0.0134265j -0.0360694+0.00639636j -0.0157993-0.00192985j 0.0247832-0.0368985j 0.0305275-0.0324329j 0.00552502+0.0436077j 0.0149827-0.0135853j -0.0298587-0.0186068j 0.0119001-0.00373444j 0.0120169+0.0141662j -0.0100472+0.00537384j 0.0095988+0.0100844j 0.0290126+0.0203265j 0.00315432-0.0167198j 0.00841594+0.00159591j -0.0135145-0.0154176j -0.00932357+0.0125145j -0.00256747+0.0569454j -0.0211991+0.018345j 0.000591426+0.0113731j -0.0137987+0.0108658j 0.00829321+0.0132338j -0.0108773+0.0189193j -0.0232269+0.0198719j -0.0336854-0.0155431j -0.0180932+0.0186418j 0.0131711+0.0343918j 0.0071284-0.027522j -0.000989211-0.0285684j -0.0335169-0.0400908j -0.00982408+0.00169135j 0.0089004-0.021034j 0.0186163+0.0156984j 0.0106546+0.0076332j 0.00105136-0.0224036j -0.0040423-0.00501648j 0.00168076-0.0007744j -0.00501819+0.00900645j -0.00158598+0.00397033j -0.000168956-0.00801093j -0.000164877-0.00655939j -0.00790055+0.000250095j 0.000984419-0.00263459j 0.00311807+0.00123248j 
-0.00216015-0.00165835j -0.00328516+0.00207288j -0.0157879+0.00327335j 0.00317481-0.0190767j -0.000541593+0.0011326j 0.00363587+0.00971826j 0.0123104+0.0149323j -0.00544639-0.013266j 0.0141982+0.00869486j 0.00198567-0.0108652j 0.00554793-0.0116893j -0.00804089-0.00244909j -0.00545908+0.00596522j 0.027072-0.0019335j -0.00275701+0.016188j -0.000447224-0.0307017j 0.018025+0.0246176j -0.0310178-0.00359436j 0.0205633-0.0165305j -0.0116543+0.0382153j -0.00989724+0.000776427j 0.0321287-0.0125957j 0.00162788+0.0225123j -0.000579633-0.0135791j 0.00792343-0.0173126j 0.035936-0.0160111j -0.0415482-0.030422j 0.00139261+0.00753385j -0.00908273+0.000994067j 0.00548881+0.00346719j 0.0146979+0.00767545j -0.00260874-0.00352488j 0.041635+0.0166766j 0.035719-0.0106281j 0.0485119+0.0105179j 0.0448583-0.00523121j 0.00662609-0.00130883j 0.00665712+0.0134812j -0.0132737+0.0159745j -0.0337994+0.00826006j -0.011032-0.00284151j -0.000584319-0.00766953j -0.0117922+0.00306818j 0.00845836+0.023008j 0.0246642-0.00173942j 0.00760298+0.0101087j 0.0464295+0.00158889j -0.0195233+0.00131973j 0.00171349+0.00767801j 0.0740404+0.00678339j 0.0468928+0.000870373j 0.0142731-0.00150813j -0.0294341+0.00497879j -0.0122138-0.0186092j -0.0149974-0.0114339j 0.0436761-0.00221948j -0.00285774-0.0102167j -0.00146106+0.00971747j -0.0213855-0.000272686j -0.0262546-0.0101368j -0.013877-0.00921478j 0.00327929-0.00794072j 0.0135286-0.00190891j -0.00108466+0.00190427j 0.0105894-0.00311939j -0.000268578-0.00711012j -0.00130666+0.00393114j 0.00228669-0.00140761j -0.00123824-5.79576e-05j 0.00206893-0.00167228j 
-0.000372639-0.00124153j -0.00393993-0.00243215j -0.00171032-0.00933592j 0.00539095-0.00207391j -0.00218605-0.0072942j -0.0138721+0.00297263j -0.00196268+0.00128404j -0.0102965+0.0207453j 0.0180149-0.00890605j 0.00911958-0.00772322j -0.0198528-0.00521761j 0.00868614-0.0111293j 0.0101589+0.0183076j 0.0253576+0.00637551j -0.0281778+0.0266934j 0.00126598-0.00194335j -0.00848223-0.0147164j 0.0152373-0.00231718j 0.0120946-0.0143308j 0.00532029-0.014853j -0.000359622+0.0285429j 0.0107498-0.0100138j -0.0267641+0.00246779j 0.011091-0.0040004j 0.0286216-0.023381j 0.00977103+0.0388923j -0.00241588+0.0054679j 0.0184079-0.0116495j -0.0235683+0.0178405j 0.0171315-0.0100335j 0.00993792-0.00681207j -0.00630073+0.0191254j 0.0242088+0.0081512j -0.0609257-0.0101577j 0.00580515-0.020586j -0.0172277+0.0319203j -0.0370517-0.0240501j -0.00644538-0.0211327j 0.0160247-0.00729716j 0.0211345+0.0126327j -4.33898e-05+0.0183481j -0.00632097+0.00532075j -0.0057263+0.0147682j -0.00528886-0.00611952j -0.0227533-0.00887505j -0.0439798-0.0062467j -0.0371733-0.00129585j 0.00894211-0.00153474j 0.00805685-0.0482706j 0.014747+0.0287543j -0.0206527-0.00977883j -0.0298884-0.0216016j 0.0262031-0.00727885j 0.00766632+0.0317782j -0.00558521-0.000374773j -0.0217659+0.000270725j 0.00651544-0.0102386j 0.0116468+0.00548993j -0.0034379+0.021525j 0.0113871+0.0114356j 0.0128762-0.0213441j 0.00354623+0.00458628j 0.0176067-0.00248832j 0.00887924+0.0145595j -0.00176655+0.00870627j -0.0056894-0.0056267j -0.00395958-0.00353459j -0.00535+0.000976304j 0.00290951-0.000913901j 0.00119031+0.00121j 
0.00936931+0.00191305j 0.00620067-0.00620081j 0.000622858+0.00592172j -0.00418716+0.00401733j -0.00189938-0.0117212j -0.0156041+0.000839478j 0.00786696-0.0228223j -0.00889917-0.0181748j -0.0153513-0.00536046j -0.0237153+0.00627212j 0.00379219-0.00512044j -0.000470762-0.0204564j -0.00862456-0.0168574j -0.0158822-0.0133124j -0.00426921-0.0118176j 0.0185481+0.00536761j 0.00733068+0.0108558j 0.00918203-0.0170045j 0.0116424+0.0027106j 0.0151331+0.0184757j 0.00746346-0.0035727j -0.00207115+0.00821404j 0.0337696-0.00193958j -0.00567657+0.00351059j -0.0312458-0.0228394j -0.012824-0.00461339j 0.0371519-0.01491j 0.0083415-0.00965812j -0.0357798+0.00318708j 0.00804275-0.0066041j -0.0238443-0.000280511j -0.0188698-0.0118539j -0.0227097+0.000900072j -0.0647807-0.0038617j 0.0197016-0.00124344j 0.00126161-0.017312j -0.0457193-0.0035037j -0.0337724+0.00139039j -0.0537524-0.0132328j -0.0318931+0.00580846j -0.00149869-0.000369966j 0.015799+0.013134j 0.0283586+0.00868627j -0.00938013+0.0168625j 0.0558485-0.00538933j 0.0146663+0.0129034j 0.0185822-0.0125941j 0.0220799+0.00309909j 0.00645251-0.00448627j 0.0219959+9.88014e-05j -0.00530762+0.00451438j -0.00429904-0.00462761j -0.0195183-0.0209161j -0.0154524-0.0203234j -0.017623-0.0113121j 0.0287099+0.00456358j 0.00672143-0.00368328j 0.00713968-0.00663352j 0.000579009+0.000445408j -0.00925324+0.00770808j -0.00538951-0.00773812j -0.0122484-0.00696019j -0.0104841+4.48897e-05j 0.000180564-0.00659448j 0.0168371+0.00598814j 0.00900436-0.00332075j -0.00386036-0.00376279j -0.00525026+0.00700737j 0.00297039-0.00204457j 0.00419597+0.00232807j 
0.00444103+0.00340812j 0.00759163-0.00312716j -0.00681071-0.00529972j 0.00590606-0.00580523j 0.00440198-0.00149011j 0.00149328+0.00597379j 0.00989056+0.00296664j 0.00414287-0.00274094j -0.007683-0.00500728j -0.0113083-0.0192098j 0.0295186-0.00539076j -0.0076773+0.0261886j 0.0144643-0.00894006j 0.0292764-0.0152249j 0.0115277+0.0130973j -0.0251079+0.00862916j 0.0103951+0.0190306j 0.0135354-0.00846955j -0.0144339-0.00489497j 0.00332358-0.0081561j -0.00184796+0.0142585j 0.0191861+0.0308375j 0.0164792+0.0173656j 0.0187792+0.0105299j -0.00165435+0.0062746j -0.0148497+0.00970834j 0.0057394-0.0122162j 0.019695-0.0260146j 0.0211509+0.00168873j -0.00248068-0.0267207j 0.000195519+0.0205622j 0.0112944+0.00805135j 0.00782366-0.0138329j 0.023014+0.0148463j 0.00695178-0.0116141j 0.0223941-0.00444053j -0.00600483-0.00317115j 0.0177938-0.0102097j 0.00498831-0.0208841j 0.0184914-0.0103314j -0.00244674-0.00463923j 0.00867823+0.0114205j -0.0246699-0.00918586j -0.00997982+0.00803065j -0.000385621-0.0114489j 0.00470049-0.0123626j -0.00573527-0.0242894j -0.0215976-0.0133204j -0.00753423-0.0131597j 0.0357211-0.0015198j -0.00654469+0.00704244j -0.015547+0.00680646j -0.0234088-0.0086583j -0.023514+0.00984799j -0.0127264+0.00349573j 0.00756745-0.00725552j 0.0257579+0.00433618j 0.0204939+0.0118941j -0.0247407+0.000814531j -0.0207904-0.0175024j -0.00777703+0.0247542j -0.00380502+0.00811323j -0.0263756-0.00409399j -0.00110901-0.0111005j 0.0138976+0.00687512j 0.00774789+0.00138186j 0.00368865-0.00282568j -0.0045762-0.00466798j 0.0118397-0.00122648j 0.00472088+0.00846074j 
-0.00548415-0.00318517j -0.00522346+0.00347759j -0.00445639+0.00348446j 8.83997e-05-0.00811352j -0.0145269+0.00197634j -0.00209966+0.0181601j -0.0103069-0.00603909j -0.0115524+0.00775604j -0.00846721-0.0116195j -0.00105223+0.0285607j -0.0203478+0.0153669j -0.00533299-0.0104323j 0.0086026+0.00939136j 0.00855051-0.0149306j -0.000114391+0.0111582j 0.00486789+0.0208131j -0.0069336+0.00326607j -0.00527792-0.0118349j -0.00280953+0.00860817j -0.0116767+0.00296002j -0.0215214-0.011311j -0.0151645+0.0317455j -0.00208381+0.00286115j 0.022423+0.0108431j 0.0146051-0.00410842j -0.00314959+0.0193337j 0.0175669+0.00513182j -0.0149527+0.00744509j -0.00784557+0.0261607j -0.015461-0.00379679j 0.0263477-0.0249852j -0.0152793+0.0138362j -0.00151563-0.00524441j 0.0298742-0.0143137j 0.01453-0.0170752j 0.010234+0.00998006j 0.0161863-0.0107377j 0.0106951+0.00132463j 0.000522301+0.0338587j -0.0442953-0.0113786j 0.0425567+0.0162945j 0.00787793-0.00738632j -0.00175096+0.0109155j 0.0221339+0.0127708j 0.0281701-0.0116081j -0.0324278+0.0219264j 0.0284409+0.00482749j -0.039107+0.00758657j -0.0167589-0.0100062j 0.049231+0.0126248j 0.047194-0.000509377j 0.0207628+0.00581192j -0.0145666-0.00071615j 0.00161426+0.0151728j -0.0142455+0.00543738j 0.00824385+0.0137438j 0.0050685-0.00428207j -0.00344033-0.0023335j 0.00321699+0.00840634j -0.00891187+0.00915604j 0.00536321-0.00798299j 0.00109278+0.00706035j 0.017628-0.00169165j 0.0146196+0.0123587j 0.00126237-0.00411537j -0.00821684-0.00250545j 0.0019422+0.00477764j 0.0018109-0.00715558j -0.00617205+0.00152844j -0.0026958-0.00573079j 
0.00188013-0.00348115j -0.00404077-0.00165902j 0.00710082-0.00644092j 0.00699736+0.00566691j 0.0103484-0.0123981j -0.0211476-0.00548659j 0.0037193-0.0039323j 0.0133167-0.00149024j 0.00313648-0.0157466j -0.0236298-0.00995872j -0.00829119-0.0237776j 0.0225183-0.00681273j -0.00381531-0.0156472j 0.0119111+0.00710401j 0.00525237+0.0093184j 0.0048429-0.0178295j -0.0171696-0.018075j 0.0081118+0.0181148j -0.0182768-0.0151551j 0.00474595+0.0077894j -0.0179721+0.032932j -0.0285801+0.0288294j -0.00116473-0.0079157j 0.00979358+0.0113869j 0.00839286-0.00779387j -0.00159851+0.0144137j 0.0187713-0.00829796j -0.0679479-0.00897887j -0.00580869-0.0155869j -0.0211518-0.00702927j -0.00476399+0.0107639j -0.0194321-0.004252j -0.0133191-0.0102305j -0.0152336-0.00710083j -0.00629243-0.0125516j 0.0173383+0.0164099j 0.038361-0.0173685j 0.00167391-0.00650582j -0.0465879-0.0136184j -0.0553713+0.0216095j 0.0358065-0.0297128j 0.0095892-0.00013521j 0.00677707+0.00902003j 0.0181931-0.00561206j 0.03754-0.00478665j -0.0261505+0.00470874j 0.0207411+0.00098288j 0.0106068+0.00465946j 0.0126788-0.0163237j 0.0310266+0.01622j 0.0171476-2.81459e-05j 0.00906237-0.00742291j -0.0139813-0.0135286j -0.00929286+0.00293731j 0.00932253-0.00506185j 0.0294751+0.00890861j -0.000199361-0.00986586j -0.00669782-0.00295333j -0.0120597-0.00752907j -0.0198258-0.00177838j -0.000212349-0.00255466j 0.00529386-0.00246445j -0.00471438+0.00127184j 0.00508664-0.0047031j 0.00913841+0.00490448j 0.0138333+0.000851349j -0.0191962-0.00455511j -0.00565627+0.0107247j -0.00768394+0.00114402j -0.00200453-0.0058046j 
0.00201852+0.00226393j 0.00661412-0.00364961j 0.0053016-0.00302757j -0.00145423+0.00602752j 0.0227456-0.0226073j -0.024998-0.0125346j 0.00307114+0.00678238j 0.0148651+0.012107j -0.0149786-0.00339734j 0.0114522-0.00537841j 0.0114486+0.0141942j -0.0150006+0.0165655j 0.00545806+0.0269204j -0.00827765-0.0105646j -0.0146379+0.00568934j 0.0181635-0.0159012j -0.00567261-0.0181407j 0.0204397-0.0348317j 0.0237783+0.0100523j -0.0140881-0.00496025j 0.00703193-0.0325178j -0.00961853-0.00603885j -0.0119552+0.00145612j -0.00580779+0.00391293j -0.00899518-0.0229465j -0.0193003-0.00859751j 0.0371379-0.0278316j -0.0330121+0.0299653j -0.0228572+0.00172174j -0.048916-0.0183643j -0.040853-0.0087927j -0.00387481+0.0227865j 0.0250702+0.0203113j -0.0247847+0.000997468j -0.0312676+0.00693157j 0.000137202-0.00753372j 0.0156667+0.00947866j 0.00945871+0.00327918j -0.0231102+0.00834245j -0.0054071-0.0286145j 0.0211428+0.0239068j -0.00466387+0.00287568j 0.0235439-0.00293571j 0.0071492-0.00845126j -0.0190265-0.0036646j -0.0206454+0.00133234j 0.00272294-0.0274146j 0.0131947-0.00241623j 0.00618084-0.000359048j 0.0165774+0.00824674j -0.0103969+0.00734716j -0.0224852-0.00556816j -0.00348145-0.00781952j -0.0123435-0.00551712j 0.00362341-0.00231966j 0.00650932-0.00830512j -0.0119573-0.00234772j -0.00367078+0.0116813j -0.0388051-0.00886848j -0.00786806-0.00575869j -0.00758289+0.00657787j -0.00331786+0.000784962j -0.0198944-0.00149378j 0.0150111-0.00982651j 0.0127578+0.0197901j 0.0179769+0.00127977j -0.00148525-0.00700998j -0.0100963+0.00263195j 0.00507673-0.000580814j 0.00242345+0.0036238j 
