8.0724e-15-0.312447j 6.35908e-14-0.577287j 1.46765e-15+0.0967392j 1.75452e-14-0.367029j 8.56044e-15-0.414182j 1.00519e-14-0.120554j -1.18045e-14+0.34531j -1.25455e-15-0.0339425j 3.44224e-15-0.0753105j -3.61174e-15-0.0701931j 4.55095e-15-0.128204j 3.92805e-15-0.0906588j -5.9112e-16-0.0283002j 1.26175e-15+0.0658703j -5.53506e-16-0.0675358j -5.21378e-15+0.0346981j -5.05181e-15-0.00990517j 3.47354e-15+0.012884j 1.25606e-12+0.0112767j -3.58676e-15-0.0165768j 2.25761e-15-0.0367804j 1.22625e-14+0.0587139j 3.76092e-15-0.00679079j -2.20411e-15+0.00576773j -2.28768e-15+0.0055184j 5.03525e-16+0.046716j 1.72618e-14-0.0688015j -9.79719e-15-0.00944698j -2.59566e-14-0.00616686j 2.16875e-14-0.080773j 2.1708e-15-0.0212066j 3.56179e-15-0.01279j 6.14333e-15-7.04837e-05j -8.94894e-15-0.0424324j -5.01895e-15-0.0558077j -5.24636e-15-0.0422631j 9.5351e-16+0.0129093j -1.32683e-14+0.0171997j -7.98548e-15+0.0583736j 3.62495e-16-0.00290233j 6.25439e-15+0.0348042j 7.97501e-15-0.0131926j 3.25688e-15-0.0497146j -1.05686e-15+0.0130405j 1.66411e-15-0.106502j -3.15692e-16+0.0537332j -7.40598e-16-0.00296857j -1.20702e-15+0.0393715j 2.0752e-15-0.0264875j -3.78927e-15+0.093103j 1.38492e-15-0.0914464j 2.08292e-15-0.0294789j 3.81154e-15-0.108892j 3.06748e-15-0.0295432j -4.32492e-14-0.0376603j -4.56854e-15-0.13377j 
1.50474e-15-0.0180182j -1.33854e-15+0.0016317j 2.95764e-17-0.00986364j -3.06749e-16+0.00289839j -7.62183e-16-0.000250115j 6.25259e-16-0.0187377j -3.55603e-16-0.0062043j -3.93929e-16-0.0136684j 4.02938e-16-0.00395357j -1.67102e-15-0.00342639j -5.78642e-16+0.00376163j 3.72766e-15-0.0275087j -9.52443e-17-0.0119296j -5.96097e-16+0.0278963j 1.73954e-15+0.0036312j -4.45281e-15+0.00839709j 1.03012e-16+0.0139642j -2.44592e-15+0.000970676j -1.20113e-12-0.0108195j 1.13191e-15-0.00171312j -1.37762e-15-0.00230588j -2.33529e-15-0.0203651j 8.50835e-15-0.00685597j -2.11491e-15+0.000614143j -8.64254e-16-0.00968918j 2.72351e-15-0.00944706j -3.06495e-15-0.000445475j 3.2468e-16-0.012515j -2.54842e-14-0.00997235j 4.50045e-15-0.0172518j 5.46744e-16+0.00212522j 2.05593e-15-0.019499j 3.8631e-15-0.0102111j 1.65247e-15+0.00317688j 1.14994e-15-0.0114479j -5.31276e-16-0.00395058j 2.05472e-15+0.00219981j -3.48775e-15+0.00433561j -2.24316e-15+0.00588618j -7.82598e-15-0.0144248j 5.39894e-15+0.00996192j 7.17538e-15+0.00451738j -5.7145e-16+0.0054682j -2.51837e-15+0.0183097j 1.67182e-15+0.00717328j 8.00064e-17+0.0131789j 1.10743e-15-0.00432665j -5.49682e-16+0.00117857j 3.71062e-16+0.0105188j -1.98549e-16+0.017461j 8.67591e-16-0.0368371j 2.79828e-15-0.010208j -2.81366e-16+0.0112978j -8.91657e-16-0.0265226j -3.98416e-15+0.00568943j 1.44048e-15-0.0295108j 
-2.86742e-15+0.00281128j 4.19583e-15-0.00980036j 1.70544e-15-0.0064281j 1.05366e-16-0.00304829j 4.65682e-15-0.013641j -1.81289e-15+0.000705741j 1.79488e-15-0.00443038j -9.83521e-16-0.00122757j -2.21718e-15+0.00325883j 3.32847e-15-0.0151451j 7.39246e-16-0.00166296j -1.04002e-14+0.0241827j -4.30558e-15+0.0090902j 2.0304e-15+0.000360907j -3.53789e-15+0.0146032j 1.22087e-14-0.0204501j 5.80698e-15-0.033088j 5.31744e-15-0.00898446j 1.88313e-12+0.0170216j -1.5714e-15+0.0120601j -4.32821e-16-0.00274118j -3.45536e-15+0.0185387j 3.10014e-14-0.0191868j -1.8789e-15-0.0106756j -1.55922e-15-0.00471431j -7.28148e-15+0.0329245j 6.37954e-15-0.00765637j -1.59764e-15-0.00422022j 2.9756e-14+0.0116911j -5.77094e-16-0.0028099j -1.83843e-15+0.0035119j -7.94253e-15+0.0127154j -1.39387e-14+0.0206114j -1.24861e-15+0.00244827j -6.45642e-15+0.0203352j 4.58331e-16+0.00284996j -6.16072e-15+0.0181271j 6.27887e-15-0.0155861j 4.05476e-15-0.00432603j -3.19706e-15+0.00186494j 6.07065e-15+0.00911742j 3.79817e-15+0.0110027j 3.10499e-15-0.00523779j 6.71869e-15-0.0120712j -5.93458e-15+0.016736j 8.11699e-17+0.00300599j -4.39296e-15+0.0133293j 2.08903e-15-0.00482809j -6.26612e-16+0.00342375j 1.16162e-15+0.000691537j 2.66136e-15-0.0160221j -7.70132e-15+0.0234745j 1.62141e-15-0.000913865j 5.69258e-15-0.025982j -1.13504e-14-0.0366799j -5.8817e-15-0.00319083j 
-8.19278e-17-0.00753294j 2.38818e-16-0.00246109j -7.26045e-16+0.00362572j 2.14303e-15-0.0162082j -8.34811e-16+0.00441558j 2.2314e-16+0.000619862j -1.03386e-15+0.0146922j 1.50445e-15-0.0131906j 2.12777e-15-0.0140044j 1.09452e-15-0.021673j 5.90602e-16-0.00879521j -5.09623e-16+0.00709313j 1.62016e-15-0.015931j -8.56217e-16+0.00912195j -4.24476e-15+0.0222329j -4.99577e-15+0.00970083j -1.39603e-15-0.0120604j -2.14175e-16+0.00106617j 5.77477e-13+0.00520101j 7.75994e-16+0.0168935j 1.77972e-15-0.00772626j 2.92053e-16-0.00811834j -1.97797e-15+0.000757106j -2.58415e-15-0.00759852j -2.77419e-15+0.00480748j 8.52669e-16+0.0139653j -9.38915e-17+0.00158833j 1.23825e-15-0.00893978j 1.76225e-14+0.00563856j -1.71624e-15+0.00541671j 4.77076e-16+0.0108868j 4.03185e-15-0.0278988j 4.70478e-15-0.0122673j 1.24119e-15+0.000595319j -8.57198e-16-0.00310686j -1.01997e-15-0.00592669j -2.99978e-15+0.0205631j -1.03359e-15+0.00312568j 1.01625e-15-0.00452203j -1.66633e-15-0.00452721j -2.84818e-15-0.00423399j -1.91394e-15-0.0039487j -1.85518e-15+0.020066j -2.85021e-15+0.00949845j 3.52566e-16-0.00459231j 3.96243e-16+0.0168779j 9.19992e-16-0.0179176j -6.37577e-16+0.0143906j -9.17538e-16-0.00492756j -2.89396e-16+0.00221096j 8.35897e-17-0.0124805j -1.99831e-15+0.015413j -1.21639e-15+0.00386352j 2.31276e-15-0.0274507j -4.36149e-15-0.00770364j -2.7449e-15-0.00164262j 
-1.75687e-15-0.00794122j 4.24916e-16+0.00690163j 8.10713e-16+0.00161466j 1.45588e-15+0.00848273j 1.16957e-15+0.00701226j 2.62954e-15+0.0119467j 2.17696e-15+0.00764021j 1.03924e-15+0.00473455j 1.34516e-15+0.00934056j 3.49629e-16+0.00475359j -1.57475e-15-0.0053098j -1.03296e-15-0.00861992j 1.18602e-15+0.00284989j -2.13642e-15-0.0122286j -4.00868e-15-0.0165454j -4.06446e-17+0.0132846j -5.11194e-15-0.0124431j 1.79243e-16-0.00162902j 1.50477e-13+0.00134725j -8.59413e-16-0.00445519j 4.74423e-15+0.0212685j 2.94216e-15+0.00604677j -7.7538e-15+0.00552393j -5.76079e-15-0.0134812j -1.19776e-15-0.00379009j 2.49163e-15+0.00211585j 2.96512e-15+0.00060163j 2.59576e-15+0.0153342j 2.70307e-14+0.00967043j 1.28052e-16+0.0116906j 3.93303e-15+0.0148869j -2.09605e-15-0.00583187j 8.16203e-16+0.0107745j -4.97331e-15-0.0129592j -3.49613e-15-0.00598459j -4.02532e-15-0.0105234j -4.02766e-16-0.00735633j 1.12522e-15+0.00470299j -6.68758e-16+0.0022833j 3.45995e-15+0.00350398j -1.41489e-14-0.0131363j -1.65284e-14-0.0171102j 1.04566e-15+0.00157572j -1.10368e-15-0.0088099j -4.30126e-15-0.0171884j 2.85163e-15+0.0123448j -3.35897e-15-0.0123419j 4.8552e-15+0.0202436j -6.21736e-15-0.0257005j -3.32613e-15-0.0141272j -1.75159e-15-0.00341221j -2.74408e-15-0.0168198j -3.48374e-15-0.0177763j 1.83838e-15+0.016131j 1.56895e-14+0.0221593j -1.57535e-15-0.0183398j 
-9.27669e-16-0.00134746j 2.04067e-15-0.0228311j 1.45813e-16-0.000927204j 4.24055e-16-0.0044977j -7.16915e-16-0.0276588j -1.06718e-16-0.00597083j 1.26498e-16+0.0232541j 2.6073e-16-0.00972471j 1.80183e-16-0.00892011j 3.08913e-16-0.00481693j 9.95664e-16+0.00604623j -9.85667e-16+0.0171617j -1.11283e-16+0.00652904j 8.98355e-16+0.0308873j 1.04791e-15+0.0139156j 7.74012e-15-0.0307386j -2.93227e-15-0.00698998j 5.78523e-15+0.00732499j 2.41817e-12+0.0217428j -2.51204e-15-0.00229652j 1.91397e-17+0.00101216j 1.68878e-15+0.00533343j 2.53012e-14-0.0182836j -3.91761e-16+0.00852991j -2.06931e-15-0.0135157j 1.97962e-15+0.0165745j 8.28447e-16-0.0109571j -9.99684e-16-0.0202656j -1.06689e-15-0.00107095j 2.36559e-15-0.0181042j -1.311e-15-0.00192393j -6.49307e-18+0.000653657j -1.65079e-15+0.0106324j -1.47217e-15-0.00573195j 1.35841e-15+0.00891469j 3.47556e-16-0.00214493j -1.20612e-15+0.0103284j -1.34357e-15-0.00332904j 1.73544e-15-0.0124744j -1.38261e-14-0.0193156j 5.78404e-15+0.0129412j 5.55756e-15+0.00220036j -6.27549e-16-0.0107763j 3.06739e-16+0.0010943j -3.21489e-16+0.00435872j 8.12008e-17+0.000498947j 5.53099e-16+0.0100013j 1.04644e-15+0.0034298j -2.73651e-16+0.0191658j -1.37953e-17-0.000236918j -1.21703e-15-0.0502337j -2.53086e-16+0.00593959j -4.46742e-16+0.00559207j -3.5666e-16-0.0279621j -1.43494e-14-0.0166981j -4.36473e-15-0.0285024j 
-4.94017e-16-0.00959224j 1.37539e-16-0.00964584j 4.60852e-16-0.00693651j 6.71391e-17-0.00929223j -1.03987e-15-0.00426345j 4.0374e-18-0.00632814j 1.15164e-15-0.0095197j 6.7536e-16-0.00284116j -4.76387e-16+0.00211234j 8.13787e-16+0.00434055j 5.70292e-16-0.00378243j -1.0261e-16-0.00489459j 5.21856e-16-0.00202748j 1.47703e-15-0.00185869j -1.66808e-15+0.00239799j -2.82327e-15+0.0102642j 1.34316e-15+0.00126265j -2.15175e-15-0.0239056j -8.64686e-13-0.00774543j 6.12949e-16-0.0051997j -5.264e-16-0.00744837j -2.21909e-15-0.0115932j 1.08401e-14-0.00754932j -2.65038e-15-0.00364244j 2.96261e-16+0.00306521j -2.04486e-15-0.00846008j -1.40495e-15-0.00629932j 1.15193e-15+0.00932818j -5.43816e-14-0.0186638j -3.76131e-16+0.00393433j 7.40499e-16+0.00604107j -3.22388e-16-0.00499693j -1.69105e-15+0.00755238j -7.88015e-16+0.00341211j -3.05471e-16+0.00765272j -7.59565e-16-0.00325664j 4.16532e-16-0.000393081j -1.3409e-15-0.00344207j -1.49192e-15+0.0169728j -1.37434e-15-0.00193325j 2.77398e-15+0.00151206j 2.84969e-15+0.0035153j -9.78768e-16+0.0161919j -2.95924e-16+0.00671045j -8.47465e-16+0.0116942j 2.42132e-16-0.00395305j -5.31473e-16-0.00556886j 5.60807e-16+0.0143363j -9.37841e-17-0.0069629j 7.00405e-17-0.00913941j -9.95675e-16+0.00141859j -1.35767e-15+0.030671j -2.36202e-17-0.0203308j 2.86798e-16-0.00207753j -1.86422e-14-0.0334872j -5.24098e-15+0.00798326j 
-9.65385e-16+0.00786083j 3.0514e-16+0.00191215j 7.5658e-16-0.00456951j 9.97459e-17+0.00397073j -1.55395e-16+0.00233272j 3.98668e-16-0.00180651j 1.5596e-15-0.0116946j 9.47034e-16-0.00315977j -3.01839e-16+0.00353725j 6.09841e-16-0.00975996j -1.55423e-16-0.00243003j -4.38174e-16+0.00292098j 2.21203e-16-0.00194858j 3.12837e-17-0.00588107j -7.00994e-16+0.00908163j 3.24768e-15-0.0106678j -3.44671e-17+0.00308138j -9.13704e-16-0.00470781j -4.36592e-13-0.00392086j 1.07674e-15+0.0100195j 1.66601e-15+0.000576722j 1.4584e-15+0.00446527j -9.09952e-15+0.0062594j -1.36555e-16+0.00148683j 7.68986e-16-0.00773142j 6.4816e-17-0.00585977j 7.9485e-16-0.00460486j 4.07004e-16-0.00479938j -1.33973e-14-0.00553814j 9.13047e-16-0.00198115j 6.62165e-16-0.00724005j 8.57856e-16+0.000381073j 1.37861e-15-0.00165698j 4.29102e-16-0.00373758j -3.6887e-16-0.00935704j -2.11754e-15+0.0135443j -1.02936e-16-0.00292568j -1.07615e-15+0.0116367j -4.34149e-16-0.0074076j 3.22913e-15+0.00703733j 7.3616e-15-0.00152474j 6.62004e-15+0.0227037j -1.12348e-15+0.0109994j -7.68161e-16-0.00439381j -1.86838e-15+0.00555619j 2.61276e-17+0.0104391j -6.43104e-16+0.00704703j 1.06187e-15-0.0173411j -1.15626e-15+0.0098448j -6.75407e-16+0.00947014j -5.9286e-16+0.00882279j -1.9405e-15-0.000199674j -6.97814e-16+0.0118484j 6.2748e-16-0.00407631j -1.18753e-15-0.00640145j -1.79164e-15+0.00131637j 
-2.08481e-15+0.0185366j 1.70483e-15-0.00771643j 9.90114e-16-0.000127216j 1.44533e-15-0.0065217j 2.11665e-16-0.00253792j -2.61176e-16+0.00469483j 9.06108e-16-0.0086746j 2.08022e-16-0.00269591j 5.10053e-16+0.00168341j 6.14778e-16-0.0090913j -1.25576e-15+0.00803553j -1.29407e-15+0.0073367j -2.02762e-16-0.00314669j -1.66476e-15+0.0121239j -1.36351e-15+0.00512212j -3.23551e-15+0.00742327j 4.53516e-16-0.00708807j -3.36779e-15+0.0033709j -1.38021e-12-0.0124305j -1.16114e-16+0.0100023j 8.53679e-16-0.00061201j -3.0363e-15-0.0291299j -8.09428e-15+0.00591709j 1.19789e-16+0.00451801j 7.5702e-16-0.00635261j -1.57351e-15+0.00265811j -1.88372e-15+0.00166105j 1.38011e-15-0.000744707j -2.04447e-14-0.00722744j 5.57518e-16-0.00162355j -2.88742e-15+0.0292993j 2.05398e-15-0.00995969j 1.14546e-15-0.00247943j 6.34262e-16-0.0170442j -1.13619e-15+0.00242239j -2.58305e-15+0.00837117j -3.16971e-15+0.0150156j -2.13335e-15+0.0119243j -2.21293e-15+0.0078559j 1.09929e-14+0.0214347j -1.33507e-15-0.0146454j -4.86741e-15+0.00655802j -1.56573e-15+0.0156458j -9.30272e-17-0.00024788j -1.38871e-15+0.0137866j 3.13217e-16-0.00374399j -2.69383e-16-0.00536004j -3.92385e-17+0.00535442j -3.25928e-16+0.000534094j 1.76496e-15-0.00826801j -1.27152e-15+0.015384j -2.98043e-15+0.0267259j 7.24519e-16-0.00509294j 1.48929e-15-0.00170583j -8.57973e-15-0.0253815j -5.2573e-15+0.026181j 
-9.86464e-14-0.0017468j 2.58477e-13+0.00459343j 2.186e-13+0.00389223j 1.84816e-13+0.00328407j 3.59145e-13+0.00637835j 3.68265e-13+0.00654842j 1.61779e-13+0.00288626j -2.73388e-13-0.00485693j 4.27109e-13+0.00759121j 3.80928e-14+0.000678455j -1.92626e-13-0.00342693j 8.225e-13+0.0146202j -7.93502e-14-0.00141477j -5.54708e-13-0.00985332j -1.7561e-13-0.00311025j -8.22307e-14-0.00146297j -1.07163e-12-0.0189668j -1.21188e-13-0.0021672j 6.11171e-13+0.00365472j 2.06206e-13+0.00364131j 3.03468e-13+0.00539559j 3.02121e-13+0.00533166j -1.83579e-13-0.00335124j 2.81012e-13+0.00496893j -2.28543e-13-0.00404591j 5.93928e-13+0.0105152j 1.89651e-13+0.0033232j 3.07476e-13+0.0054808j 9.41824e-13+0.0159019j 1.91429e-13+0.00341411j 5.43e-13+0.00965583j 3.83481e-13+0.00681626j 2.43065e-13+0.00435093j -7.16213e-14-0.00127625j -1.20258e-13-0.00212284j -3.78654e-13-0.00672647j 2.57689e-13+0.00457856j 1.0056e-13+0.0017944j -6.27497e-14-0.00111716j 1.28791e-12+0.0226216j 3.79554e-14+0.000675415j -1.75874e-13-0.00305945j 5.46478e-13+0.00971006j -2.29595e-13-0.00407751j 8.20249e-13+0.0145714j 7.06832e-13+0.0125614j -8.46763e-14-0.00152714j 4.90354e-13+0.00872366j -3.27906e-13-0.0058284j 2.53304e-13+0.00449805j 4.28708e-13+0.0076252j 3.27293e-13+0.00580694j -2.18791e-13-0.0039004j 2.92986e-13+0.0052315j -2.93615e-13-0.00513538j -1.5613e-13-0.00274583j 
-2.28529e-16-0.00413872j -1.94365e-15+0.0179313j 3.67492e-16-0.0321768j 6.72536e-16-0.0146328j -2.13283e-16+0.00606625j 3.79518e-16-0.00955095j 4.22707e-16-0.0134655j -1.0359e-16+0.00290517j 1.59116e-16-0.0206574j 9.32246e-16+0.00886394j -5.59137e-16+0.00560077j 7.17393e-17-4.46615e-05j 9.08974e-17-0.00195266j -6.52016e-16+0.00541738j -7.70737e-17+0.00224993j 1.80579e-15-0.00789856j -4.95051e-16-0.00255366j -4.85203e-15+0.00504693j -1.97608e-12-0.017781j 1.27937e-15+0.0188932j 1.97281e-16-0.0250436j -9.65494e-16-0.000870636j -2.21294e-14+0.0139436j -2.76004e-16-0.00688421j -1.48099e-15-0.00251157j 4.77537e-16-0.00374013j 2.39913e-15+0.00218472j -1.88678e-15-0.00619244j 5.59837e-14+0.0193898j -1.68728e-15+0.0038767j -1.57331e-15-0.00242419j 3.11167e-16-0.000796243j 8.35195e-16-0.00908665j 4.35384e-15+0.0131748j 1.56962e-15-0.00181898j 3.83876e-16+0.0272142j -1.63369e-15+0.0194565j 1.76425e-15-0.0133622j 2.33034e-15-0.00231658j -7.12586e-16-0.000113855j 5.49828e-15+0.00442914j 5.21068e-15+0.00728671j 6.01101e-16-0.000344208j 4.92854e-16-0.00599221j 9.90911e-16+0.00166422j 9.30827e-16-0.00540592j -3.33215e-16+0.0167199j 3.96098e-16-0.020893j -2.02892e-16+0.00627178j 1.21649e-15-0.0215587j 1.84759e-16-0.0150003j 2.09247e-16+0.015265j -4.18795e-16+0.00446044j 1.01996e-15-0.0459756j -2.57364e-14-0.0390739j -6.24364e-15-0.00569641j 
-5.92857e-15-0.0133467j -6.01116e-15-0.0190784j -2.92248e-16+0.00161361j -4.88884e-16+0.000769448j -7.81112e-15-0.0186367j -2.22661e-15-0.00574448j 2.18855e-15+0.00587268j -5.59892e-16-0.0010965j -1.16704e-15-0.000464122j 2.21719e-15+0.00462915j -2.49753e-15-0.00427088j -2.6721e-15-0.00681415j -6.11016e-16+0.000581115j 3.34161e-15+0.00935636j -3.45024e-15-0.0122283j -8.99114e-17-0.00122334j 9.88299e-15+0.0176145j -3.0219e-15-0.0010384j -1.25086e-12-0.0112051j -6.8434e-15-0.0135813j 3.39233e-15+0.00808357j 1.71856e-15+0.0045145j -1.19757e-14+0.0131864j 3.43569e-15+0.0025612j -6.23209e-15-0.0153096j -1.47847e-14-0.0286099j 1.02372e-16-0.000695743j -1.13367e-15-0.000575181j 1.24238e-14+0.0044442j 2.91395e-17-0.00183361j -2.9584e-16-0.00185874j -2.7219e-15-0.0067141j -1.4461e-16-0.00656769j -2.69751e-15-0.00495531j -1.4187e-14-0.0261648j -3.30612e-15-0.00492076j -3.60385e-15-0.0130174j 5.278e-15+0.0127263j -1.40066e-15+0.00105338j -1.03227e-15-0.00269694j 6.42197e-15+0.00833853j 8.38038e-15+0.0036064j 8.78318e-15+0.0158776j 2.50523e-16+0.00300725j -2.14005e-15-0.00686951j 5.86054e-15+0.0108023j 3.25737e-15+0.00943309j -4.84603e-16-0.000771819j 9.38203e-16+0.00290246j 1.58996e-15+0.00627073j -4.30904e-15-0.0101249j 4.2437e-15+0.00667421j -2.60666e-15-0.00484261j -8.39325e-16+0.00137054j -1.84046e-14-0.012288j -1.21926e-14-0.0237419j 
1.31543e-16-0.00100185j 9.93733e-17-0.00486456j 6.27817e-16+0.00256205j 1.87634e-15+0.0101255j 5.58194e-16+0.00022629j -1.57416e-15-0.00588817j -1.30255e-15-0.00643847j -1.05e-15-0.00626669j 2.94245e-15+0.013024j -1.6544e-15-0.00626976j 1.78024e-15+0.00651129j -2.92682e-16-0.00598636j 8.05564e-16+0.0040675j 1.42136e-15+0.00597517j -2.55581e-15-0.00950186j -1.02528e-16+0.013848j 7.52361e-16+0.00399853j 3.65876e-15+0.0126669j -3.07734e-13-0.00278698j -3.0152e-16-0.00137399j 3.03515e-15+0.0112602j -3.08487e-15-0.00631647j -7.66098e-15+0.0064685j 1.2889e-15+0.00100052j -6.43625e-16-0.00202317j 2.46007e-15+0.0030549j 1.25339e-15+0.00192075j 9.53687e-16+0.00547898j 1.52063e-14+0.00518235j 3.40829e-16+0.00364723j 1.98794e-15+0.00617773j -1.40891e-15-0.00712057j 1.36308e-15-0.000381501j -1.98823e-15-0.006892j 9.32988e-16+0.00202953j -2.22974e-16+0.000519675j -7.06442e-16-0.00956486j -2.36157e-16-0.00124822j 5.72353e-16+0.00431537j 3.42012e-15+0.00140468j -3.86739e-15+0.00333037j -7.06531e-15-0.0136432j -2.16042e-15-0.00607276j 9.37303e-16+0.00459668j 1.11834e-15-4.44493e-05j -1.15364e-15-0.00235341j 2.43115e-15+0.0111362j -1.16716e-15-0.00451892j 1.56673e-15+0.00554502j 3.12045e-15+0.0132601j 1.79123e-16-0.00187862j -6.87971e-16-0.00136352j 2.20332e-15+0.00754863j 4.13554e-16+0.00361878j 3.6652e-16+0.00162952j -1.57617e-15-0.0119013j 
5.78309e-17-0.000876452j 1.97815e-15-0.0172515j 9.02506e-17-0.000927718j 3.66429e-16-0.0126556j 5.15499e-16-0.0169854j 2.35636e-16-0.00399471j -3.82439e-16+0.00347331j -6.03802e-16+0.00638742j 2.09465e-16-0.00855705j -1.66528e-16+0.0056182j -2.40085e-17-0.00527065j 1.95009e-17-0.00189105j -7.72383e-17-0.00641568j -6.48061e-16+0.01195j 3.75352e-16-0.00440334j 1.38524e-16+0.00255022j -6.70373e-16-0.000906333j -3.00938e-15-0.0121704j -9.6349e-13-0.00865134j 1.76974e-15+0.0012221j -7.21424e-16-0.00207931j 3.14735e-16+0.00308364j 6.02287e-15-0.00511388j -2.12919e-15-0.00758893j -4.04319e-16-0.00315527j 1.90932e-15-0.00383758j 3.23563e-15-0.00621575j -5.9576e-16-0.0122477j 4.47099e-14+0.0162669j -2.3888e-15+0.00688655j -1.48329e-16+0.00744093j -8.957e-16+0.00196708j -9.81347e-16+0.00300747j -1.76208e-16+0.00580899j -3.57661e-16-0.0116317j -6.25785e-16-0.00710681j 7.04059e-16+0.00683839j -1.80697e-15-0.00639971j -1.58466e-15+0.0210762j 3.64547e-15+0.00649687j 6.40097e-15+0.00707813j 6.44535e-15+0.00951728j 3.60324e-16-0.00291554j 9.88714e-18+0.0022905j 4.39138e-17+0.0143297j -1.26091e-16-0.00402082j -4.11775e-16-0.0070384j 6.60471e-17-0.00310487j -8.48012e-17+0.000561727j 2.09095e-18+0.00974576j 3.92019e-16+0.0119002j 6.07833e-16+0.00642418j 3.61339e-16-0.0091272j 1.77924e-16+0.0120244j -2.1518e-15-0.00760744j -5.00961e-17+0.0200809j 
2.53416e-16+0.0173681j 1.97793e-16-0.00382983j 4.37241e-16+0.00923412j 4.06592e-17-0.00071178j -6.4342e-16-0.000223714j 5.46438e-16+0.0314402j -5.90263e-16-0.00334859j 9.62251e-17-0.00987827j -2.67018e-16-0.00582466j -1.07042e-17-0.00295839j 4.3784e-16-0.00106593j 2.8005e-16-0.00223373j 3.98422e-16+0.000679192j 6.69465e-16-0.00696692j -4.41289e-16+0.0103917j -1.52943e-15+0.00218663j -2.4055e-15-0.014655j 2.54036e-15+0.00558041j 7.98835e-13+0.00717469j -1.62249e-15-0.00326968j -3.27672e-16-0.00623524j 8.25917e-16+0.00535244j -8.14897e-15+0.00473512j -1.59104e-15-0.00886373j -1.30812e-15-0.00165102j 1.22946e-15+0.000126141j -1.82958e-15+0.0152194j 9.44122e-16+0.0146501j 4.59392e-15+0.00108882j -7.34852e-16+0.00727002j -1.90364e-17-0.00771482j -2.34607e-16-0.0153054j 2.46692e-16-0.00568689j 4.24811e-15+0.0148464j 1.92149e-15+0.00687477j 1.1424e-15+0.00519473j -6.16458e-16+0.00513871j 2.6913e-15-0.00704253j 1.73313e-15-0.0173332j -5.71258e-15-0.0101489j -1.15656e-14-0.00435051j -1.33586e-14-0.0276719j 4.4378e-16+0.0243237j 1.70733e-16-0.00569592j -3.56687e-16-0.0172752j 3.71558e-17+0.0013298j 8.35898e-16+0.00526482j 2.26226e-16+0.00933924j 7.93327e-16+0.00688201j -4.55279e-16-0.0284217j 3.09443e-16+0.00930477j 1.26286e-15+0.0248097j -2.05871e-16-0.00678894j -5.91686e-16-0.00578753j -1.67801e-14-0.0252614j -2.87406e-15+0.00528438j 
5.13212e-16+0.00543837j -1.45363e-15+0.0145927j 4.92436e-16-0.0120551j 5.626e-17-0.0144819j -3.46607e-16+0.0114191j 8.02113e-17-0.00461116j -2.31895e-16+0.0135797j 5.37098e-16+0.0155012j -5.49354e-16-0.0123551j 6.73434e-16+0.00396626j 7.37194e-16+0.00757149j -1.50538e-16+0.00768565j 2.21496e-19+0.00641193j 5.60922e-16-3.14064e-06j 8.08251e-16-0.00146992j 4.45204e-15-0.0148529j -3.89089e-17+0.00385681j -1.29694e-15-0.00122873j -2.6371e-13-0.00236663j 8.99306e-16+0.00825666j -5.51874e-16-0.00568118j -1.42254e-15-0.00161614j -1.04839e-14+0.00671119j -2.96267e-15-0.0111928j 3.11081e-16+0.0020391j -1.97138e-15-0.00462059j -3.41486e-17-0.0139705j -5.09178e-17-0.0144118j -3.54147e-14-0.0117806j -5.24475e-16-0.00139185j -9.17398e-16-0.00499782j -2.05815e-16-0.00169826j -5.32169e-16+0.0141021j -1.72737e-16-0.00469464j 1.44477e-15+0.00544024j 1.41892e-15+0.0221842j -3.63178e-16+0.00255475j -1.71529e-15-0.000779339j -5.17419e-16+0.00704254j -1.03654e-14-0.0136818j 5.05495e-15-0.00718022j 6.17659e-15+0.0183151j -4.71181e-16-0.0145159j 5.49017e-16-0.0082551j 8.86033e-17+0.00681665j -7.17544e-16-0.00414939j 5.88285e-16-0.00900836j -5.24376e-17-0.00955668j -2.16505e-16-0.0127515j -3.43055e-16+0.00300817j 6.13939e-17-0.0125268j -1.71741e-16-0.00854164j -1.5823e-16+0.0109398j -1.63956e-16-0.00115301j 9.72418e-15+0.0145048j 2.71221e-15+0.003478j 
