3.11364e-13+0.0756035j 2.491e-14+0.22774j 1.13626e-15-0.0886821j 1.85074e-15+0.113841j 1.73064e-15+0.129864j -2.72483e-15-0.16158j 2.37349e-15-0.0528401j 2.49373e-15+0.13957j 2.21017e-15+0.168982j -1.00658e-14-0.0727237j -1.35101e-14-0.111777j -3.1e-15-0.0553189j 3.97088e-15+0.146001j -4.32934e-15-0.0813682j 2.49869e-15-0.0726134j 4.95339e-15+0.0956212j 5.17112e-14-0.19462j 3.34734e-14-0.0438173j -2.69335e-14+0.122923j 2.06363e-15-0.143607j -2.95701e-14-0.0745272j -2.94875e-15-0.177633j 7.15554e-15-0.0862934j -6.45787e-15-0.0697366j 7.02305e-15+0.0544799j 7.351e-15+0.0730551j 7.02351e-15-0.112219j -3.44758e-14+0.0335618j -4.79128e-15+0.108741j 3.72517e-14+0.0773515j -1.87605e-14-0.0783797j 7.31778e-14+0.0644535j -1.04299e-12+0.11006j 5.62913e-14-0.0445127j 1.19471e-13-0.281734j 1.21973e-12+0.147224j 3.25415e-14+0.0771021j 8.5914e-14+0.0808054j -1.67348e-13+0.157936j -8.24247e-14+0.0863552j -1.22666e-14+0.0177192j -1.35726e-13+0.172135j 1.46778e-14+0.121672j 1.14663e-14-0.0126115j 3.03002e-15-0.00715894j 1.45278e-14-0.0434734j 1.322e-14-0.0639345j 6.22708e-15+0.097057j 3.14871e-15+0.158159j -9.11379e-14-0.0858737j -2.82241e-14+0.022573j -3.10948e-14-0.111316j -5.62898e-15+0.0141272j 6.03598e-14-0.194079j 2.57742e-14-0.01746j 3.31134e-15+0.0905426j 1.89979e-12+0.202863j 3.13608e-15+0.00625475j 1.3328e-15-0.026363j 1.44119e-14+0.108646j -4.28995e-15-0.00449946j 5.93054e-15+0.0816318j -4.89079e-15-0.0911967j -5.17383e-15-0.147727j -2.57789e-15+0.0888563j -2.42054e-15+0.0368119j 2.17439e-14-0.158283j 2.2516e-14+0.0339522j -1.95505e-15+0.0142305j -4.57944e-15-0.173117j -1.12394e-14-0.175119j 3.18572e-15+0.0502927j -5.95622e-16+0.000243615j 4.91677e-15-1.35671e-05j -1.5168e-14-0.168019j 2.51477e-14+0.141708j -3.1138e-13-0.173812j 
1.16376e-15+0.000261615j 1.36861e-16+0.00108529j 4.67002e-18-0.000665729j 2.31154e-17+0.000447779j 2.834e-17+0.000623763j -4.09573e-17-0.000569405j 1.91835e-17-0.00059827j 3.55479e-17+0.000947817j 3.37076e-17+0.000987789j -9.5235e-17-0.000704281j -1.12003e-16-0.000767387j -3.32594e-17-0.000144551j 3.17792e-17+0.00130598j -2.90484e-17-0.000771827j 1.54765e-17-0.000752854j 4.90569e-17+0.000154659j 2.0532e-16-0.000982509j 1.62016e-16+0.000128282j -1.62667e-16+0.00117397j -5.66917e-18-0.000955122j -1.88151e-16-0.000339915j -5.43685e-17-0.00136099j -2.20574e-17-0.000124066j -9.93924e-18+0.000226204j 9.61424e-17-0.000434305j -1.58391e-18+0.000405149j 9.42152e-17-0.000880428j -3.99787e-16+0.000517225j -3.29786e-17+0.000576844j 2.01749e-16+0.000511826j -1.49189e-16-0.000172916j 1.85267e-16+0.000299733j -9.69483e-16+0.00012274j 4.06431e-16-0.00103008j 9.66153e-16-0.00191176j 7.76941e-15+0.00095068j 5.805e-17-3.58993e-06j 8.08613e-16+8.74182e-05j -1.48779e-15+0.00116987j -4.6966e-16+0.000492237j 2.04849e-17-0.000349381j -6.6653e-16+0.00086354j 1.18771e-16+0.000952398j 9.32903e-17-0.000811069j 1.11612e-17-0.000256072j -3.25316e-17+0.000198493j -4.27546e-17-0.000180949j 3.8962e-17+0.000497964j 1.8292e-17+0.00106467j -3.10431e-16-0.000372169j -7.54144e-17+0.000450726j -1.99174e-16-0.000637038j -9.3577e-17-0.000643j 1.22289e-16-0.000627664j 9.7792e-17+0.000146015j 3.33782e-17+0.000796588j 1.17729e-14+0.00125312j 3.03829e-17+0.000133169j 5.74131e-17+0.000250954j 1.31924e-16+0.000805488j -3.38216e-17+0.000154057j 7.47852e-18+5.83461e-05j -4.46833e-17-0.000915341j -5.50229e-17-0.00120023j 5.11827e-18+0.000871422j -1.05296e-17+8.70979e-05j 1.19147e-16-0.00100485j 2.99603e-16+0.000465896j -1.11649e-17+8.69205e-05j -4.94423e-17-0.00113435j -7.84121e-17-0.000727573j 2.92881e-17-5.2656e-05j -7.54658e-18+0.000120834j 3.23134e-17-0.00020567j -9.1873e-17-0.000826527j 1.46636e-16+0.000591568j -1.5145e-15-0.000834907j 
-1.24046e-15-0.000304996j -2.97489e-16-0.000434496j 3.76874e-17-0.00014756j -1.07316e-16-0.000198619j -1.14995e-16-0.000180295j 1.62957e-16+0.000361414j -8.49813e-19-0.00025273j -1.32445e-16-0.000211767j -1.35072e-16-0.000135346j 4.30417e-17-4.56314e-05j 1.24742e-16+0.000176777j 5.90462e-17+0.000137347j -1.16593e-16-1.21073e-05j 7.57498e-17+3.95676e-05j 4.25791e-17-5.79333e-05j -1.20517e-16-0.000377297j 1.01644e-16+0.000251887j 5.88089e-18+0.00011791j -5.31312e-17+0.000154754j 9.30788e-17+4.02205e-05j -1.55339e-17-6.82345e-05j 1.26657e-16+7.30218e-05j 8.59963e-17+0.000355224j 1.69595e-16+0.000539928j -6.71062e-17-0.000375018j -6.02509e-17-7.33773e-06j 9.33187e-17-6.42842e-05j -1.05864e-16+0.000120657j -6.83314e-17+5.63547e-05j -7.43804e-17+3.53599e-05j 7.88131e-17+0.000260852j -2.61779e-16-4.95453e-05j 3.67874e-15-0.000388679j -2.74992e-17-0.000305144j 2.17824e-16+0.000208869j 4.27925e-16+7.21128e-05j -1.85e-16-0.000314607j -1.06202e-16-0.000272586j -6.91436e-17-0.000137117j 8.82198e-17-0.00015556j 6.24357e-18-0.000330233j -5.87758e-17-0.000100538j -1.59995e-16-0.000241583j -2.40934e-17-0.00035249j -1.61429e-17-0.000135801j 6.51753e-18+0.00033188j -3.45093e-18+0.000179982j -9.21812e-17-5.86981e-05j -1.0702e-16+5.33932e-05j 2.06e-16+0.000117593j 2.50599e-17+2.58861e-05j 7.91892e-17+4.77983e-05j -1.08937e-16-0.000415545j 2.71346e-17+0.000471804j -1.803e-17+0.000183723j -7.82836e-17-6.97542e-05j -1.04644e-15-9.5436e-05j -3.36074e-17-0.000102406j 5.19418e-17+0.00016298j -6.20665e-17+7.89151e-07j 2.72929e-17+0.000267525j -1.27397e-16-0.000313314j 5.97369e-17-3.2754e-05j 1.10259e-16+4.21465e-05j -5.71804e-17+1.36835e-06j -4.67986e-17-0.0001634j 1.11708e-16+0.000179373j 5.52879e-19+3.83232e-05j 1.80224e-17+0.000133217j 1.5453e-16+0.000192623j 1.66822e-16+0.000258538j -9.2008e-17-0.000348339j 2.8553e-17+0.000170755j -3.5238e-17-0.000199738j 1.48721e-16+0.000143794j -2.05274e-16-0.000427263j 7.13108e-16+0.000297657j 
2.17323e-15+0.00058618j 1.38916e-16+0.000785188j -1.16366e-17+0.000312959j 1.57449e-18+0.000305428j 5.29221e-19+0.000294106j 2.14586e-18-0.000586414j -1.36605e-17+0.00047339j -6.07407e-18+0.000486963j -2.32964e-19+0.000235391j -2.78597e-18+8.65986e-06j -3.66642e-17-0.000410457j -5.99033e-18-0.000208739j 1.18785e-17+0.000172001j -1.17598e-17-0.000192203j 7.38804e-18+1.41025e-05j -8.19465e-18+0.000639724j 1.00008e-16-0.000420676j 5.07395e-17-7.32777e-05j -1.43541e-17-0.000201693j 2.16787e-17-8.10822e-05j 1.17784e-16+0.000236432j 1.88045e-17-0.000237752j 3.91504e-17-0.000604139j -6.18447e-17-0.000920438j -2.84022e-17+0.000490908j 1.63256e-18-2.6703e-05j -3.71971e-17+9.53546e-05j 1.50856e-16-0.000144597j 2.19956e-17-0.000207437j 4.15935e-17-8.93346e-05j 2.95098e-17-0.000433994j 3.42255e-16+4.9083e-05j -5.94757e-15+0.000605209j 5.27671e-17+0.000366792j 1.12378e-16-0.000477105j -1.44698e-15-0.000192096j 1.18126e-16+0.000480032j 1.25092e-16+0.00041355j -3.23011e-16+0.000359487j -3.63874e-16+0.000314097j -1.15433e-16+0.000543959j -4.27486e-17+8.702e-05j 6.35488e-17+0.000614955j -3.13873e-17+0.000476756j -4.66344e-18+0.00021728j 1.13255e-16-0.000536131j 1.14122e-16-0.000296815j 4.0603e-17+5.8867e-05j 1.94948e-17-0.000130511j -1.5378e-16-0.000171935j -4.76047e-17+7.8393e-05j 1.4428e-17-5.31139e-05j 6.10102e-17+0.000615714j 2.83308e-16-0.000765257j 1.00324e-16-0.000300976j -3.20092e-18+0.000244309j 1.50051e-15+0.000159j 1.79876e-17+0.000278812j -9.28042e-18-0.000175807j -1.82252e-17+2.78267e-05j 5.37829e-17-0.000532133j 3.73612e-17+0.000491494j 7.01912e-18-6.06739e-05j 4.40163e-18-0.000186645j -1.65513e-17+0.000120186j -1.25052e-17+0.000301064j 5.88621e-17-0.000379135j 1.42783e-17+2.0512e-05j -6.22395e-19-0.000312637j -3.13695e-18-0.000422899j -1.89108e-17-0.000379295j 1.0693e-18+0.000620428j 3.27364e-18-0.000339075j 2.05645e-18+0.000365787j -2.54309e-17-0.000182832j 6.37303e-17+0.000812151j -9.71416e-16-0.000523877j 
-9.9275e-16-0.000277419j -9.37234e-17-0.000236926j 5.00765e-17-0.000331333j -3.001e-17-0.000165086j -2.78116e-17-7.56338e-05j 2.96735e-17+0.000344001j 4.47605e-17-0.00046709j -1.6393e-18+8.57036e-05j -3.72203e-17+9.98882e-05j -2.40994e-17-0.000312741j -1.12439e-17-6.81046e-05j 7.00525e-18+0.00016218j -1.99861e-17+0.000470573j 3.88905e-18-0.000263747j 1.43559e-17-0.000355146j -4.19515e-19-0.000459426j 5.91191e-18+6.67822e-05j 2.48123e-17+0.000295329j -6.66764e-17+0.000582545j 2.86504e-17-0.000223133j -3.85153e-17-8.79167e-05j 2.75366e-18-0.000374392j -3.67336e-17+0.000437066j 4.93398e-17+0.000778203j 2.8455e-17-0.00073792j -6.21067e-17+7.14901e-05j 1.04816e-16-0.000342117j -2.60558e-16+0.000353458j -7.68096e-17+0.000145311j -2.12563e-17+0.000166005j -4.03715e-17+0.000305949j -2.71281e-16-1.07002e-05j 5.19143e-15-0.000527046j 1.04595e-16-0.00081551j 3.8701e-16-0.000354297j 2.31633e-15+0.000304566j -1.45121e-16-0.000463267j 2.70615e-16-0.000378068j -5.18905e-16+0.000246309j 3.21671e-17-2.92247e-05j 1.0321e-16-0.000550182j -1.0233e-16+3.92825e-05j 1.66748e-17+0.000109952j 3.84069e-17-0.000793484j 3.33849e-18-0.000262775j -1.09707e-16+0.000518909j -1.05508e-16+0.000196044j -4.62492e-17+2.77306e-05j -6.89558e-17+0.000335569j 1.71836e-16+7.50925e-05j 7.18619e-17+0.000259119j -9.74994e-18-9.1323e-05j -8.80245e-17-0.000804678j -1.61692e-16+0.000481534j -4.79957e-17+0.000293946j 6.44238e-18+0.00023119j 2.01507e-15+0.000219956j 2.47868e-17-1.41371e-05j 6.81361e-17+0.000368423j 2.7187e-17+0.000249217j -4.94262e-17+0.000335713j -5.79428e-17-0.000433227j -6.85452e-18-0.000392878j 5.42002e-18-0.000371705j 8.17292e-18+0.000343926j -4.3694e-19-0.000173924j 3.62815e-17-0.000101931j 1.5905e-16+0.000250131j -2.46881e-17+0.000131442j 1.91991e-17-0.000137625j 5.10231e-17+0.000189337j 7.23189e-18-0.000454527j -1.77812e-17+0.000221015j 1.70377e-17-0.000301425j 5.74754e-17+1.04626e-05j -2.18736e-17-0.000333181j 3.14239e-16+0.000148175j 
3.75062e-16+9.15428e-05j 3.8973e-17+0.000153107j 2.9105e-17+8.65374e-05j 2.09838e-18+0.000215528j -2.9529e-18+0.000119657j -5.86819e-18-0.00034954j 2.91705e-17+0.00022931j 2.33606e-17-0.000257451j -6.2634e-18-2.54324e-05j 3.43727e-17+0.000328932j 7.31171e-18+0.00022159j 8.6626e-18-0.000180038j 1.88043e-17-0.000574144j -2.13319e-17+0.000398502j -1.3275e-17+0.000388501j 1.84436e-17+0.00035928j 7.60625e-17-0.000125302j 4.4877e-17-0.000466068j 3.05129e-18-0.000488849j 6.92966e-18+0.000135005j 9.76047e-18-0.000192333j 8.74512e-18+0.000423575j 3.25242e-17-0.000336716j -7.70287e-17-0.000568049j -4.61461e-17+0.000819593j 5.19267e-17+4.82236e-05j -5.39435e-17+0.000231722j 2.00116e-16-0.000354498j -2.27942e-17+0.000146149j 1.00667e-17-3.62007e-05j 1.11063e-17-0.000259993j 2.29484e-16+9.58036e-05j -5.03196e-15+0.000514715j -9.48322e-17+0.000852222j -3.85663e-16+0.000391368j -2.03996e-16-3.43208e-05j 1.64613e-16+0.000457417j -3.72594e-16+0.000388938j 7.18384e-16-0.000363883j 8.63042e-17-4.59202e-05j -5.68913e-17+0.000428038j -1.73287e-16+0.000188856j 9.64244e-18-0.000428144j -8.61453e-18+0.000790778j 2.10217e-17+0.000209362j 9.01847e-17-0.000434667j 1.04396e-16-0.000177001j -1.08441e-17+9.03429e-05j -1.24055e-17-0.000109517j -2.63879e-16-0.000134633j -8.50549e-17-0.000409626j 9.028e-18-2.56474e-05j 8.5127e-17+0.00074676j 1.80196e-16-0.000474251j 2.84248e-17-0.000235198j 1.5574e-17-0.000373991j -8.11281e-16-8.28935e-05j 1.0114e-17-0.00018803j -5.8182e-17-0.000462524j -4.3748e-17-0.000196336j -4.42059e-17-9.10325e-05j 5.20114e-17+0.000411568j -2.2906e-18+0.000470172j 2.6852e-19+0.000434104j 2.32337e-18-0.000448096j 1.97175e-17+9.05128e-05j -3.58121e-17+0.000162005j -1.94948e-16-0.00032936j -2.87864e-17+7.63634e-05j -1.27579e-17+0.00022296j -1.82397e-18-0.000306212j 2.86178e-17+0.000283792j -2.17227e-17-6.29419e-05j 2.08254e-17+0.000162957j -7.09951e-19-0.000180113j 5.13881e-17+0.000117985j -2.34673e-16-0.000127517j 
-3.04731e-15-0.000725551j -7.32282e-16-0.00174724j 1.98744e-16+0.000398089j -2.95731e-16-0.000846933j -3.16264e-16-0.000931938j 4.1936e-16+0.00127248j 9.35405e-17+9.715e-05j -2.75023e-16-0.00104412j -3.87993e-16-0.00113329j 1.75442e-16+0.00041329j 3.0331e-16+0.000843857j 1.68097e-16+0.000444148j -2.68983e-16-0.00091958j 1.49638e-16+0.000548036j 8.87185e-17+0.000405289j -2.79032e-16-0.000893504j 8.44188e-17+0.00138339j -5.88495e-17+0.000338487j -4.2981e-17-0.000622478j 2.83019e-16+0.000901749j 3.39955e-16+0.000368177j 3.40973e-16+0.0011541j 1.63703e-16+0.000819091j 2.85761e-16+0.000875242j -2.61767e-16-0.00061537j -2.26716e-16-0.000438778j 2.0314e-16+0.000624865j 1.0121e-16-0.000112499j -2.60138e-16-0.000586077j -4.22472e-16-0.000430672j 3.04634e-16+0.000690066j -7.77118e-16-0.000423259j 9.07854e-15-0.000979583j -3.76734e-16+4.10419e-05j -1.80376e-16+0.00189743j -7.1459e-15-0.000812943j -4.9435e-16-0.000718766j -7.79286e-16-0.000706678j 8.12898e-16-0.00109185j 4.76792e-16-0.000661032j 4.3699e-17-0.000381355j 4.40156e-16-0.00110558j -3.05341e-16-0.000976446j -1.32419e-16-0.00019681j -2.60615e-17-6.85205e-05j 1.27716e-18+0.000535869j 2.37239e-17+0.000535001j -2.90046e-16-0.000626313j -3.78507e-16-0.000900405j 8.57857e-16+0.000611022j 2.16431e-16-0.00013813j 4.40926e-16+0.000705563j -1.24973e-16-0.000417221j -1.71429e-17+0.00155953j -1.38518e-16+0.000257654j -1.59271e-16-0.000628887j -1.26442e-14-0.0013022j -1.14341e-18-0.000144333j 1.27447e-16+0.000276298j -2.94184e-16-0.000659757j 9.52241e-18+0.000267402j -2.89809e-16-0.000747641j 1.59901e-16+0.000544712j 2.93182e-16+0.00094816j -1.05792e-16-0.000558229j -6.81473e-17-0.000363926j 1.67435e-16+0.00111933j -1.52759e-16-0.000189064j -4.29264e-17+4.31983e-05j 3.76142e-16+0.00122402j 5.12958e-16+0.00126118j -1.57688e-16-0.00060181j -3.72716e-19+0.00015179j -4.356e-17-0.00017317j 5.11418e-16+0.00112154j -4.97384e-16-0.00123037j 2.74514e-15+0.00130147j 
1.18227e-15+0.00029504j 8.30029e-17+0.00063169j 5.40796e-17-0.000103589j -1.45657e-17+0.00024977j -1.40854e-17+0.000305081j 6.96029e-18-0.000387538j 5.28468e-17-2.7364e-05j 2.40923e-17+0.000490025j -2.34392e-17+0.000405225j -2.61646e-17-0.000233191j -6.50675e-17-0.000402984j -3.6909e-18-0.000117669j 1.47914e-17+0.000499794j -2.79675e-17-0.000329886j 1.14582e-17-0.000248511j 2.11898e-17+0.000272714j 1.34559e-16-0.000466778j 1.06007e-16+2.74104e-05j -9.18082e-17+0.000319043j 4.01879e-17-0.000341561j 4.36354e-17-1.86375e-05j 2.03032e-18-0.000537378j -3.68202e-18-0.000250512j -5.71468e-17-0.000246089j 2.31203e-18+1.59751e-05j -3.27503e-17+0.000119826j 5.35013e-17-0.000255936j -8.45394e-17+0.000124073j -7.02424e-17+0.000106937j 4.58788e-17+0.000133798j -3.79804e-17-0.000206529j 1.54354e-16+0.000112038j -2.34761e-15+0.000245655j 1.53798e-16-0.00022241j 3.90878e-16-0.000801357j 1.91938e-15+0.000238121j 5.05201e-17+0.000160917j 3.06135e-16+0.000167998j -6.14691e-16+0.000518285j -2.82297e-16+0.000274354j -1.12952e-17+7.3278e-05j -2.89608e-16+0.000305379j 1.06251e-16+0.000542641j 2.33122e-17-0.000110057j 1.30197e-17-9.39493e-06j 1.59999e-17-0.00011898j 2.82862e-17-0.000161514j -6.21228e-18+0.000179757j -4.90129e-17+0.000299348j -1.27797e-16-0.000179027j -1.44894e-17+0.000185132j -2.3799e-17-0.000224329j 1.24869e-18-4.08992e-06j 1.57871e-16-0.000467972j 5.74253e-17-5.58638e-05j 2.46031e-17+0.000356156j 4.31855e-15+0.000464702j 5.34082e-17+0.000149422j 3.64921e-17+2.96671e-05j 1.35492e-17+0.000275545j -3.66722e-17-0.000141178j 1.02308e-17+0.000186325j -1.43446e-17-0.00033037j -9.23853e-18-0.000467174j 3.58245e-18+0.000337218j 3.34927e-18+0.000135092j 6.86701e-17-0.000466673j 1.17343e-16+0.000166822j -4.42313e-17-8.76186e-05j -1.18111e-17-0.000526046j 1.01183e-17-0.000364515j 3.65562e-17+0.000200796j -3.10826e-17-8.25044e-05j 3.75643e-17+6.21092e-05j 1.29859e-17-0.000328483j 9.37373e-17+0.000483002j -8.19414e-16-0.000456559j 
2.7136e-15+0.000837935j 1.15835e-16-0.000540097j -1.84968e-17+0.00193203j -3.8942e-17-0.00100353j -2.4528e-17-0.000946839j 4.51768e-17+0.00102199j -3.90045e-17+0.00161101j -3.74171e-17+0.000770773j -4.16102e-17-0.00119143j 7.9889e-18-8.03184e-05j -6.091e-17-0.000736554j -7.68034e-18+0.00050777j -2.34561e-17+0.000560538j 1.71425e-17-0.000892335j 2.74803e-17-0.000245987j -8.02914e-17-4.67415e-05j -5.0577e-16+0.00132314j -3.02682e-16+0.00172124j 2.15679e-16-0.000727519j 7.32672e-17+0.00108096j 8.86642e-16+0.00234645j 5.6007e-17+6.46037e-05j -1.17214e-16-1.3525e-05j -2.88998e-17-0.000616871j -5.99043e-17-0.00147604j -3.03024e-16-0.00114834j 8.25655e-18+0.00101316j 3.32061e-16+0.000167627j 6.44618e-17-0.00252686j -4.12387e-16-0.00116154j 2.672e-16+0.000249318j -4.51516e-16-0.000922129j 7.57957e-15-0.000825545j -2.15821e-16-0.000784309j 8.1513e-17+0.000614832j -1.97151e-14-0.00239469j -4.75764e-16-0.000679721j 5.30064e-16-0.000748174j -1.21376e-15+0.000423224j -4.79587e-16+0.000172778j -7.65089e-19+0.000371675j 1.96126e-15-0.00241109j 1.68094e-16+0.00196758j -2.00842e-16-0.000604837j -8.4874e-17+0.000206865j -1.19006e-16-4.35076e-06j -1.02639e-16+0.000296133j 4.40594e-17-0.00127537j -4.67019e-17-0.00208263j 1.42645e-15+0.000876146j 5.11301e-16+0.00125637j 4.63975e-16+0.00127324j 7.52527e-17-0.000313211j -3.35008e-16+0.00118131j -9.33979e-17-0.000115733j -3.40157e-17+0.000885969j -1.58648e-14-0.00170288j 9.24464e-17+0.00147999j 1.63665e-16+0.00113395j -1.37124e-16-0.000645421j 2.48259e-16-0.00153173j -7.552e-17-0.000554509j 6.29882e-17-0.000529415j 5.38068e-17-0.000159364j 1.06066e-17+0.000699367j -2.70994e-17+0.000321481j 1.46649e-17+0.00013368j 4.03448e-16+0.000664932j 5.83148e-18-0.00150899j 4.07345e-17-2.36169e-05j 1.22942e-16+0.00178352j -2.46766e-17+0.000680177j 1.87933e-18-0.000999404j -4.11107e-17+0.000782377j 1.76851e-16+0.00199681j -1.25611e-16+0.000729776j 1.15346e-15+0.000709631j 
2.71243e-15+0.000764403j 1.41969e-16+0.000489584j 5.86352e-19+0.000946093j -1.78836e-17+6.79616e-05j -1.93929e-17-1.03163e-05j 2.78254e-17-0.000376598j -1.15025e-17+0.00107928j -1.77757e-17+0.000347765j -2.8331e-17-0.000268653j 3.73501e-17+0.000286895j -1.90173e-17-0.000318246j 6.47649e-18-0.000137422j 2.61276e-18-0.000232389j -8.39018e-18-5.81638e-05j 6.92699e-18+0.000290293j -3.48309e-17+0.000751844j -1.95136e-17+4.71684e-05j -3.1546e-17+9.66503e-05j 6.78264e-17-0.000840326j 4.9852e-17+0.000437892j 3.74775e-16+0.000773515j 5.47266e-17+0.000258653j 3.55878e-17-0.00072713j -9.57706e-17-0.00136129j -8.86429e-17+0.000599025j -5.00589e-17-0.000361608j -7.42042e-17+0.000624437j 4.02044e-16-0.000372872j 2.76315e-17-0.000858344j -9.81616e-17-0.000487389j 1.33494e-16-0.000451611j 2.93084e-16-0.000189372j -6.17131e-15+0.000610564j -1.27839e-16+0.000780199j -2.35039e-16+0.000253521j -7.8321e-15-0.000972384j 6.14126e-17+0.000521911j -9.51195e-17+0.000389772j 2.54718e-17+4.44695e-05j -3.3944e-16+0.000227069j -1.46533e-16+0.000893434j 4.74444e-16-0.000580751j 7.74625e-17+0.000679252j -1.03886e-16+0.000857466j -1.777e-17+0.000412622j 1.34974e-16-0.000770002j 1.48566e-16-0.000265569j 3.23233e-17-0.0003075j -8.86405e-18-0.000895707j 1.35953e-16+5.46495e-05j 5.14697e-17+9.43231e-05j 1.75742e-16+0.000371284j 1.33495e-16+0.00100857j 2.67834e-16-0.000560009j 7.09455e-17-0.000462363j -1.4442e-17+0.000114082j -5.1266e-15-0.000547138j 3.82332e-17+0.000512724j -6.13973e-18-0.000167949j -1.0288e-16-0.000383778j 9.93807e-17-0.000962424j 3.58026e-17+0.000529061j 3.32536e-17+0.00022049j 3.47409e-17+0.000227118j -1.68548e-17-0.000102166j -9.67218e-18+0.000396495j 2.76644e-17-5.83342e-05j -4.24578e-17-6.97018e-05j -1.09875e-17-0.00064998j 1.89952e-17-8.39526e-05j 3.57267e-17+6.13836e-05j -1.2246e-18+0.000914226j -4.48772e-18-0.0006258j -5.47228e-18+0.000664041j 4.46731e-17+0.000384128j 1.84811e-17+0.000904796j -4.66234e-16-0.000232159j 
-7.38294e-15-0.00202683j -4.27691e-16-0.00242745j 1.14351e-16-0.00131206j -3.39775e-18-0.00074863j -3.76729e-18-0.000760398j -2.67191e-17+0.0016135j 1.26148e-16-0.00172715j 8.05165e-17-0.00183386j -8.56991e-18-0.000586956j 2.06257e-17+0.000120683j 9.391e-17+0.00156201j 2.43081e-17+0.000527562j -4.97753e-18-0.000894988j -3.97432e-18+0.000943687j -3.91475e-17+0.000154796j 8.25443e-17-0.00194591j -2.07319e-16+0.00111173j -6.33665e-17-0.000236331j -1.48093e-17+0.000581121j -6.07201e-17+0.000143443j -4.6345e-16-0.00124431j -7.94161e-17+0.000945477j -1.29919e-16+0.00184827j 1.1082e-16+0.00289179j 7.82493e-17-0.00103046j 3.88179e-17+0.00029754j 1.26685e-16-0.000385141j -4.72188e-16+0.000300989j -1.6092e-16+0.00115979j -9.54805e-17+0.000470651j -1.55212e-16+0.00127742j -9.73192e-16+3.07671e-05j 1.62263e-14-0.00163952j -1.74175e-16-0.000723543j -5.55019e-16+0.00162767j 7.86554e-15+0.00101299j -2.29993e-16-0.00127599j -6.4633e-16-0.0010745j 1.58854e-15-0.00140149j 1.33209e-15-0.00107961j 3.94684e-16-0.00167203j -3.04874e-16+0.000190748j -1.5373e-16-0.00252282j 1.45698e-16-0.00113992j 5.48286e-17-0.000661682j -3.45258e-16+0.00158283j -3.24824e-16+0.000853214j -1.70623e-16+5.47724e-05j -1.15651e-16+0.000727974j 1.70567e-16+0.000364471j 6.95365e-17-0.000634515j -9.46959e-17-4.66032e-05j -1.50472e-16-0.00166291j -8.17267e-16+0.0021233j -3.21886e-16+0.00091095j 5.63163e-17-0.00110372j -2.67165e-15-0.000275109j -2.12053e-17-0.00123851j -4.80402e-18+0.000199137j 5.1563e-17-6.58028e-05j -3.00337e-16+0.00196418j -7.38276e-17-0.00135329j -4.98652e-17+0.000481097j -3.74091e-17+0.000818932j 7.61893e-17-0.000695628j 7.78111e-17-0.00100502j -2.28912e-16+0.00129058j -1.7794e-16-0.000313381j -6.23388e-17+0.00130833j -2.59933e-17+0.00148557j 6.00325e-17+0.000824919j 6.24183e-17-0.00203388j -6.1541e-17+0.0012534j 4.6729e-17-0.00126398j 8.87898e-17+0.000196186j -1.05474e-16-0.00274053j 2.8909e-15+0.00155136j 
