3.70415e-15+0.157256j -1.72505e-14+0.205106j 1.16431e-15+0.0665602j -1.78109e-15+0.182613j -8.60903e-16-0.0836601j 5.12711e-16-0.220712j 4.31565e-17+0.0713585j -5.8195e-16+0.0749904j -6.9814e-16-0.190652j -2.53022e-16+0.0226511j -4.69247e-16-0.0878392j 6.56714e-15-0.212734j 8.01708e-16-0.0725448j 2.03002e-15-0.135854j 4.0797e-15-0.205725j 4.90926e-14-0.129948j -2.347e-14-0.0519708j 2.46732e-14+0.124848j 1.29313e-11+0.116131j 4.92449e-15+0.116987j 1.73324e-14+0.0445731j 1.44886e-14+0.0643649j -2.26333e-13+0.168745j 4.11076e-14+0.0490827j 3.71279e-14+0.229662j -3.65681e-14-0.0212594j 4.60633e-14-0.224216j -2.99059e-14+0.0699204j -2.41597e-13-0.0667619j 5.69827e-14-0.217238j 7.53141e-15+0.0511039j 3.02628e-15-0.108734j -1.95799e-14+0.199724j -1.22242e-14+0.00960863j -8.95144e-15+0.0447678j 1.66243e-15-0.0593331j -1.12771e-14+0.217743j -1.05945e-14-0.00781307j 4.37263e-15+0.0420896j 8.7032e-14+0.122533j 1.96213e-14+0.117277j 2.99329e-15-0.0827441j 9.18958e-16+0.137081j -5.25367e-15+0.112145j -5.76883e-15-0.217382j -1.14882e-15+0.0982757j 6.32165e-16+0.0206176j 1.48546e-15-0.0391818j 1.82756e-15+0.117945j 1.23267e-15+0.177483j 2.77363e-16-0.159172j 1.01449e-15-4.61254e-05j 5.75826e-16-0.123969j -2.40278e-16+0.147876j -8.48378e-14-0.171919j -1.84039e-14+0.17691j 
3.58776e-17+0.000391072j 3.41251e-17+0.000140854j 1.70035e-17+0.000628074j 3.56508e-17-6.92461e-05j -4.87789e-18+0.000335477j -4.51313e-17-1.57175e-05j 2.78557e-17+0.000785392j 2.73083e-17+0.000479042j -1.41136e-17+0.000559171j -2.41766e-18+2.62784e-05j -2.51352e-17-0.000588868j -3.41326e-17-0.000124581j 4.02142e-17+0.000908882j -4.58004e-17-0.000544652j -9.97676e-17+1.94555e-05j -1.83132e-16+0.000520242j -9.78967e-17-0.000519612j -6.69416e-17-6.37991e-05j -2.84615e-14-0.000255949j 1.66312e-16+0.000719287j 3.59926e-18+0.000563733j -8.78636e-17-0.000647773j 1.11813e-15-0.000716j 1.98715e-16+0.000984838j -1.66136e-17-0.000275707j 1.89232e-17+0.000263401j -3.89168e-17-0.00021192j 2.81906e-18+7.28094e-05j -2.96787e-16-0.000122033j 1.06269e-16-0.000460185j 3.62467e-17-9.37659e-05j -7.04509e-17-0.000860602j 8.6036e-17-0.00062223j 2.00729e-16+0.000926232j 1.66945e-17-0.000533763j 6.31845e-18+0.000152658j 4.68433e-17-0.000295669j -1.00642e-16+0.000137635j -5.46486e-17+0.000447029j 7.86765e-17+4.45295e-05j 4.28165e-16+0.000864599j 4.07238e-16+0.000220116j 2.85494e-17+8.95305e-06j 1.71579e-17-0.000688888j -5.15408e-17-0.00035577j 1.81543e-17-0.000361543j -9.13992e-18+1.29763e-05j -3.03254e-17-0.000881158j 9.67517e-18-0.000160614j 2.01966e-17-0.000307158j -3.32046e-17-0.000533698j -1.50283e-17-0.000445848j -2.589e-17-0.000505966j 2.86369e-17-0.000273111j -2.8661e-16-0.000418744j -2.00545e-17+0.00011717j 
-2.09245e-16-0.000203391j -2.0805e-16-0.000261213j -1.34138e-16-9.11803e-05j -1.83096e-16-0.000230423j 5.56282e-17+0.000102219j 2.33295e-16+0.000279593j -1.53546e-16-9.89871e-05j -1.26056e-16-0.000100212j 1.45653e-16+0.000235206j -2.60675e-17-2.89655e-05j 1.51799e-16+0.000117688j 2.27968e-16+0.000270691j -1.57546e-17+8.18333e-05j 1.94904e-16+0.000177987j 2.10132e-16+0.000260232j 2.458e-17+0.000158784j 1.37138e-16+7.1516e-05j -1.55311e-16-0.000157353j -1.6154e-14-0.000144203j -2.02605e-16-0.000156025j -1.24952e-16-6.26364e-05j -2.04873e-17-7.43527e-05j 1.68244e-16-0.000205745j -2.03874e-16-7.29823e-05j -2.60648e-16-0.000287714j 4.21904e-17+2.40139e-05j 1.9878e-16+0.000286188j -4.28801e-17-8.93202e-05j 3.9142e-16+8.58636e-05j 2.00751e-16+0.000280088j -5.4286e-17-6.36646e-05j 1.96886e-16+0.000147133j -1.24025e-16-0.000245997j -8.90702e-17-2.23632e-05j 1.72713e-17-5.07983e-05j 4.49588e-17+7.34343e-05j -1.85556e-16-0.000272404j 9.02249e-18+8.37577e-06j -9.36719e-17-5.82073e-05j -2.44217e-16-0.000155616j -2.38869e-16-0.000157991j 5.67371e-17+0.000102329j -1.46387e-16-0.000173642j -4.27532e-17-0.000134389j 2.71684e-16+0.000279121j -6.59896e-17-0.000120435j -2.36529e-17-2.62446e-05j 1.2737e-16+5.93062e-05j -1.10339e-16-0.000147549j -1.57659e-16-0.00022131j 2.20391e-16+0.000207386j 4.33304e-17+4.96765e-06j 1.80187e-16+0.000162515j -1.28172e-16-0.000184202j 3.3288e-16+0.000222258j -1.74012e-16-0.000225257j 
-2.70168e-17-0.00029093j -2.61381e-17-0.000101767j -1.28351e-17-0.000471023j -2.69476e-17+5.57919e-05j 3.68013e-18-0.000254014j 3.40778e-17+7.33497e-06j -2.10309e-17-0.000589245j -2.06177e-17-0.000358764j 1.06775e-17-0.000424429j 1.79915e-18-1.93037e-05j 1.89749e-17+0.000441104j 2.59301e-17+8.93736e-05j -3.02365e-17-0.000685047j 3.45925e-17+0.000406873j 7.52322e-17-1.88141e-05j 1.38777e-16-0.000393917j 7.32079e-17+0.000389745j 5.07821e-17+5.05212e-05j 2.16687e-14+0.00019486j -1.25087e-16-0.0005386j -2.40943e-18-0.000423079j 6.63753e-17+0.0004885j -8.45606e-16+0.000541935j -1.48698e-16-0.000739701j 1.31362e-17+0.000212028j -1.49775e-17-0.000198536j 3.03421e-17+0.000154828j -2.77098e-18-5.33389e-05j 2.18347e-16+9.04241e-05j -7.8621e-17+0.000341691j -2.71317e-17+7.15603e-05j 5.31541e-17+0.000645051j -6.51845e-17+0.00047204j -1.51272e-16-0.000696427j -1.27347e-17+0.000402355j -4.69329e-18-0.000116021j -3.55661e-17+0.0002268j 7.54751e-17-0.000103674j 4.11431e-17-0.000335356j -5.74746e-17-3.10001e-05j -3.21737e-16-0.000647883j -3.06189e-16-0.000167232j -2.15304e-17-3.9473e-06j -1.30374e-17+0.000520394j 3.87869e-17+0.000263157j -1.37129e-17+0.000273915j 6.87481e-18-9.34041e-06j 2.29065e-17+0.000661925j -7.29692e-18+0.000123195j -1.52477e-17+0.000234622j 2.5096e-17+0.00039816j 1.13471e-17+0.000335323j 1.95797e-17+0.000378019j -2.16109e-17+0.000208413j 2.13954e-16+0.000311444j 1.4604e-17-8.45279e-05j 
8.88209e-16+0.000338174j 9.5954e-16+0.000385467j 5.732e-16+0.000212798j 7.96019e-16+0.000313878j -2.36104e-16-9.80495e-05j -1.00781e-15-0.000394337j 6.61718e-16+0.000245013j 5.45964e-16+0.000205324j -6.24027e-16-0.00025437j 1.12553e-16+4.41845e-05j -6.52381e-16-0.000244683j -1.00595e-15-0.000396563j 6.88405e-17+8.04863e-06j -8.48656e-16-0.000323295j -9.27089e-16-0.000362423j -3.03977e-16-0.000152426j -5.12853e-16-0.000170553j 5.69412e-16+0.000212112j 1.90928e-14+0.000167693j 8.68727e-16+0.00031609j 4.73253e-16+0.00016406j 2.58556e-17+1.6749e-05j 2.21296e-16+0.000191845j 7.45182e-16+0.00023549j 9.81152e-16+0.000366341j -4.5371e-17+1.91459e-06j -1.02563e-15-0.000430108j 2.93708e-16+0.000135139j -8.26948e-16-0.000136943j -1.05903e-15-0.000455106j 2.09188e-16+7.66352e-05j -8.63357e-16-0.000322716j 6.12801e-16+0.000260984j 4.47732e-16+0.000156561j -3.96604e-17-8.83599e-07j -1.98384e-16-8.23803e-05j 8.42467e-16+0.000342166j -1.03749e-17+6.85318e-06j 3.80386e-16+0.000142074j 7.37954e-16+0.000224317j 9.97678e-16+0.000338489j -2.12368e-16-0.000113797j 6.27864e-16+0.000244795j 2.04479e-16+9.541e-05j -1.15025e-15-0.000439636j 2.89296e-16+0.00012008j 9.82582e-17+3.85697e-05j -5.55221e-16-0.000202292j 4.67876e-16+0.000185273j 6.74228e-16+0.000268938j -9.50331e-16-0.000363056j -1.91231e-16-6.72294e-05j -7.78118e-16-0.000296363j 5.53935e-16+0.000221485j -1.148e-15-0.000368381j 8.12074e-16+0.000331827j 
2.24585e-17+0.000420722j -1.38667e-17+0.000406079j 1.00229e-17+0.000356798j 1.27552e-17+0.000286334j -3.95991e-18-1.38111e-05j -1.91262e-17-0.000384485j 1.25216e-17+0.000425811j 1.09448e-17+0.000313667j -8.24052e-18-0.000110816j -1.0775e-18+4.89891e-05j -1.21761e-17-0.000378132j -4.52317e-18-0.00041287j 1.707e-17+0.000226803j -1.63822e-17-0.000443369j -3.39098e-17-0.000345199j 1.24778e-17-2.178e-05j -7.9235e-17-0.000289876j 1.78093e-17+0.000189401j 1.11746e-14+0.000100212j 7.48433e-17+0.000478499j 3.22395e-17+0.00029424j -9.07449e-18-0.000139938j 4.51493e-17+1.26595e-05j 1.48906e-16+0.000464682j 5.95879e-17+0.000287227j -5.53416e-17+6.53256e-05j 6.11163e-17-0.000466302j -4.9297e-17+0.000148012j -5.29798e-16-0.000161616j 1.35744e-16-0.000550266j 2.74056e-17+5.13878e-05j -2.42315e-17-0.000518952j 1.29944e-18+0.000102005j 5.77261e-17+0.000374359j -8.96405e-18-0.000129485j 4.77332e-18-4.27416e-05j 9.56893e-19+0.000259078j -5.69908e-17+3.97849e-05j -1.26429e-17+0.00024489j 1.81081e-16+0.00022729j 2.0138e-16+0.000535142j 1.61769e-16-5.68148e-05j 1.42002e-17+0.000238485j -1.83665e-18-7.3906e-05j -3.27065e-17-0.000510167j 5.78437e-18+2.87983e-05j -2.19531e-18+4.03628e-05j -1.05882e-17-0.000407646j 8.05846e-18+0.000140159j 1.16312e-17+0.000185613j -1.47777e-17-0.000479115j -4.55619e-18-0.00017235j -1.10026e-17-0.000408046j 1.20623e-17+0.000148007j -2.58642e-16-0.000456554j -3.71303e-17+0.000348587j 
7.63507e-18-8.06653e-05j 5.04826e-17-0.000347821j 3.49046e-18+0.0002698j 2.00145e-17-0.000437583j 7.74673e-19+0.000400067j -2.16239e-17+0.000463556j 1.22186e-17+0.000362872j 1.42453e-17+0.000153771j -2.11759e-18+0.000776775j -2.07878e-18-3.13658e-05j -9.60436e-18-0.000198351j -2.72997e-17+0.000374891j 2.41443e-17+0.000752988j -2.67484e-17-6.62057e-05j -6.59372e-17+0.000454489j -2.22428e-16+0.000620859j -9.77607e-18-0.000229854j -1.01845e-16-0.000309979j -4.64702e-14-0.000417526j 9.11003e-17+0.000221467j -3.88772e-17+0.000274729j -8.89651e-17-0.000563849j 1.21653e-15-0.000832791j 3.64614e-17+0.000541756j -9.89981e-17-0.000674268j 9.07961e-17+0.000218727j -1.14432e-16+0.000342153j 6.29049e-17-0.00010228j 3.26924e-16+6.31541e-05j -4.17944e-17+0.000164035j 5.91224e-18-0.000171337j -4.49691e-17-0.000332045j 9.27891e-17-0.00083769j 1.54142e-16+0.000588j 3.04289e-17-0.000446857j 2.42646e-18+0.000227704j 4.71959e-17-0.000661793j -4.36004e-17+0.000107215j -4.87697e-17+0.000203375j -1.40375e-16-0.000233827j 2.31032e-16+0.00031633j 2.63714e-16+0.000322296j 1.11177e-17-0.000288439j 2.06291e-17-0.000693452j -1.11608e-17+0.000232955j 1.17651e-17-0.000448575j -8.26115e-18-3.57406e-05j -1.80729e-17-0.000494886j -1.78831e-18-0.000358776j 4.52648e-18-0.000582903j -1.37928e-17-8.94305e-06j -1.03144e-17-0.000292869j -1.11822e-17-6.63013e-05j 1.43194e-17-0.000496962j 2.5175e-18+9.3963e-05j 1.86087e-17-0.000302846j 
-2.91552e-16-4.6393e-05j -3.21973e-16-5.63237e-05j -1.88782e-16-2.48801e-05j -2.62795e-16-4.794e-05j 7.77197e-17+1.85191e-05j 3.32155e-16+5.90691e-05j -2.18037e-16-2.79439e-05j -1.79927e-16-2.54399e-05j 2.05875e-16+4.45309e-05j -3.74458e-17-6.34174e-06j 2.14913e-16+3.01133e-05j 3.3391e-16+5.81745e-05j -2.09889e-17+9.05274e-06j 2.79915e-16+4.24234e-05j 3.04466e-16+5.46714e-05j 1.09375e-16+2.8775e-05j 1.58516e-16+1.97577e-05j -1.8321e-16-3.25888e-05j -3.26486e-15-2.80847e-05j -2.79683e-16-3.93692e-05j -1.51008e-16-1.8284e-05j -7.29309e-18-9.8303e-06j -1.02906e-16-3.69076e-05j -2.25898e-16-2.42613e-05j -3.13615e-16-5.81533e-05j 4.00544e-18+2.68635e-06j 3.52931e-16+6.22282e-05j -1.06759e-16-1.94817e-05j 1.84785e-16+1.9197e-05j 3.73092e-16+6.3181e-05j -6.54548e-17-1.25726e-05j 2.84153e-16+3.87692e-05j -2.059e-16-4.62367e-05j -1.44456e-16-1.30643e-05j 1.09009e-17-5.89385e-06j 6.64713e-17+1.41007e-05j -2.80796e-16-5.47466e-05j -3.84636e-18+5.24359e-07j -1.26664e-16-1.62983e-05j -2.13377e-16-3.31995e-05j -3.07572e-16-4.10938e-05j 8.69792e-17+1.95825e-05j -2.06518e-16-3.66777e-05j -6.87387e-17-2.21128e-05j 3.7706e-16+6.20356e-05j -9.54681e-17-2.21234e-05j -3.26867e-17-5.64834e-06j 1.83167e-16+2.04441e-05j -1.53974e-16-2.96496e-05j -2.22092e-16-4.38742e-05j 3.13506e-16+4.85209e-05j 6.3072e-17+5.06681e-06j 2.56857e-16+3.88139e-05j -1.82406e-16-3.63604e-05j 3.41853e-16+5.0619e-05j -2.75599e-16-4.8532e-05j 
-7.07967e-17+0.000494523j -1.48858e-16+0.000660125j -4.97051e-17+0.000190356j -8.09441e-17+0.000595707j 1.91155e-17-0.000285358j 9.65363e-17-0.00071592j -6.20413e-17+0.000199487j -5.3412e-17+0.000223833j 5.59364e-17-0.000641885j -1.12478e-17+7.24622e-05j 5.96473e-17-0.000261047j 1.16722e-16-0.000685557j -4.74207e-18-0.00027277j 8.69544e-17-0.000418743j 1.02686e-16-0.000668704j 2.00645e-16-0.000443207j -2.98094e-17-0.000147435j 3.31129e-17+0.000407945j 4.31105e-14+0.00038752j -6.83461e-17+0.000350334j 1.50935e-17+0.000121609j 4.9399e-17+0.000235513j -8.22863e-16+0.000577187j 6.56877e-17+0.000118993j 3.60156e-17+0.000756919j -1.2105e-16-7.98148e-05j 2.53419e-16-0.000719254j -1.29369e-16+0.00022402j -7.39413e-16-0.000211748j 2.89851e-16-0.000686427j 5.29294e-18+0.000169756j 9.23835e-17-0.000317749j -1.26014e-16+0.000673922j -8.8691e-17-6.76144e-06j -2.73062e-17+0.000167217j 2.39195e-17-0.000198887j -1.17954e-16+0.000719039j -3.24626e-17-3.10062e-05j -1.8924e-17+0.000118329j 2.2627e-16+0.000395992j -3.72498e-17+0.000345319j 1.89345e-17-0.000277657j -5.5929e-17+0.00044468j -3.73706e-17+0.000392319j 8.85052e-17-0.000691172j -3.12686e-17+0.000333878j -6.7193e-18+6.64053e-05j 5.74352e-17-9.10979e-05j -3.74659e-17+0.000389503j -5.89379e-17+0.000588804j 9.00751e-17-0.000494895j 2.16213e-17+1.8121e-05j 7.49069e-17-0.000381745j -5.30223e-17+0.000491286j -1.751e-16-0.000540992j -1.37639e-16+0.000569556j 
5.08369e-17-0.000174127j 4.97752e-17+1.68495e-05j 3.64707e-17-0.000379333j 4.12226e-17+0.00014362j -1.6602e-17-0.000266503j -5.28709e-17-0.000107898j 3.60587e-17-0.00048071j 2.65989e-17-0.000276341j -4.24439e-17-0.000471649j 1.08495e-17-5.22455e-06j -3.72827e-17+0.000342024j -5.77678e-17-3.16898e-05j -2.10611e-17-0.000639427j -3.86516e-17+0.000287076j -8.01716e-18-0.000123106j 1.17208e-16-0.000413394j 1.43123e-17+0.000315485j 1.01813e-16+0.000109063j 2.57704e-14+0.000231356j -3.81139e-17-0.000412578j 4.35055e-17-0.000348602j 6.69271e-17+0.000462514j -8.22442e-16+0.000563534j -5.60891e-17-0.000624433j 1.06869e-16+0.000305254j -3.07163e-17-0.000185437j -4.08183e-17+1.98668e-05j 1.07943e-17-1.06378e-05j 3.73815e-17+4.48551e-05j -1.3708e-16+0.000187649j -4.15135e-18+8.93437e-05j -2.28861e-17+0.000510376j -1.47911e-17+0.000518177j -1.02814e-16-0.000606864j -1.80042e-17+0.000376679j -2.0035e-17-0.000132667j 3.38412e-17+0.000312057j 6.27763e-17-9.51302e-05j 6.999e-17-0.000272821j 4.19837e-17+3.62444e-05j -1.98008e-16-0.000508438j -2.90585e-16-0.000189787j 3.31288e-17+6.7548e-05j 3.33832e-18+0.000515287j -6.27941e-17+0.000118579j 1.12872e-17+0.000291559j 1.45356e-17+2.47514e-06j -2.49829e-17+0.000561232j 3.29407e-17+0.000169335j 4.27135e-17+0.000298073j -5.62323e-17+0.000267342j -5.32342e-18+0.000294572j -4.67802e-17+0.000267883j 2.64973e-17+0.000259709j 6.49012e-17+0.000184554j 7.35905e-17+1.73882e-05j 
-4.75816e-17+0.000456852j -8.62533e-17+0.000364751j -3.64752e-17+0.000482901j -4.80628e-17+0.000202906j 1.58102e-17+9.71789e-05j 5.82391e-17-0.000307466j -3.88047e-17+0.000587845j -3.018e-17+0.000400982j 4.33734e-17+9.29238e-05j -1.15625e-17+4.69939e-05j 3.91037e-17-0.000487055j 7.4192e-17-0.000364851j 2.09989e-17+0.000471093j 4.64599e-17-0.000524125j 2.1775e-17-0.000265239j -1.72969e-17+0.000150415j -5.38424e-17-0.000395335j -5.45026e-17+0.00012842j -4.13421e-16-3.61062e-06j 3.92462e-17+0.000607996j -1.22184e-17+0.000412977j -3.66048e-17-0.000318681j 3.55741e-16-0.000220633j 1.24822e-16+0.000682651j -3.89201e-17+0.000137117j -3.88985e-17+0.000136209j 1.32087e-16-0.000435004j -6.82261e-17+0.000139862j -4.8132e-16-0.000166414j 2.44084e-16-0.000580998j 1.65442e-17+1.02198e-05j 3.34656e-17-0.000685324j -2.6893e-17-0.000120162j 7.15518e-17+0.000592736j 6.29327e-19-0.000273743j 2.35194e-17+1.5547e-05j -5.91394e-17+0.000108548j -7.93047e-17+7.56173e-05j -6.09246e-17+0.000336577j 1.17666e-16+0.000193108j 2.17542e-16+0.000699345j 2.82842e-16+2.62032e-05j -3.41483e-17+0.000190456j -1.44324e-17-0.000279987j 5.69167e-17-0.000515832j -1.48994e-17-9.37856e-05j -1.33046e-17+3.59251e-05j 3.0401e-17-0.000604401j -3.11424e-17+5.85111e-05j -4.29841e-17+4.70668e-05j 6.05835e-17-0.000548712j 8.29726e-18-0.000279143j 5.09571e-17-0.000483883j -2.95011e-17+2.84539e-05j -2.12099e-16-0.000493945j -1.09969e-16+0.000311905j 
6.47571e-17+0.000382295j 3.45442e-17+0.00039028j 3.80697e-17+0.000297537j 5.08506e-17+0.000290362j -1.56865e-17-4.3892e-05j -6.71735e-17-0.000380112j 4.4208e-17+0.000351862j 3.67176e-17+0.000268148j -3.92779e-17-0.000160279j 5.06102e-18+4.62476e-05j -4.36049e-17-0.000322235j -5.4223e-17-0.000398483j 1.65204e-17+0.000143274j -5.6225e-17-0.000390948j -7.26183e-17-0.000344293j 9.89782e-18-6.84253e-05j -9.36215e-17-0.000240889j 5.16342e-17+0.000193684j 1.36712e-14+0.000122472j 1.02848e-16+0.000410093j 5.47166e-17+0.00024125j -4.01785e-19-8.05726e-05j -3.20878e-17+7.69897e-05j 1.63376e-16+0.000372488j 1.08488e-16+0.000309825j -5.57464e-17+4.11214e-05j 6.69481e-18-0.000443645j -3.11051e-17+0.000140321j -5.17437e-16-0.000149391j 6.3791e-17-0.000504623j 3.38611e-17+5.94297e-05j -6.24612e-17-0.000437519j 2.66463e-17+0.00015721j 6.21269e-17+0.000288134j -1.17678e-17-8.04594e-05j -6.38235e-18-5.61493e-05j 4.13501e-17+0.000283689j -4.62655e-17+2.7094e-05j 1.22352e-17+0.00020278j 2.02417e-16+0.000221534j 2.08157e-16+0.000453225j 1.09328e-16-7.61843e-05j 4.3959e-17+0.000235845j 7.65008e-18-1.13492e-05j -8.68696e-17-0.000474229j 1.91584e-17+6.11093e-05j 3.78195e-18+3.88846e-05j -3.6635e-17-0.000325221j 3.12828e-17+0.000153533j 4.46161e-17+0.000211824j -6.10057e-17-0.000427405j -1.31185e-17-0.000130905j -4.90213e-17-0.000359378j 3.80806e-17+0.000171443j -2.80627e-16-0.000415361j 9.17611e-18+0.000335361j 
-1.67654e-16+0.000432805j -2.45999e-16+0.000553417j -1.12295e-16+0.000197071j -1.65545e-16+0.000486883j 4.52248e-17-0.000213939j 2.04294e-16-0.000591449j -1.33091e-16+0.00021464j -1.11424e-16+0.000215171j 1.2425e-16-0.000493705j -2.38638e-17+6.14391e-05j 1.30058e-16-0.000252871j 2.22988e-16-0.000573354j -9.15681e-18-0.000166968j 1.76417e-16-0.000380107j 1.95362e-16-0.000550263j 2.00082e-16-0.000332332j 2.72773e-17-0.000154751j -4.51604e-17+0.000332376j 3.36859e-14+0.00030327j -1.52053e-16+0.000334831j -4.35853e-17+0.000136268j 3.3434e-17+0.000152902j -6.65205e-16+0.00043034j -1.49113e-17+0.000160981j -8.81936e-17+0.000606666j -1.00756e-16-4.90186e-05j 3.46765e-16-0.000606718j -1.50616e-16+0.000189403j -5.83794e-16-0.000182423j 3.9558e-16-0.000595486j -1.75562e-17+0.000134021j 1.80946e-16-0.000316974j -1.79233e-16+0.000516104j -1.16255e-16+5.35265e-05j -1.81097e-17+0.00010385j 4.58843e-17-0.000154288j -2.032e-16+0.000574152j -3.61994e-17-1.67894e-05j -6.75815e-17+0.000126115j 1.18869e-16+0.000329431j -1.17771e-16+0.000339967j 7.71241e-17-0.000214948j -1.23485e-16+0.000367315j -5.66177e-17+0.000279602j 2.13854e-16-0.000592737j -6.13726e-17+0.000252291j -1.86667e-17+5.55949e-05j 1.15875e-16-0.000131359j -8.925e-17+0.000310989j -1.32491e-16+0.000466009j 1.92585e-16-0.000442214j 4.11603e-17-1.35045e-05j 1.58824e-16-0.000347125j -1.1193e-16+0.000387754j -4.12227e-17-0.000472896j -2.22729e-16+0.00047721j 
-3.28664e-17+0.000608806j -8.02457e-17+0.000483227j -2.88141e-17+0.000647084j -3.62577e-17+0.000266363j 1.29521e-17+0.000133689j 4.25651e-17-0.000405626j -2.87364e-17+0.000788054j -2.12015e-17+0.000536608j 3.62166e-17+0.000131792j -1.14973e-17+6.23931e-05j 2.94992e-17-0.000651909j 6.34274e-17-0.000483089j 3.04022e-17+0.000636176j 3.22538e-17-0.000700048j -3.6567e-18-0.00034937j -3.79892e-17+0.000206943j -8.78577e-17-0.000529836j -5.50737e-17+0.000168251j -1.00362e-15-9.00848e-06j 8.23933e-17+0.000813524j -1.28659e-18+0.000553828j -4.9272e-17-0.000430902j 5.02764e-16-0.000302768j 1.89318e-16+0.000916356j -2.09324e-17+0.000176199j -5.04113e-17+0.00018395j 1.36701e-16-0.000577029j -7.83317e-17+0.000185603j -6.51299e-16-0.000221427j 2.84274e-16-0.000773628j 2.87722e-17+1.19175e-05j 1.42869e-17-0.000917819j -1.28288e-17-0.00016875j 1.12338e-16+0.00079684j 2.29013e-19-0.000369763j 2.43557e-17+2.30311e-05j -4.86166e-17+0.000138202j -1.05438e-16+0.000101979j -6.85082e-17+0.000451164j 1.7553e-16+0.000255334j 3.23924e-16+0.000936371j 3.70339e-16+3.81999e-05j -2.37721e-17+0.000251247j -1.16871e-17-0.00038057j 3.63617e-17-0.000685981j -9.70152e-18-0.000129648j -1.44018e-17+4.75792e-05j 2.10951e-17-0.00081147j -2.54257e-17+7.44755e-05j -3.39877e-17+5.69549e-05j 4.77277e-17-0.000732282j 4.31715e-18-0.000375423j 4.08558e-17-0.000646352j -2.0045e-17+3.29806e-05j -3.16263e-16-0.00065817j -1.16997e-16+0.000413161j 
-1.07798e-18-0.000400458j 6.32178e-17-0.000599976j 1.78423e-18-7.21967e-05j 1.54539e-17-0.000575125j 8.83914e-19+0.000327378j -1.42068e-17+0.000674205j 7.78709e-18-5.38327e-05j 9.23186e-18-0.000129425j -2.7705e-18+0.000702862j 6.23314e-19-6.40034e-05j -5.87652e-18+0.000145763j -3.05112e-17+0.000626814j 6.19067e-18+0.000413879j -1.85146e-17+0.000302453j -3.63906e-17+0.000635598j -1.9036e-16+0.000508332j 5.00215e-17+5.0228e-05j -8.81415e-17-0.00039666j -4.56803e-14-0.000410324j 2.24846e-17-0.000207803j -5.10629e-17-1.82385e-05j -6.29159e-17-0.000333843j 9.31397e-16-0.000668605j -8.23727e-17+5.65014e-05j -1.14589e-16-0.000762981j 1.16285e-16+0.000120668j -1.53036e-16+0.000643687j 9.34793e-17-0.000199316j 6.78081e-16+0.000179266j -1.56248e-16+0.000570043j -1.48977e-17-0.000176596j -2.67982e-17+0.000152742j 8.01904e-17-0.000743975j 8.11253e-17+0.000165345j 3.09074e-17-0.000249703j -4.40775e-18+0.000214245j 4.71508e-17-0.000730592j 1.14244e-17+5.29361e-05j -2.3725e-17-3.51647e-05j -2.48817e-16-0.000366769j 3.26521e-17-0.000178124j 7.56031e-17+0.000300299j 5.13333e-18-0.000418908j 2.03981e-17-0.000489159j 3.3188e-18+0.000592449j 8.24963e-18-0.000377726j -3.55453e-18-6.05593e-05j -1.26726e-17-6.5084e-05j -2.12355e-18-0.000395839j 2.56072e-18-0.000609426j -1.07997e-17+0.000376335j -6.87319e-18-9.36462e-05j -9.64273e-18+0.00027411j 8.48498e-18-0.00051138j 1.97143e-16+0.000439646j 5.49313e-17-0.000518407j 
-5.38513e-18-0.000497584j 7.86743e-18-0.000226482j 4.08319e-18-0.000739922j -6.84541e-18+2.11052e-05j -3.97825e-18-0.000357267j 9.34593e-18+8.82516e-05j -4.24088e-18-0.000921475j -8.2334e-18-0.000572062j -9.7293e-18-0.000579188j 7.61491e-18-3.72827e-05j 1.67065e-18+0.000701832j -5.61168e-18+0.000210289j -4.36936e-17-0.00101698j 1.62127e-17+0.000666519j 7.42074e-17+4.32303e-05j 1.78646e-16-0.000553966j 1.00304e-16+0.00061116j 9.12775e-17+3.32619e-05j 2.84704e-14+0.000255922j -1.56772e-16-0.000860355j 8.94896e-18-0.000659294j 9.64953e-17+0.000720783j -1.18834e-15+0.000765628j -2.13475e-16-0.00114262j 4.5787e-17+0.000242389j -9.30966e-18-0.000294653j -1.64581e-17+0.00031389j 2.08627e-17-0.000105579j 4.01686e-16+0.000160901j -1.89216e-16+0.000595769j -3.58709e-17+9.10311e-05j 4.35677e-17+0.00101944j -6.55321e-17+0.000648461j -2.0734e-16-0.00106299j -1.73596e-17+0.000596556j -1.62671e-17-0.000155804j -1.40386e-17+0.000269027j 1.19535e-16-0.000155014j 7.71616e-17-0.000524954j -9.37036e-17-8.99664e-05j -4.58434e-16-0.00102673j -4.78707e-16-0.000225546j -6.8071e-18-5.38861e-05j -9.07872e-18+0.000752623j 1.31995e-17+0.000476328j -8.2716e-18+0.000382442j 1.44009e-17-2.14131e-05j 1.09607e-17+0.00102082j 7.82556e-18+0.000146248j 4.63086e-18+0.000294992j -1.86811e-18+0.000661407j 8.85161e-18+0.000510218j -3.15957e-18+0.000618466j -9.56131e-18+0.000265455j 3.14861e-16+0.000533919j 6.44621e-17-0.000190403j 
