-0.038166-2.67639e-18j 0.0694875-1.50001e-18j -0.0705848-5.70987e-19j -0.213623+1.07593e-18j -0.0899743-3.15442e-18j -0.175608+6.36067e-18j -0.165095-4.71482e-18j -0.406243-2.85005e-18j 0.265296-9.87753e-18j 0.0332557+6.85838e-17j 0.186415-3.47061e-18j -0.0989029-3.20887e-18j -0.0403127+1.59851e-17j -0.184143+3.27216e-18j 0.382717+4.05835e-18j -0.14771+1.75944e-18j -0.00362404+1.69629e-16j 0.106107+2.38124e-17j -0.0818664+7.78019e-18j 0.171023-8.64841e-19j -0.0267717-2.88507e-17j -0.259744+2.14724e-18j -0.276446+1.85663e-17j 0.0648002+4.98823e-17j -0.269649-4.70293e-18j 0.212461+1.5768e-18j -0.151662+3.01569e-18j 0.0700434-2.08135e-17j -0.140833+1.82537e-16j -0.0505858-5.22429e-16j -0.0233468-3.37205e-16j 0.137035-5.8726e-17j 0.0417959+1.21526e-18j 0.0197943-5.65385e-18j -0.0270895+6.82641e-19j -0.0257354+8.80435e-20j -0.016425-1.48584e-18j -0.024588-5.43276e-19j 0.0107269-8.24869e-18j 0.00460907+4.03626e-18j -0.00473969-5.92491e-18j -0.00644385+3.41973e-18j -0.00232031-7.16127e-17j -0.00169366+4.51675e-16j -0.000139396-8.99777e-17j -0.000352926-8.12402e-17j -0.000981582-5.52794e-18j 0.00106524-1.06529e-18j -0.00132594+2.6589e-17j 0.000644912+1.2352e-16j -0.000638555-3.61001e-14j -0.00564697+2.16941e-17j 0.000872553+1.9311e-16j 0.000321634+6.26597e-17j 0.00307756-6.09052e-18j -0.00134288-4.21744e-18j 0.00128316+2.47007e-17j -0.000989403-2.8999e-17j 0.0024372-7.41325e-17j -0.00130387-4.7208e-17j 0.0013934-1.9241e-17j -0.00737259-1.36969e-17j 0.00125042-1.94558e-17j -0.0143213-8.13292e-19j 0.0265258-3.9892e-19j -0.0184368-1.36729e-19j 0.0192882+5.70582e-19j -0.00613935-1.09718e-19j 0.0302373+6.03022e-19j -0.0148905-6.75217e-19j 0.0183304-2.17349e-18j 0.0134049+3.24536e-18j 
-4.2993e-18-3.22847e-18j 9.70721e-18+7.60493e-18j -3.40686e-18-1.79552e-18j -1.03098e-17-5.43319e-18j -2.34359e-18-4.51966e-19j -5.80784e-18-2.01566e-18j -4.76112e-18-1.25274e-18j -8.56273e-18-1.85827e-19j 6.02496e-18+5.19282e-19j -7.20941e-19-1.29121e-18j 3.33301e-18-4.62519e-19j -1.10792e-18+8.52172e-19j -1.49571e-18-6.11981e-19j -3.74849e-18+3.78323e-20j 8.18127e-18+2.80208e-19j -2.43212e-18+5.5839e-19j 3.49486e-19+3.89628e-19j 5.78615e-19-1.47471e-18j -2.17006e-18-4.45848e-19j 2.62176e-18-8.24972e-19j 1.83117e-19+6.7446e-19j -4.51581e-18+7.62322e-19j -4.54989e-18+1.04683e-18j -1.03061e-18-2.17219e-18j -3.32561e-18+2.04315e-18j 3.67444e-18-6.41309e-19j -4.3007e-18-1.0837e-18j -2.05011e-18-3.20803e-18j -5.54535e-18-2.43204e-18j 1.11293e-18+1.97905e-18j -6.94505e-19-1.96646e-19j -8.96395e-18-1.08271e-17j -1.07462e-17-1.06637e-17j -4.12363e-19-7.53155e-19j 6.59776e-18+6.57415e-18j 1.30389e-17+1.24666e-17j 4.28403e-18+4.24668e-18j -2.21644e-18-1.57151e-18j -9.98594e-18-9.37777e-18j 6.27966e-18+5.68251e-18j 1.2121e-18+1.20328e-18j -1.70622e-17-1.55547e-17j 2.78277e-19+2.99551e-19j -1.47463e-17-1.35167e-17j 2.10167e-18+1.93362e-18j -3.89942e-18-3.57606e-18j 4.65028e-19+4.45821e-19j -3.03779e-18-2.81122e-18j -5.02158e-18-4.58868e-18j -5.19332e-18-4.78374e-18j -7.5314e-18-6.90766e-18j -2.27806e-17-2.08237e-17j 7.04399e-18+6.45541e-18j 5.77041e-18+5.29569e-18j 4.53435e-18+4.1079e-18j -3.35106e-18-3.05351e-18j 3.70312e-18+3.37811e-18j -5.96454e-19-5.29305e-19j 1.53313e-17+1.40401e-17j -3.58611e-18-3.27021e-18j -1.17997e-17-1.08677e-17j -4.87728e-18-4.34177e-18j -7.8553e-18-7.24098e-18j -9.29306e-18-8.26753e-18j 3.983e-18+3.15796e-18j -9.95358e-18-8.79659e-18j 1.30675e-17+1.16416e-17j -2.17983e-18-1.88671e-18j 1.41039e-17+1.23867e-17j -7.10489e-18-6.24631e-18j 1.08227e-17+9.59714e-18j 6.55965e-18+5.77344e-18j 
5.7269e-05-8.78992e-18j -0.000135644+2.22341e-17j 3.00575e-05-5.06825e-18j 9.09517e-05-1.58856e-17j 4.94332e-06-6.8604e-19j 3.02423e-05-7.06112e-18j 1.67634e-05-2.69064e-18j -1.13796e-05+2.21559e-20j 2.01764e-07+3.43295e-18j 2.46668e-05-1.71594e-17j 1.51742e-05-6.54548e-19j -1.90748e-05+3.08708e-18j 9.65431e-06-4.89675e-18j -7.37587e-06-5.31806e-19j 8.81032e-06+1.34523e-20j -1.55101e-05+1.26632e-18j -7.21045e-06-3.21029e-17j 3.06468e-05-8.91894e-18j 5.12666e-06-2.81026e-18j 2.12002e-05-2.21065e-18j -1.32261e-05+7.59712e-18j -2.32845e-05+1.77871e-18j -2.90601e-05-6.16662e-19j 4.18184e-05-1.60378e-17j -4.69146e-05+6.81573e-18j 1.93685e-05-2.15905e-18j 1.41801e-05-3.7172e-18j 6.08282e-05-5.17825e-18j 3.90703e-05-4.27719e-17j -3.77932e-05+1.08043e-16j 2.72468e-06+6.54846e-17j 0.000201686-1.9733e-17j 0.000195258-3.1003e-17j 1.44024e-05-1.06538e-18j -0.000120424+1.88328e-17j -0.000227429+3.5949e-17j -7.77509e-05+1.25428e-17j 2.76583e-05-4.4274e-18j 0.000170766-2.54392e-17j -0.000103073+1.56035e-17j -2.20336e-05+4.63206e-18j 0.000282366-4.55452e-17j -5.52656e-06+1.48917e-17j 0.000245512-1.2747e-16j -3.51354e-05+2.32034e-17j 6.49575e-05+5.59642e-18j -8.1354e-06+2.36901e-18j 5.11134e-05-7.90174e-18j 8.33197e-05-1.84467e-17j 8.69352e-05-3.79963e-17j 0.000125476+7.05138e-15j 0.000378123-6.43261e-17j -0.000117251-1.92026e-17j -9.62012e-05+3.0043e-18j -7.45212e-05+1.30444e-17j 5.54279e-05-7.98331e-18j -6.13274e-05+4.9075e-18j 9.58056e-06+4.15328e-18j -0.000254995+5.5027e-17j 5.93664e-05-1.87477e-19j 0.000197497-2.75845e-17j 7.86142e-05-9.84309e-18j 0.000131601-1.70793e-17j 0.000149686-2.36926e-17j -5.64109e-05+9.18889e-18j 0.000159148-2.53515e-17j -0.000210805+3.34743e-17j 3.40551e-05-5.42169e-18j -0.000223946+3.56178e-17j 0.000112943-1.78884e-17j -0.000173696+2.81136e-17j -0.000104406+1.60207e-17j 
-4.63463e-05+2.6217e-17j 0.00011066-6.30363e-17j -2.21804e-05+1.47311e-17j -6.71147e-05+4.50357e-17j -3.23841e-07+3.2143e-18j -1.78805e-05+1.76856e-17j -7.03735e-06+9.57001e-18j 2.67623e-05+1.06683e-18j -1.14219e-05-5.90754e-18j -2.207e-05+2.19097e-17j -2.0616e-05+3.24957e-18j 2.0171e-05-7.56229e-18j -6.37597e-06+7.67465e-18j 1.39883e-05+2.24322e-19j -2.36125e-05-1.64791e-18j 1.92557e-05-4.32178e-18j 6.19277e-06+2.46048e-17j -3.01687e-05+1.60816e-17j -8.21312e-07+4.95723e-18j -2.50102e-05+6.66956e-18j 1.2213e-05-1.03007e-17j 3.05191e-05-5.94195e-18j 3.60649e-05-5.59801e-18j -3.77732e-05+2.61162e-17j 5.07305e-05-1.76407e-17j -2.52337e-05+5.55361e-18j -5.44345e-06+9.44222e-18j -5.39171e-05+2.30735e-17j -2.67494e-05+5.00192e-17j 3.3799e-05-1.02027e-16j -1.29174e-06-5.36834e-17j -0.000174733+7.97622e-17j -0.00016531+8.82445e-17j -1.29022e-05+5.29113e-18j 0.000102009-5.41677e-17j 0.000191573-1.02916e-16j 6.58163e-05-3.53065e-17j -2.2122e-05+1.28861e-17j -0.000143479+7.60749e-17j 8.61327e-05-4.62558e-17j 1.86551e-05-1.09067e-17j -0.00023622+1.28988e-16j 4.72714e-06-1.42188e-17j -0.000205555+1.85683e-16j 2.94332e-05-3.07227e-17j -5.43896e-05+1.62011e-17j 6.85537e-06-4.5876e-18j -4.28548e-05+2.30362e-17j -6.97275e-05+4.22476e-17j -7.28392e-05+5.97563e-17j -0.000105065-5.86395e-15j -0.000316454+1.7549e-16j 9.81658e-05-2.16262e-17j 8.05588e-05-3.34468e-17j 6.22841e-05-3.49159e-17j -4.63662e-05+2.45197e-17j 5.13098e-05-2.38401e-17j -7.98215e-06-3.86062e-19j 0.000213465-1.28082e-16j -4.96665e-05+1.92577e-17j -0.000165471+8.65737e-17j -6.55299e-05+3.36014e-17j -0.000110274+5.65943e-17j -0.00012476+6.81277e-17j 4.61213e-05-2.61392e-17j -0.000132511+7.26068e-17j 0.00017574-9.60253e-17j -2.82621e-05+1.55597e-17j 0.000186281-1.02173e-16j -9.39629e-05+5.14621e-17j 0.0001447-7.95955e-17j 8.68757e-05-4.71363e-17j 
-1.47494e-18-2.19244e-19j 2.54572e-18+5.16448e-19j -3.06542e-18-1.21933e-19j -9.27748e-18-3.68966e-19j -4.05602e-18-3.06929e-20j -7.82471e-18-1.36882e-19j -7.40817e-18-8.50734e-20j -1.84633e-17-1.26195e-20j 1.20252e-17+3.52643e-20j 1.61708e-18-8.76854e-20j 8.51665e-18-3.14095e-20j -4.5676e-18+5.78707e-20j -1.78417e-18-4.15594e-20j -8.37899e-18+2.56918e-21j 1.73856e-17+1.90288e-20j -6.76388e-18+3.792e-20j -1.96351e-19+2.64595e-20j 4.94564e-18-1.00147e-19j -3.68771e-18-3.02774e-20j 7.84586e-18-5.60235e-20j -1.27228e-18+4.58023e-20j -1.18763e-17+5.1769e-20j -1.26591e-17+7.10897e-20j 3.12316e-18-1.47513e-19j -1.24305e-17+1.3875e-19j 9.71584e-18-4.35511e-20j -6.81087e-18-7.35937e-20j 3.44541e-18-2.17856e-19j -6.20924e-18-1.65159e-19j -2.46098e-18+1.34397e-19j -1.04605e-18-1.33541e-20j 7.10873e-18-7.35264e-19j 2.76346e-18-7.24168e-19j 9.61268e-19-5.11465e-20j -1.76382e-18+4.46448e-19j -2.17873e-18+8.466e-19j -1.09052e-18+2.8839e-19j -9.91326e-19-1.0672e-19j 1.24627e-18-6.3684e-19j -2.49877e-19+3.85897e-19j -3.12895e-19+8.17144e-20j 9.64747e-19-1.05631e-18j -1.29765e-19+2.03424e-20j 1.01601e-18-9.17914e-19j -1.62706e-19+1.31311e-19j 2.7313e-19-2.42848e-19j -8.07002e-20+3.02755e-20j 2.75787e-19-1.90909e-19j 3.10759e-19-3.11615e-19j 4.16179e-19-3.24862e-19j 5.29553e-19-4.69097e-19j 1.42708e-18-1.41413e-18j -4.82338e-19+4.38385e-19j -4.13614e-19+3.59628e-19j -1.92206e-19+2.78966e-19j 1.85845e-19-2.07363e-19j -2.1481e-19+2.29406e-19j -2.20087e-21-3.59449e-20j -1.02452e-18+9.53459e-19j 2.05143e-19-2.22079e-19j 9.42214e-19-7.38022e-19j 1.57544e-20-2.94848e-19j 6.4243e-19-4.91732e-19j 1.71488e-20-5.61445e-19j 9.51176e-19+2.14456e-19j -1.27267e-19-5.97373e-19j -6.40711e-20+7.90574e-19j -1.26682e-19-1.28126e-19j 3.737e-19+8.41179e-19j -1.7219e-19-4.24185e-19j 5.76872e-20+6.51738e-19j 1.42859e-19+3.92072e-19j 
-0.000170964-1.98916e-18j 0.00034899+2.82685e-18j -0.000224987-8.87758e-19j -0.000680896-2.01857e-18j -0.000246671-9.40517e-19j -0.000506201+6.70975e-19j -0.000461866-1.64743e-18j -0.00107323-7.56597e-19j 0.00070956-2.1351e-18j 5.9321e-05+1.57939e-17j 0.000480513-1.02024e-18j -0.000241684-4.07455e-19j -0.000119464+3.55093e-18j -0.000483811+7.95165e-19j 0.00101337+1.08389e-18j -0.000376553+6.52836e-19j -1.02758e-06+4.05634e-17j 0.000247047+5.05391e-18j -0.000225198+1.66632e-18j 0.000432088-5.51386e-19j -5.57273e-05-6.58894e-18j -0.000666956+8.30581e-19j -0.000704699+4.8602e-18j 0.000123099+1.09709e-17j -0.000665048-2.64642e-19j 0.000545157+1.07035e-19j -0.000422823+2.64507e-19j 0.000114273-6.3003e-18j -0.000423772+4.24563e-17j -8.99072e-05-1.23597e-16j -6.57405e-05-8.0394e-17j 0.000124168-1.85199e-17j -0.000122919-4.17535e-18j 3.5645e-05-1.66191e-18j 7.22989e-05+2.91512e-18j 0.000204566+5.2406e-18j 4.9529e-05+1.42416e-18j -9.90372e-05-7.87366e-19j -0.0001766-5.89096e-18j 0.000136249+3.34052e-18j 1.38083e-05-9.07325e-19j -0.000356708-5.69811e-18j 4.36149e-07-1.69305e-17j -0.000299693+1.01915e-16j 4.18677e-05-2.06203e-17j -7.9038e-05-2.08461e-17j 7.15437e-06-1.12992e-18j -5.85999e-05-1.43075e-18j -0.000103717+4.41142e-18j -0.00010279+2.74156e-17j -0.00015256-8.6008e-15j -0.000469699-3.55182e-18j 0.000143297+4.86956e-17j 0.000116516+1.71408e-17j 9.78255e-05+2.69367e-19j -7.02299e-05-2.28294e-18j 7.71626e-05+7.2973e-18j -1.41652e-05-7.12825e-18j 0.000313082-1.17776e-17j -7.48604e-05-1.26127e-17j -0.000233708-9.1328e-18j -0.000114238-5.08003e-18j -0.000154869-7.66548e-18j -0.000218273-3.65523e-18j 0.000138789+1.2272e-18j -0.00024066-3.71561e-18j 0.000305042+5.0101e-18j -5.73679e-05-8.16078e-19j 0.000350134+5.32983e-18j -0.000175623-2.77608e-18j 0.000257866+3.50057e-18j 0.000161385+3.19022e-18j 
1.19675e-17-1.25882e-18j -2.61981e-17+2.96525e-18j 1.14726e-17-7.00095e-19j 3.47193e-17-2.11847e-18j 9.93448e-18-1.76227e-19j 2.22838e-17-7.85929e-19j 1.93099e-17-4.8846e-19j 4.01194e-17-7.24563e-20j -2.72158e-17+2.02475e-19j 5.1315e-20-5.03457e-19j -1.70112e-17-1.80342e-19j 7.47609e-18+3.32272e-19j 5.4966e-18-2.38619e-19j 1.78738e-17+1.47513e-20j -3.80645e-17+1.09257e-19j 1.29892e-17+2.17723e-19j -6.4113e-19+1.51921e-19j -6.58968e-18-5.75008e-19j 9.12761e-18-1.73842e-19j -1.45837e-17-3.21667e-19j 8.90598e-19+2.6298e-19j 2.34018e-17+2.97239e-19j 2.43054e-17+4.08171e-19j -7.77768e-19-8.46963e-19j 2.10983e-17+7.9665e-19j -1.90965e-17-2.50054e-19j 1.75675e-17-4.22548e-19j 1.35526e-18-1.25085e-18j 1.99532e-17-9.48283e-19j -1.16288e-19+7.71657e-19j 2.78047e-18-7.66745e-20j 1.42705e-17-4.22162e-18j 2.31477e-17-4.15791e-18j -8.75632e-21-2.93664e-19j -1.41415e-17+2.56334e-18j -2.93181e-17+4.86087e-18j -9.23971e-18+1.65583e-18j 6.41189e-18-6.1275e-19j 2.28965e-17-3.65651e-18j -1.49584e-17+2.21568e-18j -2.60968e-18+4.69174e-19j 4.0343e-17-6.06495e-18j -5.38374e-19+1.16798e-19j 3.46761e-17-5.27033e-18j -4.92331e-18+7.53942e-19j 9.16482e-18-1.39435e-18j -1.04248e-18+1.73831e-19j 7.07365e-18-1.09613e-18j 1.18452e-17-1.78918e-18j 1.21509e-17-1.86524e-18j 1.76989e-17-2.69338e-18j 5.37181e-17-8.11941e-18j -1.65671e-17+2.51704e-18j -1.35523e-17+2.06485e-18j -1.07886e-17+1.60172e-18j 7.92728e-18-1.1906e-18j -8.7502e-18+1.31717e-18j 1.44798e-18-2.06382e-19j -3.60851e-17+5.47442e-18j 8.47675e-18-1.2751e-18j 2.76114e-17-4.23745e-18j 1.18049e-17-1.69291e-18j 1.83656e-17-2.82335e-18j 2.25063e-17-3.22361e-18j -1.06515e-17+1.23133e-18j 2.42587e-17-3.4299e-18j -3.16055e-17+4.53919e-18j 5.41628e-18-7.35651e-19j -3.45766e-17+4.82974e-18j 1.74012e-17-2.43551e-18j -2.62922e-17+3.74204e-18j -1.60489e-17+2.25113e-18j 
-0.000154773+2.65612e-17j 0.000352347-6.60103e-17j -0.000115653+1.51768e-17j -0.000349984+4.71616e-17j -7.23785e-05+2.49206e-18j -0.000187577+2.01265e-17j -0.000150108+8.68467e-18j -0.000251014+3.39426e-19j 0.000180182-8.81987e-18j -3.28272e-05+4.13527e-17j 9.28032e-05+2.44324e-18j -2.44461e-05-8.73832e-18j -4.91588e-05+1.23109e-17j -0.000108793+1.11851e-18j 0.000240773-6.17363e-19j -6.56943e-05-4.02197e-18j 1.37472e-05+7.14879e-17j 3.32825e-06+2.31775e-17j -6.72702e-05+7.26356e-18j 6.8772e-05+6.70737e-18j 1.15143e-05-1.85238e-17j -0.000124493-5.60326e-18j -0.000122877-8.04327e-19j -4.99194e-05+4.06723e-17j -7.80984e-05-1.96314e-17j 0.000101105+6.20636e-18j -0.000135152+1.06426e-17j -8.90984e-05+1.83839e-17j -0.000183752+1.01429e-16j 5.05458e-05-2.47488e-16j -2.20237e-05-1.47077e-16j -0.000360244+6.71279e-17j -0.000410636+9.21685e-17j -1.89104e-05+3.97746e-18j 0.000252364-5.61899e-17j 0.000493918-1.07085e-16j 0.000163662-3.71469e-17j -7.89393e-05+1.32641e-17j -0.000376714+7.69432e-17j 0.000234929-4.70487e-17j 4.63217e-05-1.29536e-17j -0.000639368+1.35169e-16j 1.08482e-05-3.41677e-17j -0.000553258+3.15416e-16j 7.89171e-05-5.63113e-17j -0.000146316-5.11242e-18j 1.76265e-05-6.26969e-18j -0.000114218+2.36866e-17j -0.000188271+5.11605e-17j -0.00019506+9.56002e-17j -0.000282605-1.58671e-14j -0.000854164+1.88507e-16j 0.000264268+2.97246e-17j 0.000216555-1.78615e-17j 0.000169678-3.79858e-17j -0.00012556+2.4378e-17j 0.000138786-1.81305e-17j -2.22183e-05-8.24534e-18j 0.000575089-1.53351e-16j -0.00013439+7.27368e-18j -0.00044318+8.48967e-17j -0.000181807+3.12657e-17j -0.000295091+5.36377e-17j -0.000346363+7.06834e-17j 0.000144917-2.73121e-17j -0.000370444+7.5528e-17j 0.000487189-9.97832e-17j -8.07628e-05+1.61639e-17j 0.000524196-1.06172e-16j -0.000264124+5.33761e-17j 0.000403088-8.34263e-17j 0.000243914-4.81789e-17j 
-0.000148546-9.19509e-18j 0.000311376+1.96508e-17j -0.000175782-4.87769e-18j -0.000531977-1.4038e-17j -0.000180543-2.00283e-18j -0.000379237-3.67331e-18j -0.000341313-4.51434e-18j -0.000771214-1.22328e-18j 0.000513068-1.17455e-18j 3.21745e-05+1.42532e-17j 0.00034091-2.11203e-18j -0.000166492+1.4192e-18j -9.0595e-05+2.50256e-18j -0.000346686+9.42011e-19j 0.000729043+1.78299e-18j -0.00026558+1.92413e-18j 2.39238e-06+4.46931e-17j 0.000165338+2.24443e-18j -0.000165093+8.28122e-19j 0.000303268-2.39621e-18j -3.45507e-05-5.64986e-18j -0.000472219+2.56126e-18j -0.000497003+7.53752e-18j 7.08403e-05+7.1178e-18j -0.000460563+4.17249e-18j 0.000385837-1.28377e-18j -0.000311953-2.07894e-18j 5.61908e-05-1.38102e-17j -0.000323463+4.05817e-17j -4.85864e-05-1.29272e-16j -4.87286e-05-8.7323e-17j 2.09411e-06-4.36439e-17j -0.000173805-2.77831e-17j 1.95156e-05-3.43979e-18j 0.000104654+1.74968e-17j 0.000246843+3.28687e-17j 6.96301e-05+1.08063e-17j -8.36514e-05-4.28034e-18j -0.000201977-2.68312e-17j 0.000143358+1.60109e-17j 1.95676e-05+1.6451e-18j -0.000380761-4.01019e-17j 2.71869e-06-1.76456e-17j -0.000323501+8.06594e-17j 4.55578e-05-1.80679e-17j -8.54078e-05-3.03351e-17j 8.7118e-06-2.4841e-19j -6.46067e-05-7.68103e-18j -0.000111241-5.24526e-18j -0.000112143+1.91932e-17j -0.000164896-9.31124e-15j -0.000504117-4.92801e-17j 0.000154621+6.67195e-17j 0.000126099+3.00828e-17j 0.000103154+9.25534e-18j -7.48937e-05-9.13084e-18j 8.24729e-05+1.52589e-17j -1.44105e-05-8.85961e-18j 0.000337309+1.79084e-17j -7.99552e-05-2.07686e-17j -0.000254901-3.35865e-17j -0.000116803-1.49653e-17j -0.000169229-2.40864e-17j -0.000222948-2.1992e-17j 0.000124903+8.21767e-18j -0.000243253-2.32118e-17j 0.000312277+3.08192e-17j -5.62977e-05-4.99921e-18j 0.000350603+3.27909e-17j -0.000176125-1.66311e-17j 0.000262023+2.47263e-17j 0.000162116+1.60469e-17j 
-5.68834e-17-4.2704e-18j 1.24555e-16+1.00593e-17j -5.44559e-17-2.37499e-18j -1.64798e-16-7.18666e-18j -4.70911e-17-5.97831e-19j -1.05687e-16-2.66617e-18j -9.15541e-17-1.65705e-18j -1.90078e-16-2.458e-19j 1.28966e-16+6.86872e-19j -3.17838e-19-1.70792e-18j 8.05642e-17-6.1179e-19j -3.53689e-17+1.1272e-18j -2.60757e-17-8.09487e-19j -8.46757e-17+5.0042e-20j 1.80348e-16+3.7064e-19j -6.15045e-17+7.386e-19j 3.05993e-18+5.15374e-19j 3.11335e-17-1.95065e-18j -4.32682e-17-5.89738e-19j 6.9043e-17-1.09122e-18j -4.18021e-18+8.9213e-19j -1.10823e-16+1.00835e-18j -1.15087e-16+1.38467e-18j 3.55899e-18-2.87323e-18j -9.98355e-17+2.70254e-18j 9.04333e-17-8.48281e-19j -8.32895e-17-1.43345e-18j -6.60629e-18-4.24337e-18j -9.467e-17-3.21694e-18j 6.65459e-19+2.61776e-18j -1.3184e-17-2.6011e-19j -6.82339e-17-1.43214e-17j -1.1028e-16-1.41052e-17j -2.10716e-21-9.96223e-19j 6.73762e-17+8.69584e-18j 1.39617e-16+1.64899e-17j 4.40193e-17+5.61722e-18j -3.04675e-17-2.07868e-18j -1.09016e-16-1.24043e-17j 7.11948e-17+7.51645e-18j 1.24331e-17+1.59162e-18j -1.92027e-16-2.05747e-17j 2.56791e-18+3.96225e-19j -1.65062e-16-1.7879e-17j 2.34363e-17+2.55766e-18j -4.36256e-17-4.73017e-18j 4.96458e-18+5.89702e-19j -3.36744e-17-3.71849e-18j -5.63827e-17-6.0696e-18j -5.78422e-17-6.32761e-18j -8.42492e-17-9.13699e-18j -2.55697e-16-2.75442e-17j 7.88609e-17+8.53879e-18j 6.45111e-17+7.00478e-18j 5.13493e-17+5.43366e-18j -3.77325e-17-4.03898e-18j 4.16499e-17+4.46833e-18j -6.89047e-18-7.00129e-19j 1.71767e-16+1.85713e-17j -4.03482e-17-4.32562e-18j -1.31439e-16-1.43751e-17j -5.61774e-17-5.743e-18j -8.7427e-17-9.57788e-18j -1.07103e-16-1.09357e-17j 5.06448e-17+4.17714e-18j -1.15435e-16-1.16355e-17j 1.50406e-16+1.53987e-17j -2.5769e-17-2.49561e-18j 1.64525e-16+1.63843e-17j -8.28004e-17-8.2622e-18j 1.25116e-16+1.26944e-17j 7.63665e-17+7.63672e-18j 
-0.000140771-7.1404e-18j 0.000350807+1.22214e-17j -3.18485e-05-3.43056e-18j -9.63389e-05-8.72883e-18j 5.99227e-05-2.63743e-18j 5.49211e-05+2.74214e-19j 8.67799e-05-4.93676e-18j 0.000372065-1.99948e-18j -0.000221199-4.92498e-18j -0.000101953+3.81845e-17j -0.00020071-2.84192e-18j 0.000139694-4.22153e-19j 4.43898e-06+8.36384e-18j 0.000175331+1.99315e-18j -0.000344764+2.87405e-18j 0.000169539+1.99891e-18j 2.47327e-05+1.00617e-16j -0.000180542+1.14889e-17j 5.26287e-05+3.81577e-18j -0.000206063-1.9312e-18j 6.21001e-05-1.58366e-17j 0.000286112+2.57883e-18j 0.000317398+1.27432e-17j -0.000179846+2.56474e-17j 0.000365527+7.49906e-19j -0.000235001-1.76088e-19j 8.33927e-05-9.06497e-20j -0.000241467-1.77916e-17j -5.86327e-07+1.0336e-16j 0.000155902-3.04404e-16j 1.12054e-05-1.9902e-16j -0.000721461-5.32591e-17j -0.000622909-1.76602e-17j -5.98417e-05-4.62912e-18j 0.000385266+1.17311e-17j 0.000706461+2.15349e-17j 0.000247858+6.44265e-18j -6.28676e-05-3.0282e-18j -0.000523302-2.10204e-17j 0.000306645+1.21706e-17j 7.03105e-05-1.4174e-18j -0.000845183-2.47897e-17j 1.85764e-05-4.1678e-17j -0.000738123+2.42834e-16j 0.000105951-4.96827e-17j -0.000195371-5.40292e-17j 2.53216e-05-2.4888e-18j -0.000154849-5.47212e-18j -0.000249873+7.75875e-18j -0.000262402+6.45342e-17j -0.000377429-2.12821e-14j -0.00113429-2.31023e-17j 0.000352459+1.24905e-16j 0.00028951+4.60449e-17j 0.000221914+3.49042e-18j -0.000165843-7.7469e-18j 0.000183663+2.0375e-17j -2.80359e-05-1.79983e-17j 0.000766068-1.94841e-17j -0.000177739-3.34503e-17j -0.000596058-3.00646e-17j -0.000230671-1.55522e-17j -0.000397447-2.39414e-17j -0.000438975-1.47262e-17j 0.000147865+5.20693e-18j -0.000464056-1.52393e-17j 0.000618949+2.03976e-17j -9.74758e-05-3.31593e-18j 0.000649428+2.17008e-17j -0.000327826-1.11618e-17j 0.000507967+1.52577e-17j 0.000303345+1.18613e-17j 
