0.0144086+0.0496611j 0.0194111+0.0251715j 0.134166+0.0212184j 0.0961922+0.028123j -0.0376519-0.127623j -0.078293-0.261015j -0.13887-0.0328585j -0.047247-0.145366j -0.172147+0.00780137j -0.314649+0.139058j -0.0407886+0.161383j -0.0787225+0.120804j -0.0489635-0.360316j 0.0178189+0.282506j -0.702858-0.353568j 0.0989406-0.065494j 0.142359+7.64227e-05j -0.052319-0.111823j 0.0241034-0.0998486j 0.0934104-0.262443j -0.139988+0.376232j -0.0738265-0.0078165j -0.300368-0.0883067j 0.214174-0.257419j -0.300932-0.0510995j 0.523201-0.135878j -0.0741508+0.128722j -0.084902+0.228104j -0.137526-0.214849j -0.0761984+0.429681j -0.233923-0.425213j -0.118996-0.0949824j -0.366534-0.0576111j -0.144923+0.00766238j -0.20447+0.113219j -0.996732-0.387219j -0.0784088-1.95339j 0.0152927+0.00143063j 0.048158+0.0314379j 0.142287-0.227544j -0.099577-0.206942j 0.142773-0.0155372j 0.0455121-0.119716j -0.293095+0.0295698j 0.205108-0.0560296j 0.111015-0.200232j -0.0711086+0.237628j 0.0209844-0.000882273j 0.156526+0.0479637j -0.0413042-0.0367563j 0.139712-0.0512201j 0.0720296+0.328151j -0.210678-0.0862321j 0.245994+0.063224j -0.0478453-0.267392j 0.0975571+0.124402j 0.112028-0.00790093j -0.170584-0.0330147j 0.110021+0.434427j -0.238482-0.0941485j -0.166756+0.00789751j -0.499337-0.221314j -0.0277632-0.0885522j -0.35523+0.0716757j 0.0585373-0.00502268j -0.178619+0.180873j -0.358368+0.232553j 0.0900697-0.118989j 0.144932-0.183557j 0.0838885-0.584452j -0.215509+0.369818j -0.102436-0.0426013j 0.159058+0.459073j 0.0951142-0.10066j -0.0347883+0.280338j -0.360008-0.690336j -0.0718233+0.328978j -0.0636038+0.0091935j 0.391851+0.385525j 0.359346+0.271173j 0.124511+0.0917982j 0.74427-0.261366j 0.169077+0.123431j -0.0762867+0.100488j 0.24371-0.296559j 0.110454+0.654098j 0.144348-0.0659544j 0.356738+0.106857j -0.124819-0.613755j -0.506125-0.548513j -1.34877-0.052476j -0.0121265-0.168365j 0.38279-1.50636j -0.846796+0.0449243j 0.864651+1.32274j 
-0.118638+0.0175713j -0.193595-0.413852j 0.269166-0.251877j 0.107979-0.406826j -0.0149139+0.441278j 0.293196-0.306426j 0.519571+0.517081j -0.240601-0.526437j -0.104022-0.0956754j 0.336088-0.425587j -0.0333414+0.297258j -0.752412-0.665507j 0.0776214-0.470474j 1.10122+0.28384j 1.06659-0.530892j 0.13552+0.0563336j -0.245926+0.424741j -0.574127+0.100615j -0.446171+0.413661j -0.157784+0.180586j 0.134061+0.317192j 0.345999+0.374279j 0.384115+0.0702542j -0.641526+0.175144j -0.412805-0.249074j 0.240778+0.535985j 0.443783+0.109311j 0.509534-0.510702j -0.149809-0.0889656j -0.316976-0.352537j 0.301257+0.11606j 0.0344463+0.081528j 0.61022-0.553472j -0.836338+0.567635j -1.09485+0.103827j 1.20595+0.11109j -0.362386-0.403229j 0.19538+0.113652j 0.167637-0.297336j 0.03943-0.192909j -0.226576+0.0378658j -0.0126227+0.177282j 0.220077+0.0568207j -0.156577+0.186288j 0.148679+0.119819j -0.0992529-0.113362j 0.00520698+0.0752393j -0.0451863+0.106421j 0.304304-0.421711j 0.26967-0.011084j -0.429216-0.254066j 0.0267129+0.172248j -0.169625-0.17223j -0.502225-0.0790328j -0.0302633-0.3612j -0.0339904+0.526564j 0.0398167+0.55343j -0.104883+0.257934j 0.398263-0.0470831j -0.0886135-0.154359j -0.638554-0.0221327j 0.0021754+0.321751j 0.203186-0.0659726j 0.33798-0.150048j 0.116582+0.271213j -0.0302413-0.451616j -0.363875-0.264381j 0.22753-0.0868127j -0.508393+0.350437j -0.154137-0.205634j 0.132669-0.379811j -0.576227+0.036468j -0.360739-0.535421j -0.205799+0.342489j 0.00976401-0.23254j 0.144515+0.126261j 0.230122+0.39208j -0.228009+0.0289402j -0.339581-0.0311561j -0.460036-0.513382j -0.724035-0.0332623j 0.270826+0.00745967j -0.749189+0.745297j -1.38224-1.41051j -0.360641+0.403395j 0.30801+0.304483j 0.142513-0.675767j -0.626051+1.17251j -0.426307+0.349925j 0.547664-0.0172211j -0.343241+0.476731j 1.12795-1.01625j -0.332806-0.200181j -1.06861-0.696641j -0.357093+0.418268j 
0.147682+0.0161396j 0.30299-0.0376381j 0.208414+0.0328829j -0.252859-0.0444862j 0.137112-0.126909j 0.0921774+0.465515j 0.255588-0.0447081j -0.158105+0.0579222j 1.20979-0.0923428j -0.301052+0.196497j 1.07604-1.04446j -0.185269+0.0497754j -0.423-0.714415j 0.705281+0.355514j 0.158266-0.771602j 0.0105714-0.150902j -0.229088-0.308538j -0.184623-0.351558j 0.0613035+0.137611j 0.0593264-0.109999j 0.38666-0.471869j -0.00230569-0.166382j 0.310945-0.190617j -0.358454+0.170403j 0.74629-0.153746j 0.510553+0.228156j 0.25115-0.506686j 0.00594713+0.219313j -0.378188+0.212371j 0.305922-0.906707j -1.06506-1.1324j 0.0794982-0.198708j 0.767875-0.0812035j 0.364788-0.425148j -0.0030019+0.947538j -1.08141-1.06184j -0.433737+0.774548j 0.0497902+0.13654j 0.146069-0.0472894j -0.149033-0.0765937j 0.0211079+0.179651j -0.329402+0.0562789j 0.231196+0.392554j 0.0110704+0.394861j -0.283209-0.123854j -0.0900562-0.0879921j 0.0836148-0.201393j 0.0547071-0.679967j -0.222051-0.18588j -0.0647791-0.117647j -0.19916+0.245885j 0.120042+0.349169j 0.427933-0.179316j -0.18109+0.672805j 0.0774854+0.188013j -0.255164+0.0258043j -0.152739+0.167029j 0.529002-0.248436j -0.179133+0.180982j 0.443882-0.92682j -0.000611188-0.312263j 0.0905194-0.211118j -0.0849604+0.0984493j -0.406615-1.10541j 0.279407-0.138238j 0.0228096-0.230242j -0.375879-0.142542j -0.144523-0.00307614j -0.520145+0.538194j -0.39192+0.537292j -0.91725+0.20625j -0.116094+0.0546319j -0.162973-1.00998j -0.441932-0.132565j -0.526211-0.330614j -0.686172-0.422887j 0.378611+0.0339044j -0.0246335-0.564921j 0.157475-0.321335j -0.109839-0.671589j 0.299544+1.56456j -0.032508-0.078651j -0.6307-0.582629j -0.253667+0.386395j 1.22252-1.03121j 0.202792+0.790703j 0.265274+0.462109j 0.0273814+0.234355j -0.564976+0.111901j -0.590454+0.0316074j 0.421339+0.144824j -0.0594335+0.686143j -0.056183-0.0398321j 0.602603-0.108287j -0.226409-0.1834j 
-0.20473+0.00466987j -0.330823+0.166423j -0.00232572+0.0711799j -0.226734+0.0281721j -0.186499+0.16991j -0.240876+0.423934j 0.101094+0.266003j -0.270217-0.160836j 0.194451+0.160521j 0.0743129+0.557519j -0.0352002-0.564001j -0.423186+0.247508j 1.01206-0.870687j -0.582552-0.468634j 0.422547-0.143742j -0.0243339+0.242075j 0.337926+0.286979j 0.100767+0.11865j 0.29135+0.36811j 0.0713794-0.0390782j -0.00943239-0.103955j 0.284576+0.234952j 0.463922+0.40893j 0.192878-0.218316j 0.436191+0.103076j -0.279751-0.422749j -0.00913771+0.181106j 0.137431+0.497121j -1.10917+0.502639j -0.187909+0.481305j 0.270471+0.375148j 0.185718-0.455602j 0.590344-0.579477j -0.354463+1.19874j -0.956532-0.140273j -0.00239073+0.0928496j 0.0251203-0.332503j -0.137842-0.148355j -0.256078+0.13149j 0.195938+0.0694623j 0.0206223-0.204067j -0.0618697+0.107057j 0.0869795-0.0554732j -0.32667-0.179938j 0.180975+0.0464039j 0.0695635-0.425374j 0.00198402+0.104376j -0.043169+0.313461j -0.0561996-0.305007j 0.25197+0.0344711j -0.213746+0.144183j -0.0698181-0.336919j -0.0360039-0.0223117j -0.273827+0.0143664j 0.396438+0.360274j 0.481886+0.416292j 0.151066+0.318623j 0.179102-0.442993j -0.253334+0.0625865j 0.28645+0.287289j -0.203077+0.605088j 0.0405386-0.112702j 0.00689992+0.413094j 0.0444986+0.179609j -7.63675e-05+0.0860282j 0.155893-0.0904299j 0.248508+0.483797j 0.0855469-0.0735299j -0.273773-0.812928j -0.218601+0.0944677j 0.163096+0.0277188j 0.578527+0.422739j 0.433599-0.417237j -0.274985-0.756578j 0.242338+0.733986j 0.072532-0.0956583j 0.192173-0.527592j 0.00980923-0.270594j 0.729825-0.52038j 0.103431-0.829002j 0.709794+1.08925j -1.07004+0.513367j -0.0903673-0.402352j 1.10712+1.07278j 0.638662-0.440395j 0.0386752-0.595649j 0.157979-1.07999j 0.3799-0.986153j -0.284212-0.592832j 0.608783-0.512766j -0.189144-0.403894j -0.743489+1.00368j 0.608817-0.199098j 0.228152+0.671937j 0.429847-0.166608j 
-0.0140048+0.00475078j 0.00581046+0.0350644j -0.00475108+0.0288546j 0.137539-0.136127j -0.0415994+0.0112828j -0.110249-0.0903241j 0.0904928+0.139473j 0.378853+0.165996j 0.0467867+0.401474j 0.210228-0.696515j -0.376055-1.10908j -0.149083+0.554272j -1.36877-0.766083j -0.829087+0.662592j 0.218152+0.282421j 0.021624+0.0165068j 0.0625281-0.025476j 0.0279369-0.0614476j -0.178996-0.0738179j -0.0956366-0.0911514j 0.0921574+0.223425j -0.0151282+0.00925424j 0.0680062+0.000283092j 0.178569+0.440067j -0.148862+0.079375j -0.588942+0.600082j 0.103166+0.0959333j -0.214036-0.0245813j 0.0974869+0.859183j -0.483199+0.187225j -1.49639-0.230135j 2.2556-0.515569j -1.00714+1.10543j -0.520324+0.183219j -0.378861-1.09891j 0.490512-0.185794j -0.0836713-0.119227j -0.00925464-0.0110987j 0.0226573+0.0197017j -0.0154061-0.0574451j -0.0695868+0.0148342j -0.00637585-0.114813j -0.0965456+0.0509484j 0.00910719+0.098939j -0.0959904+0.159642j 0.0246819-0.0347628j -0.0564179-0.0100658j -0.0118845-0.300414j 0.271248-0.113207j -0.0572395-0.0414832j -0.195739-0.241352j 0.0640165+0.356868j 0.020585-0.0102411j -0.0757295+0.318139j -0.140797-0.155761j 0.155415-0.0825232j 0.0362887+0.114332j -0.141566+0.0806598j -0.593392-0.331225j 0.0423281-0.283563j 0.16561+0.195359j 0.177683-0.708269j 0.130229-0.0445529j 0.198906-0.466519j 0.0140762+0.168818j -0.0271927-0.279235j -0.0278689-0.51815j 0.125257+0.0322264j -0.0103582+0.222998j 0.242004+0.132849j 0.158903+0.904076j -0.35917+0.189492j 0.116222-0.27793j -0.727778-0.774483j -0.459521-0.824691j -0.655264+0.508929j 0.405781+0.191188j 0.630882-0.98801j -0.141248-0.165812j 0.578997-0.0593862j 0.878434-0.35327j -0.334083-0.0259978j -0.247447-0.898569j -0.435522-0.363222j -0.104891-0.467476j -0.487393+0.0402615j 0.131729-0.650489j 0.102189+0.353875j 0.415371-0.182513j 0.421139-0.41754j -0.101621+0.168573j -0.368966-0.280847j 0.0536173+0.130016j -0.11085+0.13874j 0.0572004-0.00645656j 
0.00110817-0.11952j -0.194265-0.173335j -0.407509-0.720127j 0.329998-0.146227j -0.550667-0.322857j -0.637922+0.0149596j -0.145009-0.0298281j -0.0393594-0.420887j 0.477774-0.252743j 0.0580673+0.448048j 0.0714565+0.832729j -0.188597-0.863667j 0.885989-0.288902j 0.13346+0.0402794j -0.868411-0.580143j -0.133491+0.00956442j -0.0710254+0.271527j 0.0962951+0.817758j -0.416123-0.179947j -0.561501-0.18437j 0.315327-0.0273795j -0.436218+0.0843606j -0.174547+0.293905j 0.109142-0.300416j 0.137824+0.122322j 0.425336-0.694053j 0.129454-0.707808j -0.326068-0.192697j -0.289086-0.00156929j -0.382103-0.523527j 0.851089-0.326537j 0.154754-0.614612j -1.574-0.0638664j 0.303477+0.321243j 0.12759-0.335592j -0.192739-0.146401j 0.837792+0.518309j 0.0274792-0.0511242j -0.0819516-0.0510219j -5.30736e-05+0.0839143j 0.0842482-0.0132775j 0.531165-0.102703j -0.38633-0.637641j 0.10929-0.139903j 0.198519+0.253118j -0.255218+0.394633j -0.269115+0.341898j -0.464334+0.220095j -0.0765515+0.104736j -0.46917+0.607139j -0.00326188+0.246927j 0.298756-0.848121j -0.134899+0.532782j -0.0574449-0.997111j -0.278481+0.414928j 0.246635+0.129716j -0.0684617-0.289702j 0.202627+0.358499j 0.308185-0.0927388j 0.365354+0.529655j -0.204204+0.296789j -0.110063+0.717965j 0.280515+0.159709j -0.336941+0.959071j -0.250326-0.349402j -0.106702+0.770528j 0.480902+0.351359j -0.193554+0.160386j -0.539289-0.157682j 0.307728-0.490043j 0.293723+0.643424j -0.00563461-0.0451064j -0.623149+0.614165j 0.860291-1.04051j -0.132303+0.273731j -0.204792+0.10729j -0.195229+0.27854j 0.738083-0.0827313j 0.777315+0.715542j -0.845552+0.26226j 0.0588785+1.08807j 0.592215+1.89933j -1.14484+0.132963j -1.08499-0.0389947j 0.391527+0.0441969j -0.143447+0.493644j 0.0253141-0.577148j 0.414011+0.398503j -0.0503948-0.90361j 0.1124-0.418844j -0.342846-0.131292j -0.480225+0.261671j 0.0734742+0.36066j 0.255316-0.611627j -0.336461+0.106243j 
-0.178901+0.256708j -0.183873-0.245057j 0.218739-0.0496433j 0.220773+0.100467j -0.263374-0.0618903j 0.387087-0.412618j -0.234964+0.0359191j 0.314268+0.334296j 0.602719-0.719897j 0.0853006-0.458483j 0.556585+0.513681j -0.905743+0.249863j -0.630645+0.524081j 0.434339-0.298219j -0.285148+0.260724j 0.336777+0.0245746j 0.102539+0.369853j -0.372003-0.0800864j -0.126287-0.0975871j -0.37153+0.0330654j -0.41441+0.304376j -0.01252+0.0663564j -0.376895+0.0448301j 0.137265+0.264135j 0.191903-0.714923j -0.325411+0.569859j -0.335976-0.339109j 0.750327+1.14351j -0.061704+0.249637j -0.0694502-0.454869j 1.21662+1.01019j 0.663023-0.22393j -0.83463+0.411582j 1.47599-0.942743j -0.447508+0.0481417j -0.415033-0.356729j -0.00128181-0.366667j 0.068827+0.147273j 0.214473-0.12729j 0.188932-0.344225j -0.388888-0.184215j 0.151484+0.0925692j 0.172836-0.15068j 0.0174623+0.473266j 0.253576+0.184292j -0.222457+0.0563032j 0.021276+0.215292j -0.102985+0.0986839j 0.51305-0.140723j 0.433996-0.162991j -0.165753-0.533528j 0.0574866+0.558478j 0.252869-0.0819591j 0.266747+0.375198j 0.164995-0.335163j -0.130562-0.0568634j -0.100016-0.0519044j -0.302591-0.237456j -0.386256-0.0173106j -0.0355919-0.781011j 0.0373601-0.171934j 0.0574263-0.745829j -0.302529+0.384297j -0.645535-0.0776844j -0.332863-0.617174j 0.814019+0.0780802j 0.341017-0.769964j -0.621899+0.711318j -0.0418277-0.144623j 0.316201+0.48693j -0.724692-0.854381j 0.684195-0.284125j 0.573966-0.523786j -0.963907+0.489031j 0.601757-0.692741j 0.296101-0.640099j -0.393036-0.540933j -0.191018-0.417142j -0.840529-0.832755j 0.380463-1.18943j 0.214335+0.482718j -0.863879-0.0106707j -0.156394-0.778725j 0.515939+1.40176j 0.560325-0.30392j -0.285607+0.0506629j -0.267276-0.64262j 0.702281-0.322444j 0.260869+0.797646j 0.446026-0.125241j 0.326406-0.350018j -0.133536+0.0478404j 0.272676+0.0797574j -0.522007-0.0220122j 0.0409597+0.277067j 
0.0373865-0.00814118j -0.100619-0.338393j 0.192132-0.0733979j -0.552917+0.121763j -0.055227+0.0425735j -0.301796+0.420668j -0.342902+0.320016j 0.351119-0.556685j 0.37936+0.865602j 0.293223-0.36112j -0.7678-0.0468619j -1.03218+0.581665j -0.464703+0.260282j 0.322183+0.725591j 0.613942-0.438881j 0.0173511-0.0378813j -0.258929+0.239888j -0.389002+0.0868155j 0.478388+0.442566j 0.0209921+0.539802j 0.0329512-0.505897j -0.0743556+0.0817382j -0.259788+0.795019j 0.28403-0.618836j 0.678896+0.964123j 0.376787+0.0159079j 0.400233+0.587478j -0.454974-0.0338749j -0.0933176+1.016j -0.44133-0.0994187j 0.699034-1.23352j -1.00338+0.550468j -0.753601+0.177962j -0.147934-0.022655j -0.157382+0.100927j -0.442353-0.562173j -0.100702+0.356839j 0.138303+0.100338j -0.00738787-0.185105j 0.0549972+0.182712j 0.20848-0.0581193j 0.093922+0.542276j 0.569951-0.157957j -0.0206012-0.533777j 0.361269-0.269815j -0.0516835+0.274248j 0.129753+0.0576069j -0.109976+1.04078j -0.397153-0.0753062j 0.160398+0.255076j 0.0326832+0.595773j 0.250578-1.33918j 0.0415474+0.435358j 0.0790249-1.5136j -0.143087+0.50578j 0.193245-0.0491989j -0.347528-0.32422j -0.0201121+0.328352j -0.0411212+0.325143j 0.0190464+1.94136j 0.0276606+0.532073j -0.593083+0.502803j -0.667495+0.064532j 0.249271+1.11517j -0.26377+0.0216997j -0.203212+1.13049j 1.33611+0.616045j -0.0125585-0.0789337j 0.332452-1.19441j 0.883685+0.0377671j -0.495807+0.612658j -0.352551-0.308923j 0.33353+1.17983j -0.107636-0.314875j -0.437761+0.313796j -0.348119-0.666046j -0.21701+0.77834j 0.291987-0.543488j 0.16408+0.654577j 0.210603+1.19921j 0.465064-0.762371j -0.0523374+0.594842j 0.615683+0.762856j -0.327122-0.311522j -0.796019+0.891144j -0.331247-0.906191j -0.6299-0.636427j 0.164728+0.133594j -0.0445434-0.281074j 0.177593-0.0845031j 0.15228-0.400314j -0.492163+0.476915j 0.221354+0.0484262j 0.380421+0.0498375j -0.0603488-0.0668409j 
-0.319574-0.0385618j -0.146184-0.481571j -0.137034+0.449059j 0.608652+0.268822j -0.422796-0.0393615j -0.0688661+0.778647j 0.384433-0.662875j 0.767377+0.256865j 0.0109326+0.0386846j -0.632903-0.296378j 0.0269811-0.269676j -0.333785+0.329673j -0.34163-0.892895j -0.517057-1.03513j -0.233473+0.671873j 0.195288+0.322957j -0.120363+0.627411j -0.272563-0.200585j -0.439619+0.285116j -0.297887+0.383842j -0.447699-0.264439j -0.436379-0.435662j 0.365819+0.374153j 0.459023-0.38212j 0.135493+0.144445j -0.597252+0.034899j -0.174328-0.49507j -0.627733-0.767375j 0.187557-0.376134j 0.194361-0.618136j 0.202222-0.78162j 0.279601+0.0733331j 3.25711e-05-0.757253j 0.294566+0.104471j 0.117957+1.14712j -0.41669+1.12568j 0.732143-0.232377j 0.156136+0.143207j 0.124049-0.149339j 0.218935-0.199244j -0.246648-0.294446j -0.0278122+0.251167j 0.25639+0.00284698j -0.197966-0.163035j 0.332702+0.094164j 0.140451-0.153449j -0.0144941+0.490569j -0.10867-0.146941j 0.486319-0.298991j -0.195249+0.14012j -0.366312-0.337928j -0.00876524-0.489871j 0.772973-0.215081j 0.163924+0.239847j 0.0218049-0.0438334j -0.453593+0.402473j -0.104426-0.673933j -0.0595953-0.393444j -0.0390213-0.547268j 0.22615+0.206899j -0.600629-0.14564j 0.325601-0.247035j 0.301353+0.0719866j 0.544139-0.375796j 0.0213989-0.154136j -0.351395-0.630407j -0.00566791+0.25795j -0.0306998+0.100243j 0.0363445+0.397103j -0.261701+0.371986j -0.621999+0.494093j 1.26573-0.0896863j -0.220292-0.0237871j 0.716742+0.0738167j -0.0631568-0.164113j -0.41102-0.380234j -0.473526-0.867141j 0.114452+0.345192j 0.132489+0.450665j -0.25412-0.172005j -0.593282+0.182894j -0.137069+0.194322j 0.105582-0.0631903j 0.0315262+0.525431j 0.439176+0.412549j -0.158293+0.255356j -0.260858-0.153357j 0.195769-0.202342j -1.05756+0.0789565j -0.494816-0.147894j -0.0525122+0.185496j 0.49669+0.917203j 0.297834+0.0274411j -0.254829-0.490403j -0.102062+0.213119j 
-0.273219+0.0424915j -0.207479+0.163571j -0.0735665-0.394064j 0.145669-0.272916j -0.12241-1.02123j -0.145584+0.0457832j -0.710414-1.12965j 0.169215-0.563436j -0.29319+0.0556654j 0.385376-0.834317j 0.712212-0.854283j -0.220505+0.860837j -0.604011+0.159029j -0.299985-0.272209j -0.60719-0.311932j 0.183425+0.238487j 0.463726+0.130401j 0.0681895+0.191761j -0.0854213+0.00853834j -0.362061-1.0487j 0.405688-0.0126334j -0.537172-0.332958j -0.338385-1.08385j 0.310416-0.646111j -0.0772743-0.00264738j -0.60941+0.552978j 0.485863+0.700231j 0.0569287+0.362509j 0.731286+0.536434j -0.717142-0.201289j 0.313478+0.446901j -0.932913+0.692405j 0.191072-0.0697164j -0.632577+0.645147j -0.174174+0.242392j -0.00430427+0.0184416j 0.393634+0.0532002j -0.139731+0.0172951j 0.0761106+0.228641j 0.0835776-0.367353j -0.465445-0.159964j 0.0615443-0.346611j -0.34789-0.162058j -0.403934+0.973478j 0.0636065+0.0828553j -0.434919-0.712334j 0.247678+0.563166j -0.311929-1.23206j -0.159262-0.068213j -0.277931+0.217313j 0.0222234+0.143655j -0.0426376+1.3214j 0.214698-0.378377j 0.28525+1.7031j -0.221031-0.512188j -0.294937-0.273349j 0.0918234-0.0257601j 0.250805-0.142665j -0.0477358+0.0692594j -0.428996-0.717266j 0.213914-0.600986j 0.467008-0.542206j -0.989702-0.281634j 0.151027-1.70109j 0.696901+0.513849j 0.144138-0.425677j -0.677061-1.20913j 0.199677-0.496049j -1.11275+1.26867j -0.440735+0.679738j 0.105484-0.732381j -0.878152-0.486712j -0.678388-2.27649j 0.401943+0.784607j -0.59948-1.02172j 0.295885+0.637162j -0.179419+0.357909j -0.442658+0.657919j -0.392262+0.0348657j -0.765843-0.25764j -0.266815-0.312017j 0.651259-1.23924j 0.331805+0.0774512j -0.354101-0.0758136j -0.0973665-0.668576j 0.325508+0.633394j 1.03912+1.20847j 0.00367396+0.386406j -0.272463+0.235517j -0.405746+0.510757j 0.106671+0.276661j 0.591425-0.0490207j -0.0524114+0.1012j -0.291551-0.537515j -0.208637+0.198928j 
-0.309008+0.241027j -0.230987+0.140606j 0.282956-0.483274j 0.1741-0.0496274j -0.0516463+0.257328j -0.505119-0.263998j 0.536799+0.57847j -0.055682-0.139758j 0.0665027+0.00653593j -0.122059-0.970714j 0.00218078+0.131216j 0.911602-0.0213065j -0.315675-0.846763j 0.0421486+0.421635j -0.100392-0.101209j 0.341151+0.186647j 0.629865+0.127984j -0.158251+0.121073j 0.254265-0.379623j -0.313219-0.175315j 0.643917+0.301676j 0.0454271-0.267477j -0.0121573+0.136115j 0.339582-0.781393j 0.0921561-0.13986j -0.548514-0.103465j 0.195882-0.515555j 0.691864-1.03024j 0.115391-1.32361j -0.489783-0.931772j -0.225642-0.839552j -0.433353+0.0838761j 0.322982-0.221583j 0.698114-0.224827j -0.462442-0.90425j -0.20318-0.733911j 0.0494657-0.194558j -0.155999+0.0210022j 0.0928912+0.213737j 0.12837-0.325245j -0.528072-0.143916j 0.213337-0.0118736j 0.0160456-0.373196j 0.0540972+0.340958j 0.335307-0.0151692j -0.059445-0.0658109j 0.169849+0.437531j 0.186822-0.351616j -0.229147-0.143177j -0.0942527-0.386592j -0.0319403+0.137832j 0.510892+0.88508j 0.25122+0.00194278j 0.201471+0.058479j -0.00949839+0.291421j 0.0441768-0.289238j -0.660082+0.179439j 0.314261-0.260163j 0.100297-0.380804j 0.0815238-0.905914j 0.365303-0.307411j 0.637968-0.18674j 0.167294+0.0998093j -0.0954821-0.658402j 0.285869-0.276285j 0.0959337-0.719178j 0.279899+0.495376j -0.443647-0.0115973j 0.785086+0.125484j -0.67465+1.44625j -0.206984-0.355395j -1.25404-0.492799j 0.436524-0.301201j -0.659356+0.279928j -0.838753-0.674879j 0.0112885+0.352301j 0.136832+0.965028j -0.491474-0.495813j -0.282264+0.0615413j -0.339651-0.431523j 0.209853-0.318904j -0.418523-0.470527j 0.862782-0.116186j -0.123591+0.0520316j -0.0163562-0.253881j -0.316473-0.214511j 0.106937+0.578631j -0.0393112+0.262507j 0.19352+0.0474203j -0.168322-0.113504j -0.0683923-0.251605j -0.0317708+0.675087j 0.35702-0.101328j 0.201253-0.359834j -0.125187-0.0937191j 
-0.0664366-0.0223827j -0.225437+0.0306875j 0.0987057+0.0369316j -0.166833+0.464922j 0.37427-0.0231729j -0.341819+0.259452j -0.815259+0.03642j -0.919208-0.0612459j 0.195259-0.508642j -0.646289+0.285721j 0.22418-0.336768j -0.438673-0.823168j 0.024467+0.754467j 0.559052-0.105382j -0.0201325-0.296024j 0.0327559+0.0904644j 0.229806+0.142135j 0.0613569-0.0867722j 0.434471-0.353246j 0.247276-0.00917351j 0.651027-0.0403594j -0.0611341-0.0848656j -0.617626+0.334817j -0.620424-0.426064j 0.0992278-0.495697j 0.344294+0.0874235j -0.512559+1.41461j -0.407614-0.782415j -0.345888+0.042877j -0.35832-0.743569j 0.560408+0.154501j 1.34641-0.740357j -0.244172+0.475461j -0.165949-0.3791j -0.0352932+0.398385j -0.234175+0.000490426j 0.0607948+0.0892591j -0.0364492-0.0378482j -0.0451656+0.074447j 0.187103-0.101452j -0.129837-0.249566j 0.0587459-0.190398j -0.0972981-0.173657j 0.00988045+0.46118j -0.131841-0.47471j 0.128675-0.250285j 0.677896-0.159569j 0.155365-0.675971j -0.124298-0.069913j 0.0989135-0.105338j -0.00785785-0.0737482j 0.633798+1.02828j 0.487261+0.0699012j 0.214903+0.623622j 0.100648-0.140125j -0.427693+0.490884j -0.403011+0.174852j 0.365757-0.371006j -0.216802+0.181002j -1.25466-0.803602j -0.568203-0.371741j 0.0860058-0.290584j -0.866298-1.34403j 0.394935-1.14265j -0.273966+0.475966j -0.271598-0.238922j -0.331175-0.778867j 0.65804+0.178771j -0.401183+1.96702j -0.310244+0.877418j 0.014439-0.268273j -0.226882-0.606105j -0.986661-0.892601j 0.358393+0.765532j 0.300494+0.448924j -0.018473+0.422926j -0.215542+0.0149752j -0.618511+1.16871j -0.00768518-0.441867j -0.0462216-0.5367j -0.821422-0.846425j -0.00573674-1.40354j 0.771331+0.177732j -0.0276343-0.397055j -0.0483341+0.170807j 0.0318199+0.0991808j -0.0566731+0.676283j -0.251038+0.272743j -0.0539008+0.332876j -0.304423+0.000591064j 0.0237156+0.0506303j 0.41938+0.160688j -0.0682969-0.0814007j -0.00715289-0.242805j -0.117662+0.0112397j 
