-0.0145932-0j 0.201378-0j -0.0119634-0j 0.100038-0j 0.0253619-0j -0.00728015-0j -0.0073556-0j 0.057395-0j -0.000743028-0j 0.0579897-0j 0.0145004-0j -0.000750728-0j 0.0146507-0j 0.00171783-0j 0.00173563-0j -0.00528337-0j -0.00653784-0j -0.00381374-0j 0.0403302-0j -0.000696145-0j 0.049906-0j 0.00960639-0j 0.0291119-0j -0.000861436-0j 0.00411618-0j -0.000502504-0j 0.0118873-0j 0.0014758-0j 0.00509351-0j 0.00693426-0j 0.00011258-0j 0.00297122-0j 0.00182621-0j 0.000139311-0j 0.00106529-0j 8.12645e-05-0j -0.00415071-0j -0.0048425-0j -0.00296541-0j 0.0310439-0j -0.00423718-0j -0.00174775-0j -0.000518839-0j 0.0362179-0j -0.000345893-0j 0.00715967-0j 0.0221789-0j 0.0316907-0j 0.0040904-0j -0.000605312-0j 0.0130717-0j -0.000403541-0j -0.000370676-0j -3.05729e-05-0j 0.00103701-0j 0.00835294-0j -0.000247118-0j 0.00511511-0j -0.000529648-0j 0.00073073-0j -0.000353099-0j 0.00477213-0j -0.000218469-0j 0.00730883-0j 0.000122425-0j -3.56683e-05-0j 0.00292232-0j 0.00120985-0j -0.000145646-0j 0.00301474-0j 6.85565e-06-0j -2.18423e-05-0j 0.000852519-0j 0.00417562-0j 0.000740877-0j -3.12098e-05-0j 0.000522059-0j 0.00105862-0j 0.00172235-0j 0.00014283-0j 0.000745954-0j -1.28734e-05-0j 8.74649e-05-0j 0.000436657-0j 7.99826e-06-0j 4.89792e-06-0j 0.000124976-0j 0.00030769-0j 5.15499e-05-0j 6.99848e-06-0j 2.88673e-06-0j 
-7.13367e-05-0j -0.0460675-0j 0.000121316-0j 1.40684e-05-0j -0.00016812-0j -3.55879e-05-0j 3.49331e-05-0j -0.0826441-0j -3.63218e-06-0j 0.0811234-0j -0.00331714-0j 3.56535e-06-0j 0.0032561-0j -0.00120633-0j 0.00118414-0j 5.15169e-05-0j -4.54902e-07-0j 3.64897e-05-0j -0.000794814-0j -0.000989277-0j 7.01833e-06-0j -0.63885-0j -0.000562971-0j 8.73547e-06-0j -8.11204e-05-0j -0.00070071-0j 0.00564115-0j 0.00137095-0j 7.16305e-07-0j -0.452501-0j 0.000210777-0j -5.7458e-05-0j -1.21057e-05-0j -1.86119e-06-0j 0.000971047-0j 0.000149294-0j -2.02901e-05-0j 6.72094e-07-0j -1.4496e-05-0j 0.000306716-0j 2.01232e-05-0j 2.51444e-05-0j -2.53627e-06-0j -1.01597e-05-0j 0.000494538-0j -0.00163786-0j 0.000219128-0j -0.000304192-0j -0.00588984-0j 8.40117e-08-0j -0.000380095-0j -1.63812e-05-0j -1.812e-06-0j -1.49451e-07-0j 0.0703848-0j 5.42527e-05-0j 0.000353315-0j -0.00117014-0j 2.5154e-06-0j -0.000167163-0j -0.00049047-0j 0.000195096-0j 3.14305e-06-0j 0.00162438-0j -8.59723e-05-0j 4.95044e-09-0j -0.00420791-0j -0.00233144-0j -0.000612853-0j 0.0020297-0j -8.05466e-06-0j -1.06773e-07-0j 5.53714e-06-0j 0.00584138-0j 0.0502853-0j 1.48221e-07-0j -0.000119427-0j -0.0698057-0j 0.00729894-0j 2.84776e-06-0j 0.000165788-0j 1.85206e-07-0j -6.14216e-05-0j -0.0872238-0j 2.66804e-07-0j -5.75453e-06-0j 8.52649e-05-0j 0.000207156-0j 0.000106541-0j 7.98839e-06-0j 9.98168e-06-0j 
0.000218469-0j -0.00301474-0j -0.000527099-0j 0.00440759-0j 0.00111743-0j -0.0213493-0j -0.102993-0j -0.000859236-0j 1.11235e-05-0j -0.0041451-0j -0.000217079-0j 5.36619e-05-0j -0.00104723-0j -2.57169e-05-0j -0.000124062-0j 7.90951e-05-0j -0.000288053-0j 6.64334e-05-0j 0.11827-0j 1.04217e-05-0j -0.430721-0j -0.000143813-0j 0.0993367-0j -3.79543e-05-0j -6.16216e-05-0j 8.75336e-06-0j 0.000523747-0j -2.20936e-05-0j 0.000224417-0j -0.000120791-0j -1.68539e-06-0j -5.1757e-05-0j 8.04616e-05-0j 6.13794e-06-0j -1.85568e-05-0j -1.41559e-06-0j 6.21385e-05-0j -0.000213357-0j 4.43939e-05-0j -0.000464746-0j 0.000302873-0j -0.000369018-0j -0.00152151-0j 0.00159574-0j 5.17821e-06-0j 0.020996-0j -0.00033203-0j -0.00226525-0j -6.12356e-05-0j 0.00522423-0j 0.00275996-0j -1.77798e-05-0j -0.00108702-0j 4.57693e-07-0j -1.55247e-05-0j -0.0720913-0j 3.69949e-06-0j 0.0150002-0j -0.0074161-0j -1.09395e-05-0j 2.52394e-05-0j 0.000210257-0j 0.00903572-0j 0.102338-0j -1.83278e-06-0j -1.57152e-06-0j -4.37488e-05-0j 5.33051e-05-0j -3.07515e-05-0j -0.124688-0j -1.02633e-07-0j 3.26992e-07-0j 3.75614e-05-0j -0.000298472-0j -1.10914e-05-0j 2.23087e-06-0j -7.81552e-06-0j -7.56697e-05-0j 0.000363657-0j 6.29298e-06-0j -5.33207e-05-0j -2.71808e-06-0j -1.3094e-06-0j 9.21954e-05-0j 3.52398e-07-0j -7.33246e-08-0j -8.93326e-06-0j 6.49655e-05-0j 1.08842e-05-0j -5.0025e-07-0j 6.09501e-07-0j 
2.84846e-07-0j 0.00189867-0j 2.33514e-07-0j -9.92833e-06-0j -0.0227814-0j 1.42102e-07-0j 1.43574e-07-0j -5.69622e-06-0j 1.45032e-08-0j -5.75525e-06-0j 0.000136716-0j 1.46535e-08-0j 0.000138133-0j 0.109283-0j 0.110415-0j 1.03127e-07-0j 1.27613e-07-0j 7.44407e-08-0j -4.00261e-06-0j 1.35881e-08-0j -4.95297e-06-0j 9.05731e-05-0j -2.88923e-06-0j 1.68144e-08-0j -4.08514e-07-0j 9.80842e-09-0j 0.000112078-0j -0.00132564-0j -5.05511e-07-0j 6.53791e-05-0j -0.259052-0j -2.94881e-07-0j -0.0016404-0j -0.32056-0j -0.000956899-0j -0.186994-0j -2.4452e-07-0j 9.4521e-08-0j 5.78821e-08-0j 9.29871e-06-0j 8.27059e-08-0j 3.41145e-08-0j -3.0565e-08-0j -3.59448e-06-0j -2.03767e-08-0j -0.000203734-0j -2.20116e-06-0j -3.14517e-06-0j 1.22521e-06-0j 1.18151e-08-0j -1.29732e-06-0j 7.87675e-09-0j 7.23526e-09-0j -1.80106e-09-0j 0.00281135-0j 7.8755e-05-0j 4.82351e-09-0j 4.82274e-05-0j 1.03382e-08-0j -2.07936e-05-0j 6.89216e-09-0j -4.73615e-07-0j 4.26431e-09-0j 6.89107e-05-0j -0.0235059-0j 6.96213e-10-0j -2.90029e-07-0j -0.00108675-0j 2.84287e-09-0j 2.84242e-05-0j 0.251217-0j 4.26342e-10-0j 8.0379e-06-0j -4.14413e-07-0j -0.000665495-0j 6.09187e-10-0j 4.92219e-06-0j -0.000950905-0j -1.70937e-07-0j 0.00908637-0j 7.03316e-06-0j 2.51277e-10-0j 0.00556424-0j -0.000392228-0j -0.0971096-0j -0.0594672-0j 0.00795058-0j 2.90103e-06-0j 0.00327945-0j -0.0849709-0j -0.0350487-0j 
0.0416083-0j -6.24196e-05-0j -0.0501974-0j -0.00585821-0j 5.07394e-06-0j 0.00021228-0j 0.000217888-0j -0.00515628-0j -0.00419075-0j -0.0052925-0j -0.000425506-0j -0.00430147-0j -0.000436747-0j 2.60598e-07-0j 2.67483e-07-0j -0.000156568-0j -0.000185208-0j -0.000103502-0j -2.5266e-05-0j -0.289273-0j -2.98878e-05-0j 0.00043396-0j -1.67026e-05-0j -0.342188-0j 0.000498793-0j -0.191229-0j 0.000513342-0j 2.92397e-05-0j 0.000590035-0j 0.000286877-0j -1.38712e-08-0j 0.000329736-0j 3.45884e-05-0j -1.64086e-08-0j 1.93294e-05-0j -9.16981e-09-0j -0.000123002-0j 0.000139418-0j 0.000260812-0j -1.94484e-05-0j -0.000123501-0j -0.000247295-0j 0.00147932-0j 2.20439e-05-0j 0.00299798-0j -2.21923e-06-0j 4.1238e-05-0j -1.95272e-05-0j -0.0359327-0j -0.00167674-0j -3.91008e-05-0j -0.00339807-0j -0.00313672-0j 0.000263321-0j 3.11222e-05-0j 2.5154e-06-0j -0.00635686-0j 4.70562e-06-0j 0.00148531-0j 4.38113e-05-0j 0.00301012-0j 0.040728-0j 0.00297415-0j -2.22822e-06-0j 1.81603e-06-0j -0.000298462-0j 0.076191-0j -3.52756e-05-0j 0.00602741-0j -4.46174e-06-0j -7.03428e-10-0j -0.000558341-0j -4.96581e-05-0j -0.0360782-0j -6.59909e-05-0j 0.000264388-0j -9.28968e-05-0j 3.12483e-05-0j -0.0722422-0j -2.05839e-06-0j 4.39888e-05-0j 0.000529404-0j -3.85069e-06-0j 6.25708e-05-0j 7.97304e-10-0j 1.49154e-09-0j 1.82339e-06-0j 8.80822e-05-0j 3.65112e-06-0j -7.06278e-10-0j -1.41423e-09-0j 
0.0119499-0j 0.000852519-0j -7.20889e-07-0j -0.001166-0j 1.52826e-06-0j -3.08201e-05-0j 3.0253e-05-0j 0.000242978-0j -0.0582346-0j -0.000238507-0j -0.0118739-0j 0.0571631-0j 0.0116554-0j 7.27231e-06-0j -7.1385e-06-0j 4.4615e-05-0j -3.93957e-07-0j 3.1601e-05-0j -0.000340565-0j -0.00113707-0j 3.00724e-06-0j -8.11204e-05-0j -0.000241224-0j 1.00405e-05-0j -0.643498-0j -0.000805395-0j 7.16305e-07-0j 0.00241055-0j 0.00568218-0j -5.7458e-05-0j -9.50672e-07-0j -0.455793-0j -2.12855e-05-0j 8.39458e-09-0j 0.00170741-0j -6.73366e-07-0j -1.75718e-05-0j 5.8205e-07-0j -1.25539e-05-0j 0.000131423-0j 1.74272e-05-0j 2.17757e-05-0j 0.000424859-0j -4.35326e-06-0j -1.46431e-06-0j 3.031e-05-0j 9.38928e-05-0j -0.000130341-0j -0.00334948-0j -1.40731e-05-0j -0.000162864-0j 4.85042e-08-0j 0.000303534-0j -0.00726365-0j 4.39012e-06-0j -1.00399e-06-0j -1.04616e-06-0j 2.16545e-05-0j -0.000421363-0j 0.0572708-0j 1.45227e-06-0j 0.000110949-0j -0.000526503-0j -3.00606e-05-0j -0.00010025-0j 0.000240603-0j -0.00239299-0j -1.45419e-07-0j 1.81464e-06-0j -3.75614e-05-0j 2.9023e-08-0j -0.0051894-0j -0.00189705-0j 0.00332193-0j 3.13646e-06-0j 0.00720389-0j 0.0409162-0j -4.354e-06-0j 0.00415082-0j 3.32069e-06-0j -0.0567996-0j 0.00900143-0j -7.16219e-05-0j -5.44043e-06-0j -9.61362e-10-0j 2.0735e-08-0j 9.9425e-05-0j -0.0709724-0j 0.000124234-0j -2.87842e-08-0j -3.59665e-08-0j 
-4.36846e-05-0j -0.0282104-0j 0.00521928-0j 0.000605254-0j -0.00723291-0j 6.46801e-05-0j -2.20189e-05-0j 0.150203-0j 6.60138e-06-0j -0.0511334-0j 0.0060288-0j -2.2473e-06-0j -0.00205237-0j 0.00219247-0j -0.000746379-0j -1.58157e-05-0j 5.8085e-05-0j -1.14164e-05-0j 0.000244008-0j 0.000303708-0j -0.000896147-0j 0.196127-0j 0.000176134-0j -0.0011154-0j 2.4904e-05-0j 0.000219228-0j -0.720299-0j -0.000420881-0j -9.14627e-05-0j 0.141572-0j -6.47085e-05-0j 1.79766e-05-0j 0.00154573-0j 0.000237649-0j -0.000303808-0j -4.67091e-05-0j -1.24251e-05-0j -1.4496e-05-0j -8.31191e-06-0j 0.000187824-0j 3.7645e-05-0j -5.23187e-06-0j -1.55314e-06-0j 0.000219128-0j 0.000302842-0j -0.00100298-0j 0.000125647-0j -0.00056906-0j -0.00360678-0j -1.812e-06-0j 7.90875e-05-0j 0.000353315-0j -1.03899e-06-0j -9.15196e-08-0j 0.0431017-0j -0.00117014-0j 0.000202589-0j -0.000670953-0j 4.70562e-06-0j -0.000102366-0j -0.000917534-0j -0.00420791-0j -6.53984e-07-0j 0.00303877-0j -5.26471e-05-0j -1.06773e-07-0j -0.00241279-0j 0.0502853-0j 0.000127518-0j -0.000422327-0j -4.93245e-06-0j -6.1223e-08-0j -0.000119427-0j 0.0109276-0j 0.0288333-0j 2.77281e-07-0j -6.84789e-05-0j -0.130587-0j -0.00151871-0j -6.14216e-05-0j 0.000310144-0j -3.85364e-08-0j -3.52188e-05-0j 0.0181489-0j -5.75453e-06-0j -3.29962e-06-0j 0.000159507-0j -4.31035e-05-0j -2.21682e-05-0j 1.49441e-05-0j -2.07692e-06-0j 
0.00731777-0j 0.000522059-0j -3.10143e-05-0j -0.0501639-0j 6.57491e-05-0j 5.60146e-05-0j -1.90689e-05-0j -0.000441605-0j 0.10584-0j 0.000150335-0j 0.0215804-0j -0.0360308-0j -0.00734659-0j -1.32172e-05-0j 4.49951e-06-0j -1.36968e-05-0j 5.03031e-05-0j -9.88689e-06-0j 0.000104554-0j 0.000349082-0j -0.000383984-0j 2.4904e-05-0j 7.54707e-05-0j -0.00128204-0j 0.197554-0j 0.000251981-0j -9.14627e-05-0j -0.00074004-0j -0.725539-0j 1.79766e-05-0j 2.91857e-07-0j 0.142602-0j 0.00271788-0j -1.07188e-06-0j -0.000534189-0j 2.10673e-07-0j -1.07605e-05-0j -1.25539e-05-0j -7.19833e-06-0j 8.04795e-05-0j 3.26015e-05-0j -4.53093e-06-0j 0.000260172-0j 9.38928e-05-0j -8.96705e-07-0j 1.8561e-05-0j 5.38377e-05-0j -0.000243833-0j -0.00205113-0j 0.000303534-0j 3.38877e-05-0j -1.04616e-06-0j 0.000174045-0j -0.00444806-0j 2.68839e-06-0j 2.16545e-05-0j -5.99861e-07-0j 1.24166e-05-0j -0.000788255-0j 0.035071-0j 2.71679e-06-0j -0.00239299-0j 0.000109551-0j -5.62352e-05-0j -6.13902e-05-0j -0.0051894-0j -0.00137213-0j 3.13646e-06-0j -3.77578e-07-0j 7.81552e-06-0j 1.77729e-08-0j -0.00297558-0j 0.0409162-0j 0.00621441-0j 1.79843e-06-0j 0.0134765-0j 0.0234612-0j -8.14515e-06-0j -0.000863675-0j -7.16219e-05-0j -0.106256-0j -0.00187296-0j -4.10676e-05-0j 1.13201e-06-0j 2.0735e-08-0j 1.18893e-08-0j 0.000185997-0j 0.0147674-0j -2.58497e-05-0j -5.38473e-08-0j 7.48366e-09-0j 
6.24196e-05-0j 0.040309-0j 0.00724537-0j 0.000840209-0j -0.0100407-0j -3.06399e-05-0j -3.14494e-05-0j -0.0711536-0j -3.12718e-06-0j -0.0730333-0j -0.00285594-0j -3.20979e-06-0j -0.00293139-0j -0.00103861-0j -0.00106605-0j 2.25986e-05-0j 2.67325e-05-0j 1.49392e-05-0j -0.000348656-0j -0.00043396-0j -0.000412434-0j -0.28024-0j -0.000230485-0j -0.000513342-0j -3.55845e-05-0j -0.000286877-0j -0.331503-0j 0.000601383-0j -4.20938e-05-0j -0.185258-0j 9.246e-05-0j -2.35238e-05-0j 0.000711392-0j 0.000109373-0j 0.000397556-0j 6.11224e-05-0j 1.77539e-05-0j -2.01232e-05-0j -3.7645e-05-0j -0.000268376-0j 1.78258e-05-0j 3.5694e-05-0j 2.21923e-06-0j 0.000304192-0j -0.000432721-0j 0.00143313-0j 0.00056906-0j -0.000269463-0j 0.00515361-0j -2.5154e-06-0j -0.000539567-0j 0.00049047-0j -4.70562e-06-0j 1.3077e-07-0j -0.0615867-0j -0.00162438-0j 0.000917534-0j -0.00303877-0j 2.22822e-06-0j 0.000146268-0j -0.000434474-0j -0.00584138-0j 4.46174e-06-0j 0.00143893-0j 7.52257e-05-0j -1.48221e-07-0j -0.0109276-0j 0.0698057-0j -0.000869981-0j 0.00288128-0j 7.04783e-06-0j -2.77281e-07-0j -0.000165788-0j 0.00517449-0j 0.130587-0j 1.31299e-07-0j -0.000310144-0j -0.0618362-0j 0.0103613-0j -8.52649e-05-0j 0.00014686-0j 2.62911e-07-0j -0.000159507-0j -0.123819-0j -7.98839e-06-0j -1.49441e-05-0j 7.55305e-05-0j 0.00029407-0j 0.000151241-0j 7.07638e-06-0j 1.41696e-05-0j 
-0.0171625-0j 2.57468e-05-0j 0.0627228-0j 0.00731997-0j -6.34001e-06-0j 8.89884e-05-0j 0.000429295-0j -0.00216153-0j -0.00175678-0j -0.0104276-0j -0.000178373-0j -0.008475-0j -0.000860504-0j 1.09244e-07-0j 5.2701e-07-0j 6.45809e-05-0j -0.000235194-0j 5.42426e-05-0j 1.04217e-05-0j 0.119319-0j -3.79543e-05-0j -0.000178999-0j 8.75336e-06-0j -0.434543-0j -0.000205742-0j 0.100218-0j 0.000651889-0j -1.20608e-05-0j 0.000749281-0j -0.000150345-0j 5.72158e-09-0j -0.000172806-0j 4.39236e-05-0j -2.08372e-08-0j -1.013e-05-0j 4.80565e-09-0j 5.07359e-05-0j -0.000174205-0j 3.62475e-05-0j 8.02205e-06-0j 0.000247295-0j -0.000301302-0j -0.000610188-0j -2.75443e-05-0j -0.0012366-0j 9.15387e-07-0j 5.73123e-06-0j 3.91008e-05-0j 0.0148215-0j 0.00209513-0j -4.76401e-05-0j 0.00424597-0j -0.000435939-0j -0.000108614-0j -1.28372e-05-0j -3.14305e-06-0j -0.000883472-0j 6.53984e-07-0j -0.00297415-0j -1.80713e-05-0j -0.00602741-0j -0.0508906-0j 0.00362369-0j 4.46174e-06-0j -7.49076e-07-0j 0.000372936-0j 0.010589-0j 4.40776e-05-0j 0.00734375-0j -5.43616e-06-0j 2.90149e-10-0j -7.75979e-05-0j 6.2049e-05-0j 0.0722422-0j -9.17137e-06-0j -0.000529404-0j -1.29107e-05-0j -6.25708e-05-0j -0.0880194-0j 2.57201e-06-0j -8.80822e-05-0j 0.000645022-0j -5.35166e-07-0j 7.62358e-05-0j -9.96249e-10-0j 2.07293e-10-0j -3.65112e-06-0j 0.000107319-0j 4.4485e-06-0j 1.41423e-09-0j -1.72309e-09-0j 
-0.000700512-0j 0.0144077-0j 8.49576e-08-0j 0.000207945-0j -0.000794249-0j 3.63218e-06-0j -3.56535e-06-0j -8.71164e-05-0j -7.17052e-05-0j 8.55135e-05-0j -0.0998163-0j 7.03859e-05-0j 0.0979797-0j -0.0116882-0j 0.0114731-0j -5.25793e-06-0j 4.64283e-08-0j -3.72422e-06-0j 0.000122105-0j 6.66563e-05-0j -1.0782e-06-0j -0.00137095-0j 8.64874e-05-0j -5.88586e-07-0j -0.00241055-0j 4.7213e-05-0j 1.21057e-05-0j -0.623155-0j 2.12855e-05-0j -0.000971047-0j 0.00308496-0j -0.00170741-0j 0.00550255-0j -2.72407e-05-0j -0.441384-0j 0.00218509-0j 2.07085e-06-0j -6.85953e-08-0j 1.47949e-06-0j -4.71197e-05-0j -2.05381e-06-0j -2.56629e-06-0j -2.49056e-05-0j 1.5608e-06-0j 1.72571e-07-0j 0.000512243-0j -3.3664e-05-0j 4.67321e-05-0j 0.000597351-0j 8.24978e-07-0j 5.83928e-05-0j -5.71627e-09-0j -1.77934e-05-0j -4.43324e-06-0j -0.00228159-0j -1.69676e-05-0j 1.23291e-07-0j 0.000365964-0j 2.47007e-05-0j -0.0101125-0j -1.71151e-07-0j -1.97868e-05-0j 3.08641e-05-0j -0.000508028-0j 0.080145-0j 1.46847e-07-0j 0.000426768-0j 7.55758e-05-0j -2.13857e-07-0j -0.000634793-0j -0.000157681-0j -3.16726e-06-0j 0.000334969-0j -0.000592437-0j -0.00163005-0j 4.39677e-06-0j -0.00722474-0j 0.00226282-0j -0.000740264-0j -0.00265474-0j 0.0100293-0j 5.49386e-06-0j 0.0572584-0j 0.00282744-0j 5.22305e-06-0j -0.000112653-0j -0.0794856-0j 0.0125319-0j -0.0993191-0j 0.000156383-0j 0.000195405-0j 
-0.0104561-0j -0.000745954-0j -4.30538e-05-0j -0.0696371-0j 9.12724e-05-0j -2.6535e-05-0j -2.7236e-05-0j 0.000209195-0j -0.0501379-0j 0.000214722-0j -0.010223-0j -0.0514624-0j -0.0104931-0j 6.2612e-06-0j 6.42661e-06-0j 1.9571e-05-0j 2.3151e-05-0j 1.29377e-05-0j -0.000149393-0j -0.000498793-0j -0.000176721-0j -3.55845e-05-0j -9.87592e-05-0j -0.000590035-0j -0.282279-0j -0.000329736-0j -4.20938e-05-0j 0.00105742-0j -0.333915-0j -2.35238e-05-0j -4.17025e-07-0j -0.186606-0j 0.00125085-0j -4.93309e-07-0j 0.000699028-0j -2.75682e-07-0j 1.53753e-05-0j -1.74272e-05-0j -3.26015e-05-0j -0.000114995-0j 1.54376e-05-0j 3.09119e-05-0j -0.000371751-0j 0.000130341-0j 1.28127e-06-0j -2.65212e-05-0j 0.000243833-0j -0.000115461-0j 0.0029308-0j 0.000421363-0j -0.000231196-0j -1.45227e-06-0j 0.000788255-0j 0.0063557-0j -3.84136e-06-0j 3.00606e-05-0j -2.71679e-06-0j 5.62352e-05-0j -0.000373257-0j -0.0501119-0j 1.28646e-06-0j -0.00332193-0j -0.000747402-0j -2.66287e-05-0j 8.77186e-05-0j -0.00720389-0j -0.00621441-0j 4.354e-06-0j 2.57599e-06-0j -5.33207e-05-0j -2.53951e-08-0j -0.0134765-0j 0.0567996-0j 0.00294267-0j 8.14515e-06-0j 0.00638144-0j 0.106256-0j -3.85692e-06-0j 0.00589234-0j -9.9425e-05-0j -0.0503149-0j 0.0127781-0j -0.000185997-0j -7.72301e-06-0j 2.87842e-08-0j 5.38473e-08-0j 8.80739e-05-0j -0.10075-0j 0.000176357-0j -2.5498e-08-0j -5.10566e-08-0j 
-0.000428974-0j 0.00882287-0j 3.65507e-06-0j 0.00894629-0j -0.0341704-0j -6.60138e-06-0j 2.2473e-06-0j 0.000158332-0j 0.000130322-0j -5.39005e-05-0j 0.181413-0j -4.43654e-05-0j -0.0617582-0j 0.0212429-0j -0.00723168-0j 1.61419e-06-0j -5.92828e-06-0j 1.16518e-06-0j -3.74862e-05-0j -2.04635e-05-0j 0.000137672-0j 0.000420881-0j -2.7059e-05-0j 7.51546e-05-0j 0.00074004-0j -1.47714e-05-0j -0.00154573-0j 0.191309-0j -0.00271788-0j 0.000303808-0j -0.000947084-0j 0.000534189-0j -0.702603-0j 0.00347827-0j 0.138094-0j -0.000683642-0j 1.26813e-06-0j 1.47949e-06-0j 8.48331e-07-0j -2.88548e-05-0j -3.84212e-06-0j 5.33976e-07-0j -1.52515e-05-0j -3.3664e-05-0j 1.05678e-07-0j 0.000313683-0j -1.93028e-05-0j 8.74229e-05-0j 0.000365802-0j -1.77934e-05-0j -1.215e-05-0j 1.23291e-07-0j -1.02027e-05-0j -2.71479e-06-0j -0.00139718-0j 0.000365964-0j 7.06943e-08-0j 0.000209842-0j 4.62083e-05-0j -0.00619263-0j -3.20177e-07-0j 0.000426768-0j -6.42199e-06-0j -0.000950382-0j 0.0490786-0j -3.16726e-06-0j 0.000244707-0j -0.00163005-0j 4.4498e-08-0j 0.000132083-0j -9.65594e-05-0j -1.81609e-06-0j -0.00722474-0j -0.00110829-0j -0.00093466-0j 8.22514e-06-0j -0.00414263-0j 0.00423311-0j 0.000154029-0j 0.0572584-0j 0.0187621-0j -1.14312e-06-0j 0.0328316-0j -0.000588315-0j -0.000112653-0j -6.45944e-05-0j -0.148696-0j -0.00260755-0j 0.0206656-0j 0.000292551-0j -4.06585e-05-0j 
-3.3232e-07-0j -0.00221512-0j -3.87777e-09-0j 1.64871e-07-0j 0.000378311-0j -1.65786e-07-0j 1.62735e-07-0j 6.64559e-06-0j -1.69204e-08-0j -6.52331e-06-0j -0.000159502-0j 1.66091e-08-0j 0.000156567-0j -0.127497-0j 0.125151-0j 2.3999e-07-0j -2.11915e-09-0j 1.69986e-07-0j -9.31464e-06-0j 3.16215e-08-0j 8.22497e-08-0j 0.000210777-0j -6.59761e-06-0j -2.79223e-10-0j -9.50672e-07-0j 2.23977e-08-0j -1.86119e-06-0j -0.00308496-0j 8.39458e-09-0j 0.000149294-0j -0.602851-0j -6.73366e-07-0j 2.72407e-05-0j 0.00532327-0j -0.00218509-0j -0.427003-0j -9.4521e-08-0j 3.13093e-09-0j -6.75291e-08-0j 3.59448e-06-0j 9.37434e-08-0j 1.17135e-07-0j -1.18151e-08-0j -1.19064e-07-0j -7.87675e-09-0j -7.8755e-05-0j 2.56802e-06-0j -3.56491e-06-0j 4.73615e-07-0j 3.91367e-10-0j -4.45444e-06-0j 2.60911e-10-0j -8.44114e-09-0j -6.96213e-10-0j 0.00108675-0j 2.6087e-06-0j -5.62742e-09-0j -5.62653e-05-0j 1.17179e-08-0j -8.0379e-06-0j 7.81195e-09-0j -1.56881e-08-0j 1.46418e-08-0j 7.81071e-05-0j -0.00908637-0j 2.30615e-11-0j 3.38367e-07-0j -3.59977e-05-0j 9.76121e-09-0j 9.75966e-05-0j 0.0971096-0j -4.97399e-10-0j 2.66249e-07-0j -4.69718e-07-0j 0.000776411-0j 6.90485e-10-0j -5.74255e-06-0j -0.00107781-0j -5.86924e-07-0j 0.000300979-0j 7.97177e-06-0j 8.62777e-10-0j -0.00649162-0j -0.00134675-0j -0.00321668-0j 0.0693785-0j 0.00901162-0j 9.96091e-06-0j 0.0112602-0j -0.0963107-0j -0.120342-0j 
-2.57468e-05-0j -0.0166266-0j -0.00905325-0j -0.00104986-0j 0.012546-0j -1.28444e-05-0j -6.19634e-05-0j -0.0298278-0j -1.31092e-06-0j -0.143894-0j -0.00119722-0j -6.32411e-06-0j -0.00577559-0j -0.000435388-0j -0.00210039-0j -9.32145e-06-0j 3.39474e-05-0j -7.82925e-06-0j 0.000143813-0j 0.000178999-0j -0.000523747-0j 0.115593-0j 0.000120791-0j -0.000651889-0j 1.46779e-05-0j 0.000150345-0j -0.420974-0j -0.000248058-0j -5.34547e-05-0j 0.0970888-0j -3.81378e-05-0j 1.23282e-05-0j 0.000903392-0j 0.000138892-0j -0.000208348-0j -3.20326e-05-0j -7.32309e-06-0j 2.51444e-05-0j -5.23187e-06-0j 0.000110699-0j -3.5694e-05-0j 4.34892e-05-0j -9.15387e-07-0j -0.000380095-0j 0.000178488-0j -0.000591134-0j 7.90875e-05-0j 0.000539567-0j -0.00212576-0j 3.14305e-06-0j -0.000657405-0j -0.000612853-0j -6.53984e-07-0j -5.39397e-08-0j 0.0254032-0j 0.0020297-0j 0.000127518-0j -0.000422327-0j -4.46174e-06-0j -6.03324e-05-0j 0.000869981-0j 0.00729894-0j 5.43616e-06-0j -0.00288128-0j -3.1029e-05-0j 1.85206e-07-0j -0.00151871-0j -0.0872238-0j -0.00105998-0j 0.00351053-0j -2.90708e-06-0j -3.85364e-08-0j 0.000207156-0j -0.0103613-0j 0.0181489-0j -2.62911e-07-0j -4.31035e-05-0j 0.123819-0j 0.0126241-0j 0.000106541-0j -0.00029407-0j 3.20329e-07-0j -2.21682e-05-0j -0.150861-0j 9.98168e-06-0j -2.07692e-06-0j -0.000151241-0j 0.000358292-0j 0.00018427-0j -1.41696e-05-0j 1.72641e-05-0j 
