0.0104762+0.0512088j -0.0101553+0.0442012j 0.00815862+0.000309893j 0.00311486-0.0318044j 0.0080976+0.0146852j -0.00666641-0.0112706j -0.00971225+0.00883817j 0.000298688-0.0126684j -0.00446839+0.0100605j 0.00401399-0.000510631j 0.00534262+0.00239826j -0.00501728-0.00251588j 0.00929728+0.0241054j -0.00852353-0.0561552j -8.8848e-05+0.0261127j -0.0161075+0.0156826j 0.0192035+0.0302748j -0.00120691-0.0302567j 0.00759261-0.005198j -0.00260561+0.0178215j -0.00104897+0.0149332j -0.00397832-0.0162302j 0.000859199+0.0161354j 0.00115238+0.0102901j -0.000377912+0.0391293j -0.000444755-0.0228416j 0.00195912-0.0212306j 0.00131006-0.0185246j 0.000110195-0.0149969j 0.00114986-0.00968399j -0.00196158-0.0313191j 0.000236176-0.0116398j 0.00174948+0.0420032j -0.000884516-0.0106371j 0.00182528-0.103433j -0.0021111+0.111027j 0.00336008+0.0253205j 0.013856-0.0359596j -0.00135227-0.0923768j -0.0180428-0.0427424j 0.0200676-0.0402195j 0.0154026+0.0222023j -0.00294007-0.108589j -0.0163594-0.0140384j 0.0116062-0.00487706j -0.010838+0.0276039j 0.0102518-0.0368731j 0.00614497+0.0321521j 0.0157805+0.0100313j -0.012072-0.0406744j 0.00499905-0.0141778j 0.0114291-0.0106404j 0.000270572-0.0195723j -0.00097989+0.0178865j -0.0067968+0.00794207j 0.00603823-0.00372678j 0.0114532+0.00796541j 0.00010282-0.0349421j 0.00984286+0.0260536j 0.00512081-0.00440741j 0.00247558-0.0239635j 7.43188e-07+0.0123107j 0.00309844+0.0165977j 0.00676655-0.0283682j -0.00107549-0.00590884j -0.0112822+0.00352182j -0.0108341-0.00383307j -0.002634+0.0325825j -0.0107905+0.0110762j 0.00588567-0.00210188j -0.00726809-0.0065267j 0.0163072-0.00329204j 0.000787108-0.0121865j -0.00900245+0.00507798j 0.00266261-0.000977721j 0.00810356-0.0135775j -0.00809278-0.00273511j -0.00162835+0.0180402j -0.0031567-0.0175619j 0.00307002+0.00554554j -0.00211111-0.00100389j -0.0156681-0.0156141j 0.0152442-0.0116748j 0.00997483+0.013952j 0.00227086-0.0112057j 0.00895677+0.00930851j -0.00640007-0.00191293j -0.0487884-0.0175399j 0.0183356-0.0151726j 0.0287175+0.0227771j 0.0144533-0.0260297j 0.334355+0.00599821j 0.0123645+0.00626772j -0.0161584-0.0150728j 0.0589513-0.0508803j 0.13322+0.0673882j -0.0182988+0.264782j 
0.000598905+0.0112269j -0.000475655+0.00724195j -0.00166611-0.0319233j 0.00668262+0.00306406j 0.0182487-0.0134743j -0.00347291-0.023714j -0.0122711+0.0333839j -0.00287667+0.0488822j -0.00999829+0.0127983j -0.0120491+0.0125873j -0.00597991+0.010472j -0.00494507-0.0124847j 0.0129589-0.00183223j -0.00390611-8.63072e-06j 0.00625204-0.00378433j -0.00130769+0.00952195j 0.000473146-0.00721857j -0.00283186-0.0257486j -0.00541496+0.0103447j -0.0153791+0.00803901j -0.00796685-0.0138574j 0.0442534+0.0116775j -0.00369788+0.0393348j 0.0168285+0.001641j -0.00426263-0.0113112j 0.0204315-1.1882e-05j -0.0176831+0.00848893j 0.0121591+0.017516j -0.0322132-0.00593331j -0.00436653-0.00970863j -0.00783484-0.000336849j 0.0173471+0.00677234j 0.00158782-0.000944272j -0.00264638-7.80348e-05j -0.00926759+0.00480486j 0.00922831-0.00145215j -0.00923262+0.00650607j -0.0013277+0.00470473j 0.000594789-0.0014333j -0.00942054+0.0043404j 0.0038167-0.0119926j -0.013104+0.0323123j 0.0053938+0.0108094j -0.00155248+0.00940838j 0.014402+0.0127768j 0.00723534+0.00115255j -0.0174271-0.0254868j 0.00411832-0.00517553j 0.0207891-0.0157724j 0.0139005+0.0211824j 0.00116879-0.00460959j 0.038733-0.00303362j 0.0139676-0.0171576j -0.0358594-0.00568999j -0.0271408-0.00435906j 0.00325955+0.00502091j -0.0248416+0.0259874j 0.0300414+0.00754061j 0.0102141+0.0177101j 0.0479196-0.0191389j -0.0173604-0.016385j -0.012639-0.00407183j 0.0251227+0.0243282j 0.0209915+0.0155763j -0.0170272+0.0250964j -0.0111997+0.0176235j -0.0121057-0.0189718j -0.00102944+0.00698568j 0.0178788+0.0119575j 0.0251391+0.0311785j 0.0213077+0.00968407j -0.00544679-0.00261548j -0.00337283+0.00348378j 0.0205426-0.00730415j 0.0125197+0.0230038j 0.00123229-0.0181093j 0.00213692-0.011739j -0.00137129+0.00604223j 0.0110611+0.00740044j -0.00289725-0.0120101j 0.0014738+0.00433341j -0.00412263-0.000923753j -0.00403127+0.0242211j 0.0116789-0.0118265j 0.00512014-0.0256468j -0.00213135-0.00296037j -0.00115639-0.00916659j 0.00117924-0.00122907j 0.0136995-0.0165773j -0.00746303-0.00688159j -0.00625665+0.00605556j 0.00757067-0.00419998j 0.00116456+0.00312033j 0.00606936-0.00595867j 0.00947842+0.00151167j 0.00337202+0.00102725j 0.0010518+0.00697603j 
0.00408655+0.00333724j -0.00622401+0.0127273j -0.00250057-0.0198241j 0.0123532-0.0275637j 0.00238326+0.000724383j -0.0299527-0.00523198j 0.00163838+0.00836624j 0.017404+0.0200666j 0.0242047+0.0145623j 0.00129907-0.00286184j -0.0146926-0.0148749j 0.00824709+0.00379326j 0.00023184+0.00511294j 0.00172819+0.00136366j 0.00263796-0.00488171j -0.0109661-0.00546496j 0.00515841-0.00525917j -0.0127123-0.0488862j 0.00820858+0.00601114j 0.0046774+0.000977209j 0.012366-0.0291101j -0.0223845+0.00368694j 0.00629784+0.0215055j 0.00996334-0.0044854j -0.0202832+0.000210124j 0.0331403-0.00586203j 0.0317393+0.00331863j -0.00187962-0.000548348j -0.00162467+0.00176675j -0.0150778-0.00408833j 0.00139661+0.00628112j 0.000885369+0.000507492j 0.00810421-0.0100373j -0.00298842-0.000211114j 0.0121208+0.00549835j -0.00867045+0.000700682j 0.00514224-0.00148196j 0.00706294-0.00371593j -0.014092+0.00161598j 0.00192217-0.00762761j 0.00782771+0.00169668j 0.0268542+0.0126487j 0.00917355-0.0095671j -0.00519379-0.0254087j -0.00141865-0.0217199j -0.0410558-0.00620933j -0.00779319-0.00440865j -0.00782761-0.014194j 0.0117999-0.0409007j 0.0330271+0.0649633j 0.00879276+0.0224768j 0.0197002-0.0256258j 0.0392742+0.0106235j 0.0688871+0.0193404j -0.0304011-0.00423939j 0.0368769-0.0298711j 0.0147101-0.00640028j -0.0151108-0.0474341j 0.0174127-0.0194166j -0.0036429-0.00636592j -0.0039665-0.00898379j 0.0238125-0.0212717j 0.00682868-0.00751639j 0.0432575-0.0734078j 0.0126017+0.0113566j -0.025666-0.00536396j -0.0436629-1.98116e-05j 0.0507984-0.00187918j 0.014037+0.00237576j -0.001516-0.00848813j -0.00194615-0.0189626j 0.0297559+0.0185889j 0.0141197+0.0213578j -0.0244705-0.00309681j 0.010306-0.00382932j -0.00817329+0.0114526j 0.00129296+0.00993904j 0.000479931-0.00481537j 0.0202016-0.0153229j -0.0168677+0.0175882j 0.00333002-0.0235334j -0.00675766+0.00982604j 0.016109-0.0199389j -0.00576797+0.00399457j -0.0126038+0.0103782j 0.0209113-0.00096933j -0.00468226+0.00901216j 0.00142515-0.00523603j -0.0241787+0.00888629j 0.00205745+0.00146591j 0.00507507-0.00592023j 0.0144623+0.000752173j 0.0166812+0.00273165j -0.00796254+0.011536j -0.0145955-0.00274924j -0.00118441+0.0194775j -0.00684083+0.00628081j 
0.00924721-0.020095j 0.000753502+0.00671594j 0.0113679+0.00788401j -0.00464803-0.00345062j 0.00228249-0.0230093j 0.00150208-0.0223504j 0.00147446+0.0050386j -0.00207233-0.00604192j 0.00827928-0.00486775j -0.00674221+0.0158265j -0.000243534-0.00636144j 0.0063039+0.00247839j -0.00856262-0.017533j 0.0101952-0.00668516j -0.00714995+0.00684378j 0.000180929-0.0149232j 0.0174989+0.00296862j 0.0152097+0.0202681j -0.0124352+0.0238236j -0.00765825+0.0139425j 0.0329087-0.0106564j -0.00255924+0.0236829j 0.0247114+0.000283459j 0.0757528+0.006293j -0.0139376+0.00522936j 0.0354011+0.0144443j -0.02238-0.0117291j 0.0334405-0.000111154j -0.0304598-0.0137132j 0.00236599+0.00229489j 0.00594257-0.00303195j 0.0118825+0.00592646j 0.0116282+0.00595465j 0.00603065-0.00189888j -0.00338775-0.00320994j 0.00512141+0.00218924j 0.0114733-0.0132916j 0.000140177-0.0125839j -0.00771929+0.00257113j 0.00260956-0.0109981j 0.00823748+0.0216942j 0.000130257-0.0316482j 0.0103377+0.00341552j -0.0018712+0.00588819j -0.00844051+0.0212417j -0.0263742-0.00402783j 0.0149723-0.0230209j -0.00330092+0.00070938j -0.038735+0.00708455j -0.0131821-0.0265836j -0.0185804+0.00541757j -0.00640461+0.0228273j 0.0295116-0.00206001j -0.00858664-0.0295235j 0.0397903+0.00371715j -0.0299753-0.0185058j 0.0247437-0.0114555j -0.0199168-0.0113418j -0.0336141-0.0024473j -0.00951859+0.0117719j -0.0103074+0.0196499j 0.0047852+0.00616477j -0.0205415-0.0152437j -0.0132539+0.000975912j 0.000756696-0.0153293j 0.0159991-0.0141933j 0.0193071+0.0172091j -0.0140031-0.0013082j -0.00703985-0.00326255j -0.0216352-0.0221948j -0.00546307+0.00364078j 0.00222721+0.0121343j 0.0026609-0.00247603j -0.0076673+0.0122157j -0.00991332-0.0165141j 0.00875175-0.00150891j -0.0057377+0.00762351j -0.010631+0.00663202j -0.0109799-0.00305847j 0.0017099+0.00327746j -0.00949002+0.00197259j -0.00117617+0.00765899j 0.00028418-0.0163941j -0.00123488+0.00563537j 0.00179542+0.0135896j -0.0113384+0.0032005j -0.00237633+0.00514721j 0.000782615+0.0029347j -0.00297919+0.00656292j -0.00254035-0.000764832j 0.00957385-0.00387433j 0.00777416+0.00136552j -0.00716779+0.00190573j -0.00780423+0.000414395j -0.000671678-0.00711604j 0.00279771-0.00540591j 0.00263222+0.00542448j 
-0.0013288+0.0043508j -0.00460682+0.00692296j 0.0236666+0.00730109j -0.0162376+0.00214721j -0.0210538+0.00963567j -0.00294691-0.0199626j -0.0131326+0.00595288j -0.00616271-0.0010071j -0.00614361+0.0128179j 0.0132039-0.00411835j 0.00201147-0.00696086j 0.00837623-0.00590124j -0.00992087+0.00974943j 0.00537526-0.0031932j -0.0146315-0.00641711j -0.0175064-0.00958092j 0.000443063-0.00431312j 0.0292493+0.0212079j 0.0358053-0.0202111j -0.00190324+0.0204085j -0.00357708+0.0139514j 0.0449954-0.00961364j -0.0126859+0.00333255j 0.00927955+0.00805143j -0.0139896+0.019778j 0.0124572-0.00408826j 0.00863633-0.00106645j -0.00131999-0.00219896j -0.0158745-0.00116116j -0.00660212-0.00218896j -0.0156015+0.00181537j -0.00163421+0.00185178j 0.00692335-0.00410824j 0.000262067-0.00920344j 0.00440433-0.0151121j -0.0182369+0.00871222j -0.0066723+0.007903j 0.00366087-0.0136452j -0.00770278-0.013786j -0.00378222-0.0198049j 0.00695103+0.00925842j 0.00160681-0.0335983j -0.00483494-0.00883697j -0.0112139-0.00217957j 0.0276658+0.000366246j 0.00365061-0.00496795j 0.0145834+0.0315739j -0.0288266+0.00415308j 0.0174324+0.0126332j -0.093212+0.0329258j -0.0286158-0.0131816j -0.00371569+0.0170057j -0.00715198+0.0113413j 0.0428023-0.00288436j -0.0316471-0.0500547j 0.00452691+0.0467526j 0.0154563+0.00295431j -0.0322871+0.010938j 0.00105168-0.0431656j 0.00877603+0.0130317j 0.0118514+0.0131441j -0.022173-0.0268922j -0.0154137-0.00215824j 0.00991525+0.0181279j -0.00707973+0.00401754j -0.0290169-0.013738j -0.014125-0.0127715j -0.021087+0.0057324j -0.0189153+0.00172009j -0.00255723+0.0111001j -0.0239326-0.0194919j 0.0162098+0.0190101j 0.00847211+0.0201377j -0.00863622-0.0169084j -0.00873801+0.0098333j 0.00738843+0.0148417j -0.00531054+0.0284322j -0.00728142-0.00431274j -0.00103926+0.00938596j -0.00402002+0.00442791j 0.00810651-0.0121241j -0.00823379+0.018893j 0.00101701-0.00657105j 0.000685543-0.00497972j 0.00839028+0.00695882j 0.00597097+0.00891858j 0.0050731+0.00700658j 0.00400896-0.00888715j 0.00496351+0.00113972j -0.00243733-0.00429262j 0.001368-0.00733777j 0.00646107+0.0014305j 0.0192009-0.00702046j 0.00516219+0.00559644j -0.00927793-0.00846396j 0.00482229+0.0167294j -0.010209-0.00470979j 
-0.0110666+0.0296045j -0.000947183-0.010571j -0.014304-0.0119178j -0.0128718+0.00192346j 0.0191237+0.0121521j 0.0200932+0.0209383j 0.0288896+0.000670354j -0.0177324-0.00247474j -0.00346297-0.00558955j -0.0186583-0.0127593j 0.00244035+0.0050273j -0.00336845+0.00161435j -0.0117622-0.00162649j -0.00172355+0.00457648j -0.000853617-0.00653527j 0.0100454+0.00526626j -0.00933374-0.0168969j -0.0267563+0.0199346j 0.0335762+0.0465839j 4.45333e-05-0.0176236j 0.00391911+0.00274732j -0.00577095-0.00912893j 0.0257067+0.000644276j -0.00458815-0.00091938j -0.0054759-0.000230186j 0.0161436+0.00954602j 0.0020284-0.000975925j 0.0108579+0.00333921j 0.00606042+0.00503818j -0.00272801-0.00397088j 0.00813598+0.0148157j 0.00576034+0.00293463j 0.000664669-0.00217038j 0.00168619+0.00324336j 0.0140794+0.0117441j -0.00702115+0.00989931j 0.00142177-0.00423774j -0.00170812+0.0187069j -8.08258e-05+0.00628633j -0.0181169+0.00607774j 0.0125225-0.0111668j 0.00430849+0.00141044j -0.00128286+0.0256821j -0.00687694+0.0028799j 0.0428154+0.00462224j 0.00913842+0.0278575j -0.037126-0.074205j -0.0713968-0.00940673j 0.0178874+0.0219481j 0.0081983-0.0106391j -0.0236602-0.0354373j 0.0528088-0.0547873j 0.0185086-0.00918216j 0.0183957+0.0390079j 0.0382616+0.00277384j -0.0325742+0.0333946j -0.0118237+0.0198796j 0.0123576-0.0334551j 0.0175352-0.0348891j -0.0223355-0.0111847j -0.0342081+0.00340865j 0.00724901+0.00926033j 0.0306386-0.00671868j 0.0179684-0.0226775j -0.000996913-0.0135372j -0.000921789+0.000200121j -0.0017196-0.00667199j 0.0126076+0.00592071j -0.000242448-0.0106403j 0.00767831+0.000839122j 0.0010053-0.0183686j 0.00556657-0.000237896j 0.00207042-0.0101229j -0.000227868-0.00734067j 0.00647807+0.000615366j -0.0144865+0.0126559j -0.00866596+0.00583959j 0.0114248-0.00434165j -0.00454343-0.00225434j -0.00354511+0.00731518j 0.0117394-0.00331912j 0.00336356-0.00081697j 0.00808256-0.00277614j 0.000428334-0.00553764j -0.00483074+0.00370418j 0.0140073+0.000145196j 0.00356937+0.00504489j 0.000762995-0.00076682j -0.00553077+0.00658656j -0.000942457+0.000314097j -0.00405956-0.00606554j 0.00487402-0.000778086j 0.00409493+0.00583352j -0.0044261+0.00948168j -0.00858157+0.00829554j -0.00668288+0.00787184j 0.000115266+0.00366321j 
-0.012858-0.00479243j 0.0032989-0.0348121j 0.0107787+0.0104236j -0.012313-0.0263647j 0.00222908-0.0100348j 0.0109863+0.00810725j -0.0224223-0.00096714j -0.00422579-0.00321596j -0.0164164-0.000344659j 0.0116781-0.00991526j 0.0193835+0.000928552j 0.00310998-0.00552435j 0.0149158-0.00120807j -0.0267104+0.00428946j 0.0084803-0.00238987j -0.000724758+0.0139543j -0.00405004+0.00685249j -0.00163345-0.0440153j -0.00889643-0.00984832j 0.0130283-0.00493382j 0.0420299-0.00172301j -0.0310451-0.0260066j 0.0246063+0.00804908j 0.00452254+0.0079381j 0.034326+0.0135343j 0.0213203+0.0096346j -0.00622911+0.0147715j 0.00333053+0.0029397j 0.00902494+0.00857353j 0.0084844-0.00827805j 0.00946604+0.0117461j 0.0099066+0.00299469j -0.00203375+0.0128931j -0.00761814+0.00372297j -0.00689302-0.00655833j 0.00412591+0.0111999j 0.0127344-0.019821j 0.00309735-0.00922244j -0.0094775+0.00844508j -0.012387+0.00875555j -0.0178574+0.00830555j 0.00299183+0.00646163j 0.00178993+0.00295307j -0.00876407+0.0318356j 0.0130559+0.0355981j 0.0330898+0.00142933j 0.0817637+0.0223818j -0.0240524-0.0406123j -0.0304959-0.00398366j 0.031601+0.0686939j 0.0120845-0.0358649j 0.0305254-0.0016794j -0.00328584+0.0352219j 0.0117827-0.00348551j -0.060554+0.061745j 0.00286127-0.0133643j -0.000643894-0.047377j 0.0355085-0.00380093j 0.0173055-0.0156297j 0.00225208-0.00164708j 0.0475099-0.0320915j -0.0171412+0.0110382j 0.00706077+0.0306234j 0.028242-0.0129727j 0.0187427-0.00882339j -0.0136945+0.0161886j 0.00346248+0.00365596j 0.0162535+0.00790218j 0.0174441-0.00349174j 0.0133635+0.00242022j 0.0148881+0.0074589j 0.0171821-0.00891268j 0.0161346-0.00293165j -0.00158488+0.00559817j 0.00638533+0.00752552j -0.0119551-0.00579037j 0.0180067-0.0135466j 0.00253301+0.0030616j 0.0220837-0.000622068j -0.00789518+0.000658942j -0.00235313+0.00808537j -0.000287733+0.00264621j 0.00013182+0.00428995j 0.00231059-0.00490291j 0.00126906-0.0057223j 0.00678444+0.00364789j -0.0100129+0.00345462j -0.00397248+0.0036284j -0.00321079-0.00116859j -0.011327-0.00231819j 0.00322704+0.00252256j 0.00332557-0.00937625j 0.00316326+7.12187e-05j -0.00735099-0.00418182j 0.00214037-0.00170501j 0.00255383+0.00464805j 0.00677108-0.00124641j 
-0.00611961+0.0332211j -0.0109932-0.00505048j -0.0153597+0.0375232j 0.0059092-0.0245873j -0.00400862-0.00400661j 0.00718303-0.0150299j 0.00567068-0.0153179j 0.0106124-0.0223761j 0.0135703-0.00157452j 0.00599584-0.00117383j -0.00113583-0.00609165j 0.0126266-0.00413302j 0.00880358+0.0138468j -0.00452911-0.00218101j 0.014553-0.00763661j -0.00755343-0.00137263j -0.0132273-0.0309511j -0.0395993-0.008099j 0.00938075-0.0214414j -0.00950362-0.00416621j -0.00112008+0.0192195j 0.041557-0.00108748j 0.0193086-0.0140082j 0.0376496+0.00863422j 0.0182004+0.00192263j 0.00547649+0.000752513j -0.00302667-0.00618659j 0.00297119-0.00486375j -0.0217631-0.0042581j -0.00499239+0.00265296j 0.0136947-0.00126748j 0.00583165+0.00322615j -0.0177874-0.00233803j -0.00317745+0.00558257j 0.00771418+0.00252204j -0.0104011-0.0189812j -0.018394-0.00851622j 0.0185843+0.00452362j 0.0158303+0.000224315j -0.0307421+0.0102748j -0.00745806-0.0103218j 0.0333184+0.0181382j -0.00787301-0.0119527j -0.00804358+0.000445689j 0.00468153+0.00934633j 0.0287592+0.016009j -0.017319+0.0422161j 0.0198367-0.0276831j -0.01911-0.0109572j 0.0246776-0.00615876j 0.0214092+0.0224163j 0.00418418-0.0228211j -0.0413694-0.0113727j 0.0241545+0.0112817j -0.0169845+0.0164086j 0.0118674+0.000343384j -0.00202989-0.00710576j -0.0125941+0.004689j 0.0299009-0.000593623j -0.0077539-0.0116892j 0.0212105-0.0040366j 0.00239267-0.0130714j 0.00953473+0.007127j -0.0268016-0.018206j 0.0266898+0.0151232j -0.00339803+0.00896771j -0.00897718+0.008266j 0.0150293-0.026719j 0.00662753-0.00870566j -0.00721156+0.00389986j 0.00236349-0.0119384j 0.00930492-0.0153623j -0.00318533-0.00127005j 0.00467998+0.0061721j 0.00162323-0.00345436j -0.0152423+0.010361j 0.00817154-0.00844074j 0.0159541-0.013351j 0.00772466-0.0101936j -0.00611682+0.00942624j -0.000190765-0.0108467j 0.00395567-0.0133496j -0.00484181-0.00260206j 0.000187299+0.00148728j -0.00402359-0.00142846j 0.0155159-0.00559632j -0.00439591-0.00476831j 0.00721044-0.00250968j -0.011908+0.00895354j 0.01276+0.0058772j -0.00866475+0.00115917j -0.0378014+0.00329548j 0.0116069-0.00974103j 0.0070754+0.00505624j -0.00849935+0.00636481j -0.0109045+0.00403831j -0.00577796-0.0299436j 
-0.0173645+0.00104473j 0.00613337-0.040044j 0.0208761+0.024768j 0.00399216+0.00586431j 0.0162539+0.00728193j -0.0161806-0.0190602j -0.00175786-0.00942642j -0.00492735+0.0093617j 0.00264019+0.00480325j 0.0030239+0.0245736j 0.00901262-0.00349545j -0.00146619+0.00877283j 0.0076962+0.00602999j -0.0141484+0.00980989j -0.00976948-0.0193382j 0.0167692+0.0549411j -0.0176323+0.00599744j -0.00171895-0.0226227j -0.0049046-0.00133281j 0.0136901+0.000945067j -0.0224569-0.00682842j 0.00610939+0.0122585j 0.00944036+0.0149002j 0.0128768-0.00742277j -0.0262493-0.00101235j -0.0225663-0.0110196j 0.011713-0.000327405j -0.00397981-0.000465991j -0.00570106-0.00209487j -0.0138747-0.0147919j 0.00210608+0.00588203j -0.0088596-0.00434233j 0.00700899-0.00655399j 0.0116735+0.0051363j 0.00567256+0.00769742j -0.000225202+0.0102288j -0.00831573+0.0191177j -0.0345873-0.00767774j 0.0104761+0.000365889j 0.0024922-0.00517826j -0.0519627-0.0019488j -0.0289754-0.0094792j -0.0155167+0.012193j -0.0154585+0.0105266j 0.0431275-0.0145588j 0.0105047-0.00592428j 0.0166884-0.000201631j -0.0103248+0.0139892j 0.0127919+0.0198538j 0.0238634+0.0408584j 0.00196901-0.0166162j -0.014618-0.00489642j 0.0184299-0.0136589j 0.0150726-0.00585765j -0.042447+0.0137743j 0.00268023-0.00768538j -0.0366124+0.00540843j -0.00104748+0.0126391j -0.00511782-0.00557702j -0.01445-0.000127708j -0.00886619-0.0364658j -0.0101587-0.0165037j 0.0119171-0.00913945j 0.00175893-0.00768182j -0.00409813-0.0212695j -0.0112183+0.00433504j -0.00331882-0.00913459j -0.00258794-0.00283048j -0.000243626+0.000938905j 0.00759519+0.0112336j -0.0014154-0.0164835j 0.0101811-0.0223099j 0.00463278-0.00812395j -0.00506359+0.00269494j 0.00599757+0.00456846j -0.000285022+0.00362668j -0.00355326+0.000805524j 0.0077042-0.00471583j 0.00338467-0.00287808j 0.00636876+0.000401613j -0.0105374+0.000282563j 0.0175544+0.00108088j -0.00322935+0.00175957j -0.00123595+0.00191634j 0.0100672-0.00611644j 0.00619547-0.0120305j -0.000785329+0.00239207j 0.0136329-0.00380248j -0.00475663+0.0026832j -0.00486759+0.00274607j -0.00459778-0.00375778j -0.00696458+0.00533109j -0.0217387-0.000354203j -0.00696206+0.00812073j -0.00863787-0.00830678j -0.00275331-0.0183845j 0.00719614-0.00224609j 
0.00753222+0.0378893j -0.0302027+0.0134548j 0.0144005+0.0131863j -0.0057225-0.0026231j 0.0122503-0.00402115j -0.0275972-0.00533264j 0.0138579+0.00564768j -0.0130188-0.0111916j 0.0177717+0.00786628j -0.0178268-0.00406803j -0.0206311+0.00196535j -0.00666393-0.00047614j -0.00521383-0.00289765j -0.00318206-0.00707852j 0.0172352+0.00366751j -0.0194689-0.0240512j -0.00343138-0.0171371j 0.0331671+0.0108685j 0.00731801-0.016292j 0.0255668+0.015653j -0.0175739-0.0122395j 0.00348105+0.0175308j 0.0239526-0.00601664j -0.00579719-0.0010388j 0.0154256-0.00125117j -0.0089388+0.00373051j -0.000983348-0.00372769j 0.00444689-0.0017066j -0.0011951+0.000327439j 0.00322026-0.00381475j 0.0099626+0.0104447j 0.0067372+0.00082729j -0.00851384-0.00760498j -0.0201128+0.00300162j -0.0117393+0.0108182j 0.00223498+0.00197663j 0.0066134+0.00482507j -0.00895759+0.0118221j -0.00456485+0.00390695j -0.0253227-0.00100193j 0.0280173+0.00274054j -0.0244749-0.030167j 0.0283342-0.00791393j 0.0288238+0.0300697j 0.0624267+0.0122544j -0.0343066-0.0349873j -0.0371493-0.030488j 0.0467675+0.0498351j -0.0611312+0.0307723j 0.0276833+0.0389639j -0.0524389+0.0568372j -0.00581577-0.00489357j 0.0320588-0.0858718j -0.0244947-0.00494556j -0.00169797+0.0305762j -0.00373256+0.00143678j 0.00547149-0.00471786j -0.0104495+0.00240726j -0.0356558+0.0178866j 0.0089368-0.0118196j -0.010669+0.0249963j -0.00270369+0.0152112j -0.00342664-0.0059336j -0.0284266-0.00631962j -0.00775354+0.0181835j 0.0105596+0.00916808j -0.000102813+0.0107731j 0.00526411-0.00980462j 0.00110097+0.00414473j 0.000578377-0.0165118j -0.00299651+0.0021449j -0.00859221-0.0110267j -0.00254829-0.0101822j -0.00348876+0.00779797j 0.00779133-0.00873762j 0.00544094-0.00270049j 0.00845896-0.0139857j 0.00708045+0.000150614j 0.00232898-0.00925526j 0.0105198+0.00165216j -0.00961941-0.00349421j 0.00244606-0.00867555j -0.0010661-0.00212895j -0.00882847-0.000406159j -0.0012506-0.0111041j -0.000132613-0.0120337j -0.0116745+0.00256369j -0.000129843-0.00832113j -0.00888695-0.000271707j 0.0025289+0.000431025j -0.0100329+0.0100207j -0.0117316-0.000750902j 0.00190235+0.000639253j 0.00639505-0.0101451j -0.00410443-0.00201197j -0.00361622+0.0042153j -0.00228112-0.00745083j 
0.00483974-0.0179395j 0.00982582+0.0197302j -0.0205631+0.0147673j 0.0140621+0.0125447j -0.00739834+0.0210221j 0.00315277+0.0104828j -0.0118962-0.00129994j 0.0173997-0.00503254j 0.00369418+0.00250727j 0.00317176-0.015475j -0.00547431-0.000921511j -0.00378718+0.0103291j 0.012694-0.00517039j 0.00814313+0.0137879j 0.00134077+0.00142452j 0.00321718+0.0099171j -0.00212373+0.0382896j 0.0174817-0.0191423j 0.0309025-0.0210967j 0.0168714-0.0201706j 0.0310794+0.0221365j 0.0394534-0.0217734j 0.0524533-0.000884631j 0.00367742+0.00363878j 0.0080754+0.00228699j -0.0100687+0.00385315j -0.0180933+0.00257424j 0.0313676+0.00944832j 0.000292807+0.00253785j -0.0130676+0.00620169j 0.000698416-0.00412958j -0.00224063+0.000787007j -0.00535457+0.000189712j 0.000451256+0.00985655j -0.00871309-0.000334566j -0.000746537-0.00385998j 0.00618894+0.0146303j -0.00825253+0.00985366j -0.00661322-0.00396283j 0.0356837+0.0134931j -0.00577371-0.0151038j -0.0151749+0.0531811j 0.0175781-0.0161651j 0.0271788-0.0028874j -0.0168024-0.0172519j 0.0140296+0.0171063j -0.0293324+0.0161802j 0.0492805-0.0298905j 0.0283428+0.000215176j -0.00201296-0.00485101j 0.0536656+0.0171793j 0.0143135+0.0147969j -0.0398259-0.0253947j -0.0184663+0.0186538j -0.00374306-0.0142314j -0.000863339-0.0148141j 0.0141154+0.00440985j 0.0136794+0.0167119j 0.0235659+0.0328155j -0.00367562-0.00915666j 0.0119193+0.0172299j -0.000918476-0.00196011j -0.0131863+0.00347753j 0.0181258+0.0186401j 0.00757813+0.0103693j 0.00202362-0.0119726j 0.00247466-0.00173042j -0.00807161+0.0163479j 0.00505368+0.0145777j -0.00427089+0.00430034j 0.00711082+0.0144195j -0.00880309+0.00967304j -0.00479375+0.00888027j 0.00399241+0.00278417j -0.00558723+0.00201564j 0.0048137-0.0148436j -0.00202432+0.00174651j -0.012454+0.00829632j -0.00412637+0.011984j -0.00101673-0.00771641j -0.00322255+0.00738947j -0.00586688+0.00229292j -0.0106212+0.00737069j -0.00479136-0.00144561j -0.00782503-0.00366074j -0.0175205+0.00522167j -0.0015035-0.00328412j -0.0114463+0.00315192j 0.00686675-0.00390652j 0.00402182+0.00343907j 0.00653115+0.00724821j 0.0165517-0.00355579j -0.00106472+0.00411373j 0.00149052-0.0117148j 0.012766+0.000122426j 0.00571788-0.000221638j 0.00193649+0.0179316j 
