0.0104762+0.0512088j -0.0101553+0.0442012j 0.00815862+0.000309893j 0.00311486-0.0318044j 0.0080976+0.0146852j -0.00666641-0.0112706j -0.00971225+0.00883817j 0.000298688-0.0126684j -0.00446839+0.0100605j 0.00401399-0.000510631j 0.00534262+0.00239826j -0.00501728-0.00251588j 0.00929728+0.0241054j -0.00852353-0.0561552j -8.8848e-05+0.0261127j -0.0161075+0.0156826j 0.0192035+0.0302748j -0.00120691-0.0302567j 0.00759261-0.005198j -0.00260561+0.0178215j -0.00104897+0.0149332j -0.00397832-0.0162302j 0.000859199+0.0161354j 0.00115238+0.0102901j -0.000377912+0.0391293j -0.000444755-0.0228416j 0.00195912-0.0212306j 0.00131006-0.0185246j 0.000110195-0.0149969j 0.00114986-0.00968399j -0.00196158-0.0313191j 0.000236176-0.0116398j 0.00174948+0.0420032j -0.000884516-0.0106371j 0.00182528-0.103433j -0.0021111+0.111027j 0.00336008+0.0253205j 0.013856-0.0359596j -0.00135227-0.0923768j -0.0180428-0.0427424j 0.0200676-0.0402195j 0.0154026+0.0222023j -0.00294007-0.108589j -0.0163594-0.0140384j 0.0116062-0.00487706j -0.010838+0.0276039j 0.0102518-0.0368731j 0.00614497+0.0321521j 0.0157805+0.0100313j -0.012072-0.0406744j 0.00499905-0.0141778j 0.0114291-0.0106404j 0.000270572-0.0195723j -0.00097989+0.0178865j -0.0067968+0.00794207j 0.00603823-0.00372678j 0.0114532+0.00796541j 0.00010282-0.0349421j 0.00984286+0.0260536j 0.00512081-0.00440741j 0.00247558-0.0239635j 7.43188e-07+0.0123107j 0.00309844+0.0165977j 0.00676655-0.0283682j -0.00107549-0.00590884j -0.0112822+0.00352182j -0.0108341-0.00383307j -0.002634+0.0325825j -0.0107905+0.0110762j 0.00588567-0.00210188j -0.00726809-0.0065267j 0.0163072-0.00329204j 0.000787108-0.0121865j -0.00900245+0.00507798j 0.00266261-0.000977721j 0.00810356-0.0135775j -0.00809278-0.00273511j -0.00162835+0.0180402j -0.0031567-0.0175619j 0.00307002+0.00554554j -0.00211111-0.00100389j -0.0156681-0.0156141j 0.0152442-0.0116748j 0.00997483+0.013952j 0.00227086-0.0112057j 0.00895677+0.00930851j -0.00640007-0.00191293j -0.0487884-0.0175399j 0.0183356-0.0151726j 0.0287175+0.0227771j 0.0144533-0.0260297j 0.334355+0.00599821j 0.0123645+0.00626772j -0.0161584-0.0150728j 0.0589513-0.0508803j 0.13322+0.0673882j -0.0182988+0.264782j 
-0.00935732+0.0518059j -0.0119731+0.00213515j 0.00671887-0.00331532j 0.0128532-0.00764523j 0.00457266-5.39358e-05j 0.00664839+0.00301399j -0.00518228+0.0112675j 0.0109797-0.00393882j 0.000117413+0.0116782j -0.0106391-0.00662264j -0.00343591+0.0122678j -0.00669281+0.0159459j 0.00901506+0.0193467j -0.0177113-0.00513339j -0.00653063-0.0140733j -0.0139274+0.00368384j -0.00327315-0.0390606j 0.000179897-0.00843118j -0.000117896+0.00795579j -0.0126672-0.00998812j 0.00426619+0.00211765j -0.000466394-0.0273999j 0.00563696-0.00298846j -0.00272666-0.011141j -0.00519513-0.032845j -0.00895374+0.0157849j 0.00548783+0.0260576j -0.0285169+0.04282j -0.010382-0.0100056j -0.0243711-0.0151413j -0.00804587+0.0183775j -0.0041632-0.0294955j -0.00323734-0.0126662j -0.0216131+0.00325414j 0.0167851-0.0200522j 0.00054635-0.0175553j -0.0366489+0.000772948j 0.0289893-0.00778396j 0.00885483-0.00592669j -0.0471129-0.00765325j -0.00857204-0.0158203j 0.0165466+0.0114297j -0.0165142+0.00644809j -0.0208655-0.0163076j 0.00671643+0.0134321j -0.0159652+0.00630951j -0.00211972-0.00914324j 0.00374008-0.00388389j -0.00516296-0.000214063j 0.021567-0.0140624j 0.00593409-0.00911685j 0.0198774+0.00300502j -0.00867933-0.0115673j -0.0183188+0.0114247j 0.00389634+0.0192636j -0.010934-0.000118908j -0.0198862-0.00168203j 0.0363239-0.00606429j 0.0190364+0.00592274j 0.00303316-0.00170151j 0.00843232-0.0191287j -0.00121969+0.00900525j 0.00866261+0.000273692j 0.0316131+0.0242137j -0.00575068-0.00433084j 0.01199-0.00945667j -0.00713394-0.00842693j 0.0032461+0.0213235j 0.0225841-0.000208003j -0.0143305+0.0159616j -0.0171309+0.0196232j -0.0237288+0.0324613j -0.0188825+0.0343716j 0.0362732+0.012001j 0.0489508-0.0344095j 0.0160597+0.00143796j -0.0350352-0.0118048j -0.0388217-0.0362838j -0.00173492-0.0513108j -0.0122721-0.0299474j -0.0262719-0.0335859j -0.0530884-0.0173456j 0.0284533+0.0191171j -0.00610177-0.00753375j -0.0310845-0.0173284j 0.0110438-0.0267052j -0.0375514+0.0187269j -0.00830774-0.0491808j -0.028227+0.0128804j 0.0263759-0.0184947j 0.000553389+0.0306683j -0.000782065+0.00346505j -0.00478418-0.00405137j 0.021758-0.0106545j -0.0393916+0.00389643j 0.000236006+0.00281781j -0.00715257+0.001895j 
0.0128188+0.0105986j -0.00529298+0.0250315j -0.0110775+0.000352727j -0.00934901+0.00485741j 0.00256961-0.00167923j -0.0100756+0.0113296j -0.00181551+0.0183127j -0.00506117+0.0255216j 0.00492369-0.00100978j -0.00121827-0.00878916j 0.0047583+0.00233639j 0.0114395-0.00470262j 0.0239694+0.00672105j -0.00563207+0.00912573j 0.00801967+0.000873298j 0.000121036-0.0234387j 0.0244958+0.00215968j 0.00447906+0.0502616j 0.00790462-0.0230192j -0.00631875+0.00629593j -0.00399245+0.0115269j -0.00123432+0.00486145j -0.0148917+0.0234899j 0.00248104+0.00787671j -0.00691577+0.0111118j 0.0140435-0.0305875j -0.00298748+0.00694497j -0.00722709+0.0104357j 0.0107424+0.000873251j 0.00104332+0.00323328j -0.00811346+0.0157036j 0.00299944+0.0098528j 0.0064519-0.00680429j -0.0175739-0.0231854j 0.02653-0.0140216j 0.00348809+0.0117693j -0.0105914-0.00441938j 0.0102853+0.022276j -0.0224495+0.0158641j -0.00272888+0.0230634j 0.0284073-0.00925965j 0.00677998+0.0210057j 0.00121508-0.0261227j 0.0430735+0.0106083j -0.028076+0.0347677j 0.0403314-0.00737908j -0.00180447+0.0281496j 0.0116517+0.0237768j -0.0313431-0.00599556j -0.011609+0.000880588j -0.0155268+0.0244523j -0.0237681+0.000969006j -0.00410542+0.0057082j 0.00610281-0.0247792j 0.0122026-0.00199412j 0.0118799+0.00477476j -0.000126804-0.0173709j -0.016206+0.0132256j -0.00914974-0.0193794j 0.00349268-0.001941j 0.0134807+0.0047019j -0.0121183+0.00647996j 0.00213291-0.0091258j 0.038477-0.0273896j -0.0110497+0.0156834j -0.0215176+0.0132276j -0.0287389-0.00938715j -0.0131431+0.0473122j -0.0476615+0.0602828j -0.00654529+0.0283887j -0.0282904+0.0201093j 0.0804365-0.0510878j 0.0062213+0.00801587j -0.0429985+0.03785j 0.0288638+0.0211941j 0.0103592+0.0254787j 0.0844342+0.0410693j -0.0114275+0.0320445j 0.0233465+0.0361899j 0.00647077+0.0412408j -0.040377-0.0986367j 0.0134797+0.0196369j -0.0550527-0.0133355j -0.045585-0.015772j 0.0462849+0.013457j 0.0215359-0.00875781j -0.00119818-0.0163123j 0.0117397+0.00233903j 0.0286083+0.0299379j 0.0236959+0.00500752j -0.0289253+0.00188628j 0.00988337+0.00124677j -0.0145079-0.00126503j 0.0306441+0.00969421j -0.00123266+0.0141998j 0.00703411-0.00273567j -0.000231642+0.010255j 
0.0166136-0.00112402j -0.00655919+0.0550756j 0.000720271-0.00918141j -0.00434901-0.00821526j 0.00330411-0.00739359j 0.0163506+0.00329338j -0.00259859+0.00556664j 0.0120618+0.00396566j 0.000214122+0.00891727j 0.0148328+0.000734947j 0.0108541-0.0214286j -0.00945194+0.00931869j -0.0183889-0.00689909j 0.0123746+0.00284188j 0.0327481+0.0251942j -0.000188889-0.0238295j 0.00656561+0.00454672j 0.00223842+0.000681028j -0.0034232-0.0123999j 0.00509275-0.00640951j -0.00346586-0.000378573j 0.00297532+0.00844665j -0.00906064+0.00946736j -0.00157959-0.0117128j -0.00359376+0.0223488j 0.00998152+0.0100872j -0.00586811+0.0197252j -0.006479-0.0541223j 0.00182149-0.0315224j -0.0102425-0.00660511j 0.0112262+0.0114909j -0.0136716+0.00720382j -0.0112815-0.0464776j 0.00063916+0.0167533j 0.00364426-0.0200811j -0.00274586-0.0163765j 0.0135006-0.0170338j 0.0232064+0.0215936j -0.024431+0.00910816j 0.0016787+0.00839119j 0.0573918+0.0071491j 0.00326161+0.0161824j 0.00933117-0.00646953j 0.0105175+0.00988759j -0.0122757+0.0297844j 0.014064+0.000417643j 0.0151888+0.0187662j 0.00288094+0.0059831j -0.00203475-0.000949167j -0.0107279+0.00507507j -0.0118162+0.00401906j 0.00247738+0.0202133j 0.00597487+0.00821829j 0.00473658+0.000211682j 0.00262972+0.00207401j -0.00268172+0.0101191j 0.0135044-0.011584j -0.0234092+0.0109963j 0.00323428-0.011615j -0.00381973-0.00739979j 0.0112071+0.0126506j -0.0195177-0.00958414j -0.00472251-0.00698625j 0.0194527-0.0218591j -0.00737934+0.0013745j 0.00321534-0.0135102j 0.0122081-0.00926498j -0.0151876+0.015469j 0.000830219-0.0126589j -0.00930182+0.0215405j 0.0339295-0.0117583j 0.071833+0.0239237j 0.00335487-0.0401408j -0.00805635+0.00463372j 0.017448+0.0334499j -0.00561702-0.0386489j 0.0217223+0.00706256j 0.0134416-0.011193j -0.0038558-0.00717155j 0.024271+0.0346614j 0.0246107-0.0388679j 0.00867965-0.0101719j -0.0125255+0.0249862j 0.0333138-0.00306853j -0.0234176+0.0385206j 0.0512572+0.0188534j -0.0136749-0.00700029j 0.00159669-0.00564474j 0.0181758+0.0155662j 0.0362307-0.00401936j 0.0188594-0.0140809j 0.00862614+0.00451115j -0.000256318-0.00475109j 0.00612921+0.00164711j -0.0142372+0.0100974j 0.00288172-0.00134884j -0.0121878+0.00534495j 
-0.0185194+0.010474j 0.00331929-0.0189115j 0.00840282+0.0164837j 0.00162399-0.00636496j 0.000559712-0.00323755j 0.00365958+0.014288j 0.00900973+0.000847769j 0.014099+0.0140955j -0.00513673-0.0158031j -0.00033708+0.0105305j -0.00711104+0.00900537j -0.00989803-0.00128454j 0.000114564+0.0166032j 0.00478115+0.00437179j 0.00280935-0.00820055j -0.0053118+0.021636j -0.0338171+0.0040629j -0.00568106-0.0209893j -0.0018616+0.00539127j 0.0008058-0.00745705j -0.00718414+0.0334969j -0.00602294+0.0227528j 0.00601224-0.0256826j 0.0072237+0.000837229j 0.01696-0.0384108j 0.00742119-0.0282148j 0.002094-0.0226733j 0.00436522-0.0223286j 0.0114651-0.00503264j 0.00589716+0.0100095j -0.0132282-0.0116131j 0.0111204+0.0426224j -0.00158628-0.00718735j 0.0128686+0.0279905j 0.00527593-0.0316512j -0.00860556-0.00744607j -0.00481636+0.0261492j -0.00826473-0.0164829j 0.0157463-0.00875613j 0.00128208-0.0140553j -0.0461001-0.00717635j -0.00665993-0.00329176j -0.0134836-0.0105118j -0.024212-0.00486772j 0.00581697+0.000689271j -0.016326+0.000180301j -0.0057285+0.0187797j 0.0141729+0.0128501j 0.00382671+0.0044988j -0.000286996-0.0089522j -0.00368617+0.00712961j -0.0211208+0.00996756j -0.0305179-0.00513531j 0.0193886+0.00631576j 0.00174177+0.00579307j -0.00310019+0.0123297j 0.0100419+0.00110147j -0.00606275-0.0232732j 0.0136191-0.0117295j -0.0060421-0.0110904j 0.00639287-0.00399851j 0.0159229-0.00802852j 0.0351456+0.00107867j -0.0117137+0.0130445j 0.0378726-0.0228293j 0.000223971+0.0210022j -0.00834641+0.047252j 0.00265074-0.010943j -0.00545046+0.0152504j 0.0250995+0.0138559j -0.0574604+0.0430566j -0.0242376-0.0104413j -0.0243545+0.0298365j -0.00854291+0.00587029j -0.0226984+0.0105371j 0.0378924+0.0139156j 0.00384505+0.00672821j -0.0588828-0.0693157j -0.0266368+0.0249261j 0.0179866-0.00198644j -0.00783447+0.0182923j -0.0235516+0.0162455j -0.0465482-0.0141648j 0.0260266-0.019175j -0.00183358+0.0105736j -0.00537068-0.0239456j 0.0064571+0.00678148j -0.000481125-0.00308631j 0.0179685+0.0297616j -0.016271-0.0151816j 0.000668878+0.00771732j -0.00325737+0.00123675j 0.0217808+0.0027462j 0.00774612+0.00377591j -0.00224138+0.00950308j -0.00307873+0.0190763j -0.00588612-0.010497j 
-0.0128286-0.0159155j 0.00671098-0.0235557j -0.00237319-0.000804281j 0.00679946+0.00439582j -0.00889254+0.00365815j 0.0154865-0.00240703j 0.0125296-0.0120849j 0.00370132+0.00869601j -0.0172344-0.00329674j -0.0105021-0.00824525j 0.0168095+0.0232297j 0.0240265-0.0179005j -0.0142533-0.00623893j -0.00132122+0.0112519j -0.023722-0.00488266j -0.00529308+0.0294519j -0.0255881+0.0204326j -0.00964186+0.0345655j -0.0112668-0.00173953j 0.00313166-0.0114963j -0.013567+0.00970218j -0.000259525-0.00622304j 0.0198926-0.0269264j 0.00784038-0.0110087j 0.00445617-0.015949j -0.00382037+0.000350664j -0.0242137+0.0123047j -0.00780079-0.0251583j 0.0210529-0.00212307j -0.042172+0.0327002j 0.00441064-0.0334015j -0.0308091+0.00142753j -0.0325679+0.0343571j -0.0276703-0.0230579j -0.00389383+0.023819j -0.01155-0.00198481j 0.00721393+0.0243709j -0.0227522-0.00459801j 0.0171702-0.0113024j 0.028496-0.00327292j -0.0454201-0.00504014j -0.00989708+0.00545684j -0.0168674-0.0316466j 0.0215521+0.00433904j -0.00827239+0.0213721j 0.0168182+0.00833347j 0.000151833+0.00807435j 0.000629814-0.00727147j -0.0338907+0.0110011j 0.000347039-0.0277817j 0.0104474-0.0225402j -0.016201+0.00790326j -0.0192325-0.0134989j -0.0165882+0.0102785j 0.00408676+0.0229171j -0.0285953-0.0117063j 0.00234837+0.0049831j 0.00236274+0.0191932j 0.0337176-0.00867875j -0.00820541-0.0166519j 0.00179423+0.0153414j -0.039311-0.00144279j 0.00734722+0.00474068j -0.0235458+0.0125643j 0.0272652+0.00178073j 0.0206448-0.00307871j -0.0171965+0.00328177j -0.0132594-0.015289j 0.047885-0.0200265j -0.0507282+0.0365958j 0.0212642-0.0292559j -0.0421613+0.048733j 0.0188881-0.00302615j 0.047928+0.0428657j -0.0352267+0.0156599j -0.0529574+0.0476901j -0.0201404-0.048887j 0.01423+0.0252335j -0.0340204-0.00012124j 0.0394041+0.0130915j 0.0258216+0.0758863j -0.0629841-0.0368341j -0.0193095+0.0127488j 0.011311-0.0265028j 0.0296815+0.00736304j -0.0250389-0.0327926j -0.0135761+0.000273204j 0.01711+0.00919005j 0.033197+0.00678917j -0.0114794-0.032131j -0.0153768+0.0144724j -0.0135204+0.000889585j -0.00253223-0.00381666j 0.0115724-0.0100891j 0.0204995-0.00535892j 0.00472327-0.00818486j 0.000578803-0.00500914j 
-0.014632-0.0323881j 0.0119584-0.0403436j -0.00591621+0.0110033j -0.00511284+0.00405296j 0.00251556-0.00871799j 0.00215534+0.00511593j -0.0117-0.00326024j -0.0123632+0.0117368j 0.0237766-0.0154832j 0.00821427+0.00971274j -0.0035497+0.0126967j -0.0041903-0.0107949j -0.00338279+0.0133827j -0.00165609+0.0148313j -0.0113846-0.0139433j 0.00675855+0.0246628j -0.0167192+0.0219681j -0.00303156-0.00617941j 0.000392534+0.0067002j 0.000580805-0.0167566j -0.00886308-0.000385049j -0.00640351+0.0195926j 0.00995939-0.00155581j 0.00214455-0.0223235j 0.0203922-0.0160036j 0.0119398-0.013748j 0.000215253-0.0227893j 0.0136402-0.0154321j 0.00366317-0.0391243j 0.017847-0.00178661j -0.00872802-0.00387543j -0.0115462-0.0536813j 0.00389103+0.0038667j 0.00348536-0.0305426j 0.00225932-0.00303232j -0.00764349+0.00489425j 0.00964599+0.021986j -0.0351793-0.0191316j 0.0110383-0.00744412j 0.0285963-0.0111134j -0.055916+0.00794406j -0.0163511-0.0130202j -0.0101776-0.00372962j -0.0135606+0.002098j 0.00355519-0.00916875j -0.0120186+0.0063331j -0.00430522+0.0187494j -0.00154322+0.000805628j 0.00574737+0.00262923j -0.00407343-4.2683e-05j 0.00419507-0.00134285j -0.0273459-0.0038428j -0.0132402+0.00735528j -4.2996e-05-0.00177123j -0.00155153+0.000533821j 0.00170757-0.00253676j 0.00672786-0.000696958j -0.0027708+0.00371067j 0.00486612+0.00125577j -0.00469507-0.00279426j 0.00278098-0.00211713j 0.0090015+0.00394662j 0.00823174-0.00129168j -0.023386+0.0154008j 0.0325011-0.00277764j -0.00303438+0.0140544j -0.0257937+0.0405184j -0.00391621-0.0259032j -0.00825872+0.0283375j 0.00429531-0.00944584j -0.0362956+0.018567j -0.0352881-0.0064318j -0.008136+0.042883j -0.0279569+0.0145916j -0.0272248+0.00344518j 0.0202622+0.0307509j -0.00245177+0.00379847j -0.044142-0.0323433j -0.0102458+0.0450805j 0.00672227+0.0042877j -0.00201688+0.028279j -0.0109627+0.0287771j -0.0296344+0.000180545j -0.00713005-0.000814407j 0.0208885+0.0111429j -0.0243616-0.0150317j 0.0142805+0.0108699j 0.00898501+0.0125532j 0.0419629+0.0134529j -0.0194267-0.0149161j 0.0132014-9.07549e-05j 0.00303994-0.010385j 0.0237244-0.000920278j -0.00440708+0.00754673j 0.0130197+0.000116552j 0.00737219+0.0148475j 0.00558185-0.00505384j 
0.00140441+0.00812065j -0.00790931-0.01197j 0.00340931+0.00963961j -0.00191687-0.00259574j 0.000639919+0.00589019j 0.00631035+0.00533787j 0.0130117+0.000675502j 0.0178156+0.0153009j 0.00187031-0.0108811j -0.00809064+0.0182078j -0.00524001+0.0100049j 0.0122382-0.000238344j 0.0126898-0.0187895j 0.0118035-0.010213j -0.00171665+0.00461065j -0.0152053-0.00683656j 0.00633866-0.0108302j -0.00510452-0.00759216j 0.00407164-0.0246256j 0.000777389-0.000334903j -0.00434051-0.00226447j 0.000616325-0.00443151j -0.0118206-0.0390864j 0.0020115+0.00761947j -0.00948414-0.00720348j 0.0160909+0.0104555j -0.00729013-0.00323614j -0.00241201-0.0265956j 0.00851557-0.00652099j 0.0062375-0.0168655j -0.00277955-0.0330318j -0.022887-0.0150832j 0.0197471+0.0249689j -0.00855956-0.0327361j 0.0129164+0.0346215j -0.00179324+0.0167311j -0.00786315-0.033493j -0.00373907-0.00847457j -0.00337593-0.0121348j -0.0268984+0.0117222j 0.00713517+0.00906211j 0.00831819+0.00762782j 0.000500311+0.0137562j -0.0136591+0.0134272j -0.00363351+0.0140372j 0.0281051+0.0168315j -0.0161018+0.00823347j 0.012583-0.00219042j -0.0125532+0.00387419j 0.0172757-0.00439609j 0.0144819+0.0146221j 0.00321646-0.0212593j -0.00555685-0.00376762j -0.00781526-0.0121446j 0.00891469+0.00652672j 0.00370435-0.00695766j 0.00553149-0.0293296j -0.0228368+0.0264107j -0.00316129-0.00537519j 0.00483422-0.0205544j 0.029624-0.00628359j -0.0245544+0.0101443j -0.000696034-0.00383966j -0.0186181+0.0117312j 0.0105204+0.0158629j 0.0198709-0.00738038j 0.0159415-0.0185451j -0.0275667-0.020163j -0.0256071-0.0290115j -0.0208944-0.0253144j 0.0262414-0.0113651j 0.0565487+0.03644j 0.00244605-0.0109747j -0.0468839-0.0167752j -0.00952805+0.0162705j 0.0022115-0.0243732j -0.0290114+0.00539177j -0.00947761+0.00682709j -0.00161148+0.00890255j -0.0227355+0.00861932j 0.0271869-0.0324342j -0.0193568+0.0367384j 0.00366394-0.0391857j 0.0040718-0.0154881j 0.000116413+0.00482272j 0.00852347+0.0167495j 0.00534168+0.0193283j -0.0275825+0.00265102j -0.0205226+0.0135366j -0.0299101+0.00265554j 0.00590961-0.0194827j -0.000786991-0.00148003j -0.00228384+0.000110229j -0.0178379+0.00731425j -0.0153334+0.00415093j -0.00224487-0.000605035j 0.00580202-0.00622022j 
0.00285458+0.00361594j -0.00286527+0.0337344j 0.00824312-0.0129846j 0.00752997-0.00297212j -0.0023127-0.00844448j -0.0100175+0.00583767j -0.00892409+0.00949304j 0.00308426-0.0199898j 0.00315281+0.00355069j -0.0180514+0.00698088j 0.00725111-0.0107704j 0.00362038+0.0189443j 0.0233089+0.00912628j 0.0066784+0.00449142j 0.0106927+0.00899884j -0.00270622-0.00531587j -0.000986386-0.0137338j 0.00187026-0.0126758j 0.00282911+0.0132206j -0.00610783-0.0240756j 0.00981513-0.023596j 0.00411357-0.000735501j 0.0075048+0.027215j -0.00238679+0.0122078j 0.00515634+0.00131697j -0.00533682-0.00573856j 0.0188717-0.001791j -0.0176123-0.0286881j -0.0106493+0.00816799j 0.00886207-0.046115j -0.0124538-0.037521j 0.0175303-0.0221909j -0.000951838-0.0268033j -0.00536232-0.023208j 0.00288444+0.0127404j 0.00839008-0.00151952j 0.000970769+0.00301504j 0.0245546-0.00403181j -0.0112063+0.00623653j -0.00326869-0.015939j 0.020123+0.00038924j 0.00504505+0.00334324j -0.00856644+0.0137466j -0.0172922-0.0163427j 0.00176987+0.000845017j -0.032858-0.000624915j 0.00600036+0.000137886j -0.0108797+0.00774137j 0.0097258-0.0144601j 0.0184802+0.0107523j 0.00213662-0.00552054j 0.00235632+0.00100012j 0.0116836+0.00764302j -0.0157793-0.0120439j -0.00629427+0.0138023j 0.00418761-0.011455j 0.00546594+0.00782916j 0.0195642-0.00798056j -0.0045088+0.021876j 0.0133929+0.0107904j -0.00222058+0.00792989j 0.01606+0.00725133j 0.00167384+0.00456063j 0.0234749+0.00527349j -0.0129924-0.00647013j -0.0217011-0.0073294j -0.00268869-0.00151752j 0.000780505+0.0118048j -0.0148079+0.0211871j 0.0228993-0.0130142j -0.0236816-0.00743584j -0.0244105-0.000130929j -0.0187749+0.0117613j -0.00978963-0.0103782j 0.0465789+0.0233917j 0.0212003+0.0219644j -0.0264457+0.0154561j 0.00841587-0.0437046j 0.0239791-0.00130452j 0.0188119-0.00541267j 0.0141212-0.030214j -0.0105134-0.0100621j 0.00478433+0.0499422j -0.00609932+0.00900853j -0.0277869-0.0256602j 0.000200859-0.0191055j -0.0350544+0.00163269j 0.00999553-0.0137446j 0.0249416-0.0119616j 0.0309937-0.00228081j -0.00443817+0.0263002j 0.00951169-0.00429968j 0.00708227-0.00409681j 0.0155575-0.0134933j 0.00523504-0.00103129j 0.00982318+0.00578906j -0.00587098+0.00998278j 
0.0147024-0.025213j 0.00420484+0.0220633j 0.00216434-0.0142182j -0.00638004-0.000592591j 0.0161639-0.0248075j 0.003172-0.00306284j -0.00301713-0.00770428j 0.0224452-0.0266283j -0.0049157+0.00820549j -0.00475927-0.0219859j 0.0105457-0.0120977j -0.0167039-0.02062j -0.0254905-0.0028354j 0.00166796+0.0197831j 0.0157817+0.0132588j 0.0072625-0.0149139j 0.0163919+0.0150791j 0.006364-0.00361256j -0.00120829-0.00823581j 0.00363828+0.0135189j -0.00479332-0.027246j 0.00504767-0.0118817j -0.000876769+0.007752j 0.00380203-0.00450435j -0.00221056+0.00446977j -0.0067096+0.0138175j -0.0130114-0.0353476j -0.00416356+0.00144508j -0.00174719+0.0295462j -0.0273403-0.00413565j 0.0014945+0.0317406j -0.0146753-0.0211133j -0.017751-0.0102271j 0.0208987-0.0304843j 0.00201442+0.00423512j -6.54639e-05-0.000616574j 0.0209465-0.00159226j -0.0123895+0.0233075j -0.0185975+0.0110556j 0.0308557+0.00577282j 0.0385641+0.010573j -0.00638607-0.0039578j 0.0147819-0.00426121j 0.0125655+0.00905591j -0.00471681+0.0182682j 0.0157622-0.00341094j 0.00623595-0.00830713j -0.0136034+0.00851593j -0.0096383-0.00246714j -0.00690578+0.0111706j -0.0154249-0.0144055j 0.00383142+0.00438781j 0.0155526-0.00311344j -0.0137145+0.000566951j -0.00748816+0.00075733j -0.0176329+0.0122523j -0.0134426+0.0277814j -0.00309531-0.00508162j 0.0053729+0.0200548j 0.010239+0.000252102j -0.0349944-0.0100605j 0.0217851-0.0198673j 0.00313369+0.00496183j 0.0156114-0.0308162j -0.020123+0.0075026j -0.0319667+0.0496227j -0.01592+0.0243965j -0.000123466+0.0242148j 0.0181078+0.0682357j 0.00959144+0.00149325j -0.00376024+0.0130219j -0.0117092+0.00334654j 0.0685888-0.00475404j -0.0213535-0.0111782j 0.00721801+0.00154273j -0.0142687+0.0186707j 0.0948301+0.0176479j -0.00718979+0.0485058j -0.0163804-0.00980768j 0.00177293+0.0223139j 0.0140911+0.00772509j 0.0157076-0.00807164j -0.0105917-0.000700548j -0.0216792-0.0214621j 0.00830075+0.0364901j 0.00894563+0.0252232j 0.00588139+0.00335156j -0.00735974+0.00642125j 0.000782857+0.00340076j -0.000390603+0.0165169j 0.0120907-0.0146783j 0.0109275+0.00369239j -0.00911986+0.00951886j -0.0133263+0.00281203j -0.00189542+0.00449575j -0.0053062-0.00782108j -0.00100818+0.00885954j 
-0.00110266+0.0218835j -0.00989857+0.000235896j -0.00833058-0.000839096j 0.00914459-0.00368368j 0.00132317+0.0171435j -0.0134701-0.00126234j -0.00808685-0.00252476j -0.0156187-0.0167657j -0.00235359+0.00207518j -0.011692+0.0307297j -0.00910064-0.00445154j 0.00303392+0.00476954j -0.00350916-0.00566631j -0.000514051-0.0221381j 0.00479276+0.00105886j 0.000136698-0.00506899j -0.00361859-0.0229078j -0.00282992-0.0174876j 0.00300705-0.00876406j -0.0145103-0.00229302j 0.0110919+0.0186101j 0.0129661+6.8322e-06j 0.00616346-0.00717385j -0.00159413-0.00224701j -0.0241718-0.0148285j -0.0219624-0.0468349j -0.00836177+0.0169511j -0.0142071-0.0228946j -0.0121533-0.0238041j 0.0190007-0.0598534j 0.00872114-0.0123589j -0.0399053+0.0189051j 0.00291359-0.0134984j -0.00842717+0.0105288j -0.0108149-0.00934922j 0.00887591+0.00041219j -0.0128443-0.0138172j 0.0190378-0.0100282j 0.0128028+0.00604279j -0.0340089+0.000388247j 0.0087032+0.000556132j 0.0128694+0.00296045j -0.00427138+0.0257616j -0.0238773-0.000790965j 0.0164582+0.00495721j 0.000737929+0.00649537j 0.00980054-0.0150624j 0.00860597-0.0094404j 0.0154939-0.00140889j 0.000704552+0.00330562j 0.00520974-0.00711332j 0.0180068+0.0148036j 0.00853602+0.00323988j 0.00698315+0.00711149j 0.00684913-0.00583422j -0.000304141-0.00214081j 0.0017751-0.000691855j -0.0132071+0.0128093j 0.0018786-0.0290917j -0.0119938-0.0140111j -0.00164541+0.00242343j -0.0246741-0.00681108j 0.0290455-0.0287696j -0.0215756-0.00789651j -0.0128541-0.00543396j 0.0233326+0.024646j 0.0124103-0.0155065j -0.00451879-0.0064482j -0.00362997+0.0028353j 0.0441151-0.052963j 0.0247312-0.00349258j -0.028803-0.0420686j 0.0138383+0.00734892j -0.0222771+0.00103526j 0.0451443+0.0307774j -0.00706638-0.0328438j -0.0173268-0.0131778j -0.00549029+0.00284431j 0.0653677-0.024359j 0.0287802+0.000903537j -0.028868+0.00908006j 0.0271661+0.0128451j 0.00212409+0.029607j 0.00255971-0.0145659j -0.0282514-0.0359611j -0.0102524-0.00275491j -0.0137534+0.00775785j 0.00192298-0.0087752j -0.00406466-0.0402474j -0.0319617+0.0121641j -0.00991635+0.00836557j -0.00639065+0.000787456j 0.00237206+0.00753496j -0.00623596-0.00981507j 0.0106721-0.00989122j -0.0092025+0.000343685j 0.00388825-0.0114035j 
