-0.02065+0.00412459j 0.0689939+0.10349j 0.0155173-0.0879698j -0.00409604+0.0288532j 0.0152428-0.0192838j -0.0223017+0.0437331j -0.0140373-0.00412672j -0.0551247+0.0354432j -0.0105078-0.0175538j -0.0151903+0.0112698j 0.0109327+0.00588557j -0.00434087+0.014136j -0.0114088+0.00681066j -0.00533979-0.00825107j -0.00191024-0.0312056j -0.00340497+0.0125395j -0.0553666-0.00204948j 0.0103977-0.0616967j 0.0470393+0.000528171j -0.0466279+0.00840916j 0.0212446-0.0435156j -0.00672921+0.0063563j -0.0183748+0.00134595j 0.0297045-0.0223749j 0.0549253+0.0599817j 0.048455-0.0349909j 0.0144141+0.0475978j -0.0131698+0.0190708j -0.0478103-0.0425489j 0.0363551+0.04014j -0.00892675-0.0695309j 0.0217015-0.00781361j 0.00644258-0.032725j -0.0205666+0.0472343j -0.0232337+0.0276424j 0.00409791+0.0083986j 0.0229611-0.0348106j -0.00873969-0.0148801j -0.00319565-0.00528743j 0.0321394-0.0132981j 0.0355902-0.0241568j -0.00641041+0.00622509j -0.00722972-0.0209624j 0.0314061+0.0141965j -0.05897-0.0159413j -0.00995548+0.013745j -0.0125394-0.00953602j -0.0185007+0.0036679j -0.015505-0.00253327j -0.0159585-0.0161032j -0.0412208-0.0267912j -0.0145551+0.00428672j -0.0127519-0.00329034j -0.0437324-0.0297917j 0.0455188+0.020309j 0.0295523+0.0244576j -0.0584303-0.0254881j 0.00750585-0.00134033j -0.0766516-0.0216389j -0.0391581+0.0328432j -0.0122687+0.0486759j -0.016204+0.157119j 0.0428966-0.0308636j -0.154066+0.0258654j 0.0474246+0.0761346j 0.0760062+0.0668149j -0.0961299+0.0143348j -0.0162504-0.0124415j -0.00407888-0.0532705j 0.131178+0.0381764j -0.0180602-0.0563807j -0.146143-0.12218j 
0.0195416-0.0165148j -0.00993594-0.00318876j 0.0208226-0.0301958j 0.0355444+0.0038726j -0.00568403+0.00820474j 0.000751807-0.00159555j 0.0174895+0.0102976j -0.010451-0.000778047j 0.0173813-0.00294255j 0.017264-0.0233786j -0.00133573-0.00733104j -0.00127841+0.00252917j -0.000336947+0.0260185j 0.0189423-0.00379762j 0.00186162+0.00204059j 0.00304767-0.00302062j -0.00372142-0.0122999j 0.00962283+0.01657j -0.0104035+0.00162474j 0.0105558+0.00305544j 0.0061592-0.00825035j 0.00563639-0.00871181j -0.00569174+0.00490165j 0.00335419+0.014176j -0.00211834+0.00895997j -0.00215329+0.00710543j -0.00609359-0.00367704j 0.0111584+0.00894549j 0.0111311-0.00502278j -0.00656704+0.00537952j 0.00241622-0.000113665j 0.000936025-0.00443363j -0.0013647+0.000560749j 0.000276485-0.000282479j 0.00427867+0.00695808j 0.0209267+0.0245049j 0.0132663+0.0150421j 0.0294578-0.00629455j 0.00228439+0.00744779j 0.0137361-0.0232844j 0.0157128+0.018504j -0.0264989+0.0248481j 0.0192536-0.0212776j 0.0266646+0.00541958j -0.00086885-0.00589234j -0.011711-0.00129864j -0.0441403+0.0331428j 0.00988844-0.0167198j 0.0101263+0.00944798j -0.0109848+0.00152681j 0.0267855+0.0342373j -0.0108652+0.0179735j 0.0129785-0.0049607j 0.00276799-0.00100287j 0.0347772+0.0111102j -0.014198-0.00784819j -0.00765027-0.0213052j -0.0050006+0.00208426j -0.00829521-0.00128191j 0.0172893-0.00685775j 0.00506341-0.0195486j 0.0153128+0.00260464j 0.00533775-0.00610442j 0.000273902-0.0103413j 6.54057e-05-0.0141716j -0.0109171-0.00438533j 0.00394614-0.0156357j -0.00307386-0.00862825j -0.00352844+0.0134752j -0.00540721-0.00185054j 0.00230986-0.00813351j 0.0181512-0.00343527j 
0.0195662+0.00167165j -0.000211545-0.00186549j 0.00430374+0.00715075j -0.00408861-0.00539006j -0.00355712+0.00969238j -0.00336889-0.00135507j -0.0108201-0.0105215j 0.00562362-0.0214188j 0.014628-0.000475133j 0.00219911-0.00161981j -0.0134452-0.00384696j 0.0127832-0.0189897j -0.0263113+0.0145249j 0.0123538+0.0210481j -0.00981664-0.00732884j -0.00718474-0.00446932j -0.00264481-0.00378948j 0.00551188+0.00637231j 0.00413489+0.0139652j 0.0181198-0.00184285j 0.018287+0.00787444j -0.00367865+0.00159009j 0.0012849+0.00544656j -0.00398666+0.00263275j -0.00752302-0.00154662j 0.00520356+0.0141269j -0.00115257+0.00964651j 0.00784616-0.00781757j 0.0010675-0.0109072j -0.00769605+0.0045048j 0.000339238+0.00237861j 0.000663469+0.00611793j 0.00618981-0.00951686j 0.00535739+0.0109456j 0.00690064+0.0139481j -0.00654497-0.0282279j -0.0185052+0.00884173j -0.0108243-0.00768999j 0.00731495-0.00332509j 0.00585724+0.0200482j -0.015002+0.00527933j 0.00236826-0.0123408j -0.0186279-0.00719739j -0.00995391-0.0188274j 0.0130536-0.00321205j -0.022894-0.00345301j 0.00829371-0.0151903j 0.0113441-0.00715981j -0.0100971-0.00966948j -0.00436853+0.00140558j -0.0126396-0.00021881j -0.0130832+0.0045623j 0.0166686+0.017061j -0.00607934-0.000825067j -0.0227837-0.00138228j 0.0177732+0.00567977j 0.0158155+0.00203162j 0.00884915-0.00241307j -0.00437304+0.0112135j -0.00512417+0.0020194j -0.00068958-0.00515999j -0.0111302+0.00664135j -0.0033898+0.00310602j 0.00199062+0.00572162j 0.0149857+0.0145735j 0.00431729+0.0068297j -0.0104926+0.0138973j 0.00912182+0.0112343j 0.00731048-0.0113921j 0.000161718+0.00848895j 0.0109504-0.00204692j -0.00602257+0.00208138j 
0.00154098-0.00445186j -0.0139768-0.0208818j -0.00670855-0.00714847j -0.00955026-0.0213556j -0.00245074+0.0219253j 0.0065728+0.0144711j -0.00861902+0.0126413j 0.0103501+0.00495121j -0.00826317+0.0214058j 0.00704233-0.00980082j 0.0116672-0.0148766j -0.00690125-0.00170502j -0.00665875-0.0129911j -0.00473691+0.0192377j -0.00415441-0.00257387j 0.0123989-0.000980958j -0.000652874+0.00991169j -0.0030069+0.00600641j 0.00666456+9.73392e-05j -0.00943551-0.00897381j -0.0081389+0.0150622j 0.00717903+0.00489653j 0.0168061-0.00561314j 9.64838e-05-0.00967222j -0.00907117+0.00418077j -0.00485289-0.00808716j 0.011502-0.0218548j -0.00354155-0.0106823j 0.0108227+0.0198004j -0.00533179+0.0101851j -0.0241259-0.0126416j 0.011968+0.00636099j -0.0420929+0.000576276j 0.0159188-0.0097878j 0.0170452+0.00436983j 0.0231999-0.00556421j -0.00567764-0.0103012j 0.000457473-0.00396672j -0.0127188+0.0240845j 0.0128402-0.000228491j 0.0129573-0.0191393j 0.0207806-0.0311831j -0.0111057-0.0291712j -0.0130668-0.0180742j 0.0011551+0.0230701j 0.0279154+0.0165241j -0.00547086-0.0123888j -0.00410551-0.0126358j 0.00907095-0.0490925j 0.00049471+0.00349937j -0.0121029-0.0153302j 0.00919761-0.00449724j 0.00731206+0.00150015j 0.0206798-0.0323427j 0.00879084+0.00257957j -0.0243256+0.00388064j 0.00225173-0.0201408j 0.0174316-0.0127318j -0.00818535-0.000116926j -0.0104621-0.0177049j -0.0109976-0.0136309j 0.0015221+0.00346251j -0.00107518-0.00194988j 0.00516707-0.00687136j -0.0170784-0.0282334j 0.00721838-0.00812986j -0.00901146-0.0121051j 0.00562278+0.00616999j -0.00442459-0.00676118j 0.0180903+0.0042908j 0.00158245+0.013409j 7.15273e-05-0.00956392j 
-0.01645-0.0229483j -0.0285342+0.0145927j -0.00558718+0.026554j -0.00695345-0.0159839j 0.00809776+0.0210226j 0.0131565+0.00537212j 0.00695834+0.0113508j 0.00349155+0.00641782j -0.00980413+0.0164912j 0.00858934-0.00478703j -0.0103116+0.00186668j -0.0146361-0.0109215j 0.00146236-0.0123481j -0.00900453+0.00525538j 0.00141996+0.00517317j 0.0111339+0.00423617j 0.0100128+0.0046829j 0.0019107+0.00345094j -0.00126559-0.00685969j -0.00546311+0.00174315j -0.00417802+0.0079791j -0.00271675-0.00049972j -0.0032366-0.0036381j -0.00793564-0.00184158j 0.0023866-0.0027014j -0.00214239-0.0100375j -0.00771375+0.000785886j 0.00127258-0.00797128j -0.00393503+0.0131081j -0.00280816+0.00697746j -0.00121537-0.00612064j -0.0014067+0.00608683j -0.00885669-0.0236349j 0.00841216+0.00902887j 0.015013-0.0258899j 0.0238028-0.0246361j 0.00987023+0.00964908j -0.0072227+0.0361514j 0.00168162-0.0128533j 0.0230577-0.0487636j -0.0289863-0.00146613j -0.0590424+0.0191228j 0.0175758+0.0322323j 0.0200334-0.00804609j -0.00521963-0.00725833j -0.0341114+0.0289971j 0.0275416+0.0166804j 0.0198975+0.0398363j 0.000276392+0.0220571j 0.0348311+0.0153398j 0.0298132+0.00257166j -0.0286012+0.0148211j 0.00678543-0.0212145j 0.00932161+0.0025568j -0.00554494+0.0205075j -0.00668229+0.0141903j -0.00658585+0.00635333j 0.00358688-0.00416053j 0.00865931+0.00663747j 0.0224603+0.0203768j 0.010729+0.0127487j -0.0081975-0.00911067j -0.0175213-0.00465367j -0.0014362-0.00254227j 0.00178302+0.00464718j 0.0107137-0.000198811j 0.00337824-0.0148322j 0.000418645-0.0115455j -0.0126569+0.0140017j 0.0101389+0.00351457j -0.00431662-0.00773598j 0.01857-0.00918133j 
-0.00672485-0.0137326j -0.00771016-0.0115798j -0.0105128+0.0242534j -0.0524957-0.0293896j 0.0221512+0.0128284j 0.00682369+0.0051798j 0.0147884-0.0103527j -0.00707583-0.00696992j 0.0245293-0.00775926j -0.00564351-0.00587018j -0.0206996+0.00883255j 0.000601354-0.00759196j -0.00796148-0.00778231j 0.0046404-0.00934879j 0.00568715+0.00162193j -0.00542723-0.0124758j 0.00360096-0.0082056j -0.00973083-0.00720804j -0.018585+0.0108768j -0.00174547-0.00157845j -0.00763331-0.00300455j 0.00627937+0.00138283j -0.000480937+0.00137898j 0.00106525+0.0100761j 0.00264204-0.00341388j -0.00623542+0.00102024j -0.0116734-0.000594878j 0.00255918+0.00405562j -0.000609869+0.00426674j 0.00596455-0.00686487j -0.0174339-0.0172142j -0.00141705+0.0138126j -0.00311077-0.00814888j 0.0134441+0.011614j -0.0153168-0.0313221j 0.0199226+0.0327611j 0.0102304-0.0191419j 0.000103428-0.000832381j 0.00112081+0.0240703j -0.0013347-0.03004j 0.0485073+0.00156049j 0.00500569-0.00899885j -0.00953435-0.0377905j 0.0193342-0.0250936j 0.0087527-0.00475676j 0.00265985+0.00474952j -0.0221216+0.0268741j 0.00668703-0.0261753j 0.0193209-0.0272417j 0.000548487-0.00601033j 0.021629-0.00533737j 0.00375926+0.01324j -0.00844496-0.0122443j 0.00213363-0.0139155j 0.0182687-0.00376099j -0.00833921+0.011144j 0.00857361-0.0151217j 0.0064965+0.00160286j -0.00268671-0.0108617j 0.0096965-0.0175428j 0.00634858-0.0137563j -0.000419284-0.000938875j -0.000128652-0.00410296j 0.00270986+0.0032692j -0.0075984-0.00435485j -0.00641379+0.00687913j 0.00164486-0.0162085j -0.00730508+0.00643023j -0.0011121+0.000359075j 0.010263+0.0034366j 0.00365187+0.00489023j -0.000494955-0.00323862j 
-0.0208633+0.00705772j 0.0108576+0.0200911j -0.00560643-0.00847825j 0.00484907-0.0220026j 0.00242767+0.00702256j 0.0184259-0.0129519j -0.00826365+0.00844898j -0.00482796+0.00564732j -0.0196174-0.0094145j -0.005869+0.0147477j -0.00201179+0.00519261j -0.00362784-0.00140597j 0.00153958+0.002704j -0.0157823-0.00369083j 0.00358678-3.03599e-05j -0.00880505+0.00714692j 0.00339439-0.0036534j -0.00552858+0.00380299j 0.00703851-0.00573599j -0.000485955+0.00377367j -0.00206581-0.00738485j -0.00734137+0.00873556j -0.00792783+0.000179032j 0.00210078+0.00950407j 0.0072287-0.00895293j 0.00511171+0.00281526j -0.0129831-0.00181221j 0.0055227+0.0137105j 0.00200277-0.0105167j -0.00541268-0.00532707j -0.00558745-0.00659009j 0.00257869+0.00453474j 0.00928099-0.0101444j 0.0140425+0.0228691j -0.0207676-0.00557963j 0.0183924-0.0138131j -0.0229885+0.0144747j -0.015726+0.00355372j -0.0121218-0.0315041j 0.0451953+0.0102378j -0.0193024+0.0239331j -0.054705-0.0592038j -0.0261059+0.00104948j 0.0185602-0.04473j -0.00329327+0.0227275j -0.00113216-0.0252459j -0.0126831+0.00269602j 0.0186887-0.0201828j 0.0169948-0.0470894j 0.00810677-0.0183533j 0.00131459+0.0136909j -0.0385363+0.00172748j 0.0293826+0.0197238j -0.0228194-0.00423367j 0.0083442-0.0191614j -0.0117243-0.0140194j 0.0233629-0.0118305j 0.0186503+0.00246472j -0.0208031+0.0121386j 0.0110979+0.00476313j 0.00113814-0.0127056j -0.00971251+0.0189005j -0.00988174-0.0200766j -0.00497434+0.0115365j 0.0223844-0.00405141j 0.00150562+0.0256233j -0.00614625+0.0191541j 0.00746298-0.00163569j -0.00197616-0.0147711j -0.00817357+0.00229759j -0.000154511+0.00167011j -0.00718081+0.00566654j 
0.0279863+0.0112721j -0.0119959-0.0244718j 0.0072453+0.0130947j -0.0110416-0.0197529j -0.00861179+0.0060818j 0.00804569-0.0323439j 0.00799222-0.0119378j -0.00722265+0.00539477j 0.00394396+0.00229379j -0.00428978-0.000436135j -0.00438572+0.00760582j 0.00415189+0.00489449j 0.0130713-0.00739732j 0.00454159+0.000357359j 0.00616041+0.011887j -0.0275193-0.0110966j 0.00210537-0.0104096j 0.0103711+0.0210718j -0.0063538-0.00415209j -0.0113526+0.0123315j -0.0187382-0.00224046j 0.00666406-0.0090705j -0.00696238+0.00210481j 0.0102058+0.0133088j 0.0017136+0.00222547j -0.00434507-0.00864432j -0.00207802-0.00817215j -0.00844162+0.000649346j 0.00861021+0.0191522j 0.00146817+0.00355049j -0.0164251+0.00182167j 0.0127363+0.015467j -0.0495956-0.0148362j -0.00629411-0.0184884j 0.0281383+0.00600236j 0.0176414-0.0335884j -0.00431014+0.00100475j -0.00583145-0.00248405j 0.0289583+0.0391503j 0.0172784-0.00322722j -0.0131116-0.00547302j 0.0156173+0.007236j 0.00939743-0.000858573j -0.0164054-0.0221226j 0.0139644-0.0259447j -0.0256804+0.0182725j 0.0273007+0.00321136j 0.00823164+0.0223769j 0.00387974+0.0180042j 0.00878899+0.0154809j -0.0104581-0.000606093j 0.00324072-0.0213671j -0.00161749-0.00944255j 0.0199809+0.000757521j -0.0242943+0.0158497j -0.00184321+0.0149181j -0.000775765+0.00368571j -0.000619003-0.00154374j 0.00799286+0.0128589j -0.00289015+0.00323851j 0.000770754+0.00491605j -0.00417475-0.00890148j -0.00159857-0.00148682j 0.00832996-0.0125627j -0.00828867-0.0039282j 0.00394964-0.0121533j -0.00652542-0.00813624j 0.00815877+0.0071372j 0.00362654+0.00502357j 0.0178743+0.0209865j 0.0128902+0.0024071j 0.0109102-0.0184262j 
-0.0185531-0.00622142j -0.00670814+0.0036699j -0.0094171+0.00793978j -0.0117838-0.0219116j 0.00932535+0.0123163j 0.0143073+0.0129557j -0.00278758+0.0111271j 0.00696784-0.0155936j -0.00554942-0.000708807j 0.00156803+0.00785486j -0.00265302-0.00414021j 0.00268097-0.00969271j -0.00309334-0.00548253j -0.0122034-0.00243733j -0.00578294+0.0165835j -0.00306557+0.00496764j 0.0115173-0.0111048j -0.0107963-0.00232231j -0.00577488-0.000716854j -0.00199948+8.35884e-05j -0.00625588-0.00396961j -0.00021819+0.00816113j -0.0110272+0.00256463j 0.0011455+0.00414328j 0.00551123-0.0102254j -0.000261216-0.00867089j -0.0110994-0.00182379j 0.0120268+0.013276j 0.00526125+0.00104927j -0.00670057-0.00959224j -0.0190981-0.0121723j 0.00254532+0.016184j -0.0043621-0.00129964j 0.0110355+0.0258194j -0.00795841-0.0001695j 0.0271817+0.0311593j -0.0170678+0.0206993j -0.000326243-0.020697j -0.0201226+0.0386357j 0.0339598+0.0483806j 0.00731286-0.0308395j 0.00258454-0.0236684j 0.00904174+0.0436113j 0.0388827+0.0411693j 0.0328851-0.039724j -0.00670456-0.000820374j -0.01659+0.00250289j 0.00308541+0.0301428j -0.0462762+0.062274j -0.0109757-0.00328521j 0.0255808+0.0296495j 0.0123467+0.00162879j -0.011173+0.0155082j 0.00266748-0.00804051j -0.035637+0.0256697j 0.0282-0.0136465j 0.0115748-0.000696968j -0.0156225-0.00400946j -0.0287231+0.00607735j -0.0143866-0.0145643j -0.0123124-0.0324107j -0.00106553+0.0176689j -0.00499419-0.00566732j 0.0140292+0.0206819j 0.0158932-0.0202763j -0.00978532+0.00641225j 0.00772088+0.0122115j 0.00949175+0.0114278j -0.00271218-0.014929j 0.00273454-0.00482311j -0.00868838+0.010068j 0.000690013-0.00292207j 
0.00842353+0.01821j 0.00639397-0.00336626j -0.00336781+0.0248629j -0.0276543-0.0360969j 0.00386014+0.0243926j -0.0093003+0.000399659j -0.00935742+0.0034507j -0.0108691+0.0119971j 0.00273029-0.00282218j -0.00211367-0.00836708j -0.0040545+0.00557636j -0.00621715+0.00594805j -0.00898372+0.00214377j 0.00821193-0.00503335j 0.00431173-0.00309947j 0.00207087-0.00468882j 0.00594049-0.00253356j -0.00474588+0.00301411j 7.4121e-05+0.00395571j 0.00157483-0.00980786j 0.0062648+0.00269156j 0.00846503-0.00196981j 0.00945945+0.00536559j -0.0104715+0.00350199j -0.0021303-0.0048306j -0.0166629+0.00514522j 0.00766011-0.00543291j -0.00824284+0.00175348j 0.00828953-0.000869723j 0.0114606-0.00903344j -0.0160635-0.0035252j 0.00761406+0.0161512j -0.00448241-0.0175344j 0.0283557-0.00796837j -0.0226128-0.0261655j -0.0172747+0.0169163j -0.0111184-0.0168155j -0.0122485+0.0198175j 0.0094083+0.0165716j 0.0120904-0.0131742j 0.0102043-0.0157102j 0.00787762-0.00671268j 0.0122646+0.0383227j -0.00205454+0.00105109j -0.0149056-0.0154284j -0.0040295+0.0564738j 0.0256887-0.00871582j 0.00195617+0.0153926j -0.00965116+0.0092726j 0.00339859-0.00885597j 0.0119391+0.00119565j 0.005076-0.000623412j -0.0197387+0.0126655j 0.00690139-0.018747j -0.0162694+0.0186451j 0.000501519+0.0110732j 0.00567561-0.00962543j 0.00706505-0.00441533j 0.00400944-0.00906501j -0.00256629+0.000578042j 0.000989965+0.00630765j -0.0190243-0.00680279j -0.00422237+0.00349922j 0.00485962-0.00555354j -0.00844451+0.0221317j 0.00588742-0.000116546j -0.0179391-0.0131706j -0.0118124+0.0140171j 0.012755+0.00548196j 0.00765649+0.00244121j 0.015507+0.0020458j -0.00467431-0.00215914j 
-0.0109472-0.0273279j -0.0263079+0.0109276j 0.0241382+0.000837866j -0.0156311+0.0145253j 0.0252117-0.0129666j -0.00171603-0.00989648j 0.0024008-0.000650134j -0.00658418-0.0180683j 0.00238645+0.00694077j 0.0043624-0.00077689j -0.000415378+0.00560738j -0.00957826-0.0102832j 0.00598992+0.0030447j 0.016527+0.0106348j 0.00525518+0.00818322j -0.0102784-0.00152756j 0.00176422+0.000753204j -0.00134867+0.00142182j -0.00420244-0.00250938j -0.000496438-0.00249284j -0.00740668-0.004196j 0.00728914-0.00275015j -0.00295694-0.0106171j -0.00376396+0.00419313j 0.00762946+0.011754j -0.00253257-0.000409336j -0.0027933-0.0107003j -0.0115603-0.00909135j -0.00676272+0.00617282j 0.00883603+0.00833887j 0.0091283+0.00886457j -0.000779382-0.0068794j -0.0099513-0.00204223j -0.024064-0.0189149j 0.00123569+0.00305609j 0.0150974-0.00365505j -0.0026713-0.0223267j -0.00621765-0.00331876j 0.0112607+0.0041717j 0.00776463+0.0227984j 0.0171991-0.00108218j 0.0191983-0.0105237j -0.00651528-0.00733471j 0.00983363+0.000647655j -0.00238622-0.0236863j -0.000602944-0.00652416j -0.00779678+0.00623795j -0.00801762-0.00427773j -0.00565618+0.00800187j -0.00636747-0.00577939j -0.0103381+0.00999085j 0.0189369-0.000789985j 0.00103906-0.0052924j -0.00168906+0.00723039j 0.00116897-0.00794226j 0.00224342-0.0164933j -0.00584094+0.00245152j 0.0101556-0.000546266j -0.00251529+0.00500042j -0.00296474-0.00644141j -0.00267039-0.00881105j 0.00155565+0.00407786j 0.00491276-0.00285424j -0.00235954-0.00720228j -0.00162168-0.0148715j 0.00174257+0.000423976j -0.00794133-0.00229007j -0.0025002-0.00419198j 0.00576923+0.00617541j -0.00536105+0.0102252j 0.0059737-0.00229298j 0.00821366-0.00623331j 
0.0276909-0.00892553j -0.0146661-0.0212704j 0.00342313+0.0122287j -0.00218031+0.0102685j 0.00960831-0.0188313j -0.00267891+0.0189365j -0.00682358+0.00132056j -0.00542347-0.00444009j -0.00864748+0.00131783j -0.000509806+0.00329372j -0.0155713-0.00753603j 0.00425785-0.0184576j 0.00824267-0.00951923j -0.00195058-0.00956923j -0.00589299-0.00555942j -0.00539474+0.00998852j 0.00214123+0.0141763j 0.00279685-0.00961024j -0.000532016+0.00298657j 0.0060215-0.00360039j -0.00576745+0.00303944j -0.0157811-0.00461914j 0.0104791+0.00477335j -0.00588087-0.0135301j 0.0105094+0.00191229j 0.0066592+0.00035325j 0.0121721+0.00820598j -0.0062775-0.011424j -0.0171134-0.0124467j 0.00495185+0.00341376j 0.0217839-0.000139618j -0.00563752-0.00410094j 0.0067742+0.00888196j -0.00495791+0.00811425j -0.0399527+0.00439723j 0.0191493-0.0081513j 0.0137384-0.00287811j -0.00184566+0.00565967j 0.00542435-0.0121789j -0.000865566+0.000891872j 0.0120753+0.00927713j -0.00924376-0.0260579j -0.00672605+0.00395561j -0.00672838-0.00203899j -0.0218618-0.00304365j -0.00350557+0.00948322j 0.0014845+0.0421391j -0.0168893+0.0230564j 0.0147234+0.00445234j 0.0164195-0.00990863j 0.00440066+0.00952627j 0.0198949-0.000756993j -0.0160896-0.0103616j -0.00575534+0.0168319j -0.00485158+0.00650895j -0.0195095-0.000647043j -0.00585375-0.0168133j 0.00388437+0.00667945j 0.0138234+0.00559929j -0.00138578+0.000595615j 0.00290754+0.00600908j 0.00892399-0.00993743j -0.00785535+0.011158j 0.00447029-0.0120738j -0.0187226-0.00488328j 0.0068195+0.00375244j 0.00218935-0.0160199j -0.0157487-0.0129058j 0.00224667+0.013715j 0.00161887-0.00240748j 0.00241934-0.0147107j 0.00258867-0.00081585j 
-0.00671002-0.000949292j -0.0373779-0.0291106j 0.00286172+0.0317861j -0.0105756-0.00466243j 0.00284293-0.00732841j 0.00987117-0.00678395j 0.000832274-0.00266539j 0.0144863-0.0127907j -0.00350271+0.021306j 0.00344727+0.00612453j -0.00546668-0.00223614j -0.00404991-0.00211642j -0.00588899-0.00976783j -0.0144411+0.0106962j -0.00419155+0.016097j -0.00399187-0.00343776j 0.0214729-0.00121932j -0.0129426+0.00230207j -0.0143209-0.00794548j -0.00167703+0.00247975j -0.0110433-0.000162738j 0.00320593+0.00477068j -0.0110341-0.00231465j -0.0110561+0.00211691j 0.0158373-0.0118601j -0.0145322-0.0190418j -0.0101643+0.00513285j 0.000865095+0.00159918j 0.00408969+0.00703511j 0.00210306-0.00164165j -0.0146888+0.0124835j 0.00758968+0.014637j -0.0264312-0.00266963j -0.0127364-0.0227542j 0.0411895+0.021074j 0.0161325-0.0175649j -0.0165514+0.00642837j 0.0070091-0.0327515j 0.0242112+0.0572998j -0.00352404+0.00128778j 0.00943999+0.0433719j 0.0200021+0.0220096j 0.0146867-0.0412321j -0.0148895-0.0178332j 0.0561204-0.0134091j -0.0126375-0.0119504j -0.0668729+0.0184992j 0.000823573-0.0466119j -0.0027661+0.0217125j -0.0100813+0.0342113j 0.00735955+0.0332062j 0.0123845+0.0315919j 0.0431773-0.0139812j -0.00508432+0.00753161j 0.00675116+0.00569034j 0.0120865+0.00524484j 0.0169439+0.00726941j -0.0147816-0.0217445j 0.00438213+0.0290582j 0.0151915-0.00085088j 0.00109593-0.010957j 0.0287945-0.0069278j -0.00282087+0.0138965j 0.0259067+0.0240916j 0.02388-0.0296028j -0.00685716-0.0196347j 0.0254293+0.0138545j 0.0179997+0.00740435j -0.00462025+0.000310271j -0.00219433-0.00601993j -0.00522374+0.01692j 0.0214289-0.0119791j 
-0.0135322-0.0165072j 0.0010169-0.0432382j -0.0112744-0.0152586j -0.023356+0.0116514j -0.000352552-0.0387053j 0.00320426-0.0200532j 9.72196e-05-0.0242379j -0.00628207-0.00851664j -0.00855771-0.00544608j -0.0230816-0.00101689j -0.0143185+0.00288065j -0.00151857-0.00234534j -0.01013+0.00254988j -0.00739698-0.0210201j -0.00184628-0.0030752j -0.00806468-0.0063168j 0.000246215-0.00290969j 0.00825929-0.00646362j 0.00183399+0.00381436j 0.00409956+0.00633356j -0.00199501-0.0107399j -0.00331581-0.0101763j -0.00661596+0.000889573j -0.00247517-0.000532584j 0.0113995+0.012057j -0.00353766-0.00391178j -0.0095767-0.00395814j 0.00153931-0.00287399j -0.00318561-0.00501742j 0.00581186+0.0157013j -0.00511077+0.00216524j -0.00665166-0.00923125j 0.0105832+0.0234942j -0.0114627-0.00212822j 0.0497166+0.0253884j 0.00709768-0.054481j -0.0106188-0.0257577j -0.00305003-0.0127379j -0.00632594+0.0114202j -0.025292+0.00461744j -0.0262979+0.00403999j -0.00109293+0.0198658j 0.0127398+0.00540369j -0.0231038+0.0276679j 0.0144858+0.0240084j 0.0319558+0.0225572j 0.023737-0.054281j 0.014616-0.00317381j -0.0237241-0.00563004j 0.00063136+0.00841086j -0.0199687-0.00541495j -0.0331919+0.0110739j 0.00234+0.00767704j 0.0236994-0.0421199j -0.00344979+0.00279188j 0.00896311+0.0119098j -0.0187009+0.0104162j 0.019206-0.0167379j -0.00995486-0.0158171j 0.00457614-0.00131352j -0.000893568+0.0102383j -0.0118021+0.0188425j -0.0209998-0.0114987j -0.0121833+0.00754146j 0.0107386-0.0090286j 0.0277108+0.000501975j -0.0102457+0.00756265j 0.0162595+0.0114555j -0.0140994-0.0282968j 0.00531195+0.0059434j -0.00684692+0.0132271j -0.00731279+0.0113288j 
0.0100223-0.00693409j -0.0112951-0.0373853j -0.00947517-0.0083558j -0.0128748-0.00484072j -0.0329535+0.00557913j -0.00114847-0.0191844j -0.0103947-0.0223827j -0.00809782+0.00537395j 0.00306055-0.0189753j 0.0101581-0.00211585j -0.00224231+0.02319j -0.00908945-0.00675396j -0.00687882+0.00910456j -0.0167342+0.002467j 0.00555712+0.00204601j 0.00832338-0.00405687j 0.00530445+0.00060826j -0.0128137+0.00852169j -0.00363959+0.0133352j 0.00097109-0.00569514j -0.00641395-0.00116308j 0.00384498+0.00448609j 0.00323449-0.00940117j -0.003635+0.0157625j 0.00205195-0.0109845j -0.00737134-0.00311147j -0.00696499+0.00205363j 0.0100245+0.00285858j 0.00755665+0.0110263j -0.0257736-0.00281656j -0.00410854+0.0182229j 0.0317632-0.00120719j -0.0469722-0.00280321j -0.0255512-0.0327923j 0.0355907+0.0158559j 0.00624112-0.031973j -0.00530326-0.00359984j -0.0262959+0.00233806j -0.0130613-0.00834083j -0.00631506+0.0125654j 3.70513e-05+0.0141475j -0.010633+0.00908854j 0.00739661+0.0156297j -0.000979514+0.00139551j 0.00262521+1.05522e-05j 0.00553635+0.00354617j 0.0257052-0.00416407j -0.00292536+0.00862456j 0.00589062-0.00713615j 0.0101+0.00486549j -0.0035826-0.0141442j -0.0114696-0.013051j -0.011174-0.00644762j 0.0120814+0.00488055j -0.00528303+0.00289467j -0.00891836+0.0106383j -0.0102033+0.00243044j 0.00768712+0.00034195j 0.00680403-0.0079658j 0.000711324+0.000886184j 0.00329696+0.00123211j -0.000596788-0.00490716j -0.00444761-0.00833495j -0.00779603-0.00151655j -0.00211173-0.00501613j 0.00154595+0.00236374j 0.0116344+0.00435559j -0.000300906+0.00580338j -0.0019745-0.00933929j -0.00328377+0.0146381j 0.00528902+0.0124568j 0.0106829+0.0064961j 
