-0.02065+0.00412459j 0.0689939+0.10349j 0.0155173-0.0879698j -0.00409604+0.0288532j 0.0152428-0.0192838j -0.0223017+0.0437331j -0.0140373-0.00412672j -0.0551247+0.0354432j -0.0105078-0.0175538j -0.0151903+0.0112698j 0.0109327+0.00588557j -0.00434087+0.014136j -0.0114088+0.00681066j -0.00533979-0.00825107j -0.00191024-0.0312056j -0.00340497+0.0125395j -0.0553666-0.00204948j 0.0103977-0.0616967j 0.0470393+0.000528171j -0.0466279+0.00840916j 0.0212446-0.0435156j -0.00672921+0.0063563j -0.0183748+0.00134595j 0.0297045-0.0223749j 0.0549253+0.0599817j 0.048455-0.0349909j 0.0144141+0.0475978j -0.0131698+0.0190708j -0.0478103-0.0425489j 0.0363551+0.04014j -0.00892675-0.0695309j 0.0217015-0.00781361j 0.00644258-0.032725j -0.0205666+0.0472343j -0.0232337+0.0276424j 0.00409791+0.0083986j 0.0229611-0.0348106j -0.00873969-0.0148801j -0.00319565-0.00528743j 0.0321394-0.0132981j 0.0355902-0.0241568j -0.00641041+0.00622509j -0.00722972-0.0209624j 0.0314061+0.0141965j -0.05897-0.0159413j -0.00995548+0.013745j -0.0125394-0.00953602j -0.0185007+0.0036679j -0.015505-0.00253327j -0.0159585-0.0161032j -0.0412208-0.0267912j -0.0145551+0.00428672j -0.0127519-0.00329034j -0.0437324-0.0297917j 0.0455188+0.020309j 0.0295523+0.0244576j -0.0584303-0.0254881j 0.00750585-0.00134033j -0.0766516-0.0216389j -0.0391581+0.0328432j -0.0122687+0.0486759j -0.016204+0.157119j 0.0428966-0.0308636j -0.154066+0.0258654j 0.0474246+0.0761346j 0.0760062+0.0668149j -0.0961299+0.0143348j -0.0162504-0.0124415j -0.00407888-0.0532705j 0.131178+0.0381764j -0.0180602-0.0563807j -0.146143-0.12218j 
-0.0111496+0.0100781j 0.00993642+0.0195559j -0.00948913-0.0156345j 0.0116389-0.00779663j -0.00774069-0.00834932j 0.00511644+0.00217367j 0.00907057+0.00788048j 0.00464107+0.00516068j -0.000879176+0.00846519j -0.00924327+0.00362718j 0.0142397-0.0117271j 0.0264958-0.00826482j -0.000651473-0.0276019j -0.0027672+0.00953661j 0.00739153+0.0144655j -0.0279391-0.0014486j 0.0166352-0.0147474j -0.0069842+0.00465084j -0.000507952-0.00986926j 0.0125453-0.00044376j 0.00737858-0.0108415j -0.000528928-0.00880251j -0.012647+0.00493416j -0.0197631-0.000701262j -0.012367+0.00645958j 0.00357464+0.000172871j -0.0169328+0.0101665j 0.015875+0.0130989j -0.00811766-0.0151272j -0.00617314+0.00683323j 0.00460759-0.00153805j -0.00428177+0.000354946j 0.0165538-0.0112957j 0.00209975+0.00709681j 0.00540876+0.0125689j 0.00677689+0.00432316j -0.0156841+0.00897105j -0.00255765+0.00166639j -0.0175828+0.0240103j -0.00130152+0.00249361j -0.00736497-0.00478802j 0.00230512+0.0045246j 0.0107465-0.00752807j 0.0462545+0.0050502j 0.00372309+0.00915477j 0.0328726+0.0200611j 0.0347127-0.033334j 0.0368146+0.0110314j -0.0324316+0.0120315j 0.00431167-0.0211925j 0.0269608-0.00534434j 0.0037291-0.00202023j -0.0132612-0.0185178j -0.0254107-0.0290002j -0.0450572-0.019541j 0.0272371+0.0318606j 0.00651132+0.0198771j 0.00405326+0.0315613j 0.00231485+0.00709924j -0.0275558-0.062647j 0.00136019-0.00803697j 0.00943009+0.00826906j -0.00430843-0.0093684j -0.00761983+0.0276827j 0.0146867-0.0042452j 0.00686858+0.0278247j 0.0240236-0.00142561j -0.00544659-0.0136308j -0.00337957-0.00321406j 0.00509632+0.00193536j -0.00214155-0.00172457j -0.00657413-0.00323765j 
0.0128131-0.0197497j -0.0107795-0.0050436j 0.0185063-0.0174819j 0.0192053-0.000281792j 0.0130786-0.0188954j 0.0112616+0.0230778j 0.00743831-0.00470442j 0.0197646-0.00704397j -0.00275406+0.0262892j -0.000785853-0.00185239j -0.00465968-0.00361953j 0.011395+0.013595j 0.0108568-0.00951279j -0.00025639+0.0138238j -0.00297827-0.0139479j -0.00247071-0.000996185j 0.00298628+0.010448j 0.00149906+0.0197453j -0.00116785+0.00555655j 0.00344136-0.0137829j 0.00805447-0.0148606j 0.0224818-0.00294119j 0.00187611-0.00923393j -0.00150021-0.00441993j -0.00263689-0.00871663j 0.0131786+0.00830548j 0.00671913-0.0146425j 0.00149655+0.00665502j -0.00180691-0.00178713j 0.00673507+0.000371437j 0.00309258-0.00957346j 0.00259039-0.00809683j 0.00673283+0.0191273j -0.00498366+0.00405021j -0.011519+0.00666336j -0.00719591+0.00422135j 0.00786339-0.0122201j 0.000325884+0.0051295j 0.0100101+0.00944559j -0.00262474-0.00716815j 0.0120459-0.00958626j -0.00686467+0.00289222j -0.00294821-0.0102128j 0.000700811-0.00890535j 0.00886897-0.0106444j -0.00650547+0.0123955j 0.0112942+0.00724218j 0.0203754+0.00609793j -0.00215104+0.00702026j -0.0213592+0.00135198j -0.0162086+0.0026146j 0.0180782+0.0198704j 0.0526897+0.00890116j -0.0239324-0.00147502j 0.0111711+0.0220815j -0.0156422-0.015906j -0.0229231+0.0012342j 0.00410301-0.020809j -0.00671999+0.00902487j -0.00451398+0.0223161j -0.0076738-0.014754j -0.00322724+0.00929244j 0.0201118+0.00249462j -0.0159789-0.0329046j -0.0121759+0.00657969j -0.00563392-0.0148193j 0.00588934+0.010541j 0.00666445-0.0232822j -0.014983+0.0150417j 0.0156992+0.00460932j -0.00706621-0.00714751j 0.0021719-0.000543481j 
0.00230915-0.0284289j -0.0148729-0.0155124j 0.0105947-0.0193594j 0.0214619+0.00814358j 0.00791157-0.0372109j 0.0122631+0.0144489j 0.00774996-0.014295j 0.0108936-0.00809085j -0.0185755-0.00584544j 0.00247516-0.0141443j -8.90063e-05+0.00625987j -0.0108486+0.00932558j -0.000694776+0.00664095j -0.01093-0.0100045j 0.0037275+0.00580878j 0.0297158-0.00433801j 0.00566875+0.00173115j 0.00498471+0.0130804j -0.00867515-0.0014099j -0.013911+0.000401687j -0.00615843-0.00534154j -0.00349425+0.00140462j 0.00917509+0.013078j 0.00117512+0.00813921j 0.00916758-0.00499826j 0.00334994+0.00412982j -0.00162714-0.00565449j -0.000715861+0.0103874j 0.000586571+0.00121127j 0.0102275+0.00187767j 0.00716564-0.00565396j 0.00907535-0.00996309j 0.0055496+0.0256416j -0.0163267-0.00288068j -0.0167144-0.000483783j 0.00973468-0.000156039j 0.0227317-0.01274j 0.00208524+0.00542226j 0.0172354+0.0145926j 0.00501207-0.00493819j -0.00517926-0.00321854j -0.0038908+0.0156712j 0.0139998+0.00037494j 0.035505-0.0260354j 0.00773612-0.0124675j 0.00292426-0.00558365j 0.0237523-0.00440491j 0.0102516-0.00804806j -0.0248341+0.0202686j -0.00299076-0.00586408j 0.0200727-0.0131412j 0.00686455+0.011918j -0.0012651-0.0138258j -0.0219024+0.00517364j -0.0135309-0.00489941j 0.0233471+0.0228859j -0.0138894+0.00143346j 0.00433346+0.0192915j 0.0195717+0.0087848j -0.0278159-0.0292567j 0.0138093+0.00551161j 0.0121174+0.00503196j -0.00142064+0.00623083j -0.00830908+0.0066512j -0.00342492-0.0129357j 0.00411546+6.06293e-05j 0.0148145+0.00623115j 0.00269674-0.0165368j -0.0186743+0.00987966j 0.00759045+0.0162247j -0.0126418-0.00613682j 0.00369174+0.000354519j 
0.00408397-0.0206334j -0.0156935-0.0311111j 0.00111652+0.00479519j 0.000234989+0.0143709j 0.00588636-0.0204087j 0.00473436-0.00105007j 0.0164654-0.0131199j -0.00537445+0.00442187j 0.0064901-0.0138394j 0.00480548+0.0044273j -0.00641785-0.000187506j -0.00294527+0.00444639j -0.016981-0.00334019j 0.0032543+0.019484j 0.00577472+0.000380831j -0.0160934+0.00147076j 0.00193861-0.00842297j -0.0193459+0.0315622j 0.00184069+0.00216837j 0.0115678+0.0116334j 0.008502-0.00620705j 0.0109699+0.0204239j -0.0344653+0.00456488j -0.0116443+0.0203945j 0.00260403-0.016374j -0.0117625+0.0108054j 0.00552677+0.0107904j 0.00492379+0.00168639j 0.0116599+0.0067517j -0.00159671+0.00288179j 0.0115788-0.00298217j 0.00547404-0.0147959j -0.00754492+0.0177685j -0.000533544-0.0175306j -0.0103909-0.0209669j 0.00691849+0.00966272j 0.0399146-0.0245002j 0.00832627-0.0107034j 0.0301222-0.00510196j 0.00393023+0.0182972j 0.00194646-0.00232467j 0.017276+0.00727698j 0.0116912+0.0262079j 0.0106653-0.00936555j 0.000824536-0.0248402j -0.0263364-0.0257673j 0.00912653+0.0139132j -0.0324248+0.01104j -0.00249737+0.0214683j 0.036352+0.0109963j -0.000523065-0.0126824j 0.0111938+0.0219768j -0.0154616-0.0333849j -0.0085535+0.034505j 0.010319-0.0194882j -0.0146636-0.00499093j 0.00251682-0.0114983j -0.00897903-0.0060999j 0.0139635+0.00186621j 0.0241859+0.0133549j 0.0128019+0.030035j 0.000677391+0.00593471j -0.00492078+0.0220612j -0.00109375-0.00947839j -0.00479344-0.00903455j 0.0034764-0.0128506j -0.011008-0.00850456j 0.00260549+0.00517105j -0.00966822+0.0100354j -0.00299353+0.00189597j -0.0120807-0.0055872j 0.0177568+0.00031084j 
-0.0172934+0.00200382j 0.00665669-0.0056318j -0.0036965+0.00449591j -0.0159232+0.0177143j 0.0070841+0.000160915j 0.0109152+0.0110483j -0.0145968-0.00537746j 0.00490387+0.00715027j -0.00812859-0.0195251j -0.0232141+0.00556571j -0.0129384-0.0024662j -0.0106354+0.0107814j 0.00707225-0.0097003j -0.00263475-0.000418151j 0.0129432-0.00143228j 0.000564684-0.00262757j 0.0136534+0.00420179j 0.013341+0.00808908j -0.0234126-0.025438j -0.000936848+0.0117479j 0.00744759-0.0064654j -0.00872306+0.000288883j 0.0180453-0.00465814j 0.00557904+0.0131615j 0.00509192+0.0146026j -0.0133586+0.0090408j 0.0126462+0.0268268j 0.0106847+0.0025438j 0.000904863-0.00410751j -0.00878098-0.00246778j -0.00235902+0.0037877j -0.0045662-0.00633247j 0.00734106-0.0124605j 0.0105551-0.00040458j -0.0101576-0.0172286j 0.0153938-0.00352823j 0.00437455-0.00205078j -0.0332619+0.0132867j 0.00732426+0.000140315j -0.0404059-0.00509178j -0.0132788-0.00759373j -0.00947409-0.00680781j 0.0321658-0.00507106j -0.00972672-0.0190741j -0.0191281+0.00120567j 0.00868017+0.00459673j 0.0157132+0.00716513j 0.0195132+0.0113961j 0.00393969+0.0044571j -0.0102945+0.0127369j -0.0279653+0.00736898j 0.0298082-0.0240863j 0.0371037+0.0166116j -0.000815331-0.0132706j 0.00545059+0.0179081j 0.00214402+0.00466359j 0.0220207+0.0177571j 0.00475477+0.0161582j 0.00268401+0.0374197j -0.0131888+0.0180877j -0.00557418-0.00481852j -0.0098062+0.00152601j -0.00433758+0.00716235j 0.00329631-0.0039605j 0.000834081-0.00111797j 0.0109164+0.0154137j 0.0161036+0.00536538j 0.0135401-0.005168j -0.0083354-0.0130209j -0.00182935+0.00314145j -0.00896519+0.00364377j -0.0100175+0.0105938j 
-0.00496444+0.0233527j -0.00430438+0.010882j -0.0284971+0.0175686j -0.00466163-0.0248446j -0.000239948+0.0214467j 0.0166576+0.018676j -0.00131426+0.0178471j -0.0109837-0.00558364j 0.0110545+0.00142045j 0.0222952+0.00806929j 0.0157385+0.0298987j 0.00773011-0.0049103j 0.0029965-0.00140362j 0.0133243-0.0118929j 0.00949381+0.00767242j 0.00723853-0.00913439j 0.00318595+0.00491771j 0.00750821-0.0131878j -0.0122209+0.0114716j 0.0110963-0.00501383j -0.00340055-0.00559071j 0.00505377+0.00642838j 0.012744-0.0107868j -0.0148707-0.025243j 0.00983211+0.000732676j 0.0125043-0.00455133j -0.0104276-0.0098595j 0.00152371+0.00979472j 0.014187+0.000452558j -0.00362169-0.00473435j -0.007576-0.0115768j -0.0111653+0.00917474j -0.00828725-0.0110015j 0.0130988+0.00169208j 0.0238604+0.00662856j -0.00258387+0.00553126j -0.0165832+0.0192079j 0.00896211+0.000189381j -0.0200908+0.0198001j -0.000858906+0.0117215j 0.00396805+0.0109419j 0.0177293+0.00343935j 0.00148079-0.013807j 0.0126708+0.0195978j 0.0107506+0.00169247j -0.00366475+0.028357j -0.00359702-0.00530612j 0.00982699+0.0191537j -0.0145081+0.00557837j 0.0393294-0.0118811j 0.0162238+0.0100999j 0.00045665+0.0200562j 0.0010219-0.0244545j -0.0265504-0.00357588j -0.0129723-0.012378j 0.00101801-0.00360962j 0.00635508+0.00398857j 0.0188168+0.0113402j -0.0105894-0.00232198j -0.000198337-0.00338472j 0.00992712-0.00545089j 0.0185129+0.0118042j 0.000734189+0.00949599j 0.00581035-0.00587861j 0.0169536+0.0155653j -0.0170444+0.0105582j 0.00271095-0.00786526j -0.00339611+0.0196402j 0.00838086-0.00438046j -0.000246211-0.0228445j -0.00045897+0.00656081j 0.00625057-0.0146322j 
0.00242194+0.0223435j 0.0161373+0.0179293j -0.00243369+0.00557457j 0.0142485-0.00369643j -0.0123038-0.000116344j 0.00211108-0.00503056j -0.0115593+0.000373656j -0.00163597-0.0235588j 0.00974017-0.00189713j -0.00457687+0.0163554j -0.00821128-0.0137332j -0.00094573+0.0133553j 0.0155331+0.00535044j 0.0010682+0.00641294j 0.0151504-0.0103406j 0.00133995+0.0122044j -0.00259353+0.0111477j -0.0217097-0.00966331j -0.0025857-0.0138446j -0.00158606-0.014932j 0.0107961-0.0196589j 0.00460656+0.00304234j 0.0234107-0.0163408j -0.00199886-0.00318081j 0.00667491+0.0101764j -0.00684988-0.0303997j 0.00436697+0.0113025j -0.000656847+0.00379884j -0.00354541-0.00941908j 0.000440802-0.00708183j -0.00279065+0.00743357j -0.000130205+0.0141846j 0.00479693-0.00697077j -0.00159229+0.00096584j 0.0217177+0.0186833j -0.0182432-0.00439548j -0.00455594+0.0103066j 0.00382551-0.0202071j -0.0182073+0.00229181j 0.0215616+0.00744551j -0.00771449+0.012078j 0.0148268-0.0156514j -0.0145848+0.00876638j 0.0362092+0.0244712j 0.0148787+0.0136316j 0.00856706-0.00159891j -0.0112224-0.00192426j -0.0352514+0.0196681j -0.00787566-0.0146465j 0.0417237-0.00237958j 0.0292792-0.0291522j -0.00521396+0.0419281j -0.0279134-0.0185283j -0.00797511-0.0221418j -0.0122065-0.0169378j -0.00678713-0.00407149j 0.00859932-0.00737872j 0.00409893-0.0238656j 0.0139977-0.0328436j 0.00537198-0.0284705j 0.0227899+0.00784366j -0.00952464+0.0124888j -0.00716911-0.000349721j 0.00798474+0.0117798j 0.00843248+0.00672695j 0.00130421-0.0100956j -0.0257397-0.0091057j -0.00635736+0.0130162j 0.0168922+0.000851512j 0.00417234-0.0114137j 0.00238098+0.00315565j -0.00534493-0.00781654j 
0.00747871+0.00607879j 0.019207-0.0157123j 0.00893455-0.0109259j -0.0285679+0.00563236j 0.00691586+0.0201368j -0.00952165-0.0112094j 0.0106982+0.000344914j -0.00484731+0.017326j 0.00832516+0.0134438j -0.00570704+0.00158721j -0.00567251-0.00575575j -0.00384917-0.018365j -0.0152662+0.0156711j 0.000379175+0.00653129j 0.00535602+0.00331093j -0.00402078+0.00434311j -0.0149102-0.00428692j 0.0138708-0.00509198j 0.0211446-0.0106376j -0.00670539+0.0143325j 0.000280662+0.00120541j -0.0065385+0.0030349j -0.0016331+0.0026524j -0.000635428+0.0119282j -0.0258205-0.000948519j -0.00348453-0.000469625j -0.00839231-0.0187053j -0.0216314+0.0087175j 0.00968118+0.0106053j -0.011399+0.00372298j 0.00227524-0.00684133j -0.00657164-0.0224756j 0.00484356+0.00253292j 0.0140177-0.00524619j -0.00505625-0.0156885j 0.0212028+0.00377568j 0.0301871-0.0190063j -0.00177333-0.0118436j 0.0309941-0.0136414j 0.00627832-0.00360427j -0.00530978+0.0101075j 0.0107011-0.0221101j 0.0183643+0.0203285j 0.0097806-0.034186j -0.0151595-0.0215415j 0.00686075+0.0151852j 0.00809284+0.0114464j -0.0241459+0.0193356j -0.00363026+0.00472588j 0.0416989+0.00588612j -0.0273871-0.0137437j 0.0359204+0.0309527j 0.0188659-0.0289622j -0.0285542+0.0036468j 0.0152554+0.00933958j -0.0199462-0.00174512j 0.00262374-0.0115787j -0.00361055-0.0146412j 0.0106331+0.0174576j -0.00277829+0.0134708j 0.0174461+0.0238562j -0.0130093+0.0139268j -0.0015912+0.0278981j -0.0168272-4.25001e-05j -0.00129977+0.000211412j 0.0162498-0.00620783j -0.00851372-0.0150138j -0.0012699-0.0014483j -0.00878547+2.87882e-05j 0.00173165+0.00404584j 0.00459444-0.00913961j 0.0049902+0.00776982j 
-0.0198848+0.0211739j 0.0148924+0.0175925j -0.0118887+0.00899279j 0.0130874+0.0117361j -0.0206307-0.000249341j -0.0213973+0.00161807j -0.00261505+0.00200582j 0.000577056-0.00794507j -0.00278516+0.0080484j -0.010535+0.00267181j -6.46414e-05-0.00588472j 0.000844401+0.0045529j 0.00771124+0.00653694j -0.00579971-0.000600982j -0.00727347-8.05416e-05j 0.00556069-0.00339866j -0.00351425-0.00136517j 0.00644857-0.0141545j -0.0065912-0.000795844j -0.000657918+0.00383081j -0.00357654+0.00914951j -0.0156576-0.00523864j 0.00102439+0.00112412j 0.0120282-0.00432394j 0.00141982+0.000502069j 0.00180845+0.00485773j -0.00776875+0.00314239j 0.0172641-0.003734j -0.0139527-0.0118913j 0.00968365+0.00463451j -0.00485341+0.00861859j 0.00396777+0.0136774j 0.00701061-0.00880462j 0.00475862-0.0135581j 0.0257218+0.00770286j -0.00673801+0.0129939j 0.00889006+0.0135427j -0.00853293+0.000180657j -0.0081965+0.0156146j -0.0235664+0.0276785j -0.00545429+0.0124452j 0.0144386+0.00414032j 0.0267981-0.0204974j 0.0215434+0.0338281j -0.00653705+0.00552563j 0.00367531+0.00522807j 0.00685602-0.0197302j 0.0284887+0.0415565j -0.0104879+0.00906367j 0.0358306-0.00387683j 0.0170878+0.0227028j 0.0153067+0.00947911j 0.01672-0.0291843j -0.032036+0.00216097j -0.00651704-0.0121154j -0.0138942-0.0153837j 0.0322799+0.0260108j 0.0215244-0.00623095j 0.00247499+0.0105029j 0.0103428+0.00711649j 0.00986964-0.000717237j 0.0029111+0.0196108j 0.00122048+0.0058209j 0.00132499-0.00639824j 0.0225007+0.00951749j -0.00831071+0.00817488j -0.00575795-0.00769123j 0.00564909+0.0187457j 0.00536722-0.00184669j 0.00427234-0.016741j -0.0190169+0.0136514j -0.00789195-0.0103946j 
0.0182295-0.00942833j -0.0201298-0.0133865j 0.0186023-0.00529258j 0.00831368+0.00409303j 0.00939593+0.0059495j -0.00192896+0.0105603j -0.00529648+0.00791714j 0.0119004-0.00917903j -0.00824638+0.00165029j 0.00273438+0.00439459j -0.00478884+0.00344463j 0.0225742-0.00310059j 0.011708-0.0148039j -0.00173925+0.0040525j -0.011764+0.0149317j -0.0243222-0.00687744j 0.0107588-0.00963534j 0.0166959+0.0129523j -0.0217391-0.00512638j 0.00452421+0.0146114j -0.0157312+0.00476956j -0.00474829+0.00117218j 0.00582927-0.00251606j 0.0115915+0.0122257j 0.0124227+0.0095807j -0.00263596+0.0154783j 0.0129442-0.0116853j -0.00164065-0.00329252j 0.00754519+0.0162893j 0.00323625-0.00708707j -0.00192853-0.0104862j -0.00560361-0.00610326j -0.00546426+0.0127252j 0.00112314+0.000209524j 0.00221682+0.00250541j -0.0107025+0.00110648j 0.0116092-0.011424j 0.0274227-0.00507205j 0.00605357-0.00607962j 0.0531519+0.0195191j 0.0187312+0.0162748j 0.00728461+0.00251906j -0.0149699+0.00111567j -0.00167336-0.0137988j 0.0131838-0.00203383j -0.0163008+0.000772181j -0.0183651+0.0049799j -0.0231923-0.0124502j -0.00643173+0.0102806j 0.0333666-0.0191513j 0.0125259-0.0176372j 0.000664645+0.025723j -0.00903983-0.0324662j -0.00320962+0.0308363j -0.00382927-0.00421691j -0.00400659-0.00972263j -0.0135381-0.0306608j -0.0151073-0.025492j 0.0241851-0.0285606j 0.0075878-0.00939245j 0.0223966+0.0233634j 0.00964398+0.013318j 0.00346024+0.0153843j -0.00297349-0.00388757j -0.0112527+0.000928311j -0.00272961-0.029853j -0.0210927-0.00905193j -0.0184621+0.00890906j 0.0105316+0.0210344j 0.00265735-0.0202422j -0.0036413-0.00302413j 0.0206301-0.00914693j 
0.00687426-0.028811j -0.0163963-0.00811667j 0.00948454-0.0226532j 0.0165054-0.00649023j 0.0112007+0.00175517j 0.0131583+0.0171728j 0.00288095-0.0319621j 0.026008-0.00556594j 0.0178742-0.0311328j 0.00500923-0.00721653j 0.00293547+0.00948065j -0.0124029-0.0198864j 0.00475408-0.0104268j 0.000696029-0.00178757j 0.00144808+0.020076j 0.00379484+0.0278409j 0.0106014+0.00639905j -0.0128696-3.29353e-05j 0.00197462-0.00148518j -0.0202689-0.0310205j -0.00195009-0.00501463j 0.0012509-0.0132307j 0.0061423-0.000227604j 0.0137037+0.00980003j -0.00540343-0.00300488j 0.00306414-0.0127566j -0.0124948+0.00308001j -0.00793894+0.0112052j 0.00184006+0.00754623j -0.00437147+0.00247347j 0.00583418-0.00732649j -0.00226183-0.0152321j -0.00089021+0.0205868j -0.00195507-0.00213981j -0.0145234-0.00632993j 0.00232319+0.0139075j 0.0277696-0.00777157j 0.0155004-0.00100317j 0.0222515-0.0017567j 0.00258235-0.00725438j 0.0204564+0.00704898j -0.00476795+0.0286084j -0.00828281-0.00442429j -0.0105974-0.0197582j 0.0130466-0.0254683j -0.0362686-0.00341686j 0.0017413+0.0113032j 0.00423524-0.0149551j -0.0110998+0.00936524j -0.00350171-0.00458191j 0.00630249+0.00726659j -0.00821108+0.0141401j 0.0020198-0.00690639j -0.013967+0.0328097j -0.00638412-0.00455241j 0.0148875+0.00784079j -0.0190153-0.00925747j 0.00396489+0.00668379j -0.000732897+0.0102008j 0.00269387+0.00459711j 0.0047751+0.00263705j 0.011774-0.00263015j 0.0106105+0.00672981j -0.00860215-0.00983182j -0.00650934+0.00198207j -0.00903035-0.00507186j 0.00648355-0.00190721j 0.00188035-0.0087129j -0.0140088+0.0120005j 0.00161698+0.00235591j -0.00720812-0.00990044j 0.0143155-0.000749425j 
-0.000768907-0.0317399j -0.0146825+0.0047886j 0.0181113-0.0333044j 0.0209545+0.0131912j 0.00388052+0.0143646j 0.00339025+0.00600365j -0.00386681+0.000369394j 0.00121312+0.0071264j 0.0189645-0.00790908j -0.00449174-0.0159192j 0.00338205-0.0102922j -0.011203+0.0205055j 0.0143437-0.0110899j -0.00173301+0.0124536j 0.0146081-0.0115488j -0.0150698-0.00373051j 0.00331534-0.000953322j -0.0130796-0.00579857j -0.00867331+0.00604083j 0.00478953+0.00992872j 0.00910059+0.00209612j -0.00102241+0.00802425j 0.00114505-0.022003j 0.0183503+0.00713887j 0.00194279-0.00051001j 0.00243995-0.000927114j -0.0046084+0.00048298j -0.00596133+0.00219452j 0.000178122+0.0107972j 0.00220866-0.00447479j 0.00271868-0.00273361j -0.00420601-0.0194487j -0.000811564+0.0227496j -0.00988855-0.00224393j -0.0181677+0.0058887j -0.00402554+0.0145938j 0.0155072-0.00709173j 0.0268455+0.00756508j 0.0166967+0.00697264j 0.0169524+0.0241956j 0.00864042-0.0139114j 0.00955145+0.0533355j 0.0122349-0.00209727j 0.00370403-0.00346376j -0.0037385-0.0278654j -0.028703+0.00535148j 0.0126292-0.0205151j 0.0387504-0.0412163j -0.0134574+0.0334857j -0.0357766+0.00258965j 0.0175834+0.0144283j -0.0187933-0.012133j 0.0121004-0.000929546j 0.0078834+0.0373346j 0.0145226-0.00423488j 0.0119381+0.0131446j 0.00248764-0.00278249j -0.00983715+0.0174929j -0.00975068+0.0248742j 0.011745+0.0219755j -0.0225177+0.0109499j 0.0145474+0.00512522j 0.00755711+0.0137228j -0.0151368+0.0105773j -0.00292135-0.00166333j 0.000682012-0.000702909j 0.0191815+0.00765371j -0.0064978-0.00888194j -0.00945549+0.0115638j 0.00457848+0.000121376j -0.0122078-0.0098294j 0.0117544-0.0021238j 
0.0103555-0.00108495j -0.0303108-0.0152344j 0.00130002-0.0159656j 0.00232948-0.00130756j 0.00306432-0.034086j 0.00380958-0.00179189j 0.00458623-0.00451676j 0.0132734+0.000891155j 0.00112408+0.00286923j 0.0110347-0.0111861j 0.00927163-0.0152838j -2.84922e-05+0.0210471j -0.00407876-0.00353894j -0.00132611-0.0113031j -0.0106641-0.0171637j 0.00617398+0.0083418j 0.00170375+0.0164036j 0.000327971+0.0158667j 0.00726204-0.000452459j -0.0103355-0.00169848j -0.00663845+0.00494889j 0.00330825-0.014888j 0.00416265+0.02206j -0.00375467-0.0160641j -0.00637435-0.00511071j 0.0103718-0.00472791j 0.000940361+0.00014458j -0.00786853-0.000202983j 0.00742442+0.0021368j -0.00383836-0.0237321j -0.0229055-0.00728671j -0.0106854+0.0266988j -0.00363949-0.0261191j 0.0188069+0.00510223j 0.0239018-0.00229163j -0.00479149-0.000925707j -0.0149051-0.00701179j 0.00353523-0.0275639j 0.00407053+0.0364519j 0.0237898+0.0164168j 0.0429743+0.0108029j 0.0221443+0.00308245j -0.00299037-0.0324484j 0.0069875+0.0344783j 0.0235488-0.000773888j -0.0193659+0.00717818j -0.00845363-0.00568252j 0.0360574-0.00430733j -0.00272459-0.00153255j -0.00379575-0.0126358j 0.0372041+0.0319295j -0.0346904+0.00992055j -0.0023509+0.0121183j 0.0121246-0.00938615j -0.0172553-0.0125229j 0.00315642-0.00620811j 0.00431291+0.0148132j 0.023678+0.00221582j -0.0163788+0.00243583j 0.0102471-0.0135642j -0.00374438-0.0202065j -0.00314101-0.000432323j -0.000659281-0.00982504j 0.00736411-7.20134e-05j 0.000517234-0.000199178j -0.0104812+0.000989405j -0.0123251-0.0144882j -0.00704418+0.0188981j 0.0179431-0.00475326j 0.00486732-0.0169301j 0.000389392+0.00708041j 0.0004083-0.0185016j 
0.0211338-0.0194217j 0.0111095+0.000935808j 0.00860643-0.0341789j 0.00602745-0.0026156j 0.00462005-0.0157116j 0.00841604+0.00182867j 0.0129673+0.00497711j -0.0285648-0.00363156j 0.0205129-0.0106631j 0.0057996-0.0149568j 0.0100309-0.000549005j 0.00139011-0.00233494j 0.0114152-0.00930469j 0.00406156-0.00158639j 0.00437252+0.0041499j -0.00600514+0.012967j -0.0123549+0.0032184j -0.012137+0.00769038j 0.000405432+0.0109844j 0.0047561-0.010752j 0.00265017+0.00621049j 0.00134984-0.00764831j 0.00267424+0.00228893j 0.00537308-0.0147421j 0.00608243-0.00773133j 0.0139088+0.00443452j 0.00164741+0.00159699j 0.00224534-0.00614835j -0.0135217+0.00281602j -0.00373297-0.00135333j 0.0150357-0.00573801j -0.00327435-0.0145065j 0.0087525+0.0178762j -0.000600916-0.00295225j -0.0225014+0.00307418j 0.00398919+0.00813626j 0.0337737-0.0148777j 0.0151918-0.0282763j 0.0521322-0.00153518j -0.0167983-0.00890376j 0.00226481+0.0113258j 0.0246833+0.00709262j 0.00480292-0.00384912j 0.0346615-0.0289516j 0.00449967-0.0379033j -0.016124-0.012451j 0.00818838+0.032396j -0.0187819-0.00101175j -0.00359404+0.00816553j -0.00154053-0.00510366j -0.0156962-0.0254561j 0.0207387+0.0307734j 0.00156219+0.0109736j -0.0270054-0.0144279j 0.015433-0.000948931j 0.00605341-0.0065474j -0.00381966-0.00974573j -0.00528409-0.00876107j -6.2525e-05-0.00225113j -0.0176539-0.00802853j 0.0249501-0.00475195j -0.0237561+0.0159851j 0.0126512+0.0180241j -0.018868-0.00374528j 0.00636909+0.0141859j -0.00229806-0.00909082j -0.0211562+0.00370707j 0.0142881-0.00465902j -0.0119455+0.00447652j 0.00497923+0.0242126j 0.00906778-0.019575j -0.000275503+0.00775681j 
