-0.0660802-0.0510563j -0.0618746+0.0721768j -0.013956+0.14376j -0.116894-0.046763j 0.0650266-0.0436856j 0.0168815+0.00249965j -0.0168828-0.0645164j -0.174217-0.0195394j -0.0543033-0.0578146j -0.0518399+0.11383j -0.024479-0.129505j 0.0453745-0.0332118j 0.0781679-0.0488559j -0.0306933-0.0168844j 0.0631107-0.00799214j 0.0907029-0.0123663j 0.00839901+0.0377013j 0.0664225-0.0319326j -0.0302487+0.0445982j -0.066384+0.0135767j -0.059023-0.0048433j 0.0323897-0.0362599j 0.0266836+0.00838023j 0.00407816-0.0846734j 0.027147+0.00245831j 0.0232832+0.0353005j -0.00663831+0.0211907j 0.00328956+0.0402933j -0.0192123+0.0587116j 0.00429818+0.0346356j -0.0276415-0.0421759j -0.00559265-0.0211304j -0.0251764-0.0354992j 0.0324589-0.0539876j -0.0115132-0.0223433j -0.0833242-0.00321256j 0.0262616+0.0307342j 0.0216036+0.00723007j 0.0654774+0.0677713j -0.0195889+0.063501j 0.00806968-0.0186668j -0.0189437-0.0179102j -0.0295485-0.0101835j -0.0204199-0.04623j 0.0111894-0.069364j -0.0152591-0.012419j 0.00326942+0.034712j 0.0381626+0.0287623j 0.0795294+0.0710173j 0.00978462-0.0295267j -0.0651366-0.0408321j 0.0843033-0.0715599j 0.112293+0.0367985j 0.04349-0.128801j 0.133201-0.00403998j 0.00590534+0.132679j 
0.000150477-0.00181122j -0.00251652-2.11817e-05j -0.00047943+0.0025591j -0.00421471-0.00390009j 0.000101626-0.00393344j -0.000735331-7.21649e-05j 0.00148686-0.000874103j 0.00073945-0.000617378j -0.000685151-0.0019684j -0.000524186+0.00134211j -0.00190236-0.00247936j 0.000119546-0.002802j -0.00223826+0.00650807j -0.000775836-0.000425233j 0.00290649-0.00026921j 0.00146064+0.00783376j 0.00883531+0.00826752j -0.00926871-0.00322918j -0.00544812-0.00714716j 0.000886783+2.03944e-05j 0.00540386+0.00122459j 0.00213041+0.00853976j 0.00516219-0.00185328j -0.00695813-0.000706314j 0.00344906+0.00465345j 0.00575564-0.00767523j -0.00853327-0.0187452j -0.0011546-0.00384755j 0.00693129-0.0020565j 0.00793233+0.000790817j -0.00376101-0.00889316j 0.00398315-0.00522907j 0.00130744-0.00443636j -0.00130271-0.0022854j -0.00490245-0.00109454j 0.00188408-0.00325517j 0.00437329+0.00318039j 0.0035985-0.00511506j -0.00742542+0.00499419j -0.000412572+0.00295622j -0.00396785-0.00758983j -0.00758628-0.0097372j -0.00748055+0.00122675j 0.0065524-0.00768302j -0.00406198+0.00217319j 0.00177702+0.0054005j 0.00219778+0.00434467j 0.0065643+0.0059451j -0.00230074-0.00123333j -0.00359725+0.00196838j -0.00222341+0.00476768j -0.000411129+0.00422319j 0.00112062-0.00199573j -0.000868753-0.00125071j 0.00163234+0.00188129j -0.00219728+0.000616252j 
0.00229279-0.000974584j -0.00178474-0.00261649j 0.000313194-0.000978141j -0.00213638-0.000350028j -0.00233981-0.00284934j -0.00152465+0.0040918j 0.000202742-0.00536036j 0.0015144-0.00103458j 0.000369383-0.00032591j 0.00170729+0.00719674j 0.00204959+0.00307132j 0.00159705+0.00795645j 0.00276251-0.00122882j 0.000311356+0.000673863j 0.0042615-0.0024902j -0.00221578+0.00346978j -0.0087782+0.00410207j -0.00446425+0.000137034j 0.00386004-0.00765486j 0.0030004+0.00367292j -0.000731912-0.00304615j 0.000242934+0.00301088j 0.00211532+0.00904309j -0.00431466+0.000991686j -0.00161017-0.00754313j -0.00672865+0.000591277j 0.0010356+0.00440375j 0.00682645-0.00449348j 0.00392907+0.0133506j 0.00530237+0.00277609j 0.0103327+0.00746592j -0.00792676+0.00186539j -0.00398333+0.00927374j -0.00142105-0.000428711j -0.00204002-0.00287859j -0.00154806-0.00971394j 0.00115689+0.00054279j -0.00789149-0.00387344j -0.00358451+0.00380287j 0.00329088-0.00526986j 0.00350207-0.00173564j -0.00334468-0.000620074j 0.00200113-0.00253354j -0.00557053+0.000577338j 0.00376337-0.00137662j 0.00162907+0.00026651j -0.00141422+8.39254e-05j 0.00428817-0.00558935j 0.00405704+0.000941534j -0.00689411+0.00156136j 0.00227588-0.00151285j 0.0018097+0.00188765j 0.000855653-0.00125401j 0.00197008-0.00186446j -0.00194059+0.000200107j -0.00237734+6.40733e-05j 
0.000172481+1.5243e-05j 0.000805645-0.000591466j 0.000986806-0.00275614j 0.000541525-0.00200726j -0.00094633+0.00242899j 0.00318163-0.0039049j 0.00263493+0.00312218j -0.0008649+0.000290886j -0.000801417+0.000933049j -0.000491305-0.00260011j 8.07087e-05-0.0013505j 0.00257948-0.00113017j 0.000556181+0.00309585j -0.000186433+0.00310757j 0.00388922+0.00307934j -0.00202729-0.00346154j 0.00318683+0.00124102j -0.00088267+0.00281811j -0.00203134+0.000495994j -0.0028314-0.00192553j -0.0049248-0.00514241j 0.00215917+0.000489682j 0.0050612+0.00209509j -0.00287982+0.000995848j 0.00206639-0.00176074j -0.0043044-0.000791684j 0.00170657+0.00496024j 0.00553052+0.00343967j 0.010416-0.00288312j -0.00410979-0.000400193j 0.0041371-0.00228051j 0.00424647+0.00324104j 0.00199319+0.000255331j -0.00326691-0.000509817j -0.00417731+0.0102114j -0.00217108+0.00471808j 0.000214478+0.00241683j 0.00402035+0.000659935j 0.000472585+0.0043713j -0.00636854-0.00323586j 0.000154097-0.00224613j 0.00146077-0.00134861j -0.00688867+0.00203615j 0.00203384+0.00362858j 0.00167211+0.00244142j 0.00186877-0.00381444j 0.000933186+0.00282336j 0.000166595-0.00247556j 0.00137476-0.00108947j 0.00177463+0.00149825j 0.000227931-0.00333109j -0.0023538-0.00225725j 0.000506003-0.0015212j 0.00118537-0.000585843j 0.000502549-0.00123528j -0.00245349+0.000506447j 
0.000344868-0.00210999j -0.00229679+2.06051e-05j 0.000466259+0.00267198j -0.00122992-0.00351229j 0.000813439-0.00379458j 0.00158561+0.00241718j -0.0027198-0.00134947j -0.00168969-0.00145738j -0.000156688-0.00458508j 0.00250875+0.000695876j 0.00167099+0.000821356j 0.00705895+5.30578e-05j 0.00561217-0.000203646j 0.000370857-0.00180298j 0.00378039+0.00146286j 0.00229926-0.00609228j -0.0042211-0.000305866j 0.00111712+0.00322913j 0.00660515+0.00110496j 0.000721699-0.00445061j 0.0135892-0.00351945j -0.00471262-0.00547734j 0.000233526+0.004379j 0.0023989+0.00849752j -0.00390728-0.00117816j 0.000487846-0.00562651j 0.00482057+0.00746275j 0.00580624+0.00578687j -0.0135219+0.000149761j -0.0107724+0.0015316j -0.00680393+0.00651211j -0.00414234-0.0030681j -0.00466898-0.00550422j -0.00193742+0.00059038j -3.37377e-05-0.00287135j -0.00443772+0.000740538j -0.00719301+0.000681211j -0.00208461-0.00522933j 0.0103067-0.00211478j 0.00218681-0.00386691j 0.00665312+0.000454101j -0.000168146+0.00919218j 0.00536681-0.00860198j 0.00275753+0.00336337j -0.000334482-0.00289179j -0.000698066-0.00303271j -0.000637187-0.00125747j -0.00119448-0.00180282j 0.00160521+0.00279213j -0.00444018-0.00129915j 0.000912417+0.00145125j 0.00205891+0.00144246j 0.000867318-0.00261683j -0.00165063+7.63247e-05j 0.00276487+0.000549235j -0.000302308+0.000475525j 
-3.60423e-05+0.00135554j 0.0020919-0.000191013j 0.000943172-0.00106927j 0.000680497-0.00300219j -0.000160558-0.000738875j 0.00555797-0.00207204j 0.001498+0.00452147j -0.00177597+0.0044052j -0.00171999-0.00492679j -0.00176028-0.00641286j -0.00199918+0.00567756j 0.00927499-0.00492125j 0.00827499-0.00134712j 0.000742578+0.00222719j -0.00724676+0.00621086j 0.00726018-0.0135125j 0.0092161+0.00493231j 0.00907678-0.00385248j 0.00389826-0.000247577j 0.000495385-0.00819081j 0.0118376-0.01505j 0.000927371-0.00117633j 0.000754834+0.00278573j 0.0102429+0.00405427j -0.00907003+0.000164089j 0.006204+0.00354522j 0.000701592-0.00547615j -0.00266639+0.00521458j -0.00177043-0.00618024j -0.00213552+0.00144776j -0.00538489-0.00550845j 0.00385292+0.000821527j -0.0133475+0.00810147j -0.00603804+0.0051686j 0.00971662-0.000158981j 0.00156095+0.00745317j -0.000941283+0.00141202j 0.00958509-0.00177185j 0.0072947-0.0032867j -0.00681947+0.00490317j -0.000751405-0.00165016j 0.000304925+0.00865335j 0.001464+0.00404747j -0.000227137+0.00526659j 0.00458438-0.00180954j 0.000111713-0.00783947j 0.00295833+0.000104316j -0.00537217-0.00167501j 0.00192068+4.15934e-05j 0.00155371+0.000197392j 0.00338829-0.00507179j 0.000151092-0.00199283j -0.00192082-0.00272107j 0.00227836+0.00113905j 0.00166323-0.00219365j -0.00180651+0.00117246j 
-0.000301612+0.000999471j 0.00143255-0.000286664j 0.00042394-0.0015873j -0.00117708-0.000198067j -6.55307e-05+0.00102501j -0.000111509-0.000845783j 0.00170992+0.00234864j 0.000802063+0.00268348j 0.00060888+0.00018213j 0.00161862-0.00197171j 0.00310373+0.000178082j 0.00411105+0.000460761j -0.00100469+0.00230894j 0.000906972+0.00332941j 0.00222409-0.00112023j 0.00133243-0.00313408j -0.00557797+0.00252308j 0.00236252+0.00426046j 0.0029666+0.00745741j 0.00140093+0.00174082j 0.0020034-0.00274078j -0.00210957+1.88047e-05j -0.00330739+0.006733j -0.0002763+0.00723012j 0.00431253-0.0117627j 0.00237525+0.00480475j -0.00335124+0.00858388j -0.000108198+0.0133494j 0.00520349+0.00356884j -0.0015537+0.000244897j 0.00757869+0.00121417j -0.00477788+0.00482005j 0.000656196-0.00560653j 0.000213266+0.00218555j -0.00426076+0.00585335j -0.00302612+0.00497814j -0.00258945+0.00396781j -0.00362481+0.00868679j 0.000280381-0.00261466j -0.00335718+0.000600753j 0.00290376+0.00182024j 0.00661426+0.00793742j -0.0114078-0.000424101j 0.000788272+0.00175181j -0.0028648-0.00235375j -0.0048494-0.0017245j -0.000411016-0.00395841j -0.00279124+0.000267854j 0.000395925-9.54532e-06j 0.00259762+0.000581413j 0.00220264-0.0036874j -0.000292268-0.00194963j -0.00148733+0.000237209j 0.00298729-0.000825253j 2.99597e-05-0.00136241j -0.00184654+0.00140229j 
0.00173635-0.00140531j -0.000251114-0.00203851j 0.00112719-0.00427127j -0.00130938+0.000599302j -0.00179035+0.000659788j -0.00462721-0.000189045j 0.00161669-0.00143725j 0.00533985-0.00210534j 0.00212352+0.00284095j -0.000931593+0.00486879j 0.00415901-0.000943344j -0.00478376+0.00401011j -0.00716597+0.00252867j -0.00128212+0.00171596j -0.00162868+0.000948264j -0.00377601+0.00207779j -0.000371346-0.00844006j 0.00152752+0.00770101j 0.000580578+0.00428895j -0.00234928+0.00419853j -0.00210899+0.000738138j -0.000119788+0.00021724j -0.00873444+0.00253725j -0.00557182-0.00182047j 0.0049647-0.00580335j -0.00215852-0.00915407j -0.00277324+0.00297221j 0.00500857+0.00590388j 0.00153048+0.00199678j -0.00343566-0.00263926j 0.00566384+0.00603051j -0.00678102+0.00354912j -0.0028775-0.00592912j 0.00133699-0.00239037j -0.0134536-0.00385308j -0.00175508-0.00384674j 0.00106474-0.00641451j 0.00639254+0.0045219j -0.0160097-0.000130299j 0.00476062-0.0029211j 0.00196456-0.00527185j 0.00378163-0.00836904j 0.00304452+0.0018658j -0.000961258-0.000760594j 0.00630413-0.00211702j 0.00156564-0.00132234j -0.00165034-0.00335705j 0.000249888-0.000228801j 0.00154871+0.00363292j -0.00352784+0.00233388j 0.000709751+0.000370581j -0.0019122+0.00161678j 0.00178105-0.000164387j -0.000817451-0.00173595j -0.00197509-0.000235032j -0.00421957-0.00165925j 
-0.00214553-0.000616445j -0.000504583+0.00205932j 0.000430758-0.00139333j -0.00109051-0.00284845j 0.000704372+0.00499076j 0.00612749-0.00715772j 0.0111094+0.00434755j -0.000981634+0.00443962j 0.000473536+0.00347818j -0.00371703-0.00425534j 0.0033522-0.00110675j 0.00686836-0.00733931j -0.00551984+0.00491382j 0.0105319+0.00585296j 0.00950122+0.000864576j 0.00464162-0.00145741j 0.000577426+0.00715625j -0.00674105+0.00623077j 0.00183811-0.0086068j 0.00628238-0.000251657j 0.00125905+0.00198037j 0.00582304+0.0051754j 0.00509764+0.0074897j -0.000464296+0.00368857j -0.00630489-0.00591687j 0.00406657-0.00840279j -0.0103727+0.00411703j -0.00516125+0.0142063j 0.00434847+0.00382611j 0.0124186-6.3133e-05j -0.00281888-0.00957986j -0.00160501-0.00511441j -0.0139343-0.0031727j -0.00374463-0.00242579j -0.000852475-0.0133534j -0.00179647+0.00298531j -0.00726603+5.59071e-05j 0.00285209+0.00187665j 0.00354279+0.00667259j 0.00896811+0.00214894j 0.00221418+0.00119883j 0.000879985+0.00136506j 0.00614427+0.00160753j -0.00566959+0.000344351j -0.00533135-0.00362977j 0.00239162-0.00311431j -0.000110997-0.000789804j 0.00283966+0.00441557j -0.00244759-0.00150325j 0.00455162-0.00042951j -0.000738425-0.00859707j -0.00190281-0.00544575j -0.00160977-0.000263265j 0.00387967-0.00135495j 0.00275055-3.73765e-06j -0.00328945+0.00251434j 
-0.000218173+0.000819331j 0.00116785-0.000218727j -0.000916406+0.0009777j 0.00294567+0.00279662j 0.00186429-0.00173233j 0.00177874+0.00183592j -0.00812116+0.0016629j -0.00146353-0.00281018j 0.000822923-0.00227902j 0.00205919+0.000362586j -0.000508375-0.00367723j -0.00796911+0.000291998j -0.00067629+0.00368228j -0.00321109-0.00549849j 0.00254249+0.00641718j -0.000794501-0.00364953j 0.00274539-0.0114871j 0.00179076-0.00465359j 0.00289573+0.00840696j -0.00405281-0.0046583j -0.003618+0.00022695j -0.0015338-0.006795j -0.000175376+0.00020824j -0.0059578-0.00125245j 0.00533546+0.00566903j -0.0057129-0.0016292j -0.0040682+0.00346281j 0.00765413+0.00285381j -0.00618782-0.00710708j -0.0161795-0.00669153j -0.000992704+0.00330158j 0.0124639+0.00181446j 0.0120535-0.00295282j 0.00338172-0.00029834j -0.00396475+0.0118152j -0.00067906+0.000881157j -0.00514997-0.000678381j 0.00460282-0.00497244j 0.000367998-0.000924917j 0.00259414-0.00617809j -0.00709349+0.009383j 0.000106034+0.00109406j 0.00207435-0.0067863j 0.00192946+0.00441676j -0.00244091+0.0006086j -0.00491266+0.00331234j 0.000155865+0.000974979j -0.000941524+0.00138626j 0.000516121-0.00242195j 0.00715751+0.002528j 0.00278818-0.000421093j 0.000230463+0.000592992j -0.000149952-0.00154457j 0.000835049-0.000525035j -0.00311026-0.0016144j 0.000768578+0.000731553j 
-0.00116308+0.00102998j 0.00110549+0.00115106j -0.00137322-0.000470606j 0.00169459+0.00108223j 0.00152576+0.0038533j 0.00340858-0.00287642j 0.000787718+0.00361937j -0.00188002+0.00103176j -0.0016216+0.000960154j 0.000868276-0.0046432j -0.000924583-0.00151606j -0.00219075-0.00234587j -0.000341382+0.00305479j 0.00170994+0.000111581j 0.000381677+0.00204121j 0.00395909-0.00411217j 0.000467805-0.00201798j 0.00113081-0.00220186j 0.00075549+3.61051e-05j -0.000633504-0.00200206j -0.0014385-0.000888749j 0.00204822-0.000243914j 0.000885789+0.00591874j 0.0018694-0.00321808j -5.24013e-05+0.00121875j -0.00310866-0.000393905j -0.00158416+0.00187123j -0.00109189+0.00230654j -0.00116033-0.000703887j 0.000380902+0.000930301j -0.00192665+0.0023275j 0.00142879+0.00278806j -0.000649763-0.000335027j -0.000192529-6.31393e-05j -0.00173382-0.00134778j -0.000334445+0.00500598j -0.00201563+0.0009819j -0.00282339-0.0028207j 0.00320309+0.000672362j 0.00336376+0.0026672j -0.00317791+0.000554531j 0.000442298+0.00205476j 0.00133622-0.00138269j -0.00554494+0.000254843j -0.00253789+0.00161145j 0.00354061-0.000898662j 0.00152041+0.00266271j 0.00147784+0.00114895j -0.00179524-0.00176491j 0.00595062-0.00117273j -0.00133924-0.00344389j -0.00113372-0.0026434j -0.00125985+0.00160834j 0.00181019+0.00102642j -0.000185222-0.0002571j 0.000430043+0.000688274j 
0.000111246+0.000445231j -0.00108193+0.00120088j -0.00253732+0.000704382j 0.00104313+0.00172059j 0.000693901+0.00363137j 0.00417193+0.000594639j 0.00214285+0.00179734j -0.000789707+0.000878001j -0.00527867+0.0013898j 0.0023239-0.00448096j 0.000854833-0.00101632j -0.00531366-0.00449293j -0.00202959+0.00608588j 0.00182148-0.00153934j -0.000918649-0.00281487j -0.00114504-0.0018964j 0.00536917-0.000541547j -0.00437993-0.00138492j -0.00343363-0.00158275j -0.00364757-0.00042645j -0.00817446+0.00166473j 0.0025115+0.00166559j -7.21782e-05+0.00605182j 0.00342443-0.00885182j 0.00149854+0.00224772j -0.000787194-0.00167096j 0.00168843+0.00525048j 0.00160254-0.000289259j 0.00635475-0.00513373j 0.00291629-1.62797e-06j -0.00486955+0.00340197j -0.00385589+0.00551695j 0.0151333-0.00510897j 0.00383404-0.00240578j -0.0097859-0.00231975j 0.00135133+0.00346613j 0.00418556-0.000649411j -0.00407464+0.00172236j -0.00568521+0.00243816j 0.00153322+0.00742603j 0.00177642-0.0083677j 0.0010152-0.000799708j -0.00327098+0.00158765j -0.0011546-0.0052674j -0.00601925+0.0116485j 0.00722828+0.00443165j -3.23708e-05+0.00754859j 0.00543017+0.000513722j -0.00669847-0.00232885j 0.00214382-0.0059655j -0.00672235+4.93165e-05j -0.00123132-0.00172382j -0.000362288+0.00281317j -0.00103179+0.000999539j 0.00165113+0.00252902j 0.00208253-0.000607268j 
-0.000979259+0.00157627j 0.000419884+0.00048863j -0.00197087-0.0013686j -0.000499215+0.00206423j 0.00169996+0.00236798j -0.000576308-0.00132157j 0.00240044+0.000899721j -0.00153988+0.00296212j -0.000538497-0.000869448j -0.00175951-0.00131234j -0.00279645+0.00433109j -0.000499028+0.00354403j 0.00395167+0.00198306j 0.00194338+0.00268939j -0.00363254-0.00186088j 0.0081874-0.00753241j -0.00863363-0.00332991j 0.0057453-0.00181877j 0.00635042+0.0018309j 0.00121256+0.00265486j 0.00102074-0.00231737j 0.00266497-0.0019044j -0.00611357+0.00768826j 0.00254076-0.00173898j -0.00180317-0.00640136j -0.00340378+0.00464317j -0.000930375+0.00595241j -0.00389555+0.00112645j -0.00878341+0.00446538j 0.00298454+0.00385695j 0.00168928+0.0114632j -0.00891485+0.003429j -0.00753873+0.00609461j -0.000924045+0.00182002j 0.00561017-0.00888744j 4.23941e-05+0.000605231j -0.000979433-0.000838228j -0.00652775-0.00477714j 0.00429366+0.000267702j 0.0055166+0.00504003j 0.000493404+9.30931e-05j -0.00202046+0.00631749j 0.00804366+0.00114652j -0.00978927-0.0014315j 0.00424258-0.00148926j 0.00283516-0.00331143j 0.00261809-0.00132848j -0.000350275-0.00217002j 4.48882e-05+0.000377068j 0.00120038-0.00224023j -0.00205641-0.00228851j 0.00137938-0.00208841j -0.00192876+0.00267248j 0.00126303+0.000383338j -0.000983378+0.000242228j 0.00137023+0.000937439j 
4.14682e-05+0.000168203j 0.00149614-0.000349234j -0.000798403-0.0005717j 0.00238026+0.000474553j 0.00150559+0.00139878j 0.000950432-0.00238658j -0.00142759+0.00308333j -0.00231646-0.000735319j 0.00132403+0.00107746j 0.000117558-0.00568586j -0.00662243-0.00770234j -0.00742459-0.00166576j -0.00548849-0.00131677j -0.00688291-0.0031143j -0.00887127-0.00521648j -0.000953775+0.00284071j -0.00172667+9.78388e-05j 0.00192607-0.00489331j -0.0153263-0.00900847j -8.00263e-05-0.000561711j 0.00881872-0.000549009j -0.00175102+0.00188257j 0.0141283+0.00323321j 0.00338983-0.00501596j 0.00102457+0.00680734j -0.00890898+0.00326561j 0.00761525-0.0186609j -0.0115575-0.0195928j -0.0023348+0.00487574j 0.00698786+0.00975009j 0.0030613+0.00197107j 0.00609324+0.0087021j -0.0104118-0.00364483j -0.00134741-0.00147131j -0.00809081+0.00671013j 0.000310459+0.00670445j -0.00176618+0.00346305j -0.00680682+0.00224131j 0.00631026-0.00369704j -0.00156499-0.00724407j -0.00350647-0.00348066j 0.000767-0.00851367j -0.00674809-0.0056181j -0.00238984+0.00350256j -0.00281341-0.000746365j 0.00501228-0.000522681j -0.000539927+0.00381349j 0.00259251+0.00293891j -0.000171483-0.000714629j 0.00468978+0.000317115j 0.000105983-0.000734356j -0.00125694-0.00199317j -0.000589774+0.00135341j 0.00155573+0.000694924j -0.00150591-0.000878402j -0.000425749-0.000365048j 
-0.000634515-0.000349201j -0.0017049+0.000208322j 0.000802797-0.00140466j -0.00101726+0.0018762j -5.09394e-05+0.000279191j -0.00533756-0.00112822j 0.00328232-0.00307615j 0.00378661+0.00185859j 0.00208809+0.00200645j -0.00409536+0.00305619j -0.00167659-0.00208735j -0.0024237+0.00202671j -0.00127151-0.000856228j 0.000106753-0.00138781j -0.00803032-0.00665518j -0.00231426-0.00154381j -0.00389132-0.00438013j -0.000205091+0.00169199j -0.00652716+0.0015121j -0.000921306+0.00589051j 0.00140782+0.00216107j -0.00130909-0.000333799j 0.00190995-0.00543018j 0.00468384-0.00294596j -0.00545529-0.00179867j 0.00219912+0.00106476j 0.000472294+0.000533671j -0.00911662-0.0026277j -0.00635604+0.000244501j 0.00319143+0.00120234j 0.00223163-0.00198537j -0.00232456+0.00381326j -0.00375814-0.00613928j 0.00402618+0.000552233j -0.00291751-0.0014595j -0.00389312+0.0026533j 0.000893746-0.00509777j -0.00173922+0.0112513j -0.0005862-0.00219262j 0.00122166-0.00439802j 0.0043916-0.00169419j 0.00465255-0.00251169j 0.00129231+0.00280778j 0.00111474+0.00261477j -0.00115098-0.0027813j 0.00141756+0.000332346j 0.000359663-0.0035923j -0.00325735+0.00199579j -0.000542867+0.00406821j 0.000684799-0.00385468j -0.00438223-1.1256e-07j -0.00021553+2.81734e-05j -0.000358359+0.00125182j -0.00103734-0.000830508j -0.000417806+0.0011371j 0.00094285+0.000273314j 
0.000337287+0.000296397j 0.00171797+0.000193932j -0.00162394+0.0013199j 0.00124852-0.00248826j 0.00106076+0.000499931j 0.00626813-0.00263875j 0.000643476+0.00695309j -0.00465493-0.000358532j -0.00157424-0.00140544j 0.000125816-0.00559704j -1.00114e-06-0.000672092j -0.000299098-0.00255935j -0.00251415+0.00229162j 0.000622348+0.00115415j 0.00282983+0.00120574j 0.00161542-0.000236562j 0.000824435+0.00124027j 0.0011939-0.000172742j 0.00148588-0.00185662j 0.00155739-0.00366109j 0.002479+0.000634356j 0.000808666+0.00029889j 0.00224473+0.00581303j -0.0029955+0.00147327j 0.0029956+0.00090097j -0.0033197+0.000206317j 0.00264892-0.00457693j 0.000139996+0.000625532j 0.000746684+0.00162038j 0.00166324+0.00411258j -0.00151191+0.00246332j 0.000632214-0.00153811j -0.00325858+0.00174559j -0.004768+0.000291455j 0.000896507-0.000171306j 0.00345472+0.00348579j -0.00385956+0.00496398j -0.00059156-0.00497882j 0.00446385-0.000950645j 0.0011104+0.00420575j -0.00188346-0.000364195j -0.00349894-0.00130551j 0.00127324-0.0046312j -0.00217201+0.000773777j 4.71451e-05-0.00051562j 2.7965e-07-0.00183041j -0.000930667+0.00250298j 0.00263442-0.00180537j -0.000645027-0.00340123j 0.00153617+0.00288783j 0.0027163-0.000858829j -0.00144082-0.00124939j 0.00014885-0.00019533j 0.000759935+0.00108684j 0.000821615-0.000851093j -0.000650949-0.000164876j 
-0.000323858-0.000143602j -0.000929996+0.000340793j -0.000137811+0.00033576j 0.000767613+0.000869847j 0.000609893-0.000914457j -0.00186615-0.00170887j 0.000149865-0.00200912j 0.00242159-1.56394e-05j 0.00263817+0.000491415j -0.00248428+0.00269642j -0.000310178-0.00426384j -0.000537066+0.00053063j 0.00190347-0.00325236j 0.00126299-0.00358219j -0.00184276-0.00136607j -0.00201332-0.000632617j -0.00509896-0.00405488j -0.0015302-0.00245287j -0.00462035-0.000987869j 0.00239898+0.00258349j 0.00198683+0.00414013j -0.000602071-0.00194205j 0.00765976-0.00437174j 0.000257755-0.000156492j -0.00533956+0.00448027j -0.00331931+0.000555515j -0.00290249+0.00118926j -0.00549327-0.00341574j -0.0101615-0.000778751j -0.00171548-0.000230215j -0.0034156-0.00433618j 0.00573337-0.00132578j -0.00445594-0.00169363j 0.00110448+0.00147264j 0.00053252+0.00276062j -0.00304877+0.00153308j -0.00666638-0.00169037j -0.00222649+0.0013287j 0.00925894+0.00042122j 0.003712-0.00689341j 0.000630086+0.00634875j 0.00129607-0.000820911j 0.0066001-0.00374514j -0.000654231+0.00652906j -0.00263221-0.00583268j -0.00248276+0.000786391j -0.000431766-0.00299934j -0.000931054+0.00189422j 0.0014436+0.00142085j 0.00351501-0.000134475j 0.000315269-0.000835428j -0.000595422-0.00097678j -0.000367732+0.000108065j -0.000199318-0.00145659j -0.000797693+0.000189145j 0.000892512+0.00119759j 
