-0.0660802-0.0510563j -0.0618746+0.0721768j -0.013956+0.14376j -0.116894-0.046763j 0.0650266-0.0436856j 0.0168815+0.00249965j -0.0168828-0.0645164j -0.174217-0.0195394j -0.0543033-0.0578146j -0.0518399+0.11383j -0.024479-0.129505j 0.0453745-0.0332118j 0.0781679-0.0488559j -0.0306933-0.0168844j 0.0631107-0.00799214j 0.0907029-0.0123663j 0.00839901+0.0377013j 0.0664225-0.0319326j -0.0302487+0.0445982j -0.066384+0.0135767j -0.059023-0.0048433j 0.0323897-0.0362599j 0.0266836+0.00838023j 0.00407816-0.0846734j 0.027147+0.00245831j 0.0232832+0.0353005j -0.00663831+0.0211907j 0.00328956+0.0402933j -0.0192123+0.0587116j 0.00429818+0.0346356j -0.0276415-0.0421759j -0.00559265-0.0211304j -0.0251764-0.0354992j 0.0324589-0.0539876j -0.0115132-0.0223433j -0.0833242-0.00321256j 0.0262616+0.0307342j 0.0216036+0.00723007j 0.0654774+0.0677713j -0.0195889+0.063501j 0.00806968-0.0186668j -0.0189437-0.0179102j -0.0295485-0.0101835j -0.0204199-0.04623j 0.0111894-0.069364j -0.0152591-0.012419j 0.00326942+0.034712j 0.0381626+0.0287623j 0.0795294+0.0710173j 0.00978462-0.0295267j -0.0651366-0.0408321j 0.0843033-0.0715599j 0.112293+0.0367985j 0.04349-0.128801j 0.133201-0.00403998j 0.00590534+0.132679j 
-0.0023374+0.000685887j 0.00382234+0.00212944j 0.00263628+0.0127265j 0.00231673+0.000594673j -0.0016687-0.00737169j 0.00741411+0.00995694j -0.0170183+0.00647666j -0.00308768-0.0104129j -0.00784497-0.0075848j 0.0031517-0.00526921j 8.7969e-05-0.0011912j 9.72931e-05-0.00400261j -0.00309457-0.00708736j -0.000402436-0.000609059j 0.00199437-0.00737314j -0.00501339-0.00486461j 0.0194251-0.00457116j -0.00932055+0.00274138j 0.00906572-0.00475123j -0.00797938-0.0159865j -8.19616e-06-0.0055718j -0.0023309-0.0099846j 0.00549416-0.00114697j 0.00524399+0.00805139j 0.000597189-0.0103077j 0.0029507-0.00174453j 0.000391781-0.00497548j 0.00389699+0.0051263j 0.00598299-0.00165809j 0.00429809-0.00422486j 0.00619872-0.00792179j 0.00576011-0.0108281j -0.00721591-0.00114026j -0.00470758-0.0017723j -0.00075615-0.000801715j -0.00847901-0.000433079j -0.000594353-0.00342773j -0.00421991+0.0120087j -0.00744002+0.000147776j 0.00595776-0.0052471j -6.93151e-05-0.0012368j -4.40836e-05+0.00129187j 0.00521997+0.00564448j 0.00575573+0.00393896j -0.00157093-0.00302642j -0.00354691+0.00234058j -0.00044867-0.00296132j -0.00504652-0.003356j -0.00209546+0.00117129j 0.00307756-0.000669747j -0.000805366+0.00324424j 0.00130607-0.000884639j 0.000290353-0.000892326j -0.00212268+0.00348236j 0.000924087-0.00116619j 0.00505378+0.00141255j 
-0.000135819+0.00109121j 0.0011174+0.00135225j -0.00145125+0.00422959j 0.00129073+0.00122216j 0.00208657-0.0015052j 0.00101141+0.00182784j -0.00523448+0.000122297j -0.00323342-0.0029372j 0.000404752-0.0037406j 0.000184595-0.00129334j -0.0005034-0.000881098j 0.00198257-0.00228339j 0.000492559-0.00393093j 0.00269186-0.00200999j 0.00519337+0.00134649j 0.00178355+0.00263202j 0.00216619+0.00262033j -0.00275492-0.00208381j 0.00313234-0.00420181j 0.00187142-0.0038823j 0.00397825+0.0058692j -0.00203005-0.000872347j 0.00260983-0.00157517j -0.00163038+0.00625531j -0.000153045+0.00153667j 0.000951287+0.00161032j 0.000420321-0.00471639j 6.7692e-05-0.00294153j -0.00156676-0.00258361j 0.00178501+0.000614114j -0.00571563-0.00353406j 0.00386577-0.0072456j -0.00449086+0.00109283j -0.00421044+0.00189803j 0.00728698+0.0018656j 0.00358234-0.0019217j -0.00307604+0.00252092j -0.00186056-0.00658378j 0.00857355+0.00163076j 0.00221003+0.000610518j -0.0040639+0.00450598j -0.00561229+0.00269553j 0.00320414-0.00104849j 0.00247212-0.0016405j -0.000750372-0.00248202j -0.00324241+0.000304328j -0.00124839-0.00257862j -0.000645932+0.000581743j 9.38495e-05-0.000586362j -0.00139502+0.00193423j 0.0013146+0.00334611j 0.00279443+0.00144073j 0.000457622-0.000462146j -0.00150657+0.0026014j 0.00109338-0.00110197j 0.00374533-0.00046326j 
0.000575038+0.000858753j -0.00168251+8.33433e-05j -0.00287513-0.00440527j -0.00108255+0.00279456j 0.00081981+0.00359297j -0.000468397-0.00251646j 0.00505084-0.00125015j -0.00186646+0.00523974j 0.0014172+0.0024805j -0.00140946+0.00186716j -0.000302727-0.000297733j 0.000579576+0.000341371j 0.000389677+0.00461615j 0.000534054-0.000259736j -0.00300648+0.00524623j 0.00343527+0.00226555j -0.00529273+0.00250911j 0.00288337-0.00415728j -0.00380877+0.00601093j 0.00223622+0.00395181j -0.00369406+0.00292982j 0.00230111+0.00232036j 0.0010843-0.00194622j -0.0042862-0.00299803j -0.00232649+0.00429107j 0.00336291+0.00445473j -0.0053317+0.00201287j -0.00229531+0.0053914j 0.00429699-0.0025088j -0.00208433-0.0058088j 0.000151133-0.00695507j 0.00521676+0.00465558j 0.00939746+0.00402952j 0.0047174+0.00160934j 0.00348319+0.00515033j 0.000660704+0.00151311j -0.00048263+0.000624691j 0.00780927+0.00162365j 0.0028081+0.000313253j -0.00588864+0.000658294j -0.00351189+0.00465152j -0.000200226+0.00129267j -0.00271273-0.00151636j -0.00127752+0.00110123j -0.00476388+0.00032402j -0.00276208-0.000577474j 0.000492908+0.00188572j -9.13537e-05+0.00432622j 0.00136796-0.0041245j 0.00415888-0.00097454j 0.00115359-0.00482799j -0.000695655-0.000817207j -0.000420576+0.00110989j 0.00205077-0.00366492j -0.0010592+0.000654562j -0.00103263+0.0016066j 
-2.96159e-05-0.00126284j -0.00122038+0.000777361j 0.00189898+0.00235968j 0.000265161-0.00207095j 0.000264733-0.00232961j -0.00168644+0.0010693j 0.00322212-0.00153485j 0.00204811+0.00120538j 0.00161009+0.000688533j 0.000251695+0.00226374j 0.00102604+0.00291291j 0.00412564+0.00317911j 0.00366718-0.000293758j 0.000935019-0.000406214j 0.00253077+0.000318225j 0.000370095+0.000666829j -0.00211048+0.00486396j -0.00448076+0.0013772j 0.00313344-0.00292789j 0.00146943+0.00242569j 0.00236071+0.00119014j -0.00114445+0.00150107j -0.00384976-0.00154683j 0.000166845+0.000875353j -0.000931986-0.00188432j 0.00404213-0.000136079j -0.00140359+0.00405026j -4.49171e-05+0.000775437j -0.00037355+0.00235489j 0.0032428+0.00198003j -0.00312939-2.52028e-05j -0.00426491-0.0043852j 0.000398841-0.00183414j 0.00125142-0.00135244j 0.00188563-0.0041122j 0.00139836-0.00483897j 0.00141092-9.00406e-05j -0.00188694-0.00151049j -0.00158435+0.00186092j 0.000721748+0.00203764j 0.00403566-0.00173614j -0.00180782+0.0029814j -0.00111186+0.0020594j 0.00221535-0.00403436j 0.00033751+0.00397444j 0.00299338+0.00159557j 0.00180328+7.46483e-05j 0.00163611-0.000272377j -0.00330104+0.00247926j -0.0044258-0.000937094j -0.00179577+0.00169877j 0.00181451+0.00236886j -8.01254e-05-0.00175376j -0.000624628+0.000481297j 0.00198307+0.000952854j 5.8069e-05-0.000692509j 
-5.61085e-05-0.00111301j -0.00156657+6.47212e-06j 0.000738433+0.00264314j 0.000679579+0.000221396j 0.000653775-0.00259814j -0.000519219+0.00163541j -1.2408e-05-0.0053887j 0.000920113+0.0012087j -0.000200852+0.00171061j -0.000863119+0.00305222j -0.00246725-0.00355867j -0.0017892+0.00218149j 0.0027069+0.00330062j -0.000937644-0.00487962j -0.00226054-0.00778265j 0.000670422+0.00231742j -0.00357478-2.77356e-05j -0.00351585-0.000940477j -0.00183805-0.00567301j 0.000246612+0.000925108j 0.00914657+0.00386238j -0.000775054-0.00190557j 0.00574173-0.000422159j 0.000165148+0.0026261j -0.00592099+0.00120827j 0.00118586-0.00297269j 0.00369234-0.00391386j 0.00133281-0.00808134j -0.00665108+0.00128653j -0.00119054+0.000232907j -0.000731097-0.00134759j -0.000777344+0.000771764j -0.000419464-0.00503034j 0.00337794-0.00197315j -0.00110691-0.00286305j -0.0069124-0.00232515j -0.00268394-0.00149878j -0.00180967+0.000806818j 0.00316641+0.0022766j 0.00305474-0.0083254j 0.00354678+0.00158801j 0.00050105-0.00054938j 0.00191475-0.00316256j -0.000370197+0.000990458j -0.00422171+0.000406406j 0.000975696+0.00480834j 0.000438019+0.00158726j 0.00193082+0.0026226j -0.00142097+0.00211543j -0.000976751-0.00387535j -0.00209893+0.000226376j 0.00129833+0.000417868j -0.00015589-0.000820185j -0.000404699-0.000452472j 0.000237776+0.00105541j 0.000849636+0.000859142j 
-0.00015544-0.00187636j -0.000520777-3.20299e-05j 0.00329813+0.00296132j 0.000584872-0.00325876j -0.000758472-0.00301568j -0.00189367+0.00121359j 0.00173884-0.00300974j 0.00363173+6.75964e-05j 0.000659361+0.000298152j -0.0015624+0.00332846j 0.00255038+0.00295289j 0.00358392+4.8004e-05j 0.00208246+0.00154882j 0.000841245+0.000217361j 0.00209517+0.00152479j -0.00267559+0.00136161j 0.00551243+0.00307487j -0.0037917+0.00470199j 0.00251275+0.00539632j -0.00239691-0.000957512j -0.0019865-0.00128558j -0.000652072-0.000260375j -0.00573474-0.0106656j -0.00180919+0.00199568j 0.00135217+5.50309e-05j 0.00916397-0.00236647j -0.00232416+0.00221766j 0.00366932+0.00844417j 0.00612515-0.00292738j -0.00286745-0.00730261j -0.0021096-0.00365994j -0.0011669-0.00390697j 0.00795593-0.000494146j 0.00203291+0.000766423j 0.000102624+0.000552291j -0.000642315-0.00230785j 0.00453357-0.000782062j 0.00496559+0.00466961j -0.00686306-0.00200751j -0.00323335+0.000723755j 0.00364668-0.00161274j 0.000863023+0.00101126j -0.00545675+0.00389109j 0.0077007-0.00203437j -0.000104167+0.00339939j -0.000390112+0.00100261j 0.000478119-0.00105343j -0.000594006-0.000304718j -0.00295731+0.00243945j -0.00544285-0.000339876j -0.00208849+0.00355983j 0.000122326+0.00167629j 0.00186845-0.00213097j -0.00279952+0.000863529j 0.00285929+0.000428023j 0.000410666-0.00122602j 
0.000339718-0.000139207j -0.00100828+0.000944064j -0.00133028-0.00150592j 0.00102499+0.000891246j 6.21904e-05+0.00305087j 0.00195735-0.00365812j 0.00588817+0.000395152j 0.000262203+0.00494551j 0.000548478+0.00377445j -0.000438126+0.000589182j 0.00311641-0.00122001j 0.00226487-0.000153238j -0.000109362-0.0025078j 0.00292582+0.000911168j 0.00123298+0.00349262j 0.000325858+0.00148783j -0.00773954+0.00332639j -0.00121269-0.00242403j -0.00246963-0.00557355j 0.00339616+0.00554424j -0.00276182+0.0071165j 0.00131575+0.00314398j 0.00226026+0.0034018j 0.000701616-0.00278881j -0.00355415+0.00257212j -0.000304128+0.00302731j -0.00525185+0.00173856j -0.00768445-0.00307793j -0.00239597+0.00309941j 0.00445208+0.00546564j -0.00311611-0.00722091j 0.000471819-0.000175117j -0.0015487-0.0033062j 0.000763846-0.00158536j 0.00333566-0.00220588j 0.00186174+0.00134464j -0.00465357-0.000960104j -0.00193614-0.000819722j 0.00741605+0.0028258j 0.00151623+0.00233004j 0.001249+0.00258351j 0.000758775-0.0011613j 0.00405463-0.000160617j -0.00471842+0.000358594j -0.00245668-0.000993769j 0.000597307-0.00114833j 0.000126964-0.000696746j 0.00164078+0.00523697j -0.000458933-0.00108796j 0.00273126-0.00300429j 0.00060122-0.00572779j 0.000183757-0.00251235j -0.000490809+0.00215349j 0.00186405-0.00301044j 0.000236225+0.0010882j -0.000661736+0.000969706j 
0.000414285+0.000379994j -0.00052461+0.00234658j -0.00184359-0.000441232j 0.00298948+0.00233362j 0.0019585+0.00190474j -0.000351256-3.94368e-05j 0.00337876+0.00224237j -0.000479552+0.00347558j 0.00351834+6.53188e-06j 0.00133415-0.00065057j -0.00433817+0.00410013j 0.00253853+0.00679891j 0.00566261+0.00581415j 0.00171604+0.00170172j -0.00431779+0.000140419j 0.00978134+0.00034497j -0.00938768+0.00525284j 0.000721318+0.00208155j 0.00347965-0.000700336j 0.00422168+0.000770904j 0.00560215-0.00229947j 0.00200484+0.00395761j -0.00735238+0.000597473j -0.00435338+0.000612647j -0.0031539-0.0016005j 0.00329901+0.0023059j 0.00296893+0.0046741j 0.0025022-0.000432729j 0.00199702+0.00570085j 0.00104726+0.0016872j -0.000210493+0.000429357j -0.00553149+0.0018271j -0.00447031+0.00835307j 0.000294174-0.000464957j 0.00923404-0.00258518j -0.00141678-0.00174266j 0.000805763+0.00296112j 0.00553434-0.00558904j 0.00167622+0.0016622j -0.00458643+0.0022912j 0.00437387-0.00213047j -0.00168414+0.0019233j -0.000972392+0.00294764j -0.00344358-0.00623656j 0.00185093+0.00463627j 0.00883603-0.00149084j 0.00304366+0.00345481j 0.00133937-0.0018808j -0.00374302+0.00049795j -0.00100856+0.00209602j -0.00396174+6.73769e-05j 0.00104514-0.00118811j -0.00139378+0.000592757j -0.000280227+0.0012831j 0.00097656+0.000695162j 0.00122523-0.0012141j 
0.000477458-0.000458594j -0.000355861+0.000826318j -0.00102803+0.00206002j 0.00109031+4.10148e-05j 0.000703332-0.000400332j 0.00198333-0.000196239j 0.00047328-0.000831693j -0.00143375+0.000115678j -0.000971401+0.000827014j -0.00132823+0.0015304j -0.000387361-0.00265992j -0.00140504-0.00107002j -0.00309556+0.00271945j -0.000242892-0.00388589j 0.00097651-0.00104946j -8.69847e-05+0.0039771j -0.0021241+0.00209696j -0.0035575-0.00120804j -0.00039855+0.000170712j 0.00150691+0.000671709j 0.00435044+0.00637445j -0.000279576+0.00131282j 0.0015859-0.00164298j -0.00415125-0.0010572j -0.000601612+0.0020935j 0.00554188-0.00138402j 0.002932-0.00592334j -0.000441315+0.000891112j -0.00259266+0.000626173j 0.000897201-0.00132477j -0.00177774-0.00274631j 0.000970408-0.00144054j 0.00366712-0.0057637j 0.0031764-0.00082588j 0.000996815-0.0030322j -0.000905032+0.000642219j -0.001808-0.000430152j 0.0021369+0.000762464j 0.00213902-0.0020481j -0.00011148+0.000107427j 0.000373376+0.00224427j 0.000674775-0.00145103j -6.99629e-05-0.00333127j 0.00198612-0.00215905j -0.00515953-0.000151306j -0.00107001+0.00392677j -0.00216888+0.000694447j 0.001952+0.00470829j -0.000944269-0.000424703j -0.000514008-0.00105856j -0.00145991-0.000227395j 0.000205945+0.00105253j 0.000330563+0.000591074j 0.000176329+0.000374046j 0.000685316+0.000537098j 0.000610925+2.61004e-05j 
0.000299082-8.92652e-05j 0.000987469+0.00182034j 0.000846766+0.0051072j 0.00225331+0.0016034j -0.000832026-0.00243973j 6.96867e-05+0.00066217j 5.64746e-05-0.00150181j 0.00183713+0.00127812j -0.0024821+0.000257585j 0.00133401+0.00245645j 0.00147484+0.00210869j 0.00674957+0.00101637j 0.00725443-0.00390878j 0.00339939-0.00227857j 0.00254931+0.00191917j -0.00102188-0.00156405j 0.00255812+0.00732061j -0.00444664-0.0020644j 0.00535358-0.00623404j 0.0013784-0.00029302j -0.00128216+0.00351185j -0.000443762+0.000113375j 0.000917345-0.00179487j 0.00208518+0.00325044j -0.0038809-0.00121014j 0.00275191+0.004247j -0.0055702+0.00261629j -9.69851e-05-0.00116469j 0.00392077-0.000259117j 0.00333754-0.0010034j 0.000177815-0.00931156j 0.00158547-0.00377208j 0.00144413+0.000208798j -0.00218243-0.0001739j 0.00296021+0.000988276j 0.0012454-0.00368589j 0.00123368+0.000174094j -0.00494116+0.00156522j 0.000824262+0.00466287j -0.000326335-0.000612579j 0.000300861+0.00128474j -0.00336719+0.00304152j 0.00133164+0.00239043j 0.000276825+0.000171179j -0.000851075+0.00100906j -0.000979657+0.00163747j 0.0020847-0.00118588j -0.000384146-0.000803319j -0.00176772+0.000812032j 0.000188479-0.00258614j 1.86777e-05+0.000285108j 0.00101592+0.00124534j 8.01524e-05-0.000101129j -0.00111001+0.000584026j 0.000608289+0.00055503j 0.00197518-4.67417e-05j 
-0.000632007-0.000258732j 0.000147021-0.000475981j 0.0010838-0.000654816j -0.000227965-0.0017458j -0.00026513-0.000278011j 0.00181632-7.6645e-05j -0.000916663+0.00115735j -0.000871277-0.000981395j 0.00104085-0.00137636j -0.000970721-0.000625595j -4.12089e-05+0.00101835j -0.00123904+0.000134326j -0.00144934+0.000771472j -0.000925476+0.000650193j 0.000617908-0.00141132j -0.000195529-0.00276602j 0.0016699-0.00235619j 0.000864278+0.00177618j 0.000822449+0.00230181j -0.00190048-0.000577798j -0.00281486-0.00290947j -0.000232591-0.0027577j -0.00180836+0.000828341j 0.000835755+3.1252e-05j 0.00256241-0.00107726j -0.00334597+0.000596217j 0.000251382+0.00117097j 0.00011366+0.000348343j -0.00158913-0.00025739j -0.00113794+0.000379318j 0.000323382+0.00492016j -0.000679526+0.000925596j -0.00118099-0.000344553j -4.27673e-06-0.000516619j -0.00196683-0.000661175j 0.00141474+0.00101574j 0.000185544+0.000726492j -0.00210126-0.000104336j -0.00191748-0.000707344j 0.00142334+0.000902309j -0.000224105-0.00132718j -0.000412831-0.000390508j 0.000160262-0.000340506j -0.000317113+0.0010298j 0.00167503-3.79711e-05j 0.000916689-0.000693995j -0.00042636-0.000173574j 9.37624e-05-0.0029706j 0.000559055+0.000734353j -0.000448277+0.000928941j 0.00111698-0.000762491j 0.000291275-0.000332164j -0.000750096-0.000818221j 7.4039e-05+0.000301594j 0.000181441-0.000470429j -0.000456248+0.00046654j 
-0.00162522-0.00392761j 0.00107183+0.000520958j 0.00589507+0.00177445j 0.00524682-0.00509206j -0.0008383+0.00215557j -0.0002606-0.0041053j 0.00569657-0.0029037j 0.00287013+0.00184018j 0.00157643+0.00628927j -0.000802361-0.000469955j 0.00390881+0.000568878j 0.0065654-0.00421001j -0.000897427-0.00583173j 0.0033121-0.000552406j 0.00478089+0.000787523j -0.0050454+0.00315929j 0.000122971+0.00546171j -0.0005491+0.0062663j -0.000486245-0.00565356j -0.000218442+0.00457394j -0.00315367+0.00669895j -0.00295551+0.00322748j -0.00160984-0.00354524j 0.00493598+0.00229509j -0.0017757+0.000920205j -0.00235912-0.00240089j 0.00144723+0.00396454j -0.00390365-0.00304629j 0.000522232-0.00151506j 0.000426926+0.00600516j -0.0047918-0.00303308j -0.00263934-0.00144575j -0.00205535-0.0107887j -0.000925436-0.00066694j -0.00305277-0.00161424j 0.00339089+0.00222445j -0.000255821-0.00170674j -0.00327217+0.00205966j 0.00165658+0.000662673j -0.00121545+0.00252913j 0.00459123-0.00206253j 0.00417895-0.000544688j 0.000189944+0.00315372j 0.0038232-3.17178e-05j -0.00168194+0.000107216j 0.00220455-0.00528023j -0.000433301-0.00213012j -0.00151608+0.0018465j -0.00355061+0.00215245j -0.00341718-0.00254535j -0.000214502-3.24515e-05j 0.000857822-0.000148068j 0.00078608-0.00117197j -0.00199863+0.00368947j 0.00319097-1.94506e-05j 5.08505e-05-0.00265614j 
-0.00168342-0.000584999j -0.000220507-0.000101633j 0.00305909+0.0012232j -0.000810355-0.00227845j -0.00165507-0.000729009j 0.000822056-0.00068021j 0.000660817-0.00140708j 0.00056004-2.27515e-05j -0.000754448-0.000164391j 0.00090578+0.00116697j 0.00316161+0.00398265j 0.00580633+0.00266524j 0.00821793-0.00460912j 0.000697637+0.000373637j 0.00189459+0.00291096j -0.000452753-0.00401476j 0.000162434+0.00178237j -0.000495576-0.00232093j 0.00343017-0.00179297j -0.00136808+0.000245597j -0.00645622-0.00335351j 0.0015875-0.00112835j 0.00206437+0.00115379j 0.00431938-2.82234e-05j -0.00293594-0.00214885j -0.00516934+0.00427304j -0.00824605+0.00687516j -0.00134-0.000969833j 0.00229906-0.000319406j 0.00142048-0.000206748j 6.18905e-05-0.00222735j 0.00137316-0.00243397j -0.00182224+0.00245465j -0.00157041+0.000744384j 0.000597727+0.000125822j 0.000578826-0.00167146j 0.0012017-0.00121026j -0.00682527-0.00173878j 0.000678282+0.00443407j 0.00234922+0.00184938j 0.00021474+0.00126051j -0.00233943+0.00484054j 0.002101+0.00439884j -0.00365523+0.00292987j 0.00111419+0.000471794j 0.00173913-0.00170912j 0.00065195+0.000488871j -0.000160383-0.00455258j 0.000826178+0.00171546j 0.00152169-0.00121053j 0.000180098-0.00197326j -7.606e-05-0.000340653j -0.000180143-0.000854655j 0.000519413-0.00105857j 0.000558328+0.000183506j 0.000200424+0.00176325j 
0.00955134+0.00402129j 0.00547914+0.00730118j -0.0142813+0.00505529j 0.0090491+0.0150614j 0.00284046+0.000696182j 0.00457625+0.000822434j -0.00398267+0.00686816j 0.000298873-0.00170897j -0.00726892-0.00247357j -0.00021312-0.00152454j -0.00440873-0.00122485j 0.00330071+0.00196586j -0.00347821-0.00421788j -0.000792757-0.00374125j -0.00350873+8.9408e-05j -0.00420536-0.0069154j 0.0108369+0.000728905j -0.0059743-0.00127609j 0.000247417-0.00688137j 0.00117166-0.00369631j 0.000286883+0.0103191j 0.00525721-0.00262032j -0.00503452+0.0007517j -0.000653077+0.00219509j 0.0118423-0.00344536j 0.00294904+0.00251036j 0.00187622+0.00755907j 0.0033343+0.00279311j 0.00873246+0.000446596j 0.00144854+0.00136447j -0.000620013-0.00447098j -0.00590726-0.00381619j -0.00165014+0.000437232j -0.00448133-0.00267184j -0.00214662-0.00449892j 0.00461628+0.00136307j 0.00139057+5.4836e-06j 0.000948198+0.00387114j -0.00361964-0.000974806j -0.0067443-0.00344156j 0.00459018-0.00168952j -5.1594e-05-0.00377363j 0.00190678+0.00287734j -0.000976339+0.00186837j 0.00371645-0.00133879j 0.00158398-0.00104183j -0.00281149-0.0026677j -0.00031881-0.00475572j 0.00675349-0.00350311j 0.000367107-0.00154867j 0.00105539+0.00124089j -0.00158786-0.000690559j 0.00061391+0.00341492j -0.00201474+0.000168521j -0.000179602-0.000235356j 0.000934909-0.00162868j 
0.0111258+0.00915782j -0.00157471+0.00291379j -0.0192884-0.00691041j -0.00531663+0.0181725j 0.0040546-0.000235048j -0.00128775+0.00286955j -0.00798713+0.00771312j -0.00147851+0.000226731j -0.00427452-0.0115697j -0.00085928-0.000867853j -0.00461326-0.00526955j -0.00586158+0.00234989j -0.00236058-0.00386924j -0.00296468-0.00195767j -0.00797819+0.000496428j 0.00243554-0.00866362j 0.00646815-0.00659601j -0.00491874-0.011596j -0.00469767-0.0068348j 0.00115202-0.00456268j 0.00941663+0.00510384j 0.000719918-0.0032473j 0.00422157+0.0116687j -0.000766312+0.00342238j 0.00980375-0.0019782j 0.00559233+0.00337753j 0.00360001-2.16008e-07j 0.00657033-0.00404253j 0.00079298-0.00555536j 0.000623537+0.00508679j -0.00446188-0.00144051j -0.00287847+0.000848386j -0.00240751+0.000906161j -0.0008749-0.000171436j -0.000933449-0.00163195j 0.00155851-0.00131267j 0.00272252-0.000369385j 0.00073405-0.00564508j 0.00199522+0.000352393j -0.00180677-0.00423553j -0.000646305+0.000227657j -0.00392722-0.00111365j -0.00199531-0.000450115j -0.000392244-0.00184526j 0.00630101-0.00561494j 0.000406558+0.00351251j -0.00139318-0.000910362j 0.00341135-0.000658113j 0.00737722-0.00152519j 0.0010363+0.00130214j 0.00169239-0.00151523j 0.000858007+0.0015227j -0.000921633+0.00465395j 0.00136608-0.00436051j -0.00341992-0.000962271j -0.000117522-0.000182391j 
-0.000113513-0.000348443j 0.00466025+0.00313961j -0.0015922+0.00716704j 0.00727382+0.00311423j 0.00303203-0.00182643j 0.00154717+0.00328898j -0.00708113-0.00137613j -0.000130089-0.00343914j -0.000857861-0.000187241j 0.00428313-0.000990043j -0.00128072+0.00148872j -0.00111742-0.000869826j 0.000420831-0.000259771j -0.00445983-0.00592731j 0.00310904+0.000798064j -0.0018153+0.00270584j 0.00206725+0.00399604j 0.00365458-0.00160042j 0.00515562+0.00113828j 0.000288857-0.00171989j 0.000878478+0.00708091j 0.00139284-0.00445146j -0.00585574-0.00286746j -0.00201666-0.0019182j 0.0062767+0.00120846j -0.000508382+0.00292518j 0.00400591-0.00146336j 0.00340503-0.00111728j -7.21344e-05+0.00194683j -0.00175575-0.000472612j 0.000273816+0.00145545j 0.00184334+0.000616517j 0.00703307-0.00234107j -0.000378024-0.000944471j -0.00151218+0.00189982j 0.00524262-0.00064938j -0.000608788+0.00337549j -0.0012691-0.000611469j -0.00282217-0.00297072j -8.92544e-05-0.000374693j -0.00524889+0.00123598j -0.00142446+0.000842193j -0.00145147-0.00379472j 0.0018153-0.00233318j -0.00224732+0.00146626j -0.00293396+0.00238676j -0.00219856-0.00132054j -0.000794186+0.000597375j 0.000238799-0.00111558j -0.000875608-0.000714105j -0.000635268+0.00540932j 0.00247395+0.00240605j -0.00192679-0.000600147j 0.000650521+0.00131768j -0.00134549-0.000964762j 0.00182412+0.000593428j 
-0.00202986-0.00807587j 0.0114702+0.00777612j 0.00408164+0.0199516j 0.0185702+0.000518805j -0.00103717-0.000210276j 0.00604322-0.0091516j 0.00661129+0.00210581j -0.00474231+0.00221926j -0.00822754+0.0101817j 0.000962236+0.000308535j -0.00747333+0.000602813j 0.00759302-0.00353794j 0.00253746+0.000182057j -0.00206127-0.00559784j 0.00261611-0.00157736j 0.00247425+0.00578316j -0.00490869+0.00737121j 0.0115278+0.00758277j 0.00590402-0.00535736j -0.00136009+0.00300148j -0.00752747+0.0118478j 0.00736266+0.00434056j -0.0132808-0.0113065j -0.000511329-0.0086177j 0.00171265+0.00221206j -0.00979991-0.00150441j -0.00277863+0.00585631j 0.00023811-0.00273399j 0.00050204+0.0103403j -6.16688e-05-0.00142164j 0.00299612-0.00273931j -0.00281471-0.000820164j -0.00197229+0.00258989j -0.00626532-0.00220203j 0.00247103+0.000589522j 0.00440224+0.00537155j -0.00406966+0.005261j 0.00262661+0.00337725j 0.00180328+0.000556848j -0.00977235+0.00228064j -0.00349338-0.000745537j -0.000492242-0.00228741j 0.00670209-0.00331513j -0.0116031-0.000841566j -0.00283791+0.00135521j -0.00121445-0.00239757j 0.000185206+0.00164994j -0.00346826-0.000373249j 0.00520431-0.00678371j 0.00508187-0.00412836j 0.00143709+0.0025748j -0.00172469-0.00372357j 0.00321261+0.00370244j -0.00105674+0.000903259j 0.00127808+0.000603731j 0.000972022+0.00106581j 
0.00462655+0.0041085j -0.00508516-0.00230638j -0.00449129-0.0124938j -0.00540512+0.00113609j -0.000294728+0.00387213j 0.0020666+0.000261648j 0.00301719+0.00664661j -0.000122371+0.00219537j 0.00266831-0.0022246j -0.00217044-0.00288116j 0.00258739+0.00471594j 0.000666924+0.00155807j -0.00307755+0.00197291j 0.0016609+0.00558977j -0.00331895+0.00279811j -0.00236365-0.00589328j -8.61815e-05-0.00289281j -0.00521817-0.000330865j -0.00752367+0.000440755j 0.00322185+0.000721836j 0.000166295-0.00109339j -2.45488e-05+0.00124615j 0.00671368+0.00482283j -0.00059982+0.00167855j -7.75851e-06-0.000524817j 0.00301533+0.000596038j 0.00015459+0.00259212j -0.00392478+0.00179075j 0.00214445-0.00436767j 0.00164067+0.00247446j -0.00336213-0.000261801j -0.00276914+0.000642395j -0.000464523+5.19211e-05j 0.00119208+0.00147503j -0.000673586-0.00266407j 0.00310884+0.00151564j 0.000850738-0.00199766j 0.00144698-0.000341869j 0.00173904-0.000308265j 0.00058878+0.000782942j 0.00784623-0.00140347j 0.00158212-0.00253964j -0.000594581+0.00205006j 0.00268965+0.00135045j 0.00389366-0.000534146j 0.0049983-0.00428734j -0.00294938-0.000918498j 0.00110256-0.00243563j 0.000244952-0.000157537j -0.00214021+0.00340348j 0.000768983-0.00280488j -0.00112684-0.000157736j -0.00114648-0.000518162j 0.00038151-0.000551467j 0.000485325+0.0010042j -0.00193922-0.00308074j 
