-0.131066+0.142641j -0.147908-0.144408j -0.141125+0.179992j 0.187139+0.0568193j 0.0923991-0.0637281j 0.0620521+0.170897j 0.0143147-0.252556j -0.200209-0.0406304j 0.0360874+0.145877j 0.0340913+0.0789713j -0.0501805+0.0736164j -0.141918+0.0448186j -0.0729201+0.0568411j 0.064865-0.125913j -0.0636084-0.0396581j -0.120378-0.093895j 0.178815-0.0250016j -0.21961+0.0980193j -0.0569061+0.0907674j -0.0248881-0.0154816j -0.0944349+0.00637665j -0.0726223-0.0519419j 0.105986+0.165179j 0.00646872+0.00075163j -0.0258578-0.156816j 0.149418+0.0204173j 0.12317+0.0714643j -0.0345554+0.125579j 0.0531705+0.165734j -0.0933094+0.0241587j 0.206731+0.102086j -0.0928556+0.21089j -0.211523+0.127832j 0.128599+0.191544j 0.0255518+0.074482j -0.0563426+0.0315024j -0.0597186-0.000766493j -0.026376+0.0844468j 0.0462625-0.0388601j -0.0281221-0.0243649j -0.0164583-0.0144722j 0.0226539+0.0187826j -0.0369322-0.022014j 0.050702-0.00358244j 0.022798+0.020725j 0.0166408-0.00910737j -0.00308626+0.03438j 0.0178051+0.0536256j -0.00705429-0.000646019j 0.0129365-0.0192315j -0.0454408-0.0063341j -0.0171269+0.046594j -0.0303639-0.0119221j 0.0252997-0.0101185j 0.0049404+0.0215582j 0.00237661-0.00427848j 0.0122805-0.0204041j -0.0219538+0.022083j 0.0103964+0.0384173j 0.00439918+0.0147692j -0.0160019-0.00761885j 0.0373722-0.0163222j 0.00369192-0.0177921j 0.00197007+0.0171177j -0.0118776-0.0168156j -0.0061196+0.0297486j -0.0373526+0.00144636j -0.00837578+0.00050996j -0.0312737+0.00659219j -0.00725381-0.0326453j -0.0769516+0.0125854j 0.0113698+0.0761204j 
-0.00210518+0.000255411j 0.00194058+0.00232738j -0.00237406+0.00132111j 0.00079197+0.00124517j -0.00189882+0.00170845j 0.00090208+0.00299378j -0.00209844+0.00293632j -0.00222591-0.00012336j -0.00127443+0.00169151j -6.78193e-05-0.00361824j -0.00126339+0.000489755j -0.00512638+0.00565206j 0.00489022+5.96066e-05j -0.000650065+0.00432147j -0.00126266+0.00617835j 0.00264472-0.00100657j 0.00810047+0.00503841j -0.000524794-0.00255721j 0.00141153+0.00130027j 0.00136496-0.000871697j 0.00302561-0.00484565j -0.000161623+0.00217103j 0.00102993-0.000287636j -0.00195405+0.00172036j -0.00213335+0.000811586j 0.00117571-0.00288186j 0.0014161+0.00194788j -0.00174683+0.00118626j 0.00192688+0.000332147j 0.000191479-0.000843557j -0.000411131+0.00149699j 6.44002e-06+0.000890302j 0.00287498+0.000452027j -0.00145352+0.000972966j 0.00222523-0.00334323j 0.000614412+0.00478672j -0.00510684+0.00479575j -0.00555167+0.00146208j -0.00463236-0.000924632j 0.00216078-0.00358541j -0.00113682+0.00675693j -0.00770404+0.00105511j -0.00380489-0.00449685j -0.00222917+0.000624276j 0.000164573-0.00396529j -3.33657e-05-0.00113321j 0.00470862+0.00557596j 0.000998999+0.000163104j -0.00661092+0.00279946j -0.000437716+0.000705301j -0.00286018+0.0048301j -0.00357134+0.00314988j 0.0025097+0.00295374j 0.00141811+0.000254553j -0.00363168-0.00363821j 0.00126446-0.00303365j 0.00255411+0.00262413j -0.00236664+0.00175891j -0.000210725+0.00146091j -0.00446174-0.00111972j -0.00498534-0.00275j 0.000996139-0.00178206j 0.000796231+0.00158773j -0.00233657-0.00160291j 0.000118213-0.0037224j 0.00292197-0.000153668j 0.002476+0.00136956j -0.00029561+0.00268731j -0.000230065+0.00135997j -9.36533e-05+0.000415838j -5.61329e-05-0.000620666j 0.000524418-0.000896751j 
-0.00181849+0.00203134j -2.69542e-05+0.000394171j -0.00246912+0.00157036j 0.00165833-0.00144514j -0.00189787+0.00158609j 0.00250518+0.000568314j -0.00082776-0.00022493j -0.000586338-0.000447516j -0.00343845-0.00178085j 0.00247631+0.000625307j -0.00491878-0.00155694j -0.000321761-0.00621332j -0.0014256-0.0016325j -0.00179521+0.00228926j 0.00294845-0.00560354j -0.00182639-0.0010339j 6.42635e-05-0.00802527j 0.00254668+0.00224985j -0.00352584-0.00724832j -0.000427655+0.00316032j 0.00140779-0.00387916j -0.00072045+0.00180958j -0.00363702+0.00201104j -0.0016181-0.00255721j -0.00495531-0.00530326j -0.000910073-0.00424583j -0.000151796+4.20648e-05j -0.000536597-0.000670673j 0.000455607+0.000600777j 0.00202435+0.00153747j -0.00022511-0.000334347j -0.00170313+0.000492337j 0.000872903-0.00311034j 0.000348545+0.000264217j 0.000889295-0.00216454j -0.0022928-0.00341091j 0.00089584-8.3644e-05j 0.00591599+0.00278485j -0.000799608-0.00180122j 0.00146476+1.0315e-06j -0.000765443+0.000509572j -0.00640911+0.00292787j -0.00133188-0.00044643j -0.00205949+0.000506134j 0.00150005+0.000435776j 0.00168811-0.000613005j -0.00131567+0.000154254j 0.00387601+0.0035473j 0.000913797+0.00143482j -0.000475989-0.00336364j -0.000535639-0.000706918j -0.000344065-0.00127138j 0.000432531-0.0051649j -0.00181366-0.000125079j 0.00128412-0.00121336j -0.00290517-0.000468742j 0.000741476+0.00335039j -0.00259672-0.00186197j 0.00218085+0.00431736j 0.00148596+0.00132942j 0.00235429-0.00404857j -0.00166576-0.00253141j -0.00102845-0.000331616j -0.00110926-0.000947889j -0.00134826-0.00213387j 0.000903915+0.00064868j -0.000274188+0.00169215j -5.23685e-05-0.000139067j -6.34758e-05+0.000408887j -0.00043648+0.000140591j -0.0021848-9.12962e-05j -0.000904396+0.00103752j 
0.000382247+0.000774432j -0.000644637-0.000506357j 0.00037504-0.00045561j -0.00102841+0.000468341j -0.000149548+0.000799714j 0.000375946+0.00180287j -0.00205362-0.00351708j -0.00046121-0.00235523j 0.00131181-0.000304414j -0.00540517-0.0018771j 0.00248907-0.00384545j -0.00113919+0.0056871j 0.000459989-0.00446614j -0.00216704+8.68423e-05j 0.000960532+0.00680461j -0.00124239-0.000244006j 0.00354259+0.000682462j -0.00252555-0.000607723j -0.00692722+0.0036923j -0.00189469+0.0031461j 0.00275081-0.0034311j -0.000576671-0.00403609j -0.000865649-0.00381017j -0.000752369-0.000459096j -0.00030729-0.0022233j -0.00118303+0.00228502j 0.000685823+0.00242861j -0.000620197-0.00157609j 0.00148245+0.00216308j -0.00165294+0.00169065j 0.00529424-0.00384758j -0.000163137+0.0011655j -0.00241255-0.00107541j -0.00153059-0.000212267j -0.000240423-0.00261959j 0.00229927-0.00088377j 0.000496622-0.00348469j 0.00104361-0.00563908j 0.00541914+0.00184951j 0.00146407-0.00128576j -0.0033974-0.00252753j 0.0112666-0.00321843j 0.00160623+0.000980966j 0.010391-0.0014699j -0.00185839+0.000594445j -0.00315751-0.00356086j -0.000974638-0.00209394j -0.00230123+0.000507991j 0.0126452+0.00166654j 0.0033352+0.0053318j 0.00762061-0.00506383j 0.000680842+0.00519816j 0.0036326+0.00347018j -0.00172171-0.00417728j 0.00463797-0.00316359j -0.00521536+0.00143911j -0.00237073+0.000944999j 0.000412313+0.0138191j 6.12972e-05+0.00121355j 0.00647552+0.00162353j -0.00394067+0.00112119j -0.00412892+0.000216284j -0.00483881-0.0016917j 0.00243112+0.00167833j 0.00264029-0.00190526j 0.0051634+0.00458962j -0.00312138-0.00702954j -0.00121629-0.000727374j -0.000563308+0.000658111j 0.00352972+0.00273465j -0.00145367+0.00128273j -0.00133904-0.00257078j 
7.19838e-05-0.000673543j -0.00110988+0.00106935j 0.00156944-0.000417582j 0.00139164-0.000846462j 0.00211293+0.000242987j 0.00255521-5.78946e-05j 0.00237879+0.00301509j -0.00201199+0.00148707j 0.000141412+0.00277191j -0.00554739+0.00193744j 0.00234982-0.000108902j 0.0077469+0.00363442j 0.00319713+0.00183833j 0.00132853+0.000320969j 0.00312685+0.00491109j 0.00377694+8.53791e-05j -0.00670692-0.00450499j 0.00248404-0.00195389j -0.0020728-0.00145255j -0.00574128-0.00166481j 0.00248191-0.00591436j -0.000254713-0.00336046j -0.00275772-0.000619287j -0.00274403-0.001557j -0.00282431+0.000958754j 7.4517e-05-0.000120462j -0.00225277-0.00222653j -0.000141468+0.000748654j -0.00138678-0.00253203j -0.00123149-0.00331215j -0.00342766+0.00223393j 0.00121689-0.000857095j 0.00322811-0.0002373j -0.000413454+0.00307786j -0.000674087+0.000413558j 0.00531456+0.00109017j 0.000670376+0.000973168j -0.00512108+0.00145615j -0.000542834-0.000462748j 0.00245169+0.00297856j -0.00520262+0.000567461j 0.00489696-0.00886455j 0.00632115-0.0060151j 0.010685-0.00113668j -0.00138712+0.000265533j -0.000166784-0.0023149j 0.00221252+0.0102623j -0.00217369-2.78741e-05j 0.00284791+0.00258548j 0.00300642+0.00785834j -0.00173097+0.00284842j -0.00419141+0.00811035j -0.000332861+0.00268871j 0.00332787+0.000191486j 0.00209856-0.00366798j 0.00462306-0.00257842j 0.000484526+0.00138203j 0.00171488-0.00161248j -0.00999515+0.000644326j -0.00389385-0.00142573j -0.000334386+0.0047245j -0.00500145+0.00122645j 0.00296552-0.00367368j 0.00459104-0.00430763j -0.00172352-0.000214598j -0.00201167-0.0027368j -0.000914044+0.00488313j 0.00061775-0.00169971j 0.00115463+0.000469084j -0.00230283-0.000730063j 0.00149703-0.000790578j 0.00183047+0.000794744j 
0.000141127-0.00106496j -0.00171633-0.00189283j 0.000254362-0.000140215j 0.00251503+0.00106435j 5.59061e-05-0.000938697j 0.00191216-0.00174382j 0.00163924+9.51691e-05j -0.00143622+0.00179809j -0.000758242+0.00327592j -0.000108974-0.00142781j -0.000700803+0.00214285j 0.000927579-0.00122365j 0.000701535+0.00223028j -0.000732078+0.000526286j 0.00234994-0.00265678j 0.00163689+0.00201691j -0.00185715-0.00314546j 0.00116085+1.68601e-05j -0.00148979-0.00681172j 0.000780182+0.000443564j -0.000543135-0.00130506j -0.000652505-0.00035251j -0.0022026-0.00115833j -0.000456294-0.0013172j -0.003495-0.00423379j 0.000774747+0.00025039j 0.00037389+0.0026876j 0.000682097-0.00065107j -0.00147325-0.001998j -0.000845953+0.00187305j 0.0005399+0.000384619j -0.000365758-0.000589073j 0.00096262+0.00019791j -0.00135327+0.000770111j 0.00127121+0.000575728j 0.00279238-0.00302424j -0.00242869+0.000516608j -0.000180816+0.00130747j -0.00084829-0.000848741j 0.00514958-0.0050746j -0.00017988+0.00495215j -0.00208417-3.13455e-05j -0.000730776-0.000741162j 0.00531727-0.00433043j -0.00105535+0.00462964j 0.00256244-0.00653906j 0.00285114-0.00075641j 0.00505925-0.000303644j 0.00677689+0.00228718j -0.0027673-0.00607986j -0.00112418-0.00140738j -0.00498462+0.00189072j -0.00170278-0.00722858j -0.00204507+0.0018253j 0.00115413-0.00113255j -0.00736752-2.70684e-06j 0.00197562+0.00126876j -0.00411924-0.000826284j -0.00384939-0.00184778j 0.0064629+0.00229394j -0.00145074-0.00958483j 0.00308433-0.00407403j -0.00304592+0.00145588j -0.00421847-0.0050544j 0.0028248+0.00216013j -0.00124968-0.000286209j 0.00239614+0.00289998j 0.000653524-0.000499381j -0.000110834+0.00371986j -0.00165832-0.00286298j 0.000497327-0.000629672j 0.00108295+0.00095786j 
0.00286719+0.000120042j 0.00222397+0.00148891j 0.00070205-0.00273923j 0.00267095-0.000845873j -0.00197558+0.00183565j 0.000308703+0.00319218j -0.00532757-0.00293214j 0.0014877-0.00379273j -2.72713e-05-0.00644821j -0.000236396-0.000580659j -0.000441313-0.00287788j -0.00305446-0.00301412j -0.000830548-0.00144863j -6.26242e-05+0.00431179j -0.00317361-0.00221778j -0.00297953-0.00285007j 0.00256326-0.000571046j -0.000868495-0.000429035j -0.0016022+0.00050231j -0.000681331+0.000438998j 0.00169023-0.00104674j 0.000805364+0.00169517j 0.000697104+0.00240948j 0.000327789+0.000940525j 0.000973461+0.00237274j 0.000515147-0.00306057j 0.000874217-0.00357452j 0.000266087+0.00171107j 0.000811936+0.000244081j 0.000319955-0.00200198j 5.25938e-06+0.000448925j -0.000259928+0.000548048j 0.000662951+0.0044223j -0.00524579+0.00188295j 0.000410133-0.00372295j -0.00195531+0.00394814j -0.00728304-0.000389215j -0.00163533-0.00584211j -0.000479275+0.000307689j 0.00207834+0.000915689j -0.00355305+0.00184821j -0.00182-0.00381043j -0.00119567+0.0110694j 0.000444793+0.00603752j -0.00177574-0.00874503j -0.000691793+0.000873553j -0.00686623-0.00113229j -0.00540488+0.00646675j -0.000700174+0.00182357j 0.00591814-0.000128408j -0.000128791+0.00575289j 0.00485238+0.000550616j 0.00389637+0.00446621j 0.000777491+0.00520447j -0.00105131+0.00766801j 0.00309466-0.00232196j -0.00288152+0.00457271j 0.00440843+4.62748e-06j 0.00530393-0.00401402j 0.000477336+0.00502404j 0.00119012-0.0025312j 0.00562963+0.00235983j -0.00312402+0.00306691j 0.000960951+0.00035719j 0.00423196+0.00189514j 0.00214596+0.00511119j 0.000595282-0.00306361j 0.00257604+0.00335306j -0.000773422-0.00229635j -0.000131033-0.00102813j 0.00115678+0.000763454j 0.000651728-5.31256e-05j 
0.00297742+0.00351564j 0.00172155-0.00427978j 0.00183241+0.00469382j -0.0029528+0.00341958j 0.00124149-0.000139359j -0.0017532-0.00312622j 0.00104521-0.000482845j 0.000806351+0.00172184j -0.000751576-0.000228043j 0.00389584+0.00199864j -0.00167589+0.00371017j -0.0030249-0.00602869j -0.00139596-0.00104541j 0.000708208-0.00263895j 0.000575067-0.00105272j -0.00405562+0.00498365j 0.00662967+0.000990998j -0.000984826+0.00266041j -0.00582179-0.00283587j 0.0014878+0.00204576j -0.00248359+0.0033979j -0.00321075-0.00277554j -0.00509748-0.00786436j 0.00449155+0.00282644j -0.00121269-0.00334374j -0.000428985+0.0101393j 0.00339082+0.00329506j 0.00220897-0.000160537j 0.00148234-0.001785j 0.000322337-5.80923e-05j 8.26104e-05-0.000696204j 0.00123872+0.00108553j -0.00019975+2.09129e-05j -0.00136149-0.00250241j -0.00142266+0.000202898j 0.003015+0.00754493j -0.004963+0.00340798j -0.00480154+3.85637e-05j -0.000603273-0.000684331j -0.0055867+0.000968154j 0.00113647+0.00396056j 0.00567129-0.0021594j -0.00229791-0.00462475j -0.00455346-0.00544833j -0.00249761+0.00327641j 0.00353584+0.00344822j 0.0104741-0.00402982j -0.00352796-0.00390853j 0.00423649+0.00101676j 0.00552372+0.00238685j -0.00195966-0.0031844j 0.00176656+0.00579364j -0.00306673+0.00183804j 0.00175647-1.66008e-06j 0.000257968-9.14698e-05j -0.000231285-0.00210754j 0.000253841-0.00552589j -0.00126586+0.000806988j -0.000106723+0.00060218j 0.0010097+0.000149854j -0.000649454+0.00150373j 0.00258237+0.00249304j -0.000472141+0.000805906j -0.000923233-0.00228699j -0.000721999-0.00386882j 0.00391429-0.00335804j -0.00413431-0.00684042j -0.000509419+0.00320378j -6.69286e-07+0.00293204j 0.00487641+0.00341992j 0.000964959+0.00146101j -0.00224303-0.000924274j 
-0.00947684-0.0010456j -0.00448602+0.00389822j -0.00678581+0.0034279j -0.00526693-0.00591375j 0.000555855-0.000904033j -0.00667518-0.00484889j 0.002552-0.00342731j 0.00206368+0.00523294j 0.00370002-0.00101272j 0.00323537-0.0052071j 0.00299666+0.004944j 0.00714841+0.00429059j 0.00382103-0.00178991j -0.00178662+0.0010731j -0.000728278+0.00143126j 0.00398409-0.00296845j -0.00130382-0.00189884j -0.00167275-0.00287698j 0.00103409+0.00248066j 0.0022776-0.00138441j -0.000920914+0.00023005j -0.00223568-0.00111658j 0.0021218+0.00123446j 0.000759364-0.00465599j 0.000903483+0.00377933j -0.000228993+0.00178067j 3.68498e-05+0.0017097j 0.000166396-0.00342076j -0.00129694+0.00206461j 0.00569873-0.00141001j -0.00761171+0.000556441j -0.000716419+0.00609309j 0.00422588-0.0114312j 0.00943616-0.000959328j 0.00251729+0.000990072j -0.00900946-0.0119553j 0.00916299-0.00381223j 0.00818558-0.000447514j 0.00222797-0.00311479j -0.00691229+0.00820279j 0.00263486-0.00838088j -0.00154252-0.00125254j -0.000789349+0.00244825j 0.000150578-0.00172583j 0.00532541+0.000219666j -0.00298552-0.000770701j -0.00814372-0.00185064j 0.00270131+0.00674141j 0.00245171+0.00307161j -0.0126836+0.0013535j 0.000658869-0.00862089j 0.000239491-0.00644759j -0.00335236-0.00519422j -0.00337075-0.00847994j 0.00813077+0.000664595j 0.00109809+0.00303342j -0.00234689+0.00179379j -0.00532451-0.00113222j -0.000747081+0.00574451j 0.00520689-0.000463419j 0.00528625+0.00180575j 0.000200849-8.36752e-05j 0.000360159-0.00209082j 0.00281907+0.00209544j -0.00397864+0.00215608j -0.00245273-0.00256836j -0.00121561-0.00229194j 0.000927309-0.000254026j 5.82621e-05-0.00199239j -0.00103579+0.00298403j -0.00103419-0.000546457j -0.000698851+0.000702938j 
-0.00604717+0.00144424j 0.00363766+0.00365073j -9.1167e-05+0.00272136j -0.00518904+0.000334509j 0.000825261-0.00451954j -0.000932495-0.00340879j 0.00429596+0.00151158j -6.2362e-05+0.00158249j -0.00268145+0.00609891j 0.00867963+0.00184679j -0.00603823+0.00539414j -0.00143351+0.00249766j 0.00284523+0.000295285j 0.00126735-0.00763874j -0.000268725-0.000927811j -0.000238386+0.00037286j 0.00199833+0.00236665j 7.65704e-05+0.00244474j 0.00367698+0.00134458j 0.00331255-0.00196956j -0.00446736+0.00139355j 7.83759e-05+0.00121506j 0.00157587-0.000769798j -0.000688924+0.00063399j 0.0027222+0.000689391j 0.000105734+0.00375348j 0.000793042+0.000458194j -0.00298761-0.00282612j 0.000776899+0.00361538j 0.00188383+0.00207019j 0.00128231-0.00206375j 0.00112107+0.00039435j -0.00365633-0.00426981j 0.00476302-0.00422074j -0.000122289+0.00300306j -0.00476874-0.00369088j 0.00409885-0.000145782j 0.00113379-0.000730623j -1.39339e-05-0.00200932j -0.0050056+0.000354541j 0.000898344-0.00260684j -0.00251471+0.00271361j -0.000443803+0.00125151j -0.00366181-0.00231652j 8.05169e-05+0.00153883j -0.00475021+0.00199291j 0.000925675-0.00221521j 0.000215563+0.00244795j -0.00232805-0.0041347j 0.00111395+0.000957402j 0.00347538-0.00103627j 0.00267309-0.0028418j 0.00114862-0.00360193j -0.000958793-0.000546189j -0.00244913+0.000273045j 0.00256898+0.000530351j -0.000218984+0.00175863j 0.00457533-0.00221939j 0.0042374+0.00669508j -0.00406677-0.0011816j 0.00209688+0.00164574j -0.00361301-0.00242121j 0.000561851+0.000247309j -0.00195801+0.00308187j -0.00208834-0.000961133j 5.06063e-05-0.00324732j -0.00250878-0.00257053j 0.000152108-0.00087492j -0.000947996+0.000917344j 0.00200142+0.00172071j -0.00233117+0.000843027j -0.00077613-0.00250302j 
-0.002561+0.00120673j -0.00345145+0.001782j -0.00386305+0.00219793j -0.00265877-0.00293735j 0.000243485-0.000278216j -0.00187757-0.00266789j 0.000879487+0.00388816j -0.000364354+0.000584914j -0.00154655-0.00110443j -0.000697251-0.0024249j 0.00303702-0.00128896j -0.00319942-0.00210791j -0.00198489+0.000253607j -0.000823336+0.000493928j -0.000585037+0.00173515j 0.00149611+0.000380026j -0.000452355-0.000742187j 0.000225385+0.000703505j -0.00108533+0.000790391j 0.000446789+0.0010981j 0.0018224+0.00429264j -0.00204572+0.00113287j 0.000188441+0.001052j -1.37574e-05-0.00155002j -0.000121014+0.000842947j -0.000760131-0.00113814j -0.0018653+0.00369777j -0.000356096-0.000132143j 0.000842067-0.000500911j 0.0019801-0.00142543j -0.00236487+0.00105858j -0.0026622+0.00151282j 0.00328134-0.00639944j 0.00601413+0.00103902j -0.00045969+0.00272697j 0.00143638-0.00158567j 0.00575675+0.00776325j 0.000809213+0.00469222j -0.000507406-0.00182994j 0.000168428+0.00141681j 0.0036276-0.00314009j -0.0105181-0.00265973j 0.0017653+0.00312591j -0.00693853+4.8948e-05j 0.00428611-0.00237408j 0.0012852+0.00614369j 0.004003-0.00053286j 0.00436469+0.000776358j 0.000494674+0.00362089j -0.000413365+0.0063058j -0.00251256+0.00375622j 0.00281784+0.00360442j -0.00346819-0.00111949j 0.00128764+0.00423073j 0.0010728+0.00292913j -0.000236987-3.13786e-05j 0.00101741+0.00163595j 0.0041985-0.00775994j -0.00166544+0.000706261j -0.00295253-0.00050526j 0.00488598+0.00265287j 0.000823943-0.00436343j 0.00345229-0.000512832j -0.00633747-0.00108136j -0.00468747-0.00234002j -0.00067175-0.00391376j -0.00280831-0.000434802j -0.00149194-0.00401779j -0.00203604-0.00101435j 0.0027308+0.00238939j -0.00298861-0.000558376j -0.00183759+0.000169259j 
-0.00736548+0.00446945j -0.000488064+0.00166176j -0.0047816+0.00721797j -0.00397704+0.00313268j 0.00052775-0.00171565j 0.00184472-0.00133746j -0.00150112+0.00671844j -0.0054677+0.00198089j -0.00586235+0.00315374j 0.000603963+0.00384471j -0.00207165-0.00143342j 0.00105271-0.0042555j 0.000958324-0.00175034j -0.00231372-0.00234014j 0.00144873-0.00076668j -0.00240223-0.00135157j -0.00238873-0.00469678j 0.000547768+0.00324535j -0.00526159-0.00325996j -0.00169433+0.00264426j 0.00297161+1.05189e-05j -0.0038858+0.000269753j 0.000484167+0.000545007j -0.00496945-0.00309407j -0.0053699-0.00378348j -0.00287378-0.00295544j -0.00318224+0.00584789j -0.00262505-0.00107476j 0.00181435+0.00203408j 8.57503e-05-0.000576936j 0.00279529+0.00382131j -0.00215417+0.000534694j -0.00250565-0.00896371j 0.00244545-0.00791772j 0.00190903+0.00177238j -0.00257253-0.0048068j -0.00120536+0.00179564j 0.00194436+0.00442428j 0.00479463-0.00506429j -0.00261974+0.0039445j 0.00199862+0.0006062j 0.00290244-0.00700144j -0.00227401+0.00703577j 0.00159847-0.0123011j 0.00162778+0.00303051j -0.00625468-0.00248111j 0.00355036-0.00812864j -0.00223716+0.00786108j 0.0109868+0.00269114j 0.000501502+0.00534963j 0.00358504-0.00483689j 0.00378297+0.00604909j -0.00139563-0.00517088j -0.00171869+0.00429257j 0.00314011+0.00711819j 4.42513e-05-0.00171602j 0.000546359-0.000500254j 0.00480591-0.000340748j -0.000960583+0.00486469j 0.0049593+0.00371998j 0.00133799+0.000664038j 0.00612527-0.00161531j -0.00321552+0.00187706j -0.00306872-0.00479021j 0.00171984+0.0014369j -0.00126615-0.00891452j -0.00252708-0.00275449j -0.000178913-0.000479959j -0.00539398+0.00521955j 0.0010318-0.00254239j -0.00284832+0.000939984j -0.000738657+0.000709349j 
0.00323863+0.00162837j 0.000333244-0.000548622j 0.000682503-0.00256071j 0.00262144-0.00102143j -0.00151698-0.000618098j -0.00151746-0.00217315j 0.00108616-0.00412603j 0.000273088+0.00056417j 0.000974015-0.00286118j 0.0030979+0.00193341j 0.000579542+0.000200237j -0.00120838-0.003117j -0.0020413+0.000920306j 0.000539259-0.00265525j 0.00048323-0.00291708j -0.00218042+0.000273312j 0.000941008+0.0015874j -0.00188899+0.000569028j -0.000156714+6.67149e-06j 0.00080057+0.000586109j -0.00449599+0.00282688j -0.000956403-0.00060713j -0.00126392-0.000719971j 0.00265267+0.00107913j 0.00246602-0.00056701j 0.00151047+0.00218171j 0.000671316+3.43049e-05j 0.00183985+3.85974e-06j -0.00157585-0.00140287j -0.000900257+0.00149757j 0.00111051-0.000683642j -0.00150622-0.000102555j 0.000928199+0.00145591j -0.000255402+0.00227689j 0.00323284-0.000674014j 0.000242776-0.00265071j 0.00287134-0.00363092j 0.000762639+0.00317455j -8.74423e-05-0.00225982j 0.00698635-0.00280774j -0.00170235+0.000309955j 0.00127665-0.00116082j 0.00144161-0.00367393j 0.00480032-0.0013375j 0.00242447+0.00327363j 0.000250435-0.00260796j 0.00113151+0.0050024j 0.000395484+0.000975942j 0.000945759-0.00109219j 0.00132842-0.000920661j 0.000142465+0.0009587j -0.00300588+0.00297048j -0.00121663-0.00139597j -0.00206007+0.00224639j -0.0013459-0.00146649j -0.00176477+0.00187871j 0.0033853+0.00384826j 0.00407809+0.00282407j -0.00231479+0.000810582j -0.000632688-0.00130469j -0.00338998-0.00192057j -0.00225995-0.00193363j -0.000531876-0.00196651j 0.000832138-0.00156031j 0.000708861+0.000215966j -0.000502148+0.00265682j 0.00436283+0.00476227j 0.000181578-0.00256445j -0.00173826+0.00173681j -0.0011361-0.00411002j -0.0018195+0.000911657j 0.00203054+0.000480008j 
-0.00202253+0.00892531j 0.0134469-0.00107159j 0.00616552+0.00633002j -0.00658787+0.00764713j 0.00196408+0.000547685j -0.000947429+0.00103378j -0.000759199-0.00193665j -0.00213296-0.000648855j 0.000489549+0.00218466j 0.00386993+0.00512355j -0.00508588+0.0038925j -0.0031901+0.00328365j 0.00668209-0.000538148j 0.00278422-0.00407493j -0.00250159-0.000379331j -0.00132697-0.0021657j 0.00636953+0.0012596j 0.00266422+0.000619438j -0.000401527+0.000670354j -0.00163064-0.0022888j -0.000434209-0.00633154j 0.0035677-0.00120303j 7.95495e-06-0.00157464j -0.000344056+0.00190042j -0.00138673+0.00265751j -0.000432008-0.00140244j 0.000412016-0.00397331j 0.0016149-0.00154728j 0.00421281+0.00461238j -0.00485052-0.00181692j 0.00052242+0.00470578j 0.00560853-0.000916487j -0.0111667+0.00113845j 0.000682894-0.0158625j -0.00244876-0.000735704j -0.0102543-0.00406935j -0.00146796-0.00816861j 0.00486501+0.00467512j 0.00455892-0.00920144j -0.00499552-0.000881759j 0.00337663+0.00596972j 0.00952309+0.00347676j -0.00656588+0.0040163j -0.00212103-0.00890172j -0.00298848+0.00564962j -0.00850494+0.00139064j -0.0072204-0.00820376j -0.00548413+0.00799107j -0.0085906-0.00347429j -0.00361188-0.00525492j 0.0098881-0.00919904j -0.00318468-0.00862703j 0.00344036-0.00129746j -0.00350591+0.00244484j 0.00227685+0.0065047j 0.00613593-0.00291985j 0.00320986-0.00478334j -2.82312e-05+0.00244141j 0.000120099-0.00398185j 0.00282225-0.00104558j -0.00643056-0.000853937j 0.00360064+0.00204315j -0.0023411-0.000121461j 0.00263125+0.00221276j 0.00825794+0.00451915j -0.00468811-0.000347961j 0.00224592+0.000111441j 0.000858416-0.00096984j -0.00235899+0.00450928j -0.00032852-0.0039449j -0.000447273+0.00136964j -0.000769987+0.000156623j 
