-0.131066+0.142641j -0.147908-0.144408j -0.141125+0.179992j 0.187139+0.0568193j 0.0923991-0.0637281j 0.0620521+0.170897j 0.0143147-0.252556j -0.200209-0.0406304j 0.0360874+0.145877j 0.0340913+0.0789713j -0.0501805+0.0736164j -0.141918+0.0448186j -0.0729201+0.0568411j 0.064865-0.125913j -0.0636084-0.0396581j -0.120378-0.093895j 0.178815-0.0250016j -0.21961+0.0980193j -0.0569061+0.0907674j -0.0248881-0.0154816j -0.0944349+0.00637665j -0.0726223-0.0519419j 0.105986+0.165179j 0.00646872+0.00075163j -0.0258578-0.156816j 0.149418+0.0204173j 0.12317+0.0714643j -0.0345554+0.125579j 0.0531705+0.165734j -0.0933094+0.0241587j 0.206731+0.102086j -0.0928556+0.21089j -0.211523+0.127832j 0.128599+0.191544j 0.0255518+0.074482j -0.0563426+0.0315024j -0.0597186-0.000766493j -0.026376+0.0844468j 0.0462625-0.0388601j -0.0281221-0.0243649j -0.0164583-0.0144722j 0.0226539+0.0187826j -0.0369322-0.022014j 0.050702-0.00358244j 0.022798+0.020725j 0.0166408-0.00910737j -0.00308626+0.03438j 0.0178051+0.0536256j -0.00705429-0.000646019j 0.0129365-0.0192315j -0.0454408-0.0063341j -0.0171269+0.046594j -0.0303639-0.0119221j 0.0252997-0.0101185j 0.0049404+0.0215582j 0.00237661-0.00427848j 0.0122805-0.0204041j -0.0219538+0.022083j 0.0103964+0.0384173j 0.00439918+0.0147692j -0.0160019-0.00761885j 0.0373722-0.0163222j 0.00369192-0.0177921j 0.00197007+0.0171177j -0.0118776-0.0168156j -0.0061196+0.0297486j -0.0373526+0.00144636j -0.00837578+0.00050996j -0.0312737+0.00659219j -0.00725381-0.0326453j -0.0769516+0.0125854j 0.0113698+0.0761204j 
-0.00174143+0.00826134j -0.00828938-0.00135598j 0.00869694+0.00435157j 0.00702627-0.00673903j 0.00532339+0.00271363j 0.0126807-0.0121957j -0.0132539-0.0197168j -0.00749346+0.00570267j -0.0137797-0.0037639j 0.00870307+0.00300262j -0.00204876-8.78059e-05j -0.0141543+0.00321206j -0.00312269-0.00716601j 0.0109404+0.000475383j 0.00453645-0.00977213j 0.01029-0.0135356j -0.00909655-0.00403315j 0.000377159-0.00500369j 0.00802734-0.00780344j -0.00151379+0.00107948j 0.00740634-0.00159962j 0.00910229-0.0122333j -0.0143421-0.00737222j 0.00646456+0.00567153j 0.0112308+0.0185092j 0.0156957-0.00475913j -0.0017125+0.0168996j -0.00404404+0.000519327j 0.00298133+0.0119488j -0.0117905+0.00444786j 0.00108686+0.00156651j -0.00458187-0.00112319j 0.0215294+0.00129418j -0.000914204-0.0220722j 0.00440319-0.0347286j 0.0661036+0.0113949j 0.0450026-0.0410945j -0.020984-0.0422879j -0.00838563-0.0316839j -0.0310801-0.00131927j 0.0229257-0.0198757j 0.00502712-0.00848848j 0.000556844+0.0131783j 0.0113825-0.0209762j -0.000466577-0.0141161j -0.00989999+0.002545j 0.0210863+0.0260698j -0.00187065+0.0226803j 0.012985-0.00579013j -0.000264251-0.020033j -0.0180564-0.0204295j -0.0202792-0.0419493j -0.0291305+0.0100056j 0.0195594-0.0148152j -0.0130451-0.000245547j -0.00409337-0.00540722j 0.00889222-0.00909421j 0.0189976-0.000593479j -0.0219732+0.0322445j -0.0174411+0.00748167j -0.0138993-0.0271273j -0.0171188+0.0142566j 0.0506543+0.0178065j -0.015583-0.0241614j -0.0310243+0.021694j -0.0441667+0.0603633j -0.0373896-0.0616401j 0.0380815+0.0101121j -0.0168896-0.00770199j 0.013044-0.0121574j -0.00370129+0.00339064j 0.00353034+0.00355239j 
-0.00716209-0.00814133j 0.00841109-0.00771457j 0.00323656+0.00721473j 0.0117106-0.00121975j 0.000238184+0.0186325j 0.00927798+0.0184604j 0.040074-0.00232363j -0.00719547-0.018449j 0.0161415-0.0197793j -0.00769902-0.00386866j 0.00969709+0.00507257j -0.00554192-0.0119877j 0.0174103-0.0105134j -0.0164247+0.00367891j 0.00325371+0.00600516j 0.00917815+0.0151973j -0.00123174+0.00308745j -0.00339773+0.024831j 0.00389259+0.0247311j 0.00327185+0.00741868j -0.00688782+0.0104972j -0.00920974+0.0123688j 0.0193357-0.00258141j -0.0128203-0.0178212j -0.0216432-0.0218628j -0.0278301+0.0108991j 0.00162875-0.0274165j 0.00722702-0.00857365j 0.00457083-0.00651885j 0.00656368-0.00142824j 0.0110227+0.00564763j -0.0082656+0.0099161j 0.0182018-0.0166174j -0.0190247-0.0201109j -0.0030558-0.00940673j 0.0230834-0.0204404j 0.0118323-0.0254126j -0.0171375-0.0234491j -0.0273629-0.0233517j -0.0294731+0.0058455j 0.0162746+0.00692937j -0.00351682-0.0267087j -0.0107508-0.000418282j -0.00537575-0.00638137j -0.0220051-0.00311155j -0.000757978-0.00626096j 0.00503014+0.0121984j 0.0109592+0.0123859j -0.011682+0.0177809j 0.0014854-0.0161274j 0.0167965-0.000311402j -0.00870758-0.00851835j -0.0219124+0.0126112j 0.00503181-0.0329498j 0.00336126+0.00611559j -0.0166397+0.0230786j 0.00674441+0.00152784j 0.015439+0.00489979j -0.0179828+0.00848445j -0.0233798+0.014102j -0.0358226+0.0101894j 0.0219725+0.0303417j 0.0201304+0.0251006j -0.00644815-0.00305285j -0.00357817+0.0146441j -0.0197241+0.0196837j -0.0122497-0.0337463j 0.0242743+0.000320505j -0.011408-0.000827142j 0.00319303-0.0115842j -0.00362842-0.000735715j -0.00101462+0.0035905j 
-0.00396291-0.00786504j 0.00867931-0.00373845j 0.00851509-0.00340011j -0.00265421-0.00996401j -0.000975751+0.0169172j -0.00566387-0.00383069j -0.0265398+0.0123185j -0.00437835+0.0186511j -0.00205993+0.0221329j 0.0144191+0.0103072j 0.0124499-0.00424469j -0.0130866+0.00248718j 0.0155087-0.0329255j -0.0124502-0.0121462j -0.00951045-0.015067j 0.0208483-0.00661895j -0.00580623-0.00418642j -0.0323325+0.0208787j 0.00836692-0.0118117j 0.0101076+0.0333539j 0.0145391-2.55307e-05j 0.0140653-0.0106677j -0.00421293+0.002279j -0.00592679-0.0053114j 0.022012+0.0129378j 0.0164367+0.0100647j 0.00529919+0.0232443j -0.0128375+0.0193057j -0.0113275-0.00365899j 0.00780229-0.00658496j 0.0057363+0.00342301j -0.000831044+0.00638151j 0.00395555-0.00603181j -0.00354932-0.00653255j 0.00912887+0.0278045j -0.0284519-0.00525208j -0.00235296+0.0118254j 0.00976215-0.00434678j -0.0097089-0.00488606j -0.00395036+0.00193812j -0.00225065+0.0340861j -0.00035557-0.018286j -0.0174722-0.0100731j -0.00524683+0.0022976j -0.0200557+0.00421343j 0.0122052-0.0105651j -0.00951962+0.0039475j 0.00753257-0.00552159j -0.0236577+0.0211835j 0.00510417-0.00488635j 0.036912+0.0158097j 0.0153849+0.0219245j -0.00415208+0.00549361j -0.00100908-0.018528j 0.012358+0.00932197j -0.0141591+0.0293086j -0.00235443+0.0115159j 0.00308803+0.0109567j -0.00438351-0.019781j -0.0131226+0.0114423j -0.0313675+0.032335j 0.0387021+0.022758j -0.0192088+0.0198681j 0.00900441+0.0144732j 0.0181712+0.00278223j 0.0082049-0.0274102j 0.0189539+0.00857077j -0.00342321+0.00104727j -0.00741596+0.00544883j -0.00598372-0.008451j 0.0019319-0.000726536j -0.0008179-0.00197287j 
-0.00527234+0.0112133j -0.0108924-0.00770255j 0.00575624-0.0188941j -0.0143232-0.0018341j 0.0271624+0.0124808j 0.0176194+0.0117163j 0.0132767+0.00552456j -0.00128194+0.00145615j 0.0132415-0.000343448j 0.00491701-0.0100823j 0.00350308-0.00193931j -0.00593009+0.0133076j 0.00732608-0.0253049j -0.0221606-0.00519864j 4.739e-05-0.0160242j 0.0115918+0.000768631j 0.00286097+0.00484976j -0.0119821+0.0334756j -0.000790061+0.00436373j 0.00645741+0.0267148j -0.000116786+0.00859147j 0.000432369+0.000945485j -0.00127071+0.0106853j -0.0238656-0.028434j 0.0245834+0.00742303j -0.0184791+0.0128967j -0.0166533+0.0120785j -0.00273281-0.0340675j 0.0287414-0.00139975j 0.00169623+0.0202675j -0.014893+0.00176875j -0.00555047-0.0161575j -0.00201006+0.013198j 0.0166848+0.00493259j -0.00907332-0.0106574j 0.00613773+0.00935406j 8.10967e-05+0.00352986j 0.000522154+0.00890584j 0.0280535+0.00467501j 0.0169383-0.00304912j -0.00837519-0.0254535j 0.0120375+0.0282123j 0.025951+0.0127356j 0.00685011+0.00283567j 0.0270801-0.00542411j -0.0116911+0.0191542j 0.00687013-0.00922037j -0.0123499+0.000357134j 0.0278108-0.0328715j -0.00362838+0.0084352j -0.0476286-0.00484723j -0.0126928-0.0130191j 0.0192076-0.0145711j 0.00469706+0.031694j -0.0135644-0.0101213j 0.0164989-0.0394826j -0.00503975-0.0169036j -0.0137887-0.0135381j 0.0174516+0.0133102j 0.0189342-0.0222235j 0.0423749-0.0415114j -0.0550196-0.032901j 0.00301011-0.0323523j -0.0059903-0.0137108j -0.00981326-0.0140242j 0.00122076+0.0211969j -0.0154963+0.0112271j -0.00935173-0.00308229j 0.0120143-0.00576237j 0.0051624+0.0101999j -0.00188418+0.00188688j 0.00165259+0.00114002j 
-0.0114914-0.00196069j 0.0047593-0.0125556j -0.0103939-0.00700988j 0.000624763+0.00863163j 0.000310642-0.0116614j 0.00225599-0.00392704j -0.00086469-0.00533113j 0.00854677+0.00786267j -0.000844885+0.00649919j -0.0032167+0.00286715j 0.00813718+0.0053362j 0.00490162-0.012255j -0.00837297+0.00248535j -0.00382498+0.0161753j -0.00476687+0.00542567j 0.00141664-0.00271284j 0.00414203-0.000882497j -0.00978193-0.00117227j -0.000331465+0.00181966j -0.000276746-0.00360319j 0.00446207-0.00055196j 0.00716596+0.00784398j -0.000273224-0.00370947j 0.00321586+0.00582013j -0.00603168-0.00489064j 0.00169623-0.00441813j -0.00300709-0.00287831j 0.00860077-0.00608852j -0.00297797+0.00564475j 0.00688272+0.00812397j -0.00672369-0.00549919j 0.000611107-0.0112313j 0.0112221+0.00142437j 0.0136983+0.0042474j -0.0476539+0.0188997j 0.0127431-0.0152691j -0.00311361-0.0107809j 0.00618114-0.00606495j -0.00851468-0.00805358j -0.00968823+0.00783905j -0.00428391+0.0696191j 0.0303139+0.0214445j -0.0189244+0.0476659j 0.0203931-0.0316531j 0.0476026-0.00461502j 0.00511734+0.00737887j 0.0268184-0.00266796j 0.000631096-0.00773078j 0.00412795+0.0164755j -0.0105862-0.0135475j 0.0267307+0.0203241j 0.00519702-0.0220101j 0.0381265+0.0122115j 0.0104343-0.0015962j 0.0156206+0.034279j -0.00556242-0.0162984j -0.0269293-0.0470062j 0.0261646-0.00409792j 0.000283595+0.0083608j 0.0170817-0.0348502j -0.0164745+0.00176027j 0.00331663-0.0127985j 0.00642603+0.00144724j 0.0111298-0.00274531j -0.00576749-0.0258423j -0.0389384+0.0158398j -0.028917-0.00284331j -0.047175-0.00808526j -0.00115578+0.00562434j -0.015807-0.00463286j 0.0198289-0.0263136j -0.0245498-0.0216942j 
-0.00365241+0.0193763j -0.0187759+4.25688e-05j 0.0136367+0.0194202j 0.0216685-0.004065j 0.00740359+0.0136692j 0.00535174-0.00436539j 0.00561398+0.0114072j 0.0207137-0.00185864j 0.00595201+0.00401j 0.0043824+0.0117264j 0.000489859-0.0014671j -0.00516876-0.00272746j -0.00258916+0.0085491j -0.00376677+0.00464279j -0.00271955+0.00424721j 0.00320858-0.00439968j 0.00415444+0.00136643j -0.00181462+0.0012952j -0.00472026-0.00277332j 0.00253849+0.000163754j -0.00405653-0.00483652j -0.00146766-0.000927987j -0.00803648-0.0029296j 0.00230043-0.00403158j 0.00520988+0.00256417j 0.000647786-0.000186931j -0.0102426+0.00715648j 0.00624343-0.00995639j 7.64827e-05-0.0116373j 0.00648722+0.00427916j 0.0108523+0.0151475j -0.00983968+0.00942953j 0.012068-0.0195065j -0.0319034+0.00472484j 0.0022196-0.0452064j 0.00377853+0.00786091j 0.0130997+0.0370427j 0.0583683+0.0395613j -0.00473124-0.00219059j -0.0279119+0.00766197j -0.0313763+0.0139869j -0.00973284-0.0348395j -0.00206527+0.0358717j -0.000446306-0.0125164j 0.0258446-0.00824888j -0.0174105+0.030035j -0.0260872-0.00500122j 0.0243968-0.0219222j -0.00356014+0.00419826j -0.0115013+0.00183014j 0.0138435-0.00477463j -0.0276876-0.00572148j 0.0131469-0.011133j 0.0170861+0.00553008j 0.0100585-0.0194072j 0.000742383+0.0165327j -0.00523627+0.00141369j -0.0182078-0.00210925j -0.0118197+0.0157112j -0.00863109-0.0161166j 0.0310406-0.018258j -0.00726356+0.0113473j 0.0174046-0.00190408j 0.0217161-0.00676138j 0.0299315+0.00130603j 0.0255183-0.0201279j -0.0142143+0.000435207j -0.0190698-0.0390035j -0.0381459-0.0148047j 0.0143175-0.0400104j -0.0335814-0.0182584j -0.0164616+0.0368896j 
0.0136502-0.00575228j 0.00413644+0.0170722j 0.00523364-0.00188457j -0.00745938-0.00389106j 0.000430326-0.00464484j 0.00432672+0.00292716j 0.000597256+0.00445114j -0.00881126-0.0148697j 0.00308786-0.000532146j 0.00651383+0.00493143j 0.0027842+0.000530281j -0.00265486+0.0101705j 0.00129939+0.0106822j 0.00532163-0.000152662j 0.0152029-7.48868e-05j 0.00244232+0.00159979j -0.00437771+0.00751816j 0.000605869+0.000159884j -0.00627784-0.00624249j -0.00248602+0.00391785j -0.0071282+0.000750306j -0.00155463+0.00728054j -0.00649098+0.00114562j -0.00692692+0.00368426j 0.00525435-8.04376e-05j -0.00644232+0.0022913j 0.00126989+0.00689251j -0.000454899-0.00859443j -0.00838068-0.00103702j -0.00129565-0.00916624j 0.00431422+0.00748136j -0.00969408+0.00087481j 0.00745847-0.0121728j -0.00545629-0.0051463j 0.026283+0.000538614j -0.0143245+0.021856j 0.00689469-0.00865729j -0.00166782+0.0187963j -0.0212823+0.00959356j -0.00610916+0.00546994j -0.0092767+0.0023908j 0.00139782-0.00924757j 0.0039603+0.00800316j -0.00328882-0.0328263j 0.00537055+0.012606j 0.0211209-0.00986862j 0.00566288+0.0228419j -0.00215259-0.00692388j -0.00708297-0.00485752j -0.00540304+0.00313767j 0.0169347+0.0121214j -0.000149022+0.00924787j -0.0118944+0.0148909j 0.00915279-0.000620415j -0.00760048+0.0038193j 0.0161263+0.00881902j -0.00552431+0.0240878j -0.00475052+0.000584506j 0.0112818-0.00262808j 0.0139846+0.0175738j -0.0117825+0.00732904j 0.0132905+0.00743558j 0.00789249+0.0003902j 0.00159318+0.00311127j -0.00710304+0.0149123j 0.00493518-0.00509335j 0.0106197+0.00139438j 0.0161998+0.0351283j -0.0101318+0.000158j 0.0169294+0.00287508j 0.0121652+0.00781561j 0.00773445-0.0116974j 
0.0115467-0.00923643j 0.0103403+0.0117511j -0.000914997-0.00440924j -0.0087589-0.00251948j -0.00200807+0.00315181j -0.00548885+0.00841833j 0.00223637+0.00033278j 0.00148252+0.00946475j -0.00736735+0.0074496j -0.00764166+0.000160089j -0.00259882+0.00347141j 0.00191395-0.00641123j 0.00174407-0.00814843j -0.00786737+0.00763519j -0.00125396-0.00614161j -0.0131787+0.0037291j 0.00496409-9.26489e-05j 0.00318783-0.0105058j 0.00668444+0.00284609j -0.00284086-0.00163482j 0.0131851+0.00828108j -0.000683372+0.00133353j 0.00182015+0.000998633j -0.0080333-0.0108137j 0.00236531-0.000719964j -0.000466083-0.00198411j -0.000600743+0.00194057j -0.00294173+0.00551841j -0.000375525-0.0136327j -0.0013262-0.00407283j 0.00537464-0.00764139j 0.00955373-9.09723e-05j -0.00395156+0.00600781j -0.00650042+0.00703101j 0.00997519-0.00388791j -0.0129944-0.00465391j 0.0258487-0.00310684j -0.0198406-0.0118597j -0.0171262+0.00276105j 0.00774668-0.00452744j 0.000548524-0.0178258j 0.00081527-0.00628926j 0.00487184-0.000442319j -0.00340604-0.00606254j -0.0110931-0.00994304j 0.00211171-0.00453692j 0.00857946+0.00534232j -0.000664349-0.0213394j 0.00435265-0.00986407j -0.00363197+0.00890862j 0.0152198+0.00064109j 0.0124914-0.0168765j -0.00668872+0.0119645j -0.0044922+0.0108189j -0.0187699-0.00128141j -0.0182901-0.00601989j -0.022163+0.0115925j 0.0109109-0.00443782j -0.00118062-0.0143174j 0.00147088+0.0139694j -0.00211239+0.0063818j -0.00564456+0.00178747j 0.0213029+0.00895442j -0.00343995+0.00351981j 0.000156309+0.0278453j 0.00457749-0.0074099j 0.0161362-0.00793871j -0.0167097-0.000827015j -0.0136995-0.0150727j -0.00744418-0.00623715j 0.00769479+0.000890885j 0.00360143-0.00909231j 
-0.00390274+0.0216141j -0.0186848-0.00446063j -0.00949005+0.0182991j 0.0182443+0.00799321j -0.0135234+0.00895141j -0.006863+0.00132602j -0.00599119+0.000451499j 0.00334048+0.00918115j 0.00139725+8.20361e-05j -0.000927527+0.0021266j -0.00184518-0.00496775j -0.00355522-0.00324099j -0.00245991+4.62547e-05j 0.00787068-0.00296303j -0.00941308+0.00528398j 0.000254613+0.00384261j -0.00437101-0.00126379j -0.00409806+0.0038741j 0.00644613-0.00290787j -0.00542969-0.0048656j -0.00507574-0.00963773j 0.000494569-0.0101961j 0.0027511+0.000934377j 0.00144196-6.85601e-05j -0.00519884+0.000741019j 0.000191776+0.00462291j -0.00112146+0.00555461j -0.00660062+0.00589767j 0.00379198-0.00167943j 0.003605-0.0014864j 0.00348266+0.00696557j -0.0129068+0.00921213j -0.0047039-0.0141795j -0.0111289-0.00874882j 0.0203552+0.00584546j 0.0172274+0.000233847j -0.0179616+0.00728141j 0.00947437+0.0123586j 0.0113687-0.00812208j 0.00731982+0.00210969j 0.00754172+0.00428384j 0.00376522+0.010014j 0.00210979+0.00304666j 0.0111086-0.00633324j 0.016018+0.00289448j 0.00304171-0.00218403j -0.00574072-0.0012382j 0.0025133+0.00614901j -0.00360293-0.00699858j 0.0100743-0.0156437j 0.000863876-0.00060971j -0.0160791+0.0060269j 0.00428357-0.0135706j -0.00159418+0.00824443j 0.0111452+0.00228985j 0.0351576+0.00689007j 0.00952273-0.000905922j -0.0152568+0.00180632j -0.0034469+0.0187985j 0.00220577+0.000925557j -0.00355229-0.00186536j -0.00259141+0.0101223j 0.00869621+0.000733118j 0.0106227-0.0117853j 0.0143522-0.0131192j 0.0169636-0.0139055j 0.0238555+0.0030482j 0.0209316-0.0187626j -0.023007+0.0091167j -0.00372817-0.0464372j -0.0252749+0.0123513j 0.0120015+0.0267213j 
0.0108649+0.0142759j -0.0128513+0.0101065j -0.00215636-0.00504613j -0.00529893-0.000446977j -0.0087118-0.00784902j -0.0124539+0.00740252j -0.00294378+0.00174226j -0.00449452-0.00312663j 0.00412987+0.000241186j 0.00210457-0.00407436j 2.40773e-05-0.00446007j -0.00630944-0.00408643j -0.00443117-0.000707845j 0.00050243-0.00361563j 0.0111047+0.008549j -0.00407167-0.00502009j -0.00311812-0.000255966j 0.00159279-0.00786179j -0.000725697-0.000269297j 0.00362399-0.00452826j 0.00477991+0.00169733j -0.00568786+0.00233238j -4.10132e-05-0.00357554j -0.00250787-0.00699343j -0.000880393+0.000358758j -0.0048947+0.000759757j -0.0018234+0.00213101j -0.00757565-0.00229604j -0.000467042+0.00125968j -0.00134011-0.00630768j 0.00902099-0.00294017j -0.0072921+0.00547094j -0.00203727-0.006342j -0.00162598+0.00492465j -0.0105553+0.0212832j -0.00793217+0.0147762j 0.0153553+0.00140184j -0.00784233-0.0096037j 0.0164505+0.00771936j -0.00176182-0.00658516j 0.00294396-0.00971666j 0.00531016+0.00303995j -0.00748556+0.0110712j -0.00493489-0.0095644j -0.00351937+0.0105092j -0.00388697+0.000818479j -0.00810417-0.00160159j 0.0297431+0.0221752j 0.00643888-0.0098713j -0.00174244+0.04327j -0.0194951+0.00460412j 0.0103675-0.00330453j -0.00505973-0.000518004j 0.0242477-0.0138774j -0.0122665-0.0226169j -0.000245514+0.0105073j 0.0023346-0.0128502j -0.00288817-0.00713764j 0.0128253-0.0111209j -0.00957687+0.0260775j 0.027028+0.0156841j -0.0117754-0.00865102j -0.0106502-0.00372996j -0.0133693+0.00133324j 0.0451256+0.0141811j -0.000692435+0.00127157j 0.00656865+0.00112601j 0.0201235+0.0183154j -0.0232633-0.00664555j 0.0117793-0.0131897j -0.00370119+0.0173772j 0.0163429+0.000458087j 
-0.00909869+0.00618934j -0.00467297-0.0113149j -0.00157649+0.0104569j 0.00436063-0.00215438j -0.00010392+0.000803586j 0.00735215+0.00781364j -0.0012564-0.00397763j 0.00409207+0.0051303j 0.00132071+0.00458273j -0.00237671+0.00773904j -0.00267128+0.0152338j -0.000949917-0.00543145j -0.00643674-0.0085078j 0.00401454+0.00196285j -0.0129331+0.00707474j 0.000896574+0.00679061j -0.00271004+9.20714e-05j 0.0046887-0.00177711j 0.00699514-0.00626433j -0.00604037-0.000424756j 0.00307339-0.00122048j -0.00811144-0.0114174j -9.63243e-05-0.000385064j 0.00162944-0.00588956j 0.00109982+0.00599126j -0.00333794-0.00219779j 0.00218764-0.00575389j -0.00709964-0.00516011j 0.00725909-0.000554242j -0.0153766-0.00304451j 0.000197661-0.000609302j -0.0168714+0.000383084j -0.00356632-0.00677191j -0.00138384+0.000179104j 0.0127189+0.0011076j 0.00958126+0.00118608j 0.000353804-0.00707111j 0.00862831+0.00092136j 0.0114777-0.00669787j -0.000310454+0.0113969j 0.0023455+0.0131077j -0.00125546-0.00907273j -0.0118909-0.00370752j -0.0115435+0.000311256j 0.0102252-0.0101544j -0.00667801+0.0149038j -0.00114899+0.0111478j 0.0123942+0.0198385j 0.0028143+0.0124697j -0.00483795+0.00184993j -0.00346287+0.00580656j -0.00273068+0.00312758j -0.00669132+0.00798786j 0.00629042-0.0119395j 0.00213763+0.00016249j -0.00576198+0.0100405j 0.0255118-0.0211698j -0.00601894+0.0115532j 0.00148093+0.00421287j -0.00110232+0.00326249j 0.00682315-0.00122236j -0.0108641-0.00198525j 0.0072537+0.00784825j -0.0166552-0.00692109j 0.00563077-0.00985857j 0.00178991+0.00378043j -0.00204499+0.014239j -0.00765542+0.00333024j -0.00168079-0.00177921j -0.0102947+0.000315111j -0.00673353-0.00733968j -0.00574194+0.00489912j 
-0.00249262+0.00205132j -0.000643-0.00287891j 0.000488372+0.00727316j 0.00299794-0.00583177j 0.00187961-0.00600764j -0.00409128+0.00984904j -0.00188-0.00252912j -0.000596742+0.00120011j -0.00247835+0.00619509j -0.00754705+0.0128996j -0.00721129+0.0164502j 0.0137477-0.00474444j -0.00203239-0.00933555j 0.00975065+0.00338018j -0.0233244+0.0147584j 0.0130041+0.00730132j -0.000901763+0.0106157j 0.0114741+0.0123449j 0.000350227-0.0105599j -0.0116678+0.00772259j -0.0197069+0.00931615j -0.00880453-0.0209522j 0.000849727+0.0115368j 0.013976-0.00170514j -0.00278759+0.0120143j -0.00223874+0.00576568j 0.0167388+0.000686967j -0.0161018-0.0128731j 0.00829085-0.00596669j -0.00596712-0.0142304j 0.00769777-0.00386083j -0.0051353-0.00404439j 0.00093634+0.00140476j 0.000869472+0.00308426j -0.000744376+0.00103865j -0.00398881-0.00347969j -0.00574425+0.00842148j 0.00669607+0.00380944j -0.00547781-0.00345428j 0.00249819-0.00225453j -0.00241314-0.00210641j -0.00463077+0.0102306j 0.00659543+0.00454409j 0.00452101+0.00451907j -0.00432015+0.00548559j 0.00695626-0.0138668j 0.000339466+0.000191178j 0.00564273-0.0145733j -0.00452273-0.0084771j 0.00869975+0.0125328j -5.05091e-05-0.000806523j 0.00854954+0.00429625j 0.00431762+0.000257511j -0.00172603-0.00311123j -0.0156927+8.29499e-05j 0.00190176-0.00128201j -0.0113842+0.00907313j 0.00135324-0.0063496j -0.00396708-0.00635488j 0.00145784+0.00932937j 0.00467291+0.0021267j 0.00406506-0.0028153j -0.014655+0.000763552j 0.00121436+0.00828153j 0.00138156+0.00473214j -0.00445419+0.00323157j -0.00827961-0.00715959j 0.00115712+0.00358989j -3.15604e-05-0.00229149j -0.00537334-0.00375639j -0.0010211-0.00173494j 0.000807903+0.00116648j 
-0.000321326-0.0029293j 0.00116091-0.00132588j 0.00717934+0.000918651j 0.00284807-0.00273663j 0.00193666-0.00558203j 0.0114045+0.000340542j 0.00695682+0.00197629j -0.00120862-0.00435049j 0.000707047-0.00063919j 0.00705537+0.00801366j -0.00523616+0.0168603j 0.00503628+0.00370792j -0.00176599-0.00593435j 0.00209742+0.00119429j -0.0119934-0.00424123j 0.00890149-0.00312427j 0.00476404-0.00075315j 0.00520807+0.00271324j -0.00603565-0.00710041j -0.00431012+0.000297137j -0.00647114-0.00215319j -0.000791715-0.0108508j -0.00198876+0.00717298j 0.0124137-0.000132151j 0.00406505+0.00880585j 0.000886754+0.00620172j -0.00157722-0.0174821j -0.00597549-0.00189451j -0.00494239-0.00736054j 0.00235536-0.00044652j -0.00598345+0.000645251j 0.000685889-0.00090173j 0.00107075+0.00244848j 0.00705836+0.00316268j -0.00285433-0.00919943j 0.00388908+0.00644697j 0.000578224-0.00715268j 0.0013468+0.00721147j 0.0131884+0.00924985j -0.0106159-0.00204592j 0.00132492-0.00959797j 0.00332487-0.0142462j -0.000641935+0.00883778j -0.00918823+0.0052856j -0.00218626-0.00692437j -0.00233077-0.000604221j 0.00372681+0.011501j 0.0138161+0.00533953j 0.0144359-0.0101166j 0.00760578-0.0120001j 0.00545813-0.00109187j -0.00829576-0.00691697j -0.0015829-0.00341871j -0.00370243-0.00153558j -0.00383316-0.00217845j 0.0155686-0.00185197j -0.00506369-0.0144139j -0.00164742-0.00125538j 0.00407105-0.00332212j 0.00153794+0.0064935j -0.018314-0.0083568j 0.000318558-0.00484425j 0.00710306-0.00894448j 0.00371698-0.00313501j -0.00527579+0.005491j 0.00361677-0.0107684j 0.00310826-0.000920856j -0.00308768+0.00963734j 0.00701208-0.00400196j 0.00158628+0.0120052j 0.000807433-0.00231856j -0.00282065-0.00123187j 
-6.69454e-05-0.00796126j 0.00631983-0.00111674j 0.00632799-0.0019137j -0.00835727-0.000724048j -0.00775868-0.00373191j 0.0152552-0.00325553j 0.00409457+0.000478932j 0.00391487-0.00761355j 0.0066055+0.00620711j 0.00727249+0.00669293j 0.00965792+0.0104278j -0.00214741+0.00210057j -0.0032263-0.0104655j -0.00212041+0.0122536j -0.00998695-0.00927485j -0.020785+0.0103056j -0.00148378-0.00760165j 0.000527723-0.0138267j 0.00999795-0.00481784j 0.00360978-0.00556222j 0.0237982-0.00970411j -0.010932+0.00735167j -0.00298902-0.00822528j -0.00445312-0.0164039j 0.012274+0.00036367j 0.000448832-0.00840293j -0.0198653-0.0173699j -0.00515337+0.0154708j -0.00859347-0.00889877j -0.0154873+0.0171358j -0.0101983+0.00205874j -0.0132345+0.00796774j -0.003439-0.00216053j 0.00263553+0.00171933j 0.00110928-0.00620682j -0.00469562-0.00761409j -0.00405517+0.00275527j 0.00282609-0.00239324j -0.00879891-0.00339884j 0.00650671-0.0016691j 0.00111507+0.010766j -0.000412668+0.00871962j -0.00359696+0.00226492j -0.00596664-0.00212378j 0.00465245-0.00489925j 0.0120683+0.00280918j -0.00426974-0.00351843j -0.00407814+0.00247294j 0.00632477+0.00989735j -0.00779372+0.000737247j 0.00209084+0.00467311j 0.00252102+0.0162814j 0.0025712-0.00351287j 0.00161256+0.00125436j 0.00725729-0.0151456j 0.00930273-0.000508898j 0.00295103-0.000412608j 0.000729873+0.00255807j 0.0074713+0.00263427j -0.00827672-0.00639198j 0.00930473-0.00296719j 3.17753e-05+0.00765164j -0.00361834+0.00553834j -0.00231083+0.00457455j -0.000674001-0.00361388j -0.00324537+0.00190851j -0.00389755+0.0021313j 0.0113565+0.000679768j -0.00204352-0.00168546j 0.000710751+0.0144168j 0.00624303-0.00217654j -0.00247037-0.00958154j 
