0.00415681+0.000152256j 0.00851042-0.00457167j 0.00609787-0.00621712j -0.00403987-0.00030873j 0.0013793-0.00509798j -0.00282232-0.000780827j 0.0044978+0.00323695j 0.00575842-0.0059591j -0.00536127+0.00159248j 0.00320109-0.00407613j 0.0043264-0.00311809j -0.00826008-0.00127758j 0.00384444-0.00620439j 0.00230741-0.00518383j 1.60299e-05+0.000739558j -0.00120668-0.00147245j 0.00463062-0.00228155j 0.00526137-0.000723723j 0.00363537-0.000179557j -0.00322212-0.00052191j -0.000193732-0.0045446j -0.00212996+0.00102708j 0.00203077-0.000688193j -0.00176137-0.000976098j 0.000216918-0.000219512j 0.00431558-0.00374945j 0.000400072-0.0016352j -0.00149974-0.00040445j -0.00185068+0.00430402j -0.00437589+0.00297289j 0.00394976-1.84324e-05j 0.00315516+0.00470686j 0.00403042-0.00153973j 0.00523994-0.00346924j -0.00452438+0.00115474j 0.0044699-0.00158898j -0.00384724+0.00128969j -0.00286942-0.00266756j 0.00245181+0.0069082j 0.000273003-0.00505618j 0.0158365-0.0135004j 0.00562398+0.00435104j -0.00208619+0.0174507j 0.0217871-0.00261698j -0.00206431+0.000151302j 0.00357962+0.0235847j 0.0191636+0.00897207j 0.00889782-0.0224754j -0.00862247+0.0258707j 0.030323+0.00275049j -0.00138276-0.0841269j 0.126033-0.00745862j 
0.0103743+0.0113176j 0.00420661+0.0317647j -0.0121906-0.0168634j 0.00380528-0.0621613j -0.0055849+0.00140328j 0.0131683-0.0268621j -0.00477104-0.0462054j -0.00234561+0.000780647j 0.00691023-0.00394787j 0.00188413+0.00900406j 0.0032307-0.00887641j -0.000550002+0.0113989j 0.0028559+0.000535151j -0.00245678+0.00484924j 0.00176103+0.00420801j 0.00205798-0.0183025j -0.00179611-0.0052772j 0.00341884+0.00366285j -0.000689357+0.00451953j 0.00198448-0.00709455j 0.00111365+0.00397807j 0.00255489-0.00458542j 0.000574716-0.00709717j 0.000793363+0.00334423j -0.000619748+0.0036938j -0.00246097-0.00340553j -0.00349316+0.00146808j 0.000563783+0.00268668j -0.00190864-0.00145345j 0.00151132+0.00946821j -0.000520036-0.000887382j -0.00243337-0.00615876j -0.0048234-0.000210531j -0.000320693+0.000610239j 0.0117059-0.00395716j -0.00211244-0.00356123j 0.00116643-0.00943619j 0.00125133+0.000591148j -0.0028213-0.00345459j 0.00670076+0.000479393j -0.00819448-4.38986e-05j -0.00172141-0.0103296j -0.00519708+1.78013e-05j -0.000726239-0.00608328j -0.0149885+0.0074296j 0.00602527-0.00966961j 0.00353094+0.027048j -0.00369603+0.00888299j 0.0003987-0.0101574j -0.0114139+0.0177005j 0.0573797+0.0155668j 0.00786309-0.0224811j 
0.00174216+0.0265289j -0.00756637-0.0114111j 0.00661049-0.0646416j 0.0116628+0.0297945j 0.015445-0.00379523j -0.0014266-0.0266896j -0.0040962+0.00107798j -0.00412716+0.040707j -0.00307754-0.0103757j 0.00991767+0.0115j 0.00173596+0.00126283j -0.00705718-0.00188504j -0.00052776+0.00466953j 0.00290103+0.0153581j 0.00648687-0.00680576j -0.000839836-0.000850269j 0.00147603+0.00325882j 0.00891323-0.000638109j -0.000335031-0.00336953j -0.00667635-0.00314885j 0.0026295+0.0097106j -0.00277724-0.00263869j 0.000924698+0.00565178j 0.00381261+0.00533973j -0.00137112-0.00346184j -0.0100715+0.0070269j -0.000228837-0.000675498j -0.00227359+0.00164696j 0.00287936-0.00353858j 3.63593e-05-0.00217426j 0.00246583+0.00182478j 0.000661972-0.00579146j 0.00394876+0.00604246j -0.00144737+0.00286676j -0.00317514-0.00937747j 0.00142103+0.00536237j -0.00080332+0.00464651j -0.00264301-0.00170926j 0.00334214-0.00419707j 0.00275227-0.00146026j 0.00315992+0.013219j -0.000466976+0.000293961j 0.00429553-0.00614671j 0.00276674+0.0060289j -0.00166525+0.0104778j -0.00565374-0.0121197j 0.00871688-0.0160286j -0.00203613+0.0123906j 0.00960466-0.0255j -0.000596512-0.010879j -0.00895725+0.023384j 0.0625801+0.00951822j 
-0.0212392+0.00259786j 0.00424583-0.0301636j 0.00500309-0.0360105j 0.0182598+0.0299368j 0.00702234-0.0252166j -0.00902786+0.00133875j -0.0123707+0.00721345j 0.00298179-0.00130622j -0.00297565-0.00542466j 0.00126242-0.00341417j 0.00575674-0.0134696j 0.0047136+0.00032681j 0.00704014-0.00224165j 0.00482173-0.00469706j -0.000181287+0.00184951j 0.00262015-0.00700628j 0.00210571-0.00367936j 0.00188195-0.00187924j 0.00108949+0.000944532j 0.00114821+0.00374822j 0.00788168-0.00688053j -0.00179962-0.00450489j 0.00306184-0.00950127j -0.00116206-0.00527509j 0.00169069+0.00304331j -0.00508631+0.00487023j 0.00144657+0.00540298j 0.00237043+0.00120096j -0.0092084+0.0028245j -0.00298837+0.00285548j -0.00140482-0.00671585j -0.0073051+0.00316672j -0.0053938-0.00111915j 0.00370655+0.00309867j 0.00418663-0.000110794j 0.00303544-0.00568221j 0.000307151-0.0126115j 0.0117447-0.0025238j -0.0043816-0.00270152j -0.00314615+0.0040023j 0.00383059-0.00821417j -0.00373495-0.00435591j -0.0172283+0.00526008j -0.00196226-0.00473194j 0.0139685-0.0096057j -0.000484559+0.0204247j -0.0170293+0.0187065j 0.00737168+0.00724131j 0.0145729+0.0166723j 0.0219018+0.0261448j 0.104856-0.0546204j -0.0823847-0.085874j 
0.00426811-0.0310991j 0.0222876+0.00273104j 0.0161082+0.0289877j -0.00423087+0.0282341j -0.000414075+0.00649099j -0.00872635+0.0344666j 0.0101934-0.0061996j 0.0177733+0.00995756j -0.000869719+0.00400713j 0.0020348+0.00340482j 0.00496861-0.00610369j -0.0152214+0.0133561j 0.00809372+0.0080101j 0.00297352+0.00510454j -0.00464512-0.00218997j 0.000556657+0.00322481j 0.00588793-0.0045484j 0.0124733-0.00894538j 0.00237731-0.00265594j -0.0044427+0.00641011j -0.000187202+0.00569979j 0.00132211+0.0013989j 0.00720851-0.00288471j -0.00200706+0.00325794j -0.00123635+0.00238638j -0.00977231+0.00496745j -0.00699371+0.00199371j 0.000341647-0.000611482j -0.00199039-0.0043782j -0.00341428+0.00177413j 0.0067015-0.00593989j 0.00486798-0.00787108j 0.00462047-0.00675293j 0.00300766-0.00160458j -0.00130371+0.00473383j 0.00746804-0.00433972j 0.00212436-0.00100915j -0.00350415+0.00260901j 0.0087486-0.0125852j -0.000905326+0.00825114j 0.00180632-0.00222598j 0.00480809-0.00476059j -0.000373102-0.0127374j 0.0192695-0.0104842j -0.00599147-0.010075j 0.0127522-0.0176894j -0.0149433+0.0163254j -0.0239415+0.0228021j -0.0184257-0.0171599j 0.0305428+0.0106017j 0.0874786+0.0862506j 0.0991431-0.0514168j 
-0.00149962-0.000303159j -0.0018932-0.00148422j -0.000667099-0.00397586j -0.000520283-0.00897243j 0.0010307+0.00517896j 0.00111782-0.00390754j -0.000926788-0.00181293j -0.00114429-0.00621758j 0.000394678+0.00142977j 0.00190794+0.00168427j 0.000715742+0.00524828j 0.00211933+0.00316801j -0.000849233-0.00282165j 0.000529377-0.00046794j 0.00130038+0.000183342j -0.000606626+0.00157144j -0.000858751-0.000113088j -0.00136226-0.00321948j -0.000276995-0.00128199j -0.00022159+0.00262619j 0.00177776+0.0030747j 0.000370462+0.00314112j -0.000451943+0.00215011j 0.00195448+0.00127337j -0.000359768-0.00158906j 0.002333-0.00261979j 0.000768511-0.000460225j -0.000664908+0.000375669j 7.15422e-05-0.00178153j 0.000923004-1.73659e-05j -0.00071225+0.000177254j -0.00228808-0.00320182j -0.000419747-0.0025549j -0.0010163-0.00185122j -0.000823068+0.0013244j -0.000774493+0.000226627j -9.2917e-05+0.00342007j -0.000149839+0.00293526j -0.00254827-6.86127e-05j 0.00153683-0.00297714j 0.00312702+0.00201111j -0.0026408-0.00159209j -0.000231147-0.00166503j -0.00313667-0.00148644j -0.00171536+0.00605333j -0.00828195-0.00513426j 0.00979281-0.00544205j 0.00464457+0.00540177j 0.00122796+0.0364063j -0.0258279-0.049051j 0.0203107+0.0329943j 0.00408172-0.180745j 
-0.00252576-0.00176522j 0.00125146+0.00132159j 0.00108761-0.00799287j 0.000451396+0.00885634j 0.00193299-0.00573332j -0.00248919-0.0102346j -0.00167894-0.000211119j 0.000258662-0.000395867j -0.00321665-0.00548935j -0.000422246-0.00274351j 0.0012827+0.00262666j -0.000985406-0.00492897j 0.000910608+0.000688011j 0.00116117-0.000944723j 0.000796167+0.000892935j 0.00099832-0.00199235j 0.00159416+0.00192425j 0.000340119+0.00279342j 0.00153475+0.00363485j -0.00212544-0.00315983j 0.000123331+0.000446786j -0.00235839-0.00159958j 0.00086491+0.00238247j -0.000621336-0.00197819j 0.000270264+0.000632569j 0.00369681-0.00189042j 0.00105501-0.000195417j -0.000260549-4.42651e-05j -0.000876653-0.00165486j -0.00235604-0.000754188j 0.000658311+4.20454e-05j 0.000624097+0.000722643j 0.0010631-0.000929983j 0.00144601+0.00148218j -0.00205193-0.00193271j 0.00188337+0.00322071j 0.000154344-0.00220726j 0.00199996+0.00199328j -3.34986e-05+0.00300875j -0.00088448-0.00348646j 0.0044541+0.00314123j 0.00425946-0.000919985j -0.00241236+0.00138434j -0.000571083+0.00451995j 0.00957075+0.00638915j -0.000453113+0.00839617j -0.0103973-0.00845811j 0.0131312-0.00329714j 0.0200827+0.0459355j 0.00677957+0.0415427j -0.00492492+0.1864j 0.0225253+0.0332937j 
0.0124009-0.00473686j 0.00292884+0.0111017j -0.00116781+0.00314488j 0.00336749-0.0162616j -0.00793444+0.0100897j -0.000564837-0.00772641j 0.00404137-0.00752556j 0.000518984-0.00585538j -0.00135905-0.00199653j -0.00171398+0.00399495j -0.00251718+0.000244768j -0.00566257+0.00497766j 0.00513369+0.00291112j 0.000795108-0.00253463j -0.00151708+0.00926765j -0.00166977+0.00788066j 0.00291964-0.00219087j 0.00902476-0.00726015j -0.000239295+0.000614875j 0.000239195-0.00242127j -0.00209565-0.00270346j -0.00528041-0.0038898j -0.00430559-0.00611293j -0.00524138+0.00344177j 0.00503624-0.000941325j -0.000916165+0.00659339j 0.00210744+0.0074608j 0.00202463-0.00408926j -0.00378216+0.00301373j -0.000881751-0.00649419j -0.00137243-0.00732085j -0.00107486+0.00118104j 0.00131667-0.00405981j 0.0145117-0.00219854j 0.0145782+0.0018948j -0.004655-0.00422689j -0.00821987-0.00291238j 0.00482938+0.00256177j -0.00472569-0.0140706j 0.00232614+0.00789583j -0.0158881+0.0200146j -0.00435431-0.018393j -0.0168552+0.00766339j -0.00921482-0.00036596j 0.0569622-0.0266828j 0.0360536+0.0329177j 0.00505789-0.0259808j 0.0540485+0.0403574j 0.0815399+0.0141097j 0.12204-0.00537399j 0.00263611-0.00422866j 0.0166777-0.0019256j 
0.00570954+0.0123256j -0.0156538+0.00742908j 0.000841118-0.0112916j -0.00113526-0.00588498j 0.00320564+0.00138241j 0.0135253-0.0178035j 0.00173588-0.00293218j 0.0082241+0.0100776j 0.00439441-0.0134309j 0.00477599-0.00279562j -0.00411667+0.000179801j 0.000484896+0.00215796j 0.0082066+0.00194771j 0.00320638+0.00131714j -0.00315268+0.00714789j 0.000411037+0.0041761j -0.000842223+0.00607345j 0.00505715+0.00273671j -0.00571113+0.00597529j 0.00291942-0.00484844j 0.000873962-0.00563512j 0.000374043-0.00496889j -0.00289084-0.00375123j 0.00270139-0.00631432j -0.000495265+0.00399236j 0.0037032+0.00255569j -0.0034249+0.00960259j 0.00121531-0.000530916j 0.00142821-0.002826j 0.0023359-0.0119568j 0.00587941-0.0025538j 0.00295004+0.00547756j 0.00324429-0.0023749j -0.00195586+0.00266714j -0.00245241-0.00235643j -0.00263955+0.00173388j 0.000622573-0.00702763j -0.0103345+0.0165989j -0.00171265-0.000894206j 0.00319143-0.0107877j 0.00173056+0.0144727j -0.0163864+0.0139972j 0.00206254-0.00928784j 0.0210639-0.0129676j -0.0227049-0.0279424j 0.0130492-0.00959291j -0.00799377-0.00371299j -0.00406702-0.00938772j -0.12496+0.0222818j 0.0988563+0.0267823j -0.0270528+0.00630435j 0.00687083+0.00639849j 
0.000576771-0.000684618j 0.00122875+0.000457571j -0.00710534-0.00351373j 0.00833052-0.0116361j -0.00950413+0.00426022j -0.00686587-0.00939081j 0.00160674-0.00159793j -0.0105001-0.00445361j -0.00183321+0.00483739j -0.00179219+0.00438369j 0.00331663+0.00135541j -0.00204112-0.00140549j -0.00727152+0.00223757j -0.00244876-0.00150089j 0.0010059+0.00242898j -0.00531222+0.0102275j 0.00123239-0.000156061j 0.00156684+0.000419181j -0.000186579-0.00765357j 0.00285149+0.000719112j 0.00381094-0.00023262j 0.000169102+0.00159032j 0.00192084-0.000997796j -0.0041356+0.00560812j 0.000248783-0.00389095j -0.00911352-0.00924703j 0.00334041-0.00217438j 0.000713041-0.00205072j 0.00366541+0.00283403j 0.00669181-0.00432721j -0.00431198+0.00185277j -0.00198486+0.000852654j -0.00102373+0.0032846j -0.00637256+0.000153349j -0.0135739+0.0125149j 0.00678465-0.00334242j -0.00276006+0.0217822j -0.00100897-0.00915363j 0.0233171-0.0165861j -4.40508e-06-0.00612243j 0.00491017-0.00126357j -0.0241086-0.00917288j 0.0360189-0.00693125j 0.0247125+0.00164429j 0.00757331-0.02626j -0.0124775-0.0020007j 0.0349809-0.0275301j -0.159417+0.00174645j 0.049412-0.026018j -0.0107317+0.00666152j -0.00242936+0.00184052j -0.00408158+0.000758074j 
0.00541294+0.00436607j -0.00834241+0.00632113j -0.00362702+0.00212189j -0.0094865-0.00569359j 0.00333322+0.00410396j -0.00316112-0.00488811j -0.000731834-0.00514137j -0.000850713-0.010226j 0.00341778-9.54132e-05j -0.00261936-0.00546346j -0.0060841+0.00791669j -0.000824841-0.00533052j 0.00159649+0.000508326j -0.00239302+0.00403349j 0.00473782-0.00922933j 0.0098489-0.00238596j -0.000643067-0.000433024j 0.00672877-0.00902521j -0.0011902+1.82467e-06j -0.0025518-1.54981e-05j -0.00608423+0.00968487j 0.000526501-0.00571613j -0.00102525+0.00779065j -0.00161578-0.000371747j -0.000460244+0.00163699j -0.0069857+0.00272565j -0.00253552-0.000189944j 0.00299319-0.000540874j 0.00131849-0.00258302j -0.00509778+0.00767082j -0.00198942-0.00651068j 0.00110758-0.00950976j -0.00481856-0.00265764j -0.0103132+0.0116319j 0.00894798-0.0122437j -1.57144e-05+0.00910886j -0.00373952+0.0100104j 0.0205593-0.0107836j 0.0211359-0.0106383j 0.0170366+0.0052836j -0.0194822-0.0054406j 0.0197404-0.0149959j -0.0137455+0.0162105j -0.00395156+0.0167495j -0.0119201+0.0351491j 0.0263201-0.0105064j -0.147044+0.0200547j -0.0204246-0.0182685j -0.0021137+0.0552048j 0.0183552-0.00558225j -0.00979547+0.00494127j 0.00373334+0.00157307j 
-0.00568033+0.000514438j -0.00115393-0.00140453j -0.00142925-0.00720483j 0.000788473+0.00344776j -0.000677634-0.00331506j -0.00160754-0.00934705j 0.000399557+0.00186451j 0.00382937-0.00444264j -0.00527937-0.00264106j 0.00205939-0.0033822j -0.000556326+0.00146588j -0.00144998+0.000832332j 0.00680414-0.00590173j 0.000935588-0.00601754j 0.00331458+0.00433372j -0.00244734+0.000944695j 0.00119413+0.002016j 0.00292942-0.00459876j 0.00511696+0.00383968j -0.00112557-0.000164645j -0.00150508-0.0027729j -0.00557708+0.00144042j -0.00603649-0.00151704j -0.00436969-0.00266492j 0.00705198+7.28499e-06j 0.00818296-0.00267489j 0.00965451+0.00386628j -0.00478202-0.000381865j -0.000177199-0.000262185j -0.00268171-0.00563655j -0.00399033-0.00161667j 0.00172883+0.00513158j 0.00271227-0.0034537j 0.0123455-0.00639951j -0.0042671-0.0002931j -0.000744556+0.00309195j -0.02552+0.0123212j -0.00317994+0.00913306j -0.00117062-0.000622831j 0.0123131-0.00347514j -0.00719239+0.0227416j -0.00913227+0.000102662j 0.0123916+0.0190897j 0.0172013-0.0258936j -0.0387678+0.00591911j 0.0695092-0.0339059j 0.0439793+0.0307762j -0.0243907-0.0262132j 0.0255152+0.0923604j 0.0158297-0.119272j 0.00626844+0.00566682j -0.00380223-0.0115471j 
0.00494774-0.00828415j 0.00817689+0.0027051j 0.00114795+0.00237962j 0.000708869-0.00490254j -0.000715078+0.00185404j -0.00250766+0.00469358j -0.00226131-0.000277729j -0.000985856-0.00612199j -0.00549888-0.000266629j -0.00500894+0.00647148j 0.000686731+0.00173994j -0.000543219+9.34334e-05j -0.00308725-0.00401562j 0.00232529-0.000487661j -0.00190903+0.00352183j 0.00137487-0.00400186j 0.00191857-0.00305186j -0.00243616-0.00156818j 0.000304072-0.000620354j -0.00354033+0.00140086j 0.000916201+0.00266198j -0.00402725+0.00189207j 0.00547442+0.000176696j -0.000918425+0.0028239j -0.0030133-0.00295579j 0.00112609-0.000197782j -0.0035997-0.000152659j 0.0037315-0.000274774j -0.00570118+0.00304541j -0.000708712+0.00733531j -0.00561001-0.00350834j 0.000888309-0.009514j -0.015266+0.00401756j -0.00902095+0.00112046j 0.00543226-0.000780537j 0.00845838-0.0049746j 0.0191269-0.0106982j 0.0144467-0.00569412j -0.00750268+0.00316509j -0.00714661-0.0123751j 0.0277478-0.0141649j 0.0139225+0.00916764j -0.0111495-0.00602777j -0.018033-0.00212159j 0.0362961-0.00589792j -0.116376-0.0275087j -0.00262983+0.0161417j 0.00966615-0.0329056j 0.0419125+0.0513911j 0.000863168-0.111109j 0.0115149+0.00337074j 0.00548071-0.011364j 
0.00258599-0.000309453j -0.00392617+0.00104556j -0.00065246-0.00615263j 0.000629138-0.00876377j -0.00203628+0.00951543j -0.00233626-0.00270356j 0.0027353-0.000324542j -0.00902816+0.00858575j 0.00248373+0.00390798j 0.00330593+0.00531777j 0.00677496+0.00397903j -0.00480818+0.00783972j -0.00199999+0.00119384j -0.00371691+0.0081957j -0.000583729+0.000443998j -0.0014787+0.00784497j -1.69392e-05+0.000475083j 0.00308255-0.00071905j -0.00281545-0.00753146j 0.0062478-0.000944822j 0.00485805-2.44062e-05j 0.0014697+0.0033053j 0.00270824-0.000623296j -0.00140149+0.00716589j -0.000633771-0.000836192j -0.0126937-0.00137583j -0.00131285+0.0037556j 0.000561411-0.00615251j -0.00437419+0.00329744j 0.00449186-0.00571846j 0.00137925+0.00224843j -0.0102921-0.000972962j -0.00244258+0.00393673j 0.0101372-0.00600333j 0.0135982-0.00320617j -0.00263465-0.00328126j -0.00195141-0.00108167j 0.00579695-0.00884297j -0.00643359-0.000681902j -0.0338235+0.0278995j -0.00544322-0.00487571j -0.00746241+0.0078174j -0.0294347+0.000865551j 0.0202667+0.0037469j 0.0624632-0.0760236j 0.0328129-0.0129946j -0.0399258-0.0159951j -0.00756829-0.0181316j 0.0116814-0.10421j -0.0165933-0.0863742j -0.00328163-0.00622949j -0.00226932-0.0027778j 
-0.00734469+7.37212e-05j 0.0031196-0.00704822j 0.000687835+0.00865808j -0.00709049+0.00727435j 0.00581798-0.00545786j -0.00160472+0.00951773j -0.00405771+0.000718331j 0.00533693-0.00543743j -0.00307006+0.0035542j 0.000818378-0.00291644j -0.00590313-0.00385839j 0.00784753-0.00879066j 0.000992858+0.00190515j 0.00180985-0.00950632j 0.00690949-0.00404399j 0.00479233-0.00806125j -0.000179164-0.00365853j -0.0058472-0.00275516j 0.00351268+0.00730917j -0.00557195+0.00222509j -0.00719987+0.00273753j 0.0010308+0.00275995j -0.0072976+0.00349097j 0.00280292-0.00309878j 0.000464844-0.00290163j 0.014808+0.00190367j 0.00749197-0.0123967j -0.0022178+0.00852283j 0.00537788-0.00173803j -0.0112599+0.00993554j -0.0038318-9.06825e-05j 0.00715965+0.00561782j 0.00256508-0.00751855j -0.0122069-0.000495694j -0.0121455-0.00567691j -0.0057415+0.010288j -0.00519937+0.0102526j -0.000109197+0.00216388j 0.00639134-0.00490828j 0.0592593-0.0259641j 0.00981499+0.015436j -0.00506467-0.0170311j 0.0354477+0.0168141j -0.0306087+0.0241042j -0.122261-0.0181947j 0.00407233-0.010414j 0.000612818+0.00836705j 0.0407053-0.0425211j -0.000486462-0.0876573j -0.0233282-0.0360651j 0.00143402-0.0118213j -0.00646719-0.00138729j 
0.000330559+0.000887512j -0.0017275+0.000731582j 0.00192501-0.00137588j -0.000143479+0.00540231j 0.000905562-0.00318109j 0.00227077-0.00269748j 0.00293925-0.00186987j 0.00762176-0.0026125j 0.00355503-0.00136431j 0.00311335-0.00327372j 0.000137299-9.2342e-05j -0.000642501+0.000184146j 0.00425909-0.00372499j 0.00177472-0.000910108j -0.000956403-0.0023019j -0.00211307-0.00278928j -0.000684751+0.00183348j 0.00445276-0.0024868j 0.00300999-0.00047136j -0.00048862+0.00363496j 0.00263389+0.00458176j -0.00315283-0.00102448j 0.00458784-0.000432253j -0.00246272-0.00382416j -0.00563903+0.00470001j 0.00753624-0.00278148j -0.00409323+0.00443159j 0.0037933-0.000441102j -0.0020732+0.00216097j 0.00101569+0.00702435j -0.0109925-0.00279525j -0.0022578+0.00142867j -0.0143942+0.00883635j 0.0108282-0.00700799j 0.0176336-0.0178077j 0.0130797+0.00757503j 0.00124553-0.00706591j 0.0243925-0.013991j -0.00986219+0.0151618j 0.0163162-0.0141797j -0.00983482+0.00648416j 0.0171168-0.0244818j -0.0682179+0.0378413j -0.00148534+0.0266081j 0.0271385+0.0159553j 0.0210725-0.0132605j 0.0268939+0.0539904j -0.00672213-0.136889j -0.00374055+0.0218954j 0.00497552+0.00509935j -0.0014782-0.0020449j -9.52875e-07+0.00247559j 
-0.00119314-0.00161774j 0.00156604-0.000915974j 0.00198062+4.89573e-05j 0.000332887+0.00311514j 0.00139478-0.000247056j -0.00378355+0.00440811j 0.000554222-0.0022454j 0.00263397+0.00235807j 0.00595501+0.00032402j 0.00261946-0.000235758j 0.00126273-0.00545201j 0.00112836-0.00302568j -0.00145767+0.00332938j 0.00156718+0.00145336j 0.0012402-0.00310671j 0.00376619+0.00269303j 0.00273456-0.00103476j 0.00681584-0.0048346j -0.000789039-0.00205847j 0.00166606+0.00017924j 0.00433539+0.00404952j 0.00455538-0.000352872j 0.00646683-0.00471465j -0.00243596+0.002408j -0.0105001+0.0115532j -0.0075948+0.00410622j -0.00549486-1.67936e-05j 0.0150119-0.00525434j 0.000393619+0.000990822j -0.00664964+0.00549917j -0.00544137+0.000238482j -0.0149816+0.00488652j 0.00291839+0.0121848j 0.00583698+0.0140323j 0.00871815+0.00194664j -0.0112138+0.00504346j 0.0407131-0.0139846j 0.0385991-0.0100689j 0.00413331-0.0310358j -0.00172517-0.00799059j -0.0254687-0.00538271j -0.0107955+0.0025708j -0.0520965-0.00754043j -0.0886848-0.00217014j -0.00199343+0.00176028j -0.0071424+0.00927843j -0.0154217+0.0482881j 0.00431278+0.0788175j -0.00557138-0.0108437j -0.00373471+0.00333406j 0.00401266+0.00305846j 0.00149464-0.004726j 
-0.000712653-0.00174095j 0.00417068-0.00307769j 0.000270227-0.00630864j 0.0127218-0.00526652j -0.00502646-0.0022747j -0.000188207-0.00152336j -0.0047704+0.00499897j -0.00425172+0.00112332j -0.00199696+1.88876e-06j -0.00553737+0.005735j -0.00378217-0.00120331j 0.00370108-0.00879431j -0.00417061+0.00122958j -0.00206117-0.00047797j 0.0023547+0.00529494j -0.00405999+0.00386846j -0.00109089-0.00129656j -0.00421864+0.0123209j 0.00497659-0.00690284j -0.000309986+2.89629e-05j 0.00337551-0.00103114j 0.000247215+0.00114291j -0.0037869-0.000210518j -0.00327312+0.000342192j 0.0038067+0.00266593j 0.00582593-0.0108911j 0.00330916-0.00388707j 0.0106865-0.00612305j 0.00439042+0.00428605j 0.00199403+0.00219114j -0.00776107+0.00482667j -0.0128061+0.00299705j 0.0200345-0.00525533j -0.0127974+0.0115709j -0.038121+0.0183338j -0.0243778+0.00506163j 0.00482479-0.010785j 0.0074567+0.0155944j 0.0201449+0.00164792j -0.0487174+0.00720335j -0.000696481-0.0184216j -0.05321+0.00127073j 0.0785963-0.00907669j -0.0750087+0.0304246j 0.00930872+0.00117621j 0.00201405+0.0435533j 0.0332376-0.0248636j -0.0117376-0.0807534j 0.0107012+0.0165214j 0.00427629-0.00701276j 0.00210553-0.00392493j -0.00205078-0.000328192j 
-0.00064038-0.00256881j 0.00157405+0.00110435j 0.00137315-0.00302667j 0.00264306+0.00480972j 0.000347133-0.00466985j 0.00226914+0.000432737j -0.00262446+0.00234114j -0.00143625+0.000653058j -0.00291035-0.00442604j -0.00541431+0.00382428j 0.000532435+0.00372391j -0.00296244+1.29689e-05j 0.000959912-0.00232237j 0.00293169+0.00178013j -0.00428202-0.000242064j 0.0010013-0.00869387j -0.00200797-0.00206485j -0.00348798-0.0032752j 0.00133706+0.000407725j -0.00770408+0.00229094j 0.00336134+0.00323512j -0.005101-0.00203816j 0.00403161+0.00313933j 0.000928987+0.00127532j 0.00377278-0.00306095j 0.00401633+0.00463955j -0.00602349+0.00246061j 0.00316447-0.00442793j -0.00434212+0.00139025j 0.00658217+0.00282485j -0.0107435+0.000874834j 0.000825875-0.00708226j -0.00449123+0.000788641j -0.00735108+0.00572773j -0.00149694-0.00859009j 0.00430969-0.00813092j 0.00081449+0.00389525j -0.0181251-0.00994167j -0.0058848-0.0128339j -0.0124825-0.00849995j -0.0132675+0.0180583j 0.00267849-0.0271365j 0.063262+0.0213085j 0.0172344-0.0115473j 0.0219958-0.0107279j -0.0266742-0.0275247j 0.0137514+0.144769j 0.0150581-0.0019366j 0.00413848+0.00155803j -0.00357596-0.00861116j 0.00571587+0.000614943j -0.00144174-0.00627385j 
0.000142669-0.0039441j 0.006032-1.62009e-05j 0.00266148+0.00129253j -0.000297579+0.00159041j 0.000621959+0.00216972j -0.00179247+0.00639863j 0.00116865+0.000253122j 0.00376549+0.00310216j 0.00176967+0.00100312j 0.00464943-0.00402104j 0.00513356-0.00526348j 5.68416e-05+0.0084565j 0.00739359-0.00271158j 0.0030401+0.00458501j -0.00410838+0.00140842j -0.000707067+0.00112522j 0.00804746+0.000277081j 0.00541393-0.00208483j -0.00691702+0.0016161j 0.0139149-0.0109477j 0.0056676-0.00854234j 0.00396537+0.00170663j -0.00698425-0.00698292j -0.00155882+0.00444954j 0.0113746-0.000325705j -0.00833306+0.00404091j 0.00821283+0.00298809j -0.00302132+0.00427397j -0.0131321+0.00164662j -0.0113227-0.00533779j 0.00994616-0.00241513j -0.0264495+0.0191639j 0.0128908-0.0122325j 0.0147384-0.00467408j 0.00494041-0.0104465j -0.0244272+0.0123407j -0.0190446+0.00756429j 0.0175777+0.0073132j -0.0234567+0.0021099j -0.000920779+0.0261315j 0.0449857+0.02035j -0.101591+0.0114592j -0.0244858+0.016199j -0.0280878-0.0128486j 0.006654-0.0301383j -0.0133494-0.0711531j 0.00483543+0.012407j 0.00159389+0.0172322j 0.0042117+0.00737486j -0.00180205-0.0090079j 0.00596117+0.00390898j 0.00262586-0.00365651j 
