-0.017067+0.035507j -0.0337267-0.086864j -0.0174537-0.0652903j -0.0110618+0.0291555j 0.00048948+0.0165089j 0.00184833-0.0615457j 0.00117275-0.0210631j 0.00581399-0.0335244j -0.00439592-0.0218689j -0.0165155-0.00731254j -0.00508623+0.0194748j -0.0109054-0.0401669j -0.0389838+0.0498275j 0.09659-0.16583j -0.112405+0.0741552j 0.00623225-0.0505874j 0.0159756-0.00509112j -0.0203221-0.0255249j 0.0263375-0.0286856j 0.0136108+0.020498j 0.0125613+0.0162899j 0.0260287-0.0252076j -0.0241102+0.0168009j -0.00969511-0.00466743j -0.0124139+0.0097558j -0.0136367+0.0470043j -0.00205463+0.00963396j 0.00148365-0.0114802j 0.0292523-0.0125813j 0.00831179-0.0201995j 0.00101319+0.00987946j -0.00409464+0.0150093j -0.0102942+0.0304717j 0.015894-0.0273451j -0.0255469+0.0526794j -0.187412+0.11826j -0.0945673+0.143646j -0.017629+0.0345633j -0.0137423+0.0468434j 0.0119815-0.02589j 0.00151333-0.0191034j 0.0069611-0.00595136j 0.0110747-0.0256503j -0.0121073+0.0190689j 0.00150274-0.00626571j 0.0184409-0.029053j -0.00413806-0.00275912j -0.00772982+0.000871148j 0.00306604-0.00247038j 0.000807652-0.00196969j -0.0121963+0.0127459j 0.00296947-0.005981j -0.00597993+0.00312743j 0.00830185-0.00101571j 0.0136104-0.0154464j -0.00840517+0.00657792j -0.0029518+0.000301716j 0.000791616-0.00150753j 0.00902673-0.00407994j 0.00137777-0.00246189j -0.00407712-0.00115554j 0.00757911-0.00730838j 0.0058293-0.00477825j 0.00242832-0.000555551j 0.0038996-0.00114402j -0.00289826+0.00520814j -0.00250858+0.00332536j -0.0019117-0.00177077j -0.00359951-0.00179827j 0.00157955-0.00201082j 0.0120728-0.00655655j -0.00180689-0.0023549j 0.00659719-0.00797861j -0.00434857-0.000790457j 0.0065495-0.000992712j -0.00557695+0.00935314j 0.000747127+0.00252743j -0.0028949+0.0103957j 0.00254825-0.000492398j 0.00790437-0.00212073j -0.00253894-0.0032156j -0.0124966+0.0115647j -0.0168045-0.000484501j 0.0027498-0.00502651j 0.0247491-0.00278418j 0.0100136+0.0286503j 0.00539772+5.21834e-05j 0.00983476-0.0237368j -0.00117182+0.0147139j 0.00529971+0.0116967j 0.00974064-0.00774382j -0.0132193+0.0236225j -0.0280079+0.031162j -0.0635008+0.112691j -0.0927814+0.0484444j 
-0.0123056+0.00456365j 0.00351526-0.0346303j -0.0205742-0.0293639j -0.00987002+0.0522889j -0.000478708-0.00297128j -0.0196706-0.0338871j -0.0191377-0.00451826j 0.0153298-0.0220249j 0.00386517+0.0307023j 0.0296633+0.0130204j 0.0138062+0.00825675j -0.00295899+0.00329057j 0.00387018+0.0107935j -0.00569719-0.00455907j 0.00791845+0.00172119j 0.0435455+0.0445274j -0.0354224+0.0212828j -0.141543-0.153912j 0.116692-0.13789j 0.119747+0.183447j 0.0788917+0.0375106j 0.100911+0.0997455j -0.203089+0.0462154j 0.0247798+0.0045085j 0.193041-0.0166752j -0.0447424-0.0188064j 0.075095-0.110821j 0.0256873-0.0294663j 0.0488963-0.00311914j 0.0396784+0.0919099j -0.014729-0.0814972j 0.142993-0.114238j 0.0560871+0.0447674j -0.0924848+0.129114j -0.00601572+0.047076j -0.0375318-0.0348639j -0.00718055+0.0167886j 0.00162958+0.0346031j -0.0444955-0.0275433j -0.00462657-0.0332153j -0.0372273-0.0175575j -0.0401915+0.00261866j -0.0149749-0.0743541j 0.0160488+0.0420168j -0.0149001-0.00525541j -0.0261614-0.0129904j 0.00728025+0.0197692j 0.0139701+0.0228784j -0.0531573-0.00968177j 0.024746-0.00752779j -0.0140516-0.0298002j -0.0119842-0.00995401j 0.0158407-0.00777094j 0.0180023+0.0300337j 0.0178-0.0197253j -0.000904461+0.0104279j -0.0175738+0.0053941j 0.0148513+0.0190047j 0.00221559-0.00032695j -0.00945873+0.00379554j 0.00884269+0.00712377j 0.00488193-0.000955065j 0.0128139+0.00980082j -0.00266147-0.00496416j 0.0136393+0.00708497j 0.00023419+0.00364114j -0.00299607-0.00140248j -0.0154274-0.0105665j -0.00607683+0.00752677j 0.00280102+0.000837355j 0.0115478+0.00039068j 0.00639396-0.00786849j 0.00842786+0.00458122j -0.0135923+0.00293875j -0.00793369+0.00178811j -0.018703-0.0100477j 0.0117972+0.0021341j -0.00894568-0.000458259j 0.0130699+0.00201649j 0.00386446+0.00247112j -0.0249702+0.000754266j -0.00471291+0.00970043j 0.0143269+0.00574541j 0.00418577+0.0120954j -0.000558156-0.00277145j -0.00577031-0.0123837j 0.0066903+0.0268183j 0.00669873-0.00183832j -0.009297-0.00480618j 0.00278666+0.00576691j 0.00256324-0.00393546j -0.000351474+0.00992515j 0.00928745-0.00216635j -0.00485985+0.00827925j 0.013875+0.00803123j 
-0.00316261-0.0317401j 0.04824+0.0654646j 0.00190461+0.011596j 0.0125039-0.0187006j -0.00728777+0.000847344j -0.00260214+0.0114393j 0.012678+0.0217299j 0.0149645+0.0106712j -0.0117438-0.015496j -0.0135274+0.0159322j 0.0128637+0.00523955j 0.000156103-0.00707727j -0.0179823+0.0181173j -0.0151232-0.000203499j 0.00334909+0.000373391j 0.0352192+0.137698j -0.137667-0.119258j -0.0568436+0.0587285j -0.105979-0.0578324j 0.0301371-0.0403847j -0.0457016+0.0507446j 0.0156055+0.195186j 0.013748+8.60496e-05j -0.267229+0.165694j -0.0167359-0.128249j 0.137592-0.0209159j -0.0526847-0.221167j 0.0836977+0.0688041j 0.190974-0.0346565j -0.0648555+0.039491j 0.0466154+0.0193097j -0.114975+0.036353j 0.0259461+0.0366802j -0.00967837-0.127356j 0.00325096+0.150293j 0.00779639+0.107573j 0.0280928+0.0519746j -0.0378553+0.00627236j -0.0602805-0.123218j -0.00868574+0.00510341j -0.000291115-0.00229864j 0.00576665+0.0247345j -0.0401621-0.0198357j -0.00304256-0.0207399j -0.000146681-0.0413583j 0.0310986-0.00655627j -0.00369493+0.0117505j -0.00011471+0.0158868j -0.00461224+0.000426975j 0.00284166+0.0108737j 0.00366669+0.00323542j -0.000409315+0.0165873j 0.0234762-0.0175453j -0.00468281-0.017594j -0.000510224+0.0205798j -0.00543851-0.000167504j 0.0204768-0.0254572j -0.0154372+0.00830918j 0.00437278-0.0093108j -0.00257223-0.000437499j -0.015905+0.0221517j -0.00534494+0.00846984j -0.00893525+0.00178626j 0.00626194-0.010076j -0.0117239-0.00569755j 0.00177139+0.00426022j 0.00974537+0.00309329j 0.012144+0.0082786j 0.00826943+0.00190301j 0.0029331-0.00639641j 0.00168317+0.00770798j 0.00677114-0.00486721j -0.00527359-0.000941712j 0.00317166-0.00240744j 0.0104495+0.00378276j -0.00392739-0.0115073j 0.00109175-0.0027168j 0.0074311-0.0197388j 0.00211325+0.00265293j 0.00977439-0.00683264j 0.00164297+0.00589263j -6.91307e-05-0.00118172j 0.00164434-0.000198126j -0.000549918+0.00589134j 0.00916929-0.0050531j -0.00735341+0.00102367j 0.00617386+0.0058137j 0.00850776+0.00925638j -0.0142307-0.00430424j -0.00508205+0.00530575j -0.00478376+8.83156e-05j -0.0150598-0.0135688j -0.00862111+0.00874253j -0.00384475-0.00551414j -0.0113516+0.0263711j 
0.00859187-0.0209356j 0.00184995+0.0409202j 0.0146624-0.0180453j -0.0159409-0.00576391j -0.035801+0.0220843j 0.0401108-0.0450831j -0.00269215-0.0184978j -0.00361515+0.00628812j 0.0208502+0.0154227j 0.00249574+0.000969384j -0.00358961+0.0115665j -0.00915472-0.0110441j -0.00778493-0.00806193j -0.00944814+0.00822608j -0.00277747-0.00675545j -0.0268806-0.00967661j -0.00784241-0.0739657j 0.0327105-0.0564324j 0.0836563-0.0273831j 0.0176726+0.116474j 0.113663+0.212658j -0.0125729+0.0120683j -0.0135232-0.00396102j -0.0311891-0.0744751j 0.0320637+0.0196045j -0.215917+0.022409j -0.155814+0.0488626j 0.0358097+0.158324j -0.155075-0.0488435j 0.0638956+0.0472615j 0.0642959-0.00634545j 0.00190239+0.0396662j -0.0460552+0.0967182j -0.0138657-0.0743212j -0.0237097+0.0454246j 0.0569882+0.0988016j -0.00703938-0.000139643j -0.0157776-0.0196642j -0.0210625-0.0355591j 0.00176733+0.00444506j -0.0116231+0.0139852j -0.020657+0.0352623j -0.00192222-0.00728514j 0.0123016+0.0292817j 0.0521488-0.00716686j -0.0388289+0.00546267j -0.0261693-0.00500814j -0.00239145-0.000403378j -0.00168443-0.023043j 0.00391267+0.00793812j 0.0154761-0.00892096j -0.0177844+0.0213305j 0.0119913+0.00875187j 0.0121052+0.0176037j -0.00695024-0.027554j -0.0209892-0.00776519j 0.0139899+0.0369717j -0.000539843+0.0024633j 0.00048713-0.0124231j -0.0192087-0.00794131j 0.00627581+0.000307879j -0.0109985-0.0175845j -0.0108019-0.0202871j -0.00567406-0.0110146j -0.000613044-0.00659483j 0.00274981+0.00666607j 0.00749055+0.0158196j -0.00260872+0.00266237j 0.00800881+0.0147013j 0.000368317-0.00666156j -0.000878907+0.00975813j 0.0119201+0.00646187j 0.00375498-0.0045727j 0.00655468+0.00839975j -0.00122746+0.0281718j 5.05233e-06-0.0229544j 0.00876968+0.00327668j 0.0168806-0.00673603j -0.0156733+0.00057484j -0.00126896-0.002122j -0.00243993+0.00487671j 0.0166123-0.00212684j 0.00453105-0.0104186j 0.00120874-0.00630122j 0.00342947+0.001543j 0.00937891-0.00789153j -0.0119127-0.000273043j 0.014512+0.00857257j 0.0109355-0.0065602j -0.000395512+0.00604159j -0.00167659+0.00324014j -0.00102036+0.00148157j -0.00954213+0.00900683j -0.0175781+0.00296035j 0.00726961+0.0177879j 
0.0949894+0.0348629j -0.00141946+0.0379472j -0.00502127-0.00517617j -0.0149067-0.00571602j -0.00249235+0.0239068j -0.00511308+0.00474569j 0.0175542-0.0152555j 0.00883236-0.00711383j 0.00795744+0.00361676j -0.00962036+0.00946889j -0.00588092+0.020202j 0.00338095+0.0125889j 0.00905656-0.00212653j -0.00763117-0.00206094j 0.00355953-0.000695008j -0.167946-0.0680525j 0.00341831-0.0985331j -0.0104998-0.0400294j 0.131743+0.0742291j 0.0397573-0.0411996j 0.0327656-0.000954529j 0.0183813+0.10819j 0.102405-0.0739885j -0.123467+0.119835j -0.11025-0.0291324j -0.0325984+0.00186153j -0.122089-0.0315164j 0.122533+0.193456j 0.0650114-0.00169792j -0.0266071+0.0116661j 0.0100913-0.0357632j 0.116001+0.032102j -0.030584+0.113535j 0.118304+0.072729j 0.045791-0.0186422j -0.0512776-0.0305178j -0.0396585+0.0226652j -0.0841103-0.0939781j 0.0776554-0.00663992j 0.000692192+0.0132677j -0.00758006-0.0118647j -0.0380798-0.0300625j 0.00394926-0.00185732j 0.0214212+0.00562401j 0.0125988-0.0360643j -0.0105278+0.0180742j -0.000606404+0.0131402j 0.00123102+0.0132926j -0.0265448-0.0203749j 0.00345552+0.00341528j 0.00469722-0.0176256j -0.0154908+0.0116046j 0.0089012+0.00591874j 0.00681504+0.0128479j 0.0121564+0.00410952j 0.0290182-0.0355264j -0.0207666+0.0187874j -0.00778521+0.00933165j 0.010136-0.00222724j 0.00342003-0.0139306j -0.00392344-0.0100547j 0.00237362+0.00407633j 0.0143055-0.0215401j 0.00186832-0.00277479j -0.00836703+0.00565657j 0.0021582-0.0072523j 0.00423978+0.00101804j 0.005156-0.00382406j 0.00966312-0.000380392j -0.00016048-0.0247016j 0.00696756-0.00454826j -0.00449957-0.00234917j 0.00211433-0.00347164j 0.00651081+0.00303218j 0.0135844+0.0081832j -0.00842184-0.00223726j -0.000439347-0.0201712j 0.00290347-0.0257415j -0.0109822+0.00270074j -0.00211373-0.0088321j 0.00762395+0.00920358j 0.0145305-0.00914041j 0.00326142+0.00402124j 0.0106232+0.0133968j -0.00876293-0.00575883j 0.00347659+0.00664106j 0.00470456-0.00207343j 0.0238217-0.00742219j 0.00457205+0.0178954j 0.00509907-0.000395202j 0.00525744-0.00211992j 0.0244192+0.0139976j 0.00851429-0.0222725j 0.00150545-0.0163987j -0.0177274-0.00229678j 
-0.0775598+0.0569378j -0.0563417-0.0296598j -0.0221634+0.0193588j -0.0101237-0.0316047j 0.0170499+0.0230093j 0.0272581-0.00595662j 0.00404199-0.0091437j 0.00188387-0.0315601j -0.000415873-0.00894629j -0.00687442-0.00708412j -0.00208223-0.00500865j 0.00808418+0.0111685j 0.00944877+0.00207051j 0.00323398+0.00350954j 0.0248526+0.014846j 0.127298-0.0906662j 0.104759+0.0872483j 0.0722241+0.101493j -0.051461+0.00948162j 0.0760549+0.0212857j -0.152196+0.172203j 0.0613387+0.105879j -0.224369-0.0913801j -0.109015+0.0936596j -0.0841108+0.0964799j -0.103953-0.0954915j 0.0529843-0.148147j 0.0785517+0.0430544j 0.00339585+0.113109j -0.00483239-0.0941912j 0.0650616+0.112687j -0.00246475-0.0800072j -0.0290538+0.0471222j -0.168382+0.00984565j 0.0153294-0.103892j -0.0531348+0.0113341j 0.112632-0.0891911j 0.0955441-0.0182053j 0.0275779+0.0597646j 0.00663126-0.00253583j 0.00989426+0.00323528j 0.0239693-0.0206729j 0.0576141+0.0120405j 0.012597-0.0275942j -0.0103097-0.00795051j 0.0424572-0.0368737j 0.00641651+0.00808074j 0.000515336+0.0163683j -0.01785+0.0181679j -0.00559601-0.0185376j -0.0108003-0.0222011j -0.00448607-0.0027392j 0.00500883-0.00568692j 0.0114409+0.0215549j -0.00388155-0.0269822j -0.00327455-0.0120775j 0.0103788+0.0252049j 0.0069662-0.00228402j 0.00620977+0.0018937j -0.0010143+0.00364555j -0.00159413-0.00131114j 0.00862196-0.00802566j 0.00292862-0.0127625j 0.00856376+0.00219272j 0.0186944-0.00337956j -0.00537484+0.00280012j -0.0170582+0.00632823j -0.00986528-0.00157761j -0.0131038-0.000915379j -0.00580627-0.00144759j 0.000155225+0.00363288j -0.0199625+0.00804671j 0.013944-0.00434286j -0.00749197-0.00344481j -0.0120138-0.00288149j 0.0035014-1.624e-05j -0.00162637+0.00841086j -0.00751111-0.00767889j 0.0158642+0.0064714j -0.018354+0.00785204j 0.0151459+0.000611889j -0.0248653-0.00969475j 0.0128306-0.0045411j 0.0121724-0.0134245j 0.00290021+0.00369589j -0.00104576-0.00375436j 0.0197454+0.00678704j 0.00922015-0.0135308j -0.000491478+0.0160253j -0.00218661+0.00364754j 0.003388+0.0057023j -0.0158762+0.00980667j 0.0297166+0.0120556j 0.0324366-0.0170224j -0.0139961-0.0269245j 
0.087556+0.0413628j -0.0445516+0.0847861j -0.02039+0.0330528j 0.0109825+0.025472j -0.0131346-0.045589j -0.0132074-0.00475673j -0.00917828+0.00516651j -0.000499497+0.00670493j -0.00368421+0.0104268j 0.00863017+0.00888337j -0.00469885+0.012479j -0.0105636+0.00355544j -0.000981304-0.000296991j -0.0124115+0.00852876j 0.00252529+0.00337717j -0.160258-0.0752673j 0.0662731-0.191507j -0.104967+0.123926j -0.0891714-0.204911j 0.199809-0.0207637j -0.0136011-0.0997984j 0.0181111-0.0992504j 0.010445-0.086436j 0.0206794+0.0991399j -0.184915-0.153339j 0.00657132+0.0490298j -0.0441864+0.23685j -0.0260338+0.129875j -0.107748+0.0857685j 0.0439727+0.0361617j 0.0475893+0.0112762j 0.0537252+0.0359858j -0.024254+0.0368882j -0.0444664+0.0836065j -0.0247794+0.0219277j -0.00477553+0.0857503j -0.00543309-0.0234901j -0.0275724-0.124883j 0.111716-0.0450874j -0.0237851+0.0376519j 0.0248056+0.0493926j 0.0222859+0.0464663j -0.0414626+0.0337041j 0.0337818-0.0269018j 0.0198196+0.0150391j 0.00563066+0.0303226j -0.00522251-0.0225683j -0.0120471-0.0180608j 0.0205105+0.00602633j 0.0121993+0.00256258j 0.0274163+0.0173064j 0.0220852-0.0136307j -0.016263+0.0229839j -0.0392329+0.00283641j 0.0323063+0.000159646j -0.0137391-0.00289172j -0.0198686-0.0196686j -0.0222283+0.0229458j -0.00163105-0.0023773j 0.00381571-0.0137922j 0.0162393+0.0032552j 0.00984878+0.0118919j -0.0075277+0.0137299j 0.00655086-0.00806074j -0.0043402+0.020592j 0.00518835-0.0105455j 0.00182515-0.0226869j 0.0126876-0.0199137j -0.00547372-0.0064349j 0.00209614-0.00266756j 0.0061997-0.014198j 0.00119449-0.0133448j 0.00436386-0.00364672j -0.000829776-0.00869295j 0.00208604-0.0206797j 0.00143936+0.00261396j 0.00729897+0.000894241j 0.0140156-0.00410439j -0.00822638+0.0101316j -0.0116625+0.00175537j 0.00595262-0.00533757j 0.00481394-0.00311494j 0.00658128+0.000507985j 0.00158074-0.00631554j -0.00126238+0.00305931j 0.00736951-0.00760359j -0.00541298+0.00170559j 0.00243299+0.0052302j 0.00955378-0.0103586j -0.000517134-0.000154554j -0.00242072+0.00179092j 0.00937193-0.00274779j 0.00411583-0.0152529j 0.0179346-0.0290805j -0.014132-0.0104601j 
-0.0144511-0.00608442j 0.00133579-0.0214994j 0.0477433+0.039707j 0.0145452-0.00761401j 0.000486109-0.0072867j -0.0288526-0.0267072j -0.00703782-0.0145681j -0.000624477+0.00564314j 0.014172-0.0164688j -0.0366443-0.0143143j 0.00563998-0.00487759j 0.00244593+0.00197689j -0.0123423+0.012778j 0.00685484+0.0058166j 0.000501123-3.59233e-05j 0.075171+0.00482474j 0.047402+0.101151j 0.198323+0.0698667j -0.236283+0.116343j 0.242659-0.114177j 0.0797426-0.0254731j -0.0921502+0.106649j -0.0721014+0.201327j -0.0365126+0.00094824j -0.0537719+0.119539j -0.163711+0.142103j 0.0554465+0.0565197j -0.02432+0.0196332j 0.128449+0.140349j 0.0673733+0.10505j -0.0954049+0.0292133j -0.115613-0.121921j 0.0807725+0.142319j -0.0161214+0.0511093j -0.0382317+0.0319518j -0.0379535-0.0255652j -0.0266491+0.0618027j 0.0601364+0.0379929j 0.00230812+0.0626109j 0.0108219-0.00382452j 0.045412-0.00976342j 0.0650976-0.0176455j 0.0214482+0.0117584j 0.000771064-0.00342314j 6.86611e-05-0.00533944j -0.0126473-0.0161295j -0.00382443-0.00388316j 0.0195752-0.00118228j -0.00357971+0.0121113j 0.00915637+0.00623012j -0.00650773-0.00148826j -0.0093432+0.00577754j 0.0186206-0.00495753j 0.00094227+0.000102732j -0.0025778+0.00704106j -0.0170376-0.0183647j 0.00900402+0.00269693j 0.00203269+0.00138127j -0.00227648-0.00433002j -0.00941942-0.00370865j 0.00207352-0.00853081j -0.0109434+0.00509221j -0.0134126-0.00862202j 0.00172873+0.00141667j -0.00883936-0.0111117j 0.00578201-0.00263126j 0.00596699+0.00504298j 0.0109466+0.00280111j 0.000357081-0.00309924j 0.00358343+0.000903448j -0.00625407+0.000393833j 0.00658547+0.00602805j -0.00793424-0.00236347j 0.00324093-0.00444368j 0.00532317+0.00827128j 0.0079393+0.00808138j -0.0100798-0.0114554j 0.0103296+0.0127228j -0.00552484+0.0191203j 0.00669379+0.00611338j 0.0028725-0.0048764j 0.00680192-0.0224361j 0.0061036-0.00104294j 0.0208752-0.0151037j 0.00247613-0.00363654j 0.00446624-0.0063156j 0.00918778+0.00612987j 0.0189747-0.016679j 0.00750954+0.0154186j -0.00259414+0.000798478j 0.00374163-0.00433936j 0.00654799+0.0145597j 0.00922996-0.00793133j -0.00498314+0.0153929j -0.00457187+0.00314994j 
-0.022129-0.0428487j 0.108117-0.0233084j -0.0454933+0.0216462j 0.0105477-0.00591082j 0.0117637-0.0118159j -0.00303865-0.0189258j -0.00194957-0.0187177j 0.0185623+0.0283252j -0.0381788-0.00476416j 0.00028795-0.0184667j -0.0162555+0.00795238j -0.00734128-0.00878665j -0.00414953-0.00437243j 0.000711663-0.00124472j -0.00859176+0.00482046j 0.0511146+0.171724j -0.177918+0.0708421j -0.16938+0.16705j -0.150352-0.0966009j 0.0786694+0.0982422j 0.0752228+0.103024j 0.086746-0.116209j 0.0153456+0.158299j -0.101383-0.197937j 0.121229-0.132287j -0.0473887-0.0632149j -0.103148-0.00819838j -0.0366655-0.0817854j 0.000620948+0.119606j -0.0670617-0.0425512j 0.142752+0.109662j 0.0773663-0.00932402j -0.0526516-0.0242752j -0.0103433-0.00326455j 0.0418535+0.00474342j 0.0203854-0.0508088j 0.00495402+0.0316825j -0.0646283+0.122787j -0.0933289-0.0563985j -0.00369505+0.000496428j 0.0110423-0.00187295j 0.0470248+0.0153728j -0.0494421+0.044722j -0.00830958-0.0080012j 0.0187489+0.0461055j -0.0458021-0.0169481j 0.0114502-0.00562548j -0.00611995-0.00636532j 0.0203839+0.0300948j -0.00135943-0.00901301j 0.00125632-0.00792464j -0.00264525+0.00177029j -0.0141575-0.0181424j -0.00599568+0.00767488j -0.0126924+0.0100546j 0.0160678-0.0036932j 0.00420022-0.000810595j -0.00759471-0.0230215j -0.00204819+0.0108341j 0.0121251+0.0120836j 0.00153558+0.00729465j -0.00267427+0.00635395j 0.00512348-0.00201805j 0.000866604+0.0137343j -0.0084489-0.00200871j 0.00273243+0.00926738j 0.00575016+0.0126766j 0.00435902+0.00980431j -0.00364081-0.00035153j 0.00862943-0.00867914j 0.0080668+0.00852854j 0.00923631+0.0086466j 0.0124325-0.0017924j -0.00394929+0.00270408j -0.00598186+0.00399823j 0.00531673-0.00592735j 0.0113865-0.00340753j 0.0143056-0.0249267j 0.00410901-0.0161522j -0.0112026-0.000781476j 0.00727727+0.0131682j -0.00779518+0.01029j 0.00689017-0.0102151j 0.00150936+0.0200769j 0.00335826+0.000476874j -0.010905+0.00960788j 0.0299327+0.00255355j 0.00591179-0.00930131j -0.0170303+6.21101e-05j -0.000685142-0.001821j -0.000594919-0.00204096j -0.00872607-0.0069534j 0.00673702+0.00999537j 0.00446406+0.0099765j 0.00598807+0.000888708j 
-0.0179101+0.0672356j -0.0479295-0.0203588j 0.00811146-0.0490605j 0.0335761-0.00719242j -0.0208398-0.0213243j 0.0196383-0.00746018j -0.0338967+0.0229902j 0.00241406-0.00203623j 0.00123925+0.00633407j -0.0110238-0.00308242j -0.00667+0.000393035j 0.00457997+0.00289442j 0.00898329-0.00801014j -0.00231126+0.00171925j 0.00127622-0.00699525j -0.0133198-0.152615j 0.101753+0.0466247j -0.0592579-0.112403j -0.00147568+0.0397353j 0.060512-0.0516416j -0.088904-0.0446539j 0.0714381-0.0865464j -0.105823-0.0905896j 0.13073+0.103215j -0.0705131+0.0622103j 0.0904227-0.0336565j 0.148213-0.0227212j -0.0441289-0.0553481j 0.0397982-0.027088j -0.00448132-0.016195j 0.0386203+0.0177831j -0.0518851-0.0328723j 0.00652142+0.0206433j 0.0900332+0.0468451j 0.00420511-0.020042j 0.00907509-0.0266002j -0.044947-0.00260386j 0.0162613-0.0445216j 0.0282208+0.0882005j -0.0290383-0.00560237j 0.000104183+0.0247411j 0.0142137+0.000732853j -0.0480148+0.00174034j 0.0371742-0.0386268j 0.00258751-0.00278512j 0.0180429+0.00144079j -0.0180934-0.00602765j -0.00216135-0.0278847j 0.00277883+0.0210941j 0.00501153-0.0113624j 0.030092-0.0127904j 0.00441852+0.00913077j 0.000518482-0.000974567j -0.0201867+0.0136881j -0.00631976-0.0335756j -0.00105387-0.0168503j -0.00341396+0.0312669j 0.00666335+0.00483592j -0.0102575-0.0108024j -0.0132384-0.0136121j 0.00284369+0.019572j -0.00435861-0.0237131j 0.00615051-0.0104761j -0.00630466-0.0114723j 0.0125426+0.00440316j -0.00417418+0.012815j -0.00851218+0.00524083j -0.0154318-0.00138783j -0.00260198+0.0114543j 0.00800494-0.000605895j -0.00453588+0.00307239j 0.00234761-0.0110116j 0.0102473-0.0045842j -0.00197517+0.00577799j -0.0191242+0.014643j 0.00618139-0.0202488j 0.0129888+0.00684257j 0.0212182-0.00547581j -0.00503355-0.00258031j 0.00120714-0.00260749j -0.00393919-0.00145217j 0.0111157+0.00764895j 0.00297015-0.000707299j -0.00364493+0.00274366j -0.00269221-0.00109496j -0.00896531+0.00165776j 0.0120914-0.0129527j -0.00298882-0.00566967j 0.0029078-0.00714663j 0.00508407-0.00345639j 0.00213798-0.000407698j 0.00945119+0.00672302j 0.00179428+0.00516451j 0.00309452+0.0094332j 0.0085869-0.0172069j 
0.000671527-0.0631876j 0.0242498+0.012706j -5.88124e-05-0.0244712j 0.0136802-0.0187407j -2.83605e-05-0.0121486j -0.0228617-0.0165921j -0.0285145-0.0400625j -3.9216e-05-0.0168073j 0.0147406-0.00311283j 0.00908592+0.0074188j -0.000495798-0.00556935j 0.0232269+0.00797419j 0.0182732+0.00503083j -0.0108961-0.000335508j 0.0156998+0.000285478j 0.0100917+0.0977166j -0.0972905-0.0688271j 0.0323328-0.0153173j 0.0974103+0.152576j 0.0227323+0.0348166j 0.0912797-0.117644j 0.045033+0.0150687j 0.0785525+0.137133j -0.0224892-0.0461458j 0.122101+0.0212484j 0.02075+0.0404124j 0.0335076+0.0230216j -0.0163745-0.046484j 0.070301-0.0653009j -0.0425461-0.0537452j -0.00947171+0.0397641j 0.0167826+0.00309317j -0.037215+0.0886035j -0.0212095-0.0372564j 0.0510352-0.0748703j -0.0189812+0.107232j 0.0856831-0.0380891j -0.0368414+0.0241429j -0.0580495-0.0911257j 0.0191702+0.0129526j -0.0166792-0.0508716j -0.0271118-0.0563886j 0.0424308+0.022397j 0.0108995+0.00340226j 0.005965+0.0170466j -0.00747917+0.0317796j 0.00818668-0.0132306j -0.00572136-0.0189616j 0.0171251+0.0138442j -0.00816427-0.00468782j -0.0120571+0.0115785j 0.0132324+0.00351245j -0.0116661+0.00118074j 0.00538245-0.007144j 0.0096992+0.00790801j -0.0166015-0.0162508j 0.00109044-0.0100942j 0.00305721+0.00288178j 0.00455627-0.00672799j 0.00488188-0.000898433j -0.00220481+0.00643085j 0.014064+0.00454577j 0.00660208-0.00276961j 0.00398049-0.00455994j 0.00893339-0.00390472j -0.0113765-0.00112637j -0.0106206-5.201e-05j -0.0148113+0.00560319j -3.41623e-05+0.0078165j 0.00817496-0.00166354j 0.00319713-0.000508044j -0.00029808-0.0124527j 0.0210869-0.00123527j 0.00118007+0.00755253j -0.0113428+0.00874006j -0.00575456-0.00587316j 0.018634-0.00502186j 0.0179931-0.00485742j -0.00106437-8.72496e-05j -0.0131509+0.000634j 0.00499943+0.00883744j -0.0103776-0.00109716j 0.00172559+0.00508094j -0.0074635+0.00205348j -0.000326035+0.00190923j -0.00563519-0.00445797j -0.00245825+0.0138907j 0.0164907+0.0111577j -0.0123846+0.0117676j 0.00144202+0.00956063j -0.000413098+0.0059631j -0.00945493-0.00205926j 0.00473558+0.0102551j 0.00441636-0.0251265j -0.0157923+0.0124643j 
