-0.121883+0.140833j -0.0136784+0.0475105j -0.0457658+0.0319012j 0.108997+0.0499742j 0.0117007+0.0383222j 0.0138152-0.0540282j 0.116373+0.0951872j -0.0420141-0.126539j -0.0105259+0.0208716j -0.0896003+0.0418244j -0.016189-0.049801j -0.134103-0.117985j 0.188513-0.010229j 0.0621905-0.167287j -0.0864334+0.157636j -0.00898285-0.00476935j -0.100936+0.0733825j -0.0932909+0.000802162j 0.00805338-0.0227695j 0.0403338+0.0248927j -0.0519586+0.0152198j -0.0321885-0.0138485j -0.0144932+0.00288048j -0.00333923+0.0132101j -0.0388481+0.0209962j 0.0229655+0.0388922j 0.0118546+0.0322718j 0.0391795-0.00175846j -0.0130123-0.0505081j 0.00507436-0.0110889j -0.0113942+0.000264117j -0.0228883+0.064621j -0.0048009+0.0961572j 0.155512+0.0312864j 0.068587-0.0869641j 0.00854148-0.112448j -0.0283485+0.0491267j -0.0264443+0.000413495j 0.07059-0.0352984j 0.0356207-0.0208156j -0.0206114-0.0247824j 0.00841064+0.0226949j -0.0392217-0.00314483j -0.0192303+0.0445246j 0.0135021+0.00665455j -0.0441839+0.0319533j 0.000818754+0.00339802j 0.00916086+0.00959643j 0.0151671+0.0311288j 0.0066596-0.00509249j -0.0236624+0.00410846j -0.00310251+0.0194749j -0.0152211+0.0190914j 0.000796318-0.00385126j 0.0214334-0.0117171j -0.0121771+0.0100665j 0.00676235+0.00364579j -0.0104953-0.0101838j -0.00266675-0.0118142j -0.00566295+0.00842442j 0.00351427+0.0122059j 0.0076872-0.0114835j -0.0023812-0.00799556j -0.00245058-0.0120243j 0.00174485+0.0167241j 0.00181585+0.00444287j -0.00863002-0.00816024j -0.005357+0.00401238j 0.00929277-0.010492j 0.0156093-0.000870005j -0.0209956+0.00699372j -0.00355977+0.00652589j 0.0096164-0.00289845j 0.00198211-0.00841157j 0.00739626-0.0114728j -0.00604215-0.00055867j 0.005071-0.00728446j 0.0276372-0.0273727j -0.00712492-0.0126646j -0.00162089-0.0125055j 0.0202522+0.0100762j 0.0333116-0.0358808j -0.000641124-0.00265265j 0.000277598-0.0264347j 0.03322-0.00301256j -0.012632-0.0475912j -0.0558842+0.0257374j -0.0340404-0.0266604j 0.0434175-0.113022j -0.0167482+0.0675729j 0.0275153+0.00767118j -0.0618232+0.200858j 0.189587+0.0235482j 0.0361902-0.0350597j -0.0704301-0.112874j 
-0.0216618+0.00115452j 0.000227079-0.0190374j -0.0184507-0.00793705j -0.00224533-0.00201933j 0.00094693-0.00540413j -0.0146219-0.0217541j -0.00116794+0.00319609j 0.0110051-0.00101209j -0.0135687+0.0125669j 0.00653189+0.0053836j -0.00585149-0.0181401j -0.0228474-0.00767042j 0.00985501-0.0113738j 0.0108291-0.018224j 0.0194719+0.00459087j 0.0055835-0.012447j 0.00204884-0.0177167j -0.0455932-0.00795377j -0.00178286-0.00561486j 0.00269863+0.00816189j -0.00576331-0.0176221j 0.0298835+0.0139996j -0.00137613+0.0143562j 0.00339856+0.0209485j -0.00359205+0.0143169j 0.00370834+0.0218326j 0.0011697-0.000968898j 0.0247558-0.0130591j -0.0360257+0.0280825j -0.0124045+0.0188051j 0.00808093-0.0069428j -0.000890882+0.00392911j 0.0129951+0.00244305j 0.0107001+0.017488j 0.00883559-0.00602858j -0.0261566-0.0066239j -0.0109562+0.0340005j -0.0353607-0.00414093j 0.0100413-0.00801578j -0.00688771-0.021283j 0.0431308+0.0250017j -0.0395586-0.0148776j -0.0536284+0.000884616j -0.0224268-0.0140349j 0.0270108-0.0191317j -0.019617-0.0464491j -0.058242-0.0437191j 0.0190466+0.0221969j 0.0337154+0.0163645j 0.0518528-0.0217367j -0.0095859-0.0894201j -0.00379951+0.0218572j 0.0190691-0.0705232j 0.0229705+0.0348207j 0.0153873-0.0106293j 0.0135809+0.0850309j -0.0278072-4.36364e-05j -0.00102477+0.0179364j 0.0479357+0.0360235j -0.0514136+0.121737j -0.0250265+0.0250788j -0.0732148-0.0924452j 0.014038-0.00939737j 0.0227519-0.0591434j 0.0522449+0.0196867j 0.100092-0.0568242j 0.102362-0.107084j -0.0354728-0.0178538j 0.0282038-0.07726j 0.102484-0.0213394j -0.113745-0.000709602j 0.0923953+0.0126146j -0.0164493-0.0220849j 0.0294608+0.246625j -0.0975342+0.0623208j 0.0168876+0.100708j -0.0858618-0.0452955j 0.00704676+0.0270344j 0.013613+0.0386013j -0.0627315+0.0760285j 0.0935971-0.00685773j 0.101266-0.0404249j 0.00848196+0.0437716j -0.00856084-0.0155102j -0.0362347+0.0674032j 0.000275407-0.114579j 0.194034+0.025118j 0.0167173+0.111768j 0.0466896+0.138822j -0.13437-0.0424516j 0.0599639-0.125643j 0.121287+0.0160861j -0.105428+0.0559548j 0.00612484+0.0951632j 0.0598705+0.0178405j 
-0.00544674-0.000794452j -0.0250566-0.01072j -0.00796001+0.000484921j -0.0060147-0.00186594j -0.00315889+0.000786638j 0.00219345-0.0096251j 0.00372344-0.0144729j 0.000964913+0.019648j -0.00660659-0.0117625j -0.00344954+0.0247953j 0.0305265-0.0031298j 0.00717282+0.0035272j 0.0205059-0.0172947j -0.0244004-4.15291e-05j 0.00311826-0.00744376j -0.000481049+0.00282466j -0.011621+0.00456076j 0.0029201-0.0239435j -0.00230165-0.0157857j 0.00488022-0.00769208j -0.00661365+0.0167442j 0.0130703+0.0197501j -0.00150075-0.00991052j 0.00997314-0.000397496j -0.00870704+0.00683629j 0.00254816+0.00260217j -0.00254442-0.0211498j 0.0120548+0.000778108j -0.00463523+0.0121592j -0.00699101-0.0185019j 0.0358544-0.00352358j 0.00892501+0.0270977j -0.00480404+0.0186346j 0.000173892+0.00534047j -0.00302448-0.00768784j -0.00350035+0.00614824j 0.0191271-0.0107396j 0.00534339-0.00183394j 0.0125796-0.00516915j 0.013264-0.00778382j -0.00050756-0.00809546j 0.0278496+0.024313j 0.021441+0.00213182j -0.0342475+0.0573413j -0.0345499+0.0647174j 0.00662026-0.0397152j -0.0145344-0.00386041j 0.0107905-0.0442j 0.0429017-0.0620861j -0.0309167+0.011839j 0.0657211+0.0233357j 0.0147267+0.0445925j 0.0016372-0.0272373j -0.0467858+0.0203043j -0.00350308-0.0724718j -0.0549636+0.0245834j 0.0035226-0.0652927j 0.0154641+0.00727287j 0.0254229+0.0165241j -0.0826063-0.00125022j -0.000159698-0.0925849j 0.00648032+0.10539j -0.0256324+0.051817j 0.0765488-0.0333496j 0.0363165+0.0511349j -0.00610228-0.0354424j 0.0328526+0.124935j 0.117025-0.0197808j 0.0156835-0.00359481j -0.0208637+0.0830114j 0.151409+0.066203j 0.121642-0.0279506j 0.0952546+0.0708367j -0.108198-0.0493274j 0.0764353-0.108808j -0.121583+0.217741j 0.155903-0.0524272j -0.0261576+0.144118j 0.141896-0.0271396j 0.0584995-0.0980415j -0.0645689+0.0809272j -0.0808232-0.0468953j -0.127399-0.0364485j 0.00314193-0.0874107j -0.000120454+0.215239j -0.0735358+0.00307382j 0.0790737+0.0479721j -0.0310062+0.157487j 0.0784242+0.0305066j -0.0816196+0.0631543j -0.106393+0.0183142j -0.0327034-0.0658581j 0.0300525-0.00690057j 0.0179091+0.0118874j 0.0293791-0.00522682j 
0.00317497-0.00179258j -0.00115677+0.00237633j 0.00556421+0.0175261j 0.00131861+0.0117943j -0.00508632-0.00402857j -0.00125598-0.00543701j -0.00177898-0.00615829j 0.00893399+0.0105174j -0.00185065+0.00713727j -0.00413503-0.00411092j 0.00695149+0.00219945j 0.0135353-0.000529117j -0.00592583-0.0150248j 0.00257983-0.00281027j -0.00177357+0.00895907j -0.000800298+0.000440509j 0.0249307+0.0110241j 0.00225254+0.027022j 0.00142448+0.00474152j -0.00116284-0.00249172j -0.000630049-0.0129196j -0.0129036-0.0251364j 0.0195697+0.0266091j 0.000434061-0.00560261j 0.00645025-0.00331245j -0.0270991-0.0209306j 0.0116874+0.028871j -0.022056-0.00421035j 0.0446404-0.0265184j 0.00329935+0.00230415j -0.0261043-0.0164119j 0.0162548-0.0201034j -0.00307606-0.0146535j 0.00104142-0.0282276j 0.00530181-0.00319413j -0.00282371-0.00149773j -0.00823301+0.00182601j -0.0224072+0.00566353j -0.0195754+0.00923847j 0.0263071+0.00964755j 0.0409384+0.0249281j -0.0299106+0.00633395j 0.0163709+0.00782799j -0.0105806-0.01068j 0.00306-0.00352466j -0.0114494+0.0685988j -0.0538387+0.0405745j 0.014042-0.0394395j 0.0688482-0.0224484j -0.0136766+0.0785649j 0.00933477+0.0449909j 0.0281782+0.0467904j 0.0101696-0.0289179j -0.046435-0.020801j -0.0766172+0.0307964j -0.0218857-0.0265941j -0.0461959-0.077477j -0.0461594-0.0795849j -0.0366591+0.00605685j 0.0254474+0.0325147j -0.0433987+0.00117942j -0.104531+0.0632656j 0.0200354-0.0245113j 0.0408031+0.0544377j -0.0168273+0.0377337j -0.0662716-0.00436373j 0.000252512-0.00521074j 0.0050249-0.0480392j -0.0083157-0.0262548j -0.0736942+0.0345366j 0.020138+0.0205961j -0.123522-0.00824449j 0.00878124-0.0182488j 0.0139983+0.0455104j 0.0310469-0.0732755j -0.109634+0.0267094j 0.0256346-0.14519j 0.0208752-0.0213839j -0.0807525+0.0244246j -0.0313422-0.0831171j 0.0465205+0.0692859j 0.102382-0.0292769j -0.0573229-0.0173313j -0.086593+0.0234173j -0.000709828+0.111746j -0.0889686-0.17323j -0.0971557-0.24868j 0.140953-0.202135j -0.234162-0.0140011j -0.0163496+0.0272788j -0.0553926+0.0521842j 5.10106e-05+0.0461241j 0.0457933+0.0395144j -0.0222419-0.00872613j -0.0254458-0.00423381j 
-0.0155775-0.00446218j -0.00537707+0.00856459j -0.00906273-0.00532688j 0.00380037+0.00647272j 0.00791291+0.00968914j -0.00499985+0.00401032j 0.00707048+0.00950055j 0.00532238-0.00223009j -0.000132188+0.0134551j 0.000437739-0.00566219j 0.00849284-0.00741503j 0.00150674-0.00994617j 0.00573242+0.00546806j -0.000582856-0.0174018j 0.0178598-0.00609731j 0.00121252+0.00193463j -0.0474108+0.00735563j -0.00304465-0.0263691j 0.00261736+0.0212485j 0.0175812+0.0226193j -0.0172932+0.034032j -0.0152021-0.0578671j 0.00177142-0.0129782j 0.0164677+0.00106951j -0.00719681+0.00554885j -0.00940159-0.00047606j 0.00605901+0.0280514j -0.0415474+0.0139756j 0.0112057-0.0171573j 0.0199204+0.0422221j -0.054597-0.0134187j 0.00832961+0.0292615j 0.0171798-0.00267477j 0.0103708+0.00113133j -0.0141456+0.0248584j -0.0333527-0.00885038j -0.00961784+0.0223324j 0.0432849+0.0134761j 0.00756909-0.0232429j -0.0795765-7.8364e-06j -0.028472+3.29109e-05j 0.0646407-0.0164893j -0.00016713-0.0278981j -0.00495022-0.0381869j -0.0625027-0.0352661j -0.0613534-0.00834775j 0.0509843-0.0154909j 0.0145061-0.0202276j -0.0191306-0.116944j -0.0130958-0.0317992j -0.0420141+0.0339766j -0.0489825-0.0174338j 0.00258645-0.0589034j 0.0899974-0.00842817j 0.0201485+0.000527513j -0.0858597-0.00869952j -0.0191897+0.0777446j 0.00291177+0.00445292j 0.0337151-0.0187482j 0.0356034+0.00941599j -0.137187+0.0574874j -0.0161179+0.0435962j -0.0356927-0.0302447j -0.00376001-0.0711314j -0.0085645+0.0115844j -0.0439483+0.0672235j 0.0311663-0.0208676j 0.0109709+0.00339935j 0.0415948-0.0864933j -0.0488074+0.0785484j 0.0130241+0.0291302j -0.0404321-0.0349895j -0.108121+0.0041108j 0.0343732+0.00577161j 0.0239195-0.110137j 0.171893+0.05698j 0.14523+0.0641905j 0.11328-0.088349j 0.0642904-0.0180767j -0.00729519+0.0265934j 0.0131152+0.0837714j -0.00451255-0.0661831j 0.0235636-0.0237001j 0.101326-0.0221731j -0.0297669+0.12744j -0.109898+0.0135587j -0.00392235-0.118028j 0.040805+0.0623683j 0.0329683-0.139769j -0.0700583-0.00178532j 0.0641877-0.0777693j -0.0108971-0.0444869j -0.011937-0.123734j 0.0363159+0.00491845j 0.0317873+0.0286653j 
-0.0161069+0.0018051j -0.00892768-0.00623455j -0.00767055+0.00927318j 0.00253081+0.0116672j -0.00972485+0.00386589j -0.00751934+0.011555j -0.00334971+0.00374774j -0.00333769-0.00708249j 0.0102289-0.0130727j -0.00807382-0.000324262j 0.00117243+0.0126117j -0.0113428+0.00532961j 0.00290374+0.0204561j -0.018539+0.00776331j -0.0128317-0.0118743j 0.0275253-0.0189757j -0.0462265-0.0164596j -0.0637532-0.0200501j -0.0176823-0.00686812j 0.0119779+0.0101797j -0.0114591-0.00513667j 0.0357493-0.00410728j 0.0264763+0.0273111j 0.0260517+0.0234072j -0.0193419+0.0224404j -0.021397+0.0202483j -0.00597913+0.00595664j 0.0130987-0.0313227j -0.0336308+0.0371604j -0.0101829+0.0270279j -0.00953952-0.0301159j 0.00136164+0.0349901j 0.0213088-0.0156213j -0.00374808+0.0240633j 0.00269287-0.00178757j -0.0205805-0.00513231j 0.00436968+0.00937573j 0.0128486+0.0145636j -0.0114559-0.0173911j -0.0211855+0.00459528j 0.017186+0.0217045j -0.0146665+0.00968408j -0.0515779-0.0398028j -0.0437693+0.0099432j -0.00446445+0.0350808j -0.0557339-0.0270845j -0.0520944-0.0174568j -0.0141705-0.0405818j 0.0614461-0.00681739j -0.00241041+0.0182319j -0.0870458-0.0131759j -0.0105179+0.0171087j 0.036092+0.0711131j -0.0214884+0.000130333j -0.00144614-0.0883473j -0.00597339+0.0277868j -0.0407092-0.0301421j 0.0289179+0.030592j -0.0281191-0.0604316j 0.0342128-0.0811099j 0.051477-0.0639866j 0.0473129-0.104215j -0.0227386+0.082922j 0.0398412-0.0412032j -0.0358352+0.0700718j -0.0819295-0.0660281j -0.109349-0.0242426j -0.0371679-0.0663929j -0.0609059+0.151842j -0.10263-0.1154j 0.0290414-0.0486702j 0.0668143+0.0952855j 0.00462077-0.0425573j 0.0121709-0.0612762j 0.00137181+0.132135j 0.0421405+0.0272694j 0.0292841+0.0512366j 0.00059862+0.0367288j -0.117841+0.0144929j 0.0324541+0.0179231j -0.127328+0.0260336j -0.0100343-0.0484359j -0.0641808+0.0829664j -0.0141691-0.152008j 0.0520637+0.00518312j 0.126959-0.00753733j 0.136446-0.0769354j 0.0399207+0.129087j 0.0358866+0.0951893j 0.0682823-0.0619903j 0.0317419+0.122003j 0.0492555+0.0232085j -0.0489709-0.0798696j 0.049231+0.0754953j 0.0776394+0.0129658j 
0.0179699+0.000906863j 0.0165978-0.000718851j 0.00265799-0.00193291j -0.0156356-0.0127633j -0.00153587-0.000485474j 0.0058319-0.000951838j 0.00455412+0.00324412j -0.00138885+0.00537063j 0.00318818-0.00730815j -0.0103027-0.00153457j 0.0189045+0.00877127j 0.000798142-0.00627026j 0.010159-0.00813771j -0.00800959+0.0165166j 0.000993342-0.0134443j -0.00596169-0.00434869j 0.00709803-0.0153871j -0.0397725-0.00563003j -0.0029293+0.00253668j -0.00108115-0.0154751j 0.0118719+0.00524219j 0.00163034-0.0111134j 0.003892-0.0179589j -0.00336009-0.00337422j 0.00253482+2.52451e-06j 0.00175965-0.013543j -0.00248748+0.0206575j -0.0219068-0.00281344j -0.00446701-0.00454745j 0.00748981+0.0296723j -0.0175268+0.00364484j 0.0187197+0.000630816j -0.00808772-0.0034433j 0.00040413-0.0111999j 0.0222208-0.0070705j 0.0111214+0.0181667j 0.00253389-0.00334477j -0.0199286+0.0168093j -0.00523519+0.00716158j 0.0100259+0.00374598j 0.00623459-0.00372774j -0.0461675-0.0492961j -0.0518001-0.043621j 0.017515+0.0201421j 0.0560903+0.00726405j 0.00535077+0.0610619j 0.0304252-0.0195649j 0.0243284+0.00518228j 0.006734-0.0613276j 0.0108108+0.0144797j -0.00336643-0.0371738j -0.0477677-0.057682j 0.0463526-0.00395553j -0.0188012-0.000324122j 0.0402282+0.070473j -0.0143295+0.0685827j 0.0260566+0.014199j 0.00842692+0.0488508j 0.0840572+0.00580722j -0.0589095+0.0716604j -0.0761157+0.0466069j -0.0196705+0.0149835j 0.0950639+0.00424904j -0.0115771+0.0724379j 0.0486882+0.0145503j -0.0677627+0.0571672j 0.00650711+0.0662867j -0.128108-0.0707783j 0.205806+0.0529901j -0.0967018+0.105343j 0.170626+0.0472269j 0.125307+0.0528935j -0.0746927+0.0882898j -0.0312848-0.149397j 0.119274-0.0452197j -0.152501+0.000243646j -0.0476685+0.0551597j -0.0131522+0.0110158j -0.0413321-0.0162451j -0.0111775-0.00466077j -0.132204+0.0167155j 0.0174525+0.00719631j -0.0129723-0.00359134j -0.0125444+0.0588793j -0.189665-0.0736075j 0.129146-0.0675196j 0.00722218+0.0507905j -0.0452624-0.0643831j -0.0395154-0.0276172j 0.00202896+0.168912j -0.0773917+0.0154369j 0.0390384-0.0409839j -0.046184+0.0161637j 0.0121717+0.0300602j -0.00954182+0.00885822j 
0.00648567-0.0119917j 0.0224507-0.00320702j 0.00617316+0.00905873j 0.00753963+0.00991558j 0.00418534-0.00787278j 0.00449623+0.0103676j -0.00603364-0.0115444j -0.0116058-0.00564034j -0.00410206-0.010198j -0.00891087-0.0145521j -0.0339699+0.0267634j -0.0114435-0.0149168j -0.00160414+0.00847874j 0.0128352+0.0282365j -0.0253999+0.015188j -0.0193224+0.0144924j 0.0317274-0.000715599j 0.0266343-0.0124258j 0.0284742-0.00652119j 0.00428468-0.0171535j -0.013888+0.0251277j -0.010992+0.0066571j -0.0160767-0.0190104j -0.0127433-0.00117692j 0.0192554-0.0125338j 0.027755-0.0202074j 0.00270408-0.00952825j -0.000997929+0.000337668j 0.00205631-0.0307878j -0.00202574-0.00976471j 0.000500932+0.0170966j -0.00436562+0.0100435j -0.00115013+0.00304524j 0.00907702+0.0010953j 0.00723788-0.00433758j 0.018275-0.00162978j -0.00996949-0.0187337j -0.0222157-0.0114704j 0.0168458+0.0223193j -0.0247106-0.0147888j 0.0465778+0.00552381j 0.00509022-0.00322133j -0.00291545-0.00957434j -0.0236159+0.0235038j -0.0653236-0.029921j -0.00447157+0.0346007j 0.0132224-0.0504822j 0.0286193+0.00939861j 0.0400879-0.0325128j 0.00798991+0.0121857j -0.0275047-0.0638383j -0.0129384-0.00502619j -0.01048-0.0676755j -0.0266523+0.019013j -0.0139418+0.051122j -0.0762756-0.0702217j 0.0598339-0.00584074j -0.00746772+0.00915125j -0.0675853-0.0336793j 0.0531043+0.0432614j 0.0069177+0.0195068j 0.0264591+0.0075554j 0.0717485+0.0510665j 0.0944024-0.0182131j 0.0239456-0.00305175j -0.0177516+0.0731576j -0.018582+0.0200981j 0.0335557+0.107154j -0.0838+0.0524884j -0.107489-0.0148827j -0.00242575+0.160427j 0.0231091+0.0402735j -0.0100456-0.159961j 0.0866706-0.125622j -0.0521617-0.0478741j 0.108957+0.00531157j -0.0477469-0.00149712j 0.0502829-0.0748198j 0.0296205-0.0174107j -0.0835572+0.0323423j 0.0362096-0.0543929j -0.0798782+0.0207192j 0.0163656+0.0418045j 0.0623462+0.0912505j -0.110564+0.200404j -0.11989-0.0183127j 0.0432862+0.021417j -0.0791732+0.00918322j 0.00355138-0.0252417j -0.0166014-0.00580413j -0.00458695+0.0840551j -0.0444841+0.00967278j -0.0453726+0.0115984j -0.0185197-0.0195347j -0.0273454-0.00613832j 
0.00796721-0.0118749j 0.00900802-0.00533166j 0.00236389+0.00566995j 0.00752338+0.00922843j -0.00336263-0.00840721j 0.00805797+0.0133916j -0.00386076+0.00426932j 0.00149128-0.00562583j 0.0160944+0.0207004j -0.00170697-0.00921024j 0.00494384-0.0211317j 0.0143808+0.0265713j 0.0125185-0.00388759j -0.00106671-0.00731994j -0.00600984+0.00543621j -0.00332532+0.0082085j 0.0170611-0.00570271j -0.0216067-0.0142826j 0.0103014-0.00621803j -0.00608139-0.0379616j 0.00720223+0.0120124j -0.000912259+0.000363412j 0.00336212-0.0152445j -0.00659066+0.00584666j 0.0250569-0.0162206j 0.0403652-0.0166615j 0.0153705+0.022775j -0.00385218+0.0246948j -0.0097818+0.0135973j 0.0288759+0.0242069j -0.0022734+0.0227989j -0.0209604+0.001244j 0.00674879+0.0139844j -0.0215537-0.00812759j 0.0244679-0.00922707j -9.66481e-05+0.000350791j -0.00159825-0.0171435j -0.00834919-0.00417673j -0.0158782+0.00642563j 0.0424248+0.0173803j 0.0260128+0.0303147j -0.0264634+0.00952348j -0.0258503-0.0455149j -0.0069948+0.0259697j -0.0210908-0.0216532j -0.0300965+0.0762948j -0.0846027-0.0480915j -0.0407045+0.00946321j 0.0721599+0.0890279j 0.00188096+0.0375835j -0.0603622-0.0319157j 0.0445602+0.046762j -0.000781368-0.0252397j 0.0120476-0.0157487j 0.0707771+0.0242722j 0.022732-0.0266058j 0.0465172-0.0341548j 0.000484348+0.0497268j -0.0309499+0.0296163j 0.0273863-0.0676818j -0.0786557+0.0965864j 0.079405+0.0528082j 0.04393+0.023044j 0.0190572-0.0337147j 0.0506988-0.0639749j -0.0255392+0.0670908j -0.184621+0.0214357j -0.157268+0.0340427j -0.0556927-0.140971j -0.0801261+0.0376609j -0.215268+0.0216962j -0.0138147+0.0293537j 0.0457485-0.0140671j 0.140339+0.0421296j 0.126194-0.0937286j -0.0264783+0.0803554j -0.0599071+0.123538j -0.0137431-0.0352846j 0.10729-0.00572814j 0.0260301+0.0680498j -0.0896879-0.140233j 0.0930987-0.106153j -0.0444588-0.0845643j 0.0242314+0.012235j 0.0544666+0.0493647j 0.0278925-0.0260336j 0.0280356+0.00966548j -0.131113-0.113065j -0.0246034+0.0551456j 0.0242697-0.0732981j 0.00215972+0.0503704j 0.050402+0.097216j -0.0730916-0.00326121j 0.00809248+0.00762616j 0.0151976+0.0109584j 
-0.00199616+0.00416506j 0.0172068-0.00774604j 0.00779509+0.00311967j 0.00268787+0.00356269j 0.00419016-0.00803088j -0.00313457+0.00876362j 0.00602746-0.00973577j 0.00664341-0.00378068j 0.0132391+0.0125411j -0.0158607-0.00101098j 0.0131026-0.0078702j 0.0240876+0.00385481j 0.000738693+0.000759559j 0.00182007-0.0041218j 0.00944971+0.00954334j -0.0087994-0.00165998j 0.0123337-0.00989624j -0.00583351-0.00528973j 0.00204233-0.0100297j 0.0184488-0.00700661j 0.0231583-0.00447647j 0.00171328-0.00505127j -0.00228299+0.00798106j 0.0266641+0.00780567j -0.0425518+0.00729748j -0.0158422+0.00213527j -0.027157-0.0277752j 0.0150362+0.00702149j -0.0166998-0.0064582j -0.00190367-0.0163068j 0.0194603+0.0103059j 0.00860902-0.0143436j -0.0237196-0.0226225j -0.00179389+0.00258749j -0.00367512+0.00481029j 0.013787+0.00566346j -0.00151921-0.0034057j -0.03305+0.0038502j 0.00681539+0.0014139j -0.019051-0.00770676j 0.00950483-0.00164647j -0.0325009-0.0125511j -0.0145367-0.00386609j -0.00530655+0.0469258j 0.0556296+0.0492531j 0.0485161-0.012852j 0.0435441-0.00398694j 0.0204915+0.0101976j -0.0104716-0.0878341j -0.00710477-0.0682672j -0.0162456-0.0409442j 0.0358647-0.0157324j -0.00481998+0.0623953j 0.0139004-0.0140014j -0.0958291-0.0496465j -0.0682469+0.0368182j -0.0199675+0.0665951j -0.0305458+0.000769673j -0.0201755-0.0434495j 0.032105+0.0359592j 0.137843-0.00803982j 0.0369492-0.00190976j -0.0230449+0.0487616j -0.0477901+0.0604838j -0.0279089-0.0862073j 0.0543286+0.0107307j -0.160062-0.0157522j 0.202821-0.163671j -0.115043+0.00326217j -0.0489527+0.125452j -0.057091+0.0929287j 0.0520208+0.0431714j 0.0501175+0.0385618j 0.0179304+0.0629154j 0.00323358+0.131896j -0.0882331-0.0682696j 0.0544143-0.174101j -0.0419588+0.0199701j 0.0960378-0.0261969j -0.0332784+0.156305j 0.0954716-0.114922j -0.0313435+0.0258087j -0.0254081-0.082814j 0.0557391+0.0390951j -0.0730321+0.0463725j -0.0579322-0.0700977j 0.115106-0.0160278j 0.148351+0.0976057j -0.00677392+0.000281786j 0.0636281+0.0141704j 0.0173278+0.0824581j -0.00519678-0.0369038j 0.0125464+0.0374509j 0.0118924+0.0132787j -0.0191821-0.0305534j 
-0.0012917+0.00385738j -0.00276185+0.00286442j -0.00602423+0.00537247j -0.0179948+0.00480327j -0.0130578-0.00815071j 0.00624397-0.00261203j -0.0209435+0.00669118j -0.0140306-0.0023704j -0.00249213+0.00321167j 0.00121715+0.00189874j 0.0029564-0.00613119j 0.00619352+0.0146104j 0.0130867-0.0090181j -0.00169997+0.0124534j -0.000376708-0.0023895j -0.00893603+0.00374232j -0.0132194+0.00435502j 0.00218265-0.00362516j -0.014635+0.00842208j -0.022319+0.0257291j -0.0420572+0.00579013j 0.00657388+0.0173436j -0.00885248+0.00856574j -0.0294407-0.00619673j 0.0248985+0.00233918j -0.0212654-0.0147568j 0.0167089-0.00718596j 0.0205001-0.0400789j 0.00758816-0.015005j -0.0259152-0.0169859j -0.00861766-0.0303211j -0.0144559+0.00783456j 0.0256736+0.0259128j 0.00292083-0.00307878j 0.00218308+0.00590938j 0.0029658+0.0146159j 0.00475691+0.0056818j 0.0158659-0.00344559j 0.0219067+0.0101271j -0.0417402+0.0114891j 0.00102877-0.0026248j 0.0231215-0.00129713j -0.0142254-0.00244401j -0.00952178-0.0240821j -0.0298592-0.0399295j -0.0332223+0.0305155j 0.0543929+0.0723954j -0.00254353-0.0204941j -0.0038092-0.0307849j 0.0417383+0.0461498j 0.0173045-0.103714j -0.0453928-0.10015j -0.0130559+0.0321361j -0.00381485-0.0232724j -0.00160074+0.0469142j -0.000179923-0.00376347j -0.0222307-0.0306161j -0.0913441+0.0856592j -0.0147622+0.0101884j 0.032989+0.0408844j -0.0441414-0.0107253j -0.0461879-0.0830618j 0.0841215-0.0146586j 0.0568867-0.117872j -0.022188-0.0822995j 0.051814-0.118308j 0.0644964-0.0215096j 0.0559089-0.183346j -0.0174288-0.0701824j -0.0375979-0.0167095j 0.0031511+0.0990296j -0.149504-0.0628371j -0.125903+0.0235591j -0.0123005+0.103569j -0.0125645+0.0408598j 0.0504808+0.0217393j 0.182483+0.0228116j 0.00544944-0.120367j 0.0265638-0.107414j 0.144851+0.0562966j -0.0981887-0.225463j 0.0688513-0.126501j -0.0658512-0.0300292j -0.062248-0.114486j -0.102171+0.0328887j -0.0652128-0.0543289j -0.0444729+0.0732436j -0.115201-0.0839505j -0.0253949-0.0427804j -0.00629769+0.0126888j 0.0412159+0.00174391j -0.0158719-0.0145409j -0.00898882-0.0180226j 0.00609218+0.00308006j -0.0152803+0.00342857j 
