-0.121883+0.140833j -0.0136784+0.0475105j -0.0457658+0.0319012j 0.108997+0.0499742j 0.0117007+0.0383222j 0.0138152-0.0540282j 0.116373+0.0951872j -0.0420141-0.126539j -0.0105259+0.0208716j -0.0896003+0.0418244j -0.016189-0.049801j -0.134103-0.117985j 0.188513-0.010229j 0.0621905-0.167287j -0.0864334+0.157636j -0.00898285-0.00476935j -0.100936+0.0733825j -0.0932909+0.000802162j 0.00805338-0.0227695j 0.0403338+0.0248927j -0.0519586+0.0152198j -0.0321885-0.0138485j -0.0144932+0.00288048j -0.00333923+0.0132101j -0.0388481+0.0209962j 0.0229655+0.0388922j 0.0118546+0.0322718j 0.0391795-0.00175846j -0.0130123-0.0505081j 0.00507436-0.0110889j -0.0113942+0.000264117j -0.0228883+0.064621j -0.0048009+0.0961572j 0.155512+0.0312864j 0.068587-0.0869641j 0.00854148-0.112448j -0.0283485+0.0491267j -0.0264443+0.000413495j 0.07059-0.0352984j 0.0356207-0.0208156j -0.0206114-0.0247824j 0.00841064+0.0226949j -0.0392217-0.00314483j -0.0192303+0.0445246j 0.0135021+0.00665455j -0.0441839+0.0319533j 0.000818754+0.00339802j 0.00916086+0.00959643j 0.0151671+0.0311288j 0.0066596-0.00509249j -0.0236624+0.00410846j -0.00310251+0.0194749j -0.0152211+0.0190914j 0.000796318-0.00385126j 0.0214334-0.0117171j -0.0121771+0.0100665j 0.00676235+0.00364579j -0.0104953-0.0101838j -0.00266675-0.0118142j -0.00566295+0.00842442j 0.00351427+0.0122059j 0.0076872-0.0114835j -0.0023812-0.00799556j -0.00245058-0.0120243j 0.00174485+0.0167241j 0.00181585+0.00444287j -0.00863002-0.00816024j -0.005357+0.00401238j 0.00929277-0.010492j 0.0156093-0.000870005j -0.0209956+0.00699372j -0.00355977+0.00652589j 0.0096164-0.00289845j 0.00198211-0.00841157j 0.00739626-0.0114728j -0.00604215-0.00055867j 0.005071-0.00728446j 0.0276372-0.0273727j -0.00712492-0.0126646j -0.00162089-0.0125055j 0.0202522+0.0100762j 0.0333116-0.0358808j -0.000641124-0.00265265j 0.000277598-0.0264347j 0.03322-0.00301256j -0.012632-0.0475912j -0.0558842+0.0257374j -0.0340404-0.0266604j 0.0434175-0.113022j -0.0167482+0.0675729j 0.0275153+0.00767118j -0.0618232+0.200858j 0.189587+0.0235482j 0.0361902-0.0350597j -0.0704301-0.112874j 
0.01795-0.00599486j 0.00544104-0.00863105j -0.0153798-0.00327624j 0.000278249-0.0191394j 0.0271863-0.00387918j -0.0134872+0.00490094j -0.0127421-0.00714179j 0.00348962-0.00824158j -0.00915664+0.0066172j 0.0065068-0.0115512j 0.0012684+0.00192996j 0.00198212-0.014192j -0.00811927+0.00433519j -0.00392718+0.00622945j -0.00283073-0.000118273j -0.0278766+0.00258374j 0.000117166-0.00030398j -0.0123092+4.50248e-05j -0.00701064-0.04187j 0.0529272+0.00828707j -0.0112278+0.0161876j 0.020225-0.0503989j -0.0214784-0.00691053j 0.00549007+0.0061505j -0.00993436+0.00766131j -0.00316519-0.00640738j -0.000157066-0.0181408j 0.0037815+0.00790733j -0.00361903-0.0186372j 0.0146421+0.00168915j -0.000538337-0.0189375j -0.00356085+0.00252324j -0.00245642+0.00539089j -0.012368+0.00133025j -0.0112464-0.00735857j 0.00578553+0.00371924j 0.0128602-0.00601637j 0.000640482+0.0137875j -0.00297118+0.0154116j 0.117538+0.0525899j 0.0209825-0.11405j -0.0331506+0.00159799j 7.42776e-05-0.0553029j -0.171431-0.00486961j -0.00793454-0.125171j 0.047145+0.100475j 0.0408182+0.110981j 0.00551167-0.161333j -0.0400433-0.112368j -0.148018-0.0043081j 0.106528-0.0266046j -0.101839-0.0835608j 0.0690778+0.072856j -0.109567-0.0417485j -0.129853-0.111671j -0.113937+0.0458608j 0.0154498+0.139983j -0.0944752-0.024873j -0.0881056+0.141008j -0.0793897+0.0569859j 0.088593+0.0137881j -0.158254+0.00745725j -0.0633905+0.0610879j 0.0438038-0.0247827j 0.122949+0.0162999j -0.0202938+0.155669j 0.00115678-0.0122193j 0.023047-0.00871022j 0.0503624+0.0364836j 0.0703683+0.0125439j -0.0267731+0.103464j 0.0357744+0.113132j 0.0416531-0.0778724j 0.0225488-0.0141231j -0.00739917+0.0260852j -0.0325099-0.00966171j 0.0199347-0.0321618j 0.0521682+0.0741888j 0.0248745+0.00554306j -0.0133799+0.000744431j -0.00943203-0.00815985j -0.0561634+0.064597j -0.0232734-0.0046162j 0.00620255-0.0566776j 0.0151659+0.0288861j -0.0140492+0.0122295j -0.038424-0.0150334j -0.0324563-0.0696755j 0.0284083+0.0198127j 0.020358-0.00549443j -0.0217922+0.00505662j 0.0482887-0.0398438j -0.0271672-0.0162233j 0.0490726+0.003624j -0.0287188+0.00268563j 
-0.0333559+0.0293603j -0.0173938-0.0295926j -0.0211482-0.00280665j 0.00495617-0.00490657j -0.0157551-0.0170778j -0.00947991-0.0205938j -0.0123751+0.00543152j 0.00243318-0.000266894j -0.00474844+0.00132684j -0.00397704+0.00897378j -0.00601286-0.00335142j 0.0025267-0.00521679j 0.00746372-0.00233403j -0.00363789-0.0064815j 0.0110067-0.000104924j 0.0441379-0.0341463j -0.00183282-0.0512287j -0.0595045-0.0109608j 0.0287238-0.00554993j -0.038331+0.0706788j -0.0252899-0.0275761j -0.0453877+0.0230464j -0.0329653+0.0135395j -0.0156694+0.00869642j -0.00145995+0.00712594j -0.00103479-0.0151283j -0.0197423+0.0098647j -0.00378248-0.00352157j 0.00841899+0.0206963j -0.00434623+0.00228973j -0.0116487+0.0149467j -0.0162136+0.00191323j 0.00925689+0.0166186j 0.00676016-0.0022882j 0.0068024+0.00193329j -0.0157596-0.0117822j -0.00762979+0.0156987j -0.0372778+0.0118088j -0.0191121+0.00684198j 0.101942+0.0892693j 0.132652-0.0404401j 0.015015-0.0148721j -0.016932+0.0176691j 0.142404-0.139539j -0.182603+0.212442j -0.15967-0.135705j 0.0573248+0.0536032j -0.0163086+0.0990861j -0.0311415+0.0717347j -0.0189047+0.0611267j 0.0323146+0.0621193j -0.0339831-0.00569118j 0.0249165+0.0419075j 0.0449963-0.0612157j -0.00260585+0.071606j -0.048073+0.000497935j 0.0254023-0.0957962j -0.0585502-0.052741j 0.02334+0.207945j -0.00229692-0.0120488j -0.1312+0.0187955j -0.090362+0.00134214j 0.0484702+0.0244287j -0.00722183-0.0442106j 0.0284854-0.00597362j 0.0920155+0.0660422j 0.107664+0.0889268j -0.0535686+0.000594514j -0.00502531-0.0887571j 0.0205306-0.0518119j -0.0288639+0.0701576j 0.00633149-0.0280539j -0.0614069-0.08435j -0.0596657+0.0171412j -0.00383959-0.0369841j -0.0200144+0.0118578j 0.029894-0.0585499j -0.0262309-0.109255j 0.0294268-0.00574332j -0.0195507-0.0638659j 0.00272207+0.0193682j -0.0170885+0.0603048j -0.025862-0.0550611j 0.0285403-0.0158631j -0.00278744+0.00944282j -0.0502813+0.0446738j -0.00773095-0.0178276j -0.0329486+0.0911673j -0.0195775+0.027055j 0.00348154-0.00522345j -0.0432008+0.0169628j 0.0523434-0.0258766j -0.0612633+0.0207279j -0.00249662+0.029418j 0.0300128+0.00257749j 
-0.00903207+0.00136107j 0.0228309-0.0213714j -0.0115161+0.0142749j 0.000835579-0.00172266j 0.00558638-0.00915644j -0.00643444+0.00720328j -0.000323575-0.000309014j 0.00813733+0.00469224j 0.00235575-0.00109706j -0.000456173-0.0111442j 0.00214172+0.001166j 0.000604679+0.00611936j -0.00262819+0.000585421j 0.00421057+0.00275817j -0.00314036+0.00338169j 0.0152362+0.00823125j 0.0507846-0.0377632j -0.0425459+0.0639004j -0.035552-0.0214172j 0.0460758-0.0671053j 0.0265963-0.0424258j -0.0280017-0.0409545j 0.0453804+0.0279298j -0.014695-0.018688j 0.0183915-0.0404843j -0.0145015+0.0104123j 0.0321569+0.017212j -0.00447185-0.0118057j 0.0136094+0.00425877j -0.00501308-0.00125602j 0.00228249-0.00368101j -0.00860809-0.00930938j -0.00746056-0.00581127j -0.00328001-0.00283472j -0.00636703-0.0019642j 0.0120137-0.00463761j -0.0122355-0.0170074j -0.0406799+0.0061935j -0.0290653+0.019946j 0.0706475-0.0123096j -0.0112818-0.0343084j 0.0325643+0.00237019j -0.0858758+0.0469697j 0.00647271+0.162218j -0.0964377-0.108345j 0.09056-0.150115j 0.132204+0.0728692j -0.0277739-0.110605j 0.139704+0.0228105j 0.0950641-0.0090145j -0.0249378-0.029204j 0.0032297-0.012199j 0.016913+0.0651295j -0.0249205+0.0861578j -0.0827411-0.128322j 0.0218219-0.158312j -0.0881702-0.103459j -0.099454+0.0219227j 0.0287515-0.065945j 0.0128281+0.0961641j -0.0919286-0.0795927j -0.0943799-0.0903857j 0.0701629-0.0501877j 0.00169761-0.00374016j -0.0210853+0.0701253j -0.0488115-0.0573867j -0.0042882-0.0738026j 0.055162-0.0595298j -0.00679605+0.00484781j -0.00131325-0.0211928j 0.00119391-0.00444072j -0.0299929+0.0422687j -0.0147736-0.0278976j -0.0527553-0.00575317j -0.015184-0.080703j -0.0670317-0.0465086j 0.00560508-0.0143533j 0.0316574+0.00974936j 0.0376724+0.00415825j -0.0219221-0.0344832j -0.00397514-0.0156482j -0.0456583+0.0229288j -0.0017307-0.00241611j 0.00493046+0.0150169j 0.0187537+0.00295173j -0.00563995+0.03572j 0.0106233+0.035164j -0.0210183-0.0904337j 0.00946838-0.0107977j 0.00406195-0.0154601j -0.0151323+0.0230837j 0.0166874-0.0138021j -0.0657281+0.0516345j -0.0325344+0.00963249j -0.0211329-0.00535107j 
0.00145917+0.00405682j -0.017977-0.0112971j -0.00314789-0.00823815j 0.00881806-0.0112145j -0.00486752+0.000367541j 0.00445675+0.000481256j -0.0035579+0.00252744j 2.85584e-05+0.0162115j -0.00526645-0.0010098j -0.000218924+0.00152425j -0.00642593+0.0050185j 0.00961466-0.000521579j -0.00283726+0.00328612j 0.00331171+0.00260626j 0.0117238+0.000476359j -0.0130565+0.0167048j -0.0241269+0.015074j -0.0438754-0.031073j 0.0393079-0.0464696j 0.00248714+0.0110928j 0.00994718-0.00741498j -0.0242303-0.0154992j 0.0138797+0.014449j -0.00105637+0.000830012j -0.000806424-0.0146245j -0.00189151+0.00171776j 0.0063283-0.00427077j 0.00768033-0.00281882j 0.00444172+0.00121471j 0.000332746-0.00187604j -0.00380635-0.00227385j -0.00261736+0.00261113j 0.001113+0.00506963j 0.00639045+0.00600467j -0.00098912+0.0103497j -0.00289499+0.00380888j 0.00489055+0.0085308j -0.0246371-0.0123116j 0.018797-0.0507274j 0.0659593+0.147999j 0.111995-0.035184j -0.0939412+0.0500141j 0.00391735-0.0530807j -0.128139-0.0589263j -0.103937-0.117804j -0.00767775+0.0280766j 0.00712109-0.0942005j 0.0289612+0.138374j -0.00751119+0.0376017j 0.0683829+0.0577011j 0.0204838-0.0702386j 0.0051234+0.0434987j 0.128967+0.00356479j 0.00268528+0.0524202j -0.103432+0.0537552j -0.00686123-0.015041j -0.0261938-0.00156949j -0.129235+0.0511679j -0.0414586-0.0509336j -0.00991442-0.0924471j 9.30584e-05-0.0445193j -0.0267922+0.0737306j -0.0167993-0.0473168j 0.0179449-0.0150389j -0.0182345-0.0440738j -0.0245598-0.0480826j -0.0282565-0.0372857j -0.0680028+0.0202071j -0.00650198-0.0270264j 0.00798492+0.102321j -0.044932+0.0705458j -0.0127465+0.0211449j 0.0403223-0.0346778j 0.00576493+0.0236118j 0.038165+0.0775985j 0.0278631+0.0278552j 0.0669051-0.0630547j 0.0256632-0.0661639j -0.00977572-0.0129639j 0.0164699-0.0166206j -0.000737764+0.023209j -0.00915535-0.0691951j 0.0229163-0.0152649j -0.00219656-0.128271j -0.0170228+0.0173175j -0.0192958+0.098379j 0.0292333-0.0422733j -0.0250072+0.0421801j -0.0260203+0.0349433j 0.0911814-0.0724417j -0.0306441+0.00720263j -0.00189764+0.00391906j 0.0287006-0.0155177j 0.0356751+0.00153801j -0.0116063+0.014444j 
0.0225798+0.00435924j -0.0137029+0.0349127j -0.0167015-0.00810076j 0.00893054+0.0324505j 0.00554757-0.0157j -0.00593083+0.00365045j 0.0094387-0.00670039j -0.0113315+0.00324175j 0.000294227+0.00582918j 0.00684755-0.00307043j -0.000132815+0.000959121j -0.00145606+0.000306715j 0.00323953-0.00508383j -0.00279789+0.00536069j 0.00371349-0.00312457j -0.00451633+0.00975245j -0.00836874+0.0255859j 0.0156876-0.0158596j 0.0141815+0.0202754j -0.0144993-0.0362135j -0.00431896+0.00518j -0.010126+0.00631202j -0.00524979+0.00971139j -0.0102803+0.000802753j -0.00354471-0.00015773j 5.70085e-05-0.00493555j -0.00187745+0.00405474j -0.00110676-0.00688264j 0.00798756+0.00471748j -0.00327258+0.0011186j -0.0038599-0.00295846j 0.00784487-0.00287776j -0.00360573-0.00574637j 0.00818618-0.000724293j -0.000346246+0.00776013j 0.00706119+0.00823135j -0.00705+0.0048419j 0.019597+0.0170898j -0.0332459-0.00631817j 0.0607161-0.162002j -0.187029-0.0195671j -0.209283-0.101353j 0.070383-0.0316673j 0.0284715+0.0327981j 0.0588026+0.00756801j 0.0437346+0.0114683j 0.0218349+0.053039j -0.0550373+0.0792255j -0.0251093-0.014975j 0.0742654+0.047082j -0.0999354-0.0346933j 0.0907342+0.0620706j 0.0230282+0.00140331j -0.066161-0.0229741j 0.0387076-0.095249j 0.101387-0.0526531j 0.0365511+0.0380816j 0.126399-0.0243185j 0.046416+0.0215062j 0.0539089+0.0117104j 0.0810115-0.11235j -0.0815154+0.111289j 0.0563287+0.0681644j 0.0543188-0.034641j 0.00924271+0.127689j -0.0475196+0.078083j -0.014594+0.04399j -0.00149877+0.0784294j 0.0266886+0.0372754j 0.0274255-0.0041665j 0.0258622+0.00824326j -0.0358071+0.0109944j 0.0449012+0.0489183j 0.032748-0.0258269j -0.021363-0.026729j -0.0179518-0.0204117j 0.00921303+0.0566362j 0.0115808-0.000959524j 0.0280264+0.0086728j 0.0202704+0.0684043j -0.0390657+0.0036638j -0.0146968-0.0337787j 0.0160322-0.000548151j -0.01721-0.0126911j 0.0148323-0.0247296j 0.0162407-0.0875159j 0.0319554+0.0116671j 0.00422254+0.0115951j -0.0152943-0.0145301j 0.00939927-0.0258286j 0.0663476-0.0724178j -0.036692+0.00754493j 0.00638238+0.0493523j -0.0130218-0.00876676j 0.0296682-0.0209483j 
-0.0183284+0.0495397j -0.0392552+0.00107295j -0.00278331+0.00980397j 0.0299702+0.0064901j 0.00930574-0.00582307j 0.00205717+0.00664647j -0.00320763-0.00625991j -0.00203032-0.00604372j -0.00411835+0.00529728j -0.000387638+0.00756593j 0.00267416-0.000215837j 0.003671+0.000588117j 0.00379444-0.00346032j 0.00545382-0.00365706j 0.00499752-0.00317861j 0.0232041-0.0801889j -0.0421797+0.0146072j 0.0178842-0.0101707j 0.012945+0.0640644j -0.0143355-0.0029316j 0.00816946+0.0126329j -0.0194771-0.00861388j 0.00572129+0.0195944j -0.00236986+6.38174e-05j -0.0211667+0.00909575j -0.000699095+0.0166321j -0.0115384+0.000749001j -0.00348392-0.00276018j 0.00592613+0.0124688j 0.00448655-0.00791231j 0.00274318+0.0065897j -0.00607548+0.00353001j 0.00368488+0.014915j -0.00575862+0.00898759j 0.0133189-0.0015264j 0.00111032-0.0108874j -0.00417247+0.0198488j -0.0121913-0.0267252j -0.0051258+0.0217675j 0.203164-0.0308304j 0.0383521-0.0515485j 0.0412402-0.251197j 0.227874+0.00242372j -0.00825658-0.0341633j 0.0276972+0.00280916j 0.0419679+0.04426j 0.0174757+0.0514998j 0.0898517+0.153231j 0.0146685-0.0595059j -0.0142576-0.0550758j -0.0439942-0.0571607j -0.085975-0.0876326j 0.0924321-0.0869741j 0.07249-0.0793343j -0.0467115-0.00763374j 0.0209198-0.0487282j 0.160216+0.0282975j 0.119665+0.0498006j -0.0568374+0.077553j -0.126105+0.000119428j -0.0308073-0.0735078j -0.00331443+0.0130087j -0.0484901-0.028173j 0.0682188+0.0281021j 0.0200344-0.0465188j 0.0272457+0.0345105j 0.0469548+0.0164893j 0.0106958+0.0247165j -0.0744269-0.0530907j 0.026853-0.0722678j 0.0302136-0.00290333j 0.00197645+0.0297471j -0.0364617+0.00710908j -0.0639502+0.00668296j -0.01744-0.0257446j -0.0134088-0.0571684j 0.0736066-0.0538705j -0.0477335+0.00711624j -0.0301356+0.0504806j 0.015731+0.0502296j 0.0232997+0.0153038j 0.0589776+0.0510946j 0.00817454+0.0577122j -0.0472642+0.0465987j -0.0289888-0.0626976j -0.0899342-0.00253578j -0.00651288+0.03007j -0.0301212+0.0171279j 0.0295494+0.00968453j 0.0190196-0.03691j -0.0464171+0.0413833j -0.0233788+0.00230216j -0.0554846-0.0141889j -0.0214452+0.0172333j 0.0432142+0.00731684j 
-0.0166706-0.000956233j 0.0162224-0.0417453j -0.0102107+0.0072691j 0.00963638+0.00579516j -0.0114726-0.0117059j -0.00433218-0.000769714j -0.00486242-0.00367777j 0.00108039+0.00931928j 0.00339634-0.00438642j -0.00271595-6.30226e-05j -0.00465972+0.000479179j 0.00613991+0.0136602j -0.00125404-0.00289946j 0.00296927-0.00300089j 0.00270626+0.0037061j 0.0398696+0.0433333j 0.0570527-0.101085j 0.033729-0.0047457j -0.0427635+0.0511182j 0.0134094+0.00687206j 0.0134433+0.015407j 0.0368864+0.0308876j -0.0119234-0.0179192j -0.00335199-0.0181401j 0.00925836+0.00522717j -0.0144156-0.0101283j -0.0117574+0.0197456j -0.0197668+0.0153226j 0.00201817-0.00212914j -0.00695941+0.0018941j 0.0148691+0.00454367j -0.0161895-0.00682054j 0.000777654-0.00121021j -0.0206098-0.013561j -0.00804343-0.00210721j -0.00641016-0.0179624j -0.00369478-0.0218845j -0.00498867+0.0947233j -0.0753198+0.0233539j 0.0934643+0.0278129j -0.118472-0.0734673j 0.128807-0.0648783j 0.056278+0.0241006j -0.0376395-0.0561539j 0.119124-0.0360525j 0.0115794-0.0558289j -0.0367219+0.0069273j 0.0706355+0.0228138j 0.0189744-0.0388431j 0.0305169+0.0333365j -0.10267+0.0629878j -0.0865844+0.00561016j 0.036338-0.012815j 0.0342616-0.196718j 0.0696917-0.0103658j -0.135576+0.00498007j 0.00173978-0.065054j -0.0229725-0.120582j 0.0589451+0.0082189j 0.0224622-0.083142j -0.113919-0.00399247j -0.0138425+0.0151102j 0.0684043-0.0101392j 0.0328168+0.0378688j -0.046408-0.0037803j 0.00638686-0.0521457j 0.0618275+0.000721149j 0.00418136-0.0122675j 0.0022128-0.0174514j -0.0472175+0.05994j -0.0762098+0.0486216j -0.0712656-0.10009j 0.0472108-0.0398124j -0.0355089+0.0227816j 0.0792247-0.034621j -0.0745155+0.014962j 0.00658738+0.0420154j -0.0143969+0.00860893j 0.0267493-0.0138897j 0.00629807-0.0146392j -0.0101682+0.0144477j 0.00986905-0.0177717j -0.0502588-0.00341626j 0.0103771-0.00520013j 0.0359383+0.000828398j -0.000774052+0.0724395j -0.0241555+0.063513j 0.0499597-0.071387j -0.00217684-0.0286606j 0.0577173-0.0478149j 0.0103553+0.0148731j 0.0381261+0.0202909j -0.019726+0.0329291j -0.0150646+0.0245166j -0.0451042+0.0131064j 
-0.00251295+0.0466894j -0.0160179-0.0131532j 0.00575819-0.0102041j -0.0246771+0.00126742j 0.00476843-0.00134566j -0.00127705-0.00569255j -0.0068642-0.00427246j -0.00378022-0.0099196j -0.00932985+0.00362859j 0.00132717+0.00908059j 0.00164959+0.00147733j 0.00674379-0.00337385j -0.000114134-0.0132002j -0.00866019+0.00279708j -0.00214898-0.00153344j 0.0377144-0.146213j -0.0778354-0.0633673j 0.0250812-0.0124892j -0.0227435+0.0340743j 0.0228972+0.0051272j -0.0262755+0.0273118j -0.0396476+0.00430625j 0.0104292-0.00511828j 0.00363806-0.0216678j -0.0119276+0.0236475j 0.012196+0.000337012j -0.0150152-0.00652907j -0.000167497-0.0185721j 0.00471323+0.016441j 0.00872176-0.0094409j -0.00964807+0.0180884j -0.00428303+0.0102541j 0.00316179+0.0151053j -0.0210667-0.0213754j 0.00461649-0.0164777j -0.00263458-0.0152633j 0.0131465+0.0063356j 0.104063-0.0238197j 0.000775961+0.164734j -0.119184-0.00617216j -0.103719+0.120217j -0.00918936+0.00896534j -0.00759422+0.0626136j -0.0467643+0.0124607j -0.0473021+0.0270925j 0.064716+0.0734526j -0.0500989-0.0377553j -0.0066113-0.0421424j 0.080301-0.00186086j 0.0375829+0.132763j -0.107779-0.0667665j 0.019817-0.0845722j -0.0754907-0.0412731j 0.0885682+0.0616654j 0.0692641-0.0341197j -0.118848+0.0104783j 0.191723-0.0367031j 0.150536-0.0735838j -0.0984907+0.00269131j 0.050169+0.0502694j 0.00641641-0.0855213j 0.0160755-0.0192044j -0.00206467+0.0215842j -0.0751958-0.0340916j 0.108188+0.0013004j 0.0295318-0.0141222j -0.0391346-0.0210133j -0.0131382-0.025047j -0.0040017-0.0235827j -0.0134533+0.0573215j -0.0205805+0.035065j 0.000456189-0.0239962j 0.064053+0.0553931j 0.0358772-0.0531741j -0.108981+0.0273287j 0.00881529-0.0118797j 0.0870889-0.00614778j -0.0451922-0.0178273j -0.054798+0.0298493j -0.0334995-0.142494j -0.0414045-0.0834389j 0.0113901-0.0269936j -0.0191078-0.0750925j 0.006308-0.0221734j 0.0193916+0.0703082j -0.0500456+0.0665401j -0.0504976+0.00420584j -0.0304443+0.015166j -0.00084608+0.045152j 0.028371-0.00359648j -0.0320235-0.00320128j 0.0322983-0.0515126j -0.0640176+0.00533071j -0.0179755+0.030536j 0.0134174-0.00270375j 
0.0344458+0.00953116j 0.00407024+0.0359502j -0.02229-0.0269263j -0.000754883+0.0200448j -0.00507655+0.00520795j 0.00516348+0.00664051j 0.00427497+0.00630349j -0.00422687-0.00383789j 0.00174652-0.00102806j 0.00136936+0.0020632j -0.00348056-0.00351857j 0.00473208-0.00333831j -0.00285375-0.00362938j 0.00336203+0.0034612j 0.000615582-0.00186323j -0.043556+0.00360965j 0.025458+0.0440153j -0.026569-0.0401042j -0.00212434-0.00712838j -0.00678916-0.0127696j -0.0094626-0.00906866j -0.000710578-0.0114431j -0.00506605-0.00992551j -0.00320829+0.000572577j 0.00740869-0.00853019j 0.000612706-0.000825304j 0.000270697-0.000832949j 0.00328111+0.00569415j -0.00717932+0.00114982j 0.00642916+0.00474536j -0.00245322-0.00804413j -0.00682255-0.00253609j 0.0020496-0.00283547j -0.0106298-0.00117717j -0.00333697-0.00447549j 0.00372584-0.00230889j 0.00244515-0.000256155j -0.042616-0.00362952j -0.0205158+0.000424591j 0.070867-0.129385j -0.0878192+0.0495746j -0.0846443+0.0733099j -0.0381775-0.107384j -0.034061-0.0221079j -0.0892798+0.0612254j -0.084392-0.036642j -0.0150046+0.254343j 0.116389+0.11028j -0.0792906-0.149621j -0.0176262+0.0312548j -0.0763035-0.0370976j -0.0298024+0.0252799j 0.110316+0.0542238j -0.165541+0.069058j -0.0980451+0.0118094j 0.0321492+0.0486899j 0.0073187+0.102745j -0.0463834-0.0195592j -0.0633776-0.0819919j -0.0501909-0.00393098j -0.0412454+0.000320939j 0.0345396+0.0292912j -0.0786001-0.186928j 0.0164289-0.0309157j -0.00296043-0.0282626j 0.0156141-0.0132948j -0.0411281-0.0152681j 0.00598197-0.00637635j -0.000124053+0.028464j 0.0405598+0.0518266j 0.00689908-0.00552944j -0.0573684-0.0569186j 0.054806+0.0353445j -0.0475098+0.0141178j 0.0364175+0.0150381j -0.0396007-0.0026311j 0.0166293-0.068254j -0.00146058+0.00793017j 0.0644673-0.00491875j 0.0431106-0.0165271j 0.00331127-0.0577161j -0.0309041+0.0275566j -0.0762646-0.0949189j -0.088399-0.0212692j 0.0089661+0.0306784j -0.0450201-0.056406j 0.00446735-0.00439369j -0.00256596-0.00882855j 0.0457696+0.0629118j -0.00681508-0.0331014j -0.0156379+0.0353894j 0.0105888-0.0238872j 0.0241876-0.0703236j 0.00456186+0.00499052j -0.0390945+0.0124052j 
0.0146622+0.0282041j -0.0553876+0.00190516j -0.0246633+0.00050665j 0.000851965-0.0237305j 0.00336454-0.00217229j -0.00632144+0.0105614j -0.00386758-0.0117521j 0.00537721+0.00730364j -0.00721844-0.000287154j 0.00609691+0.00565185j 0.00617812+0.00586513j 0.00718086+0.00426807j -0.00205575-0.00866459j -0.0120461+0.00226786j -0.00193299-0.0139459j -0.0368604-0.0549544j -0.10808-0.00293902j -0.0603723-0.034699j 0.010525-0.113006j -0.00892164-0.0147975j -0.0121009+0.0435425j -0.0255914+0.00548961j 0.0389869+0.00735888j 0.0185691-0.00448654j -0.00722246+0.00454549j 0.0226017-0.0114992j -0.00556565-0.0207625j 0.0140288-0.0176223j 0.0109212-0.0108794j 0.00848622+0.00199731j -0.0228497+0.00171285j 0.0164612+0.0140361j 0.000649635-0.00906889j -0.00615705-0.00792921j 0.00712301-0.00149895j -0.0151121+0.0220206j 0.0302338-0.00605553j 0.0398301+0.0235666j 0.0530665+0.010084j 0.121191-0.0363428j -0.0185874-0.253557j 0.0775226+0.182727j -0.113477-0.0355604j -0.0905035+0.00480038j -0.0149558+0.0335324j -0.000194044+0.109302j 0.080942+0.0175145j -0.0469648+0.066338j 0.073592+0.194949j 0.0149921+0.0919919j -0.0198948-0.124955j -0.0531871-0.0169045j 0.0598568+0.0280923j 0.0515031+0.0491406j 0.0530418-0.0419824j -0.0937406-0.0359686j 0.0162963-0.0336995j 0.0379129+0.0771762j 0.0242619+0.0246819j -0.0352065+0.0716965j -0.0272359-0.0302177j -0.000289617-0.0641403j -0.049478-0.0282718j 0.0347952-0.0209927j 0.0737278-0.0462427j 0.00804937+0.0177607j -0.0217171+0.00820089j -0.0153849+0.00711988j 0.0141701+0.020941j 0.0333249-0.0305759j -0.0541866+0.0356726j 0.101633+0.0571439j 0.0383294+0.0401114j -0.0332608-0.0119368j -0.0109503-0.00013865j -0.0155369+0.0610831j 0.0248301+0.00326166j -0.0330308-0.0568244j 0.0240467+0.055269j -0.0374701-0.000368932j -0.0178983-0.0660689j 0.0625689+0.0357964j -0.0541635+1.43344e-05j 0.0257931+0.0778358j 0.0142233-0.0255807j 0.0502139-0.0130928j -0.019394-0.0593248j -0.0205938+0.0318039j -0.030474-0.0811722j -0.00247854+0.0116358j 0.0292209+0.0051027j 0.0206326+0.0446142j 0.0807924+0.017857j 0.0361823-0.0109154j -0.011009+0.00541366j 
