-0.0492456+0.0222277j -0.0115982-0.0333194j 0.045798+0.0613059j 0.0330475+0.0287491j -0.012794-0.0427017j 0.00879121-0.0312169j -0.0190814-0.0875204j 0.00624242+0.0485626j 0.0142056-0.0114078j -0.00822046-0.000870547j -0.00731654-0.00618115j 0.0184408+0.0290576j -0.0188344+0.0400275j 0.040242-0.0363279j -0.00978092+0.0415681j -0.0310234+0.056099j -0.029203+0.0299846j 0.00335552-0.0106724j 0.00566896+0.0156809j -0.00614281-0.00125659j 0.00393046+0.0378784j 0.0173309-0.00176679j 0.0247519+0.0335034j 0.0780713-0.0783576j -0.0136896-0.0176015j -0.0232397+0.0256884j -0.0290708-0.0032914j -0.0355857+0.0572922j 0.000584654+0.025422j 0.0220204+0.00766005j -0.0303117-5.22431e-05j 0.009252+0.0271873j -0.0148011-0.00411439j 0.0182678+0.0208922j 0.0239978+0.0186268j -0.038946+0.0126442j 0.00576962-0.018668j 0.0269591+0.000876783j 0.00906055-0.00578603j -0.0149418+0.0285945j -0.00582875+0.0232097j -0.0155972+0.0619703j 0.00758776-0.0127862j -0.0128761-0.0370507j -0.0182278-0.036515j -0.0310268+0.0131856j 0.0175269+0.0370378j 0.0189078+0.0319765j 0.0160317-0.032954j -0.0638488+0.00335388j -0.000500161+0.0291706j -0.0252548+0.00701523j -0.00680136-0.0247448j 0.0553589-0.0935875j -0.0489288+0.0395271j 0.0273738+0.0376918j 0.0227643-0.0401976j -0.00478904+0.0127815j -0.184727-0.0417949j 0.0969145+0.160629j 0.0583228-0.0878456j -0.0455728-0.0268316j -0.148052+0.0601984j -0.0486485+0.132839j -0.00625359-0.050059j -0.0524917+0.0307417j 0.00501445-0.0522236j 0.0937659+0.0138857j -0.0873382+0.0298641j -0.02249-0.132418j 0.039767-0.0696562j -0.0346324-0.0153003j -0.147736+0.0393128j -0.0646868+0.171638j 0.188375-0.0491331j -0.17141+0.274641j -0.206233+0.12255j 
0.00549053+0.00383765j 0.0391698+0.0311271j -0.0249494+0.0209515j -0.0401369-0.0195967j -0.0207484+0.00746017j -0.0697696+0.00339535j 0.0613926+0.0153864j 0.0149137-0.0582087j -0.022182+0.0463245j -0.0321539+0.0362559j -0.0826841+0.0137781j -0.00135926-0.115262j 0.128831-0.0500237j 0.0700165+0.0591822j -0.084867-0.0297742j -0.0824269+0.110962j -0.0230966-0.17227j -0.0308742-0.0136349j 0.0757623+0.0597278j -0.105403-0.00112199j -0.0646938+0.130751j 0.102818-0.160027j -0.0242049+0.123652j -0.0577678-0.0726439j -0.0389408+0.03855j 0.172044+0.179098j 0.10145+0.0776846j 0.053806-0.155385j -0.138209+0.0751396j -0.0977128+0.130939j -0.0345556+0.142826j 0.00746858-0.172388j -0.0481345-0.0483648j -0.0160076+0.00480273j 0.0166589+0.0264997j -0.14822+0.057882j 0.0689389+0.0515489j 0.0473531+0.0794586j 0.146392-0.0372446j 0.174465-0.0863403j 0.00213991+0.0108626j -0.0748937+0.126868j -0.0204553+0.0180772j 0.00236762+0.181893j 0.120117-0.137344j 0.036941+0.0382889j -0.0117421-0.0298018j 0.0525502+0.0314921j -0.0956325+0.15093j 0.036737-0.101j -0.136239+0.0761711j -0.0767257+0.00852814j 0.00730407-0.0820391j -0.059432-0.042402j 0.0361366+0.0377842j -0.0644021+0.127408j -0.0612882-0.0437578j -0.072766+0.00443685j 0.125943-0.0226465j 0.0109048+0.0846741j 0.00385865+0.0596978j 0.168412-0.066064j -0.0563442-0.0359967j 0.0646588-0.0243734j 0.0399056-0.0137069j -0.0220573+0.0118811j -0.029232-0.0646299j 0.0175412-0.00153848j 0.0230908+0.00349903j 0.0165493-0.011809j -0.0386597+0.0360336j -0.00995118+0.0534801j 0.0091545-0.00878369j 0.0732305-0.0232186j -0.0398493-0.0204297j 0.0529225-0.042747j -0.00596554+0.017095j 
0.0160564+0.0123576j -0.0592658-0.0561061j 0.0570995-0.0921354j -0.0430097+0.0278455j 0.0169457+0.0130434j -0.0623045+0.11287j 0.139887-0.128802j 0.10091+0.133768j -0.0375499-0.0374764j 0.0190959+0.0707893j -0.0126235+0.0201771j 0.115487-0.0739943j 0.132114+0.162882j -0.106067+0.0635502j -0.0765299-0.102221j -0.0959663-0.0813237j 0.0823017-0.133915j -0.01088+0.145735j 0.0674221-0.114018j -0.133596-0.0831501j 0.0343759+0.0540691j 0.033798-0.06202j -0.00868997-0.0423845j 0.0068839+0.0288923j -0.110579-0.0736937j -0.0275146-0.0151049j -0.017102-0.0927446j 0.00596878-0.211705j 0.0380307+0.0481133j 0.0568148-0.119457j -0.0290661-0.0505011j -0.0847421+0.0515067j 0.0459436+0.0588379j -0.0958278+0.0214398j -0.0531812-0.078221j 0.00731908+0.0649661j -0.0457795-0.00612489j 0.0577733-0.0393253j 0.0840699-0.112674j -0.0751887-0.132729j -0.0948687+0.0368248j 0.00938376+0.0195864j -0.0103934-0.0268123j -0.0249777+0.043068j -0.0473036-0.0159953j -0.113351-0.0789216j 0.0214383-0.0443035j -0.00604295-0.0870091j 0.156875+0.178409j 0.0940712-0.0011234j -0.0311677-0.0599607j 0.0239521+0.0914222j 0.0257936-0.0926393j -0.0246189-0.00777248j -0.0494096+0.0338997j -0.0267263-0.0360668j -0.0536676+0.0823728j 0.0360565-0.0550153j -0.0870429+0.12443j 0.0133425-0.0747395j 0.044447-0.0241484j 0.0671481+0.0476371j 0.0132147+0.0956003j 0.059873+0.0293983j 0.0204463+0.0520167j -0.0259879-0.0139015j 0.0160755-0.0318542j -0.0272345+0.023011j -0.0756989-0.00902305j 0.00157315+0.0134161j 0.0289151-0.00558985j 0.0219001+0.0278094j -0.0572349-0.0571829j -0.0293758+0.00338994j 0.00392562+0.0685382j -0.0337235+0.0354547j 0.0374401-0.047584j 
0.0520308+0.0143749j -0.00915115-0.00216469j 0.0570772+0.00232264j -0.0541658-0.040443j 0.072945-0.0640571j 0.0017125-0.0239167j 0.00625683-0.0390037j 0.0549052-0.0364134j -0.0401322+0.00214965j 0.049219-0.00624519j 0.0239109+0.0379249j -0.097473-0.107317j 0.0930258-0.152667j 0.00511536+0.0523731j -0.0970196+0.00450969j 0.0456204+0.039806j 0.0377491-0.0248993j 0.0544752+0.0927277j -0.044858-0.094214j 0.0621806+0.0303455j -0.104968-0.0122979j 0.106543+0.0402551j -0.0262907-0.0228149j 0.0666032+0.0347127j 0.0200917-0.0210741j 0.034191-0.0560237j -0.0184718+0.0487818j -0.0376388-0.0714286j -0.120032-0.066043j 0.0360886+0.0598837j -0.119499+0.0781532j -0.085311+0.015331j -0.11211+0.081287j 0.0271338+0.00672704j 0.0468368-0.0725986j -0.0941625+0.0398209j -0.00593582+0.0556232j -0.123314-0.0297012j 0.0791194+0.0475889j 0.0904496+0.0906353j -0.0203707+0.119384j -0.055381-0.0791027j -0.0163173+0.149778j -0.0388281-0.0505291j 0.0323463-0.0591561j 0.0631225+0.0088303j 0.0111419-0.151694j 0.025585-0.00258933j -0.0156425+0.115458j 0.0149919+0.0315548j 0.0813846-0.0704638j -0.148353-0.0149841j -0.014745-0.024955j -0.00267927-0.0564176j 0.0179561-0.0472617j -0.0389275-0.0511096j 0.0386348+0.0383559j -0.0290583-0.01605j 0.0515372-0.0175406j 0.0611591-0.13199j -0.071902+0.0958642j -0.0723437+0.135397j 0.05982+0.0970641j 0.0997474-0.0115688j -0.0362047-0.00184286j -0.0313783+0.00169133j -0.00502104+0.0547492j 0.0120358-0.00259321j 0.00931625-0.0458015j -0.0353769+0.0408679j 0.0640197+0.00350859j 0.0155445-0.0692941j 0.0387487-0.0465642j -0.0810834-0.0111983j -0.084416+0.0607505j -0.0257698-0.00597746j 0.0638071-0.0911827j 
0.000392624+0.00984678j -0.0966806-0.0389199j 0.108056+0.00374706j 0.0301905+0.0400653j 0.0225018+0.0592582j -0.0102928+0.0118867j 0.0597548-0.0462761j 0.0159889+0.0412913j -0.00097341+0.0284144j 0.0285673+0.0702624j -0.0284247+0.0124891j -0.0933965+0.00243919j -0.00316369-0.144441j 0.0577912-0.0203512j -0.0497849+0.100323j -0.070437+0.0283787j -0.0437421-0.0111742j 0.13283+0.104174j 0.0964193-0.0436496j -0.132406+0.0327164j -0.0338416+0.0891642j 0.0388051+0.0619371j 0.0157465-0.0766987j 0.0050475+0.0847434j -0.0897278-0.0944051j 0.0085831+0.0578229j 0.0993856+0.10388j -0.03318+0.0464903j -0.0779459+0.0485014j 0.0180949-0.0703437j 0.0231911+0.0229386j -0.0859098-0.0900313j 0.0339158-0.0548936j 0.0308934+0.0867754j 0.0414752-0.0846896j -0.111109-0.0138492j 0.0414387-0.00831292j -0.0926022-0.0228846j 0.0912362+0.15005j -0.00447678-0.000259609j 0.101044-0.0332737j 0.000664057+0.0864085j 0.0739687-0.0637102j 0.116336+0.00250824j 0.044763-0.00178199j 0.000913629+0.0595794j 0.135861+0.0219952j 0.00822944-0.0402376j -0.149427-0.0803858j -0.0145852-0.0268314j 0.0337837+0.114216j 0.0113941+0.00325359j 0.0136772+0.0102645j 0.0334989-0.145828j 0.0020512-0.00854815j 0.0281043+0.0717225j -0.00274683-0.0411546j 0.0241572-0.00795606j -0.0347055+0.0568603j 0.145614+0.0816362j -0.0023251-0.103221j -0.028871-0.0351279j -0.0988184+0.124604j -0.062607+0.0833648j 0.00589922-0.0956081j -0.0245399-0.00480357j -0.0297786+0.0122215j 0.096812-0.00351051j -0.0108944-0.0188339j 0.051676-0.0879876j -0.00211686-0.0361374j 0.0314782-0.0145884j -0.0866813-0.0154077j -0.0881055+0.0910307j 0.0965757+0.0336861j -0.0726482+0.136675j -0.0259984-0.0103432j 
-0.0818994-0.0046376j -0.0277924-0.0319018j 0.0666108-0.0786033j 0.035857-0.0294367j 0.121548-0.0495291j -0.017195+0.05337j 0.0200171-0.248291j 0.228552+0.0844874j -0.0164494-0.0869157j 0.0387496-0.012841j 0.0859209+0.0165571j 0.0059101+0.0114309j -0.0245956+0.103725j -0.0825039-0.0687703j 0.0308071+0.0594127j 0.00208661-0.00624321j 0.0908588+0.0342687j 0.0563957+0.0888967j 0.136981-0.0971057j -0.0338578-0.0492839j 0.0719152+0.0168202j 0.0913985-0.0100157j 0.0610657-0.0628656j -0.0450836-0.0459267j -0.126059-0.0167358j 0.0298127+0.0667976j -0.000184642-0.0714988j 0.0263885-0.0889436j 0.0426032-0.0303979j 0.0874523-0.0077629j -0.110415-0.0645842j -0.0295495-0.0761165j -0.0756313+0.0345806j 0.00482378+0.0320439j 0.0571937+0.0606092j -0.0505609+0.127444j -0.0912041-0.0041262j -0.0216726+0.0436367j -0.0656607-0.021787j -0.0176682+0.129362j -0.0157495+0.0208529j -0.0423248-0.0403346j 0.0291622+0.063247j -0.0628899-0.0204107j 0.0921662-0.107256j 0.020695-0.0015604j -0.0603226-0.00560201j -0.043835+0.0790753j 0.0832693+0.034692j -0.0284593-0.0438785j 0.016814+0.00272448j -0.0285568-0.0484688j 0.0238853+0.0686872j -0.0463972-0.011467j 0.00448647-0.0478586j -0.0635822+0.0242428j 0.0669634+0.060984j -0.00421901+0.0253473j -0.0178719-0.182245j -0.0742819+0.154349j 0.104677+0.0260778j -0.0491058-0.0237421j -0.0499515-0.0689568j 0.010784-0.0220586j 0.0129366+0.0257386j 0.0434763-0.00631945j 0.129632-0.0589733j -0.0268832+0.0571093j 0.0242997+0.0483673j -0.098432-0.00807731j 0.0561011+0.0190129j -0.12172-0.00752621j -0.0462041+0.0406187j 0.0522612+0.0625672j 0.0646732-0.0606464j 0.0121161+0.0370314j -0.0357342+0.129225j 
-0.0363171-0.0488262j -0.00753692-0.0571888j 0.0156286-0.0490791j 0.147363-0.00925505j 0.0826727-0.0208723j 0.078106-0.0349903j -0.16168-0.119802j -0.00988133-0.228028j -0.0903622+0.0155311j -0.0204152+0.00566688j 0.0363726+0.0371446j -0.00176396-0.0436354j 0.0609522+0.0297524j 0.0347896-0.0261477j -0.0148871+0.0143724j 0.0109759-0.0661869j -0.0519325-0.0256673j 0.0335531+0.0439815j 0.0736744-0.0853443j -0.0430267-0.0489716j 0.0245746+0.0581187j 0.0215094+0.173663j 0.135567-0.136766j 0.000177615+0.118431j -0.103396-0.174108j -0.0643143-0.0437984j 0.0241611+0.0211075j 0.113266-0.0227114j -0.0339458+0.0842255j 0.162663+0.0349757j 0.11659-0.0919103j 0.0441057+0.0259021j -0.000258899+0.00542546j -0.0270338+0.0189397j -0.0192122+0.0667105j -0.0606797+0.00445971j -0.0185076+0.0367188j -0.0276285+0.02609j 0.0823002+0.0514357j -0.0232699-0.0531648j -0.0181039+0.0166344j -0.0156944-0.023372j -0.0424727+0.004656j 0.116063+0.0154914j 0.0215707+0.123373j -0.0778612-0.041703j 0.0606324+0.0099429j -0.00283512-0.11203j -0.0831612+0.0775465j -0.0105033-0.048555j 0.0354423+0.0653015j -0.0298226-0.0316976j 0.011519-0.0540688j 0.0216584+0.00746437j 0.0588173-0.0713609j -0.0320727-0.0452321j 0.0298211+0.0468714j 0.00939461-0.0443516j 0.117536-0.0330465j -0.0341356-0.134349j -0.0129791+0.0191123j 0.0724711+0.0111007j -0.00914173-0.0667714j -0.0151073-0.0860772j 0.0247435-0.0683553j 0.0256919-0.0237574j -0.0610691+0.0742952j -0.0329442-0.0243581j 0.0599335-0.0150211j 0.0397172+0.0111233j -0.0428089+0.0147433j -0.0720862+0.0355206j 0.0986055+0.0295485j 0.0617376-0.0548235j 0.00588909-0.0563152j 0.0114728-0.0887639j 0.0035083+0.045767j 
-0.177814-0.138086j 0.00298972+0.0795621j -0.272641-0.150225j 0.048401-0.194968j 0.0956761+0.0399697j 0.0106816+0.0295958j 0.0764249-0.00671418j 0.0162982+0.0261012j -0.00357353+0.0791069j 0.0530404+0.00524951j -0.0193981-0.068233j 0.0591733+0.0157363j -0.0729146+0.0462381j 0.058728+0.100305j 0.0843903+0.054241j 0.0152973-0.079547j -0.0265617-0.0492632j -0.0457381-0.048143j 0.127376+0.0397296j 0.056863-0.0705185j 0.181851+0.0331382j -0.0092349+0.0425968j 0.154463-0.0651691j 0.0415824-0.055192j -0.131025-0.138147j 0.198305+0.144469j 0.00148788+0.0279821j 0.0290081+0.0344403j 0.132127-0.0123833j 0.0762326-0.0533206j -0.0867986+0.000359185j -0.0680351+0.00679438j -0.0789373-0.0459294j -0.0722771+0.0163279j 0.00701037-0.0148465j 0.00272008-0.0114311j -0.0281988+0.00186636j 0.0182857-0.0180638j -0.0897263-0.00110886j -0.00203015+0.0861628j -0.0363775-0.0356023j -0.0150734+0.0859554j 0.0366439-0.0474412j 0.0277107-0.0381384j -0.0201415-0.0247755j 0.0538098+0.08352j -0.0430592-0.0221449j -0.0182628+0.00444827j 0.019205-0.0630265j -0.00365922-0.0879795j -0.00957792+0.0178604j 0.0115866-0.0283718j 0.0135375-0.0387219j -0.0537779-0.0574033j -0.001087-0.0247381j 0.0234304+0.0364323j -0.0241514-0.0294916j 0.0154115-0.0067593j 0.0154805-0.00267854j 0.0545767+0.0358617j -0.00247325-0.0157903j 0.00970585+0.0726729j 0.0966763-0.00325136j -0.0193905-0.00221796j 0.00684263+0.0667274j 0.0171023+0.0425435j -0.0230965-0.0119232j -0.00994941-0.0269108j -0.0102695-0.0507725j 0.017809+0.0318608j -0.0701472+0.00883211j 0.0582566+0.0225969j 0.0367827-0.0372284j 0.0329226-0.0471544j -0.0418802+0.0520186j 0.00471917-0.0427723j -0.00577296-0.0230569j 
-0.00347666+0.0559768j 0.167903+0.116347j -0.0545779+0.170342j -0.222461-0.137456j 0.0661145-0.0417801j 0.0824521+0.015278j -0.105439-0.0442385j 0.0671024-0.0084371j 0.0688805+0.0702643j 0.0131414-0.02298j -0.0404051+0.0100257j 0.0570316-0.0543427j 0.0865967+0.0193198j 0.0232792-0.00820008j 0.0162828-0.0261342j 0.0711126+0.0571417j 0.108489-0.0694283j 0.0411413-0.0654398j -0.067786+4.20668e-06j 0.0891506-0.0434632j -0.0383879+0.0805908j -0.12705+0.010028j 0.19129-0.00371644j -0.00458092-0.0663971j 0.0713225+0.0269454j -0.106671+0.154426j -0.0527429-0.00551518j 0.11473+0.00792588j 0.0331816+0.0763726j 0.186234+0.111075j 0.0482478-0.0734179j -0.0456392-0.00949174j 0.0282998-0.0222634j -0.0549778-0.10683j 0.0259195+0.0752803j 0.00819182+0.0598982j 0.0232733+0.0598062j 0.113418+0.115103j -0.0204879-0.00455457j -0.0769059-0.028613j -0.0396688-0.0211017j -0.0468782+0.0274802j -0.0795336-0.074992j -0.00657355+0.0535399j 0.0448539+0.0600883j -0.0125544+0.0569436j 0.0406683+0.00429021j -0.0592771-0.122645j 0.0296284+0.12027j -0.0320026-0.0157732j 0.000539475-0.00842197j -0.00761047-0.0383511j 0.0602088+0.00527709j 0.00551977+0.0206135j 0.0127432+0.0269208j -0.0537828-0.0164566j 0.0646033+0.0248969j 0.0169024-0.0368262j -0.0668778+0.0166224j -0.00350821-0.00113637j -0.0930563+0.0423851j -0.0125965-0.0498695j 0.00368465+0.0473642j 0.00330978+0.0389895j -0.0500331-0.0489573j -0.0115236+0.00958162j -0.0229274+0.00520119j 0.00789436+0.015007j -0.0157361-0.0431797j -0.035449-0.0270277j 0.0233664+0.0252539j 0.0827634-0.0552497j -0.0495291-0.0342991j -0.0182329+0.037851j -0.0428043+0.0326694j 0.001881-0.000591956j 0.00558288-0.0418226j 
0.0268379+0.0921752j 0.078061+0.117115j 0.0347494+0.145944j -0.202107-0.0521671j 0.0347911-0.0371809j 0.0915072+0.0195437j -0.0556153-0.0287727j 0.0637666+0.0599794j 0.0332431-0.0239593j 0.00256742-0.0504589j -0.00612686+0.0199939j 0.0153954-0.00402245j -0.00346623-0.00479049j -0.0341081-0.0296215j 0.0199415+0.0451968j 0.0375512+0.0882494j 0.100744+0.0468675j 0.0326677-0.0346796j -0.0584718+0.0606805j 0.0280811+0.030154j -0.0213397+0.0681258j -0.0534412-0.0394997j 0.0524954+0.0482747j 0.00309259-0.0285297j 0.0280837+0.0172411j -0.0357717+0.119578j -0.0492458+0.03301j 0.0520749-0.0265198j 0.0411045+0.0235074j 0.0423389+0.0231161j -0.0105124-0.0171813j -0.0680231-0.004389j 0.0147119-0.0241441j 0.0136167-0.018433j 0.0113495+0.0299691j -0.0265692+0.0658711j -0.0377069+0.0443838j -0.0073195+0.0605896j -0.038955-0.0244189j -0.0697941+0.0508372j 0.00936074-0.00613378j -0.0518994+0.00866941j 0.0387854+0.022305j -0.052312+0.0463885j 0.00398427-0.0153993j 0.0584447-0.0186841j -0.0158101-0.0232104j -0.0538066-0.00297662j 0.0194608-0.0393349j -0.0703228-0.0381001j 0.0570897+0.0311765j -0.0529618-0.0548734j -0.052212-0.0531432j -0.0203766-0.0531806j 0.0537747-0.000206502j -0.0102724-0.0279634j -0.0112779+0.0212225j -0.0652883+0.0389815j -0.0223614-0.0366985j 0.0332907+0.0133894j 0.0691976-0.080331j 0.0472678-0.000293107j -0.01267-0.0645173j -0.0298681+0.0754282j 0.0174533-0.0936511j -0.0364212+0.059601j 0.0453892-0.00719029j 0.0119316-0.00833948j 0.0114244-0.0128818j 0.0741015-0.00954408j 0.0469068-0.152851j -0.0570513+0.0151756j 0.0250198+0.0142844j -0.0896084+0.0417017j 0.0196146-0.00535151j 0.0364042+0.0707021j -0.0152045-0.00492524j 
-0.0734345-0.121232j 0.0179481+0.0727268j -0.169956-0.0556798j -0.0202615-0.137343j 0.0787261+0.0333331j -0.0287429+0.0313996j 0.0648624+0.0280007j 0.0527237+0.0145708j -0.0233903+0.0209346j 0.0434518-0.00183841j -0.0249914-0.0233772j -0.0244595-0.043156j -0.0708288-0.0419893j 0.019486+0.0302679j -0.0112886+0.0574908j 0.00754734-0.00937116j -0.0323636-0.0603946j -0.0196591+0.0285309j 0.0480926+0.0420721j 0.0723756-0.0645051j 0.0449539+0.022046j -0.000412897+0.028088j 0.0500565-0.0260363j -0.00422176-0.0926071j -0.00932142-0.092374j 0.0990189+0.0570497j -0.0138424+0.04699j -0.047769+0.00657147j 0.0302143-0.00432517j 0.000462282-0.079081j -0.0330359+0.0257903j -0.0269692+0.0112745j -0.0161763-0.0196879j 0.0231471-0.0458535j 0.0383061-0.0635742j -0.0354336-0.00693999j 0.00959418+0.00767411j 0.0220758-0.0400729j 0.0146464+0.0452293j 0.0124491-0.00304086j 0.0350479+0.0153268j 0.00531401+0.0626288j 0.0841598-0.01996j 0.00151311-0.0388161j -0.0217687+0.0167621j -0.0290821-0.0120713j 0.00494167+0.0116453j 0.024918+0.0262718j -0.0562226-0.0258744j 0.000963719+0.0501239j -0.0366767-0.00105938j -0.0185777+0.064259j -0.0885826+0.053188j 0.00122927-0.0229315j -0.0317099-0.0442734j 0.0101063-0.000595578j -0.0381982+0.060398j 0.0118588+0.0890602j -0.0308725+0.0313968j -0.032358+0.00863374j -0.0629615-0.111712j 0.0367026+0.0261756j -0.068673+0.0318965j 0.0540156-0.0090895j 0.0138118+0.0484685j -0.045213+0.0759456j -0.00602983+0.00129458j 0.0247553+0.074135j 0.0383471+0.0324241j -0.0680978+0.117563j 0.0833952-0.00122241j 0.0273662-0.0999155j -0.00277133-0.0323242j -0.000462973+0.00596075j -0.0834127+0.0244979j -0.014712-0.00161738j -0.0395027-0.0613896j 
-0.0266214-0.0340783j 0.017899+0.0251599j -0.0274699+0.00432787j 0.0106603-0.0533573j 0.0434444-0.0280994j 0.00874126-0.00666043j -0.0390086-0.0122602j 0.0312313-0.0270153j -0.0370943+0.000904884j 0.00871604-0.0118204j 0.0113969-0.0016927j -0.0235809-0.0118564j -0.0199618+0.00177234j -0.0304908-0.00635801j -0.00116192+0.0426259j 0.0096783+0.0171645j 0.00433177-0.0198038j 0.00424975-0.00215412j 0.0171732-0.0036022j 0.0313381+0.00452469j 0.0296885-0.00330177j 0.00692598+0.0242635j 0.000298953+0.00031732j 0.00533068-0.0470993j 0.0143603-0.0567128j 0.0343041+0.0157764j -0.0108956-0.00641078j -0.0193779-0.0193099j -0.0215151+0.000691455j -0.0201258-0.0219208j 0.00940738-0.00891887j 0.0160003+0.0380892j -0.0346592-0.00960231j 0.0221673-0.00567049j 0.00869372+0.0267044j -0.0233928+0.00586592j -0.0255634-0.0126612j 0.00677199+0.0191424j 0.00807308-0.0109836j -0.00546295-0.0196005j 0.00177939-0.0173886j -0.0265437+0.016476j 0.00384318+0.0136506j 0.00358132-0.0362128j 0.0464651-0.0214827j 0.00167885-0.00777748j 0.0173837+0.0221351j -0.0311303+0.0266905j -0.0259221-0.025169j -0.0545351+0.00957965j 0.00775991+0.0274703j -0.0291951+0.0325815j -0.00353518+0.00912332j -0.0258718-0.0366561j 0.0165565-0.0448855j -0.00226786+0.0444909j -0.040495+0.0399793j 0.00403919+0.0117354j -0.00270507-0.0086616j -0.0192427-0.0444509j 0.0266541-0.0371935j 0.0560482+0.0485041j 0.0120193-0.0427706j -0.00969288+0.0207158j -0.0150159-0.0402492j -0.00250962+0.00903891j -0.0150678+0.0248698j 0.0316968-0.0036027j 0.0536294-0.0125925j -0.00342315+0.0744178j 0.031756-0.0567443j -0.0740675-0.00288847j 0.0279659+0.0235897j -0.00824497+0.0157015j -0.00423996-0.00462598j 0.00913588+0.00770063j -0.0179951+0.00723143j 
-0.0120588-0.016838j 0.0252702+0.0280371j -0.0458638+0.0232472j 0.0122986-0.0404811j 0.00818342-0.0196287j 0.0656158-0.0390271j -0.0648862+0.0502312j -0.0545181-0.0574729j 0.00175075+0.0299946j 0.0143977-0.0262766j -0.00791954+0.0130063j -0.0011582+0.0188864j -0.00837184+0.00537164j 0.00541318-0.0039133j 0.0426392+0.0200737j -0.00818843+0.0122594j -0.0145922-0.0138686j -0.0173193-0.0236882j -0.00330301+0.0346494j 0.043592+0.00422212j -0.00619912-0.039136j 0.00778972+0.0233751j -0.0121865-0.00611091j 0.0196496+0.0101331j 0.0312267-0.0147174j 0.00832022+0.0102064j -0.0163885-0.0329546j 0.00714297-0.0177284j 0.0413968-0.00787779j -0.01776-0.00890381j -0.00215734-0.0285511j -0.0193756+0.037015j -0.0425397-0.0641545j -0.0190686+0.0275005j 0.0130557+0.00621684j -0.0300099-0.0294456j -0.0398392-0.0519279j 0.0380363-0.0143648j 0.00957944-0.0112524j 0.0215856+0.0113262j -0.0202363+0.012012j -0.00513669+0.0494711j -0.0361029+0.0174692j 0.00765758-0.0132444j 0.0405454+0.0396508j 0.0121227+0.00428316j -0.0208649-0.0143936j -0.0269265-0.0258838j -0.0143626+0.00839661j 0.00129889-0.0288752j 0.00819844+0.00114525j -0.02324-0.0528j -0.0182045-0.0146249j 0.0246061+0.0249033j 0.00933215+0.00494617j -0.0598911-0.013365j -0.0258316-0.000378887j -0.066687+0.0300164j 0.0409795-0.00589233j 0.0339624-0.035296j -0.0293399+0.0121737j -0.0912798+0.00653686j 0.0385772+0.0466291j -0.0291542+0.0104909j -0.000300279-0.0258881j -0.0140401-0.000179495j -0.0532658+0.0502362j 0.0101551+0.00452824j -0.000518615-0.0185003j 0.0428278-0.000446679j -0.0171831-0.0372195j -0.0177575+0.00895095j 0.0605025-0.000252334j 0.00116081-0.0292305j -0.0186463-0.00821602j 0.00984627-0.0201852j 0.003044-0.000630968j 
0.0153687+0.0271369j -0.0401383-0.0722233j 0.0659566-0.0293163j 0.0808842+0.0626239j -0.00791903-0.00854826j -0.00995806-0.0209212j -0.0217734-0.0394669j 0.00606765-0.0268576j -0.044764-0.0239225j -0.0121407+0.00685183j 0.0038755+0.0154039j -0.00731051-0.0110294j 0.00717077+0.00955748j 0.0212308-0.00667045j -0.0363283-0.0294381j -0.00656768-0.0122686j 0.00502661+0.0281187j -0.00821641+0.00661709j 0.00314815-0.0368849j -0.0302538-0.00276534j -0.0267024-0.0127901j 0.00820778-0.00217625j -0.0274819-0.0127637j 0.0111633+0.0211337j -0.0434366+0.0151525j -0.0193895-0.0680464j 0.0132308-0.0299467j 0.0105637-0.00615184j -0.0186425+0.00497479j 0.0203836-0.0206922j 0.0102266-0.0248475j 0.0236058+0.00145502j -0.0451468-0.000223114j -0.00147476+0.0227451j -0.0119849-0.00227974j -0.00362889+0.0293848j -0.00684396+0.0220408j -0.00648248+0.0482647j -0.0131416+0.0181081j -0.014524-0.0721589j -0.00613738-0.0044045j -0.006519-0.0384193j -0.0125328+0.00424715j -0.0232516+0.0528646j 0.0337899-0.0190374j -0.0166958+0.0290133j -0.0338574+0.0342457j 0.0106971-0.0242427j -0.0416385+0.0311464j -0.00644724+0.0349564j 0.00622447-0.0479555j -0.0122049+0.00503127j 0.0818875-0.0298573j 0.046776+0.0274135j -0.0200388+0.0477901j -0.00404999+0.0315003j 0.00256393+0.0448386j 0.0225422-0.000338825j 0.0316263-0.0393259j 0.00512283-0.0271241j -0.0511384+0.0197738j -0.00816891+0.00883399j -0.0108194-0.0383834j 0.0282805-0.0293229j 0.0112911-0.0175473j 0.00113497-0.0699009j -0.0326845+0.0189311j 0.0120607+0.0224797j -0.00766496+0.0332085j -0.017401-0.024152j 0.00444178+0.0459055j -0.0223411+0.00686139j -0.00869679+0.00420312j 0.0192857+0.00332431j 0.0318192-0.0242281j -0.0149793-0.00955291j 0.00980722+0.0221894j 
