-0.00405032-0.00889987j -0.0723927-0.101724j 0.0196776-0.107283j 0.0126889-0.0338165j -0.0164156+0.0368687j -0.00775156+0.0526394j 0.00202822-0.0131176j 0.0898676-0.0651962j -0.00399252-0.00150934j 0.0135431-0.00668947j 0.0233523-0.0196686j -0.0440849-0.0024181j -0.054238+0.00511215j 0.00468105-0.00335523j 0.0115827+0.00173864j -0.0183002-0.0016966j 0.0065031-0.0113591j -0.0519664-0.020452j 0.0139845-0.0174385j -0.00633606+0.00030333j -0.0235718+0.0116617j 0.0145286-0.00777531j -0.0314865-0.0283686j 0.0162137+0.00314701j -0.00712692-0.00237962j -0.00677445-0.0479897j -0.0459189-0.0194675j 0.00377027+0.0120529j 0.0132192-0.0124382j -0.00704123+0.017351j 0.0122089-0.0248908j 0.0374366+0.0170141j -0.0722593-0.0383928j -0.0394589-0.0139384j -0.0657533-0.0150748j 0.00726133+0.00524349j -0.00908857+0.000743561j 0.044652-0.0129047j 0.0352647+0.0242343j 0.0131025-0.00994332j -0.0357315-0.132907j 0.113615+0.061482j -0.0989204+0.164202j 0.11192+0.0188609j -0.0235133+0.134468j -0.0397449-0.0489952j 0.177024+0.0175574j 0.0200729+0.042956j 0.0206304+0.0628762j -0.145598-0.00536708j -0.0386807-0.0212097j -0.161033-0.128991j 
-0.0149688-0.0287369j -0.0573593+0.00152013j -0.0134148+0.0829691j -0.0457112-0.0856213j 0.00367456+0.0323257j -0.134144-0.0440759j -0.0797515-0.00113205j -0.050404+0.119103j 0.00470944+0.105293j 0.0891763+0.185775j 0.0950853+0.0503302j 0.0331835+0.0768832j 0.0643202-0.0209951j 0.0747796+0.194826j 0.00240691-0.0247959j 0.127999+0.0828196j 0.0693251+0.102386j 0.0468079+0.0267646j -0.14528-0.0494241j -0.107158-0.0490775j 0.0831747+0.0938125j -0.117302+0.184079j -0.146985-0.0643583j 0.0268861-0.0738899j 0.0130493-0.105337j -0.0255229+0.138486j -0.0847199+0.0146928j 0.161251-0.0511552j -0.052727-0.0236266j 0.00249483+0.0279169j -0.0134445+0.00571837j -0.0693303-0.0270095j 0.0075407+0.126456j 0.0250677+0.0493842j 0.00648347-0.0984546j 0.0209264-0.0924195j 0.00464169+0.0129281j -0.0401224+0.0272263j -0.0309155-0.00104371j 0.0468357-0.019648j -0.0545701+0.0155362j -0.00917622-0.0109564j 0.0377672-0.0429322j -0.0537696+0.105499j 0.0404372-0.0307348j 0.0104507+0.0159668j -0.101081+0.0159446j -0.0302881-0.0164903j 0.00406596+0.0540275j -0.0121854-0.0152381j -0.000117183+0.00230521j -0.0110665+0.018281j 
-0.0579673-0.0304634j 0.0224767-0.0612793j -0.0685923-0.289865j 0.168714+0.0395263j 0.0446866-0.0115707j -0.0101548+0.0196572j 0.114184-0.0953842j -0.110824+0.0245288j 0.0891514+0.0364876j 0.0157556-0.0166409j 0.0262602-0.0720968j 0.0319713-0.0316843j -0.0482702-0.0412046j 0.175578-0.0595425j 0.0255735+0.227381j 0.104397-0.183577j -0.0337893+0.00903011j 0.06178+0.136876j -0.0138579+0.0154252j 0.0516378-0.0126009j -0.0197929-0.0279461j 0.164952+0.0913769j -0.0754635+0.0781046j -0.00525644-0.0975294j -0.0309055+0.02714j 0.0462893-0.0668323j 0.0192623+0.0263763j 0.0172353+0.0706204j -0.0276448-0.00331936j 0.0254563-0.00115468j 0.0507974+0.0860587j -0.12487+0.039073j 0.0671972-0.0294279j 0.000287649-0.180938j 0.0689753+0.0737976j 0.0236647+0.00376667j 0.0590491-0.0631181j 0.0140955+0.0691789j 0.0670585-0.0131334j 0.041459-0.000348481j -0.059791+0.0310623j -0.0870378+0.038566j -0.0125939-0.0525505j -0.0400946-0.0610561j 0.0126694-0.0175883j 0.0529026+0.0140304j -0.0492425-0.107064j -0.0565974+0.00916202j 0.0719303+0.00153954j 0.0598727+0.0801194j 0.0138894+0.0303562j -0.0548259+0.0287885j 
-0.00862872-0.019637j 0.021684+0.077427j 0.179901+0.102688j 0.0113163+0.209743j -0.0769524-0.195257j -0.151996-0.0245851j -0.191276-0.196294j 0.0716725-0.0261651j -0.0178646-0.146795j 0.0793912+0.0449617j -0.0958472-0.0670509j -0.0505024-0.0578645j 0.166087+0.12076j -0.122675+0.159271j 0.189233-0.0208051j 0.0822318-0.246721j -0.0786079-0.0146646j 0.234081+0.0296999j -0.0417311-0.0960936j -0.0252003-0.0144388j -0.0893257-0.0112382j -0.0707711-0.12634j 0.0952181+0.122866j 0.036293+0.0735466j -0.00651255+0.113299j -0.043172+0.0958552j 0.105754+0.0448551j 0.0159839+0.0517222j 0.00323943+0.0575995j -0.0716568-0.0482293j -0.0612144+0.0192698j -0.00418253+0.0234962j -0.0474518-0.0590311j -0.053823-0.0354213j -0.0612099-0.057505j 0.00210072+0.00455413j 0.0506456+0.0115874j 0.110791+0.0869479j 0.0281282+0.0423143j 0.015583+0.0345821j -0.041398-0.00485069j 0.0656508+0.0927793j -0.00328919-0.0662633j -0.0559758+0.0464183j -0.00201941-0.0225631j 0.0428712+0.0255712j -0.0127945+0.0369204j -0.0163082-0.0620198j -0.0625207-0.0158945j 0.00608943-0.00438357j 0.0543053-0.0313272j 0.0330827+0.0304501j 
0.0081306-0.0357572j -0.0837141+0.0591632j 0.137288+0.0578512j -0.110857+0.105906j -0.210681-0.0253311j -0.0188798-0.14436j -0.00254709+0.065699j 0.0331752+0.0219038j -0.0695489-0.0253795j 0.020318-0.0644284j -0.0708483-0.0271068j -0.0814289-0.0916493j -0.000306178-0.149797j -0.135779-0.00894968j -0.12983+0.144776j 0.258283+0.126978j 0.0925443-0.0254104j -0.0477164+0.126112j 0.12838-0.0922566j 0.143517-0.112526j -0.10076+0.0105743j -0.0536081-0.0801857j 0.00363697+0.034117j 0.0142792+0.0146522j 0.0845161-0.011157j 0.0420102+0.0366406j 0.127043+0.00992671j 0.0435027-0.00214097j -0.0352118-0.0236722j 0.0473154-0.0203561j 0.0440202-0.0482536j -0.0165375-0.0228019j 0.0926176+0.00499532j -0.0511377-0.0249806j 0.08591+0.0472501j -0.0193423-0.00771275j 0.0148807+0.115171j 0.0205928-0.0359977j 0.0088604-0.0285721j -0.0280225-0.0320254j 0.0857492+0.0154708j 0.022608-0.0461922j -0.00235844-0.0787618j 0.0366384-0.0853351j 0.0411134-0.0802918j -0.0726241+0.0338925j -0.0420039-0.0575266j 0.0795108-0.0489527j -0.06763+0.0635577j -0.0202851-0.00587913j 0.0226833+0.00765046j -0.0504285+0.0333787j 
0.0326799-0.160603j 0.0744914+0.0342646j 0.203235-0.207245j 0.295546+0.0779619j -0.100421-0.280903j -0.0361822+0.00690979j -0.0877677-0.0291999j -0.0948204-0.0166314j 0.0626549+0.0143598j -0.0533888-0.0184422j 0.0742932-0.0327566j -0.0385611-0.0849522j 0.244982+0.11539j -0.0133132-0.212675j -0.185289+0.0512103j -0.148086+0.150303j 0.0319349+0.0701793j -0.168714+0.118919j -0.0198106-0.0684333j -0.0153798+0.110643j -0.0569265-0.0773035j 0.0256505-0.0215164j 0.0475347+0.0357903j 0.0126659-0.0422872j 0.0230738-0.0726578j -0.0637002+0.131871j -0.0010511+0.00860955j -0.0485937-0.0269185j 0.0212457+0.0711139j 0.0106216-0.0594687j -0.0758883+0.0239453j -0.0506247+0.0356394j -0.0458235-0.104456j -0.0212639+0.00030084j 0.0218543-0.0147272j 0.0263567+0.00713287j 0.014199-0.0521777j 0.0147494-0.00903248j -0.000658689-0.090489j 0.0157194+0.00764168j -0.0487668+0.0287384j -0.00542142+0.0731263j -0.0122697+0.00158405j -0.0572021+0.0258071j -0.000535372-0.0933648j 0.0354849-0.0180718j 0.0604028-0.138496j -0.0327289+0.0298305j -0.0274162-0.000964982j 0.0682581-0.0447437j 0.00340528+0.00911755j -0.0127748+0.0332098j 
0.0279424-0.263504j 0.304357+0.0439975j 0.0156531+0.162611j -0.103797-0.215781j 0.147623+0.210352j 0.0716792+0.117926j 0.138409+0.030023j -0.0716415-0.0532134j 0.0226228-0.251062j -0.0442313-0.119814j -0.138478+0.132873j 0.062861+0.133522j 0.153624-0.0743619j -0.0122671-0.0196424j 0.0224401-0.0451839j 0.011501+0.070228j -0.0595643-0.0279331j 0.0835205+0.0144007j 0.0894949+0.151343j 0.10965-0.157022j 0.0773561-0.0766495j -0.00781377-0.0974911j -0.0495503+0.0124215j 0.0612998-0.0213492j -0.0239621-0.0843101j -0.0555816-0.0320223j -0.0192369-0.0212786j -0.0782931-0.0550158j 0.0550363+0.00224531j 0.0264894+0.00457673j 0.0297566-0.0258282j -0.109869-0.0327506j 0.0429534+0.00133077j 0.109635+0.0355638j -0.0521012-0.0119839j -0.0221419+0.0101628j 0.0129212-0.0122741j -0.012231+0.00493613j -0.0604017-0.0286368j -0.0281176-0.0432958j -0.0101587+0.0448358j -0.0342851+0.0650498j -0.070011-0.0415891j -0.00589093+0.0837797j -0.0771828-0.0279101j 0.10148+0.00432496j -0.00255596-0.0739568j -0.0209928-0.0191952j -0.0580975-0.0301154j 0.0168054-0.00785856j 0.0228715-0.0783863j 0.0506497+0.0283796j 
0.298046+0.0752771j 0.0147806+0.274453j 0.023984-0.254452j 0.00065442-0.105484j 0.0715575-0.0736755j -0.079853-0.0164676j 0.197214+0.0172891j -0.0248751-0.0891659j -0.0928268-0.0489955j -0.0796368+0.0280315j 0.0358791-5.59161e-06j 0.0927665+0.0676841j -0.15573-0.293945j -0.11952+0.0962554j -0.083712+0.0365637j 0.0118616-0.0720159j 0.037547+0.000744948j -0.132725+0.0436809j 0.0515527-0.0510371j -0.0151361+0.00288466j -0.0306076-0.094273j 0.00501975+0.0519589j -0.0671368+0.061758j 0.0432749-0.0229645j -0.0386693+0.047725j -0.0177613-0.00454106j -0.0286574-0.00953164j 0.0268259+0.0609558j 0.0075043+0.050185j -0.0256344-0.0171384j -0.0021611+0.0424973j 0.0547409+0.0411235j -0.0990236-0.0770969j -0.0692273+0.00270676j -0.106867-0.0589571j 0.0198972+0.00458264j -0.0125565-0.0167635j 0.0464225-0.00514019j 0.024527-0.0325201j 0.0871688+0.0186571j -0.0626999-0.0398804j 0.0913815+0.170353j -0.0303275+0.0636695j 0.00750739-0.0172452j -0.0638586-0.0322767j -0.00589045-0.0143183j 0.0911298-0.00487533j 0.0102365-0.0425057j -0.0241093+0.0562431j -0.0736766-0.0510371j -0.0385385-0.0485265j 0.0353829-0.0735012j 
-0.0705741+0.203439j -0.100259-0.242233j -0.098252-0.00684893j 0.112908+0.00286369j -0.137102+0.0302009j 0.156905-0.116054j 0.0821028+0.0329516j -0.0401106-0.0417392j 0.0171898+0.0641012j -0.132663-0.0484716j 0.113069-0.233454j -0.0181547-0.109746j -0.123999+0.0526691j 0.0538479-0.0261914j 0.0159527-0.0206197j -0.0368227+0.067644j 0.0382154+0.0240487j 0.0185851-0.0951508j -0.0303587-0.0476738j 0.149084-0.00999675j 0.036849+0.0321604j 0.0114866-0.0258558j 0.000262488-0.00691303j 0.0509562-0.0194856j 0.00631758-0.0129295j 0.00600673+0.00721375j 0.058899+0.00246124j 0.014332+0.0241204j 0.0186715-0.0253575j -0.0925428+0.00536175j 0.0251458-0.0348781j 0.0357599-0.00716343j 0.00649225+0.0052749j 0.00530066-0.013221j 0.0265597-0.0131806j -0.0112052+0.00183523j 0.0331707-0.00872328j 0.0386712+0.0120405j 0.0328465+0.0395761j -0.0727744+0.0105068j 0.0366136+0.0118834j -0.00331864+0.0986453j -0.0813653+0.00483824j -0.00743526+0.0394965j -0.0426921+0.102484j 0.114502-0.0242755j 0.0405683+0.0970112j -0.0618322-0.0307782j -0.069747-0.0352386j 0.00517303+0.00308849j -0.106664-0.0878614j 0.00408105-0.0339305j 
0.169816+0.224823j -0.00926765+0.257163j -0.128192+0.00634415j -0.0857428-0.104395j 0.156862-0.153795j 0.0663965-0.0215141j -0.0390562-0.0490557j -0.0188257-0.0523996j 0.0557961+0.0774889j -0.0647026-0.0566523j 0.0379415+0.113052j 0.135102-0.0933118j -0.0301447-0.0883864j -0.0760712+0.0815428j 0.00451518-0.0329696j -0.0481946-0.0326709j 0.0376829+0.0306232j -0.0182119+0.0218015j -0.0636529+0.0294548j -0.0104279+0.0538088j 0.00623049-0.0762425j -0.0359776+0.0433844j 0.0570513+0.0477454j -0.0161745+0.0438951j -0.000860901+0.0360788j 0.0711016+0.067436j 0.038855+0.0263794j -0.0214837+0.0135166j 0.00595726+0.00469287j -0.0461221-0.0211475j -0.0336136+0.0468856j 0.000959102-0.00968239j 0.0141019+0.0472185j 0.0138566+0.0282621j 0.0293218-0.0379331j -0.00852049-0.0314786j 0.0153251-0.0309932j 0.0119285-0.00941963j -0.0421136-0.0101283j -0.00594009+0.0539904j 0.0695104+0.0836475j -0.0437817+0.0129598j 0.0392926-0.0649716j -0.105913-0.0225891j 0.00954306-0.112634j 0.0610667+0.00293356j -0.124755+0.046865j -0.0389385-0.0866879j -0.0214101+0.0131988j 0.0663105-0.00164808j -0.0135434-0.0423346j 0.128762+0.0783915j 
0.0872547-0.0794264j -0.0718893-0.0760383j 0.136418+0.0104107j 0.0547214-0.0302039j -0.10196+0.078778j -0.190985-0.0132257j 0.0934527-0.0514744j -0.00209255+0.184152j -0.11975+0.00982097j 0.0604777+0.199235j -0.0993698-0.0368031j -0.0508928+0.115209j -0.055498+0.00217512j 0.0628015-0.0316532j -0.0595636-0.0186746j -0.0146889+0.0369118j -0.000650432+1.47826e-08j -0.0557041-0.0165296j 0.0497999-0.0233303j -0.0377376+0.030145j -0.0428806+0.0300468j 0.00776769+0.00716344j 0.0230609+0.0107821j 0.0103755-0.0220963j 0.00481406-0.0184217j -0.0363015-0.014118j -0.031549+0.0106252j -0.0109345-0.00247811j 0.000403666+0.0146536j -0.000766343-0.0164164j 0.0276075-0.00582456j 0.0329332+0.00967491j -0.0068126-0.0268565j 0.0217862-0.0251136j -0.0618363+0.0388153j -0.0216936+0.00587508j -0.0407879+0.00597024j -0.00896678-0.0172301j 0.00120585+0.00839215j 0.0435471-0.0203609j -0.0282417+0.0389865j -0.0735781-0.00727782j -0.00283783-0.0212944j -0.00170618+0.0475447j -0.0902832-0.0778323j 0.0610695+0.0108284j -0.0398137+0.0680672j -0.00494687-0.031025j -0.0212606+0.0240586j 0.0299279-0.115235j -0.13732+0.0508831j -2.57475e-06+0.0497106j 
0.0685413-0.0103232j 0.142984-0.0382093j 0.00497541+0.0931917j 0.0804535+0.0360418j -0.0790867+0.00355022j 0.0581636-0.139299j 0.121422+0.09056j -0.15498+0.0202152j -0.0691143-0.0912369j -0.169358+0.0208678j 0.0269069-0.165896j -0.0612306+0.0203897j -0.00805691-0.066803j 0.0145998+0.00141453j 0.0326284-0.0401493j -0.039338-0.0110919j -0.0120916+0.0254988j 0.0224568-0.0974586j 0.00223962-0.0386569j 0.0187235-0.00637484j 0.0402364-0.00559196j 0.0038772-0.0140181j -0.0522789+0.0540549j 0.0196806-0.0147026j -0.0010078-0.00841014j -0.0320274-0.0114571j -0.0160007+0.00195399j -0.00851785-0.0246436j 0.0169514-0.00859536j -0.0048763-0.019199j 0.000196344+0.00447464j -0.000909142+0.0285036j -0.0145171+0.00911901j 0.00415477-0.00424502j -0.0187973-0.00543603j 0.0284764-0.0096091j 0.0370991-0.0095541j 0.0275205+0.0221146j 0.0258655+0.00993276j -0.0145772+0.00450635j -0.0743347+0.0030177j -0.000951598-0.0689518j 0.0106201-0.013283j 0.0132392-0.0220462j 0.0631027-0.0285004j 0.0286484+0.112774j -0.0787776-0.0617845j 0.0709042-0.00927453j -0.00913738-0.12835j 0.0210976+0.00218189j 0.0257472+0.0475161j 0.160217-0.0786835j 
0.0749698-0.0491441j 0.00603355+0.0158699j 0.0482278-0.0131805j 0.0388069+0.0026152j 0.0161928+0.0353409j -0.0461433+0.00663301j 0.00166367-0.0217734j 0.018865+0.0765511j -0.037404+0.0214517j 0.0336252+0.0317918j 0.00708356-0.00872422j -0.00474441+0.0391258j 0.0364765-0.0293273j -0.00835883-0.0486663j 0.00677916+0.00045903j -0.00881115+0.000784636j 0.00404325+0.00957357j -0.00749767-0.0272809j -0.0166036-0.0137145j 0.0177269+0.00452625j 0.0382782-0.0113123j 0.0345142+0.0204464j -0.0371106+0.0195215j -0.0104603-0.0153476j -0.021198+0.0210745j -0.0480433-0.0211801j -0.0266101+0.0237615j -0.002299+0.0315138j -0.00547368-0.00509845j 0.000124124-0.0289467j 0.0165641+0.0269115j -0.0210953-0.00095756j 0.0354279+0.0458298j -0.0245712+0.0424063j 0.0335002-0.0082207j 0.0260379-0.0298413j 0.0118263-0.0516505j 0.00154098+0.00242146j 0.0491904+0.029141j -0.0559941+0.0798498j -0.0445085-0.0242879j 0.0566452+0.0216767j -0.0451609-0.0563836j -0.0343463-0.0666947j -0.0519624+0.00674309j -0.00481559-0.00890107j -0.0345859+0.0399038j -0.00796766+0.106802j -0.00483716+0.0205573j 0.014174+0.0190877j 0.0311165+0.105487j 0.0861835-0.0734411j 
-0.034034-0.0346512j 0.0910162-0.0652142j -0.00999721-0.00777282j 0.0867426+0.0144887j 0.00303082+0.0507096j -0.00463548-0.0948269j 0.0413863+0.00570869j -0.0304925-0.0653582j 0.0242671-0.00653051j -0.0281233-0.0032498j -0.032094-0.0256027j -0.0316831-0.00473001j -0.0226596+0.0452783j 0.0265387+0.0210205j -0.00642274-0.015146j 0.000638827+0.00691823j -0.0131311-0.0122673j -0.00463656-0.00596111j 0.00539818+0.0132945j -0.00805135+0.0124521j 0.0392927-0.00155494j -0.0140527+0.00787161j -0.01445-0.00797408j -0.00768415+0.0104603j -0.00298027+0.0059165j 0.0128509-0.0422911j -0.0161629-0.00491108j -0.0131263+0.00402835j -0.00307571-0.0151067j 0.0283438+0.0177371j -0.00228945-0.00114319j -0.00707262-0.0400967j -0.0163799+0.0246683j -0.0294836+0.00148022j 0.00742576-0.0322088j 0.0224323-0.0108188j 0.0157459+0.00200534j 0.0174868+0.011872j -0.0397021+0.0140484j -0.081832-0.0362163j 0.0331246-0.065017j 0.00586586+0.063851j 0.0426016-0.0310791j 0.0112897-0.0895711j 0.0293437-0.0676663j -0.0172549+0.00374916j 0.00408203+0.0177569j -0.0748456+0.00658193j 0.0255424-0.0231415j -0.0410568-0.0450848j 0.103054-0.0890301j -0.0543231-0.0969101j 
-0.00323113-0.024043j 0.00253084-0.0131642j -0.0165282-0.0285491j 0.0408259-0.0136871j 0.0456753+0.0267939j -0.00994584-0.0249453j -0.0124987-0.0203708j -0.0065879-0.0248112j 0.0312444-0.00595j 0.0115348+0.0105635j -0.00585003+0.0208055j -0.0068949-0.00968956j 0.0177871+0.0194401j 0.0245696+0.00450669j -0.0195537-0.0120008j 0.0144647+0.0198692j -0.00999685-0.00708042j 0.0192537-0.0112452j 0.0161694-0.00293965j -0.00560451+0.0205847j 0.00766649+0.009594j -0.0105522-0.00088035j 0.00607962-0.0229145j 0.000517713+0.00691214j -0.010755-0.00535257j 0.0207526-0.00592108j -0.00512069-0.00352107j -0.00455166+0.00938192j 0.000322205-0.0190174j -0.00810718+0.0065338j 0.0187687-0.00782477j 0.0144065-0.0164717j 0.00232931-0.0267591j 3.44192e-05-0.0396419j -0.03442-0.00279815j -0.0146444+0.0130991j -0.0403943-0.0407466j 0.0595012+0.0174774j 0.00114387+0.0756386j -0.0458498+0.0440521j -0.00670328+0.0327336j -0.0315949-0.0178695j 0.0120535+0.0336366j -0.0305167-0.00192174j 0.012616-0.0152162j -0.0153418-0.00388756j 0.0124886-0.00970041j 0.0155211-0.0129847j 0.0889768-0.0178969j -0.0336874-0.0737075j -0.0170625+0.00169448j -0.0067474-0.00319483j 
-0.00980064-0.0219624j 0.0436426+0.00782673j 0.0143715-0.0173897j 0.0389569+0.014481j 0.0165285-0.000962511j 0.050812+0.0011542j 0.00725103+0.00869193j -0.0230587-0.00275154j 0.0181594-0.000230153j -0.0380767-0.00407298j 0.013157-0.00365501j -0.0149927+0.00702021j 0.00797051-0.00285219j -0.0245734-0.0224577j 0.0149889+0.019137j -0.000984777+0.0250786j -0.0117726-4.75344e-05j -0.00274083+0.0285921j -0.000131415+0.0115185j -0.0124449-0.0220364j 0.0033223-1.41623e-05j -0.014933-0.0276195j -0.0208636+0.00167511j 0.00117492-0.00941683j -0.0102422+0.0116589j -0.00857453+0.0192113j -0.0307762+0.0238022j -0.0261924+0.0160169j 0.0287369-0.0110205j -0.00136197-0.00383163j -0.00409063-0.0461386j -0.0507784-0.00216358j -0.0427406-0.0325945j 0.0321514+0.0196292j 0.028732+0.0259361j 0.0143736+0.00438202j -0.0580496+0.0115055j -0.00230205-0.0481351j 0.0446503-0.00045884j -0.0128435+0.0392074j 0.024135-0.0100985j 0.00134739+0.00553136j 0.00337689+0.000394714j -0.0523625+0.00752234j 0.0215955-0.00418296j 0.00735372-0.0071339j -0.012624-0.0276993j -0.0303923-7.0529e-05j 0.0139229+0.0121963j 0.0157416+0.0127245j 0.0180724-0.0348441j -0.0296499-0.00334003j 
0.017861-0.0177702j 0.0358869-0.0195025j 0.0149812+0.0192808j 0.00961022+0.0160754j -0.0234814+0.0134756j -0.00588329-0.0131546j 0.0383915+0.0146998j -0.0160192-0.00358669j -0.0146322+0.00102182j -0.034518-0.0142257j -0.02307-0.0125352j -0.00934115+0.0181115j -0.0141965+0.0170757j 0.000843086-0.00269957j 0.00182816+0.0178713j 0.0026583-0.00263971j -0.00305079+0.00235458j -0.0048059+0.0108358j 0.0135207-0.0118265j -0.00580915-0.000752836j 0.00205863+0.00665773j -0.0312806+0.0067462j -0.000878877+0.00351043j 0.0109871-0.00324327j 0.0222888-0.00769896j 0.0220942-0.00189202j 0.0236112-0.00843976j 0.00452204-0.00987766j 0.00868826+0.00806383j -0.0117561+0.0160925j -0.0206876+0.00880776j 0.00851722+0.00848034j -0.0332087-0.00462402j 0.0173574-0.0251561j 0.0383786-0.0188543j 0.0169416-0.00359747j 0.0197464+0.052886j -0.0475116-0.00996248j -0.0167256-0.0414218j -0.0428815+0.0623872j -0.0376226+0.0156562j -0.00111348+0.0102463j -0.0403822-0.00334088j 0.0189449-0.0222862j -0.0315355-0.00164228j 0.0155198+0.0358738j 0.0128799+0.00510762j -0.00013489-0.00692493j 0.00413681-0.0320277j -0.0148792+0.0147295j 0.0333897-0.0185701j 0.000367723-0.0395446j 
0.0410874-0.0331704j 0.00441022+0.0405755j 0.026995-0.0377739j 0.0245043-0.0261202j 0.0390581+0.00162154j -0.0230588-0.0110235j 0.00350183-0.0264427j -0.0117543+0.00681844j -0.00308892-0.0239179j 0.00705163+0.0195739j -0.00649457+0.0485017j -0.0132204+0.0070445j -0.00540381-0.0173841j 0.0279986-0.00608839j -0.0229067+0.0027062j 0.0128353-0.00632853j -0.00288116-0.000585401j 0.00489747-0.0136928j 0.0249757-0.0400691j -0.011709-0.000766157j 0.00208012+0.0186954j 0.00183716-0.0244835j -0.00375453+0.00564748j 0.00760316-0.0153202j -0.00603969-0.0362232j -0.0233712-0.00310486j 0.00406301-0.00860254j -0.0115595-0.018916j -0.0123947-0.0112491j 0.00636619-0.000656942j 0.0216768-0.0193947j 0.0195321+0.00258087j 0.00579343-0.01009j -0.0113394-0.0125082j 0.010862-0.0196568j 0.00501653+0.00180634j 0.0282609+0.062521j -0.00286361+0.0378407j 0.0349932-0.00202133j 0.0474166-0.0119474j 0.00774667+0.0209518j 0.0267446-0.0101912j -0.0166888+0.00799409j -0.0373246+0.00305099j -0.00304227-0.0502671j 0.00173027-0.0316184j -0.00101708+0.00141344j -0.0119775+0.0126789j 0.0259467-0.0189823j -0.0159717-0.0318937j 0.0181948+0.0146614j 0.0175767-0.0166069j 
-0.0044631+0.0208472j -0.0245458-0.00280569j -0.0104778-0.0150096j -0.0157915-0.000184956j -0.00766338-0.00717857j 0.0120728-0.00343276j -0.00419343-0.0114754j 0.00276875+0.00342519j 0.0101165+0.0219492j -0.0041428-0.00498345j -0.0135279+0.0113157j -0.0177769-0.00358641j -0.0195985-0.00872047j 5.71222e-05+0.000415734j -0.00040256+0.0113447j -0.0162976-0.00925696j -0.00544899-0.018408j -0.00100275+0.0214471j -0.00144909+0.00364251j -0.00480287-0.0111013j 0.00460004-0.00137657j 0.00647642-0.00526985j 0.00376401+0.00632904j 0.00650968-3.41539e-05j 0.0163289+0.0175098j 0.0270595+0.00347743j -0.00831819+0.00176807j -0.016122+0.0349193j -0.0193349-0.0249894j 0.0206269+0.00610277j -0.0247552-0.00545827j -0.00595903+0.0135128j -0.0082745+0.0158346j 0.000118464+0.0103607j 0.00191486-0.00336722j -0.0160714+0.0172659j 0.0229148-0.0428979j 0.0198809-0.0180348j 0.036378-0.0224459j -0.00964085-0.0334199j -0.000921348-0.0060037j -0.0281553+4.77746e-05j -0.00575589+0.0242287j 0.00647212-0.00233254j -0.0197299+0.0162873j -0.0100955+0.00826903j -0.00908383+0.00998336j 0.0136988+0.00198786j 0.00605365-0.0190218j -0.0151773-0.0152451j -0.0034834-0.000758327j -0.0122976+0.00168924j 
0.00670531+0.0236258j -0.0161845+0.00380551j -0.0110166+0.00940392j -0.0210416-0.0105127j 3.88935e-05-0.0219056j -0.000888954+0.00177001j -0.0222244-0.00330367j -0.00431329+0.017946j 0.0152211-0.00183914j 0.0139836+0.0205221j 0.0190297+0.00560015j -0.0128757-0.00240781j -0.00207867-0.0162761j 0.00320718+0.00470188j 0.000577364+0.00871j -0.00228612+0.00591641j -0.00300009+0.00687117j -0.00802789-0.00101514j -0.00540808+0.00814236j -0.00748916+0.0221409j -0.00308089+0.00376083j 0.010561-0.017129j -0.00662533-0.0201668j 0.00487193+0.0192248j -0.0220496-0.00900325j -0.000827458+0.00770713j -0.0164332-0.00526426j -0.021959-8.52243e-05j -0.00356821-0.00896043j -0.00830566+0.0139876j 0.0151498+0.0179179j 0.0241699-0.0104186j -0.0126964-0.00437161j 0.00539087+0.0131534j -0.000188765-0.0277346j 0.0169797+0.00481363j 0.0104541+0.0203597j -0.0162297+0.0244491j 0.00567151+0.00185208j -0.0235561-0.0181169j -0.0149261+0.0162132j -0.0026735+0.0115947j -0.0143867+0.0381303j -0.00674583-0.0140399j -0.00057658+0.00615048j -0.0101061-0.00258871j 0.00226371+0.021934j 0.00744754-0.00859615j -0.0228267+0.0105698j 0.00996336+0.0104047j -0.0128214-0.000994108j -0.000111845+0.0116726j 
0.00323118-0.00216651j 0.0185394-0.00431908j 0.00313546-0.013364j 0.00803852+0.00524883j -0.00329833-0.0101542j 0.0102434-0.00484557j 0.00260603-0.00354911j -0.0174371+0.00755843j 0.00888862-0.00679724j 0.00633366+0.00847422j 0.0078112-0.0109504j 0.00243532+0.000680546j -0.00378481-0.0244148j 0.00902815+0.00660471j -0.000636888-0.000911325j -0.00581782-0.00347172j 0.000368114+0.0162431j 0.00373864+0.00337855j 0.00908155+0.00270717j 0.000964119+0.00784275j 0.00251002+0.00460944j 0.000431875-0.00395615j -0.0209753+0.00224064j 0.000786114-0.000162079j -0.0204612+0.0139288j 0.0165264+0.0152347j -0.0151133-0.00414929j 0.0132659-0.00616727j 0.0168618+0.00114929j -0.0108761+0.00973226j 0.00753224-0.0138388j -0.00207855-0.0253657j -0.0309208+0.00411042j 0.0112396+0.00587718j 0.0268073+0.00183555j 0.0185654-0.019094j 0.0134044+0.0225362j 0.0160322+0.0116931j 0.0314897-0.00906626j -0.0148804-0.0154915j -0.0164073+0.0146377j -0.0130717+0.038602j 0.00924475+0.0128654j 0.0105663+0.00551995j -0.0149974+0.00429996j 0.00382986+0.00503878j -0.00411809-0.0123911j -0.0145787-0.0130811j -0.0163943-0.0195617j -0.00214354+0.00826092j 0.00565549+0.000943279j -0.000299002-0.00410405j 
