0.0621754+0.146303j -0.189578-0.118202j -0.0829768-0.1891j 0.0256262-0.26257j 0.0548115+0.0170272j -0.0870015-0.133042j 0.0470222-0.0694939j 0.0866316+0.0413662j -0.182383+0.00679727j 0.209068+0.167643j 0.159256-0.197262j 0.0563469-0.0392938j -0.0908528-0.200359j 0.275329+0.0667986j 0.0784792-0.0173016j -0.043158-0.00735799j 0.0622434+0.104591j -0.0049692+0.0456194j 0.00677318-0.0483496j 0.03318-0.0368104j 0.00704032+0.0368054j -0.0518056+0.00557409j -0.0181295+0.013357j -0.00693768+0.0191199j -0.0218454-0.029685j 0.016366-0.0288288j 0.0454616+0.0203788j 0.0253564-0.0417411j 0.0312654-0.00311898j 0.00789936-0.00594613j -0.0909177-0.00935253j -0.00822729-0.0199297j -0.00412378+0.0710912j -0.0605976-0.020536j -0.0131104-0.0344929j 0.0448077+0.0129539j -0.0358653-0.0435185j -0.010331+0.0122933j -0.0286735-0.021016j -0.0275476-0.0285612j 0.0105597-0.00184512j -0.00161812+0.0051611j -0.0104244+0.0183247j -0.0110432+0.0207451j -0.0223105+0.00841878j -0.0104134+0.013187j 0.00531609+0.00400172j -0.00415512-0.0117151j -0.0112327+0.00645843j -0.0146644+0.00309526j -0.0419679+0.000851645j -0.000633922+0.00436492j -0.00100689-0.00246809j 0.0085534+0.00410799j 0.017036-0.00530971j -0.00141215-0.0116002j -0.019944-0.00252155j -0.02067-0.00272927j 0.0157892-0.000215533j 0.0220538+0.00410892j 0.00694923+0.00192343j -0.00142897-0.00335762j 0.0219501+0.00331669j -0.0108367+0.00751541j -0.0107999+0.00997239j 0.0159692+0.0103821j 0.00621432+0.00280926j -0.017452-0.0102703j 0.00330797+0.00116005j 0.00422053-0.0159649j -0.0253667+0.00492643j 0.00709465+0.0200322j 0.011348+0.00610693j -0.0003194-0.0150214j -0.0402244-0.0228937j -0.00528034+0.00115599j 0.00506443-0.0271314j 0.00381843-0.0357997j 0.00979718+0.0167644j 0.0163926-0.0127956j -0.0261771+0.0151909j -0.00481471+0.0161114j 0.0266788-0.0174498j -0.0288279-0.0106107j 0.00728758-0.00205492j -0.022201+0.0168287j -0.017098-0.0545196j -0.0617339-0.00432738j -0.00349276-0.00986764j 0.0127318-0.0320888j 0.00154278+0.0172927j -0.00545474-0.00291145j -0.0572808-0.0466896j 0.014911+0.00134338j 0.0515101+0.0656116j 
0.00270422+0.00268187j -0.00379226-0.00330466j -0.0104042-0.00416755j -0.0119554-0.00803877j 0.0052633+0.0110122j 0.00671748+0.00332704j -0.00569258+0.0110378j 0.00589045-0.00269406j 0.00100284-0.0133341j -0.00919357+0.00292863j -0.00239771-0.00178376j 0.000792319-0.000109956j -0.013881-0.0130114j -0.000983633+0.00177135j 0.0164902+0.00366222j -0.00658562+0.0153711j -0.00297713+0.00530018j 0.00947239-0.00637776j 0.00170549+0.000152503j 0.00169734+0.00619032j -0.00027487+0.0018752j -0.0119476-0.00259939j -0.0013386-0.000816029j -0.00474578+0.00382434j 0.00765752+0.00608109j 0.00427435-0.00419676j -0.00607623-0.00273656j 0.0039298+0.0118682j -0.0025994+0.000975788j -0.0131479+0.00449997j -0.0127276+0.00657707j 0.00581476-0.0171308j -0.00224145-0.0160117j 0.00839285+0.0107852j -0.018051-0.00525155j -0.00579142+0.00350214j 0.0020217+0.00292567j 0.00498623+0.00395589j -0.00554834-0.00781339j -0.000703624+0.00469654j -0.000982109+0.00786596j 0.00150148-0.000741015j 0.00956831+0.00198352j -0.00290414-0.0112222j -0.0105936+0.0130646j 0.013691-0.00417467j 0.00413795+0.00432433j -4.34159e-05+0.00520043j -8.57909e-05+0.00366762j 0.00519675+0.000116082j -0.00557674+0.0039403j -0.00345397-0.00470782j -0.000881093+0.0027829j -0.00882241+0.00114321j 0.00339358-0.00295164j 0.000885726-0.0084258j 0.000908481-0.0148835j 0.0112785-0.00576511j 0.0023172+0.0023923j 0.006363-0.000224761j -0.000956081+0.00491455j 0.00340718+0.00229905j 0.000470089-0.00672304j 0.00185894-0.00342019j -0.0108931+0.00901919j -0.00540628-0.0147725j -0.00391265-0.00127453j -0.00148883+0.00392025j 0.000223906-0.00786947j -0.00919785+0.011879j 0.00824136-0.0155035j 0.00716477-0.00960132j -0.00540165+0.00274796j 0.010836-0.0105845j -0.00992151-0.00950228j 0.00680951+0.00466856j -0.0137253-0.00339885j -0.00776932+0.00230122j -0.0145764-0.00504598j 0.00531637+0.00910335j 0.00365899+0.000288185j 0.005821+0.0200521j 0.00947434-0.0020207j -0.00209805+0.0126156j -0.00546072-0.0177979j 0.0109027-0.000518586j -0.0128481+0.00357705j -0.00404404+0.00115893j 0.00115699-0.00162004j 0.00150088-0.00493031j 0.00226609-0.00431399j 0.000304335-0.0108879j 0.00614514+0.00131473j 0.0108315-0.000230359j 0.00181176-0.00161043j 
0.0030829-0.00483295j -0.000536928+0.00679441j -0.000968396-0.00769525j -0.000739904-0.0043778j -0.00318903+0.00137842j 0.00187947+0.00357879j 0.00184495+0.00474165j 0.00465429+0.00667932j -0.00410893+0.00129661j -0.0102516-0.00331682j -0.00607124+0.00304806j -0.00065144-0.00213466j -0.00615242-0.00933081j 0.00364725+0.00474772j -0.00362321+0.00661164j -0.00412085+0.00529522j 0.00059994+0.0125415j -0.00165185-0.020198j -0.000933143+0.00875183j -0.00251761-0.00438563j -0.0010519+0.0081915j -0.000812024-0.0102048j 0.00384934+0.0107775j 0.00430956-0.00533262j -0.0106536-0.012043j -0.00398649-0.00802255j -0.00125888+0.0142599j -0.00164371+0.00201896j 0.0118639-0.000307153j -0.00439855+0.00553953j -0.00494267-0.00117311j 0.0171969+0.00106476j 0.00147793+0.0019272j 0.00499017-0.0120107j 0.012493+0.000648345j -0.00078651+0.0124019j 0.0151454-0.00462674j 0.00542624-0.0128379j -0.000727755-0.000542165j -0.00633934+0.0211193j 0.00798035+0.0166092j 0.00113914-0.0218409j 0.005962-0.0227523j 0.00471225+0.00273258j 0.00438099+0.00198748j -0.0217627-0.0158318j -0.00141988-0.0123765j 0.000256403-0.00840479j 0.00429635+0.00909269j 0.0040603-0.00166166j -0.00364511-0.0142971j -0.0121451-0.0151688j 0.00457142-0.0115536j -0.00631482+0.00982837j 0.0105936-0.00928218j -0.00980306+0.00142342j -0.0162418-0.0157966j 0.00365795+0.0139103j -0.00269506+0.0092719j 0.0017272-0.00722611j -0.00782521-0.0186293j -0.0145954-0.0138415j -0.0159773-0.00635373j -0.0137588-0.0332661j -0.00602673-0.023773j 0.00385549-0.00560595j 0.0142862+0.00424874j 0.00739078+0.0221271j -0.0125336-0.00349859j 0.0199009+0.0145136j -0.0110387+0.0189655j 0.0233048+0.0196736j -0.001486+0.00314657j 0.0012359+0.0112385j 0.00445361-0.00321053j 0.0406702-0.0213543j 0.0158467-0.0180907j -0.0123928-0.00589444j -0.00847957+0.013285j 0.00154023+0.00186637j 0.00489546-0.0110265j -0.00279011+0.014j -0.0166953-0.00626989j 0.0149557+0.0223269j -0.0131147+0.011575j -0.000693244+0.00540231j -0.020124+0.0348212j 0.015807-0.0320376j 0.00139747+0.00050075j 0.0106715-0.00607924j -0.00238941+0.0056646j 0.0175592-0.00534436j 0.00998609+0.00522226j -0.0136346+0.0106209j 0.00458845+0.00183955j 
0.00321327-0.00157146j 0.000147185-0.00486717j 0.00250152+0.00240711j -0.00220962-0.00768454j -0.00250322-0.00370337j 0.00110984+0.0137693j -0.00163082-0.00921307j 0.00573266+0.0061569j -0.00237461-0.00544926j 0.00315212-0.0142695j 0.000770283+0.00598996j -0.0068157+0.000839351j 0.0174743-0.00833735j -0.00532961-0.00473892j 0.00099965+0.000482694j 0.000998742+0.00758138j 0.000156659-0.00485629j -0.00288522+0.00817203j 0.00131675-0.00153248j -0.000393055+0.00384939j 0.00359788+0.00399948j -0.0132705+0.00146847j -0.00625655-0.00263947j -0.0137984-0.000801879j -0.000320011+0.00219438j 0.00933852+0.000127516j -0.00547835-0.00503658j 0.00481907+0.00918114j -0.00691973-0.0107488j -0.0154984-0.00477184j -0.00176301+0.000628176j 0.00886329-0.00925812j -0.00157295+0.015965j -0.0128198+0.00814363j -0.00468207-0.00420342j 0.0074046+0.00205254j 0.000129324-0.0142135j 0.00360771+0.001189j -0.00272259-0.0118409j -0.00185182-3.10034e-05j -0.00668371-0.00316765j -0.00166857-0.0042508j 0.0108983+0.0106411j -0.0013691-0.00396921j -0.00123608-0.000257307j 0.00565753-0.00390406j 0.0013182-0.00590446j -0.00296283-0.0091031j -0.00528087-0.00696298j -0.0148466+0.000528834j -0.000913155+0.00932317j -0.00458209-0.00895982j 0.00897976+0.00176711j -0.0108218-0.00388247j -0.0206578+0.00364047j 0.00867758-0.0243102j 0.0143514+0.00491404j 0.00352268-0.00207143j 0.000991434-0.0109058j -0.000796346+0.00495369j -0.00164137-0.00157034j -0.00964263+0.0187361j 0.0189022+0.00297591j 0.0097883+0.00837842j -0.00860021+0.00578647j -0.0014943+0.0125266j 0.00681011-0.0045765j 0.0384818-0.000605361j -0.00106384+0.00107637j -0.00929682+0.0130574j -0.000768268+0.00542613j -0.00279719-0.00157986j -0.000983682+0.010185j -0.00146523+0.0311529j 0.00365547-0.00165827j 0.00612097-0.00752298j -0.00112867-0.00661986j -0.000843173+0.00484336j -0.00350608+0.00670683j 0.00371473+0.0115266j -0.00406682-0.00440751j -0.00071706-0.00731061j -0.0261805-0.000726971j 0.00259946-0.00868669j 0.0018998+0.0031809j 0.00312274+0.00508804j 0.00729721-0.005404j -0.0189788+0.00372892j 0.00146281+0.0116702j 0.0103874+0.00256484j 0.00211884+0.00276578j 0.0034913-0.00248106j -4.24868e-05-0.00351675j 0.0119606+0.00249499j -0.00193703+0.0036999j 
0.0055438+0.000316476j 0.000341348+0.00738697j -0.000137568-0.00511854j -0.000957664-0.00721036j 0.00168033-0.00121844j 0.00231178-0.00308337j -0.00398284+0.00541888j 0.00211989-0.000133054j 0.00171779+0.00455914j -0.00700459+0.00561867j 0.00186956+0.00804942j -0.00804043-0.00878958j -0.00980843-0.000418918j -0.0104538-0.00205554j 0.00882587-0.00173691j -0.00842898+0.00552719j 0.00158886+0.0106911j 0.015501-0.00456297j 0.00282753+0.000425416j 0.00354876-0.00149617j -0.00592781-0.00512801j 0.00281731+0.014318j -0.000334473+0.0065594j 0.00120649+0.00177163j 0.00184487-0.00203239j 0.00861283-0.0010799j 0.000400884+0.00398924j 0.00117906-0.0156335j -0.00473312-0.00322682j 0.00772726-0.000600323j 0.0156622+0.00661129j -0.0181601-0.00657978j -0.00956511+0.0129207j -0.0149385+0.00117086j -0.00511352+0.00294084j 0.00495121+0.00508387j 0.00593113+0.00888066j -0.00811058+0.00229351j 0.0092229-0.0130754j -0.0047156-0.00703949j -0.0033399-0.00239364j 0.00864658-0.0017553j 0.000458601+0.00140821j 0.00205056-2.29766e-05j -0.00224878+0.00486576j 0.00678942+0.0104006j -0.00193009+0.00920252j 0.00288933+0.00402746j -0.0189685+0.00474862j -0.00870569+0.00793824j -0.003296-0.00477462j 0.00919016+0.0087614j -0.0257786+0.00850911j 0.020193+0.00937372j -0.03091+0.00302625j 0.0173894-0.00225179j 0.000524133+0.00209539j 0.0138069-0.00150497j -0.00420773-2.03708e-05j -0.00451532+0.0101714j -0.00819204-0.00649145j -0.010438+0.00584121j 0.0260829-0.004996j -0.00477604+0.00327242j -0.00951662-0.0070883j -0.00331765+0.0274998j 0.00290139-0.0115294j 0.00952068+0.00503806j -0.0111306+0.0108171j 0.0146127+0.00893223j -0.00620216-0.000472468j -0.00120323+0.0156456j 0.00661215-0.00252477j -0.00205791+0.0347026j -0.00457243+0.0224714j -0.00242199-0.001222j -0.00671862+0.0257822j -0.0148991+0.0169978j -0.0186452-0.00263846j 0.0183454-0.00548504j 0.0115462+0.0160107j 0.00718779-0.00185567j -0.0235006-0.00681158j 0.000174051-0.000919857j -0.00482948-0.00212025j -0.000304157-0.000145614j -0.00323239+0.00217992j -0.0011626+0.00471262j 0.0056487+0.00784272j -0.0139068-0.005414j 0.00209431-0.00233518j -0.012695-0.0135212j 0.0121611-0.0103765j 0.00880892-0.00664372j -0.000490084-0.00510496j 
0.00319364+0.000697728j -0.00451535+0.00227228j 0.00647002-0.000287615j 0.0013474-0.000206817j -0.00964862-0.0037185j 0.00591658-0.0021429j 0.000495703+0.00544281j 0.00590568+0.00348599j -0.00975745-0.00468685j -0.0156501-0.0102125j 0.000452807-0.00580009j -0.00190556-0.00493412j 0.00296275-0.0109186j 0.00664282-0.0206044j 0.0148974+0.00580642j 0.00852518-0.0157916j -0.00247699-0.00292743j -0.0122951+0.00434489j -0.000963126+0.00104351j 0.00173018+0.00160729j 0.00308799+0.00326583j 0.00996549-0.00255911j 0.00817551-0.00315237j -0.00260021-0.000929102j -0.00651666-0.00768331j 0.00282219-0.00602057j -0.00115915-0.00016368j 0.00335502+0.00190275j 0.00614725-0.00352308j -0.00179125-0.000729946j 0.00484244-0.00517894j -0.00604946+0.0042867j 0.00204026-0.000608017j -0.00582282-0.00389534j -0.00441083-0.000702814j -0.000253616-0.00225305j -0.00361194+0.00556019j -0.00791634-0.00362367j 0.000735192+0.00237441j 0.00957527-0.0039057j 0.00464407-0.00547148j 0.00296846-0.00604032j -0.00260756+0.00672107j -0.00199496+0.00676325j -0.00262858-0.00537744j 0.00922529-0.00222975j 0.00382379-0.00512171j 0.0018324-0.00141286j 0.00344176-0.0163335j 0.0131863-0.0136909j 0.0212949+0.00470011j 0.00500538+0.00415858j -0.000586555-0.00956725j -0.00513251-0.0121107j 0.0125524+0.0101761j -0.00443746+0.00479216j -0.00234549+0.0175533j -0.021122-0.00587704j 0.00736357+0.0103094j -0.0155273+0.000737185j 0.0276601+0.0080814j -0.0110486+0.00990109j -0.00679715-0.00048985j 0.00767202+0.0078182j 0.0112162+0.0123622j 0.0111146+0.0027125j 0.0200331+0.0050732j -4.66434e-05-0.00665947j -0.00503975-0.0235873j 0.0151642-0.00733385j 0.00141051+0.00255187j -0.0138169+0.0215j -0.000497334+0.0106174j -0.0168739+0.00595615j 0.00248942+0.0086326j -0.0257043-0.00802801j 0.000795046-0.00445103j 0.0229656+0.0239785j 0.0146252+0.00296938j -0.0164473-0.00921626j -0.0246085+0.00595589j -0.00235812-0.0123333j 0.0123874+0.00298374j -0.00129988-0.0146139j 0.00837449+0.00197692j -0.00963224-0.000329385j 0.00665441-0.0282349j 0.0138649+0.0130174j 0.00052315-0.00856208j -0.00783186+0.00559425j -0.00540231-0.00767015j 0.00309702+0.0052661j -0.00501934-0.00340764j -0.00459992+0.00142552j 0.00260943-0.00114097j 
-0.00199849-0.00358488j 0.00442643+0.00131508j -0.00384626-0.000699154j 0.00164851+0.00483559j 0.0097872-0.00316157j 0.00105129-0.00958774j 0.004509-0.00278481j -0.00500494+0.000518137j -0.00783376+0.0112324j -0.00817431+0.00346419j -0.0100244-0.00387913j -0.00440675+0.00542797j -0.00471797+0.0186873j 0.00416057+0.0130678j -0.0122986+0.000258474j -0.00546209+0.003134j 0.00209513+0.00577672j 0.00661399-0.0108589j 0.00489309+0.00272378j -0.00232128-0.000598557j 0.00177222+0.00710797j -0.00262055+0.00376954j -0.00796087-0.0035426j -0.0136613+0.00858683j -0.00975881-0.00424068j 0.00767823-0.009542j -0.00966176+0.00240777j 0.0145921+0.00187197j -0.0119611-0.0128788j -0.0140303+0.00520053j -0.00186914-0.0102109j 0.0030151+0.000815412j 0.00420838+0.0111156j -0.0116344+0.0110904j -0.00232737+0.00751423j 0.00733767-0.00527937j -0.00403604-0.00436867j -0.00243746-0.00381698j 0.0041848-0.0109404j -0.00443791+0.0116943j 0.00570723+0.00681288j 0.00934824-0.0112303j 0.000454835-0.000303388j -0.00199097-0.00453029j -0.020071+0.0138709j 0.0149518-0.00550278j 0.0012797-0.00479961j 0.000332412+0.00391924j -0.0076764+0.000861898j 0.0107808-0.0107123j 0.00669911+0.00708127j 0.00229136+0.000316009j -0.0121858-0.00375734j -0.0029644-0.0112241j 0.00386229-0.00182934j 0.00488611-0.00350273j -0.000356167+0.00402223j -0.0128396-0.0154479j -0.00166956+0.00474536j -0.00957665-0.00466125j 0.0254659-0.00115001j -0.0204502+0.0174982j 0.00744066-0.00194186j 0.0101458-0.00126379j -0.00309269+0.00188945j 0.0179473+0.0134269j 0.0278485+0.00208934j 0.00612501+0.00410928j -0.0112532-0.0201486j 0.0156157+0.00743967j -0.000954937+0.00377181j -0.00860297+0.0312378j -0.00721847+0.0194897j 0.00587696+0.0514259j -0.021885+0.0139908j -0.00162916-0.0160814j -0.0142909+0.00571246j 0.0159676+0.0168045j -0.0183099-0.00889137j -0.0135492+0.00790005j -0.0119795+0.00345175j 0.00305634-0.0107827j 0.00517787+0.00412726j -0.00505471+0.0113625j -0.0098652+0.00436946j -0.00132797-0.00834621j -0.0117329-0.0230781j 0.00930048+0.00512073j 0.00830493-0.00962611j -0.00606779-0.00779311j 0.0125929-0.00495639j -0.00503624+0.00138065j 0.0035794-0.0106769j 0.0043758+0.000260457j -0.00215234-0.00515964j 
-0.00730588-0.00672795j -0.0150875-0.00171393j 0.00511005+0.000474857j 0.00231061+0.0114469j 0.00128131+0.00100959j 0.00454338-0.00921128j -0.00252083-0.0039266j 0.00908173-0.000924141j 0.000561411-0.00139632j -0.00775446+0.0106146j 0.000486941-0.00876418j -0.00188503+0.013996j -0.000340807+0.00540171j 0.0113393-0.00502799j -0.0120824-0.00440234j 0.00382296+0.0143437j 0.0023564+0.00269201j 0.00541101-0.00723297j 0.000614514+0.000825318j 0.00510196+0.00538636j 0.00417524-0.000456357j -0.00790627-0.00181814j 0.00452661-0.00722366j -0.00255102-0.00542243j 0.000737752-0.00332335j 0.00285135-0.00242892j 0.00117853-0.00470369j 0.000709167+0.0168627j -0.00420754-0.00748882j -0.00721351-0.00634192j -0.00686549+0.00731764j -0.00192271-0.00923068j -0.0130824-0.0101837j 0.00024966+0.00416172j -0.0131284-0.00448347j 0.00110584-0.0166289j -0.0054464-0.000634895j 0.0037536+0.000838099j -0.0069241-0.0171029j -0.0122329+0.00884468j -0.00164247+0.0121706j 0.00132269-0.0104098j 0.0135558-0.00369249j -0.00784816-0.0118225j -0.00499249+0.00920721j 0.00370549-0.0120327j 0.00122301+0.000512465j -0.00103645-0.00529209j 0.00225349-0.0121031j -0.00451635+0.00364186j -0.00857014-0.00360178j -0.00243806-0.020403j 0.0148847-0.0084184j -0.00595896-0.00274092j -0.000505596+0.0100575j -0.00465961-0.0391019j 0.00559434-0.00372391j -0.00335939+0.00410174j 0.00386083-0.0196538j 0.012582+0.00674694j -0.00136306+0.00259321j 0.00067755+0.00861732j 0.0148904-0.00724833j -0.00678766-0.000819743j -0.0195747-0.00209765j -0.00972781-0.00336386j -0.00172832-0.00511559j 0.0181107+0.0150295j 0.0107708-0.0124131j -0.00769416+0.00175213j 0.0116624-0.0170155j 0.00909313-0.0196455j 0.00917991+0.0129954j -0.000336754-0.00787694j 0.0209747-0.00909872j 0.0224666-0.00575956j 0.0127325-0.00603093j -0.00755495+0.00329026j -0.00260344-0.00364216j 0.0112798-0.0171344j 0.00813943-0.00946144j 0.0126095+0.00416283j -0.0157764-0.00149009j 0.0205243-0.00278672j 0.0111577-0.00959947j 0.0177309+0.0154697j -0.00692811+0.0217257j -0.0130496-0.0190055j 0.017281+0.00629497j 0.0014342-0.00837856j 0.0101085+0.00508236j 0.0164201-0.00499029j 0.00736163-0.00601376j 0.00420903+0.00942729j 0.00290831-0.00211866j 
0.00864347-0.00201886j -0.00695204+0.00209853j 0.000585315-0.00261396j -0.004637-0.00503168j -0.00725783-0.00309498j -0.009082+0.00337082j 0.00015586+0.00120488j -0.00675772+0.00360961j 0.00730235+0.0118226j 0.00671729+0.000714797j 0.00707835+0.0161142j 0.0111266-0.00980241j -0.00258884-0.0176118j -0.000482974+0.00948379j -0.00944449+0.00538474j -0.00770478+0.0153137j -0.0026274+0.00771126j 0.00925452-0.0150463j 0.00177525+0.00241727j 0.00345777+0.00715399j 0.00338359-0.00170466j 0.00161357+0.00834407j -0.00694844-0.00517348j 0.00416383+0.00518204j 0.00832465+0.00232617j 0.00161842+0.00968625j -0.0029244-0.0102555j -0.00269752-0.0113786j 0.0121638+0.00613767j 0.0105902+0.0033953j 0.00290572-0.00635306j -0.00612549+0.000745783j 0.0116217-0.0123172j 0.0047587+0.00189236j -0.00353703-0.00436584j 0.00263692-0.00314762j -0.000249978-0.00400305j -0.000446355-0.00311129j 0.0014671-0.0227133j -0.00697338+0.0132491j -0.000378836+0.0149211j 0.00537589-0.0088772j 0.00612408-0.00700425j -0.0111685-0.00365112j -0.0255489+0.0166171j 0.0257852-0.000433341j 0.00509798-0.00410426j -0.00247646+0.00499465j -0.00720807-0.00681765j 0.00174954+0.00619717j 0.0106081-0.000911854j 0.00514105-0.0171665j -0.0123292-0.00900661j -0.000290678-0.0138389j -0.00791159+0.0204663j 0.0255528-0.0338089j -0.00774492+0.00416897j 0.00143206+0.00616052j -0.00735863-0.00501946j -0.00549546+0.00260558j 0.00584412+0.0132907j 0.0116368+0.0118201j -0.00100075-0.0143794j 0.0124201-0.00202629j -0.013024-0.00409595j 0.0195366+0.00707194j -0.00503601-0.00384283j 0.00275625+0.010959j 0.0180882+0.016628j 0.00325262+0.018124j 0.00763385-0.0114381j -0.00122997+0.0249194j 0.00617446+0.00502019j 0.0207978-0.00283769j -0.00835015+0.0250484j -0.0109778+0.00341375j 0.0103328-0.0107721j -0.00236588+0.0359456j -0.00136531-0.00169974j -0.0112444+0.00539565j -0.00426324+0.0018308j 0.0102674+0.00959008j -0.00105957+0.0120994j 0.0159308-0.00213472j -0.000910569-0.00386549j 0.00496968-0.00520131j -0.0135633-0.0103578j 0.0127762+0.00786566j 0.0154195-0.0197037j 0.00458305-0.00169811j 0.00785112-0.00125392j -0.00472958-0.00584466j 0.00936205-0.0171981j 0.0135719+0.00464589j 0.00387846-0.00655897j 
0.00352148-0.00698203j 0.00598419+0.00152085j 0.000805709-0.00764119j -0.00498111+0.00813463j 0.00227138-0.00530227j 0.0024172-0.00510958j 0.00106202+0.00381814j -0.00423318-0.000926065j -0.00423084-0.0118797j -0.00568844-0.00836634j 0.00116766-0.00959574j 0.00453117+0.00828943j -0.000620916-0.00168464j 0.0019068-0.0086471j 0.0134079+0.00547848j -0.00688828+0.00191735j 0.00218089+0.0112553j 0.0105585-0.026111j 0.0103095+0.00610348j 0.000157898+0.00326485j -0.00337866-0.0133795j 0.000952025+0.00168714j 0.0023018+0.008573j -0.00573119+0.000905329j -0.00217969-0.00454619j -0.00221309-0.00371062j 0.00449795+0.00540792j -0.00666899+0.00347502j -0.00383923+0.00690768j -0.00170076-0.0131989j 0.0119764+0.00918166j -0.00755134+0.0052596j -0.00376212+0.0118648j -0.0104876-0.000480537j 0.000952949-0.0105625j 0.00251381-0.0040323j -0.00417803+0.000914537j -0.00305351-0.0109107j -0.00134115+0.00601593j 0.0038912+0.0154128j 0.00545517+0.0124631j -0.00230801-0.0121195j 0.00586415-0.0263478j -0.00223204+0.00774699j 0.00563809+0.00288332j -0.0185632-0.00477817j -0.000704797+0.00336098j 0.00334498-0.00363316j -0.000852974-0.00264474j -0.006499+0.00242052j 0.00532364-0.00181891j 0.00106635-0.0145973j 0.0100156-0.0241179j 0.00500661-0.00586264j 0.0142917+0.0133027j -0.0364967-0.00107071j 0.00230455-0.00328489j -0.00308294-0.00819671j 0.0213218-0.00100354j 0.00402942+0.00121706j -0.00295388-0.000297425j -0.00619582+0.00588822j -0.00221101+0.00493213j 0.00960805+0.0157597j -0.00267181-0.0112885j -0.00847764+0.00940881j 0.00219029+0.00581178j -0.0229179-0.00270917j 0.0287639-0.0151001j -0.00792093-0.0262473j 0.0166938+0.010129j -0.0180827-0.0189427j -0.00687057+0.00378443j -0.00154545-0.0162985j 0.0163681-0.019387j 0.0254053-0.00802824j 0.0201776-0.00109088j -0.00695659-0.0321189j -0.00415401+0.00865647j 0.0052839-0.0217761j 0.00315231-0.00247483j 0.00474819-0.0131875j -0.0103906+0.00461418j 0.00940696-0.00170351j 0.00881752+0.0110849j -0.00563272+0.00885879j -0.000861316+0.0176033j -0.0031422+0.00224171j 0.0161351+0.00458312j 0.000641044+0.00239423j -0.00493938-0.000788992j 0.00727453+0.00174944j -0.00134297-0.00847716j -0.0120062+0.00642131j 0.00789746-0.00589084j 
-0.0135528+0.00251244j -0.00772294-0.00640907j -0.0109821+0.00348933j -0.00251842+0.00515019j 0.00509627+0.00125705j 0.00911414+0.00169999j -9.81695e-05-5.70015e-05j -0.00665928-0.00777582j -0.000508901-0.0208846j 0.00568861+0.00515416j 0.00979504-0.00745509j 0.00410199+0.0148126j -0.00246558+0.00406304j -0.00442102-0.0106052j 0.00938976-0.0126875j -0.0021576+0.010972j -0.000545354+0.00256172j 0.00198977+0.000714863j 0.000745108+0.00288639j 0.00365398-0.000593928j 0.0095937-0.00769145j 0.00415726+0.00486763j -0.00348415-0.00628983j 0.00214983+0.00537861j -0.00290985-0.00344092j 0.00516782+0.00275793j -0.00136493-0.00705807j 0.00320975-0.0156664j 0.0112812-0.00948089j 0.0093626+0.00183408j 0.0120578-0.0088357j -0.00289102+0.0108128j 0.00704519+8.52185e-05j -0.0106569-0.00687346j 0.00662438+0.00460946j -0.0021446-0.00635789j -0.00181557+0.00247586j 0.00131277+0.0038702j 0.00166462-0.0181665j -0.0117874+0.00352034j -0.00281901+0.00250064j 0.00668253-0.00420648j 0.00762993+0.00100545j -0.00741897-0.00644549j -0.0157386+0.0025754j 0.0157983-0.00442218j 0.000747809-0.0132954j -0.000564596+0.00049963j 0.000958148+0.000781144j 0.0053504+0.00681333j 0.00524797-0.00795035j 0.00244871-0.000296432j -0.0029156-0.00260025j 0.00606737-0.00892878j -0.00473826+0.00494359j 0.0141262-0.0252106j -0.00403174-0.0075385j -0.00445191+0.01188j -0.00793322-0.0170858j -0.00558272+0.00248854j 0.000720063+0.0036729j 0.00550018-0.00372489j 0.00893388-0.0152444j -0.0001097-0.00185612j -0.00959654-0.00917908j 0.0120613+0.00116529j -0.0108634-0.00824126j -0.00319754+0.0117011j 0.000452554+0.00437404j -0.00327067+0.0104828j -0.0102727-0.00916056j 0.0141107+0.0129554j -0.000547809-0.00427067j -0.0018011+0.0168674j 0.00149649+0.0135862j -0.00264503-0.00140384j 0.00489334+0.00121172j 0.00361109+0.0159412j 0.00570409-0.00873175j -0.00713802-0.00467114j -0.000379187+0.00104434j 0.00118703+0.0063886j -0.01266+0.00912045j 0.0043566-0.000496524j -0.000340564+0.00621087j -0.000171494+0.00991592j -0.00604865-0.00119704j 0.00399181-0.00971679j -0.00127991-0.00311681j -0.000714383-0.00307606j 0.00629393+0.00154094j 0.00149524-0.000794327j 0.00302929+0.00435125j 0.00528829+0.00274805j -0.00107334-0.000866903j 
