0.111613+0.0906145j 0.0363342+0.0873947j 0.0157274-0.0410123j -0.0207326+0.14411j 0.0586539-0.0755446j 0.0221495+0.0642261j -0.070414+0.0965401j 0.00177604+0.039591j -0.0744582+0.0816007j -0.0383392+0.0033289j 0.0217251+0.0178825j -0.0139469-0.0398985j -0.0500983+0.0192289j 0.0146496-0.00606714j -0.0259712-0.0192647j -0.0409076+0.0136409j -0.0357294-0.0197743j -0.00970878+0.0744141j -0.0279745+0.0968797j 0.0144327-0.00141427j -0.0337575-0.08576j -0.0240367+0.00195831j -0.0763605+0.096441j -0.229638-0.0979755j 0.0356526-0.101516j 0.120824+0.0749353j -0.0162594-0.0336379j 0.0991781+0.0922746j 0.0408811-0.0288308j -0.0269744-0.0331801j 0.0434585+0.0596983j 0.025383-0.0777457j -0.000786937+0.0135032j -0.00314995+0.0143857j -0.0125005+0.0353887j 0.0214912+0.00369917j 0.0638639-0.0313173j -0.00325477-0.00239597j 0.0292038+0.0013891j -0.00078584-0.013302j -0.0434278-0.00854178j -0.0217224-0.00635064j -0.00396941+0.0025403j 0.0105911+0.00502141j -0.0406784-0.010073j 0.00398526+0.00559787j -0.000354124-0.0115085j -0.0358453+0.00195386j 0.00422801-0.00433603j 0.0634027+0.0308069j -0.0193754+0.00358927j -0.00529214-0.0215436j -0.0108414-0.0122924j -0.0600735-0.0176042j -0.0203612-0.0134753j -0.0533222+0.00347675j -0.00128694+0.0221889j -0.00554161-0.0522825j -0.0414495-0.121007j 0.031292-0.0828288j -0.127103+0.0446337j 0.0183623+0.0767424j -0.00230177-0.0619355j -0.144815-0.022932j -0.00075626+0.0263269j -0.0273493+0.0209343j -0.113545-0.0467028j -0.0469965-0.0367232j -0.121179-0.109752j 
-0.0114608+0.00206383j -0.00353646-0.0151526j 0.00277729-0.00974237j -0.000802775+0.000748029j 0.0056603+0.0134455j -0.00926694+0.010126j 0.00525562+0.00995997j 0.00525432-0.00312486j 0.00721674+0.000814732j 0.0012116-0.000778847j 0.00445728-3.6722e-05j -0.0132274+0.00603961j -0.00695584+0.0050573j -0.00703912+0.0124888j -0.00440928+0.00189654j 0.00918462-0.0101715j -0.00929093+0.00177675j -0.00383984+0.00162875j 0.00423381-4.61293e-05j -0.00201724+0.00181089j -0.00491894-0.00290472j -0.00720576-0.00602867j -0.00374628+0.00193948j 0.00109365+0.000392286j -0.00194873-0.000441719j -0.00211484-0.00386363j 0.00318127+0.00255045j 0.00253166-0.00106123j 0.00141686+0.0017155j -0.00177436-0.00441362j -0.000824715-0.00271416j 0.00618713+0.00277561j 0.0018971-0.000918112j 0.0038412-0.00361212j 0.0158831-0.0182918j 0.00217648+0.00569517j -0.00868199-0.00484893j 0.024063+0.019993j -0.00352944-0.00831312j -0.0302009+0.0141225j -0.0327575-0.0158622j 0.0189591+0.000337746j -0.0195025+0.00380693j 0.0183677-0.00585755j -0.00988742-0.0175821j -0.00219777-0.0128088j -0.0118883+0.00307948j 0.0146931+0.00722001j -0.0109774+0.0127803j 0.0104685+0.00236127j 0.00313865-0.0143234j 0.0457239-0.00959139j -0.0180042-0.00421055j -0.00114467-0.00185621j -0.0097367-0.0118515j 0.0168335+0.00360746j -0.00028491+0.00336182j -0.01511-0.0120669j -0.0110937-0.00966624j -0.00826365-0.00768056j 0.00182954+0.00838471j 0.00025544-0.0070633j -0.00546358+0.00701337j -0.000323328+0.0209433j -0.00258083+0.00488137j -0.000871523-0.00449216j -0.00202194-0.00328437j -0.00403913-0.00303444j 0.00274755+0.00085598j 
0.00165912-0.00155976j -0.0147095+0.00116371j -0.000780081-0.00645989j 0.012883-0.00775731j 0.0125948-0.00322442j 0.000285076+0.0088022j 0.00541557+0.0074917j 0.00515944+0.0201255j 0.0168612-0.00190079j 0.00509586-0.00223506j -0.00466329-0.0119816j -0.0021781-0.00189532j -0.0128067-0.00513699j 0.00874913-0.000327238j 0.00123719+0.00986655j 0.00400603+0.00739943j 0.00127589-0.00320836j -0.00367939-0.00339329j -0.0048421-0.00764652j 0.00104857-0.00202939j -0.00982473-0.00202906j -0.000327828-0.00654851j -0.00626699-0.00282362j 0.000598082-0.00181222j -0.000840453+0.00541353j -0.00108734-0.00511194j -0.0012644-0.00478695j 0.000788639+0.000980996j -0.000397191-0.00479713j -0.0020517-0.00372087j -0.00258022-0.00322043j 0.00380441+0.0116001j -0.0124799-0.00509873j -0.00470097+0.000687679j 0.00985007-0.0135352j -0.00818917-0.0112958j -0.0018181+0.00402357j -0.0107206-0.0120392j -0.0135048-0.0162828j 0.00131187-0.0132491j -0.00415921+0.00827743j -0.00409272+0.00982318j 0.000339727+0.00467155j 0.0139851-0.00724162j -0.0245444+0.00559454j -0.0198092+0.0155262j -0.0063398-0.013613j 0.0154815-0.003311j -0.00840137+0.0134235j -0.0115626-0.0227698j 0.00206435-0.00739685j -0.0143676+0.00366085j 0.0120789-0.00675159j -0.011202+0.00294365j 0.00550821-0.0148673j 0.00431715+0.00654348j -0.00203479-0.00345614j 0.00862388-0.00373805j -0.00614174+0.0105368j -0.0031909-0.0020333j 0.00256929-0.0112528j -0.00352251-0.0167767j -0.000518597+0.00149715j 0.0130293+0.000695107j 0.000549862+0.00537676j 0.00188816-0.00340418j 0.00563619+0.00175242j 0.00630898-0.00791422j -0.00124391+0.00062513j 
-0.0206337-0.00197453j 0.0092792-0.00325304j 0.0114521-0.015232j 0.021587+0.00336009j 0.0013259+0.00096037j -0.0136258-0.000994615j -0.0114165+0.00137105j 0.00534247+0.00227659j 0.00482652-0.0162365j -0.0102854-0.00888011j -0.00598937-0.00183967j 0.0110919+0.0109392j 0.000342891+0.0234338j 0.00544737+0.00299795j -0.00182495-0.0057383j 0.00215584-0.00325142j 0.00379671-0.00887115j -0.0108067-0.00918169j 0.00240493+0.00595512j -0.0046252-0.00415025j 0.00679347-0.00646751j -0.000591627-0.00369671j 0.00293447+0.00203899j -0.00102621-0.00905092j -0.00400725+0.0024453j 0.00430146+0.0121876j 0.00132314-0.00482879j -0.00439391-0.00275387j 0.00112471-0.00365366j -0.00129348-0.00152956j 0.00102003-0.0045639j 0.0137848-0.00808461j -0.00187304-0.00410563j 0.0170805-0.0063991j -0.023972-0.00377098j 0.00891275+0.0134227j 0.00456605+0.00295004j -0.00251839-0.01613j -0.0124671+0.0195667j -0.0094184+0.011436j -0.0166945+0.0318098j 0.00772019-0.0110523j 0.022692-0.0116782j 0.0187255-0.00387454j 0.0150383+0.0167324j 0.0100303-0.0138131j -0.0113084+0.00192573j -0.0171802-0.00118146j 0.0176135-0.00730582j -0.00247733+0.0223311j 0.000510129+0.0136948j 0.00775416+0.000185822j -0.0134646-0.00574829j -4.21652e-05-0.011328j -0.000622845+0.0181834j 3.71895e-05-0.00664221j -0.00114444-0.00606843j -0.0117954+0.0140796j -0.000762516-0.00325564j -0.000449148-0.00290887j 0.00232794-0.00338651j -0.000883599-0.00222796j 0.00983815+0.00284592j -0.00504769-0.0152936j -0.00247224-0.000437835j -0.000817686-0.00437536j -0.000147079+0.000367753j -0.000880506+0.00123644j 0.00938109-0.00544506j 
0.000692167+0.00939732j -0.0110217+0.00362684j -0.00622799+0.000975492j -0.000994408-0.0266106j -0.00635876-0.0160036j 0.000713554-0.00484831j 0.00220562-0.0104958j 0.00625361-0.0145966j 0.00401942+0.0197259j 0.00875643-0.000117089j -0.000427673-0.0203454j -0.0125748-0.00984319j -0.00694554-0.0121896j -0.0105352+0.00644614j -0.00074949-0.00545271j 0.00439446-0.00688567j -0.00561396+0.0010103j -0.00495332-0.00735985j 0.00229677-0.00325442j 0.00653475-0.000399737j -0.00224157+0.0112204j 0.00582093-0.0026884j -0.0039792-0.00528285j 0.00431734-0.00149066j -0.00437468+0.00457326j -0.000874756+0.000110225j 0.00145472+0.00144502j 0.00476365+0.0030633j -0.000488985+0.00253538j 0.00254062-0.00468949j 0.0124157-0.0128044j -0.00306356-0.00376343j 0.00521423+0.00938813j 0.00560854-0.00261252j -0.00610954+0.00724519j 0.00603153+0.00989676j -0.00715532-0.0244105j -0.00820131-0.00613849j -0.0028367+0.00711931j -0.0185336-0.00506702j 0.00310027+0.0113062j 0.0123912-0.0257597j -0.00666922+0.00783433j 0.00816726-0.0170922j 0.0123411-0.0323281j 0.00933188-0.00638263j -0.00742786+0.0191909j -0.0117266+0.00940247j 0.00538862-0.0188269j -0.0195869+0.0244916j 0.013707+0.0093378j 0.0131295-0.0102857j -0.0106242-0.00388155j 0.00466906-0.0060537j 0.000607862+0.00552521j -0.0139346-0.0035647j -0.00808383-0.00578997j 0.000332678+0.0136051j 0.006944-0.00322482j 0.000472787-0.00458789j -0.00186533+0.000158015j 0.00174175-0.00892118j 0.00199326+0.0049077j -0.00968628-0.00724242j -0.00572559-0.00132808j 0.000603194+0.00159542j -0.0128141-0.00558162j -0.000407664-0.0026224j 0.00576616-0.00153424j 
0.0134512-0.00214501j -0.00151606+0.00835449j 0.000521648-0.00911611j 0.00535927+0.00504577j 0.00275226-0.000245386j -0.00557706-0.0022499j -0.00156719+0.0248552j 0.009751-0.00211331j -0.0107421-0.00772163j -0.00867389-0.00604812j 0.00556087+0.00950681j -0.00679983-0.00243738j 0.0137578-0.00719159j -0.000979733-0.00771362j 0.000729169+0.00340278j 0.000124391+0.00660326j 0.00276496+0.00719879j 0.00760558+0.00715779j 0.00347787-0.00226425j 0.00797807+0.000679629j -0.0130588+0.00233057j -0.00135824-2.60659e-05j 0.00553665+0.000939363j 0.00170842+0.00639274j 0.00299793+0.000445012j -0.000406071-0.00425487j -0.00410878-0.00441478j 0.00190522-0.000886534j 0.00181286-0.00277761j -0.0130242+0.00260439j 0.00162994-0.00907571j 0.00647177+0.00759652j -0.0046816-0.00153424j 0.0068616+0.0136516j -0.00956813+0.00536026j -0.00244061-0.00943054j 0.0118746-0.00698381j -0.0218025-0.033163j -0.00358926+0.00511284j -0.00189451-0.00330289j -0.0192432+0.00753243j 0.0106965+0.0125088j -0.00896203-0.0106413j 0.0374795-0.0182134j 0.00724758+0.0210068j -0.0185424-0.00478618j -0.019031+0.00130771j 0.00939016-0.0096639j 0.0234739+0.00454251j 0.00933015+0.0013594j -0.00573697+0.000109104j 0.0177493-0.012582j -0.0176202-0.014593j 0.00377543-0.00534369j 0.00254497-0.00754813j 0.00724259-0.0090431j -0.00531751-0.00769362j -0.00700983+0.00150025j 0.00111651+0.00973014j 0.00419072+5.18535e-06j 0.000113779-0.00937095j -0.00557433-0.0107958j 0.00603592+0.00374347j 0.00817675-0.0140677j 0.00461084+0.00813847j 0.00268532-0.0104807j 0.00221999+0.00264126j 0.00668469-0.000285389j 0.000422313-0.00282362j 
-0.00633963+0.00675141j -0.00939118-0.00802083j -0.006955+0.0135604j -0.0118954-0.0138289j -0.0119617+0.00975657j -0.00864384-0.00107394j -0.00995694-0.00145366j -0.00119263-0.00267217j 0.0060958-0.00468277j 0.00525409-0.000150873j -0.00266788+0.00101141j -0.000188941-0.00610699j 0.00377721-0.00426314j 0.0003526-0.00702013j 0.00186797-0.0062485j 0.00311068+0.00255362j -0.00128646+0.00569994j 0.0012692-0.00428375j -0.00545897-0.000898553j 0.000103393-0.00245758j -0.00245033-0.00106276j 0.00311808-0.000933194j 0.00524217-0.000207808j -0.00244242+0.00120186j 0.00474561-0.00655737j -0.00201315+0.00143909j -0.00473693+0.00377533j -0.00339677-0.00508309j 0.0013547+0.00300484j -0.0183041-0.00799956j -1.23872e-05-0.0128245j 0.00278203+0.0101164j 0.00111261+0.0204748j 0.0212145-0.0313073j -0.0210349-0.00243853j 0.0199451-0.0268874j -0.014324-0.016985j 0.000279088-0.0218812j -0.0365048+0.0402635j 0.0222202+0.0435013j -0.0266987-0.0142908j -0.00258044+0.0456329j -0.0124494-0.0331358j -0.0242082+0.00722935j 0.0273621+0.0192538j -0.0187465+0.0114537j 0.0117485-0.0268254j 0.000696421+0.0322717j 0.0120527+0.0143412j -0.00538747+0.0137569j 0.0015132-0.00630023j 0.00284877+0.00621504j -0.00524654+0.0105185j 0.000851161+0.0124916j 0.00798291-0.0051913j 0.0140571+0.00163034j 0.0162024+0.0126384j -0.00949804-0.00501558j 0.0131472+0.00539124j -0.00887622+0.000508344j 0.00340644+0.000731852j 0.00651103+0.011648j -0.00944101+0.0139078j -0.00442766-0.00418904j -0.00236257+0.000124922j 0.00183399-0.011201j -0.00593222-0.00578825j 0.00117984-0.000531099j 0.0126138-0.00846283j 
0.0084127+0.00327662j 0.00526521+0.00159367j 0.000396283+0.00361083j -0.023302-0.0100477j -0.00984824-0.00180285j 0.00143423+0.00414839j -0.00950551-0.0116393j -0.0200943+0.0154383j 0.00925476-0.00853233j 0.0107482-0.00411551j 0.00346156+0.00692654j 0.00242147-0.00227875j -0.000709171+0.00445678j 0.00262228-0.00351761j -0.00342499-0.00637625j -0.00155555-0.00693608j 0.00144281-0.00154374j 0.00975835+0.00319548j -0.00573744+0.0027556j -0.00403206+0.00589748j 0.000941858-0.00915947j -0.0031054+0.00665198j -0.00506533-0.00513548j -0.00403256+0.00115187j 0.0114432-0.00299692j 0.00262622+0.00128235j -0.00750595-0.00143258j 0.00338134+0.00862632j -0.000663344-0.00506944j 0.0122014+0.019747j -0.00588539+0.0132742j -0.00251629-0.00196146j 0.00248137+0.0146338j 0.0162788+0.0236359j 0.00502274-0.004147j -0.0037633-0.00362618j 0.018859+0.00719182j -0.00380973-0.0244313j -0.0239234-0.0179505j -0.0243491+0.00896131j -0.0124632+0.0286889j -0.0178079-0.0175626j 0.0200607+0.00750207j 0.0307509-0.00986758j 0.00686529+0.00601441j 0.0182917-0.0274605j -0.00884349+0.00563219j -0.0126223-0.0138452j 0.0204406-0.0177668j 0.0121886+0.00609829j 0.0118032+0.00278186j -0.00193865-0.00556124j -0.0039465-0.0062491j -0.00183531-0.00867845j -0.00524621-0.000137228j -0.000251627-0.00420646j -0.000911018-0.00902312j -0.00854448+0.0167244j 0.000311007-0.00276007j 0.00237071-0.00925653j -0.00456982+0.00424839j 0.00782903+0.00468259j 0.00644035-0.0172412j 0.00793896-0.000904605j 0.00475803+0.00293404j -0.000280751+0.00364443j 0.0017946+0.00291929j 0.000639991+0.00254676j -0.00586978+0.00404287j 
-0.00340699-0.0150423j 0.013538-0.0109248j -0.0120588-0.00319148j -0.0132557-0.00974504j 0.00335128+0.0219205j -0.014858+0.0111535j -0.00940412+0.00176103j -0.0134869+0.00709038j 0.0103987-0.00580162j -0.0117943-0.00731852j -0.00374459+0.0132468j -0.000238383+0.00123273j 0.0104784-0.00158531j 0.00650883-0.00724151j -0.0101708-0.00775799j 0.000530803-0.000107856j -0.00101737+0.00332307j -0.000260715-0.00255324j -0.0126948-0.00162574j 0.00542023-0.000372905j -0.0121793-0.00354789j 0.00343747-0.000353848j -0.000370499-0.00260008j -0.0049501+0.000267731j 0.00128216-0.00110027j 0.00367191+0.00249412j -0.00385046+0.00171309j 0.00429837+0.000357532j 0.00049771+0.00277247j -0.00945859-0.00340924j 0.00245585-0.0101363j 0.00357034+0.00596437j 0.0151779-0.00192846j -0.00646808-0.0108134j -0.007932+0.0156732j 0.0104203+0.0277938j -0.0151199-0.0175464j -0.00263235+0.0164588j 0.0362604+0.016558j 0.00879906+0.0120657j 0.0420504+0.00888578j 0.0117771-0.0369851j 0.000618194-0.00512257j -0.0191289-0.00236828j 0.00452632-0.0240622j 0.0080325+0.0048673j -0.0147633+0.00838444j 0.00246346-0.00370715j -0.0183088-0.00421038j -0.00606227+0.00282186j -0.0130635-0.000599749j -0.0105372+0.00216268j 0.000344454+0.0109955j 0.00690501+0.00106939j 0.00627426+0.00722394j -0.00908389-0.00370021j -0.00349795+0.00176182j 0.00322337+0.00117081j 0.00180911-0.000823693j 0.00859238-0.00192599j 0.00980882-0.001761j -0.00632626+0.00145572j -0.00158319+0.00904956j -0.00897156-0.005684j -0.00524427-0.00775481j -0.00396956+0.000974061j -0.00998304-0.0112961j -0.00665757-0.00426109j 0.00358255-0.00275085j 
0.00983945-0.0026142j 0.00336914+0.0131331j 0.00105743-0.00601952j 0.00980353-0.0107166j -0.002514+0.00205648j 0.0115164-0.0083258j -0.00298916+0.00773986j 0.00612723+0.00923072j -0.0072412+0.00487583j -0.0101344-8.4177e-05j 0.0100623+0.000945683j -0.00100953+0.00110362j 0.0156625-0.0107868j 7.16096e-05-0.0118195j 0.000115869-0.00187217j -0.0056606+0.0139032j 0.00574754+0.00440001j 0.000761474-0.000133999j -0.00493835-0.000761182j 0.00392086-0.000149897j -0.00561801+0.00274463j 0.0021308+0.00294859j 0.0033368-0.00156861j -0.0035836+0.00204293j 0.00277175-0.00181696j 0.000546864+0.00563505j -0.00369076-0.0032334j -0.000486965-0.00321923j 0.000647859-0.00327825j 0.00417939+0.00600653j 0.00282587-0.00100564j 0.00493875-0.00653826j 0.00884422+0.0154903j 0.0234286-0.0155459j 0.0125496-0.0248881j 0.0168458+0.000453394j 0.000959195+0.0211835j 0.033669+0.0154956j -0.042294-0.0426209j -0.0211511+0.0265876j -0.018289+0.00477048j -0.0245984-0.00656692j -0.00238227+0.00543912j -0.0110133+0.00703583j 0.00489611-0.0137072j 0.0202988-0.00509123j 0.0115102-0.00098246j -0.0152348-0.00479261j -0.00850878-0.00167797j -0.0146587-0.00612982j 0.0184992+0.00294084j -0.01273+7.51664e-05j 0.00588653+0.00341729j -0.00755901+0.00535025j -0.00639315+0.00925606j -0.00132568+0.0140352j 0.00565905+0.00205597j 0.000670358+0.00993058j 0.00119407-0.00706384j -0.00857556-0.0147439j -0.0066767+0.00787999j 0.0105963+0.0034642j -0.00304903-0.0139255j -0.00169286+0.015017j -0.00398519-0.000632191j -0.00052462+0.00694885j -0.0023248-0.00507944j -0.00105334-0.000721431j -0.000576393+0.00130222j 
0.000536345+0.00165995j 0.00132229+0.00182794j 0.000851348+0.00382804j -0.00562823-0.00767294j -0.00285903-0.00211198j 4.73874e-05-0.00334359j 0.00348742-0.0143678j -0.00216928+0.00223104j 0.00576663+0.00195097j 0.00146755-0.00346424j 0.000707036+0.000535963j -0.00248555-0.00462018j 0.00116404-0.00121254j 0.00212249-0.0113749j 0.0020429-0.00583556j 0.00295471-0.0009068j 0.00123929-0.00315931j 0.00376875+0.000635914j -0.00329878-0.000125294j 0.00174173+0.00355936j -0.00150512+0.00321473j 0.00249597+0.00280141j 0.00205543-0.00120753j -0.00122046+0.00175411j 0.000237247-0.0024019j 0.0012048+0.00396497j -0.00281037+0.00140825j 0.00115393-0.000248867j -0.000271419+0.00031113j 0.00294979+0.0120378j -0.00194743-0.000775547j 0.00787807-0.00459913j 0.000543913+0.00579625j 0.00846253+0.0197436j -0.00544169-0.0185182j 0.00275416+0.0529991j -0.00604342-0.00417325j -0.00292247+0.0385195j -0.002328-0.000737027j -0.0400805-0.0158989j 0.0137379-0.0590775j 0.022975+0.0408271j 0.0111329-0.0237064j -0.0155726+0.0296056j 0.0269362+0.050614j -0.00472152+0.0264858j 0.044993-0.00630742j 0.00193427-0.00598391j 0.0148828+0.00941177j 0.00133588+0.013952j -0.0290698+0.0096664j 0.011876+0.00861932j -0.00106004+0.00126751j -0.00905377-0.00703401j -0.0205589+0.0159642j 0.000882286-0.00530581j -0.00492535-0.00852598j 0.00451531+0.013292j -0.00371452-0.011531j 0.00725633-0.00266479j 0.00337078+0.009688j 0.00574775-0.0068137j 0.00925911+0.000207073j 0.00527749-0.000807879j -0.00690854-0.00961601j -0.00148756+0.00712529j -0.00566542+9.54245e-05j 0.0037213-0.00464736j 0.00209751-0.000763899j 
0.00564926-0.0142562j 0.00525369+0.00524423j 0.00710996-0.00419037j -0.0067418-0.0171911j 0.00746898-0.0067168j 0.00199521+0.0048775j -0.00428155+0.0062939j -0.00260398+0.00518204j -0.00114626-0.00533772j 0.00988487-0.0078655j 0.000475434-0.00246027j -0.00413953-0.00176461j -0.00603304+0.000809246j -0.00607625+0.00184595j 0.00110246+0.00127166j 0.00213657-0.000848592j 0.00299763-0.00286363j 0.00820977-0.00255983j 0.00204817-0.00727222j 0.0066979+0.00445929j -0.00121509-0.00406346j -0.000975681+0.00164295j 0.00174915-0.0033077j 0.00818234+0.00014976j 0.00118299+0.00506247j 0.00607519+0.00207253j 0.00022039-0.00193961j 0.00772297+0.00706107j 0.00703776+0.00306988j -0.00236777-0.00143685j 0.00158179+0.00490536j -0.00664383+0.0176072j 0.0269454+0.00198003j 0.000639814+0.012622j 0.0148843+0.0127305j 0.00172039-0.00300341j 0.0197789-0.0161728j 0.0126697-0.00535682j -0.00106457-0.00439222j 0.00861125+0.0083776j 0.0042681-0.0211804j -0.00435659+0.0299139j -0.0115248-0.00657672j 0.00606608+0.0342727j 0.0139919-0.0107677j -0.00171794-0.004336j 0.0161035+0.00825027j 0.00454046+0.00209671j -0.00105791+9.05716e-05j 0.00862871+0.0161647j -0.00846197+0.00416904j 0.0013059+0.00352452j -0.00733458+0.000808675j 0.00892512-0.00150957j -0.000644316+0.00267662j -0.00927588-0.00203129j 7.24021e-05+0.00110608j 0.000904488-0.00199495j 0.00424137-0.00422953j 0.000715713-0.000358018j 0.00492055-0.00150525j -0.00287952+0.0113873j 0.0018652-0.00154877j -0.0100892-0.00272359j 0.00534752-0.00412775j -0.00712438-0.00225365j 0.00129171+0.00172422j -0.00776646-0.00342312j 0.00170343-0.00019255j 
-0.0177399-0.00779461j 0.007036-0.023316j -0.00979405+0.00644485j 0.00666119+0.000170156j 0.0031897-0.0171446j 0.00488534+0.00869613j 0.000293487-0.00732361j -0.0114879-0.00594372j -0.00523744-0.000740285j 0.0033321+0.0162699j 0.0121173+0.0102195j 0.0109261-0.00639033j 0.00894625+0.00205257j 0.00374627-0.000664716j 0.00656924+0.00106995j 0.00238731-0.00357996j -0.00477997+0.00212322j -0.00400397-0.00121894j 0.000777032+0.00309055j -0.00525048-0.00139062j 0.00114103-0.00182431j -0.00395331+0.00118876j -0.00102743+0.00193246j -0.00175922+0.00306052j 7.29922e-05-0.00141033j -0.00378902-0.00407148j 0.00349325+0.0041091j -0.000163703+0.00732495j 0.000408243+0.00565179j 0.00516119+0.00153254j 0.00781798+0.0104715j -0.00522774-0.0187363j 0.00112201-0.00243196j 0.011665+0.00848986j 0.00462155-0.002052j -0.00952791-0.00813191j 0.0153632+0.000404336j -0.00212603-0.0162374j -0.00185679-0.0169233j 0.0174043-0.00559819j -0.00571535+0.000280766j -0.00939394+0.0174318j -0.0141112-0.00931718j 0.00655031+0.00158208j 0.00530985-0.00591516j -0.00820839+0.00657324j -0.00418642+0.00619721j 0.0127795-0.00135316j 0.00909449+0.00290512j 0.000153093+0.007324j -0.000458608+0.0029952j -0.00102328-0.00194234j -0.00565357-0.00293325j 0.00380086-0.00704356j 0.00204112+0.00332176j 0.0027825-0.00910124j -0.00321381+0.00304578j 0.00349806-0.0121443j 0.00350606+0.00282609j -0.00509613+0.00524718j -0.000592181-0.00441763j -0.00996839+0.00377888j -0.00448842-0.00166355j -0.000383895-0.00692264j 0.00816646+0.00614855j 0.00156964+0.00028631j -0.00451068+0.00730158j 0.000560609+0.00877422j -0.00411502+0.000218618j 
0.00623464-0.021813j 0.0292815+0.0165785j -0.00809813-0.00712236j 0.0203228-0.0141611j 0.00388265-0.00406305j 0.000320101+0.0142776j 0.00566687+0.01692j -0.00458414+0.006209j -0.00695643-0.00134738j -0.0090314-0.00880807j -0.000894243+0.00207461j -0.00398579+0.0120642j -0.00325264+0.00656433j 0.00232437-0.00102915j 8.09733e-05-0.00269822j -0.0031712+0.00212449j 0.000361967-0.00372196j -0.0080475-0.00223128j -0.00304467+0.0023822j 0.000213833+0.00330168j 0.00560719+0.00516787j 0.00199933+0.00056162j -0.00996483-0.00319746j -0.00223018-0.00014694j -0.00682279+0.00175734j 0.00329232+0.00550256j 0.00592108-0.00120111j 0.00344687+0.0054686j -0.00475068-0.00577511j 0.0248549+0.0156143j -0.0019201+0.00824652j -0.0359489+0.00199069j 0.00865571+0.0249301j -0.0170692+0.015197j -0.000651784+0.00928893j -0.0109417-0.0200535j -0.0095086-0.0148922j -0.00792818-0.00965009j -0.0118539+0.0120068j 0.00558365-0.0200408j -0.0111995-0.0314128j 0.00602306+0.0175936j -0.0313118+0.0303239j -0.0148316-0.0129973j -0.00282955-0.0224731j 0.000764917+0.00951876j 0.0159961+0.00366959j -0.0113905+0.00582993j 0.0126243-0.00272488j -0.00613142+0.0088589j 0.00838201+0.0064317j 0.00405122-0.0143974j 0.00146339+0.00107352j 0.000796005-0.00136749j -0.00635182-0.0177942j -0.00155104-0.00208617j -0.000120798+0.00230442j 0.00300081-0.00422179j 0.0166252-0.00292288j 0.00396911-0.00357272j -0.0151464-0.000146535j 0.00761772+0.0176982j 0.00184645-0.00482445j -0.00679112+0.00487247j -0.00291144-0.00766713j 0.000625435+0.0111213j -0.00493431-0.000963559j -0.00514678+0.00362504j -0.00969304+0.00763447j 
-0.0006003-0.0165862j -0.00226165-0.0159534j 0.00435453+0.00435716j 0.0108504-0.00499018j -0.00222622+0.0089532j 0.00385984-0.0025195j 0.0116436-0.001032j -0.00856685+0.00044445j -0.00410774+0.00674808j 0.00898662-0.000541397j 0.0114094+0.000623496j -0.00662833-0.00133081j 0.000519088-0.00297196j -0.00196871-0.00757676j 0.00621092-0.00200311j 0.00272033+0.00342752j 0.00595773-0.000732922j 0.0108745+0.000560704j 0.00247305-0.00690319j 0.00240423+0.00543662j 0.000240154+0.00106894j 0.00160644+0.00775023j 0.00825892+0.0024733j 0.00252365+0.00596558j 0.00109365-0.00568557j -0.000219406+0.00203414j -0.00323686+0.00305159j -0.00188506-0.00336126j 0.00269924+0.0027154j -0.00881771-0.00253537j -0.0114582-0.0114967j 0.00253243+0.00338674j -0.0210248-0.00728988j -0.00973598-0.0383818j -0.0117974-0.0263958j 0.00898709+0.0435657j -0.0502105+0.00189457j -0.0054388+0.0113648j -0.0100241+0.0352565j -0.0169662-0.00496471j 0.016298+0.0427237j 0.0232175-0.018444j 0.0460849+0.00819099j -0.00592578-0.00904518j -0.0191484+0.0173631j -0.000118979-0.0100524j -0.0101182-0.0160915j -0.00109704+0.0235854j 0.00105443+0.00850395j -0.011031+0.00607648j 0.0113999+0.000789398j -0.00342177+0.0154135j 0.0132073+0.0166495j -0.0045571+0.000866632j -0.00780888-0.00257148j 0.0148706+0.00847246j 0.00209472+0.000142367j -0.00249254+0.00371668j -0.00867149+0.00698034j -0.00513438+0.00667933j 0.0109184+0.0146816j 0.0171974-0.015869j -0.00466846+0.0111518j 0.0176999+0.00985086j -0.0122568-0.00721639j 0.00672575+0.00433042j 0.00376451-0.000540248j 0.00704577-0.0109692j 0.00824594+0.00599569j 
