-0.0070329+0.0698612j 0.0112106+0.0300251j 0.00524648+0.0244249j -0.0105183+0.0225025j -0.00148163-0.0117599j 0.00589286+0.0132726j -0.00836437+0.025222j -0.00306969+0.00737344j 0.00358031+0.00632515j 0.0100227-0.0316669j 0.00324013-0.0199349j 0.00915361-0.00431556j 0.00784533-0.0718472j 0.0137351+0.062809j 0.018424-0.0926123j -0.00328189-0.0848655j 0.00573856-0.0491443j 0.0031629-0.0545698j 0.00473+0.0617499j 0.00128347+0.0360494j -0.000670853+0.0740636j 0.00481265+0.0452826j 0.00275144+0.0275389j -0.000189528+0.00233626j -0.000650163-0.0535513j -0.000240107-0.0358609j -0.00232062-0.0361036j 0.000658949+0.0566582j -0.00298762-0.0551113j -0.00189008-0.0161487j 0.00148136+0.0517576j 0.00148245-0.106055j -0.000160652-0.0248847j -0.00536558-0.134322j 0.00258663-0.152455j -0.00693439-0.492284j 0.0058177-0.0847677j 0.00957067-0.141373j 0.0106124+0.0898154j -0.0393764+0.0283686j 0.0153056+0.0854362j -0.00894417+0.0281138j -0.00255743+0.00815753j -0.00201981+0.0248388j -0.0164166-0.046986j 0.00747302-0.0474281j -0.027631+0.0148062j -0.000474461+0.0196331j -0.0110387-0.0202924j 0.00577956-0.00941128j 0.0028746+0.0364699j -0.0113571+0.00170626j -0.0185155-0.00146223j -0.00895438+0.0225589j 0.00310347-0.0380152j -0.00941778+0.0268854j -0.0180935+0.000857066j -0.00406299+0.00658666j -0.00205438-0.0211002j 0.0116404-0.00371548j -0.00957609+0.013852j 0.00349613+0.0195092j 0.00964881+0.0131479j -0.00411386-0.00186314j 0.00261622-0.0128859j 0.00893394+0.0153598j 0.0180725+0.00643317j -0.00660636+0.00452962j 0.0151882-0.0134768j -0.000102667-0.00490101j 0.00294376-0.0036333j -0.00225512-0.00592769j -0.0159378-0.00621868j 0.00905347-0.0103576j 0.00372739-0.0180695j 0.0104679+0.0174439j 0.0198248-0.0108863j -0.0049429+0.00585463j -0.0114962+0.00737817j 0.033522-0.00401465j 0.00313859+0.00088192j -0.0108791+0.0143638j -0.00268409+0.0177889j -0.017215+0.0224346j 0.00100848-0.0105455j 0.0802652-0.0105134j -0.0496502-0.0101066j 0.00606253-0.0336887j -0.00960047+0.021977j -0.151752+0.00751708j -0.331569+0.00677571j 0.0452246-0.00181648j -0.0777762-0.0551339j 0.1305+0.0359074j -0.0338123+0.293351j 
0.00512389+0.000844287j 0.00303373+0.00901438j -0.00647983+0.00480245j -0.0141729-0.00240531j -0.0236729+0.0163509j -0.0044997-0.0141641j 0.0304173-0.0107283j 0.00400577+0.00661467j -0.000134454+0.00982029j -0.0082213+0.000707159j -0.00155223-0.0035628j -0.000839222-0.00457533j -0.00108013-0.00131916j 0.004304+7.09056e-05j -0.00287957-0.00016563j 0.00597044+0.0118232j 0.000153793-0.0075725j 0.0164738-0.0119906j 0.0059433-0.0120971j 0.00760348-0.0105975j 0.000388962-0.0268072j 0.0135908+0.0179166j 0.0103265-0.0308681j -0.00841339+0.0354183j -0.00734772+0.00647006j -0.00112336+0.00311039j 0.00805128+0.0044054j -0.0136066+0.00313849j 0.00065678-0.00899635j 0.00735887-0.00242406j -0.00192197+0.00279991j -0.00626615+0.000685892j 0.00363915-0.000455101j 0.00243789-0.00278905j -0.00208013-9.80223e-05j -0.00116173+0.00113079j -0.000504101+0.00291376j -0.000390543-0.0138766j -0.00488601+0.0055336j 0.0209989+0.00342969j 0.00500698+0.00266439j -0.00439987+0.0025283j 0.00160608-0.002179j -0.00424701+0.0199339j 0.00864911-0.0149998j 0.00540324-0.00333929j -0.00650967+0.00334147j -0.0122416+0.00237581j 0.0281523+0.018995j -0.00167259-0.0106285j -0.0188863+0.0313194j 0.0139818+0.0117762j -0.0158689+0.024363j -0.0241119+0.0184424j 0.0143712-0.0248835j -0.0215937-0.0166214j 0.0180275+0.0264049j 0.0418553-0.00173324j 0.0111966+0.0107322j 0.00438044+0.0138808j 0.0103063+0.0195618j -0.0228162-0.0108645j -0.019454-0.00047923j 0.003602-0.0169217j 0.00410522-0.00185421j -0.00431329-0.0131013j 0.000976307-0.00488802j 0.0131322-0.00843397j 0.00262888+0.00594738j -0.000461057-0.00425373j 0.000156478-0.00382354j 0.0057204-0.00957583j 0.00213467+0.00486965j 0.000477598+0.00753344j 0.00225483-0.00481429j 0.00115871+0.0025457j -0.00331866-0.00850514j 0.00369896+0.00160416j -0.000100417-0.00294776j 0.00582468+0.00201395j -0.00463135+0.000464887j 0.00341967+0.00157944j -0.00362878-0.000229886j -0.00763714-0.00462971j 0.0021773+0.000538689j -0.00353-0.000571898j 0.00250603+0.00394945j 0.00190526-0.0014022j -0.000687067+0.00320242j -0.00424937-0.000224292j -0.00739985+0.00169534j 0.00457449+0.000496327j 0.000499994+0.000650317j 0.00320845+0.00249967j 0.000813476+0.00893035j 
0.0113889+0.0166292j -0.00523577+0.00328146j -0.00247707+0.00351074j -0.00828352+0.000969773j -0.0111988-0.00656072j -0.00428008+0.014379j 0.00675186-0.0020799j -0.0148455+0.0168643j -0.014391+0.00352457j 0.00379311-0.0141139j -0.00324947+0.00682448j -0.000477351+0.000399818j -0.0038199+0.00223183j -0.00123789-0.00169774j -0.00475283+4.02917e-06j 0.0024775-0.0167737j 0.000773751-0.00603381j -0.00664157-0.0181308j 0.00112161+0.0213662j 0.0017093+0.0139383j -0.00709118-0.0318203j 0.0290174-0.0208625j 0.00645003+0.0153759j 0.0164163+0.0154666j 0.00991115-0.0175603j 0.0171608-0.00783599j 0.010768+0.00502486j 0.00750077-0.00208645j -0.00750403-0.00100228j -0.00319235+0.000828324j 0.00461179-0.0023669j -0.00621843-0.00240474j -0.00243568+0.00281032j -0.00161841+0.00460457j -0.00323676+0.000391598j -0.00115541+0.00275152j -0.00337101+0.000304848j -0.00032525+0.00807283j 0.00252932+0.0045922j -0.0169858-0.00197735j 0.0136319+0.00502997j 0.00276636-0.00511294j 0.00751801-0.00890457j -0.00731817+0.00331492j 0.0101571-0.0137521j -0.0145195+0.00855441j -0.0185595+0.00270679j -0.000593989+0.0056922j -0.00161074+0.00152502j 0.00410433-0.0075044j -0.000779766+0.0381759j -0.016743+0.00139963j 0.0221857+0.00164755j -0.0292844+0.0164023j 0.0242119-0.0098818j -0.0306625+0.0465625j 0.00461465-0.00544328j -0.0061128-0.00937123j 0.0449553+0.0246184j 0.0089496-0.00671188j 0.0343027+0.0280707j -0.0155062-0.0358824j 0.0309597+0.0012818j 0.00799306+0.0138551j -0.0149826+0.00389057j -0.00396223+0.00714485j -0.000106195+0.00469375j -0.00766716+0.0190607j 0.00269717-0.00744042j -0.00994797-0.000319655j 0.00109005+0.00729449j 0.000183901+0.0104776j 0.00109581-0.00878134j 0.00618256-0.00345466j 0.00791528+0.0114248j -0.00546997-0.000997067j -0.00564282+0.000796579j 4.76491e-05+0.000772515j -0.00311158-0.00141541j -0.00367721+0.00121838j 0.00319399+0.00280502j -0.00218035+0.0030112j -0.00385793-0.00504062j -0.00434042+0.00105897j -0.00601133-4.44284e-05j 0.00624945+0.000971809j 0.00120126+0.0025034j 0.00300042+0.00144958j -0.0012792-0.00206978j 0.00938771-0.00011765j -0.00462933-0.00202052j -0.00453931+0.00150369j 0.00200626+0.00720737j -0.000492501-0.010353j 0.00523683+0.00355357j 
0.00969324-0.00861351j 0.0166195+0.0227574j -0.0161421+0.00413819j -0.00381039-0.00722507j 0.0160948-0.0107651j 0.00578799+0.0117926j -0.00459727+0.0125009j -0.014566+0.0161154j 0.0134491-0.0058711j -0.0124218-0.0019346j 0.000632882+0.00360799j 0.00770904+0.00435639j -0.00546926+0.00915794j 0.00998612-0.00366991j 0.000718631-2.3684e-05j 0.0041245-0.00898121j 0.00881233-0.013956j 0.000541686-0.00518356j 0.00123238-0.0243511j -0.00282767-0.000493254j 0.0250717+0.0156281j 0.00109939+0.0190804j -0.00871233+0.00993778j 0.0306761-0.00349727j 0.0289338+0.0102016j 0.0046429-0.0211816j 0.00513622-0.00419951j 0.0023562+0.00244205j -0.0142663-0.00322974j -0.00563598-0.00101491j 0.005669+0.000538599j 0.000407532+0.00332982j -0.00154812-0.000439589j -0.00726456-0.000896923j -0.00205443+0.00418398j -0.00135006-0.00267361j -0.00165169+0.00550795j 0.00872303-0.0103646j -0.00304819-0.0179535j -0.00556897+0.00722784j 0.00584107-0.0041749j 0.00855275-0.00334166j 0.00798012-0.00476413j 0.00560769-0.00693925j -0.00236473-0.000593654j 0.0107597-0.0037103j -0.00300295-0.0106598j -0.00419073+0.00418168j -0.00609408-0.00481869j -0.00182081+0.000914139j -0.0146789+0.00204222j 0.0319466-0.010806j -0.0466499+0.0400266j 0.00155611+0.00558815j 0.0312192+0.0280137j -0.0141495-0.030287j -0.0269879+0.010486j 0.00809352-0.0127685j -0.00657745-0.0110511j 0.0542249+0.0281233j -0.00361923+0.010299j -0.00302852-0.0287378j 0.00242911-0.0449092j -0.0151768+0.00712773j 0.000378802-0.0141123j 0.00355013-0.0128224j 0.00337505-0.00587217j -0.00681618+0.00465793j 0.00399101+0.000195322j 0.00019809+0.00144279j 8.7604e-05+0.00738128j -0.000743533+0.00659152j 6.07708e-07+0.00314383j -0.00251292-0.000897366j 0.000911442+0.00579944j 0.00522044-0.00131514j -0.00176126-0.0112935j -0.00322427-0.00580209j 0.000452249-0.000464857j 0.0111708+0.00419446j -0.00413994+0.00168091j -0.000832732-0.00157047j -0.00892022-0.00422937j 0.00137683-0.0021574j -0.00205448-0.00146612j -0.0035459-0.0038576j -0.000245713+0.000606952j 0.00124038+0.00374429j 0.00370508-0.0026553j 0.00773145+0.00488164j -0.000873523+0.000430956j -0.00239278+0.00179509j 0.00235476-0.00224873j 0.00379688-0.00529699j 0.00450606-0.00180529j 
0.00660911+0.00876008j -0.00726966+0.00612644j -0.015839-0.00616825j -0.0142531+0.00391136j 0.00622389-0.00583039j 0.00124594-0.00517871j -0.0149634+0.0167128j -0.0171942-0.0123032j -0.00431216+0.00747929j -0.00569347+0.00912165j -0.00393572+0.000918699j 0.00675107+0.000935963j -0.00462017+0.00244101j 0.00294524+0.00161922j -0.00102183-0.000401282j 8.33524e-06-0.00215064j -0.0049007-0.00458729j -0.0153414-0.00358805j -0.00641451-0.00304799j -0.0112637+0.0158498j -0.00323248+0.00827453j -0.00898352+0.0464527j -0.00489038-0.00943981j 0.00559213+0.0164233j -0.0126334+0.00126321j -0.0368325+0.00493866j -0.0159199-0.00111731j 0.00272045+0.000583109j -0.0054594+0.00642685j -0.00210117+0.000418869j -0.000234312-0.00229149j 0.00980002-0.000195342j -0.000177162-0.00157381j -0.0036769+0.00327941j 0.00199876+0.00243345j 8.63504e-05+0.00176556j 0.00131572+0.000428008j -0.00398347-0.0027739j -0.00388305+0.0097015j 5.13478e-05+0.00441438j 0.00736901+0.000514588j -0.00256506-0.00305915j -0.00459844+0.000909891j 0.0141635-0.0174633j 0.004541+0.00994017j 0.00648997-0.0177632j 0.000172177+0.00407189j 0.00596128+0.0102275j -0.0276849-0.0119374j -0.00214178+0.0361296j -0.020491-0.0293241j 0.00470687-0.0269007j 0.0236265+0.0179766j -0.00820147-0.027315j 0.0333546+0.00467121j -0.0103588+0.0297194j -0.00518045+0.0166388j -0.0518635+0.000967964j -0.0332146+0.00928964j 0.003968-0.00635981j 0.00548555+0.00898572j -0.00111664-0.0185686j 0.00699675-0.00682262j -0.0129852+0.0213627j -0.00826564+0.00672961j -0.0109235+0.00939626j -0.00502781+0.00169839j -0.00499459+0.00497363j 0.00552215-0.00886756j 0.000121266-0.000188493j -0.00142872+0.00483545j -0.00175386-0.0016941j 0.00188779-0.0046018j -2.2385e-05-0.00324834j -1.156e-05+0.00864895j -0.00378445-0.0018799j 0.00203581-0.0015859j 0.00112491+0.00496557j 0.00221807+0.00109934j -0.00352214-0.00173511j 0.00406229+0.000409897j -0.00190842+0.00618797j 0.000717785-0.00295902j 0.000760288-0.00144524j -0.00148379-0.0013255j -0.00284619-0.00387984j -0.0011068+0.000609874j 0.00446916+0.000560751j -0.00158789-0.0021364j -0.000495751+0.00105569j 0.00279055+0.00235843j -0.00485018+0.00101385j 0.00264165-0.00148871j -0.000410264+0.00052345j 0.00208735-0.00174675j 
-0.00161569-0.00200932j 0.0045926+0.00415224j -0.00847187+0.00220901j -0.00675986-0.00200348j 0.00193387+0.00329954j 0.00148753+0.0244569j -0.00967073-0.00785398j -0.0015295-0.00104699j 0.000532984+0.0211681j 0.0027639-0.00486078j -0.00251183+0.0119302j 0.000829095-0.00267958j 2.48007e-05-0.00189415j -0.00199141+0.000144575j 0.00093281-0.00228968j -0.0020499-0.00578772j 0.00519407+0.00173602j -0.0143462-0.0053561j -0.00299078-0.0139224j -0.0385393+0.0167213j 0.0264955+0.0150008j 0.0180667+0.000627025j -0.0116721-0.0153865j -0.0277552+0.00267491j 0.0100773+0.00369149j -0.00461776-0.00898604j -0.0299089+0.0138978j 0.00831118-0.00630694j 0.00676268+0.00312133j -0.0027799+0.00456599j 0.00655948-0.00613243j 0.00409543+0.0018846j -0.00295152+0.00184199j 0.000498211-0.00212371j -0.00145635-4.23572e-06j 0.00440209-0.00172618j -0.00322709-0.00129326j 0.0042422-0.00156783j 0.0035026-0.00848892j -0.00398059-0.00386712j 0.000958045-0.00134066j 0.00483072-0.00148657j 0.00941437-0.0088824j 0.0106253+0.00946944j -0.0111073+0.00897665j 0.004908+0.0263873j -0.0035028-0.0195274j -0.00467655-0.0107194j -0.00407993-0.031147j -0.00629389-0.00429375j 0.0263897+0.00967217j -0.0242318+0.000713879j -0.0208339+0.0113046j 0.0127757-0.00647798j -0.0297275-0.0122428j -0.00540491+0.00659622j -0.0267446-0.016398j 0.0209301+0.0131414j -0.0252124-0.0159083j 0.0151841-0.0123019j 0.0432067+0.0106659j -0.0113811+0.0159452j 0.00185735-0.0290426j 0.0352303-0.0457991j 0.00437649-0.0141315j -0.00036074+0.0130592j -0.00583329+0.007355j -0.00580224+0.00804995j -0.00378422+0.0122665j -0.00214934+0.0172986j -0.00322033+0.00122227j 0.000847306+0.00446474j -0.00363593-0.00754167j 1.95884e-07-0.00349203j -0.00496448-0.0113469j 0.010018+0.00775254j -0.00220476+0.0032117j 0.00127979-0.00797546j -0.00190662+0.00228406j 0.00353585+0.00440759j -0.00260161-0.00107544j -0.00525616-0.00754319j -0.00557496-0.00106967j 0.00569638+0.00735281j -0.00236905+0.00301416j 0.00929108+0.00253532j -0.00224827-0.00365149j -0.00296021+0.000437785j 0.00418426-0.00495598j -0.00395361-0.00388099j -0.0101871-0.00200096j 0.00289682+0.000137672j -0.00304719+0.00123773j 0.00125114+0.00205125j -0.00268826+0.00867512j 
0.0140526+4.13237e-05j 0.00925372+0.0141222j 0.00288003-0.00299593j 0.0254444-0.00935562j -0.0154222+0.0169289j -0.014174+0.00846241j -0.00938619-0.00300909j -0.0115041-0.0134022j 0.00649819-0.00711267j 0.00307679+0.000153512j 0.00340503-0.00246682j 0.0123645-0.00331825j 0.00478829-0.00188139j -0.000651248+0.00139478j 0.00393634-0.00355677j 0.00906525-0.00216991j -0.00154756+0.00110751j 0.00467245-0.0201554j -0.00910572+0.0211879j 0.0111202-0.00160973j -0.00299893-0.00854604j -0.0257225-0.0183407j 0.014138+0.0145063j -0.00178554+0.00374947j -0.0116201+0.00151716j -0.0256335+0.0111393j -0.0129858+0.00792593j 3.87767e-05+0.0011365j -0.00393705+0.000962685j -0.00232076+0.00271194j 0.000400238-0.000859498j 0.0041589-0.00073638j -0.00276975+0.00228862j -0.0041125+0.000959217j -0.000587338-0.00111357j 0.00172749+0.000258441j -0.000427568-0.00156343j 0.00201613-0.0144615j -0.00561727-0.00342799j 0.00544365-0.00712421j 0.00748662-0.0164412j 0.0135334-0.0159397j -0.0099225-0.0165514j -0.000282136-0.000910272j -0.00371411-0.00583454j -0.0264701+0.00758001j -0.027995-0.017395j 0.0195935+0.00865856j -0.0184057-0.0407247j -0.0243184-0.0243406j -0.0197153+0.0175439j 0.00891419-0.0352364j -0.00977519+0.0294406j -0.020934-0.0177814j -0.0404104+0.00214823j -0.0493119+0.00853149j 0.00206819+0.0273606j 0.00555952+0.0254168j -0.0309999+0.0118003j 0.0285681+0.017927j 0.00571774+0.00820719j -0.0258628+0.00592315j -0.00713068+0.0137877j 0.0119077-0.0168792j 0.00575084-0.0121094j 0.0122959-0.016068j 0.00325353-0.00394726j -0.0040436+0.00014958j -0.00306921+0.00735187j -0.00360709+0.00043685j -0.000629139-0.00493256j -0.00550291+0.0111718j 0.00528702-0.000568157j -0.000627204+0.00496528j -0.00311843-0.00283205j 0.00196732-0.000856817j -0.00831584-0.00304958j -0.0016573-0.00373728j -6.86616e-05-0.000192653j 0.00597744+0.00195542j 0.000967528+0.0023304j -0.00188144-0.00491998j 0.000663084+0.00608495j -0.00394383+0.000249285j -0.00315499-0.00333278j 0.00113506+0.000505615j 0.00229952-0.00472488j -0.00539076-0.000816026j -0.0012457+0.000269556j -0.00413209-0.00167499j -0.00714966+0.000871302j -0.000732159+0.00208844j -0.0034511+0.000182451j 0.00195815+0.00181304j -0.000533557+0.00715444j 
-0.0119534-0.00237151j -0.00284389-0.00488651j 0.0209035-0.000824066j -0.0151406-0.0177716j -0.0119583+0.00393884j -0.0117643+0.0180892j -0.00239434+0.0231701j 0.0121941-0.0134268j -0.0075587-0.0133374j -0.00279282+0.00515736j -0.00489821-0.00156623j -0.00839877+0.00430778j -0.00377146+0.00612295j 0.00231721-0.00187246j 0.0002776-0.00233809j -0.00271962-0.0047817j 0.00148892+0.00347683j 0.0131355-0.0203467j 0.0120347+0.0016743j 0.013564+0.0228259j -0.010402-0.026441j -0.0127848+0.0025187j -0.00349118-0.0110842j 0.0170428-0.0188654j -0.0129928-0.0043804j -0.0202084-0.00460921j -0.0107828-0.00517415j -0.00331119+0.00242067j -0.0109068+0.00622585j -0.00873473+0.000420719j 0.00359869+0.00288105j 0.00147832-0.00125758j -0.0018176+0.000129545j -0.00971777+0.00220803j -0.00301235+0.000427549j -0.000363211-0.0030204j 0.000331214-0.00114102j -0.000469814+0.00413931j 0.00555552-0.00769335j -0.00286857-0.00838042j -0.000628603-0.00231597j 0.00826228-0.00236158j 0.0101342-0.00905912j 0.00224889+0.0031305j 0.00320226-0.0223704j -0.00520454+0.0175588j -0.0132812-0.00429401j -0.000917925-0.0021969j 0.0298367-0.0263271j 0.0510697-0.0142623j 0.0175698-0.00132829j -0.0354559+0.0142473j 0.00372981+0.00202392j -0.0344181-0.0104591j -0.0150148-0.0368574j -0.0127499-0.0089735j -0.0388199-0.0335588j -0.0118097+0.00922557j 0.00639579+0.0425314j 0.0220676-0.0164192j 0.000267364-0.00889291j -0.0149942-0.0178863j 0.00429335-0.0243521j 0.000522477+0.0154914j 0.0040347-0.0140965j 0.00900784-0.00509366j -0.00430744+0.000432238j -0.00271046+0.00652012j -0.000332551+0.00061339j -0.00237193+0.00184741j -0.00291686+0.00743426j 0.00103922+0.0034106j -0.00158285+0.0008268j 0.00386688-0.00106649j -0.00127395+0.00603088j 0.00300845+0.00269933j -0.000304869-0.00715955j 0.00567955-0.00123776j -0.0070802-0.00233931j 0.00418497+0.00599324j -0.0025845+0.00255529j 0.0023597+0.00365154j -0.000650842-0.00641802j -0.00357003-0.00227635j -0.00678073-0.0014506j -0.00958187-0.00221633j 0.00606993+0.00577485j 0.00195746+0.00543223j 0.00383934+0.00442377j 0.00468764+0.00278464j -0.000743899+0.000813392j 0.00205623+0.0107642j 0.00948076-0.00220142j -0.000299222-0.00602634j 0.00180455-0.00208084j 
0.0016043+0.0102355j -0.0103829+0.00357075j -0.000458037-0.0109506j -0.00737575-0.0150338j 0.0169691+0.0220731j 0.00493347+0.0197526j -0.00497893-0.00883015j -0.0110362-0.00649431j -0.00119838-0.0136883j 0.00125318-0.0055239j -0.00475894-0.00423363j 0.00245737+0.00159276j 0.00137573-0.00353534j 0.000828268-0.000372459j -0.0016179-0.00168228j -0.00163901-0.00723037j -0.00438633+0.00867922j 0.0021625-0.00455243j 0.00500651-0.00902015j 0.00570542+0.0136054j 0.0432184+0.00288002j -0.0209565+0.00646862j 0.00437924-0.0194908j 0.00764028-0.00870701j -0.00709603-0.00764547j 0.0101997+0.0020906j 0.0106199+0.00586359j -0.0122244+0.00388413j 0.00574769+0.0031291j -0.00451417+0.00155641j -0.000491668+0.00104876j -0.00459336-0.000720614j -0.00122808+0.00187852j 0.00365512+0.00133954j 0.000635543+0.000291813j 0.00265434+0.00102049j 0.00115966+0.00119514j -0.00939753-0.0102204j -0.00389547+0.00261424j -0.00585451+5.16041e-05j -0.0165336-0.00453153j -0.00429522-0.0128569j -0.00996899+0.0117469j 0.017738-0.0117365j 0.000829729-0.0144401j 0.0129766+0.00531326j -0.0129003+0.0114291j 0.0125338-0.00340718j -0.0253977+0.00554886j -0.0171672+0.0271606j 0.0544836+0.00184693j 0.00386582+0.00556077j 0.0359441+0.0214142j 0.00959425+0.00767966j 0.0190213+0.0157646j -0.0221661+0.0115694j 0.0121656-0.00178868j 0.0329541-0.00556551j -0.00949359-0.0228866j -0.000995682-0.0460056j -0.0195406-0.0120112j -0.00876551-0.00304959j -0.00624511+0.033035j 0.000396069-0.0240025j 0.00258626-0.0202569j 0.0138843-0.0335153j 0.00147473-0.00730979j 0.00489436+0.00228598j -0.000911664+0.0115909j 0.00283694-0.00616539j 0.00279912-0.00517974j 0.00925534+0.00810948j 0.00042527+0.00259592j -0.000157716+0.00629504j -0.00202196-0.010797j -0.00355242-0.00709698j 0.000580324+0.00624599j -0.00376995-0.00224889j -0.00327904+0.00158368j -0.00149163-0.00434605j -0.00177325-0.0045567j -0.0119176-0.00802695j 0.00831394+0.0139028j -0.000133307-0.00085129j 0.000148052-0.00213527j -6.92084e-06+0.000465033j -0.00909236-0.00416297j -0.00362543+0.00390234j -0.00463913-0.00313392j 0.00116493-0.00174808j -0.00163347-0.00147275j -0.00363522-0.00410921j -0.00405401+0.0013103j 0.000651989+0.000128093j -0.00015003+0.00191986j 
-0.00909184-0.00695549j 0.00205305-0.000669538j 0.000719519+0.00347055j -0.00690424-0.000510864j 0.00262826+0.0219899j -0.00763208+0.0135309j -0.00578027-0.0208548j 0.00408427+0.00562417j 0.000987158-0.00778133j -0.00446367-0.0120857j -0.000543246-0.00471603j -0.00358999+0.00274511j -0.00317345+0.00141292j 0.00173455+0.00131522j 0.000256769-0.000871747j -0.00841747+0.00041922j 1.45048e-05-0.0165777j -0.00906013+0.00144153j -0.00346681-0.0123005j 0.0194634+0.0134399j -0.0179307-0.00912812j -0.02567+0.0109298j 0.0489286-0.0125028j -0.0425278+0.00610953j -0.00449396+0.00938533j -0.0211303+0.00370676j 0.0197102-0.00637315j 0.00417386-0.000842565j -0.000297181-0.00114598j 0.000616233-0.00188954j -0.00158185+0.0034741j 0.00158052-0.0012033j -0.00125313-0.00127414j -0.00242533+0.00116551j 2.46682e-05+0.00111941j 0.00213496-0.00161337j 0.00119714-0.00175255j -0.00189762+0.0136855j 0.00517138+0.00134582j -0.00440218+0.00128857j 0.0181732+0.00316496j -0.00824247+0.00517821j 0.00752037-0.00599392j 0.00756273-0.0194248j -0.000612931-0.0177142j -0.00102197-0.0197464j 0.00584203+0.0104251j -0.00872914+0.0102264j 0.000356428-0.00231185j 0.0281426+0.00364658j -0.00212153-0.0253811j 0.0330035+0.00803903j 0.00386167-0.0101005j -0.00883603-0.000938736j -0.00157484-0.0152394j 0.0235018-0.00165131j -0.0095427+0.00408585j -0.0211234-0.00390298j -0.00239628+0.00154368j -0.0128237+0.0154405j 0.0032002-0.00352055j -0.00535775+0.00596914j -0.00141866-0.0137554j -0.00671037+0.0104883j -0.0110689+0.00505764j -0.0045181+0.0102855j -0.00263187+0.00462503j -0.000648395+0.00484044j -0.000789153-0.0051145j -0.00102381+0.00631767j -0.000795223+0.00298073j 0.000855257-0.00111682j -0.00235538-0.00238066j -0.00157305-0.00419138j 0.00182719+0.0025068j 0.00250125+0.00444073j 0.00284723+0.000219725j -0.000252637+0.000798705j -0.00106625+0.000432395j 0.00487399+0.00506469j 0.00120687+0.00198154j -0.00126558+0.000102851j -0.00249983-0.00267936j 0.00401288+0.001081j -0.000204763+0.00192777j 0.00305999+0.000220949j 0.000208303-0.00184842j -0.00222646+0.00262126j 0.00241221-0.00133394j -0.000322724-0.00125664j -0.00463791-0.000613745j 0.00146764+8.52621e-06j -0.000700843+0.000378728j 0.00137057-0.00120264j -8.2579e-05+0.003287j 
-0.00216626+0.00104721j 0.00557128-0.00031765j 0.0195721-9.29105e-05j 0.0121778-0.0110144j 0.00301758+0.00235133j -0.0177543-0.0047332j -0.0123134+0.00103102j -0.00110397+0.00374898j 0.00159183+0.00192214j -0.00124474-0.00903868j 0.000475545-0.00187248j 0.00708921-0.000615494j 0.00981096-0.00379301j -0.0117555+0.00510851j -0.000407976+0.00353785j 0.00577211-0.00259338j -0.00487533+0.00148518j 0.0148449-0.0248284j -0.0366795-0.0196433j -0.000318832+0.0184789j -0.00924438-0.00364547j 0.0255836+0.00927406j -0.0109603+0.00396114j 0.00518555-0.00241506j 0.00907876-0.00427932j 0.00568609+0.00742347j 0.00701781-0.00110638j -0.00451896-0.00234151j 0.00400892-0.00211148j 0.000423222-0.00077183j -0.000254154+0.000106387j -0.00114296-0.00168183j 0.00120187+0.000931813j 0.00219997+0.00503261j 0.00202812+0.00125117j 0.00300175+0.00855758j 0.00390995-0.00101414j -0.00146886-0.00216721j -0.0009024+0.0039948j 0.0107788-0.00831694j 0.0190013-0.00731085j 0.0186498-0.00861811j 0.00797719-0.00672765j 0.0442718+0.0115233j -0.013483-0.0195029j -0.0172457-0.0239823j 0.0193544-0.0102488j 0.0277545+0.0362186j 0.0545679-0.0354901j 0.0010173+0.0107524j 0.0170992+0.00732706j 0.0338607-0.00508743j 0.0127244-0.0140196j 0.0147389+0.0245089j -0.0124353-0.026306j -0.0131029-0.0271127j 0.0138471-0.0117694j 0.0015486-0.0309792j 0.0128737-0.0199594j -0.00679866+0.00304889j -0.00165235+0.000137229j 0.00030994+0.00498963j -0.0121948+0.024677j 0.00086538+0.00299024j 0.00088004+0.00878689j -0.00124082+0.000591291j -0.0047077-0.00107098j 0.00499226-0.00711668j -0.00509878-0.000499323j -0.00235639-0.00309366j 0.00146465-0.010704j -0.00309939-0.00876543j 0.00102121-0.00296972j -0.00215316+0.00374039j 0.00101292-0.00960655j -0.00243863+0.000549415j -0.000370642+0.00499802j 0.00176119+0.00491297j 0.00150219-0.000416821j -0.00543731-0.00320894j 0.00268943-0.0030612j -0.000937991+0.000851511j -0.000466918+0.00755223j 0.0019184-0.00278769j 0.00389175-0.00106178j 0.00485755+0.00529865j -0.000255679-0.00171493j -0.000733908-0.00402921j -0.00201583-0.00429613j -0.00877022-0.00362667j 0.00618023+0.000864352j 0.00204414-0.00524126j -0.00776626+0.0044569j -0.00392159+0.00905084j -0.00375693-0.000354613j 
