-0.0070329+0.0698612j 0.0112106+0.0300251j 0.00524648+0.0244249j -0.0105183+0.0225025j -0.00148163-0.0117599j 0.00589286+0.0132726j -0.00836437+0.025222j -0.00306969+0.00737344j 0.00358031+0.00632515j 0.0100227-0.0316669j 0.00324013-0.0199349j 0.00915361-0.00431556j 0.00784533-0.0718472j 0.0137351+0.062809j 0.018424-0.0926123j -0.00328189-0.0848655j 0.00573856-0.0491443j 0.0031629-0.0545698j 0.00473+0.0617499j 0.00128347+0.0360494j -0.000670853+0.0740636j 0.00481265+0.0452826j 0.00275144+0.0275389j -0.000189528+0.00233626j -0.000650163-0.0535513j -0.000240107-0.0358609j -0.00232062-0.0361036j 0.000658949+0.0566582j -0.00298762-0.0551113j -0.00189008-0.0161487j 0.00148136+0.0517576j 0.00148245-0.106055j -0.000160652-0.0248847j -0.00536558-0.134322j 0.00258663-0.152455j -0.00693439-0.492284j 0.0058177-0.0847677j 0.00957067-0.141373j 0.0106124+0.0898154j -0.0393764+0.0283686j 0.0153056+0.0854362j -0.00894417+0.0281138j -0.00255743+0.00815753j -0.00201981+0.0248388j -0.0164166-0.046986j 0.00747302-0.0474281j -0.027631+0.0148062j -0.000474461+0.0196331j -0.0110387-0.0202924j 0.00577956-0.00941128j 0.0028746+0.0364699j -0.0113571+0.00170626j -0.0185155-0.00146223j -0.00895438+0.0225589j 0.00310347-0.0380152j -0.00941778+0.0268854j -0.0180935+0.000857066j -0.00406299+0.00658666j -0.00205438-0.0211002j 0.0116404-0.00371548j -0.00957609+0.013852j 0.00349613+0.0195092j 0.00964881+0.0131479j -0.00411386-0.00186314j 0.00261622-0.0128859j 0.00893394+0.0153598j 0.0180725+0.00643317j -0.00660636+0.00452962j 0.0151882-0.0134768j -0.000102667-0.00490101j 0.00294376-0.0036333j -0.00225512-0.00592769j -0.0159378-0.00621868j 0.00905347-0.0103576j 0.00372739-0.0180695j 0.0104679+0.0174439j 0.0198248-0.0108863j -0.0049429+0.00585463j -0.0114962+0.00737817j 0.033522-0.00401465j 0.00313859+0.00088192j -0.0108791+0.0143638j -0.00268409+0.0177889j -0.017215+0.0224346j 0.00100848-0.0105455j 0.0802652-0.0105134j -0.0496502-0.0101066j 0.00606253-0.0336887j -0.00960047+0.021977j -0.151752+0.00751708j -0.331569+0.00677571j 0.0452246-0.00181648j -0.0777762-0.0551339j 0.1305+0.0359074j -0.0338123+0.293351j 
0.00114907+0.00157617j 0.000446738+0.00229332j 0.00765443+0.00423293j -0.0035032-0.00693972j -0.00231004-0.00157662j 0.0068379-0.00132426j -0.00203233-0.00861601j -0.0147793-0.000378601j -0.0306626+0.0109033j 0.00985749-0.00693538j -0.00983549+0.000692913j 0.004148-0.00381405j -0.0140342+0.00588873j 0.00106496-0.00211263j 0.00595253-0.00397602j 0.000907964+0.000323913j -0.00112629-0.000318988j 0.00317979-0.0183069j 0.0027392-0.0138697j 0.00202352-0.0144059j 0.00258555-0.00861945j 0.00101904-0.00644406j 0.00226046-0.00310965j 0.00254965+0.00549745j 0.0103013-0.0131711j -0.00480194+0.0290349j -0.000480997+0.0195j -0.0035246+0.0508875j 0.00353895-0.014999j 0.0179102-0.0228877j -0.00962793+0.0335318j -0.0106899+0.023079j 0.00144538+0.00316242j -0.00412557+0.00704907j -0.00206948-0.00108764j 0.000270474-0.00142227j 6.96805e-05-0.0025489j -0.00212746+0.00171988j -0.00131292+0.00606952j -0.00216759+0.000545375j 0.00240404-0.0023663j -0.0046078-0.00289054j -0.00687183+0.000304792j 0.00482486-0.00934647j -0.00764241+0.00158402j -0.00855059-7.91519e-05j -0.00821961+0.00511044j -0.00324248-0.00393517j 0.00181591-0.00128353j -0.00316246+0.000619346j -0.00296758-0.00104897j 0.00409661-0.00669207j 0.00444948+0.000420958j -0.00242361-0.0032164j -0.00435567+0.0033093j -0.00144908+0.00533218j 0.0053741-6.20865e-05j -0.00110658-0.0042711j -9.19999e-06+0.00489417j -0.000263608+0.00570147j -0.00343184+0.000957208j -0.000313268+0.00596212j -0.00605226+0.00547551j -0.0072445+0.00708106j 0.00529996-0.0102477j 0.000646241+0.0173817j 0.00542245-0.000198433j -0.0235662+0.00314297j 0.00154217-0.00520111j 0.00137761-0.00376707j -0.00591959+0.0103633j -0.00387469+0.0109444j -0.00753124+0.01868j -0.0303928+0.0464689j 0.0213705-0.0193793j 0.00188551-0.0192353j 0.00757892-0.0241053j 0.0205762+0.00518971j 0.0394891+0.0229036j 0.0135245+0.00838883j -0.0301522-0.0188864j -0.0173026-0.0111038j 0.0187955+0.0111158j -0.022346-0.0187273j -0.00111704-0.00509029j -0.00946172-0.0110521j -0.00499678-0.00138083j 0.000589476-0.00117873j -0.00725406-0.0020434j -0.00143805+0.000609777j -0.00405853-0.000222159j -0.00742709+0.00172019j 0.00373633+0.00106211j 0.0018244-0.00125271j 0.000190848+0.00268192j 
0.000292944+0.00192288j 0.000263175-0.00400158j 0.000760961+0.000877947j 8.3073e-07+0.000269525j -0.00349085+0.000145486j 0.00507916+0.00325856j -0.0143907+0.0129934j -0.000353664-0.0224673j -0.00375249+0.00968325j -0.0120049-0.00986054j 0.00570977+0.00896335j -0.01842-0.00649028j 0.00453235-0.00547993j 0.00249653-0.00114898j -0.00281914+0.00232981j 0.00105953-0.000615029j 0.000231474+0.00371078j 0.00320317-0.00776957j -4.63502e-06-0.00045165j -0.00232147-0.000583939j -0.00238946-0.0146632j 0.00690088+0.000380674j 0.000399629+0.000835797j -0.00229047-0.00544857j -0.019245-0.0470466j -0.00657284-0.00192974j -0.000200502+0.0277569j -0.0296684-0.00439875j 0.000868337-0.0215993j -0.0254708+0.0221221j -0.0204539-0.0167668j -0.0130066+0.0183095j 0.010576-0.0195938j 0.00710615-0.00518905j 0.00185819-0.00445496j -0.00119353+0.000420924j 0.000918168+0.00181314j -3.13463e-05+0.00351045j 0.00191368+0.00228407j -0.00217567-0.000497014j -0.00204307+0.00326135j 0.000463586+0.00192664j 0.000447471+0.00371872j 0.000844311+0.0109975j -0.0068679-0.0016894j 0.00383036+0.00714209j 0.00357256+0.00434966j -0.000797209-0.000936359j 0.0134154+0.000565145j -0.00373678-0.00535256j 0.00141705-0.00688972j 0.00132927+0.0107079j -0.00466074-0.0109366j -0.000631982+0.00277642j 0.000701602-0.00193702j 0.006742-0.00526342j -0.00604456-0.00143498j 0.00401065+0.00428641j 0.00833884-0.0042885j -0.0138949-0.00765408j -0.00344257+0.0143219j 0.0122029+0.00129017j -0.00943728-0.00529016j 0.0150865+0.000495507j 0.00838925+0.00298699j -0.0134158+0.00464953j -0.0404065+0.00738631j 0.0165353-0.00930082j 0.00852445-0.0160144j 0.0201158+0.00205681j 0.00537049+0.00785293j -0.00188709-0.0452906j -0.00267542-0.0143563j -0.00171171+0.0195177j 0.0200787-0.0265339j 0.00299073-0.0106029j 0.00367678+0.00804203j 0.0358444+0.0200263j 0.00500451-0.00496746j -0.0140038-0.00179507j -0.00218987-0.0133446j -0.0161694-0.00734942j -0.00206148+0.0104278j -0.00699955-0.00313983j 0.00553328+0.00117341j -0.00725054-0.00201129j -0.00648643+0.000664917j -0.00754332+0.00239815j -0.000380881-0.00353718j 0.00085186+8.31045e-05j 0.00259763+2.53807e-05j 0.00190184-0.00235919j 0.00141184-0.00125792j -0.0016954-0.000218147j -0.000193601-0.00266537j 
-0.00261251+0.00624188j 0.0011119+0.000101817j -0.000292018+0.00259726j -0.00488625-0.0023831j -0.0099732-0.0037812j -0.00235563+0.0128994j -0.00874923-0.00948225j -0.000409287-0.00770965j 0.0151432-0.00352908j 0.0330433-0.00239898j -0.0108211-0.00283696j -0.00164071-0.0165512j -0.0148702+0.00116638j 0.000491843+2.79283e-05j -3.90755e-05-0.0036139j 0.00104196-0.00631283j 0.00265108-0.0016407j 0.00746765-0.0149315j 0.00382634-0.00305446j 0.000938539-0.0120433j -0.00262465+0.0153395j 0.0122004-0.0193977j 0.00942515+0.00716288j -0.00158733+0.0169702j -0.00324736+0.00764305j 0.00710218-0.0187971j -0.00784266+0.0216846j -0.00343984-0.0215852j -0.0124068-0.00804068j -0.00843089-0.016443j 0.00356217+0.0106807j -0.00823014-0.0104995j 0.000952708-0.0220262j -0.00233765-0.0072435j -0.00656574-0.00357218j -0.0011908+0.00134437j -0.00527313+0.00313894j -0.00408673-0.00572112j 7.11557e-06+0.0120089j 0.00155504-0.00276596j 0.0038338+0.00333475j -0.000927659-0.00247656j 0.00112722-0.00432518j 0.00716822+0.00939959j -0.00138065+3.87298e-05j 0.00034844-0.00795827j -0.0105826+0.00375619j -0.00195447+0.00174975j 0.0153591-0.00229926j -0.00774326-0.00141736j -0.00883027-0.0011049j 0.00476288+0.0101195j -0.0136733-7.89748e-05j -0.00925309-0.00150615j 0.0041984+0.00654598j 0.00494259-0.013815j -0.00544971+0.00387085j -0.00221346+0.00218626j 0.0116972-0.00740583j -0.00469071+0.010656j -0.0188771+0.000800982j 0.00344536-0.000892989j -0.00927585+0.00909049j -0.00221832+0.0106173j 0.00856747-0.0412422j 0.00892049+0.0155937j -0.00552943+0.00343465j -0.0315331-0.0124435j 0.0545191-0.0288583j 0.00417473-0.00769089j -0.0225936-0.000111964j -0.020853-0.0162347j -0.0265289+0.0201797j 0.0172448-0.00293014j 0.00630436+0.0381154j -0.0242718-0.0260008j 0.0214926-0.0223795j -0.00355396+0.00533644j -0.00445918-0.00719887j 0.00305761-0.00146479j -0.00878146-0.0180117j 0.0194069+0.0296979j -0.0132548-0.0227954j -0.0214619-0.0203337j -0.00277628-0.00746738j -0.0143446-0.0106355j -0.00746702+0.0156756j 0.0309108+0.0130447j 0.00638438-0.000557358j 0.00749764+0.00272072j -0.00563821-0.00170579j -0.00875578+0.00835801j 0.0109146+0.00393208j 0.00254784-0.00990434j 0.00390169+0.00486523j 
-0.0077943-0.00217788j -0.000180634-0.00753951j -0.00723614+0.00515167j 0.000948854+0.00308077j -0.00054941+0.00470838j 0.00110694-0.00135636j -0.0199536+0.00146355j 0.00683921+0.0114701j 0.00761345-0.00169035j -0.0132323+0.00698042j -0.0238022+0.00251665j 0.00934908-0.00181151j 0.00851641-0.00123951j -0.000789942+0.00227256j 0.00517637-0.00275335j -0.00449805+0.0179968j 0.000223605+0.0144321j -0.00557694+0.00866022j -3.18861e-05+0.00765079j 0.00356519+0.0108775j -0.003882+0.00849118j 0.00503598-0.000408567j -0.00478496+0.00143342j -0.00540224-0.000730282j -0.00355479+0.0302851j -0.00111615+0.0109612j -0.0221493+0.00760251j -0.00977762+0.0383707j -0.0190232-0.00121664j -0.00940837+0.0451793j -0.00329774+0.0194082j 0.000884445+0.00437769j -0.000100233-0.00395936j -0.00640195+0.000200612j -0.00566388+0.00528494j 0.0037477-0.00121415j -0.00299293-0.00165455j -0.00362476-0.00291158j 0.00590229+0.0102287j 0.0248961-0.00351797j -0.00301061+0.00202125j 0.00107598+0.0110881j -0.00349077+0.00289469j -0.0020509-0.00608926j 0.0066356+0.00098953j 0.000845873+0.00468264j 0.0102765-0.00685879j 0.000413184-0.00205314j -0.0159615-0.011595j 0.00671213+0.000157734j -0.00233671+0.00277298j -0.00719699-0.00558613j -0.00140113+0.00676314j 0.000889841+0.00230778j -0.00213074-0.0029759j -0.00483146+0.0160384j 0.00422343+0.000542435j -0.0247299+0.000195011j -0.00110814-0.000836533j 0.00146037+3.4837e-05j 0.0258267-0.00687376j 0.00883037-0.00156085j 0.0111543+0.00368115j -0.00134119-0.0126495j -0.0202673+0.022083j 0.0118044-0.00114801j 0.00923638+0.00557521j 0.0376862+0.00625346j 0.0404067-0.036503j -0.0110027+0.0180168j -0.0342591+0.0221069j -0.0064666-0.0184009j -0.0118262-0.0137509j 0.0309653+0.0057778j 0.0190863+0.0447505j -0.000608873+0.0206888j -0.011608-0.0246546j 0.0125014+0.00907502j -0.0124084-0.0160612j 0.00640386+0.00838776j -0.00524651+0.007652j 0.0232966+0.02088j -0.0109868-0.0290569j -0.00733891+0.000630881j 0.00117513+0.0015492j -0.00216802+0.0021249j 0.00520474+0.0140781j 0.0109187+0.00449022j 0.0109523+0.00566398j -0.01034-0.00327716j -0.00581744-0.00017971j 0.00585144+0.00562791j 0.00348995-0.000638794j 0.00102777+0.00642683j -0.00502631+0.00769545j 
0.00508978+0.00249599j -0.00384848+0.00813466j 0.00657039+0.00467594j 0.00145651-0.0100807j -0.00476373+0.00369337j -0.00975894-0.001868j -0.00476045+0.00257447j 0.017869+0.0119926j -0.00588511-0.00487494j -0.00128954-0.0136856j -0.00152248+0.00609767j 0.0132743+0.00694206j -0.0066609-0.000929736j 0.00738137-0.000262866j 8.48725e-05+0.00516978j 0.00392686+0.0131115j -0.00474612-0.00438587j 0.000256843-0.0152302j -0.0040561-0.00648303j -0.00226064+0.00242902j -0.0122385-0.0244841j 0.00186192+0.000211753j -0.00344613-0.009204j 0.00461036-0.00260373j 0.00251995+0.0080099j 0.00963475+0.0183364j -0.0242203-0.0313085j 0.0292103+0.00997654j 0.0105785-0.0126781j 0.0239472+0.0156146j -0.00528721-0.00819678j 0.0098503+0.00283724j 0.00369218-0.00759757j -0.000648803-0.00414635j -0.000607365-0.00101355j -0.00235181+0.00315342j 0.00264434+0.00488243j -0.00262693-0.0135659j -0.00798943+0.0110493j 0.0189909+0.00747215j 0.00130985+0.00117142j -0.0086729+0.00190895j -0.00604905+0.00459704j 0.00852231-0.000210909j -0.00223558+0.00631883j 0.00232803-0.0183147j 0.000838324+0.0048488j -0.000353389+0.000223752j 0.011094-0.00312972j -0.000638578+0.00314718j -0.0144851-0.00798981j 0.0139157-0.00984284j 0.00537409+0.0129679j 0.00302939+0.00109707j 0.0148263-0.0192838j -0.0238881+0.0114578j -0.000392467+0.0351442j -0.00323683-0.0468715j -0.00655865+0.0191229j -0.00535089-0.00440149j 0.017764+0.0117388j -0.0206449+0.00292324j -0.0217492-0.0203153j -0.0376493-0.00476794j -0.0189204+0.021287j -0.0433824-0.014091j -0.00290614-0.00488835j 0.0251565+0.000714412j 0.0125375-0.00115856j 0.0216592-0.0131701j 0.0165483-0.0141452j 0.0153395-0.022967j 0.00674371+0.0284862j -0.00605546+0.0133766j 0.00174746-0.00340535j -0.0152233-0.00917093j 0.0162267+0.00234758j -0.00983103+0.00913621j 0.0125615-0.00420746j 0.008548-0.0122262j -0.0186104-0.00349525j 0.000396777-0.000250743j 0.00327344-7.89528e-05j -0.00583872-0.01458j 0.00714736+0.000281896j -0.0119064-0.0057012j -0.0106891+0.00397219j 0.00325868+0.00308813j -0.00429309-0.00430201j -0.00586634+0.000618094j 0.00224987+0.00235982j -0.000790537-0.00416712j 0.000832857-0.00204749j 0.00194115+0.00757775j 9.34681e-05+0.000848311j 
-0.00559453-0.00196396j -0.000465807-0.00199867j -0.00167497+0.00282718j -0.00260929-0.00573284j -0.00482948-0.0139111j -0.00324571-0.0132692j 0.012441+0.0044676j -0.0193995+0.0170187j -0.00102352+0.00577983j -0.0160372+0.00749043j 0.0170815+0.0138063j 0.0101471+0.00537355j -0.00597522-0.00240065j 0.00268478-0.000283842j 0.00761737-0.0043983j -0.00290341+0.0110888j -0.00167643+0.000129859j 0.00383488+0.00686082j 0.00203352-0.00193154j -0.000580471-0.00608146j 0.0121746-0.00759458j -0.00015162+0.0057157j 0.00916563+0.00364148j 0.00870212+0.00769823j 0.00411342-0.04388j -0.00955302-0.0169956j -0.0151598+0.00430305j 0.0196473-0.00542628j 0.0141129-0.000500399j -0.00572138-0.016816j 0.0137856-0.0182239j 0.000229844+0.0045398j -0.0103972+0.00341607j -0.00450479+0.00451008j -0.00321031+0.00166528j 0.00272272-0.00330909j -0.00441827-0.00193644j -0.00556899-0.00120898j 0.00211478+0.0118827j 0.0126798+0.00104633j 0.00368743-0.0034141j -0.00811859+0.000262036j -0.00745759+0.00662441j -0.0086053-0.00942567j 0.00754291-0.00686132j 0.00047893+0.000358473j 0.00217129+0.00378504j 0.00349693+0.00253593j -0.0063627+0.00386873j 0.0103324+0.00359038j 0.00483193-0.00613457j -0.00279618+0.00112645j 0.00721867-0.00157306j -0.00289133-0.00382176j 0.00855072+0.00371094j 0.00631283-0.00298403j -0.0140461-0.00410262j -0.00724666+0.00102389j -0.00980292-0.00154064j 0.0121494-0.0175871j -0.0171404+0.00950628j 0.00853813+0.0143506j 0.0103234-0.0111032j 0.00738975-0.00107897j -0.0360037+0.0204228j -0.00266559-0.0228209j 0.0534255-0.00960099j 0.0124568+0.0130114j 0.0223662-0.0186915j -0.0102201+0.0025039j -0.0267322+0.0371813j 0.0198914+0.0365775j -0.0146775-0.00268431j 0.0167176+0.00603525j 0.0266622+0.0352033j -0.000574254-0.00292959j -0.0153626-0.0336423j 0.000789312+0.0121559j 0.000483425-0.01524j 0.0105284+0.0101971j 0.000109552+0.00702907j 0.00162117+0.0135354j -0.0122877-0.0165572j -0.0202388-0.00871428j 0.000444484-0.0044258j -0.00558552-0.00487855j 0.00227795+0.00808533j 0.00368484+0.00234943j 0.00201888+0.00461378j -0.00402181-0.00252096j -0.00822847-0.00203186j -0.00548593+0.00437738j 0.0021721+0.00345751j 0.00277539-0.000556713j -0.00162499+0.00773084j 
-0.000730426+0.011843j -0.00258805-0.00624773j 0.00653035+0.0157541j 0.00425431+0.00779307j -0.00434936+0.0072876j -0.000631063+0.0101313j -0.00216636-0.00132966j -0.00541679+0.01076j 0.00222071-0.00231413j 0.0202183-0.014158j -0.0014175-0.0112862j -0.00029597+0.00515747j 0.00435684+0.00930722j 0.00110959-0.00125699j -0.00320814-0.00235047j -0.00164829-0.00256864j 0.00226307+0.0174903j -0.00347437-0.00672349j 0.00273387+0.00518689j 0.00703811+0.0150879j -0.00366306+0.0362323j 0.00517735-0.00332229j -0.00855677-0.00824458j -0.0165149-0.0104341j 0.0149902-0.0147787j 0.0219528+0.00325034j -0.0255743+0.0016031j 0.0111296-0.0216196j -0.019227-0.0136176j 0.0206289-0.0115787j 0.00370156-0.00808094j -0.0192009-0.0127086j 0.0114932-0.0057647j -0.000715226+0.0033473j -0.00205639+0.00522433j 0.00298528+0.00321382j -0.000894279-0.00275778j -0.00204897-0.00343077j 0.00251869+0.00663654j 0.0033169-0.000676768j -0.0127104+0.0097598j 0.00608534+0.00774953j -0.0011143+0.00694338j 0.00308338-0.0165496j -0.000511452+0.00363521j -0.00989149+0.0182739j 0.00886041-0.00614419j 8.18749e-05-0.013211j -0.0181268-0.0129238j 0.011286+0.00329331j 0.00832014+0.0109852j -0.023595-0.00457177j -0.00214518-0.0105466j 0.00413342+0.00675059j -0.00849523-0.0120685j -0.00675454+0.0429497j 0.0189563-0.0245386j -0.028875+0.0182123j 0.0179045-0.00604078j 0.00239644+0.00887426j 0.00145488-0.00657986j -0.0162994-0.00986788j 0.0329159+0.0053271j 0.0029516+0.0174633j 0.0295423+0.0158266j -0.00137558-0.0062843j 0.000959757-0.0164017j 0.0167358-0.00283415j 0.00906801-0.0185551j -0.00732974-0.0304591j 0.0054369-0.0168231j -0.00152245-0.0145928j 0.0103776+0.000780619j 0.00936775+0.000497954j 0.0198175-0.00154299j -0.0283945-0.00247685j 0.0268052-0.00941626j 0.0128569+0.0157634j -0.00308554-0.00341089j -0.0141485-0.00182066j 0.000122468+0.000288892j -0.00150751+0.00871105j -0.00382841-0.0051203j -0.012488-0.010307j -0.00151199-9.08647e-05j -0.0110838-0.00451712j 0.00306895+0.00924157j 0.0129053+0.00630594j -0.00762936-0.00323411j -0.00172064+0.00168382j 0.000747299+0.00248429j -0.00210658+0.00389586j 0.00799293-0.00270439j -0.000468885-0.000120793j 0.00154191+0.00121521j 
0.00176109-0.00268897j -0.00162584-0.000434764j -0.00248459-0.00224125j 0.00417943-0.000249876j 0.0124275+0.0168914j 0.0162074+0.00356116j -0.000913732-0.00961189j -0.03361-0.00671033j 0.00168244+0.000649417j -0.016229+0.0043102j -0.0242521-0.0095259j -0.00159703-0.00623333j 0.00549075-0.0044266j 0.0011766+0.00029944j 0.00594009+0.0012803j 0.0033069+0.00621121j -0.00282024+0.00887333j -0.00303308-0.0183056j -0.000600816+5.19088e-05j 0.000588942+0.00769366j -0.012569-0.025059j 0.00274304+0.00504135j -0.000187593-0.014883j -0.00276881-0.0275357j 0.0271118+0.0035907j 0.0010158+0.00286706j 0.00152453+0.00401045j -0.00778659-0.0350766j -0.0181526-0.0287212j 0.0051187-0.00163119j -0.000621273-0.0143994j 0.0106958-0.00516451j 0.0057023+0.00781603j -0.00823481-0.0004677j -0.00714272-0.00276878j -0.00310739-0.00187235j 0.00128388-0.000999836j -0.000510008-0.000685127j -0.00113503-0.000978346j 0.00914379-0.00519912j -0.003238-0.000605221j 0.00457153+0.00263318j 0.00234802-0.00734603j 0.00409258+0.0106525j -0.0106185+0.0033682j -0.00427397-0.00452498j -0.00934477-0.00145694j -0.00147111-0.00186045j 0.00700613-0.0045633j -0.00464612-0.0040536j -0.0150209+0.00551978j 0.000319689-0.0144114j 0.00744565+0.0134675j -0.000107465+0.00850889j 0.0012928-0.00964146j -0.0179777+0.00507381j 0.00960382+0.0161872j -0.00391853-0.0249267j 0.00291171+0.0141162j 0.00773499+0.01083j 0.0126235-0.0179864j -0.0114046-0.00486717j -0.0122685+0.0140635j -0.0322946+0.00311124j -0.0112779-0.0248206j 0.0215517+0.0144683j 0.0128234-0.0205871j -0.0349167+0.0103102j 0.0278892+0.0115932j -0.0116999-0.00828823j -0.00517467+0.0385812j 0.0184846+0.00294876j 0.0103875-0.00960239j 0.00513436-0.00580061j -0.00465827+0.0224911j 0.0203516-0.00610254j -0.0130439-0.0129696j 0.0121244+0.00057824j -0.0129881-0.00387009j 0.0043272-0.0012158j 0.00731894+0.00426326j 0.00609075-0.000877446j -0.00395069-0.00342029j -0.0130275-9.64038e-05j -0.00352773-0.000139819j -0.0049875+0.00219325j 0.000469405+0.00148089j -0.00238563+0.00223857j 0.00322987+0.0075184j -0.00255885+0.000581333j -0.000892357-0.00039235j 0.00402673+0.00606442j 0.00372337+0.00295283j 0.000137841+0.00177289j -0.00203283+0.00108444j 
-0.00333697+0.00489181j -0.00452169-0.00202615j -0.0116858+0.00344495j 0.00918265+0.00358352j -0.00766039+0.00137711j 0.0185735+0.00509712j -0.0118752-0.0170338j -0.0145614-0.00445395j -0.00921084-0.00480531j -0.0063445+0.00463288j 0.00150404-0.00730403j -0.0179298+0.00138255j -0.0106126-0.00152226j -1.73373e-05+0.00261308j -0.00183158-4.81187e-05j -0.00231959-0.00614703j -0.00172709-0.0135945j -0.00525588+7.48384e-05j 0.000423126-0.0120358j 0.00372796-0.0160339j 0.00651894+0.00176545j -0.00232188-0.00732311j -0.000497328+0.00190535j 0.00381166+0.0306108j 0.00755154+0.0217171j 0.0207376+0.0249708j -0.022663-0.0371433j 0.0130469+0.0134633j 0.0021933+0.0197007j 0.0136603+0.00693291j -0.00222103-0.00107303j -0.00195373+0.00614394j -0.00482466-0.00728971j 9.56083e-06+0.000631891j 0.000238738+0.000208576j 0.000721116+0.000473564j -0.000240204-0.00216076j -0.00493255+0.00943246j 0.00081492+0.010499j -0.00560069+0.00202752j 0.0147073+0.0118651j -0.0110524+0.00543192j 0.0103036-0.00326311j -0.00745704+0.00837778j -0.00359312-0.0033319j 0.00362387-0.00142585j -0.000176788+0.00734772j -0.0176679+0.00116652j 0.00645825+0.0138219j -0.000770054-0.00731575j 0.0052982-0.00400682j -0.0108269+0.0204888j 0.0136705-0.0179247j -0.00778367+0.00583769j 0.00233991-0.00956123j 0.0124911+0.0153891j -0.0188777+0.00735696j 0.0232999-0.0138391j 0.0143635+0.00860458j -0.0230832-0.0149957j -0.0108965+0.0208983j -0.0237623+0.0146069j -0.00445722-0.00651603j -0.00786327+0.0114465j -0.00757638-0.0527175j -0.0257956+0.00592737j -0.0248485-0.0255008j -0.0367611-0.0108402j 0.00472174-0.009988j -0.0355063+0.012647j -0.0207359-0.0122663j 0.00541321+0.0148653j 0.00718323-0.00906298j 0.0125449-0.00533893j 0.0114691-0.000286915j -0.00914597+0.0117691j -0.0108137-0.00171635j -0.018218+0.00239706j 0.000414355+0.000393122j 0.00239369+0.00662094j 0.00550339+0.00654174j -0.00403237-0.00375281j -0.00280964-0.00529089j 0.000453818+0.00774112j -0.00334571+0.00146732j 0.00961921+0.000757363j 0.00293807-0.00214185j -0.00302464-5.74115e-05j 0.00396854+0.00181251j -0.00139807-0.00279541j -0.00606707-0.00049525j -0.000718113+0.000622871j 0.00104418+0.00537599j -0.000391696-0.00131034j 0.00133855+0.00571371j 
-0.00398481-0.0014631j -0.00488977-0.00382298j -0.0105627-0.0024707j 0.00607628+0.000343927j -0.00212207-0.00854196j -0.00441704-0.0107572j -0.00971904+0.00649419j -0.0160769+0.0150081j 0.0037872-0.0115066j 0.0071767-0.00144784j -0.00824508+0.0152675j -0.0187218+0.00975904j -0.00805628-0.00625665j -0.00146501+0.00262724j -0.00713908+0.00402715j 0.000232688+0.0109236j -0.00499338+0.00347774j -0.000305193+0.0137539j -0.00434454+0.00460854j -0.00234804-0.00236953j -0.00401786-0.00914249j -0.000746908+0.0122549j -0.000540608+0.00528141j 0.0163423-0.00308464j -0.00234632+0.00375421j 0.012593-0.0139217j -0.0276537+0.0333325j 0.0282692-0.0229756j 0.0152776-0.00550523j 0.0030646-0.0162925j -0.00226515+0.00450772j 0.0128561-0.00235571j -0.00578015+0.00246511j 0.00118114-0.000312878j 0.00596677-0.00310773j -0.00055986+0.00244429j 0.00425883-6.38821e-05j -0.00373704-0.00586743j -0.00117458+0.00921118j 0.0186218-0.000502393j -0.00153427-0.00038863j -0.00192255+0.00209734j -0.00222377+0.00376785j -0.00851322+0.000835161j 0.0116388-0.00203519j 0.00685477-0.0104701j 0.00645163-0.00182941j 0.00241303+0.00318152j -0.000510009+0.00196325j 0.00477752-0.0072902j -0.00932457-0.00570341j 0.00235607+0.00600451j 0.00681521+0.00509521j 0.00130496-0.00320388j -0.00383365-0.00815784j 0.0127507+0.000185713j 0.00325451+0.0201685j -0.0193573-0.00421804j 0.00720551+0.0101887j -0.0136871-0.0127828j 0.0130616-0.0113885j 0.00491986+0.0110597j -0.0424709-0.00912135j -0.0103738+0.0105071j 0.0287304+0.0170352j -0.0352756+0.0314884j -0.0164572+0.00506954j 0.0132999-0.0489851j -0.00691183+0.0111314j 0.00866538+0.0036183j -0.0199416-0.00951949j -0.00631177-0.0218078j 0.0085745-0.0170071j 0.00865906-0.00610678j -0.014952-0.0133533j 0.0145797+0.010996j -0.0046829+0.00565996j 0.00603771+0.0193233j -0.0063729-0.00869434j -0.0126311-0.00424808j 0.0121043+0.00968621j -0.00835871+0.0010024j -0.00809652-0.00683805j 0.00337013+0.01093j 0.0050576+0.00450036j 0.00345778+0.00216722j 0.00599484+0.00682369j -0.00279338+7.99922e-05j 0.00914952+0.00314326j -0.00754301-0.00185802j 0.00691301+0.00416431j 0.00834456-0.000990093j 0.00320825-0.00314959j -0.0045997+0.00806886j -0.00101002-0.00467276j 
