-0.0669592-0j -0.0141897-0j -0.134595-0j -0.0581453-0j -0.120131-0j 0.125277-0j -0.104708-0j 0.0748645-0j -0.201874-0j -0.161389-0j 0.217346-0j 0.0708899-0j -0.0805882-0j -0.308021-0j -0.295607-0j 0.063888-0j 0.0553386-0j -0.164882-0j 0.000252305-0j -0.129765-0j 0.104856-0j -0.0627572-0j 0.00666074-0j 0.0182288-0j 0.0953366-0j 0.159464-0j -0.108728-0j -0.376888-0j -0.00744132-0j -0.0894862-0j 0.12348-0j -0.06439-0j 0.0152021-0j -0.0271911-0j 0.0779342-0j -0.113735-0j -0.132003-0j 0.103324-0j -0.141203-0j -0.0350735-0j 0.203836-0j -0.183633-0j 0.243476-0j -0.0922743-0j 0.104645-0j -0.156368-0j -0.116497-0j -0.137277-0j 0.0702878-0j -0.087528-0j 0.108728-0j -0.102479-0j 0.0543818-0j -0.119803-0j 0.013549-0j -0.0626664-0j 
-3.09574e-17-0j -6.56035e-18-0j -6.22276e-17-0j -2.68824e-17-0j -5.55404e-17-0j 5.79197e-17-0j -4.841e-17-0j 3.46123e-17-0j -9.33328e-17-0j -7.46153e-17-0j 1.00486e-16-0j 3.27747e-17-0j -3.72585e-17-0j -1.42408e-16-0j -1.36669e-16-0j 2.95375e-17-0j 2.55848e-17-0j -7.62305e-17-0j 1.16649e-19-0j -5.99948e-17-0j 4.84782e-17-0j -2.90147e-17-0j 3.07948e-18-0j 8.42776e-18-0j 4.40772e-17-0j 7.37252e-17-0j -5.02687e-17-0j -1.74247e-16-0j -3.44036e-18-0j -4.13724e-17-0j 5.70888e-17-0j -2.97696e-17-0j 7.02843e-18-0j -1.25713e-17-0j 3.60315e-17-0j -5.25832e-17-0j -6.10293e-17-0j 4.77701e-17-0j -6.52827e-17-0j -1.62156e-17-0j 9.42401e-17-0j -8.48997e-17-0j 1.12567e-16-0j -4.26614e-17-0j 4.83809e-17-0j -7.22942e-17-0j -5.38603e-17-0j -6.34674e-17-0j 3.24963e-17-0j -4.0467e-17-0j 5.02685e-17-0j -4.73795e-17-0j 2.51425e-17-0j -5.53888e-17-0j 6.26412e-18-0j -2.89727e-17-0j 
6.3002e-05-0j 1.33511e-05-0j 0.000126641-0j 5.4709e-05-0j 0.000113031-0j -0.000117873-0j 9.85202e-05-0j -7.04401e-05-0j 0.000189943-0j 0.000151851-0j -0.000204501-0j -6.67004e-05-0j 7.58256e-05-0j 0.000289817-0j 0.000278137-0j -6.01123e-05-0j -5.20682e-05-0j 0.000155138-0j -2.37394e-07-0j 0.000122097-0j -9.8659e-05-0j 5.90484e-05-0j -6.2671e-06-0j -1.71515e-05-0j -8.97024e-05-0j -0.00015004-0j 0.000102303-0j 0.000354614-0j 7.00155e-06-0j 8.41977e-05-0j -0.000116182-0j 6.05847e-05-0j -1.43037e-05-0j 2.55842e-05-0j -7.33285e-05-0j 0.000107013-0j 0.000124202-0j -9.72179e-05-0j 0.000132858-0j 3.30007e-05-0j -0.00019179-0j 0.000172781-0j -0.000229087-0j 8.6821e-05-0j -9.8461e-05-0j 0.000147127-0j 0.000109612-0j 0.000129164-0j -6.61339e-05-0j 8.23552e-05-0j -0.000102302-0j 9.6423e-05-0j -5.1168e-05-0j 0.000112723-0j -1.27482e-05-0j 5.89629e-05-0j 
1.33351e-17-0j 2.82592e-18-0j 2.6805e-17-0j 1.15798e-17-0j 2.39244e-17-0j -2.49493e-17-0j 2.0853e-17-0j -1.49095e-17-0j 4.02038e-17-0j 3.21411e-17-0j -4.32851e-17-0j -1.41179e-17-0j 1.60494e-17-0j 6.13433e-17-0j 5.8871e-17-0j -1.27235e-17-0j -1.10208e-17-0j 3.28369e-17-0j -5.02473e-20-0j 2.58432e-17-0j -2.08824e-17-0j 1.24983e-17-0j -1.32651e-18-0j -3.63032e-18-0j -1.89866e-17-0j -3.17576e-17-0j 2.16536e-17-0j 7.50583e-17-0j 1.48196e-18-0j 1.78215e-17-0j -2.45914e-17-0j 1.28235e-17-0j -3.02755e-18-0j 5.41519e-18-0j -1.55208e-17-0j 2.26506e-17-0j 2.62888e-17-0j -2.05773e-17-0j 2.8121e-17-0j 6.98499e-18-0j -4.05946e-17-0j 3.65711e-17-0j -4.84889e-17-0j 1.83767e-17-0j -2.08404e-17-0j 3.11413e-17-0j 2.32007e-17-0j 2.7339e-17-0j -1.3998e-17-0j 1.74315e-17-0j -2.16535e-17-0j 2.04091e-17-0j -1.08303e-17-0j 2.38591e-17-0j -2.69832e-18-0j 1.24802e-17-0j 
-9.4561e-05-0j -2.00389e-05-0j -0.000190077-0j -8.21138e-05-0j -0.000169651-0j 0.000176919-0j -0.000147871-0j 0.000105725-0j -0.00028509-0j -0.000227916-0j 0.00030694-0j 0.000100112-0j -0.000113808-0j -0.000434993-0j -0.000417462-0j 9.02238e-05-0j 7.81501e-05-0j -0.00023285-0j 3.56309e-07-0j -0.000183257-0j 0.000148079-0j -8.86269e-05-0j 9.40642e-06-0j 2.5743e-05-0j 0.000134636-0j 0.000225197-0j -0.000153548-0j -0.000532248-0j -1.05088e-05-0j -0.000126374-0j 0.000174381-0j -9.09328e-05-0j 2.14687e-05-0j -3.83998e-05-0j 0.00011006-0j -0.000160618-0j -0.000186417-0j 0.000145916-0j -0.000199409-0j -4.95314e-05-0j 0.000287861-0j -0.00025933-0j 0.000343841-0j -0.000130311-0j 0.000147782-0j -0.000220826-0j -0.000164519-0j -0.000193864-0j 9.92617e-05-0j -0.000123609-0j 0.000153548-0j -0.000144723-0j 7.6799e-05-0j -0.000169188-0j 1.91341e-05-0j -8.84986e-05-0j 
-1.42912e-16-0j -3.02853e-17-0j -2.87268e-16-0j -1.241e-16-0j -2.56397e-16-0j 2.67381e-16-0j -2.23481e-16-0j 1.59785e-16-0j -4.30863e-16-0j -3.44455e-16-0j 4.63885e-16-0j 1.51302e-16-0j -1.72001e-16-0j -6.57414e-16-0j -6.30919e-16-0j 1.36357e-16-0j 1.1811e-16-0j -3.51912e-16-0j 5.38499e-19-0j -2.76961e-16-0j 2.23796e-16-0j -1.33944e-16-0j 1.42161e-17-0j 3.8906e-17-0j 2.03479e-16-0j 3.40346e-16-0j -2.32061e-16-0j -8.04398e-16-0j -1.58821e-17-0j -1.90992e-16-0j 2.63545e-16-0j -1.37429e-16-0j 3.24461e-17-0j -5.80345e-17-0j 1.66336e-16-0j -2.42746e-16-0j -2.81737e-16-0j 2.20527e-16-0j -3.01372e-16-0j -7.4858e-17-0j 4.35051e-16-0j -3.91932e-16-0j 5.19655e-16-0j -1.96943e-16-0j 2.23346e-16-0j -3.3374e-16-0j -2.48641e-16-0j -2.92992e-16-0j 1.50016e-16-0j -1.86812e-16-0j 2.3206e-16-0j -2.18723e-16-0j 1.16068e-16-0j -2.55698e-16-0j 2.89178e-17-0j -1.3375e-16-0j 
-0.00010247-0j -2.1715e-05-0j -0.000205976-0j -8.8982e-05-0j -0.000183841-0j 0.000191717-0j -0.000160239-0j 0.000114568-0j -0.000308935-0j -0.00024698-0j 0.000332613-0j 0.000108486-0j -0.000123327-0j -0.000471376-0j -0.000452379-0j 9.77703e-05-0j 8.46868e-05-0j -0.000252326-0j 3.86112e-07-0j -0.000198585-0j 0.000160465-0j -9.60398e-05-0j 1.01932e-05-0j 2.78962e-05-0j 0.000145897-0j 0.000244033-0j -0.000166391-0j -0.000576766-0j -1.13877e-05-0j -0.000136944-0j 0.000188966-0j -9.85386e-05-0j 2.32644e-05-0j -4.16116e-05-0j 0.000119266-0j -0.000174053-0j -0.00020201-0j 0.000158121-0j -0.000216088-0j -5.36743e-05-0j 0.000311938-0j -0.000281021-0j 0.000372601-0j -0.000141211-0j 0.000160143-0j -0.000239297-0j -0.00017828-0j -0.00021008-0j 0.000107564-0j -0.000133947-0j 0.000166391-0j -0.000156828-0j 8.32226e-05-0j -0.000183339-0j 2.07345e-05-0j -9.59008e-05-0j 
-4.2185e-18-0j -8.93964e-19-0j -8.47962e-18-0j -3.66321e-18-0j -7.56837e-18-0j 7.89259e-18-0j -6.59673e-18-0j 4.71654e-18-0j -1.27183e-17-0j -1.01677e-17-0j 1.3693e-17-0j 4.46614e-18-0j -5.07714e-18-0j -1.94056e-17-0j -1.86236e-17-0j 4.02501e-18-0j 3.48639e-18-0j -1.03878e-17-0j 1.58955e-20-0j -8.17536e-18-0j 6.60603e-18-0j -3.95377e-18-0j 4.19634e-19-0j 1.14843e-18-0j 6.00631e-18-0j 1.00464e-17-0j -6.85e-18-0j -2.37443e-17-0j -4.68811e-19-0j -5.63773e-18-0j 7.77936e-18-0j -4.05664e-18-0j 9.57749e-19-0j -1.71307e-18-0j 4.90994e-18-0j -7.1654e-18-0j -8.31634e-18-0j 6.50953e-18-0j -8.89593e-18-0j -2.20967e-18-0j 1.28419e-17-0j -1.15691e-17-0j 1.53392e-17-0j -5.81338e-18-0j 6.59277e-18-0j -9.85138e-18-0j -7.33942e-18-0j -8.64856e-18-0j 4.42821e-18-0j -5.51435e-18-0j 6.84998e-18-0j -6.45631e-18-0j 3.42611e-18-0j -7.54772e-18-0j 8.53598e-19-0j -3.94805e-18-0j 
-0.000247932-0j -5.25407e-05-0j -0.00049837-0j -0.000215297-0j -0.000444813-0j 0.000463869-0j -0.000387708-0j 0.000277204-0j -0.000747486-0j -0.000597581-0j 0.000804775-0j 0.000262487-0j -0.000298397-0j -0.00114052-0j -0.00109456-0j 0.000236561-0j 0.000204904-0j -0.000610517-0j 9.34219e-07-0j -0.000480488-0j 0.000388254-0j -0.000232374-0j 2.4663e-05-0j 6.74964e-05-0j 0.000353007-0j 0.000590452-0j -0.000402593-0j -0.00139552-0j -2.75533e-05-0j -0.000331344-0j 0.000457214-0j -0.000238419-0j 5.62894e-05-0j -0.000100682-0j 0.00028857-0j -0.00042113-0j -0.000488773-0j 0.000382582-0j -0.000522837-0j -0.000129868-0j 0.000754752-0j -0.000679947-0j 0.000901527-0j -0.000341668-0j 0.000387474-0j -0.000578992-0j -0.000431358-0j -0.000508299-0j 0.000260257-0j -0.000324093-0j 0.000402591-0j -0.000379454-0j 0.000201362-0j -0.0004436-0j 5.01682e-05-0j -0.000232037-0j 
-2.66631e-05-0j -5.65032e-06-0j -5.35956e-05-0j -2.31534e-05-0j -4.7836e-05-0j 4.98853e-05-0j -4.16948e-05-0j 2.9811e-05-0j -8.03861e-05-0j -6.4265e-05-0j 8.6547e-05-0j 2.82283e-05-0j -3.20902e-05-0j -0.000122654-0j -0.000117711-0j 2.54402e-05-0j 2.20358e-05-0j -6.56561e-05-0j 1.00468e-07-0j -5.16726e-05-0j 4.17535e-05-0j -2.49899e-05-0j 2.6523e-06-0j 7.25869e-06-0j 3.7963e-05-0j 6.34983e-05-0j -4.32956e-05-0j -0.000150076-0j -2.96313e-06-0j -3.56334e-05-0j 4.91696e-05-0j -2.56401e-05-0j 6.05347e-06-0j -1.08275e-05-0j 3.10334e-05-0j -4.52891e-05-0j -5.25636e-05-0j 4.11436e-05-0j -5.62269e-05-0j -1.39662e-05-0j 8.11674e-05-0j -7.31227e-05-0j 9.69519e-05-0j -3.67436e-05-0j 4.16697e-05-0j -6.22658e-05-0j -4.6389e-05-0j -5.46634e-05-0j 2.79886e-05-0j -3.48536e-05-0j 4.32954e-05-0j -4.08072e-05-0j 2.16548e-05-0j -4.77055e-05-0j 5.39519e-06-0j -2.49537e-05-0j 
-4.84888e-18-0j -1.02755e-18-0j -9.74675e-18-0j -4.21061e-18-0j -8.69932e-18-0j 9.072e-18-0j -7.5825e-18-0j 5.42134e-18-0j -1.46188e-17-0j -1.1687e-17-0j 1.57392e-17-0j 5.13352e-18-0j -5.83583e-18-0j -2.23055e-17-0j -2.14065e-17-0j 4.62648e-18-0j 4.00737e-18-0j -1.194e-17-0j 1.82708e-20-0j -9.39702e-18-0j 7.59318e-18-0j -4.54459e-18-0j 4.8234e-19-0j 1.32004e-18-0j 6.90384e-18-0j 1.15476e-17-0j -7.87361e-18-0j -2.72925e-17-0j -5.38866e-19-0j -6.48018e-18-0j 8.94185e-18-0j -4.66283e-18-0j 1.10087e-18-0j -1.96906e-18-0j 5.64364e-18-0j -8.23614e-18-0j -9.55906e-18-0j 7.48226e-18-0j -1.02253e-17-0j -2.53986e-18-0j 1.47609e-17-0j -1.32979e-17-0j 1.76314e-17-0j -6.68208e-18-0j 7.57794e-18-0j -1.13235e-17-0j -8.43617e-18-0j -9.94094e-18-0j 5.08992e-18-0j -6.33837e-18-0j 7.87358e-18-0j -7.42109e-18-0j 3.93808e-18-0j -8.67559e-18-0j 9.81153e-19-0j -4.53801e-18-0j 
8.15992e-05-0j 1.72921e-05-0j 0.000164023-0j 7.08582e-05-0j 0.000146396-0j -0.000152668-0j 0.000127602-0j -9.12329e-05-0j 0.000246012-0j 0.000196675-0j -0.000264867-0j -8.63893e-05-0j 9.82081e-05-0j 0.000375367-0j 0.000360239-0j -7.78565e-05-0j -6.74379e-05-0j 0.000200933-0j -3.07469e-07-0j 0.000158138-0j -0.000127782-0j 7.64785e-05-0j -8.11705e-06-0j -2.22143e-05-0j -0.000116181-0j -0.000194329-0j 0.000132501-0j 0.000459291-0j 9.06829e-06-0j 0.000109052-0j -0.000150478-0j 7.84683e-05-0j -1.85259e-05-0j 3.31362e-05-0j -9.49738e-05-0j 0.000138602-0j 0.000160864-0j -0.000125915-0j 0.000172076-0j 4.2742e-05-0j -0.000248403-0j 0.000223783-0j -0.00029671-0j 0.000112449-0j -0.000127525-0j 0.000190557-0j 0.000141968-0j 0.000167291-0j -8.56556e-05-0j 0.000106665-0j -0.0001325-0j 0.000124886-0j -6.62719e-05-0j 0.000145997-0j -1.65113e-05-0j 7.63678e-05-0j 
2.76967e-18-0j 5.86935e-19-0j 5.56732e-18-0j 2.40509e-18-0j 4.96903e-18-0j -5.18191e-18-0j 4.33111e-18-0j -3.09666e-18-0j 8.35022e-18-0j 6.67562e-18-0j -8.9902e-18-0j -2.93226e-18-0j 3.33341e-18-0j 1.27408e-17-0j 1.22274e-17-0j -2.64263e-18-0j -2.289e-18-0j 6.82012e-18-0j -1.04362e-20-0j 5.36756e-18-0j -4.33721e-18-0j 2.59586e-18-0j -2.75512e-19-0j -7.54007e-19-0j -3.94346e-18-0j -6.59598e-18-0j 4.49739e-18-0j 1.55894e-17-0j 3.07799e-19-0j 3.70147e-18-0j -5.10756e-18-0j 2.6634e-18-0j -6.28813e-19-0j 1.12472e-18-0j -3.22364e-18-0j 4.70447e-18-0j 5.46012e-18-0j -4.27385e-18-0j 5.84065e-18-0j 1.45076e-18-0j -8.43138e-18-0j 7.59573e-18-0j -1.0071e-17-0j 3.81679e-18-0j -4.3285e-18-0j 6.46795e-18-0j 4.81872e-18-0j 5.67824e-18-0j -2.90735e-18-0j 3.62047e-18-0j -4.49737e-18-0j 4.23891e-18-0j -2.24942e-18-0j 4.95548e-18-0j -5.60433e-19-0j 2.5921e-18-0j 
2.15835e-05-0j 4.57387e-06-0j 4.3385e-05-0j 1.87424e-05-0j 3.87227e-05-0j -4.03815e-05-0j 3.37514e-05-0j -2.41316e-05-0j 6.50715e-05-0j 5.20217e-05-0j -7.00588e-05-0j -2.28505e-05-0j 2.59766e-05-0j 9.92867e-05-0j 9.52853e-05-0j -2.05935e-05-0j -1.78377e-05-0j 5.31478e-05-0j -8.13274e-08-0j 4.18283e-05-0j -3.3799e-05-0j 2.0229e-05-0j -2.14701e-06-0j -5.87582e-06-0j -3.07306e-05-0j -5.14011e-05-0j 3.50473e-05-0j 0.000121485-0j 2.39862e-06-0j 2.88448e-05-0j -3.98022e-05-0j 2.07553e-05-0j -4.90021e-06-0j 8.76472e-06-0j -2.51211e-05-0j 3.6661e-05-0j 4.25496e-05-0j -3.33053e-05-0j 4.5515e-05-0j 1.13055e-05-0j -6.57041e-05-0j 5.9192e-05-0j -7.84814e-05-0j 2.97435e-05-0j -3.37311e-05-0j 5.04034e-05-0j 3.75513e-05-0j 4.42494e-05-0j -2.26564e-05-0j 2.82136e-05-0j -3.50471e-05-0j 3.3033e-05-0j -1.75293e-05-0j 3.8617e-05-0j -4.36734e-06-0j 2.01997e-05-0j 
-1.62977e-18-0j -3.45373e-19-0j -3.27601e-18-0j -1.41524e-18-0j -2.92395e-18-0j 3.04922e-18-0j -2.54858e-18-0j 1.82218e-18-0j -4.91356e-18-0j -3.92817e-18-0j 5.29015e-18-0j 1.72544e-18-0j -1.9615e-18-0j -7.49715e-18-0j -7.195e-18-0j 1.55502e-18-0j 1.34693e-18-0j -4.0132e-18-0j 6.14104e-21-0j -3.15846e-18-0j 2.55217e-18-0j -1.5275e-18-0j 1.62121e-19-0j 4.43684e-19-0j 2.32047e-18-0j 3.8813e-18-0j -2.64642e-18-0j -9.17336e-18-0j -1.8112e-19-0j -2.17807e-18-0j 3.00547e-18-0j -1.56724e-18-0j 3.70016e-19-0j -6.61825e-19-0j 1.8969e-18-0j -2.76827e-18-0j -3.21292e-18-0j 2.51489e-18-0j -3.43684e-18-0j -8.53681e-19-0j 4.96132e-18-0j -4.46959e-18-0j 5.92614e-18-0j -2.24593e-18-0j 2.54704e-18-0j -3.80597e-18-0j -2.83551e-18-0j -3.34128e-18-0j 1.71079e-18-0j -2.13041e-18-0j 2.64641e-18-0j -2.49432e-18-0j 1.32364e-18-0j -2.91598e-18-0j 3.29778e-19-0j -1.52528e-18-0j 
-1.83532e-05-0j -3.88933e-06-0j -3.68919e-05-0j -1.59374e-05-0j -3.29274e-05-0j 3.43379e-05-0j -2.87001e-05-0j 2.052e-05-0j -5.53328e-05-0j -4.4236e-05-0j 5.95736e-05-0j 1.94306e-05-0j -2.20889e-05-0j -8.44272e-05-0j -8.10247e-05-0j 1.75114e-05-0j 1.51681e-05-0j -4.51936e-05-0j 6.91557e-08-0j -3.55682e-05-0j 2.87405e-05-0j -1.72015e-05-0j 1.82568e-06-0j 4.99643e-06-0j 2.61314e-05-0j 4.37083e-05-0j -2.9802e-05-0j -0.000103303-0j -2.03963e-06-0j -2.45278e-05-0j 3.38453e-05-0j -1.7649e-05-0j 4.16683e-06-0j -7.45297e-06-0j 2.13614e-05-0j -3.11742e-05-0j -3.61815e-05-0j 2.83207e-05-0j -3.87031e-05-0j -9.6135e-06-0j 5.58706e-05-0j -5.03331e-05-0j 6.67357e-05-0j -2.5292e-05-0j 2.86829e-05-0j -4.28599e-05-0j -3.19313e-05-0j -3.76269e-05-0j 1.92656e-05-0j -2.39911e-05-0j 2.98019e-05-0j -2.80892e-05-0j 1.49058e-05-0j -3.28375e-05-0j 3.71371e-06-0j -1.71766e-05-0j 
-1.09635e-05-0j -2.32334e-06-0j -2.20378e-05-0j -9.52039e-06-0j -1.96696e-05-0j 2.05122e-05-0j -1.71444e-05-0j 1.22579e-05-0j -3.30537e-05-0j -2.64249e-05-0j 3.5587e-05-0j 1.16071e-05-0j -1.31951e-05-0j -5.04337e-05-0j -4.84011e-05-0j 1.04607e-05-0j 9.06084e-06-0j -2.6997e-05-0j 4.1311e-08-0j -2.12471e-05-0j 1.71685e-05-0j -1.02755e-05-0j 1.09059e-06-0j 2.98468e-06-0j 1.56099e-05-0j 2.61097e-05-0j -1.78026e-05-0j -6.17096e-05-0j -1.2184e-06-0j -1.4652e-05-0j 2.02179e-05-0j -1.05429e-05-0j 2.48911e-06-0j -4.45213e-06-0j 1.27605e-05-0j -1.86223e-05-0j -2.16135e-05-0j 1.69177e-05-0j -2.31198e-05-0j -5.74274e-06-0j 3.3375e-05-0j -3.00671e-05-0j 3.98654e-05-0j -1.51085e-05-0j 1.71341e-05-0j -2.56029e-05-0j -1.90746e-05-0j -2.24769e-05-0j 1.15085e-05-0j -1.43314e-05-0j 1.78025e-05-0j -1.67794e-05-0j 8.90419e-06-0j -1.96159e-05-0j 2.21843e-06-0j -1.02607e-05-0j 
3.46468e-18-0j 7.34218e-19-0j 6.96436e-18-0j 3.00862e-18-0j 6.21594e-18-0j -6.48223e-18-0j 5.41793e-18-0j -3.87372e-18-0j 1.04456e-17-0j 8.35076e-18-0j -1.12462e-17-0j -3.66806e-18-0j 4.16988e-18-0j 1.5938e-17-0j 1.52956e-17-0j -3.30576e-18-0j -2.86339e-18-0j 8.53153e-18-0j -1.3055e-20-0j 6.71447e-18-0j -5.42557e-18-0j 3.24725e-18-0j -3.44647e-19-0j -9.43214e-19-0j -4.93301e-18-0j -8.25114e-18-0j 5.62595e-18-0j 1.95013e-17-0j 3.85037e-19-0j 4.63029e-18-0j -6.38923e-18-0j 3.33174e-18-0j -7.86604e-19-0j 1.40695e-18-0j -4.03256e-18-0j 5.88498e-18-0j 6.83025e-18-0j -5.34631e-18-0j 7.30627e-18-0j 1.81481e-18-0j -1.05471e-17-0j 9.50176e-18-0j -1.25982e-17-0j 4.77456e-18-0j -5.41468e-18-0j 8.09099e-18-0j 6.02791e-18-0j 7.10311e-18-0j -3.63691e-18-0j 4.52897e-18-0j -5.62592e-18-0j 5.3026e-18-0j -2.81388e-18-0j 6.19898e-18-0j -7.01065e-19-0j 3.24255e-18-0j 
-1.07453e-05-0j -2.27708e-06-0j -2.15991e-05-0j -9.33085e-06-0j -1.9278e-05-0j 2.01038e-05-0j -1.6803e-05-0j 1.20139e-05-0j -3.23957e-05-0j -2.58988e-05-0j 3.48785e-05-0j 1.1376e-05-0j -1.29324e-05-0j -4.94296e-05-0j -4.74375e-05-0j 1.02524e-05-0j 8.88045e-06-0j -2.64595e-05-0j 4.04886e-08-0j -2.08241e-05-0j 1.68267e-05-0j -1.0071e-05-0j 1.06888e-06-0j 2.92526e-06-0j 1.52991e-05-0j 2.55899e-05-0j -1.74482e-05-0j -6.0481e-05-0j -1.19414e-06-0j -1.43603e-05-0j 1.98154e-05-0j -1.0333e-05-0j 2.43955e-06-0j -4.36349e-06-0j 1.25065e-05-0j -1.82515e-05-0j -2.11832e-05-0j 1.65809e-05-0j -2.26595e-05-0j -5.62841e-06-0j 3.27106e-05-0j -2.94685e-05-0j 3.90717e-05-0j -1.48077e-05-0j 1.67929e-05-0j -2.50932e-05-0j -1.86948e-05-0j -2.20294e-05-0j 1.12794e-05-0j -1.4046e-05-0j 1.74481e-05-0j -1.64453e-05-0j 8.72691e-06-0j -1.92254e-05-0j 2.17427e-06-0j -1.00564e-05-0j 
-1.80543e-18-0j -3.82598e-19-0j -3.6291e-18-0j -1.56778e-18-0j -3.2391e-18-0j 3.37786e-18-0j -2.82326e-18-0j 2.01858e-18-0j -5.44314e-18-0j -4.35154e-18-0j 5.86032e-18-0j 1.91141e-18-0j -2.17291e-18-0j -8.3052e-18-0j -7.97048e-18-0j 1.72262e-18-0j 1.4921e-18-0j -4.44574e-18-0j 6.80292e-21-0j -3.49888e-18-0j 2.82724e-18-0j -1.69213e-18-0j 1.79594e-19-0j 4.91504e-19-0j 2.57057e-18-0j 4.29963e-18-0j -2.93165e-18-0j -1.01621e-17-0j -2.00641e-19-0j -2.41283e-18-0j 3.3294e-18-0j -1.73615e-18-0j 4.09896e-19-0j -7.33157e-19-0j 2.10135e-18-0j -3.06664e-18-0j -3.55921e-18-0j 2.78594e-18-0j -3.80727e-18-0j -9.4569e-19-0j 5.49605e-18-0j -4.95132e-18-0j 6.56486e-18-0j -2.488e-18-0j 2.82156e-18-0j -4.21618e-18-0j -3.14112e-18-0j -3.7014e-18-0j 1.89518e-18-0j -2.36002e-18-0j 2.93164e-18-0j -2.76316e-18-0j 1.4663e-18-0j -3.23026e-18-0j 3.65322e-19-0j -1.68968e-18-0j 
-5.75694e-05-0j -1.21998e-05-0j -0.00011572-0j -4.99914e-05-0j -0.000103285-0j 0.000107709-0j -9.00249e-05-0j 6.43661e-05-0j -0.000173565-0j -0.000138757-0j 0.000186867-0j 6.09489e-05-0j -6.92872e-05-0j -0.000264827-0j -0.000254153-0j 5.49288e-05-0j 4.75783e-05-0j -0.000141761-0j 2.16924e-07-0j -0.000111568-0j 9.01517e-05-0j -5.39567e-05-0j 5.72669e-06-0j 1.56725e-05-0j 8.19674e-05-0j 0.000137102-0j -9.34812e-05-0j -0.000324036-0j -6.39781e-06-0j -7.69374e-05-0j 0.000106164-0j -5.53605e-05-0j 1.30703e-05-0j -2.33781e-05-0j 6.70054e-05-0j -9.77854e-05-0j -0.000113492-0j 8.88348e-05-0j -0.000121402-0j -3.01551e-05-0j 0.000175252-0j -0.000157882-0j 0.000209333-0j -7.93345e-05-0j 8.99707e-05-0j -0.000134441-0j -0.00010016-0j -0.000118026-0j 6.04312e-05-0j -7.52537e-05-0j 9.34808e-05-0j -8.81085e-05-0j 4.67558e-05-0j -0.000103003-0j 1.1649e-05-0j -5.38785e-05-0j 
-8.99621e-05-0j -1.90643e-05-0j -0.000180833-0j -7.81203e-05-0j -0.0001614-0j 0.000168314-0j -0.000140679-0j 0.000100583-0j -0.000271225-0j -0.000216832-0j 0.000292012-0j 9.52431e-05-0j -0.000108273-0j -0.000413837-0j -0.000397159-0j 8.58358e-05-0j 7.43494e-05-0j -0.000221526-0j 3.38981e-07-0j -0.000174345-0j 0.000140878-0j -8.43166e-05-0j 8.94895e-06-0j 2.4491e-05-0j 0.000128088-0j 0.000214245-0j -0.000146081-0j -0.000506362-0j -9.99768e-06-0j -0.000120228-0j 0.0001659-0j -8.65103e-05-0j 2.04246e-05-0j -3.65322e-05-0j 0.000104707-0j -0.000152807-0j -0.000177351-0j 0.00013882-0j -0.000189711-0j -4.71225e-05-0j 0.000273861-0j -0.000246718-0j 0.000327118-0j -0.000123974-0j 0.000140595-0j -0.000210087-0j -0.000156518-0j -0.000184436-0j 9.44342e-05-0j -0.000117597-0j 0.00014608-0j -0.000137685-0j 7.30639e-05-0j -0.00016096-0j 1.82035e-05-0j -8.41945e-05-0j 
-1.19736e-18-0j -2.53739e-19-0j -2.40682e-18-0j -1.03975e-18-0j -2.14818e-18-0j 2.2402e-18-0j -1.87239e-18-0j 1.33872e-18-0j -3.6099e-18-0j -2.88595e-18-0j 3.88657e-18-0j 1.26765e-18-0j -1.44108e-18-0j -5.50802e-18-0j -5.28604e-18-0j 1.14244e-18-0j 9.89563e-19-0j -2.94842e-18-0j 4.51171e-21-0j -2.32046e-18-0j 1.87503e-18-0j -1.12222e-18-0j 1.19107e-19-0j 3.25967e-19-0j 1.70481e-18-0j 2.85152e-18-0j -1.94428e-18-0j -6.7395e-18-0j -1.33065e-19-0j -1.60019e-18-0j 2.20806e-18-0j -1.15142e-18-0j 2.71844e-19-0j -4.86231e-19-0j 1.39362e-18-0j -2.0338e-18-0j -2.36048e-18-0j 1.84764e-18-0j -2.52499e-18-0j -6.27183e-19-0j 3.64499e-18-0j -3.28373e-18-0j 4.35383e-18-0j -1.65005e-18-0j 1.87127e-18-0j -2.79618e-18-0j -2.08319e-18-0j -2.45478e-18-0j 1.25688e-18-0j -1.56517e-18-0j 1.94427e-18-0j -1.83253e-18-0j 9.72455e-19-0j -2.14232e-18-0j 2.42282e-19-0j -1.1206e-18-0j 
