-0.0669592-0j -0.0141897-0j -0.134595-0j -0.0581453-0j -0.120131-0j 0.125277-0j -0.104708-0j 0.0748645-0j -0.201874-0j -0.161389-0j 0.217346-0j 0.0708899-0j -0.0805882-0j -0.308021-0j -0.295607-0j 0.063888-0j 0.0553386-0j -0.164882-0j 0.000252305-0j -0.129765-0j 0.104856-0j -0.0627572-0j 0.00666074-0j 0.0182288-0j 0.0953366-0j 0.159464-0j -0.108728-0j -0.376888-0j -0.00744132-0j -0.0894862-0j 0.12348-0j -0.06439-0j 0.0152021-0j -0.0271911-0j 0.0779342-0j -0.113735-0j -0.132003-0j 0.103324-0j -0.141203-0j -0.0350735-0j 0.203836-0j -0.183633-0j 0.243476-0j -0.0922743-0j 0.104645-0j -0.156368-0j -0.116497-0j -0.137277-0j 0.0702878-0j -0.087528-0j 0.108728-0j -0.102479-0j 0.0543818-0j -0.119803-0j 0.013549-0j -0.0626664-0j 
0.000229018-0j 4.85323e-05-0j 0.000460349-0j 0.000198872-0j 0.000410878-0j -0.00042848-0j 0.000358129-0j -0.000256056-0j 0.00069046-0j 0.000551992-0j -0.000743379-0j -0.000242462-0j 0.000275632-0j 0.00105351-0j 0.00101105-0j -0.000218513-0j -0.000189272-0j 0.000563941-0j -8.62948e-07-0j 0.000443831-0j -0.000358634-0j 0.000214646-0j -2.27815e-05-0j -6.23471e-05-0j -0.000326076-0j -0.000545406-0j 0.000371879-0j 0.00128905-0j 2.54512e-05-0j 0.000306066-0j -0.000422333-0j 0.00022023-0j -5.19951e-05-0j 9.30006e-05-0j -0.000266555-0j 0.000389002-0j 0.000451485-0j -0.000353395-0j 0.00048295-0j 0.00011996-0j -0.000697172-0j 0.000628073-0j -0.00083275-0j 0.000315602-0j -0.000357914-0j 0.00053482-0j 0.000398449-0j 0.000469521-0j -0.000240402-0j 0.000299368-0j -0.000371878-0j 0.000350506-0j -0.000186-0j 0.000409757-0j -4.63409e-05-0j 0.000214335-0j 
5.63958e-06-0j 1.19511e-06-0j 1.13361e-05-0j 4.89724e-06-0j 1.01179e-05-0j -1.05514e-05-0j 8.81897e-06-0j -6.3054e-06-0j 1.70027e-05-0j 1.35928e-05-0j -1.83058e-05-0j -5.97064e-06-0j 6.78747e-06-0j 2.59428e-05-0j 2.48972e-05-0j -5.38091e-06-0j -4.66084e-06-0j 1.38871e-05-0j -2.12502e-08-0j 1.09294e-05-0j -8.83139e-06-0j 5.28567e-06-0j -5.60995e-07-0j -1.5353e-06-0j -8.02965e-06-0j -1.34307e-05-0j 9.15756e-06-0j 3.1743e-05-0j 6.26738e-07-0j 7.5369e-06-0j -1.04e-05-0j 5.42319e-06-0j -1.28038e-06-0j 2.29015e-06-0j -6.56394e-06-0j 9.5792e-06-0j 1.11179e-05-0j -8.70239e-06-0j 1.18927e-05-0j 2.95404e-06-0j -1.71679e-05-0j 1.54664e-05-0j -2.05065e-05-0j 7.77172e-06-0j -8.81366e-06-0j 1.317e-05-0j 9.81185e-06-0j 1.1562e-05-0j -5.91993e-06-0j 7.37197e-06-0j -9.15752e-06-0j 8.63124e-06-0j -4.58026e-06-0j 1.00903e-05-0j -1.14115e-06-0j 5.27802e-06-0j 
3.65522e-17-0j 7.74598e-18-0j 7.34738e-17-0j 3.17408e-17-0j 6.5578e-17-0j -6.83874e-17-0j 5.71591e-17-0j -4.08677e-17-0j 1.10201e-16-0j 8.81004e-17-0j -1.18647e-16-0j -3.8698e-17-0j 4.39922e-17-0j 1.68145e-16-0j 1.61368e-16-0j -3.48757e-17-0j -3.02087e-17-0j 9.00075e-17-0j -1.3773e-19-0j 7.08375e-17-0j -5.72396e-17-0j 3.42584e-17-0j -3.63602e-18-0j -9.95088e-18-0j -5.20432e-17-0j -8.70493e-17-0j 5.93536e-17-0j 2.05739e-16-0j 4.06213e-18-0j 4.88495e-17-0j -6.74062e-17-0j 3.51498e-17-0j -8.29865e-18-0j 1.48433e-17-0j -4.25434e-17-0j 6.20864e-17-0j 7.2059e-17-0j -5.64035e-17-0j 7.7081e-17-0j 1.91462e-17-0j -1.11272e-16-0j 1.00243e-16-0j -1.32911e-16-0j 5.03715e-17-0j -5.71247e-17-0j 8.53597e-17-0j 6.35943e-17-0j 7.49377e-17-0j -3.83693e-17-0j 4.77805e-17-0j -5.93534e-17-0j 5.59423e-17-0j -2.96864e-17-0j 6.53991e-17-0j -7.39622e-18-0j 3.42089e-17-0j 
9.45175e-18-0j 2.00297e-18-0j 1.8999e-17-0j 8.2076e-18-0j 1.69573e-17-0j -1.76837e-17-0j 1.47803e-17-0j -1.05676e-17-0j 2.84959e-17-0j 2.27811e-17-0j -3.06799e-17-0j -1.00066e-17-0j 1.13756e-17-0j 4.34793e-17-0j 4.1727e-17-0j -9.01823e-18-0j -7.81142e-18-0j 2.32743e-17-0j -3.56146e-20-0j 1.83173e-17-0j -1.48011e-17-0j 8.85861e-18-0j -9.40209e-19-0j -2.57312e-18-0j -1.34574e-17-0j -2.25094e-17-0j 1.53478e-17-0j 5.32003e-17-0j 1.05039e-18-0j 1.26316e-17-0j -1.743e-17-0j 9.08909e-18-0j -2.14588e-18-0j 3.83821e-18-0j -1.10009e-17-0j 1.60544e-17-0j 1.86331e-17-0j -1.45849e-17-0j 1.99317e-17-0j 4.95086e-18-0j -2.87729e-17-0j 2.59211e-17-0j -3.43683e-17-0j 1.30251e-17-0j -1.47714e-17-0j 2.20725e-17-0j 1.64443e-17-0j 1.93775e-17-0j -9.9216e-18-0j 1.23552e-17-0j -1.53477e-17-0j 1.44657e-17-0j -7.67637e-18-0j 1.6911e-17-0j -1.91253e-18-0j 8.84579e-18-0j 
-8.91679e-05-0j -1.8896e-05-0j -0.000179237-0j -7.74306e-05-0j -0.000159975-0j 0.000166829-0j -0.000139437-0j 9.96952e-05-0j -0.00026883-0j -0.000214918-0j 0.000289434-0j 9.44023e-05-0j -0.000107317-0j -0.000410184-0j -0.000393653-0j 8.50781e-05-0j 7.3693e-05-0j -0.00021957-0j 3.35988e-07-0j -0.000172806-0j 0.000139634-0j -8.35723e-05-0j 8.86995e-06-0j 2.42748e-05-0j 0.000126957-0j 0.000212354-0j -0.000144791-0j -0.000501892-0j -9.90942e-06-0j -0.000119167-0j 0.000164435-0j -8.57466e-05-0j 2.02443e-05-0j -3.62097e-05-0j 0.000103783-0j -0.000151458-0j -0.000175785-0j 0.000137594-0j -0.000188036-0j -4.67065e-05-0j 0.000271444-0j -0.00024454-0j 0.000324231-0j -0.000122879-0j 0.000139354-0j -0.000208232-0j -0.000155136-0j -0.000182808-0j 9.36005e-05-0j -0.000116559-0j 0.00014479-0j -0.000136469-0j 7.24189e-05-0j -0.000159539-0j 1.80428e-05-0j -8.34513e-05-0j 
-0.00026535-0j -5.62317e-05-0j -0.000533381-0j -0.000230422-0j -0.000476062-0j 0.000496456-0j -0.000414945-0j 0.000296678-0j -0.000799998-0j -0.000639562-0j 0.000861312-0j 0.000280927-0j -0.00031936-0j -0.00122064-0j -0.00117145-0j 0.000253179-0j 0.000219299-0j -0.000653407-0j 9.9985e-07-0j -0.000514243-0j 0.000415529-0j -0.000248698-0j 2.63956e-05-0j 7.22381e-05-0j 0.000377806-0j 0.000631932-0j -0.000430876-0j -0.00149355-0j -2.94889e-05-0j -0.000354622-0j 0.000489334-0j -0.000255169-0j 6.02439e-05-0j -0.000107755-0j 0.000308843-0j -0.000450715-0j -0.00052311-0j 0.000409459-0j -0.000559567-0j -0.000138991-0j 0.000807775-0j -0.000727714-0j 0.000964861-0j -0.00036567-0j 0.000414695-0j -0.000619667-0j -0.000461661-0j -0.000544008-0j 0.000278541-0j -0.000346861-0j 0.000430874-0j -0.000406112-0j 0.000215508-0j -0.000474763-0j 5.36926e-05-0j -0.000248338-0j 
3.49514e-17-0j 7.40674e-18-0j 7.0256e-17-0j 3.03507e-17-0j 6.2706e-17-0j -6.53923e-17-0j 5.46558e-17-0j -3.90778e-17-0j 1.05374e-16-0j 8.4242e-17-0j -1.1345e-16-0j -3.70032e-17-0j 4.20655e-17-0j 1.60781e-16-0j 1.54301e-16-0j -3.33483e-17-0j -2.88857e-17-0j 8.60655e-17-0j -1.31698e-19-0j 6.77351e-17-0j -5.47328e-17-0j 3.27581e-17-0j -3.47678e-18-0j -9.51508e-18-0j -4.97639e-17-0j -8.32369e-17-0j 5.67542e-17-0j 1.96728e-16-0j 3.88423e-18-0j 4.67101e-17-0j -6.44542e-17-0j 3.36104e-17-0j -7.93521e-18-0j 1.41932e-17-0j -4.06802e-17-0j 5.93673e-17-0j 6.89031e-17-0j -5.39332e-17-0j 7.37052e-17-0j 1.83077e-17-0j -1.06399e-16-0j 9.58531e-17-0j -1.2709e-16-0j 4.81654e-17-0j -5.46229e-17-0j 8.16214e-17-0j 6.08092e-17-0j 7.16557e-17-0j -3.66889e-17-0j 4.56879e-17-0j -5.67539e-17-0j 5.34923e-17-0j -2.83863e-17-0j 6.25349e-17-0j -7.0723e-18-0j 3.27107e-17-0j 
-0.00020642-0j -4.37435e-05-0j -0.000414925-0j -0.000179249-0j -0.000370336-0j 0.000386201-0j -0.000322792-0j 0.00023079-0j -0.000622331-0j -0.000497525-0j 0.000670028-0j 0.000218537-0j -0.000248435-0j -0.000949558-0j -0.000911289-0j 0.000196952-0j 0.000170596-0j -0.000508295-0j 7.77798e-07-0j -0.000400037-0j 0.000323246-0j -0.000193466-0j 2.05335e-05-0j 5.61952e-05-0j 0.000293901-0j 0.00049159-0j -0.000335185-0j -0.00116186-0j -2.29399e-05-0j -0.000275866-0j 0.00038066-0j -0.0001985-0j 4.68646e-05-0j -8.3824e-05-0j 0.000240253-0j -0.000350618-0j -0.000406935-0j 0.000318525-0j -0.000435296-0j -0.000108124-0j 0.00062838-0j -0.0005661-0j 0.00075058-0j -0.00028446-0j 0.000322598-0j -0.000482048-0j -0.000359133-0j -0.000423192-0j 0.000216681-0j -0.000269829-0j 0.000335183-0j -0.00031592-0j 0.000167647-0j -0.000369325-0j 4.17683e-05-0j -0.000193186-0j 
-7.22412e-17-0j -1.5309e-17-0j -1.45212e-16-0j -6.2732e-17-0j -1.29607e-16-0j 1.35159e-16-0j -1.12968e-16-0j 8.07701e-17-0j -2.17798e-16-0j -1.7412e-16-0j 2.34491e-16-0j 7.64819e-17-0j -8.69453e-17-0j -3.32319e-16-0j -3.18926e-16-0j 6.89277e-17-0j 5.97039e-17-0j -1.77889e-16-0j 2.72208e-19-0j -1.40002e-16-0j 1.13127e-16-0j -6.77078e-17-0j 7.18617e-18-0j 1.96667e-17-0j 1.02857e-16-0j 1.72043e-16-0j -1.17305e-16-0j -4.06618e-16-0j -8.02831e-18-0j -9.65452e-17-0j 1.3322e-16-0j -6.94693e-17-0j 1.64013e-17-0j -2.93361e-17-0j 8.4082e-17-0j -1.22706e-16-0j -1.42416e-16-0j 1.11475e-16-0j -1.52341e-16-0j -3.78402e-17-0j 2.19915e-16-0j -1.98119e-16-0j 2.62682e-16-0j -9.95532e-17-0j 1.129e-16-0j -1.68703e-16-0j -1.25687e-16-0j -1.48105e-16-0j 7.58324e-17-0j -9.44325e-17-0j 1.17305e-16-0j -1.10563e-16-0j 5.86717e-17-0j -1.29254e-16-0j 1.46177e-17-0j -6.76097e-17-0j 
-0.000118629-0j -2.51393e-05-0j -0.000238457-0j -0.000103014-0j -0.000212831-0j 0.000221949-0j -0.000185508-0j 0.000132635-0j -0.000357652-0j -0.000285927-0j 0.000385064-0j 0.000125593-0j -0.000142775-0j -0.000545709-0j -0.000523716-0j 0.000113188-0j 9.80413e-05-0j -0.000292116-0j 4.46999e-07-0j -0.000229901-0j 0.000185769-0j -0.000111185-0j 1.18006e-05-0j 3.22952e-05-0j 0.000168904-0j 0.000282516-0j -0.00019263-0j -0.000667718-0j -1.31835e-05-0j -0.000158539-0j 0.000218765-0j -0.000114077-0j 2.6933e-05-0j -4.81735e-05-0j 0.000138073-0j -0.000201499-0j -0.000233865-0j 0.000183056-0j -0.000250164-0j -6.21384e-05-0j 0.000361129-0j -0.000325336-0j 0.000431357-0j -0.000163479-0j 0.000185396-0j -0.000277032-0j -0.000206393-0j -0.000243208-0j 0.000124526-0j -0.00015507-0j 0.000192629-0j -0.000181559-0j 9.63463e-05-0j -0.000212251-0j 2.40042e-05-0j -0.000111024-0j 
7.89284e-06-0j 1.67261e-06-0j 1.58654e-05-0j 6.8539e-06-0j 1.41605e-05-0j -1.47671e-05-0j 1.23425e-05-0j -8.82468e-06-0j 2.3796e-05-0j 1.90238e-05-0j -2.56197e-05-0j -8.35618e-06-0j 9.49937e-06-0j 3.63081e-05-0j 3.48448e-05-0j -7.53083e-06-0j -6.52306e-06-0j 1.94356e-05-0j -2.97406e-08-0j 1.52962e-05-0j -1.23599e-05-0j 7.39754e-06-0j -7.85138e-07-0j -2.14873e-06-0j -1.12378e-05-0j -1.87968e-05-0j 1.28164e-05-0j 4.44258e-05-0j 8.77148e-07-0j 1.05482e-05-0j -1.45552e-05-0j 7.59e-06-0j -1.79196e-06-0j 3.20517e-06-0j -9.18653e-06-0j 1.34065e-05-0j 1.55599e-05-0j -1.21794e-05-0j 1.66443e-05-0j 4.1343e-06-0j -2.40273e-05-0j 2.16459e-05-0j -2.86998e-05-0j 1.08769e-05-0j -1.23351e-05-0j 1.8432e-05-0j 1.37321e-05-0j 1.61815e-05-0j -8.28521e-06-0j 1.03174e-05-0j -1.28164e-05-0j 1.20798e-05-0j -6.41028e-06-0j 1.41218e-05-0j -1.59709e-06-0j 7.38683e-06-0j 
6.74761e-18-0j 1.42992e-18-0j 1.35634e-17-0j 5.85941e-18-0j 1.21058e-17-0j -1.26244e-17-0j 1.05517e-17-0j -7.54424e-18-0j 2.03432e-17-0j 1.62635e-17-0j -2.19024e-17-0j -7.14371e-18-0j 8.12103e-18-0j 3.10399e-17-0j 2.97889e-17-0j -6.43812e-18-0j -5.57658e-18-0j 1.66155e-17-0j -2.54253e-20-0j 1.30767e-17-0j -1.05665e-17-0j 6.32417e-18-0j -6.71216e-19-0j -1.83695e-18-0j -9.60726e-18-0j -1.60695e-17-0j 1.09568e-17-0j 3.79797e-17-0j 7.49876e-19-0j 9.0177e-18-0j -1.24433e-17-0j 6.48871e-18-0j -1.53195e-18-0j 2.7401e-18-0j -7.85358e-18-0j 1.14613e-17-0j 1.33022e-17-0j -1.04122e-17-0j 1.42293e-17-0j 3.53442e-18-0j -2.0541e-17-0j 1.85051e-17-0j -2.45355e-17-0j 9.29866e-18-0j -1.05453e-17-0j 1.57576e-17-0j 1.17396e-17-0j 1.38336e-17-0j -7.08304e-18-0j 8.82036e-18-0j -1.09567e-17-0j 1.0327e-17-0j -5.48016e-18-0j 1.20728e-17-0j -1.36535e-18-0j 6.31501e-18-0j 
-8.00517e-05-0j -1.69642e-05-0j -0.000160912-0j -6.95144e-05-0j -0.00014362-0j 0.000149773-0j -0.000125182-0j 8.95027e-05-0j -0.000241346-0j -0.000192945-0j 0.000259844-0j 8.4751e-05-0j -9.63457e-05-0j -0.000368248-0j -0.000353407-0j 7.638e-05-0j 6.6159e-05-0j -0.000197122-0j 3.01638e-07-0j -0.000155139-0j 0.000125358-0j -7.50282e-05-0j 7.96312e-06-0j 2.17931e-05-0j 0.000113978-0j 0.000190643-0j -0.000129988-0j -0.000450581-0j -8.89632e-06-0j -0.000106983-0j 0.000147624-0j -7.69802e-05-0j 1.81746e-05-0j -3.25078e-05-0j 9.31727e-05-0j -0.000135973-0j -0.000157814-0j 0.000123527-0j -0.000168812-0j -4.19314e-05-0j 0.000243692-0j -0.000219539-0j 0.000291083-0j -0.000110317-0j 0.000125107-0j -0.000186943-0j -0.000139276-0j -0.000164118-0j 8.40312e-05-0j -0.000104642-0j 0.000129988-0j -0.000122517-0j 6.50151e-05-0j -0.000143228-0j 1.61982e-05-0j -7.49196e-05-0j 
-7.74291e-18-0j -1.64084e-18-0j -1.55641e-17-0j -6.7237e-18-0j -1.38915e-17-0j 1.44866e-17-0j -1.21081e-17-0j 8.65705e-18-0j -2.33439e-17-0j -1.86624e-17-0j 2.51331e-17-0j 8.19744e-18-0j -9.31892e-18-0j -3.56184e-17-0j -3.41829e-17-0j 7.38777e-18-0j 6.39915e-18-0j -1.90664e-17-0j 2.91756e-20-0j -1.50056e-17-0j 1.21251e-17-0j -7.25701e-18-0j 7.70223e-19-0j 2.10791e-18-0j 1.10244e-17-0j 1.84398e-17-0j -1.25729e-17-0j -4.35819e-17-0j -8.60486e-19-0j -1.03478e-17-0j 1.42787e-17-0j -7.44582e-18-0j 1.75791e-18-0j -3.14428e-18-0j 9.01202e-18-0j -1.31518e-17-0j -1.52643e-17-0j 1.1948e-17-0j -1.63282e-17-0j -4.05577e-18-0j 2.35708e-17-0j -2.12347e-17-0j 2.81546e-17-0j -1.06702e-17-0j 1.21008e-17-0j -1.80819e-17-0j -1.34713e-17-0j -1.58741e-17-0j 8.12782e-18-0j -1.01214e-17-0j 1.25729e-17-0j -1.18503e-17-0j 6.28851e-18-0j -1.38536e-17-0j 1.56675e-18-0j -7.2465e-18-0j 
2.73514e-17-0j 5.79619e-18-0j 5.49792e-17-0j 2.37511e-17-0j 4.90709e-17-0j -5.11731e-17-0j 4.27712e-17-0j -3.05806e-17-0j 8.24612e-17-0j 6.5924e-17-0j -8.87813e-17-0j -2.8957e-17-0j 3.29186e-17-0j 1.2582e-16-0j 1.20749e-16-0j -2.60969e-17-0j -2.26047e-17-0j 6.7351e-17-0j -1.03061e-19-0j 5.30065e-17-0j -4.28314e-17-0j 2.5635e-17-0j -2.72077e-18-0j -7.44607e-18-0j -3.8943e-17-0j -6.51375e-17-0j 4.44133e-17-0j 1.53951e-16-0j 3.03962e-18-0j 3.65532e-17-0j -5.04389e-17-0j 2.6302e-17-0j -6.20974e-18-0j 1.1107e-17-0j -3.18345e-17-0j 4.64582e-17-0j 5.39205e-17-0j -4.22058e-17-0j 5.76784e-17-0j 1.43268e-17-0j -8.32628e-17-0j 7.50104e-17-0j -9.94548e-17-0j 3.76921e-17-0j -4.27454e-17-0j 6.38732e-17-0j 4.75865e-17-0j 5.60746e-17-0j -2.87111e-17-0j 3.57533e-17-0j -4.44131e-17-0j 4.18607e-17-0j -2.22138e-17-0j 4.8937e-17-0j -5.53446e-18-0j 2.55979e-17-0j 
-4.67327e-05-0j -9.90338e-06-0j -9.39377e-05-0j -4.05812e-05-0j -8.38427e-05-0j 8.74345e-05-0j -7.30789e-05-0j 5.225e-05-0j -0.000140894-0j -0.000112638-0j 0.000151692-0j 4.94761e-05-0j -5.62448e-05-0j -0.000214977-0j -0.000206313-0j 4.45892e-05-0j 3.86224e-05-0j -0.000115076-0j 1.76091e-07-0j -9.0567e-05-0j 7.31819e-05-0j -4.38001e-05-0j 4.64872e-06-0j 1.27224e-05-0j 6.65382e-05-0j 0.000111294-0j -7.58847e-05-0j -0.000263041-0j -5.19351e-06-0j -6.2455e-05-0j 8.61801e-05-0j -4.49396e-05-0j 1.061e-05-0j -1.89775e-05-0j 5.43925e-05-0j -7.93787e-05-0j -9.21288e-05-0j 7.21129e-05-0j -9.85495e-05-0j -2.44788e-05-0j 0.000142263-0j -0.000128163-0j 0.000169929-0j -6.44008e-05-0j 7.3035e-05-0j -0.000109134-0j -8.13065e-05-0j -9.58092e-05-0j 4.90559e-05-0j -6.10883e-05-0j 7.58844e-05-0j -7.15233e-05-0j 3.79546e-05-0j -8.3614e-05-0j 9.4562e-06-0j -4.37366e-05-0j 
-9.71687e-05-0j -2.05915e-05-0j -0.000195319-0j -8.43782e-05-0j -0.000174329-0j 0.000181798-0j -0.000151949-0j 0.000108641-0j -0.000292952-0j -0.000234202-0j 0.000315404-0j 0.000102873-0j -0.000116947-0j -0.000446988-0j -0.000428974-0j 9.27118e-05-0j 8.03053e-05-0j -0.000239271-0j 3.66135e-07-0j -0.000188311-0j 0.000152163-0j -9.10709e-05-0j 9.66582e-06-0j 2.64529e-05-0j 0.000138349-0j 0.000231407-0j -0.000157783-0j -0.000546925-0j -1.07986e-05-0j -0.000129859-0j 0.000179189-0j -9.34404e-05-0j 2.20607e-05-0j -3.94587e-05-0j 0.000113095-0j -0.000165047-0j -0.000191558-0j 0.00014994-0j -0.000204908-0j -5.08973e-05-0j 0.000295799-0j -0.000266482-0j 0.000353323-0j -0.000133905-0j 0.000151857-0j -0.000226916-0j -0.000169056-0j -0.000199211-0j 0.000101999-0j -0.000127017-0j 0.000157782-0j -0.000148714-0j 7.89169e-05-0j -0.000173854-0j 1.96617e-05-0j -9.09391e-05-0j 
4.45331e-17-0j 9.43725e-18-0j 8.95162e-17-0j 3.86712e-17-0j 7.98964e-17-0j -8.33191e-17-0j 6.96392e-17-0j -4.97907e-17-0j 1.34262e-16-0j 1.07336e-16-0j -1.44552e-16-0j -4.71473e-17-0j 5.35975e-17-0j 2.04858e-16-0j 1.96602e-16-0j -4.24905e-17-0j -3.68045e-17-0j 1.0966e-16-0j -1.67803e-19-0j 8.63042e-17-0j -6.97373e-17-0j 4.17385e-17-0j -4.42992e-18-0j -1.21236e-17-0j -6.34063e-17-0j -1.06056e-16-0j 7.23129e-17-0j 2.5066e-16-0j 4.94906e-18-0j 5.95153e-17-0j -8.21238e-17-0j 4.28244e-17-0j -1.01106e-17-0j 1.80842e-17-0j -5.18324e-17-0j 7.56425e-17-0j 8.77924e-17-0j -6.87187e-17-0j 9.3911e-17-0j 2.33266e-17-0j -1.35567e-16-0j 1.22131e-16-0j -1.6193e-16-0j 6.13696e-17-0j -6.95974e-17-0j 1.03997e-16-0j 7.74795e-17-0j 9.12996e-17-0j -4.67469e-17-0j 5.8213e-17-0j -7.23126e-17-0j 6.81568e-17-0j -3.61682e-17-0j 7.96784e-17-0j -9.01112e-18-0j 4.1678e-17-0j 
1.55058e-17-0j 3.28591e-18-0j 3.11682e-17-0j 1.34647e-17-0j 2.78187e-17-0j -2.90105e-17-0j 2.42473e-17-0j -1.73364e-17-0j 4.6748e-17-0j 3.73729e-17-0j -5.03308e-17-0j -1.6416e-17-0j 1.86618e-17-0j 7.13285e-17-0j 6.84538e-17-0j -1.47946e-17-0j -1.28148e-17-0j 3.81819e-17-0j -5.84263e-20-0j 3.00498e-17-0j -2.42815e-17-0j 1.45327e-17-0j -1.54243e-18-0j -4.22124e-18-0j -2.20771e-17-0j -3.6927e-17-0j 2.51783e-17-0j 8.7276e-17-0j 1.72319e-18-0j 2.07223e-17-0j -2.85943e-17-0j 1.49108e-17-0j -3.52035e-18-0j 6.29665e-18-0j -1.80472e-17-0j 2.63376e-17-0j 3.0568e-17-0j -2.39268e-17-0j 3.26984e-17-0j 8.12198e-18-0j -4.72024e-17-0j 4.2524e-17-0j -5.63817e-17-0j 2.1368e-17-0j -2.42327e-17-0j 3.62103e-17-0j 2.69772e-17-0j 3.17891e-17-0j -1.62766e-17-0j 2.02689e-17-0j -2.51782e-17-0j 2.37312e-17-0j -1.25932e-17-0j 2.77428e-17-0j -3.13753e-18-0j 1.45117e-17-0j 
-4.73823e-05-0j -1.0041e-05-0j -9.52433e-05-0j -4.11453e-05-0j -8.5008e-05-0j 8.86498e-05-0j -7.40946e-05-0j 5.29763e-05-0j -0.000142852-0j -0.000114203-0j 0.0001538-0j 5.01637e-05-0j -5.70266e-05-0j -0.000217965-0j -0.00020918-0j 4.5209e-05-0j 3.91592e-05-0j -0.000116676-0j 1.78538e-07-0j -9.18258e-05-0j 7.4199e-05-0j -4.44088e-05-0j 4.71333e-06-0j 1.28992e-05-0j 6.7463e-05-0j 0.000112841-0j -7.69394e-05-0j -0.000266697-0j -5.26569e-06-0j -6.3323e-05-0j 8.7378e-05-0j -4.55643e-05-0j 1.07575e-05-0j -1.92412e-05-0j 5.51485e-05-0j -8.0482e-05-0j -9.34093e-05-0j 7.31152e-05-0j -9.99192e-05-0j -2.4819e-05-0j 0.00014424-0j -0.000129944-0j 0.000172291-0j -6.5296e-05-0j 7.40501e-05-0j -0.000110651-0j -8.24366e-05-0j -9.71409e-05-0j 4.97377e-05-0j -6.19373e-05-0j 7.69391e-05-0j -7.25174e-05-0j 3.84822e-05-0j -8.47761e-05-0j 9.58763e-06-0j -4.43445e-05-0j 
-4.42922e-17-0j -9.3862e-18-0j -8.9032e-17-0j -3.8462e-17-0j -7.94642e-17-0j 8.28684e-17-0j -6.92625e-17-0j 4.95214e-17-0j -1.33536e-16-0j -1.06756e-16-0j 1.4377e-16-0j 4.68923e-17-0j -5.33076e-17-0j -2.0375e-16-0j -1.95538e-16-0j 4.22607e-17-0j 3.66054e-17-0j -1.09067e-16-0j 1.66895e-19-0j -8.58374e-17-0j 6.93601e-17-0j -4.15127e-17-0j 4.40595e-18-0j 1.2058e-17-0j 6.30634e-17-0j 1.05482e-16-0j -7.19218e-17-0j -2.49304e-16-0j -4.92229e-18-0j -5.91934e-17-0j 8.16796e-17-0j -4.25928e-17-0j 1.00559e-17-0j -1.79864e-17-0j 5.1552e-17-0j -7.52333e-17-0j -8.73175e-17-0j 6.83469e-17-0j -9.3403e-17-0j -2.32004e-17-0j 1.34834e-16-0j -1.2147e-16-0j 1.61055e-16-0j -6.10377e-17-0j 6.92209e-17-0j -1.03435e-16-0j -7.70604e-17-0j -9.08058e-17-0j 4.6494e-17-0j -5.78981e-17-0j 7.19215e-17-0j -6.77881e-17-0j 3.59725e-17-0j -7.92474e-17-0j 8.96237e-18-0j -4.14526e-17-0j 
0.000130505-0j 2.76559e-05-0j 0.000262328-0j 0.000113326-0j 0.000234137-0j -0.000244167-0j 0.000204078-0j -0.000145912-0j 0.000393456-0j 0.00031455-0j -0.000423611-0j -0.000138166-0j 0.000157068-0j 0.000600338-0j 0.000576143-0j -0.000124519-0j -0.000107856-0j 0.000321359-0j -4.91747e-07-0j 0.000252915-0j -0.000204366-0j 0.000122315-0j -1.29819e-05-0j -3.55282e-05-0j -0.000185813-0j -0.000310797-0j 0.000211914-0j 0.000734561-0j 1.45033e-05-0j 0.00017441-0j -0.000240664-0j 0.000125497-0j -2.96292e-05-0j 5.2996e-05-0j -0.000151895-0j 0.000221671-0j 0.000257276-0j -0.000201381-0j 0.000275207-0j 6.83588e-05-0j -0.00039728-0j 0.000357905-0j -0.000474538-0j 0.000179844-0j -0.000203956-0j 0.000304765-0j 0.000227054-0j 0.000267554-0j -0.000136992-0j 0.000170594-0j -0.000211913-0j 0.000199734-0j -0.000105991-0j 0.000233498-0j -2.64071e-05-0j 0.000122138-0j 
5.74949e-05-0j 1.21841e-05-0j 0.000115571-0j 4.99268e-05-0j 0.000103151-0j -0.00010757-0j 8.99085e-05-0j -6.42829e-05-0j 0.00017334-0j 0.000138578-0j -0.000186626-0j -6.08701e-05-0j 6.91976e-05-0j 0.000264484-0j 0.000253825-0j -5.48578e-05-0j -4.75168e-05-0j 0.000141577-0j -2.16643e-07-0j 0.000111424-0j -9.00351e-05-0j 5.38869e-05-0j -5.71929e-06-0j -1.56523e-05-0j -8.18614e-05-0j -0.000136924-0j 9.33604e-05-0j 0.000323617-0j 6.38953e-06-0j 7.68379e-05-0j -0.000106027-0j 5.52889e-05-0j -1.30534e-05-0j 2.33478e-05-0j -6.69187e-05-0j 9.7659e-05-0j 0.000113345-0j -8.872e-05-0j 0.000121245-0j 3.01161e-05-0j -0.000175025-0j 0.000157678-0j -0.000209062-0j 7.92319e-05-0j -8.98544e-05-0j 0.000134267-0j 0.000100031-0j 0.000117873-0j -6.03531e-05-0j 7.51565e-05-0j -9.336e-05-0j 8.79946e-05-0j -4.66953e-05-0j 0.00010287-0j -1.16339e-05-0j 5.38089e-05-0j 
