1.04769-6.45275e-14j -0.374295-3.08916e-14j -0.503032-4.29325e-15j 0.000302542+3.37138e-15j 0.101259+3.34608e-16j 0.147911+1.10787e-15j -0.0969584+2.14548e-17j -0.0738962-1.20684e-15j 0.108497+9.11928e-16j -0.0575744+3.94908e-17j 0.00401247+4.84474e-16j -0.0459957-7.16736e-16j 0.000486198-1.63432e-16j -0.00893453+3.97327e-16j 0.0620654+7.7533e-16j 0.0329806+3.04655e-16j 0.0316117+1.89796e-16j -0.00298755-8.51803e-17j 0.0413277+1.75865e-16j 0.00249171+9.90299e-17j 0.031875+8.73974e-18j -0.0282854-9.28999e-16j -0.014804-3.4237e-17j -0.00382871-4.07533e-17j 0.022966+1.54009e-16j -0.0175679-8.00763e-16j 0.0151538+2.834e-16j -0.032014-9.15849e-17j 0.0192598+3.77066e-16j -0.00943288+8.2557e-17j -0.0219441-1.17127e-15j -0.00267273+2.50765e-16j 0.00268654-3.01064e-16j -0.00404669-3.5636e-17j -0.0100763-6.94205e-15j -0.0195999-1.43569e-16j -0.0102577-3.01779e-16j 0.0340844+8.57223e-16j -0.00965283-6.09366e-16j -0.00506182+2.21897e-15j 0.0212167+3.80357e-15j 0.00962529-1.63399e-16j 0.0122261+4.97595e-16j -0.0210786-2.3227e-16j 0.002918+3.99059e-16j 0.0311421+3.79315e-16j -0.0202355-3.83543e-16j 0.000211387-8.94981e-17j 0.0385032-3.86676e-15j 0.00994971-1.49968e-16j 0.00619349-1.97726e-16j 0.0382684+1.21234e-16j 0.0312499+1.07395e-16j 0.000776081-5.58582e-17j 0.0514523+2.43325e-15j 0.0128854+9.11236e-15j -0.00520481-2.98131e-17j 0.0749369+5.19467e-16j 0.00173196+2.4452e-16j -0.0179031-7.4685e-17j -0.0625246+3.60032e-17j -0.000605282-1.66614e-16j -0.0273072-2.2089e-16j -0.00612497-1.78998e-16j -0.0902749-6.62641e-16j 0.0103829-6.28097e-16j -0.0815593-5.14817e-16j 0.0328175+3.2301e-16j -0.0437431+1.97398e-16j -0.125136-1.51701e-15j 0.152488+2.65442e-15j 0.100726-2.20746e-15j 
0.0668464-9.64187e-15j 0.0582027-4.99657e-15j -0.131836+1.42742e-15j 0.0194344-6.98888e-16j -0.0258731+4.15592e-16j 0.0576249-2.60008e-15j -0.0724472+5.8239e-16j -0.0266054+1.02556e-15j 0.0287137-4.79709e-16j 0.136813-1.10189e-15j -0.00590129-2.46129e-17j -0.0263989+1.58112e-15j 0.0151818-8.00204e-16j 0.0390132-1.39509e-16j 0.0185334-1.48811e-15j -0.0201601+1.99294e-16j 0.0217465-4.46612e-16j -0.0264057-1.79274e-16j 0.0848676-1.53351e-15j 0.00295677-1.00406e-15j -0.0711787-4.52864e-16j -0.0483728-1.00439e-15j 0.0589821-6.31795e-16j 0.0339041-1.24348e-15j -0.00875161+5.0032e-16j -0.0453436+1.13578e-15j -0.0615888+4.08687e-16j 0.0521667-1.40927e-15j -0.0155203-5.88672e-16j 0.000476561+6.75594e-16j -0.0965176-3.405e-15j 0.0364626+6.54733e-16j -0.0318499+4.85072e-17j -0.0468706+9.9297e-16j 0.0696493+4.8729e-14j -0.049257-4.02096e-16j -0.0146644+7.29731e-16j -0.0032792+1.44057e-16j 0.0104845-9.96585e-17j 0.0688955+8.13919e-15j 0.0231259+1.15045e-14j 0.0565194-9.53266e-16j 0.00533034-2.99591e-16j -0.0555598+1.26571e-15j -0.0216549+4.67145e-15j 0.010826+1.16094e-16j 0.00358553+1.10531e-15j 0.00629426-4.81181e-17j 0.00815901-1.25028e-15j 0.0887379-1.41862e-15j -0.0611049+3.71116e-16j -0.00339678-1.40189e-16j 0.0675858-1.33665e-15j -0.0608288-7.09222e-15j 0.0353712+2.36475e-15j -0.122849-8.56651e-14j -0.0628519+1.21453e-15j -0.0100264+6.9151e-16j -0.14887+1.69959e-15j -0.00442479-6.53436e-16j -0.0739345+5.49536e-16j 0.105674-1.7424e-18j 0.219043-3.55093e-15j 0.0283121-1.22735e-15j 0.00516375-1.49838e-15j -0.0917027+1.1621e-15j -0.0230953-4.59649e-16j -0.172337+4.08284e-15j -0.00391551-1.84279e-15j 0.0353723-1.18949e-15j -0.170308+6.26226e-15j 0.100241-1.41211e-14j 
0.104573-8.93725e-15j 0.00245718-4.52721e-15j -0.0603876-4.59177e-17j 0.0343388-5.4552e-16j -0.061522-4.46682e-16j 0.0846943-4.67337e-16j -0.00365046+6.55738e-17j -0.0124416+3.24119e-16j 0.031997-1.91322e-16j -0.0567242-5.13812e-16j 0.126699-6.61078e-16j -0.0945229-7.61171e-16j 0.0642151+1.19575e-16j 0.0163963+5.3925e-17j 0.16213-5.26064e-16j 0.0324731+4.34163e-16j 0.00678891-1.2033e-16j -0.0283428+5.81432e-16j -0.0101782+7.622e-18j -0.000658907+2.21818e-16j -0.00927824+3.70166e-16j -0.0390057-3.32949e-16j -0.028986+3.51504e-16j 0.0387566-7.66629e-16j 0.0141514+5.96829e-16j -0.0604296-2.56212e-15j 0.138166+1.49954e-15j -0.0269094+4.46713e-16j 0.00485039+7.98019e-17j -0.0153795+4.77548e-16j 0.0229241+8.70105e-16j 0.0668389-5.10983e-17j -0.0487021+4.45217e-16j -0.0209922+5.65649e-16j 0.0322693+2.19121e-14j -0.0106858-2.13693e-16j -0.0392844-2.28189e-17j 0.0757804+1.52359e-15j -0.0520078-9.14355e-16j -0.111033+3.2649e-15j 0.095912+6.06542e-15j -0.0489848-5.69115e-16j 0.046397+6.64223e-16j 0.0281612-1.5686e-15j 0.0491648-7.41733e-15j 0.0155651-5.19674e-16j -0.00798728+6.01598e-16j 0.0505182+6.88592e-16j 0.03584-3.31386e-15j -0.0417739-2.48985e-16j 0.0260619-7.53807e-17j 0.0786183-4.67948e-16j 0.0330571-4.74411e-16j -0.0210545-1.60731e-15j -0.00387988-2.31642e-16j -0.00545395-2.7085e-15j 0.047102+3.25911e-16j -0.159286+1.76669e-15j 0.155855-3.46648e-16j 0.0882159-9.9126e-16j 0.140438-4.21853e-16j -0.0292517-1.50249e-15j -0.106334-4.91511e-16j 0.00302806-4.64133e-16j 0.273592-9.10725e-16j -0.141803+8.41549e-16j 0.0249413-3.33444e-16j -0.0230677-7.5868e-17j 0.303697+1.59648e-16j -0.232996-5.69824e-16j 0.0847943+1.78901e-15j 0.0691028-2.91746e-15j 
0.0262335-2.95085e-15j 0.0182642-1.66118e-15j -0.0764585-1.23112e-16j -0.0207609-6.01138e-17j 0.0411662-5.25881e-16j 0.0786382-3.94775e-16j -0.184124+4.58913e-16j -0.0521091+2.40029e-16j 0.0888548-7.57165e-18j 0.054414-6.12475e-16j -0.0862459+4.1152e-16j -0.119693-4.15198e-16j -0.074335+2.89706e-16j -0.0707914+6.18307e-16j 0.0324759-1.93578e-16j -0.0401816+5.01868e-16j 0.0044692+8.93589e-17j 0.0108676-4.64445e-16j 0.0699621-6.33932e-16j 0.0396172+4.34062e-16j 0.0245787+1.55623e-16j 0.0140417+1.02192e-15j 0.00729322-2.38666e-16j 0.0328328-8.09302e-16j 0.0235674+4.81922e-16j -0.07284-1.03107e-15j 0.0204561+7.35772e-16j -0.0191509-1.08677e-15j -0.012263-1.33113e-15j -0.161307+1.76461e-15j -0.0133008-5.18694e-16j -0.00495901-9.46278e-16j -0.0270346-6.99201e-16j -0.00410106-5.95642e-17j -0.0501872-3.49835e-14j -0.0345537+1.75313e-16j 0.02957+6.09244e-16j -0.0369642-7.85685e-16j -0.0410687-1.68524e-16j -0.0182633+2.29644e-15j 0.0331656+3.76243e-15j 0.0484743-6.70853e-16j -0.0940638+2.90728e-16j -0.10997-1.54842e-16j 0.0181924+4.06872e-16j -0.0294392-3.27368e-16j -0.0962683-1.63471e-15j -0.0129429-3.70485e-16j 0.0654097-7.20928e-15j 0.0265957-1.72665e-16j -0.0286536+6.19565e-16j -0.00785781+5.33069e-16j -0.0404329-4.63893e-16j 0.00831807+2.49438e-15j -0.0890878-3.99858e-15j 0.0299814+2.10995e-14j -0.0603778-3.55188e-16j -0.00901746+2.43809e-16j -0.0047755+2.29286e-16j -0.0246645-5.81853e-16j 0.0823627+1.00855e-16j -0.154664+3.84224e-16j 0.124497-9.15983e-18j 0.0939025-1.17653e-15j -0.177712-2.63333e-16j 0.016825-3.51364e-16j -0.0609304-3.01692e-16j 0.0452611-1.0794e-16j -0.12129-8.51007e-17j 0.322804-1.56215e-15j 0.108001-9.43137e-15j -0.265187+2.01692e-14j 
-0.0772799+7.98502e-15j -0.0439597+3.62952e-15j -0.051655-1.9831e-16j 0.0112062-3.85632e-16j 0.0268843+3.43486e-16j -0.048179-1.62222e-16j 0.00505663-2.96788e-16j -0.0947601-2.12063e-16j 0.0719449+5.3604e-16j 0.0249706-4.94368e-17j 0.0495834-2.98636e-16j 0.0412046+2.07805e-16j -0.0784205-5.30587e-16j -0.077703-3.98136e-16j 0.0229628-8.40849e-16j -0.0751115+3.80016e-16j 0.0487649+5.18432e-16j -0.00085933+7.23607e-16j -0.110773+8.55972e-16j -0.0410144+8.63426e-17j 0.129704+5.23037e-16j 0.0147184+7.77125e-16j -0.0658727-7.85488e-17j -0.0903139+1.41771e-15j 0.0202646-5.5738e-16j 0.0442198+1.63754e-15j -0.0607769-1.32169e-15j -0.0256622-2.67023e-16j 0.0528834-3.30988e-16j 0.0143091-8.44407e-16j -0.0177032-1.86937e-16j -0.0721723-2.41683e-16j -0.0282233+5.11194e-16j -0.0167907+8.28716e-17j 0.0582076+4.05492e-14j 0.0429805-7.11542e-16j 0.0702721+1.65266e-15j 0.0407056+5.07753e-16j 0.0370319-9.93895e-17j 0.0155515-4.26736e-15j -0.0508075-7.0633e-15j -0.0941773+7.36927e-16j 0.0631522+6.2165e-17j -0.00270024-5.21484e-16j 0.0271505-3.45965e-15j 0.0199849+3.35014e-16j 0.0478811+1.32383e-15j 0.045565+8.65118e-16j -0.0392145+4.44406e-15j -0.0423072-4.02868e-17j -0.0118135-4.0363e-16j -0.0364374+2.46344e-16j -0.0653046+3.7169e-17j 0.20586+2.43871e-14j 0.0376583+5.78926e-16j -0.0482303-3.50315e-14j -0.0598769-6.31553e-16j 0.0331198-5.18462e-16j -0.035314+2.55885e-16j 0.0485839+3.64885e-17j -0.0689391+1.7053e-16j 0.036753+4.99511e-17j 0.25572+5.74142e-16j 0.0795919-1.50914e-16j -0.101362-1.28794e-16j 0.052111-3.42413e-16j -0.114244+3.63006e-16j -0.246049+1.09237e-17j -0.267537-1.17119e-15j -0.205747-6.69188e-16j -0.337579+5.22551e-15j 0.076763-1.45536e-14j 
-0.057185+5.04308e-15j 0.00426206+2.12585e-15j 0.130825-7.41528e-16j 0.0158034-5.09351e-16j 0.112962-8.06131e-16j -0.025503-8.67382e-17j 0.0305268+6.24906e-17j -0.0298587+3.96032e-16j -0.0466509+4.48469e-17j 0.0240037+2.77169e-16j 0.0326028-1.61458e-16j 0.0439547+3.86735e-16j -0.0582735+1.63254e-16j -0.0491119+8.81681e-16j -0.0157215-2.27985e-16j 0.00599764+1.4007e-17j -0.0944152+6.1956e-16j 0.0248876-2.62213e-16j -0.0475165+5.56657e-16j -0.0389418-9.10119e-17j -0.0411266-6.03119e-17j 0.0164664+1.22591e-16j -0.0208231+2.18564e-16j -0.00473012-1.25418e-16j 0.00557158-2.00417e-16j -0.001105+6.48157e-17j -0.0042484-5.01887e-16j 0.0254502-5.88386e-16j 0.016995-4.76823e-16j -0.0240202+1.04366e-15j 0.0274916+3.62545e-16j 0.0481402-2.06562e-16j -0.0201172+5.28856e-16j 0.0140004+4.05455e-16j 0.0500216+3.45753e-14j 0.0251316+2.16192e-16j -0.0537364-6.13625e-16j 0.00967491+8.38236e-16j -0.0413536+1.28894e-16j 0.0428305+4.14446e-15j 0.00354237+5.46266e-15j 0.0348009-3.7388e-16j -0.0144295+4.43114e-16j -0.0400089+1.15876e-15j -0.0380217+6.39397e-15j -0.00842626+3.36006e-16j -0.0667744-1.00821e-15j -0.0214692-6.01338e-16j 0.0357088-4.13177e-15j 0.0176351+1.20789e-16j -0.0221047+2.38514e-16j -0.0433239+2.47484e-16j -0.00444073+1.07299e-16j -0.0428273-4.51887e-15j -0.0026426+6.16547e-16j -9.48831e-05-6.00719e-16j 0.00250325-1.62474e-16j 0.0721+3.06301e-16j -0.0110701-1.15252e-16j 0.0382328-8.06036e-16j 0.0891699-1.53435e-15j 0.102487-4.95576e-16j 0.0632833-2.85057e-17j 0.299567-1.97797e-15j -0.0794104-9.07504e-17j 0.0936952-9.91936e-16j 0.0346009+4.35322e-17j 0.116773-5.64366e-16j -0.117731+5.24784e-18j 0.334176-1.61917e-15j 0.197986-1.07658e-14j -0.236129+2.16188e-14j 
-0.0888299+7.81302e-15j -0.0101867+3.66787e-15j 0.0600981+7.04406e-16j -0.0844335-1.26401e-16j 0.0241179+1.94559e-16j -0.0360746-1.79916e-17j 0.0269531+3.50384e-16j 0.0132151+1.74414e-16j -0.00991347-3.3142e-16j 0.0211844+4.03982e-17j -0.00965743+1.95416e-16j 0.0359925+6.48009e-16j -0.10503-1.11658e-16j 0.0291069+1.70363e-16j -0.0437346+3.27153e-17j 0.00620343-1.51149e-16j -0.0991665-2.39372e-16j 0.0332571-3.74024e-16j -0.0605468-2.28472e-16j 0.00199045-1.33952e-16j -0.0790415-2.01432e-17j 0.0196076+3.21018e-16j -0.0293098-3.65643e-16j -0.0637627+1.0745e-15j 0.0601336-5.434e-16j -0.0596664-5.57999e-16j -0.0352177+2.01898e-16j 0.0205618+4.96528e-17j -0.0356834+1.83854e-16j -0.0301916-6.00279e-16j 0.0650925+2.97371e-15j -0.0164177-5.92726e-16j -0.0439781+1.37304e-16j -0.0282607-3.89396e-17j -0.0403492-3.043e-14j 0.12416+2.77694e-15j -0.0384524-1.47509e-15j 0.0431859+2.54306e-15j -0.120534-9.95319e-16j 0.118458+1.12925e-15j -0.0704552+1.33699e-15j 0.0273798-3.66912e-16j -0.0369877-2.05408e-17j -0.128554+1.36813e-15j -0.0273444+7.26789e-15j 0.0428665+6.30871e-16j 0.0816789+2.3515e-15j 0.012158+7.84364e-16j 0.0173921-1.63368e-15j 0.00702097-4.80614e-16j -0.0407455+2.98482e-16j 0.00139333-1.39403e-16j -0.0794412+1.53849e-16j 0.0123436+5.02756e-16j 0.0934563+4.10847e-15j 0.0475436+3.39378e-14j -0.0184013+3.19523e-16j 0.115522-3.34633e-16j 0.106307+7.5887e-16j -0.116346+7.29884e-16j -0.0195871+4.95867e-16j 0.0342875-8.84882e-17j -0.142338-5.36795e-16j 0.172552+9.68651e-16j 0.00552193+7.0512e-17j 0.10124+5.60057e-16j 0.0869671+3.33861e-16j 0.131079-2.03028e-18j -0.133731-3.0096e-16j 0.328136+1.20353e-15j -0.229217+3.41733e-15j -0.015487-6.29029e-15j 
-0.0360397+2.08053e-15j 0.0167494+1.33689e-15j 0.107441+1.78996e-15j -0.0343281-8.70006e-16j -0.0563423-6.13327e-16j 0.042079+2.29508e-16j 0.109263+1.45118e-15j 0.0489593+9.8395e-16j -0.0327236-3.4751e-16j -0.0461946-6.14199e-16j 0.0552379+6.90974e-16j 0.0317622+6.06681e-16j 0.0804482+9.8991e-16j 0.0400543+4.60309e-16j -0.0200721-3.65231e-16j 0.00842556+6.14173e-17j -0.0199769-1.9032e-16j 0.00212717+1.44401e-16j -0.0708383-4.54873e-16j 0.00321303+3.73956e-16j -0.0405465-4.20431e-16j -4.59018e-05-5.47185e-16j -0.00368409+2.51261e-16j -0.015193+2.41565e-16j 0.00170135-3.38125e-16j 0.0195689+2.52567e-16j 0.0304683+3.66557e-16j 0.0224994+3.59796e-16j 0.00982181+1.83426e-16j 0.0445172-3.27885e-17j 0.0291971+1.898e-15j -0.0153873-3.35684e-16j -0.0127962+6.10359e-16j 0.00715041-9.60657e-18j 0.0305729+2.14916e-14j 0.022804+3.0517e-16j -0.00481086-9.76605e-17j -0.0518674-2.00339e-15j 0.0377589+1.66689e-15j 0.0390678-3.52313e-15j -0.0619352-6.87826e-15j -0.108396-7.49067e-16j -0.0237406-1.16181e-15j 0.00504782+1.15057e-15j -0.025862+3.29075e-15j 0.0839087+1.51493e-15j 0.0839146+1.94296e-15j -0.109125-3.17389e-15j -0.0733784+6.09762e-15j 0.00184474+5.17361e-16j 0.110039+1.28602e-15j -0.0503347-6.38993e-16j -0.0801965-4.33111e-16j 0.0669588+9.13975e-15j -0.147374-8.98185e-15j 0.0591897+4.2348e-14j -0.0433871-1.46038e-16j 0.186926+1.6091e-15j -0.0163687+4.04075e-16j -0.0256182+7.39454e-16j 0.000969573-2.6088e-17j 0.0992092+1.04286e-15j 0.00131458-6.28293e-16j -0.0153271-2.46277e-16j -0.136831-1.51837e-15j 0.0227541+4.79524e-16j 0.137504+2.18892e-15j 0.0618283+1.74664e-15j -0.260718-3.43981e-15j -0.100129-1.78851e-15j -0.212812+4.14504e-15j 0.1214-1.10618e-14j 
-0.111897+1.04215e-14j -0.0193586+4.81205e-15j 0.113078-2.17636e-16j -0.0463834-4.32077e-16j -0.0755926-1.66366e-16j -0.09069+5.62853e-17j 0.0839852-4.56334e-18j 0.114839+8.42591e-17j 0.0259255+5.02559e-16j 0.0197216+3.03851e-16j 0.0747027-1.6729e-16j 0.0569963+3.78041e-16j -0.0163442-1.1237e-16j 0.0422136+5.86153e-17j -0.0583532-2.48525e-18j -0.0665784-3.27969e-16j 0.0747151+1.30487e-16j -0.0461035+1.32884e-15j -0.152386+5.16945e-16j 0.00966396+1.04266e-15j 0.100482-5.0836e-17j 0.0398002+1.52284e-15j -0.0566471-5.23118e-17j -0.0320283+5.0425e-16j 0.0200498-4.06644e-16j 0.0162449+2.42684e-16j -0.0545995-3.89734e-16j 0.0328437+4.27592e-16j 0.0346371+5.28809e-16j 0.073617-1.36128e-15j 0.0737566+4.07257e-15j -0.0619599-6.21013e-16j -0.00904474+5.40898e-16j 0.0011049-7.49943e-16j -0.0224612-1.72016e-14j 0.102026+1.89488e-15j 0.0162772-2.09094e-16j -0.0100403-7.63755e-16j 0.0939504+1.21494e-15j 0.00225363-7.73441e-15j -0.0688283-1.25636e-14j -0.107345+1.09596e-15j 0.0931166+1.14987e-17j 0.0476371-7.48831e-16j 0.0195489-3.78703e-15j -0.0247104+7.41665e-16j 0.104167+1.61056e-15j -0.0699815-9.81694e-16j -0.120697+1.20916e-14j -0.0310294+3.56837e-16j 0.0274949-5.66583e-18j -0.0423644+1.86456e-16j -0.0380098+2.23064e-16j 0.0557371+6.77163e-15j -0.0601548-3.01031e-15j 0.0432613+3.03069e-14j 0.0957748+3.86319e-16j 0.00706137+4.39741e-16j -0.0191385-2.87563e-16j 0.00862329+2.77924e-16j -0.058918+3.413e-16j -0.0703916+2.91657e-16j -0.121103-4.85029e-16j -0.0214965-3.04801e-16j 0.0704486-1.22312e-16j -0.0314079+1.22748e-17j -0.11967+2.8252e-16j -0.112055+4.75477e-16j 0.117619-3.20425e-16j -0.340806-8.34707e-16j 0.408922+4.57258e-15j 0.327204-5.73841e-15j 
0.0570687-7.30971e-15j 0.0681834-2.71616e-15j -0.138592-6.73001e-16j 0.0406166+8.67959e-16j 0.0105521+6.37751e-16j -0.0827957-1.80966e-15j 0.0441775+1.82284e-15j -0.106798-1.39178e-15j 0.0847224+1.3136e-15j 0.0178134-3.34478e-16j -0.0251201+3.60985e-16j 0.0712654+1.96296e-15j -0.0645284-1.05957e-15j 0.121216+1.68909e-15j 0.0402262+6.15425e-16j -0.00505393+3.83218e-16j 0.0170334+9.70482e-16j 7.51078e-06-8.13653e-16j 0.039031-1.21343e-16j -0.048218-2.3253e-15j -0.164633-1.88637e-15j -0.0612581-3.69037e-15j -0.0287336-5.93257e-16j -0.045508-1.58222e-16j 0.0454461+1.82905e-16j -0.0891025-1.63551e-15j -0.0241968+2.71858e-16j 0.0451138-1.10762e-15j 0.0238928-1.12221e-15j -0.0449607+1.17026e-15j -0.0972941-4.32498e-15j -0.0633683-8.40025e-16j -0.0591196-2.78774e-16j -0.0544989-6.0866e-16j 0.0464241+3.28111e-14j 0.0174421+3.56644e-16j 0.0103152+3.48339e-16j 0.107681+3.89257e-15j -0.0252974-1.61225e-15j 0.0586897-1.21598e-15j -0.0579975-3.89153e-15j -0.0664386-1.4222e-15j -0.0704143-1.35124e-15j -0.100687-2.53364e-15j 0.0695433-6.3729e-15j 0.113037+1.90978e-15j -0.0259434+1.86937e-16j 0.00453749+4.24281e-16j 0.0431981-3.99e-15j -0.101674-1.71044e-15j -0.172567-2.14776e-15j -0.0113933+1.36053e-15j -0.0401297-1.06134e-15j 0.077334+9.46651e-15j 0.097754+4.47547e-15j -0.154279-1.12266e-13j -0.0433602-1.30205e-15j 0.229226+2.90046e-15j -0.127448-7.26287e-16j 0.0263507+3.32643e-16j -0.0857634-1.06867e-15j -0.0307039+4.70473e-16j 0.025592+5.908e-17j -0.0336671-7.54737e-16j -0.14776-2.12983e-15j 0.135833+2.59601e-15j 0.0279324-3.43878e-16j 0.0993417+9.21383e-16j -0.0367428-6.02475e-16j -0.00372663-7.6499e-16j 0.0345422+1.7255e-14j 0.6609-3.35297e-14j 
-0.0837963+7.25924e-15j -0.017899+3.70834e-15j 0.240344+2.02354e-15j 0.0365718+5.18996e-16j 0.16222+1.88176e-15j -0.108782-1.26991e-15j 0.168377+2.21924e-15j -0.034145-1.00704e-15j 0.0109408+2.40482e-16j -0.136995-1.53392e-15j 0.0857174+8.40116e-16j 0.0498474+9.717e-16j -0.0669593-1.12362e-15j -0.0314993+4.22949e-16j 0.0920548+1.02135e-15j 0.0578043+1.00016e-15j 0.0716163+9.67817e-16j -0.00131842+4.76512e-16j -0.00425587+6.82489e-16j -0.0506734-1.43147e-15j 0.0738675-2.91286e-16j -0.0620971-2.53214e-15j -0.0705992-5.50439e-16j -0.0237092-5.64581e-16j -0.0236702-3.63819e-16j 0.0257833+1.15785e-18j 0.0163804-2.89689e-16j -0.0321059+1.54264e-16j 0.0459061+1.15508e-15j 0.0577233-1.49228e-16j -0.0142967-1.02947e-15j -0.0348576-3.20648e-16j 0.0192516+4.76152e-16j 0.0338389-1.65502e-17j 0.0229207+1.6741e-14j 0.00696641-3.85424e-17j -0.0520988-1.30461e-15j 0.0612305+2.89099e-15j -0.0309488-1.01086e-15j -0.0183197-2.63362e-15j -0.0163696-5.40236e-15j -0.0234104-5.33428e-16j -0.0525176-1.34579e-15j -0.0357143-2.08847e-15j 0.058692-6.53697e-15j 0.0595238+1.46433e-15j -0.011622+6.04968e-16j 0.0614375+1.70878e-15j 0.0422486-3.88245e-15j 0.0644469-4.43566e-16j -0.0732923-1.63757e-15j 0.107028+1.32836e-15j -0.105336-1.39083e-15j 0.039766+5.35344e-15j 0.0281516+1.92372e-15j -0.10076-7.33447e-14j -0.151722-2.04334e-15j 0.0903543+1.83263e-15j 0.014821+1.00056e-16j -0.106255-9.21486e-16j -0.0739057-1.04543e-15j 0.0851676+4.54145e-16j 0.0596638+1.09542e-15j 0.0353581+2.05823e-16j -0.0523615-1.67425e-15j 0.215479+2.9537e-15j -0.0824215-8.47836e-16j -0.0807716-3.26683e-16j -0.0796112-1.59851e-15j 0.140979+2.05291e-15j -0.386388-1.05259e-14j -0.353258+1.10056e-14j 
0.0644238-7.09507e-15j 0.0376528-2.91714e-15j -0.0826047-2.39568e-16j 0.0658552-1.15402e-17j 0.0418929-7.56167e-16j 0.0462323-5.15465e-16j -0.101991+4.49391e-16j -0.0822427+2.31491e-16j 0.0424247+1.90753e-16j 0.0450736-2.11117e-18j -0.037637+1.50226e-16j -0.0523495+1.56456e-16j 0.0666164-1.12548e-16j -0.0732743+7.45125e-16j 0.0313921-5.60662e-16j -0.0346837+2.47297e-16j -0.0304919+4.25497e-16j 0.00236646-5.97369e-16j 0.045452-4.38503e-16j 0.0166447-1.68834e-16j -0.0185577-2.04315e-16j -0.0228384-1.02572e-15j 0.0831101+5.49717e-17j 0.0537236-9.47285e-16j -0.00131776+4.52999e-16j 0.0319019+4.46388e-16j 0.00683769-5.34745e-16j 0.0275169-1.35816e-16j -0.05122+2.27432e-16j 0.0195308+2.09984e-16j -0.0236515-1.91269e-15j 0.0565267+2.68208e-16j -0.0283842-4.12307e-16j -0.0359669-1.49866e-16j 0.0249088+1.77386e-14j -0.0304956-7.47024e-16j -0.0320452+1.81286e-16j -0.0929664-1.02414e-15j -0.051767+7.09075e-16j -0.0848157-1.9236e-15j 0.0409936-3.39022e-15j 0.0337041+5.36436e-16j 0.0726668+2.99512e-16j 0.00382653-1.79402e-15j 0.0629102-9.44578e-15j 0.090392+9.47912e-17j -0.00462098+6.6529e-16j 0.0141328+3.31344e-16j 0.0309485-3.57584e-15j -0.0100932+1.84368e-16j 0.110356-1.27173e-15j 0.0994636-1.02885e-15j -0.0517637-4.98097e-16j 0.0247847+2.85805e-15j 0.0375283+1.5274e-15j 0.0198496+1.40006e-14j -0.036516+2.2845e-16j 0.0321525+4.25117e-16j 0.145385-5.87349e-16j 0.0872894-7.79743e-16j -0.0581373-3.68118e-16j 0.109759+3.50899e-17j -0.052024-5.67911e-16j -0.00764205+5.42088e-16j 0.176164+3.98664e-16j 0.112206+5.47433e-16j -0.125028+1.15677e-15j 0.11132-1.61441e-16j -0.141437+6.36294e-16j 0.0890455+4.66716e-16j -0.836351+2.16831e-14j 0.317256-4.53306e-14j 
0.0217096-2.79837e-16j -0.0597954+2.544e-17j 0.0646105+7.44102e-16j 0.0134166-6.84322e-16j 0.130478-7.50766e-16j 0.0937347-1.21106e-15j -0.0185355+7.38524e-16j -0.0311913+9.36537e-16j -0.0656611+2.59549e-16j -0.0631122-1.38567e-16j -0.0241493+9.89249e-16j -0.0555352+2.10138e-16j 0.0112824-1.49295e-16j -0.0753937+5.64414e-16j -0.0102903+4.1208e-16j 0.0779539-9.60744e-16j -0.0342069+6.12806e-16j 0.0736108-1.56392e-15j 0.0574075-1.36373e-15j 0.0210466+8.83156e-17j 0.0411183+6.08004e-16j -0.0030297+4.37628e-16j 0.000597254-4.77476e-16j 0.0172567-6.99802e-16j -0.0322965+4.7446e-16j 0.00123282-1.8648e-16j 0.0353712+2.5702e-16j -0.0350395+3.42497e-16j 0.0139135+3.41405e-16j -0.00983024+3.18812e-16j 0.00244017+3.71929e-16j -0.00317309-5.64022e-16j 0.0878409-8.04149e-16j 0.0529004+1.92364e-16j -0.0256545-1.67895e-14j -0.0626756+3.04317e-16j -0.0179534-2.1812e-16j 0.0167956-5.94284e-17j 0.0365805-3.51393e-16j -0.00715923+1.39786e-14j 0.108409+2.05397e-14j -0.0425749-1.4759e-15j -0.0239734-3.58904e-16j 0.00391945-3.59705e-16j 0.0145954-2.30238e-15j -0.100881-6.25838e-16j -0.0351833-1.30651e-15j -0.0229182-4.93129e-16j 0.0571815-6.36648e-15j -0.0688588+7.28597e-16j 0.0655139-1.0381e-15j -0.00492612-6.04688e-16j 0.124704-8.57455e-16j -0.0226094-2.50794e-15j 0.0187474+2.28775e-16j 0.0400918+2.83273e-14j 0.0150551-9.90419e-17j 0.0372381-1.57762e-16j -0.0135487-4.6881e-16j 0.119667-1.34112e-15j 0.0541586+3.53174e-16j -0.151371+8.16624e-16j 0.199318-7.48006e-16j -0.158007+6.99258e-16j -0.260357+1.48533e-16j -0.20094+6.97557e-16j -0.206956+1.64487e-15j -0.0459226-5.36642e-16j -0.178401+5.68008e-16j -0.361412+3.14379e-17j -0.112516+1.91933e-14j 0.52565-4.07397e-14j 
