1.04769-6.45275e-14j -0.374295-3.08916e-14j -0.503032-4.29325e-15j 0.000302542+3.37138e-15j 0.101259+3.34608e-16j 0.147911+1.10787e-15j -0.0969584+2.14548e-17j -0.0738962-1.20684e-15j 0.108497+9.11928e-16j -0.0575744+3.94908e-17j 0.00401247+4.84474e-16j -0.0459957-7.16736e-16j 0.000486198-1.63432e-16j -0.00893453+3.97327e-16j 0.0620654+7.7533e-16j 0.0329806+3.04655e-16j 0.0316117+1.89796e-16j -0.00298755-8.51803e-17j 0.0413277+1.75865e-16j 0.00249171+9.90299e-17j 0.031875+8.73974e-18j -0.0282854-9.28999e-16j -0.014804-3.4237e-17j -0.00382871-4.07533e-17j 0.022966+1.54009e-16j -0.0175679-8.00763e-16j 0.0151538+2.834e-16j -0.032014-9.15849e-17j 0.0192598+3.77066e-16j -0.00943288+8.2557e-17j -0.0219441-1.17127e-15j -0.00267273+2.50765e-16j 0.00268654-3.01064e-16j -0.00404669-3.5636e-17j -0.0100763-6.94205e-15j -0.0195999-1.43569e-16j -0.0102577-3.01779e-16j 0.0340844+8.57223e-16j -0.00965283-6.09366e-16j -0.00506182+2.21897e-15j 0.0212167+3.80357e-15j 0.00962529-1.63399e-16j 0.0122261+4.97595e-16j -0.0210786-2.3227e-16j 0.002918+3.99059e-16j 0.0311421+3.79315e-16j -0.0202355-3.83543e-16j 0.000211387-8.94981e-17j 0.0385032-3.86676e-15j 0.00994971-1.49968e-16j 0.00619349-1.97726e-16j 0.0382684+1.21234e-16j 0.0312499+1.07395e-16j 0.000776081-5.58582e-17j 0.0514523+2.43325e-15j 0.0128854+9.11236e-15j -0.00520481-2.98131e-17j 0.0749369+5.19467e-16j 0.00173196+2.4452e-16j -0.0179031-7.4685e-17j -0.0625246+3.60032e-17j -0.000605282-1.66614e-16j -0.0273072-2.2089e-16j -0.00612497-1.78998e-16j -0.0902749-6.62641e-16j 0.0103829-6.28097e-16j -0.0815593-5.14817e-16j 0.0328175+3.2301e-16j -0.0437431+1.97398e-16j -0.125136-1.51701e-15j 0.152488+2.65442e-15j 0.100726-2.20746e-15j 
0.0235021-1.08183e-15j -0.00594159-3.76497e-16j -0.0438519-1.24703e-15j 0.0236829+3.2097e-16j 0.0458496+8.9168e-16j 0.131691+4.48692e-16j 0.0420706-1.82471e-16j -0.0427681-2.15155e-16j -0.0872943-1.44821e-15j 0.0318072+3.72327e-16j 0.030781-7.16972e-16j 0.0193364+8.8364e-16j 0.0974112+1.3871e-15j 0.176871+3.02146e-15j 0.174695+2.43851e-15j 0.0600537+1.59035e-15j 0.110858+1.81017e-15j 0.0106148-1.33325e-15j 0.0155073+1.53829e-15j -0.0614176-2.49255e-15j -0.0651625-1.84184e-15j 0.00650453+1.1491e-15j -0.111523-1.96358e-15j -0.0718181-4.20457e-17j -0.0811668-1.91042e-15j 0.0356627+4.92597e-16j 0.03629+8.0983e-16j -0.0121995-8.96648e-18j 0.0745827+1.68471e-15j 0.133897-2.98674e-16j -0.0173376-7.38231e-16j 0.0267499+2.17622e-15j -0.0151204-1.7294e-16j -0.0784676-9.51897e-16j -0.0389315-2.84735e-14j 0.0445116+1.55706e-15j 0.00780671+1.28756e-15j 0.225703+8.5531e-15j -0.0213637-3.27439e-15j -0.0489266-1.0777e-14j -0.0685182-2.03693e-14j -0.0967602+5.11717e-16j -0.0263533-4.31135e-15j 0.0961179+7.56279e-15j -0.184987+1.89568e-14j 0.118845+4.58867e-15j 0.192429+9.78827e-15j 0.295519+1.04577e-14j -0.17059+1.61966e-14j 0.0896218+4.4315e-16j -0.146542-3.27262e-15j -0.218424-3.94166e-15j 0.0745857-1.76239e-15j 0.415267+5.40071e-14j -0.0962751-1.02449e-14j -0.135079-9.82339e-14j 0.00401586-1.65178e-15j 0.0179305+1.00666e-15j -0.245985-4.5724e-15j 0.347115+3.48162e-15j 0.0557615-1.18524e-15j -0.0727459-1.33267e-15j 0.489366+6.01795e-15j -0.169336-3.53446e-15j -0.114509-2.45131e-15j 0.113908+6.73033e-15j -0.32698-8.67086e-15j 0.0992571+7.51453e-16j -0.0551615+1.16773e-15j 0.251422+5.76129e-15j -0.110436-1.62724e-15j -0.0966816+2.46624e-15j 
0.0772348-7.68457e-15j -0.0348138-5.23252e-16j -0.0454084+2.32689e-15j 0.0569988-4.79754e-16j 0.0952634-2.48448e-15j 0.116036-1.62211e-15j -0.00804284+1.34073e-15j -0.0747595+2.05912e-15j -0.0286156-6.19714e-16j -0.0060296-1.66076e-16j 0.0224474+1.69958e-15j -1.71241e-05-8.69065e-16j 0.018076-1.02994e-15j 0.0517378-1.46903e-15j -0.0126366+1.50584e-16j 0.0836606-5.33843e-16j -0.074559+3.06556e-16j 0.0770074-3.00315e-15j 0.0260185-3.45013e-16j 0.0659755-5.16551e-16j -0.0180711+2.64341e-16j -0.0426248-2.54161e-15j 0.00734786+1.3109e-15j -0.0932964+3.63591e-15j 0.0146315-6.39334e-16j -0.0152441+3.60142e-16j -0.0113657-1.31721e-15j -0.0269689-1.3702e-16j 0.0415694-1.39489e-15j 0.0627084-1.01229e-16j -0.0184247-1.15023e-15j 0.0160099+1.23328e-15j 0.00159002-1.46902e-15j -0.0215126-1.54983e-16j -0.0399465-2.6358e-14j -0.00352916-1.64483e-15j -0.0306593-1.03315e-15j 0.0652372-2.54127e-15j 0.104474-3.1115e-15j 0.00271869-1.06467e-14j -0.0992802-1.78541e-14j -0.02827+4.18961e-15j 0.046373-7.2388e-16j -0.0518018+1.45494e-15j 0.0418155-4.37537e-15j 0.0826301+2.26202e-15j 0.0388131+1.20127e-15j 0.0673722-6.43433e-16j -0.0323906+2.96083e-15j 0.2476-5.11164e-15j -0.068284+2.56534e-15j -0.13967+5.52572e-15j 0.000312069-3.1907e-16j 0.212599+2.11004e-14j -0.108514-1.00865e-15j 0.0828775+5.43802e-14j 0.018727-1.91584e-15j 0.156619-3.5802e-15j -0.0644342+4.25511e-15j -0.266413+5.87389e-15j 0.26251-9.73571e-15j 0.142955-4.17508e-15j 0.10716-2.94576e-15j 0.621909-1.41004e-14j -0.000631889+2.15368e-15j 0.0297777-2.61274e-15j 0.188449-7.75203e-15j -0.0475512-1.42978e-15j -0.034162+2.71472e-15j -0.206564+3.04031e-15j -0.110142+6.10947e-15j 0.0476055-6.82465e-15j 
-0.11719+9.71763e-15j 0.00964364+4.01514e-15j 0.124114+1.53348e-16j -0.0894902-4.78297e-16j -0.0277223-3.18703e-16j 0.00787751-1.46681e-15j 0.0632726+3.11887e-16j -0.00845353+6.01927e-16j 0.0630846-3.46345e-16j 0.104478-2.53987e-16j 0.110717+1.00248e-15j -0.0580406+1.02944e-16j -0.0861707-1.30336e-15j -0.00783308-1.74542e-15j 0.0729325-1.25196e-15j -0.0258742+3.72168e-16j 0.0320954-4.77488e-16j -0.00980239-3.65505e-17j -0.0209367-7.28749e-16j 0.0391624+3.23017e-17j 0.0847186+3.91714e-16j -0.127497-4.70182e-15j 0.0163369+7.1501e-16j -0.0551612+1.33425e-15j -0.0162272+3.8956e-16j -0.0322525+4.2841e-16j -0.0745763+3.25397e-17j 0.013926-1.01704e-16j 0.0212317-6.87781e-17j 0.0955591-2.0528e-15j -0.024659+6.3142e-17j -0.110305-3.27361e-16j 0.0143836+1.25039e-15j 0.0873572-3.05788e-16j 0.0239927+1.79468e-14j -0.0319441-4.85936e-16j -0.0837417-2.33921e-15j 0.0935964+7.51158e-16j 0.00272514-8.90479e-16j 0.0989337-1.39131e-15j -0.0745695-5.70846e-16j -0.0825123+1.18277e-15j 0.0766699+2.95249e-16j -0.0170151-1.38696e-15j 0.0297068-1.15146e-15j -0.0442938-2.34143e-16j 0.00519142-2.29075e-15j -0.133616-2.84365e-15j 0.0289707-1.97326e-15j -0.136855+1.23769e-16j -0.20449+1.41234e-15j -0.076908+3.38715e-15j 0.380199-8.02496e-16j 0.129398+1.19465e-14j 0.185197+7.05651e-15j -0.140539-1.01866e-13j 0.177984-1.57031e-15j -0.0398408-2.14188e-15j -0.201131+1.98996e-15j 0.167412-9.02756e-16j -0.0153576+1.19002e-15j -0.21564+2.17767e-15j -0.0287705-2.36106e-16j -0.200784+1.52397e-15j -0.0647034+2.53257e-15j -0.331777-3.26104e-15j 0.291754+1.73951e-15j 0.272683-1.16932e-15j -0.083467+6.11515e-16j 0.00230318-1.37755e-15j -0.0574764-4.55487e-15j -0.206073+1.29335e-14j 
-0.0127216+2.25786e-15j 0.000499745+7.27285e-16j 0.0514476-4.05018e-15j -0.000964825+8.42676e-16j 0.031607-3.49219e-15j -0.135154+4.92588e-15j 0.0237925-2.5969e-15j -0.0178444+1.16568e-15j 0.0966115-6.8786e-15j -0.0204815+8.36152e-16j -0.0505235+8.77696e-16j 0.0560382-1.50424e-15j 0.0262771-1.66039e-15j 0.0344952-4.37921e-15j 0.0245565-3.10381e-15j -0.1029+4.57425e-15j 0.0457215-3.48427e-15j 0.00334077-5.48422e-16j -0.0750684+3.55488e-15j -0.00579314+4.09723e-17j 0.0498939-8.31198e-16j 0.122353-7.6811e-16j -0.061223+2.46477e-15j -0.0544385+4.79331e-15j 0.0369451-3.42588e-15j 0.0339946-6.57328e-16j 0.0243319-1.67419e-15j 0.00698259-2.67383e-16j 0.00560072-2.27334e-15j -0.0663433+2.8071e-15j 0.0794938+4.4007e-16j 0.01011-1.9926e-15j -0.0267727+3.60017e-15j -0.00422055+1.96012e-15j -0.00486664-4.23834e-15j 0.12547-3.89682e-15j 0.0463255-2.51376e-15j -0.0127564-2.1477e-15j -0.0830687+1.55908e-15j 0.06737-1.09739e-15j -0.0360325+5.13374e-15j -0.00939473+1.36197e-16j -0.044791-2.15192e-15j -0.104042+4.31312e-15j 0.0551033-8.49235e-15j -0.138304+2.76045e-15j -0.0768804+1.58388e-15j 0.0513601-3.25371e-15j -0.0439858+8.81991e-15j 0.0504764-4.04487e-15j -0.0650834+5.16956e-15j 0.0830191-1.80495e-15j -0.0800512-5.71654e-16j 0.0615414+2.8181e-15j -0.100716-2.101e-15j 0.0483302+2.8787e-14j -0.0408703-4.8962e-15j -0.16328+1.84482e-15j 0.164297-4.59734e-15j -0.113344+8.10504e-15j 0.224185-1.37867e-14j -0.317288+1.65133e-14j -0.0549452+4.53269e-15j -0.0652588-3.75746e-15j -0.079348+8.44158e-15j -0.190837+8.81671e-15j 0.103642-4.76225e-15j 0.0744418-3.70286e-15j -0.0464071+4.30391e-15j -0.148895+1.01343e-14j 0.00489971+2.81067e-15j 0.00227612+1.87178e-15j 
-0.055226+4.41488e-15j 0.00946387+1.62887e-15j 0.0634942-1.59987e-16j -0.104371-8.43947e-16j -0.00861434+7.52534e-18j 0.124942+2.40336e-15j 0.0983437+3.64083e-16j 0.0480633+4.91497e-16j 0.0691742-6.38331e-16j -0.0351335-2.2456e-16j 0.0679887+5.23532e-16j -0.0722975-1.41842e-15j 0.0116652-2.5664e-17j 0.114555+1.29403e-15j 0.0721507+5.45093e-17j 0.0805471+2.22864e-15j 0.105434+4.17342e-16j 0.01259-2.50489e-16j 0.00929705+1.54164e-15j -0.000707491-2.35262e-16j -0.0290038-8.27752e-16j -0.0109451-1.87538e-15j -0.0427969+5.17941e-16j -0.0303976+7.46041e-16j 0.00858928-7.7039e-16j -0.0442155-1.10823e-15j 0.0061122-2.79783e-16j -0.0422689-7.18482e-16j 0.0612943+3.67079e-16j 0.0376557+2.16677e-15j -0.0391505-2.762e-15j 0.0184106+1.66115e-15j -0.0736429-4.59921e-16j -0.0827327-8.93684e-16j -0.00819893-6.05852e-15j -0.0391695-1.86995e-15j 0.0649151+7.54618e-16j 0.206401+4.53917e-15j 0.0616661-2.01865e-15j -0.0297328-5.37258e-15j -0.00940581-7.57987e-15j 0.0844073+1.15385e-15j 0.105241+2.11503e-15j 0.0378256+1.94807e-15j -0.0189429+7.95902e-16j 0.132028+5.42353e-15j 0.0841323+4.47373e-15j 0.0688148+2.18548e-15j -0.142749+1.34272e-14j -0.0143873+8.08695e-16j -0.03177-6.02934e-16j -0.0773401-1.3455e-15j 0.158922+2.10842e-15j -0.137643-2.02391e-14j 0.305988+1.68688e-14j 0.0550508+3.92297e-14j 0.42403+3.76491e-15j 0.362217+4.28189e-15j -0.244724-3.98823e-15j -0.120633-1.40468e-16j 0.0472584-3.44994e-15j 0.0748086+4.21848e-15j -0.133252+1.50066e-16j 0.205594+3.04976e-15j -0.310169-2.96681e-15j -0.00358352+4.25158e-15j -0.368398-3.08981e-15j -0.0772981-2.65541e-15j -0.177504-1.57815e-15j -0.0775542+6.8218e-16j -0.1212-3.86752e-15j -0.128453+3.79373e-15j 
-0.024382-1.46175e-15j 0.0317416+2.22425e-15j 0.0393369+3.56186e-15j 0.017749+1.60521e-15j -0.0846942-4.38764e-15j 0.142391+7.80972e-15j 0.0601676+3.71955e-15j -0.0559098-3.99693e-15j -0.0559346-3.4624e-15j 0.0140748+7.79888e-16j 0.0779288+5.21981e-15j -0.089306-5.63903e-15j -0.0274552-2.55383e-15j -0.0336963-2.69784e-15j 0.058033+3.11148e-15j -0.000404841-1.56973e-16j -0.0492201-3.32653e-15j 0.0525265+3.45212e-15j -0.0864759-6.09483e-15j 0.0227656+2.34427e-15j 0.0813255+6.89943e-15j 0.0139753+1.3209e-15j -0.038829-3.20548e-15j -0.0407541-2.61866e-15j 0.0231442+1.26e-15j -0.0438898-3.39827e-15j -0.0289103-1.31596e-15j 0.0122804+1.3901e-15j -0.0117196+4.91225e-16j 0.0292084+7.65657e-16j 0.0475231+5.60608e-15j 0.00373625-6.07115e-16j 0.0161678+2.16914e-15j -0.0193751-2.72561e-16j 0.0566277+4.25324e-14j 0.0133302+1.19348e-15j -0.00889566-1.1946e-15j -0.0320001-1.2632e-15j -0.0808773-4.33884e-15j 0.217111+1.53576e-14j -0.144147-9.92542e-15j -0.0824931-6.34633e-15j -0.2044-1.5185e-14j -0.0353213-3.53405e-15j 0.0457765-4.74742e-15j 0.0713978+2.839e-15j -0.0514074-5.87421e-15j 0.053403+1.58326e-15j -0.0142916+4.86535e-16j 0.0632025+4.9459e-15j -0.043284-3.07148e-15j 0.0680216+3.27014e-15j -0.274344-1.65922e-14j 0.450062+8.22398e-14j -0.0991075-1.67305e-14j -0.171959-1.31431e-13j -0.264294-1.66463e-14j -0.305275-1.78644e-14j 0.319563+1.47363e-14j 0.00168146-2.72047e-15j 0.0906993+5.98511e-15j -0.295404-1.88509e-14j 0.23295+1.56644e-14j 0.0696377+4.87928e-15j 0.279944+1.83375e-14j -0.415322-2.54507e-14j -0.138231-5.97133e-15j -0.0566096-4.61561e-15j 0.121745+1.0557e-14j -0.0769303-6.49046e-15j 0.101078+4.39834e-15j -0.0138986+2.30444e-15j 
-0.0258936+1.97613e-15j -0.00154805+1.5019e-15j 0.0486234+1.00722e-15j 0.0238922+5.95078e-16j -0.0477803+2.83056e-15j -0.127748+1.48878e-15j 0.0406332+9.30123e-17j 0.00833948-7.7561e-16j -0.102214+3.56868e-15j 0.0599377-8.95014e-16j 0.046877+1.87757e-16j 0.0580384-5.02306e-16j -0.0451993+7.4991e-16j -0.0274454+8.13421e-16j 0.000417896+8.1144e-16j -0.0178754-9.81304e-16j -0.0102295+1.65688e-15j -0.0282357+1.7906e-15j -0.0247735+8.97534e-17j -0.0611038+1.62834e-15j 0.0155706+1.12252e-15j 0.00510869+1.44051e-16j -0.0304837+5.68152e-16j 0.0558002-3.99181e-15j -0.09768+2.53704e-15j 0.0776975-1.06659e-16j 0.0149574-1.1811e-15j 0.00339866+6.55435e-16j 0.027818-3.5418e-16j 0.0379304-5.97046e-16j 0.0353684+1.29924e-15j -0.00697911-8.05979e-16j 0.0454876-8.44904e-17j 0.0790214-1.56175e-15j 0.0222853+1.52292e-14j -0.0273696+1.16276e-15j -0.116699+1.67814e-15j -0.0679852+4.18163e-16j -0.0666944+3.82808e-15j -0.128604+4.275e-15j 0.0932974-1.1986e-15j 0.0477291-4.11914e-15j -0.189579+5.88897e-15j 0.0752094-7.08716e-15j 0.130985-2.50475e-14j -0.21008+5.02291e-15j -0.0857502-6.55576e-16j 0.00025671-1.28183e-15j 0.0289839-3.71821e-15j 0.0229882+7.05831e-16j 0.0872381-4.20397e-15j 0.0335503-2.22694e-15j 0.0452743-1.53957e-15j -0.42321-3.70848e-14j 0.0640016+2.21497e-15j -0.307008-2.08744e-13j 0.0161669-1.14368e-15j -0.383963+1.56184e-14j 0.0590329-6.25098e-15j 0.214967-5.85842e-15j 0.260307-1.17842e-14j 0.284469-9.93483e-15j 0.126237-1.78255e-15j 0.16406-6.97812e-15j 0.183233-5.65376e-15j -0.36116+1.22013e-14j -0.0472226+2.08762e-15j 0.0230632-3.0455e-15j -0.0914548+5.36283e-15j -0.0368986-1.35614e-15j 0.00148873+4.69173e-15j 0.141538-1.23964e-14j 
0.0794137-4.53295e-15j -0.048829-2.34671e-15j -0.183064+4.54009e-16j -0.11099+7.76461e-16j -0.135325+2.52194e-15j 0.075988-3.29873e-16j -0.10453+4.70932e-16j 0.0436021-3.56185e-16j 0.0208992+1.596e-15j -0.0186923-1.15276e-16j -0.0860181-1.46447e-16j -0.0721718+4.87542e-16j 0.0089556+8.9867e-16j -0.000520561+8.34847e-16j -0.0901225+8.21633e-16j 0.0233466-7.14467e-16j -0.0570967+7.28649e-16j -0.0140356+2.88113e-16j 0.0418608+5.19995e-16j 0.0235733+4.54488e-16j -0.0760679-2.96503e-16j -0.0153926-1.34039e-15j 0.0845153+2.82901e-16j 0.0269919-1.00846e-15j 0.0408859+8.77832e-16j -0.0393047-1.18302e-16j -0.0347193-2.13047e-16j -0.0101428-2.98993e-16j -0.0507709-5.83441e-16j -0.01159+6.65047e-17j -0.0381271-2.31392e-15j -0.0136627+2.65844e-16j -0.0563331-2.35243e-16j -0.0281017-1.12747e-15j 0.0400199+2.78422e-14j -0.0731436-1.24692e-15j 0.0283512+2.16335e-15j -0.00623174+7.64514e-16j -0.0211753+1.73324e-16j 0.0172705+3.21855e-15j 0.0146871+3.72071e-15j 0.0534213-5.14761e-16j 0.0331768+3.21895e-15j -0.01584-5.37513e-15j 0.150317-2.38247e-14j -0.0809753+2.56441e-15j 0.0103068+1.14981e-15j -0.00187179-1.32642e-16j 0.0486105-5.63446e-15j -0.0661474-6.54295e-17j -0.0259251-1.6624e-15j 0.124757-7.44137e-16j 0.0277813-5.748e-16j -0.0248597-2.09828e-15j 0.171646+6.24248e-15j -0.0290168-1.57145e-14j 0.0962469+9.51657e-16j -0.254829+9.47848e-15j 0.307992-5.90718e-15j -0.102872-4.31201e-15j 0.197754-5.34989e-15j -0.0823997-2.74528e-15j -0.30321-2.35947e-15j 0.090082-4.74005e-15j 0.0545712-4.75686e-15j -0.159169+6.60822e-15j 0.209502+4.59128e-16j 0.346464-2.32247e-15j -0.307102+1.9348e-15j 0.124911-2.55118e-15j -0.0684753+4.93207e-17j -0.0197784-1.01299e-15j 
-0.0587006+1.48078e-15j 0.082212+1.12217e-15j 0.046401-7.05371e-17j 0.0547129-5.25134e-17j 0.0617233-8.86293e-16j 0.251776-6.11824e-16j -0.00692423+4.58773e-16j -0.139852+3.88188e-16j -0.000241355-5.23077e-16j 0.0301272-1.30792e-15j -0.130636+4.94194e-16j -0.131042-3.27874e-16j 0.0521416-7.79898e-17j -0.178454+3.76889e-16j 0.00492674-2.77664e-16j 0.0266455+8.17251e-16j -0.101282-1.66208e-16j 0.112166-1.55103e-15j 0.0540441-1.24231e-15j 0.0455111+3.6653e-16j 0.103875+6.30059e-16j 0.0312552+2.02576e-15j 0.0279801-1.14981e-15j 0.0619762-1.79764e-15j -0.0108314+9.2498e-16j -0.0752978-1.93938e-15j 0.0813118+6.1523e-16j -0.0142946-2.52299e-16j -0.0478996-5.13947e-16j -0.142538+1.97481e-15j 0.0173871+1.56976e-15j -0.0327853-2.07739e-15j 0.183015-1.91796e-15j 0.0765672+9.82019e-16j -0.00733995-4.07471e-15j -0.0155641+3.87601e-16j 0.0403883+4.28369e-16j -0.0429473-1.04036e-15j 0.0254684+1.03275e-15j 0.0262345-3.89515e-15j -0.055295-8.04219e-15j -0.0562434-6.34915e-16j -0.165077-1.02917e-15j 0.134361+1.35041e-15j -0.0897178+8.41168e-15j -0.0894933+6.51034e-16j -0.107204-3.53587e-15j -0.126238-1.08913e-15j 0.0513569-5.10503e-15j -0.116081+1.29353e-15j 0.115974+7.32462e-16j -0.196685+3.32927e-18j 0.0342188-1.29493e-15j 0.124618+1.75956e-14j -0.0694032-3.45542e-15j 0.109392+7.75141e-14j 0.194712-1.56883e-15j -0.326664+1.81107e-15j -0.164324+2.76955e-17j 0.0869077-7.65979e-16j -0.0950612-3.65969e-16j 0.00506888+1.31361e-15j 0.108835+1.54799e-15j 0.171806-5.7576e-16j 0.372636-5.60739e-17j 0.00264894-6.38815e-16j -0.098744-8.09237e-16j -0.0214572-4.58788e-16j 0.243895+7.39133e-16j 0.186951-3.09326e-16j -0.056482-1.36332e-15j -0.103038+4.03673e-15j 
0.0867661-8.31181e-15j 0.0149608-4.37914e-15j -0.04117-1.80686e-16j 0.120966-1.99861e-15j 0.122005-1.80754e-15j 0.0323526-1.23094e-15j -0.00315798+6.8406e-16j -0.12433+2.49177e-15j 0.0208353-1.22295e-15j 0.180455-1.8336e-15j -0.0242084+7.23047e-16j 0.0196635+1.12888e-15j 0.0266219-4.82839e-16j 0.00548486+1.5657e-15j 0.0381326-1.86708e-15j -0.0306128+1.61827e-15j -0.106816+1.53991e-15j 0.0350298-2.03434e-15j 0.0366603-9.8201e-16j 0.0212866-8.71444e-16j -0.0821101-1.14817e-15j -0.0143514-6.06549e-16j 0.0576685-5.90764e-16j 0.0126011-4.08958e-18j -0.00504063-3.04672e-16j -0.0465367+5.89077e-16j -0.0178138-6.49318e-16j 0.0519138-1.22804e-15j -0.0405003+3.23883e-16j -0.0478641+2.82871e-15j 0.00364358-5.26795e-16j 0.0409635+2.23871e-16j -0.0404915-1.36163e-15j -0.0153033-7.60564e-16j -0.0427037-2.93768e-14j 0.00464207-1.67097e-16j -0.0267615-5.07721e-16j -0.0375978+6.28117e-16j -0.0498928+6.71533e-16j 0.0189787+2.34491e-15j 0.0147721+4.72448e-15j 0.0735702-4.238e-16j 0.0396674+9.78862e-16j 0.0186128-2.19065e-15j 0.0239158-3.09074e-15j -0.0992485+1.20901e-15j -0.0524719-1.09421e-15j -0.108176-1.87162e-16j -0.0142312+8.70167e-16j 0.0208875-9.26941e-17j -0.100476+1.55202e-15j 0.103521+1.06954e-15j -0.0283538-1.90014e-16j -0.0783825-9.29017e-15j -0.103737-1.55124e-15j 0.0727448+5.051e-14j 0.0954612-5.76371e-16j -0.293113+4.56293e-15j 0.0321928+2.76484e-16j -0.0855696-1.33086e-15j -0.0357558+3.48737e-15j -0.247802+4.49061e-15j -0.235659+2.64606e-16j -0.11448+4.59421e-16j -0.0454802-6.22721e-16j 0.0628881-3.34001e-15j -0.093791+2.48603e-15j -0.12144+4.51912e-15j -0.300475+1.7953e-15j -0.203261-3.73278e-16j -0.033734+7.37842e-15j 0.20861-1.52635e-14j 
-0.0390383+5.95954e-15j -0.0612833+1.83204e-15j 0.0803832+3.9299e-16j -0.0908456-7.17168e-16j -0.0080842-5.25966e-16j -0.129918-2.40947e-16j -0.0124042+1.04058e-15j 0.104106+7.95144e-16j -0.0045002-5.11232e-17j 0.0141501+3.76632e-17j 0.136239+1.27791e-15j 0.0735875+2.54912e-16j 0.0359284-5.35104e-16j 0.0267662+1.03491e-15j 0.0488687-3.68436e-17j -0.0455283+5.94403e-16j 0.00604805+1.04501e-15j -0.102316+9.08306e-16j -0.0389734+1.72298e-16j -0.0435453-3.39826e-16j -0.0115702-4.44016e-16j 0.0306327+4.56222e-16j -0.0443371-1.08396e-16j -0.0219801+1.52078e-16j -0.0272757+1.81534e-16j 0.0295838+4.16433e-16j -0.00874446-4.21999e-16j -0.0261228+2.9209e-16j 0.0143603+4.54238e-16j 0.0103811+6.14812e-16j -0.013808-1.26717e-15j 0.0307011+5.28236e-16j -0.0124416-9.58281e-16j -0.00311699-3.58531e-16j 0.0197875+1.45147e-14j -0.0163008-4.86965e-16j 0.0150516+6.86055e-16j -0.00182693+2.01247e-16j 0.0338765-1.21154e-16j -0.0305659+6.68791e-15j 0.0684774+1.10983e-14j -0.0698212-1.47754e-15j -0.0889768-3.94779e-16j -0.0380558+5.56709e-16j -0.0313018+5.4889e-15j -0.0738353-6.83206e-16j -0.109138-3.54138e-15j 0.17818+2.67433e-15j 0.057182-3.8054e-15j -0.20726-1.27998e-15j 0.0518983-5.07593e-16j -0.099941+1.05723e-15j 0.118542+3.38899e-16j -0.0651328-7.43471e-15j -0.0265545-8.27535e-16j 0.112263+7.99512e-14j -0.017203+6.38497e-17j 0.180294+1.30032e-15j 0.0672017+8.67386e-17j 0.423872+1.2465e-16j 0.269684+1.20553e-16j -0.0604676-1.05347e-15j 0.175354-1.62896e-16j 0.0535714-7.31378e-16j -0.137292-9.21188e-16j 0.122269+2.12079e-15j 0.338442+1.8782e-15j -0.169259+8.54812e-16j 0.180076+2.27236e-15j 0.0704829+2.4276e-16j 0.0340467-4.02016e-15j -0.141911+1.1844e-14j 
0.0824516-9.20123e-15j 0.0155259-3.54807e-15j 0.0382426-2.2102e-15j 0.0904482-1.70667e-15j 0.0621926-2.44935e-15j 0.0609005-1.86287e-15j 0.17173-4.75502e-15j -0.0105756-7.52613e-16j -0.0284868+8.12323e-16j -0.00580371+1.42056e-15j 0.0953778-2.03241e-15j 0.016038-7.52363e-16j -0.0452816+1.05128e-15j 0.131222-2.79792e-15j 0.0501829-4.9888e-16j 0.0414506-7.66716e-16j 0.112633-3.51444e-15j -0.0462884+1.87661e-15j -0.0105856+1.20732e-15j 0.0234966-5.17157e-16j -0.0519635+9.76627e-17j -0.0165795-7.71784e-16j -0.00972187+5.50391e-16j 0.0030367-5.53248e-16j -0.0286038+2.69758e-16j -0.022285+2.36695e-16j -0.00164374-1.84722e-16j -0.00591664-2.24904e-16j 0.0172849-7.03216e-16j 0.0193043+7.37367e-16j -0.0130886-7.2634e-16j 0.0247759+4.75024e-16j -0.0795436+1.49485e-15j -0.0497544+5.54217e-16j 0.0164713+1.13402e-14j -0.0269849-1.48811e-16j 0.0738002-1.27927e-15j -0.0558817+1.03377e-15j -0.00473803-8.64459e-16j 0.0428976+3.76978e-15j 0.0237147+7.73144e-15j 0.0840876-2.97049e-15j 0.076172-2.20541e-15j 0.018152-2.45506e-15j 0.0504395-8.89288e-15j 0.0230508-4.16582e-16j -0.0228326+6.51352e-17j 0.011217+5.66498e-16j -0.12268+1.52774e-14j 0.178977-5.44643e-15j 0.0608344-3.70806e-15j 0.246464-7.85734e-15j -0.0454531+8.69674e-16j -0.0634112-6.19444e-15j 0.00994608+2.24839e-16j 0.137848+9.42908e-14j 0.145727-4.83385e-15j -0.0598812+5.09316e-16j -0.0319844+1.46607e-15j -0.470981+1.53489e-14j 0.0736864-2.2444e-15j 0.207466-7.82583e-15j -0.248774+8.61168e-15j -0.201645+7.90444e-15j 0.114421-5.67891e-15j 0.0959267+2.01096e-16j 0.104762-1.20047e-15j 0.634788-2.16248e-14j 0.401662-1.3802e-14j -0.153544+3.92174e-15j 0.0650842+6.93918e-15j 0.346359-2.89537e-14j 
