5.89989e-15+0.400063j -1.32714e-15+0.042249j 2.40466e-16+0.0465615j 5.43913e-16+0.0124928j 4.2336e-16-0.0342201j -6.59788e-16-0.0578906j -3.06703e-16+0.0198636j -3.77838e-16-0.0249253j 1.01951e-15+0.106065j -1.38007e-15+0.0791469j 1.07924e-15+0.117657j -3.07984e-16-0.0735629j -6.62816e-16+0.0437111j 6.45605e-16+0.0507127j 4.50399e-16+0.0382904j -4.9603e-16-0.0177589j 1.47886e-16-0.016615j 1.96733e-17-0.00972885j -2.63656e-16-0.0230508j 4.04143e-17+0.0187228j -1.67865e-16-0.021295j 2.57728e-16-0.000165264j -3.62058e-16+0.0040658j -2.74118e-16-0.01386j 4.21962e-17+0.00189782j -2.0558e-16+0.0066288j -8.93395e-16-0.0222263j -3.44179e-17-0.00208532j -4.98209e-16-0.000795117j 7.83763e-16+0.0182146j 3.10165e-15+0.00783407j 2.24167e-16+0.00420426j 2.02904e-16+0.00102933j -1.23634e-16+0.00923721j 1.72843e-16+0.00149054j 4.75827e-17+0.0118448j -1.35593e-18+0.0096676j 1.07228e-16+0.0032764j 7.5537e-17-0.00286228j 1.54567e-15+0.00523412j 1.16821e-15-0.000171772j -3.12654e-14+0.0207182j -7.02357e-16-0.019131j 1.33555e-16+0.00105132j 4.66485e-17+0.00221655j 1.6952e-16+0.00864687j 3.82e-16+0.0118044j 1.82743e-16+0.000421363j -1.04618e-16-0.00231581j 6.94877e-17-0.0157036j 9.96773e-17+0.011771j -1.30392e-16-0.0110372j 1.7187e-15+0.0157806j -2.05703e-16-0.0189913j -6.92174e-17-0.00203527j -2.92188e-17-0.00333482j -3.19908e-16-0.0117388j -9.51086e-17-0.012544j 3.60274e-16+0.0199332j 1.75012e-16+0.0179303j 4.17619e-16+0.0148472j -7.41687e-17-0.0212831j 5.15381e-17+0.00535658j 4.82978e-18+0.00749119j -8.55693e-17+0.0041569j -2.28547e-16-0.0220408j 9.36373e-17-0.00243676j 1.30427e-17+0.00762543j 2.41585e-16+0.0128778j 3.18195e-18+0.0191039j -1.17928e-16-0.0306912j -3.147e-16-0.0116764j 
-5.41512e-15+0.0161614j 7.9291e-15-0.0233693j 5.6678e-15-0.0168392j -1.84998e-14+0.0533156j 1.57374e-14-0.0424665j 8.02092e-15-0.0227232j -1.39722e-15+0.00511013j 8.03313e-15-0.0210687j 8.48684e-15-0.0222957j 5.56297e-15-0.0161869j -1.45751e-14+0.0402694j -8.69113e-15+0.0252774j -1.5728e-14+0.0445502j 6.57626e-15-0.0195358j -1.78634e-14+0.0501872j -3.44648e-15+0.00761429j 7.86963e-15-0.0240246j 4.69953e-15-0.0142631j -2.19977e-14+0.0646625j -1.10955e-14+0.0328642j -4.89764e-15+0.014316j 1.27673e-14-0.0349984j -7.124e-15+0.0182377j 1.38996e-15-0.00266043j -1.19821e-14+0.032736j -6.54957e-15+0.0188321j -8.05543e-15+0.023403j 3.38845e-15-0.00564988j 3.95611e-15-0.0132073j -2.91747e-15+0.0125585j 4.46927e-16-0.0471504j -7.93347e-15+0.0194901j 1.12581e-14-0.0331551j 2.61559e-16-0.00150978j 1.67662e-15-0.00691534j -1.11023e-14+0.0325087j 2.93892e-15-0.00819174j 2.48639e-15-0.0086919j 1.65099e-14-0.0533125j 2.33279e-14+0.0123452j -1.30293e-14+0.114357j -2.45541e-13+0.13242j -4.26132e-15+0.0145983j 2.18882e-14-0.0649251j 1.15271e-14-0.0343749j 4.047e-14-0.122393j 7.56327e-15-0.0214148j 3.73851e-14-0.108031j 1.31933e-14-0.0333132j 3.06437e-14-0.0833953j 2.44197e-14-0.0729161j 1.41893e-14-0.0417382j -4.43525e-15+0.0162972j -6.78949e-15+0.0200739j 4.0498e-14-0.117588j -3.21935e-14+0.0868856j 4.51342e-14-0.141705j -3.78688e-14+0.107975j 2.68069e-14-0.0811977j 1.03995e-14-0.034467j -7.39876e-14+0.22412j -8.42292e-14+0.244028j -1.5664e-13+0.454436j 1.09644e-14-0.0387458j -3.13801e-14+0.0908456j -4.43867e-15+0.0203467j -3.95691e-15+0.0144428j 2.56599e-14-0.0731887j 1.86074e-14-0.0506961j -2.81286e-14+0.079069j -2.30299e-15+0.00400251j -1.46819e-14+0.0429009j 
-5.43717e-16+0.00780239j 7.8166e-16+0.00385046j 7.56e-16+0.0553806j -9.39524e-16-0.027053j 6.06769e-16+0.0127447j 2.72269e-16-0.0351092j -3.66932e-16+0.0392251j 1.23819e-17-0.0357261j 1.76434e-16+0.0210771j 5.83762e-16-0.0270291j -1.04216e-15-0.016873j 3.07124e-16+0.00849987j 6.09327e-16-0.027184j 1.07664e-15-0.00901303j -9.01769e-16-0.00384482j -7.528e-16+0.000817653j 6.20226e-17+0.00327795j -4.51886e-16-0.0358966j -7.84682e-16+0.0114378j 3.35009e-16+0.0252318j -9.58787e-16-0.00888748j 1.27269e-16+0.00506978j -1.92822e-16-0.00886307j -1.95731e-16+0.00516907j -7.78887e-16-0.0168068j -8.75654e-17-0.0140127j 2.09865e-16-0.0176305j -7.56323e-16-0.00118506j 4.75897e-15+0.0120638j -4.14818e-15-0.0825643j -2.22232e-15-0.00388929j -1.77353e-15+0.0414093j -5.79613e-16-0.0179891j 6.23308e-16-0.0492366j -4.08566e-15-0.0403331j 6.48294e-16+0.0195983j 3.27744e-16+0.012414j 7.70894e-16-0.0413416j 1.34095e-15+0.0139442j -5.55643e-15-0.0442712j -4.55174e-15+0.0258329j 2.17865e-15-0.000851107j -4.59728e-15-0.0811485j 1.65488e-15+0.0627525j 9.46999e-16-0.0295788j -9.50911e-16-0.0316577j 2.93628e-15+0.127214j -2.94714e-15+0.00296012j -2.94415e-15-0.138695j 1.32334e-15+0.094885j 1.87541e-15+0.0808584j -2.41176e-15-0.0210625j -1.73598e-14-0.12481j 1.70489e-15-0.0420754j 1.42492e-15+0.0202473j 2.59296e-15+0.0982681j 1.80701e-15-0.0113393j 4.68036e-15+0.00204695j 2.34111e-16-0.172935j -4.17542e-15-0.0294428j 1.51818e-15+0.16631j 2.60853e-16-0.110789j 5.11284e-15+0.103266j 4.41823e-15+0.310581j 1.4671e-15+0.139558j -4.47654e-15-0.0223909j 7.77447e-16+0.0112364j 3.66863e-15+0.186047j -2.53984e-15-0.075195j -1.77369e-15-0.0902464j 1.36377e-15+0.0511029j -1.31532e-16-0.0534438j 
-1.74993e-16-0.020423j 7.8058e-16+0.0364327j 8.23293e-16-0.0251243j -1.15686e-15-0.0173726j 1.05444e-15+0.0235269j -6.34423e-17+0.0351266j -5.99899e-18-0.049596j 6.45544e-16+0.0325865j 3.58858e-16-0.0145267j -3.34442e-16+0.0391682j -1.16658e-15-0.0157657j 1.09337e-16+0.0207721j 3.57476e-17+0.045177j 6.39124e-16+0.0519716j -1.59329e-15-0.0475715j -6.95385e-16-0.0298966j 1.24187e-16+0.00450864j -2.51844e-16+0.0133509j -7.46666e-16-0.039484j 5.64973e-16+1.50891e-05j -9.25087e-16-0.0329984j 7.98965e-16+0.000306883j -2.11956e-16-0.00774592j 6.17975e-16+0.00466209j -9.51171e-16-0.0195543j 7.14893e-16+0.00475571j 2.46467e-15+0.0522341j -9.34487e-16+0.00662852j 4.15213e-15+0.0490199j -2.90546e-15+0.00677523j -1.74928e-15-0.00233786j 7.01109e-16-0.0516088j -1.30166e-15-0.0146931j -6.8338e-17+0.0697399j -3.70232e-15-0.044561j 3.53399e-16+0.0165141j 6.28072e-16+0.0103376j -3.87395e-16+0.0281699j 1.53675e-15+0.0462762j 1.15512e-14+0.0673676j 8.80994e-15-0.0295509j -3.85676e-14+0.0248772j 1.69293e-15+0.0467889j 3.62628e-16-0.0354456j 1.9565e-15+0.0973281j -8.09502e-16-0.0313377j -2.70823e-16-0.0766805j -3.76714e-15-0.18113j -2.16726e-15+0.0162214j 2.10465e-15-0.000905975j 2.60174e-15-0.00741125j -1.78343e-15-0.0736924j -1.97289e-14-0.147683j 2.54577e-15+0.112535j 1.72664e-15+0.0259248j 2.86038e-16-0.0345991j 4.81412e-15+0.125333j 4.15027e-15+0.173269j 5.07239e-16+0.183429j -3.29595e-15-0.0922309j -1.4038e-15-0.140273j -1.85974e-15+0.0695048j 4.46545e-15+0.221079j 4.19752e-15-0.0666097j -1.21251e-15-0.15288j -5.78868e-15-0.26025j 3.5981e-15+0.0744389j 4.26317e-15-0.010342j -2.19699e-15-0.0559382j -3.07162e-15-0.0245084j 9.22524e-16+0.00809556j -4.49339e-16+0.0394019j 
1.5878e-16+0.023751j -1.72824e-16+0.0235359j 9.67682e-17-0.0319086j 4.42e-16-0.00204778j -4.45408e-16-0.00475284j 1.48418e-16-0.0108656j -4.6688e-16-0.00692011j -1.82022e-16+0.0198502j 6.25409e-17+0.00731597j -4.5965e-16+0.00948599j 5.97852e-17-0.0205393j 9.20767e-17+0.000995722j 9.00671e-16-0.0279038j 1.70781e-16-0.0242899j 4.63314e-16-0.020711j 2.83716e-17+0.032147j -1.7659e-16+0.0125484j 1.90589e-16-0.0411416j 3.79695e-17+0.0488432j -1.20245e-16+0.0204533j 1.00162e-16-0.0173048j -4.33136e-16+0.0388931j -4.80515e-16+0.0101105j -2.00761e-16+0.0227223j 2.67838e-16-0.040237j -3.7857e-17+0.00172453j 5.98265e-16-0.00158606j -1.08615e-16-0.010071j 3.97461e-16+0.003752j 4.03139e-16+0.00939015j 3.34268e-15+0.00828036j -1.14336e-15+0.0550788j 4.15862e-16-0.049228j 8.0438e-16-0.0491509j 1.68352e-15+0.0400135j 1.15064e-16-0.0273831j 3.73226e-17-0.00748508j -9.3201e-16+0.0200307j -4.5078e-16-0.0396461j -9.81875e-15-0.0274295j -8.50912e-15-0.0120617j 9.03626e-14-0.0589024j 4.75497e-15+0.162677j -2.08113e-15-0.0106887j 6.13899e-16+0.027244j -6.07763e-16-0.09303j -2.11343e-15-0.111802j -1.17978e-15-0.0686384j -5.1995e-16+0.0469714j -9.99767e-16+0.0780352j -7.09394e-16-0.0228268j -5.41415e-16-0.00681957j -1.77218e-15-0.0193215j 8.41943e-16+0.0498479j -1.85162e-16+0.0259087j 8.8815e-16+0.0590813j -2.84315e-15-0.172933j 1.16127e-15-0.0478914j 1.57389e-15-0.123039j 3.29582e-16+0.131911j 2.62578e-15+0.172264j 1.60384e-15+0.0165879j 2.88144e-15-0.0858842j 1.48595e-15-0.175752j 2.31543e-15-0.365897j -3.18471e-17+0.0306782j -4.15942e-17+0.201035j -9.85088e-16-0.139098j -2.59516e-16+0.0431554j 8.55416e-16-0.0407547j -1.81563e-16+0.00493928j 3.75568e-16+0.0371619j 
1.04624e-15+0.0217026j -3.06769e-16-0.00801193j 2.58338e-16+0.00383062j 1.7295e-17-0.000632636j 6.20959e-16+0.011316j 1.61863e-16-0.000384853j 9.62999e-16+0.0352692j 1.07685e-15+0.0240967j 3.33426e-16-0.00716073j -1.21778e-15-0.0176647j 1.00462e-15+0.0524404j 1.74109e-16-0.000924623j -6.20088e-16-0.0493352j -8.7763e-16-0.0256646j 2.65325e-16+0.00860589j -6.62345e-16-0.00587532j 1.50278e-16-0.00590501j -4.15471e-16-0.0206736j 2.11471e-15+0.0604144j 2.26575e-15+0.0542197j 9.74349e-16+0.021942j -3.23148e-16-0.00290927j 1.49473e-16+0.000700152j 9.16854e-16+0.0395098j 2.09306e-16+0.000552484j -4.06986e-16-0.0103764j -5.79292e-16-0.0223839j -8.35338e-16-0.00623532j 2.45351e-15+0.026292j 1.77082e-15+0.032783j 6.37084e-15+0.0109202j 1.89681e-15+0.104687j 4.81653e-16-0.0108338j 4.99062e-16-0.00588498j 4.60851e-15+0.0412296j -1.40671e-16-0.00527701j -4.98223e-16+0.0057832j 7.65644e-16+0.0109495j 1.00336e-15+0.00572871j 5.26612e-15-0.00734483j 5.92071e-15+0.0338104j 1.5402e-13-0.104262j -1.57963e-15-0.0319921j -1.08729e-15-0.0406091j 4.45918e-15+0.0822183j -4.10466e-15-0.102168j 4.27219e-15+0.0702206j -3.34126e-15-0.0726711j -2.64513e-16+0.00656694j 1.90497e-15+0.0201203j 1.7669e-15+0.0663156j 8.41134e-16+0.00225681j 4.1885e-15+0.0335451j 3.42966e-15+0.0181064j -2.0468e-15-0.0894735j 1.88604e-15+0.094905j 1.99354e-15+0.0323729j -4.16875e-15-0.120716j 1.8815e-15-0.00816127j -3.61945e-15-0.0942324j -9.6982e-15-0.223935j -3.14193e-15-0.154941j -5.48174e-15-0.0946149j 2.77516e-15+0.0533675j -9.04712e-15-0.189244j -7.71276e-15-0.0820374j 9.79826e-15+0.268984j 8.08439e-15+0.176949j 7.80033e-17-0.0158147j -1.2221e-15+0.0156433j -1.78372e-15-0.0354065j -1.06898e-15-0.0420684j 
6.07733e-16+0.00950208j -3.21186e-16-0.00662879j 1.91189e-15+0.0457107j -1.37663e-16-0.00808836j 1.24568e-15+0.0358714j -3.72045e-16-0.0154582j 3.32616e-16+0.00136862j 1.73835e-16-0.0101831j 2.3212e-15+0.0426508j -3.43867e-15-0.077376j -1.06627e-15-0.0379608j 1.43003e-15+0.0214285j 1.37863e-15+0.0273217j -1.97534e-15-0.0388394j -6.48723e-16-0.00768987j -1.15674e-15-0.00899871j 9.07625e-16+0.0317017j 2.34623e-16-0.000225084j 1.51505e-15+0.0237326j 1.01098e-15+0.00766564j 1.06837e-15+0.0243025j 1.99944e-16+0.00029994j -1.56233e-16-0.017135j -1.28101e-16-0.012676j 5.95864e-17+0.0053667j 2.97809e-16-0.00548822j 5.18432e-15+0.0631221j 2.06097e-15+0.0202826j 5.49822e-16+0.00625164j 4.80415e-16-0.00267313j 4.94569e-15+0.0120124j 1.72467e-15+0.00228867j 1.9495e-15+0.0388029j 1.56602e-16-0.00926129j 4.21469e-15+0.0336564j 4.62955e-16-0.00640468j -3.17542e-15-0.0727178j 1.13695e-15+0.0482851j 1.59177e-15+0.0276264j -5.57814e-15-0.024506j -3.52552e-15+0.00927586j -1.59983e-14+0.0101426j 1.31212e-15+0.0345513j 2.72918e-15+0.0798816j 4.32079e-15+0.0501664j 4.38011e-16+0.0369909j 7.33829e-15+0.109872j -2.2981e-15-0.0461524j -3.03677e-15-0.0679628j 4.8757e-15+0.0836868j -3.42393e-15-0.0788888j 2.34643e-15+0.0684163j 1.44916e-15+0.0104483j 9.20203e-15+0.163557j 1.02637e-15+0.0578891j -7.86864e-15-0.173405j -3.77207e-15-0.0588089j -1.04441e-15+0.00307851j 1.84469e-15+0.0130161j 1.33745e-16+0.0250935j 7.20154e-15+0.197365j 7.19782e-15+0.192551j -4.79348e-15-0.0668438j 3.26372e-15+0.0863085j -5.07014e-15-0.126912j -2.13756e-14-0.440583j 5.72439e-15-0.0352871j 9.65659e-15+0.143379j 3.63076e-15+0.0585165j -5.83362e-15-0.142146j -1.22059e-15-0.00929241j -6.76936e-16-0.00665128j 
8.92452e-17-0.0169772j -2.13838e-16+0.00273217j 4.54273e-16+0.00442985j 5.22202e-16+0.0382799j 5.25261e-16-0.04002j 1.5986e-17+0.0206495j 3.35198e-16+0.021924j 9.37672e-17+0.0101641j 5.09567e-16+0.00558763j -9.82874e-16-0.0508713j -4.06076e-16-0.0404482j 1.44321e-16+0.0145158j 3.35446e-16+0.0895559j -4.05662e-17+0.01484j -8.80858e-18-0.00960947j -4.39604e-16-0.0386504j -1.69002e-16-0.0265218j 1.81244e-16+0.00941393j 3.28192e-16-0.00817843j 1.27943e-17-0.00725353j 6.35921e-17-0.0165272j -1.55482e-16+0.0241741j -2.00872e-15+0.0463633j 7.05117e-16-0.00909455j -2.16227e-16-0.00292022j 9.92367e-16+0.0255398j 3.30587e-15+0.0690885j 1.59638e-15+0.0141977j -1.69056e-15-0.00442589j 1.21764e-15+0.0311082j -6.02445e-15-0.018129j 7.17845e-17-0.00958168j -2.06192e-18-0.014672j -3.50886e-17+0.00877401j 2.27022e-15+0.0287549j -4.43981e-16-0.0385948j -1.76178e-16-0.00687201j 1.38348e-15-0.0356246j -2.70986e-16+0.00160542j -7.7557e-15+0.00907696j -6.52425e-15-0.0471795j 8.66985e-14-0.0580077j -2.24191e-15-0.0658882j -2.81689e-16-0.0591848j 9.5751e-16+0.0397452j -2.50477e-15-0.0640047j 2.29853e-15+0.0657973j 1.61923e-15+0.115015j 9.94365e-16+0.0543438j 1.19846e-15+0.0774486j -4.60591e-16-0.0326137j -2.07364e-16-0.0523142j -7.61328e-15-0.0638699j 2.86586e-15+0.145388j 3.84688e-16-0.0161057j -3.30238e-16+0.0669012j -3.04129e-15-0.061764j -8.3763e-17-0.0160996j 1.35158e-15+0.0737811j 2.34578e-16+0.00121143j 8.29923e-16-0.088164j 2.1254e-15+0.0109084j -1.28142e-15-0.195614j 1.94888e-15+0.0177689j 3.44703e-16+0.240644j -3.02522e-15+0.0503854j 5.89448e-15+0.46229j 2.54143e-15+0.125396j 6.59895e-16+0.0821436j -1.48631e-15-0.0453767j -5.65406e-16-0.00391372j -9.20862e-17+0.00409435j 
9.47882e-17+0.0169041j 2.12661e-17-0.0246985j -2.49715e-17+0.0138065j -1.88539e-17-0.004445j -1.42018e-16+0.0208818j 6.8627e-17-0.00438432j -6.89897e-17-0.0185928j 1.76273e-17-0.0181344j 3.29269e-16+0.0235808j 3.85904e-16-0.0319764j -7.7815e-17-0.071561j 2.46044e-16+0.000409604j -5.55309e-16+0.0639541j 2.09232e-16+0.0188666j -2.363e-16+0.0201663j -3.6807e-16-0.023308j -8.66694e-17-0.0155126j -6.09092e-17-0.0183678j -3.30764e-16-0.0103614j -1.67507e-16-0.0117189j 1.42575e-16+0.0152839j 5.66827e-17+0.00117694j -6.70612e-16+0.0193493j 5.74854e-16-0.00276671j -7.45097e-16-0.0087554j -3.12198e-16+0.00611387j 7.45418e-16+0.0234668j 2.45987e-15+0.0243765j -3.78641e-15-0.0251904j 2.25315e-15+0.0530575j -1.30645e-14-0.0384136j -2.64602e-16-0.0310861j -4.23548e-16-0.00918222j -9.66086e-17+0.000253235j -2.23051e-15-0.0213319j -9.24488e-16-0.0777516j 1.17287e-15+0.0367897j -5.1893e-17+0.0187819j 4.92569e-16+0.0299331j -1.95087e-15-0.0359148j -1.10097e-15+0.0358154j -2.42774e-14+0.0163242j -1.05821e-15+0.00222937j -2.53727e-16+0.0408012j -4.60798e-17-0.0945897j -5.80696e-16-0.0591669j -1.57319e-15-0.064125j 4.51574e-18-0.0379918j 5.07704e-16+0.0604473j 4.70766e-16+0.0629129j -5.04578e-16+0.00857562j 6.47397e-16+0.115272j -4.92461e-15-0.0561521j 6.14301e-17+0.013699j -1.07836e-15-0.0316104j 1.38345e-15+0.118018j -2.22459e-15-0.0555176j -9.33662e-16-0.0972454j 9.64093e-16+0.07617j 3.91029e-16+0.0168695j 1.37534e-15+0.163819j 7.0741e-16+0.0199184j 1.79842e-17-0.029027j 5.22619e-16+0.33557j 1.14472e-15-0.13474j 5.4538e-16+0.390029j 1.19101e-15-0.0687844j -1.80239e-15-0.129463j 7.67169e-16+0.0392334j -4.12934e-16-0.180881j -3.23021e-16-0.0453161j 1.6866e-16+0.0359131j 
1.3582e-16+0.00272768j -5.63071e-17+0.00440376j 2.80062e-16+0.00995292j 2.46139e-16+0.00700005j -1.75175e-16+0.0270928j 2.7874e-16+0.0216686j -2.61732e-16-0.0123326j -1.49464e-17+0.0148984j 2.29635e-16+0.024549j -3.81347e-16+0.0184492j -4.94504e-16+0.00322023j -1.59128e-17+0.00822889j 2.91507e-16-0.0354947j -1.66918e-16-0.00202406j -1.05435e-16-0.00715081j -2.09594e-16-0.0215141j 8.4505e-17+0.0206371j -3.24633e-17-0.00352812j -8.24463e-16-0.0485631j -6.50699e-16-0.0311976j -1.07296e-16+0.00349515j 2.69601e-16+0.0387983j -2.339e-16+0.0069765j 7.2103e-17+0.00769601j -1.84252e-16-0.0388673j -2.43429e-16-0.0158315j 4.04618e-16+0.00282518j -8.79499e-16+0.00020256j 2.03438e-15+0.0324042j -7.86935e-16-0.00723374j 1.11129e-14+0.0320021j 3.16387e-16+0.0116614j -1.34902e-16-0.0224176j 2.7575e-17-0.0030309j -1.08775e-15-0.00917585j -6.48266e-16-0.0321291j -3.64042e-17-0.0193104j 5.46713e-17+0.0274486j 4.27875e-16+0.00905265j -2.50378e-15-0.00817634j -6.2536e-16+0.000757683j -8.2666e-14+0.0547345j -9.48292e-16-0.0404971j 2.52023e-16-0.026874j -3.22112e-16+0.0393082j 2.68489e-16+0.0437298j -3.06898e-16-0.0281702j 2.21637e-16+0.0800673j -6.03619e-16-0.0884734j 6.06388e-16+0.0469777j -5.60287e-16-0.0292543j -3.01789e-17-0.0706779j 8.91065e-15+0.0934031j 1.62635e-15-0.00749619j -9.95761e-16-0.131797j -1.32336e-15-0.0617636j -4.52942e-15-0.172811j 4.94592e-17+0.0175393j -5.85979e-16-0.0405381j -7.35454e-16-0.0733452j 3.11123e-15+0.031169j 1.39426e-15+0.0399339j 1.6216e-15+0.0900846j 1.92797e-15-0.00861247j 2.03062e-15+0.404581j -3.04735e-16-0.186022j 1.64951e-15+0.0575281j -2.1054e-15-0.212003j 1.14897e-15+0.133875j 2.54746e-17+0.145737j -5.74334e-16-0.0583684j 3.66812e-16+0.00506021j 
1.77974e-15+0.0359672j -9.02943e-16-0.0205951j 5.56144e-16+0.0129582j 1.67508e-15+0.0311161j 4.44579e-16+0.0141081j 7.5861e-17-0.00359671j -1.66834e-15-0.0296545j -7.67496e-17-0.00331129j -2.65802e-17-0.00252694j 1.13083e-16+0.000364779j 8.20097e-16+0.0190351j -1.82014e-16-0.00640807j -1.23413e-15-0.0347232j -1.92705e-15-0.0397136j 2.39842e-16+0.00513391j 1.21821e-15+0.0259465j 1.08814e-16+0.00179726j 6.6588e-16+0.0209792j -1.13601e-15-0.0200259j -3.46037e-16-0.00892892j 1.40968e-16+0.0102017j -9.44259e-16-0.0254284j 3.5706e-16-0.013022j 4.20553e-17+0.00496955j -7.7383e-17-0.00630819j 1.70224e-15+0.0367562j -1.16753e-15-0.0277072j 1.36117e-15+0.0144467j -1.11373e-15-0.0193358j -2.74095e-15-0.0440155j 5.96429e-16+0.00264074j -3.26664e-16-0.0175588j 2.21755e-16+0.0160504j -1.23807e-15-0.031741j -7.52499e-16-0.00935493j 1.23032e-15+0.01649j -1.88114e-15-0.0366757j -1.97913e-16+0.00873576j -1.42346e-15-0.0241266j 2.59062e-15-0.0416393j 8.1054e-15+0.0702368j 9.66555e-14-0.0655148j -4.28805e-15-0.0519927j -1.70026e-15-0.0357123j 1.2394e-15+0.00757274j -3.63224e-15-0.0489728j -2.13719e-15-0.0379408j 7.86408e-16+0.00658844j 1.18619e-15+0.0172572j -5.25274e-15-0.105775j 3.47834e-15+0.0658516j -4.26828e-15-0.0574589j -4.65854e-15-0.0316775j 1.13252e-14+0.211298j -7.054e-17+0.00267706j -3.04131e-15-0.0533462j -1.53535e-15-0.0200268j 5.71527e-15+0.113669j 6.55777e-16-0.00600752j 1.83982e-15+0.0342757j 5.54155e-15+0.100127j -2.472e-15-0.0840093j 2.48697e-15+0.0443469j 3.5821e-15+0.0742542j -9.73795e-16-0.0424081j 1.86933e-15+0.0404533j 2.08889e-14+0.392362j 1.17283e-16-0.0372395j -5.41707e-15-0.106493j 6.60081e-15+0.109203j 1.74125e-15+0.0425272j 3.52461e-15+0.0641998j 
3.44726e-16-0.0222412j 1.34556e-16+0.0105198j 9.61141e-17-0.029765j 1.02046e-16+0.022245j 6.34122e-16-0.046969j -3.77535e-16+0.0157773j 2.1429e-16-0.0418971j 2.08687e-17-0.0127054j -1.09429e-16-0.0262901j -1.51083e-16+0.0380839j 9.6552e-17+0.0231007j -3.38829e-16+0.0182226j -3.77135e-16+0.00391318j -2.11238e-16-0.00572853j -3.05281e-17-0.0216061j 4.29297e-16+0.0268287j -1.30159e-16-0.00251364j -2.56627e-16-0.0191923j 2.27922e-16-0.0304591j 1.29751e-16-0.0216042j -1.71497e-16-0.0313777j -1.36463e-16+0.0264368j -1.44e-15+0.0258208j 1.109e-16-0.00970969j 2.29421e-16+0.0100686j 3.42385e-17-0.00482543j -1.63917e-16+0.0097044j 2.73646e-16+0.00618904j -1.54678e-16-0.0104868j -6.03875e-16-0.0329451j 1.5189e-14+0.0447761j 9.69925e-16-0.00610997j -2.08582e-16-0.0150111j -2.6208e-16+0.00864644j 1.36108e-15+0.0218803j 3.5599e-16+0.00857932j -6.6518e-16+0.0058916j -2.80211e-16-0.00256116j -1.08549e-15-0.0591263j 4.6475e-15+0.0275633j 3.55743e-15-0.0131471j 9.84622e-15-0.00686209j -1.87734e-15-0.0457997j 1.67535e-16+0.0333666j -5.53972e-16+0.00325748j -6.56314e-16-0.00353639j 1.1245e-15+0.0640897j 4.56299e-16-0.0105323j -5.9628e-16+0.00404447j -8.28352e-16-0.0106148j -1.14216e-16-0.00470936j 6.32404e-16-0.145092j 7.70417e-15+0.0944084j 6.17851e-16+0.00126281j -7.26372e-17+0.0611571j -3.67304e-16+0.0616167j 1.2918e-15+0.0955218j 2.67342e-16+0.00830121j -6.76972e-16-0.0163824j 9.84212e-16+0.105607j 1.30178e-15+0.0331536j -1.54354e-15+0.110341j -2.26494e-16+0.124586j -7.09767e-16+0.0040267j 1.8819e-15-0.091447j -9.14916e-16+0.201257j 2.46838e-15-0.00789869j 4.11273e-17+0.465347j -2.77634e-15+0.113912j -2.44455e-16+0.163498j 5.14759e-16+0.0235703j 2.31535e-16+0.0668843j 
2.42856e-18+0.0117745j 1.35705e-16-0.0229378j -1.53703e-16+0.0410686j -2.75509e-16+0.026345j 3.44868e-16-0.00833359j -1.18264e-16+0.030321j 3.2416e-16-0.00177588j 3.20063e-16-0.0207291j 1.27727e-16+0.012363j 2.08647e-16-0.0355473j -6.41959e-17-0.00495999j 1.40363e-18-0.00590351j -3.78935e-17+0.00768334j -1.34466e-16+0.0186242j -5.47775e-18+0.0196264j 7.89283e-17-0.036326j 2.39394e-17+0.00751893j -1.09042e-16+0.0320565j 2.54567e-16-0.0285509j 4.17682e-17-0.00958113j 2.69343e-17+0.034964j -1.52023e-16-0.013333j 6.76225e-16-0.00918961j 5.45158e-17+0.0168013j 1.73535e-16-0.0166894j 6.82194e-17+0.0283759j 1.58213e-15+0.0265285j -8.85939e-16+0.0123926j 1.5186e-15+0.0319403j -7.39537e-16+0.00533932j -6.66338e-15-0.0184951j 2.61287e-16-0.00433107j -1.51954e-16+0.0139164j -3.75998e-16+0.0112353j -1.29091e-15-0.0259716j -1.20662e-16-0.0280363j -2.33439e-16+0.0346346j -7.38254e-17+0.0115241j 1.58602e-16+0.0299789j -2.56989e-15-0.0225008j -1.75596e-15+0.0153854j -1.6714e-14+0.0109706j -1.1789e-15-0.0456617j -3.41053e-17+0.0714304j -5.23566e-16+0.113872j -1.42648e-17+0.00990651j -5.92848e-16-0.027114j 3.82049e-16-0.0603193j -3.13696e-16+0.0356578j 3.59128e-16-0.0130673j 1.95505e-16-0.00445025j 1.6445e-15-0.0354891j 1.67153e-15+0.0242245j 1.77415e-16-0.0565825j -4.20533e-16-0.00453458j -4.50684e-16+0.0255178j -1.362e-16+0.0481837j -7.97677e-16+0.0446975j -7.69984e-16+0.0808971j -4.89112e-16-0.02326j 2.58167e-16+0.0558619j -1.26155e-15+0.102799j -1.44242e-15+0.0498072j -1.4248e-15+0.162933j 2.6455e-15-0.265662j -1.24408e-15-0.0279053j 1.83856e-15-0.168822j -3.18372e-15+0.223203j -1.6765e-15+0.0919644j -1.52425e-15+0.0637205j 1.68947e-16-0.0557615j -6.83815e-16+0.00799609j 
