0.00638566+0.00438783j -0.00462247+0.00626397j 0.0031055-0.00251432j -0.00411891-0.00375205j -0.000270348+0.00186469j 0.00109828+0.00127824j -2.13234e-05+0.0020926j 0.00105162+0.000416741j -0.00217418+0.00620257j -0.00722025+6.25562e-05j 0.00210286+0.00299733j -0.00419788+0.00217027j -0.000160013+0.000885873j 0.00508035-0.000439007j 0.00449677+0.00160697j 0.00277023-0.00217131j 0.00198721-0.000440316j 0.000385525+0.00404321j 0.00124615+0.00324407j 0.00225255+0.00304659j -0.0011231+0.000505926j 0.000639822+0.00322106j 0.00221533+0.000300069j 0.00449569-0.00135067j 0.000428294+0.00166699j -0.000210903-0.00100476j 0.00146924+0.00194116j -0.000589726+0.000460655j -0.00457524-0.00307662j -0.00322547+0.00134783j -0.00248793+0.00385239j 0.00204503+0.000545j 0.00199635-0.00319772j 0.00173485-0.00139976j 0.00140396-0.000344786j -0.000470131-0.00100242j -0.00411198+0.00232492j -0.00440162+0.00213373j -0.000869936-0.00204045j 0.00276417-0.00391081j 0.000642335-0.00110917j 0.00148676-5.99096e-05j 0.000694294-0.00229323j -0.00267468+0.001458j -0.000986996-0.00167769j -0.00583317-0.000364802j -0.00393012+0.000682351j 0.00111477-0.00101138j -0.00525354-0.00204177j 0.000244491-0.00107521j 0.0032297-0.00176301j -0.00237612+0.00427463j 0.00202818+0.00102718j 0.00391723-0.000715373j 0.000587295+0.00251494j 0.000245122-0.00537144j -0.00587602+0.000197645j 0.00171899-0.0033157j -0.00297431+0.00690588j -0.00596921-0.00216616j 0.00548386-0.00171945j 0.00264665+0.0034316j 0.00528863+0.00320344j -0.00443803+0.00212229j -0.00377645-0.00123194j 0.00123403+0.00222343j -0.0057325+0.00235842j -0.00229533-0.00201264j -0.00288165-0.00121973j -0.00179798-0.00426055j -0.0173609-0.00756269j -0.00928549+0.0158382j 
-0.00200975+0.000568391j -0.000466613+0.000581344j 0.000869874+0.000542698j -0.00153706-0.000567285j -0.000377984-0.00179346j 0.00570023+0.00102431j 6.73638e-05-0.000650417j -0.00119333+0.000919582j -0.00352316+0.00236721j 0.00194187-0.00182923j -0.00243418+0.000940063j 0.00169818+0.00180117j 0.00142641-0.00316179j 0.00258447-0.00268348j -0.00361135+0.0042929j 0.000503311-0.000343166j 0.00651159-0.0039973j -0.000864644+0.00185364j -0.000156646-0.00255603j 0.00285331-0.000825381j 0.00269736-0.000182j -0.00149477+0.00274386j 0.00122822-0.00297671j -0.00016719-0.000917568j 0.00378884-0.00256759j -0.000857437+0.00187389j -0.000341065-0.00124224j 0.000461638+0.00363032j 0.00171633-0.00390924j 0.000628641+0.00364819j 0.0037238-0.000331178j 0.00362995-0.000995141j -0.00270732-0.000645342j 0.000308911-0.00324601j 0.00287688-0.00330921j 0.000783349+0.00458506j 0.000383035-0.00161377j 0.000464191-0.00116045j -0.00189724-0.00448022j -0.00241291-0.000412281j -0.00273616+0.00182023j -0.00113671+0.0015893j -0.00210787+0.00230458j -0.00222514+0.003106j -0.00231036+0.000598408j 0.00111173-0.00229606j 0.00100997+0.000992952j -0.00194575+0.000472725j -0.000968309-0.000893501j 7.60596e-05-0.00160487j -0.00351106+0.00466308j 0.00245509+0.00734734j -0.000199272-0.00196508j -0.00145902-0.000869503j 0.00119629+0.00323017j 0.000795499+0.00288856j 0.000259617+0.000940079j 0.00137491+0.00198629j 0.00164873-0.000147225j 0.00118745-0.00358754j -0.00155119-0.00154351j -0.0022256-8.64381e-05j 0.00133426-2.55166e-05j -0.000618549-0.00246658j 0.00220387-0.000164232j -0.000935625+0.00145117j 0.00281598+0.00258424j 2.83567e-05+0.000322435j -0.0023229-0.00128297j -0.00181261-0.000110471j 0.00101757-0.00119091j 0.00219604+0.000383812j 
-0.000931785+2.68691e-05j 0.00138448-0.000749183j 0.000612622+0.000215819j -0.00288613-0.00149298j -0.00080614-0.000899591j 0.000905007-0.00101016j 5.9285e-05-0.00169089j 0.000169018+0.000595757j -0.00304971-0.000989052j 0.0035074+0.00390731j 0.00266951+0.0012586j 0.000676319+0.00034645j -0.000264151-0.00296662j 0.00161733+0.000167829j -0.00318248+0.00143225j -0.0024129-0.00415744j 0.00336183+0.000104182j -0.00479072-0.00483652j 0.00298685+0.00454717j 0.000983749+0.00212089j 0.00324557+0.000383714j 0.00298292+0.00256294j -0.000609667-0.00345931j -0.00126171+0.000432556j -0.000875008+0.00174002j 0.00360261+0.00460495j -0.00346249-0.000365302j -0.000232715-1.2343e-05j 0.000900353-0.0018339j -0.000639953-0.00132436j 0.00258261+0.000696698j -0.00413448-0.00137125j 0.00226171+0.00239174j 0.00187498-0.00102504j 0.0019171+0.00160398j -6.01636e-05-0.000288597j -0.0025004-0.00356015j -0.000532768-6.96129e-06j 0.00224914-0.000351829j -0.00297759+0.000813163j -0.00234639-0.00611001j -0.00216979-0.00152807j -0.00126679-0.00110561j 0.0003183-0.00138597j -0.00139139-0.00065362j -0.00176374-7.89269e-05j -0.00122685+0.00108826j 0.00120684+0.000390428j 0.000633421-0.00267056j 0.00165555+0.00207606j -0.00178651-0.00343364j -0.000586847-0.00220982j 0.00112189+0.000346792j -0.0004289+0.00298982j -0.000647383-0.00115533j -0.00170701-0.000923784j -0.00142629-0.000143032j -0.00232792+0.00106668j -0.00129636+0.000817769j 0.0012889+0.000955414j -0.000722666+0.00167408j 8.47415e-05+0.0004836j 0.00168628+0.00214104j -0.000432623-0.000164079j 0.00269425+0.000200034j 0.000833993-0.00138465j -6.47513e-05-0.000473478j -0.0015063+0.000356464j -0.000927072-0.000712054j -0.000859701-0.000680298j -0.000286573+0.000137404j 0.000979723-0.000359105j 
-0.00206823-0.00011396j 0.00027088+0.000299722j -0.00204381+0.00262267j 0.000550675-0.00123987j 0.00179863+0.000372885j -0.00288508+0.00153452j -0.000213477+0.000934922j 6.2883e-05+0.0034993j -0.00492577+0.00151233j -0.000541873-0.00411992j 0.00122655+0.00147228j -0.00104326-0.00214027j 0.0003861-0.000446132j -0.000872507-3.9646e-06j 0.00186661-0.00618227j -0.000671318+0.00438796j -0.00252856+0.00281196j 0.00169967+0.00178068j -0.00174314-0.00370574j -0.0010903-0.000957175j -0.00072434-0.00196674j 4.11452e-05-0.00315949j 0.00230675-0.00362552j -0.000692366-0.00453439j -0.00150279+0.0026386j -0.00249449-0.00265753j 0.000930954+0.00322577j -0.00104213-0.00169564j 0.0010757+0.00427522j 0.000195051-0.0054275j -0.00211592+0.00170516j 0.00168912+0.000289904j -0.00240801-0.00121431j 0.00194674-0.00317958j 0.00188336+0.00204876j -0.00525061+0.000570313j -0.000736489+0.00254365j 0.00134651-0.000273193j 0.00340811+0.000155896j -0.000408034-0.00192041j 0.00168309+0.00354882j -0.00563826-0.00468128j 0.000341313+0.000457886j -0.00016028-0.00226571j -0.00282153+0.000788704j 0.00227155+0.00189668j -0.00321512-0.00168244j 0.0027355-0.00259268j -0.000611653-0.00271644j 0.000597496-0.00120529j -0.00112071-0.000294696j -0.00495315+0.00193771j 0.00142958+0.00131489j -3.79556e-05-0.0027857j -0.003475+0.00177074j -0.000209227+0.00180186j -0.00232662-0.00106761j -0.00289941+0.0030841j -0.000803477+0.000655609j 0.00364596+0.00196387j -0.00324024+0.00055502j -0.00107295-0.00199992j -0.00081596+4.96566e-05j 0.00103233-0.0018438j 0.0014266+0.00170523j 0.00123308-0.000233284j -0.00341225+0.000970017j -0.000842481+0.00100503j -0.00176201-0.00253521j -0.00106113-0.000749351j -0.000302213+0.00179963j 0.00270309+8.19199e-05j 
0.000884824+0.000367723j 0.00242081-0.000708242j 7.05859e-05-0.000132196j -0.00189802-0.00334278j -0.000387453-0.000736185j -0.00117088+0.00136982j 0.00105485+0.000702857j -3.22182e-05+0.00559275j 0.00139577-0.000262547j 0.00152527+0.00192535j 0.00306197+0.00216639j 0.000754444+3.94602e-05j 0.00297394-0.0035463j 0.00136282-0.00202728j 0.000912652-0.00281027j -0.00456598+0.00198823j -0.00264994+0.00657906j -0.00290866-0.00441386j 0.0013678+0.00391895j -0.00123352+0.00219301j 1.71059e-05+0.00206253j 0.00341445-0.00114958j 0.00207317-0.00339839j 0.00204797+0.000311886j -0.00313288+0.00271514j 0.00153396+0.00775572j -0.00246563-0.00101191j -0.00193322+0.000402577j -0.00106246+0.0040489j -0.00122926-0.008122j 0.000669128+0.00240163j -0.00163939-0.00682815j 0.00501681+0.000623595j 0.00100828+0.00065941j 0.000681373-0.00145955j 0.000897818+0.00355249j -0.000401817-0.00452402j 0.00183428-0.00440179j 0.000296631+0.00396442j 0.00214716+0.000793354j -0.00168521+0.000650675j -0.0014858+0.000835804j -0.00100075-0.000940911j -0.000244555+0.00343242j 0.00375291-0.00287887j -0.00190915-0.000881632j 0.000471683-0.0049069j 0.00105067-0.000669958j -0.000629781+0.00137784j 0.00119328-0.00392494j 0.000411052+0.00317919j -0.000428802+0.00773711j 0.00203985-0.00285137j 2.34051e-06+0.000547961j -0.00192372+0.00297638j -0.000976545-0.00134681j -0.000630186-0.00172726j 0.000746489+0.000449073j -0.00308826-0.00194917j -0.00184371-0.00512641j 0.000123247-0.00209887j 0.00160307-0.00180134j 0.00132164-0.00416227j -0.00136609-0.00337104j 0.00133155+0.0019104j 0.00090712-0.000251152j -0.00125095+7.17965e-05j -0.00119416-0.000261735j 0.000472699-0.000520364j -0.000102671+0.00142804j -0.00121666+0.000456206j -0.00124279-0.00234101j 
0.000733411+0.00152472j 0.00142222+0.0023522j -0.00167333+0.00295114j -0.00284196+0.000304523j 0.000800156-0.000245599j 0.00231756-0.00183988j 0.00242174-0.00225832j 0.00483445+0.000106441j 0.00260008+0.000670528j -0.00199624+0.00247304j 0.0016053+0.00233377j 0.0030283-0.00399281j -0.00342784-0.000269662j 0.000465663+0.00119517j -0.00572857-0.00187156j 0.00680461-0.00468125j 0.00745714+0.000463762j 0.000688152-0.00390881j -0.00294254+0.00491552j -0.00252148-0.00214439j -0.00074989-0.000264661j -0.00267345+0.0025915j -0.00301232-0.00277805j -0.000515887-0.00201628j 0.00239676-0.00416253j 0.00142956+0.000684233j 0.00181565-0.0022007j -2.1703e-05-0.00208583j 0.00457343-0.00168502j -0.00592383+0.00151142j -0.000274678-0.0017354j -0.0049813-0.00520192j -0.00362549+0.0049443j 0.00151113-0.000750687j 0.00113597-0.0013807j 0.00201588-0.00121053j -0.000818884-0.000587304j -0.00242328-0.000450004j 0.00275604-0.000544582j -0.000297554-0.000281819j 0.00466686-0.00110841j -0.0031692-0.00212236j -0.00126955+9.38876e-05j 0.0055196-0.00104718j -0.00282406+0.00231777j 0.00182974-0.00177267j -0.00784891+0.0024459j 0.00286453-0.00115435j 0.00049942-0.00090317j -0.00214669+0.00150389j 0.00219831-0.00125146j 0.0065533-0.00396303j -0.00208395+0.00256668j -0.00119906+0.00192141j -0.00122136+0.00168642j -0.000523855-0.000282798j -0.0019233+9.99083e-05j -0.00106628+0.00198118j -0.00232003+0.00202695j -0.00200691+0.00292704j -0.00012622+0.00273942j -0.00158328+0.00314856j -0.00197582+0.000684457j -0.00320402+0.00164509j 0.000702615-0.00172449j 0.000636421+0.000434266j -0.00141461-0.00114294j -0.00075051+0.00121068j -0.00126556-0.000457066j -0.000135704+0.00144665j -0.00142243+1.55763e-05j 5.91472e-05-0.000526951j 
-0.000301604+0.00266568j 0.000103184-0.000442316j -0.0014308+0.0035285j 0.000592729-0.00171491j 0.00158047-0.000389722j -0.00378011+0.00119371j 0.00149254-0.000405373j 0.00116804+0.000372673j 0.00116695+0.000958105j -0.000169217+0.000504842j -0.00161084-0.000268002j -0.00296813-0.00394306j -0.00144874-0.00166689j -0.0032794-0.00129694j 0.00192687+0.00156953j -0.000323722-0.00239848j -0.000827532-0.00214776j 0.00250165-0.00203912j -0.00147376-0.00127803j -0.00162901+0.00104663j -0.00230647-0.000136218j -0.00198541+0.00105825j -0.00309716+0.00263296j -0.00310127+0.00100592j 0.00125962-0.00246829j 0.0018861+0.000257209j 0.00318177-0.00155977j -0.00154642-0.00169639j 0.00195277-0.000921746j 8.64934e-05+0.00320629j -0.00187527+0.00160267j -0.00158836+0.00115483j -0.000643637+0.000470768j -0.000449941-0.0014882j -0.000436819-0.00248403j -0.00339121+0.00460372j -0.000858752+0.00302435j 0.00133265-0.00158882j -0.000773451-0.00392812j 0.00174455+0.000758901j -0.00126812+0.00142915j -0.000926013+0.00166732j -0.000560489-0.0012546j 0.00124793-0.00317894j -0.000955035+0.0019614j 0.000906805-0.000938911j 0.00240454+0.00256666j -8.99694e-05-0.00397161j -0.000447567-0.00220299j -0.00116075-0.00527985j 0.000210854+0.000534812j -0.0015273+0.00438862j 0.00048951+0.00152637j 0.000724129-0.000392727j -0.000363789+0.0025434j -3.36386e-05+0.00296661j 0.00121101+0.000395208j 0.00097656+0.00479253j 0.00251928+0.00241661j 0.000226044-8.47617e-05j -0.000633665+0.00128326j -0.000210345-0.00190003j -0.000729437+0.00164283j -7.23005e-05-0.00207024j -0.00217311+0.000840073j -0.000757603-0.00262603j -4.89816e-05+0.000823786j 3.44444e-05+0.00286446j -0.000334862-0.00100242j -0.00129772-0.000164017j -0.000247416+0.00113266j 0.000760687-0.00214352j 
0.00127631-0.00230331j 0.00290357-0.00211045j 0.000938731-0.00355155j -0.000133711+0.000477108j -0.00104275+0.00254199j 0.00125111-0.00221421j 0.000842793+0.000871309j 0.00213605+0.000228669j 0.00397771+0.0028745j 0.000571453-0.0033198j -0.000395368-0.000173732j -0.00181643+0.00409518j 0.000892953-0.000960374j -0.00154816+0.000500757j 0.000216865-0.00200964j -0.00154841+0.00724455j 0.00204169+0.000203019j -0.00154389+0.00391417j 0.00350648-0.00574674j 0.000300351-0.00397552j 0.000854204-0.00201506j -0.00261393-0.00103578j 0.000231887-0.000810311j 0.000970776+0.00131788j -0.000775201+0.0026109j 0.000967754-0.00441178j -0.00033995+0.00349049j -0.000253182+0.00186569j 0.00100189-0.00157976j -0.00344489-0.00113114j 0.00210281-0.00241197j -0.00208685+0.00494352j 0.00180818-0.00572147j -0.00218176+0.00185984j -0.00506327+0.00431877j 0.00416939-0.00363551j 0.00100627-0.000192037j -0.00153861+0.00252768j 0.000932633+0.00111448j 0.00357975-0.0004352j 0.00240614+0.00217173j 0.00329942-0.00288267j -0.000979975-0.000308669j 0.00397037+0.00229989j 0.00338658-0.00369475j -0.00139895+0.00479276j 0.000567917-0.00639566j 0.000270944+0.00549846j 3.58787e-05-0.000846771j -0.00213552+0.0029006j 0.00349144-0.00248554j 0.00547151-0.00271225j -0.00154342-0.000965081j 0.00194005-0.000745385j 0.000611176-0.00613967j -0.000626472-0.00180079j 0.000938329-0.00213472j 0.00186404-0.00543411j -0.00039595-0.00437441j -0.00308516+0.00133349j 0.00127484+0.000981528j 0.000217085-0.00196016j 0.000289421+0.00283175j -0.00156935-0.000432959j -0.00171189+0.00260038j -0.000310164-0.000140836j 0.00136494-0.00269775j 0.00128094-0.00213173j -0.000775086+0.00114917j 0.000851549-0.00268245j -0.0012457-3.31618e-05j -0.00141425+0.000487991j 
-0.000540458+0.000391415j -0.000107615+3.20602e-05j -0.000393905+2.9921e-05j -0.00122389-0.00020151j 0.000200465-0.00218922j -0.000411237+0.00297149j -0.000904284+0.00146568j 4.08783e-05-0.000141428j -0.000454638-0.00085323j 0.00230358+0.00148783j 0.000523943+0.000969158j 0.00292065+0.00127323j 0.00317326-0.000663782j 0.00270174+0.000143627j 0.000550997-0.000176959j -0.00187456-0.00127181j 0.000484709+0.000654522j -0.00202182-0.0031606j 0.00239881+0.00358288j -0.00182032+0.00341441j 0.00196736+0.00171456j 0.00188694+0.00103486j 0.00604263-0.00436123j 0.000118309+0.00335845j -0.000194496+0.000344738j -0.00264489+0.0064862j -0.00343059-0.00146115j -0.00193563+0.0027656j -0.00215035-0.00127364j 0.00314946-0.00283786j 0.00345986+0.00151654j 0.002197-0.00207193j 3.2299e-05+0.00397191j 0.00105916-0.00114799j 0.000699809+0.0027526j 0.000678898+0.000198277j 0.00230162-0.00521774j -0.000240931+0.000300843j 0.00121893-0.00358969j 0.000368569-0.00155788j -0.00184819-0.00268569j 0.000514243-0.000625517j -0.00185493+0.000427794j -0.000258021-0.000601055j 0.00011917+0.00115754j -0.000695825-4.43893e-05j 0.00190051-0.000611976j -0.000175331+0.0011263j -0.00011973-0.000942865j 0.000345837+0.00326989j -0.0018825-0.00191095j -0.000828407+0.00157975j 0.00144826-0.000921907j 0.000769717-0.00153787j -0.000987479-0.00018143j -0.000511807-0.000207348j 0.000111169+4.39058e-05j -0.000188594-0.000178836j -4.84938e-05-0.00188363j 0.00114804-0.000538709j 0.000597088+0.00191561j 0.000208447-0.000254681j 0.00231935+0.00405667j -0.000689863-0.0013276j 0.000648058+0.00270599j 0.000628111+0.0011672j 0.000705383+0.00271035j -0.000374536+0.00160971j 0.000521237-0.0012924j -0.000444213+0.00175973j 0.00029071-0.00073339j 7.7093e-05-0.00103728j 
-0.00410428-0.00240146j 0.00130768+0.000892323j -0.00222158-0.000331684j -0.000158326-0.000671749j 0.000344737+2.50944e-05j 0.00178999+0.00140294j 0.00125847+0.0017313j 0.00140993-0.001461j -0.00225115-0.00551761j -0.000604938+0.00158106j 0.00182886-0.00205765j 0.00058069-0.00251687j 0.000887369+0.000394032j -0.00184787-0.000300367j 0.00360161+0.00214436j 0.000919181+0.00160655j -0.00248604+0.00356077j 0.00239685+0.00120748j -0.000506371+0.00176384j 0.00126402+0.00410375j 0.00277041+0.00430547j 0.00285575-0.00456074j 0.00201922-0.000387084j 0.00324531-0.00181597j -0.00363598+0.00678032j -0.00151279+0.00438595j -0.00102915+0.00197129j 0.00199472+0.00206002j -0.00415707-4.59455e-06j 0.00366404-0.00209158j 0.000149303+0.00345399j 0.00026715-0.00253347j -0.000246137-0.00166879j 0.00279109+0.00115757j 0.00222368+0.00259293j -0.00125432-0.00277819j -0.00099317-0.00131335j 0.00117778-5.33531e-05j 0.000797949+0.00380049j -0.00131413-0.00191655j 0.00128374-0.00427743j 0.00225318+0.00148401j -0.000761895+0.000865433j 0.00305271+0.00133461j 0.000789463-0.00348377j 0.00121036-0.000128256j -0.000558163-0.00147758j 0.00152954+0.00100796j 0.00146862+0.00202241j -0.00140808-0.00197728j 0.000148858-3.00686e-05j 0.00305484-0.00322384j -0.00191304-0.000803542j 0.000263774-0.00152858j -0.000910558+0.0010333j -0.000509123-0.00194597j 0.000771508+0.000102039j -0.000760314-0.00501985j -0.000543192+0.00157333j -0.0008772-3.12338e-05j -0.00246214-0.00293634j -0.000587057+0.00011559j -0.00087555-0.00161078j -0.000311245+0.00184606j 0.0012783+0.00205908j -0.000428093+0.00247366j -0.000316309-0.00294377j 0.000112646-0.00049286j -0.000587849-0.00104853j -0.000725815+0.000712838j 0.00128855-0.00167084j 0.00116387-0.00036946j 
0.00024049+0.000119453j -0.000605503+7.68847e-05j -6.78025e-05+0.000261402j 9.01364e-05-9.10265e-05j 7.24909e-05+2.57795e-05j -0.000798849-0.000535403j 0.00064446-0.000707023j -0.00165503+0.000435291j -0.00120708-0.000674085j -0.000435795-0.000177427j -0.000401959+4.04094e-05j -0.00145731-6.42223e-05j -0.00195474+0.000482292j -0.00126067-1.00528e-05j 0.000901605+0.000229695j -0.000565596-0.000390282j -0.00269962-0.00113481j 0.00238005+0.000345269j -0.00281511-0.000797864j 0.000748699+0.000107606j -0.000649644-0.000777959j 0.0012556-0.000266206j -0.00108621+0.002219j 0.00123518-0.00133468j -0.000864646+0.000177776j 0.000957467-0.00133701j 0.00134937-0.000364704j 0.00131545-0.00124206j -0.00136983+0.00116072j 0.00154522+0.000357312j -0.0017551+0.000364129j 0.00152293-0.000204376j -0.00095037-0.000805404j -0.000324819+0.000168351j 0.000225212-0.00194125j -0.000160504+0.00101823j -0.000704975+0.00184549j 0.000821502-0.00122476j -0.00204268+0.00214167j -0.000722533+7.27035e-05j -0.00015421+0.000582834j -0.000319255+0.00034652j 0.00087936+0.000187264j -0.00106907-0.000319497j -0.000829735-0.000393956j 0.000376425-0.000762457j 0.000129797+0.000613419j -0.000146922-0.00129658j -0.000585551+0.000735951j 0.000274247-0.00174408j 3.68891e-05+0.00114839j -0.00031064+0.000222579j -1.87692e-05+0.000272822j -0.000511009+0.000752394j 0.000284064+0.00156456j 0.00060585+0.000347787j -0.000437323-0.000110165j -0.000105983+0.000552469j 0.000392569+0.00123588j -0.000101225-3.79006e-05j -0.000455613-0.00157969j -8.84128e-05+0.000342215j -0.000392557-0.00284905j 0.000540703+0.000686114j 1.51124e-05-0.000405024j -0.00035765+0.000222598j -0.000623441-0.000967309j 4.35568e-05-3.91525e-05j 0.000543395-9.94666e-05j -0.000159353+0.000651072j 7.18625e-05+0.000696427j 0.000275515+0.00034138j 
-0.00197719-0.000685116j -0.00135509-0.000249455j -0.00506374-0.00080503j -0.000776281+0.00208706j 0.00335336+0.001666j 0.000361494-0.000310669j 0.00370811+0.00144339j 0.00715269-0.00378011j 0.00457675-0.00293367j -0.00482343+0.00110145j -0.000759049-5.3299e-05j -0.00116255-0.00279639j 0.00124993-0.00225719j -0.0017463-0.00332677j 0.00247925-0.000768663j 0.00977833-0.0011776j -0.000475608+0.0024482j 0.00449376+0.00083954j -0.0042932+0.000359913j 0.00160323-0.000810124j -0.00165413+0.00103229j -0.00592004+0.00145292j -0.00200877-0.00126847j -0.0010993+0.000792956j 0.00285615+0.000217942j 0.00071177+0.00430156j 0.00290801+6.21539e-05j 0.000149509+0.00014461j 0.00342785+0.000110975j -0.00489606+0.00427129j 0.000405965-0.00339255j 0.000910712-0.00441089j -0.00125976-0.00121957j 0.000353252+0.00206996j 0.000241605-0.00123987j -0.000729037-0.000518086j -0.00202915-0.000312149j -0.000157247-0.00268816j -0.000375016-6.04763e-07j 0.000112584+0.000210552j 0.00306653+0.000347304j 0.000938635+0.00308973j 0.00239306-0.00122376j 0.00230142+0.00194382j -0.000923747-0.00312295j 0.0010194+7.30281e-05j -0.000939188-0.00330348j 0.000117271+0.00109588j 0.00107909+0.00392579j -0.00242186-0.00273837j 0.00451917-0.00186498j 0.00335587+0.000179712j -0.00206258-0.00405078j -0.000990336-0.000150914j 0.000369468+0.00164452j 0.000453157-0.00260821j -0.000584562+0.000897453j 0.000560608-0.00261434j -0.00134143+0.00124945j -0.00281487-0.00258644j -0.00190531+0.00173792j -0.00118375-0.00177362j -0.00285112-0.00100887j -0.00185934+0.0023236j -0.000506715-0.000760393j 0.000866178+0.000799629j 6.44612e-05+0.00153523j -0.00115343+0.000646367j 0.00145549+0.000857491j -0.00014333+0.00169173j 0.000357274-0.000104409j -0.000473092+0.000265189j 
-0.000602523-0.0023868j -0.000198451+0.0027634j 0.00180579-0.00139516j 0.00315836-0.000598855j 0.000398372-0.00199427j -0.000480982+0.00141454j -0.00272433+0.00204265j -0.00404985-0.00425769j 1.28849e-05-0.0039808j -0.00227694+0.00263641j -0.00224071-0.00410748j 0.000613255-0.00126421j 0.000256341+0.000734207j -0.00102687+0.00151638j -0.0008878+0.0066195j 0.0035439-0.00117528j 0.00154885+0.00167672j 0.0018908+0.00301959j -0.00144711+0.0024265j -0.0010047+0.00315151j -0.00181877+0.00437162j -0.00319241-0.00249305j -0.00368007+0.00391737j -0.000113464+0.00221967j 0.00528301-4.31965e-05j -0.000336107+0.00163673j 0.00346144-0.000575957j 0.000552486+0.00235449j -0.000289213-0.000406223j -0.000299418+0.00542834j -0.00269935+0.000611589j -4.38172e-05+0.000625261j -0.000570729+0.00134324j -0.000903025+0.00269026j 0.00171847-0.0012765j -0.00229952-0.00158142j -0.000388824-0.00089325j -0.000137276+0.00168426j 0.000477293-0.000808417j -0.00052766+0.000627265j -0.0024572-0.00357693j 0.000620344+0.00643147j 0.00206057-0.00260468j -0.00186609+0.00196829j -0.00117229+0.00179547j 0.00108261-0.00382505j -0.00127241+0.00590952j 0.000926017-0.00113152j 0.000780367+0.00306814j 0.00157118-0.000324678j -0.00163209+0.00191416j -0.00486507+0.000429974j -0.00206432+0.000240667j 0.000187884+0.000135408j -0.000161159+0.000984437j 0.000287145-0.000568177j 0.0017406+0.00384915j -0.00198401+2.34721e-05j 0.000239218+0.00151189j -0.000768544-0.00250017j 0.00189274-0.00181043j -0.000188262+0.00350857j -0.000250335-0.000334233j 0.0024512-0.000418555j -0.00022873-0.00355916j 0.000754173-0.000132211j 0.000256339+0.00284741j -0.000803035-0.0022359j 0.000351239+0.00248424j -0.000393967-0.00148775j 6.26528e-05-0.00197244j 0.000290188+0.00188676j 
0.00264038-0.000665937j -0.00183947+0.0018832j 0.00339648-0.000935608j -0.00275063+3.33689e-05j 0.00116685-0.00208913j -0.00101247+0.000998754j -0.00383368+0.00208058j 0.00114804-0.000173118j -0.000282118-0.00251601j -0.00018441-0.00113461j 0.00105936-0.00160662j -0.000817998-0.00123385j -0.00270229+0.000104158j -0.00368159+0.00175485j 0.000848104+0.0015051j -0.00166364+0.00484873j -0.00229001+0.00206775j -0.000875229+0.00190803j -0.00113882+0.000353697j 0.00013315+0.0041012j 0.000377151+0.00276656j 0.00395795-0.00530098j 0.00428736-0.0012215j -0.000481163+0.000472598j -0.00362177+0.00397702j -0.00107917+0.00267724j -0.00126507+0.00113466j -0.00142272+0.00372652j -0.00324249+0.000502163j 0.00258126-0.00415772j 0.00100904+0.00253591j -0.000160113+0.000152042j -0.00335106+0.00252735j -0.00112613-0.000618365j -0.0007965+0.000673858j 0.00294821-0.00128592j 0.000607439-0.00227451j -0.00343659+0.000208374j -0.00274664+0.00201706j -0.000536561-0.00240388j 0.00319772-0.000922368j 0.000877801+0.00153958j -0.000204339+0.00230124j -0.00022845+3.89515e-05j -0.00231668+0.00271126j 0.000224514-0.000145787j -0.000480819+0.000575029j -0.00318816+0.000154942j -0.00219806+0.0019905j -0.00640825+0.0023025j 0.00187674+0.00128377j 0.00623566-0.00149607j -0.000171145+0.000790103j 0.000998129-0.00258414j 0.00187006+0.000415773j 0.00306987-0.00140098j -0.00116658+0.0017748j 0.00256885-0.00227008j 0.00207634-0.0035524j -0.00153998+0.00160783j -0.000904519-0.00045988j -0.00321609+0.00332866j -0.000839718+5.11654e-06j -0.00298304-0.0010988j 0.00170134+0.00332062j -0.00126646+0.00382833j -0.00209215+0.000666231j 0.00171048-0.000248601j -0.000399771-3.81341e-05j -0.000620986+0.00376439j 0.00161155-0.000413879j -0.00183343-0.000713472j 
