0.00638566+0.00438783j -0.00462247+0.00626397j 0.0031055-0.00251432j -0.00411891-0.00375205j -0.000270348+0.00186469j 0.00109828+0.00127824j -2.13234e-05+0.0020926j 0.00105162+0.000416741j -0.00217418+0.00620257j -0.00722025+6.25562e-05j 0.00210286+0.00299733j -0.00419788+0.00217027j -0.000160013+0.000885873j 0.00508035-0.000439007j 0.00449677+0.00160697j 0.00277023-0.00217131j 0.00198721-0.000440316j 0.000385525+0.00404321j 0.00124615+0.00324407j 0.00225255+0.00304659j -0.0011231+0.000505926j 0.000639822+0.00322106j 0.00221533+0.000300069j 0.00449569-0.00135067j 0.000428294+0.00166699j -0.000210903-0.00100476j 0.00146924+0.00194116j -0.000589726+0.000460655j -0.00457524-0.00307662j -0.00322547+0.00134783j -0.00248793+0.00385239j 0.00204503+0.000545j 0.00199635-0.00319772j 0.00173485-0.00139976j 0.00140396-0.000344786j -0.000470131-0.00100242j -0.00411198+0.00232492j -0.00440162+0.00213373j -0.000869936-0.00204045j 0.00276417-0.00391081j 0.000642335-0.00110917j 0.00148676-5.99096e-05j 0.000694294-0.00229323j -0.00267468+0.001458j -0.000986996-0.00167769j -0.00583317-0.000364802j -0.00393012+0.000682351j 0.00111477-0.00101138j -0.00525354-0.00204177j 0.000244491-0.00107521j 0.0032297-0.00176301j -0.00237612+0.00427463j 0.00202818+0.00102718j 0.00391723-0.000715373j 0.000587295+0.00251494j 0.000245122-0.00537144j -0.00587602+0.000197645j 0.00171899-0.0033157j -0.00297431+0.00690588j -0.00596921-0.00216616j 0.00548386-0.00171945j 0.00264665+0.0034316j 0.00528863+0.00320344j -0.00443803+0.00212229j -0.00377645-0.00123194j 0.00123403+0.00222343j -0.0057325+0.00235842j -0.00229533-0.00201264j -0.00288165-0.00121973j -0.00179798-0.00426055j -0.0173609-0.00756269j -0.00928549+0.0158382j 
4.9731e-05+0.00147979j -0.00200956+0.0010215j -0.000381369+0.00114607j 0.000659598-0.00152733j 0.0012701-0.000218802j 0.00129965-0.000726472j -0.0020535+0.00178077j 0.000754902-0.000150235j 0.00142612-0.00012996j 0.000107339-0.00169769j -0.00175496+0.00276998j 0.00178531-0.00379189j 0.00072785-0.00464042j -0.000389365-0.00273023j -2.27459e-05+0.000213972j -0.000258472-0.000881856j 0.00299077-0.00393703j -0.00208706+0.00141551j 0.00218966-0.00339458j -0.00302707+0.00158951j -0.000709768-0.000300465j -0.00110672+0.00338252j -0.000446026-0.00547133j 0.00178822+0.0014545j 0.00126294-0.00682086j 0.00184945+0.00212325j -0.00103576+0.000854669j -0.00152498+0.00240245j 0.00227417-0.00149571j 0.000854867+0.0012686j 0.000276057-0.00262914j 0.000268558-0.000901834j -0.000261628+0.000788488j -0.000446421-0.00103399j 0.000907536+0.00242353j 0.000675846-0.00132036j -0.000633487-0.00417961j -0.00115103+0.0024345j -0.0016871-0.00713614j 0.00182676-0.00363284j 0.000281738+0.00339467j -0.000649981-0.00349251j -0.00047974+0.000643251j 0.0003569+0.000248203j -0.00165972+0.000687501j 0.00153424-9.90285e-05j -0.000116711-0.000671157j 0.0013421+0.000753881j 0.000181777-0.00313879j 0.000750579+0.00141996j -0.000124186+0.000107434j 0.00111711+0.00364532j -0.000852057+0.000680869j -3.1393e-05-0.00212141j -0.001844-0.000611657j 0.00143471+0.00178189j -0.00037859-0.00159323j 0.000315991+0.00134983j -0.000205996-0.000946949j 6.00924e-05+0.000683239j 0.00109245+0.00102535j -0.00216118-0.0011512j 0.00221206+0.00380736j -0.00128145-0.00221976j -0.000530982+0.000907057j -0.000229137+9.06507e-05j 0.00176417+0.00108846j 0.000425331+0.000497463j -0.000572703-0.00137131j -0.00081848-0.00149306j -0.000765489-0.00134836j -0.000440131+0.000901961j 
-0.00359318+0.00282966j 0.00170424-0.0014294j -0.00285303+0.00246286j 0.000582227-0.00268206j 0.00257253-0.00162006j -0.00182401-0.00123167j 0.00409672-0.000393772j 0.00153159-0.00277956j 0.00451625-0.000241551j 0.00103041+0.0040563j 0.00246151+0.000723452j -0.0033404+0.00541697j -0.000646552-0.00438343j -0.00490317+0.0018309j 0.000364085-0.00152151j -0.00344413+0.000187139j -0.00109005+0.000466343j -0.000247985-0.00197533j -0.00240537-0.00355661j -0.000178132-0.00378087j -0.00193279+0.000160476j 0.000347822+0.0021019j -0.00341757-0.000307435j -0.00086039-0.00358557j -0.0042124+0.00275655j 0.00238717-0.00266246j 0.00101923+0.00380693j -0.000119624+0.00222335j 0.00485617-0.00170219j 0.000562188+0.00195198j -0.00118617-0.000760791j -0.0029396+0.0028113j 0.000637563-0.003115j -0.000902196-0.00222173j -0.00146472+0.00169613j -3.76972e-05+0.0036036j -0.000656087+0.00255313j 0.00277617-0.00140753j -0.000362117-0.000253607j 0.00100229-0.000826282j -0.000602806-0.00191733j -0.00134037+0.00138148j -0.00164737-0.00162483j 0.00347551-0.000669871j 0.00102767-0.00193121j 0.00156446-0.00285922j 0.0038648-0.00268502j 0.00379292-0.000168634j 0.00122739-0.00103425j 0.000369866-0.00274688j 0.00108538-0.00171036j 0.00239329-0.000772489j -0.000484788+0.000827064j -0.000277399-0.00233408j -0.000179016+0.000884494j -0.000744664-0.000262006j 0.00119768-0.00134521j -3.17598e-05-0.00194064j 0.00125354-0.000627759j -0.000480394-0.000569574j -0.000620775+0.000527496j 0.000632654-0.000663594j 0.00155812+0.00237271j 0.000142295-0.00117425j -0.000771624+0.00288473j 0.00109429-0.000762945j 0.00187464-0.00251524j -0.000418888-0.000365423j -0.000605579-1.94176e-05j -0.00175236-0.00096516j 0.000466034-0.0014525j 0.00191573-0.00387017j 
-0.000870664-0.00319275j 0.00594421+0.00337059j -4.3183e-06-0.000459425j 0.0028638+0.000529412j -0.00127721-0.00135645j -0.00138993+0.000889706j 0.000429288+0.00469534j 0.000495557-0.00152037j 0.00474718+0.000346409j 0.0022014+0.00187738j 0.00166894-0.00312945j 0.00286744-0.00229234j 0.0010274+0.00338761j -0.00165005+0.000134948j -0.00423836+0.00251287j -0.00363662+0.00135856j 0.00109507+0.000765793j -2.0898e-05+0.00165877j 0.000253441-0.000254001j -0.00383374+0.00190435j -0.00219847+0.00279787j -0.000793881-0.00489568j -0.00341118+0.000271013j 0.00195249+0.00329069j -0.000947806-0.000195297j -0.000791913+0.000707523j -0.000829586-0.000609581j -0.00198768+0.00227415j 0.000458093-0.00195175j -0.00266006-0.00131836j 0.000885578+0.00127522j -0.00364052-8.54388e-05j 0.000795505+0.00182018j -0.00108119+0.00173571j -0.0033658+0.000256972j 0.000603467-0.00134832j 0.00204273-0.00123794j 0.0028254+0.00266506j 0.00271557+0.000209453j 0.00225893+0.000542052j 0.000679297-0.00179995j -0.00404346+0.00307482j -0.000916811-0.000318128j 0.00433162+0.00345689j 0.00364193+0.00212118j 0.00261841-0.0029711j -0.000535038+0.00231303j 0.00416133+0.00147298j -0.000272388+0.00142488j 0.00374718+0.000825416j -0.0015379+0.00262876j 0.0015093-0.000999493j -0.0018453-0.000276968j 0.00156727-0.000963216j -0.00142133+0.000238892j -0.00176075+0.0011049j 0.00277596+0.000953287j 0.000154856-0.00118475j -0.000490465-9.31556e-06j 0.000151051-0.00204094j 0.00139855-0.000466116j 0.00150526+0.00232579j 0.000104358+0.000754795j 0.00206079-0.000679883j -0.00132159-0.00207867j 0.00166142+0.000688744j 0.00276713-0.000729265j 0.000670816-0.00102422j -0.0022321+0.00112331j 0.000716349-0.00136589j 0.00169813-0.0013581j 0.00384917-0.00353054j 
-0.00295795-0.00352026j -0.00124229+0.00104934j -0.00442527-6.28634e-05j -0.000377845+0.00125246j 2.25492e-05+0.00181654j 0.00207668+0.00268512j 0.00196729+0.000204232j 0.00274195-0.00175066j -0.00428825-0.00665127j 0.00337961-0.000170884j -0.000405594+0.000128518j 0.000216664-0.00444789j -0.000537878-0.000732761j 0.00216764-0.00244483j 0.00245548-0.000930613j 0.00209729-0.00533681j 0.00264587+0.00141257j 0.000220388+2.02346e-05j 0.00138888+0.000152388j 0.00179762-3.64792e-05j 0.00157137-0.000571402j -0.000235722+0.000269583j 0.00348451-0.00217476j 0.00321369-0.00171937j -0.00201413-0.00198486j 0.00203415+0.000960411j -0.00176645+0.00109863j 0.00125384-0.000936891j 0.0032279+0.00205464j 0.000317786+0.00293086j -0.00231695-0.00163255j 0.00137054-0.00310408j 0.00411165-0.000240677j 0.00282824+0.000479652j -0.000480609-0.000107308j -0.000357066-0.00217385j -0.00393041-0.000292138j -0.00186652-5.39078e-05j 0.000778386-0.000111055j -8.12936e-05-0.00145517j 6.78909e-05+0.00190454j 3.03812e-05-0.00239946j -0.000731921+0.000239503j -0.00105468-0.000204601j 0.000863679-0.0014963j -0.00029775+0.00224397j 0.00108763-0.000766959j -0.00142542+0.0011465j 0.00318932+0.00101883j 0.00178679-0.0012388j 0.000856974-0.00125156j -0.000890344-0.00121982j 0.000797516-0.00176976j -0.000355661-0.000756992j -0.000821204+0.000768642j -0.000486054-0.000452964j 0.000104802-0.000392934j 0.000679019-0.000588878j -0.00247993+0.00317422j 0.00152683+0.00155734j -0.00273898-0.001104j 0.00208083-0.00269688j -0.00165096-0.000431172j -0.000826752+0.00406092j -0.00111822-0.000774576j -0.000706661+0.000747849j 0.0016211+0.000820965j -0.00149568+0.00235037j 0.00316832-0.00287115j 0.000740556+0.000966763j 0.00250813-3.4251e-07j 0.000762813+0.00210354j 
-0.00250879+0.00259741j -0.00167071-0.0003358j 0.000366207-0.000599835j -9.42953e-05-0.00193324j -0.00308624+0.00175915j -0.000871655+0.000154898j -0.00162036+0.00205536j 0.00171324+0.000368418j 4.85536e-05-7.45089e-05j 0.00641686+0.00352975j 0.00481448-0.0040989j 0.00781843+0.00200367j -0.00407118+0.00136807j 0.00135694-0.00231786j -0.00464864-0.00795574j -0.00475392-0.00541776j 0.00129459-0.000397033j -0.00148796-0.00398263j 0.000732063-0.000778455j -0.00532247-0.000496656j -0.0022878-0.000998108j 0.00443873-7.60062e-05j -0.00165702-0.00308555j -0.00340082+0.0030366j -0.000535132+0.000328728j -2.64647e-05+0.00305654j -0.000977398-0.00115657j -0.000602487-0.00355089j 0.00461061+0.000804921j 0.000665112-0.00279213j 0.000106713+0.00332032j -0.00103211-0.00150166j 0.00101166-0.00315451j -0.00192413+0.00180116j -0.00326194+0.00112087j 0.00127759-0.000338285j 0.00165274+0.00116536j -0.000227444+0.00273587j 0.00276077-0.00109304j 0.000388173+0.000816329j 0.000447621+0.000325774j -0.00282693-0.000609737j -0.00222027+0.000375648j -0.000482471+0.000504553j 0.00062178-0.00212837j 0.00233953+0.00163954j 0.000207674-0.00100793j 0.00119134+0.00223159j 0.0031734+0.000265975j 0.00313841-9.743e-05j -0.0030384-0.000833942j -0.000791571-0.000874059j 8.81584e-05-0.00170617j -0.00207839-0.00163233j 0.00162147-0.00261494j -0.00432673+0.000952448j 0.00189942-0.000323491j -0.00271206-0.00244964j -0.00143389+0.00214608j 0.000687016-0.000867542j -0.00117988+0.00194202j 0.0006783-0.0033083j 0.00150947+0.000871423j 0.00316908+0.0025439j 0.00172656-0.00198179j 0.000526885-0.00189661j 0.00487159-0.0014838j -0.000794311+0.00135801j 0.000978693+9.84116e-05j 0.000424709-0.000424961j 0.00397195-0.00141236j 0.00258899-0.0034395j 
-0.00241315+0.000289978j 0.000993562-0.000903465j -0.00273495-0.00164785j -0.00311359-0.00208565j 0.00347686+0.00160217j -0.00443174+0.00518133j 0.00801535+0.00342482j 0.00513304-0.00521003j -0.00280173+0.00115553j -0.00212405+0.00102406j 0.0031149+0.000811431j -0.0134263+0.00536326j 0.000842293-0.0016059j -0.00566684+0.00221499j 0.00413806-0.00811325j -0.000677622-0.00267507j -0.00589462+0.00617728j 0.00122583-0.00673311j -0.000317645-0.00351123j 0.00863097-0.00242103j -0.000253297-0.000486025j -0.00127657+0.00229098j 0.00154126+0.00104353j -0.00163294+0.00283097j -0.00786275+0.00246537j 0.00354446-8.02067e-05j -0.00265448+0.00116341j -0.00282672+0.00192127j 0.00473623+0.00316386j -0.00108939+0.000792282j -0.000675895+0.000723638j -0.00256077+0.00307192j 0.00329651-0.00220968j 0.00390012-0.00100259j 0.000135063+0.00109706j -0.00383705+0.00835132j -0.00318451+0.00583269j 0.00220896-0.000209655j -0.00134784+0.00129983j -0.00177869+0.00124758j 0.00181401-0.00208743j -0.00169203+0.00124786j 0.00207694-0.00372142j -0.000835041-0.0032968j 0.000451915+0.000603325j 0.000318941+0.00267162j 0.00507338-0.00336396j -0.00127665+0.00323326j 0.0020086+0.000215265j -0.0015338-0.00126916j 0.00386921-0.00339161j -0.000568553+0.00155406j 0.00241597-0.000875107j -0.00247674-0.00378693j -0.000630747-0.00253375j 0.00145563-0.00146874j -0.00203154+0.00165469j -0.000513828-0.00176099j 0.00139763-0.0022808j 0.00143023-0.0019243j -0.00265175+0.00629182j -0.00120383-0.00276593j 0.00063878+0.00650031j -0.00124835+0.000516289j -0.00224562+0.0028863j 0.00226961-0.00193292j 0.000577109+0.00438603j -0.00206659+0.00152237j 0.00177055+0.00240365j -0.00289689+0.000475166j -0.000596088+0.000404088j 0.0007428-0.000219978j 
0.00119574-0.00264595j 0.00167832+0.000350889j -0.000289572+0.00216655j -0.00105085+0.00179526j 0.00335544-0.00427921j 0.00619679+0.000851504j 0.000575543-0.00775401j -0.00477862-0.00488389j 0.00332892-0.00342461j 6.60726e-06+0.00456858j 0.000562942+0.000637361j 0.00170662+0.0101478j 0.00199888-0.00436861j 0.00187401+0.00408897j -0.0050527-0.000848266j -0.000498049-0.000458053j 0.00575201+0.00547173j -0.00657058+0.00119507j -0.00215235+0.000105659j -0.00130744-0.00902211j 8.86878e-05+0.000959929j 0.000500324+0.00308527j 0.00207217-0.00152263j 0.0034255-0.000983462j 0.00139668+0.00455883j -0.000388596-0.00210843j 0.000363178+0.00322735j 0.000548504+0.00437512j 0.00335722-0.00260964j 0.000898057+0.00405645j -0.000718835-0.00403778j 0.00249343+0.00155196j 7.40405e-05-0.000697075j -0.00134568-0.00318505j 0.000776922-0.000802647j 0.00771626+0.000711538j 0.00483816-0.000748545j -0.00208693-0.0032975j -6.02208e-05+0.00218138j 0.00078662+0.000972989j -0.00143229-0.00200126j 0.000571138+0.000639469j -0.00240618-0.00401458j -0.00380387+0.00285907j 0.000675513-0.000976505j 0.00083602-0.000347092j -0.00276635-0.00359429j 0.00172316+0.00105128j 0.000266609+0.00132041j -0.0024795+0.00275458j -0.00191676-0.00491045j 0.00109499+8.35382e-05j -0.000480057-0.00256058j -0.00154058+0.00354825j -0.00180585+0.000997178j 0.000539292-0.00374578j 0.000423192+0.00213525j 0.000104619-5.58683e-05j -0.000496284-0.00331109j -0.001243-0.00072606j 0.00552189+0.000388074j -0.00174189+0.00192001j 0.00381046-0.00262232j 0.000418191+0.000586548j 0.00243976+0.00294596j -0.00124551-0.000589849j 0.00154947+0.000757679j 0.00138788-0.000362428j 0.00176265-0.000420376j 0.000358417+0.00262118j 0.000628999+0.0040645j 0.00160713+0.000593622j 
-0.000337939+0.00224786j 0.000422946-0.00315483j -0.000193381-6.83149e-05j -0.00103693+0.00223677j -0.00175535+0.000529629j 0.00562369+0.00551033j 0.00379256-0.00520508j -0.0031214+0.000764514j 0.00263636+0.00988167j -0.00382458-0.0002072j -0.000530816-0.00257552j 0.00476648+0.00959168j 0.000337677+0.00418746j 0.00334094+0.00435517j -0.00480005-0.00303346j 0.000424161+0.00277651j 0.00310064+0.00232445j -0.00273096-0.00295238j -0.00109837+0.00107991j 0.000534842-0.00336742j -0.000522684-0.00145538j -0.000767194-0.000451347j 0.000324639+0.000507744j 0.00404058+0.00329128j 0.00423847+0.00520514j -0.00200061-0.00193677j 0.000185063-0.000893988j 0.00201316-0.000440228j -0.00190995-0.000725952j -0.00161854-0.00198451j 0.00438838+0.00342754j 0.00275643+0.00268037j -0.00255514-0.00158278j -8.38475e-05-0.00257025j 0.00238525-0.000677183j 0.00658676+0.00443962j 0.0062072+0.00350253j 0.00204497-0.00134409j 0.00187158-0.000131499j 0.000942265+0.00217145j -0.00182381-0.00116052j 0.00216614+0.00159528j -0.00160511-0.000267763j -0.00166164-0.00157508j 0.00243295+0.000125345j 0.00307125-0.000194438j -0.00189744-0.000874957j 0.00226156+0.000295822j -0.00212032-0.00157739j 0.000668021+0.000523809j -0.00184023-0.000201418j 0.00272048+0.000739627j -0.000719454-0.000416057j -0.00255967+0.00176165j -0.00189032+0.00120789j 0.000351469+0.000666662j 0.00131733+0.0010248j -0.000104406+0.00148256j -0.000771006+0.000530221j -0.00121756-0.0015522j 0.00536213+0.00204259j -0.00149621+0.00184249j 0.00533863+0.000350999j -0.000552667+0.000840047j 0.00140118+0.00100777j -0.00162078-0.00206429j 0.00332334-0.00112195j 0.0023831+0.00125236j -0.000130267+0.000129762j 0.00016502+0.00098182j -0.00110465+9.65707e-05j -0.000768915-0.000632544j 
-0.00274528+0.00162891j -0.0015032-0.0022524j -0.00355636-0.00123886j -0.00207138-0.0017635j 0.00493311+0.00509993j 0.00791865-0.00788051j -0.000721206-0.0012038j 0.00723305-0.000485672j 0.0103845-0.00591161j 0.00173683+0.00632319j -0.0016696+0.00162921j 0.00205529-0.00628251j 0.00667668-0.00289629j 0.00317076-0.00371802j -0.00103109+0.00122259j 0.00160709-0.00485315j 0.00332423-0.00194052j -0.00548388-0.000231373j 0.000992453-0.00267679j 0.000254577-0.00267008j -0.000714185+0.000993558j -0.00330813+0.00380174j 0.00285893-0.00165089j 0.00657582-0.00660191j -0.000501362-0.00597203j 0.00176947+0.00345562j -0.00427347+0.0025495j -0.0025655-0.000691471j 0.00571985+0.00346118j -0.00274113+0.00387115j 0.00505451-0.00670083j 0.0013839-0.00220113j 0.00232433+6.424e-05j 0.000968227-0.000531311j 0.000182471-0.00044052j 0.00462871-0.00539898j 0.00215894-0.00605729j 0.00200175-0.00179456j -0.000536972-0.00408541j 0.00207849-0.00195035j -0.000438513+0.00140107j -0.0014272-0.00137196j -0.000929482+0.000582633j -0.00137245+0.00194852j 0.00179326-0.0058741j 0.00190528-0.00370218j 0.00386288+0.000771711j 0.000949847-0.00141625j 0.00100386+0.00354118j -7.09763e-05-0.00258676j 0.00351651+0.000268347j 0.00180812-0.00314717j 0.00258913-0.000315088j -0.00053905+0.000675587j -0.00153122+0.00232392j 0.00176045-0.00237205j 3.35485e-05-0.00328005j 0.00186404-0.00158828j 0.00104751+0.000522087j 0.000421461-0.000174626j -0.000843633-0.0026464j 0.0022852-0.000725917j 0.000587872-0.0051419j -7.27144e-05+0.00197512j -0.000773107-0.00123995j -0.0029133+0.00251049j -0.00220609-0.00429056j -0.000931823-0.00217563j 0.00295055+0.0027979j -0.00276327+0.00208323j 0.00198211+0.000357744j 0.000185862-0.00292378j 
-0.0014606+0.000808261j 0.0011277-0.00651485j 0.00345807-0.000658075j 0.000109079+0.00104184j 0.00116659-0.00553542j -0.00541495-0.00892869j -0.00467944-0.00126547j -0.00692595-0.000220278j -0.00355684-0.00289828j 0.00219126-0.000655925j 0.00196006+0.0010942j -0.00246425+0.00754687j -0.00155197-0.00644154j -0.00163709-0.00158353j -0.00119411+0.00143194j -0.00424492+0.00303932j -0.000491043-0.00600612j 0.00111661+0.00529695j -0.000922686+0.000144037j -0.00459422+3.36932e-05j 0.00120892-0.00151216j 0.00327016+0.00536493j -0.00305719-0.00192155j -0.00645525-0.00458552j -0.000702921+0.00322029j -0.000128629-0.000234215j 0.00333273+0.00160026j 0.00118031+0.00261506j -0.00162058-0.00383359j 0.00396194+0.000180994j -0.00435569-0.00274282j -0.00159749+0.00217349j -0.00180248-0.00301651j -0.00301992-0.000314506j 8.48287e-05-0.000383037j -0.00319801-0.00446387j -0.00195999-0.00415613j -0.0014576-0.00296096j -0.00187383+0.000975839j -0.00129721+0.00024448j -0.000382293-0.00184407j 0.00113978+0.00463022j -0.000503345-0.00102481j 0.00225896+0.00175186j -0.00440109-0.00290685j -0.0029127-0.00167081j -0.00102873-3.93716e-06j -0.000417697-0.00181684j 0.00219374+0.000810609j -0.000757925+0.00332106j -0.00280142-0.00293752j -0.00244278-8.97879e-05j -0.00292552-0.00207999j 0.00235581+0.00266251j 0.00380266+0.00205836j -0.00309294-0.00230661j -0.00147713+0.00107547j -0.0013268-0.00132085j 0.000535862-0.00335663j -0.00220228-0.00210257j 0.0013849-0.000598256j -0.00064726+0.000740675j -0.00375492-0.00135743j 0.00243957-0.00319421j 0.00163093+0.00150681j 0.0030226+0.000780922j -0.00207518+0.00267407j -0.00118296-0.00211367j 0.00116787+0.000754036j 0.00230539+0.00131602j 0.002314+0.000826439j -0.00151534-0.00319258j 
-0.00277279-0.00285345j -0.00125188-0.0034378j 0.00177349-0.00376116j 0.00103201-0.00534687j -0.00605637+0.0045139j 0.00411401+0.00747259j -0.000626717-0.000476593j -0.000683928+0.00674052j -0.000579124-5.16879e-05j -0.00103899+0.000658385j -0.00111828-0.00269808j 0.00689197-0.000925693j -0.000830531+0.000597868j 0.00228513+0.00215324j 0.00136072-2.21504e-05j 0.00565492-0.0003027j 0.00172591+0.00409212j 0.00207812-0.00439116j 0.00249494+0.000363625j 0.00124647+0.00185868j 0.000200077-0.000132924j -0.000453135-0.00154509j 0.00279753+0.00386178j 0.00396022+0.00468356j 0.00480019-0.00143114j -0.00140394+0.00322392j -0.00118706-0.00294918j 0.00255881-0.00210152j -0.00254666+0.00631441j -0.000708452-0.000248803j -8.22527e-05+0.00367037j 0.00286352+0.00130837j 0.00126535+0.00137909j 0.00111548+0.00306126j 0.000276189+0.00118222j 0.0017929+0.00265647j 0.000164654-6.99937e-05j -0.00281879+0.00119853j 0.0027512-0.000390117j 0.00206214+0.000316035j -0.00201144+0.00134694j 0.00361304-0.00246265j -0.00143242-0.00062706j -0.00210944-0.00398454j 0.00230513+0.000288943j 0.00049083+0.00327947j -0.00136483+0.00274308j -0.000661648-0.000702065j 0.000849854+0.000552632j 0.00186174-0.00161604j -0.000975188+0.00402756j -0.000381689+0.00120009j -0.000249562+0.00413554j -0.000522312-0.00288668j -0.000536472-0.00327034j 0.00115346+0.00213575j 0.00257487-0.000456633j -0.000402385+0.00110633j -0.00292555+7.6318e-05j -0.00100045+0.00231311j -0.000221248-0.00334248j 0.00130153-6.9139e-06j 0.00306283+0.00127702j -0.00348513-0.00119978j 0.00262293-0.000628921j -0.00206883-0.00424675j 0.00289547-0.00131331j -0.000984069-0.00144724j -0.000440645+0.00267491j -0.00253146-0.00396753j 0.000810429+0.000545733j -0.000755633+0.00107439j 
0.00123723-0.000624849j -0.00579364+0.00175886j -0.00089844+0.00184678j 0.00627575-0.00130502j -0.00288191-0.00508368j -0.00767143+0.00419224j -0.00197484+0.00206317j -0.00124743+0.00161881j 0.0015422-0.00588077j 0.000182094+0.00242826j 0.00170074+0.000775861j 0.00534979+0.00187044j -0.00209982-0.00418472j -0.00216558+0.00207482j 0.00329216+0.00259688j 0.00591603+0.00147718j -0.00330585+0.00558427j 0.00459235+0.00168889j 0.000667703+0.000699078j -0.000393166-0.00103935j -0.000191934+0.000171167j 0.00395781-0.000965724j 0.000393077+0.00316584j -0.00196011+0.00300722j 0.00299935-0.000493225j -0.00141137-0.000247979j 0.00128661+0.000441162j 0.00208377+0.00252727j -0.00365468+0.00142742j 0.00034709+0.00138647j -0.00536562-0.0033132j 0.00213187+6.93756e-05j -0.00117901+0.00363521j -0.000788108+0.00165292j -0.000591257+8.94865e-05j -0.00311631+0.00216893j -0.00365977-0.000613304j -0.00449044-0.00167337j 0.00130763+0.00164611j 0.00216369+0.00114435j -0.00286919+0.000447533j 0.00424038-0.00152727j -0.000943116-0.00193064j 0.00234145-0.000294912j -0.00208683+0.00352642j -0.00204123+0.00222626j -0.00203285-0.000931999j -0.00114651-0.000257876j 0.00108687+0.0018259j 0.00222178+0.00062314j -0.00415275+0.000494317j -0.000705975+0.0013786j -0.00342632+0.00239022j 0.00480688-0.00319891j 0.00157689-0.00212261j -0.00264575+0.000651116j 0.000988265+0.0014864j 0.000259685-0.000107276j -0.00361119-0.00237463j -0.00192907+0.00202607j 0.000313425-0.00269554j 0.00111691+0.00133864j -0.00285431+0.00217179j -0.00306256-0.00296064j 0.001591-0.000149774j 0.00070543-0.00133339j 0.00100656+0.00177648j -0.00129625-0.000496908j 0.000315827-0.00162764j 0.00222618-0.00208666j 0.0025859-0.00161719j -0.00290177+0.000439862j 
0.00216037+0.000589301j -0.00412693-0.00347736j -0.00325449+0.00207106j -0.0005229+0.0048545j 0.00348972+2.10639e-05j -0.000843665+0.00231067j 0.00181431-0.00520595j -0.00161407-0.00419359j -0.0014702-0.00652626j 0.00254407-0.00704983j -0.00530856-0.00183926j -3.77172e-05-0.00362034j 0.00166212-0.000236137j -0.00113092+0.000537534j -0.00288945+0.00476834j 0.000448388+0.00621344j -0.00255956+0.00188007j -0.00422569+0.00260416j -0.00169696+0.00137466j 0.00256474+0.00182641j 0.00195798+0.00204184j -0.000274769-0.000742764j 0.000454522+0.00287359j 0.000814148+0.00245188j 0.000888993+0.00337044j 0.00269579-0.00137446j -0.00110757+0.00146311j -0.00105034+0.00181082j -0.000235626-0.00441253j -0.00156165+0.00272039j 0.0015159-0.00469887j 0.00221682+0.00184827j -0.00142783-0.000420953j 0.00146948+0.000881769j 0.000395962+0.0021494j -0.000931486-0.0019164j -0.00174407-0.0019662j -0.000937218-0.00527992j -0.00201396+0.000695437j -0.000562572-2.6659e-05j -0.000664175-0.000134474j 0.00302725+0.00213247j 0.00118013+0.000283626j -0.00319348-0.00238257j -0.00305863-0.00212351j -0.00402068+0.000501559j -0.00169465-0.00564585j -0.000655209-0.00163684j -0.000915041-0.00262278j -0.00298928-0.00217193j 0.000749755-0.00197469j -0.0039646-0.000535161j -0.000966483-0.00244329j -0.000786504+0.0047336j -0.00120508-0.00132073j 0.002356+0.0018299j -0.000690898-0.000874411j -0.00175609+0.00229342j -0.000327742-0.000905134j -0.00201143-0.000282877j 0.00174993+0.0019278j -0.00354607-0.0031601j 0.00155225-0.00260306j 0.00128094-0.000985729j -0.000569795+0.000594834j -0.00255733-0.00225505j -0.000721375-0.00184115j 0.000560194+0.00273761j 0.00408068-0.00153109j 0.000359356+0.00243301j 0.000586088+0.000608046j -0.00474946-0.00129965j 
